
[00:00:00.000 --> 00:00:03.000]  大家早晨 各位電影姊妹平安
[00:03:20.000 --> 00:03:21.000]  或者大家都很熟悉的
[00:03:21.000 --> 00:03:24.000]  就在很久很久以前
[00:03:24.000 --> 00:03:28.000]  大概是主前的八世紀
[00:03:28.000 --> 00:03:30.000]  在一個很遠的地方
[00:03:30.000 --> 00:03:35.000]  距離以色列大概八百至一千公里的亞述
[00:03:35.000 --> 00:03:39.000]  的一個大城 尼尼尼
[00:03:39.000 --> 00:03:43.000]  而這個國家的人就
[00:03:43.000 --> 00:03:46.000]  行了很多勁惡事
[00:03:46.000 --> 00:03:50.000]  做了很多 譬如拜偶像 邪淫 這些事
[00:03:50.000 --> 00:03:55.000]  到一個地步 耶和華要親自介入
[00:03:55.000 --> 00:03:59.000]  他差派了若拿來到當中
[00:03:59.000 --> 00:04:08.000]  和他們宣告一個審判的信息
[00:04:08.000 --> 00:04:09.000]  大家可以看看這個地圖
[00:04:09.000 --> 00:04:15.000]  一方面我們看到在地圖的右手邊
[00:04:15.000 --> 00:04:21.000]  即是東面 看到沿海 地中海就有以色列
[00:04:21.000 --> 00:04:28.000]  當中有猶大 耶路撒冷那個地區
[00:04:28.000 --> 00:04:32.000]  而神其實呼召若拿去到
[00:04:32.000 --> 00:04:36.000]  以色列的東北亞述國利尼尼城那裡
[00:04:36.000 --> 00:04:42.000]  而若拿他就去了約柏近海岸那裡
[00:04:42.000 --> 00:04:46.000]  打算搭船去西邊
[00:04:46.000 --> 00:04:50.000]  就去了這個塔斯
[00:04:50.000 --> 00:04:55.000]  塔斯其實就是西班牙的地方
[00:04:55.000 --> 00:05:02.000]  在若拿還沒有到達的時候
[00:05:02.000 --> 00:05:06.000]  神就做了一些事
[00:05:06.000 --> 00:05:12.000]  若拿以為這樣就可以解決了 逃避了
[00:05:12.000 --> 00:05:16.000]  神叫他去東 他就去西
[00:05:16.000 --> 00:05:22.000]  他就想好了
[00:05:22.000 --> 00:05:27.000]  在他上船沒多久 神就掘起大風浪
[00:05:27.000 --> 00:05:32.000]  以致到船差不多要爛 要沉
[00:05:32.000 --> 00:05:37.000]  船上的水手和船上的人都不知道怎麼做
[00:05:37.000 --> 00:05:41.000]  他們就大家都求神拜佛 求他們的神
[00:05:41.000 --> 00:05:44.000]  希望可以平安
[00:05:44.000 --> 00:05:48.000]  但若拿在這個時候反而就睡在船底
[00:05:48.000 --> 00:05:53.000]  船長就問他 你快點來求你的神吧
[00:05:53.000 --> 00:05:57.000]  然後若拿就跟他們說
[00:05:57.000 --> 00:06:03.000]  船員和水手也知道這件事是因若拿而起
[00:06:03.000 --> 00:06:06.000]  之後那些水手把若拿丟下海的時候
[00:06:06.000 --> 00:06:09.000]  風浪就停止了
[00:06:09.000 --> 00:06:15.000]  若拿會不會因為這樣而葬身在大海呢
[00:06:15.000 --> 00:06:20.000]  不是 耶和華有恩典有憐憫
[00:06:20.000 --> 00:06:23.000]  耶和華派一條大魚吞了若拿
[00:06:23.000 --> 00:06:27.000]  若拿在雨的覆裡三日三夜
[00:06:27.000 --> 00:06:34.000]  在這段時間 若拿禱告向神祈求
[00:06:34.000 --> 00:06:36.000]  若拿憐憫他 恩待他
[00:06:36.000 --> 00:06:41.000]  就在一個乾地放他出去
[00:06:41.000 --> 00:06:47.000]  撿回一條小命 若拿應該感恩了
[00:06:47.000 --> 00:06:50.000]  神第二次跟他說
[00:06:50.000 --> 00:06:54.000]  我要你去尼尼尾城宣告
[00:06:54.000 --> 00:06:57.000]  若拿這次就去
[00:06:57.000 --> 00:07:06.000]  宣告說四十日後這個城就要毀滅了
[00:07:06.000 --> 00:07:10.000]  那些人聽到他們的反應是怎樣呢
[00:07:10.000 --> 00:07:12.000]  他們相信信服
[00:07:12.000 --> 00:07:20.000]  他們立刻從大到小都悔改認罪 哀傷
[00:07:20.000 --> 00:07:24.000]  披麻蒙灰
[00:07:24.000 --> 00:07:28.000]  其實若拿早就知道
[00:07:28.000 --> 00:07:33.000]  他一方面知道
[00:07:33.000 --> 00:07:41.000]  這個亞述帝國去攻擊侵略以色列
[00:07:41.000 --> 00:07:46.000]  所以他很不喜歡去到他們當中
[00:07:46.000 --> 00:07:48.000]  另一方面若拿又知道
[00:07:48.000 --> 00:07:52.000]  這個耶和華是有恩典有憐憫的神
[00:07:52.000 --> 00:07:55.000]  不輕易發怒 而且有豐盛的慈愛
[00:07:55.000 --> 00:08:00.000]  他知道當人願意悔改回轉的時候
[00:08:00.000 --> 00:08:06.000]  耶和華會不幹栽和比尼尼尾城
[00:08:06.000 --> 00:08:09.000]  所以耶和華叫他這樣做
[00:08:09.000 --> 00:08:13.000]  他不想有這樣的結果
[00:08:13.000 --> 00:08:16.000]  他就唯有不聽逃避耶和華
[00:08:16.000 --> 00:08:23.000]  但是那些人真的認罪悔改
[00:08:23.000 --> 00:08:28.000]  若拿就因為這樣而不高興
[00:08:28.000 --> 00:08:31.000]  甚至發怒
[00:08:31.000 --> 00:08:35.000]  神真的有恩典有憐憫
[00:08:35.000 --> 00:08:38.000]  不輕易發怒
[00:08:38.000 --> 00:08:42.000]  他內心的來教導若拿
[00:08:42.000 --> 00:08:46.000]  讓若拿有反思
[00:08:46.000 --> 00:08:50.000]  若拿書這個故事
[00:08:50.000 --> 00:08:52.000]  大家可能聽了很多次
[00:08:52.000 --> 00:08:59.000]  其實裏面有很多教導教訓可以分享
[00:08:59.000 --> 00:09:03.000]  我選了三樣跟大家分享
[00:09:03.000 --> 00:09:14.000]  第一個 全港福音是基於神的恩典和憐憫
[00:09:14.000 --> 00:09:21.000]  如果我們認定全港福音是基於神的恩典和憐憫
[00:09:21.000 --> 00:09:26.000]  我們就不需要怕不夠口才
[00:09:26.000 --> 00:09:33.000]  不懂說話 或擔心別人會拒絕我們
[00:09:33.000 --> 00:09:37.000]  我們看看若拿說了什麼
[00:09:37.000 --> 00:09:41.000]  其實若拿所說的很簡單
[00:09:41.000 --> 00:09:45.000]  他和那些水手和在船上的人
[00:09:45.000 --> 00:09:48.000]  他們不認識耶和華
[00:09:48.000 --> 00:09:51.000]  若拿就跟他說
[00:09:51.000 --> 00:09:53.000]  他是希伯來人
[00:09:53.000 --> 00:09:55.000]  我是敬畏耶和華的
[00:09:55.000 --> 00:10:02.000]  天上的神 祂創造了滄海和陸地
[00:10:02.000 --> 00:10:06.000]  祂就是把耶和華的本性
[00:10:06.000 --> 00:10:10.000]  祂的屬性 祂是創造主
[00:10:10.000 --> 00:10:15.000]  我們來跟這班水手說
[00:10:15.000 --> 00:10:20.000]  接著我們看看若拿去到尼里味城又說了什麼
[00:10:20.000 --> 00:10:23.000]  很簡單 一句話
[00:10:23.000 --> 00:10:25.000]  若拿去到尼里味城的時候
[00:10:25.000 --> 00:10:28.000]  那個城很大 要走三天這麼久
[00:10:28.000 --> 00:10:30.000]  但他真的走了一天
[00:10:30.000 --> 00:10:35.000]  就是說再過四十天你們就要滅亡了
[00:10:35.000 --> 00:10:39.000]  耶和華吩咐若拿說這個審判的信息
[00:10:39.000 --> 00:10:49.000]  若拿就照著說了一個這樣的神審判的信息
[00:10:49.000 --> 00:10:55.000]  其實不單止若拿去宣講
[00:10:55.000 --> 00:11:02.000]  我們看到保羅都很多時候去到不同的路程裡去宣講
[00:11:02.000 --> 00:11:07.000]  甚至乎在土耳其 中東的地區
[00:11:07.000 --> 00:11:09.000]  都有很多保羅的足跡
[00:11:09.000 --> 00:11:13.000]  保羅在哥林多前書裡這樣說
[00:11:13.000 --> 00:11:18.000]  他說弟兄們 我從前到你們那裡去
[00:11:18.000 --> 00:11:23.000]  並沒有用高賢大智向你們傳講神的奧秘
[00:11:23.000 --> 00:11:25.000]  因為我立定主義
[00:11:25.000 --> 00:11:28.000]  在你們中間什麼都不想知道
[00:11:28.000 --> 00:11:32.000]  只知道耶穌基督和他釘十字架的事
[00:11:32.000 --> 00:11:37.000]  我在你們那裡的時候又軟弱又懼怕
[00:11:37.000 --> 00:11:39.000]  而且戰戰兢兢
[00:11:39.000 --> 00:11:45.000]  所以我所說的話 說的道
[00:11:45.000 --> 00:11:49.000]  都不是用智慧的話去說服人
[00:11:49.000 --> 00:11:51.000]  而是用聖靈無能力去證明
[00:11:51.000 --> 00:11:54.000]  使你們的信不是憑著人的智慧
[00:11:54.000 --> 00:11:56.000]  而是憑著神的能力
[00:11:56.000 --> 00:12:01.000]  保羅其實是很有口才 很有智慧的
[00:12:01.000 --> 00:12:03.000]  在《使徒行傳》當中
[00:12:03.000 --> 00:12:06.000]  可能大家都會聽到保羅怎樣去答辯
[00:12:06.000 --> 00:12:09.000]  但保羅居然在哥林多前書裡
[00:12:09.000 --> 00:12:12.000]  他跟會眾說
[00:12:12.000 --> 00:12:16.000]  他不是靠他的高賢大智
[00:12:16.000 --> 00:12:23.000]  他也不是靠他的智慧的話去說服人
[00:12:23.000 --> 00:12:25.000]  他靠的是聖靈
[00:12:25.000 --> 00:12:28.000]  他靠的是耶穌基督的恩典
[00:12:28.000 --> 00:12:32.000]  他所宣講的就是耶穌基督釘十字架事跡
[00:12:32.000 --> 00:12:35.000]  這個就是神的恩典和憐憫
[00:12:35.000 --> 00:12:45.000]  傳福音是基於神的恩典和憐憫
[00:12:45.000 --> 00:12:51.000]  我們看看約拿所宣講的結局是什麼
[00:12:51.000 --> 00:12:58.000]  那群水手和船上的眾人
[00:12:58.000 --> 00:13:02.000]  他們聽到知道
[00:13:02.000 --> 00:13:06.000]  原來這是創造天地萬物的主宰
[00:13:06.000 --> 00:13:08.000]  這個就是獨一真神的時候
[00:13:08.000 --> 00:13:12.000]  他們就大大敬畏耶和華
[00:13:12.000 --> 00:13:17.000]  有些譯本將這個字譯為敬畏
[00:13:17.000 --> 00:13:19.000]  英文就是fear
[00:13:19.000 --> 00:13:22.000]  他不只是怕這麼簡單
[00:13:22.000 --> 00:13:24.000]  還有一種尊敬的意思
[00:13:24.000 --> 00:13:26.000]  敬畏耶和華
[00:13:26.000 --> 00:13:34.000]  其實敬畏這個字就跟之前約拿跟水手說
[00:13:34.000 --> 00:13:36.000]  我是希伯來人
[00:13:36.000 --> 00:13:37.000]  我是敬畏耶和華
[00:13:37.000 --> 00:13:39.000]  那個字是同一個字
[00:13:39.000 --> 00:13:45.000]  這裡就說到那群原本拜假神拜偶像的水手
[00:13:45.000 --> 00:13:47.000]  當他們認識耶和華之後
[00:13:47.000 --> 00:13:50.000]  他們就敬畏耶和華
[00:13:50.000 --> 00:13:54.000]  而且還獻祭和許願
[00:13:54.000 --> 00:13:58.000]  我們看看尼里尼城的結局又是怎樣
[00:13:58.000 --> 00:14:06.000]  當約拿宣講審判的信息的時候
[00:14:06.000 --> 00:14:09.000]  尼里尼城的人
[00:14:09.000 --> 00:14:14.000]  大致他們的王小至的平民百姓
[00:14:14.000 --> 00:14:21.000]  他們從大到小都穿上麻衣
[00:14:21.000 --> 00:14:24.000]  不理人畜都披上麻衣
[00:14:24.000 --> 00:14:31.000]  而且各人懇切呼求悔改離開惡行
[00:14:31.000 --> 00:14:36.000]  放棄手中的強暴
[00:14:36.000 --> 00:14:50.000]  他們回轉歸來
[00:14:50.000 --> 00:14:52.000]  神不願一人沉淪
[00:14:52.000 --> 00:14:54.000]  乃願人人悔改
[00:14:54.000 --> 00:14:58.000]  這個並不只是新約的教導
[00:14:58.000 --> 00:15:01.000]  其實神是一個宣教的神
[00:15:01.000 --> 00:15:04.000]  他的心腸一直都沒有變
[00:15:04.000 --> 00:15:06.000]  甚至在舊約的時候
[00:15:06.000 --> 00:15:12.000]  你都看到他的心腸
[00:15:12.000 --> 00:15:15.000]  神可以藉著約拿
[00:15:15.000 --> 00:15:20.000]  來叫那班水手和船員認識真神
[00:15:20.000 --> 00:15:25.000]  去向耶和華獻祭許願
[00:15:25.000 --> 00:15:28.000]  神也可以使用約拿
[00:15:28.000 --> 00:15:33.000]  去使這個滿有惡行的尼里尼城
[00:15:33.000 --> 00:15:36.000]  回轉悔改
[00:15:36.000 --> 00:15:42.000]  歸向耶和華
[00:15:42.000 --> 00:15:48.000]  傳福音是基於神的恩典和憐憫
[00:15:48.000 --> 00:15:53.000]  在中東和北非廿多個國家當中
[00:15:53.000 --> 00:15:57.000]  有超過九成的人口是穆斯林
[00:15:57.000 --> 00:16:02.000]  如果不是基於神的恩典和憐憫
[00:16:02.000 --> 00:16:08.000]  Z7不可能也不會成立
[00:16:08.000 --> 00:16:11.000]  是一件不可能的事
[00:16:11.000 --> 00:16:15.000]  一方面基於神的恩典和憐憫
[00:16:15.000 --> 00:16:21.000]  弟兄姊妹願意將身體獻上
[00:16:21.000 --> 00:16:23.000]  當作活祭
[00:16:23.000 --> 00:16:27.000]  他們甚至冒生命危險
[00:16:27.000 --> 00:16:31.000]  願意出鏡讓人知道
[00:16:31.000 --> 00:16:33.000]  公開承認他們是基督徒
[00:16:33.000 --> 00:16:35.000]  講他們的見證
[00:16:35.000 --> 00:16:38.000]  做這些基督教節目
[00:16:38.000 --> 00:16:40.000]  不單是這樣
[00:16:40.000 --> 00:16:44.000]  如果不是神的恩典和憐憫
[00:16:44.000 --> 00:16:51.000]  在一個這樣的未得之民當中
[00:16:51.000 --> 00:16:58.000]  真的不可能有人會回轉歸順
[00:16:58.000 --> 00:17:02.000]  釘十字架的耶穌
[00:17:02.000 --> 00:17:07.000]  所以我很想在此鼓勵弟兄姊妹
[00:17:07.000 --> 00:17:10.000]  如果我們堅信認定
[00:17:10.000 --> 00:17:13.000]  我們無論是傳福音 宣教
[00:17:13.000 --> 00:17:17.000]  甚至我們在日常生活中做見證
[00:17:17.000 --> 00:17:21.000]  我們的根基是基於耶穌基督
[00:17:21.000 --> 00:17:24.000]  祂的恩典和憐憫
[00:17:24.000 --> 00:17:29.000]  我很深信在錦宣街的弟兄姊妹
[00:17:29.000 --> 00:17:33.000]  他們無論做印尼的侍工
[00:17:33.000 --> 00:17:35.000]  或者泰國的侍工
[00:17:35.000 --> 00:17:37.000]  或者是建堂
[00:17:37.000 --> 00:17:39.000]  或者傳福音報道的侍工
[00:17:39.000 --> 00:17:41.000]  你們一定會經歷到
[00:17:41.000 --> 00:17:45.000]  是神的恩典和憐憫
[00:17:45.000 --> 00:17:48.000]  接下來你們的堂慶
[00:17:48.000 --> 00:17:50.000]  是否四十二年了
[00:17:50.000 --> 00:17:53.000]  經歷了四十二年的光陰歲月
[00:17:53.000 --> 00:17:57.000]  我很深信錦宣街也經歷到
[00:17:57.000 --> 00:18:00.000]  是神的恩典和憐憫
[00:18:00.000 --> 00:18:03.000]  所以我在此鼓勵弟兄姊妹
[00:18:03.000 --> 00:18:05.000]  不要灰心 不要放棄
[00:18:05.000 --> 00:18:09.000]  可能你為未信的家人朋友去祈禱
[00:18:09.000 --> 00:18:11.000]  希望他們信耶穌
[00:18:11.000 --> 00:18:15.000]  又或者你們猜派的宣教士
[00:18:15.000 --> 00:18:19.000]  在宣教工場裡去服侍
[00:18:19.000 --> 00:18:21.000]  好像沒什麼果效
[00:18:21.000 --> 00:18:23.000]  聽不到有什麼果子
[00:18:23.000 --> 00:18:26.000]  記住 我們傳福音
[00:18:26.000 --> 00:18:30.000]  是基於神的恩典和憐憫
[00:18:30.000 --> 00:18:32.000]  在抓緊這件事的時候
[00:18:32.000 --> 00:18:35.000]  我們就這個力量繼續去做
[00:18:35.000 --> 00:18:38.000]  繼續忠心地去走
[00:18:39.000 --> 00:18:43.000]  第二個我分享的是
[00:18:43.000 --> 00:18:47.000]  經歷有恩典憐憫的神的改變
[00:18:47.000 --> 00:18:50.000]  其實剛才也有提到
[00:18:50.000 --> 00:18:57.000]  我們比較一下約拿和水手
[00:18:57.000 --> 00:19:00.000]  和利利美的人
[00:19:00.000 --> 00:19:02.000]  約拿她自己說的
[00:19:02.000 --> 00:19:04.000]  她說我是希伯來人
[00:19:04.000 --> 00:19:06.000]  我敬畏耶和華
[00:19:06.000 --> 00:19:09.000]  這個耶和華就是天上的神
[00:19:09.000 --> 00:19:12.000]  祂創造了滄海和陸地
[00:19:12.000 --> 00:19:14.000]  祂知道誰是耶和華
[00:19:14.000 --> 00:19:15.000]  祂認識我
[00:19:15.000 --> 00:19:17.000]  祂甚至說自己是希伯來人
[00:19:17.000 --> 00:19:19.000]  是什麼意思呢
[00:19:19.000 --> 00:19:21.000]  其實祂告訴那些外國人
[00:19:21.000 --> 00:19:23.000]  祂是希伯來人的意思就是說
[00:19:23.000 --> 00:19:24.000]  其實你知不知道
[00:19:24.000 --> 00:19:28.000]  我們這個民族是被神揀選的
[00:19:28.000 --> 00:19:33.000]  我們是有神的揀選
[00:19:33.000 --> 00:19:35.000]  有那個的恩典的
[00:19:35.000 --> 00:19:40.000]  是一個特別的民族
[00:19:40.000 --> 00:19:48.000]  但是她的回應是什麼呢
[00:19:48.000 --> 00:19:50.000]  約拿卻起來
[00:19:50.000 --> 00:19:52.000]  要逃往他思去
[00:19:52.000 --> 00:19:54.000]  躲避耶和華
[00:19:54.000 --> 00:19:57.000]  她居然去躲避耶和華
[00:19:57.000 --> 00:19:59.000]  要逃走
[00:19:59.000 --> 00:20:02.000]  她說她自己認識耶和華
[00:20:02.000 --> 00:20:05.000]  甚至敬畏
[00:20:05.000 --> 00:20:08.000]  為什麼她會這樣做呢
[00:20:08.000 --> 00:20:11.000]  我小時候很怕我爸爸
[00:20:11.000 --> 00:20:14.000]  所以我就會很乖
[00:20:14.000 --> 00:20:15.000]  不敢頑皮
[00:20:15.000 --> 00:20:17.000]  因為怕他會罰我
[00:20:17.000 --> 00:20:19.000]  用藤條打我
[00:20:19.000 --> 00:20:23.000]  但是約拿如果她怕敬畏的時候
[00:20:23.000 --> 00:20:25.000]  為什麼她不應該聽說
[00:20:25.000 --> 00:20:27.000]  怕被神罰
[00:20:27.000 --> 00:20:30.000]  反而神叫她去東
[00:20:30.000 --> 00:20:33.000]  她就去了西呢
[00:20:33.000 --> 00:20:38.000]  我們看看這班水手
[00:20:38.000 --> 00:20:42.000]  他們的改變
[00:20:42.000 --> 00:20:46.000]  那班水手聽到約拿所宣告
[00:20:46.000 --> 00:20:49.000]  這是創造天地萬物的主宰的時候
[00:20:49.000 --> 00:20:51.000]  他們就敬畏耶和華
[00:20:51.000 --> 00:20:55.000]  同樣都是敬畏耶和華
[00:20:55.000 --> 00:20:59.000]  而他們的行動是什麼呢
[00:20:59.000 --> 00:21:02.000]  他們的行動就是
[00:21:02.000 --> 00:21:08.000]  向神獻祭和許願
[00:21:08.000 --> 00:21:12.000]  許願有些英文的翻譯就是make vows
[00:21:12.000 --> 00:21:15.000]  即是立誓盟
[00:21:15.000 --> 00:21:18.000]  就好像在婚姻結婚裡
[00:21:18.000 --> 00:21:21.000]  新娘新郎
[00:21:21.000 --> 00:21:24.000]  來去立誓盟
[00:21:24.000 --> 00:21:28.000]  至於那班水手和船上的人
[00:21:28.000 --> 00:21:31.000]  和耶和華立什麼誓盟我就不清楚了
[00:21:31.000 --> 00:21:33.000]  不過我猜猜吧
[00:21:33.000 --> 00:21:34.000]  不知道會不會說
[00:21:34.000 --> 00:21:36.000]  我以前不認識耶和華
[00:21:36.000 --> 00:21:39.000]  所以就拜這些假神這些偶像
[00:21:39.000 --> 00:21:42.000]  現在我認識誰是獨一的真神
[00:21:42.000 --> 00:21:44.000]  我就離開這些偶像
[00:21:44.000 --> 00:21:50.000]  我就專一去獻祭奉獻和敬畏
[00:21:50.000 --> 00:21:52.000]  這個獨一真神
[00:21:52.000 --> 00:21:54.000]  我就和你去許這個願
[00:21:54.000 --> 00:21:56.000]  立這個誓
[00:21:56.000 --> 00:21:57.000]  不知道
[00:21:57.000 --> 00:21:59.000]  但是你看到
[00:21:59.000 --> 00:22:03.000]  他們的生命有改變
[00:22:03.000 --> 00:22:07.000]  又再看看尼尼未成
[00:22:07.000 --> 00:22:12.000]  約拿就去到尼尼未成
[00:22:12.000 --> 00:22:18.000]  他就去宣講
[00:22:18.000 --> 00:22:22.000]  看看尼尼未成的反應
[00:22:22.000 --> 00:22:25.000]  尼尼未成的人就信了神
[00:22:25.000 --> 00:22:27.000]  宣告禁食
[00:22:27.000 --> 00:22:29.000]  從大到小穿上麻衣
[00:22:29.000 --> 00:22:32.000]  各人懇切呼求神悔改
[00:22:32.000 --> 00:22:34.000]  離開惡行
[00:22:34.000 --> 00:22:38.000]  摒棄手中的強暴
[00:22:38.000 --> 00:22:43.000]  同樣原本那些尼尼未成的居民
[00:22:43.000 --> 00:22:44.000]  是作惡的
[00:22:44.000 --> 00:22:46.000]  窮凶極惡的
[00:22:46.000 --> 00:22:49.000]  以致約拿討厭他們
[00:22:49.000 --> 00:22:52.000]  不想他們能夠得到救恩
[00:22:52.000 --> 00:22:54.000]  也因為這個緣故
[00:22:54.000 --> 00:22:56.000]  要去到一個地步
[00:22:56.000 --> 00:23:00.000]  要宣判審判的訊息
[00:23:00.000 --> 00:23:07.000]  但是當這班居民聽到這個訊息的時候
[00:23:07.000 --> 00:23:11.000]  他們的反應就是相信神
[00:23:11.000 --> 00:23:14.000]  而且他們都有行動轉變
[00:23:14.000 --> 00:23:17.000]  他們悔改
[00:23:17.000 --> 00:23:18.000]  痛悔
[00:23:18.000 --> 00:23:19.000]  披抹
[00:23:19.000 --> 00:23:20.000]  蒙悔
[00:23:20.000 --> 00:23:22.000]  之前做惡事的
[00:23:22.000 --> 00:23:25.000]  有很多殘暴的事情
[00:23:25.000 --> 00:23:28.000]  聖經沒有仔細地說
[00:23:28.000 --> 00:23:30.000]  但是可能你看一些色經書
[00:23:30.000 --> 00:23:34.000]  就會看到他們的殘暴是很恐怖的
[00:23:34.000 --> 00:23:37.000]  但是他們居然因為這個緣故
[00:23:37.000 --> 00:23:38.000]  他們悔改
[00:23:38.000 --> 00:23:39.000]  回轉
[00:23:39.000 --> 00:23:41.000]  不再做這些事情
[00:23:41.000 --> 00:23:43.000]  或者之前是拜那些偶像
[00:23:43.000 --> 00:23:46.000]  那些偶像是掩飾很多邪淫的
[00:23:46.000 --> 00:23:47.000]  他們現在不做
[00:23:47.000 --> 00:23:48.000]  不跟他們
[00:23:48.000 --> 00:23:49.000]  悔改
[00:23:49.000 --> 00:23:50.000]  回轉
[00:23:50.000 --> 00:23:56.000]  我們看到原來
[00:23:56.000 --> 00:23:58.000]  當水手
[00:23:58.000 --> 00:24:00.000]  或者尼尼尼的人
[00:24:00.000 --> 00:24:04.000]  經歷到耶和華的恩典憐憫之後
[00:24:04.000 --> 00:24:06.000]  他們的生命有改變
[00:24:06.000 --> 00:24:09.000]  那些水手遇到困難
[00:24:09.000 --> 00:24:10.000]  大風暴的時候
[00:24:10.000 --> 00:24:13.000]  他經歷耶和華的拯救
[00:24:13.000 --> 00:24:16.000]  他生命改變
[00:24:18.000 --> 00:24:25.000]  那些被罪纏繞的人
[00:24:25.000 --> 00:24:27.000]  他們聽到神的寬恕
[00:24:27.000 --> 00:24:28.000]  那個赦免
[00:24:28.000 --> 00:24:30.000]  赦罪之恩的時候
[00:24:30.000 --> 00:24:33.000]  他們生命有改變
[00:24:33.000 --> 00:24:35.000]  弟兄姊妹
[00:24:35.000 --> 00:24:37.000]  我不知道在你的生命裡頭
[00:24:37.000 --> 00:24:39.000]  當你無論是經歷
[00:24:39.000 --> 00:24:41.000]  你的生命的大風浪
[00:24:41.000 --> 00:24:43.000]  困境
[00:24:43.000 --> 00:24:44.000]  甚至
[00:24:44.000 --> 00:24:47.000]  差不多去死的時候
[00:24:47.000 --> 00:24:49.000]  會不會有經歷到
[00:24:49.000 --> 00:24:52.000]  神的恩典和憐憫
[00:24:52.000 --> 00:24:55.000]  讓你有這個信心
[00:24:55.000 --> 00:24:58.000]  跟神一起度過呢?
[00:24:58.000 --> 00:24:59.000]  又或者
[00:24:59.000 --> 00:25:00.000]  有沒有經歷過
[00:25:00.000 --> 00:25:05.000]  神向你的寬恕
[00:25:05.000 --> 00:25:06.000]  赦罪
[00:25:06.000 --> 00:25:08.000]  這個恩典
[00:25:08.000 --> 00:25:09.000]  以致你回轉
