
[00:00:00.000 --> 00:00:08.000]  感謝神,今早有老議員傳道,我們本堂的傳道人在當中為我們宣講
[00:03:12.000 --> 00:03:16.000]  有人期望子女只需要健健康康
[00:03:16.000 --> 00:03:20.000]  開開心心就足夠了,因為平凡是福
[00:03:20.000 --> 00:03:25.000]  有人期望子女是一個有用的人,可以貢獻社會
[00:03:25.000 --> 00:03:34.000]  有人期望子女能夠娶妻生子,生兒育女,繼後香燈
[00:03:34.000 --> 00:03:39.000]  每個父親或每一個父母對下一代都有不同的期望
[00:03:39.000 --> 00:03:44.000]  不過現實與期望總是有落差
[00:03:44.000 --> 00:03:51.000]  作為一個信徒,我們又知不知道天上的父親對我們有什麼期望
[00:03:51.000 --> 00:03:57.000]  天父對我們的期望和我們的表現究竟有沒有落差呢?
[00:03:57.000 --> 00:04:01.000]  今天我們就透過彼勒比書二章十二至十八節
[00:04:01.000 --> 00:04:05.000]  去看看天父對我們在信仰裡面的三個要求
[00:04:05.000 --> 00:04:09.000]  我們一起從一個祈禱開始
[00:04:09.000 --> 00:04:16.000]  三位一體的主,我們曾經向你宣認過,你就是我們的生命的主
[00:04:16.000 --> 00:04:20.000]  我們感謝天父收納我們成為你屬靈的兒女
[00:04:20.000 --> 00:04:25.000]  既然主掌管我們的生命氣息,又應許過與我們同在
[00:04:25.000 --> 00:04:31.000]  我們行事為人,就應該與主的心意相承
[00:04:31.000 --> 00:04:37.000]  求聖靈保守,又求聖靈引導我們這一生,我們的誠信旅程
[00:04:37.000 --> 00:04:42.000]  讓我們能夠專注在你的心意裡面而活出信約
[00:04:42.000 --> 00:04:46.000]  我們的祈禱是奉主耶穌基督的聖名祈求,阿們
[00:04:46.000 --> 00:04:50.000]  開始之前我們都看看經文的背景
[00:04:50.000 --> 00:04:54.000]  彼勒比書是在《仕途寶來》四封監獄書信之一
[00:04:54.000 --> 00:05:00.000]  傳統上都認為是寶來在羅馬坐牢的時候寫的
[00:05:00.000 --> 00:05:06.000]  根據《仕途行傳》的記載,當保羅領受了馬其頓異象之後
[00:05:06.000 --> 00:05:10.000]  他第一個到達的城市就是彼勒比這個城市
[00:05:10.000 --> 00:05:17.000]  按照保羅的慣例,他每到一個地方都是先去探訪當地的會堂
[00:05:17.000 --> 00:05:19.000]  然後向猶太人傳福音
[00:05:19.000 --> 00:05:23.000]  但是在彼勒比,他就去了河邊港島
[00:05:23.000 --> 00:05:29.000]  估計當時彼勒比這個城市猶太的成年人是不足夠十個
[00:05:29.000 --> 00:05:31.000]  所以彼勒比沒有回堂
[00:05:31.000 --> 00:05:35.000]  以致保羅要走到河邊去傳福音
[00:05:35.000 --> 00:05:39.000]  保羅這個港島感動到一個女孩
[00:05:39.000 --> 00:05:42.000]  這個女士叫做女底亞
[00:05:42.000 --> 00:05:45.000]  我們團契有一個女底亞團
[00:05:45.000 --> 00:05:50.000]  最後女底亞全家都領洗,歸入了基督的名下
[00:05:50.000 --> 00:05:56.000]  當保羅離開彼勒比的時候,最後的罪腳點就在女底亞家
[00:05:56.000 --> 00:06:01.000]  所以彼勒比教會的初型就已經確立了
[00:06:01.000 --> 00:06:05.000]  保羅寫信給彼勒比源自一個人
[00:06:05.000 --> 00:06:07.000]  那個人叫做爾巴忽提
[00:06:07.000 --> 00:06:14.000]  爾巴忽提就是彼勒比教會所差派將一些物資送去羅馬給保羅
[00:06:14.000 --> 00:06:17.000]  誰知路途實在太遙遠了
[00:06:17.000 --> 00:06:25.000]  爾巴忽提去到羅馬之後就患病,幾乎要死
[00:06:25.000 --> 00:06:30.000]  這個消息傳到彼勒比教會,教會的肢體就很擔心
[00:06:30.000 --> 00:06:33.000]  很擔心彼勒比現在究竟怎樣
[00:06:33.000 --> 00:06:38.000]  當然最後爾巴忽提在保羅的照顧之下就慢慢康復了
[00:06:38.000 --> 00:06:42.000]  於是保羅就打發爾巴忽提,你回到彼勒比吧
[00:06:42.000 --> 00:06:45.000]  除了讓彼勒比教會能夠安心之外
[00:06:45.000 --> 00:06:50.000]  也都一解爾巴忽提那種思鄉之情
[00:06:50.000 --> 00:06:56.000]  保羅就因著爾巴忽提回去彼勒比教會
[00:06:56.000 --> 00:07:02.000]  所以就託弟兄將這封信帶去彼勒比教會
[00:07:02.000 --> 00:07:08.000]  今日的講道經文就是指導保羅勸勉彼勒比教會信徒的其中一段
[00:07:08.000 --> 00:07:10.000]  勸勉他們
[00:07:10.000 --> 00:07:13.000]  既然你們已經信了耶穌
[00:07:13.000 --> 00:07:17.000]  在信仰上就希望你有三個責任
[00:07:17.000 --> 00:07:19.000]  第一個責任
[00:07:19.000 --> 00:07:26.000]  信徒在信仰上的第一個責任就是要按著主的心意信服和立志
[00:07:26.000 --> 00:07:28.000]  在第十二節這樣說
[00:07:28.000 --> 00:07:30.000]  有兩個信服的字眼
[00:07:30.000 --> 00:07:33.000]  他說你們既是常信服的
[00:07:33.000 --> 00:07:38.000]  或者就是我如今不在你們那裡更是信服的
[00:07:38.000 --> 00:07:40.000]  我們要問
[00:07:40.000 --> 00:07:42.000]  向哪一個信服
[00:07:42.000 --> 00:07:45.000]  信服什麼
[00:07:45.000 --> 00:07:51.000]  原來第十二節所說的信服是回應前一段第八節所說的
[00:07:51.000 --> 00:07:57.000]  耶穌就謙卑自己全心信服以至於死
[00:07:57.000 --> 00:08:01.000]  耶穌的信服對象是天父
[00:08:01.000 --> 00:08:06.000]  耶穌的死是要信服天父的心意
[00:08:06.000 --> 00:08:10.000]  因此保羅所說彼勒比信徒的信服行為
[00:08:10.000 --> 00:08:15.000]  是以耶穌基督對天父信服的行為作為一個基礎
[00:08:15.000 --> 00:08:19.000]  而作出效法主耶穌的一個回應
[00:08:19.000 --> 00:08:20.000]  我們看回聖經
[00:08:20.000 --> 00:08:25.000]  十二節上就是給信徒說既是常信服的
[00:08:25.000 --> 00:08:29.000]  意思是指信服已經成為一種習慣
[00:08:29.000 --> 00:08:33.000]  是常都會做的
[00:08:33.000 --> 00:08:35.000]  我們又再看看十二節下
[00:08:35.000 --> 00:08:38.000]  就算保羅不在畢所的信徒裡
[00:08:38.000 --> 00:08:41.000]  彼勒比信徒都是信服的
[00:08:41.000 --> 00:08:46.000]  也就是說彼勒比的信徒不是因為保羅在彼勒比
[00:08:46.000 --> 00:08:49.000]  他才產生一個信服的心
[00:08:49.000 --> 00:08:52.000]  就算保羅不在他們當中
[00:08:52.000 --> 00:08:56.000]  彼勒比信徒一樣有一個信服的行為
[00:08:56.000 --> 00:08:57.000]  原因是什麼呢
[00:08:57.000 --> 00:09:02.000]  原因就是彼勒比的信徒不是以保羅為對象
[00:09:02.000 --> 00:09:07.000]  而是以主耶穌基督為榜樣而產生一個信服行為
[00:09:07.000 --> 00:09:10.000]  我們現在知道
[00:09:10.000 --> 00:09:14.000]  彼勒比的信徒信服的對象就是主
[00:09:14.000 --> 00:09:15.000]  就是耶穌
[00:09:15.000 --> 00:09:17.000]  我們仍然要問這件事
[00:09:17.000 --> 00:09:19.000]  他信服什麼呢
[00:09:19.000 --> 00:09:21.000]  信服的內容是什麼呢
[00:09:21.000 --> 00:09:22.000]  換句話說
[00:09:22.000 --> 00:09:26.000]  究竟彼勒比的信徒在什麼事情上
[00:09:26.000 --> 00:09:29.000]  作出這個信服的行動
[00:09:29.000 --> 00:09:32.000]  保羅在第十三節說出了一個答案
[00:09:32.000 --> 00:09:35.000]  因為是神在你們心裡運行
[00:09:35.000 --> 00:09:38.000]  使你們又立志又實行
[00:09:38.000 --> 00:09:41.000]  為要成就他的美言
[00:09:41.000 --> 00:09:44.000]  彼勒比信徒由於有聖靈內在他心裡
[00:09:44.000 --> 00:09:45.000]  並且作出一個引導
[00:09:45.000 --> 00:09:48.000]  他願意又立志
[00:09:48.000 --> 00:09:52.000]  立志是一個從心而發的一個心意
[00:09:52.000 --> 00:09:54.000]  願意又實行
[00:09:54.000 --> 00:09:56.000]  這是一個實際的行動
[00:09:56.000 --> 00:09:57.000]  用今天的說法就是
[00:09:57.000 --> 00:10:04.000]  彼勒比的信徒又毀身又實踐
[00:10:04.000 --> 00:10:07.000]  又毀身又實踐
[00:10:07.000 --> 00:10:10.000]  願意兼做
[00:10:10.000 --> 00:10:11.000]  實踐的方向
[00:10:11.000 --> 00:10:13.000]  十三節下這樣說
[00:10:13.000 --> 00:10:16.000]  為要成就他的美言
[00:10:16.000 --> 00:10:21.000]  原來信服的目的是要成就神的心意
[00:10:21.000 --> 00:10:25.000]  神的心意是什麼呢
[00:10:25.000 --> 00:10:29.000]  神的心意就是要救贖世人
[00:10:29.000 --> 00:10:33.000]  神的心意就是要我們的屬靈生命有成長
[00:10:33.000 --> 00:10:37.000]  神的心意就是要我們活出信望愛的生命
[00:10:37.000 --> 00:10:41.000]  神的心意就是要我們整個教會合一
[00:10:41.000 --> 00:10:44.000]  不作無謂的爭拗
[00:10:44.000 --> 00:10:49.000]  神的心意就是要我們承擔不同的使命
[00:10:49.000 --> 00:10:51.000]  神在每一個信徒的生命裡
[00:10:51.000 --> 00:10:53.000]  都有不同的旨意
[00:10:53.000 --> 00:10:56.000]  我們要用一個信服的心去實踐
[00:10:56.000 --> 00:10:59.000]  這個信服的心態就好像主耶穌
[00:10:59.000 --> 00:11:01.000]  信服天父的心態一樣
[00:11:01.000 --> 00:11:03.000]  天卑自己
[00:11:03.000 --> 00:11:05.000]  全心信服
[00:11:05.000 --> 00:11:08.000]  以至於死
[00:11:08.000 --> 00:11:11.000]  信服是有對象的
[00:11:11.000 --> 00:11:14.000]  就是信服主耶穌
[00:11:14.000 --> 00:11:16.000]  信服有目的的
[00:11:16.000 --> 00:11:19.000]  就是信服在主的心意裡
[00:11:19.000 --> 00:11:22.000]  也是我們的使命之神
[00:11:22.000 --> 00:11:25.000]  這個就是保羅對肥立彼信徒的勸勉
[00:11:25.000 --> 00:11:27.000]  或者這樣說
[00:11:27.000 --> 00:11:32.000]  這個是保羅對肥立彼信徒的內在生命的提醒
[00:11:32.000 --> 00:11:34.000]  什麼叫內在生命?
[00:11:34.000 --> 00:11:38.000]  內在生命是從信服主立志而來的
[00:11:38.000 --> 00:11:42.000]  肥立彼的信徒願意在主面前信服
[00:11:42.000 --> 00:11:47.000]  然後又立志又實行
[00:11:47.000 --> 00:11:49.000]  敢專家的弟兄姊妹
[00:11:49.000 --> 00:11:55.000]  你自不自誇肥立彼這個教會?
[00:11:55.000 --> 00:12:00.000]  你想不想敢專家都有這樣的屬靈氣氛?
[00:12:00.000 --> 00:12:02.000]  你想不想教會復興?
[00:12:02.000 --> 00:12:05.000]  被神使用?
[00:12:05.000 --> 00:12:07.000]  如果想
[00:12:07.000 --> 00:12:09.000]  如果你想
[00:12:09.000 --> 00:12:15.000]  你願意在神面前信服嗎?
[00:12:15.000 --> 00:12:20.000]  你願意在神面前立志嗎?
[00:12:20.000 --> 00:12:23.000]  既然保羅對肥立彼的信徒有內在生命的提醒
[00:12:23.000 --> 00:12:31.000]  那麼保羅有沒有對肥立彼的信徒有外在生命的提醒?
[00:12:31.000 --> 00:12:35.000]  信徒在信仰上的第二個責任就是承擔使命
[00:12:35.000 --> 00:12:37.000]  活出信仰
[00:12:37.000 --> 00:12:39.000]  在十四節十六節裏面
[00:12:39.000 --> 00:12:43.000]  保羅講出了信徒在信服主這個原則之下
[00:12:43.000 --> 00:12:46.000]  怎樣去活出信仰
[00:12:46.000 --> 00:12:47.000]  第十四節
[00:12:47.000 --> 00:12:49.000]  你們無論做些甚麼都好
[00:12:49.000 --> 00:12:53.000]  都不要發怨言起爭論
[00:12:53.000 --> 00:12:54.000]  甚麼叫起爭論呢?
[00:12:54.000 --> 00:12:56.000]  就是各有意見
[00:12:56.000 --> 00:12:58.000]  各自堅持
[00:12:58.000 --> 00:13:01.000]  有些譯本將爭論叫疑惑
[00:13:01.000 --> 00:13:05.000]  即是對教會有些事情產生疑惑
[00:13:05.000 --> 00:13:08.000]  或者對某些人做出來的事產生疑惑
[00:13:08.000 --> 00:13:11.000]  經文的意思就是指教會裏面
[00:13:11.000 --> 00:13:15.000]  弟兄姊妹之間對某些事情產生一種埋怨
[00:13:15.000 --> 00:13:16.000]  猜度
[00:13:16.000 --> 00:13:20.000]  甚至口出怨言
[00:13:20.000 --> 00:13:22.000]  你不代表我,我不代表你
[00:13:22.000 --> 00:13:24.000]  現在最流行講這句說話
[00:13:24.000 --> 00:13:26.000]  你講的東西不代表我
[00:13:26.000 --> 00:13:30.000]  其實教會裏面有些例子
[00:13:30.000 --> 00:13:33.000]  他們就是有爹和秦都基兩位姊妹
[00:13:33.000 --> 00:13:38.000]  他們的爭拗影響了教會的整個合一
[00:13:38.000 --> 00:13:42.000]  所有在教會侍奉的弟兄姊妹
[00:13:42.000 --> 00:13:45.000]  我深信都是為神而做
[00:13:45.000 --> 00:13:48.000]  每一個是為自己而做
[00:13:48.000 --> 00:13:52.000]  弟兄姊妹願意為神獻上最好的
[00:13:52.000 --> 00:13:56.000]  但是一遇到不同的意見的時候
[00:13:56.000 --> 00:13:58.000]  是否需要各持己見
[00:13:58.000 --> 00:14:01.000]  彼此爭論呢?
[00:14:01.000 --> 00:14:05.000]  保羅在這裡勸勉彼立彼的信徒
[00:14:05.000 --> 00:14:08.000]  在信服主耶穌的原則底下
[00:14:08.000 --> 00:14:11.000]  彼此要謙卑
[00:14:11.000 --> 00:14:14.000]  看別人比自己強
[00:14:14.000 --> 00:14:16.000]  在主內的服侍
[00:14:16.000 --> 00:14:18.000]  不是看成績
[00:14:18.000 --> 00:14:20.000]  不是看效果
[00:14:20.000 --> 00:14:23.000]  也不是看誰最好
[00:14:23.000 --> 00:14:26.000]  而是看你和神的關係
[00:14:26.000 --> 00:14:32.000]  和信徒之間有沒有一個合一的心
[00:14:32.000 --> 00:14:35.000]  慢一點就慢一點
[00:14:35.000 --> 00:14:38.000]  不用這麼急
[00:14:38.000 --> 00:14:42.000]  信徒在教會裏面不值得為這些事而爭論
[00:14:42.000 --> 00:14:45.000]  因為這些爭論阻礙了教會的合一
[00:14:45.000 --> 00:14:49.000]  阻礙了信徒的合一
[00:14:49.000 --> 00:14:51.000]  或者這麼說
[00:14:51.000 --> 00:14:55.000]  保羅勸彼立彼教會
[00:14:55.000 --> 00:14:58.000]  這些事不值得去爭論
[00:14:58.000 --> 00:15:01.000]  不值得為這些事而去浪費精力
[00:15:01.000 --> 00:15:06.000]  因為信徒有另一個更加重要的使命要面對
[00:15:06.000 --> 00:15:08.000]  不要浪費了
[00:15:08.000 --> 00:15:10.000]  15-16節
[00:15:10.000 --> 00:15:13.000]  好似你們無可指責誠實無偽
[00:15:13.000 --> 00:15:16.000]  在這關曲薄謀的世代
[00:15:16.000 --> 00:15:18.000]  作甚無瑕疵的兒女
[00:15:18.000 --> 00:15:21.000]  你們在這世代中要像明光照耀
[00:15:21.000 --> 00:15:24.000]  將生命的道顯明出來
[00:15:24.000 --> 00:15:28.000]  13-7節的無可指責誠實無偽
[00:15:28.000 --> 00:15:31.000]  不是指在上帝面前無可指責
[00:15:31.000 --> 00:15:34.000]  沒有一個人在上帝面前是無可指責的
[00:15:34.000 --> 00:15:35.000]  沒有
[00:15:35.000 --> 00:15:38.000]  每一個人在上帝面前都是一個罪人
[00:15:38.000 --> 00:15:41.000]  這個無可指責是指在人面前無可指責
[00:15:41.000 --> 00:15:44.000]  尤其是在那些不信主的人面前無可指責
[00:15:44.000 --> 00:15:46.000]  即是我們的戰證
[00:15:46.000 --> 00:15:48.000]  我們能不能在人面前
[00:15:48.000 --> 00:15:50.000]  人家見我們一個信徒
[00:15:50.000 --> 00:15:52.000]  你真是好
[00:15:52.000 --> 00:15:54.000]  你真是好到無可頂
[00:15:54.000 --> 00:15:56.000]  你真是無可指責
[00:15:56.000 --> 00:15:57.000]  誠實無偽
[00:15:57.000 --> 00:15:58.000]  你是不說謊話
[00:15:58.000 --> 00:16:01.000]  你說一套就是那套
[00:16:01.000 --> 00:16:04.000]  你要一個面孔去對每一個人
[00:16:04.000 --> 00:16:08.000]  你不是見人說人話見鬼說鬼話
[00:16:08.000 --> 00:16:11.000]  回到家是一個面孔
[00:16:11.000 --> 00:16:13.000]  在公司是另一個面孔
[00:16:13.000 --> 00:16:15.000]  對著朋友是另一個面孔
[00:16:15.000 --> 00:16:17.000]  不是
[00:16:17.000 --> 00:16:20.000]  無可指責誠實無偽
[00:16:20.000 --> 00:16:23.000]  本來要求肥立比的信徒的生命見證
[00:16:23.000 --> 00:16:24.000]  要做到人家
[00:16:24.000 --> 00:16:28.000]  特別是那些未信主的人面前
[00:16:28.000 --> 00:16:30.000]  這個才是基督徒
[00:16:30.000 --> 00:16:35.000]  原來一個基督徒就是這樣的
[00:16:35.000 --> 00:16:39.000]  最近有很多的爭議
[00:16:39.000 --> 00:16:44.000]  我在我身邊有一個訊息
[00:16:44.000 --> 00:16:46.000]  就是一個非基督徒
[00:16:46.000 --> 00:16:48.000]  他參與一個遊行的時候
[00:16:48.000 --> 00:16:51.000]  他見到一些基督徒的表現
[00:16:51.000 --> 00:16:53.000]  他不信耶穌
[00:16:53.000 --> 00:16:56.000]  但他見到他們的表現
[00:16:56.000 --> 00:16:58.000]  他說我祈禱
[00:16:58.000 --> 00:17:00.000]  我願意祈禱
[00:17:00.000 --> 00:17:02.000]  你不要理他祈禱什麼
[00:17:02.000 --> 00:17:05.000]  他願意從一個沒有信仰的地方
[00:17:05.000 --> 00:17:08.000]  去想一想
[00:17:08.000 --> 00:17:14.000]  這些基督徒的信仰是否值得我去依靠
[00:17:14.000 --> 00:17:16.000]  不單止這樣
[00:17:16.000 --> 00:17:19.000]  保羅將肥立比信徒身處的場景
[00:17:19.000 --> 00:17:23.000]  形容為彎曲薄茂的世代
[00:17:23.000 --> 00:17:25.000]  什麼叫彎曲薄茂
[00:17:25.000 --> 00:17:27.000]  有一個被扭曲的世代
[00:17:27.000 --> 00:17:34.000]  一個充滿了錯誤扭曲歪理當道的世界
[00:17:34.000 --> 00:17:36.000]  這個扭曲的世界
[00:17:36.000 --> 00:17:39.000]  和沒有瑕疵的兒女
[00:17:39.000 --> 00:17:42.000]  構成一個很強烈的對比
[00:17:42.000 --> 00:17:45.000]  歪理當道
[00:17:45.000 --> 00:17:47.000]  沒有瑕疵的兒女
[00:17:47.000 --> 00:17:50.000]  一個充滿謊話的世界
[00:17:50.000 --> 00:17:54.000]  和一群沒有瑕疵的信徒
[00:17:54.000 --> 00:17:59.000]  能夠所產生的張力可想而知
[00:17:59.000 --> 00:18:00.000]  保羅認為
[00:18:00.000 --> 00:18:05.000]  這就是肥立比信徒要承擔的使命
[00:18:05.000 --> 00:18:08.000]  而這個使命的方向和目標就是
[00:18:08.000 --> 00:18:10.000]  在這個世代裏面
[00:18:10.000 --> 00:18:14.000]  好像明光照耀一樣
[00:18:14.000 --> 00:18:17.000]  信徒的無可指責
[00:18:17.000 --> 00:18:20.000]  信徒的沒有瑕疵成為一種亮光
[00:18:20.000 --> 00:18:22.000]  成為一種能量
[00:18:22.000 --> 00:18:27.000]  一種能夠反照整個崩壞世代的力量
[00:18:27.000 --> 00:18:31.000]  讓世人知道
[00:18:31.000 --> 00:18:36.000]  大多數人走了的路未必是正確的
[00:18:36.000 --> 00:18:41.000]  在眾多扭曲的價值觀氾濫的時候
[00:18:41.000 --> 00:18:48.000]  仍然有人願意付代價去講真理
[00:18:48.000 --> 00:18:51.000]  世人所走的路雖然是錯誤
[00:18:51.000 --> 00:18:54.000]  但透過信徒所發出來的光
[00:18:54.000 --> 00:18:56.000]  信徒所講的真理
[00:18:56.000 --> 00:19:01.000]  迷途的人仍然有機會被救贖
[00:19:01.000 --> 00:19:05.000]  他們不是一直錯下去直至滅亡
[00:19:05.000 --> 00:19:08.000]  卻是因著信徒生命的見證
[00:19:08.000 --> 00:19:13.000]  這點光能夠迷途知返
[00:19:13.000 --> 00:19:15.000]  明光照耀的目的就是
[00:19:15.000 --> 00:19:21.000]  使處身於黑暗的人能夠有出路
[00:19:21.000 --> 00:19:24.000]  不是絕望
[00:19:24.000 --> 00:19:30.000]  昨天有一個人犧牲了他的生命
[00:19:30.000 --> 00:19:34.000]  是因為他覺得絕望
[00:19:34.000 --> 00:19:41.000]  明光照耀是要讓黑暗的人覺得有盼望
[00:19:41.000 --> 00:19:43.000]  黑暗當中仍有盼望
[00:19:43.000 --> 00:19:47.000]  一點一點的光亮照耀我成
[00:19:47.000 --> 00:19:55.000]  成為眾人能夠被救贖的媒介
[00:19:55.000 --> 00:19:59.000]  今生可以沒有盼望
[00:19:59.000 --> 00:20:02.000]  但信徒的盼望是永恆的價值
[00:20:02.000 --> 00:20:06.000]  這就是有信仰和沒有信仰的最大最大分別
[00:20:06.000 --> 00:20:10.000]  沒有信仰的人這一生就完了
[00:20:10.000 --> 00:20:13.000]  他看不到盼望
[00:20:13.000 --> 00:20:17.000]  有信仰的人他知道審判在絕
[00:20:17.000 --> 00:20:19.000]  身尊在絕
[00:20:19.000 --> 00:20:21.000]  有一個盼望
[00:20:21.000 --> 00:20:25.000]  保羅在第十六節下更進一步地說
[00:20:25.000 --> 00:20:28.000]  他將生命的道顯明出來
[00:20:28.000 --> 00:20:31.000]  這種無可指責沒有瑕疵的特質
[00:20:31.000 --> 00:20:34.000]  就是信徒的生命之道
[00:20:34.000 --> 00:20:36.000]  這種生命的特質
[00:20:36.000 --> 00:20:41.000]  就是在黑暗扭曲崩壞的世界中顯現出來
[00:20:41.000 --> 00:20:45.000]  用我們最熟悉的言語來說
[00:20:45.000 --> 00:20:50.000]  就是我們要在這個世界裏分別為勝
[00:20:50.000 --> 00:20:55.000]  這句說話教會說得很耳熟能詳
[00:20:55.000 --> 00:20:58.000]  分別為勝
[00:20:58.000 --> 00:21:03.000]  保羅認為我們的無可指責沒有瑕疵的生命之道是來自神的
[00:21:03.000 --> 00:21:07.000]  我們要有信服神的內在生命作為一個基礎
[00:21:07.000 --> 00:21:11.000]  然後才有這種愛在生命的實踐的可能性
[00:21:11.000 --> 00:21:17.000]  沒有這種內在生命對神的信服
[00:21:17.000 --> 00:21:21.000]  就沒有愛在生命的無可指責
[00:21:21.000 --> 00:21:24.000]  誠實無偽的可能
[00:21:24.000 --> 00:21:30.000]  更加不會成為一個沒有瑕疵的兒女
[00:21:30.000 --> 00:21:37.000]  能夠活出生命之道這個信仰
[00:21:37.000 --> 00:21:40.000]  沒有內功的心法
[00:21:40.000 --> 00:21:45.000]  你行不到那種愛在的昭誠
[00:21:45.000 --> 00:21:48.000]  今日講題是在這世代中的承擔
[00:21:48.000 --> 00:21:51.000]  各位感恩專家弟兄姊妹
[00:21:51.000 --> 00:21:56.000]  我們有沒有這種內在生命的信服和難知
[00:21:56.000 --> 00:22:01.000]  我們有沒有這種愛在生命的無可指責沒有瑕疵
[00:22:01.000 --> 00:22:06.000]  我們願不願意活出一個富有生命力的生命之道
[00:22:06.000 --> 00:22:09.000]  我們願不願意在這個彎曲不朽的世代裏面
[00:22:09.000 --> 00:22:14.000]  我們有信心地做一個照耀我成的信徒
[00:22:14.000 --> 00:22:17.000]  或者你會說Gary
[00:22:17.000 --> 00:22:22.000]  你要做一個沒有瑕疵無可指責的信徒
[00:22:22.000 --> 00:22:25.000]  要求會不會高一點
[00:22:25.000 --> 00:22:28.000]  我們又沒有力又沒有心
[00:22:28.000 --> 00:22:31.000]  我們根本做不到
[00:22:31.000 --> 00:22:34.000]  沒錯
[00:22:34.000 --> 00:22:36.000]  如果我們沒有內在生命的特質
[00:22:36.000 --> 00:22:40.000]  我們就不會有愛在生命那種的彰顯
[00:22:40.000 --> 00:22:47.000]  關鍵是我們願不願意在內在生命裏面去做這個操練
[00:22:47.000 --> 00:22:48.000]  我沒有
[00:22:48.000 --> 00:22:50.000]  但我願不願意操練
[00:22:50.000 --> 00:22:53.000]  我講過這個例子很多次
[00:22:53.000 --> 00:22:58.000]  如果我邀請大家一起去跑馬拉松
[00:22:58.000 --> 00:23:00.000]  全馬
[00:23:00.000 --> 00:23:03.000]  我想我們每個人都不行
[00:23:03.000 --> 00:23:05.000]  對不起可能有些人可以
[00:23:05.000 --> 00:23:08.000]  大部份人都不行
[00:23:08.000 --> 00:23:10.000]  全馬
[00:23:10.000 --> 00:23:11.000]  可以嗎
[00:23:11.000 --> 00:23:12.000]  不行
[00:23:12.000 --> 00:23:13.000]  可能有些可以
[00:23:13.000 --> 00:23:14.000]  曾牧師或者可以
[00:23:14.000 --> 00:23:17.000]  展秋也可以
[00:23:17.000 --> 00:23:19.000]  不行不重要
[00:23:19.000 --> 00:23:22.000]  不行我們會不會去操練
[00:23:22.000 --> 00:23:25.000]  由今天開始去操練
[00:23:25.000 --> 00:23:27.000]  可能我們跑不到全馬
[00:23:27.000 --> 00:23:28.000]  跑不到半馬
[00:23:28.000 --> 00:23:38.000]  可以跑十公里吧
[00:23:38.000 --> 00:23:42.000]  信服是表示我們放棄自己的權利
[00:23:42.000 --> 00:23:46.000]  信服是表示以主耶穌為我們中心
[00:23:46.000 --> 00:23:49.000]  如果我們願意在主耶穌面前放棄自己的權利
