
[00:00:00.000 --> 00:00:05.000]  審判來之前都是風和日麗的
[00:07:17.000 --> 00:07:20.000]  也不要過渡別世吧
[00:07:20.000 --> 00:07:22.000]  因為吉甲必被擄走
[00:07:22.000 --> 00:07:25.000]  伯特利必歸無有
[00:07:25.000 --> 00:07:28.000]  第六節也有提到
[00:07:28.000 --> 00:07:32.000]  焚燒伯特利無人撲滅
[00:07:32.000 --> 00:07:35.000]  你會問伯特利 吉甲 別世吧
[00:07:35.000 --> 00:07:37.000]  其實是甚麼地方呢
[00:07:37.000 --> 00:07:39.000]  原來這三個都是當時以色列人
[00:07:39.000 --> 00:07:43.000]  他們慣常去敬拜神的地方
[00:07:43.000 --> 00:07:47.000]  慣常出入的宗教活動的場所
[00:07:47.000 --> 00:07:51.000]  但問題是當時社會已經腐敗到一個地步
[00:07:51.000 --> 00:07:54.000]  他們只顧著一些宗教的禮儀
[00:07:54.000 --> 00:07:58.000]  而沒有真正的敬虔在心裏
[00:07:58.000 --> 00:08:03.000]  所以神的審判就要臨到
[00:08:03.000 --> 00:08:05.000]  或者據一個例子
[00:08:05.000 --> 00:08:09.000]  怎樣才叫做沒有敬虔的心
[00:08:09.000 --> 00:08:12.000]  而只有外表的宗教禮儀呢
[00:08:12.000 --> 00:08:14.000]  如果我們敬拜神
[00:08:14.000 --> 00:08:16.000]  每個星期回來教會
[00:08:16.000 --> 00:08:18.000]  只是一些恩秦的活動
[00:08:18.000 --> 00:08:20.000]  其實就好像每個星期
[00:08:20.000 --> 00:08:23.000]  做一場表演 一場秀
[00:08:23.000 --> 00:08:26.000]  如果只是表面
[00:08:26.000 --> 00:08:28.000]  沒有內心的敬畏神
[00:08:28.000 --> 00:08:31.000]  大家只是在扮演一些角色
[00:08:31.000 --> 00:08:36.000]  就好像網上打遊戲機的虛擬世界
[00:08:36.000 --> 00:08:38.000]  又好像
[00:08:38.000 --> 00:08:41.000]  曾經我在電視節目看過
[00:08:41.000 --> 00:08:44.000]  有人去一個地方旅遊
[00:08:44.000 --> 00:08:46.000]  而那個地方那個國家
[00:08:46.000 --> 00:08:50.000]  它是需要隨團有個導遊跟著你的
[00:08:50.000 --> 00:08:53.000]  你去到哪裏 它都會跟著你去到哪裏
[00:08:53.000 --> 00:08:57.000]  當時那位介紹這個地方的那位議員
[00:08:57.000 --> 00:09:00.000]  他就說 哇 進到地鐵車廂裏面
[00:09:00.000 --> 00:09:02.000]  你好像見到很多乘客
[00:09:02.000 --> 00:09:06.000]  但原來後來才知道那些乘客都是演員來的
[00:09:06.000 --> 00:09:08.000]  是有關當局
[00:09:08.000 --> 00:09:10.000]  它會聘請一批人
[00:09:10.000 --> 00:09:12.000]  在你沿途所到的地方
[00:09:12.000 --> 00:09:14.000]  你所見的人 你所遇見的
[00:09:14.000 --> 00:09:16.000]  原來全部都是演員來的
[00:09:16.000 --> 00:09:18.000]  是演一場戲的
[00:09:18.000 --> 00:09:20.000]  正如我有個朋友他去印度旅行
[00:09:20.000 --> 00:09:22.000]  也是 由他一離開火車之後
[00:09:22.000 --> 00:09:24.000]  原來他後來回想起來
[00:09:24.000 --> 00:09:26.000]  他所遇見的的士司機 警察
[00:09:26.000 --> 00:09:28.000]  或者有人問他的事
[00:09:28.000 --> 00:09:30.000]  原來全部都是假的
[00:09:30.000 --> 00:09:32.000]  是一場戲來的
[00:09:32.000 --> 00:09:34.000]  你想想多恐怖
[00:09:34.000 --> 00:09:36.000]  如果回到教會
[00:09:36.000 --> 00:09:38.000]  大家只是扮演信徒
[00:09:38.000 --> 00:09:40.000]  扮演傳道
[00:09:40.000 --> 00:09:42.000]  這件真是很恐怖和可悲的事
[00:09:42.000 --> 00:09:44.000]  所以上帝很憎惡
[00:09:44.000 --> 00:09:47.000]  祂說祂要令這些宗教活動場所
[00:09:47.000 --> 00:09:50.000]  和有關的人消失
[00:09:50.000 --> 00:09:54.000]  意思是以色列民要被擄走
[00:09:54.000 --> 00:09:56.000]  所以上帝所要的是
[00:09:56.000 --> 00:09:58.000]  真誠的敬拜
[00:09:58.000 --> 00:10:00.000]  誠心實意的侍奉祂
[00:10:00.000 --> 00:10:03.000]  祂不容許任何的虛情假意
[00:10:03.000 --> 00:10:05.000]  表面遵守禮儀
[00:10:05.000 --> 00:10:07.000]  內心卻遠離神
[00:10:07.000 --> 00:10:11.000]  在這裡提到吉甲這個地方
[00:10:11.000 --> 00:10:14.000]  阿摩斯這位善智
[00:10:14.000 --> 00:10:18.000]  他就將吉甲寫成諧音吉拉
[00:10:18.000 --> 00:10:20.000]  其實意思是變成了老娘
[00:10:20.000 --> 00:10:22.000]  然後伯特利
[00:10:22.000 --> 00:10:25.000]  伯特利原本的意思是神的家
[00:10:25.000 --> 00:10:27.000]  或者神的殿
[00:10:27.000 --> 00:10:28.000]  House of God
[00:10:28.000 --> 00:10:31.000]  但是他就寫到變為伯雅文
[00:10:31.000 --> 00:10:34.000]  意思就是虛無之家
[00:10:34.000 --> 00:10:36.000]  你可以想像
[00:10:36.000 --> 00:10:40.000]  阿摩斯的警告是很嚴厲的
[00:10:40.000 --> 00:10:43.000]  他在第六節也說
[00:10:43.000 --> 00:10:47.000]  免得他再若失家如火發出
[00:10:47.000 --> 00:10:50.000]  神消伯特利無人撲滅
[00:10:50.000 --> 00:10:53.000]  若失家就是指以色列了
[00:10:53.000 --> 00:10:55.000]  意思就是神的憤怒如火
[00:10:55.000 --> 00:10:59.000]  要向以色列北角發出
[00:10:59.000 --> 00:11:00.000]  崇拜虛假
[00:11:00.000 --> 00:11:01.000]  無異議
[00:11:01.000 --> 00:11:03.000]  遭受毀滅
[00:11:03.000 --> 00:11:05.000]  這是必然的
[00:11:05.000 --> 00:11:07.000]  如果我們和上帝的關係
[00:11:07.000 --> 00:11:09.000]  也都是很疏遠
[00:11:09.000 --> 00:11:11.000]  靈命低沉
[00:11:11.000 --> 00:11:13.000]  還要扮勁虔
[00:11:13.000 --> 00:11:16.000]  那你說神會不會不憤怒呢?
[00:11:16.000 --> 00:11:19.000]  所以在他施行審判之前
[00:11:19.000 --> 00:11:21.000]  要趕快做一件事
[00:11:21.000 --> 00:11:26.000]  第四節 第六節
[00:11:26.000 --> 00:11:27.000]  這樣說
[00:11:27.000 --> 00:11:29.000]  你們要尋求我
[00:11:29.000 --> 00:11:31.000]  就必存活
[00:11:31.000 --> 00:11:33.000]  要尋求耶和華
[00:11:33.000 --> 00:11:36.000]  就必存活
[00:11:36.000 --> 00:11:39.000]  你想撿回性命
[00:11:39.000 --> 00:11:41.000]  你要找回上帝
[00:11:41.000 --> 00:11:43.000]  這裡所指的存活
[00:11:43.000 --> 00:11:45.000]  其實不單止指身體的存活
[00:11:45.000 --> 00:11:48.000]  也指我們靈命的存活
[00:11:48.000 --> 00:11:51.000]  而且並非只關乎個人的存活
[00:11:51.000 --> 00:11:53.000]  而是整體的存活
[00:11:53.000 --> 00:11:55.000]  是一個國家
[00:11:55.000 --> 00:11:57.000]  是一個民族
[00:11:57.000 --> 00:11:59.000]  是一個社區
[00:11:59.000 --> 00:12:01.000]  是一個教會
[00:12:01.000 --> 00:12:03.000]  所以尋求神
[00:12:03.000 --> 00:12:05.000]  是要一起尋求神
[00:12:05.000 --> 00:12:07.000]  我不是只顧自己
[00:12:07.000 --> 00:12:11.000]  我要和弟兄姊妹一起去尋求神
[00:12:11.000 --> 00:12:13.000]  面對上帝
[00:12:13.000 --> 00:12:16.000]  誠心實意地面對上帝
[00:12:16.000 --> 00:12:18.000]  在祂面前聖詐
[00:12:18.000 --> 00:12:25.000]  阿摩斯繼續
[00:12:25.000 --> 00:12:27.000]  責備甚麼?
[00:12:27.000 --> 00:12:30.000]  他在第七節說
[00:12:30.000 --> 00:12:34.000]  「你們這使公平變為恩塵
[00:12:34.000 --> 00:12:39.000]  將公義凋棄於地的人」
[00:12:39.000 --> 00:12:41.000]  恩塵是甚麼來的呢?
[00:12:41.000 --> 00:12:45.000]  有學者說可能是一種香料
[00:12:45.000 --> 00:12:48.000]  以苦的味著稱
[00:12:48.000 --> 00:12:53.000]  即是說當公平已經變為苦澀
[00:12:53.000 --> 00:12:57.000]  還公義被人凋棄於地
[00:12:57.000 --> 00:13:00.000]  非常可悲的一個局面
[00:13:00.000 --> 00:13:03.000]  第十節又說
[00:13:03.000 --> 00:13:07.000]  「你們怨恨那個在城門口斷是非的
[00:13:07.000 --> 00:13:10.000]  憎恨那個說正直話的
[00:13:10.000 --> 00:13:12.000]  甚麼城門口呢?
[00:13:12.000 --> 00:13:16.000]  為何只站在城門口斷是非呢?
[00:13:16.000 --> 00:13:19.000]  原來城門口是一個地方
[00:13:19.000 --> 00:13:23.000]  當時以色列說是一個公眾的法庭
[00:13:23.000 --> 00:13:27.000]  在城門的西邊設置一些長老的座位
[00:13:27.000 --> 00:13:29.000]  所以要審案
[00:13:29.000 --> 00:13:31.000]  要施行公平
[00:13:31.000 --> 00:13:33.000]  應該就在這個地方
[00:13:33.000 --> 00:13:38.000]  但是偏偏在這個地方
[00:13:38.000 --> 00:13:40.000]  要斷是非的時候
[00:13:40.000 --> 00:13:45.000]  竟然被人去憎惡他們說正直的話
[00:13:45.000 --> 00:13:47.000]  即是說你想說正直的話
[00:13:47.000 --> 00:13:49.000]  不讓你說
[00:13:49.000 --> 00:13:56.000]  自己不單單將公義凋棄
[00:13:56.000 --> 00:13:59.000]  也不容許其他人行公義
[00:13:59.000 --> 00:14:01.000]  說誠實的話
[00:14:02.000 --> 00:14:05.000]  甚至在十一節說
[00:14:05.000 --> 00:14:08.000]  「因你們踐踏貧寒人
[00:14:08.000 --> 00:14:11.000]  向他們勒索糧稅
[00:14:11.000 --> 00:14:14.000]  或有譯為物資」
[00:14:14.000 --> 00:14:16.000]  十二節又說
[00:14:16.000 --> 00:14:18.000]  「你們迫害義人
[00:14:18.000 --> 00:14:20.000]  收受賄賂
[00:14:20.000 --> 00:14:25.000]  在城門口屈往貧窮人」
[00:14:25.000 --> 00:14:30.000]  有沒有留意有一個字眼重複出現
[00:14:30.000 --> 00:14:32.000]  哦哦
[00:14:32.000 --> 00:14:34.000]  這麼快就跳到這裡了
[00:14:34.000 --> 00:14:36.000]  我讀一次
[00:14:36.000 --> 00:14:38.000]  十一和十二節
[00:14:38.000 --> 00:14:40.000]  那裡提到
[00:14:40.000 --> 00:14:42.000]  「你們踐踏貧寒人
[00:14:42.000 --> 00:14:45.000]  向他們勒索糧稅
[00:14:45.000 --> 00:14:48.000]  你們迫害義人
[00:14:48.000 --> 00:14:50.000]  收受賄賂
[00:14:50.000 --> 00:14:54.000]  在城門口屈往貧窮人」
[00:14:54.000 --> 00:14:57.000]  你會發現
[00:14:57.000 --> 00:14:59.000]  重複出現的就是貧窮人
[00:14:59.000 --> 00:15:01.000]  貧寒人
[00:15:01.000 --> 00:15:03.000]  義人
[00:15:03.000 --> 00:15:05.000]  他們在城門口
[00:15:05.000 --> 00:15:07.000]  他們想申訴
[00:15:07.000 --> 00:15:09.000]  偏偏沒有人幫他們
[00:15:09.000 --> 00:15:12.000]  或者不單止他們不是想來申訴
[00:15:12.000 --> 00:15:15.000]  而是有人會抓他們去那裡
[00:15:15.000 --> 00:15:17.000]  來屈往他們
[00:15:17.000 --> 00:15:19.000]  勒索他們
[00:15:19.000 --> 00:15:22.000]  為了什麼原因呢?
[00:15:22.000 --> 00:15:24.000]  你會覺得
[00:15:24.000 --> 00:15:28.000]  有一句俗語說「乞丐兜道」
[00:15:28.000 --> 00:15:30.000]  拿飯吃嗎?
[00:15:30.000 --> 00:15:32.000]  還是拿飯吃?
[00:15:32.000 --> 00:15:34.000]  我都想了很久
[00:15:34.000 --> 00:15:37.000]  我小時候已經聽我爸媽說
[00:15:37.000 --> 00:15:39.000]  他已經沒有了
[00:15:39.000 --> 00:15:41.000]  沒有了 乞丐兜道裡還有什麼呢?
[00:15:41.000 --> 00:15:43.000]  你還要在那裡
[00:15:43.000 --> 00:15:45.000]  去拿他的東西?
[00:15:45.000 --> 00:15:47.000]  為什麼會這樣呢?
[00:15:47.000 --> 00:15:49.000]  什麼世界?
[00:15:49.000 --> 00:15:51.000]  什麼公平呢?
[00:15:51.000 --> 00:15:57.000]  這一套卡通呢
[00:15:57.000 --> 00:15:59.000]  在中間後面
[00:15:59.000 --> 00:16:01.000]  隱約看到藍色那個
[00:16:01.000 --> 00:16:03.000]  我不知道是不是大家都曾經看過
[00:16:03.000 --> 00:16:05.000]  的一套卡通片
[00:16:05.000 --> 00:16:07.000]  以前就叫做「叮噹」
[00:16:07.000 --> 00:16:09.000]  後來就改了名字
[00:16:09.000 --> 00:16:11.000]  叫做「哆啦A夢」
[00:16:11.000 --> 00:16:13.000]  前面那兩個呢
[00:16:13.000 --> 00:16:15.000]  如果稍微有卡通片
[00:16:15.000 --> 00:16:17.000]  希望大家有看
[00:16:17.000 --> 00:16:19.000]  左邊那個叫做什麼呢?
[00:16:19.000 --> 00:16:21.000]  以前叫做「技安」
[00:16:21.000 --> 00:16:23.000]  後來改了名字叫做「伴虎」
[00:16:23.000 --> 00:16:25.000]  右邊那個呢?
[00:16:25.000 --> 00:16:27.000]  後來改了名字
[00:16:27.000 --> 00:16:29.000]  這一套卡通片其實真的挺好看
[00:16:29.000 --> 00:16:31.000]  開心的是什麼呢?
[00:16:31.000 --> 00:16:33.000]  就是後面那個叮噹或哆啦A夢
[00:16:33.000 --> 00:16:35.000]  有個八寶袋
[00:16:35.000 --> 00:16:37.000]  大雄呢
[00:16:37.000 --> 00:16:39.000]  是他的好朋友
[00:16:39.000 --> 00:16:41.000]  他很多時候有什麼不夠
[00:16:41.000 --> 00:16:43.000]  他很多需要叮噹幫忙的時候
[00:16:43.000 --> 00:16:45.000]  他就可以
[00:16:45.000 --> 00:16:47.000]  出動他的八寶袋去幫他
[00:16:47.000 --> 00:16:49.000]  但是呢
[00:16:49.000 --> 00:16:51.000]  大雄偏偏遇上一個叫做「技安」
[00:16:51.000 --> 00:16:53.000]  或者「伴虎」的人
[00:16:53.000 --> 00:16:55.000]  這個人呢
[00:16:55.000 --> 00:16:57.000]  他很高大 很健碩
[00:16:57.000 --> 00:16:59.000]  所以經常欺負他
[00:16:59.000 --> 00:17:01.000]  經常欺負他
[00:17:01.000 --> 00:17:03.000]  甚至打他 打到他遍體鱗傷
[00:17:03.000 --> 00:17:07.000]  如果你問為什麼貧窮人
[00:17:07.000 --> 00:17:09.000]  貧寒人會容易被人欺負呢?
[00:17:09.000 --> 00:17:11.000]  無他的
[00:17:11.000 --> 00:17:13.000]  因為他是弱勢那一邊
[00:17:13.000 --> 00:17:17.000]  就好像大雄那樣
[00:17:17.000 --> 00:17:19.000]  他長得小 沒力氣
[00:17:19.000 --> 00:17:21.000]  他想反抗 又反抗不了
[00:17:21.000 --> 00:17:23.000]  他只能被這個
[00:17:23.000 --> 00:17:25.000]  技安或伴虎經常欺負他
[00:17:25.000 --> 00:17:29.000]  近年呢 或者不是近年
[00:17:29.000 --> 00:17:31.000]  有校園的欺凌事件
[00:17:31.000 --> 00:17:35.000]  公司裡面會排斥人
[00:17:35.000 --> 00:17:37.000]  或者網上的欺凌事件
[00:17:37.000 --> 00:17:39.000]  已經不只是單對單的欺負
[00:17:39.000 --> 00:17:43.000]  而是一群人欺負一個人
[00:17:43.000 --> 00:17:45.000]  所謂的人多欺人少
[00:17:45.000 --> 00:17:49.000]  這個就是欺壓貧寒人
[00:17:49.000 --> 00:17:51.000]  他沒財沒勢
[00:17:51.000 --> 00:17:53.000]  無力申訴
[00:17:53.000 --> 00:17:55.000]  也都無力反抗
[00:17:55.000 --> 00:17:57.000]  處於弱勢的社群
[00:17:57.000 --> 00:17:59.000]  所以容易被人欺負
[00:17:59.000 --> 00:18:03.000]  不知道大家知不知道我是服侍什麼群體的呢?
[00:18:03.000 --> 00:18:07.000]  是呀 我服侍非華裔人士
[00:18:07.000 --> 00:18:09.000]  特別是尼泊爾的朋友
[00:18:09.000 --> 00:18:11.000]  一方面呢
[00:18:11.000 --> 00:18:13.000]  就透過在校園裡面的工作
[00:18:13.000 --> 00:18:15.000]  去接觸一些尼泊爾學生
[00:18:15.000 --> 00:18:17.000]  在附近的伯特利中學
[00:18:17.000 --> 00:18:19.000]  也都接觸他們的家長
[00:18:19.000 --> 00:18:21.000]  或者最近也都開了中文班
[00:18:21.000 --> 00:18:23.000]  去接觸一些婦女
[00:18:23.000 --> 00:18:25.000]  這些成人的婦女
[00:18:25.000 --> 00:18:27.000]  或者學生的家長
[00:18:27.000 --> 00:18:29.000]  都不止一次我跟他們聊天的時候
[00:18:29.000 --> 00:18:31.000]  他們會告訴我們
[00:18:31.000 --> 00:18:33.000]  告訴我們他們在工作上
[00:18:33.000 --> 00:18:35.000]  怎樣被欺負
[00:18:35.000 --> 00:18:37.000]  其中一個原因呢
[00:18:37.000 --> 00:18:39.000]  就有一位他說他十幾年前
[00:18:39.000 --> 00:18:41.000]  在醫院裡面工作 都是做一些雜工
[00:18:41.000 --> 00:18:43.000]  但是很多時候呢
[00:18:43.000 --> 00:18:45.000]  就被誰欺負呢?
[00:18:45.000 --> 00:18:47.000]  他又不是給高層人士
[00:18:47.000 --> 00:18:49.000]  就給自己的同事
[00:18:49.000 --> 00:18:51.000]  但是一欺負就欺負他
[00:18:51.000 --> 00:18:53.000]  因為他不懂得講中文 不懂得聽中文
[00:18:53.000 --> 00:18:55.000]  所以呢 就會有時候
[00:18:55.000 --> 00:18:57.000]  一些最厭惡性的事情呢
[00:18:57.000 --> 00:18:59.000]  就留給他去做
[00:18:59.000 --> 00:19:01.000]  或者另外一個家長呢
[00:19:01.000 --> 00:19:03.000]  他就在餐廳裡面做洗碗碟的
[00:19:03.000 --> 00:19:05.000]  他都不明白
[00:19:05.000 --> 00:19:07.000]  為什麼一起工作
[00:19:07.000 --> 00:19:09.000]  大家都是這樣收工資
[00:19:09.000 --> 00:19:11.000]  為什麼他洗的東西
[00:19:11.000 --> 00:19:13.000]  是多過其他人的呢?
[00:19:13.000 --> 00:19:15.000]  不止一次呢 就找他的女兒
[00:19:15.000 --> 00:19:17.000]  就將他想表達的中文
[00:19:17.000 --> 00:19:19.000]  他不懂得講中文
[00:19:19.000 --> 00:19:21.000]  就他的女兒用英文WhatsApp給我
[00:19:21.000 --> 00:19:23.000]  然後我就翻譯成中文
[00:19:23.000 --> 00:19:25.000]  我錄音了 接著他收到呢
[00:19:25.000 --> 00:19:27.000]  他就可以去跟對方
[00:19:27.000 --> 00:19:29.000]  去講回
[00:19:29.000 --> 00:19:31.000]  你明白那個的心情
[00:19:31.000 --> 00:19:33.000]  其實他都很想申訴 但是講不出
[00:19:33.000 --> 00:19:35.000]  那他可以找我
[00:19:35.000 --> 00:19:37.000]  幫他翻譯 我當然很樂意
[00:19:37.000 --> 00:19:39.000]  但是他怎麼可能時時都可以
[00:19:39.000 --> 00:19:41.000]  找到人去幫忙呢?
[00:19:41.000 --> 00:19:43.000]  這兩個的家長
[00:19:43.000 --> 00:19:45.000]  後來有一個呢 經過了十幾年
