
[00:00:00.000 --> 00:00:05.000]  各位親愛的弟兄姊妹,主內平安
[00:07:49.400 --> 00:07:52.100]  the Holy Spirit descending to them
[00:07:52.100 --> 00:07:56.000]  其實前面還有一個連接詞
[00:07:56.000 --> 00:07:57.300]  conjunction
[00:07:57.300 --> 00:07:59.600]  In fact, there is a conjunction
[00:07:59.600 --> 00:08:00.400]  before everything he said
[00:08:00.400 --> 00:08:02.800]  那個不是一個普通的
[00:08:02.800 --> 00:08:05.800]  and or but
[00:08:05.800 --> 00:08:08.200]  這麼簡單的連接詞
[00:08:08.200 --> 00:08:09.800]  It is not just a conjunction
[00:08:09.800 --> 00:08:12.200]  like and or but
[00:08:12.200 --> 00:08:14.400]  希臘文alaa
[00:08:14.400 --> 00:08:18.500]  這個是一個很強調的連接詞
[00:08:18.500 --> 00:08:24.800]  In Hebrew, it says alaa
[00:08:24.800 --> 00:08:28.800]  但聖靈降臨
[00:08:28.800 --> 00:08:31.600]  But the Holy Spirit descends
[00:08:31.600 --> 00:08:35.200]  可能英文要說however
[00:08:35.200 --> 00:08:38.300]  In English, we may say however
[00:08:38.300 --> 00:08:40.400]  加重語氣
[00:08:40.400 --> 00:08:42.300]  emphasize it, however
[00:08:42.300 --> 00:08:44.400]  前面說什麼
[00:08:44.400 --> 00:08:47.100]  What was before that
[00:08:47.100 --> 00:08:51.200]  為什麼後面要加個但字開始
[00:08:51.200 --> 00:08:56.300]  Why did the word however was mentioned in the scriptures
[00:08:56.300 --> 00:08:58.900]  因為我從來讀聖經都不讀這些
[00:08:58.900 --> 00:09:00.200]  You may say, oh, I don't know
[00:09:00.200 --> 00:09:02.100]  I never realized
[00:09:02.100 --> 00:09:03.800]  我讀聖經就是問有什麼教訓
[00:09:03.800 --> 00:09:05.800]  我衝出去做
[00:09:05.800 --> 00:09:08.800]  I believe the scriptures tell me what to do
[00:09:08.800 --> 00:09:10.000]  and I just go and do it
[00:09:10.000 --> 00:09:12.400]  先聽清楚耶穌說什麼
[00:09:12.400 --> 00:09:14.800]  Please listen carefully to what Jesus said
[00:09:14.800 --> 00:09:17.200]  第一,他叫我們等候聖靈
[00:09:17.200 --> 00:09:19.100]  First, to wait for the Holy Spirit
[00:09:19.100 --> 00:09:21.100]  第二,他提到聖靈之前
[00:09:21.100 --> 00:09:22.600]  他有個連接詞說
[00:09:22.600 --> 00:09:25.000]  但聖靈降臨
[00:09:25.000 --> 00:09:27.000]  before waiting for the Holy Spirit
[00:09:27.000 --> 00:09:30.000]  there is a conjunction, but
[00:09:30.000 --> 00:09:35.600]  上半句耶穌是在回答使徒的問題
[00:09:35.600 --> 00:09:40.800]  In the first part, he was answering the apostles' questions
[00:09:40.800 --> 00:09:43.800]  上半節和下半節
[00:09:43.800 --> 00:09:47.600]  哪半節重要些
[00:09:47.600 --> 00:09:50.300]  What Jesus said is more important
[00:09:50.300 --> 00:09:54.200]  the upper verse or the lower verse
[00:09:54.200 --> 00:09:56.600]  當然是下半節聖靈降臨
[00:09:56.600 --> 00:09:58.100]  You may say, oh, of course
[00:09:58.100 --> 00:10:00.500]  those things that he said later
[00:10:00.500 --> 00:10:03.100]  你明不明白我們的問題出在哪裡
[00:10:03.100 --> 00:10:04.600]  Do you know the problem
[00:10:04.600 --> 00:10:08.200]  我們讀聖經很霸道
[00:10:08.200 --> 00:10:10.800]  When we read the scriptures, we are very
[00:10:10.800 --> 00:10:13.100]  耶穌明明說了上下兩半
[00:10:13.100 --> 00:10:14.300]  我們截了上一半
[00:10:14.300 --> 00:10:16.300]  我們只說下一半最重要
[00:10:16.300 --> 00:10:17.800]  Jesus mentioned two things
[00:10:17.800 --> 00:10:20.600]  and we just pick one only
[00:10:20.600 --> 00:10:22.300]  行不行呢
[00:10:22.300 --> 00:10:25.400]  Do you think that's okay?
[00:10:25.400 --> 00:10:30.000]  耶穌回答使徒什麼問題呢
[00:10:30.000 --> 00:10:33.400]  What did Jesus answer to the disciples?
[00:10:33.400 --> 00:10:35.900]  主啊,我讀的是和合本
[00:10:35.900 --> 00:10:38.200]  祢復興以色列國
[00:10:38.200 --> 00:10:41.200]  就在這時候嗎
[00:10:41.200 --> 00:10:43.200]  Lord, are you at this time
[00:10:43.200 --> 00:10:46.200]  going to restore the kingdom to Israel?
[00:10:46.200 --> 00:10:47.900]  復興
[00:10:47.900 --> 00:10:49.200]  Restoration
[00:10:49.200 --> 00:10:50.800]  你說這個是很屬靈的
[00:10:50.800 --> 00:10:52.800]  我們要教會復興
[00:10:52.800 --> 00:10:57.200]  We would like the church to be restored
[00:10:57.200 --> 00:10:58.700]  三十九年的歷史
[00:10:58.700 --> 00:11:00.300]  前面的三十九年
[00:11:00.300 --> 00:11:01.600]  我們祈求復興
[00:11:01.600 --> 00:11:03.900]  感謝讚美主
[00:11:03.900 --> 00:11:05.800]  We have 39 years of history
[00:11:05.800 --> 00:11:09.500]  and we look forward to this restoration
[00:11:09.500 --> 00:11:11.000]  對不起
[00:11:11.000 --> 00:11:13.600]  這裡不是在說復興教會
[00:11:13.600 --> 00:11:14.300]  I'm sorry
[00:11:14.300 --> 00:11:16.400]  This is not about restoration of the church
[00:11:16.400 --> 00:11:17.700]  我們一見到復興兩個字
[00:11:17.700 --> 00:11:19.500]  就跳進了我們的結論裡
[00:11:19.500 --> 00:11:20.700]  不可以的
[00:11:20.700 --> 00:11:22.700]  When we look at the word "restore"
[00:11:22.700 --> 00:11:26.400]  we just conclude the verse is about restoration
[00:11:26.400 --> 00:11:28.200]  and it's not correct
[00:11:28.200 --> 00:11:30.200]  復興誰
[00:11:30.200 --> 00:11:32.100]  Who to be restored
[00:11:32.100 --> 00:11:34.700]  復興以色列
[00:11:34.700 --> 00:11:37.500]  Restore Israel?
[00:11:37.500 --> 00:11:39.100]  不是
[00:11:39.100 --> 00:11:43.100]  復興以色列國
[00:11:43.100 --> 00:11:45.900]  Restore the kingdom of Israel
[00:11:45.900 --> 00:11:47.900]  懂得聽這句話嗎
[00:11:47.900 --> 00:11:49.600]  Do you understand this verse?
[00:11:49.600 --> 00:11:53.800]  在羅馬帝國統治之下
[00:11:53.800 --> 00:11:56.600]  Under the Roman Empire
[00:11:56.600 --> 00:12:00.100]  試圖問這個問題要很小心
[00:12:00.100 --> 00:12:02.200]  When the apostles ask this question
[00:12:02.200 --> 00:12:04.500]  they have to be extra careful
[00:12:04.500 --> 00:12:09.600]  沒有23條有國安法
[00:12:09.600 --> 00:12:12.300]  We don't have a law 23
[00:12:12.300 --> 00:12:14.600]  but we have national security law
[00:12:14.600 --> 00:12:17.800]  明白《使徒行傳》第一章嗎
[00:12:17.800 --> 00:12:19.500]  Do you understand this?
[00:12:19.500 --> 00:12:21.000]  明白了
[00:12:21.000 --> 00:12:22.200]  醒了
[00:12:22.200 --> 00:12:23.400]  Do you understand?
[00:12:23.400 --> 00:12:26.800]  試圖問的是一個政治的問題
[00:12:26.800 --> 00:12:29.300]  What the apostles were asking
[00:12:29.300 --> 00:12:31.600]  were the political questions
[00:12:31.600 --> 00:12:35.400]  耶穌如何回答這個政治的問題呢
[00:12:35.400 --> 00:12:38.400]  How did Jesus answer this political question?
[00:12:38.400 --> 00:12:42.100]  上半重要還是下半重要呢
[00:12:42.100 --> 00:12:47.000]  Is the upper part more important or the lower part more important?
[00:12:47.000 --> 00:12:48.700]  看你什麼顏色
[00:12:48.700 --> 00:12:52.200]  Depends on your colour
[00:12:52.200 --> 00:12:53.800]  不是這樣讀聖經的
[00:12:53.800 --> 00:12:55.600]  No, it's not the way we read the scriptures
[00:12:55.600 --> 00:12:58.600]  耶穌的答案
[00:12:58.600 --> 00:13:00.200]  Jesus' answer
[00:13:00.200 --> 00:13:02.400]  我們真的要小心聽
[00:13:02.400 --> 00:13:04.000]  We have to listen carefully
[00:13:04.000 --> 00:13:08.200]  因為他的答案其實是背著舊約聖經的金句
[00:13:08.300 --> 00:13:13.600]  Because his answer refers to the Old Testament
[00:13:13.600 --> 00:13:15.100]  如果我們不懂的話
[00:13:15.100 --> 00:13:18.000]  我們很容易誤會了耶穌的意思
[00:13:18.000 --> 00:13:20.700]  If we don't fully understand
[00:13:20.700 --> 00:13:24.100]  we might misunderstand Jesus' teaching
[00:13:24.100 --> 00:13:25.800]  起初神創造天地
[00:13:25.800 --> 00:13:29.000]  你知道我背著創世記一章一節
[00:13:29.000 --> 00:13:32.200]  In the beginning
[00:13:32.200 --> 00:13:35.700]  God created the heaven and the earth
[00:13:35.700 --> 00:13:38.300]  That was in Genesis 1:1
[00:13:38.300 --> 00:13:40.100]  耶和華是我的目者
[00:13:40.100 --> 00:13:43.200]  你知道我背著四篇二十三篇
[00:13:43.200 --> 00:13:46.000]  The Lord is my shepherd from Psalm 23
[00:13:46.000 --> 00:13:47.000]  You all know that
[00:13:47.000 --> 00:13:49.700]  我的神
[00:13:49.700 --> 00:13:53.300]  為什麼離棄我
[00:13:53.300 --> 00:13:55.600]  My God, why do you abandon me?
[00:13:55.600 --> 00:13:58.100]  你知道耶穌背著哪一章聖經嗎
[00:13:58.100 --> 00:14:02.100]  Do you know which verse Jesus refers to?
[00:14:02.100 --> 00:14:06.200]  啊!耶穌好痛苦在十字架上大叫救命啊
[00:14:06.200 --> 00:14:07.300]  錯了
[00:14:07.300 --> 00:14:10.500]  Oh, Jesus, when he was crucified on the cross
[00:14:10.500 --> 00:14:14.300]  He was in such pain that he screamed
[00:14:14.300 --> 00:14:17.300]  耶穌不是痛苦叫救命啊
[00:14:17.300 --> 00:14:20.600]  No, Jesus is not screaming because of the pain
[00:14:20.600 --> 00:14:22.500]  我只看到你的眼睛
[00:14:22.500 --> 00:14:24.000]  我看不到你的樣子
[00:14:24.000 --> 00:14:25.000]  戴了口罩
[00:14:25.000 --> 00:14:28.000]  不過我看到你好像不知道我在說什麼
[00:14:28.000 --> 00:14:30.200]  From where I stand, I can see your eyes
[00:14:30.200 --> 00:14:33.200]  And I guess you are wondering what I'm talking about
[00:14:33.200 --> 00:14:37.300]  耶穌是背著四篇二十二篇第一節
[00:14:37.300 --> 00:14:42.200]  Jesus was referring to Psalm 22, verse 1
[00:14:42.200 --> 00:14:47.100]  四篇二十二篇全篇所說的主題
[00:14:47.100 --> 00:14:52.100]  正正就是上帝從來都沒有離開過
[00:14:52.100 --> 00:14:56.600]  In Psalm 22, the passage was about
[00:14:56.600 --> 00:14:59.300]  God has never left us
[00:14:59.300 --> 00:15:04.400]  環境看來,我們會問上帝往哪裡去了?
[00:15:04.400 --> 00:15:08.000]  When we look around, we may ask where did God go?
[00:15:08.000 --> 00:15:13.300]  但是Cp 22篇正正就是說不要看周圍
[00:15:13.300 --> 00:15:18.000]  But Psalm 22 teaches us not to look around our surroundings
[00:15:18.000 --> 00:15:20.000]  所以你不知道耶穌背著這句
[00:15:20.000 --> 00:15:21.900]  你就解錯了他的意思
[00:15:21.900 --> 00:15:26.000]  If you do not know that Jesus was referring to the Old Testament
[00:15:26.000 --> 00:15:29.200]  you might have got the wrong meaning
[00:15:29.200 --> 00:15:33.200]  拿著雞毛當靈箭
[00:15:33.200 --> 00:15:35.400]  You have another idea
[00:15:35.400 --> 00:15:36.400]  不可以的
[00:15:36.400 --> 00:15:37.400]  No, that's not right
[00:15:37.400 --> 00:15:41.700]  請問耶穌在這裡背著哪一節金句?
[00:15:41.700 --> 00:15:45.600]  Which verse is Jesus referring to?
[00:15:45.600 --> 00:15:49.000]  以塞俠書49章第6節
[00:15:49.000 --> 00:15:53.700]  It is from Isaiah 49, verse 6
[00:15:53.700 --> 00:15:55.600]  沒有印出來給大家
[00:15:55.600 --> 00:15:57.400]  I did not print it out for you guys
[00:15:57.400 --> 00:16:02.500]  你有iPhone請你點擊以塞俠書49章第6節
[00:16:02.500 --> 00:16:03.900]  If you have your phone
[00:16:03.900 --> 00:16:10.200]  please turn to Isaiah 49, verse 6
[00:16:10.200 --> 00:16:11.600]  我讀給大家聽
[00:16:11.600 --> 00:16:14.600]  Let me read it for you
[00:16:14.600 --> 00:16:34.800]  「現在他說:你作我的僕人,使雅各眾之派復興,使以色列中德保存的歸回尚為小事。」
[00:16:34.800 --> 00:16:42.400]  He said, "It is too small a thing for you to be my servant
[00:16:42.400 --> 00:16:45.100]  to restore the tribes of Jacob
[00:16:45.100 --> 00:16:49.200]  and bring back those of Israel I have kept."
[00:16:49.200 --> 00:17:01.000]  「我還要使你作外邦人的光,叫你施行我的救恩,直到地極。」
[00:17:01.000 --> 00:17:05.800]  「I will also make you a light for the Gentiles,
[00:17:05.800 --> 00:17:10.200]  that you may bring my salvation to the ends of the earth.」
[00:17:10.200 --> 00:17:12.500]  看到耶穌引用的這句金句嗎?
[00:17:12.500 --> 00:17:16.400]  Now you see which verse does Jesus refer to?
[00:17:16.400 --> 00:17:20.400]  那你才明白什麼叫做「直到地極」
[00:17:20.400 --> 00:17:25.300]  Then only then you understand what does it mean by the ends of the earth.
[00:17:25.300 --> 00:17:30.100]  《使徒行傳》28章保羅去到地極了嗎?
[00:17:30.100 --> 00:17:35.000]  In the book of Acts 28, does Paul reach the ends of the earth?
[00:17:35.000 --> 00:17:36.800]  你一定是另投說「未」
[00:17:36.800 --> 00:17:38.600]  I am sure you will say no.
[00:17:38.600 --> 00:17:40.700]  都未去到南極、北極
[00:17:40.700 --> 00:17:44.900]  It never reached Antarctica and the Arctic.
[00:17:44.900 --> 00:17:49.200]  那裡只有北極熊和企鵝
[00:17:49.200 --> 00:17:52.300]  No, there is only polar bears and penguins.
[00:17:52.300 --> 00:17:56.800]  那你起碼要來中國、印度、四大文明古國
[00:17:56.800 --> 00:18:00.500]  At least you have to come to China.
[00:18:00.500 --> 00:18:02.900]  不是
[00:18:02.900 --> 00:18:07.600]  《以賽亞書》49章第6節很清楚說
[00:18:07.600 --> 00:18:11.800]  It is clearly said in this verse
[00:18:11.800 --> 00:18:20.500]  「地極」和「外邦」是平衡的同義詞
[00:18:20.500 --> 00:18:26.500]  The meaning of the ends of the earth and the Gentiles are parallel in meaning.
[00:18:26.500 --> 00:18:31.200]  所以《路加福音》24章如果你回去真的看一看
[00:18:31.200 --> 00:18:33.500]  你就會發覺那裡不是說地極
[00:18:33.500 --> 00:18:36.100]  那裡是說「萬邦」
[00:18:36.100 --> 00:18:38.600]  If you look at Luke 24
[00:18:38.600 --> 00:18:42.500]  It was not talking about the ends of the earth
[00:18:42.500 --> 00:18:45.800]  but it is about all nations.
[00:18:45.800 --> 00:18:48.200]  保羅去到地極了
[00:18:48.200 --> 00:18:51.200]  Paul reached the ends of the earth.
[00:18:51.200 --> 00:18:55.700]  因為條條大道通羅馬
[00:18:55.700 --> 00:19:00.200]  Because all routes go through Rome.
[00:19:00.200 --> 00:19:04.900]  羅馬就是外邦世界的中心
[00:19:04.900 --> 00:19:07.900]  Rome is the center of the Gentiles' world.
[00:19:07.900 --> 00:19:12.900]  所以《使徒行傳》28章停在羅馬是地極
[00:19:12.900 --> 00:19:18.100]  Therefore when the book of Acts stops at Rome
[00:19:18.100 --> 00:19:21.100]  it is the end of the world, it is the end of the earth.
[00:19:21.100 --> 00:19:25.900]  你需要舊約《以賽亞書》去明白《使徒行傳》
[00:19:25.900 --> 00:19:30.300]  You need Isaiah to understand the book of Acts.
[00:19:30.300 --> 00:19:37.900]  你更加明白《使徒》問復興以色列國的問題
[00:19:37.900 --> 00:19:41.700]  So now you understand why the apostle asked the question
[00:19:41.700 --> 00:19:44.700]  about restoration of the kingdom to Israel.
[00:19:44.700 --> 00:19:48.000]  其實《以賽亞書》已經回答了
[00:19:48.000 --> 00:19:51.500]  In fact, the book of Isaiah answers this question.
[00:19:51.500 --> 00:19:53.400]  在舊約這個復興
[00:19:53.400 --> 00:20:00.000]  當然是講亡國被老回歸重建的歷史
[00:20:00.000 --> 00:20:04.000]  Of course, we talk about restoration in the Old Testament
[00:20:04.000 --> 00:20:10.800]  is about the decline of a nation and...
[00:20:10.800 --> 00:20:12.200]  Coming back to Jerusalem?
[00:20:12.200 --> 00:20:13.800]  Coming back to Jerusalem.
[00:20:13.800 --> 00:20:17.100]  現在使徒已經在耶路撒冷了
[00:20:17.100 --> 00:20:20.600]  And now the apostles are already in Jerusalem.
[00:20:20.600 --> 00:20:24.600]  現在是羅馬帝國統治著他們
[00:20:24.600 --> 00:20:27.200]  It's under the Roman Empire's rule.
[00:20:27.200 --> 00:20:30.200]  所以甚麼叫做復興以色列國?
[00:20:30.200 --> 00:20:34.400]  So what does it mean by restore the kingdom to Israel?
[00:20:34.400 --> 00:20:42.200]  是憤慮黨西門的政綱
[00:20:42.200 --> 00:20:46.200]  憤慮黨是甚麼人?
[00:20:46.200 --> 00:20:48.400]  The Salads.
[00:20:48.400 --> 00:20:51.400]  他們不是法利賽人
[00:20:51.400 --> 00:20:53.400]  They are not Pharisees.
[00:20:53.400 --> 00:20:55.600]  他們不是薩都該人
[00:20:55.600 --> 00:20:56.800]  They are not...
[00:20:56.800 --> 00:20:58.800]  Satruses.
[00:20:58.800 --> 00:20:59.800]  再加多一句
[00:20:59.800 --> 00:21:04.200]  他們不是愛悉尼、死海古卷的Ascenes
[00:21:04.200 --> 00:21:06.000]  They are not Ascenes.
[00:21:06.000 --> 00:21:11.000]  他們是Salads, 憤慮黨的西門
[00:21:11.000 --> 00:21:14.200]  They are the Simon of Salads.
[00:21:14.200 --> 00:21:20.200]  耶穌揀選了一個憤慮黨人做他的使徒
