
[00:00:00.000 --> 00:00:04.000]  太多時間放在《聖經》裏面的解釋
[00:01:32.000 --> 00:01:36.000]  他們兩個族人是互不來往的
[00:01:36.000 --> 00:01:38.000]  以致這個故事就很特別
[00:01:38.000 --> 00:01:39.000]  為什麼呢
[00:01:39.000 --> 00:01:41.000]  耶穌去傳道的時候
[00:01:41.000 --> 00:01:44.000]  基本上是原本按猶太人規矩
[00:01:44.000 --> 00:01:47.000]  是不會進入撒瑪利亞人的村莊的
[00:01:47.000 --> 00:01:49.000]  但是他卻是會這樣做
[00:01:49.000 --> 00:01:51.000]  但是表示了耶穌基督
[00:01:51.000 --> 00:01:55.000]  這個福音是帶給在猶太人眼中
[00:01:55.000 --> 00:01:57.000]  不純正的撒瑪利亞人
[00:01:57.000 --> 00:02:00.000]  當然撒瑪利亞人就覺得
[00:02:00.000 --> 00:02:03.000]  猶太人就比較排斥他們
[00:02:03.000 --> 00:02:04.000]  自高自大
[00:02:04.000 --> 00:02:07.000]  在宗教上只規定一個的中央聖所
[00:02:07.000 --> 00:02:09.000]  就是耶路撒冷的聖殿
[00:02:09.000 --> 00:02:11.000]  這些是獨斷的表現
[00:02:11.000 --> 00:02:15.000]  這個是耶穌時代的現實
[00:02:15.000 --> 00:02:17.000]  但是我想讀這段經文
[00:02:17.000 --> 00:02:19.000]  我們要留心耶穌的回應
[00:02:19.000 --> 00:02:21.000]  在第四章21節
[00:02:21.000 --> 00:02:22.000]  耶穌就說
[00:02:22.000 --> 00:02:27.000]  「夫人,你當信我,時候將到
[00:02:27.000 --> 00:02:31.000]  你們拜父也不是在這座山上」
[00:02:31.000 --> 00:02:33.000]  這個很正常
[00:02:33.000 --> 00:02:34.000]  猶太人說了
[00:02:34.000 --> 00:02:36.000]  但是下一句更有趣
[00:02:36.000 --> 00:02:38.000]  「也不是在耶路撒冷」
[00:02:38.000 --> 00:02:40.000]  大家現在讀聖經
[00:02:40.000 --> 00:02:44.000]  就知道耶路撒冷的聖殿後來被毀
[00:02:44.000 --> 00:02:46.000]  所以耶穌說這番話
[00:02:46.000 --> 00:02:49.000]  其實你在經書裡面看得到
[00:02:49.000 --> 00:02:55.000]  他也會說這個殿會拆毀
[00:02:55.000 --> 00:02:59.000]  三天之後會復活等等
[00:02:59.000 --> 00:03:02.000]  那些猶太人聽到其實不太明白
[00:03:02.000 --> 00:03:05.000]  耶穌被釘十字架
[00:03:05.000 --> 00:03:09.000]  也預言著這個聖殿將來也不會在這裡
[00:03:09.000 --> 00:03:11.000]  所以你要去到後面的時候
[00:03:11.000 --> 00:03:14.000]  才明白耶穌說這番話
[00:03:14.000 --> 00:03:20.000]  他說到祂比眼見的聖殿更加重要
[00:03:20.000 --> 00:03:24.000]  究竟耶穌這樣說是不是無伶兩可呢?
[00:03:24.000 --> 00:03:26.000]  又不是在這裡,又不是在那裡
[00:03:26.000 --> 00:03:27.000]  那是說什麼呢?
[00:03:27.000 --> 00:03:29.000]  我們就要讀下去
[00:03:29.000 --> 00:03:31.000]  其實耶穌不是無伶兩可的
[00:03:31.000 --> 00:03:32.000]  第22節他說
[00:03:32.000 --> 00:03:34.000]  「你們所拜的你們不太知道」
[00:03:34.000 --> 00:03:37.000]  我們所拜,即猶太人所拜的,我們知道
[00:03:37.000 --> 00:03:40.000]  因為救恩是從猶太人而出
[00:03:40.000 --> 00:03:41.000]  起碼是在說的
[00:03:41.000 --> 00:03:45.000]  他約的問題就是神和大衛有約
[00:03:45.000 --> 00:03:48.000]  大衛的子孫坐在大衛的寶座上
[00:03:48.000 --> 00:03:52.000]  所以耶穌就承繼著這個傳統
[00:03:52.000 --> 00:03:54.000]  就是說我們知道我們拜誰
[00:03:54.000 --> 00:03:58.000]  因為救恩是從大衛的描繪而出
[00:03:58.000 --> 00:04:00.000]  所以理由在這裡
[00:04:00.000 --> 00:04:05.000]  耶穌仍然覺得猶太人承繼著信仰的正統
[00:04:05.000 --> 00:04:07.000]  而撒瑪利亞人在信仰上出了一些問題
[00:04:07.000 --> 00:04:11.000]  因為他與彼得通婚就沉淡了猶太人的傳統
[00:04:11.000 --> 00:04:15.000]  並且他還在北面自己設立聖所
[00:04:15.000 --> 00:04:18.000]  當中牽涉了很多偶像的崇拜
[00:04:18.000 --> 00:04:21.000]  耶穌對猶太人和撒瑪利亞人
[00:04:21.000 --> 00:04:25.000]  在不同地點崇拜的評論
[00:04:25.000 --> 00:04:26.000]  就到這裡為止
[00:04:26.000 --> 00:04:28.000]  你看經文就是這樣
[00:04:28.000 --> 00:04:29.000]  然後他說什麼呢?
[00:04:29.000 --> 00:04:33.000]  其實不在這裡,不在那裡
[00:04:33.000 --> 00:04:35.000]  那就是在哪裡呢?
[00:04:35.000 --> 00:04:37.000]  然後23節他說
[00:04:37.000 --> 00:04:40.000]  「時候將到,如今就時了」
[00:04:40.000 --> 00:04:45.000]  真正拜父的,是要用心靈和誠實去拜他
[00:04:45.000 --> 00:04:47.000]  因為父要這樣的人拜他
[00:04:47.000 --> 00:04:49.000]  耶穌其實這樣回答
[00:04:49.000 --> 00:04:52.000]  你看他不是那麼傳統猶太人
[00:04:52.000 --> 00:04:55.000]  傳統猶太人一定是追下去、咬下去的
[00:04:55.000 --> 00:04:57.000]  但是他說完就算了
[00:04:57.000 --> 00:05:00.000]  然後就說其實現在就是時候了
[00:05:00.000 --> 00:05:02.000]  你在哪個山上拜都不要緊
[00:05:02.000 --> 00:05:04.000]  但是真正去拜父的
[00:05:04.000 --> 00:05:07.000]  你要用心靈和誠實去敬拜
[00:05:07.000 --> 00:05:08.000]  這個是重要的
[00:05:08.000 --> 00:05:11.000]  就是說耶穌已經將崇拜的地點
[00:05:11.000 --> 00:05:13.000]  轉到你的內心
[00:05:13.000 --> 00:05:16.000]  你在哪裡拜上帝不要緊
[00:05:16.000 --> 00:05:18.000]  你的心不是敬拜上帝就最重要
[00:05:18.000 --> 00:05:20.000]  你去哪裡都沒有用
[00:05:20.000 --> 00:05:23.000]  四章二十四節說「臣是靈」
[00:05:23.000 --> 00:05:25.000]  《無合本聖經》就說「臣是個靈」
[00:05:25.000 --> 00:05:26.000]  其實也不是很對
[00:05:26.000 --> 00:05:28.000]  因為沒有這個文章
[00:05:28.000 --> 00:05:31.000]  所以拜他你必須用心靈和誠實拜他
[00:05:31.000 --> 00:05:33.000]  因為「臣是靈」
[00:05:33.000 --> 00:05:37.000]  所以只有人的心靈才可以和「臣的靈」溝通
[00:05:37.000 --> 00:05:38.000]  你要留心
[00:05:38.000 --> 00:05:40.000]  是說那個溝通
[00:05:40.000 --> 00:05:43.000]  人的心靈和「臣的靈」溝通
[00:05:43.000 --> 00:05:46.000]  才是崇拜最重要的地方
[00:05:46.000 --> 00:05:49.000]  你的心不是去敬拜上帝
[00:05:49.000 --> 00:05:50.000]  那就不會溝通
[00:05:50.000 --> 00:05:54.000]  也不會真正達到崇拜
[00:05:54.000 --> 00:05:57.000]  馬尼亞的婦人聽到這樣
[00:05:57.000 --> 00:05:58.000]  她又沒有反對
[00:05:58.000 --> 00:06:00.000]  沒有提出異議
[00:06:00.000 --> 00:06:05.000]  她明白崇拜最重要的地方
[00:06:05.000 --> 00:06:08.000]  不一定在撒瑪利亞的基尼心山上
[00:06:08.000 --> 00:06:10.000]  也不一定在耶路撒冷上
[00:06:10.000 --> 00:06:13.000]  而是要用心靈和誠實去敬拜
[00:06:13.000 --> 00:06:14.000]  到了第二十五節
[00:06:14.000 --> 00:06:16.000]  婦人就說
[00:06:16.000 --> 00:06:18.000]  其實婦人沒有和耶穌再爭辯
[00:06:18.000 --> 00:06:20.000]  她說要細心看經文
[00:06:20.000 --> 00:06:23.000]  第一,耶穌評論在哪裡崇拜
[00:06:23.000 --> 00:06:25.000]  也說了一句就停了
[00:06:25.000 --> 00:06:27.000]  然後又問她
[00:06:27.000 --> 00:06:29.000]  然後耶穌又再說
[00:06:29.000 --> 00:06:31.000]  其實她說完就停了
[00:06:31.000 --> 00:06:34.000]  她說用心靈誠實就夠了
[00:06:34.000 --> 00:06:37.000]  然後婦人就把題目轉了
[00:06:37.000 --> 00:06:39.000]  就說我知道尼塞亞
[00:06:39.000 --> 00:06:41.000]  就是那位稱為基督的
[00:06:41.000 --> 00:06:42.000]  他要來
[00:06:42.000 --> 00:06:45.000]  他來就將一切的事說明出來
[00:06:45.000 --> 00:06:47.000]  她就把題目轉了
[00:06:47.000 --> 00:06:50.000]  我們撒瑪利亞人都有這個說法
[00:06:50.000 --> 00:06:52.000]  將來有尼塞亞
[00:06:52.000 --> 00:06:53.000]  猶太人更加有
[00:06:53.000 --> 00:06:55.000]  將來尼塞亞來的時候
[00:06:55.000 --> 00:06:57.000]  什麼都說清楚
[00:06:57.000 --> 00:06:59.000]  其實她的意思是
[00:06:59.000 --> 00:07:02.000]  其實耶穌這樣說也不算是最清楚
[00:07:02.000 --> 00:07:04.000]  不過將來尼塞亞來的時候
[00:07:04.000 --> 00:07:05.000]  就一清二楚了
[00:07:05.000 --> 00:07:07.000]  你的答案也是中期答案
[00:07:07.000 --> 00:07:09.000]  大家明白我的意思嗎
[00:07:09.000 --> 00:07:11.000]  然後耶穌就說
[00:07:11.000 --> 00:07:14.000]  你看看耶穌怎麼回答
[00:07:14.000 --> 00:07:16.000]  耶穌就說
[00:07:16.000 --> 00:07:20.000]  現在和你說話的就是了
[00:07:20.000 --> 00:07:23.000]  有沒有看到經文的進展
[00:07:23.000 --> 00:07:26.000]  這個經文根本很短
[00:07:26.000 --> 00:07:28.000]  是沒有浪費記載的
[00:07:28.000 --> 00:07:30.000]  每句都很短促
[00:07:30.000 --> 00:07:33.000]  和很清楚帶出他的意思
[00:07:33.000 --> 00:07:37.000]  耶穌也不會再跟他取論敬拜的問題
[00:07:37.000 --> 00:07:39.000]  現在題目又轉了
[00:07:39.000 --> 00:07:40.000]  去說尼塞亞
[00:07:40.000 --> 00:07:42.000]  你們有沒有留心
[00:07:42.000 --> 00:07:43.000]  很有趣
[00:07:43.000 --> 00:07:46.000]  然後四章一到四十二節
[00:07:46.000 --> 00:07:50.000]  其實就是關於耶穌和撒瑪利亞婦人談道的記錄
[00:07:50.000 --> 00:07:53.000]  他說的敬拜並不是唯一的題目
[00:07:53.000 --> 00:07:54.000]  留心
[00:07:54.000 --> 00:07:56.000]  也不是主要的題目
[00:07:56.000 --> 00:08:00.000]  不過當我去默想關於崇拜這個課題的時候
[00:08:00.000 --> 00:08:02.000]  我就立刻想到
[00:08:02.000 --> 00:08:04.000]  約翰福音第四章二十到二十六節
[00:08:04.000 --> 00:08:06.000]  當然你可以再看
[00:08:06.000 --> 00:08:08.000]  對我來說我會看啟示錄第四章
[00:08:08.000 --> 00:08:10.000]  天上的敬拜
[00:08:10.000 --> 00:08:12.000]  不過今天我們不是說那些
[00:08:12.000 --> 00:08:13.000]  好了
[00:08:13.000 --> 00:08:17.000]  耶穌基督教訓我們真正的崇拜是從心發出的
[00:08:17.000 --> 00:08:19.000]  地點都不是很重要
[00:08:19.000 --> 00:08:21.000]  應用是怎樣呢
[00:08:21.000 --> 00:08:23.000]  我們看看應用反思
[00:08:23.000 --> 00:08:26.000]  對我們來說
[00:08:26.000 --> 00:08:28.000]  謙卑在神的面前
[00:08:28.000 --> 00:08:30.000]  認真地去反思
[00:08:30.000 --> 00:08:33.000]  自己對崇拜的態度是非常重要的
[00:08:33.000 --> 00:08:38.000]  我們怎樣去看神對我們崇拜的要求呢
[00:08:38.000 --> 00:08:42.000]  我們可能會在認真思想的時候發覺
[00:08:42.000 --> 00:08:46.000]  原來自己其實有很多地方需要更正改善
[00:08:46.000 --> 00:08:48.000]  這個是我自己的領受
[00:08:48.000 --> 00:08:50.000]  在這麼多
[00:08:50.000 --> 00:08:52.000]  我回想一下
[00:08:52.000 --> 00:08:54.000]  十幾歲
[00:08:54.000 --> 00:08:55.000]  我十七歲回去教會
[00:08:55.000 --> 00:08:57.000]  十八歲受洗
[00:08:57.000 --> 00:08:59.000]  都走過青年人的歲月
[00:08:59.000 --> 00:09:03.000]  反叛、挑戰、一言九鼎
[00:09:03.000 --> 00:09:05.000]  都試過了
[00:09:05.000 --> 00:09:07.000]  這些大家都明白的
[00:09:07.000 --> 00:09:10.000]  所以回看我們那個時候
[00:09:10.000 --> 00:09:12.000]  那個教會文化
[00:09:12.000 --> 00:09:14.000]  就是回去聽講道
[00:09:14.000 --> 00:09:16.000]  或者去陪靈會的講道
[00:09:16.000 --> 00:09:18.000]  是每餐都被人罵的
[00:09:18.000 --> 00:09:20.000]  那時候暑假的陪靈會
[00:09:20.000 --> 00:09:22.000]  在佛龍城浸信會
[00:09:22.000 --> 00:09:24.000]  我們八點鐘
[00:09:24.000 --> 00:09:26.000]  八點鐘去找不到位置
[00:09:26.000 --> 00:09:27.000]  麻煩了
[00:09:27.000 --> 00:09:28.000]  七點半去
[00:09:28.000 --> 00:09:30.000]  去講完的訊息
[00:09:30.000 --> 00:09:31.000]  都是責備我們不愛主
[00:09:31.000 --> 00:09:32.000]  貪愛世界
[00:09:32.000 --> 00:09:34.000]  其實那時候沒有什麼貪愛世界
[00:09:34.000 --> 00:09:36.000]  十幾歲哪有世界貪的
[00:09:36.000 --> 00:09:38.000]  但心裏真的覺得不正確
[00:09:38.000 --> 00:09:40.000]  整天想著世界都不正確
[00:09:40.000 --> 00:09:41.000]  但被人罵完
[00:09:41.000 --> 00:09:42.000]  第二晚又繼續
[00:09:42.000 --> 00:09:44.000]  七點半沒吃飯就去
[00:09:44.000 --> 00:09:46.000]  那種心態很古怪
[00:09:46.000 --> 00:09:48.000]  那種被責備狂
[00:09:48.000 --> 00:09:50.000]  那時候是被人責備了
[00:09:50.000 --> 00:09:52.000]  但我不覺得被人責備是無聊的
[00:09:52.000 --> 00:09:54.000]  但今天回想這十幾二十年
[00:09:54.000 --> 00:09:56.000]  或者二三十年
[00:09:56.000 --> 00:09:58.000]  我都不覺得教會的講員
[00:09:58.000 --> 00:10:00.000]  是敢責備人的
[00:10:00.000 --> 00:10:02.000]  大家覺得嗎
[00:10:02.000 --> 00:10:04.000]  多數都遷就著
[00:10:04.000 --> 00:10:06.000]  大家都不要令大家覺得
[00:10:06.000 --> 00:10:08.000]  有種被挑戰的感覺
[00:10:08.000 --> 00:10:10.000]  或者被壓迫的感覺
[00:10:10.000 --> 00:10:12.000]  但久而久之
[00:10:12.000 --> 00:10:14.000]  我會覺得
[00:10:14.000 --> 00:10:16.000]  其實會影響我們弟兄姊妹的
[00:10:16.000 --> 00:10:18.000]  信仰質素
[00:10:18.000 --> 00:10:20.000]  因為我們不會被人說我們錯
[00:10:20.000 --> 00:10:22.000]  你沒有標準
[00:10:22.000 --> 00:10:24.000]  你喜歡這樣就這樣
[00:10:24.000 --> 00:10:26.000]  所以今時今日都出現了一個
[00:10:26.000 --> 00:10:28.000]  多元化的現象
[00:10:28.000 --> 00:10:30.000]  教會的弟兄姊妹的理解
[00:10:30.000 --> 00:10:32.000]  什麼都可以
[00:10:32.000 --> 00:10:34.000]  你發覺你想都想不到都會這樣
[00:10:34.000 --> 00:10:36.000]  因為已經沒有了一個
[00:10:36.000 --> 00:10:38.000]  以前是過份保守
[00:10:38.000 --> 00:10:40.000]  現在基本上就沒有什麼標準
[00:10:40.000 --> 00:10:42.000]  所以我自己的領袖就說
[00:10:42.000 --> 00:10:44.000]  其實這個鐘擺
[00:10:44.000 --> 00:10:46.000]  遲早要改變
[00:10:46.000 --> 00:10:48.000]  我想弟兄姊妹也都感覺到
[00:10:48.000 --> 00:10:50.000]  這樣下去
[00:10:50.000 --> 00:10:52.000]  我們其實和神的關係
[00:10:52.000 --> 00:10:54.000]  是既近亦遠
[00:10:54.000 --> 00:10:56.000]  我不知道你們有沒有這樣的感覺
[00:10:56.000 --> 00:10:58.000]  所以我都凡是有領袖的時候
[00:10:58.000 --> 00:11:00.000]  有感動
[00:11:00.000 --> 00:11:02.000]  或者有反省或者觀察
[00:11:02.000 --> 00:11:04.000]  我都覺得是應該要講
[00:11:04.000 --> 00:11:06.000]  從神而來的話
[00:11:06.000 --> 00:11:08.000]  現在社會
[00:11:08.000 --> 00:11:10.000]  和耶穌的時代
[00:11:10.000 --> 00:11:12.000]  社會是很不同
[00:11:12.000 --> 00:11:14.000]  社會的節奏是很緊張
[00:11:14.000 --> 00:11:16.000]  不一定每個星期日
[00:11:16.000 --> 00:11:18.000]  是休息的
[00:11:18.000 --> 00:11:20.000]  以前的年代因為很多公司
[00:11:20.000 --> 00:11:22.000]  是有基督教的精神
[00:11:22.000 --> 00:11:24.000]  星期日是休息的
[00:11:24.000 --> 00:11:26.000]  但今天很多弟兄姊妹
[00:11:26.000 --> 00:11:28.000]  星期日的手機都要
[00:11:28.000 --> 00:11:30.000]  開著,最多來崇拜是震機
[00:11:30.000 --> 00:11:32.000]  做銀行的也是
[00:11:32.000 --> 00:11:34.000]  做紀律部隊的也是
[00:11:34.000 --> 00:11:36.000]  你不可以說關機
[00:11:36.000 --> 00:11:38.000]  不可以說找不到你
[00:11:38.000 --> 00:11:40.000]  所以根本無法休息
[00:11:40.000 --> 00:11:42.000]  現在很多教會都有星期六的崇拜
[00:11:42.000 --> 00:11:44.000]  晚堂,你知道嗎?
[00:11:44.000 --> 00:11:46.000]  教會星期六早堂都有崇拜
[00:11:46.000 --> 00:11:48.000]  很過癮的,我經常都被人邀請
[00:11:48.000 --> 00:11:50.000]  星期六早上,還要在大埔
[00:11:50.000 --> 00:11:52.000]  不過我處理方法
[00:11:52.000 --> 00:11:54.000]  是十一點崇拜
[00:11:54.000 --> 00:11:56.000]  我在中環碼頭
[00:11:56.000 --> 00:11:58.000]  有一個307的,是十點鐘才開的
[00:11:58.000 --> 00:12:00.000]  去到都十一點過後
[00:12:00.000 --> 00:12:02.000]  他們的目者就很體諒
[00:12:02.000 --> 00:12:04.000]  「行了,你十一點多鐘我們找個人
[00:12:04.000 --> 00:12:06.000]  在車站接你去,保證你不會走錯路」
[00:12:06.000 --> 00:12:08.000]  來到的時候剛好就開始講道
[00:12:08.000 --> 00:12:10.000]  人家早上都可以
[00:12:10.000 --> 00:12:12.000]  你不要說
[00:12:12.000 --> 00:12:14.000]  你找個下午都可以
[00:12:14.000 --> 00:12:16.000]  平日下午都有
[00:12:16.000 --> 00:12:18.000]  柴灣教會好像長者崇拜是
[00:12:18.000 --> 00:12:20.000]  週間的下午
[00:12:20.000 --> 00:12:22.000]  所以主日的觀念
[00:12:22.000 --> 00:12:24.000]  其實已經很模糊
[00:12:24.000 --> 00:12:26.000]  崇拜不一定和主日掛鉤
[00:12:26.000 --> 00:12:28.000]  不過我自己會講
[00:12:28.000 --> 00:12:30.000]  崇拜本身的淵源
[00:12:30.000 --> 00:12:32.000]  是主日
[00:12:32.000 --> 00:12:34.000]  承繼的就是
[00:12:34.000 --> 00:12:36.000]  猶太人在星期六
[00:12:36.000 --> 00:12:38.000]  守安息日的精神
[00:12:38.000 --> 00:12:40.000]  守安息日即是不要做事
[00:12:40.000 --> 00:12:42.000]  精神的關鍵
[00:12:42.000 --> 00:12:44.000]  不要做事是甚麼意思呢
[00:12:44.000 --> 00:12:46.000]  是停止你手上的功
[00:12:46.000 --> 00:12:48.000]  讓神去主導
[00:12:48.000 --> 00:12:50.000]  即是說平日你拼命做
[00:12:50.000 --> 00:12:52.000]  你用盡人的方法去做
[00:12:52.000 --> 00:12:54.000]  但總有一天你要放手
[00:12:54.000 --> 00:12:56.000]  安息日其實精神就是要放手
[00:12:56.000 --> 00:12:58.000]  有些事你不可以用你人的方法去控制
[00:12:58.000 --> 00:13:00.000]  但猶太人有時
[00:13:00.000 --> 00:13:02.000]  我覺得
[00:13:02.000 --> 00:13:04.000]  可能有些人
[00:13:04.000 --> 00:13:06.000]  有時我覺得
[00:13:06.000 --> 00:13:08.000]  去到太盡
[00:13:08.000 --> 00:13:10.000]  原來聽聞是這樣的
[00:13:10.000 --> 00:13:12.000]  猶太人如果是
[00:13:12.000 --> 00:13:14.000]  某些社區裏面的猶太人
[00:13:14.000 --> 00:13:16.000]  或者酒店
[00:13:16.000 --> 00:13:18.000]  以色列有些酒店
[00:13:18.000 --> 00:13:20.000]  他們是守安息日是星期六
[00:13:20.000 --> 00:13:22.000]  那有甚麼
[00:13:22.000 --> 00:13:24.000]  構成他們要考慮呢
[00:13:24.000 --> 00:13:26.000]  就是按電梯都叫做工作
[00:13:26.000 --> 00:13:28.000]  即是你的電梯
[00:13:28.000 --> 00:13:30.000]  你的酒店有按電梯
[00:13:30.000 --> 00:13:32.000]  是會構成工作
[00:13:32.000 --> 00:13:34.000]  是會很有方法
[00:13:34.000 --> 00:13:36.000]  早一晚
[00:13:36.000 --> 00:13:38.000]  它的系統
[00:13:38.000 --> 00:13:40.000]  令到它星期六那部電梯
[00:13:40.000 --> 00:13:42.000]  是層層停的
[00:13:42.000 --> 00:13:44.000]  你不需要按它都層層停的
[00:13:44.000 --> 00:13:46.000]  你即是沒有工作
[00:13:46.000 --> 00:13:48.000]  沒有工作即是沒有違反安息日
[00:13:48.000 --> 00:13:50.000]  你明不明我的意思
[00:13:50.000 --> 00:13:52.000]  這是他們的做法
[00:13:52.000 --> 00:13:54.000]  但他們想這些方法想得這麼厲害
[00:13:54.000 --> 00:13:56.000]  我們不一定要這樣學
[00:13:56.000 --> 00:13:58.000]  但你要知道
[00:13:58.000 --> 00:14:00.000]  主日的崇拜其實轉化了安息日的精神
[00:14:00.000 --> 00:14:02.000]  就集中在耶穌基督身上
[00:14:02.000 --> 00:14:04.000]  因為按日曆來計
[00:14:04.000 --> 00:14:06.000]  耶穌在星期五
[00:14:06.000 --> 00:14:08.000]  即是被釘十字架
[00:14:08.000 --> 00:14:10.000]  星期日是復活的
[00:14:10.000 --> 00:14:12.000]  所以主日是要勞煩做甚麼呢
[00:14:12.000 --> 00:14:14.000]  是紀念耶穌基督死而復活
[00:14:14.000 --> 00:14:16.000]  來取代猶太人
[00:14:16.000 --> 00:14:18.000]  在星期六守安息日
[00:14:18.000 --> 00:14:20.000]  大家明不明我的意思
[00:14:20.000 --> 00:14:22.000]  就是這樣的
[00:14:22.000 --> 00:14:24.000]  同樣的我們在禮拜日
[00:14:24.000 --> 00:14:26.000]  敬拜主的時候
[00:14:26.000 --> 00:14:28.000]  就應該停下手上的工
[00:14:28.000 --> 00:14:30.000]  讓神主導
[00:14:30.000 --> 00:14:32.000]  我自己學習的一件事
[00:14:32.000 --> 00:14:34.000]  就是平日我們都盡了
[00:14:34.000 --> 00:14:36.000]  最大的努力來工作
[00:14:36.000 --> 00:14:38.000]  但你和我都會
[00:14:38.000 --> 00:14:40.000]  發現有些事
[00:14:40.000 --> 00:14:42.000]  我多努力去做
[00:14:42.000 --> 00:14:44.000]  有些位置我都不知道
[00:14:44.000 --> 00:14:46.000]  走左還是走右
[00:14:46.000 --> 00:14:48.000]  那個的考慮和決定
[00:14:48.000 --> 00:14:50.000]  都是十不十穩的
[00:14:50.000 --> 00:14:52.000]  在這個情況下我們都是人
[00:14:52.000 --> 00:14:54.000]  沒有智慧我們可以怎樣做呢
[00:14:54.000 --> 00:14:56.000]  就凡是過個禮拜日
[00:14:56.000 --> 00:14:58.000]  或是禮拜六
[00:14:58.000 --> 00:15:00.000]  我就要學會一件事
[00:15:00.000 --> 00:15:02.000]  我要放手
[00:15:02.000 --> 00:15:04.000]  不要想太多
[00:15:04.000 --> 00:15:06.000]  你不知你明不明我的意思
[00:15:06.000 --> 00:15:08.000]  在這個時候
[00:15:08.000 --> 00:15:10.000]  你敬拜的意思就是
[00:15:10.000 --> 00:15:12.000]  那件事我交給神
[00:15:12.000 --> 00:15:14.000]  你去帶領
[00:15:14.000 --> 00:15:16.000]  你去將那些我不看得清楚的事情
[00:15:16.000 --> 00:15:18.000]  你用你的方法
[00:15:18.000 --> 00:15:20.000]  令我可以清楚
[00:15:20.000 --> 00:15:22.000]  譬如有時
[00:15:22.000 --> 00:15:24.000]  就是
[00:15:24.000 --> 00:15:26.000]  你
[00:15:26.000 --> 00:15:28.000]  簡單來說
[00:15:28.000 --> 00:15:30.000]  當你禮拜日
[00:15:30.000 --> 00:15:32.000]  你想和家人吃壽司
[00:15:32.000 --> 00:15:34.000]  或西餐
[00:15:34.000 --> 00:15:36.000]  你如雨紅掌不知怎樣決定
[00:15:36.000 --> 00:15:38.000]  因為你家人之中有一位
[00:15:38.000 --> 00:15:40.000]  喜歡吃壽司
[00:15:40.000 --> 00:15:42.000]  家人另一位喜歡吃西餐
[00:15:42.000 --> 00:15:44.000]  你都不想得罪時
[00:15:44.000 --> 00:15:46.000]  你都不知怎樣做
[00:15:46.000 --> 00:15:48.000]  那天祈禱
[00:15:48.000 --> 00:15:50.000]  神令那間壽司店那天不開
[00:15:50.000 --> 00:15:52.000]  那就好了
[00:15:52.000 --> 00:15:54.000]  但始終有一個不開
[00:15:54.000 --> 00:15:56.000]  那就沒人爭拗
[00:15:56.000 --> 00:15:58.000]  有這樣的事這是小事
[00:15:58.000 --> 00:16:00.000]  但有些事情況
[00:16:00.000 --> 00:16:02.000]  是很大
[00:16:02.000 --> 00:16:04.000]  你公司解僱誰
[00:16:04.000 --> 00:16:06.000]  這樣就大事了
[00:16:06.000 --> 00:16:08.000]  你是要
[00:16:08.000 --> 00:16:10.000]  將事交給神
[00:16:10.000 --> 00:16:12.000]  讓神去處理
[00:16:12.000 --> 00:16:14.000]  變了你做好人也好
[00:16:14.000 --> 00:16:16.000]  做醜人也好
[00:16:16.000 --> 00:16:18.000]  只是差一線
[00:16:18.000 --> 00:16:20.000]  所以停在手上的供養神主導是主人的精神
[00:16:20.000 --> 00:16:22.000]  我們崇拜也是一樣
[00:16:22.000 --> 00:16:24.000]  只不過我們現在都沒有上班下班的概念
[00:16:24.000 --> 00:16:26.000]  我們是天天工作的
