
[00:00:00.000 --> 00:00:17.000]  經文是記載在《士道行傳》第十四節至第十六節,以及第十五節的下半節。
[00:04:47.000 --> 00:05:00.000]  (主席)我自己心裡相信一件事,就是聖經是神的話語向當代的人去講,同時今時亦向我們這個世代的人講,亦向我們下一個世代的人講。
[00:05:00.000 --> 00:05:10.000]  (主席)所以大家要知道人的言語、生活習慣都會改的,所以聖經是需要翻譯的,這裡有些少的介紹。
[00:05:10.000 --> 00:05:23.000]  (主席)另外兩本書,一本就是我們的翻譯主任張達文博士寫的,就是在翻譯過程中他自己的一些體驗和感受。
[00:05:23.000 --> 00:05:32.000]  (主席)其實我上一次來的時候已經送了一本我們「環球聖經譯本」給教會,應該在圖書館,大家第一次就可以去看。
[00:05:32.000 --> 00:05:43.000]  (主席)那本是完全重新的理念去翻譯聖經,是將聖經原本的意思翻譯得更加清楚給大家。
[00:05:43.000 --> 00:05:45.000]  (主席)這本書亦都會放在圖書館。
[00:05:45.000 --> 00:05:54.000]  (主席)另外一本就是張若平博士寫的,就是「社級又話見證人,誠實的辨明聖經真理」。
[00:05:54.000 --> 00:06:06.000]  (主席)我記得上一次我來的時候在錦上路站看到有人寫JW,JW就是Jehovah Witness,我想他在元朗頗活躍的。
[00:06:06.000 --> 00:06:15.000]  (主席)所以這本書如果大家頂多只會遇到夜話見證人的話,你可以去看看,然後跟他們可以有些少的交流。
[00:06:15.000 --> 00:06:18.000]  (主席)好,開始的時候我們在這裡祈禱。
[00:06:18.000 --> 00:06:31.000]  (主席)「明知道在我們面前,我們向你俯伏的敬拜,主祢就是那位創天造地的主,祢亦都是那位道成肉身來到我們當中,為我們成就奇妙的恩的主。」
[00:06:31.000 --> 00:06:41.000]  (主席)「主耶穌,祢在這個世界上為我們的罪人顧流出祢的補血,洗淨我們一切的罪,讓我們今天能夠在祢面前去守潔心清的敬拜祢。」
[00:06:41.000 --> 00:06:48.000]  (主席)「聖賢寶慧仙,祢是那位真理的聖賢,祢是那位啟示的聖賢,求祢今天向我們弟兄姊妹說話。」
[00:06:48.000 --> 00:06:58.000]  (主席)「當我們在這裡讀祢的話語的時候,我們開口誦讀祢的話語的時候,求祢自己寧進入到我們心裡面,開開我們的心跳,開開我們的眼睛,開開我們的耳朵。」
[00:06:58.000 --> 00:07:01.000]  (主席)我們這樣禱告祈求,奉此耶穌基督的聖名求。
[00:07:01.000 --> 00:07:09.000]  (主席)弟兄姊妹,今天和大家所看的經文,雖然好像很長,三章聖經。
[00:07:09.000 --> 00:07:23.000]  (主席)但是這三章聖經,當我看的時候,我發現原來這三章聖經是保羅被抓了之後,他在三個審判官的面前,他自己的辯證。
[00:07:23.000 --> 00:07:33.000]  (主席)當我再詳細看的時候,我發現這三章聖經是完全用的字眼,根本上是用到法庭上的字眼在這裡。
[00:07:33.000 --> 00:07:46.000]  (主席)讓我弟兄姊妹去看保羅當時他面對這些官,他被人抓之後,他的一些辯論,他自己的答覆是什麼。
[00:07:46.000 --> 00:07:55.000]  (主席)中文聖經沒有詳細幫他翻譯出來。我用中文題目,「沒有違背那從天上來的義仗。」
[00:07:55.000 --> 00:07:59.000]  (主席)這是中文的翻譯,胡學盤的翻譯。
[00:07:59.000 --> 00:08:04.000]  (主席)其實大家看英文那裡,我暫時用英文。
[00:08:04.000 --> 00:08:09.000]  (主席)「Did not prove disobedient to the heavenly vision。」
[00:08:09.000 --> 00:08:18.000]  (主席)這句「Did not prove」這個其實是法庭上用的字眼,證明我有沒有違背了從天上來的義仗。
[00:08:18.000 --> 00:08:36.000]  (主席)所以我給他一個簡單的答覆,就是保羅他到這個時候,他見到他的「vision」和「mission」是「accomplish」的。
[00:08:36.000 --> 00:08:38.000]  (主席)今天我們會在這裡看。
[00:08:38.000 --> 00:08:41.000]  (主席)首先在這段經文中,我們有些少的介紹。
[00:08:41.000 --> 00:08:49.000]  (主席)這三張聖經大約是在公元的56到58年期間,我大致知道保羅被人抓。
[00:08:49.000 --> 00:08:53.000]  (主席)保羅最後一次上耶路撒冷的時候,帶著一些州制去耶路撒冷。
[00:08:53.000 --> 00:09:02.000]  (主席)在耶路撒冷他沒有做任何事,他只是許了願之後,剃了頭,預備等受潔淨禮的時候就被人抓了。
[00:09:02.000 --> 00:09:08.000]  (主席)當時被人抓的時候,他也在這裡講了一段說話。
[00:09:08.000 --> 00:09:15.000]  (主席)他講了一段說話之後,那些人就很生氣,因為他講了一段說話之後,他說「我是被差遣到外邦人當中」。
[00:09:15.000 --> 00:09:24.000]  (主席)大家記住這個背景,猶太人他們知道自己是選民,他們就覺得我們是神的選民。
[00:09:24.000 --> 00:09:37.000]  (主席)自從在波斯王朝到希臘王朝期間,他們不斷有一個思維就是說,究竟外邦人在永生裡面有沒有份?
[00:09:37.000 --> 00:09:44.000]  (主席)他們強硬派那一幫就沒有份,為什麼沒有份呢?除非他們是猶太人,要受割禮。
[00:09:44.000 --> 00:09:49.000]  (主席)這是背景,大家看《新約聖經》的時候要明白這個背景。
[00:09:49.000 --> 00:10:00.000]  (主席)當時保羅他在這些派裡面在掙扎,因為他兩個師父,一個是加瑪烈,他的師父是加瑪烈。
[00:10:00.000 --> 00:10:07.000]  (主席)加瑪烈其實是希臘的學生,希臘的孫子。
[00:10:07.000 --> 00:10:12.000]  (主席)這個我們有機會慢慢去研究這些歷史的背景。
[00:10:12.000 --> 00:10:22.000]  (主席)保羅被人抓了之後,當時那個天公想要打他,問他「什麼事?」
[00:10:22.000 --> 00:10:26.000]  (主席)他說了一句話,整個耶路撒冷都哄動了。
[00:10:26.000 --> 00:10:30.000]  (主席)他說了一句話,「我是羅馬人,你不可以打我的。」
[00:10:30.000 --> 00:10:36.000]  (主席)大家知道背景有四十個人宣誓,說什麼呢?
[00:10:36.000 --> 00:10:42.000]  (主席)如果不殺保羅就不吃飯,大家記不記得那段故事?
[00:10:42.000 --> 00:10:45.000]  (主席)如果沒有看,大家可以回去看《史圖行傳》。
[00:10:45.000 --> 00:10:52.000]  (主席)這個時候保羅把這個消息交了,叫他的外甥告訴千夫長。
[00:10:52.000 --> 00:11:03.000]  (主席)千夫長派了二千個步兵,二千個長槍手,七十個馬兵,護送了保羅到海邊的西斯里亞。
[00:11:03.000 --> 00:11:13.000]  (主席)我知道我們鄧英姐妹今晚有傳去以色列旅遊,那個地方叫西斯里亞,就是海邊的西斯里亞。
[00:11:13.000 --> 00:11:18.000]  (主席)大家知不知道派了那麼多人是什麼人呢?
[00:11:18.000 --> 00:11:25.000]  (主席)其實是一個獨立的戰鬥營,去保護保羅到海邊。
[00:11:25.000 --> 00:11:40.000]  (主席)有些經文要交代的,二十四章第四節,當時他們帶著幾個長老和一個辯士,一個律師下去,叫做提斯羅。
[00:11:40.000 --> 00:11:47.000]  (主席)提斯羅在講話時,他很醒目的。當我看到他講的話時,我嚇了一跳。
[00:11:47.000 --> 00:12:08.000]  (主席)他怎樣說呢?他說:「多謝你,讓我先交代一下,菲利斯是出名的貪官,第二個官叫做菲斯多,這個是一個好官,但他在這裡做了兩年,死於任內。」
[00:12:08.000 --> 00:12:16.000]  (主席)第三個保羅,我們有二十四、二十五、二十六、二十七、三章,第三個官就是阿基百王。
[00:12:16.000 --> 00:12:28.000]  (主席)阿基百王其實是大希律的孫,帶著他的同父異母的姐妹,伯尼基。
[00:12:28.000 --> 00:12:39.000]  (主席)伯尼基,這個是有些少政治背景的,可能有些兄妹情在這裡。
[00:12:39.000 --> 00:12:56.000]  (主席)但在羅馬紀錄裡面,伯尼基後來死於公元七十九年,大家知道蓬佩奧火山爆發那件事,現在都找到那些人,當時火山爆發之後,他們變成化石,找到他當時的樣子。
[00:12:56.000 --> 00:12:59.000]  (主席)伯尼基是在當時死了。
[00:12:59.000 --> 00:13:20.000]  (主席)所以這個帖子可以和肥律師說,他說什麼呢?他說我們很感謝你,但現在你不用浪費那麼多時間,你只要給我們一個brief hearing,中文這個譯叫什麼呢?
[00:13:20.000 --> 00:13:35.000]  (主席)就是要聽我們說幾句話,其實這個意思就是,你過完堂之後,就把保羅交給我們就可以了,那大家知道那些人在等保羅怎樣?他們要上去殺保羅。
[00:13:35.000 --> 00:13:41.000]  (主席)所以這裡看到那個出古話的,就是brief hearing。
[00:13:41.000 --> 00:13:48.000]  (主席)另外在這裡,在二十四章十四和二十四節裡,提到一個道這個字。
[00:13:48.000 --> 00:13:59.000]  (主席)道這個字,包羅維根博士特別在《史堂》出現了九次,這個道在元明的意思是the way。
[00:13:59.000 --> 00:14:04.000]  (主席)大家記得耶穌說我就是道路、真理、生命,那個道路。
[00:14:04.000 --> 00:14:15.000]  (主席)原來當時的人認為我們這個信仰不是一個信念那麼簡單,而是一個生活的形式,一個道,你活出來,這個道路,這個道理出來的。
[00:14:15.000 --> 00:14:26.000]  (主席)所以他兩次提到這個道這個字,總共在《史堂》出現了九次,講信奉這個道,所以大家留意這個字眼。
[00:14:26.000 --> 00:14:38.000]  (主席)中文看不到的,因為中文裡面道理又是他,道路又是他,way of life又是他,這些都是我道這個字。
[00:14:38.000 --> 00:14:50.000]  (主席)到二十五章,菲斯都講的時候,十九節說,有一個人叫做耶穌,他已經死了,但是保羅說他復活。
[00:14:50.000 --> 00:15:01.000]  (主席)這一句話是一個羅馬的官,講出這件事的時候,講出了當時一些實質的現況。
[00:15:01.000 --> 00:15:11.000]  (主席)第一,耶穌在這裡,耶穌出現過,第二,耶穌是死了,當時有人說耶穌是復活的,這三點。
[00:15:11.000 --> 00:15:19.000]  (主席)所以在聖經裡面,對耶穌的復活是很清楚的記載,包括羅馬的記錄裡面,都有這回事在這裡。
[00:15:19.000 --> 00:15:27.000]  (主席)有機會我們再講耶穌的復活問題,耶穌是怎樣的呢?這個我們有機會再談。
[00:15:27.000 --> 00:15:44.000]  (主席)另外一件事就是說,這個就是我二零一八年和大絕教的弟兄姊妹去到Caesarea Maritima,在海邊的塞薩尼亞。
[00:15:44.000 --> 00:15:58.000]  (主席)當時其實這是一個羅馬的軍港,建得很漂亮的,建得出地中海,戰艦可以進入到那個港,有個堡壘,進到堡壘裡面才可以下貨下人。
[00:15:58.000 --> 00:16:13.000]  (主席)這個是很大規模的,這個是希律建的,這個是希律的行宮,希律是為了,大希律為了要拍海塞的拍馬屁。
[00:16:13.000 --> 00:16:27.000]  (主席)於是他就建了這個Caesarea,但是希律其實他是猶太人的王,他知道自己不是猶太人,他是以土馬人,就是以素的後裔。
[00:16:27.000 --> 00:16:36.000]  (主席)所以他知道自己做皇帝是很不穩定的,但是因為他賺很多錢,所以他就建了一個這麼大的軍港。
[00:16:36.000 --> 00:16:46.000]  (主席)大家也知道當時在耶穌的時候,那個聖殿也是大希律建的,應該來說猶太人對他都挺好的。
[00:16:46.000 --> 00:16:56.000]  (主席)但是問題是他為了拍馬屁的緣故,他就建了這個Caesarea,而在Caesarea後面建了一個神廟去拜該撒。
[00:16:56.000 --> 00:17:00.000]  (主席)遲些再講拜該撒是什麼一回事。
[00:17:00.000 --> 00:17:09.000]  (主席)大家看到這些是他們的古蹟,大家有沒有留意那些柱子為什麼一節一節這麼齊整呢?有沒有看到?
[00:17:09.000 --> 00:17:14.000]  (主席)為什麼這些全部地震之後,塌了之後再重新撿出來的?
[00:17:14.000 --> 00:17:26.000]  (主席)原來有一條大理石的柱子,或者是花崗岩的柱子是很貴的,一整條幾十呎高。
[00:17:26.000 --> 00:17:42.000]  (主席)當時他們怎樣呢?建了之後一塊塊地疊上去,然後外面就好像我們現在用木板,或者是用那些plaza將它鋪了之後,在外面看的時候就有一條很漂亮的柱子,其實裡面是一塊塊地疊上去的。
[00:17:42.000 --> 00:17:47.000]  (主席)所以在地震的時候就全部塌了。
[00:17:47.000 --> 00:17:54.000]  (主席)這個是當時希律在那個地方建的賽馬場。
[00:17:54.000 --> 00:18:00.000]  (主席)大家有看過《奔墟》的場面,有看過沒有?就是在這些地方,就是這樣的賽馬場。
[00:18:00.000 --> 00:18:03.000]  (主席)你想想,它建得很厲害的。
[00:18:03.000 --> 00:18:08.000]  (主席)這個呢,其實拍出去,因為地震完之後就塌了。
[00:18:08.000 --> 00:18:15.000]  (主席)這個其實最遠那裡,出去海邊那裡,是大希律的游泳池。
[00:18:15.000 --> 00:18:21.000]  (主席)游泳池有什麼特別的地方呢?就是你可以在泳池裡面游水就可以了。
[00:18:21.000 --> 00:18:24.000]  (主席)你可以走出去,在地中海裡面游水就可以了。
[00:18:24.000 --> 00:18:30.000]  (主席)地中海的日落是全世界最美的,而且每天你都會看到最美的日落。
[00:18:30.000 --> 00:18:32.000]  (主席)神好福福這個地方。
[00:18:32.000 --> 00:18:44.000]  (主席)這個泳池有什麼獨特的地方呢?大家看到在旁邊,就是左邊那裡,剛剛有個四方八,那個地方就是大希律知道自己不是猶太人。
[00:18:44.000 --> 00:18:50.000]  (主席)所以帶他去娶了一個太太,就是當時的大祭司的女兒。
[00:18:50.000 --> 00:18:54.000]  (主席)那個舅子就是大祭司的兒子,是不是?
[00:18:54.000 --> 00:19:01.000]  (主席)他就很擔心的,因為如果人家說,喂,你都不是猶太人,你怎麼可以做我們的王?
[00:19:01.000 --> 00:19:07.000]  (主席)所以大希律就大開殺戒的。大希律最喜歡做什麼呢?
[00:19:07.000 --> 00:19:11.000]  (主席)就說,我想去吃飯,我跟你做朋友,請你吃飯。
[00:19:11.000 --> 00:19:16.000]  (主席)吃飯的時候,喝到醉醺醺的時候,就想著去游泳了。
[00:19:16.000 --> 00:19:25.000]  (主席)這個故事就說,當時的舅子,就是大祭司的兒子,下去游泳的時候,他兩個保鏢跟著一起下去。
[00:19:25.000 --> 00:19:29.000]  (主席)事後就說他淹死了。
[00:19:29.000 --> 00:19:31.000]  (主席)這個是歷史上的故事。
[00:19:31.000 --> 00:19:35.000]  (主席)這個就是現場來的,這個真的是現場來的。
[00:19:37.000 --> 00:19:44.000]  (主席)這個就是我剛才拍的泳池,現在是淹了,因為地震的緣故。
[00:19:44.000 --> 00:19:51.000]  (主席)這裡是再回來拍的時候,當時他的行宮是這樣的。
[00:19:51.000 --> 00:19:58.000]  (主席)我出去旅遊,我就不喜歡拍照的,因為還要帶著弟兄姊妹的時候,心裡有很多事情在想。
[00:19:58.000 --> 00:20:06.000]  (主席)但是後來那個導遊就跟我說,有可能這個位置,就是保羅當年站在那裡受審的位置。
[00:20:06.000 --> 00:20:08.000]  (主席)我一會兒就要拍照了。
[00:20:08.000 --> 00:20:12.000]  (主席)所以弟兄姊妹,如果你們去到以色列的話,你們找到那個位置。
[00:20:12.000 --> 00:20:20.000]  (主席)這個位置,是保羅當年在二十四章,二十五章,二十六章的時候,站在那裡受審的地方。
[00:20:20.000 --> 00:20:29.000]  (主席)好,弟兄姊妹,我將這段經文的背景介紹給大家。
[00:20:29.000 --> 00:20:33.000]  (主席)第一,聲明聖經所說的話是絕對的真。
[00:20:35.000 --> 00:20:37.000]  (主席)不是虛構的故事。
[00:20:37.000 --> 00:20:48.000]  (主席)因為甚至到現在在考古學,在這些謎跡上面,我們找到,再加上羅馬的歷史去印證,聖經所說的話是絕對的真。
[00:20:48.000 --> 00:20:56.000]  (主席)在這樣的情況之下,弟兄姊妹,我們面對聖經的時候,我不知道大家心裡有什麼態度。
[00:20:56.000 --> 00:21:04.000]  (主席)當我看聖經看到這個地步的時候,很多時候我看到聖經的時候,不期然的就跪了下來。
[00:21:04.000 --> 00:21:06.000]  (主席)我神啊,你太奇妙了。
[00:21:06.000 --> 00:21:10.000]  (主席)你在這個時候,將你的話語給了我們。
[00:21:10.000 --> 00:21:15.000]  (主席)而且這些是我們可以有歷史去印證的話。
[00:21:15.000 --> 00:21:20.000]  (主席)這本聖經,不是一本虛構的故事。
[00:21:20.000 --> 00:21:24.000]  (主席)這本聖經是神祂自己的故事。
[00:21:24.000 --> 00:21:26.000]  (主席)神故事說什麼呢?
[00:21:26.000 --> 00:21:33.000]  (主席)祂怎樣圍堵這個世界,為我們而懸固,釘死十字架上面,流出的補血,為了拯救我們。
[00:21:33.000 --> 00:21:42.000]  (主席)這是一個千真萬確,是一位永生神,向我們每一個人所說所傳的訊息。
[00:21:42.000 --> 00:21:48.000]  (主席)第二,在這本聖經裡面,有很多的見證人在這裡。
[00:21:48.000 --> 00:21:57.000]  (主席)我今年回來香港的時間比較多,主要都是北上去做培訓。
[00:21:57.000 --> 00:22:00.000]  (主席)我回來的時候,我自己心裡很不開心。
[00:22:00.000 --> 00:22:06.000]  (主席)大家知道,香港最近這個狀況,是令人很多擔憂的地方。
[00:22:06.000 --> 00:22:16.000]  (主席)香港是我,我經常說香港是我的後勤基地,現在是後勤基地著火了。
[00:22:16.000 --> 00:22:20.000]  (主席)我上去工作,真的有一點擔心。
[00:22:24.000 --> 00:22:31.000]  (主席)我星期三在我們團隊跟各位分享的時候,我用了《勞加福音》十三章一至五節。
[00:22:31.000 --> 00:22:38.000]  (主席)當時是說到有人將比拉多殺死的加利利人的故事,向耶穌說。
[00:22:38.000 --> 00:22:44.000]  (主席)當時我的題目是,What would Jesus do? 耶穌會怎樣做呢?
[00:22:44.000 --> 00:22:48.000]  (主席)如果耶穌今時今日在香港,耶穌會怎樣做呢?
[00:22:48.000 --> 00:22:54.000]  (主席)其實今天我們所看的就是,What would Paul do? 在今時今日的香港裡面。
[00:22:54.000 --> 00:23:04.000]  (主席)大家記住,保羅站在三個官的面前,他自己的見證,他衷心仰望的是什麼?
[00:23:04.000 --> 00:23:10.000]  (主席)他所看的,是天上神給他的使命。
[00:23:10.000 --> 00:23:16.000]  (主席)弟子們,今天神給你的使命是什麼?
[00:23:17.000 --> 00:23:24.000]  (主席)我相信我們每個人坐在這裡的話,我們不是偶然的。
[00:23:24.000 --> 00:23:30.000]  (主席)我相信我們每個人在神面前所領受的,不是偶然的。
[00:23:30.000 --> 00:23:38.000]  (主席)有時我出來服事,有時都幾豪氣的。
[00:23:38.000 --> 00:23:44.000]  (主席)我覺得我自己知道神給我的使命,所以我覺得我自己不枉此生。
[00:23:44.000 --> 00:23:47.000]  (主席)這是我豪氣的時候所說的話。
[00:23:47.000 --> 00:23:52.000]  (主席)當然有時出來服事,身體會有不舒服。
[00:23:52.000 --> 00:23:57.000]  (主席)特別自己一把年紀的時候,就會更加覺得,我可以做了多久呢?
[00:23:57.000 --> 00:24:05.000]  (主席)弟子們,我想給大家一個很清楚的問題。
[00:24:05.000 --> 00:24:12.000]  (主席)神在你生命上面,給你的mission是什麼?
[00:24:13.000 --> 00:24:18.000]  (主席)有沒有一天,去到神的面前的時候,你可以聽到說:
[00:24:18.000 --> 00:24:23.000]  (主席)「神啊,我的mission,我的mission,accomplish了。」
[00:24:23.000 --> 00:24:29.000]  (主席)每當他在這裡三次的辯議的時候,他的中心,
[00:24:29.000 --> 00:24:36.000]  (主席)第一,他所傳講的是《律法》和《先知書》上面的記載。
[00:24:36.000 --> 00:24:42.000]  (主席)大家知道《律法》是講到摩西五經。
[00:24:42.000 --> 00:24:50.000]  (主席)《先知書》上面所記載,在舊約裡面,每一卷《先知書》都帶出了神的心願。
[00:24:50.000 --> 00:24:59.000]  (主席)神說:「我要做我的百姓的神,祂要做我的子民。」
[00:24:59.000 --> 00:25:04.000]  (主席)這是猶太人不斷的,他們自己都知道自己的身份。
[00:25:04.000 --> 00:25:08.000]  (主席)但很多時候,他們又很有驕傲。
[00:25:09.000 --> 00:25:12.000]  (主席)猶太人很驕傲,因為我們是神的選民。
[00:25:12.000 --> 00:25:15.000]  (主席)我們耶路撒冷是無外的城。
[00:25:15.000 --> 00:25:21.000]  (主席)我們有一個為神的命所建立的居所。
[00:25:21.000 --> 00:25:26.000]  (主席)神絕對不會因為我們犯罪的緣故,就不理我們。
[00:25:26.000 --> 00:25:29.000]  (主席)意思就是說,我們做什麼都可以。
[00:25:29.000 --> 00:25:37.000]  (主席)但是神不斷的扣押他們,才說:「不是,你聽清楚。」
[00:25:38.000 --> 00:25:42.000]  (主席)我會賜福給你們,但當你們不聽話的時候,我會降禍給你們。
[00:25:42.000 --> 00:25:49.000]  (主席)但是神的降禍,每一次都是為了一種管教,要他們回轉。
[00:25:49.000 --> 00:25:57.000]  (主席)我們知道北角,王國分裂之後,北角在公元前720年已經亡國。
[00:25:58.000 --> 00:26:08.000]  (主席)南角猶太國在公元前605年,597,586,587的時候,被人滅了。
[00:26:08.000 --> 00:26:14.000]  (主席)聽到太陽神說,我覺得很奇怪,為什麼我們的神不保守我們?
[00:26:14.000 --> 00:26:19.000]  (主席)特別是大家看耶利敏斯的時候,會發現耶利敏斯很慘的。
[00:26:19.000 --> 00:26:22.000]  (主席)每一次我看耶利敏斯,我都病了。
[00:26:22.000 --> 00:26:24.000]  (主席)抑鬱症在。
[00:26:25.000 --> 00:26:32.000]  (主席)開始的時候,那二十多章,被人罵,你們不悔改,被人罵,被人罵。
[00:26:32.000 --> 00:26:36.000]  (主席)但是看到二十九章的時候,耶利敏斯說什麼?
[00:26:36.000 --> 00:26:41.000]  (主席)我向你們所懷的意念,是致平安的意念。
[00:26:41.000 --> 00:26:50.000]  (主席)接著,成卷書就改變,是說到歸庇老歸位,說到神的果傷,和我們包紮他們的傷口。
[00:26:51.000 --> 00:27:02.000]  (主席)其實很多《仙之書》都是開始的時候說到神的審判,因為看到罪惡的緣故,但是後面就說到神的拯救,神的挽回他們回來。
[00:27:02.000 --> 00:27:07.000]  (主席)庇老有三次,但是歸回也有三次。
[00:27:07.000 --> 00:27:10.000]  (主席)這是聖經的一個很清楚的歷史。
[00:27:10.000 --> 00:27:14.000]  (主席)神是給他的百姓的律法在這裡。
[00:27:14.000 --> 00:27:18.000]  (主席)有機會和大家說律法書裡面的精彩的東西。
[00:27:19.000 --> 00:27:30.000]  (主席)律法書不是死守的,《古生英古經》所說的律法,是要百姓活出一個聖潔,一個超越當時環境的生活。
[00:27:30.000 --> 00:27:36.000]  (主席)而當時的人所活出來的生活,是亂七八糟的。
[00:27:36.000 --> 00:27:41.000]  (主席)是令你聽說的時候,你不相信的。
[00:27:43.000 --> 00:27:51.000]  (主席)在裡面,保羅說到我今時今日所面對的是要靠著神,盼望死人善惡的復活。
[00:27:51.000 --> 00:27:53.000]  (主席)為什麼要說這件事?
[00:27:53.000 --> 00:28:00.000]  (主席)我們要知道,人人必有得死,死後且有審判。
[00:28:00.000 --> 00:28:03.000]  (主席)這是聖經一個很清楚的教導的原則。
[00:28:03.000 --> 00:28:10.000]  (主席)就是今時今日,無論我和你,當我們有一天,去到神的面前,我們要交著。
[00:28:12.000 --> 00:28:13.000]  (主席)我們要交著。
[00:28:13.000 --> 00:28:25.000]  (主席)不信的人,神會問他,我兒子耶穌賜了給你,你做了什麼?你怎樣對他?
[00:28:25.000 --> 00:28:30.000]  (主席)信了的人,神說我賜了恩賜給你,你做了什麼?
[00:28:30.000 --> 00:28:37.000]  (主席)今時今日,弟兄姊妹,神給我們一切的恩典,有一天我們要向神交著。
[00:28:39.000 --> 00:28:42.000]  (主席)這是聖經很清楚的教導。
[00:28:42.000 --> 00:28:48.000]  (主席)無論好人,死人,有一天我們都要在神的面前,去向神交著。
[00:28:48.000 --> 00:28:54.000]  (主席)這本書說,無論我對神,對人,我都尚存無愧的良心。
[00:28:54.000 --> 00:28:58.000]  (主席)這些帶出來的點,全部是聖經裡面的經文。
[00:28:58.000 --> 00:29:06.000]  (主席)提醒我們,今日我們對著神,對著人,我們是不是有一個無愧的良心?
[00:29:06.000 --> 00:29:16.000]  (主席)第二點,第二章,第25章,保羅在這裡說,我是遵守所有的律法,
[00:29:16.000 --> 00:29:20.000]  (主席)我們看看第八章的經文,他怎樣說?第25章第八章。
[00:29:20.000 --> 00:29:33.000]  (主席)保羅申言說,無論猶太人的律法,或是聖殿,或是該殺,我都沒有干法。
[00:29:35.000 --> 00:29:44.000]  (主席)大家聽清楚,選民,神給他們的律法,保羅我一條都沒有犯過。
[00:29:44.000 --> 00:29:51.000]  (主席)保羅不是在這裡誇口說話的,保羅他一條心生的律法都沒有犯過。
[00:29:51.000 --> 00:30:03.000]  (主席)他是一個猶太的拉比,很多人都看錯了保羅,因為保羅只是一個織帳棚,手作仔,其實是錯誤的看法。
[00:30:04.000 --> 00:30:16.000]  (主席)很多傳統的解經都覺得保羅好像在海邊的俏皮帳,史唐傳第十章的西門一樣,
[00:30:16.000 --> 00:30:27.000]  (主席)白天就用皮去織帳棚,其實你是完全看錯了聖經的,因為帳棚是織的,不是用皮做的。
[00:30:28.000 --> 00:30:34.000]  (主席)我覺得很容易有一個問題,保羅做帳棚是賣給誰,誰要住帳棚?
[00:30:34.000 --> 00:30:45.000]  (主席)有沒有民族,我說有沒有民族不住帳棚的,如果大家以前看過,在山邊見到很多人,沒有民族在那裡,他們住在那裡?
[00:30:45.000 --> 00:30:54.000]  (主席)他們住帳棚是用自己的牛皮羊皮去搭棚,但他們通常住在山洞裡面,很多山洞。
