
[00:00:00.000 --> 00:00:04.200]  各位頂姊妹 各位家長 各位小朋友 早安
[00:01:43.160 --> 00:01:45.800]  很高 很辛苦
[00:01:45.800 --> 00:01:49.520]  那時候我是跟著我奶奶去住的
[00:01:49.520 --> 00:01:52.480]  奶奶就是爸爸的媽媽
[00:01:52.600 --> 00:01:54.120]  我跟著我奶奶住的
[00:01:54.120 --> 00:01:59.160]  我奶奶那時候帶著我去哪裡都會帶著的
[00:01:59.160 --> 00:02:02.080]  去公園也帶著 去晨運也帶著
[00:02:02.080 --> 00:02:04.040]  去街市買菜也會帶著
[00:02:04.040 --> 00:02:07.160]  我小時候就跟著她四處去
[00:02:07.160 --> 00:02:11.880]  有一次我奶奶又帶我去街市買菜
[00:02:11.880 --> 00:02:15.040]  拖著我去買菜 買完菜回家
[00:02:15.040 --> 00:02:18.000]  很辛苦抽著菜上了五層樓之後
[00:02:18.000 --> 00:02:19.200]  回到家發現
[00:02:19.320 --> 00:02:23.400]  咦 為什麼我手上多了一個算盤
[00:02:23.400 --> 00:02:25.880]  可能小朋友不知道什麼是算盤
[00:02:25.880 --> 00:02:28.280]  你回去問爸爸媽媽什麼是算盤
[00:02:28.280 --> 00:02:30.400]  總之多了一個東西叫算盤
[00:02:30.400 --> 00:02:34.560]  看到以為為什麼多了一個算盤在手上
[00:02:34.560 --> 00:02:37.120]  家裡沒有這樣的東西
[00:02:37.120 --> 00:02:41.280]  她想了想 哎呀 剛才是經過街市的時候
[00:02:41.280 --> 00:02:44.280]  應該有個檔口 門口就有個算盤
[00:02:44.280 --> 00:02:47.240]  可能是我經過的時候順手一拿
[00:02:47.360 --> 00:02:49.360]  然後就拿回家了
[00:02:49.360 --> 00:02:51.480]  哎呀 偷了東西
[00:02:51.480 --> 00:02:57.960]  好了 嘩 去街市買完菜回家上了五層樓
[00:02:57.960 --> 00:03:00.080]  才發現我手上多了一個算盤
[00:03:00.080 --> 00:03:02.200]  但是既然都回家了
[00:03:02.200 --> 00:03:03.800]  那就是有沒有人發現
[00:03:03.800 --> 00:03:05.360]  有沒有人發現
[00:03:05.360 --> 00:03:07.240]  沒有人發現了 是不是
[00:03:07.240 --> 00:03:08.640]  沒有人發現的時候
[00:03:08.640 --> 00:03:11.240]  那你覺得我奶奶她怎麼做
[00:03:11.240 --> 00:03:14.800]  當沒事發生就行了 是不是這樣
[00:03:14.920 --> 00:03:21.080]  不是的 我奶奶她就故意拿回那個算盤
[00:03:21.080 --> 00:03:23.880]  拿回五層樓去街市給別人
[00:03:23.880 --> 00:03:27.480]  然後又要扔回五層樓上樓
[00:03:27.480 --> 00:03:30.600]  她那時候都不年輕了 六十多歲了
[00:03:30.600 --> 00:03:36.920]  所以這件事給我一個印象
[00:03:36.920 --> 00:03:39.040]  就是我奶奶是一個很誠實的人
[00:03:39.040 --> 00:03:40.760]  她是一個很誠實的人
[00:03:40.760 --> 00:03:43.160]  當然有其他的事情
[00:03:43.280 --> 00:03:45.280]  我都知道她很誠實
[00:03:45.280 --> 00:03:47.400]  當然我是忘記了
[00:03:47.400 --> 00:03:49.520]  這件事是誰告訴我的
[00:03:49.520 --> 00:03:54.040]  當然不是算盤的店舖老闆
[00:03:54.040 --> 00:03:56.160]  是我奶奶她告訴我的
[00:03:56.160 --> 00:03:59.560]  她告訴我當時有一件這樣的事
[00:03:59.560 --> 00:04:00.880]  我拿了別人的算盤
[00:04:00.880 --> 00:04:03.000]  然後她又要走下去
[00:04:03.000 --> 00:04:05.840]  這些生活的一些片段
[00:04:05.840 --> 00:04:07.960]  其實都算是一個故事
[00:04:07.960 --> 00:04:12.160]  我們說的故事是一些過去發生了的事
[00:04:12.280 --> 00:04:14.800]  不是說只是童話故事叫故事
[00:04:14.800 --> 00:04:16.240]  聖經故事叫故事
[00:04:16.240 --> 00:04:19.400]  其實在日常生活裡面
[00:04:19.400 --> 00:04:20.920]  或者一些過去的片段
[00:04:20.920 --> 00:04:22.520]  都是屬於你的故事
[00:04:22.520 --> 00:04:26.960]  這些故事當你從述去告訴你的下一代聽
[00:04:26.960 --> 00:04:29.280]  告訴你身邊的人聽的時候
[00:04:29.280 --> 00:04:31.040]  其實有什麼意義呢
[00:04:31.040 --> 00:04:36.080]  剛才我奶奶她將她的故事告訴我
[00:04:36.080 --> 00:04:38.800]  她成為了我心裡面的一些記憶
[00:04:38.800 --> 00:04:41.960]  和一些指引 一些路標
[00:04:42.080 --> 00:04:47.840]  我後來我自己都算是一個誠實的人
[00:04:47.840 --> 00:04:50.160]  有一次我又和別人逛街
[00:04:50.160 --> 00:04:52.840]  實不相瞞是和我之前的女朋友
[00:04:52.840 --> 00:04:56.520]  去逛街 去到一間書局那裡
[00:04:56.520 --> 00:05:00.360]  一邊逛一邊聊天 一邊選東西
[00:05:00.360 --> 00:05:04.840]  當然因為注意力都在女朋友身上
[00:05:04.840 --> 00:05:07.840]  然後一邊聊一邊走就出去了
[00:05:07.840 --> 00:05:09.760]  走了很遠 走了幾條街
[00:05:09.880 --> 00:05:12.200]  接著看一看 咦 手上為什麼有些東西
[00:05:12.200 --> 00:05:15.120]  哎呀 剛才在別人的書局拿了一些東西
[00:05:15.120 --> 00:05:16.720]  在手上沒有給錢 走了
[00:05:16.720 --> 00:05:18.240]  那怎麼辦
[00:05:18.240 --> 00:05:23.880]  在這個時候我奶奶的路標就發生了作用
[00:05:23.880 --> 00:05:26.000]  她告訴我做人要誠實
[00:05:26.000 --> 00:05:29.080]  我就走回頭 我去到跟別人說
[00:05:29.080 --> 00:05:31.400]  哎呀 對不起 我剛才忘記給錢
[00:05:31.400 --> 00:05:33.920]  別人書局的職員也好
[00:05:33.920 --> 00:05:35.840]  哎呀 對不起 我忘記收你錢
[00:05:36.960 --> 00:05:42.200]  其實誠實是有它的好處
[00:05:42.200 --> 00:05:45.560]  原來你將一些過去的故事
[00:05:45.560 --> 00:05:49.120]  一些片段去到告訴你的小朋友的時候
[00:05:49.120 --> 00:05:52.120]  其實是成為了他人生的一個路標
[00:05:52.120 --> 00:05:55.760]  讓他以後去做人的時候能夠去學習
[00:05:55.760 --> 00:06:00.360]  我們透過故事 我們透過童話也好
[00:06:00.360 --> 00:06:03.240]  生活片段也好 聖經的故事也好
[00:06:03.360 --> 00:06:07.360]  其實是能夠盛載很多的資訊在裡面的
[00:06:07.360 --> 00:06:11.960]  盛載的資訊是多於你能夠就這樣告訴他
[00:06:11.960 --> 00:06:13.840]  我想每一個爸爸媽媽
[00:06:13.840 --> 00:06:15.600]  你都試過跟你的小朋友說
[00:06:15.600 --> 00:06:19.280]  做人要誠實 要乖一點
[00:06:19.280 --> 00:06:22.640]  通常你叫他乖一點 他都不知道什麼叫乖一點
[00:06:22.640 --> 00:06:28.120]  你很難去到將一個很抽象的概念
[00:06:28.120 --> 00:06:29.840]  去到就這樣告訴小朋友
[00:06:29.840 --> 00:06:32.440]  做人要誠實 什麼叫誠實呢
[00:06:32.560 --> 00:06:34.920]  但是當它變成了一個故事
[00:06:34.920 --> 00:06:37.760]  好像我剛才說的我媽媽的故事
[00:06:37.760 --> 00:06:41.200]  就讓我知道這一種就叫誠實了
[00:06:41.200 --> 00:06:43.880]  這種行為就叫誠實了
[00:06:43.880 --> 00:06:46.840]  於是就讓我記住了
[00:06:46.840 --> 00:06:51.000]  並且我能夠去到跟隨他的腳踪去走
[00:06:51.000 --> 00:06:53.080]  我又說一個故事了
[00:06:53.080 --> 00:06:56.480]  小朋友又多一些故事讓你們可以留心
[00:06:56.480 --> 00:06:59.760]  這次又是我做主角
[00:06:59.880 --> 00:07:01.360]  不過已經長大了
[00:07:01.360 --> 00:07:03.840]  就輪到我牽著我的小朋友了
[00:07:03.840 --> 00:07:08.680]  那時候我的小朋友是幼稚園高班
[00:07:08.680 --> 00:07:12.680]  幼稚園高班 有點大
[00:07:12.680 --> 00:07:16.040]  那時候我就帶著他上學
[00:07:16.040 --> 00:07:18.360]  不過就快遲到了
[00:07:18.360 --> 00:07:21.320]  於是就牽著他急急腳走
[00:07:21.320 --> 00:07:23.440]  走到一個街市
[00:07:23.440 --> 00:07:25.280]  我看到一個老婆婆
[00:07:25.800 --> 00:07:31.480]  那個老婆婆彎下身在一個垃圾堆上
[00:07:31.480 --> 00:07:33.800]  一直在做一個這樣的動作
[00:07:33.800 --> 00:07:35.360]  知道是什麼嗎
[00:07:35.360 --> 00:07:40.920]  她在撿垃圾堆裡面一些爛的水果來吃
[00:07:40.920 --> 00:07:44.720]  在那些垃圾裡面撿一些沒那麼爛的來吃
[00:07:44.720 --> 00:07:46.520]  我看到那個場景
[00:07:46.520 --> 00:07:48.360]  我當然覺得心酸
[00:07:48.360 --> 00:07:51.160]  而那一刻我的兒子就問我
[00:07:51.160 --> 00:07:52.920]  婆婆在做什麼
[00:07:52.920 --> 00:07:55.000]  婆婆在做什麼
[00:07:55.120 --> 00:07:58.800]  我那一刻就告訴他
[00:07:58.800 --> 00:08:00.880]  我說婆婆可能很窮
[00:08:00.880 --> 00:08:03.600]  所以她要撿垃圾去吃
[00:08:03.600 --> 00:08:06.160]  說完之後是不是就算了
[00:08:06.160 --> 00:08:08.160]  說完解釋了
[00:08:08.160 --> 00:08:09.640]  他回答了她的問題
[00:08:09.640 --> 00:08:11.520]  有人問問題你回答了問題
[00:08:11.520 --> 00:08:12.560]  好像事情結束了
[00:08:12.560 --> 00:08:14.720]  但是我心裡面告訴我
[00:08:14.720 --> 00:08:17.640]  事情還沒結束
[00:08:17.640 --> 00:08:19.000]  不應該是這樣完結的
[00:08:19.000 --> 00:08:20.760]  我就再跟我的兒子說
[00:08:20.760 --> 00:08:22.240]  我說婆婆這麼可憐
[00:08:22.240 --> 00:08:25.000]  不如我們去買些水果送給她吃
[00:08:25.000 --> 00:08:28.400]  因為很急急腳快遲到
[00:08:28.400 --> 00:08:30.640]  就去買了一梳香蕉
[00:08:30.640 --> 00:08:32.480]  選的時候也有技巧
[00:08:32.480 --> 00:08:36.200]  我當然不是選富士蘋果那些
[00:08:36.200 --> 00:08:38.760]  告訴她婆婆可能沒有牙齒
[00:08:38.760 --> 00:08:40.200]  我們要選一些軟軟的
[00:08:40.200 --> 00:08:42.080]  有什麼水果是軟軟的
[00:08:42.080 --> 00:08:45.360]  不用很容易吃到的
[00:08:45.360 --> 00:08:46.920]  香蕉沒錯了
[00:08:46.920 --> 00:08:47.680]  真是聰明
[00:08:47.680 --> 00:08:50.000]  就是買了一梳香蕉
[00:08:50.000 --> 00:08:52.800]  然後就拿過去送給婆婆
[00:08:52.920 --> 00:08:55.920]  我說婆婆我請你吃香蕉
[00:08:55.920 --> 00:08:58.520]  然後就又急急腳地上學
[00:08:58.520 --> 00:08:59.760]  然後就走了
[00:08:59.760 --> 00:09:03.200]  這個片段其實發生了之後
[00:09:03.200 --> 00:09:07.600]  我兒子開頭的記憶也很深刻的
[00:09:07.600 --> 00:09:10.800]  不過後來就要我不斷地告訴他
[00:09:10.800 --> 00:09:12.560]  但是這些事情
[00:09:12.560 --> 00:09:14.720]  是讓他成為了一個記憶
[00:09:14.720 --> 00:09:18.720]  也成為了一個很重要的品格培育
[00:09:18.720 --> 00:09:22.800]  到了今天我都自豪地說
[00:09:22.800 --> 00:09:25.120]  其實我兒子很有愛心
[00:09:25.120 --> 00:09:28.120]  每逢在街上看到黑衣的時候
[00:09:28.120 --> 00:09:30.280]  他都會問我拿幾塊錢去給人家
[00:09:30.280 --> 00:09:32.840]  然後他很樂於助人
[00:09:32.840 --> 00:09:35.360]  有一次我也覺得很有趣
[00:09:35.360 --> 00:09:36.280]  我們去廁所
[00:09:36.280 --> 00:09:38.680]  大家男生一起去男廁
[00:09:38.680 --> 00:09:40.800]  去完之後有一個伯伯
[00:09:40.800 --> 00:09:42.800]  他抽著袋子送進去廁所
[00:09:42.800 --> 00:09:45.200]  我兒子跟他說伯伯我幫你拿著
[00:09:45.200 --> 00:09:46.000]  你去吧
[00:09:46.000 --> 00:09:48.760]  然後他就拿著袋子站在伯伯旁邊
[00:09:48.760 --> 00:09:50.200]  就在那裡等
[00:09:50.520 --> 00:09:52.560]  我跟他說你不用站那麼近
[00:09:52.560 --> 00:09:53.880]  你站遠一點
[00:09:53.880 --> 00:09:56.720]  但是很有愛心
[00:09:56.720 --> 00:09:58.520]  我兒子是很有愛心
[00:09:58.520 --> 00:10:02.480]  這些我相信不是我跟他說
[00:10:02.480 --> 00:10:05.080]  你做人要有愛心
[00:10:05.080 --> 00:10:07.600]  不是這樣就可以培養到的
[00:10:07.600 --> 00:10:09.800]  而是要透過一些故事
[00:10:09.800 --> 00:10:11.120]  透過一些片段
[00:10:11.120 --> 00:10:14.120]  透過我們作為家長以身作則
[00:10:14.120 --> 00:10:19.760]  去告訴他你應該是怎樣做人
[00:10:19.880 --> 00:10:21.800]  當他長大了
[00:10:21.800 --> 00:10:23.920]  他記得這些片段的時候
[00:10:23.920 --> 00:10:27.560]  這些片段就會成為他生命的一些路標
[00:10:27.560 --> 00:10:33.880]  每一個小朋友其實都是跟隨著家長的腳踵去成長
[00:10:33.880 --> 00:10:35.120]  你怎樣做人
[00:10:35.120 --> 00:10:38.360]  其實很影響他將來怎樣做人
[00:10:38.360 --> 00:10:41.880]  我有些做老師的朋友他們都說
[00:10:41.880 --> 00:10:45.480]  你看到小朋友大概知道他的爸爸媽媽是怎樣的
[00:10:45.480 --> 00:10:48.480]  所以的時候我鼓勵各位家長
[00:10:48.600 --> 00:10:50.960]  你都是要以身作則
[00:10:50.960 --> 00:10:53.160]  去教導你的小朋友
[00:10:53.160 --> 00:10:56.040]  你試試將你生命的一些故事告訴他
[00:10:56.040 --> 00:10:58.160]  你小時候發生過什麼事
[00:10:58.160 --> 00:10:59.160]  你告訴他
[00:10:59.160 --> 00:11:02.920]  好讓他能夠跟隨你的腳踵去成長
[00:11:02.920 --> 00:11:05.120]  我又說一個故事
[00:11:05.120 --> 00:11:06.680]  小朋友聽著
[00:11:06.680 --> 00:11:09.240]  知不知道你有沒有去過超級市場買東西
[00:11:09.240 --> 00:11:11.080]  有沒有見過一隻叫日清伊麵
[00:11:11.080 --> 00:11:14.200]  是啊 有隻雞仔在上面
[00:11:14.200 --> 00:11:17.000]  不用煮的
[00:11:17.000 --> 00:11:18.440]  用滾水滾就能吃了
[00:11:18.560 --> 00:11:19.840]  好不好吃
[00:11:19.840 --> 00:11:21.880]  小朋友喜歡吃麵嗎
[00:11:21.880 --> 00:11:23.480]  不喜歡吃麵
[00:11:23.480 --> 00:11:25.080]  有些喜歡有些不喜歡
[00:11:25.080 --> 00:11:27.280]  我覺得日清伊麵很好吃
[00:11:27.280 --> 00:11:28.360]  但是我告訴你
[00:11:28.360 --> 00:11:30.600]  我試過吃了一個星期日清伊麵
[00:11:30.600 --> 00:11:31.960]  三餐
[00:11:31.960 --> 00:11:33.760]  日清伊麵
[00:11:33.760 --> 00:11:35.120]  但不是因為它好味
[00:11:35.120 --> 00:11:36.680]  為什麼呢
[00:11:36.680 --> 00:11:38.720]  那時候我已經是一個中學生
[00:11:38.720 --> 00:11:43.200]  我家人他們很喜歡回鄉下
[00:11:43.200 --> 00:11:45.000]  不是日本
[00:11:45.120 --> 00:11:48.200]  他們喜歡回大陸
[00:11:48.200 --> 00:11:50.240]  我很討厭
[00:11:50.240 --> 00:11:51.760]  因為那裡沒有東西
[00:11:51.760 --> 00:11:54.840]  那時候當然已經沒有電話
[00:11:54.840 --> 00:11:58.160]  甚至全部外面看出去就是田和草
[00:11:58.160 --> 00:11:59.080]  很悶
[00:11:59.080 --> 00:12:00.800]  於是乎我不肯回
[00:12:00.800 --> 00:12:01.880]  我去到中學
[00:12:01.880 --> 00:12:03.240]  我終於成功地反抗
[00:12:03.240 --> 00:12:04.080]  我說我不回
[00:12:04.080 --> 00:12:06.440]  於是乎我家人沒有辦法
[00:12:06.440 --> 00:12:07.480]  就給下錢
[00:12:07.480 --> 00:12:09.440]  叫我自己吃飯
[00:12:09.440 --> 00:12:11.280]  然後他們回了大陸
[00:12:11.280 --> 00:12:13.240]  我拿了錢
[00:12:13.360 --> 00:12:17.800]  我第一天就去買了模型
[00:12:17.800 --> 00:12:23.120]  還有足夠我吃一個星期的日清伊麵
[00:12:23.120 --> 00:12:24.640]  於是乎
[00:12:24.640 --> 00:12:27.440]  那些模型第一天就給我砌好了
[00:12:27.440 --> 00:12:29.240]  但是當我吃日清伊麵
[00:12:29.240 --> 00:12:31.760]  吃到第三天的時候
[00:12:31.760 --> 00:12:33.760]  慘了
[00:12:33.760 --> 00:12:34.760]  辛苦了
[00:12:34.760 --> 00:12:35.800]  吃到第三天的時候
[00:12:35.800 --> 00:12:37.600]  我還想我還有四天要吃
[00:12:37.600 --> 00:12:39.400]  怎麼辦
[00:12:39.400 --> 00:12:40.640]  但是都沒有辦法
[00:12:40.640 --> 00:12:41.600]  沒有錢
[00:12:41.720 --> 00:12:45.640]  唯有就要繼續吃日清伊麵
[00:12:45.640 --> 00:12:47.680]  小朋友這樣好不好
[00:12:47.680 --> 00:12:49.760]  不好
[00:12:49.760 --> 00:12:51.240]  有什麼教訓
[00:12:51.240 --> 00:12:55.720]  我不應該先花未來錢
[00:12:55.720 --> 00:12:57.040]  我不應該這麼沒計劃
[00:12:57.040 --> 00:12:58.680]  我也不應該貪玩
[00:12:58.680 --> 00:13:00.720]  把錢用來買模型
[00:13:00.720 --> 00:13:03.200]  應該用來買飯吃的東西
[00:13:03.200 --> 00:13:04.040]  買模型
[00:13:04.040 --> 00:13:05.320]  結果就要自作自受
[00:13:05.320 --> 00:13:08.280]  其實各位家長
[00:13:08.400 --> 00:13:12.160]  你不要怕把自己一些過去做錯的事情
[00:13:12.160 --> 00:13:14.400]  或者是一些失威的事情
[00:13:14.400 --> 00:13:15.400]  或者是失敗的事情
[00:13:15.400 --> 00:13:16.680]  告訴你的小朋友
[00:13:16.680 --> 00:13:18.640]  其實可以說的
[00:13:18.640 --> 00:13:20.160]  我經過超級市場
[00:13:20.160 --> 00:13:21.120]  看到日清伊麵
[00:13:21.120 --> 00:13:22.200]  我就會跟兒子說
[00:13:22.200 --> 00:13:24.040]  爸爸試過吃了一個星期
[00:13:24.040 --> 00:13:29.920]  他是可以從你的失敗裡面吸收經驗
[00:13:29.920 --> 00:13:33.920]  然後避免了他在同一個位置跌倒
[00:13:33.920 --> 00:13:36.720]  所以我又是再鼓勵大家
[00:13:36.840 --> 00:13:39.800]  你要多點跟你的子女分享
[00:13:39.800 --> 00:13:41.160]  去講你的故事
[00:13:41.160 --> 00:13:42.320]  去講你的經歷
[00:13:42.320 --> 00:13:43.920]  好讓他們能夠成長
[00:13:43.920 --> 00:13:46.240]  而今天的經文說到
[00:13:46.240 --> 00:13:48.040]  聖經都是神所默示的
[00:13:48.040 --> 00:13:50.040]  於教訓督責使人歸正
[00:13:50.040 --> 00:13:52.520]  教導人學而都是有益的
[00:13:52.520 --> 00:13:55.800]  叫屬神的人得以完全預備行各樣的善事
[00:13:55.800 --> 00:14:00.640]  如果我們說我們人生裡面發生的事情
[00:14:00.640 --> 00:14:01.760]  叫做真人真事
[00:14:01.760 --> 00:14:05.960]  聖經裡面的就叫做真神真事
[00:14:06.080 --> 00:14:09.640]  因為是上帝怎樣創造這個世界
[00:14:09.640 --> 00:14:13.120]  他怎樣去到介入這個世界
[00:14:13.120 --> 00:14:14.680]  去拯救犯罪的人
[00:14:14.680 --> 00:14:17.160]  甚至把耶穌基督賜給我們
[00:14:17.160 --> 00:14:20.080]  叫我們能夠相信耶穌
[00:14:20.080 --> 00:14:21.320]  回到祂那裡
[00:14:21.320 --> 00:14:24.880]  整個故事是在講上帝如何去救贖人類
[00:14:24.880 --> 00:14:28.600]  那個故事裡面不斷有很多的教訓
[00:14:28.600 --> 00:14:31.960]  讓我們能夠去到學習去到成長
[00:14:31.960 --> 00:14:34.960]  所以故事不是只是講給小朋友聽的
[00:14:35.080 --> 00:14:37.800]  其實耶穌在聖經裡面
[00:14:37.800 --> 00:14:40.840]  你看到耶穌教的門徒都是講故事的
[00:14:40.840 --> 00:14:42.440]  都是用很多的東西
[00:14:42.440 --> 00:14:43.920]  所以我剛才講的故事
[00:14:43.920 --> 00:14:47.640]  我相信大家可能中間會有些東西去領受到
[00:14:47.640 --> 00:14:48.560]  去學習到
[00:14:48.560 --> 00:14:51.160]  千萬不要小看故事
[00:14:51.160 --> 00:14:54.600]  讓我們的子女在故事裡面成長
[00:14:54.600 --> 00:14:57.600]  你帶他們回來兒童聖經學校
[00:14:57.600 --> 00:15:01.200]  讓我們的導師去多點跟他們講故事
[00:15:01.200 --> 00:15:02.880]  你不要小看這件事
[00:15:03.000 --> 00:15:05.400]  其實培養了他們很多品格
[00:15:05.400 --> 00:15:06.640]  弟兄姊妹
[00:15:06.640 --> 00:15:09.320]  你也是多點去看聖經的故事
[00:15:09.320 --> 00:15:11.560]  看聖經的教導
[00:15:11.560 --> 00:15:12.760]  作為家長的
[00:15:12.760 --> 00:15:13.840]  你看多點聖經
[00:15:13.840 --> 00:15:16.280]  你的品格建立得好的時候
[00:15:16.280 --> 00:15:18.640]  你都一定會幫到你的子女
[00:15:18.640 --> 00:15:20.280]  有一個良好的成長
[00:15:20.280 --> 00:15:22.600]  我們現在一同去禱告
[00:15:22.600 --> 00:15:23.640]  我們祈禱
[00:15:23.640 --> 00:15:26.080]  親愛的天父
[00:15:26.080 --> 00:15:26.840]  我們感謝你
[00:15:26.840 --> 00:15:29.640]  感謝你設下無數的聖經的故事
[00:15:29.760 --> 00:15:32.120]  讓我們能夠透過這些故事去學習
[00:15:32.120 --> 00:15:33.080]  去成長
[00:15:33.080 --> 00:15:35.520]  好讓我們能夠跟隨你的腳踪
[00:15:35.520 --> 00:15:37.240]  變得更加像你
[00:15:37.240 --> 00:15:38.360]  更加認識你
[00:15:38.360 --> 00:15:39.920]  求你在當中去拖帶
[00:15:39.920 --> 00:15:43.040]  保守我們每一位的家長
[00:15:43.040 --> 00:15:44.720]  每一位的小朋友
[00:15:44.720 --> 00:15:46.080]  每一位的弟兄姊妹
[00:15:46.080 --> 00:15:48.400]  透過聖經我們可以學習更多
[00:15:48.400 --> 00:15:49.360]  認識你更多
[00:15:49.360 --> 00:15:50.040]  多謝你
[00:15:50.040 --> 00:15:50.760]  祈禱交託
[00:15:50.760 --> 00:15:52.120]  奉耶穌基督的名
[00:15:52.120 --> 00:15:52.720]  祈求
[00:15:52.720 --> 00:15:53.560]  阿們

