
[00:00:00.000 --> 00:00:03.320]  今早跟大家分享的講題就是
[00:06:10.320 --> 00:06:14.320]  夠不夠那些東西更加重呢?
[00:06:14.320 --> 00:06:18.320]  有一個人物
[00:06:18.320 --> 00:06:19.320]  他有綜合名字
[00:06:19.320 --> 00:06:21.320]  就叫做李愛銳
[00:06:21.320 --> 00:06:23.320]  或者李愛銳牧師
[00:06:23.320 --> 00:06:25.320]  Eric
[00:06:25.320 --> 00:06:27.320]  這位Eric先生
[00:06:27.320 --> 00:06:30.320]  如果大家有一定的資料
[00:06:30.320 --> 00:06:34.320]  應該會看過《烈火戰車》這部電影
[00:06:34.320 --> 00:06:38.320]  裡面提及的就是這個人物
[00:06:38.320 --> 00:06:40.320]  他1902年出生
[00:06:40.320 --> 00:06:44.320]  當時他1924年的時候
[00:06:44.320 --> 00:06:45.320]  22歲左右
[00:06:45.320 --> 00:06:47.320]  他參加了巴黎奧運會
[00:06:47.320 --> 00:06:51.320]  在那裡原本他應該是跑100米的
[00:06:51.320 --> 00:06:53.320]  你聽過他的故事就知道
[00:06:53.320 --> 00:06:55.320]  到要跑100米的之前那天
[00:06:55.320 --> 00:06:59.320]  他才發現原來安排在星期日要跑100米
[00:06:59.320 --> 00:07:02.320]  但是因為他是一個基督徒
[00:07:02.320 --> 00:07:05.320]  星期日是要歸給主的
[00:07:05.320 --> 00:07:07.320]  是一個安息的日子
[00:07:07.320 --> 00:07:10.320]  所以他就說他拒絕出賽
[00:07:10.320 --> 00:07:14.320]  當時是令到整個英國的人民
[00:07:14.320 --> 00:07:18.320]  包括王子等等都大為失望
[00:07:18.320 --> 00:07:21.320]  因為100米是他的強項
[00:07:21.320 --> 00:07:24.320]  所以他一直的訓練都是集中在100米
[00:07:24.320 --> 00:07:26.320]  竟然他拒絕出賽
[00:07:26.320 --> 00:07:28.320]  拒絕出賽之後
[00:07:28.320 --> 00:07:30.320]  奧委會再幫他想想
[00:07:30.320 --> 00:07:33.320]  安排他跑200米和跑400米
[00:07:33.320 --> 00:07:35.320]  每個人都會覺得
[00:07:35.320 --> 00:07:37.320]  你一向的訓練
[00:07:37.320 --> 00:07:39.320]  如果你是做運動的
[00:07:39.320 --> 00:07:42.320]  你都知道跑100米短跑和200米400米是不同的
[00:07:42.320 --> 00:07:44.320]  要接受的訓練或者技巧
[00:07:44.320 --> 00:07:46.320]  所以他可以拿到金牌的機會
[00:07:46.320 --> 00:07:48.320]  根本是很微的
[00:07:48.320 --> 00:07:52.320]  但他竟然真的選擇跑
[00:07:52.320 --> 00:07:55.320]  為的就是他要星期日要崇拜
[00:07:55.320 --> 00:07:56.320]  其實甚至有些人說
[00:07:56.320 --> 00:07:58.320]  其實你跑100米是下午跑
[00:07:58.320 --> 00:08:00.320]  崇拜是上午回來
[00:08:00.320 --> 00:08:02.320]  是沒有衝突的
[00:08:02.320 --> 00:08:04.320]  你回完崇拜
[00:08:04.320 --> 00:08:06.320]  下午就可以去跑步
[00:08:06.320 --> 00:08:07.320]  但他都拒絕
[00:08:07.320 --> 00:08:11.320]  因為他認為星期日是全日歸給上帝的安息日
[00:08:11.320 --> 00:08:13.320]  所以他就不跑了
[00:08:13.320 --> 00:08:17.320]  結果大眾傳媒很多宣傳
[00:08:17.320 --> 00:08:19.320]  很多人都很生氣
[00:08:19.320 --> 00:08:23.320]  但又想不到幾天或一個星期之後
[00:08:23.320 --> 00:08:26.320]  他200米是跑到拿到銅牌
[00:08:26.320 --> 00:08:30.320]  到400米的時候是拿到冠軍金牌
[00:08:30.320 --> 00:08:33.320]  令到所有人大跌眼鏡
[00:08:33.320 --> 00:08:39.320]  當年只有22歲的一個年輕人
[00:08:39.320 --> 00:08:43.320]  他在選擇上做了一個選擇
[00:08:43.320 --> 00:08:45.320]  他知道什麼是更加重要
[00:08:45.320 --> 00:08:49.320]  你可以說當日耶穌問他
[00:08:49.320 --> 00:08:51.320]  你愛我比這些更深
[00:08:51.320 --> 00:08:54.320]  如果這些的這些就指比賽
[00:08:54.320 --> 00:08:58.320]  可以拿獎的榮譽
[00:08:58.320 --> 00:09:03.320]  或者是可以令很多人開心的一件事
[00:09:03.320 --> 00:09:06.320]  他就照樣去跑
[00:09:06.320 --> 00:09:11.320]  但他的選擇就不是這樣
[00:09:11.320 --> 00:09:16.320]  也有些學者會研究這一句說話
[00:09:16.320 --> 00:09:20.320]  你愛我比這些更深
[00:09:20.320 --> 00:09:27.320]  這個更深的意思可能是指其他人
[00:09:27.320 --> 00:09:29.320]  是指其他門徒
[00:09:29.320 --> 00:09:34.320]  還記得彼得曾經三次雞叫耳先
[00:09:34.320 --> 00:09:36.320]  有三次不認耶穌
[00:09:36.320 --> 00:09:38.320]  知道有這件事吧
[00:09:38.320 --> 00:09:40.320]  是發生在什麼時候的
[00:09:40.320 --> 00:09:48.320]  就是耶穌那一晚跟他們吃完如月節晚餐
[00:09:48.320 --> 00:09:50.320]  已經預告給他們聽
[00:09:50.320 --> 00:09:54.320]  有人會因為他的命而跌倒
[00:09:54.320 --> 00:09:56.320]  當時彼得站出來說
[00:09:56.320 --> 00:09:58.320]  就算每個人都會跌倒
[00:09:58.320 --> 00:10:00.320]  我也不會跌倒
[00:10:00.320 --> 00:10:04.320]  就算我要坐牢和你一起死
[00:10:04.320 --> 00:10:06.320]  我也願意
[00:10:06.320 --> 00:10:09.320]  這個就是當時彼得很豪氣地說
[00:10:09.320 --> 00:10:12.320]  但耶穌已經跟他們預告一聲
[00:10:12.320 --> 00:10:16.320]  今晚雞叫耳先
[00:10:16.320 --> 00:10:18.320]  你要三次不認我
[00:10:18.320 --> 00:10:22.320]  所以這三次的失敗相當沉重
[00:10:22.320 --> 00:10:25.320]  就算到了耶穌復活顯現之後
[00:10:25.320 --> 00:10:30.320]  彼得心裡仍然有一個很大的刺
[00:10:30.320 --> 00:10:33.320]  就是耶穌還會不會接納我呢
[00:10:33.320 --> 00:10:36.320]  真的很難看 很羞澀
[00:10:36.320 --> 00:10:39.320]  當時我這麼豪氣地告訴別人
[00:10:39.320 --> 00:10:40.320]  每個人都跌倒
[00:10:40.320 --> 00:10:41.320]  我也不會跌倒
[00:10:41.320 --> 00:10:42.320]  每個人都失敗
[00:10:42.320 --> 00:10:43.320]  我也不會失敗
[00:10:43.320 --> 00:10:47.320]  偏偏他就是三次不認主
[00:10:47.320 --> 00:10:51.320]  這件事件還要記載在四卷科目書
[00:10:51.320 --> 00:10:55.320]  可想而知其實所有門徒都知道
[00:10:55.320 --> 00:10:58.320]  甚至你再看原來有一卷科目書
[00:10:58.320 --> 00:11:02.320]  記載到當時有一個門徒
[00:11:02.320 --> 00:11:06.320]  當時耶穌被抓了
[00:11:06.320 --> 00:11:09.320]  帶了去大祭司的原址
[00:11:09.320 --> 00:11:11.320]  當時天氣很冷
[00:11:11.320 --> 00:11:16.320]  所以有些人點了炭火取暖
[00:11:16.320 --> 00:11:21.320]  圍著炭火取暖的場景出現
[00:11:21.320 --> 00:11:23.320]  而門徒有一個
[00:11:23.320 --> 00:11:27.320]  他認識大祭司裡的僕人
[00:11:27.320 --> 00:11:29.320]  所以幫他傳話
[00:11:29.320 --> 00:11:32.320]  令彼得可以進入原址裡
[00:11:32.320 --> 00:11:35.320]  和其他僕人一起取暖
[00:11:35.320 --> 00:11:37.320]  順便他很想打探
[00:11:37.320 --> 00:11:41.320]  到底耶穌被抓到原址審查會發生什麼事
[00:11:41.320 --> 00:11:43.320]  似乎他已經很勇敢
[00:11:43.320 --> 00:11:44.320]  他跟隨著
[00:11:44.320 --> 00:11:47.320]  但在取暖的時候
[00:11:47.320 --> 00:11:49.320]  有人問一句
[00:11:49.320 --> 00:11:51.320]  你好像是他的門徒
[00:11:51.320 --> 00:11:55.320]  他就說我不認識他
[00:11:55.320 --> 00:11:59.320]  接著轉眼第二次又有另外一個人
[00:11:59.320 --> 00:12:05.320]  那個就是彼得斬了一個兵丁的親戚
[00:12:05.320 --> 00:12:07.320]  這是記載在聖經裡
[00:12:07.320 --> 00:12:12.320]  你會發現聖經有很多線索和資料告訴我們
[00:12:12.320 --> 00:12:15.320]  那個人又是這樣說
[00:12:15.320 --> 00:12:18.320]  我認得你是耶穌的門徒
[00:12:18.320 --> 00:12:20.320]  接著彼得又拒絕
[00:12:20.320 --> 00:12:22.320]  不是不是我不認識他
[00:12:22.320 --> 00:12:28.320]  第三次他仍然在其他人面前否認不認識耶穌
[00:12:28.320 --> 00:12:32.320]  這三次拒絕承認耶穌的經歷
[00:12:32.320 --> 00:12:37.320]  令他跟耶穌有一個很大的距離
[00:12:37.320 --> 00:12:39.320]  耶穌還會不會接納我呢
[00:12:39.320 --> 00:12:42.320]  這次他再來海邊看我們打魚
[00:12:42.320 --> 00:12:44.320]  叫我們下網
[00:12:44.320 --> 00:12:46.320]  又預備了早飯
[00:12:46.320 --> 00:12:48.320]  還點了一個炭火
[00:12:48.320 --> 00:12:52.320]  其實重複當天發生的場景
[00:12:52.320 --> 00:12:55.320]  在這一刻耶穌再問他
[00:12:55.320 --> 00:13:01.320]  你愛我比這些門徒更深嗎
[00:13:01.320 --> 00:13:04.320]  當天你說不會的
[00:13:04.320 --> 00:13:06.320]  每個人都會跌倒
[00:13:06.320 --> 00:13:10.320]  到底你愛我比其他門徒更愛我
[00:13:10.320 --> 00:13:12.320]  更愛得深呢
[00:13:12.320 --> 00:13:18.320]  耶穌透過這三次問彼得
[00:13:18.320 --> 00:13:20.320]  你愛我嗎
[00:13:20.320 --> 00:13:22.320]  你愛我嗎
[00:13:22.320 --> 00:13:24.320]  其實就是給他三次機會
[00:13:24.320 --> 00:13:29.320]  公開確認他對耶穌的愛和忠誠
[00:13:29.320 --> 00:13:36.320]  來抵消他以往三次否認耶穌
[00:13:36.320 --> 00:13:39.320]  這三次彼得的回應是什麼
[00:13:39.320 --> 00:13:40.320]  他說主啊
[00:13:40.320 --> 00:13:43.320]  是的你知道我愛你
[00:13:43.320 --> 00:13:48.320]  主啊是的你知道我愛你
[00:13:48.320 --> 00:13:50.320]  主啊你無所不知
[00:13:50.320 --> 00:13:57.320]  你知道我愛你
[00:13:57.320 --> 00:14:01.320]  耶穌有沒有曾經這樣問過你
[00:14:01.320 --> 00:14:03.320]  你愛我嗎
[00:14:03.320 --> 00:14:07.320]  當時你怎樣回應耶穌呢
[00:14:07.320 --> 00:14:09.320]  你有沒有很直接的跟耶穌說
[00:14:09.320 --> 00:14:12.320]  是的我愛你
[00:14:12.320 --> 00:14:13.320]  你什麼都知道
[00:14:13.320 --> 00:14:14.320]  你知道我怎樣的
[00:14:14.320 --> 00:14:15.320]  你知道我怎樣對你
[00:14:15.320 --> 00:14:19.320]  你知道我怎樣想你
[00:14:19.320 --> 00:14:20.320]  或者對我們來說
[00:14:20.320 --> 00:14:22.320]  覺得說我愛你
[00:14:22.320 --> 00:14:25.320]  對著自己最親密的人
[00:14:25.320 --> 00:14:29.320]  都覺得未必這麼輕易說出來
[00:14:29.320 --> 00:14:33.320]  何況是對著他的老師
[00:14:33.320 --> 00:14:34.320]  他的主
[00:14:34.320 --> 00:14:37.320]  但是彼得直言說
[00:14:37.320 --> 00:14:38.320]  我真的愛你
[00:14:38.320 --> 00:14:39.320]  你知道的
[00:14:39.320 --> 00:14:46.320]  所以這三次令他可以公開承認對主的愛
[00:14:46.320 --> 00:14:50.320]  其實是讓他有機會完完全全
[00:14:50.320 --> 00:14:53.320]  被耶穌基督再次接納他
[00:14:53.320 --> 00:14:56.320]  耶穌基督真的接納他回轉
[00:14:56.320 --> 00:14:58.320]  你怎樣知道他接納他
[00:14:58.320 --> 00:15:00.320]  就是你看下一句
[00:15:00.320 --> 00:15:06.320]  耶穌說你餵養我的羊
[00:15:06.320 --> 00:15:11.320]  你牧養我的羊
[00:15:11.320 --> 00:15:15.320]  你餵養我的羊
[00:15:15.320 --> 00:15:17.320]  愛主呢
[00:15:17.320 --> 00:15:20.320]  其實你有沒有想過
[00:15:20.320 --> 00:15:22.320]  自己怎樣去衡量你對主的愛是有多深
[00:15:22.320 --> 00:15:28.320]  怎樣去量度呢
[00:15:28.320 --> 00:15:33.320]  如果你說你真的愛主
[00:15:33.320 --> 00:15:34.320]  很重要的是
[00:15:34.320 --> 00:15:37.320]  你要清理你和主之間的障礙
[00:15:37.320 --> 00:15:38.320]  就好像彼得這樣
[00:15:38.320 --> 00:15:40.320]  他和耶穌之間的最大障礙
[00:15:40.320 --> 00:15:44.320]  就是他曾經否認過耶穌
[00:15:44.320 --> 00:15:47.320]  但是現在的障礙
[00:15:47.320 --> 00:15:50.320]  是耶穌幫他清除了
[00:15:50.320 --> 00:15:54.320]  同樣的彼得深深明白到
[00:15:54.320 --> 00:15:57.320]  一個人需要悔改的重要性
[00:15:57.320 --> 00:16:01.320]  如果要清除和耶穌之間的障礙
[00:16:01.320 --> 00:16:04.320]  最重要的是要悔改
[00:16:04.320 --> 00:16:07.320]  《使徒行傳》二章
[00:16:07.320 --> 00:16:09.320]  記載彼得已經出來傳道
[00:16:09.320 --> 00:16:10.320]  建立教會
[00:16:10.320 --> 00:16:13.320]  他公開的講論的時候
[00:16:13.320 --> 00:16:15.320]  對著幾千人講
[00:16:15.320 --> 00:16:17.320]  他其中一個最重要的
[00:16:17.320 --> 00:16:19.320]  就是你們個人要悔改
[00:16:19.320 --> 00:16:21.320]  要在耶穌基督的名受洗
[00:16:21.320 --> 00:16:22.320]  洗了你們的罪
[00:16:22.320 --> 00:16:23.320]  得赦免
[00:16:23.320 --> 00:16:26.320]  就會領受所賜的聖靈
[00:16:26.320 --> 00:16:29.320]  如果你要和神有密切緊密的關係
[00:16:29.320 --> 00:16:31.320]  一定要無時無刻去反省
[00:16:31.320 --> 00:16:35.320]  你和耶穌之間有沒有一些障礙
[00:16:35.320 --> 00:16:37.320]  正如開頭領師
[00:16:37.320 --> 00:16:41.320]  司果敬拜的領事也提到
[00:16:41.320 --> 00:16:43.320]  會不會我們有一些陰暗面
[00:16:43.320 --> 00:16:45.320]  我們有一些不見光的東西
[00:16:45.320 --> 00:16:47.320]  其實只有主最清楚
[00:16:47.320 --> 00:16:49.320]  我們都知道一切
[00:16:49.320 --> 00:16:51.320]  會不會就是這些罪
[00:16:51.320 --> 00:16:53.320]  難了我們和耶穌可以有一個
[00:16:53.320 --> 00:16:55.320]  更加親密
[00:16:55.320 --> 00:16:58.320]  更加直接的愛的關係
[00:16:58.320 --> 00:17:01.320]  所以一定要清理這些障礙
[00:17:01.320 --> 00:17:03.320]  你才可以很豪氣地說
[00:17:03.320 --> 00:17:05.320]  主啊 是啊 我愛你
[00:17:05.320 --> 00:17:07.320]  你知道我愛你
[00:17:07.320 --> 00:17:08.320]  一定要悔改
[00:17:08.320 --> 00:17:10.320]  而且不只是一次
[00:17:10.320 --> 00:17:12.320]  是每天的祈禱裡
[00:17:12.320 --> 00:17:13.320]  我們都去反省
[00:17:13.320 --> 00:17:14.320]  都去回想
[00:17:14.320 --> 00:17:16.320]  我又有什麼地方不妥善
[00:17:16.320 --> 00:17:18.320]  我得罪了上帝 得罪了人
[00:17:18.320 --> 00:17:21.320]  真的要認認真真去悔改
[00:17:21.320 --> 00:17:24.320]  神應許過
[00:17:24.320 --> 00:17:27.320]  你只要是真心去悔改
[00:17:27.320 --> 00:17:29.320]  祂就願意赦免你
[00:17:29.320 --> 00:17:31.320]  洗淨你一切的不義
[00:17:31.320 --> 00:17:34.320]  和耶穌有一個很好的關係
[00:17:34.320 --> 00:17:36.320]  第二個呢
[00:17:36.320 --> 00:17:38.320]  愛主之後
[00:17:38.320 --> 00:17:40.320]  就可以去服事主了
[00:17:40.320 --> 00:17:42.320]  有一個愛的動機
[00:17:42.320 --> 00:17:44.320]  來令我們可以服事主
[00:17:44.320 --> 00:17:46.320]  又是重複這三節經文
[00:17:46.320 --> 00:17:47.320]  這三節經文呢
[00:17:47.320 --> 00:17:48.320]  十五節
[00:17:48.320 --> 00:17:50.320]  耶穌是馬上告訴你
[00:17:50.320 --> 00:17:52.320]  你餵養我的羊
[00:17:52.320 --> 00:17:54.320]  十六節
[00:17:54.320 --> 00:17:56.320]  你牧養我的羊
[00:17:56.320 --> 00:17:57.320]  十七節
[00:17:57.320 --> 00:17:59.320]  你餵養我的羊
[00:17:59.320 --> 00:18:02.320]  留意這個是我的羊
[00:18:02.320 --> 00:18:04.320]  是耶穌基督的羊
[00:18:04.320 --> 00:18:05.320]  是主的羊
[00:18:05.320 --> 00:18:07.320]  不是你的羊 我的羊
[00:18:07.320 --> 00:18:09.320]  那些是我的羊 我餵養牠
[00:18:09.320 --> 00:18:11.320]  那些不是我的羊 我不餵養牠
[00:18:11.320 --> 00:18:13.320]  不是的 其實全部都是主的羊
[00:18:13.320 --> 00:18:15.320]  羊又是指什麼呢
[00:18:15.320 --> 00:18:17.320]  大家都會明白
[00:18:17.320 --> 00:18:20.320]  是指一群信主的群體
[00:18:20.320 --> 00:18:22.320]  裡面的每一個
[00:18:22.320 --> 00:18:25.320]  你們每一個都是主的羊
[00:18:25.320 --> 00:18:27.320]  教會裡面每一個
[00:18:27.320 --> 00:18:29.320]  都是主的羊
[00:18:29.320 --> 00:18:31.320]  彼得就是承接了
[00:18:31.320 --> 00:18:33.320]  耶穌給他的一個使命
[00:18:33.320 --> 00:18:35.320]  就是你要去建立信仰的群體
[00:18:35.320 --> 00:18:37.320]  就是建立教會
[00:18:37.320 --> 00:18:40.320]  你的名字就是教會的盤石
[00:18:40.320 --> 00:18:42.320]  所以你就是要牧養
[00:18:42.320 --> 00:18:45.320]  餵養屬於主的羊
[00:18:45.320 --> 00:18:47.320]  無論牠是用小羊
[00:18:47.320 --> 00:18:49.320]  Lamb
[00:18:49.320 --> 00:18:51.320]  還是羊 Sheep
[00:18:51.320 --> 00:18:53.320]  又再用Sheep
[00:18:53.320 --> 00:18:55.320]  正如有學者說
[00:18:55.320 --> 00:18:57.320]  他的寫作手法就是這樣
[00:18:57.320 --> 00:18:59.320]  他用的是阿加皮的真愛
[00:18:59.320 --> 00:19:01.320]  還是Faileo 愛也好
[00:19:01.320 --> 00:19:03.320]  又或者用Lamb 或者Sheep
[00:19:03.320 --> 00:19:05.320]  小羊 羊也好
[00:19:05.320 --> 00:19:07.320]  都是一路交替地用
[00:19:07.320 --> 00:19:09.320]  就是要強調那個重要性
[00:19:09.320 --> 00:19:12.320]  和涵蓋的範圍
[00:19:12.320 --> 00:19:14.320]  所以無論是大羊還是小羊
[00:19:14.320 --> 00:19:17.320]  他是年輕的羊
[00:19:17.320 --> 00:19:20.320]  我們有很多小朋友的羊
[00:19:20.320 --> 00:19:22.320]  我們有長者的羊
[00:19:22.320 --> 00:19:24.320]  都是主的羊
[00:19:24.320 --> 00:19:26.320]  而需要做什麼呢?
[00:19:26.320 --> 00:19:29.320]  餵養 餵養牧羊
[00:19:29.320 --> 00:19:32.320]  或者是餵養
[00:19:32.320 --> 00:19:34.320]  這個是說無論身體 心靈
[00:19:34.320 --> 00:19:36.320]  一個全人的關懷
[00:19:36.320 --> 00:19:38.320]  全人的幫助
[00:19:38.320 --> 00:19:42.320]  牧羊令他們在靈命上成長
[00:19:42.320 --> 00:19:46.320]  在心智上都要成長
[00:19:46.320 --> 00:19:58.320]  彼得蒙神赦免他的罪
[00:19:58.320 --> 00:20:00.320]  清除障礙
[00:20:00.320 --> 00:20:04.320]  接著重新接受耶穌基督的委派
[00:20:04.320 --> 00:20:06.320]  你可以去餵養我的羊
[00:20:06.320 --> 00:20:08.320]  我的小羊
[00:20:08.320 --> 00:20:11.320]  或者是牧養我的羊
[00:20:11.320 --> 00:20:17.320]  服事主其實是什麼呢?
[00:20:17.320 --> 00:20:19.320]  就是接受上帝給你的任務
[00:20:19.320 --> 00:20:22.320]  在《耳窟所書》五章二十五字提到
[00:20:22.320 --> 00:20:25.320]  作丈夫的你們要愛自己的妻子
[00:20:25.320 --> 00:20:29.320]  正如基督愛教會為教會寫記
[00:20:29.320 --> 00:20:32.320]  留意這句 基督愛教會
[00:20:32.320 --> 00:20:35.320]  就是耶穌基督主愛教會
[00:20:35.320 --> 00:20:40.320]  可以愛到為教會連自己的性命都不要
[00:20:40.320 --> 00:20:44.320]  或者很多人我們都會說
[00:20:44.320 --> 00:20:46.320]  教會裏面真的很麻煩
[00:20:46.320 --> 00:20:48.320]  教會人又多
