
[00:00:00.000 --> 00:00:04.860]  各位頂姐妹 主裡面平安 聖誕快樂
[00:03:34.600 --> 00:03:37.600]  可以去到神的面前
[00:03:37.600 --> 00:03:41.400]  然後最後第三方面
[00:03:41.400 --> 00:03:44.800]  這個新約是會來到完全的
[00:03:44.800 --> 00:03:49.100]  將舊有的完全的遮蓋
[00:03:49.100 --> 00:03:51.800]  聖誕快樂
[00:03:51.800 --> 00:03:53.800]  需要翻譯的
[00:03:53.800 --> 00:03:55.700]  不是每個人
[00:03:55.700 --> 00:04:02.900]  他能夠享用到神聖的這一種平安
[00:04:02.900 --> 00:04:06.700]  相信大家都不會反對
[00:04:06.700 --> 00:04:10.600]  阿根廷自從拿了世界盃之後
[00:04:10.600 --> 00:04:15.700]  美斯帶來全國的歡騰
[00:04:15.700 --> 00:04:18.800]  好像joy to the world
[00:04:18.800 --> 00:04:21.600]  美斯降臨這樣
[00:04:21.600 --> 00:04:25.800]  全個阿根廷上上下下
[00:04:25.800 --> 00:04:30.700]  暫時忘記他們的高通脹
[00:04:30.700 --> 00:04:34.000]  永遠沒辦法償還的外債
[00:04:34.000 --> 00:04:36.400]  嚴重的失業問題
[00:04:36.400 --> 00:04:38.300]  貪腐的問題
[00:04:38.300 --> 00:04:39.900]  是永遠解決不了的
[00:04:39.900 --> 00:04:42.300]  中南美洲的地方
[00:04:42.300 --> 00:04:44.200]  結構性的問題
[00:04:44.200 --> 00:04:46.500]  不可能透過一個世界盃
[00:04:46.500 --> 00:04:48.800]  就可以完全的扭轉的
[00:04:48.800 --> 00:04:51.100]  有短暫的
[00:04:51.100 --> 00:04:54.800]  一天可能一個星期的歡樂
[00:04:54.800 --> 00:04:57.000]  那些球衣很好賣
[00:04:57.000 --> 00:04:59.200]  全街都是10號
[00:04:59.200 --> 00:05:02.000]  其他那十個人就沒人記得了
[00:05:02.000 --> 00:05:04.700]  但是
[00:05:04.700 --> 00:05:08.500]  他帶來國民團結
[00:05:08.500 --> 00:05:10.500]  帶來國家
[00:05:10.500 --> 00:05:13.400]  真的有那個朝氣
[00:05:13.400 --> 00:05:14.900]  鬥志
[00:05:14.900 --> 00:05:17.200]  這個是重要的
[00:05:17.200 --> 00:05:19.000]  你想一想
[00:05:19.000 --> 00:05:21.400]  他走過的路
[00:05:21.400 --> 00:05:24.400]  由13歲開始
[00:05:24.400 --> 00:05:26.600]  他已經有這一份的天賦
[00:05:26.600 --> 00:05:28.700]  要成為足球明星了
[00:05:28.700 --> 00:05:31.800]  他的外祖母看到他的天份
[00:05:31.800 --> 00:05:34.600]  決心的要來栽培他
[00:05:34.600 --> 00:05:37.400]  去到西班牙的巴塞隆拿
[00:05:37.400 --> 00:05:39.600]  因為那個球會
[00:05:39.600 --> 00:05:41.800]  可以給他每個月
[00:05:41.800 --> 00:05:43.600]  一萬美金
[00:05:43.600 --> 00:05:45.400]  去打那些激數
[00:05:45.400 --> 00:05:48.400]  因為他天生是有一種缺陷
[00:05:48.400 --> 00:05:50.600]  是不能夠長高的
[00:05:50.600 --> 00:05:52.400]  去到13歲的時候
[00:05:52.400 --> 00:05:55.400]  他只是1.25米高度
[00:05:55.400 --> 00:05:58.200]  不可能成為一個出色的足球員
[00:05:58.200 --> 00:06:01.000]  他的體格也很瘦弱
[00:06:01.000 --> 00:06:03.200]  但是每個月
[00:06:03.200 --> 00:06:05.400]  巴塞就給他一萬美金
[00:06:05.400 --> 00:06:07.000]  打那些激數
[00:06:07.000 --> 00:06:09.200]  他說是很痛苦的
[00:06:09.200 --> 00:06:13.000]  就是這樣不斷地來強迫自己
[00:06:13.000 --> 00:06:14.400]  去訓練
[00:06:14.400 --> 00:06:17.400]  終於來到他退休之前
[00:06:17.400 --> 00:06:20.200]  拿到這個冠軍
[00:06:20.200 --> 00:06:22.600]  換來的就是整個國家
[00:06:22.600 --> 00:06:24.400]  是有一份的
[00:06:24.400 --> 00:06:26.000]  不單止是歡騰
[00:06:26.000 --> 00:06:28.200]  是有一份的團結
[00:06:28.200 --> 00:06:31.200]  感受到一份的力量
[00:06:31.200 --> 00:06:32.800]  我們的救主
[00:06:32.800 --> 00:06:37.000]  已經在高天作為永恆的鐘堡
[00:06:37.000 --> 00:06:40.600]  為全人類在神的面前
[00:06:40.600 --> 00:06:41.800]  致勝所
[00:06:41.800 --> 00:06:43.800]  真真正正的致勝所
[00:06:43.800 --> 00:06:47.000]  為全人類來守望
[00:06:47.000 --> 00:06:49.200]  所以我們基督徒
[00:06:49.200 --> 00:06:51.200]  就有這一份的力量
[00:06:51.200 --> 00:06:53.800]  去為這個世界做翻譯
[00:06:53.800 --> 00:06:55.600]  告訴他們
[00:06:55.600 --> 00:06:59.600]  這個世界真的可以有聖誕的快樂
[00:06:59.600 --> 00:07:01.400]  不過不是普通的
[00:07:01.400 --> 00:07:04.000]  開心完就沒有的快樂
[00:07:04.000 --> 00:07:10.200]  是真正永恆心靈的一份改變的力量
[00:07:10.200 --> 00:07:11.800]  這個是主耶穌
[00:07:11.800 --> 00:07:15.200]  由降生在馬槽開始
[00:07:15.200 --> 00:07:18.200]  祂要將舊有的猶太教
[00:07:18.200 --> 00:07:21.600]  這個舊約神設立的
[00:07:21.600 --> 00:07:24.200]  原來第七次告訴我們
[00:07:24.200 --> 00:07:29.400]  是照著天上的真實體
[00:07:29.400 --> 00:07:32.400]  來去複製的影像
[00:07:32.400 --> 00:07:34.600]  原來地上所做的一切
[00:07:34.600 --> 00:07:38.600]  是反照天上的永恆的真實
[00:07:38.600 --> 00:07:41.000]  這個就是主耶穌
[00:07:41.000 --> 00:07:43.200]  現在祂在天上
[00:07:43.200 --> 00:07:45.600]  至大者的寶座
[00:07:45.600 --> 00:07:49.400]  來去公積的身份
[00:07:49.400 --> 00:07:53.200]  所以不是世界的人能夠知道
[00:07:53.200 --> 00:07:57.000]  主耶穌現在在天上
[00:07:57.000 --> 00:08:01.000]  馬槽每個人都知道
[00:08:01.000 --> 00:08:03.400]  但是馬槽的浪漫
[00:08:03.400 --> 00:08:09.000]  改變不了一個人的心靈
[00:08:09.000 --> 00:08:10.800]  不會看到馬槽
[00:08:10.800 --> 00:08:16.200]  那個人就會有很大的生命的改變的力量
[00:08:16.200 --> 00:08:21.400]  必須要透過這個完整的救恩
[00:08:21.400 --> 00:08:23.200]  所以聖誕節
[00:08:23.200 --> 00:08:27.200]  其實報道是很好的機會
[00:08:27.200 --> 00:08:30.600]  我的姐姐從來都不回教會
[00:08:30.600 --> 00:08:32.800]  今早肯和媽媽一起
[00:08:32.800 --> 00:08:35.400]  去我妹妹天水圍的教會
[00:08:35.400 --> 00:08:37.200]  來去聚會
[00:08:37.200 --> 00:08:38.400]  紅恩堂
[00:08:38.400 --> 00:08:41.400]  就快老牧師在十一點半
[00:08:41.400 --> 00:08:46.000]  就會講勞加福音十九章的福音信息
[00:08:46.000 --> 00:08:51.600]  這個瑞利薩該信主
[00:08:51.600 --> 00:08:56.600]  聖誕節真是關乎萬民
[00:08:56.600 --> 00:08:59.200]  這個BB來到這個世界
[00:08:59.200 --> 00:09:01.000]  有什麼力量
[00:09:01.000 --> 00:09:03.000]  有什麼意義呢
[00:09:03.000 --> 00:09:07.800]  祂就是人類唯一的盼望
[00:09:07.800 --> 00:09:10.600]  也能夠讓人當認識祂
[00:09:10.600 --> 00:09:13.600]  就會得到很大的生命力
[00:09:13.600 --> 00:09:16.000]  而有改變的力量
[00:09:16.000 --> 00:09:18.000]  透過這一位
[00:09:18.000 --> 00:09:22.400]  已經在天上至大者寶座右邊
[00:09:22.400 --> 00:09:25.800]  作永恆中寶的耶穌
[00:09:25.800 --> 00:09:27.200]  就是因為祂
[00:09:27.200 --> 00:09:29.600]  我們得到一個盼望
[00:09:29.600 --> 00:09:31.200]  也都是因為祂
[00:09:31.200 --> 00:09:34.200]  我們可以有力量面對世界
[00:09:34.200 --> 00:09:36.200]  種種不同的困難
[00:09:36.200 --> 00:09:37.200]  固然
[00:09:37.200 --> 00:09:40.000]  神頂我們有不同的崗位
[00:09:40.000 --> 00:09:43.200]  不同人生的路
[00:09:43.200 --> 00:09:46.600]  我們不可能每個人都是謝遠文醫生
[00:09:46.600 --> 00:09:49.200]  沙士的時候殉職
[00:09:49.200 --> 00:09:52.400]  我們更加不可能每個人都是深水埗的明哥
[00:09:52.400 --> 00:09:54.000]  天天去派飯
[00:09:54.000 --> 00:09:55.400]  都不可能的
[00:09:55.400 --> 00:09:57.400]  但是
[00:09:57.400 --> 00:10:01.600]  上主在我們心靈裏面的感召
[00:10:01.600 --> 00:10:03.600]  會不會令到我們
[00:10:03.600 --> 00:10:07.200]  對別人更多一份的愛
[00:10:07.200 --> 00:10:09.800]  更多一份的憐憫
[00:10:09.800 --> 00:10:14.200]  更加感激上主在我們生命裏面
[00:10:14.200 --> 00:10:16.200]  那個的造就
[00:10:16.200 --> 00:10:17.800]  那個的恩典
[00:10:17.800 --> 00:10:20.400]  使我們能夠有一份知道恩典
[00:10:20.400 --> 00:10:23.800]  而很願意去傳遞恩典的
[00:10:23.800 --> 00:10:26.800]  這個渠道呢
[00:10:26.800 --> 00:10:30.000]  我認識有人
[00:10:30.000 --> 00:10:34.400]  做了一個很漂亮的蛋糕
[00:10:34.400 --> 00:10:37.000]  不是因為吃不到
[00:10:37.000 --> 00:10:40.800]  在他眼中只是有一點點的瑕疵
[00:10:40.800 --> 00:10:42.600]  立刻扔了進垃圾桶
[00:10:42.600 --> 00:10:45.400]  一個很漂亮的蛋糕
[00:10:45.400 --> 00:10:47.400]  親手自己做
[00:10:47.400 --> 00:10:50.400]  一點點的瑕疵就扔了
[00:10:50.400 --> 00:10:53.400]  即時扔進垃圾桶
[00:10:53.400 --> 00:10:56.400]  如果能夠想多一步
[00:10:56.400 --> 00:10:59.000]  能不能夠給其他人呢
[00:10:59.000 --> 00:11:00.400]  不是吃不到
[00:11:00.400 --> 00:11:02.400]  不是不可以吃
[00:11:02.400 --> 00:11:05.400]  是樣子不夠漂亮
[00:11:05.400 --> 00:11:09.800]  在他那個角度裏面
[00:11:09.800 --> 00:11:13.000]  什麼才是對別人的一種關愛呢
[00:11:13.000 --> 00:11:15.000]  沒錯 整個蛋糕是他自己買
[00:11:15.000 --> 00:11:16.000]  他自己做
[00:11:16.000 --> 00:11:21.000]  他自己親手去搓蛋糕等等
[00:11:21.000 --> 00:11:23.000]  但是
[00:11:23.000 --> 00:11:25.400]  能不能夠有一份
[00:11:25.400 --> 00:11:30.200]  我們基督徒因為認識了上主的大愛
[00:11:30.200 --> 00:11:33.200]  而去幫助其他人呢
[00:11:33.200 --> 00:11:37.200]  聖誕節帶給我們什麼的意義
[00:11:37.200 --> 00:11:41.800]  來去成為別人的幫助呢
[00:11:41.800 --> 00:11:43.200]  另外
[00:11:43.200 --> 00:11:47.200]  我嘗試用一個例子來給大家彼此的互勉
[00:11:47.200 --> 00:11:52.200]  我們未必要去到這麼極端的人生的境況
[00:11:52.200 --> 00:11:54.200]  有一位姓梁的
[00:11:54.200 --> 00:11:58.200]  單一個字藝術的藝 梁毅
[00:11:58.200 --> 00:12:03.600]  是湖南衛視電視台的女主播
[00:12:03.600 --> 00:12:05.200]  22歲
[00:12:05.200 --> 00:12:06.800]  非常出色
[00:12:06.800 --> 00:12:09.200]  也都很漂亮
[00:12:09.200 --> 00:12:10.400]  突然之間
[00:12:10.400 --> 00:12:13.800]  有一天做完她的主播
[00:12:13.800 --> 00:12:15.200]  回到家裏
[00:12:15.200 --> 00:12:19.200]  突然之間不知為什麼脊椎有點劇痛
[00:12:19.200 --> 00:12:21.200]  緊急送去醫院
[00:12:21.200 --> 00:12:23.800]  原來有一個扭爆了
[00:12:23.800 --> 00:12:25.600]  是突然之間的
[00:12:25.600 --> 00:12:28.400]  一個22歲的女孩
[00:12:28.400 --> 00:12:30.000]  從此
[00:12:30.000 --> 00:12:34.000]  她的胸部以下整個人
[00:12:34.000 --> 00:12:36.400]  是完全動不了
[00:12:36.400 --> 00:12:38.400]  往後的日子
[00:12:38.400 --> 00:12:40.400]  是坐在輪椅
[00:12:40.400 --> 00:12:44.400]  睡在床上的一個廢人
[00:12:44.400 --> 00:12:47.400]  那種的痛苦 那種的無助
[00:12:47.400 --> 00:12:49.000]  那種的絕望
[00:12:49.000 --> 00:12:51.600]  每天這樣籠罩著
[00:12:51.600 --> 00:12:54.400]  什麼都做不到
[00:12:54.400 --> 00:12:55.600]  每一天
[00:12:55.600 --> 00:12:58.600]  媽媽要五點多來幫她梳洗
[00:12:58.600 --> 00:13:00.600]  來去餵她吃東西
[00:13:00.600 --> 00:13:02.400]  完全動不了
[00:13:02.400 --> 00:13:06.400]  你可以想像得到那種的痛苦
[00:13:06.400 --> 00:13:09.400]  但是有一天
[00:13:09.400 --> 00:13:12.400]  一個沒有信仰的女孩
[00:13:12.400 --> 00:13:15.400]  她說她的見證
[00:13:15.400 --> 00:13:18.400]  她突然間想到一個故事
[00:13:18.400 --> 00:13:21.400]  那些珍珠還沒有成為珍珠之前
[00:13:21.400 --> 00:13:23.400]  在那個膀裏面
[00:13:23.400 --> 00:13:26.400]  那個膀在那個殼裏面
[00:13:26.400 --> 00:13:29.400]  是要經歷痛苦
[00:13:29.400 --> 00:13:31.400]  經歷無盡的黑夜
[00:13:31.400 --> 00:13:33.400]  是故事來的
[00:13:33.400 --> 00:13:36.400]  她突然間有感動
[00:13:36.400 --> 00:13:39.400]  為什麼我還要繼續這樣
[00:13:39.400 --> 00:13:42.400]  既然改變不了這個命運
[00:13:42.400 --> 00:13:47.400]  為什麼我的心靈要繼續停留在這種絕望裏面
[00:13:47.400 --> 00:13:51.400]  開始有力量面對自己
[00:13:51.400 --> 00:13:54.400]  不是突然間可以又跳又走
[00:13:54.400 --> 00:13:58.400]  仍然是媽媽每天幫她
[00:13:58.400 --> 00:14:01.400]  用了十年時間
[00:14:01.400 --> 00:14:04.400]  2001年的9月22號
[00:14:04.400 --> 00:14:08.400]  整個人突然間完全動不了
[00:14:08.400 --> 00:14:11.400]  去到2011年
[00:14:11.400 --> 00:14:16.400]  她考到一個傳播系的碩士
[00:14:16.400 --> 00:14:20.400]  她本身就已經是學士傳播系的了
[00:14:20.400 --> 00:14:27.400]  跟著她來到可以恢復在電視台
[00:14:27.400 --> 00:14:30.400]  傳媒大學畢業之後
[00:14:30.400 --> 00:14:33.400]  在國內一間知名的電視台
[00:14:33.400 --> 00:14:35.400]  繼續做主播
[00:14:35.400 --> 00:14:37.400]  講的是不同的
[00:14:37.400 --> 00:14:40.400]  發掘不同的人生的故事
[00:14:40.400 --> 00:14:43.400]  輾轉輾轉
[00:14:43.400 --> 00:14:46.400]  她收到很多的來信
[00:14:46.400 --> 00:14:49.400]  尤其是很多的年輕人
[00:14:49.400 --> 00:14:51.400]  寫信給她
[00:14:51.400 --> 00:14:55.400]  提到他們的坎坷困難
[00:14:55.400 --> 00:14:57.400]  有時很少的事
[00:14:57.400 --> 00:14:59.400]  失戀 失業
[00:14:59.400 --> 00:15:01.400]  就說生無可戀
[00:15:01.400 --> 00:15:03.400]  她跟他們說
[00:15:03.400 --> 00:15:05.400]  我到今天
[00:15:05.400 --> 00:15:08.400]  我都是胸部以下都動不了
[00:15:08.400 --> 00:15:11.400]  我仍然展現一種生命力
[00:15:11.400 --> 00:15:14.400]  為什麼你們這麼快就要放棄呢
[00:15:14.400 --> 00:15:18.400]  那個說服力很強
[00:15:18.400 --> 00:15:22.400]  因為她有這種很強的堅持
[00:15:22.400 --> 00:15:25.400]  成為她的信仰
[00:15:25.400 --> 00:15:30.400]  她已經成為網絡很出名的一個主播
[00:15:30.400 --> 00:15:34.400]  她的故事感動了很多人
[00:15:34.400 --> 00:15:37.400]  對生命不要放棄
[00:15:37.400 --> 00:15:41.400]  沒有信仰的一個人
[00:15:41.400 --> 00:15:45.400]  尚且又堅持成為她的信仰
[00:15:45.400 --> 00:15:47.400]  我們作為基督徒
[00:15:47.400 --> 00:15:52.400]  我們看到這個新約的主耶穌
[00:15:52.400 --> 00:15:55.400]  祂能夠讓不同的人
[00:15:55.400 --> 00:15:59.400]  在祂的生命裏面得到這種力量
[00:15:59.400 --> 00:16:02.400]  你想想我們這班300人
[00:16:02.400 --> 00:16:04.400]  我們走出去感宣
[00:16:04.400 --> 00:16:07.400]  我們如果帶著這個信念
[00:16:07.400 --> 00:16:12.400]  我們的救主就已經設立了這個新約
[00:16:12.400 --> 00:16:15.400]  祂能夠改變我們的生命
[00:16:15.400 --> 00:16:19.400]  使我們有生命力去祝福其他人
[00:16:19.400 --> 00:16:23.400]  我們能夠改變很多的行業
[00:16:23.400 --> 00:16:25.400]  例如你是律師
[00:16:25.400 --> 00:16:29.400]  你可以創造一些公義的法則
[00:16:29.400 --> 00:16:33.400]  我認識一位校長
[00:16:33.400 --> 00:16:37.400]  在天主教學校裏面
[00:16:37.400 --> 00:16:39.400]  去到之後
[00:16:39.400 --> 00:16:41.400]  用了兩三年
[00:16:41.400 --> 00:16:46.400]  開始滲入真正基督教的福音
[00:16:46.400 --> 00:16:49.400]  對不同的同學
[00:16:49.400 --> 00:16:51.400]  對他們的關愛
[00:16:51.400 --> 00:16:55.400]  想想怎樣可以讓他們能夠得到福音
[00:16:55.400 --> 00:16:58.400]  原來不同的崗位
[00:16:58.400 --> 00:17:02.400]  只要你內心裏面有這個新約
[00:17:02.400 --> 00:17:05.400]  救主在你的內心裏面
[00:17:05.400 --> 00:17:08.400]  你就會有一種很大的力量
[00:17:08.400 --> 00:17:10.400]  去幫助其他的人
[00:17:10.400 --> 00:17:14.400]  去想想怎樣去改變一些結構性的問題
[00:17:14.400 --> 00:17:17.400]  例如這個星期持續不斷有
[00:17:17.400 --> 00:17:20.400]  政府的警察告訴我們
[00:17:20.400 --> 00:17:23.400]  不斷有人想最新的方法
[00:17:23.400 --> 00:17:25.400]  來欺騙你的金錢
[00:17:25.400 --> 00:17:26.400]  用短信
[00:17:26.400 --> 00:17:29.400]  現在連Alipay都有了
[00:17:29.400 --> 00:17:31.400]  不斷想方法
[00:17:31.400 --> 00:17:34.400]  用最高的科技
[00:17:34.400 --> 00:17:38.400]  來欺騙其他人
[00:17:38.400 --> 00:17:40.400]  但是我們呢
[00:17:40.400 --> 00:17:42.400]  我們怎樣能夠有方法
[00:17:42.400 --> 00:17:47.400]  讓人看到很多的誠信呢
[00:17:47.400 --> 00:17:50.400]  在我們的生意裏面
[00:17:50.400 --> 00:17:53.400]  在我們的服事裏面
[00:17:53.400 --> 00:17:56.400]  每個人總有你自己的位置
[00:17:56.400 --> 00:17:59.400]  可以改變世界
[00:17:59.400 --> 00:18:01.400]  改變那個行業
[00:18:01.400 --> 00:18:04.400]  改變很多的事情
[00:18:04.400 --> 00:18:07.400]  很盼望這一節聖經
[00:18:07.400 --> 00:18:10.400]  如今耶穌所得的職任
[00:18:10.400 --> 00:18:12.400]  是更加美的
[00:18:12.400 --> 00:18:16.400]  正如他作更美之約的中部
[00:18:16.400 --> 00:18:21.400]  這個約原是憑更美之英許立的
[00:18:21.400 --> 00:18:23.400]  三個更美
[00:18:23.400 --> 00:18:25.400]  更美的約
[00:18:25.400 --> 00:18:27.400]  是超越了舊約
[00:18:27.400 --> 00:18:31.400]  因為神的真理之息
[00:18:31.400 --> 00:18:34.400]  進入了人的心靈裏面
[00:18:34.400 --> 00:18:38.400]  那個人就會有很大的力量去改變
[00:18:38.400 --> 00:18:41.400]  第二就是這個更美
[00:18:41.400 --> 00:18:44.400]  因為主耶穌死而復活
[00:18:44.400 --> 00:18:46.400]  去到永恆的天家
[00:18:46.400 --> 00:18:49.400]  是真真正正的聖所
[00:18:49.400 --> 00:18:51.400]  真真正正神的面前
[00:18:51.400 --> 00:18:54.400]  為我們作中部
[00:18:54.400 --> 00:18:56.400]  永遠有一位救主
[00:18:56.400 --> 00:19:00.400]  來成為我們的代贖
[00:19:00.400 --> 00:19:01.400]  代求者
[00:19:01.400 --> 00:19:04.400]  這樣來幫助我們
[00:19:04.400 --> 00:19:05.400]  所以基督徒
[00:19:05.400 --> 00:19:07.400]  聖誕
[00:19:07.400 --> 00:19:09.400]  進入新的一年
[00:19:09.400 --> 00:19:10.400]  沒錯
[00:19:10.400 --> 00:19:15.400]  通關帶來大喜訊息
[00:19:15.400 --> 00:19:17.400]  如果你是阿根廷的球迷
[00:19:17.400 --> 00:19:19.400]  更加歡天喜地
[00:19:19.400 --> 00:19:21.400]  但這些都會過去
[00:19:21.400 --> 00:19:24.400]  真正永存不會過去的
[00:19:24.400 --> 00:19:26.400]  是我們的救主
[00:19:26.400 --> 00:19:30.400]  已經進入高天
[00:19:30.400 --> 00:19:32.400]  尊榮的大祭司
[00:19:32.400 --> 00:19:35.400]  就是這一位神的兒子
[00:19:35.400 --> 00:19:38.400]  所以我們能夠持定
[00:19:38.400 --> 00:19:40.400]  我們所承認的盼望
[00:19:40.400 --> 00:19:43.400]  這是希伯來書四章的十二節
[00:19:43.400 --> 00:19:45.400]  所說的
[00:19:45.400 --> 00:19:48.400]  盼望今早短短的訊息
[00:19:48.400 --> 00:19:50.400]  成為我們彼此的激勵
[00:19:50.400 --> 00:19:53.400]  假如你現在落在一個
[00:19:53.400 --> 00:19:56.400]  你自己很大的困局裏面
[00:19:56.400 --> 00:19:59.400]  有肢體可能有病
[00:19:59.400 --> 00:20:03.400]  有你可能自己面對的棘手問題
[00:20:03.400 --> 00:20:05.400]  回來到主耶穌
[00:20:05.400 --> 00:20:09.400]  仰望這一位已經在天上的主
[00:20:09.400 --> 00:20:12.400]  這一位永恆的宗寶
[00:20:12.400 --> 00:20:14.400]  成為我們大家的力量
[00:20:14.400 --> 00:20:16.400]  我們一起祈禱
[00:20:16.400 --> 00:20:18.400]  很感謝主
[00:20:18.400 --> 00:20:21.400]  招聚我們能夠
[00:20:21.400 --> 00:20:22.400]  真的兒子一堂
[00:20:22.400 --> 00:20:24.400]  有小朋友
[00:20:24.400 --> 00:20:27.400]  有不同年齡層的弟兄姊妹
[00:20:27.400 --> 00:20:29.400]  也有在我們中間
[00:20:29.400 --> 00:20:31.400]  不是回得太久
[00:20:31.400 --> 00:20:34.400]  但今早都來崇拜的朋友
[00:20:34.400 --> 00:20:36.400]  我們很感謝主
[00:20:36.400 --> 00:20:38.400]  但願祢的愛
[00:20:38.400 --> 00:20:39.400]  祢的真理
[00:20:39.400 --> 00:20:42.400]  在我們大家的心靈裏面
[00:20:42.400 --> 00:20:44.400]  來生根建造
[00:20:44.400 --> 00:20:47.400]  使我們有力量去面對
[00:20:47.400 --> 00:20:50.400]  真是我們自己都沒辦法面對的困難
[00:20:50.400 --> 00:20:51.400]  困局
[00:20:51.400 --> 00:20:52.400]  求主幫助
[00:20:52.400 --> 00:20:54.400]  我們獻上感恩禱告
[00:20:54.400 --> 00:20:57.400]  奉耶穌基督的名
[00:20:57.400 --> 00:20:58.400]  阿們

