
[00:00:00.000 --> 00:00:02.240]  各位電影姐妹主持人們,平安
[00:03:15.040 --> 00:03:17.200]  「保護你的必不打頓」
[00:03:17.200 --> 00:03:19.240]  「保護以色列的也不睡覺」
[00:03:19.240 --> 00:03:21.200]  這是詩篇121那裡說的
[00:03:21.200 --> 00:03:22.880]  耶和華是保護我們的神
[00:03:22.880 --> 00:03:25.760]  祂是不打瞌睡的,也不需要睡覺的
[00:03:25.760 --> 00:03:28.640]  如果上帝睡了覺,我們就大事不妙了
[00:03:28.640 --> 00:03:30.880]  所以說,上帝是不需要休息的
[00:03:30.880 --> 00:03:34.360]  那麼祂是否做完六天工作之後,覺得很累
[00:03:34.360 --> 00:03:36.280]  整個世界要做出來,那麼辛苦
[00:03:36.280 --> 00:03:37.440]  於是要休息呢?
[00:03:37.440 --> 00:03:38.160]  不是
[00:03:38.160 --> 00:03:41.480]  另外,祂會不會停工呢?
[00:03:41.680 --> 00:03:43.760]  在約翰福音第五章那裡
[00:03:43.760 --> 00:03:45.840]  耶穌在「不是大池」
[00:03:45.840 --> 00:03:48.200]  醫治那位癱子的時候
[00:03:48.200 --> 00:03:52.400]  那些人看到耶穌在安息日治病
[00:03:52.400 --> 00:03:54.920]  於是就企圖迫害耶穌
[00:03:54.920 --> 00:03:57.240]  經文就說,耶穌回答他們
[00:03:57.240 --> 00:04:00.960]  「我父做事,直到如今,我也做事」
[00:04:00.960 --> 00:04:02.720]  這裡說的是
[00:04:02.720 --> 00:04:04.480]  祂在支持自己的行為
[00:04:04.480 --> 00:04:05.880]  安息日治病
[00:04:05.880 --> 00:04:07.640]  是沒有問題的
[00:04:07.640 --> 00:04:09.920]  因為天父也是這樣做的
[00:04:09.920 --> 00:04:11.080]  我當然是這樣做的
[00:04:11.200 --> 00:04:11.800]  是不是?
[00:04:11.800 --> 00:04:13.880]  天父也一直做事,我當然做
[00:04:13.880 --> 00:04:15.160]  這是一個反證
[00:04:15.160 --> 00:04:18.680]  反過來說,上帝是一直在做事的
[00:04:18.680 --> 00:04:20.760]  上帝是一直在做事的
[00:04:20.760 --> 00:04:22.200]  是不會停工的
[00:04:22.200 --> 00:04:23.000]  其實
[00:04:23.000 --> 00:04:26.120]  上帝不停工、不休息這件事很重要
[00:04:26.120 --> 00:04:29.560]  我們相信我們這個世界、宇宙的運作
[00:04:29.560 --> 00:04:31.560]  其實都在上帝的手裡
[00:04:31.560 --> 00:04:33.800]  如果祂停了工一秒
[00:04:33.800 --> 00:04:35.240]  可能就出事了
[00:04:35.240 --> 00:04:37.040]  地球不知道被甩到哪裡去了
[00:04:37.040 --> 00:04:38.800]  月亮不知道被甩到哪裡去了
[00:04:38.880 --> 00:04:41.240]  地球終於掉到太陽裡去了
[00:04:41.240 --> 00:04:44.560]  世界是不可能自己運作的
[00:04:44.560 --> 00:04:46.400]  是由上帝去掌管
[00:04:46.400 --> 00:04:48.000]  所以上帝是不會停工的
[00:04:48.000 --> 00:04:49.040]  是不會停手的
[00:04:49.040 --> 00:04:50.640]  那麼
[00:04:50.640 --> 00:04:53.880]  到底上帝為什麼要安息呢?
[00:04:53.880 --> 00:04:54.960]  第七日說
[00:04:54.960 --> 00:04:57.440]  「神安息揭了所做的一切工」
[00:04:57.440 --> 00:04:58.560]  不是休息
[00:04:58.560 --> 00:04:59.960]  不是說停手
[00:04:59.960 --> 00:05:04.720]  而是祂認為所有做的一切都是非常好
[00:05:04.720 --> 00:05:06.240]  去到一個點
[00:05:06.240 --> 00:05:07.320]  就收手了
[00:05:07.720 --> 00:05:09.800]  如果用廣東話就是「見好就收」
[00:05:09.800 --> 00:05:11.000]  見到好
[00:05:11.000 --> 00:05:11.960]  你就要收手
[00:05:11.960 --> 00:05:12.880]  其實不複雜的
[00:05:12.880 --> 00:05:14.440]  你日常經歷過
[00:05:14.440 --> 00:05:15.640]  譬如你畫一幅畫
[00:05:15.640 --> 00:05:18.240]  你不會無限地加筆的
[00:05:18.240 --> 00:05:20.040]  你一邊畫一邊塗
[00:05:20.040 --> 00:05:21.120]  你去到一個點
[00:05:21.120 --> 00:05:22.280]  你覺得OK了
[00:05:22.280 --> 00:05:22.800]  夠了
[00:05:22.800 --> 00:05:24.120]  那就停了
[00:05:24.120 --> 00:05:25.640]  見好就收手了
[00:05:25.640 --> 00:05:26.720]  你煮一碟菜
[00:05:26.720 --> 00:05:29.200]  你不會無限地繼續調味
[00:05:29.200 --> 00:05:30.200]  去到一個點
[00:05:30.200 --> 00:05:31.080]  你覺得
[00:05:31.080 --> 00:05:32.160]  夠了
[00:05:32.160 --> 00:05:33.400]  炒到差不多了
[00:05:33.400 --> 00:05:34.680]  你再炒下去就焦了
[00:05:34.680 --> 00:05:35.760]  你見好
[00:05:35.760 --> 00:05:37.160]  你就要收手了
[00:05:37.240 --> 00:05:38.840]  上帝做了這個世界
[00:05:38.840 --> 00:05:41.000]  祂覺得一切都是甚好
[00:05:41.000 --> 00:05:42.520]  非常好
[00:05:42.520 --> 00:05:43.600]  於是怎樣呢?
[00:05:43.600 --> 00:05:44.400]  停了
[00:05:44.400 --> 00:05:45.400]  停
[00:05:45.400 --> 00:05:47.600]  所以我說安息就是好
[00:05:47.600 --> 00:05:49.360]  安息的好
[00:05:49.360 --> 00:05:50.400]  不是人眼中的好
[00:05:50.400 --> 00:05:52.200]  是上帝眼中的好
[00:05:52.200 --> 00:05:54.080]  當上帝認為
[00:05:54.080 --> 00:05:56.080]  這件事好的時候
[00:05:56.080 --> 00:05:57.280]  這就是安息
[00:05:57.280 --> 00:05:58.760]  這就是安息
[00:05:58.760 --> 00:06:01.400]  所以神要人守安息日
[00:06:01.400 --> 00:06:03.520]  是要紀念耶和華
[00:06:03.520 --> 00:06:06.640]  祂創造這一切世界的東西
[00:06:06.760 --> 00:06:08.160]  本身是非常好的
[00:06:08.160 --> 00:06:11.160]  不過問題是今天的世界好不好呢?
[00:06:11.160 --> 00:06:13.200]  今天的世界好不好呢?
[00:06:13.200 --> 00:06:15.880]  又好又不好
[00:06:15.880 --> 00:06:17.760]  你會發覺其實
[00:06:17.760 --> 00:06:20.880]  就一定不是好像創世之初那種好
[00:06:20.880 --> 00:06:23.680]  這個世界有很多東西變得不好
[00:06:23.680 --> 00:06:25.080]  由於時間關係
[00:06:25.080 --> 00:06:26.560]  我不想說太長
[00:06:26.560 --> 00:06:28.040]  我不能夠詳細去說
[00:06:28.040 --> 00:06:29.960]  但是大家去觀察的時候
[00:06:29.960 --> 00:06:32.520]  你會發覺這個世界是千瘡百孔
[00:06:32.520 --> 00:06:35.880]  很多時候我們是活在一種不好的裡面
[00:06:36.880 --> 00:06:39.840]  耶穌在安息日治療的那個癱子
[00:06:39.840 --> 00:06:43.240]  他正正就是將一個人從不好的狀態
[00:06:43.240 --> 00:06:45.680]  變回做好的狀態
[00:06:45.680 --> 00:06:47.960]  如果安息是好的話
[00:06:47.960 --> 00:06:51.560]  耶穌就是使得那個癱子得安息
[00:06:51.560 --> 00:06:54.040]  他本身是不好的
[00:06:54.040 --> 00:06:54.680]  不安息的
[00:06:54.680 --> 00:06:55.440]  他躺在那裡
[00:06:55.440 --> 00:06:56.760]  他只是在那裡等人周濟
[00:06:56.760 --> 00:06:57.880]  等人把他拖下水
[00:06:57.880 --> 00:06:58.800]  他不好
[00:06:58.800 --> 00:07:01.960]  但是耶穌讓他在安息日那天
[00:07:01.960 --> 00:07:03.200]  他變回好
[00:07:03.200 --> 00:07:05.440]  是很重要的
[00:07:05.440 --> 00:07:07.440]  所以耶穌有時候是故意的
[00:07:07.440 --> 00:07:08.640]  故意在那個時候
[00:07:08.640 --> 00:07:09.840]  這個就是好
[00:07:09.840 --> 00:07:11.920]  但是猶太人他們一直以為
[00:07:11.920 --> 00:07:13.200]  安息就是停止的
[00:07:13.200 --> 00:07:14.040]  不要做的
[00:07:14.040 --> 00:07:15.640]  不能做的
[00:07:15.640 --> 00:07:17.400]  於是訂了很多規矩
[00:07:17.400 --> 00:07:18.280]  你千萬不要做事
[00:07:18.280 --> 00:07:19.360]  做事得罪上帝
[00:07:19.360 --> 00:07:20.560]  得罪上帝就抓你去
[00:07:20.560 --> 00:07:22.160]  用石頭扔死你
[00:07:22.160 --> 00:07:23.360]  直到今天
[00:07:23.360 --> 00:07:26.400]  猶太人依然認為安息日就是停止的
[00:07:26.400 --> 00:07:27.600]  什麼都不做
[00:07:27.600 --> 00:07:29.600]  我好像告訴過大家
[00:07:29.600 --> 00:07:31.640]  到了以色列的電梯
[00:07:31.960 --> 00:07:32.640]  是沒有
[00:07:32.640 --> 00:07:34.360]  就是每逢安息日
[00:07:34.360 --> 00:07:35.680]  是不能按鍵的
[00:07:35.680 --> 00:07:37.280]  人們進了電梯就等了
[00:07:37.280 --> 00:07:38.320]  電梯會層層停的
[00:07:38.320 --> 00:07:40.840]  因為你按鍵就犯了安息日的
[00:07:40.840 --> 00:07:41.800]  你做錯事了
[00:07:41.800 --> 00:07:44.120]  家裡的東西全部用時間制的
[00:07:44.120 --> 00:07:45.880]  食物早一天準備好
[00:07:45.880 --> 00:07:46.880]  放在焗爐裡
[00:07:46.880 --> 00:07:48.320]  第二天他就會丁的吃
[00:07:48.320 --> 00:07:50.000]  因為他不可以做食物
[00:07:50.000 --> 00:07:50.680]  安息日
[00:07:50.680 --> 00:07:53.040]  你覺得這樣是安息嗎
[00:07:53.040 --> 00:07:54.760]  是不是
[00:07:54.760 --> 00:07:55.920]  你不記得做食物
[00:07:55.920 --> 00:07:57.800]  分分鐘你就真的安息了
[00:07:57.800 --> 00:07:58.520]  所以
[00:07:58.520 --> 00:08:00.440]  不可以這樣去看
[00:08:00.440 --> 00:08:01.840]  安息日是好
[00:08:02.240 --> 00:08:05.000]  是我們回到世界原初那種好
[00:08:05.000 --> 00:08:08.120]  上帝創造它有多好
[00:08:08.120 --> 00:08:11.360]  因此耶穌其實要人守安息日
[00:08:11.360 --> 00:08:12.560]  是要我們
[00:08:12.560 --> 00:08:14.560]  讓這個世界變好
[00:08:14.560 --> 00:08:17.840]  讓我們去使這個世界變好
[00:08:17.840 --> 00:08:19.680]  好了
[00:08:19.680 --> 00:08:21.080]  第二點我想說的
[00:08:21.080 --> 00:08:23.040]  安息日是分別出來的
[00:08:23.040 --> 00:08:25.200]  分別出來的
[00:08:25.200 --> 00:08:26.680]  那麼
[00:08:26.680 --> 00:08:29.200]  第八到十一節重溫一次
[00:08:29.200 --> 00:08:31.120]  當紀念安息日守為聖日
[00:08:31.520 --> 00:08:32.960]  六日你要勞碌
[00:08:32.960 --> 00:08:34.160]  做你一切的工
[00:08:34.160 --> 00:08:36.560]  但第七日向耶和華你的神
[00:08:36.560 --> 00:08:38.600]  當守的安息日
[00:08:38.600 --> 00:08:40.680]  這一日你和你的兒女
[00:08:40.680 --> 00:08:41.680]  奴婆
[00:08:41.680 --> 00:08:42.360]  婢女
[00:08:42.360 --> 00:08:43.080]  生畜
[00:08:43.080 --> 00:08:44.240]  以及成女
[00:08:44.240 --> 00:08:45.760]  寄居的客女都不可做工
[00:08:45.760 --> 00:08:47.040]  因為六日之內
[00:08:47.040 --> 00:08:49.680]  耶和華做天地海和其中的萬物
[00:08:49.680 --> 00:08:51.440]  第七日就安息了
[00:08:51.440 --> 00:08:55.240]  所以耶和華賜福與安息日定為聖日
[00:08:55.240 --> 00:08:56.920]  定為聖日
[00:08:56.920 --> 00:09:00.640]  工作其實是上帝給人的責任
[00:09:01.040 --> 00:09:02.560]  上帝做人出來
[00:09:02.560 --> 00:09:04.120]  一開始就給他工作了
[00:09:04.120 --> 00:09:05.600]  給他做什麼呢?
[00:09:05.600 --> 00:09:08.320]  管理大地嘛
[00:09:08.320 --> 00:09:09.880]  一開始就有工作了
[00:09:09.880 --> 00:09:10.680]  那麼
[00:09:10.680 --> 00:09:12.400]  人是要工作的
[00:09:12.400 --> 00:09:13.440]  不過
[00:09:13.440 --> 00:09:14.680]  人犯了罪
[00:09:14.680 --> 00:09:18.080]  因此我們要在地上
[00:09:18.080 --> 00:09:19.480]  土地被咒坐
[00:09:19.480 --> 00:09:21.920]  要流汗、辛苦、勞碌
[00:09:21.920 --> 00:09:23.240]  才得以糊口
[00:09:23.240 --> 00:09:26.280]  因此人是不得不勞碌地去工作
[00:09:26.280 --> 00:09:27.240]  去謀生
[00:09:27.240 --> 00:09:28.560]  正所謂謀生
[00:09:28.560 --> 00:09:29.320]  事實上
[00:09:29.320 --> 00:09:30.360]  在古代裡面
[00:09:30.360 --> 00:09:32.200]  工作是真的謀生
[00:09:32.200 --> 00:09:35.840]  你為了謀生而去工作耕種、畜牧
[00:09:35.840 --> 00:09:37.440]  古代就是這樣的了
[00:09:37.440 --> 00:09:40.240]  那麼那時候的社會結構應該沒那麼複雜
[00:09:40.240 --> 00:09:42.120]  不會說那時候想工作
[00:09:42.120 --> 00:09:43.520]  就是去成就自己
[00:09:43.520 --> 00:09:44.880]  發展所長
[00:09:44.880 --> 00:09:45.600]  就是
[00:09:45.600 --> 00:09:47.000]  服務人群那些
[00:09:47.000 --> 00:09:47.520]  就是
[00:09:47.520 --> 00:09:48.760]  最重要的
[00:09:48.760 --> 00:09:49.600]  就是謀生
[00:09:49.600 --> 00:09:52.360]  也沒有所謂公眾假期
[00:09:52.360 --> 00:09:53.600]  退休這些概念
[00:09:53.600 --> 00:09:55.480]  就是你揭開聖經沒有人退休的嘛
[00:09:55.480 --> 00:09:58.040]  但不知道為什麼我們全途人要退休
[00:09:58.040 --> 00:10:00.120]  聖經是沒有退休的
[00:10:00.520 --> 00:10:02.480]  摩西八十歲也要再就業
[00:10:02.480 --> 00:10:03.240]  你想想
[00:10:03.240 --> 00:10:04.960]  他本來是做牧羊人的
[00:10:04.960 --> 00:10:07.320]  八十歲被上帝滴了他去
[00:10:07.320 --> 00:10:09.920]  再帶人回埃及
[00:10:09.920 --> 00:10:12.760]  那時候是要工作的
[00:10:12.760 --> 00:10:14.200]  但你想想
[00:10:14.200 --> 00:10:15.560]  古代的生活
[00:10:15.560 --> 00:10:16.880]  沒有我們那麼多姿多彩
[00:10:16.880 --> 00:10:17.680]  就是你不可以
[00:10:17.680 --> 00:10:19.520]  打開手機看看Mirror
[00:10:19.520 --> 00:10:20.720]  古代
[00:10:20.720 --> 00:10:22.640]  日出而作、日入而息
[00:10:22.640 --> 00:10:24.240]  天天都是這樣做
[00:10:24.240 --> 00:10:25.560]  沒有公眾假期
[00:10:25.560 --> 00:10:26.720]  也不會有
[00:10:26.720 --> 00:10:28.920]  停頓的時間
[00:10:29.560 --> 00:10:31.280]  每天都是下田耕種
[00:10:31.280 --> 00:10:33.480]  或者出去放羊、趕羊
[00:10:33.480 --> 00:10:36.200]  最多不同的可能是冬天做少一點
[00:10:36.200 --> 00:10:37.240]  夏天就做多一點
[00:10:37.240 --> 00:10:38.360]  或者做不同的事情
[00:10:38.360 --> 00:10:40.880]  當每一天
[00:10:40.880 --> 00:10:42.720]  日復日、年復年
[00:10:42.720 --> 00:10:44.720]  重複做同樣的事情的時候
[00:10:44.720 --> 00:10:46.760]  其實很枯燥、很乏味的
[00:10:46.760 --> 00:10:48.800]  很悶的
[00:10:48.800 --> 00:10:54.480]  原來人生是不可以不停地重複重複做同一樣事情的
[00:10:54.480 --> 00:10:57.120]  就是如果你重複做同一樣事情
[00:10:57.120 --> 00:10:58.760]  你很快就受不了
[00:10:59.760 --> 00:11:02.040]  神將第七天分別出來
[00:11:02.040 --> 00:11:04.960]  在當時的世界來說
[00:11:04.960 --> 00:11:06.280]  這件事情是很突破的
[00:11:06.280 --> 00:11:08.480]  本來每天都要工作
[00:11:08.480 --> 00:11:10.600]  但是有一個民族
[00:11:10.600 --> 00:11:13.520]  他竟然做六天就停一天
[00:11:13.520 --> 00:11:15.280]  做六天就停一天
[00:11:15.280 --> 00:11:17.720]  那一天還要向他們的神守節
[00:11:17.720 --> 00:11:18.960]  停了之後
[00:11:18.960 --> 00:11:20.120]  然後又再做六天
[00:11:20.120 --> 00:11:20.760]  再停一停
[00:11:20.760 --> 00:11:21.640]  再做六天
[00:11:21.640 --> 00:11:24.080]  人類的世界出現了節奏
[00:11:24.080 --> 00:11:25.840]  生活是有節奏的
[00:11:26.600 --> 00:11:29.120]  有節奏才會感受到變化的
[00:11:29.120 --> 00:11:33.600]  有節奏你才會覺得人生是有些事情不同的
[00:11:33.600 --> 00:11:35.400]  就算彈樂器也好
[00:11:35.400 --> 00:11:36.800]  你也要有節奏的
[00:11:36.800 --> 00:11:38.280]  如果永遠都是
[00:11:38.280 --> 00:11:39.920]  「啵啵啵啵啵啵啵啵啵」
[00:11:39.920 --> 00:11:41.200]  是很悶的
[00:11:41.200 --> 00:11:43.800]  你總是有些停頓、有些節奏的
[00:11:43.800 --> 00:11:47.920]  有節奏讓人感到自己活著
[00:11:47.920 --> 00:11:49.960]  好像我們現代人
[00:11:49.960 --> 00:11:51.720]  星期一你總是會遲一點
[00:11:51.720 --> 00:11:52.840]  因為放完假
[00:11:52.840 --> 00:11:54.520]  剛剛放完假回去公司
[00:11:54.520 --> 00:11:56.320]  總是好像比較累的
[00:11:56.600 --> 00:11:59.280]  星期五或星期六心情會比較好
[00:11:59.280 --> 00:12:00.600]  有假期的心情
[00:12:00.600 --> 00:12:02.880]  星期一不工作
[00:12:02.880 --> 00:12:04.120]  星期六也不工作
[00:12:04.120 --> 00:12:06.080]  有假期的心情
[00:12:06.080 --> 00:12:07.200]  你可能會覺得
[00:12:07.200 --> 00:12:10.000]  希望可以放假休息一下
[00:12:10.000 --> 00:12:11.160]  有些動力
[00:12:11.160 --> 00:12:13.880]  你對假期的期望
[00:12:13.880 --> 00:12:15.240]  甚至在疫情前
[00:12:15.240 --> 00:12:17.800]  我們可以用年假去旅行
[00:12:17.800 --> 00:12:20.360]  你對假期是會有期望的
[00:12:20.360 --> 00:12:21.800]  就算你退休了
[00:12:21.800 --> 00:12:23.560]  你的子女回家吃飯
[00:12:23.560 --> 00:12:24.840]  你也會有期望的
[00:12:25.080 --> 00:12:26.680]  生活有節奏
[00:12:26.680 --> 00:12:27.880]  是會比較不一樣的
[00:12:27.880 --> 00:12:29.480]  說到假期的心情
[00:12:29.480 --> 00:12:30.920]  其實假期這個字
[00:12:30.920 --> 00:12:31.840]  我查了一下
[00:12:31.840 --> 00:12:35.160]  原來是跟「Holiday」和「Day」組成的
[00:12:35.160 --> 00:12:36.920]  其實這個是聖日
[00:12:36.920 --> 00:12:40.640]  所以其實放假是一件很神聖的事情
[00:12:40.640 --> 00:12:43.480]  放假是一件很淑靈的事情
[00:12:43.480 --> 00:12:46.000]  放假可以不用做
[00:12:46.000 --> 00:12:47.560]  可以停一停
[00:12:47.560 --> 00:12:49.480]  不過反過來
[00:12:49.480 --> 00:12:51.800]  如果你長期都是放假
[00:12:51.800 --> 00:12:52.560]  長期都是停
[00:12:52.560 --> 00:12:54.440]  長期都是不用做
[00:12:55.000 --> 00:12:56.440]  這件事健不健康呢?
[00:12:56.440 --> 00:12:58.800]  有些人說的
[00:12:58.800 --> 00:13:00.040]  到退休
[00:13:00.040 --> 00:13:02.160]  如果人退休了不找工作
[00:13:02.160 --> 00:13:03.720]  他老得很快
[00:13:03.720 --> 00:13:05.040]  不知道有沒有聽過
[00:13:05.040 --> 00:13:06.200]  會殘得很快
[00:13:06.200 --> 00:13:08.960]  因為人失去了節奏
[00:13:08.960 --> 00:13:11.640]  其實一直做是會失去節奏
[00:13:11.640 --> 00:13:14.480]  但是你什麼都不做
[00:13:14.480 --> 00:13:16.600]  你個人一樣是失去了節奏
[00:13:16.600 --> 00:13:17.880]  你失去了節奏
[00:13:17.880 --> 00:13:19.960]  其實日復日、年復年
[00:13:19.960 --> 00:13:22.080]  又再變成一件苦差事
[00:13:22.880 --> 00:13:25.000]  所以第七天要分別出來
[00:13:25.000 --> 00:13:27.840]  這一天是一個聖日
[00:13:27.840 --> 00:13:31.000]  這一天信徒要跟這個世界
[00:13:31.000 --> 00:13:33.320]  過一個不同的生活模式
[00:13:33.320 --> 00:13:36.720]  你作為信徒這一天就要特別不同了
[00:13:36.720 --> 00:13:39.360]  當全世界都畏口賓詞
[00:13:39.360 --> 00:13:43.080]  全世界天天都在做的時候
[00:13:43.080 --> 00:13:44.760]  神要我們停下來
[00:13:44.760 --> 00:13:46.320]  上帝要我們停
[00:13:46.320 --> 00:13:47.800]  為什麼呢?
[00:13:47.800 --> 00:13:50.920]  你要紀念上帝創造這個世界
[00:13:51.160 --> 00:13:53.600]  你要記得這裡所有一切的東西
[00:13:53.600 --> 00:13:54.720]  你眼前一切的東西
[00:13:54.720 --> 00:13:55.920]  你擁有的一切的東西
[00:13:55.920 --> 00:13:58.480]  全部都是上帝做給你的
[00:13:58.480 --> 00:14:01.560]  我們要從自身的需要
[00:14:01.560 --> 00:14:04.800]  或者自身的一些想法裡面抽離
[00:14:04.800 --> 00:14:07.520]  眼目放回上帝那裡
[00:14:07.520 --> 00:14:09.640]  上帝要我們停
[00:14:09.640 --> 00:14:12.960]  我們不可以只是做
[00:14:12.960 --> 00:14:14.960]  我們要停
[00:14:14.960 --> 00:14:16.880]  不可以只是向前衝
[00:14:16.880 --> 00:14:18.840]  生活要有節奏
[00:14:20.360 --> 00:14:22.040]  還有分別的意思
[00:14:22.040 --> 00:14:23.640]  分別的意思就是說
[00:14:23.640 --> 00:14:25.600]  你跟一些東西不同了
[00:14:25.600 --> 00:14:26.960]  你分開了
[00:14:26.960 --> 00:14:27.760]  分類了
[00:14:27.760 --> 00:14:28.960]  分別了出來
[00:14:28.960 --> 00:14:30.840]  我經常說分別為性的概念
[00:14:30.840 --> 00:14:32.120]  分別為性就是說
[00:14:32.120 --> 00:14:33.320]  你從一堆東西裡面
[00:14:33.320 --> 00:14:35.640]  被上帝選了出來
[00:14:35.640 --> 00:14:38.160]  這個就叫做分別為性了
[00:14:38.160 --> 00:14:40.960]  假設你是上帝
[00:14:40.960 --> 00:14:41.880]  你老婆就是
[00:14:41.880 --> 00:14:45.360]  在眾女子裡面分別為性出來的
[00:14:45.360 --> 00:14:47.200]  就是跟他們不同的
[00:14:47.200 --> 00:14:48.880]  她單單屬於你
[00:14:48.880 --> 00:14:51.480]  我們這個群體是從人類裡面
[00:14:51.480 --> 00:14:53.480]  被分別為性的
[00:14:53.480 --> 00:14:54.680]  而這一天
[00:14:54.680 --> 00:14:57.040]  是由七天裡面
[00:14:57.040 --> 00:14:58.200]  分別了出來
[00:14:58.200 --> 00:14:59.800]  它跟那六天不同的
[00:14:59.800 --> 00:15:02.360]  守這個分別為性的民族
[00:15:02.360 --> 00:15:03.560]  這個群體
[00:15:03.560 --> 00:15:04.920]  就是要被人看到
[00:15:04.920 --> 00:15:06.720]  被其他人看到
[00:15:06.720 --> 00:15:09.160]  被那些未信的人看到
[00:15:09.160 --> 00:15:10.800]  咦?這群人不同一點的
