
[00:00:00.000 --> 00:00:04.160]  各位同工 各位在網上的電影姐妹平安
[00:03:08.440 --> 00:03:13.840]  A樹原本很希望自己能夠成為一個珍貴的珠寶盒
[00:03:13.840 --> 00:03:18.040]  但是上帝給他有更加美好的計劃
[00:03:18.040 --> 00:03:23.560]  就是要去領取這個聖載著的上帝的兒子
[00:03:23.560 --> 00:03:27.280]  當耶穌長大的時候
[00:03:27.280 --> 00:03:30.680]  他要來來回回在加利海
[00:03:30.680 --> 00:03:36.920]  他需要有漁船來接載他
[00:03:36.920 --> 00:03:44.240]  而這艘漁船就是用B樹的木頭來造成的
[00:03:44.240 --> 00:03:52.080]  上帝的心意不是要B樹載任何的皇親國戚去周遊列國
[00:03:52.080 --> 00:03:58.320]  上帝的心意是要B樹載著萬王之王
[00:03:58.320 --> 00:04:03.760]  他在加利利湖那裏一直傳講真理
[00:04:03.760 --> 00:04:08.000]  到第三年之後
[00:04:08.000 --> 00:04:16.480]  羅馬的冰釘就去到剛才斬下來的C樹
[00:04:16.480 --> 00:04:24.400]  就將C樹破成了兩塊木頭
[00:04:24.400 --> 00:04:27.520]  而這兩塊木頭就成為了十字架
[00:04:27.520 --> 00:04:29.720]  就是我們的主耶穌基督
[00:04:29.720 --> 00:04:34.120]  他為愛世人的緣故被釘在十字架上
[00:04:34.120 --> 00:04:37.560]  然後三天就復活了
[00:04:37.560 --> 00:04:41.480]  我相信我們每一個人都像這三棵樹一樣
[00:04:41.480 --> 00:04:44.480]  各有我們自己的夢想
[00:04:44.480 --> 00:04:51.720]  但我們的夢想未必和上帝在我們生命當中的計劃配合
[00:04:51.720 --> 00:04:58.200]  但我們知道上帝給我們每一個人生命的計劃都是最美好的
[00:04:58.200 --> 00:05:03.560]  我們今天藉著寶羅在貼薩羅尼加城的侍奉
[00:05:03.560 --> 00:05:06.440]  我們彼此的勉勵
[00:05:06.440 --> 00:05:08.440]  我們先看看
[00:05:08.440 --> 00:05:15.160]  寶羅一直在耶路撒冷長大
[00:05:15.160 --> 00:05:20.000]  他受教於當時最有名的一位老師
[00:05:20.000 --> 00:05:22.000]  叫做加瑪列
[00:05:22.000 --> 00:05:24.720]  他是一個非常聰明的人
[00:05:24.720 --> 00:05:29.480]  也非常得人尊敬
[00:05:29.480 --> 00:05:31.240]  在信耶穌之前
[00:05:31.240 --> 00:05:36.080]  寶羅是一個很熱心的法利賽人
[00:05:36.080 --> 00:05:39.640]  他也很熟悉聖經
[00:05:39.640 --> 00:05:42.920]  他篤信著猶太教
[00:05:42.920 --> 00:05:47.680]  他認為這些基督徒是一些攝著上帝的人
[00:05:47.680 --> 00:05:54.880]  於是毫不留情地到處迫害信耶穌基督的人
[00:05:54.880 --> 00:06:00.280]  他很想為自己建立一番大事業
[00:06:00.280 --> 00:06:03.360]  但在上帝的計劃當中
[00:06:03.360 --> 00:06:07.440]  寶羅卻要成為外邦人的使徒
[00:06:07.440 --> 00:06:09.680]  上帝要使用寶羅
[00:06:09.680 --> 00:06:15.440]  要向外邦人傳講耶穌基督
[00:06:15.440 --> 00:06:17.600]  在傳講當中
[00:06:17.600 --> 00:06:21.880]  寶羅遭遇了很慘痛的經歷
[00:06:21.880 --> 00:06:25.160]  是他想也沒有想過的
[00:06:25.160 --> 00:06:28.400]  在《使徒行傳》17章記載
[00:06:28.400 --> 00:06:31.960]  當寶羅去到貼薩羅尼加城
[00:06:31.960 --> 00:06:36.840]  他一連三個星期在會堂裏面
[00:06:36.840 --> 00:06:43.000]  寶羅只停留在貼薩羅尼加城三個星期
[00:06:43.000 --> 00:06:46.760]  每個星期都在那裏講解
[00:06:46.760 --> 00:06:52.920]  講明耶穌基督是受害的
[00:06:52.920 --> 00:06:56.960]  講明他是從死人當中復活的
[00:06:56.960 --> 00:06:59.160]  就這樣單單三個星期
[00:06:59.160 --> 00:07:03.280]  有很多人悔改信了耶穌基督
[00:07:03.280 --> 00:07:06.680]  當中包括了一些希臘人
[00:07:06.680 --> 00:07:12.720]  也包括了一些很尊貴很有錢的婦女
[00:07:12.720 --> 00:07:17.640]  但在裏面不信耶穌的猶太人心裏面妒忌
[00:07:17.640 --> 00:07:19.800]  這個人來了三個星期
[00:07:19.800 --> 00:07:22.480]  令更多人離開猶太教
[00:07:22.480 --> 00:07:25.000]  令更多人去信了他
[00:07:25.000 --> 00:07:28.720]  所以他們非常憤怒
[00:07:28.720 --> 00:07:31.640]  聚集了一些市井流氓
[00:07:31.640 --> 00:07:34.880]  來煽動一些人
[00:07:34.880 --> 00:07:40.960]  當時寶羅住在一個叫耶穌的人的家裏
[00:07:40.960 --> 00:07:43.000]  他衝到他家裏
[00:07:43.000 --> 00:07:48.040]  說要去拘捕寶羅和他的拍檔西拉
[00:07:48.040 --> 00:07:52.440]  他就在耶穌的家裏外面吵鬧
[00:07:52.440 --> 00:07:55.960]  這班在搞亂天下的人
[00:07:55.960 --> 00:07:59.360]  快點把他拉出來
[00:07:59.360 --> 00:08:05.240]  其實寶羅只是在說耶穌基督的福音
[00:08:05.240 --> 00:08:08.680]  說他真的從死裏復活
[00:08:08.680 --> 00:08:13.680]  但他當時被稱為搞事的人
[00:08:13.680 --> 00:08:15.760]  在搞亂當的人
[00:08:15.760 --> 00:08:17.960]  並且他又被追趕
[00:08:17.960 --> 00:08:23.040]  又要把他們拉出來斬
[00:08:23.040 --> 00:08:24.360]  很慘
[00:08:24.360 --> 00:08:27.720]  寶羅本來是一個德高望重的人
[00:08:27.720 --> 00:08:32.240]  但竟然去到一個這樣的地步
[00:08:32.240 --> 00:08:35.560]  但搞到這麼大件事
[00:08:35.560 --> 00:08:36.760]  這麼艱難
[00:08:36.760 --> 00:08:39.560]  真的困難重重
[00:08:39.560 --> 00:08:42.080]  但一般人會怎樣?
[00:08:42.080 --> 00:08:43.720]  就會逃避
[00:08:43.720 --> 00:08:45.200]  就會退縮
[00:08:45.200 --> 00:08:46.600]  如果正在做事的
[00:08:46.600 --> 00:08:48.960]  我就不做了
[00:08:48.960 --> 00:08:50.120]  但是呢
[00:08:50.120 --> 00:08:52.400]  寶羅說了甚麼呢?
[00:08:52.400 --> 00:08:55.360]  在第二章第二節他怎樣說呢?
[00:08:55.360 --> 00:08:59.560]  他說:我們是靠著神所給我們的勇氣
[00:08:59.560 --> 00:09:02.320]  靠著上帝給我們的勇氣
[00:09:02.320 --> 00:09:04.480]  在強烈反對中
[00:09:04.480 --> 00:09:07.720]  把神的福音傳給你
[00:09:07.720 --> 00:09:09.360]  寶羅很清楚
[00:09:09.360 --> 00:09:13.200]  很清楚他正在面對的逼迫是非常嚴峻
[00:09:13.200 --> 00:09:16.080]  但是靠著上帝給他的勇氣
[00:09:16.080 --> 00:09:21.000]  他繼續把這個福音傳給這個貼薩羅利加城
[00:09:22.000 --> 00:09:24.960]  寶羅在未信主義之前
[00:09:24.960 --> 00:09:30.640]  他是那些被迫打倒基督徒的人
[00:09:30.640 --> 00:09:33.800]  但在大馬塞的路上
[00:09:33.800 --> 00:09:37.200]  他真真實實遇見耶穌基督
[00:09:37.200 --> 00:09:41.360]  他確知道耶穌基督就是上帝的兒子
[00:09:41.360 --> 00:09:42.960]  所以在今天
[00:09:42.960 --> 00:09:45.160]  他遇到無論多大的風險
[00:09:45.160 --> 00:09:46.920]  多大的艱難都好
[00:09:46.920 --> 00:09:50.000]  他繼續告訴別人
[00:09:50.000 --> 00:09:52.920]  耶穌基督就是那位尼塞亞
[00:09:52.920 --> 00:09:56.760]  耶穌基督就是那位死而復活的主
[00:09:56.760 --> 00:09:59.600]  這是他的經驗
[00:09:59.600 --> 00:10:01.720]  這是他真實的經驗
[00:10:01.720 --> 00:10:06.040]  在前幾個星期
[00:10:06.040 --> 00:10:09.840]  我的喉嚨有一粒東西凸了出來
[00:10:09.840 --> 00:10:13.560]  又有些喉嚨痛
[00:10:13.560 --> 00:10:17.160]  有些姐妹教我一些方法
[00:10:17.160 --> 00:10:20.800]  通常你告訴姐妹有什麼不舒服
[00:10:20.800 --> 00:10:24.240]  很多秘方秘笈就會告訴我們
[00:10:24.240 --> 00:10:28.040]  他們教我吃生蒜頭就可以
[00:10:28.040 --> 00:10:30.360]  那天晚上我回家
[00:10:30.360 --> 00:10:33.080]  吃了三粒生蒜頭
[00:10:33.080 --> 00:10:38.080]  第二天我又再吃三粒生蒜頭
[00:10:38.080 --> 00:10:41.120]  眼淚水都流出來了
[00:10:41.120 --> 00:10:43.440]  告訴大家
[00:10:43.440 --> 00:10:45.680]  可以的
[00:10:45.680 --> 00:10:47.280]  不過是有一點點的
[00:10:47.280 --> 00:10:50.600]  所以到最後我還是要去看醫生
[00:10:50.600 --> 00:10:52.360]  但是
[00:10:52.360 --> 00:10:54.520]  這是真實的事
[00:10:54.520 --> 00:10:56.000]  試過的
[00:10:56.000 --> 00:10:56.960]  所以
[00:10:56.960 --> 00:11:00.440]  各位姐妹很樂意地介紹給我聽
[00:11:00.440 --> 00:11:01.040]  可以的
[00:11:01.040 --> 00:11:03.240]  我今天也介紹給大家聽
[00:11:03.240 --> 00:11:04.000]  可以的
[00:11:04.000 --> 00:11:06.840]  不過是有一點點的
[00:11:06.840 --> 00:11:10.080]  其實
[00:11:10.080 --> 00:11:13.200]  全方都是同樣的回事
[00:11:13.200 --> 00:11:15.560]  就是將我們經歷過
[00:11:15.560 --> 00:11:19.200]  在福音帶給我們的平安
[00:11:19.200 --> 00:11:21.040]  帶給我們的力量
[00:11:21.040 --> 00:11:23.680]  帶給我們真的經驗到
[00:11:23.680 --> 00:11:29.040]  生命裡面那份從呼吸變成了風聲
[00:11:29.040 --> 00:11:31.040]  我們來跟別人分享
[00:11:31.040 --> 00:11:34.400]  告訴別人我們生命的改變
[00:11:34.400 --> 00:11:36.640]  但不知道為什麼
[00:11:36.640 --> 00:11:39.120]  有時候當我們全方的時候
[00:11:39.120 --> 00:11:41.040]  我們就會有點怕
[00:11:41.040 --> 00:11:43.600]  特別當我們面對家人的時候
[00:11:43.600 --> 00:11:45.600]  我們會有點怕
[00:11:45.600 --> 00:11:49.360]  我一直都有跟一些頂姐妹說
[00:11:49.360 --> 00:11:50.720]  我有一個親戚
[00:11:50.720 --> 00:11:54.040]  兩年之前患了口水腺瘤
[00:11:54.040 --> 00:11:57.520]  做了一個很大的手術
[00:11:57.520 --> 00:12:00.160]  今年年初他又復發了
[00:12:00.160 --> 00:12:03.720]  轉去硬肺去骨
[00:12:03.720 --> 00:12:06.560]  我都請頂姐妹去禱告
[00:12:06.560 --> 00:12:09.280]  不單止身體得醫治
[00:12:09.280 --> 00:12:11.640]  也希望他快點信耶穌
[00:12:11.640 --> 00:12:14.880]  以致他有這個力量
[00:12:14.880 --> 00:12:16.840]  心靈裡面有力量
[00:12:16.840 --> 00:12:20.360]  去面對任何的結果
[00:12:20.360 --> 00:12:22.880]  很感謝耶穌
[00:12:22.880 --> 00:12:24.840]  頂姐妹們偶爾就問我
[00:12:24.840 --> 00:12:27.360]  他信了主沒有?
[00:12:27.360 --> 00:12:31.080]  證明頂姐妹有為他去禱告
[00:12:31.080 --> 00:12:33.080]  我感謝主
[00:12:33.080 --> 00:12:35.360]  但我每次都告訴他
[00:12:35.360 --> 00:12:37.160]  其實我的感恩
[00:12:37.160 --> 00:12:40.240]  就是全家人肯跟我一起祈禱
[00:12:40.240 --> 00:12:44.280]  並且他們一起跟我說「阿們」
[00:12:44.280 --> 00:12:47.000]  但我總是不敢開口問他們
[00:12:47.000 --> 00:12:49.000]  你們信不信?
[00:12:49.000 --> 00:12:51.960]  上個星期
[00:12:51.960 --> 00:12:53.560]  主看得很好
[00:12:53.560 --> 00:12:54.840]  他說
[00:12:54.840 --> 00:12:57.560]  不如我跟他約
[00:12:57.560 --> 00:12:59.760]  跟他在FaceTime裡面
[00:12:59.760 --> 00:13:02.760]  一起來祈禱
[00:13:02.760 --> 00:13:04.360]  我說
[00:13:04.360 --> 00:13:05.720]  要問他
[00:13:05.720 --> 00:13:07.520]  我又很害怕
[00:13:07.520 --> 00:13:09.280]  怎麼說?
[00:13:09.280 --> 00:13:10.040]  怎麼問他?
[00:13:10.040 --> 00:13:12.040]  願不願意?
[00:13:12.040 --> 00:13:14.920]  終於他們都鼓起勇氣
[00:13:14.920 --> 00:13:16.320]  問他可不可以
[00:13:16.320 --> 00:13:19.320]  有位時時為你祈禱的姐妹
[00:13:19.320 --> 00:13:24.760]  想在網上跟你一起祈禱
[00:13:24.760 --> 00:13:27.000]  但他都拒絕了
[00:13:27.000 --> 00:13:29.240]  我就想想
[00:13:29.240 --> 00:13:31.240]  我怕什麼呢?
[00:13:31.240 --> 00:13:34.040]  我怕
[00:13:34.040 --> 00:13:37.040]  我的親戚拒絕我
[00:13:37.040 --> 00:13:39.440]  怕尷尬
[00:13:39.440 --> 00:13:42.440]  怕這個會令他不開心
[00:13:42.440 --> 00:13:45.240]  但是
[00:13:45.240 --> 00:13:46.120]  我相信
[00:13:46.120 --> 00:13:47.960]  耶穌基督的福音
[00:13:47.960 --> 00:13:51.400]  的確讓我經歷到
[00:13:51.400 --> 00:13:55.240]  上帝給我的生命很大的轉變
[00:13:55.240 --> 00:13:56.960]  讓我從一個憤怒
[00:13:56.960 --> 00:13:59.320]  一個憂憂愁愁的人
[00:13:59.320 --> 00:14:00.160]  變得
[00:14:00.160 --> 00:14:04.840]  現在我真正感受到那份生命的豐盛
[00:14:04.840 --> 00:14:09.000]  我又經歷過上帝給我的神蹟
[00:14:09.000 --> 00:14:12.400]  那我究竟怕什麼呢?
[00:14:12.400 --> 00:14:14.360]  在這個保留裡面提醒我們
[00:14:14.360 --> 00:14:16.480]  在第四節裡面
[00:14:16.480 --> 00:14:17.280]  他說
[00:14:17.280 --> 00:14:19.040]  上帝將這個福音
[00:14:19.040 --> 00:14:20.920]  托付給我們
[00:14:20.920 --> 00:14:24.360]  我們就要照著來傳講
[00:14:24.360 --> 00:14:26.480]  不是討人的喜歡
[00:14:26.480 --> 00:14:30.800]  而是要討那考驗我們心的上帝的喜歡
[00:14:30.800 --> 00:14:34.720]  我們是誰呢?
[00:14:34.720 --> 00:14:37.280]  上帝竟然看得起我們
[00:14:37.280 --> 00:14:39.240]  他揀選了我們
[00:14:39.240 --> 00:14:44.160]  他叫我們成為了天國福音的使者
[00:14:44.160 --> 00:14:46.960]  將這個大使命給過我們
[00:14:46.960 --> 00:14:47.920]  交由我們
[00:14:47.920 --> 00:14:49.160]  托付我們
[00:14:49.160 --> 00:14:51.760]  來將耶穌基督
[00:14:51.760 --> 00:14:54.160]  就是那位彌賽亞這個消息
[00:14:54.160 --> 00:14:56.680]  我們要傳開它
[00:14:56.680 --> 00:14:59.600]  其實我們作為這個大使者
[00:14:59.600 --> 00:15:03.640]  我們應該感到非常榮幸
[00:15:03.640 --> 00:15:05.800]  當我們小時候
[00:15:05.800 --> 00:15:08.760]  如果老師選中了我們做班長
[00:15:08.760 --> 00:15:11.920]  我們覺得比其他人聰明一點
[00:15:11.920 --> 00:15:15.680]  全年都會更加聰明一點
[00:15:15.680 --> 00:15:17.120]  我們現在做的
[00:15:17.120 --> 00:15:19.880]  這個是天國豐的使者
[00:15:19.880 --> 00:15:21.360]  是光榮的
[00:15:21.360 --> 00:15:24.400]  不是重擔 也不是羞恥
[00:15:24.400 --> 00:15:26.200]  但總是
[00:15:26.200 --> 00:15:28.440]  當我們要跟別人說的時候
[00:15:28.440 --> 00:15:31.640]  我們總是有些膽怯
[00:15:31.640 --> 00:15:34.880]  但是在這個經文裏面
[00:15:34.880 --> 00:15:38.560]  在第二節的經文裏面已經告訴我們了
[00:15:38.560 --> 00:15:42.960]  我們是靠著上帝所給我們的勇氣
[00:15:42.960 --> 00:15:45.560]  為甚麼保羅
[00:15:45.560 --> 00:15:51.000]  可以遭受這麼多的迫害
[00:15:51.000 --> 00:15:54.400]  他仍然都可以面對得到呢?
[00:15:54.400 --> 00:15:58.520]  就是上帝所給過他的勇氣
[00:15:58.520 --> 00:16:01.200]  昔日上帝給過保羅
[00:16:01.200 --> 00:16:06.800]  今日也同樣給過你和給過我
[00:16:06.800 --> 00:16:08.760]  所以我們要謹記
[00:16:08.760 --> 00:16:11.880]  謹記上帝給我們的命令
[00:16:11.880 --> 00:16:13.960]  務要全度
[00:16:13.960 --> 00:16:17.200]  無論得事不得事
[00:16:17.200 --> 00:16:19.200]  總要專心
[00:16:19.200 --> 00:16:26.760]  好 我們接著就看看
[00:16:26.760 --> 00:16:30.320]  保羅在這個全方位裏面
[00:16:30.320 --> 00:16:35.000]  他用一個甚麼的態度呢?
[00:16:35.000 --> 00:16:39.000]  保羅在這個全方位裏面經歷了很多的艱難
[00:16:39.000 --> 00:16:42.080]  在這個哥林多後書第十一章
[00:16:42.080 --> 00:16:45.920]  他就一直數他自己經過了甚麼
[00:16:45.920 --> 00:16:48.760]  他被猶太人鞭打過五次
[00:16:48.760 --> 00:16:51.560]  每次是40減1下
[00:16:51.560 --> 00:16:54.360]  即是可能百多下
[00:16:54.360 --> 00:16:56.080]  接近200下
[00:16:56.080 --> 00:16:58.160]  又被棍打過三次
[00:16:58.160 --> 00:17:00.720]  又被石頭打過一次
[00:17:00.720 --> 00:17:02.960]  被石頭打可以打死的
[00:17:02.960 --> 00:17:05.840]  又遇過海難三次
[00:17:05.840 --> 00:17:09.240]  又走很多的路
[00:17:09.240 --> 00:17:11.320]  在江河上遇到危險
[00:17:11.320 --> 00:17:13.240]  又遇過盜賊的危險
[00:17:13.240 --> 00:17:14.880]  又遇過同族的人
[00:17:14.880 --> 00:17:17.480]  外族的人的逼迫的危險
[00:17:17.480 --> 00:17:19.880]  在礦泥海裏面的危險
[00:17:19.880 --> 00:17:23.680]  又面對過假帝兄
[00:17:23.680 --> 00:17:25.840]  很多很多
[00:17:25.840 --> 00:17:28.640]  保羅說他勞碌困苦
[00:17:28.640 --> 00:17:30.120]  常常失眠
[00:17:30.120 --> 00:17:32.080]  原來保羅也和我們一樣
[00:17:32.080 --> 00:17:33.960]  有時會失眠的
[00:17:33.960 --> 00:17:37.520]  他也曾經經歷過又飢又餓
[00:17:37.520 --> 00:17:40.120]  又經歷過赤身怒體
[00:17:40.120 --> 00:17:42.000]  他接著說保羅說
[00:17:42.000 --> 00:17:43.800]  有誰軟弱
[00:17:43.800 --> 00:17:45.960]  我不軟弱
[00:17:45.960 --> 00:17:47.720]  有誰跌倒
[00:17:47.720 --> 00:17:50.920]  我不焦急呢
[00:17:50.920 --> 00:17:53.200]  保羅經歷這麼多
[00:17:53.200 --> 00:17:54.600]  我們沒有人經歷過
[00:17:54.600 --> 00:17:58.680]  好像保羅這麼多的艱難
[00:17:58.680 --> 00:18:00.480]  但他仍然堅信
[00:18:00.480 --> 00:18:02.640]  在第三、第四節裏面
[00:18:02.640 --> 00:18:03.520]  他說
[00:18:03.520 --> 00:18:04.960]  他所傳說的
[00:18:04.960 --> 00:18:06.520]  不是出於錯誤
[00:18:06.520 --> 00:18:08.080]  也不是出於污穢
[00:18:08.080 --> 00:18:10.160]  也不是出於詭詐
[00:18:10.160 --> 00:18:13.040]  也不是討人喜歡
[00:18:13.040 --> 00:18:15.360]  他在傳說耶穌基督的時候
[00:18:15.360 --> 00:18:17.000]  他從來沒有用過任何
[00:18:17.000 --> 00:18:19.080]  淺微的奉承的說話
[00:18:19.080 --> 00:18:22.280]  也沒有藏著任何的貪心
[00:18:22.280 --> 00:18:26.960]  他不求人對他的尊重
[00:18:26.960 --> 00:18:29.920]  他也在人和上帝的面前
[00:18:29.920 --> 00:18:31.040]  他可以說
[00:18:31.040 --> 00:18:32.920]  他自己是聖潔的
[00:18:32.920 --> 00:18:34.320]  是正直的
[00:18:34.320 --> 00:18:37.520]  是無可指責的
[00:18:37.520 --> 00:18:40.160]  所以保羅一生的目的
[00:18:40.160 --> 00:18:42.480]  就是要討那位
[00:18:42.480 --> 00:18:44.360]  考驗他的心
[00:18:44.360 --> 00:18:48.400]  上帝的喜歡
[00:18:48.400 --> 00:18:51.600]  他怎樣去貼薩羅尼加城
[00:18:51.600 --> 00:18:52.960]  或者正式來說
[00:18:52.960 --> 00:18:54.720]  他怎樣去跟周圍
[00:18:54.720 --> 00:18:56.040]  整個亞細亞的人
[00:18:56.040 --> 00:18:58.800]  去傳講這個福音呢
[00:18:58.800 --> 00:19:01.800]  在第七節
[00:19:01.800 --> 00:19:02.440]  他說
[00:19:02.440 --> 00:19:03.360]  在當中
[00:19:03.360 --> 00:19:06.640]  他心存溫柔
[00:19:06.640 --> 00:19:07.760]  在新譯本說
[00:19:07.760 --> 00:19:11.200]  溫柔是謙和
[00:19:11.200 --> 00:19:15.320]  呂鎮忠譯本是溫和柔順
[00:19:15.320 --> 00:19:21.720]  是一個很小心地保護的意思
[00:19:21.720 --> 00:19:22.920]  大家有沒有抱過
[00:19:22.920 --> 00:19:25.800]  剛出生的嬰兒
[00:19:25.800 --> 00:19:27.480]  我記得我的姨甥女
[00:19:27.480 --> 00:19:29.720]  或者我的侄子出生的時候
[00:19:29.720 --> 00:19:31.760]  她叫我抱是很害怕的
[00:19:31.760 --> 00:19:33.080]  因為覺得大力一點
[00:19:33.080 --> 00:19:35.560]  都會弄成變形
[00:19:35.560 --> 00:19:37.720]  或者弄碎了
[00:19:37.720 --> 00:19:42.240]  是要很小心的
[00:19:42.240 --> 00:19:43.160]  他說
[00:19:43.160 --> 00:19:44.960]  是要心存溫柔
[00:19:44.960 --> 00:19:50.680]  如同母親哺育自己的孩子
[00:19:50.680 --> 00:19:52.400]  這個母親
[00:19:52.400 --> 00:19:54.000]  在原本的文字裏面
[00:19:54.000 --> 00:19:56.400]  說到是保母的意思
[00:19:56.400 --> 00:19:58.160]  是奶媽
[00:19:58.160 --> 00:19:58.920]  就是說
[00:19:58.920 --> 00:20:00.160]  這個奶媽
[00:20:00.160 --> 00:20:02.120]  只是一份職業
[00:20:02.120 --> 00:20:05.080]  她要照顧這個嬰兒
[00:20:05.080 --> 00:20:07.800]  她可以餵飽他吃就行了
[00:20:07.800 --> 00:20:09.320]  可以隨便
[00:20:09.320 --> 00:20:10.840]  可以做完事
[00:20:10.840 --> 00:20:12.080]  我就等收工
[00:20:12.080 --> 00:20:13.800]  等出糧
[00:20:13.800 --> 00:20:15.160]  其實保羅
[00:20:15.160 --> 00:20:17.760]  他面對這個貼薩羅尼加的信徒
[00:20:17.760 --> 00:20:21.720]  或者是所有亞細亞裏面的人
[00:20:21.720 --> 00:20:23.240]  他不是他們的親生
[00:20:23.240 --> 00:20:25.280]  真是親生父母
[00:20:25.280 --> 00:20:29.160]  他只是一個屬靈的父母
[00:20:29.160 --> 00:20:32.720]  他也可以隨便說了就算了
[00:20:32.720 --> 00:20:33.720]  不過
[00:20:33.720 --> 00:20:35.240]  保羅不是
[00:20:35.240 --> 00:20:38.160]  保羅凡事都上心
[00:20:38.160 --> 00:20:39.880]  他說在哥倫多後書
[00:20:39.880 --> 00:20:44.440]  「有誰跌倒我不召急」呢?
[00:20:44.440 --> 00:20:45.240]  保羅
[00:20:45.240 --> 00:20:47.720]  他真是用一個屬靈的爸爸
[00:20:47.720 --> 00:20:50.400]  或者媽媽的愛
[00:20:50.400 --> 00:20:53.600]  他一路來照顧
[00:20:53.600 --> 00:20:58.040]  對待著每一位的信徒
[00:20:58.040 --> 00:20:59.640]  第十一節也說
[00:20:59.640 --> 00:21:05.960]  「我們待你們好像父親待自己的兒女一樣」
[00:21:05.960 --> 00:21:09.880]  爸爸怎樣對待自己的兒女?
[00:21:09.880 --> 00:21:11.880]  雖然有這個威嚴的時間
[00:21:11.880 --> 00:21:13.920]  很愛的時間
[00:21:13.920 --> 00:21:18.560]  但是也有他愛和溫柔的時間
[00:21:18.560 --> 00:21:19.480]  我記得
[00:21:19.480 --> 00:21:22.400]  當我侄子出外國讀書的時候
[00:21:22.400 --> 00:21:27.680]  我哥哥就帶他去英國
[00:21:27.680 --> 00:21:29.520]  去送機
[00:21:29.520 --> 00:21:31.480]  在入閘的時候
[00:21:31.480 --> 00:21:35.720]  我看到哥哥和侄子一路入閘
[00:21:35.720 --> 00:21:37.120]  回頭看
[00:21:37.120 --> 00:21:41.320]  眼帶淚水的是我哥哥
[00:21:41.320 --> 00:21:44.200]  我突然間就體會到
[00:21:44.200 --> 00:21:46.080]  平時這麼兇
[00:21:46.080 --> 00:21:50.480]  到真的送兒子出外國讀書的時候
[00:21:50.480 --> 00:21:52.200]  他裡面那份
[00:21:52.200 --> 00:21:53.920]  百感交集
