
[00:00:00.000 --> 00:00:02.640]  各位弟兄姊妹,主佬們平安
[00:01:30.800 --> 00:01:33.400]  那種感覺就好像換衣服一樣
[00:01:33.400 --> 00:01:35.080]  到底用甚麼理由呢?
[00:01:35.080 --> 00:01:37.480]  為甚麼他要這樣脫去和穿上呢?
[00:01:37.480 --> 00:01:39.720]  到底脫去和穿上是甚麼呢?
[00:01:39.720 --> 00:01:41.680]  我們一邊去解釋經文
[00:01:41.680 --> 00:01:44.840]  一邊去思想保羅的意思
[00:01:44.840 --> 00:01:48.920]  首先跟大家講一講外邦人是甚麼
[00:01:48.920 --> 00:01:51.120]  甚麼是外邦人呢?
[00:01:51.120 --> 00:01:54.920]  其實大家應該回教會一段時間
[00:01:54.920 --> 00:01:56.680]  可能都有些印象
[00:01:56.680 --> 00:01:59.520]  耶和華他揀選了阿伯拉罕
[00:01:59.520 --> 00:02:03.000]  承諾他的子孫會成為一個大國
[00:02:03.000 --> 00:02:06.440]  然後大家看聖經就是
[00:02:06.440 --> 00:02:09.200]  他的子孫就是後來的以色列人
[00:02:09.200 --> 00:02:12.600]  也是耶和華的選民
[00:02:12.600 --> 00:02:14.400]  出埃及記你會見到
[00:02:14.400 --> 00:02:17.160]  他們在埃及成為一個大民族、大國家
[00:02:17.160 --> 00:02:19.000]  然後去到迦南地
[00:02:19.000 --> 00:02:21.800]  他們自立為一個國
[00:02:21.800 --> 00:02:23.680]  後來這個民族
[00:02:23.680 --> 00:02:25.360]  耶和華的選民
[00:02:25.360 --> 00:02:27.480]  被稱之為猶太人
[00:02:27.480 --> 00:02:29.160]  即是信奉猶太教
[00:02:29.160 --> 00:02:31.640]  信奉耶和華的人
[00:02:31.640 --> 00:02:35.600]  猶太人相信耶和華是獨一的真神
[00:02:35.600 --> 00:02:38.840]  因此他們有一種排他性
[00:02:38.840 --> 00:02:40.520]  其他的別神
[00:02:40.520 --> 00:02:43.080]  即是大家看聖經裏面都會知道
[00:02:43.080 --> 00:02:45.040]  耶和華是不接受的
[00:02:45.040 --> 00:02:47.480]  你拜那些假神偶像的話
[00:02:47.480 --> 00:02:50.800]  是會有很重的懲罰的
[00:02:50.800 --> 00:02:52.960]  猶太人他們稱那些
[00:02:52.960 --> 00:02:55.400]  不是信奉耶和華的人
[00:02:55.400 --> 00:02:57.800]  就叫做外邦人
[00:02:57.800 --> 00:03:00.240]  其實我們都算是外邦人
[00:03:00.240 --> 00:03:03.480]  我們如果在當時的標準
[00:03:03.480 --> 00:03:05.760]  在當時的標準來說我們是外邦人
[00:03:05.760 --> 00:03:07.480]  因為我們都不是以色列人
[00:03:07.480 --> 00:03:08.120]  是不是
[00:03:08.120 --> 00:03:11.240]  而且外邦人這個稱呼
[00:03:11.240 --> 00:03:12.800]  是有些貶義的
[00:03:12.800 --> 00:03:14.360]  你要記住有些貶義
[00:03:14.360 --> 00:03:16.280]  即是那些外邦人
[00:03:16.280 --> 00:03:17.920]  這樣的意思
[00:03:17.960 --> 00:03:20.840]  他們看不起那些外邦人
[00:03:20.840 --> 00:03:24.560]  所以當年以色列被滅國
[00:03:24.560 --> 00:03:27.280]  對他們來說是很屈辱的
[00:03:27.280 --> 00:03:29.600]  竟然輸了給那些外邦人
[00:03:29.600 --> 00:03:32.720]  竟然在那些外邦人的統治下
[00:03:32.720 --> 00:03:35.840]  竟然被那些不信奉耶和華的人
[00:03:35.840 --> 00:03:38.120]  去統治我們
[00:03:38.120 --> 00:03:39.880]  雖然到了後期
[00:03:39.880 --> 00:03:41.320]  你看回聖經
[00:03:41.320 --> 00:03:43.120]  他們被釋放
[00:03:43.120 --> 00:03:46.200]  可以回到耶路撒冷重建他們的城牆
[00:03:46.200 --> 00:03:48.640]  有回他們自己的自治權
[00:03:48.640 --> 00:03:53.840]  但是其實他們都是在一些外邦的國家統治下的附庸國
[00:03:53.840 --> 00:03:57.760]  即是其實你只不過是一個
[00:03:57.760 --> 00:04:00.200]  可以說是一個特別行政區
[00:04:00.200 --> 00:04:01.800]  他們有自治權的
[00:04:01.800 --> 00:04:04.520]  但是其實他們都是被統治的
[00:04:04.520 --> 00:04:07.640]  他們一直都期望耶和華的受高者
[00:04:07.640 --> 00:04:10.160]  即是尼塞亞會來拯救他們
[00:04:10.160 --> 00:04:14.480]  會來幫他們脫離那些外邦人的統治
[00:04:14.480 --> 00:04:17.920]  所以新約裏面很多人會期望
[00:04:17.920 --> 00:04:21.040]  耶穌是一個政治領袖
[00:04:21.040 --> 00:04:24.880]  帶兵去推翻羅馬政權
[00:04:24.880 --> 00:04:27.640]  或者令到他們以色列能夠獨立
[00:04:27.640 --> 00:04:29.480]  他們是這樣想的
[00:04:29.480 --> 00:04:33.400]  文化上猶太人對外邦人是很排斥的
[00:04:33.400 --> 00:04:34.760]  是非常之排斥
[00:04:34.760 --> 00:04:36.200]  所以到了後來
[00:04:36.200 --> 00:04:40.000]  耶穌即使他們的人相信了耶穌基督
[00:04:40.000 --> 00:04:42.200]  有些猶太人相信耶穌基督
[00:04:42.200 --> 00:04:44.280]  但是他們都接受不了
[00:04:44.280 --> 00:04:47.240]  救恩是給予外邦人的
[00:04:47.240 --> 00:04:48.000]  不是吧
[00:04:48.000 --> 00:04:50.800]  我們只是想你來拯救以色列
[00:04:50.800 --> 00:04:52.120]  你給予外邦人
[00:04:52.120 --> 00:04:54.160]  他們很難接受這件事
[00:04:54.160 --> 00:04:55.480]  所以才有保羅
[00:04:55.480 --> 00:04:57.360]  這個外邦人的仕途
[00:04:57.360 --> 00:05:00.200]  專門做外邦人的工作
[00:05:00.200 --> 00:05:02.760]  明白了這個背景
[00:05:02.760 --> 00:05:05.080]  我們就去看回今天的經文
[00:05:05.080 --> 00:05:07.200]  第17節那裏這樣說
[00:05:07.200 --> 00:05:09.040]  所以我這樣說
[00:05:09.040 --> 00:05:11.040]  且在主律鄭重地說
[00:05:11.040 --> 00:05:12.560]  很認真地說
[00:05:12.560 --> 00:05:15.200]  你們行事為人不要再像外邦人
[00:05:15.200 --> 00:05:18.080]  存虛妄的心而活
[00:05:18.080 --> 00:05:20.800]  這裏說的外邦人
[00:05:20.800 --> 00:05:25.400]  其實保羅是擴闊了意思
[00:05:25.400 --> 00:05:27.520]  有少許轉變了
[00:05:27.520 --> 00:05:31.880]  外邦人是指一些不信耶穌的人
[00:05:31.880 --> 00:05:35.400]  因為耶穌是舊約的寓言彌賽亞
[00:05:35.400 --> 00:05:38.400]  所以當保羅用這三個字
[00:05:38.400 --> 00:05:39.960]  即是外邦人的時候
[00:05:39.960 --> 00:05:43.240]  你要明白他有些貶義的成份
[00:05:43.240 --> 00:05:45.200]  因為他那個背景
[00:05:45.200 --> 00:05:46.800]  他剛才我說的背景
[00:05:46.800 --> 00:05:49.960]  他想著外邦人這三個字是負面的
[00:05:49.960 --> 00:05:51.560]  是負面意思
[00:05:51.560 --> 00:05:53.760]  我們今時今日應用的時候
[00:05:53.760 --> 00:05:55.560]  你就要小心了
[00:05:55.560 --> 00:05:58.120]  你可不可以稱呼那些非基督徒
[00:05:58.120 --> 00:06:00.280]  就是外邦人
[00:06:00.280 --> 00:06:03.080]  那些不信耶穌的人
[00:06:03.080 --> 00:06:04.120]  可以嗎
[00:06:04.120 --> 00:06:04.800]  不可以的
[00:06:04.800 --> 00:06:07.400]  你不可以將不信耶穌的人
[00:06:07.400 --> 00:06:08.560]  當作是貶義的
[00:06:08.560 --> 00:06:09.280]  是負面的
[00:06:09.280 --> 00:06:10.200]  不可以的
[00:06:10.200 --> 00:06:13.360]  所以我們不可以直接看這段經文
[00:06:13.360 --> 00:06:17.440]  就說你們可能腦袋轉換了
[00:06:17.440 --> 00:06:20.560]  你們基督徒就不要學那些非基督徒了
[00:06:20.560 --> 00:06:22.560]  如果你直接轉換了
[00:06:22.560 --> 00:06:24.520]  你就會對那些非基督徒
[00:06:24.520 --> 00:06:27.200]  有一種錯誤的理解
[00:06:27.200 --> 00:06:28.480]  你對於不信主的人
[00:06:28.480 --> 00:06:30.800]  有一種錯誤的貶義存在
[00:06:30.800 --> 00:06:33.200]  就好像不信耶穌就不是好人
[00:06:33.200 --> 00:06:34.360]  你要知道
[00:06:34.360 --> 00:06:37.760]  說信耶穌的都可以不是好人
[00:06:37.760 --> 00:06:40.240]  大家要明白
[00:06:40.240 --> 00:06:43.280]  我們怎樣理解外邦人這三個字呢
[00:06:43.280 --> 00:06:44.400]  不用猜測的
[00:06:44.400 --> 00:06:45.840]  也不要猜測
[00:06:45.840 --> 00:06:48.000]  你看回經文就給你答案
[00:06:48.000 --> 00:06:49.320]  同一節經文說了
[00:06:49.320 --> 00:06:51.160]  外邦人是怎樣的
[00:06:51.160 --> 00:06:54.400]  「存虛妄的心而活」
[00:06:54.400 --> 00:06:55.040]  是不是
[00:06:55.040 --> 00:06:59.040]  當有些人原來存著一種虛妄的心
[00:06:59.040 --> 00:07:01.760]  虛妄的心即是虛空
[00:07:01.760 --> 00:07:02.960]  徒勞
[00:07:02.960 --> 00:07:04.600]  萬無目的的
[00:07:04.600 --> 00:07:06.360]  那些叫虛妄
[00:07:06.360 --> 00:07:09.000]  你看全道書都說
[00:07:09.000 --> 00:07:10.280]  虛空的虛空
[00:07:10.280 --> 00:07:13.320]  虛空的意思其實就是霧
[00:07:13.320 --> 00:07:17.040]  好像現在中了COVID之後
[00:07:17.040 --> 00:07:19.120]  有一種情況叫做腦霧
[00:07:19.120 --> 00:07:20.320]  要小心發音
[00:07:20.320 --> 00:07:21.400]  不然就出事了
[00:07:21.400 --> 00:07:25.120]  那個腦好像有一層霧
[00:07:25.120 --> 00:07:26.960]  模模糊糊的
[00:07:26.960 --> 00:07:29.520]  有些朋友我聽過他說
[00:07:29.520 --> 00:07:31.040]  別人跟他說話
[00:07:31.040 --> 00:07:32.200]  他要撈三秒
[00:07:32.200 --> 00:07:33.840]  他才會回應他
[00:07:33.840 --> 00:07:36.880]  這些就叫做虛空
[00:07:36.880 --> 00:07:40.040]  原來有些人的行事為人好像有一層霧
[00:07:40.040 --> 00:07:41.800]  他完全是模糊糊的
[00:07:41.800 --> 00:07:44.880]  可能他也不是很清楚自己在做甚麼
[00:07:44.880 --> 00:07:47.000]  外邦人的特徵就是這樣
[00:07:47.000 --> 00:07:49.640]  他們的心思意念是虛空的
[00:07:49.640 --> 00:07:51.200]  第十八節說
[00:07:51.200 --> 00:07:52.840]  他們心底昏昧
[00:07:52.840 --> 00:07:54.400]  因為自己無知
[00:07:54.400 --> 00:07:58.600]  心裡剛硬而與神的生命隔絕
[00:07:58.600 --> 00:08:00.760]  我們要明白這個無知
[00:08:00.760 --> 00:08:02.000]  這些昏昧
[00:08:02.000 --> 00:08:03.640]  你按照常文去看
[00:08:03.640 --> 00:08:04.920]  不是說他們沒有知識
[00:08:04.920 --> 00:08:07.040]  不是說他們沒有讀過書
[00:08:07.040 --> 00:08:09.480]  這個世界實際上你會發覺
[00:08:09.480 --> 00:08:12.320]  很多知識份子讀很多書的
[00:08:12.320 --> 00:08:14.920]  都可以很昏昧的
[00:08:14.920 --> 00:08:18.720]  很高學歷或者在社會上很高地位的人
[00:08:18.720 --> 00:08:21.200]  其實他都可以模糊糊的
[00:08:21.200 --> 00:08:25.960]  所以這個不是說知識上的昏昧和無知
[00:08:25.960 --> 00:08:27.360]  而是一種
[00:08:27.360 --> 00:08:28.920]  我們要理解就是
[00:08:28.920 --> 00:08:31.080]  他在對上帝的事
[00:08:31.080 --> 00:08:36.000]  對屬靈的事上的一種無知
[00:08:36.000 --> 00:08:37.320]  當我們講到這裡的時候
[00:08:37.320 --> 00:08:39.440]  我們不應該單純地以
[00:08:39.440 --> 00:08:43.520]  他是基督徒或者不是基督徒來做分別
[00:08:43.520 --> 00:08:46.560]  事實上很多人都自稱是基督徒
[00:08:46.560 --> 00:08:48.000]  某程度上我覺得
[00:08:48.000 --> 00:08:51.240]  基督徒這三個字有少許光環
[00:08:51.240 --> 00:08:54.080]  於是有些人很喜歡自稱是基督徒的
[00:08:54.080 --> 00:08:56.440]  不過你看他大時大節
[00:08:56.440 --> 00:08:59.400]  這樣不就是走進來崇拜坐一坐
[00:08:59.400 --> 00:09:01.160]  平時又不見他
[00:09:01.160 --> 00:09:04.360]  他的生命你也都看到他平時的行為
[00:09:04.360 --> 00:09:06.720]  完全都不像是一個基督徒
[00:09:06.720 --> 00:09:10.000]  有很多名人最喜歡犯了事
[00:09:10.000 --> 00:09:13.040]  上了新聞之後就說缺自信耶穌佩改
[00:09:13.040 --> 00:09:14.960]  就是幫自己洗底
[00:09:14.960 --> 00:09:17.320]  基督徒這三個字很好用的
[00:09:17.320 --> 00:09:22.360]  其實我們不應該單純一個人自稱他是否基督徒
[00:09:22.360 --> 00:09:25.280]  你就覺得他是否一個好人
[00:09:25.280 --> 00:09:28.080]  你要看他行事為人
[00:09:28.080 --> 00:09:31.920]  我認為如何去分辨一個外邦人和基督徒
[00:09:31.920 --> 00:09:35.760]  你看他的日常表現你就知道了
[00:09:35.760 --> 00:09:38.280]  第十九至二十節裏
[00:09:38.280 --> 00:09:42.400]  保羅真的特別去提醒那些已不受信徒
[00:09:42.400 --> 00:09:45.920]  既然他們已經麻木就放縱情慾
[00:09:45.920 --> 00:09:48.720]  貪婪地行種種污穢的事
[00:09:48.720 --> 00:09:53.280]  但你們從基督學的不是這樣
[00:09:53.280 --> 00:09:56.840]  從他的行為就知道那些人是怎樣的
[00:09:56.840 --> 00:09:59.040]  於是保羅叫已不受信徒
[00:09:59.040 --> 00:10:01.360]  你不要學那些外邦人
[00:10:01.360 --> 00:10:03.400]  不要學他們放縱情慾
[00:10:03.400 --> 00:10:07.040]  不要學他們做那些污穢的事
[00:10:07.040 --> 00:10:09.640]  你們行事為人要學哪一個呢?
[00:10:09.640 --> 00:10:11.640]  要學基督
[00:10:11.640 --> 00:10:14.760]  你學甚麼人就像甚麼人
[00:10:14.760 --> 00:10:17.280]  出於泥而不染的人是有的
[00:10:17.280 --> 00:10:19.480]  不過我相信是少數
[00:10:19.480 --> 00:10:22.280]  相反近諸者赤近麥者黑
[00:10:22.280 --> 00:10:24.280]  這些是很常見的
[00:10:24.280 --> 00:10:26.160]  我們作為一個基督徒
[00:10:26.160 --> 00:10:28.160]  你真的要謹慎
[00:10:28.160 --> 00:10:30.080]  你不要跟一些外邦人
[00:10:30.080 --> 00:10:33.560]  即是那些存虛妄心的人去學東西
[00:10:33.560 --> 00:10:37.760]  相反你要學習的對象就是耶穌基督
[00:10:37.760 --> 00:10:39.360]  二十一至二十二節這樣說
[00:10:39.360 --> 00:10:41.880]  「如果你們聽過他的道
[00:10:41.880 --> 00:10:43.120]  領了他的教
[00:10:43.120 --> 00:10:45.800]  因為真理就在耶穌裡
[00:10:45.800 --> 00:10:48.320]  你們要脫去從前的行為
[00:10:48.320 --> 00:10:49.680]  脫去救我
[00:10:49.680 --> 00:10:54.680]  這救我時因私慾的迷惑而漸漸變壞的」
[00:10:54.680 --> 00:10:56.160]  回教會久了
[00:10:56.160 --> 00:10:58.720]  可能聽這些屬靈的字眼都聽得多
[00:10:58.720 --> 00:11:02.360]  甚麼新我、救我、新人、救人那些
[00:11:02.360 --> 00:11:05.520]  但我聽過有一個說法
[00:11:05.520 --> 00:11:08.280]  就是說你未信耶穌的時候
[00:11:08.280 --> 00:11:09.800]  你就是救人了
[00:11:09.800 --> 00:11:11.000]  你信了耶穌
[00:11:11.000 --> 00:11:12.760]  你就是新人了
[00:11:12.760 --> 00:11:14.160]  有經文支持的
[00:11:14.160 --> 00:11:15.240]  不是沒有的
[00:11:15.240 --> 00:11:17.520]  哥倫多後書五章十七節說
[00:11:17.520 --> 00:11:19.720]  「所以若有人在基督裡
[00:11:19.720 --> 00:11:21.360]  他就是新造的人
[00:11:21.360 --> 00:11:22.560]  舊事已過
[00:11:22.560 --> 00:11:24.640]  都變成新的了」
[00:11:24.640 --> 00:11:25.680]  彷彿就是說
[00:11:25.680 --> 00:11:27.120]  你缺信耶穌的時候
[00:11:27.120 --> 00:11:29.160]  你已經是一個新人了
[00:11:29.160 --> 00:11:30.880]  你是一個全新的生命了
[00:11:30.880 --> 00:11:31.920]  是不是?
[00:11:31.920 --> 00:11:33.520]  不可以完全錯誤的
[00:11:33.520 --> 00:11:35.400]  這是聖經所說的
[00:11:35.400 --> 00:11:37.120]  但我們要分清楚
[00:11:37.120 --> 00:11:39.160]  以弗所書所說的東西
[00:11:39.160 --> 00:11:42.360]  和哥倫多後書所說的東西是不同的
[00:11:42.360 --> 00:11:42.840]  是不是?
[00:11:42.840 --> 00:11:43.880]  是兩本書來的
[00:11:43.880 --> 00:11:45.280]  是不同的書來的
[00:11:45.280 --> 00:11:48.680]  不同的書處理著不同的東西
[00:11:48.680 --> 00:11:50.320]  譬如我兒子讀書的時候
[00:11:50.320 --> 00:11:51.880]  他拿出一本成語手冊
[00:11:51.880 --> 00:11:55.240]  和我處理中文書裡面所說的東西
[00:11:55.240 --> 00:11:57.080]  兩個都是寫著中文的
[00:11:57.080 --> 00:11:58.320]  用中文字的
[00:11:58.320 --> 00:12:00.960]  但他處理著不同的東西的時候
[00:12:00.960 --> 00:12:05.560]  有時候很難免會有些混亂
[00:12:05.560 --> 00:12:08.160]  哥倫多後書所說的「新人」
[00:12:08.160 --> 00:12:12.000]  是勸勉哥倫多信徒要和神和好
[00:12:12.000 --> 00:12:14.120]  你不要因為你知道「救我」
[00:12:14.120 --> 00:12:17.080]  或者這些罪而和神隔絕
[00:12:17.080 --> 00:12:18.560]  你要和神和好
[00:12:18.560 --> 00:12:20.760]  於是他強調你信耶穌之後
[00:12:20.760 --> 00:12:22.840]  有一個新的生命
[00:12:22.840 --> 00:12:24.880]  但以弗所書所說的
[00:12:24.880 --> 00:12:27.880]  是一些行事為人的守則
[00:12:27.880 --> 00:12:30.640]  即是你怎樣做人
[00:12:30.640 --> 00:12:32.440]  二十二節那裡我們再看一次
[00:12:32.440 --> 00:12:35.000]  「你們要脫去從前的行為
[00:12:35.000 --> 00:12:36.280]  脫去救我
[00:12:36.280 --> 00:12:41.160]  這救我是因私慾的迷惑而漸漸變壞的」
[00:12:41.160 --> 00:12:42.680]  這個救我
[00:12:42.680 --> 00:12:43.880]  所謂的救我
[00:12:43.880 --> 00:12:45.480]  原來它有一個特徵
[00:12:45.480 --> 00:12:49.640]  就是他會因為私慾和迷惑而漸漸變壞
[00:12:49.640 --> 00:12:50.920]  不是一次過變壞
[00:12:50.920 --> 00:12:52.200]  是漸漸變壞的
[00:12:52.200 --> 00:12:55.040]  保羅不是說信耶穌前就是救人
[00:12:55.040 --> 00:12:56.960]  信了耶穌就是新人
[00:12:56.960 --> 00:12:59.600]  你按照前文後理去看
[00:12:59.600 --> 00:13:01.280]  如果真的信了耶穌
[00:13:01.280 --> 00:13:03.560]  自動變身的
[00:13:03.560 --> 00:13:06.480]  那你還要學甚麼呢
[00:13:06.480 --> 00:13:07.680]  你都變了新人了
[00:13:07.680 --> 00:13:08.920]  你變了新我了
[00:13:08.920 --> 00:13:11.280]  你還要學甚麼呢
[00:13:11.280 --> 00:13:13.400]  說到要學
[00:13:13.400 --> 00:13:14.880]  意思就是
[00:13:14.880 --> 00:13:16.320]  我們有問題
[00:13:16.320 --> 00:13:17.480]  我們有不足
[00:13:17.480 --> 00:13:20.200]  我們有需要去學習的
[00:13:20.200 --> 00:13:21.880]  我們要不斷地學習的
[00:13:21.880 --> 00:13:24.600]  原來我們是會因為私慾的迷惑
[00:13:24.600 --> 00:13:26.840]  而漸漸變壞
[00:13:26.840 --> 00:13:29.920]  你是會漸漸變舊的
[00:13:29.920 --> 00:13:31.240]  一個人信了耶穌
[00:13:31.240 --> 00:13:34.000]  的確是會有改變的
[00:13:34.000 --> 00:13:35.680]  我也聽過一些見證
[00:13:35.680 --> 00:13:38.760]  一信耶穌一個人就一百八十度變了
[00:13:38.760 --> 00:13:40.480]  以前是「迂走」
[00:13:40.480 --> 00:13:42.320]  然後是「敵走不瞻」
[00:13:42.320 --> 00:13:43.400]  以前打老婆
[00:13:43.400 --> 00:13:45.000]  現在很疼老婆
[00:13:45.000 --> 00:13:46.000]  有的
[00:13:46.000 --> 00:13:48.560]  上帝的大能改變了那個人
[00:13:48.560 --> 00:13:50.760]  不過我也發現有些人
[00:13:50.760 --> 00:13:51.760]  他的情況
[00:13:51.760 --> 00:13:53.520]  他一百八十度變完之後
[00:13:53.520 --> 00:13:56.000]  就再慢慢轉回一百八十度
[00:13:56.000 --> 00:13:57.080]  那就是三百六十度
[00:13:57.080 --> 00:13:58.680]  去回原位
[00:13:58.680 --> 00:14:02.440]  很多時候我們是會重拾
[00:14:02.440 --> 00:14:06.040]  舊的生活狀態或者一些舊我
[00:14:06.040 --> 00:14:07.720]  所以二十三、二十四節那裡說
[00:14:07.720 --> 00:14:10.200]  你們要將自己的心意更新
[00:14:10.200 --> 00:14:11.520]  心智更新
[00:14:11.520 --> 00:14:13.000]  並且穿上新我
[00:14:13.000 --> 00:14:15.920]  這新我是照著神的形象做的
[00:14:15.920 --> 00:14:19.880]  有從真理來的公義和聖潔
[00:14:19.880 --> 00:14:23.160]  保羅鼓勵我們心智要更新
[00:14:23.160 --> 00:14:25.680]  你的心思、意念、你的意志
[00:14:25.680 --> 00:14:28.160]  你所想的事情是要更新
[00:14:28.160 --> 00:14:29.840]  穿上新我
[00:14:29.840 --> 00:14:33.560]  這個新我是用來和舊我去做一個比較的
[00:14:33.560 --> 00:14:37.000]  舊我是因為私慾迷惑而漸漸變壞的話
[00:14:37.000 --> 00:14:41.160]  那新我就是照著神的形象去做的
[00:14:41.160 --> 00:14:43.280]  照著神的形象這一句
[00:14:43.280 --> 00:14:45.560]  令大家想起什麼呢?
[00:14:45.560 --> 00:14:47.280]  創世紀嘛 是不是?
[00:14:47.280 --> 00:14:48.960]  上帝去做人的時候
[00:14:48.960 --> 00:14:51.920]  就是照著神的形象去做人的
[00:14:51.920 --> 00:14:55.280]  所以我們人是有上帝的形象的
[00:14:55.280 --> 00:14:57.680]  但是因為我們犯罪
[00:14:57.680 --> 00:15:00.160]  所以我們規缺了神的榮耀
[00:15:00.160 --> 00:15:04.080]  如果你有背一下傳福音的四律
[00:15:04.080 --> 00:15:06.440]  《羅馬路報道法》那些
[00:15:06.440 --> 00:15:07.480]  你會記得這一句
[00:15:07.480 --> 00:15:08.840]  我們人犯罪
[00:15:08.840 --> 00:15:11.080]  規缺了神的榮耀
[00:15:11.080 --> 00:15:13.800]  於是上帝的形象在人的身上
[00:15:13.800 --> 00:15:16.160]  能不能彰顯出來呢?
[00:15:16.160 --> 00:15:17.880]  彰顯不了
[00:15:17.880 --> 00:15:22.040]  一個人信耶穌其實就是重新被創造
[00:15:22.040 --> 00:15:23.440]  你是重新被創造
[00:15:23.440 --> 00:15:26.000]  由一個規缺神形象的人
[00:15:26.000 --> 00:15:29.320]  變回一個有上帝形象的人
[00:15:29.320 --> 00:15:32.520]  這件事不是人力可以做到的
[00:15:32.520 --> 00:15:34.480]  不是人的力量可以做到
[00:15:34.480 --> 00:15:36.040]  一定是你信耶穌的時候
[00:15:36.040 --> 00:15:38.880]  上帝的恩典去改變你的
[00:15:38.880 --> 00:15:40.720]  但是正如我剛才所說
[00:15:40.720 --> 00:15:42.120]  你信了主之後
[00:15:42.120 --> 00:15:43.440]  變了好了
[00:15:43.440 --> 00:15:46.160]  你這個人被更新了
[00:15:46.160 --> 00:15:48.480]  是不是甚麼都不用做呢?
[00:15:48.480 --> 00:15:49.280]  甚麼都不用做
[00:15:49.280 --> 00:15:52.120]  保羅為甚麼叫你們要學基督呢?
[00:15:52.120 --> 00:15:52.680]  是不是?
[00:15:52.680 --> 00:15:54.280]  如果你成功了
[00:15:54.280 --> 00:15:56.000]  那你就不用學了
[00:15:56.000 --> 00:15:59.440]  你要學就是說你還不行
[00:15:59.440 --> 00:16:02.440]  我們要學我們有所不足
[00:16:02.440 --> 00:16:04.360]  對我們任何一個人來說
[00:16:04.360 --> 00:16:06.240]  即使你信了多少年
[00:16:06.240 --> 00:16:07.880]  即使你多少歲
[00:16:07.880 --> 00:16:09.920]  除非有一天你打開聖經
[00:16:09.920 --> 00:16:12.280]  你再看不到學基督這幾個字
[00:16:12.280 --> 00:16:15.480]  否則我相信你依然要學習基督
[00:16:15.480 --> 00:16:18.760]  你依然要學習人去成聖的那條路
[00:16:18.760 --> 00:16:20.680]  是走到死的那一天
[00:16:20.680 --> 00:16:21.880]  所以我們要不斷地學
[00:16:21.880 --> 00:16:23.160]  不斷地更新
[00:16:23.160 --> 00:16:25.960]  保羅用脫去和穿上這個比喻
[00:16:25.960 --> 00:16:27.160]  很到位的
[00:16:27.160 --> 00:16:28.720]  好像我剛才所說
[00:16:28.720 --> 00:16:31.480]  一件衣服你穿上身
[00:16:31.480 --> 00:16:32.480]  可能是新衣服
[00:16:32.480 --> 00:16:34.080]  可能是一件洗乾淨的衣服
[00:16:34.080 --> 00:16:35.360]  你穿上去的時候
[00:16:35.360 --> 00:16:37.040]  一定是感覺良好的
[00:16:37.040 --> 00:16:38.200]  很舒服的
[00:16:38.200 --> 00:16:41.760]  在洗完澡之後穿一件乾淨的衣服上去
[00:16:41.760 --> 00:16:43.720]  是很舒服的一件事
[00:16:43.720 --> 00:16:48.840]  但是衣服就永遠都只會越穿越舊
[00:16:48.840 --> 00:16:51.520]  也都只會越穿越骯髒
[00:16:51.520 --> 00:16:53.040]  你不理它
[00:16:53.040 --> 00:16:55.320]  你慢慢就會由一個健康
