
[00:00:00.000 --> 00:00:03.140]  晚安 各位網友 我們一起禱告
[00:05:34.100 --> 00:05:37.220]  所以這些就是很寶貴
[00:05:37.220 --> 00:05:40.700]  能夠在具體的生活裏面
[00:05:40.700 --> 00:05:43.180]  保羅能夠這麼認真去教
[00:05:43.180 --> 00:05:47.260]  而且教的過程還有好幾個大的原則
[00:05:47.260 --> 00:05:49.260]  如果我們一直這樣去遵從
[00:05:49.260 --> 00:05:52.500]  而我們在這樣的生命裏面去成長
[00:05:52.500 --> 00:05:55.300]  我們的生命就很成熟
[00:05:55.300 --> 00:05:59.460]  這個是神所喜悅 人所喜愛
[00:05:59.460 --> 00:06:03.740]  這是第14章最重要的那節聖經
[00:06:03.740 --> 00:06:05.180]  就是第17節
[00:06:05.180 --> 00:06:08.820]  因為神的國不在乎飲食
[00:06:08.820 --> 00:06:12.260]  當然更加不在乎你算哪一天好一些
[00:06:12.260 --> 00:06:15.180]  安息日好一些 禮拜日好一些
[00:06:15.180 --> 00:06:18.220]  復活節好一些 重陽節好一些
[00:06:18.220 --> 00:06:22.100]  不是這些 神的國不在乎這一切
[00:06:22.100 --> 00:06:23.620]  在乎什麼呢?
[00:06:23.620 --> 00:06:27.860]  三樣東西 公義 聖潔和在聖靈裏面的喜樂
[00:06:27.860 --> 00:06:30.180]  在這幾樣上面去服侍神
[00:06:30.180 --> 00:06:34.620]  服侍人就會得到神的喜悅 人的稱佩
[00:06:34.620 --> 00:06:38.500]  第14章第17節真的要大家背得很熟
[00:06:38.500 --> 00:06:41.500]  要很知道 但是今天我們講的第14章
[00:06:41.500 --> 00:06:44.020]  我們就必須將整個的上下文
[00:06:44.020 --> 00:06:46.980]  跟大家一起去看
[00:06:46.980 --> 00:06:49.060]  這樣就非常好
[00:06:49.060 --> 00:06:51.900]  所以我們怎樣看待彼此
[00:06:51.900 --> 00:06:54.140]  在本來就提這兩樣
[00:06:54.140 --> 00:06:59.660]  可能對當時已經是很大的一個大家的矛盾位置
[00:06:59.660 --> 00:07:04.300]  大家已經開始很顧守自己的日子
[00:07:04.300 --> 00:07:05.500]  就是安息日
[00:07:05.500 --> 00:07:11.500]  有些就認為禮拜日大家一起聚集是最好的
[00:07:11.500 --> 00:07:14.380]  兩者之間這些的不同
[00:07:14.380 --> 00:07:17.940]  怎樣帶來不同 任讓它不同
[00:07:17.940 --> 00:07:20.580]  但是這個不同裏面可以有合一
[00:07:20.580 --> 00:07:24.180]  這個就是一個很寶貴的教導
[00:07:24.180 --> 00:07:31.060]  所以焦點在第14章上半段不要論斷
[00:07:31.060 --> 00:07:34.820]  下半段13到23節簡單來說
[00:07:34.820 --> 00:07:36.780]  就是要很主動的
[00:07:36.780 --> 00:07:40.980]  用一個很有愛心的思考
[00:07:40.980 --> 00:07:46.300]  來去接納跟你相同的人所做的事情
[00:07:46.300 --> 00:07:50.780]  當然這裡講的焦點就是實際具體的操作
[00:07:50.780 --> 00:07:53.740]  本來就用了很多具體的教導
[00:07:53.740 --> 00:07:58.060]  我們一起再下去看我們今天這個
[00:07:58.060 --> 00:08:00.940]  第14章這一段經文
[00:08:00.940 --> 00:08:03.900]  我先移走這個 先不要阻止
[00:08:03.900 --> 00:08:08.460]  我們接納的原因
[00:08:08.460 --> 00:08:14.620]  首先就是要明白我們中間不同的人有差異
[00:08:14.620 --> 00:08:17.540]  而這個差異不是關乎舊恩
[00:08:17.540 --> 00:08:19.220]  不是關乎真理
[00:08:19.220 --> 00:08:23.420]  這樣的差異就容讓它存在
[00:08:23.420 --> 00:08:28.140]  因為文化和良心上的不相同
[00:08:28.140 --> 00:08:31.500]  這個不是關乎舊恩真理的問題
[00:08:31.500 --> 00:08:34.940]  所以這個不是要強迫別人
[00:08:34.940 --> 00:08:37.260]  必須跟隨你這樣做的
[00:08:37.260 --> 00:08:41.100]  一定有它的好 有它的不好
[00:08:41.100 --> 00:08:44.100]  盡量在整體裡面
[00:08:44.100 --> 00:08:49.620]  從一個整體來看這件事就OK的了
[00:08:49.620 --> 00:08:51.420]  其他人很具體的
[00:08:51.420 --> 00:08:54.580]  我們剛剛在星期三開完檢討會
[00:08:54.580 --> 00:08:57.020]  就是聖誕節我們報佳音
[00:08:57.020 --> 00:09:00.860]  今年我們知道預計會多人報佳音
[00:09:00.860 --> 00:09:02.620]  有60多人參加
[00:09:02.620 --> 00:09:04.500]  你想想如果60多人
[00:09:04.500 --> 00:09:06.260]  只是排隊都不夠排
[00:09:06.260 --> 00:09:08.620]  所以我們就分了幾個項目
[00:09:08.620 --> 00:09:10.620]  有一些是拿咪高峰的
[00:09:10.620 --> 00:09:12.500]  就是帶領和說話的
[00:09:12.500 --> 00:09:17.580]  接著有一部分就是負責跟著去唱聖詩的
[00:09:17.580 --> 00:09:20.940]  另外有一班十多人就編了
[00:09:20.940 --> 00:09:25.780]  就是跟那些街坊主動邀請他們過來一起唱
[00:09:25.780 --> 00:09:26.820]  和派禮物
[00:09:26.820 --> 00:09:29.180]  我們就開了檢討會
[00:09:29.180 --> 00:09:30.500]  有肢體就說
[00:09:30.500 --> 00:09:32.180]  你編了我的位置
[00:09:32.180 --> 00:09:33.380]  只是派禮物
[00:09:33.380 --> 00:09:35.580]  我很想去報佳音去唱的
[00:09:35.580 --> 00:09:37.060]  為什麼不行
[00:09:37.060 --> 00:09:39.060]  有這樣的意見好
[00:09:39.060 --> 00:09:40.140]  我們就明白
[00:09:40.140 --> 00:09:41.060]  其實不是的
[00:09:41.060 --> 00:09:43.660]  其實我們有幾個點
[00:09:43.660 --> 00:09:45.180]  從大發
[00:09:45.180 --> 00:09:46.900]  從隧道
[00:09:46.900 --> 00:09:48.900]  過來這一邊的輕鐵站
[00:09:48.900 --> 00:09:50.780]  再過去駱橋樓
[00:09:50.780 --> 00:09:52.540]  再過去幸福村
[00:09:52.540 --> 00:09:54.020]  其實有幾個點
[00:09:54.020 --> 00:09:57.660]  其實當初因為可能那個活動的時候
[00:09:57.660 --> 00:09:59.460]  不是那麼具體
[00:09:59.460 --> 00:10:00.980]  有些人就遲到了
[00:10:00.980 --> 00:10:03.700]  變成我們很多時候誤會了
[00:10:03.700 --> 00:10:05.700]  我好像編了你的位置
[00:10:05.700 --> 00:10:06.500]  你就不能動了
[00:10:06.500 --> 00:10:07.780]  你一定要站著
[00:10:07.780 --> 00:10:09.660]  你都不准唱歌的
[00:10:09.660 --> 00:10:10.780]  其實不是的
[00:10:10.780 --> 00:10:12.780]  這些就是一些差異
[00:10:12.780 --> 00:10:15.500]  這些可能透過一些誤會
[00:10:15.500 --> 00:10:17.300]  或者一些做法上
[00:10:17.300 --> 00:10:20.100]  因為教會一個大的活動
[00:10:20.100 --> 00:10:24.580]  總是有它各方面的考慮和安排的
[00:10:24.580 --> 00:10:30.140]  所以如果跟你那個想法有一點相同出入
[00:10:30.140 --> 00:10:31.900]  這些更加可以討論
[00:10:31.900 --> 00:10:35.060]  可以事前我們多來給意見
[00:10:35.060 --> 00:10:37.460]  事後我們大家一起檢討
[00:10:37.460 --> 00:10:38.820]  例如拿咪高峰那個
[00:10:38.820 --> 00:10:40.820]  講完祝福語
[00:10:40.820 --> 00:10:43.020]  我們預備唱什麼聖詩
[00:10:43.020 --> 00:10:45.340]  他就不可以大聲用咪高峰唱
[00:10:45.340 --> 00:10:47.340]  因為其他人的音被蓋了
[00:10:47.340 --> 00:10:50.020]  這是很好的建議和檢討
[00:10:50.020 --> 00:10:55.540]  所以原來我們尚且這些不斷需要有不同的檢討
[00:10:55.540 --> 00:10:59.740]  何況一些是已經存在了
[00:10:59.740 --> 00:11:02.300]  在他們未信主之前
[00:11:02.300 --> 00:11:05.580]  就已經出現的這些差異
[00:11:05.580 --> 00:11:07.660]  這些不相同
[00:11:07.660 --> 00:11:09.340]  本來就很具體了
[00:11:09.340 --> 00:11:10.540]  文化上
[00:11:10.540 --> 00:11:13.980]  因為猶太人真的要受安息日
[00:11:13.980 --> 00:11:17.180]  猶太人真的有那些不潔淨
[00:11:17.180 --> 00:11:18.900]  未放血的食物
[00:11:18.900 --> 00:11:20.620]  他們是不可以吃的
[00:11:20.620 --> 00:11:24.300]  這就衍生了一個神學的問題
[00:11:24.300 --> 00:11:28.340]  要怎麼讓猶太人慢慢明白呢?
[00:11:28.340 --> 00:11:31.060]  所以這就需要一個時間
[00:11:31.060 --> 00:11:34.100]  大家的信心程度都相同
[00:11:34.100 --> 00:11:36.260]  所以在做喜上
[00:11:36.260 --> 00:11:38.260]  大家一起相處的時候
[00:11:38.260 --> 00:11:40.260]  就需要有一個藝術
[00:11:40.260 --> 00:11:42.260]  就需要有一個接納
[00:11:42.260 --> 00:11:44.260]  就需要有一個包容
[00:11:44.260 --> 00:11:46.260]  所以這張聖經
[00:11:46.260 --> 00:11:49.460]  其實真的很寶貴地說到
[00:11:49.460 --> 00:11:52.340]  如果我們教會的弟兄姊妹
[00:11:52.340 --> 00:11:54.540]  大家都是神拯救的
[00:11:54.540 --> 00:11:56.100]  如果我們不含恩
[00:11:56.100 --> 00:12:00.180]  根本上怎麼能夠將福音帶到那些不信
[00:12:00.180 --> 00:12:02.660]  拒絕的人的生命裡面呢?
[00:12:02.660 --> 00:12:04.820]  所以這裡告訴我們
[00:12:04.820 --> 00:12:06.020]  最重要的
[00:12:06.020 --> 00:12:07.780]  愛和尊重
[00:12:07.780 --> 00:12:11.100]  就是勝過一切的爭辯
[00:12:11.100 --> 00:12:14.100]  有愛、有尊重
[00:12:14.100 --> 00:12:18.620]  才是真正可以帶來的造就
[00:12:18.620 --> 00:12:21.100]  對別人生命的造就
[00:12:21.100 --> 00:12:23.660]  所以我們一直看下去的時候
[00:12:23.660 --> 00:12:27.660]  畫面好像不太好
[00:12:27.660 --> 00:12:30.220]  十四章第十二節
[00:12:30.220 --> 00:12:32.740]  最後那一節說什麼呢?
[00:12:32.740 --> 00:12:34.340]  他說這樣看來
[00:12:34.340 --> 00:12:37.540]  我們各人必要將自己的事
[00:12:37.540 --> 00:12:39.540]  在神面前說明
[00:12:39.540 --> 00:12:42.260]  連我們尚且將來
[00:12:42.260 --> 00:12:45.420]  都要面對神的審判
[00:12:45.420 --> 00:12:47.700]  何況我們現在呢
[00:12:47.700 --> 00:12:49.700]  現在我們就是更加
[00:12:49.700 --> 00:12:51.340]  所以第十三節
[00:12:51.340 --> 00:12:53.820]  立即再補充
[00:12:53.820 --> 00:12:57.620]  所以我們不可以彼此論斷
[00:12:57.620 --> 00:12:59.860]  你可以想像得到
[00:12:59.860 --> 00:13:01.860]  第十二節就是一個總結
[00:13:01.860 --> 00:13:06.220]  總結一到十二節的經文
[00:13:06.220 --> 00:13:07.460]  告訴我們
[00:13:07.460 --> 00:13:08.460]  不要論斷
[00:13:08.460 --> 00:13:10.500]  最重要
[00:13:10.500 --> 00:13:15.220]  就是我們自己都要面對神的審判
[00:13:15.220 --> 00:13:18.900]  某程度上有一個判斷
[00:13:18.900 --> 00:13:21.340]  當然神就不是論斷人
[00:13:21.340 --> 00:13:26.260]  但是我們將來都要面對神的交仗
[00:13:26.260 --> 00:13:28.420]  元文就是這個詞
[00:13:28.420 --> 00:13:30.900]  我們的仗
[00:13:30.900 --> 00:13:32.900]  要一切的仗
[00:13:32.900 --> 00:13:34.900]  要向神呈交
[00:13:34.900 --> 00:13:36.140]  元文的意思
[00:13:36.140 --> 00:13:38.140]  因此我們每一個人
[00:13:38.140 --> 00:13:41.140]  都要向神交上自己的仗
[00:13:41.140 --> 00:13:42.540]  元文的直譯
[00:13:42.540 --> 00:13:47.420]  所以保羅就用了第十二節做一個總結
[00:13:47.420 --> 00:13:49.420]  這句話都相當重
[00:13:49.420 --> 00:13:51.420]  所以如果我們有意識地
[00:13:51.420 --> 00:13:55.420]  原諒我們自己都要面對神的審問
[00:13:55.420 --> 00:13:56.700]  所以我們今天呢
[00:13:56.700 --> 00:13:58.620]  我們真的沒有權
[00:13:58.620 --> 00:14:01.260]  扮演一個審判者
[00:14:01.260 --> 00:14:03.740]  來對不同的事物
[00:14:03.740 --> 00:14:05.740]  來做很多的批判
[00:14:05.740 --> 00:14:07.740]  批判背後呢
[00:14:07.740 --> 00:14:09.740]  如果不是出於一份的愛
[00:14:09.740 --> 00:14:12.500]  那就不是一個的善意
[00:14:12.500 --> 00:14:15.820]  更加不是一個可以帶來那個群體
[00:14:15.820 --> 00:14:17.820]  一個生命的躍進
[00:14:17.820 --> 00:14:19.820]  一個的更新
[00:14:19.820 --> 00:14:23.500]  所以十三節他講這個接納之前
[00:14:23.500 --> 00:14:25.900]  整段是講對別人的接納
[00:14:25.900 --> 00:14:27.900]  講這個接納之前
[00:14:27.900 --> 00:14:31.980]  十三節立即就再加多一句的結論
[00:14:31.980 --> 00:14:35.980]  就是重複第十一節那段經文這樣講的
[00:14:35.980 --> 00:14:37.420]  第十一節
[00:14:37.420 --> 00:14:39.180]  十和第十一節
[00:14:39.180 --> 00:14:40.620]  他說你這個人
[00:14:40.620 --> 00:14:42.620]  為什麼你論斷弟兄呢?
[00:14:42.620 --> 00:14:44.940]  為什麼你輕看弟兄呢?
[00:14:44.940 --> 00:14:48.540]  因為我們將來都要站在神的面前
[00:14:48.540 --> 00:14:51.180]  站在神的審判台前
[00:14:51.180 --> 00:14:54.220]  就是四十五章的二創大書
[00:14:54.220 --> 00:15:00.060]  就是引述將來神要來審判這些扮演偶像的人
[00:15:00.060 --> 00:15:01.740]  這個告訴我們
[00:15:01.740 --> 00:15:03.900]  保羅就很清楚引述
[00:15:03.900 --> 00:15:06.060]  原來將來在永恆
[00:15:06.060 --> 00:15:09.580]  是有一個的判斷的
[00:15:09.580 --> 00:15:11.580]  所以我們今天
[00:15:11.580 --> 00:15:15.580]  我們絕對不應該在地上有不同人之間
[00:15:15.580 --> 00:15:18.380]  這裡是在教會這個設定
[00:15:18.380 --> 00:15:21.180]  在大家一起聚會的一群人
[00:15:21.180 --> 00:15:23.180]  就是大家有關係的
[00:15:23.180 --> 00:15:25.180]  大家是弟兄姊妹
[00:15:25.180 --> 00:15:27.180]  大家是神的兒女
[00:15:27.180 --> 00:15:29.180]  再重一點
[00:15:29.180 --> 00:15:31.180]  大家都是生命的活祭
[00:15:31.180 --> 00:15:33.180]  原先是獻給了神
[00:15:33.180 --> 00:15:35.180]  是神的活祭
[00:15:35.180 --> 00:15:41.180]  我們就應該在我們實際的每天的生活裡面
[00:15:41.180 --> 00:15:44.780]  那個緊密的同在的時候
[00:15:44.780 --> 00:15:47.900]  要有生命的操守
[00:15:47.900 --> 00:15:50.300]  就是愛和尊重
[00:15:50.300 --> 00:15:56.300]  接納是我們成長的一個很重要的生命的指標
[00:15:56.300 --> 00:15:59.500]  十三節到第二十三節
[00:15:59.500 --> 00:16:02.140]  我先跟大家讀了這一段經文
[00:16:02.140 --> 00:16:04.540]  然後我們就講這一大段經文
[00:16:04.540 --> 00:16:08.300]  講到保羅教我們怎樣接納別人
[00:16:08.300 --> 00:16:10.300]  十三節開始
[00:16:10.300 --> 00:16:12.300]  我用舊的和盤
[00:16:12.300 --> 00:16:17.020]  所以我們不可再彼此論斷
[00:16:17.020 --> 00:16:19.020]  再彼此論斷
[00:16:19.020 --> 00:16:22.300]  保羅是不是聽到某些人講
[00:16:22.300 --> 00:16:26.300]  讓他知道羅馬教會有這些問題
[00:16:26.300 --> 00:16:28.300]  因為在保羅的意識裡面
[00:16:28.300 --> 00:16:31.020]  其實一直以來
[00:16:31.020 --> 00:16:33.020]  就算耶路撒冷教會
[00:16:33.020 --> 00:16:35.020]  安提摩教會
[00:16:35.020 --> 00:16:37.020]  不同的教會
[00:16:37.020 --> 00:16:39.020]  哥倫多教會
[00:16:39.020 --> 00:16:41.020]  就說保羅還沒有去
[00:16:41.020 --> 00:16:43.020]  在這個時候
[00:16:43.020 --> 00:16:51.020]  他都應該意識到每個人總有一個多大的生命要學習
[00:16:51.020 --> 00:16:53.020]  要成長
[00:16:53.020 --> 00:16:55.020]  要對付自己
[00:16:55.020 --> 00:16:57.020]  就是那個論斷
[00:16:57.020 --> 00:16:59.020]  再論斷
[00:16:59.020 --> 00:17:01.020]  所以保羅這裡講的是一個repeat
[00:17:01.020 --> 00:17:05.020]  一個一而再重複的論斷
[00:17:05.020 --> 00:17:11.020]  我們已經有了這種慣性的道德
[00:17:11.020 --> 00:17:13.020]  慣性
[00:17:13.020 --> 00:17:15.020]  看一件事我們不對
[00:17:15.020 --> 00:17:17.020]  和我們不相同
[00:17:17.020 --> 00:17:19.020]  或者我們自己不是很滿意
[00:17:19.020 --> 00:17:21.020]  我們就會有我們的評斷
[00:17:21.020 --> 00:17:23.020]  我們有我們對那個人的論斷
[00:17:23.020 --> 00:17:25.020]  這就是一個多大需要
[00:17:25.020 --> 00:17:27.020]  大家都要更新學習
[00:17:27.020 --> 00:17:31.020]  所以我們不可再彼此論斷
[00:17:31.020 --> 00:17:37.020]  寧可定義誰也不給弟兄放下半腳跌人之物
[00:17:37.020 --> 00:17:41.020]  我憑著主耶穌確知心信
[00:17:41.020 --> 00:17:45.020]  在這裡解釋對真理
[00:17:45.020 --> 00:17:49.020]  對一些事物的更新的形式
[00:17:49.020 --> 00:17:51.020]  大家留意不是這麼簡單
[00:17:51.020 --> 00:17:53.020]  保羅在這裡說的是
[00:17:53.020 --> 00:17:55.020]  其實在主耶穌的救恩申約
[00:17:55.020 --> 00:17:57.020]  耶穌復活之後
[00:17:57.020 --> 00:17:59.020]  一切都更新了
[00:17:59.020 --> 00:18:01.020]  所以可以這樣說
[00:18:01.020 --> 00:18:05.020]  他說憑著主耶穌確知心信
[00:18:05.020 --> 00:18:07.020]  凡物本來沒有不潔淨
[00:18:07.020 --> 00:18:09.020]  唯獨人以為不潔淨
[00:18:09.020 --> 00:18:13.020]  在他這個人他一路有這個心結
[00:18:13.020 --> 00:18:15.020]  有這個良心的不安
[00:18:15.020 --> 00:18:21.020]  有這個對事物不能夠全面的透支
[00:18:21.020 --> 00:18:23.020]  形式的時候
[00:18:23.020 --> 00:18:27.020]  在他的心裏仍然是不潔
[00:18:27.020 --> 00:18:31.020]  這裡好像很具體的說到一個猶太人
[00:18:31.020 --> 00:18:33.020]  就算信了主
[00:18:33.020 --> 00:18:36.020]  他也真的覺得有不同的食物
[00:18:36.020 --> 00:18:38.020]  有不同的對他的玷污
[00:18:38.020 --> 00:18:43.020]  對他在神面前的身份的重要
[00:18:43.020 --> 00:18:46.020]  但是保羅告訴他們
[00:18:46.020 --> 00:18:48.020]  其實在主耶穌的救恩裏
[00:18:48.020 --> 00:18:50.020]  一切都更新了
[00:18:50.020 --> 00:18:52.020]  你成為神的兒女
[00:18:52.020 --> 00:18:54.020]  不是因為你吃了某些乾淨的食物
[00:18:54.020 --> 00:18:57.020]  即是放了血
[00:18:57.020 --> 00:19:01.020]  即是沒有帶血的食物
[00:19:01.020 --> 00:19:04.020]  或者你做過甚麼儀式
[00:19:04.020 --> 00:19:08.020]  令到你有這個身份
[00:19:08.020 --> 00:19:10.020]  保羅是很清楚
[00:19:10.020 --> 00:19:12.020]  斬釘截鐵地這樣說
[00:19:12.020 --> 00:19:15.020]  其實再沒有任何的事物
[00:19:15.020 --> 00:19:18.020]  使我們要靠它來得救
[00:19:18.020 --> 00:19:20.020]  靠它來在神面前
[00:19:20.020 --> 00:19:24.020]  可以換取我們稍為聖潔一點的身份
[00:19:24.020 --> 00:19:26.020]  其實不是
[00:19:26.020 --> 00:19:28.020]  一切都是在耶穌裏面
[00:19:28.020 --> 00:19:30.020]  在他就不潔淨
[00:19:30.020 --> 00:19:34.020]  即是說在他的軟弱的良心裏
[00:19:34.020 --> 00:19:37.020]  他仍然有這種不潔淨
[00:19:37.020 --> 00:19:40.020]  所以怎樣令到憂愁呢?
[00:19:40.020 --> 00:19:42.020]  就是第十五節
[00:19:42.020 --> 00:19:44.020]  你若因食物叫弟兄憂愁
[00:19:44.020 --> 00:19:47.020]  就不是按照愛人的道理行
[00:19:47.020 --> 00:19:49.020]  基督已經替他死
[00:19:49.020 --> 00:19:51.020]  這是愛人的道理
[00:19:51.020 --> 00:19:56.020]  你不可因你的食物叫他敗壞
[00:19:56.020 --> 00:20:00.020]  即是說意味著我們有這種信心
[00:20:00.020 --> 00:20:04.020]  我們有這種對所謂的不潔食物
[00:20:04.020 --> 00:20:06.020]  已經沒有包袱的時候
[00:20:06.020 --> 00:20:09.020]  我們就在一個有包袱的人面前
[00:20:09.020 --> 00:20:12.020]  良心有很大的限制
[00:20:12.020 --> 00:20:14.020]  很大的罪咎
[00:20:14.020 --> 00:20:16.020]  來做那件事的時候
[00:20:16.020 --> 00:20:17.020]  我們去吃
[00:20:17.020 --> 00:20:21.020]  就帶來一個很大的影響
[00:20:21.020 --> 00:20:23.020]  不是我們受影響
[00:20:23.020 --> 00:20:27.020]  是我們這個行動對他的良心受影響
[00:20:27.020 --> 00:20:29.020]  他的良心受影響
[00:20:29.020 --> 00:20:33.020]  他就會批評這個吃的人不聖潔
[00:20:33.020 --> 00:20:35.020]  不聖潔之餘
[00:20:35.020 --> 00:20:37.020]  還不敬畏神
[00:20:37.020 --> 00:20:39.020]  因為你的自由
[00:20:39.020 --> 00:20:42.020]  就令到成為別人的毀謗
[00:20:42.020 --> 00:20:44.020]  下面就是真的這樣說
[00:20:44.020 --> 00:20:46.020]  所以我們在這樣的行動
[00:20:46.020 --> 00:20:48.020]  吃東西的行動
[00:20:48.020 --> 00:20:50.020]  來去玷污了弟兄
[00:20:50.020 --> 00:20:53.020]  來去叛奪了弟兄
[00:20:53.020 --> 00:20:55.020]  這個是罪
