
[00:00:00.000 --> 00:00:04.000]  好 各位頂智妹 祝你們平安
[00:01:55.000 --> 00:01:57.000]  在希臘文裏面
[00:01:57.000 --> 00:01:59.000]  平安這個字
[00:01:59.000 --> 00:02:01.000]  這個Avene的意思
[00:02:01.000 --> 00:02:05.000]  有平靜和諧的意思
[00:02:05.000 --> 00:02:07.000]  在新約裏面用這個字
[00:02:07.000 --> 00:02:11.000]  是呼應舊約裏面希伯來文的Solum
[00:02:11.000 --> 00:02:13.000]  Solum的意思有幾重
[00:02:13.000 --> 00:02:16.000]  我慢慢和大家解釋一下
[00:02:16.000 --> 00:02:18.000]  第一個我們要思想
[00:02:18.000 --> 00:02:20.000]  關於平安的意思
[00:02:20.000 --> 00:02:22.000]  是指圓滿
[00:02:22.000 --> 00:02:24.000]  祝福人平安
[00:02:24.000 --> 00:02:28.000]  其實是祝福你的人生是圓滿的
[00:02:28.000 --> 00:02:30.000]  你一個圓滿的生命
[00:02:30.000 --> 00:02:32.000]  不是圓滿的身形
[00:02:32.000 --> 00:02:36.000]  通常在聖誕節吃完聖誕大餐之後
[00:02:36.000 --> 00:02:38.000]  有一個圓滿的身形
[00:02:38.000 --> 00:02:40.000]  在這個感宣裏面我都圓滿了很多
[00:02:40.000 --> 00:02:43.000]  但這個圓滿是指你圓滿的生命
[00:02:43.000 --> 00:02:45.000]  你的人生圓不圓滿
[00:02:45.000 --> 00:02:49.000]  你覺得你的人生擁有甚麼才叫圓滿
[00:02:49.000 --> 00:02:51.000]  我們在《創世紀》第三章裏面看到
[00:02:51.000 --> 00:02:55.000]  其實當人類犯罪得罪上帝之後
[00:02:55.000 --> 00:02:57.000]  被趕出伊甸園
[00:02:57.000 --> 00:03:01.000]  其實我們的人生是注定不圓滿
[00:03:01.000 --> 00:03:05.000]  沒有上帝的人生就是不圓滿
[00:03:05.000 --> 00:03:10.000]  因為始早犯罪所以我們與神隔絕
[00:03:10.000 --> 00:03:14.000]  從此人類在這個世界上顛沛流離
[00:03:14.000 --> 00:03:16.000]  和神越走越遠
[00:03:16.000 --> 00:03:19.000]  我們注定人生就是不圓滿
[00:03:19.000 --> 00:03:22.000]  但是上帝是不是就這樣算了
[00:03:22.000 --> 00:03:24.000]  趕了人出去伊甸園外面
[00:03:24.000 --> 00:03:28.000]  由得我們過著一個顛沛流離的人生
[00:03:28.000 --> 00:03:31.000]  不是的 上帝預備了救贖的計劃
[00:03:31.000 --> 00:03:34.000]  祂沒有離棄人 祂掌管整個歷史
[00:03:34.000 --> 00:03:36.000]  祂一直帶領祂的子民
[00:03:36.000 --> 00:03:38.000]  一直去管教他們
[00:03:38.000 --> 00:03:41.000]  預備好整個救贖計劃
[00:03:41.000 --> 00:03:43.000]  就是耶穌基督來到這個世界
[00:03:43.000 --> 00:03:48.000]  祂來到這個世界是為了我們去犧牲自己
[00:03:48.000 --> 00:03:50.000]  聖誕節我相信大家都知道
[00:03:50.000 --> 00:03:53.000]  就是紀念耶穌基督的降生
[00:03:53.000 --> 00:03:55.000]  紀念無限的上帝
[00:03:55.000 --> 00:04:01.000]  祂竟然自限於一個嬰兒的身軀裏面
[00:04:01.000 --> 00:04:04.000]  祂成為嬰兒 成為一個嬰兒降世為人
[00:04:04.000 --> 00:04:07.000]  如果你有照顧過小朋友你就知道
[00:04:07.000 --> 00:04:09.000]  由嬰兒到他長大成人
[00:04:09.000 --> 00:04:11.000]  整個過程一點都不容易
[00:04:11.000 --> 00:04:13.000]  我照顧了兩年小朋友
[00:04:13.000 --> 00:04:15.000]  我經常告訴弟兄姊妹
[00:04:15.000 --> 00:04:17.000]  那兩年你就知道一個嬰兒
[00:04:17.000 --> 00:04:19.000]  他每樣事情都要依靠大人
[00:04:19.000 --> 00:04:21.000]  衣食住行
[00:04:21.000 --> 00:04:25.000]  他大小二便全部都要靠一個大人去照顧
[00:04:25.000 --> 00:04:29.000]  你稍為疏忽一點時間可能就會出事
[00:04:29.000 --> 00:04:31.000]  創天造地的上帝
[00:04:31.000 --> 00:04:33.000]  即是你正在住這個世界
[00:04:33.000 --> 00:04:36.000]  所有的事情都是上帝去創造的
[00:04:36.000 --> 00:04:38.000]  何等偉大的上帝
[00:04:38.000 --> 00:04:42.000]  要將自己限於一個嬰兒
[00:04:42.000 --> 00:04:44.000]  成為一個嬰兒
[00:04:44.000 --> 00:04:47.000]  將自己交在人的手裏面
[00:04:47.000 --> 00:04:51.000]  他的犧牲是多麼大
[00:04:51.000 --> 00:04:53.000]  甚至我們要明白
[00:04:53.000 --> 00:04:56.000]  我們每一個人生小朋友
[00:04:56.000 --> 00:04:57.000]  或者我們有下一代
[00:04:57.000 --> 00:04:59.000]  我們都期望他好的
[00:04:59.000 --> 00:05:02.000]  我想沒有人想著你生個小朋友出來虐待他
[00:05:02.000 --> 00:05:04.000]  你沒有人想著生個小朋友出來
[00:05:04.000 --> 00:05:06.000]  是讓他受苦受難的
[00:05:06.000 --> 00:05:09.000]  但是上帝讓耶穌基督降生
[00:05:09.000 --> 00:05:11.000]  讓他的兒子降世為人
[00:05:11.000 --> 00:05:13.000]  是預備上十字架
[00:05:13.000 --> 00:05:15.000]  是預備上十字架
[00:05:15.000 --> 00:05:16.000]  是預備犧牲的
[00:05:16.000 --> 00:05:21.000]  在這件事上我們看到上帝的愛是多麼大
[00:05:21.000 --> 00:05:24.000]  平安就是耶穌基督降生
[00:05:24.000 --> 00:05:26.000]  讓我們能夠與神和好
[00:05:26.000 --> 00:05:29.000]  重新有一個圓滿的生命
[00:05:29.000 --> 00:05:33.000]  重新和上帝有一個和好的關係
[00:05:33.000 --> 00:05:36.000]  聖誕節不是我們多一天公眾假期
[00:05:36.000 --> 00:05:40.000]  然後想想買甚麼禮物送給你的老公老婆
[00:05:40.000 --> 00:05:42.000]  男女朋友或者兒子女兒
[00:05:42.000 --> 00:05:44.000]  當然都要送的
[00:05:44.000 --> 00:05:48.000]  但是不是多一個藉口去慶祝去狂歡
[00:05:48.000 --> 00:05:52.000]  而是記得這一天是耶穌基督降生
[00:05:52.000 --> 00:05:54.000]  紀念祂降生
[00:05:54.000 --> 00:05:57.000]  我們能夠透過相信耶穌
[00:05:57.000 --> 00:06:01.000]  和上帝有一個和好的關係
[00:06:01.000 --> 00:06:04.000]  聖誕節放在一年的最後
[00:06:04.000 --> 00:06:07.000]  有時候有一種誤會就好像完了
[00:06:07.000 --> 00:06:09.000]  就是一個終點
[00:06:09.000 --> 00:06:12.000]  但是耶穌基督的降生不是一個終點
[00:06:12.000 --> 00:06:14.000]  相反是一個起點
[00:06:14.000 --> 00:06:17.000]  一個新時代的起點
[00:06:17.000 --> 00:06:21.000]  人能夠透過耶穌基督與神和好
[00:06:21.000 --> 00:06:24.000]  因此希望大家不要忘記
[00:06:24.000 --> 00:06:26.000]  在未來新的一年裏
[00:06:26.000 --> 00:06:27.000]  更加要紀念
[00:06:27.000 --> 00:06:32.000]  你有沒有一個和上帝和好的生命
[00:06:32.000 --> 00:06:34.000]  弟兄姊妹
[00:06:34.000 --> 00:06:36.000]  願你們平安
[00:06:36.000 --> 00:06:39.000]  願你們有一個和神和好的生命
[00:06:39.000 --> 00:06:43.000]  第二個我想思想平安的意思
[00:06:43.000 --> 00:06:45.000]  是指國家與國家之間
[00:06:45.000 --> 00:06:48.000]  或者人與人之間的一種和諧
[00:06:48.000 --> 00:06:51.000]  即是說很實際的這件事
[00:06:51.000 --> 00:06:54.000]  是一種實實在在地的和平狀態
[00:06:54.000 --> 00:06:57.000]  沒有戰爭 沒有不平等
[00:06:57.000 --> 00:06:59.000]  沒有一些不公平的待遇
[00:06:59.000 --> 00:07:02.000]  太平盛世 國泰民安
[00:07:02.000 --> 00:07:05.000]  平安有一個這樣的意思
[00:07:05.000 --> 00:07:07.000]  但事實上我們又看到
[00:07:07.000 --> 00:07:10.000]  當人離開了伊甸園的時候
[00:07:10.000 --> 00:07:13.000]  世界上就不斷有混亂發生
[00:07:13.000 --> 00:07:14.000]  人少的時候
[00:07:14.000 --> 00:07:18.000]  只有戈恩和伯娘都可以出事
[00:07:18.000 --> 00:07:21.000]  都可以搞出人命
[00:07:21.000 --> 00:07:22.000]  人多的時候就變成
[00:07:22.000 --> 00:07:26.000]  國家與國家 民族與民族之間的戰爭
[00:07:26.000 --> 00:07:28.000]  人就是這樣
[00:07:28.000 --> 00:07:31.000]  離開上帝紛爭就不斷
[00:07:31.000 --> 00:07:33.000]  而耶穌基督的到來
[00:07:33.000 --> 00:07:38.000]  就是為了這個混亂的世界帶來平安
[00:07:38.000 --> 00:07:40.000]  這令我想起一首很出名的詩歌
[00:07:40.000 --> 00:07:43.000]  聖弗蘭西斯土文
[00:07:43.000 --> 00:07:45.000]  它的頭四句是這樣的
[00:07:45.000 --> 00:07:48.000]  使我作你和平之恥
[00:07:48.000 --> 00:07:51.000]  在憎恨之處播下你的愛
[00:07:51.000 --> 00:07:55.000]  在傷痕之處播下你的寬恕
[00:07:55.000 --> 00:07:58.000]  在懷疑之處播下你的信心
[00:07:58.000 --> 00:08:01.000]  使我作你和平之恥
[00:08:01.000 --> 00:08:05.000]  在絕望之處播下你的盼望
[00:08:05.000 --> 00:08:08.000]  在幽暗之處播下你的光明
[00:08:08.000 --> 00:08:12.000]  在憂愁之處播下你的歡愉
[00:08:12.000 --> 00:08:15.000]  這首詩歌令我反思
[00:08:15.000 --> 00:08:17.000]  耶穌基督降世為人
[00:08:17.000 --> 00:08:19.000]  為世人帶來平安
[00:08:19.000 --> 00:08:22.000]  但這種平安不是自動出現的
[00:08:22.000 --> 00:08:24.000]  不是自動的 不是他降生之後
[00:08:24.000 --> 00:08:27.000]  全世界就平安
[00:08:27.000 --> 00:08:32.000]  其實他是交了一個責任給我們
[00:08:32.000 --> 00:08:34.000]  交了一個責任給基督徒
[00:08:34.000 --> 00:08:37.000]  給我們每一個基督徒
[00:08:37.000 --> 00:08:39.000]  他要我們做甚麼
[00:08:39.000 --> 00:08:42.000]  要傳遞一些東西 傳遞他的愛
[00:08:42.000 --> 00:08:44.000]  歌詞裏面說到這個世界有甚麼
[00:08:44.000 --> 00:08:47.000]  有憎恨 有傷痕 有懷疑 有絕望
[00:08:47.000 --> 00:08:51.000]  有黑暗 有憂愁
[00:08:51.000 --> 00:08:55.000]  這些東西沒有因為耶穌基督降世而自動消失
[00:08:55.000 --> 00:09:00.000]  而是要信徒代替耶穌基督去散播他的愛
[00:09:00.000 --> 00:09:06.000]  歡愁 信心 盼望 光明 歡愉
[00:09:06.000 --> 00:09:11.000]  以至於人可以享受從耶穌基督而來的平安
[00:09:11.000 --> 00:09:13.000]  這個責任交了給我們
[00:09:13.000 --> 00:09:16.000]  交了給每一個基督徒
[00:09:16.000 --> 00:09:20.000]  大家在聖誕節的時候我們有沒有散播愛
[00:09:20.000 --> 00:09:23.000]  我們有沒有做好基督徒的責任呢
[00:09:23.000 --> 00:09:26.000]  我們有沒有去愛人 去歡恕人
[00:09:26.000 --> 00:09:29.000]  不單止是歡恕你身邊的人
[00:09:29.000 --> 00:09:31.000]  是歡恕你每一個接觸到的人
[00:09:31.000 --> 00:09:34.000]  你愛你每一個接觸到的人
[00:09:34.000 --> 00:09:37.000]  不過很可惜就是我見到的
[00:09:37.000 --> 00:09:41.000]  很多時候就是我們做基督徒的
[00:09:41.000 --> 00:09:44.000]  大是大非就事而不見
[00:09:44.000 --> 00:09:48.000]  一些小錯小惡就窮追不捨
[00:09:48.000 --> 00:09:51.000]  爛乖 坦白說近幾年我覺得
[00:09:51.000 --> 00:09:54.000]  基督徒在社會的形象是差了
[00:09:54.000 --> 00:09:58.000]  這個是值得我們在聖誕節去反思
[00:09:58.000 --> 00:10:02.000]  弟兄姊妹 願你們平安
[00:10:02.000 --> 00:10:06.000]  願你們用愛 用行動
[00:10:06.000 --> 00:10:11.000]  去歡恕每一個你接觸到的人
[00:10:11.000 --> 00:10:15.000]  第三種平安的意思是指人內心的平安
[00:10:15.000 --> 00:10:18.000]  我相信這個是我們最常對平安的理解
[00:10:18.000 --> 00:10:21.000]  也是我們最喜歡去追求
[00:10:21.000 --> 00:10:25.000]  很多人說來到教會就是希望聽聽道理
[00:10:25.000 --> 00:10:28.000]  聽聽詩歌 然後追求一個內心的平安
[00:10:28.000 --> 00:10:33.000]  就是這樣 接著就去會所飲茶 拿定位
[00:10:33.000 --> 00:10:35.000]  內心追求 內心平安
[00:10:35.000 --> 00:10:38.000]  我講先子聖明 沒問題 絕對沒問題
[00:10:38.000 --> 00:10:43.000]  這個非常重要 在約翰福音14:27
[00:10:43.000 --> 00:10:47.000]  耶穌親自說 我留下平安給你們
[00:10:47.000 --> 00:10:49.000]  我把我的平安賜給你們
[00:10:49.000 --> 00:10:53.000]  我所賜給你們的 不像世人所賜的
[00:10:53.000 --> 00:10:57.000]  你們心裡不要憂愁 也不要膽怯
[00:10:57.000 --> 00:10:59.000]  耶穌真的給人內心的平安
[00:10:59.000 --> 00:11:02.000]  祂叫人可以內心有依靠
[00:11:02.000 --> 00:11:06.000]  因此我們可以面對這個凶險的世界
[00:11:06.000 --> 00:11:10.000]  耶穌叫我們不要憂愁 意思是什麼?
[00:11:10.000 --> 00:11:13.000]  意思是有些事情會讓我們憂愁
[00:11:13.000 --> 00:11:16.000]  一定是有些事情會讓我們憂愁才叫我們不要憂愁
[00:11:16.000 --> 00:11:17.000]  是不是?
[00:11:17.000 --> 00:11:21.000]  耶穌又叫你們不要膽怯 意思是什麼?
[00:11:21.000 --> 00:11:24.000]  意思是有些事情會讓你害怕
[00:11:24.000 --> 00:11:27.000]  這個世界有些事情會讓基督徒害怕
[00:11:27.000 --> 00:11:30.000]  因此祂才叫我們不要膽怯
[00:11:30.000 --> 00:11:34.000]  事實上人生的確充滿了驚濤駭浪
[00:11:34.000 --> 00:11:37.000]  好像我剛才說的聖法蘭西斯禱文裡說
[00:11:37.000 --> 00:11:42.000]  這個世界有憎恨 有傷痕 有懷疑 有絕望
[00:11:42.000 --> 00:11:44.000]  有憂暗 有憂愁
[00:11:44.000 --> 00:11:46.000]  我相信特別是這兩年
[00:11:46.000 --> 00:11:50.000]  大家完全明白以上的事情
[00:11:50.000 --> 00:11:53.000]  完全明白我剛才說的那種黑暗
[00:11:53.000 --> 00:11:55.000]  那種邪惡勢力
[00:11:55.000 --> 00:11:58.000]  那種讓人感到完全無力
[00:11:58.000 --> 00:12:01.000]  讓人感到窒息
[00:12:01.000 --> 00:12:04.000]  我們每一個人都要面對
[00:12:04.000 --> 00:12:08.000]  在疫情底下我們更加覺得人是多麼渺小
[00:12:08.000 --> 00:12:11.000]  多麼無力 多麼無助
[00:12:11.000 --> 00:12:14.000]  基督徒和未信的人有什麼分別呢?
[00:12:14.000 --> 00:12:17.000]  是不是信了耶穌就不用戴口罩?
[00:12:17.000 --> 00:12:20.000]  信了耶穌就不會生病?
[00:12:20.000 --> 00:12:22.000]  信了耶穌就不用面對那些邪惡?
[00:12:22.000 --> 00:12:25.000]  不用面對那些打壓?
[00:12:25.000 --> 00:12:26.000]  不是 完全一樣
[00:12:26.000 --> 00:12:31.000]  我們要面對的東西和非基督徒是一模一樣
[00:12:31.000 --> 00:12:33.000]  我們要面對同一種的威脅
[00:12:33.000 --> 00:12:35.000]  但是不同的是
[00:12:35.000 --> 00:12:39.000]  我們面對的時候我們可以依靠上帝
[00:12:39.000 --> 00:12:43.000]  面對的時候我們可以去祈禱
[00:12:43.000 --> 00:12:46.000]  我們可以依靠上帝
[00:12:46.000 --> 00:12:49.000]  有沒有神蹟我們不知道
[00:12:49.000 --> 00:12:51.000]  這個是上帝的主權
[00:12:51.000 --> 00:12:53.000]  上帝決定的
[00:12:53.000 --> 00:12:55.000]  在這一刻我們只可以祈禱
[00:12:55.000 --> 00:12:58.000]  我們求上帝去掌權
[00:12:58.000 --> 00:13:01.000]  但是上帝已經應許了
[00:13:01.000 --> 00:13:03.000]  祂一定會聽我們祈禱
[00:13:03.000 --> 00:13:05.000]  一定會陪伴我們去渡過
[00:13:05.000 --> 00:13:08.000]  一定會賜下平安
[00:13:08.000 --> 00:13:10.000]  這個是必然的
[00:13:10.000 --> 00:13:14.000]  因為有耶穌基督所賜的聖靈在我們心裏
[00:13:14.000 --> 00:13:16.000]  和我們一起去渡過
[00:13:16.000 --> 00:13:18.000]  所以我們可以有平安有喜樂
[00:13:18.000 --> 00:13:22.000]  有能力去面對這個世界
[00:13:22.000 --> 00:13:26.000]  我要強調是有能力去面對這個世界
[00:13:26.000 --> 00:13:29.000]  基督徒追求內心的平安是很正常的
[00:13:29.000 --> 00:13:33.000]  但是不是單單追求內心的平安
[00:13:33.000 --> 00:13:37.000]  不是單單只顧自己的事而忽略了這個世界
[00:13:37.000 --> 00:13:40.000]  如果不是單單追求內心的平安
[00:13:40.000 --> 00:13:43.000]  信仰可能會變成一種安慰劑
[00:13:43.000 --> 00:13:45.000]  祂只是安慰了你
[00:13:45.000 --> 00:13:49.000]  然後教會成為一個逃避這個世界的地方
[00:13:49.000 --> 00:13:53.000]  進入教會就可以逃避這個世界的紛亂邪惡
[00:13:53.000 --> 00:13:55.000]  是不是這樣的呢?
[00:13:55.000 --> 00:14:01.000]  但反過來其實基督徒是要將信仰帶入人群裏
[00:14:01.000 --> 00:14:04.000]  在苦難的世界裏
[00:14:04.000 --> 00:14:08.000]  我們要讓人看到基督徒和非基督徒有什麼分別
[00:14:08.000 --> 00:14:13.000]  當人看到原來基督徒面對同一件事的時候
[00:14:13.000 --> 00:14:16.000]  他的態度可以有這麼不同
[00:14:16.000 --> 00:14:20.000]  人就可以知道耶穌基督是怎樣
[00:14:20.000 --> 00:14:24.000]  信仰的力量才可以在人群裏面發揮
[00:14:24.000 --> 00:14:29.000]  所以耶穌基督才叫我們要做炎作光
[00:14:29.000 --> 00:14:33.000]  我們沒有人將燈放在斗底下
[00:14:33.000 --> 00:14:36.000]  是放在燈台上面去照亮這個世界
[00:14:36.000 --> 00:14:39.000]  我們的信仰是叫我們進入這個世界
[00:14:39.000 --> 00:14:41.000]  我們不是躲起來
[00:14:41.000 --> 00:14:43.000]  不是全躲避隱居
[00:14:43.000 --> 00:14:46.000]  因此最後想鼓勵大家
[00:14:46.000 --> 00:14:49.000]  我們要帶著平安去到這個世界
[00:14:49.000 --> 00:14:52.000]  我們上帝賜給我們平安
[00:14:52.000 --> 00:14:54.000]  我們帶到出去這個世界
[00:14:54.000 --> 00:14:58.000]  將這個平安帶給其他未信的人
[00:14:58.000 --> 00:14:59.000]  弟兄姊妹
[00:14:59.000 --> 00:15:01.000]  願你們平安
[00:15:01.000 --> 00:15:03.000]  願你們進入這個世界
[00:15:03.000 --> 00:15:07.000]  一同去為耶穌基督作見證
[00:15:07.000 --> 00:15:10.000]  我們一同禱告
[00:15:10.000 --> 00:15:13.000]  親愛的天父我們很感謝你
[00:15:13.000 --> 00:15:15.000]  你賜下你的愛子
[00:15:15.000 --> 00:15:18.000]  我們真的難以想像
[00:15:18.000 --> 00:15:20.000]  一個創天造地的上帝
[00:15:20.000 --> 00:15:23.000]  竟然願意道成肉身
[00:15:23.000 --> 00:15:25.000]  在人的當中
[00:15:25.000 --> 00:15:30.000]  甚至犧牲自己去救贖我們
[00:15:30.000 --> 00:15:34.000]  在這個聖誕節平安夜的晚上
[00:15:34.000 --> 00:15:37.000]  我們真的要好好地思考
[00:15:37.000 --> 00:15:39.000]  上帝你賜給我們的平安
[00:15:39.000 --> 00:15:43.000]  好好地思考怎樣去做一個基督徒
[00:15:43.000 --> 00:15:46.000]  好好地思考我們跟著人生的道路
[00:15:46.000 --> 00:15:49.000]  怎樣去走
[00:15:49.000 --> 00:15:51.000]  今次特別的平安夜
[00:15:51.000 --> 00:15:53.000]  或者真是一個機會
[00:15:53.000 --> 00:15:57.000]  讓我們好好地安靜
[00:15:57.000 --> 00:16:01.000]  真正過一個寧靜的平安夜
[00:16:01.000 --> 00:16:05.000]  去到思考未來的人生方向
[00:16:05.000 --> 00:16:08.000]  我們的信仰
[00:16:08.000 --> 00:16:12.000]  但願我們每一個作為基督徒的人
[00:16:12.000 --> 00:16:18.000]  在來年都真是貫徹聖經的教訓
[00:16:18.000 --> 00:16:20.000]  我們能夠將耶穌基督的平安
[00:16:20.000 --> 00:16:23.000]  帶到香港每一個角落
[00:16:23.000 --> 00:16:25.000]  求上帝保守
[00:16:25.000 --> 00:16:28.000]  我們祈禱交託奉耶穌基督的名禱
[00:16:28.000 --> 00:16:29.000]  阿門

