
[00:00:00.000 --> 00:00:07.000]  感謝神!今晚有李翠芝姑娘在我們當中傳講神的話語,
[00:02:50.000 --> 00:03:00.000]  親愛的主耶穌,感謝祢,感謝祢為我們死,感謝祢為我們罪犧牲。
[00:03:00.000 --> 00:03:06.000]  主耶穌,剛才我們吃過的餅,喝過的杯,為的是紀念祢。
[00:03:06.000 --> 00:03:13.000]  主耶穌,願祢帶著這份感恩,這份紀念的知情,
[00:03:13.000 --> 00:03:16.000]  祢進入我們今天講道的當中,
[00:03:16.000 --> 00:03:19.000]  願祢的說話親自和大家去講,
[00:03:19.000 --> 00:03:22.000]  願祢親自激勵我們,鼓勵我們,
[00:03:22.000 --> 00:03:27.000]  多謝您聽我們禱告,奉主名求,阿門。
[00:03:27.000 --> 00:03:36.000]  今天我所選的經文是來自《約翰福音》十二章。
[00:03:36.000 --> 00:03:42.000]  我們去看《約翰福音》十二章這個言籍,
[00:03:42.000 --> 00:03:50.000]  其實之前正正講了耶穌怎樣去洗本身已經死去的拉撒路,
[00:03:50.000 --> 00:03:53.000]  而再重新復活起來。
[00:03:53.000 --> 00:03:57.000]  所以我們在十二章的時候,
[00:03:57.000 --> 00:04:05.000]  我們會見到在同一個巴特利的地方,
[00:04:05.000 --> 00:04:08.000]  在西門這個主人家,
[00:04:08.000 --> 00:04:14.000]  他也一樣有邀請到拉撒路和他兩位姐姐,
[00:04:14.000 --> 00:04:19.000]  分別是我們熟悉的瑪大和瑪利亞。
[00:04:19.000 --> 00:04:23.000]  我們在進入經文之前,
[00:04:23.000 --> 00:04:25.000]  我想問一下大家,
[00:04:25.000 --> 00:04:29.000]  講起開設這個言籍,
[00:04:29.000 --> 00:04:35.000]  不知道大家有沒有招呼過朋友來家裡,
[00:04:35.000 --> 00:04:43.000]  或者為了一些事而去慶祝、歡送、感恩的一個言籍呢?
[00:04:43.000 --> 00:04:45.000]  相信在感受裡面,
[00:04:45.000 --> 00:04:51.000]  如果你沒有主動去邀請身邊的朋友、親戚,
[00:04:51.000 --> 00:04:53.000]  一想到去哪個家庭聚會,
[00:04:53.000 --> 00:04:55.000]  一定想到,當然是入感受,
[00:04:55.000 --> 00:04:59.000]  這個地方這麼美麗、這麼大,又這麼空曠,
[00:04:59.000 --> 00:05:02.000]  大大小小都可以一起玩。
[00:05:02.000 --> 00:05:10.000]  今天西門在他的家裡大盤言籍,
[00:05:10.000 --> 00:05:15.000]  猶太在這個地區以前有一個文化,
[00:05:15.000 --> 00:05:20.000]  現在我們邀請人回家,門是會關上的,
[00:05:20.000 --> 00:05:24.000]  但是在當時的環境、當時的文化,
[00:05:24.000 --> 00:05:27.000]  這道門是打開的。
[00:05:27.000 --> 00:05:30.000]  所以當我們再看進入經文裡面,
[00:05:30.000 --> 00:05:34.000]  我們會發現有很多人在當中,
[00:05:34.000 --> 00:05:38.000]  當然有我們的主人家西門,
[00:05:38.000 --> 00:05:42.000]  也有剛才提過的三姊弟,
[00:05:42.000 --> 00:05:45.000]  最重要當然是有耶穌,
[00:05:45.000 --> 00:05:48.000]  因為他是為耶穌而設的,
[00:05:48.000 --> 00:05:52.000]  除了耶穌之外,也有他的門徒,
[00:05:52.000 --> 00:05:55.000]  還有一群人都很特別的,
[00:05:55.000 --> 00:06:00.000]  他們好像一群記者,
[00:06:00.000 --> 00:06:05.000]  他們知道拉薩路竟然可以從死裡復活,
[00:06:05.000 --> 00:06:07.000]  他們聽聞到這個消息,
[00:06:07.000 --> 00:06:10.000]  知道耶穌會來到西門這個家,
[00:06:10.000 --> 00:06:14.000]  他們都走過來去看耶穌,
[00:06:14.000 --> 00:06:21.000]  也去看這個活生生的神蹟。
[00:06:21.000 --> 00:06:30.000]  當然,在經文最後幾節提到,
[00:06:30.000 --> 00:06:37.000]  原來耶穌在逾越節前六天,
[00:06:37.000 --> 00:06:45.000]  他正面對一個宗教、政治迫害的處境,
[00:06:45.000 --> 00:06:49.000]  一個很危險的時間,
[00:06:49.000 --> 00:06:53.000]  當更多人去認識他,
[00:06:53.000 --> 00:06:58.000]  當更多人要轉信耶穌的時候,
[00:06:58.000 --> 00:07:01.000]  更多的祭司、法利賽人,
[00:07:01.000 --> 00:07:07.000]  有關影響到他有政治和宗教利益的那一群,
[00:07:07.000 --> 00:07:15.000]  正在想辦法如何加害耶穌。
[00:07:15.000 --> 00:07:20.000]  當我們了解多一點這個背景的時候,
[00:07:20.000 --> 00:07:24.000]  在我們這個大棚現席的地方裡,
[00:07:24.000 --> 00:07:29.000]  我們又看到一些很特別,很不尋常的東西。
[00:07:29.000 --> 00:07:31.000]  如果我們是主人家,
[00:07:31.000 --> 00:07:33.000]  我們是西門,
[00:07:33.000 --> 00:07:35.000]  見到一些賊人來,
[00:07:35.000 --> 00:07:37.000]  當然我們會去想一下,
[00:07:37.000 --> 00:07:41.000]  我們要預備什麼去招呼他們。
[00:07:41.000 --> 00:07:46.000]  這次我還要預備耶穌而設宴,
[00:07:46.000 --> 00:07:49.000]  主角當然是他。
[00:07:49.000 --> 00:07:53.000]  我想到最近我們教會一起出席,
[00:07:53.000 --> 00:07:56.000]  鄭牧師的榮休晚宴,
[00:07:56.000 --> 00:08:00.000]  我們是為了鄭牧師而設宴的。
[00:08:00.000 --> 00:08:04.000]  當然大家來到也是為了他而來,
[00:08:04.000 --> 00:08:08.000]  但是身為教會是一個主辦單位,
[00:08:08.000 --> 00:08:14.000]  我們當然很著重如何去招呼主角,
[00:08:14.000 --> 00:08:18.000]  但是在我們剛才讀的時候,
[00:08:18.000 --> 00:08:21.000]  整個編排當中,
[00:08:21.000 --> 00:08:26.000]  我們看到拉法路是陪坐的,
[00:08:26.000 --> 00:08:29.000]  坐在耶穌旁邊。
[00:08:29.000 --> 00:08:35.000]  瑪黛繼續做她事後的工作,
[00:08:35.000 --> 00:08:40.000]  和她一般如何去事後客人的表演。
[00:08:40.000 --> 00:08:44.000]  不過最奇怪的是瑪利亞,
[00:08:44.000 --> 00:08:46.000]  大家有沒有看到,
[00:08:46.000 --> 00:08:50.000]  剛才我們去讀瑪利亞的時候,
[00:08:50.000 --> 00:08:54.000]  第二節,第三節,
[00:08:54.000 --> 00:08:57.000]  有人在那裡給耶穌預備宴食。
[00:08:57.000 --> 00:09:02.000]  瑪大侍候,拉法路也在那和耶穌坐食的人當中。
[00:09:02.000 --> 00:09:08.000]  瑪利亞就拿著一斤極貴重的珍拿達香膏,
[00:09:08.000 --> 00:09:10.000]  抹耶穌的腳,
[00:09:10.000 --> 00:09:13.000]  又用自己的頭髮去擦,
[00:09:13.000 --> 00:09:16.000]  屋裡就滿了高的香氣。
[00:09:16.000 --> 00:09:18.000]  大家有沒有想像,
[00:09:18.000 --> 00:09:25.000]  如果在禮堂裡散步著白蘭花的清香,
[00:09:25.000 --> 00:09:28.000]  不知道大家喜不喜歡呢?
[00:09:28.000 --> 00:09:31.000]  大家知道白蘭花是什麼嗎?
[00:09:31.000 --> 00:09:32.000]  是白色,很香,
[00:09:32.000 --> 00:09:36.000]  現在那些婆婆開始出來買了。
[00:09:36.000 --> 00:09:41.000]  當大家聞著這份清香的時候,
[00:09:41.000 --> 00:09:42.000]  如果是我,
[00:09:42.000 --> 00:09:44.000]  我猜我會很開心,
[00:09:44.000 --> 00:09:46.000]  也會很好奇,
[00:09:46.000 --> 00:09:52.000]  究竟是從何而來這麼香的香味?
[00:09:52.000 --> 00:09:54.000]  但是當時,
[00:09:54.000 --> 00:09:58.000]  在耶穌身邊的近身的猶太,
[00:09:58.000 --> 00:10:00.000]  即是他的近身門徒,
[00:10:00.000 --> 00:10:04.000]  竟然很生氣地去罵瑪利亞。
[00:10:04.000 --> 00:10:06.000]  他罵什麼呢?
[00:10:06.000 --> 00:10:08.000]  原來,
[00:10:08.000 --> 00:10:11.000]  他一看和一聞就知道,
[00:10:11.000 --> 00:10:15.000]  這個珍拿達香膏值多少錢。
[00:10:15.000 --> 00:10:18.000]  值當時的三百元,
[00:10:18.000 --> 00:10:25.000]  即是當時每年總人工,
[00:10:25.000 --> 00:10:26.000]  即是說,
[00:10:26.000 --> 00:10:31.000]  如果我們今天平均有二萬元的人工,
[00:10:31.000 --> 00:10:34.000]  二萬元一個月,
[00:10:34.000 --> 00:10:36.000]  也就是24萬元一天,
[00:10:36.000 --> 00:10:38.000]  一支這樣的東西值24萬元,
[00:10:38.000 --> 00:10:42.000]  你不要去周濟窮人?
[00:10:42.000 --> 00:10:44.000]  這麼奇怪?
[00:10:44.000 --> 00:10:48.000]  人家去送這份厚禮,
[00:10:48.000 --> 00:10:50.000]  去送給你的主,
[00:10:50.000 --> 00:10:52.000]  你的老師,
[00:10:52.000 --> 00:10:55.000]  為什麼會有人這樣說呢?
[00:10:55.000 --> 00:10:56.000]  不過,
[00:10:56.000 --> 00:10:58.000]  在經文上有解釋到,
[00:10:58.000 --> 00:11:01.000]  最後猶太是怎樣去對耶穌,
[00:11:01.000 --> 00:11:06.000]  他同樣用這三百兩銀幣去出賣耶穌,
[00:11:06.000 --> 00:11:09.000]  原來他心裏掛著一些錢,
[00:11:09.000 --> 00:11:12.000]  這個錢價值是多少,
[00:11:12.000 --> 00:11:14.000]  賣了之後就放進我的口袋,
[00:11:14.000 --> 00:11:15.000]  我的本數,
[00:11:15.000 --> 00:11:18.000]  到時我可以拿一些,
[00:11:18.000 --> 00:11:20.000]  或者怎樣用都好,
[00:11:20.000 --> 00:11:21.000]  都好過這麼浪費,
[00:11:21.000 --> 00:11:23.000]  你知不知道一整瓶東西是怎樣?
[00:11:23.000 --> 00:11:28.000]  這支東西貴到一打開就不能再用了,
[00:11:28.000 --> 00:11:32.000]  在我們《馬學福音》的補充經文當中,
[00:11:32.000 --> 00:11:37.000]  是指瑪利亞當時一見到耶穌坐直的時候,
[00:11:37.000 --> 00:11:39.000]  立即衝過去,
[00:11:39.000 --> 00:11:42.000]  打爛了一支香膏,
[00:11:42.000 --> 00:11:45.000]  之後再為他洗腳,
[00:11:45.000 --> 00:11:47.000]  洗腳不出奇,
[00:11:47.000 --> 00:11:51.000]  洗腳是當時接待客人,
[00:11:51.000 --> 00:11:54.000]  他們第一個工作,
[00:11:54.000 --> 00:11:55.000]  但奇就奇在,
[00:11:55.000 --> 00:11:58.000]  有什麼理由是瑪利亞去做呢?
[00:11:58.000 --> 00:12:00.000]  西門請客,
[00:12:00.000 --> 00:12:02.000]  都是那些僕人做,
[00:12:02.000 --> 00:12:03.000]  除非是瑪利亞,
[00:12:03.000 --> 00:12:04.000]  真的很快,
[00:12:04.000 --> 00:12:05.000]  很趕急,
[00:12:05.000 --> 00:12:06.000]  很迫切,
[00:12:06.000 --> 00:12:09.000]  要去慰禱耶穌做這個服事,
[00:12:09.000 --> 00:12:11.000]  第二個奇怪,
[00:12:11.000 --> 00:12:13.000]  第二個不尋常的地方就是,
[00:12:13.000 --> 00:12:16.000]  為什麼他會這麼捨得?
[00:12:16.000 --> 00:12:18.000]  每個人都說,
[00:12:18.000 --> 00:12:20.000]  不是吧?
[00:12:20.000 --> 00:12:22.000]  我剛才輕輕計算過,
[00:12:22.000 --> 00:12:24.000]  各位姐妹,
[00:12:24.000 --> 00:12:28.000]  請問你的香水一般是買多少ml?
[00:12:28.000 --> 00:12:32.000]  這裡是指一斤,
[00:12:32.000 --> 00:12:34.000]  一斤即是有多少ml?
[00:12:34.000 --> 00:12:37.000]  如果我剛才在Google沒有計錯,
[00:12:37.000 --> 00:12:38.000]  是一千ml,
[00:12:38.000 --> 00:12:40.000]  如果是一千ml的話,
[00:12:40.000 --> 00:12:43.000]  我們可以買多少支?
[00:12:43.000 --> 00:12:46.000]  如果我們平時買50ml一支,
[00:12:46.000 --> 00:12:49.000]  即是總共有20支,
[00:12:49.000 --> 00:12:51.000]  一次過打爛,
[00:12:51.000 --> 00:12:56.000]  為了耶穌這樣去洗腳,
[00:12:56.000 --> 00:12:58.000]  真是不得了,
[00:12:58.000 --> 00:13:01.000]  但瑪利亞就是用了這種方式,
[00:13:01.000 --> 00:13:04.000]  在當時眾目睽睽之下,
[00:13:04.000 --> 00:13:06.000]  甚至散開她的頭髮,
[00:13:06.000 --> 00:13:10.000]  用她的頭髮,
[00:13:10.000 --> 00:13:15.000]  逐下逐下去慰禱耶穌洗腳,
[00:13:15.000 --> 00:13:18.000]  大庭廣眾,
[00:13:18.000 --> 00:13:20.000]  成何體統?
[00:13:20.000 --> 00:13:24.000]  一個女人這樣幫一個男人洗腳,
[00:13:24.000 --> 00:13:28.000]  當時女人的頭髮是很重要,
[00:13:28.000 --> 00:13:30.000]  是代表女人的榮耀,
[00:13:30.000 --> 00:13:34.000]  她不能隨意在街上散開頭髮,
[00:13:34.000 --> 00:13:37.000]  甚至會讓人覺得她不端莊,
[00:13:37.000 --> 00:13:41.000]  這些只是一些不好的女人,
[00:13:41.000 --> 00:13:46.000]  去吸引男人而去做的行為,
[00:13:46.000 --> 00:13:52.000]  但瑪利亞仍然在那刻,
[00:13:52.000 --> 00:13:53.000]  她不用自己的衣服,
[00:13:53.000 --> 00:13:55.000]  不用布,
[00:13:55.000 --> 00:13:59.000]  而是用她珍惜的頭髮,
[00:13:59.000 --> 00:14:08.000]  去向面前的耶穌做這個服事。
[00:14:08.000 --> 00:14:13.000]  大家試過在侍奉上,
[00:14:13.000 --> 00:14:17.000]  好像她有這麼盡?
[00:14:17.000 --> 00:14:19.000]  這種徹底,
[00:14:19.000 --> 00:14:22.000]  這種不理別人怎麼看,
[00:14:22.000 --> 00:14:25.000]  她只是一心一意,
[00:14:25.000 --> 00:14:27.000]  她只是瞄準這個目標,
[00:14:27.000 --> 00:14:29.000]  耶穌一來,
[00:14:29.000 --> 00:14:30.000]  我就要為她洗腳,
[00:14:30.000 --> 00:14:33.000]  我就要為她打開這個香瓶,
[00:14:33.000 --> 00:14:36.000]  甚至跪下,
[00:14:36.000 --> 00:14:38.000]  用我珍貴的頭髮,
[00:14:38.000 --> 00:14:45.000]  為她擦腳,洗腳。
[00:14:45.000 --> 00:14:48.000]  如果你在在籍當中,
[00:14:48.000 --> 00:14:52.000]  不知道你會怎麼想呢?
[00:14:52.000 --> 00:14:53.000]  你會覺得,
[00:14:53.000 --> 00:14:55.000]  好像猶大那樣想法,
[00:14:55.000 --> 00:14:56.000]  真的計算一下,
[00:14:56.000 --> 00:14:59.000]  有二十支香水在這裡,
[00:14:59.000 --> 00:15:00.000]  真是很浪費,
[00:15:00.000 --> 00:15:03.000]  有十支都可以,
[00:15:03.000 --> 00:15:08.000]  還是你仍然很疑惑,
[00:15:08.000 --> 00:15:10.000]  很好奇,
[00:15:10.000 --> 00:15:14.000]  「為什麼?為什麼要這樣?」
[00:15:14.000 --> 00:15:16.000]  還是你仍然很羨慕,
[00:15:16.000 --> 00:15:19.000]  如果我也有這些珍貴的香膏,
[00:15:19.000 --> 00:15:21.000]  如果我現在見到主耶穌,
[00:15:21.000 --> 00:15:29.000]  我也很想為祂服侍。
[00:15:29.000 --> 00:15:32.000]  當時有不同人,
[00:15:32.000 --> 00:15:34.000]  有不同的想法,
[00:15:34.000 --> 00:15:36.000]  但這個女人,
[00:15:36.000 --> 00:15:39.000]  似乎只是專心一意,
[00:15:39.000 --> 00:15:51.000]  為耶穌做佩德的事。
[00:15:51.000 --> 00:15:52.000]  說起不尋常,
[00:15:52.000 --> 00:15:55.000]  第三個不尋常是什麼呢?
[00:15:55.000 --> 00:15:56.000]  首先,第一個就是,
[00:15:56.000 --> 00:15:59.000]  客人瑪利亞搶了主人家,
[00:15:59.000 --> 00:16:01.000]  款待耶穌的角色,
[00:16:01.000 --> 00:16:04.000]  她的主動熱情已經搶了位置。
[00:16:04.000 --> 00:16:08.000]  第二,身為耶穌的近身門徒猶大,
[00:16:08.000 --> 00:16:10.000]  為什麼要這樣說呢?
[00:16:10.000 --> 00:16:14.000]  人家如此厚禮地送給耶穌,
[00:16:14.000 --> 00:16:16.000]  如果她真的是耶穌的門徒,
[00:16:16.000 --> 00:16:19.000]  她不會覺得光榮嗎?
[00:16:19.000 --> 00:16:20.000]  如果你們的老師
[00:16:20.000 --> 00:16:24.000]  如此厚禮地接待,
[00:16:24.000 --> 00:16:27.000]  你不會覺得很威風,很開心,
[00:16:27.000 --> 00:16:30.000]  很替老師開心嗎?
[00:16:30.000 --> 00:16:32.000]  真的很不尋常。
[00:16:32.000 --> 00:16:34.000]  第三個不尋常就是,
[00:16:34.000 --> 00:16:36.000]  我們計算一下,
[00:16:36.000 --> 00:16:37.000]  在食當中,
[00:16:37.000 --> 00:16:40.000]  論感激耶穌來看,
[00:16:40.000 --> 00:16:46.000]  排行怎會來到瑪利亞?
[00:16:46.000 --> 00:16:49.000]  在我們經文一開始說,
[00:16:49.000 --> 00:16:52.000]  在十四章,
[00:16:52.000 --> 00:16:55.000]  即是我們今天看的經文前一章,
[00:16:55.000 --> 00:16:59.000]  耶穌正是將本身死去的拉薩路,
[00:16:59.000 --> 00:17:05.000]  使祂復活,活生生走出來。
[00:17:05.000 --> 00:17:09.000]  感激會否是拉薩路較為似,
[00:17:09.000 --> 00:17:11.000]  優先,
[00:17:11.000 --> 00:17:15.000]  多一些呢?
[00:17:15.000 --> 00:17:19.000]  多了一個救主來救我,
[00:17:19.000 --> 00:17:21.000]  但不是。
[00:17:21.000 --> 00:17:26.000]  第二,又或是西門這個主人家,
[00:17:26.000 --> 00:17:29.000]  經文補充說,
[00:17:29.000 --> 00:17:32.000]  他是一個麻風病康復者,
[00:17:32.000 --> 00:17:36.000]  是否即是耶穌曾經醫治過他,
[00:17:36.000 --> 00:17:38.000]  今日他大鵬而齊,
[00:17:38.000 --> 00:17:40.000]  去多謝耶穌呢?
[00:17:40.000 --> 00:17:42.000]  如果是的話,
[00:17:42.000 --> 00:17:43.000]  似乎他的感激,
[00:17:43.000 --> 00:17:45.000]  或是他所奉獻,
[00:17:45.000 --> 00:17:47.000]  為耶穌獻上的禮物,
[00:17:47.000 --> 00:17:51.000]  應該是比瑪利亞更多,
[00:17:51.000 --> 00:17:56.000]  但似乎又差一點,
[00:17:56.000 --> 00:18:04.000]  因為他的分陷性不同瑪利亞。
[00:18:04.000 --> 00:18:08.000]  其實耶穌心裡最想哪一個人,
[00:18:08.000 --> 00:18:10.000]  能夠最感激他,
[00:18:10.000 --> 00:18:12.000]  最明白他,
[00:18:12.000 --> 00:18:14.000]  明白他是主,
[00:18:14.000 --> 00:18:18.000]  是他心所掛念的門徒。
[00:18:18.000 --> 00:18:21.000]  其實拉薩路那件事,
[00:18:21.000 --> 00:18:23.000]  耶穌不是想做的,
[00:18:23.000 --> 00:18:27.000]  是為了門徒的緣故。
[00:18:27.000 --> 00:18:32.000]  在約翰福音11章14-15節,
[00:18:32.000 --> 00:18:35.000]  「於是耶穌就明明地告訴他們,
[00:18:35.000 --> 00:18:36.000]  他們是指門徒,
[00:18:36.000 --> 00:18:38.000]  說:拉薩路死了,
[00:18:38.000 --> 00:18:39.000]  為了你們的緣故,
[00:18:39.000 --> 00:18:41.000]  我不在那裡反而歡喜,
[00:18:41.000 --> 00:18:43.000]  為了使你們信,
[00:18:43.000 --> 00:18:47.000]  現在我們到那裡吧?」
[00:18:47.000 --> 00:18:49.000]  之前在討論中,
[00:18:49.000 --> 00:18:52.000]  有人告訴耶穌,
[00:18:52.000 --> 00:18:54.000]  拉薩路患病了,
[00:18:54.000 --> 00:18:56.000]  你快去救他吧!
[00:18:56.000 --> 00:18:59.000]  他和門徒對話,
[00:18:59.000 --> 00:19:01.000]  最後耶穌對門徒說,
[00:19:01.000 --> 00:19:05.000]  其實我去真的為了你們,
[00:19:05.000 --> 00:19:09.000]  為甚麼?
[00:19:09.000 --> 00:19:17.000]  原來在耶穌去到拉薩路墳墓當中,
[00:19:17.000 --> 00:19:22.000]  在他出聲要拉薩路起身之前,
[00:19:22.000 --> 00:19:27.000]  他和天父有一個禱告,
[00:19:27.000 --> 00:19:31.000]  「耶穌舉目望天說,
[00:19:31.000 --> 00:19:33.000]  父啊,我感謝你,
[00:19:33.000 --> 00:19:34.000]  因為你已經聽了我,
[00:19:34.000 --> 00:19:36.000]  我知道你常常聽我,
[00:19:36.000 --> 00:19:41.000]  但我說話是為了周圍站著的眾人,
[00:19:41.000 --> 00:19:48.000]  要使他們信你是差了我來的,
[00:19:48.000 --> 00:19:53.000]  我說話是為了周圍站著的眾人,
[00:19:53.000 --> 00:19:58.000]  要使他們信是你差了我來的。」
[00:19:58.000 --> 00:20:00.000]  說了之後,他大聲呼叫說,
[00:20:00.000 --> 00:20:04.000]  「拉薩路出來!」
[00:20:04.000 --> 00:20:08.000]  死了的人就出來了,
[00:20:08.000 --> 00:20:12.000]  手蓋都包著布,
[00:20:12.000 --> 00:20:14.000]  面上包著頭巾,
[00:20:14.000 --> 00:20:15.000]  耶穌對他們說,
[00:20:15.000 --> 00:20:18.000]  「解開他,讓他走!」
[00:20:18.000 --> 00:20:23.000]  拉薩路能夠有復活,
[00:20:23.000 --> 00:20:29.000]  主要藉著這件事去表明所有人,
[00:20:29.000 --> 00:20:33.000]  最重要是他身邊的門徒要知道,
[00:20:33.000 --> 00:20:36.000]  你跟隨著的主耶穌,
[00:20:36.000 --> 00:20:39.000]  不但有醫治的能力,
[00:20:39.000 --> 00:20:43.000]  不但有先知講道的能力,
[00:20:43.000 --> 00:20:45.000]  所跟你說的是的確,
[00:20:45.000 --> 00:20:47.000]  他今天就要證明,
[00:20:47.000 --> 00:20:51.000]  他要給門徒,甚至眾人所看,
[00:20:51.000 --> 00:20:56.000]  耶穌是有使人復活的能力,
[00:20:56.000 --> 00:20:58.000]  要他們相信,
[00:20:58.000 --> 00:21:00.000]  要他們預備這份心,
[00:21:00.000 --> 00:21:03.000]  終有一天,當我不在,
[00:21:03.000 --> 00:21:09.000]  當我被人處死的時候,
[00:21:09.000 --> 00:21:16.000]  只需要有能力復活,
[00:21:16.000 --> 00:21:19.000]  因為聖經所說,
[00:21:19.000 --> 00:21:21.000]  耶穌所說,
[00:21:21.000 --> 00:21:23.000]  「復活在我,生命也在我,
[00:21:23.000 --> 00:21:29.000]  信我的人雖然死了,也必復活。」
[00:21:29.000 --> 00:21:34.000]  這番說話,動作,見證,
[00:21:34.000 --> 00:21:38.000]  就很想讓他身邊的門徒明白,
[00:21:38.000 --> 00:21:40.000]  去相信,
[00:21:40.000 --> 00:21:44.000]  但很可惜,
[00:21:44.000 --> 00:21:50.000]  門徒似乎未有這份醒覺,
[00:21:50.000 --> 00:21:53.000]  但是聽得明白,
[00:21:53.000 --> 00:21:58.000]  願意相信的是瑪利亞,
[00:21:58.000 --> 00:22:01.000]  瑪利亞藉著拉撒路的事,
[00:22:01.000 --> 00:22:03.000]  重新認識耶穌,
[00:22:03.000 --> 00:22:10.000]  知道耶穌的能力更多,
[00:22:10.000 --> 00:22:12.000]  今天,如果你有機會,
[00:22:12.000 --> 00:22:15.000]  見到這個場面,
[00:22:15.000 --> 00:22:18.000]  當你再見主面的時候,
[00:22:18.000 --> 00:22:21.000]  你會不會將你最珍藏的香膏,
[00:22:21.000 --> 00:22:31.000]  最深愛的東西,獻給主?
[00:22:31.000 --> 00:22:34.000]  剛才我們去搜聖山,
[00:22:34.000 --> 00:22:41.000]  我們豈不是經歷過再一次被提醒,
[00:22:41.000 --> 00:22:48.000]  主耶穌為我們死,為我們犧牲,
[00:22:48.000 --> 00:22:57.000]  今天我們為著紀念主所作的事,
[00:22:57.000 --> 00:23:01.000]  在閻籍的你們,再一次看到,
[00:23:01.000 --> 00:23:06.000]  又覺得怎樣呢?
[00:23:06.000 --> 00:23:10.000]  這是一個非常時期,
[00:23:10.000 --> 00:23:14.000]  瑪利亞似乎很看準這個時機,
[00:23:14.000 --> 00:23:18.000]  這個非常時期在經文已經講到,
[00:23:18.000 --> 00:23:22.000]  第九至十一節已經講明,
[00:23:22.000 --> 00:23:24.000]  來到出席這個宴席的,
[00:23:24.000 --> 00:23:27.000]  不單是三兄三姊弟,
[00:23:27.000 --> 00:23:29.000]  不單是耶穌和他的門徒,
[00:23:29.000 --> 00:23:32.000]  還有主人家穆西門,
[00:23:32.000 --> 00:23:37.000]  還有一群很想看到拉撒路這個神蹟的人,
[00:23:37.000 --> 00:23:40.000]  一群很好奇耶穌的人,
[00:23:40.000 --> 00:23:45.000]  一群預備見到這個神蹟,
[00:23:45.000 --> 00:23:49.000]  願意去信耶穌的人,
[00:23:49.000 --> 00:23:53.000]  難道他們這個場景,
[00:23:53.000 --> 00:24:01.000]  一群準備去謀害耶穌的大細思和法利賽人不知道嗎?
[00:24:01.000 --> 00:24:05.000]  樹大招風,
[00:24:05.000 --> 00:24:09.000]  耶穌距離去受苦的時日,
[00:24:09.000 --> 00:24:11.000]  就是六天,
[00:24:11.000 --> 00:24:16.000]  如與節前六天的晚上,
[00:24:16.000 --> 00:24:23.000]  耶穌其實一步一步進入去受苦的階段,
[00:24:23.000 --> 00:24:28.000]  唯有瑪利亞明白他的心,
[00:24:28.000 --> 00:24:35.000]  知道香膏是為他預備入葬之用,
[00:24:35.000 --> 00:24:44.000]  這一份就是瑪利亞獻上給耶穌的那份體貼。
[00:24:54.000 --> 00:24:58.000]  瑪利亞藉著這個時候去把握這個機會,
[00:24:58.000 --> 00:25:03.000]  不單止是為弟弟去感激耶穌的救命之恩,
[00:25:03.000 --> 00:25:08.000]  感謝耶穌可憐他們失去至親之痛,
