
[00:00:00.000 --> 00:00:04.220]  好,弟兄姊妹,我們一邊等一邊開始祈禱
[00:02:33.200 --> 00:02:36.800]  請打發我走,回我主人那裡去吧
[00:02:36.800 --> 00:02:40.960]  他們說:我們把女子叫來,問問她
[00:02:40.960 --> 00:02:43.440]  就叫了利伯加來問她說
[00:02:43.440 --> 00:02:45.440]  你和這人同去嗎?
[00:02:45.440 --> 00:02:47.440]  利伯加說:我去
[00:02:47.440 --> 00:02:52.240]  於是他們打發妹子利伯加和他的乳母
[00:02:52.240 --> 00:02:54.240]  和阿伯拉罕的僕人
[00:02:54.240 --> 00:02:57.680]  並跟從僕人的都走了
[00:02:57.680 --> 00:03:00.720]  他們就給利伯加祝福說
[00:03:00.720 --> 00:03:04.480]  我們的妹子願你作千萬人的母
[00:03:04.480 --> 00:03:07.920]  願你的後裔得著仇敵的城門
[00:03:07.920 --> 00:03:13.520]  原來在22章神和阿伯拉罕講的祝福
[00:03:13.520 --> 00:03:16.880]  就有這樣的描述
[00:03:16.880 --> 00:03:18.880]  22章就是
[00:03:18.880 --> 00:03:24.480]  阿伯拉罕本來想殺他的兒子以撒
[00:03:24.480 --> 00:03:27.520]  準備要獻為繁祭的時候
[00:03:27.520 --> 00:03:29.520]  神就呼叫他
[00:03:29.520 --> 00:03:32.720]  這是第22章的15節
[00:03:32.720 --> 00:03:38.640]  耶和華的使者第二次從天上呼叫阿伯拉罕說
[00:03:38.640 --> 00:03:43.600]  第一次就是早上起來的時候就叫他
[00:03:43.600 --> 00:03:45.600]  試驗他
[00:03:45.600 --> 00:03:47.600]  第二次就說話
[00:03:47.600 --> 00:03:49.600]  第16節
[00:03:49.600 --> 00:03:52.720]  耶和華說:你既行了這事
[00:03:52.720 --> 00:03:54.720]  不留下你的兒子
[00:03:54.720 --> 00:03:56.720]  就是你獨生的兒子
[00:03:56.720 --> 00:03:58.720]  我便指著自己起誓說
[00:03:58.720 --> 00:04:01.600]  論福我必賜大福給你
[00:04:01.600 --> 00:04:05.280]  論子孫我必叫你的子孫多起來
[00:04:05.280 --> 00:04:08.320]  如同天上的星海邊的沙
[00:04:08.320 --> 00:04:11.840]  你子孫必得著仇敵的城門
[00:04:11.840 --> 00:04:13.840]  很特別就是對利伯加
[00:04:13.840 --> 00:04:15.840]  他要作千萬人的墓
[00:04:15.840 --> 00:04:20.640]  他的後裔又會得著仇敵的城門
[00:04:20.640 --> 00:04:24.400]  仇敵的城門是什麼意思呢?
[00:04:24.400 --> 00:04:26.400]  是不是有些典故呢?
[00:04:26.400 --> 00:04:29.840]  往後有幾段聖經都出現過的
[00:04:29.840 --> 00:04:31.840]  不過就不太詳細和大家揭了
[00:04:31.840 --> 00:04:33.840]  針研有
[00:04:33.840 --> 00:04:35.840]  耶利米哀歌就有
[00:04:35.840 --> 00:04:39.840]  耶利米哀歌的第一章那裡這樣說
[00:04:39.840 --> 00:04:48.800]  說明哀歌是極大的痛苦的一篇詩歌
[00:04:48.800 --> 00:04:54.560]  也是耶利米在他見到國破家亡的時候
[00:04:54.560 --> 00:04:59.360]  所謂民族作出最痛苦的哀告
[00:04:59.360 --> 00:05:01.360]  他沒有想過的就是
[00:05:01.360 --> 00:05:04.480]  正正是那個城門
[00:05:04.480 --> 00:05:08.720]  例如後面那裡有說
[00:05:08.720 --> 00:05:10.720]  一章近尾的
[00:05:10.720 --> 00:05:12.720]  他沒有想過就是
[00:05:12.720 --> 00:05:17.200]  仇敵可以踐踏耶路撒冷的城門
[00:05:17.200 --> 00:05:22.720]  在他們中間任意的踐踏等等
[00:05:22.720 --> 00:05:27.120]  意味著城門代表著一個地方
[00:05:27.120 --> 00:05:32.400]  你攻陷了敵軍就要完全投降了
[00:05:32.400 --> 00:05:39.120]  攻得進去之後就會帶來那個國家亡國
[00:05:39.120 --> 00:05:43.680]  似乎那個公寓
[00:05:43.680 --> 00:05:45.680]  抵擋的地方
[00:05:45.680 --> 00:05:48.880]  很堅固的地方
[00:05:48.880 --> 00:05:50.880]  如果被攻陷了
[00:05:50.880 --> 00:05:55.760]  就會帶來那個國家面對一個很大的危難
[00:05:55.760 --> 00:05:58.320]  所以這裡的祝福就是說
[00:05:58.320 --> 00:06:00.800]  阿伯拉罕將來的後裔
[00:06:00.800 --> 00:06:05.920]  可以來攻擊得到仇敵的城門
[00:06:05.920 --> 00:06:09.760]  接著就去到這個利伯加
[00:06:09.760 --> 00:06:11.760]  明明是一個女性
[00:06:11.760 --> 00:06:14.240]  也是為他的子孫祝福的
[00:06:14.240 --> 00:06:16.240]  他的子孫將來
[00:06:16.240 --> 00:06:21.040]  又可以來得到仇敵的城門
[00:06:21.040 --> 00:06:24.080]  似乎都好像在舊約創世記
[00:06:24.080 --> 00:06:26.400]  已經有這樣的含義
[00:06:26.400 --> 00:06:28.400]  這個民族
[00:06:28.400 --> 00:06:30.400]  他們的子孫
[00:06:30.400 --> 00:06:32.400]  希伯來民族
[00:06:32.400 --> 00:06:36.560]  將來都會得到一個很大的德性祝福
[00:06:36.560 --> 00:06:39.840]  這裡給大家有一點相聯的
[00:06:39.840 --> 00:06:41.840]  有些印象
[00:06:41.840 --> 00:06:44.960]  神向阿伯拉罕的祝福
[00:06:44.960 --> 00:06:46.960]  22章他獻耳朵那裡
[00:06:46.960 --> 00:06:50.240]  現在這個女子利伯加
[00:06:50.240 --> 00:06:52.240]  其實是一個陌生人
[00:06:52.240 --> 00:06:54.240]  講了這麼的來意
[00:06:54.240 --> 00:06:56.240]  住了一晚
[00:06:56.240 --> 00:06:58.240]  在認親認戚
[00:06:58.240 --> 00:07:00.240]  你信不信得過他
[00:07:00.240 --> 00:07:02.240]  自己一個人
[00:07:02.240 --> 00:07:04.240]  還有他的羽毛
[00:07:04.240 --> 00:07:06.240]  駕到遙遠的他方
[00:07:06.240 --> 00:07:08.240]  當然講得出
[00:07:08.240 --> 00:07:10.240]  阿伯拉罕
[00:07:10.240 --> 00:07:12.240]  撒拉
[00:07:12.240 --> 00:07:14.240]  曾經在這裡住過
[00:07:14.240 --> 00:07:16.240]  一定有機會認識
[00:07:16.240 --> 00:07:18.240]  彼土利和阿伯拉罕
[00:07:18.240 --> 00:07:20.240]  等等
[00:07:20.240 --> 00:07:22.240]  都可能有認識
[00:07:22.240 --> 00:07:24.240]  不一定是自己的親的阿伯
[00:07:24.240 --> 00:07:26.240]  等等
[00:07:26.240 --> 00:07:28.240]  所以這些都是
[00:07:28.240 --> 00:07:30.240]  讓我們想像到
[00:07:30.240 --> 00:07:32.240]  利伯加都有這種福氣
[00:07:32.240 --> 00:07:34.240]  將來他的子孫
[00:07:34.240 --> 00:07:36.240]  都會得到仇敵的承諾
[00:07:36.240 --> 00:07:38.240]  我們回到
[00:07:38.240 --> 00:07:40.240]  25章的經文
[00:07:40.240 --> 00:07:42.240]  在最後的一段
[00:07:42.240 --> 00:07:44.240]  阿伯拉罕的人生
[00:07:44.240 --> 00:07:46.240]  有一兩件事
[00:07:46.240 --> 00:07:48.240]  都可以透過作者的描述
[00:07:48.240 --> 00:07:50.240]  都讓我們有
[00:07:50.240 --> 00:07:52.240]  一些可以看到的印象
[00:07:52.240 --> 00:07:54.240]  尤其是對
[00:07:54.240 --> 00:07:56.240]  耳撒的祝福
[00:07:56.240 --> 00:07:58.240]  更加在這樣的安排下
[00:07:58.240 --> 00:08:00.240]  一個族長
[00:08:00.240 --> 00:08:02.240]  他要過去了
[00:08:02.240 --> 00:08:04.240]  他怎樣
[00:08:04.240 --> 00:08:06.240]  安排他的家當
[00:08:06.240 --> 00:08:08.240]  他的家業
[00:08:08.240 --> 00:08:10.240]  自己的一切
[00:08:10.240 --> 00:08:12.240]  用祝福
[00:08:12.240 --> 00:08:14.240]  一個籠統的稱呼
[00:08:14.240 --> 00:08:16.240]  祝福可以有很多東西
[00:08:16.240 --> 00:08:18.240]  財物
[00:08:18.240 --> 00:08:20.240]  尤其是屬靈的祝福
[00:08:20.240 --> 00:08:22.240]  怎樣轉嫁給下一代
[00:08:22.240 --> 00:08:24.240]  轉嫁給誰
[00:08:24.240 --> 00:08:26.240]  誰的兒子
[00:08:26.240 --> 00:08:28.240]  這個就很有考究
[00:08:28.240 --> 00:08:30.240]  所以從《創世記》開始
[00:08:30.240 --> 00:08:32.240]  都已經是這樣講述
[00:08:32.240 --> 00:08:34.240]  這些祝福
[00:08:34.240 --> 00:08:36.240]  所以我們真的盼望
[00:08:36.240 --> 00:08:38.240]  這個所謂深度查經班
[00:08:38.240 --> 00:08:40.240]  不單止是
[00:08:40.240 --> 00:08:42.240]  讀聖經多
[00:08:42.240 --> 00:08:44.240]  不在話下
[00:08:44.240 --> 00:08:46.240]  深度的意思是大家越來越對神有認識
[00:08:46.240 --> 00:08:50.240]  一路說的祝福
[00:08:50.240 --> 00:08:52.240]  你到了一個
[00:08:52.240 --> 00:08:54.240]  信主這麼長的年日
[00:08:54.240 --> 00:08:56.240]  你有沒有福可以祝給人呢
[00:08:56.240 --> 00:08:58.240]  這個很嚴肅的話題
[00:08:58.240 --> 00:09:00.240]  如果你還是
[00:09:00.240 --> 00:09:02.240]  初信的時候
[00:09:02.240 --> 00:09:04.240]  什麼都不懂
[00:09:04.240 --> 00:09:06.240]  什麼都不知道
[00:09:06.240 --> 00:09:08.240]  沒有福可言
[00:09:08.240 --> 00:09:10.240]  祈禱閉上眼
[00:09:10.240 --> 00:09:12.240]  祈完禱原來只不過是十秒
[00:09:12.240 --> 00:09:14.240]  或者一分鐘
[00:09:14.240 --> 00:09:16.240]  你祈完了
[00:09:16.240 --> 00:09:18.240]  當然長度不代表什麼
[00:09:18.240 --> 00:09:20.240]  但是如果你
[00:09:20.240 --> 00:09:22.240]  一而再的祈禱
[00:09:22.240 --> 00:09:24.240]  好像你自己也感覺到
[00:09:24.240 --> 00:09:26.240]  好像沒有什麼
[00:09:26.240 --> 00:09:28.240]  趣味性
[00:09:28.240 --> 00:09:30.240]  沒有什麼跟神的深入交往
[00:09:30.240 --> 00:09:32.240]  這個就很反映到
[00:09:32.240 --> 00:09:34.240]  你的心裡面
[00:09:34.240 --> 00:09:36.240]  到底你有的只是地上的福氣
[00:09:36.240 --> 00:09:38.240]  還是有一種
[00:09:38.240 --> 00:09:40.240]  屬天屬靈的眼光
[00:09:40.240 --> 00:09:42.240]  的福氣
[00:09:42.240 --> 00:09:44.240]  甚至有一種屬靈的洞察力
[00:09:44.240 --> 00:09:46.240]  這些和福氣有關
[00:09:46.240 --> 00:09:48.240]  和祝福有關
[00:09:48.240 --> 00:09:50.240]  所以說到祝福
[00:09:50.240 --> 00:09:52.240]  因為夏文很快就說
[00:09:52.240 --> 00:09:54.240]  有一個人
[00:09:54.240 --> 00:09:56.240]  他輕看他自己的身份
[00:09:56.240 --> 00:09:58.240]  帶來的
[00:09:58.240 --> 00:10:00.240]  作者很快
[00:10:00.240 --> 00:10:02.240]  一開波就對他奏訟
[00:10:02.240 --> 00:10:04.240]  這是25章的第34節
[00:10:04.240 --> 00:10:06.240]  所以
[00:10:06.240 --> 00:10:08.240]  原來在我們人生
[00:10:08.240 --> 00:10:10.240]  真的可以
[00:10:10.240 --> 00:10:12.240]  有福可祝的
[00:10:12.240 --> 00:10:14.240]  25章
[00:10:14.240 --> 00:10:16.240]  阿伯拉罕又取了一妻名
[00:10:16.240 --> 00:10:18.240]  叫基圖拉
[00:10:18.240 --> 00:10:20.240]  等一下和大家揭曉
[00:10:20.240 --> 00:10:22.240]  歷代志有描述
[00:10:22.240 --> 00:10:24.240]  基圖拉
[00:10:24.240 --> 00:10:26.240]  給他生了森蘭
[00:10:26.240 --> 00:10:28.240]  若山米旦
[00:10:28.240 --> 00:10:30.240]  米顛伊斯巴和
[00:10:30.240 --> 00:10:32.240]  舒亞若山生了
[00:10:32.240 --> 00:10:34.240]  士巴和底旦
[00:10:34.240 --> 00:10:38.240]  底旦的子孫是
[00:10:38.240 --> 00:10:40.240]  阿舒利族利都士族
[00:10:40.240 --> 00:10:42.240]  和利烏米族
[00:10:42.240 --> 00:10:44.240]  米顛的兒子是
[00:10:44.240 --> 00:10:46.240]  爾忽哈洛
[00:10:46.240 --> 00:10:48.240]  阿比達和以勒
[00:10:48.240 --> 00:10:50.240]  這都是基圖拉的子孫
[00:10:50.240 --> 00:10:52.240]  這裡說
[00:10:52.240 --> 00:10:54.240]  另外再取一個太太
[00:10:54.240 --> 00:10:56.240]  很快
[00:10:56.240 --> 00:10:58.240]  趁還有印象
[00:10:58.240 --> 00:11:00.240]  和大家揭曉歷代志上
[00:11:00.240 --> 00:11:02.240]  其實你說出埃及最難
[00:11:02.240 --> 00:11:04.240]  歷代志你還沒讀完
[00:11:04.240 --> 00:11:06.240]  第一章已經想蓋上
[00:11:06.240 --> 00:11:08.240]  因為九章都是家譜
[00:11:08.240 --> 00:11:10.240]  一到第九章
[00:11:10.240 --> 00:11:12.240]  你如果能夠衝破
[00:11:12.240 --> 00:11:14.240]  就很厲害
[00:11:14.240 --> 00:11:16.240]  除非你是極喜愛歷史的人
[00:11:16.240 --> 00:11:18.240]  特殊癖好很少
[00:11:18.240 --> 00:11:20.240]  第一章
[00:11:20.240 --> 00:11:22.240]  一章
[00:11:22.240 --> 00:11:24.240]  二十八節開始
[00:11:24.240 --> 00:11:26.240]  記住阿伯拉罕
[00:11:26.240 --> 00:11:28.240]  一章二十八節
[00:11:28.240 --> 00:11:30.240]  阿伯拉罕的兒子是
[00:11:30.240 --> 00:11:32.240]  以實瑪利
[00:11:32.240 --> 00:11:34.240]  排名不分先後
[00:11:34.240 --> 00:11:36.240]  但是聖經排名會有分先後
[00:11:36.240 --> 00:11:38.240]  記住是
[00:11:38.240 --> 00:11:40.240]  以實瑪利
[00:11:40.240 --> 00:11:42.240]  將來
[00:11:42.240 --> 00:11:44.240]  關於
[00:11:44.240 --> 00:11:46.240]  瓦國耳掃
[00:11:46.240 --> 00:11:48.240]  聖經
[00:11:48.240 --> 00:11:50.240]  結束
[00:11:50.240 --> 00:11:52.240]  又是排名分先後
[00:11:52.240 --> 00:11:54.240]  瓦國耳掃
[00:11:54.240 --> 00:11:56.240]  所以
[00:11:56.240 --> 00:11:58.240]  聖經的排名
[00:11:58.240 --> 00:12:00.240]  已經告訴我們
[00:12:00.240 --> 00:12:02.240]  以實才是
[00:12:02.240 --> 00:12:04.240]  應許的兒子
[00:12:04.240 --> 00:12:06.240]  獲得神祝福的兒子
[00:12:06.240 --> 00:12:08.240]  其實神用了這麼多
[00:12:08.240 --> 00:12:10.240]  應許
[00:12:10.240 --> 00:12:12.240]  預言
[00:12:12.240 --> 00:12:14.240]  到超自然的
[00:12:14.240 --> 00:12:16.240]  撒拉能夠生兒子
[00:12:16.240 --> 00:12:18.240]  一年後的
[00:12:18.240 --> 00:12:20.240]  應許對言
[00:12:20.240 --> 00:12:22.240]  其實不單止一年前
[00:12:22.240 --> 00:12:24.240]  在早期十七章的時候
[00:12:24.240 --> 00:12:26.240]  已經這樣來應許
[00:12:26.240 --> 00:12:28.240]  所以現在這裡
[00:12:28.240 --> 00:12:30.240]  已經告訴我們
[00:12:30.240 --> 00:12:32.240]  所以大家沒有合謀
[00:12:32.240 --> 00:12:34.240]  歷代智的作者已經說
[00:12:34.240 --> 00:12:36.240]  好幾百年後
[00:12:36.240 --> 00:12:38.240]  但是人們看聖經
[00:12:38.240 --> 00:12:40.240]  已經幫我們分了
[00:12:40.240 --> 00:12:42.240]  阿伯拉罕的兒子
[00:12:42.240 --> 00:12:44.240]  就是以實瑪利
[00:12:44.240 --> 00:12:46.240]  所以有時從字裡行間
[00:12:46.240 --> 00:12:48.240]  大家都比較細心去讀聖經
[00:12:48.240 --> 00:12:50.240]  你就會看到端倪
[00:12:50.240 --> 00:12:52.240]  以實瑪利的兒子
[00:12:52.240 --> 00:12:54.240]  記在下面
[00:12:54.240 --> 00:12:56.240]  以實瑪利的長子就是
[00:12:56.240 --> 00:12:58.240]  尼拜約、奇刺時基達、阿德別
[00:12:58.240 --> 00:13:00.240]  米比三、米斯瑪
[00:13:00.240 --> 00:13:02.240]  道瑪、瑪薩、哈達
[00:13:02.240 --> 00:13:04.240]  提瑪、伊特
[00:13:04.240 --> 00:13:06.240]  拿菲斯、基底瑪
[00:13:06.240 --> 00:13:08.240]  這都是以實瑪利的兒子
[00:13:08.240 --> 00:13:10.240]  留意第32節
[00:13:10.240 --> 00:13:12.240]  阿伯拉罕的妾
[00:13:12.240 --> 00:13:14.240]  基圖拉所生的兒子
[00:13:14.240 --> 00:13:16.240]  就是森蘭約珊、米旦、米顛
[00:13:16.240 --> 00:13:18.240]  伊斯巴、舒雅
[00:13:18.240 --> 00:13:20.240]  然後再說
[00:13:20.240 --> 00:13:22.240]  他的孫子
[00:13:22.240 --> 00:13:24.240]  就是一些當時的
[00:13:24.240 --> 00:13:26.240]  大的族
[00:13:26.240 --> 00:13:28.240]  34節
[00:13:28.240 --> 00:13:30.240]  阿伯拉罕生以實
[00:13:30.240 --> 00:13:32.240]  以實的兒子是以素
[00:13:32.240 --> 00:13:34.240]  和以色列
[00:13:34.240 --> 00:13:36.240]  不是雅各
[00:13:36.240 --> 00:13:38.240]  是以色列
[00:13:38.240 --> 00:13:40.240]  這裡又有一個故事
[00:13:40.240 --> 00:13:42.240]  創世記32章又會再說
[00:13:42.240 --> 00:13:44.240]  所以都要留意一下
[00:13:44.240 --> 00:13:46.240]  那些描述
[00:13:46.240 --> 00:13:48.240]  可以這樣說
[00:13:48.240 --> 00:13:50.240]  後代的作者會定性了神學
[00:13:50.240 --> 00:13:52.240]  看創世記
[00:13:52.240 --> 00:13:54.240]  就是那個
[00:13:54.240 --> 00:13:56.240]  沿著整個故事的發展
[00:13:56.240 --> 00:13:58.240]  但是後代的
[00:13:58.240 --> 00:14:00.240]  無論是舊約
[00:14:00.240 --> 00:14:02.240]  皇后的
[00:14:02.240 --> 00:14:04.240]  先知
[00:14:04.240 --> 00:14:06.240]  寫作的作者
[00:14:06.240 --> 00:14:08.240]  或者新約
[00:14:08.240 --> 00:14:10.240]  怎樣定性這些舊約的事情
[00:14:10.240 --> 00:14:12.240]  就是一些蓋棺定論的事情
[00:14:12.240 --> 00:14:14.240]  我們回到
[00:14:14.240 --> 00:14:16.240]  剛才有沒有印象
[00:14:16.240 --> 00:14:18.240]  剛才說的這裡的一章32節
[00:14:18.240 --> 00:14:20.240]  提到基圖拉
[00:14:20.240 --> 00:14:22.240]  原來是阿伯拉罕的妾
[00:14:22.240 --> 00:14:24.240]  但是
[00:14:24.240 --> 00:14:26.240]  25章就說
[00:14:28.240 --> 00:14:30.240]  阿伯拉罕再娶一個太太
[00:14:30.240 --> 00:14:32.240]  所以這裡有
[00:14:32.240 --> 00:14:34.240]  解經家有這樣的考究
[00:14:34.240 --> 00:14:36.240]  其實不是再娶
[00:14:36.240 --> 00:14:38.240]  其實就是一直在
[00:14:38.240 --> 00:14:40.240]  撒拉再生的時候
[00:14:40.240 --> 00:14:42.240]  都已經是他的妾
[00:14:42.240 --> 00:14:44.240]  不過撒拉死之後
[00:14:44.240 --> 00:14:46.240]  就正式成為了
[00:14:46.240 --> 00:14:48.240]  元配了
[00:14:48.240 --> 00:14:50.240]  晚年的時候
[00:14:50.240 --> 00:14:52.240]  那就是意味著
[00:14:52.240 --> 00:14:54.240]  我們可能有這樣的假設
[00:14:54.240 --> 00:14:56.240]  就是撒拉生了以色之後
[00:14:56.240 --> 00:14:58.240]  阿伯拉罕的妾基圖拉
[00:14:58.240 --> 00:15:00.240]  同樣都有生子女
[00:15:00.240 --> 00:15:02.240]  也說不定
[00:15:02.240 --> 00:15:04.240]  所以不是撒拉死了之後
[00:15:04.240 --> 00:15:06.240]  他才再娶
[00:15:06.240 --> 00:15:08.240]  再娶之後
[00:15:08.240 --> 00:15:10.240]  才再生
[00:15:10.240 --> 00:15:12.240]  很晚年的時候才再生
[00:15:12.240 --> 00:15:14.240]  生兒子
[00:15:14.240 --> 00:15:16.240]  就可能未必是這樣的
[00:15:16.240 --> 00:15:18.240]  但是有解經家就說
[00:15:18.240 --> 00:15:20.240]  基於歷代至上
[00:15:20.240 --> 00:15:22.240]  這樣說
[00:15:22.240 --> 00:15:24.240]  就是說其實基圖拉一直
[00:15:24.240 --> 00:15:26.240]  都是在阿伯拉罕的
[00:15:26.240 --> 00:15:28.240]  家裏
[00:15:28.240 --> 00:15:30.240]  大家一起的
[00:15:30.240 --> 00:15:32.240]  不是後來才再娶
[00:15:32.240 --> 00:15:34.240]  這裡有些不同
[00:15:34.240 --> 00:15:36.240]  當然
[00:15:36.240 --> 00:15:38.240]  有一樣東西
[00:15:38.240 --> 00:15:40.240]  就肯定了
[00:15:40.240 --> 00:15:42.240]  無論多少
[00:15:42.240 --> 00:15:44.240]  無論
[00:15:44.240 --> 00:15:46.240]  阿伯拉罕
[00:15:46.240 --> 00:15:48.240]  當那個是孫子這麼小的小朋友
[00:15:48.240 --> 00:15:50.240]  還是自己晚年
[00:15:50.240 --> 00:15:52.240]  所生的兒子
[00:15:52.240 --> 00:15:54.240]  沒有一個
[00:15:54.240 --> 00:15:56.240]  是可以得到和
[00:15:56.240 --> 00:15:58.240]  以撒競爭
[00:15:58.240 --> 00:16:00.240]  這個神
[00:16:00.240 --> 00:16:02.240]  唯一給以撒的祝福
[00:16:02.240 --> 00:16:04.240]  為什麼呢?因為
[00:16:04.240 --> 00:16:06.240]  很清楚第五節
[00:16:06.240 --> 00:16:08.240]  阿伯拉罕將一切所有的
[00:16:08.240 --> 00:16:10.240]  都給了以撒
[00:16:10.240 --> 00:16:12.240]  阿伯拉罕把財物
[00:16:12.240 --> 00:16:14.240]  分給他庶出的眾子
[00:16:14.240 --> 00:16:16.240]  趁著自己還在世
[00:16:16.240 --> 00:16:18.240]  打發他們離開
[00:16:18.240 --> 00:16:20.240]  他的兒子
[00:16:20.240 --> 00:16:22.240]  往東方去
[00:16:22.240 --> 00:16:24.240]  很清楚
[00:16:24.240 --> 00:16:26.240]  不會因為老人家
[00:16:26.240 --> 00:16:28.240]  老年得子
[00:16:28.240 --> 00:16:30.240]  如珠如寶
[00:16:30.240 --> 00:16:32.240]  很大的一件事
[00:16:32.240 --> 00:16:34.240]  到時就和
[00:16:34.240 --> 00:16:36.240]  以撒去爭
[00:16:36.240 --> 00:16:38.240]  媽媽薩拉已經死了
[00:16:38.240 --> 00:16:40.240]  現在
[00:16:40.240 --> 00:16:42.240]  基圖拉坐正
[00:16:42.240 --> 00:16:44.240]  作為那個元配
[00:16:44.240 --> 00:16:46.240]  會不會幫自己的兒子去爭
[00:16:46.240 --> 00:16:48.240]  那個名份呢?一定會的
[00:16:48.240 --> 00:16:50.240]  爭是沒有成本的
[00:16:50.240 --> 00:16:52.240]  不爭才傻
[00:16:52.240 --> 00:16:54.240]  是不是?所以
[00:16:54.240 --> 00:16:56.240]  阿伯拉罕是很清楚
[00:16:56.240 --> 00:16:58.240]  一點都沒有含糊
[00:16:58.240 --> 00:17:00.240]  就是要將
[00:17:00.240 --> 00:17:02.240]  所有的眾子
[00:17:02.240 --> 00:17:04.240]  在他還在世的時候
[00:17:04.240 --> 00:17:06.240]  打發他們離開
[00:17:06.240 --> 00:17:08.240]  他們當然要離開
[00:17:08.240 --> 00:17:10.240]  變成很撇脫地
[00:17:10.240 --> 00:17:12.240]  也都透過作者
[00:17:12.240 --> 00:17:14.240]  這樣的描述
[00:17:14.240 --> 00:17:16.240]  是事實來的
[00:17:16.240 --> 00:17:18.240]  他很肯定地告訴我們
[00:17:18.240 --> 00:17:20.240]  神的計劃
[00:17:20.240 --> 00:17:22.240]  不會受到任何
[00:17:22.240 --> 00:17:24.240]  人為的影響
[00:17:24.240 --> 00:17:26.240]  祝福的以撒
[00:17:26.240 --> 00:17:28.240]  他要施恩的薩拉
[00:17:28.240 --> 00:17:30.240]  和在這樣困難的情況下
[00:17:30.240 --> 00:17:32.240]  生的這個兒子
[00:17:32.240 --> 00:17:34.240]  這個嬰許的兒子
[00:17:34.240 --> 00:17:36.240]  以撒真的可以
[00:17:36.240 --> 00:17:38.240]  得到父親
[00:17:38.240 --> 00:17:40.240]  祝福的
[00:17:40.240 --> 00:17:42.240]  庇佑
[00:17:42.240 --> 00:17:44.240]  接續下一代
[00:17:44.240 --> 00:17:46.240]  引誘信心
[00:17:46.240 --> 00:17:48.240]  和信心的後代
[00:17:48.240 --> 00:17:50.240]  所以第七節
[00:17:50.240 --> 00:17:52.240]  阿伯拉罕一生的年日
[00:17:52.240 --> 00:17:54.240]  是175歲
[00:17:54.240 --> 00:17:56.240]  阿伯拉罕壽高年邁
