
[00:00:00.000 --> 00:00:04.000]  各位錦繡堂的弟兄姊妹 主內平安
[00:02:45.000 --> 00:02:47.000]  我們看一看整個《五經律法》
[00:02:47.000 --> 00:02:50.000]  裡面對於安息日的條例
[00:02:50.000 --> 00:02:52.000]  是不准做什麼的
[00:02:52.000 --> 00:02:53.000]  我們看看
[00:02:53.000 --> 00:02:56.000]  原來我們就發現有幾處的經文
[00:02:56.000 --> 00:02:59.000]  提到安息日不准做什麼
[00:02:59.000 --> 00:03:04.000]  第一就是《春埃及記》的十六章29到30節
[00:03:04.000 --> 00:03:06.000]  就說原來安息日是不可以收集食物的
[00:03:06.000 --> 00:03:09.000]  特別那些掉下來的馬拿
[00:03:09.000 --> 00:03:13.000]  你就不可以在安息日裡面出去找有沒有馬拿的
[00:03:13.000 --> 00:03:14.000]  這是第一段
[00:03:14.000 --> 00:03:17.000]  第二段《春埃及記》的34章21節
[00:03:17.000 --> 00:03:22.000]  就告訴我們安息日是不可以耕種和收割的
[00:03:22.000 --> 00:03:24.000]  接著35章的第三節
[00:03:24.000 --> 00:03:28.000]  就告訴我們安息日是不可以點火的
[00:03:28.000 --> 00:03:31.000]  又不可以撿柴的
[00:03:31.000 --> 00:03:33.000]  這是文素記跟我們說的
[00:03:33.000 --> 00:03:36.000]  阿摩斯書告訴我們不可以做買賣的
[00:03:36.000 --> 00:03:42.000]  然後耶利米書就告訴我們不可以擔擔子的
[00:03:42.000 --> 00:03:46.000]  當然我就research看遍整本聖經
[00:03:46.000 --> 00:03:48.000]  在安息日裡面不准做什麼
[00:03:48.000 --> 00:03:52.000]  我list(列)下就發現原來在聖經裡面
[00:03:52.000 --> 00:03:55.000]  安息日禁止做的行為就是這些
[00:03:55.000 --> 00:04:01.000]  你就會問究竟那些門徒是不是真的犯了這些條例呢
[00:04:01.000 --> 00:04:03.000]  第一其實我的理解
[00:04:03.000 --> 00:04:09.000]  應該行路就不算是安息日裡面所禁止的一個活動
[00:04:09.000 --> 00:04:12.000]  如果不是每個人都犯了安息日
[00:04:12.000 --> 00:04:16.000]  第二就是撿墨水其實應該怎樣理解呢
[00:04:16.000 --> 00:04:23.000]  原來撿墨水就應該用利未記的19章9-10節去理解
[00:04:23.000 --> 00:04:24.000]  因為這段經文就說
[00:04:24.000 --> 00:04:27.000]  在你們收割那個莊稼的時候
[00:04:27.000 --> 00:04:29.000]  不可割盡田割
[00:04:29.000 --> 00:04:32.000]  也都不可以拾取遺留下來的
[00:04:32.000 --> 00:04:35.000]  又要留給哪些人去撿呢
[00:04:35.000 --> 00:04:38.000]  就是那些叫做窮人寄居者去撿
[00:04:38.000 --> 00:04:41.000]  就是說撿墨水其實是律法要求你
[00:04:41.000 --> 00:04:45.000]  可以給那些叫做寄居的人去做的
[00:04:45.000 --> 00:04:52.000]  所以就應該不可以跟那個安息日所禁止的行為有所抵觸
[00:04:52.000 --> 00:04:54.000]  變成嚴格來說
[00:04:54.000 --> 00:05:00.000]  耶穌在這裡所說的行路和撿墨水
[00:05:00.000 --> 00:05:05.000]  是律法裡面沒有禁止在安息日裡面能夠做的事情
[00:05:05.000 --> 00:05:09.000]  那你就會問為什麼那些法理賽人
[00:05:09.000 --> 00:05:12.000]  真的執著這些所謂的痛腳
[00:05:12.000 --> 00:05:17.000]  去誣告那些叫做門徒去撿墨水呢
[00:05:17.000 --> 00:05:20.000]  有某程度上就是因為法理賽人
[00:05:20.000 --> 00:05:27.000]  在那個律法的要求之上去僭建了一些人為的教導
[00:05:27.000 --> 00:05:30.000]  或者一些叫做人為的傳統
[00:05:30.000 --> 00:05:34.000]  譬如如果你安息日原來不可以禁電梯
[00:05:34.000 --> 00:05:37.000]  安息日不可以走多過一百步
[00:05:37.000 --> 00:05:40.000]  這些叫做僭建了人為的傳統
[00:05:40.000 --> 00:05:43.000]  去到給更多的規條下去
[00:05:43.000 --> 00:05:47.000]  我們發現就在聖經裡面是找不到這些禁止
[00:05:47.000 --> 00:05:50.000]  當然聖經的時代是沒有這疊的
[00:05:50.000 --> 00:05:52.000]  所以我們找不到這些禁止
[00:05:52.000 --> 00:05:55.000]  若然你會想你作為耶穌
[00:05:55.000 --> 00:05:59.000]  要回應法理賽人的禁止
[00:05:59.000 --> 00:06:01.000]  法理賽人的投訴
[00:06:01.000 --> 00:06:06.000]  實際上耶穌應該用摩西五經去回應
[00:06:06.000 --> 00:06:09.000]  他是不是犯法的問題
[00:06:09.000 --> 00:06:13.000]  他應該用五經來詮釋作出回應
[00:06:13.000 --> 00:06:17.000]  但是耶穌卻採用了歷史書的內容
[00:06:17.000 --> 00:06:20.000]  也就是撒姆爾記去作出回應
[00:06:20.000 --> 00:06:22.000]  在猶太人看來權威性
[00:06:22.000 --> 00:06:24.000]  如果我們說權威
[00:06:24.000 --> 00:06:27.000]  一定是五經的權威至高無上
[00:06:27.000 --> 00:06:30.000]  但他竟然不用五經
[00:06:30.000 --> 00:06:31.000]  用歷史書
[00:06:31.000 --> 00:06:33.000]  我們要問一個問題
[00:06:33.000 --> 00:06:35.000]  為什麼耶穌的回應
[00:06:35.000 --> 00:06:38.000]  是用了權威性比較低的書卷
[00:06:38.000 --> 00:06:43.000]  去回應權威比較高的五經的詮釋呢
[00:06:43.000 --> 00:06:45.000]  我們看一看
[00:06:45.000 --> 00:06:47.000]  這就是耶穌的回應
[00:06:47.000 --> 00:06:49.000]  耶穌的解釋是什麼
[00:06:49.000 --> 00:06:51.000]  耶穌的解釋就是這一段
[00:06:51.000 --> 00:06:54.000]  他說耶穌對他們說經上記著
[00:06:54.000 --> 00:06:59.000]  就是大衛跟隨他的人缺乏的飢餓的時候
[00:06:59.000 --> 00:07:01.000]  你們沒有念媽
[00:07:01.000 --> 00:07:04.000]  當時去到亞比亞他作大祭司的時候
[00:07:04.000 --> 00:07:06.000]  怎麼進了神的殿
[00:07:06.000 --> 00:07:08.000]  吃了陳設餅
[00:07:08.000 --> 00:07:11.000]  又給跟隨他的人吃呢
[00:07:11.000 --> 00:07:13.000]  你會看到其實那個字句
[00:07:13.000 --> 00:07:16.000]  耶穌採用了這個字句
[00:07:16.000 --> 00:07:20.000]  是特意和他現在面對的狀況
[00:07:20.000 --> 00:07:22.000]  產生一個類比
[00:07:22.000 --> 00:07:23.000]  類比什麼
[00:07:23.000 --> 00:07:25.000]  耶穌就類比大衛
[00:07:25.000 --> 00:07:30.000]  那幫門徒就是類比跟隨大衛的人
[00:07:30.000 --> 00:07:33.000]  而跟隨大衛的人和大衛
[00:07:33.000 --> 00:07:36.000]  就進了神的殿拿了陳設餅去吃
[00:07:36.000 --> 00:07:39.000]  這個是得到大祭司亞比亞他的批准
[00:07:39.000 --> 00:07:40.000]  同樣地
[00:07:40.000 --> 00:07:44.000]  耶穌帶那幫門徒去到那些蜜田
[00:07:44.000 --> 00:07:47.000]  拿了一些蜜水去吃
[00:07:47.000 --> 00:07:48.000]  你就會發現
[00:07:48.000 --> 00:07:52.000]  他就類比了大衛的行徑
[00:07:52.000 --> 00:07:54.000]  當然在這個引用裡面
[00:07:54.000 --> 00:07:56.000]  就有少少出入
[00:07:56.000 --> 00:07:59.000]  因為撒姆爾記的21章的第一節
[00:07:59.000 --> 00:08:02.000]  原來當時的祭司不是叫亞比亞他
[00:08:02.000 --> 00:08:04.000]  原來當時的祭司是叫阿希米勒
[00:08:04.000 --> 00:08:07.000]  阿希米勒其實是亞比亞他的爸爸
[00:08:07.000 --> 00:08:10.000]  當然還有就是原來撒姆爾記
[00:08:10.000 --> 00:08:12.000]  當時還沒有聖殿
[00:08:12.000 --> 00:08:14.000]  為什麼又說要進入神的殿呢
[00:08:14.000 --> 00:08:16.000]  因為當時是會幕
[00:08:16.000 --> 00:08:18.000]  不過無論如何
[00:08:18.000 --> 00:08:20.000]  耶穌為什麼要引用這裡
[00:08:20.000 --> 00:08:23.000]  耶穌引用這裡就是剛才我所說
[00:08:23.000 --> 00:08:25.000]  耶穌類比大衛
[00:08:25.000 --> 00:08:28.000]  門徒類比大衛
[00:08:28.000 --> 00:08:30.000]  就是跟隨大衛的人
[00:08:30.000 --> 00:08:34.000]  所以耶穌就因而藉著這件事
[00:08:34.000 --> 00:08:37.000]  告訴那幫法利賽人
[00:08:37.000 --> 00:08:40.000]  耶穌就是大衛的後代
[00:08:40.000 --> 00:08:44.000]  大衛也有權去食用陳詞餅
[00:08:44.000 --> 00:08:48.000]  耶穌也有權去主宰聖物
[00:08:48.000 --> 00:08:51.000]  甚至聖日也就是安息日
[00:08:51.000 --> 00:08:53.000]  也有權去主宰
[00:08:53.000 --> 00:08:56.000]  人子是安息日的主
[00:08:56.000 --> 00:09:01.000]  顯出耶穌就是那個利賽亞的身份
[00:09:01.000 --> 00:09:03.000]  所以耶穌引用這段經文
[00:09:03.000 --> 00:09:05.000]  有他這樣的意思
[00:09:05.000 --> 00:09:08.000]  不過我們去到這裡
[00:09:08.000 --> 00:09:11.000]  就完成了今天所說的引言部分
[00:09:11.000 --> 00:09:13.000]  我們進入一個核心的部分
[00:09:13.000 --> 00:09:15.000]  就是第27節
[00:09:15.000 --> 00:09:17.000]  27節這樣說
[00:09:17.000 --> 00:09:22.000]  安息日是為人設立的
[00:09:22.000 --> 00:09:27.000]  人不是為安息日設立的
[00:09:27.000 --> 00:09:30.000]  這句是什麼意思呢
[00:09:30.000 --> 00:09:34.000]  有可能是來自十誡第四誡
[00:09:34.000 --> 00:09:36.000]  安息日的規矩
[00:09:36.000 --> 00:09:37.000]  我們看一看
[00:09:37.000 --> 00:09:39.000]  《新命紀》的五章十四節
[00:09:39.000 --> 00:09:42.000]  但第七日是耶和華
[00:09:42.000 --> 00:09:45.000]  你臣當首的安息日
[00:09:45.000 --> 00:09:48.000]  這一日你和你的兒女瀑被
[00:09:48.000 --> 00:09:50.000]  牛驢伸畜
[00:09:50.000 --> 00:09:53.000]  並載你成女寄居的客女
[00:09:53.000 --> 00:09:56.000]  無論何工都不可做
[00:09:56.000 --> 00:10:02.000]  令到你的瀑被可以和你一樣安息
[00:10:02.000 --> 00:10:05.000]  我用紅色highlight和你一樣安息
[00:10:05.000 --> 00:10:08.000]  就是今天的重點
[00:10:08.000 --> 00:10:11.000]  經文和你一樣
[00:10:11.000 --> 00:10:13.000]  是安息日的重點
[00:10:13.000 --> 00:10:15.000]  另一個重點
[00:10:15.000 --> 00:10:17.000]  就是這段經文提到的工字
[00:10:17.000 --> 00:10:20.000]  無論何工都不可做的工字
[00:10:20.000 --> 00:10:24.000]  兩個重點其實是一個重點
[00:10:24.000 --> 00:10:26.000]  他們互相緊扣在一起
[00:10:26.000 --> 00:10:28.000]  好讓我們明白安息日
[00:10:28.000 --> 00:10:31.000]  對百姓來說是什麼重點
[00:10:31.000 --> 00:10:33.000]  工這個字
[00:10:33.000 --> 00:10:35.000]  其實是指職業
[00:10:35.000 --> 00:10:38.000]  而不是指工作
[00:10:38.000 --> 00:10:40.000]  英文你就會分得到
[00:10:40.000 --> 00:10:42.000]  不是用work
[00:10:42.000 --> 00:10:44.000]  而是用occupation
[00:10:44.000 --> 00:10:48.000]  即不是說你做任何事不准做
[00:10:48.000 --> 00:10:52.000]  而是說你不做你職業要做的事
[00:10:52.000 --> 00:10:54.000]  如果是這樣
[00:10:54.000 --> 00:10:58.000]  安息日不是要求我們停下所有工作
[00:10:58.000 --> 00:11:01.000]  而是要求我們停下事業
[00:11:01.000 --> 00:11:04.000]  你的事業所要求你要做的工作
[00:11:04.000 --> 00:11:06.000]  如果你的事業是教書
[00:11:06.000 --> 00:11:08.000]  安息日就不要教書
[00:11:08.000 --> 00:11:09.000]  就去照顧孩子
[00:11:09.000 --> 00:11:11.000]  如果你的職業是打數
[00:11:11.000 --> 00:11:15.000]  所以安息日打數的職務就交給你老公
[00:11:15.000 --> 00:11:17.000]  類似是這樣
[00:11:17.000 --> 00:11:20.000]  工的概念就是指所做的事業
[00:11:20.000 --> 00:11:27.000]  其實就是包括事業而來的身份和地位
[00:11:27.000 --> 00:11:28.000]  事實上
[00:11:28.000 --> 00:11:31.000]  六天要做工的日子
[00:11:31.000 --> 00:11:33.000]  必然會帶來身份和地位
[00:11:33.000 --> 00:11:35.000]  有一些人是老闆
[00:11:35.000 --> 00:11:37.000]  有一些人是主人
[00:11:37.000 --> 00:11:39.000]  有一些人是埗皮
[00:11:39.000 --> 00:11:41.000]  有一些人是assistant
[00:11:41.000 --> 00:11:43.000]  有一些人是主任
[00:11:43.000 --> 00:11:45.000]  有一些人是經理
[00:11:45.000 --> 00:11:51.000]  身份和地位將人分開和對立
[00:11:51.000 --> 00:11:53.000]  自然在社會的位置裏面
[00:11:53.000 --> 00:11:55.000]  有分高與低
[00:11:55.000 --> 00:11:58.000]  收入的多與寡
[00:11:58.000 --> 00:12:01.000]  這些都是虛空世界裏自然有的事情
[00:12:01.000 --> 00:12:03.000]  是因為這個工的出現
[00:12:03.000 --> 00:12:07.000]  即是說事業的出現而有的東西
[00:12:07.000 --> 00:12:10.000]  但是到了第七天
[00:12:10.000 --> 00:12:12.000]  律法吩咐我們
[00:12:12.000 --> 00:12:15.000]  無論何工都不可做
[00:12:15.000 --> 00:12:21.000]  這個不單止是指不做所有事業要做的事情
[00:12:21.000 --> 00:12:24.000]  更加是指那個工
[00:12:24.000 --> 00:12:26.000]  即是那個occupation的人
[00:12:26.000 --> 00:12:31.000]  要放下自己在六天所擁有的身份
[00:12:31.000 --> 00:12:32.000]  地位
[00:12:32.000 --> 00:12:33.000]  職能
[00:12:33.000 --> 00:12:35.000]  和名譽等等
[00:12:35.000 --> 00:12:39.000]  以至無論你是主人還是埗皮
[00:12:39.000 --> 00:12:45.000]  都回歸一種叫做和理一樣的一種本相
[00:12:45.000 --> 00:12:49.000]  這個就是所謂的安息
[00:12:49.000 --> 00:12:50.000]  在這個安息日
[00:12:50.000 --> 00:12:52.000]  每個人都是和理一樣
[00:12:52.000 --> 00:12:53.000]  沒有地位
[00:12:53.000 --> 00:12:55.000]  沒有身份的分野
[00:12:55.000 --> 00:12:56.000]  沒有階級
[00:12:56.000 --> 00:12:58.000]  沒有對立的局面
[00:12:58.000 --> 00:13:03.000]  是一種我們叫做打回原形的狀態
[00:13:03.000 --> 00:13:07.000]  每一個人都以自己的本相去過活
[00:13:07.000 --> 00:13:12.000]  這樣安息日叫人去明白自己的受造
[00:13:12.000 --> 00:13:15.000]  原來是和其他人一樣
[00:13:15.000 --> 00:13:17.000]  都是有神的形象
[00:13:17.000 --> 00:13:19.000]  都是有恩若子民的身份
[00:13:19.000 --> 00:13:24.000]  以安息的狀態去慶祝一種自由
[00:13:24.000 --> 00:13:27.000]  就是自由於地位身份所建構的愛意
[00:13:27.000 --> 00:13:32.000]  亦都自由於過份追逐金錢和回報那種慾望
[00:13:32.000 --> 00:13:35.000]  令自己停下來
[00:13:35.000 --> 00:13:37.000]  用你的原形
[00:13:37.000 --> 00:13:39.000]  即是打回原形的原形
[00:13:39.000 --> 00:13:45.000]  來和自己的埗皮和理一樣相處
[00:13:45.000 --> 00:13:49.000]  以自己的本相和子女去生活
[00:13:49.000 --> 00:13:54.000]  以自己真實的我來做神的兒女
[00:13:54.000 --> 00:13:58.000]  我自己住
[00:13:58.000 --> 00:13:59.000]  以前
[00:13:59.000 --> 00:14:01.000]  現在搬了出來
[00:14:01.000 --> 00:14:05.000]  以前我就住在建都長洲
[00:14:05.000 --> 00:14:08.000]  我女兒還是小學生的時候
[00:14:08.000 --> 00:14:11.000]  我女兒在長洲讀書
[00:14:11.000 --> 00:14:15.000]  有一段日子我都經常送我女兒上學
[00:14:15.000 --> 00:14:18.000]  牽著她的手送她去小學
[00:14:18.000 --> 00:14:21.000]  然後就走那條山頂道
[00:14:21.000 --> 00:14:26.000]  打橫回去神學院我就上班了
[00:14:26.000 --> 00:14:28.000]  經常走那條山路的時候
[00:14:28.000 --> 00:14:30.000]  我都見到有一個村屋
[00:14:30.000 --> 00:14:32.000]  而那個村屋
[00:14:32.000 --> 00:14:35.000]  我都經常見到有人在晾衣服
[00:14:35.000 --> 00:14:36.000]  我就百卦
[00:14:36.000 --> 00:14:39.000]  經常留意有什麼衣服在晾
[00:14:39.000 --> 00:14:42.000]  原來他就經常晾
[00:14:42.000 --> 00:14:45.000]  都是食環署的清潔工那件衣服
[00:14:45.000 --> 00:14:47.000]  即是藍色那件衣服
[00:14:47.000 --> 00:14:49.000]  我又知道原來這家人
[00:14:49.000 --> 00:14:52.000]  他的兒子也是回這間小學
[00:14:52.000 --> 00:14:53.000]  因為我都見證過
[00:14:53.000 --> 00:14:56.000]  他的爸爸經常都牽著他的兒子上學
[00:14:56.000 --> 00:14:59.000]  就是一種這樣的情況
[00:14:59.000 --> 00:15:01.000]  我都經常看到那件衣服
[00:15:01.000 --> 00:15:03.000]  旁邊看到那個小學的校服
[00:15:03.000 --> 00:15:05.000]  經常都晾在那裡
[00:15:05.000 --> 00:15:08.000]  因為洗衣服一定會晾到
[00:15:08.000 --> 00:15:11.000]  令我感觸良多
[00:15:11.000 --> 00:15:12.000]  我就在想
[00:15:12.000 --> 00:15:13.000]  若然
[00:15:13.000 --> 00:15:15.000]  什麼叫做安息日
[00:15:15.000 --> 00:15:17.000]  安息日就是我脫下這條領帶
[00:15:17.000 --> 00:15:20.000]  即是脫下我的恤衫
[00:15:20.000 --> 00:15:22.000]  穿著背心踢拖
[00:15:22.000 --> 00:15:23.000]  就和我女兒騎單車
[00:15:23.000 --> 00:15:25.000]  我能夠想像
[00:15:25.000 --> 00:15:28.000]  這位食環署的清潔工
[00:15:28.000 --> 00:15:30.000]  他也是脫下他的制服
[00:15:30.000 --> 00:15:31.000]  打回原形
[00:15:31.000 --> 00:15:33.000]  和他的兒子一起騎單車
[00:15:33.000 --> 00:15:35.000]  那種釋放
[00:15:35.000 --> 00:15:37.000]  我不知道大家明不明白
[00:15:37.000 --> 00:15:38.000]  那種釋放就是
[00:15:38.000 --> 00:15:40.000]  我們不需要再用你多少錢收入
[00:15:40.000 --> 00:15:44.000]  什麼身份 什麼地位去看待對方
[00:15:44.000 --> 00:15:46.000]  而是打回原形成為一個
[00:15:46.000 --> 00:15:47.000]  就是那個爸爸
[00:15:47.000 --> 00:15:49.000]  就是有個兒子 有個女兒
[00:15:49.000 --> 00:15:51.000]  一起用平等的地位
[00:15:51.000 --> 00:15:53.000]  去對待每一個
[00:15:53.000 --> 00:15:56.000]  其實是一個很自由
[00:15:56.000 --> 00:15:59.000]  很釋放的一個狀態
[00:15:59.000 --> 00:16:03.000]  上年我就放緊安息年
[00:16:03.000 --> 00:16:04.000]  我的安息年
[00:16:04.000 --> 00:16:05.000]  我們整家
[00:16:05.000 --> 00:16:07.000]  因為我的女兒升中
[00:16:07.000 --> 00:16:09.000]  就搬了來屯門
[00:16:09.000 --> 00:16:12.000]  我的女兒就在我的母校讀書
[00:16:12.000 --> 00:16:16.000]  當我女兒上學
[00:16:16.000 --> 00:16:18.000]  我和我老婆
[00:16:18.000 --> 00:16:20.000]  我在安息年有什麼做呢
[00:16:20.000 --> 00:16:22.000]  主要都是寫書
[00:16:22.000 --> 00:16:24.000]  我的生活就是
[00:16:24.000 --> 00:16:25.000]  上午起床
[00:16:25.000 --> 00:16:26.000]  然後吃早餐
[00:16:26.000 --> 00:16:27.000]  吃完早餐
[00:16:27.000 --> 00:16:29.000]  就開始打開電腦
[00:16:29.000 --> 00:16:32.000]  看閱讀資料就寫書
[00:16:32.000 --> 00:16:34.000]  寫著寫著就和老婆說
[00:16:34.000 --> 00:16:36.000]  是時候下去吃飯了
[00:16:36.000 --> 00:16:37.000]  下去吃飯
[00:16:37.000 --> 00:16:41.000]  吃完飯就去友愛村的街市買點菜
[00:16:41.000 --> 00:16:42.000]  買完菜
[00:16:42.000 --> 00:16:44.000]  其實那個裝束就是
[00:16:44.000 --> 00:16:46.000]  短褲、涼鞋、背心
[00:16:46.000 --> 00:16:48.000]  這樣的裝束
[00:16:48.000 --> 00:16:49.000]  然後回來兩點多
[00:16:49.000 --> 00:16:51.000]  然後就休息一會
[00:16:51.000 --> 00:16:54.000]  然後又打開電腦去寫書
[00:16:54.000 --> 00:16:56.000]  寫到差不多四五點
[00:16:56.000 --> 00:16:58.000]  就說下去跑步
[00:16:58.000 --> 00:17:00.000]  跑完步六點多
[00:17:00.000 --> 00:17:01.000]  女兒都回來了
[00:17:01.000 --> 00:17:03.000]  然後就一起吃飯
[00:17:03.000 --> 00:17:04.000]  如是者日日如是
[00:17:04.000 --> 00:17:07.000]  我覺得生活是非常之享受
[00:17:07.000 --> 00:17:09.000]  因為不需要再教書
[00:17:09.000 --> 00:17:12.000]  不需要再有身份有地位
[00:17:12.000 --> 00:17:13.000]  也不需要有權力
[00:17:13.000 --> 00:17:15.000]  有時有權力是很煩的
[00:17:15.000 --> 00:17:18.000]  也不需要處理很多行政
[00:17:18.000 --> 00:17:20.000]  打回一個原形
[00:17:20.000 --> 00:17:23.000]  其實原來就發現
[00:17:23.000 --> 00:17:25.000]  這個世界沒有了功名籤
[00:17:25.000 --> 00:17:28.000]  很多東西都如常運作
[00:17:28.000 --> 00:17:30.000]  教會如常運作
[00:17:30.000 --> 00:17:32.000]  神學院如常運作
[00:17:32.000 --> 00:17:35.000]  原來整個地球都繼續這樣轉
[00:17:35.000 --> 00:17:36.000]  而多你一個不多
[00:17:36.000 --> 00:17:38.000]  少你一個不少
[00:17:38.000 --> 00:17:39.000]  你就會發現
[00:17:39.000 --> 00:17:42.000]  其實是一種釋放
[00:17:42.000 --> 00:17:46.000]  有一次有個見到的校友
[00:17:46.000 --> 00:17:48.000]  經過友愛村
[00:17:48.000 --> 00:17:50.000]  看著我拿著兩盅菜
[00:17:50.000 --> 00:17:51.000]  穿著背心踢拖的樣子
[00:17:51.000 --> 00:17:53.000]  他如獲至寶
[00:17:53.000 --> 00:17:56.000]  就看到原來是高sir
[00:17:56.000 --> 00:17:58.000]  一起selfie拍照
[00:17:58.000 --> 00:18:00.000]  我沒見過高sir是這樣
[00:18:00.000 --> 00:18:03.000]  然後我就跟他說
[00:18:03.000 --> 00:18:05.000]  這就是我真實的我
[00:18:05.000 --> 00:18:07.000]  其實我就很開心
[00:18:07.000 --> 00:18:09.000]  經常穿著涼鞋逛街
[00:18:09.000 --> 00:18:13.000]  不過這種自由
[00:18:13.000 --> 00:18:15.000]  這種安息
[00:18:15.000 --> 00:18:18.000]  其實就是給我們一種操練
[00:18:18.000 --> 00:18:21.000]  明白我們不是上帝
[00:18:21.000 --> 00:18:24.000]  明白我們只不過是一個人的限制
[00:18:24.000 --> 00:18:27.000]  原來上帝都可以沒有了你
[00:18:27.000 --> 00:18:29.000]  世界都可以如常運作
[00:18:29.000 --> 00:18:32.000]  上帝的明知道會被尊崇
[00:18:32.000 --> 00:18:34.000]  你們要休息
[00:18:34.000 --> 00:18:36.000]  要知道誰是上帝
[00:18:36.000 --> 00:18:38.000]  原來我們不是上帝
[00:18:38.000 --> 00:18:40.000]  安息日的設立
[00:18:40.000 --> 00:18:43.000]  就是為了要讓我們每一個明白
[00:18:43.000 --> 00:18:45.000]  我們真實最core
[00:18:45.000 --> 00:18:49.000]  最赤裸的身份到底是什麼
[00:18:49.000 --> 00:18:51.000]  以致我們不是巴巴閉閉
[00:18:51.000 --> 00:18:53.000]  不可一世跟人比較
[00:18:53.000 --> 00:18:55.000]  用那些多少錢收入
[00:18:55.000 --> 00:18:57.000]  用那些在哪裏上班
[00:18:57.000 --> 00:18:59.000]  來定義一個人的價值
[00:18:59.000 --> 00:19:03.000]  安息日提醒我們和你一樣
[00:19:03.000 --> 00:19:05.000]  你的瀑皮 你的兒女
[00:19:05.000 --> 00:19:08.000]  你自己都是一模一樣
[00:19:08.000 --> 00:19:11.000]  原來安息日的設立
[00:19:11.000 --> 00:19:13.000]  是為人所設立
[00:19:13.000 --> 00:19:16.000]  人不是為安息日設立
[00:19:16.000 --> 00:19:17.000]  耶穌的意思
[00:19:17.000 --> 00:19:21.000]  就是叫我們離開那種不斷追逐的假我
[00:19:21.000 --> 00:19:25.000]  叫我們找到神所創造的真我
