
[00:00:00.000 --> 00:00:03.200]  (陳志全) 撥咗人學了陳酒又想學新的
[00:03:55.600 --> 00:03:58.600]  起碼啲彈性冇咗
[00:03:58.600 --> 00:04:01.600]  等於我哋老人家跌落地下
[00:04:01.600 --> 00:04:03.600]  都要好小心
[00:04:03.600 --> 00:04:04.600]  起唔到返身
[00:04:04.600 --> 00:04:05.600]  細路仔唔緊要
[00:04:05.600 --> 00:04:09.600]  佢自己好似會還原返咁
[00:04:09.600 --> 00:04:10.600]  換句話講
[00:04:10.600 --> 00:04:12.600]  喺耶穌呢度講緊
[00:04:12.600 --> 00:04:14.600]  物理嘅狀態
[00:04:14.600 --> 00:04:17.600]  就係講一個新同埋舊
[00:04:17.600 --> 00:04:18.600]  即係新走
[00:04:18.600 --> 00:04:20.600]  面對舊嘅皮袋
[00:04:20.600 --> 00:04:22.600]  而舊嘅皮袋佢已經冇張力
[00:04:22.600 --> 00:04:25.600]  而新走仍然係好勇猛
[00:04:25.600 --> 00:04:26.600]  好有火氣
[00:04:26.600 --> 00:04:27.600]  結果係點呢
[00:04:27.600 --> 00:04:30.600]  結果出現咗撕裂
[00:04:30.600 --> 00:04:32.600]  用走嘅解釋
[00:04:32.600 --> 00:04:34.600]  可能我哋唔係好
[00:04:34.600 --> 00:04:38.600]  能夠關聯到
[00:04:38.600 --> 00:04:40.600]  我嘅長輩
[00:04:40.600 --> 00:04:42.600]  細個時候我哋著嗰啲衫
[00:04:42.600 --> 00:04:45.600]  唔會輕易穿咗個窿
[00:04:45.600 --> 00:04:47.600]  或者係甩咗少少線
[00:04:47.600 --> 00:04:48.600]  就扔㗎嘛
[00:04:48.600 --> 00:04:51.600]  通常屋企人係會搵塊布
[00:04:51.600 --> 00:04:53.600]  就可以連返佢
[00:04:53.600 --> 00:04:56.600]  我哋細個時候去買褲
[00:04:56.600 --> 00:04:57.600]  好好笑
[00:04:57.600 --> 00:04:59.600]  一定會問個小販
[00:04:59.600 --> 00:05:01.600]  呢條褲係縮咗水未
[00:05:01.600 --> 00:05:03.600]  而家唔知點解啲褲買返嚟
[00:05:03.600 --> 00:05:05.600]  永遠都係咁長咁短
[00:05:05.600 --> 00:05:07.600]  已經進步咗
[00:05:07.600 --> 00:05:09.600]  所以以前呢
[00:05:09.600 --> 00:05:10.600]  我哋要搞清楚
[00:05:10.600 --> 00:05:12.600]  嗰個物料
[00:05:12.600 --> 00:05:16.600]  通常呢啲父母買嗰啲褲呢
[00:05:16.600 --> 00:05:18.600]  起碼我著嗰啲第一水
[00:05:18.600 --> 00:05:20.600]  都係奶屎咁好長
[00:05:20.600 --> 00:05:22.600]  因為啲長者會同我講話佢會縮水
[00:05:22.600 --> 00:05:24.600]  洗多幾次就縮㗎啦
[00:05:24.600 --> 00:05:26.600]  咁你可以想像呢
[00:05:26.600 --> 00:05:28.600]  如果係一條舊褲
[00:05:28.600 --> 00:05:30.600]  即係一塊新布落去補個窿呢
[00:05:30.600 --> 00:05:33.600]  而嗰塊新布係未縮水嘅話呢
[00:05:33.600 --> 00:05:35.600]  一定係會出現咩局面呢
[00:05:35.600 --> 00:05:39.600]  就係原來你縫補嗰個位出現撕裂
[00:05:39.600 --> 00:05:43.600]  呢個就係一個新舊張力嘅過程
[00:05:43.600 --> 00:05:46.600]  耶穌去到路加福音
[00:05:46.600 --> 00:05:47.600]  其實馬太福音都有嘅
[00:05:47.600 --> 00:05:49.600]  去到路加福音呢度第五章呢
[00:05:49.600 --> 00:05:51.600]  呢度呢
[00:05:51.600 --> 00:05:53.600]  佢失機無神講呢兩個比喻呢
[00:05:53.600 --> 00:05:56.600]  事實上又係建基咗
[00:05:56.600 --> 00:05:59.600]  喺第五章有幾件事發生嘅
[00:05:59.600 --> 00:06:01.600]  如果呢
[00:06:01.600 --> 00:06:03.600]  大家翻查嘅時候呢
[00:06:03.600 --> 00:06:06.600]  點解耶穌會無端端講呢兩個比喻呢
[00:06:06.600 --> 00:06:08.600]  就係因為耶穌做咗一啲
[00:06:08.600 --> 00:06:11.600]  當代法利賽人係文士
[00:06:11.600 --> 00:06:13.600]  佢哋覺得
[00:06:13.600 --> 00:06:15.600]  我接受唔到囉
[00:06:15.600 --> 00:06:18.600]  又或者係覺得耶穌所做嘅嘢
[00:06:18.600 --> 00:06:20.600]  我估你唔到囉咁樣
[00:06:20.600 --> 00:06:23.600]  耶穌去醫麻風嘅人
[00:06:23.600 --> 00:06:27.600]  跟住耶穌呢叫一個癱子起身
[00:06:27.600 --> 00:06:29.600]  咁呢個嘅法利賽人呢
[00:06:29.600 --> 00:06:31.600]  就覺得
[00:06:31.600 --> 00:06:33.600]  你係乜水
[00:06:33.600 --> 00:06:35.600]  總之佢哋以前呢
[00:06:35.600 --> 00:06:37.600]  都係咁樣去形容
[00:06:37.600 --> 00:06:40.600]  喺我哋中間
[00:06:40.600 --> 00:06:42.600]  或者呢個小鎮小城裏面
[00:06:42.600 --> 00:06:43.600]  點會出到一個咁嘅人呢
[00:06:43.600 --> 00:06:45.600]  所以其實睇唔起耶穌
[00:06:45.600 --> 00:06:48.600]  亦都唔覺得耶穌呢
[00:06:48.600 --> 00:06:50.600]  佢有資格做呢樣嘢嘅
[00:06:50.600 --> 00:06:53.600]  所以呢當耶穌去醫
[00:06:53.600 --> 00:06:56.600]  去趕去召
[00:06:56.600 --> 00:06:59.600]  因為耶穌喺第五章一開始嘅時候呢
[00:06:59.600 --> 00:07:01.600]  就召西門彼得
[00:07:01.600 --> 00:07:03.600]  而且都算行咗個神蹟
[00:07:03.600 --> 00:07:05.600]  叫佢喺邊度落網就好多魚
[00:07:05.600 --> 00:07:08.600]  所以呢西門彼得就跟咗佢
[00:07:08.600 --> 00:07:10.600]  咁所以耶穌佢當其時
[00:07:10.600 --> 00:07:12.600]  做緊嘅嘢呢係顛覆嘅
[00:07:12.600 --> 00:07:14.600]  而且呢係對呢
[00:07:14.600 --> 00:07:16.600]  嗰個嘅社會呢嘅群體
[00:07:16.600 --> 00:07:18.600]  構成咗壓力嘅
[00:07:18.600 --> 00:07:20.600]  即係一個已經係
[00:07:20.600 --> 00:07:23.600]  即係老祖宗
[00:07:23.600 --> 00:07:25.600]  我哋以前係咁樣做㗎啦
[00:07:25.600 --> 00:07:27.600]  我哋即係係
[00:07:27.600 --> 00:07:30.600]  從摩西到現在嘅律法都係咁樣㗎啦
[00:07:30.600 --> 00:07:32.600]  你搞乜鬼呀係咪
[00:07:32.600 --> 00:07:35.600]  我哋係有規有矩嘅咁樣
[00:07:35.600 --> 00:07:37.600]  我諗呢
[00:07:37.600 --> 00:07:40.600]  今日大家咁樣坐已經無規無矩
[00:07:40.600 --> 00:07:42.600]  同唔同意呀
[00:07:42.600 --> 00:07:45.600]  咁但係呢我哋啲同工友好好喎
[00:07:45.600 --> 00:07:48.600]  佢話只要上帝臨在嘅地方就係佢聖殿
[00:07:48.600 --> 00:07:50.600]  咁大家坐唔到舒唔舒服呀
[00:07:50.600 --> 00:07:52.600]  又舒服㗎喎
[00:07:52.600 --> 00:07:55.600]  其實呢嗰個張力係出現喺邊度呢
[00:07:55.600 --> 00:07:57.600]  就係可能我哋有太多嘅
[00:07:57.600 --> 00:07:59.600]  接受唔到囉
[00:07:59.600 --> 00:08:02.600]  又或者有太多嘅good old day嘅包袱囉
[00:08:02.600 --> 00:08:04.600]  又或者有太多嘅童年陰影囉
[00:08:04.600 --> 00:08:06.600]  嘅傷害囉
[00:08:06.600 --> 00:08:08.600]  即係話唔work嘅
[00:08:08.600 --> 00:08:10.600]  點解唔work
[00:08:10.600 --> 00:08:12.600]  邊個邊個舊時提過啦
[00:08:12.600 --> 00:08:14.600]  咁樣係邊呀消失咗啦
[00:08:14.600 --> 00:08:17.600]  佢頂唔順走咗啦死咗啦咁樣
[00:08:17.600 --> 00:08:21.600]  於是呢可能我哋啲未死嘅人再重提話做咗一樣嘢
[00:08:21.600 --> 00:08:24.600]  一定會有一啲更多未死嘅人呢就話
[00:08:24.600 --> 00:08:26.600]  其實唔係咁㗎喎
[00:08:26.600 --> 00:08:28.600]  你就會發現呢
[00:08:28.600 --> 00:08:31.600]  只要你想做一樣新嘢呢
[00:08:31.600 --> 00:08:33.600]  你就會呢面對一個張力
[00:08:33.600 --> 00:08:35.600]  但我想講呢個張力呢
[00:08:35.600 --> 00:08:37.600]  喺耶穌嘅形容就係常態
[00:08:37.600 --> 00:08:40.600]  咁當然耶穌嘅張力呢張到去邊度呢
[00:08:40.600 --> 00:08:42.600]  張到去十字架囉
[00:08:42.600 --> 00:08:44.600]  係咪呀 釘咗十字架上面啦
[00:08:44.600 --> 00:08:47.600]  咁耶穌呢好有使命地呢
[00:08:47.600 --> 00:08:49.600]  就係我來係乜嘢呢
[00:08:49.600 --> 00:08:52.600]  我來係要輕波作浪嘅
[00:08:52.600 --> 00:08:54.600]  佢又要顛覆嘅
[00:08:54.600 --> 00:08:56.600]  咁我嚟係乜嘢呢
[00:08:56.600 --> 00:09:01.600]  我嚟預咗呢係要為呢個嘅世界帶嚟救贖嘅
[00:09:01.600 --> 00:09:04.600]  如果喺一個舊有嘅秩序裏面點樣可以救贖呢
[00:09:04.600 --> 00:09:08.600]  咁所以呢當耶穌繼續到做多件事呢
[00:09:08.600 --> 00:09:11.600]  伯利賽亞人大文士就即係
[00:09:11.600 --> 00:09:16.600]  即係去到一個呢即係爆煲呀
[00:09:16.600 --> 00:09:19.600]  就要去講啦講乜嘢呢
[00:09:19.600 --> 00:09:22.600]  因為耶穌呢竟然呢唔係淨係醫
[00:09:22.600 --> 00:09:26.600]  唔係淨係去叫坦嘅起身
[00:09:26.600 --> 00:09:31.600]  佢竟然係同埋嗰啲罪人坐埋一齊打邊爐呀
[00:09:31.600 --> 00:09:33.600]  即係佢去咗阿利美屋企呀
[00:09:33.600 --> 00:09:35.600]  咁好過癮㗎嘛
[00:09:35.600 --> 00:09:39.600]  即係我諗我都會㗎如果有一日話去你屋企咁呀
[00:09:39.600 --> 00:09:40.600]  即係希望你都招呼我呀
[00:09:40.600 --> 00:09:42.600]  但係我要帶埋我屋企人嚟呀
[00:09:42.600 --> 00:09:45.600]  咁你又會叫埋你啲朋友嚟㗎啦
[00:09:45.600 --> 00:09:48.600]  咁你叫嗰啲你係罪人你叫嗰啲都係罪人嚟㗎啦係咪呀
[00:09:48.600 --> 00:09:51.600]  咁我係好人咁我都會同你坐埋一齊㗎呀
[00:09:51.600 --> 00:09:55.600]  即係你不能避免就係呢個唔可以係個私鬥嘅罪會囉
[00:09:55.600 --> 00:09:57.600]  咁結果呢就揚開曬
[00:09:57.600 --> 00:10:00.600]  咁搵到把柄啦
[00:10:00.600 --> 00:10:01.600]  因為點解呢
[00:10:01.600 --> 00:10:04.600]  喺即係律法嘅裏面呢
[00:10:04.600 --> 00:10:06.600]  我哋即係你知道呢
[00:10:06.600 --> 00:10:08.600]  佢哋呢如果呢
[00:10:08.600 --> 00:10:11.600]  即係撒瑪利亞嘅故事大家都好精彩啦
[00:10:11.600 --> 00:10:12.600]  唔係喎救與唔救呀
[00:10:12.600 --> 00:10:15.600]  救咗呢整污糟自己呀
[00:10:15.600 --> 00:10:18.600]  咁當年嘅祭司呢救完之後呢
[00:10:18.600 --> 00:10:23.600]  就要去主領嗰個聖餐為崇拜㗎嘛
[00:10:23.600 --> 00:10:24.600]  咁佢污糟㗎嘛
[00:10:24.600 --> 00:10:26.600]  咁咪救嘅律法係點樣呢
[00:10:26.600 --> 00:10:28.600]  要去清潔一個星期
[00:10:28.600 --> 00:10:33.600]  先至可以呢做祭司去主領嗰個嘅
[00:10:33.600 --> 00:10:34.600]  即係罪會
[00:10:34.600 --> 00:10:36.600]  如果用今日嘅術語呢
[00:10:36.600 --> 00:10:37.600]  即係牧師唔係唔救呀
[00:10:37.600 --> 00:10:40.600]  不過救完我等陣又點樣領聖餐呢
[00:10:40.600 --> 00:10:42.600]  咁所以呢嗰個呢
[00:10:42.600 --> 00:10:46.600]  民事見到又遠遠地行開啦
[00:10:46.600 --> 00:10:50.600]  但係嗰個即係撒瑪利亞人呢係冇咁多包袱㗎喎
[00:10:50.600 --> 00:10:52.600]  佢冇咁多包袱㗎喎
[00:10:52.600 --> 00:10:54.600]  嗰個死緊頭就要救囉
[00:10:54.600 --> 00:10:55.600]  講完啦
[00:10:55.600 --> 00:10:56.600]  即係成個孟子咁嘅
[00:10:56.600 --> 00:10:58.600]  佢冇任何論述嘅
[00:10:58.600 --> 00:10:59.600]  孟子點講呢
[00:10:59.600 --> 00:11:01.600]  見到有個窿有人跌咗落去就救㗎
[00:11:01.600 --> 00:11:03.600]  冇我哋咁多大道理嘅
[00:11:03.600 --> 00:11:05.600]  咁何況呢
[00:11:05.600 --> 00:11:08.600]  喺經文嘅世界裏面呢就講緊呢就係
[00:11:08.600 --> 00:11:09.600]  話呢個大逆不道呀
[00:11:09.600 --> 00:11:12.600]  耶穌呢同啲罪人走埋一齊呀
[00:11:12.600 --> 00:11:15.600]  咁於是耶穌點講呢
[00:11:15.600 --> 00:11:20.600]  喺剛才嗰個經文嘅前面個背景係乜嘢呢
[00:11:20.600 --> 00:11:22.600]  耶穌呢所以係呢
[00:11:22.600 --> 00:11:25.600]  第31節嗰度呢就講
[00:11:25.600 --> 00:11:28.600]  佢話呢冇病嘅人用不著醫生
[00:11:28.600 --> 00:11:31.600]  有病嘅人先至用得著
[00:11:31.600 --> 00:11:37.600]  我來本不是照義人悔改乃是照罪人悔改
[00:11:37.600 --> 00:11:40.600]  有呢個咁嘅故事嘅背景就明白點解
[00:11:40.600 --> 00:11:42.600]  失憶無神講病係咪呀
[00:11:42.600 --> 00:11:44.600]  因為之前係醫病呀嘛
[00:11:44.600 --> 00:11:48.600]  佢之前係叫坦子起身呀嘛
[00:11:48.600 --> 00:11:54.600]  就係因為嗰啲人唔信佢喺咁樣做嘢之中呢
[00:11:54.600 --> 00:11:56.600]  仲要同嗰啲醫好嘅人
[00:11:56.600 --> 00:11:58.600]  或者照咗利未
[00:11:58.600 --> 00:12:00.600]  利未係咩呢係歲利
[00:12:00.600 --> 00:12:02.600]  歲利呢又係罪人嚟㗎
[00:12:02.600 --> 00:12:05.600]  喺當代裏面呢見到佢前面呢爭佢後面㗎
[00:12:05.600 --> 00:12:07.600]  見到後面爭佢前面
[00:12:07.600 --> 00:12:10.600]  好人爭唔會受歡迎
[00:12:10.600 --> 00:12:12.600]  竟然同啲罪人坐埋一齊
[00:12:12.600 --> 00:12:15.600]  咁所以耶穌喺呢度呢清清楚楚就
[00:12:15.600 --> 00:12:19.600]  將前面嗰啲嘅發生嘅事一氣過講
[00:12:19.600 --> 00:12:20.600]  就講乜嘢呢
[00:12:20.600 --> 00:12:25.600]  佢利係要叫罪人
[00:12:25.600 --> 00:12:27.600]  清而要悔改
[00:12:27.600 --> 00:12:29.600]  唔係為義人嘅
[00:12:29.600 --> 00:12:31.600]  同埋佢好似個醫生咁
[00:12:31.600 --> 00:12:33.600]  病人先需要醫生嘅
[00:12:33.600 --> 00:12:35.600]  所以呢
[00:12:35.600 --> 00:12:37.600]  我諗佢係好熟讀律法
[00:12:37.600 --> 00:12:39.600]  因為佢自細已經辯論
[00:12:39.600 --> 00:12:41.600]  但係佢冇我哋咁複雜
[00:12:41.600 --> 00:12:43.600]  佢搵到一個焦點
[00:12:43.600 --> 00:12:46.600]  即係我哋而家好鍾意講嘅
[00:12:46.600 --> 00:12:49.600]  Fusion咗佛教嘅用語叫初心
[00:12:49.600 --> 00:12:52.600]  即係話你原來最終你想做乜嘢
[00:12:52.600 --> 00:12:54.600]  就由嗰度出發就得㗎啦
[00:12:54.600 --> 00:12:56.600]  原來由嗰度你捉得緊呢
[00:12:56.600 --> 00:12:59.600]  下面中間嘅所有
[00:12:59.600 --> 00:13:02.600]  係去挑戰你點解要咁做呀
[00:13:02.600 --> 00:13:04.600]  以前唔係咁樣呀
[00:13:04.600 --> 00:13:05.600]  老祖宗唔係咁呀
[00:13:05.600 --> 00:13:06.600]  點解要咁做呢
[00:13:06.600 --> 00:13:11.600]  你先至有咁嘅能量去經過
[00:13:11.600 --> 00:13:12.600]  如果唔係呢
[00:13:12.600 --> 00:13:14.600]  你會遇到好多張力
[00:13:14.600 --> 00:13:16.600]  張力最終係點樣呢
[00:13:16.600 --> 00:13:18.600]  張力好似我條褲咁
[00:13:18.600 --> 00:13:22.600]  二次縫補又有窿
[00:13:22.600 --> 00:13:24.600]  教會嘅失效好多時
[00:13:24.600 --> 00:13:26.600]  就係不斷補窿
[00:13:26.600 --> 00:13:30.600]  不斷係度蹉跎好多嘅困難
[00:13:30.600 --> 00:13:34.600]  又或者好似酒袋同埋遇到酒嘅物理關係咁
[00:13:34.600 --> 00:13:35.600]  不斷撕裂
[00:13:35.600 --> 00:13:39.600]  不斷撕裂又點樣可以成長呢
[00:13:39.600 --> 00:13:40.600]  所以呢
[00:13:40.600 --> 00:13:42.600]  耶穌係呢度呢
[00:13:42.600 --> 00:13:44.600]  我想講呢
[00:13:44.600 --> 00:13:46.600]  耶穌唔係想講塵的好
[00:13:46.600 --> 00:13:47.600]  又唔係想講呢
[00:13:47.600 --> 00:13:48.600]  身的好
[00:13:48.600 --> 00:13:49.600]  而係想講呢
[00:13:49.600 --> 00:13:53.600]  大家能唔能夠甚至去責備呢
[00:13:53.600 --> 00:13:55.600]  巴黎賽人同埋文士
[00:13:55.600 --> 00:13:56.600]  責備佢哋乜嘢呢
[00:13:56.600 --> 00:13:58.600]  頭腦手舊頑固
[00:13:58.600 --> 00:14:00.600]  難以接受新事物
[00:14:00.600 --> 00:14:02.600]  同埋新思想
[00:14:02.600 --> 00:14:04.600]  但係呢
[00:14:04.600 --> 00:14:05.600]  我又想講
[00:14:05.600 --> 00:14:08.600]  我而家就結合埋呢
[00:14:08.600 --> 00:14:10.600]  做咗幾十年人呀
[00:14:10.600 --> 00:14:12.600]  喺工作裏面嘅感受呀
[00:14:12.600 --> 00:14:13.600]  你問我呢
[00:14:13.600 --> 00:14:15.600]  其實我係真係唔覺呢
[00:14:15.600 --> 00:14:17.600]  有咩叫新咩叫舊
[00:14:17.600 --> 00:14:20.600]  我真係用咗藥乾時候
[00:14:20.600 --> 00:14:22.600]  做咗一啲舊嘅
[00:14:22.600 --> 00:14:24.600]  又係咪等於變成新呢
[00:14:24.600 --> 00:14:26.600]  新嘅係咪等於仍然舊呢
[00:14:26.600 --> 00:14:27.600]  其實呢
[00:14:27.600 --> 00:14:29.600]  新同埋舊呢
[00:14:29.600 --> 00:14:30.600]  不值一提
[00:14:30.600 --> 00:14:31.600]  之中呢
[00:14:31.600 --> 00:14:33.600]  根本就冇新嘢
[00:14:33.600 --> 00:14:34.600]  點解呢
[00:14:34.600 --> 00:14:35.600]  大家記唔記得呢
[00:14:35.600 --> 00:14:37.600]  聖經裏面點講呀
[00:14:37.600 --> 00:14:39.600]  自從做天地以來
[00:14:39.600 --> 00:14:41.600]  神嘅永能同埋神聖
[00:14:41.600 --> 00:14:43.600]  已經係明明可知呀
[00:14:43.600 --> 00:14:44.600]  即係話所有嘅嘢
[00:14:44.600 --> 00:14:46.600]  喺天地嘅世界裏面呢
[00:14:46.600 --> 00:14:48.600]  根本已經存在晒㗎啦
[00:14:48.600 --> 00:14:49.600]  咁唔係喎好新喎
[00:14:49.600 --> 00:14:50.600]  好新唔好意思
[00:14:50.600 --> 00:14:53.600]  因為你未見過大石屙鳥咋
[00:14:53.600 --> 00:14:55.600]  咁所以呢
[00:14:55.600 --> 00:14:57.600]  其實即係話
[00:14:57.600 --> 00:14:58.600]  你一係
[00:14:58.600 --> 00:15:00.600]  你就唔肯去見大石屙鳥
[00:15:00.600 --> 00:15:01.600]  即係你唔夠謙虛
[00:15:01.600 --> 00:15:03.600]  一係你就唔肯去旅行
[00:15:03.600 --> 00:15:05.600]  一係你就唔肯睇新聞
[00:15:05.600 --> 00:15:07.600]  你知唔知呢個世界上面
[00:15:07.600 --> 00:15:09.600]  除咗白天鵝之外
[00:15:09.600 --> 00:15:10.600]  係有黑天鵝嘅呢
[00:15:10.600 --> 00:15:12.600]  咁所以先有一句說話叫
[00:15:12.600 --> 00:15:13.600]  黑天鵝效應呀嘛
[00:15:13.600 --> 00:15:15.600]  啱啱有朋友去完澳洲
[00:15:15.600 --> 00:15:17.600]  唔知有冇見到黑天鵝
[00:15:17.600 --> 00:15:18.600]  原來根本
[00:15:18.600 --> 00:15:21.600]  喺世界嘅平衡嘅角度裏面呢
[00:15:21.600 --> 00:15:23.600]  根本好多嘢存在嘅
[00:15:23.600 --> 00:15:24.600]  但係你話唔得呢
[00:15:24.600 --> 00:15:25.600]  因為你唔識咋嘛
[00:15:25.600 --> 00:15:27.600]  同埋因為你唔知咋嘛
[00:15:27.600 --> 00:15:28.600]  咁點呀
[00:15:28.600 --> 00:15:30.600]  我哋應該係謙虛啲
[00:15:30.600 --> 00:15:32.600]  亦都唔好去label
[00:15:32.600 --> 00:15:33.600]  別人係新
[00:15:33.600 --> 00:15:34.600]  因為係舊
[00:15:34.600 --> 00:15:35.600]  第二樣嘢呢
[00:15:35.600 --> 00:15:37.600]  記唔記得呢
[00:15:37.600 --> 00:15:38.600]  喺舊約裏面講咩呀
[00:15:38.600 --> 00:15:41.600]  日光之下無新事
[00:15:41.600 --> 00:15:45.600]  根本上帝創造嗰個世界呢
[00:15:45.600 --> 00:15:47.600]  所有嘅條件已經存在哂㗎啦
[00:15:47.600 --> 00:15:50.600]  而家今日我哋所講嘅創新同埋創意呢
[00:15:50.600 --> 00:15:51.600]  基本上呢
[00:15:51.600 --> 00:15:53.600]  就係少林足球咁嘅啫
[00:15:53.600 --> 00:15:57.600]  根本就係功夫已經存在咗幾千年㗎
[00:15:57.600 --> 00:16:00.600]  足球呢都係我哋中國人嘅偉大發明呀
[00:16:00.600 --> 00:16:02.600]  要去到嗰個古人呢周星馳呀
