
[00:00:00.000 --> 00:00:05.000]  摩西目放他岳父米顛濟斯·葉特羅的羊群
[00:08:17.000 --> 00:08:20.000]  所以我們人生裡面有很多不料
[00:08:20.000 --> 00:08:23.000]  有很多東西是我們很想料到的
[00:08:23.000 --> 00:08:26.000]  不過有些時候不是我們料到的
[00:08:26.000 --> 00:08:29.000]  我記得有一次帶我女兒去看醫生
[00:08:29.000 --> 00:08:32.000]  我女兒說「爸爸,我要去看醫生」
[00:08:32.000 --> 00:08:34.000]  我照出來
[00:08:34.000 --> 00:08:37.000]  她說「馬上要回醫院」
[00:08:37.000 --> 00:08:38.000]  我說「為什麼?」
[00:08:38.000 --> 00:08:43.000]  她說「照到她的腳上有一個很大的黑影」
[00:08:43.000 --> 00:08:45.000]  她馬上去
[00:08:45.000 --> 00:08:48.000]  醫生一看,她說「不行了」
[00:08:48.000 --> 00:08:51.000]  「馬上要去癌症科的專科」
[00:08:51.000 --> 00:08:56.000]  所以這個我們叫人生的不料
[00:08:56.000 --> 00:08:58.000]  十四歲的小女孩
[00:08:58.000 --> 00:09:01.000]  她拿過兩次總統獎
[00:09:01.000 --> 00:09:06.000]  是游泳團隊一路比賽上去
[00:09:06.000 --> 00:09:09.000]  她的夢想是去北京奧運會
[00:09:09.000 --> 00:09:11.000]  代表美國隊
[00:09:11.000 --> 00:09:13.000]  她真的會有機會的
[00:09:13.000 --> 00:09:16.000]  我覺得她最漂亮的是疊色游
[00:09:16.000 --> 00:09:22.000]  但不料她的腳的位置有一個很大的腫瘤
[00:09:22.000 --> 00:09:26.000]  所以這個就叫人生的不料
[00:09:26.000 --> 00:09:29.000]  我再說,在我們人生裡面有很多不料
[00:09:29.000 --> 00:09:32.000]  摩西她學盡這一切
[00:09:32.000 --> 00:09:34.000]  她自己的想法就是
[00:09:34.000 --> 00:09:36.000]  我怎樣去救我的百姓
[00:09:36.000 --> 00:09:38.000]  就是一個衝動,不料
[00:09:38.000 --> 00:09:41.000]  四十年在曠野
[00:09:41.000 --> 00:09:43.000]  在她很平凡的情況下
[00:09:43.000 --> 00:09:46.000]  那個不料,神就呼召她
[00:09:46.000 --> 00:09:49.000]  所以當我女兒癌症之後
[00:09:49.000 --> 00:09:53.000]  這個不料都給了我很多的回聲
[00:09:53.000 --> 00:09:55.000]  她離開世界之後
[00:09:55.000 --> 00:09:57.000]  我問神
[00:09:57.000 --> 00:10:02.000]  她是大學最後一年離開世界
[00:10:02.000 --> 00:10:05.000]  這個是沒有人預料到的
[00:10:05.000 --> 00:10:08.000]  連她的醫生在她的殯儀室都哭了
[00:10:08.000 --> 00:10:11.000]  她說不是不想,我真的救不了
[00:10:11.000 --> 00:10:14.000]  這個是很多時候做醫生的那種無奈
[00:10:14.000 --> 00:10:16.000]  救不了
[00:10:16.000 --> 00:10:20.000]  這個不料,我剛剛今早跟朋友聊天的時候
[00:10:20.000 --> 00:10:26.000]  這個不料,在神的裡面是早預料了的
[00:10:26.000 --> 00:10:28.000]  為什麼呢?
[00:10:28.000 --> 00:10:30.000]  一段時間之後,我回想
[00:10:30.000 --> 00:10:32.000]  我怎樣信主呢?
[00:10:32.000 --> 00:10:35.000]  我是十二歲的時候信主的
[00:10:35.000 --> 00:10:37.000]  為什麼信主呢?
[00:10:37.000 --> 00:10:39.000]  因為當時心裡太悶了
[00:10:39.000 --> 00:10:41.000]  發很大脾氣
[00:10:41.000 --> 00:10:43.000]  我媽就求我哥
[00:10:43.000 --> 00:10:46.000]  你帶她回教會吧
[00:10:46.000 --> 00:10:48.000]  讓她去夏令會吧
[00:10:48.000 --> 00:10:50.000]  不用整天煩著我
[00:10:50.000 --> 00:10:52.000]  我哥就說夏令會?
[00:10:52.000 --> 00:10:54.000]  我不知道什麼叫夏令會
[00:10:54.000 --> 00:10:56.000]  我以為是拿著籃球去的
[00:10:56.000 --> 00:10:58.000]  誰不知日夜坐
[00:10:58.000 --> 00:11:00.000]  早午晚三餐
[00:11:00.000 --> 00:11:02.000]  就在港島那裡
[00:11:02.000 --> 00:11:04.000]  還有嗎?
[00:11:04.000 --> 00:11:06.000]  沒時間去打球的
[00:11:06.000 --> 00:11:08.000]  不是說夏令會嗎?
[00:11:08.000 --> 00:11:10.000]  為什麼沒人去打球呢?
[00:11:10.000 --> 00:11:12.000]  那時候就真的很悶
[00:11:12.000 --> 00:11:14.000]  覺得被我哥騙了
[00:11:14.000 --> 00:11:17.000]  就想著收拾行李離開
[00:11:17.000 --> 00:11:20.000]  在梅窩那裡就去到碼頭
[00:11:20.000 --> 00:11:22.000]  沒有船,打風
[00:11:22.000 --> 00:11:25.000]  死死地氣又拿行李回去
[00:11:25.000 --> 00:11:28.000]  就坐在那裡聽
[00:11:28.000 --> 00:11:30.000]  神就在那晚呼著我
[00:11:30.000 --> 00:11:33.000]  講完我還記得叫胡伯伯
[00:11:33.000 --> 00:11:35.000]  他講了一個見證
[00:11:35.000 --> 00:11:36.000]  很觸動我
[00:11:36.000 --> 00:11:39.000]  其實他的主題叫永生之道
[00:11:39.000 --> 00:11:41.000]  他講了一個見證
[00:11:41.000 --> 00:11:45.000]  是他的女兒在最後一年台大
[00:11:45.000 --> 00:11:47.000]  離開世界
[00:11:47.000 --> 00:11:50.000]  他收拾女兒的遺物的時候
[00:11:50.000 --> 00:11:52.000]  他就拿到一本聖經
[00:11:52.000 --> 00:11:53.000]  他女兒的聖經
[00:11:53.000 --> 00:11:55.000]  他打開頭一頁
[00:11:55.000 --> 00:11:57.000]  他說他爸爸是做生意的
[00:11:57.000 --> 00:11:58.000]  他不聽女兒說
[00:11:58.000 --> 00:11:59.000]  因為太忙做生意
[00:11:59.000 --> 00:12:02.000]  所以上教會這些他覺得太奢侈
[00:12:02.000 --> 00:12:05.000]  他收拾女兒的遺物的時候
[00:12:05.000 --> 00:12:06.000]  他打開那裡
[00:12:06.000 --> 00:12:08.000]  他女兒寫給他
[00:12:08.000 --> 00:12:09.000]  她說爸爸
[00:12:09.000 --> 00:12:12.000]  我希望你看這本聖經
[00:12:12.000 --> 00:12:15.000]  找到我所相信的神
[00:12:15.000 --> 00:12:18.000]  我可以跟你說再見
[00:12:18.000 --> 00:12:19.000]  他說如果不是
[00:12:19.000 --> 00:12:21.000]  爸爸我要跟你說永別
[00:12:21.000 --> 00:12:26.000]  那本聖經當然是拼盡力去讀
[00:12:26.000 --> 00:12:27.000]  真的信了主
[00:12:27.000 --> 00:12:31.000]  信了主之後就到處去傳福音
[00:12:31.000 --> 00:12:32.000]  那個時候的十二歲
[00:12:32.000 --> 00:12:33.000]  我就坐在那裡
[00:12:33.000 --> 00:12:35.000]  聽了這個見證
[00:12:35.000 --> 00:12:37.000]  受感動
[00:12:37.000 --> 00:12:39.000]  脫節
[00:12:39.000 --> 00:12:43.000]  我女兒是最後一年癌症死亡
[00:12:43.000 --> 00:12:46.000]  神說我早就告訴你了
[00:12:46.000 --> 00:12:49.000]  透過你信主的時候
[00:12:49.000 --> 00:12:52.000]  我已經用這個方法告訴你
[00:12:52.000 --> 00:12:54.000]  所以我就覺得
[00:12:54.000 --> 00:12:57.000]  為什麼呢?不了很多問題
[00:12:57.000 --> 00:12:58.000]  所以我還記得
[00:12:58.000 --> 00:13:01.000]  我在影音使團訪問我女兒的時候
[00:13:01.000 --> 00:13:02.000]  她說你會不會覺得
[00:13:02.000 --> 00:13:04.000]  你會問神
[00:13:04.000 --> 00:13:06.000]  為什麼我有癌症
[00:13:06.000 --> 00:13:08.000]  我女兒回答得很好
[00:13:08.000 --> 00:13:11.000]  她說為什麼我要問
[00:13:11.000 --> 00:13:12.000]  來就是來
[00:13:12.000 --> 00:13:14.000]  人生就是這樣
[00:13:14.000 --> 00:13:16.000]  所以這個就叫不了
[00:13:16.000 --> 00:13:18.000]  摩西的不了是什麼呢?
[00:13:18.000 --> 00:13:20.000]  他見到一些東西
[00:13:20.000 --> 00:13:22.000]  他漢見了
[00:13:22.000 --> 00:13:24.000]  他漢見什麼呢?
[00:13:24.000 --> 00:13:27.000]  漢見火燒著的荊棘
[00:13:27.000 --> 00:13:29.000]  火燒著的荊棘本來就沒什麼
[00:13:29.000 --> 00:13:32.000]  但是他一路看一路看
[00:13:32.000 --> 00:13:36.000]  他看到這個警況的裡面
[00:13:36.000 --> 00:13:38.000]  我叫他看得深入了
[00:13:38.000 --> 00:13:40.000]  深入了是什麼呢?
[00:13:40.000 --> 00:13:42.000]  他說你漢見嗎?
[00:13:42.000 --> 00:13:44.000]  神就說你們看吧
[00:13:44.000 --> 00:13:46.000]  他看到什麼呢?
[00:13:46.000 --> 00:13:47.000]  很多時候我們看到的東西
[00:13:47.000 --> 00:13:50.000]  是那個看到事實的表面
[00:13:50.000 --> 00:13:52.000]  看不到裡面
[00:13:52.000 --> 00:13:55.000]  這次他看到這個異象是什麼呢?
[00:13:55.000 --> 00:13:56.000]  好像是表面的
[00:13:56.000 --> 00:13:57.000]  火燒著荊棘
[00:13:57.000 --> 00:13:59.000]  只是一個表面的現象
[00:13:59.000 --> 00:14:01.000]  但是他看深入的時候
[00:14:01.000 --> 00:14:02.000]  他就看到了
[00:14:02.000 --> 00:14:03.000]  他是什麼呢?
[00:14:03.000 --> 00:14:07.000]  燒而無燒難
[00:14:07.000 --> 00:14:10.000]  他再看入去再上的時候
[00:14:10.000 --> 00:14:11.000]  他就上到這個
[00:14:11.000 --> 00:14:15.000]  以色列人好像在水深火熱的試煉中
[00:14:15.000 --> 00:14:17.000]  被煎熬
[00:14:17.000 --> 00:14:19.000]  沒有出路
[00:14:19.000 --> 00:14:21.000]  他可以很平靜地
[00:14:21.000 --> 00:14:23.000]  可以過他一生
[00:14:23.000 --> 00:14:25.000]  帶著羊群
[00:14:25.000 --> 00:14:27.000]  都不吃東西
[00:14:27.000 --> 00:14:29.000]  但是這個異象
[00:14:29.000 --> 00:14:30.000]  被他一路看一看
[00:14:30.000 --> 00:14:32.000]  看得很深入
[00:14:32.000 --> 00:14:34.000]  我想提的是
[00:14:34.000 --> 00:14:38.000]  很多時候我們看到很多現象
[00:14:38.000 --> 00:14:39.000]  而這些現象
[00:14:39.000 --> 00:14:41.000]  我們看不到這個現象的背後
[00:14:41.000 --> 00:14:43.000]  再深入一點
[00:14:43.000 --> 00:14:46.000]  11年前我開始這個試煉
[00:14:46.000 --> 00:14:47.000]  J.Gasper的試煉的時候
[00:14:47.000 --> 00:14:52.000]  我們看到網絡裏面有很多人沉淪
[00:14:52.000 --> 00:14:55.000]  網絡裏面有很多人被騙
[00:14:55.000 --> 00:14:58.000]  網絡裏面有很多人跌倒
[00:14:58.000 --> 00:15:03.000]  當時的教會只是提醒我們
[00:15:03.000 --> 00:15:05.000]  我自己也是當教會的讀者
[00:15:05.000 --> 00:15:06.000]  所以我就覺得
[00:15:06.000 --> 00:15:08.000]  為什麼聽來聽去都是說
[00:15:08.000 --> 00:15:12.000]  當時叫那些小朋友不要沉迷網絡
[00:15:12.000 --> 00:15:14.000]  11年之後的今天
[00:15:14.000 --> 00:15:16.000]  已經沒有人再說這件事
[00:15:16.000 --> 00:15:20.000]  因為已經從你上班一坐下
[00:15:20.000 --> 00:15:22.000]  打開電腦到你下班
[00:15:22.000 --> 00:15:23.000]  這個都已經離不開
[00:15:23.000 --> 00:15:25.000]  小朋友也是
[00:15:25.000 --> 00:15:28.000]  所以已經不是沉不沉迷的問題
[00:15:28.000 --> 00:15:30.000]  我們看到什麼呢
[00:15:30.000 --> 00:15:32.000]  當時我們看到
[00:15:32.000 --> 00:15:36.000]  誰在這個網絡裏面做一些事呢
[00:15:36.000 --> 00:15:42.000]  教會為什麼沒有在網絡的時空裏面做一些事呢
[00:15:42.000 --> 00:15:44.000]  當他看到的時候
[00:15:44.000 --> 00:15:47.000]  他真的了解
[00:15:47.000 --> 00:15:49.000]  我看到網絡裏面也是
[00:15:49.000 --> 00:15:52.000]  為什麼沒有
[00:15:52.000 --> 00:15:55.000]  當時我不覺得有什麼
[00:15:55.000 --> 00:15:57.000]  到現在都是
[00:15:57.000 --> 00:16:00.000]  我們有很多網絡也好
[00:16:00.000 --> 00:16:03.000]  有很多這類事工也好
[00:16:03.000 --> 00:16:06.000]  都是圍在基督教圈子裏面
[00:16:06.000 --> 00:16:12.000]  有多少個網站是有福音性
[00:16:12.000 --> 00:16:14.000]  不覺得
[00:16:14.000 --> 00:16:16.000]  我還記得有一次
[00:16:16.000 --> 00:16:18.000]  有一個姐妹來跟我說
[00:16:18.000 --> 00:16:20.000]  我開始這個事工的時候
[00:16:20.000 --> 00:16:21.000]  她跟我說
[00:16:21.000 --> 00:16:22.000]  我一定要支持你
[00:16:22.000 --> 00:16:24.000]  我說為什麼呢
[00:16:24.000 --> 00:16:27.000]  她說我女兒在網絡被人騙了
[00:16:27.000 --> 00:16:29.000]  這個女兒很厲害
[00:16:29.000 --> 00:16:31.000]  好像你們那麼厲害
[00:16:31.000 --> 00:16:33.000]  她是讀MIT畢業的
[00:16:33.000 --> 00:16:35.000]  我還去過她的宿舍
[00:16:35.000 --> 00:16:39.000]  我太太和我女兒還去過她的宿舍住過一天
[00:16:39.000 --> 00:16:42.000]  MIT很難的
[00:16:42.000 --> 00:16:44.000]  我問她的房間讓我睡
[00:16:44.000 --> 00:16:46.000]  她說我們不睡了
[00:16:46.000 --> 00:16:49.000]  今晚要學一個特別的數學
[00:16:49.000 --> 00:16:52.000]  要一組人去研究一個計算
[00:16:52.000 --> 00:16:54.000]  她說過不了不行
[00:16:54.000 --> 00:16:56.000]  所以是很厲害的一個姐妹
[00:16:56.000 --> 00:16:58.000]  是教會彈琴的
[00:16:58.000 --> 00:17:00.000]  她畢業之後
[00:17:00.000 --> 00:17:02.000]  就被Microsoft請了去
[00:17:02.000 --> 00:17:04.000]  這個真是一天都光顧
[00:17:04.000 --> 00:17:06.000]  又有好的前途
[00:17:06.000 --> 00:17:08.000]  但MIT很難的
[00:17:08.000 --> 00:17:12.000]  所以突然間她媽媽收到一個電話
[00:17:12.000 --> 00:17:14.000]  警察說打給她
[00:17:14.000 --> 00:17:18.000]  接著是Microsoft打給她
[00:17:18.000 --> 00:17:20.000]  說為什麼你女兒
[00:17:20.000 --> 00:17:22.000]  不是,對不起
[00:17:22.000 --> 00:17:24.000]  是Microsoft打給她
[00:17:24.000 --> 00:17:27.000]  說為什麼你女兒不上班一個星期
[00:17:27.000 --> 00:17:29.000]  她說我們找不到她
[00:17:29.000 --> 00:17:31.000]  她就報警
[00:17:31.000 --> 00:17:33.000]  一報警就大概查到
[00:17:33.000 --> 00:17:37.000]  原來她女兒因為太忙
[00:17:37.000 --> 00:17:39.000]  連拍拖的時間都沒有
[00:17:39.000 --> 00:17:41.000]  她就上網
[00:17:41.000 --> 00:17:44.000]  問我心靈空虛
[00:17:44.000 --> 00:17:46.000]  怎麼辦
[00:17:46.000 --> 00:17:49.000]  就找到一些網站
[00:17:49.000 --> 00:17:51.000]  告訴她可以打坐
[00:17:51.000 --> 00:17:54.000]  慢慢就傳下去了
[00:17:54.000 --> 00:17:58.000]  後來這位馮太就跟我說
[00:17:58.000 --> 00:18:01.000]  警察局找到她在哪裡
[00:18:01.000 --> 00:18:03.000]  就找了她
[00:18:03.000 --> 00:18:05.000]  在哪個機場
[00:18:05.000 --> 00:18:07.000]  我都忘記了
[00:18:07.000 --> 00:18:09.000]  在哪個Aventer
[00:18:09.000 --> 00:18:12.000]  她女兒就在機場見她一面
[00:18:12.000 --> 00:18:15.000]  帶著她去的人是甚麼呢
[00:18:15.000 --> 00:18:18.000]  是穿著袍或刮光頭那些
[00:18:18.000 --> 00:18:19.000]  在美國有一段時間
[00:18:19.000 --> 00:18:21.000]  這些人很喜歡坐在街上
[00:18:21.000 --> 00:18:23.000]  又不停打鼓唱詩
[00:18:23.000 --> 00:18:25.000]  他們都會用網絡
[00:18:25.000 --> 00:18:27.000]  去將人帶進來
[00:18:27.000 --> 00:18:31.000]  這位馮太一知道我們做這個工作
[00:18:31.000 --> 00:18:33.000]  她就說她不適合
[00:18:33.000 --> 00:18:35.000]  她說教會是需要
[00:18:35.000 --> 00:18:37.000]  因為教會有很多人
[00:18:37.000 --> 00:18:39.000]  在網絡被騙了
[00:18:39.000 --> 00:18:41.000]  所以她一知道
[00:18:41.000 --> 00:18:43.000]  她甚至多做一個兼職
[00:18:43.000 --> 00:18:45.000]  用兼職的錢來支持我們
[00:18:45.000 --> 00:18:48.000]  所以這麼乖的女兒
[00:18:48.000 --> 00:18:49.000]  就是這樣
[00:18:49.000 --> 00:18:50.000]  這麼厲害的女兒
[00:18:50.000 --> 00:18:51.000]  不要以為我兒子很厲害
[00:18:51.000 --> 00:18:52.000]  我女兒很厲害
[00:18:52.000 --> 00:18:53.000]  不會被騙
[00:18:53.000 --> 00:18:56.000]  在網絡被騙走了
[00:18:56.000 --> 00:18:58.000]  這就是我看到
[00:18:58.000 --> 00:19:00.000]  在網絡背後
[00:19:00.000 --> 00:19:02.000]  那些悲慘的一幕一幕的故事
[00:19:02.000 --> 00:19:06.000]  教會只是看到現象
[00:19:06.000 --> 00:19:09.000]  就好像我們只看到火燒著荊棘一樣
[00:19:09.000 --> 00:19:12.000]  裡面那種人的struggle
[00:19:12.000 --> 00:19:14.000]  我們看不看得到呢
[00:19:14.000 --> 00:19:16.000]  教會可以做些甚麼呢
[00:19:16.000 --> 00:19:18.000]  所以摩西看到這些現象的時候
[00:19:18.000 --> 00:19:20.000]  就好像神給她看到裡面
[00:19:20.000 --> 00:19:21.000]  神給我看到
[00:19:21.000 --> 00:19:24.000]  網絡真的有這個需要
[00:19:24.000 --> 00:19:28.000]  但當時摩西問
[00:19:28.000 --> 00:19:30.000]  你是誰呢
[00:19:30.000 --> 00:19:32.000]  我怎麼介紹你呢
[00:19:32.000 --> 00:19:33.000]  我不認識你
[00:19:33.000 --> 00:19:35.000]  神怎麼跟她說呢
[00:19:35.000 --> 00:19:39.000]  好像文法不對
[00:19:39.000 --> 00:19:41.000]  不過這也是我們耳熟能詳
[00:19:41.000 --> 00:19:43.000]  我就是我
[00:19:43.000 --> 00:19:46.000]  我就是那個自有永有的我
[00:19:46.000 --> 00:19:48.000]  權能在她手上
[00:19:48.000 --> 00:19:52.000]  所以當我看到網絡有這個需要的時候
[00:19:52.000 --> 00:19:54.000]  我跟神說
[00:19:54.000 --> 00:19:56.000]  不是我做的
[00:19:56.000 --> 00:19:59.000]  其實我是玩音樂的
[00:19:59.000 --> 00:20:02.000]  所以大家先聽我說
[00:20:02.000 --> 00:20:04.000]  關正傑都還沒成名
[00:20:04.000 --> 00:20:06.000]  他出場比賽的時候
[00:20:06.000 --> 00:20:08.000]  我是在同一組
