
[00:00:00.000 --> 00:00:03.740]  與弟兄姊妹一起祈禱
[00:02:08.920 --> 00:02:10.760]  保羅就很擔心
[00:02:10.760 --> 00:02:13.920]  所以當保羅去到雅典之後
[00:02:13.920 --> 00:02:19.480]  就打發提摩泰去探望貼撒羅尼加的教會
[00:02:19.480 --> 00:02:21.280]  看他們的信心
[00:02:21.280 --> 00:02:25.360]  是否能夠在苦難裏面仍然堅固
[00:02:25.360 --> 00:02:28.720]  所以這封信就是提摩泰
[00:02:28.720 --> 00:02:30.840]  去完貼撒羅尼加
[00:02:30.840 --> 00:02:32.520]  然後回來
[00:02:32.520 --> 00:02:35.920]  就在雅典和保羅會合
[00:02:35.920 --> 00:02:37.640]  然後一路輾轉
[00:02:37.640 --> 00:02:40.080]  保羅就在哥倫多
[00:02:40.080 --> 00:02:44.360]  寫這封信給貼撒羅尼加的教會
[00:02:44.360 --> 00:02:48.560]  來講述保羅自己的內心
[00:02:48.560 --> 00:02:51.720]  其中是第七、第八、第九節
[00:02:51.720 --> 00:02:55.560]  就將使徒和當時的傳道者
[00:02:55.560 --> 00:03:00.600]  和初信主的弟兄姊妹的關係
[00:03:00.600 --> 00:03:04.840]  就從第一身保羅內心去講述出來
[00:03:04.840 --> 00:03:06.240]  也可以這樣說
[00:03:06.240 --> 00:03:09.520]  就是一個傳道人、牧者
[00:03:09.520 --> 00:03:12.680]  歷世歷代我們作為神的僕人
[00:03:12.680 --> 00:03:16.800]  應該怎樣去看待其他的弟兄姊妹呢?
[00:03:16.800 --> 00:03:18.480]  第七、第八、第九節
[00:03:18.480 --> 00:03:19.760]  我稍為再讀一讀
[00:03:19.760 --> 00:03:21.880]  然後我會再將這張聖經
[00:03:21.880 --> 00:03:26.040]  跟大家一起分享、講解
[00:03:26.040 --> 00:03:28.560]  第六節就說
[00:03:28.560 --> 00:03:31.640]  提摩泰剛從你們那裏回來
[00:03:31.640 --> 00:03:36.960]  將你們信心、愛心的好消息報給我們
[00:03:36.960 --> 00:03:40.280]  又說你們常常紀念我們
[00:03:40.280 --> 00:03:42.800]  切切地想見我們
[00:03:42.800 --> 00:03:45.600]  如同我們想見你們一樣
[00:03:45.600 --> 00:03:48.360]  留意第七到第九節
[00:03:48.360 --> 00:03:50.560]  所以弟兄們
[00:03:50.560 --> 00:03:54.000]  我們在一切的困苦、患難中
[00:03:54.000 --> 00:03:58.000]  因著你們的信心得到鼓勵
[00:03:58.000 --> 00:04:01.880]  如今你們如果靠主站立得穩
[00:04:01.880 --> 00:04:03.880]  我們就得生了
[00:04:03.880 --> 00:04:06.440]  舊的和合本更加好
[00:04:06.440 --> 00:04:09.440]  如果你們能夠靠主站得穩
[00:04:09.440 --> 00:04:11.760]  我們就活了
[00:04:11.760 --> 00:04:13.520]  我們在神面前
[00:04:13.520 --> 00:04:15.960]  因著你們滿有喜樂
[00:04:15.960 --> 00:04:17.680]  為這一切的喜樂
[00:04:17.680 --> 00:04:22.120]  我們能夠用甚麼來感謝神呢?
[00:04:22.120 --> 00:04:25.240]  為了你們去報答神
[00:04:25.240 --> 00:04:29.160]  試圖去有那個活
[00:04:29.160 --> 00:04:33.560]  我們再俗一點的廣東話
[00:04:33.560 --> 00:04:35.240]  「嘩!今次發了」
[00:04:35.240 --> 00:04:37.080]  大家很明白那個意思
[00:04:37.080 --> 00:04:39.560]  就是將那個人的內心
[00:04:39.560 --> 00:04:42.520]  去講述出來那種興奮的意思
[00:04:42.520 --> 00:04:45.160]  這個廣東話的俗語很傳神的
[00:04:45.160 --> 00:04:49.880]  保羅說你們的信心使我們
[00:04:49.880 --> 00:04:51.640]  在患難當中
[00:04:51.640 --> 00:04:54.200]  我們不單得到鼓勵
[00:04:54.200 --> 00:04:59.000]  而且如果你們繼續靠主站得穩
[00:04:59.000 --> 00:05:01.680]  我們就活了
[00:05:01.680 --> 00:05:03.680]  接著保羅說
[00:05:03.680 --> 00:05:05.480]  我們在神的面前
[00:05:05.480 --> 00:05:08.240]  因為你們滿有的喜樂
[00:05:08.240 --> 00:05:09.960]  為這一切的喜樂
[00:05:09.960 --> 00:05:12.680]  我們要怎樣去感謝神呢?
[00:05:12.680 --> 00:05:18.320]  就是說保羅見到這一班新生的弟兄姊妹
[00:05:18.320 --> 00:05:20.840]  有一份的平安
[00:05:20.840 --> 00:05:22.760]  在患難裡面的平安
[00:05:22.760 --> 00:05:24.560]  因為有信心
[00:05:24.560 --> 00:05:27.560]  相信了主耶穌
[00:05:27.560 --> 00:05:29.960]  有平安 有信心
[00:05:29.960 --> 00:05:31.520]  還有喜樂
[00:05:31.520 --> 00:05:33.800]  因為彼此的相愛
[00:05:33.800 --> 00:05:36.760]  所以保羅透過提摩太
[00:05:36.760 --> 00:05:39.160]  知道他們的消息
[00:05:39.160 --> 00:05:43.680]  要經過這樣來傳遞
[00:05:43.680 --> 00:05:46.880]  那個時間都有一段的距離
[00:05:46.880 --> 00:05:48.600]  不可以即時的
[00:05:48.600 --> 00:05:50.680]  現在視像
[00:05:50.680 --> 00:05:51.640]  或者用Zoom
[00:05:51.640 --> 00:05:54.440]  大家彼此對望都看到
[00:05:54.440 --> 00:05:55.200]  不可以WhatsApp
[00:05:55.200 --> 00:05:57.760]  馬上知道對方的想法
[00:05:57.760 --> 00:05:59.760]  是需要一個人提摩太
[00:05:59.760 --> 00:06:01.000]  去帶順
[00:06:01.000 --> 00:06:04.320]  還有去看一下他們的情況
[00:06:04.320 --> 00:06:07.880]  所以保羅在雅典是很焦急
[00:06:07.880 --> 00:06:12.120]  到底弟兄姊妹會不會因為患難而卻步
[00:06:12.120 --> 00:06:15.840]  不再信耶穌呢?
[00:06:15.840 --> 00:06:19.600]  《使徒行傳》的十七章有一些背景
[00:06:19.600 --> 00:06:21.960]  貼薩羅尼加城
[00:06:21.960 --> 00:06:26.200]  其實是一個很重要的羅馬的城
[00:06:26.200 --> 00:06:30.600]  因為當年他們在羅馬帝國的時候
[00:06:30.600 --> 00:06:35.320]  他們壓住來到羅馬的皇帝
[00:06:35.320 --> 00:06:39.040]  安東寧
[00:06:39.040 --> 00:06:43.960]  帶來奧古士都當做皇之後
[00:06:43.960 --> 00:06:49.360]  就給貼薩羅尼加城有一個最惠國的待遇
[00:06:49.360 --> 00:06:51.520]  就是君王的城
[00:06:51.520 --> 00:06:54.600]  所以豁免了賦稅
[00:06:54.600 --> 00:06:57.280]  和那些駐軍
[00:06:57.280 --> 00:07:01.480]  但是當保羅去到貼薩羅尼加傳道的時候
[00:07:01.480 --> 00:07:06.600]  猶太人用一個相當惡毒的指控
[00:07:06.600 --> 00:07:11.640]  就說他們傳的是另外一個王耶穌
[00:07:11.640 --> 00:07:16.520]  不再相信我們羅馬的君王
[00:07:16.520 --> 00:07:21.760]  這個指控對貼薩羅尼加是非同小可的
[00:07:21.760 --> 00:07:23.440]  你可想而知
[00:07:23.440 --> 00:07:26.480]  等於自己去獨立
[00:07:26.480 --> 00:07:29.120]  立國跟隨耶穌
[00:07:29.120 --> 00:07:31.800]  要推翻羅馬
[00:07:31.800 --> 00:07:33.360]  所以那個時候的情勢
[00:07:33.360 --> 00:07:37.520]  保羅迫於無奈要離開貼薩羅尼加
[00:07:37.520 --> 00:07:40.880]  到底現在教會怎樣呢?
[00:07:40.880 --> 00:07:43.000]  保羅就寫了一封信
[00:07:43.000 --> 00:07:49.480]  就透過提摩太去安慰、堅固他們
[00:07:49.480 --> 00:07:51.600]  相信大家明白
[00:07:51.600 --> 00:07:54.680]  對保羅來說
[00:07:54.680 --> 00:07:58.880]  他很明白當時的社會制度
[00:07:58.880 --> 00:08:00.800]  在羅馬的帝國
[00:08:00.800 --> 00:08:04.560]  當時是有一些叫做私恩的制度
[00:08:04.560 --> 00:08:07.400]  或者叫做受益人的制度
[00:08:07.400 --> 00:08:10.440]  就是一些很有錢、很有權的人
[00:08:10.440 --> 00:08:15.360]  他會將一些好處給一些很窮乏的人
[00:08:15.360 --> 00:08:19.560]  希望他們能夠將來在不同的領域
[00:08:19.560 --> 00:08:23.120]  給資助人有回報
[00:08:23.120 --> 00:08:25.560]  所以這些資助人制度
[00:08:25.560 --> 00:08:28.320]  Benefactor這個概念
[00:08:28.320 --> 00:08:31.960]  在羅馬、在保羅的書信
[00:08:31.960 --> 00:08:35.440]  甚至在耶穌基督的教導裏面
[00:08:35.440 --> 00:08:37.040]  都有提及
[00:08:37.040 --> 00:08:41.200]  路加福音的第23章正正就有這樣的說法
[00:08:41.200 --> 00:08:47.120]  外邦人有稱為君王的治理你們
[00:08:47.120 --> 00:08:52.240]  但是在你們中間不可以這樣
[00:08:52.240 --> 00:08:57.080]  那些賜恩給你的人就稱為恩主
[00:08:57.080 --> 00:08:58.760]  Benefactor
[00:08:58.760 --> 00:09:04.160]  主耶穌都引述當時的羅馬帝國有這樣的制度
[00:09:04.160 --> 00:09:08.320]  保羅也深深的明白這種的制度
[00:09:08.320 --> 00:09:12.040]  但是在我們今天要看的第三章
[00:09:12.040 --> 00:09:13.960]  《至女行間》裏面
[00:09:13.960 --> 00:09:16.040]  保羅強調的就是
[00:09:16.040 --> 00:09:20.880]  這個愛心是完全出於一份義務的
[00:09:20.880 --> 00:09:23.400]  大家是平起平坐
[00:09:23.400 --> 00:09:25.800]  不會因為我私恩給你
[00:09:25.800 --> 00:09:27.280]  我給你好處
[00:09:27.280 --> 00:09:29.360]  你就要向我有回報
[00:09:29.360 --> 00:09:32.960]  這個回報還要是一種等壓的
[00:09:32.960 --> 00:09:34.760]  保羅告訴我們
[00:09:34.760 --> 00:09:38.320]  是因為他們對耶穌基督的愛心
[00:09:38.320 --> 00:09:41.640]  而他們要來彼此格外
[00:09:41.640 --> 00:09:46.440]  對眾人都要有這一份增長充足的愛心
[00:09:46.440 --> 00:09:48.200]  這是第11節
[00:09:48.200 --> 00:09:51.640]  一直到第13節所說的
[00:09:51.640 --> 00:09:53.560]  今天在這一段聖經
[00:09:53.560 --> 00:09:55.800]  其實相當簡單
[00:09:55.800 --> 00:09:58.800]  保羅擔心初信的教會
[00:09:58.800 --> 00:10:01.640]  他們的信心現在情況如何
[00:10:01.640 --> 00:10:03.480]  保羅打發提摩太
[00:10:03.480 --> 00:10:05.160]  中心的童工
[00:10:05.160 --> 00:10:09.240]  去探望教會現在的需要
[00:10:09.240 --> 00:10:11.440]  現在的情況如何
[00:10:11.440 --> 00:10:14.320]  當得知教會
[00:10:14.320 --> 00:10:16.800]  他們在患難裏面
[00:10:16.800 --> 00:10:20.000]  仍然守住他們的信仰
[00:10:20.000 --> 00:10:21.880]  仍然沒有動搖
[00:10:21.880 --> 00:10:24.440]  而且彼此之間
[00:10:24.440 --> 00:10:26.000]  弟兄姊妹之間
[00:10:26.000 --> 00:10:30.240]  有一個真誠的相愛、愛心
[00:10:30.240 --> 00:10:35.920]  再加上切切的記掛保羅和童工
[00:10:35.920 --> 00:10:39.920]  他們現在傳道的情況
[00:10:39.920 --> 00:10:45.200]  所以作為使徒保羅這一位宣教士
[00:10:45.200 --> 00:10:48.120]  表面是有一個很特殊的原因
[00:10:48.120 --> 00:10:51.440]  突然之間要離開他們
[00:10:51.440 --> 00:10:54.160]  不夠一個月就要馬上走
[00:10:54.160 --> 00:10:57.280]  這樣就很容易被一些煽動者
[00:10:57.280 --> 00:11:02.880]  來到去有機會作出挑撥、批評
[00:11:02.880 --> 00:11:05.360]  見異思遷的保羅
[00:11:05.360 --> 00:11:07.080]  有困難馬上走了去
[00:11:07.080 --> 00:11:12.080]  不理那些初生的信主的弟兄姊妹
[00:11:12.080 --> 00:11:15.640]  有這樣的嫌疑存在
[00:11:15.640 --> 00:11:18.800]  但是這張聖經
[00:11:18.800 --> 00:11:21.080]  或者這本書的目的
[00:11:21.080 --> 00:11:23.360]  正正就是告訴我們
[00:11:23.360 --> 00:11:24.880]  一個傳道者
[00:11:24.880 --> 00:11:26.680]  內心的深處
[00:11:26.680 --> 00:11:29.240]  記掛的就是群洋
[00:11:29.240 --> 00:11:31.480]  因為耶穌就是這樣
[00:11:31.480 --> 00:11:34.280]  所有跟隨耶穌的傳道者
[00:11:34.280 --> 00:11:36.880]  都應該學孝主耶穌
[00:11:36.880 --> 00:11:38.440]  愛群洋
[00:11:38.440 --> 00:11:43.040]  為群洋寫明的這一位大牧人
[00:11:43.040 --> 00:11:44.520]  耶穌基督
[00:11:44.520 --> 00:11:52.040]  所以保羅不會怕別人怎樣來指控他
[00:11:52.040 --> 00:11:54.720]  是因為特別的原因他要離開
[00:11:54.720 --> 00:11:57.800]  但是他的心靈從來沒有離開過
[00:11:57.800 --> 00:12:03.240]  他自己大信耶穌的弟兄姊妹
[00:12:03.240 --> 00:12:05.600]  早幾天
[00:12:05.600 --> 00:12:10.320]  偶然間上網去找一些資料
[00:12:10.320 --> 00:12:14.080]  有一間在元朗的教會
[00:12:14.080 --> 00:12:15.600]  二十多年前
[00:12:15.600 --> 00:12:20.520]  剛剛我在我的母堂學習做傳道
[00:12:20.520 --> 00:12:24.120]  有一位這間教會的牧者
[00:12:24.120 --> 00:12:26.680]  當時都年紀大了
[00:12:26.680 --> 00:12:30.600]  偶然間出席一個安息聚會
[00:12:30.600 --> 00:12:34.960]  是我的母堂一位資深的牧者的安息聚會
[00:12:34.960 --> 00:12:37.000]  在安息聚會裏面
[00:12:37.000 --> 00:12:40.960]  就見到我母堂創辦的人
[00:12:40.960 --> 00:12:42.680]  二十多年前
[00:12:42.680 --> 00:12:45.960]  這位傳道人
[00:12:45.960 --> 00:12:48.080]  即元朗的這個教會
[00:12:48.080 --> 00:12:49.720]  很小的教會來的
[00:12:49.720 --> 00:12:51.640]  是由他創辦的
[00:12:51.640 --> 00:12:54.360]  就去探望
[00:12:54.360 --> 00:12:58.080]  剛才我提到的我母堂的一位創辦人
[00:12:58.080 --> 00:13:02.480]  原來是廣州聖經學院的學生
[00:13:02.480 --> 00:13:06.160]  這位在元朗的小小的堂會
[00:13:06.160 --> 00:13:09.320]  去探望我們的長者
[00:13:09.320 --> 00:13:12.640]  在探望裏面就聊天
[00:13:12.640 --> 00:13:16.240]  接著我的長者因為知道我在元朗
[00:13:16.240 --> 00:13:20.440]  就叫我去這間小的教會
[00:13:20.440 --> 00:13:23.440]  去帶一些的看物
[00:13:23.440 --> 00:13:24.960]  去探望一下他
[00:13:24.960 --> 00:13:26.560]  聊聊天
[00:13:26.560 --> 00:13:29.160]  這個傾談就帶來
[00:13:29.160 --> 00:13:33.040]  日後我有很多機會每個月
[00:13:33.040 --> 00:13:35.960]  在這個小的堂會來到去
[00:13:35.960 --> 00:13:37.600]  查經班
[00:13:37.600 --> 00:13:40.480]  差不多每個月有兩次還是一次
[00:13:40.480 --> 00:13:41.080]  我忘記了
[00:13:41.080 --> 00:13:42.960]  已經二十多年前的事了
[00:13:42.960 --> 00:13:46.880]  來到去和這個小的教會的年青人
[00:13:46.880 --> 00:13:49.360]  當時是中學生來的
[00:13:49.360 --> 00:13:51.480]  有些是剛剛大專
[00:13:51.480 --> 00:13:54.520]  來到去每個月星期日的下午
[00:13:54.520 --> 00:13:55.480]  有機會
[00:13:55.480 --> 00:13:56.840]  星期六的下午
[00:13:56.840 --> 00:13:59.680]  有機會來到去逐卷書去看
[00:13:59.680 --> 00:14:02.040]  去幫這個小教會
[00:14:02.040 --> 00:14:03.360]  在元朗的
[00:14:03.360 --> 00:14:05.360]  有份外的親切
[00:14:05.360 --> 00:14:08.680]  過了一段長時間已經沒有再見面了
[00:14:08.680 --> 00:14:10.880]  偶然間他會邀請我港渡
[00:14:10.880 --> 00:14:12.360]  我都會去
[00:14:12.360 --> 00:14:16.240]  知道幾年前這位創辦的牧者
[00:14:16.240 --> 00:14:18.960]  邱牧師離世了
[00:14:18.960 --> 00:14:20.600]  安息主懷
[00:14:20.600 --> 00:14:24.920]  都有去參加他的安息聚會等等
[00:14:24.920 --> 00:14:26.440]  忘記了
[00:14:26.440 --> 00:14:28.520]  都是好幾年前的事
[00:14:28.520 --> 00:14:30.640]  剛剛這幾天
[00:14:30.640 --> 00:14:32.360]  其實很久沒有再有來往了
[00:14:32.360 --> 00:14:33.520]  因為都很忙碌
[00:14:33.520 --> 00:14:37.840]  大家沒有見面等等
[00:14:37.840 --> 00:14:39.040]  這幾天
[00:14:39.040 --> 00:14:41.960]  上網去找一些資料的時候
[00:14:41.960 --> 00:14:44.160]  偶然間記起那個名字
[00:14:44.160 --> 00:14:46.560]  立刻打那個教會名
[00:14:46.560 --> 00:14:48.480]  就去上網去搜尋
[00:14:48.480 --> 00:14:50.240]  見到他們的Facebook
[00:14:50.240 --> 00:14:52.440]  見到很多親切的面孔
[00:14:52.440 --> 00:14:56.040]  這些年青人現在已經成家立室了
[00:14:56.040 --> 00:14:58.800]  也有一些我不認識的
[00:14:58.800 --> 00:15:03.400]  見到他們很開心在教會裏面的服侍
[00:15:03.400 --> 00:15:06.280]  因為也有一些YouTube等等
[00:15:06.280 --> 00:15:09.000]  這樣來到去
[00:15:09.000 --> 00:15:10.880]  見到教會的成長
[00:15:10.880 --> 00:15:12.240]  見到師母
[00:15:12.240 --> 00:15:14.240]  就是邱師母
[00:15:14.240 --> 00:15:16.640]  見到其他的一些弟兄姊妹
[00:15:16.640 --> 00:15:18.000]  特別是他的大兒子
[00:15:18.000 --> 00:15:21.480]  他的大兒子已經是教會
[00:15:21.480 --> 00:15:24.240]  另外一間教會的牧師
[00:15:24.240 --> 00:15:26.080]  看著他們成長的
[00:15:26.080 --> 00:15:28.160]  由高中的時間
[00:15:28.160 --> 00:15:30.840]  現在已經是有兒女
[00:15:30.840 --> 00:15:33.040]  他的大兒子也是蒙召
[00:15:33.040 --> 00:15:35.120]  做傳道牧師
[00:15:35.120 --> 00:15:37.440]  在信義會等等
[00:15:37.440 --> 00:15:41.000]  那個感覺是很深很深
[00:15:41.000 --> 00:15:42.640]  因為看著這個教會
[00:15:42.640 --> 00:15:46.440]  雖然不是我有多少的參與
[00:15:46.440 --> 00:15:47.680]  但是
[00:15:47.680 --> 00:15:49.080]  這麼多年
[00:15:49.080 --> 00:15:54.080]  帶來的深度的一份感情
[00:15:54.080 --> 00:15:55.480]  是很深的
[00:15:55.480 --> 00:15:59.360]  深度就是你看到他們一直的成長
[00:15:59.360 --> 00:16:00.760]  你就會發現
[00:16:00.760 --> 00:16:04.920]  那份愛正正好像保羅所描述的
[00:16:04.920 --> 00:16:08.440]  我們聽到提摩太所說
[00:16:08.440 --> 00:16:12.400]  你們在珠灣的患難裏面
[00:16:12.400 --> 00:16:16.240]  因著你們的信心得到鼓勵
[00:16:16.240 --> 00:16:20.400]  現在你們如果靠主能夠站穩
[00:16:20.400 --> 00:16:22.120]  我們就活了
[00:16:22.120 --> 00:16:25.320]  我們就得生了
[00:16:25.320 --> 00:16:26.800]  保羅提到
[00:16:26.800 --> 00:16:29.000]  這些是他開心
[00:16:29.000 --> 00:16:32.000]  和他整個人的靈明
[00:16:32.000 --> 00:16:36.400]  感覺上主的同在的祝福
[00:16:36.400 --> 00:16:40.040]  是將別人的困難
[00:16:40.040 --> 00:16:42.400]  信心的考驗
[00:16:42.400 --> 00:16:45.440]  和是不是在主裏面彼此相愛
[00:16:45.440 --> 00:16:50.000]  成為保羅最緊張的每天
[00:16:50.000 --> 00:16:52.160]  他的心靈
[00:16:52.160 --> 00:16:56.680]  開不開心的指數的指標
[00:16:56.680 --> 00:16:58.760]  一個傳道者
[00:16:58.760 --> 00:17:05.000]  就應該是這樣來留心群揚的需要
[00:17:05.000 --> 00:17:08.400]  你想想保羅離開了帖薩羅尼加
[00:17:08.400 --> 00:17:10.440]  他輾轉去到雅典
[00:17:10.440 --> 00:17:12.600]  有一個很好的機會
[00:17:12.600 --> 00:17:15.040]  向那些不信的人
[00:17:15.040 --> 00:17:20.520]  在阿勒巴古那個地方
[00:17:20.520 --> 00:17:23.480]  傳道 講福音
[00:17:23.480 --> 00:17:25.200]  輾轉就去到哥倫多
[00:17:25.200 --> 00:17:27.080]  一路的等待
[00:17:27.080 --> 00:17:30.720]  所以保羅不是停頓在一個地方
[00:17:30.720 --> 00:17:33.960]  而是神給他不同的機會
[00:17:33.960 --> 00:17:37.200]  他繼續的去傳神的道
[00:17:37.200 --> 00:17:39.520]  給不同地方的人
[00:17:39.520 --> 00:17:41.000]  整個歐洲
[00:17:41.000 --> 00:17:43.680]  他一路這樣傳
[00:17:43.680 --> 00:17:45.200]  但是
[00:17:45.200 --> 00:17:49.480]  透過這本書給我們看到一件很寶貴的事
[00:17:49.480 --> 00:17:52.840]  就是使徒的內心裏面
[00:17:52.840 --> 00:17:57.080]  記掛的是弟兄姊妹的靈命
[00:17:57.080 --> 00:17:59.200]  那個生命成長
[00:17:59.200 --> 00:18:00.800]  那個靈命裏面
[00:18:00.800 --> 00:18:03.400]  是不是有信心
[00:18:03.400 --> 00:18:06.960]  是不是彼此的相愛
[00:18:06.960 --> 00:18:10.040]  就是說教會最重要的就是
[00:18:10.040 --> 00:18:14.840]  信徒是因為信心而堅穩
[00:18:14.840 --> 00:18:18.360]  無論環境是怎樣
[00:18:18.360 --> 00:18:23.520]  有信心就能夠站穩在真理裏面
[00:18:23.520 --> 00:18:24.920]  就是說意味著
[00:18:24.920 --> 00:18:27.160]  如果帖薩羅尼加城
[00:18:27.160 --> 00:18:31.160]  這個風聲傳到羅馬
[00:18:31.160 --> 00:18:33.640]  而羅馬的皇帝
[00:18:33.640 --> 00:18:37.800]  來將這個政治壓迫
[00:18:37.800 --> 00:18:40.440]  帶到去帖薩羅尼加的時候
[00:18:40.440 --> 00:18:44.280]  收回他們這個最惠國的身份
[00:18:44.280 --> 00:18:46.360]  那個待遇的時候
[00:18:46.360 --> 00:18:49.080]  可能就是這些基督徒
[00:18:49.080 --> 00:18:51.360]  首當其衝就是帶來
[00:18:51.360 --> 00:18:54.240]  那個政權的迫害
[00:18:54.240 --> 00:18:55.520]  但是
[00:18:55.520 --> 00:18:58.440]  沒有影響到弟兄姊妹
[00:18:58.440 --> 00:19:01.520]  因為保羅所傳的耶穌
[00:19:01.520 --> 00:19:04.720]  而來到去有這個信心
[00:19:04.720 --> 00:19:10.360]  所以來到去他們站穩在那個苦難裏面
[00:19:10.360 --> 00:19:12.560]  保羅講得是相當重
[00:19:12.560 --> 00:19:14.000]  告訴他們知道
[00:19:14.000 --> 00:19:15.480]  就是第三節
[00:19:15.480 --> 00:19:20.240]  其實是回應上文第二章所講的
[00:19:20.240 --> 00:19:21.040]  第三節說
[00:19:21.040 --> 00:19:24.400]  免得有人被這些患難動搖
[00:19:24.400 --> 00:19:26.800]  因為你們自己知道
[00:19:26.800 --> 00:19:32.320]  我們受患難是命定的
[00:19:32.320 --> 00:19:34.840]  一個初信的教會
[00:19:34.840 --> 00:19:37.080]  一信耶穌
[00:19:37.080 --> 00:19:38.960]  就已經知道
[00:19:38.960 --> 00:19:43.480]  我們因為耶穌受患難
[00:19:43.480 --> 00:19:46.560]  是命定的
[00:19:46.560 --> 00:19:50.080]  命定是一件很重的話
[00:19:50.080 --> 00:19:51.800]  一件事來的
[00:19:51.800 --> 00:19:56.520]  命定你是要受苦的
[00:19:56.520 --> 00:19:59.920]  這樣的初信班的教育
[00:19:59.920 --> 00:20:01.760]  三個安息日
[00:20:01.760 --> 00:20:05.720]  向貼薩羅尼加城的人講福音
[00:20:05.720 --> 00:20:08.680]  有很多尊貴的婦女信耶穌
[00:20:08.680 --> 00:20:12.080]  也有很多當地的猶太人信耶穌
[00:20:12.080 --> 00:20:15.080]  當然反對的也很多很多
[00:20:15.080 --> 00:20:18.640]  但是保羅一開始就告訴他們
[00:20:18.640 --> 00:20:20.440]  跟隨耶穌
[00:20:20.440 --> 00:20:23.880]  你要面對可能有苦難的
[00:20:23.880 --> 00:20:27.280]  有苦難是根本命定的
[00:20:27.280 --> 00:20:30.400]  命定而他們仍然能夠堅持
[00:20:30.400 --> 00:20:33.800]  這個信心就很真實了
[00:20:33.800 --> 00:20:37.720]  弟兄姊妹我已經在不同的場合講
[00:20:37.720 --> 00:20:40.120]  今年我們在晚堂
[00:20:40.120 --> 00:20:44.080]  我們講《但義利書》的頭六章
[00:20:44.080 --> 00:20:46.760]  很想透過六個神蹟
[00:20:46.760 --> 00:20:48.320]  六個事件
[00:20:48.320 --> 00:20:50.760]  裝備弟兄姊妹
[00:20:50.760 --> 00:20:55.480]  面對前面可能會有的方連
[00:20:55.480 --> 00:20:58.200]  可能會有的逼迫
[00:20:58.200 --> 00:21:02.320]  信耶穌是命定要受苦的
[00:21:02.320 --> 00:21:04.320]  因為我們這位主耶穌
[00:21:04.320 --> 00:21:08.000]  祂自己也是這樣走上十字架
[00:21:08.000 --> 00:21:12.240]  完成神的真理的託付
[00:21:12.240 --> 00:21:15.200]  所以每一個跟隨耶穌的人
[00:21:15.200 --> 00:21:16.920]  你是要命定
[00:21:16.920 --> 00:21:19.280]  心裏面要有一個肯定
[00:21:19.280 --> 00:21:22.280]  你是會有苦難的
