
[00:00:00.000 --> 00:00:06.600]  各位定睛姐妹,早安!聖誕快樂!今年大家夠不夠聖誕?
[00:02:31.100 --> 00:02:35.100]  你們看見有鷹鞋包著布,我在馬槽裡,這個就是記號
[00:02:35.100 --> 00:02:38.100]  第四,是一段敬拜的時間
[00:02:38.100 --> 00:02:42.100]  突然間有一隊天使敬拜隊
[00:02:42.100 --> 00:02:47.100]  來到歌頌上帝,在至高之處榮耀歸於上帝
[00:02:47.100 --> 00:02:49.100]  在地上平安歸於他所願的人
[00:02:49.100 --> 00:02:53.100]  然後就是一段敬拜的時間
[00:02:53.100 --> 00:02:58.100]  最後聖經說,眾天使離開他們
[00:02:58.100 --> 00:03:01.100]  就升上去了,走了
[00:03:01.100 --> 00:03:06.100]  今天講的經文是發生在眾天使離開之後
[00:03:06.100 --> 00:03:11.100]  一段比較高潮之後的經文
[00:03:11.100 --> 00:03:16.100]  第六,牧羊人聽見天使報信
[00:03:16.100 --> 00:03:19.100]  就去找瑪利亞和約瑟
[00:03:19.100 --> 00:03:23.100]  去到一個地方,找到馬槽裡
[00:03:23.100 --> 00:03:28.100]  見到他們,就將天使所說的話
[00:03:28.100 --> 00:03:31.100]  再傳述給瑪利亞和約瑟聽
[00:03:31.100 --> 00:03:36.100]  這個就是聖誕節當日的情景
[00:03:36.100 --> 00:03:42.100]  其實是一個高潮之後的反高潮
[00:03:42.100 --> 00:03:47.100]  大家有沒有知道,敬拜完之後會發生什麼事
[00:03:47.100 --> 00:03:49.100]  敬拜隊會做什麼呢?
[00:03:49.100 --> 00:03:52.100]  敬拜隊就會執善
[00:03:52.100 --> 00:03:56.100]  大家散場,就好像執事一樣
[00:03:56.100 --> 00:03:58.100]  清場
[00:03:58.100 --> 00:04:02.100]  所以當眾天軍敬拜札尾之後
[00:04:02.100 --> 00:04:07.100]  真正的情景就是一段高潮之後
[00:04:07.100 --> 00:04:10.100]  敬拜完之後,一段很清靜
[00:04:10.100 --> 00:04:15.100]  一段沒有什麼人,一段執事散場的時間
[00:04:15.100 --> 00:04:19.100]  所以嚴格來說,平安夜,聖誕節
[00:04:19.100 --> 00:04:21.100]  其實是一個很平靜的夜晚
[00:04:21.100 --> 00:04:23.100]  一個Silent Night的重點
[00:04:23.100 --> 00:04:27.100]  其實是一個完全不出聲
[00:04:27.100 --> 00:04:29.100]  沒有話題,一個Dead Air的情況
[00:04:29.100 --> 00:04:32.100]  可能你不喜歡Dead,我用另一個字來形容
[00:04:32.100 --> 00:04:36.100]  叫做Sacred Air,一個神聖的空氣
[00:04:36.100 --> 00:04:38.100]  就在這個神聖的空氣當中
[00:04:38.100 --> 00:04:41.100]  天使離開了,每個人都離開了
[00:04:41.100 --> 00:04:43.100]  散水,Good Night的時候
[00:04:43.100 --> 00:04:48.100]  這個時空變得寂靜的時間裡
[00:04:48.100 --> 00:04:51.100]  真正的平安夜,真正的Christmas
[00:04:51.100 --> 00:04:54.100]  就是這樣開始
[00:04:54.100 --> 00:04:57.100]  就在這個夜難人靜的平安夜
[00:04:57.100 --> 00:04:59.100]  第一個聖誕節裡
[00:04:59.100 --> 00:05:03.100]  馬槽裡隔離的瑪麗亞
[00:05:03.100 --> 00:05:06.100]  剛剛依著一個正常的程序
[00:05:06.100 --> 00:05:09.100]  生了嬰兒出來的時候
[00:05:09.100 --> 00:05:12.100]  才記載了一個Moment,19節的說話
[00:05:12.100 --> 00:05:14.100]  瑪麗亞把自己一切的事
[00:05:14.100 --> 00:05:17.100]  存在心裡反覆思想
[00:05:17.100 --> 00:05:20.100]  我們就去單單思考這段經文
[00:05:20.100 --> 00:05:26.100]  瑪麗亞就是一切將它存在心裡反覆思想
[00:05:26.100 --> 00:05:31.100]  大家不知道是否明白瑪麗亞的心情
[00:05:31.100 --> 00:05:33.100]  大家明白瑪麗亞的心情嗎?
[00:05:33.100 --> 00:05:36.100]  可能大家都不明白,可能世界盃還沒完
[00:05:36.100 --> 00:05:39.100]  可能大家比較明白迪瑪麗亞的心情
[00:05:39.100 --> 00:05:42.100]  迪瑪麗亞就很High
[00:05:42.100 --> 00:05:45.100]  迪瑪麗亞的球控在腳裡,反覆盤旋
[00:05:45.100 --> 00:05:47.100]  然後十二萬,然後自由
[00:05:47.100 --> 00:05:52.100]  我們不說迪瑪麗亞,就專門說迪瑪麗亞的心境
[00:05:52.100 --> 00:05:59.100]  迪瑪麗亞說,她把一切的事存在心裡反覆思想
[00:05:59.100 --> 00:06:03.100]  簡單來說,經文有兩個動詞
[00:06:03.100 --> 00:06:05.100]  我們就研究這兩個動詞
[00:06:05.100 --> 00:06:08.100]  第一個動詞就是存在心裡
[00:06:08.100 --> 00:06:12.100]  迪瑪麗亞將一切的事存在心裡
[00:06:12.100 --> 00:06:16.100]  這個字的原文,Suntereo
[00:06:16.100 --> 00:06:19.100]  這個字是很少出現在聖經裡的字眼
[00:06:19.100 --> 00:06:21.100]  Suntereo是什麼意思呢?
[00:06:21.100 --> 00:06:26.100]  大概就是存放,保存,保護的意思
[00:06:26.100 --> 00:06:28.100]  只有三次出現在聖經裡
[00:06:28.100 --> 00:06:30.100]  三次都是在科幻書裡出現
[00:06:30.100 --> 00:06:35.100]  其中一次就是耶穌的生平,生走的比喻
[00:06:35.100 --> 00:06:39.100]  耶穌說,沒有人將生走放在舊瓶裡
[00:06:39.100 --> 00:06:42.100]  若是者,一樣皮袋就裂開,走漏出來
[00:06:42.100 --> 00:06:49.100]  連皮袋也壞了,唯獨把生走裝在新皮袋裡
[00:06:49.100 --> 00:06:51.100]  兩樣都保存了
[00:06:51.100 --> 00:06:56.100]  保存的字眼就是Suntereo的字眼
[00:06:56.100 --> 00:06:58.100]  另一段經文就是馬福音
[00:06:58.100 --> 00:07:02.100]  就是希律王,保存約翰的性命的經文
[00:07:02.100 --> 00:07:06.100]  因為希律知道約翰是異人,是聖人
[00:07:06.100 --> 00:07:09.100]  所以敬畏他,保護他
[00:07:09.100 --> 00:07:11.100]  聽他講道,照他行
[00:07:11.100 --> 00:07:20.100]  總之Suntereo是一個捍衛寶貴,珍而重之的意思
[00:07:20.100 --> 00:07:26.100]  好的酒,當然要保存,珍而重之的來留著
[00:07:26.100 --> 00:07:32.100]  性命也一樣,好好保護他,捍衛寶貴的,存留下來
[00:07:32.100 --> 00:07:35.100]  這個就是Suntereo的意思
[00:07:35.100 --> 00:07:38.100]  所以英文的翻譯是很好
[00:07:38.100 --> 00:07:43.100]  Mary treasure up all these things
[00:07:43.100 --> 00:07:49.100]  就是瑪利亞保存起來,捍衛寶貴的,收藏起來
[00:07:49.100 --> 00:07:53.100]  好好保護他,珍惜他,就是這個意思
[00:07:53.100 --> 00:07:58.100]  Treasure up,是一個很有意思,很美的動詞
[00:07:58.100 --> 00:08:02.100]  不過究竟瑪利亞保存起來什麼呢?
[00:08:02.100 --> 00:08:06.100]  她看什麼為寶貴,保存什麼呢?
[00:08:06.100 --> 00:08:12.100]  基本上大概都是天使報信那段的訊息
[00:08:12.100 --> 00:08:15.100]  就是關乎萬民的訊息
[00:08:15.100 --> 00:08:18.100]  不過強調,我們也忽略一個細節
[00:08:18.100 --> 00:08:24.100]  其實瑪利亞從來都當晚沒有聽過天使、天君說話
[00:08:24.100 --> 00:08:27.100]  她只不過是代術,代傳
[00:08:27.100 --> 00:08:30.100]  你想想,你想想你是瑪利亞
[00:08:30.100 --> 00:08:34.100]  雖然她是天使報信的其中一個觀眾,是關乎萬民的
[00:08:34.100 --> 00:08:38.100]  不過瑪利亞從來都當晚沒有見過天使
[00:08:38.100 --> 00:08:42.100]  她只是在馬槽裡生小孩,整晚都在生小孩
[00:08:42.100 --> 00:08:50.100]  瑪利亞當晚一直都是聽著一群夜班工作
[00:08:50.100 --> 00:08:56.100]  一群突然進來的男人,就這樣來講這個訊息給她聽
[00:08:56.100 --> 00:09:02.100]  我們再說說,你剛生完小孩
[00:09:02.100 --> 00:09:06.100]  雖然沒有特別多生小孩的人,都是男士
[00:09:06.100 --> 00:09:12.100]  你剛生完小孩,連電影也沒有回
[00:09:12.100 --> 00:09:16.100]  連遲打也沒有剪,整個馬槽裡血滴滴
[00:09:16.100 --> 00:09:23.100]  都有點亂,突然一群Foodpanda的南亞裔人士
[00:09:23.100 --> 00:09:31.100]  就這樣來拍車,在門口說恭喜你,抱你去BB
[00:09:31.100 --> 00:09:34.100]  整件事都會有點突然
[00:09:34.100 --> 00:09:39.100]  剛生完小孩,你坐在床上,突然有群男人進來
[00:09:39.100 --> 00:09:42.100]  你不知道怎樣消化這件事
[00:09:42.100 --> 00:09:45.100]  什麼喜訊都不太理解
[00:09:45.100 --> 00:09:49.100]  我想如果瑪利亞見到天使會好一點
[00:09:49.100 --> 00:09:55.100]  效果會好一點,有些榮光,敬拜讚美的背景
[00:09:55.100 --> 00:09:58.100]  你會容易消化這件喜訊
[00:09:58.100 --> 00:10:04.100]  瑪利亞面對一群南亞車手,是這樣的情景
[00:10:04.100 --> 00:10:09.100]  所以瑪利亞還沒有消化到這件事
[00:10:09.100 --> 00:10:14.100]  當瑪利亞懷孕開始,當加巴列突然進來
[00:10:14.100 --> 00:10:21.100]  跟他說他快要生孩子了,他是上帝兒子,他帶他的子孫去救主
[00:10:21.100 --> 00:10:24.100]  突然說生出來了
[00:10:24.100 --> 00:10:29.100]  他都不太清楚這件事是怎樣
[00:10:29.100 --> 00:10:34.100]  現在兒子生出來了,接下來怎麼辦呢?
[00:10:34.100 --> 00:10:39.100]  有什麼要做呢?其實瑪利亞是完全不知道的
[00:10:39.100 --> 00:10:45.100]  不過瑪利亞卻好好地將他視為寶貴
[00:10:45.100 --> 00:10:52.100]  仍然將這個喜訊視為寶貴,放在心裡
[00:10:52.100 --> 00:10:58.100]  瑪利亞不是純粹記住,純粹記得
[00:10:58.100 --> 00:11:02.100]  甚至他尚未明白,尚未了解
[00:11:02.100 --> 00:11:06.100]  都未吸收成為知識,轉化成為經驗
[00:11:06.100 --> 00:11:13.100]  不過在平安夜當晚,瑪利亞選擇將尚未解開的事情
[00:11:13.100 --> 00:11:21.100]  放在心裡,好好地保存,珍而重之,捍衛寶貴
[00:11:21.100 --> 00:11:26.100]  不知道有沒有試過這樣,你還不是很明白這件事
[00:11:26.100 --> 00:11:29.100]  但仍然都當作是寶
[00:11:29.100 --> 00:11:37.100]  教會有一個同工,他跟我分享家中的生活難題
[00:11:37.100 --> 00:11:41.100]  他說他老公最近要換畫
[00:11:41.100 --> 00:11:50.100]  我說是換畫,他將客廳梳化的結婚照換掉
[00:11:50.100 --> 00:11:57.100]  他將剛訂回來的一幅油畫,六位數字的油畫換掉
[00:11:57.100 --> 00:12:03.100]  很糟糕,要換掉結婚照,再將油畫掛出來
[00:12:03.100 --> 00:12:07.100]  我問他怎麼辦,應不應該生氣呢?
[00:12:07.100 --> 00:12:13.100]  後來那幅畫來到家中,他發WhatsApp給我們看
[00:12:13.100 --> 00:12:20.100]  一看,真是典型的藝術品,完全不明白
[00:12:20.100 --> 00:12:29.100]  一幅黑色的東西,有很多細節,就拿數字
[00:12:29.100 --> 00:12:34.100]  回去後,就看著,嗯,漂亮
[00:12:34.100 --> 00:12:39.100]  我覺得這與公園學習一個Sentirel的意思
[00:12:39.100 --> 00:12:45.100]  雖然尚未明白,不能了解,完全未能消化
[00:12:45.100 --> 00:12:52.100]  但你仍然捍衛寶貴,珍惜它,保存它,Treasure it up
[00:12:52.100 --> 00:12:54.100]  房客廳裏面最重要的位置
[00:12:54.100 --> 00:12:59.100]  你更加要相信這幅畫將會是你家裏的極大盼望
[00:12:59.100 --> 00:13:06.100]  這就是Sentirel的意思,珍而重之地保存
[00:13:06.100 --> 00:13:12.100]  經文裏的第二個動詞,就是反覆思考
[00:13:12.100 --> 00:13:17.100]  瑪麗亞將這一切的事都存在心裏,反覆思考
[00:13:17.100 --> 00:13:23.100]  這個字是和本翻譯,但原文更有深度的意思
[00:13:23.100 --> 00:13:30.100]  其實要翻這句不容易,因為這句字與原文的context有些不容易理解
[00:13:30.100 --> 00:13:33.100]  不是很match,解不通
[00:13:33.100 --> 00:13:39.100]  原文就是Sombralo,意思是遇見,相遇
[00:13:39.100 --> 00:13:43.100]  但很多時候都是解作負面的相遇
[00:13:43.100 --> 00:13:51.100]  例如後面的路加安道,兩隊軍隊打仗的相遇就是Sombralo的意思
[00:13:51.100 --> 00:13:57.100]  這樣的相遇,或者解作挑撥的意思,不是太好的相遇
[00:13:57.100 --> 00:14:04.100]  所以瑪麗亞所謂的反覆思想,其實不是一種純粹的思想練習
[00:14:04.100 --> 00:14:13.100]  背著它不斷地想,而是不斷地struggle,不斷地想不通,想不透
[00:14:13.100 --> 00:14:22.100]  在瑪麗亞的內心裏,每一刻都遇見一個她自己未能完全消化明白的起訊
[00:14:22.100 --> 00:14:25.100]  一個不能解的結
[00:14:25.100 --> 00:14:30.100]  雖然瑪麗亞不斷地嘗試去釐清,去解決,去消除這個難題
[00:14:30.100 --> 00:14:35.100]  嘗試去找一個平衡點,去settle,但她找不到
[00:14:35.100 --> 00:14:41.100]  她知道這個BB將會成為人類的盼望
[00:14:41.100 --> 00:14:46.100]  她知道這個鷹孩將要成為人類的救主
[00:14:46.100 --> 00:14:52.100]  瑪麗亞也知道這個問題在哪裏,她也知道問題的答案
[00:14:52.100 --> 00:14:57.100]  但她不知道這個問題的答案如何去解決這個問題
[00:14:57.100 --> 00:15:03.100]  瑪麗亞知道密碼,但不知道如何登入
[00:15:03.100 --> 00:15:15.100]  所以瑪麗亞卻依然地,仍然地將這個答案視為寶貴,保存在心裏
[00:15:15.100 --> 00:15:18.100]  因為這個是人類極大的起訊
[00:15:18.100 --> 00:15:28.100]  瑪麗亞仍然嘗試去珍惜,容讓自己內心裏一直有一個未能解答到的,無法明白的狀態
[00:15:28.100 --> 00:15:34.100]  她堅持將它看為寶貴,一直在她的心裏
[00:15:34.100 --> 00:15:40.100]  所以瑪麗亞卻把這一切事存在心裏,反覆思想這句說話
[00:15:40.100 --> 00:15:45.100]  可以這樣翻譯,瑪麗亞不太明白,不能理解
[00:15:45.100 --> 00:15:49.100]  她將它視為寶一樣的,好好地去保存
[00:15:49.100 --> 00:15:53.100]  心裏嘗試找一個平衡點,她一直找不到
[00:15:53.100 --> 00:15:58.100]  不過仍然地將她心裏的好好的去保存了
[00:15:58.100 --> 00:16:07.100]  聽眾們,聖誕節,今年的聖誕節,會不會就是你的心境呢?
[00:16:07.100 --> 00:16:15.100]  作為基督徒,這幾年裏,我們大概都要學習這種心境去度過一年一年的聖誕節
[00:16:15.100 --> 00:16:19.100]  不知道你已經過了第幾年聖誕節
[00:16:19.100 --> 00:16:26.100]  特別是這幾年裏,發覺聖誕節的氣氛和世界落差是越來越大的
[00:16:26.100 --> 00:16:31.100]  我們很多人,即是第三年,戴著口罩來過聖誕
[00:16:31.100 --> 00:16:33.100]  其實是一點都不聖誕節的口罩
[00:16:33.100 --> 00:16:40.100]  不過我們仍然地嘗試去消化,仍然地去知道,去搞
[00:16:40.100 --> 00:16:46.100]  但搞不清楚,如何能夠將答案和問題能夠適應
[00:16:46.100 --> 00:16:50.100]  我們知道聖誕節是慶祝救主的降生
[00:16:50.100 --> 00:16:53.100]  我們知道平安夜是萬民大喜盡色
[00:16:53.100 --> 00:16:56.100]  我們知道一英孩為我們而生
[00:16:56.100 --> 00:17:04.100]  但我們不知道這個救主,如何能夠幫助我們撤回這個世界困境
[00:17:04.100 --> 00:17:08.100]  我們都不知道明年聖誕節會是怎樣
[00:17:08.100 --> 00:17:10.100]  還需不需要戴口罩
[00:17:10.100 --> 00:17:12.100]  是不是很多人都病了,回不來
[00:17:12.100 --> 00:17:14.100]  香港會變成怎樣
[00:17:14.100 --> 00:17:23.100]  即是我們大概都是處於這樣的狀態,來度過這幾年的聖誕節
[00:17:23.100 --> 00:17:28.100]  不能明白,未能了解,無法梳理
[00:17:28.100 --> 00:17:32.100]  卻仍然堅持看為寶貴
[00:17:32.100 --> 00:17:37.100]  將這個信息看為寶貴的,好好地記住它
[00:17:37.100 --> 00:17:40.100]  好好地放在心裏
[00:17:40.100 --> 00:17:42.100]  Treasure up
[00:17:42.100 --> 00:17:47.100]  我想我們作為基督徒,大概就是一班這樣的人
[00:17:47.100 --> 00:17:50.100]  我們明白故事的開始是怎樣
[00:17:50.100 --> 00:17:53.100]  我們明白故事的結束是怎樣
[00:17:53.100 --> 00:17:59.100]  我們只是搞不清中間的過程是怎樣
[00:17:59.100 --> 00:18:02.100]  It's ok, treasure up
[00:18:02.100 --> 00:18:09.100]  每年懷著盼望,懷著喜樂,又過一年的聖誕節
[00:18:09.100 --> 00:18:14.100]  瑪利亞將一切事存在心裏,反覆思想
[00:18:14.100 --> 00:18:21.100]  或者瑪利亞保持著這樣的心境狀態,足足33年
[00:18:21.100 --> 00:18:27.100]  瑪利亞看著這個小朋友成長,到越來越高的自己
[00:18:27.100 --> 00:18:30.100]  心裏仍然是一種這樣的問題
[00:18:30.100 --> 00:18:38.100]  這個小朋友,我生出來的孩子,將會怎樣成就人類的救恩呢
[00:18:38.100 --> 00:18:42.100]  直至到《讓方十九章》的經文
[00:18:42.100 --> 00:18:47.100]  當瑪利亞望見自己的兒子十字架上的時候
[00:18:47.100 --> 00:18:53.100]  耶穌對他母親說:母親,看你的兒子
[00:18:53.100 --> 00:19:02.100]  原來我的兒子是要死在十字架上,來拯救這個世界
[00:19:02.100 --> 00:19:11.100]  瑪利亞一直不明白,但看為寶貴的堅持這種心態33年
[00:19:11.100 --> 00:19:16.100]  瑪利亞是一個不看事情表面的人
[00:19:16.100 --> 00:19:24.100]  她選擇堅持將事情放在內心裏,保持這種心境的人
[00:19:24.100 --> 00:19:27.100]  瑪利亞的內心非常強大
[00:19:27.100 --> 00:19:32.100]  我所說的不是她性格很堅強,或者是有驚人的意志力
[00:19:32.100 --> 00:19:38.100]  瑪利亞的內心很強大,因為她堅持仍然珍惜
[00:19:38.100 --> 00:19:44.100]  將救主的訊息看為寶貴的,放在心裏
[00:19:44.100 --> 00:19:52.100]  我都記得專屬眾的土文:我的心尊主為大,我的靈以救主為樂
[00:19:52.100 --> 00:19:55.100]  領子妹,今天我們在聖誕節裏面
[00:19:55.100 --> 00:19:59.100]  一個仍然戴著口罩,很多人疾病
[00:19:59.100 --> 00:20:03.100]  我們搞不清香港世界發生什麼事的環境裏面
[00:20:03.100 --> 00:20:08.100]  我們仍然去想,究竟我們的內心是怎樣的
[00:20:08.100 --> 00:20:13.100]  不知道你今年聖誕節的時候,你的內心是怎樣的
[00:20:13.100 --> 00:20:20.100]  你是否表面堅強,內裏卻是很脆弱不堪
[00:20:20.100 --> 00:20:26.100]  你外面是否哈哈大笑,其實裏面一直都隱藏著很多的痛苦
[00:20:26.100 --> 00:20:34.100]  你是否看來好像面面俱圓,其實裏面有很多的苦澀
[00:20:34.100 --> 00:20:40.100]  聖誕節,求主教導我們,讓我們回到我們的內心裏面
[00:20:40.100 --> 00:20:49.100]  雖然好像不是太容易,但我們仍然保持我們內心的強大
[00:20:49.100 --> 00:20:55.100]  近年來,我自己就越來越重視自己內心的狀態
[00:20:55.100 --> 00:21:01.100]  我發現人長大了,內心是很重要的,比一切重要
[00:21:01.100 --> 00:21:04.100]  昨天才剛好發生這件事
[00:21:04.100 --> 00:21:11.100]  因為酒店過夜,我沒有帶頭髮產品出來
[00:21:11.100 --> 00:21:14.100]  所以就去買了一些髮膠
[00:21:14.100 --> 00:21:19.100]  去旺角一間店舖買了一支頭泥和一支鹽水
[00:21:19.100 --> 00:21:26.100]  那位售貨員突然向我推銷,問我先生你用什麼洗髮水
[00:21:26.100 --> 00:21:29.100]  我說普通的那種
[00:21:29.100 --> 00:21:32.100]  他說先生你的頭髮已經適合不了人
[00:21:32.100 --> 00:21:36.100]  你試想一下有沒有用防止脫髮的洗髮水
[00:21:36.100 --> 00:21:41.100]  嘩,這樣說話,有沒有搞錯,說我的頭髮已經很不適合
[00:21:41.100 --> 00:21:43.100]  還說我騙人,我沒有騙人
[00:21:43.100 --> 00:21:47.100]  我沒有說謊,沒有騙人
[00:21:47.100 --> 00:21:51.100]  人是年紀開始長大
[00:21:51.100 --> 00:21:56.100]  有時候我們有神學院的足球比賽
[00:21:56.100 --> 00:22:01.100]  那天早上我便踏船出來踢足球
[00:22:01.100 --> 00:22:04.100]  參加這個比賽,已經很多年了
[00:22:04.100 --> 00:22:09.100]  十多年,我從二十歲踢到現在,都是參加這個比賽
[00:22:09.100 --> 00:22:15.100]  大家發覺人開始長大,身體狀況開始下滑
[00:22:15.100 --> 00:22:17.100]  爆發力全都消失了
[00:22:17.100 --> 00:22:20.100]  基本上想做動作都做不到
[00:22:20.100 --> 00:22:24.100]  打到中間突然要咬柴,提早下班
[00:22:24.100 --> 00:22:28.100]  最後我們見到排名第三
[00:22:28.100 --> 00:22:30.100]  七間裡面排名第三
[00:22:30.100 --> 00:22:36.100]  以前我讀書是冠軍,我們就排名第三
[00:22:36.100 --> 00:22:39.100]  走的時候去搭車
[00:22:39.100 --> 00:22:46.100]  咬柴的腳,又舒坡又累又冷
[00:22:46.100 --> 00:22:50.100]  我覺得突然間有點失落
[00:22:50.100 --> 00:22:53.100]  我覺得我做一件很矛盾的事
[00:22:53.100 --> 00:22:54.100]  我做一件什麼呢?
[00:22:54.100 --> 00:22:58.100]  就是做一件我越做只能越差的事
[00:22:58.100 --> 00:23:02.100]  越做只能越差的事
[00:23:02.100 --> 00:23:05.100]  我問自己還可以踢多久呢?
[00:23:05.100 --> 00:23:07.100]  我沒有收生呢?
[00:23:07.100 --> 00:23:12.100]  後來我去喝杯東西,突然間回氣了
[00:23:12.100 --> 00:23:20.100]  喝了一杯奶,去No Milk No Life喝了一杯奶,獎勵自己
[00:23:20.100 --> 00:23:23.100]  突然間閃了一句經文出來
[00:23:23.100 --> 00:23:24.100]  詩篇的經文
[00:23:24.100 --> 00:23:27.100]  我的肉體和我的心腸雖殘
[00:23:27.100 --> 00:23:29.100]  但神是我心裡的力量
[00:23:29.100 --> 00:23:33.100]  又是我的福分直到永遠
[00:23:33.100 --> 00:23:37.100]  真的,就算我們的身體衰殘
[00:23:37.100 --> 00:23:40.100]  只要我們的心靈沒有減退
[00:23:40.100 --> 00:23:43.100]  其實我都可以繼續踢下去
[00:23:43.100 --> 00:23:48.100]  我一時明白維園球場的老伯是怎麼回事
[00:23:48.100 --> 00:23:56.100]  一群心裡仍然未衰殘的男人
[00:23:56.100 --> 00:23:59.100]  真人,這個世界可以變
[00:23:59.100 --> 00:24:02.100]  我們身體可以衰退
[00:24:02.100 --> 00:24:06.100]  我們卻要保守我們的內心
[00:24:06.100 --> 00:24:11.100]  你的內心有一個學名,就是靈魂
[00:24:11.100 --> 00:24:16.100]  靈魂有一個很重要的永恆特質
[00:24:16.100 --> 00:24:21.100]  它可以不會被這個世界轉變、影響
[00:24:21.100 --> 00:24:24.100]  就算你的身體怎樣也好
[00:24:24.100 --> 00:24:28.100]  就算這個世界發生什麼事也好
[00:24:28.100 --> 00:24:33.100]  我們的內心依然可以非常非常的亮麗
[00:24:33.100 --> 00:24:41.100]  我們問,究竟2014年的美思和2022年的美思有什麼分別
[00:24:41.100 --> 00:24:45.100]  最大分別是我認為,就是美思的內心
[00:24:45.100 --> 00:24:51.100]  明明是年紀大了,明明是跑動慢了
[00:24:51.100 --> 00:24:55.100]  為什麼美思好像更厲害呢
[00:24:55.100 --> 00:24:58.100]  就是內心的強大
[00:24:58.100 --> 00:25:01.100]  所以你會發現,人越大越發現
[00:25:01.100 --> 00:25:04.100]  重要的不是越來越多事情可以做到
[00:25:04.100 --> 00:25:07.100]  或越來越快可以做到
[00:25:07.100 --> 00:25:11.100]  而是你的內心裡的人是怎樣
[00:25:11.100 --> 00:25:13.100]  面對這幾年的香港
[00:25:13.100 --> 00:25:17.100]  我們的內心要越來越強大
[00:25:17.100 --> 00:25:20.100]  這是我們必要的事情
[00:25:20.100 --> 00:25:23.100]  學習敏感我們的內在
[00:25:23.100 --> 00:25:26.100]  好好保管著它、保護著它
[00:25:26.100 --> 00:25:30.100]  重要的不是什麼決定或什麼行動
[00:25:30.100 --> 00:25:34.100]  而是你內心的人是怎樣
[00:25:34.100 --> 00:25:38.100]  所以今年聖誕節,讓我們回到我們內心
[00:25:38.100 --> 00:25:41.100]  將基督、耶穌的救恩
[00:25:41.100 --> 00:25:44.100]  這個聖誕節美好的訊息
[00:25:44.100 --> 00:25:47.100]  Treasure up,放在我們心靈裡
[00:25:47.100 --> 00:25:51.100]  好好保護著它、守護著它
[00:25:51.100 --> 00:25:53.100]  成為我們生命力量
[00:25:53.100 --> 00:25:57.100]  我們一起在安靜的時間裡祈禱
[00:25:57.100 --> 00:26:03.100]  讓我們知道你是平安夜聖誕節的主角
[00:26:03.100 --> 00:26:09.100]  讓我們在聖誕節裡,雖然這個世界不再一樣
[00:26:09.100 --> 00:26:16.100]  但讓我們心裡仍然充滿著平靜的力量
[00:26:16.100 --> 00:26:18.100]  一個平安的力量
[00:26:18.100 --> 00:26:21.100]  讓我們能夠回到我們內心裡
[00:26:21.100 --> 00:26:26.100]  讓我們去發現聖誕節的救贖
