
[00:00:00.000 --> 00:00:02.860]  各位嘉欣樓的電影姐妹
[00:06:22.640 --> 00:06:24.440]  「一二三四」
[00:06:24.440 --> 00:06:27.160]  「一二三四」
[00:06:27.160 --> 00:06:30.120]  我數數下聽到他轉了
[00:06:30.120 --> 00:06:31.640]  他說「一二三」
[00:06:31.640 --> 00:06:32.320]  「出來」
[00:06:32.320 --> 00:06:33.560]  「一二三」
[00:06:33.560 --> 00:06:34.760]  「出來」
[00:06:34.760 --> 00:06:37.160]  原來他看到有些人可能做運動
[00:06:37.160 --> 00:06:39.360]  就「一二三四」
[00:06:39.360 --> 00:06:41.240]  「一二三四」
[00:06:41.240 --> 00:06:43.920]  所以他數到四的時候就提醒人
[00:06:43.920 --> 00:06:49.480]  你真是能夠領受到運動那份效果的時候
[00:06:49.480 --> 00:06:50.840]  你就要出力
[00:06:50.840 --> 00:06:53.120]  用心地去做
[00:06:53.120 --> 00:06:54.400]  所以每件事
[00:06:54.400 --> 00:06:57.000]  我們用心去寫字
[00:06:57.000 --> 00:06:58.680]  用心去做運動
[00:06:58.680 --> 00:06:59.800]  用心去唱詩
[00:06:59.800 --> 00:07:02.080]  甚至用心去煮飯的時候
[00:07:02.080 --> 00:07:04.600]  這樣才有效用
[00:07:04.600 --> 00:07:07.720]  在今年裏面
[00:07:07.720 --> 00:07:09.080]  我就立志了
[00:07:09.080 --> 00:07:11.920]  過往就說看聖經一次
[00:07:11.920 --> 00:07:13.400]  都挺難的
[00:07:13.400 --> 00:07:15.640]  今年我想想轉個方法
[00:07:15.640 --> 00:07:17.640]  聽聖經一次
[00:07:17.640 --> 00:07:20.280]  我就用「耳道自見歌」App
[00:07:20.280 --> 00:07:24.800]  每天聽三至四張
[00:07:24.800 --> 00:07:26.120]  有一天
[00:07:26.120 --> 00:07:27.240]  很忙碌
[00:07:27.240 --> 00:07:29.400]  但又堅持要繼續做
[00:07:29.400 --> 00:07:30.920]  怕自己懶
[00:07:30.920 --> 00:07:33.040]  所以一邊聽
[00:07:33.040 --> 00:07:36.440]  一邊又繼續用電腦上網找資料
[00:07:36.440 --> 00:07:40.760]  然後又繼續在打文章
[00:07:40.760 --> 00:07:43.840]  我做著做著的時候就在反省
[00:07:43.840 --> 00:07:47.440]  我其實在自欺欺神
[00:07:47.440 --> 00:07:48.680]  美其名
[00:07:48.680 --> 00:07:50.360]  我是在聽聖經
[00:07:50.360 --> 00:07:52.520]  每天聽聖經
[00:07:52.520 --> 00:07:57.400]  但實在是自己在做事
[00:07:57.400 --> 00:07:59.640]  在疫情裏面
[00:07:59.640 --> 00:08:02.640]  我們怎樣去敬拜上帝呢?
[00:08:02.640 --> 00:08:06.600]  有沒有真心用心去敬拜呢?
[00:08:06.600 --> 00:08:09.280]  還是我們只是美其名
[00:08:09.280 --> 00:08:12.000]  在敬拜
[00:08:12.000 --> 00:08:13.320]  自己知道
[00:08:13.320 --> 00:08:16.760]  上帝更加知道
[00:08:16.760 --> 00:08:20.520]  用心靈去敬拜神
[00:08:20.520 --> 00:08:21.520]  我們就說
[00:08:21.520 --> 00:08:25.560]  我們一定要去管束自己的心
[00:08:25.560 --> 00:08:30.120]  要知道我們整個人去做那樣的事
[00:08:30.120 --> 00:08:32.720]  而不是一邊做這件事
[00:08:32.720 --> 00:08:34.000]  一邊去敬拜
[00:08:34.000 --> 00:08:34.920]  唱歌
[00:08:34.920 --> 00:08:36.120]  聽道
[00:08:36.120 --> 00:08:39.080]  而另一邊可能在洗碗
[00:08:39.080 --> 00:08:40.680]  或者做其他事
[00:08:40.680 --> 00:08:45.720]  第二方面
[00:08:45.720 --> 00:08:50.360]  我們看看「稱頌」這個字
[00:08:50.360 --> 00:08:53.040]  同樣在第一、第二節裏
[00:08:53.040 --> 00:08:57.640]  「稱頌」這個字已經出現了三次
[00:08:57.640 --> 00:08:58.840]  剛才說了
[00:08:58.840 --> 00:09:01.040]  每逢出現三次的事
[00:09:01.040 --> 00:09:03.920]  就表示這件事是很重要的
[00:09:03.920 --> 00:09:05.400]  你多說幾次
[00:09:05.400 --> 00:09:06.840]  多說三次的時候
[00:09:06.840 --> 00:09:09.200]  這件事是真實的
[00:09:09.200 --> 00:09:10.320]  我的心
[00:09:10.320 --> 00:09:12.400]  你要稱頌耶和華
[00:09:12.400 --> 00:09:13.840]  凡在我裏面的
[00:09:13.840 --> 00:09:16.120]  你都要稱頌他
[00:09:16.120 --> 00:09:17.200]  我的心
[00:09:17.200 --> 00:09:20.640]  你要稱頌他的性命
[00:09:20.640 --> 00:09:21.840]  這個稱頌
[00:09:21.840 --> 00:09:24.800]  這個字在中文裏面拆開來說
[00:09:24.800 --> 00:09:27.480]  稱是一個宣佈
[00:09:27.480 --> 00:09:29.440]  頌是一個讚揚
[00:09:29.440 --> 00:09:32.800]  就是對方將我們的上帝
[00:09:32.800 --> 00:09:36.440]  一些他的屬性
[00:09:36.440 --> 00:09:38.480]  他的大能的作為
[00:09:38.480 --> 00:09:39.760]  宣佈出來
[00:09:39.760 --> 00:09:41.360]  去讚揚出來
[00:09:41.360 --> 00:09:45.240]  但是在英文裏面
[00:09:45.240 --> 00:09:48.000]  稱頌他的性命
[00:09:48.000 --> 00:09:50.840]  英文是甚麼呢?
[00:09:50.840 --> 00:09:54.120]  Bless his holy name
[00:09:54.120 --> 00:09:55.000]  Bless
[00:09:55.000 --> 00:09:56.480]  我們一直覺得
[00:09:56.480 --> 00:09:58.720]  是一個祝福
[00:09:58.720 --> 00:09:59.640]  祝福
[00:09:59.640 --> 00:10:00.840]  我們過年的時候
[00:10:00.840 --> 00:10:02.600]  祝福人身體健康
[00:10:02.600 --> 00:10:03.640]  今年新的
[00:10:03.640 --> 00:10:06.800]  人們就祝福人百毒不侵
[00:10:06.800 --> 00:10:10.640]  祝福是將一些好的東西
[00:10:10.640 --> 00:10:13.560]  去給過對方
[00:10:13.560 --> 00:10:15.040]  無論在舊約聖經
[00:10:15.040 --> 00:10:17.560]  或者在新約裏面
[00:10:17.560 --> 00:10:18.640]  都去說到
[00:10:18.640 --> 00:10:19.680]  這個稱頌
[00:10:19.680 --> 00:10:22.840]  或者在元文裏面的那一詞的時候
[00:10:22.840 --> 00:10:24.080]  就指到
[00:10:24.080 --> 00:10:27.840]  將一些最好的東西
[00:10:27.840 --> 00:10:28.520]  一些的
[00:10:28.520 --> 00:10:30.200]  無論是禮物
[00:10:30.200 --> 00:10:31.520]  或者一些的
[00:10:31.520 --> 00:10:33.120]  財產
[00:10:33.120 --> 00:10:35.360]  一些的物品
[00:10:35.360 --> 00:10:36.280]  甚至是
[00:10:36.280 --> 00:10:38.320]  在上帝給人的那些
[00:10:38.320 --> 00:10:40.960]  指到是給人有長壽
[00:10:40.960 --> 00:10:43.280]  有這個的後代
[00:10:43.280 --> 00:10:46.360]  又有這個的能力
[00:10:46.360 --> 00:10:47.320]  總之就是
[00:10:47.320 --> 00:10:49.400]  將最好的東西
[00:10:49.400 --> 00:10:52.760]  去給過對方
[00:10:52.760 --> 00:10:55.560]  但問題就是
[00:10:55.560 --> 00:10:56.960]  我的心
[00:10:56.960 --> 00:10:59.880]  你要稱頌
[00:10:59.880 --> 00:11:02.200]  上帝甚麼都有了
[00:11:02.200 --> 00:11:02.840]  上帝是那位
[00:11:02.840 --> 00:11:05.640]  滿有尊貴榮耀的
[00:11:05.640 --> 00:11:07.600]  我們怎麼能夠將我們
[00:11:07.600 --> 00:11:08.760]  有甚麼好東西
[00:11:08.760 --> 00:11:11.320]  比上帝自己有的東西
[00:11:11.320 --> 00:11:14.520]  來給過他呢?
[00:11:14.520 --> 00:11:16.080]  上帝是自己說的
[00:11:16.080 --> 00:11:17.600]  在《詩篇》50篇
[00:11:17.600 --> 00:11:18.280]  他說
[00:11:18.280 --> 00:11:20.880]  林中的白獸是他的
[00:11:20.880 --> 00:11:22.320]  千山的生畜
[00:11:22.320 --> 00:11:24.040]  也是耶和華的
[00:11:24.040 --> 00:11:25.680]  山裏面的飛鳥
[00:11:25.680 --> 00:11:28.600]  全部耶和華都知道
[00:11:28.600 --> 00:11:31.240]  所以當他肚餓的時候
[00:11:31.240 --> 00:11:32.880]  他不需要告訴別人
[00:11:32.880 --> 00:11:34.320]  我現在肚餓了
[00:11:34.320 --> 00:11:35.600]  你就去宰一隻雞
[00:11:35.600 --> 00:11:36.520]  殺一隻鴨
[00:11:36.520 --> 00:11:38.520]  斬一斤燒肉來給我
[00:11:38.520 --> 00:11:39.600]  不用
[00:11:39.600 --> 00:11:42.160]  因為大地所充滿的
[00:11:42.160 --> 00:11:45.360]  都是屬於耶和華
[00:11:45.360 --> 00:11:48.920]  我記得在禽流感的時候
[00:11:48.920 --> 00:11:50.680]  我坐在小巴
[00:11:50.680 --> 00:11:54.480]  聽到後面那兩個主婦在說
[00:11:54.480 --> 00:11:55.720]  真慘
[00:11:55.720 --> 00:11:57.240]  禽流感
[00:11:57.240 --> 00:11:59.480]  所有雞都殺了
[00:11:59.480 --> 00:12:01.720]  都不知道怎麼還神
[00:12:01.720 --> 00:12:03.400]  拜了那麼多年神
[00:12:03.400 --> 00:12:05.480]  都是用雞的
[00:12:05.480 --> 00:12:06.560]  他們說
[00:12:06.560 --> 00:12:07.160]  不知道怎麼
[00:12:07.160 --> 00:12:08.800]  怕用別的東西
[00:12:08.800 --> 00:12:10.520]  用鴨 用鵝
[00:12:10.520 --> 00:12:12.080]  一會兒他不喜歡
[00:12:12.080 --> 00:12:14.800]  得罪了他們的神明
[00:12:14.800 --> 00:12:17.640]  就不知道怎麼辦
[00:12:17.640 --> 00:12:19.520]  我當時就常覺得
[00:12:19.520 --> 00:12:21.400]  他們不認識這位
[00:12:21.400 --> 00:12:24.360]  創造天地的上帝
[00:12:24.360 --> 00:12:26.120]  所以他們就會擔心
[00:12:26.120 --> 00:12:27.320]  沒有雞的時候
[00:12:27.320 --> 00:12:29.720]  就拜不到神
[00:12:29.720 --> 00:12:32.040]  但是我後來想想
[00:12:32.040 --> 00:12:34.960]  我覺得我欣賞他們一個地方
[00:12:34.960 --> 00:12:36.880]  就是他們會按著
[00:12:36.880 --> 00:12:38.040]  他們以為
[00:12:38.040 --> 00:12:39.440]  他們自己以為
[00:12:39.440 --> 00:12:41.600]  偶像喜歡吃些什麼東西
[00:12:41.600 --> 00:12:43.560]  來去給過他們
[00:12:43.560 --> 00:12:45.200]  他們原來一直以來
[00:12:45.200 --> 00:12:46.440]  世世代代都以為
[00:12:46.440 --> 00:12:48.480]  他們的偶像是喜歡吃雞
[00:12:48.480 --> 00:12:49.840]  還有燒肉
[00:12:49.840 --> 00:12:51.480]  所以他們覺得沒有雞
[00:12:51.480 --> 00:12:52.680]  沒有燒肉的時候
[00:12:52.680 --> 00:12:54.880]  就拜不到神了
[00:12:54.880 --> 00:12:56.840]  我覺得他們真真正正
[00:12:56.840 --> 00:13:01.040]  是做得到什麼叫做敬畏
[00:13:01.040 --> 00:13:03.680]  怕自己做的事情
[00:13:03.680 --> 00:13:08.080]  得罪了他們的偶像
[00:13:08.080 --> 00:13:11.800]  在C篇15篇裡面他都說
[00:13:11.800 --> 00:13:13.800]  「凡以感謝獻祭的
[00:13:13.800 --> 00:13:15.640]  就是榮耀我
[00:13:15.640 --> 00:13:18.200]  那按正路而行的」
[00:13:18.200 --> 00:13:19.960]  就是那些人
[00:13:19.960 --> 00:13:23.720]  我們按著上帝的心意來生活
[00:13:23.720 --> 00:13:25.920]  來走每一步的
[00:13:25.920 --> 00:13:30.760]  「我必使他得著神的救恩」
[00:13:30.760 --> 00:13:32.680]  上帝說到
[00:13:32.680 --> 00:13:35.280]  祂要我們每一個祂的子民
[00:13:35.280 --> 00:13:39.320]  要以感謝來作這個獻祭
[00:13:39.320 --> 00:13:41.200]  不過更加重要的
[00:13:41.200 --> 00:13:43.480]  就是按著正路
[00:13:43.480 --> 00:13:46.280]  按著上帝的心意
[00:13:46.280 --> 00:13:49.240]  來走所有每一條的道路
[00:13:49.240 --> 00:13:51.600]  這是一個真真正正
[00:13:51.600 --> 00:13:54.840]  上帝喜歡的禮物
[00:13:54.840 --> 00:13:57.640]  同樣都是陶樹博士
[00:13:57.640 --> 00:14:00.520]  他在他那個敬拜的真諦裡面
[00:14:00.520 --> 00:14:01.960]  來去指出
[00:14:01.960 --> 00:14:05.600]  他說星期一就要到教會來去崇拜
[00:14:05.600 --> 00:14:08.960]  星期一到星期六
[00:14:08.960 --> 00:14:12.440]  又怎麼樣來去崇拜呢?
[00:14:12.440 --> 00:14:15.480]  我們知道崇拜或者敬拜
[00:14:15.480 --> 00:14:17.640]  就是藉著這個詩歌
[00:14:17.640 --> 00:14:18.880]  藉著祈禱
[00:14:18.880 --> 00:14:21.120]  藉著這個奉獻
[00:14:21.120 --> 00:14:24.600]  藉著專心來聆聽上帝的話
[00:14:24.600 --> 00:14:28.920]  來表達我們對祂那份的尊崇
[00:14:28.920 --> 00:14:32.840]  表達我們愛上帝的
[00:14:32.840 --> 00:14:37.520]  但是星期一到星期六
[00:14:37.520 --> 00:14:38.920]  陶樹博士就說
[00:14:38.920 --> 00:14:43.680]  指出其實我們每時每刻
[00:14:43.680 --> 00:14:48.400]  都應該是一個生命的崇拜
[00:14:48.400 --> 00:14:50.400]  是我們所說的
[00:14:50.400 --> 00:14:51.920]  我們所行的
[00:14:51.920 --> 00:14:55.440]  我們所思、所想
[00:14:55.440 --> 00:15:00.360]  我們都要合乎上帝的心意
[00:15:00.360 --> 00:15:05.120]  合乎上帝所教導我們的那條路來去走
[00:15:05.120 --> 00:15:06.720]  所以我們就要去想了
[00:15:06.720 --> 00:15:10.800]  如果當我們說我們要稱頌上帝的時候
[00:15:10.800 --> 00:15:13.480]  我們要將最好的東西
[00:15:13.480 --> 00:15:15.840]  給過上帝的時候
[00:15:15.840 --> 00:15:17.160]  我們就要想一下
[00:15:17.160 --> 00:15:18.920]  我們所做的一切
[00:15:18.920 --> 00:15:21.800]  我們生活裏所表達出來的
[00:15:21.800 --> 00:15:25.680]  我們能不能夠去彰顯上帝的美善
[00:15:25.680 --> 00:15:27.640]  彰顯祂的平安
[00:15:27.640 --> 00:15:30.200]  彰顯祂的能力呢?
[00:15:33.600 --> 00:15:39.280]  最後一方面我們看心的感恩
[00:15:39.280 --> 00:15:40.760]  在第二節裏面
[00:15:40.760 --> 00:15:42.360]  祂向我們心說
[00:15:42.360 --> 00:15:45.520]  你要稱頌耶和華
[00:15:45.520 --> 00:15:48.520]  上帝要我們將最好的
[00:15:48.520 --> 00:15:52.920]  最好的東西來去給過祂
[00:15:52.920 --> 00:15:54.320]  這個最好的
[00:15:54.320 --> 00:16:00.080]  就是這個在我們能力所做的範圍裏面
[00:16:00.080 --> 00:16:02.800]  我們擺上最好
[00:16:02.800 --> 00:16:05.160]  在我們能力範圍裏面
[00:16:05.160 --> 00:16:07.960]  來去做到最好
[00:16:07.960 --> 00:16:10.040]  稱頌我們的心智
[00:16:10.040 --> 00:16:13.560]  稱頌我們的精神狀態
[00:16:13.560 --> 00:16:15.680]  稱頌我們一些的恩慈
[00:16:15.680 --> 00:16:18.000]  我們的歌聲
[00:16:18.000 --> 00:16:19.760]  但是每個人
[00:16:19.760 --> 00:16:22.520]  每間教會的程度都不同的
[00:16:22.520 --> 00:16:24.640]  所以不需要和別人比較
[00:16:24.640 --> 00:16:31.960]  最重要的是要求自己不斷地進步
[00:16:31.960 --> 00:16:35.040]  為甚麼我們要對上帝這樣呢?
[00:16:35.040 --> 00:16:37.080]  我們要用心地去稱頌祂
[00:16:37.080 --> 00:16:39.200]  我們要稱頌祂
[00:16:39.200 --> 00:16:41.000]  大衛繼續說
[00:16:41.000 --> 00:16:49.840]  「不可忘記他的一切恩惠」
[00:16:49.840 --> 00:16:51.480]  保羅都教導我們
[00:16:51.480 --> 00:16:55.800]  要凡事謝恩
[00:16:55.800 --> 00:16:57.600]  大衛經歷過
[00:16:57.600 --> 00:17:00.120]  在屬靈的層面上
[00:17:00.120 --> 00:17:03.880]  他經歷過上帝對他的赦免
[00:17:03.880 --> 00:17:04.960]  首先的時候
[00:17:04.960 --> 00:17:09.200]  他和別人的妻子
[00:17:09.200 --> 00:17:10.800]  這個拔絲巴
[00:17:10.800 --> 00:17:14.080]  和別人的妻子犯了姦淫
[00:17:14.080 --> 00:17:16.680]  上帝就去懲罰他
[00:17:16.680 --> 00:17:21.000]  使得他因為姦淫而生的兒子死亡
[00:17:21.000 --> 00:17:23.120]  上帝懲罰他
[00:17:23.120 --> 00:17:24.320]  第二方面
[00:17:24.320 --> 00:17:26.560]  就是他在這個驕傲
[00:17:26.560 --> 00:17:29.520]  稍為這個國家平定了
[00:17:29.520 --> 00:17:30.600]  他就想想
[00:17:30.600 --> 00:17:32.880]  數點一下我有多少人力
[00:17:32.880 --> 00:17:34.520]  有多少軍力
[00:17:34.520 --> 00:17:37.080]  我自己有多厲害
[00:17:37.080 --> 00:17:39.760]  當他這麼驕傲的時候
[00:17:39.760 --> 00:17:44.320]  上帝就將這個瘟疫淋到他們整個民族
[00:17:44.320 --> 00:17:46.520]  結果在一兩天裡面
[00:17:46.520 --> 00:17:49.680]  死了七萬人
[00:17:49.680 --> 00:17:52.040]  但上帝是有憐憫的神
[00:17:52.040 --> 00:17:56.000]  何時大衛一回轉回上帝的面前
[00:17:56.000 --> 00:17:58.440]  他就赦免
[00:17:58.440 --> 00:18:01.480]  因為大衛在他人生當中
[00:18:01.480 --> 00:18:05.120]  深深的經歷了
[00:18:05.120 --> 00:18:09.200]  他也經歷過上帝對他的醫治
[00:18:09.200 --> 00:18:11.520]  無論在這個疾病上
[00:18:11.520 --> 00:18:14.680]  在整個心態上
[00:18:14.680 --> 00:18:17.440]  我相信在他人生裡面
[00:18:17.440 --> 00:18:19.360]  雖然是皇帝
[00:18:19.360 --> 00:18:23.080]  但在做皇帝之前又被素羅一路追殺
[00:18:23.080 --> 00:18:24.320]  做了皇帝
[00:18:24.320 --> 00:18:27.840]  又被自己的兒子叛亂
[00:18:27.840 --> 00:18:30.360]  整個生命裡面
[00:18:30.360 --> 00:18:37.360]  他心理上真的有很多很多的滋味在滲透
[00:18:37.360 --> 00:18:40.960]  在整個被追殺、被叛亂的時候
[00:18:40.960 --> 00:18:43.960]  他也經歷過很多時候很危險的
[00:18:43.960 --> 00:18:47.040]  但是上帝救贖他的命
[00:18:47.040 --> 00:18:48.960]  脫離死亡
[00:18:48.960 --> 00:18:55.440]  並且以仁愛和慈悲為我們的冠冕
[00:18:55.440 --> 00:18:57.160]  大衛經歷的
[00:18:57.160 --> 00:19:02.320]  不僅在逃命上得到平安
[00:19:02.320 --> 00:19:05.240]  他也經歷到在他人生裡面
[00:19:05.240 --> 00:19:07.360]  上帝給他很多的恩典
[00:19:07.360 --> 00:19:09.080]  不僅是大衛
[00:19:09.080 --> 00:19:11.360]  就算我們也是
[00:19:11.360 --> 00:19:14.600]  上帝給我們很多的恩典
[00:19:14.600 --> 00:19:18.480]  他給我們有不同的恩賜
[00:19:18.480 --> 00:19:23.560]  以仁愛、慈悲為你的冠冕
[00:19:23.560 --> 00:19:27.600]  就是講到上帝會滿足我們每一個人
[00:19:27.600 --> 00:19:32.040]  身心靈的需要
[00:19:32.040 --> 00:19:34.080]  上帝給我們不同的人
[00:19:34.080 --> 00:19:35.640]  有不同的恩賜
[00:19:35.640 --> 00:19:37.240]  有人運動很厲害
[00:19:37.240 --> 00:19:39.000]  有人彈琴很厲害
