
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹早晨,主對面平安
[00:03:27.000 --> 00:03:31.000]  那有什麼用?她告訴我,其實是讓我去到知道
[00:03:31.000 --> 00:03:35.000]  她是一個怎樣的人,她是怎樣去生活的
[00:03:35.000 --> 00:03:39.000]  這個成為了我人生的一個路標,我學會了一些東西
[00:03:39.000 --> 00:03:43.000]  然後在我生命裡面是有一些影響的
[00:03:43.000 --> 00:03:48.000]  有一次我和我女朋友逛書室,和女朋友逛街
[00:03:48.000 --> 00:03:52.000]  你的集中力當然是在女朋友身上,是不是?
[00:03:52.000 --> 00:03:56.000]  於是選到一整手東西,一直顧著在那裡聊天的時候
[00:03:56.000 --> 00:04:00.000]  聊著聊著就走了出去,走了幾條街
[00:04:00.000 --> 00:04:03.000]  然後才發覺,咦,一整手都是東西,這是什麼?
[00:04:03.000 --> 00:04:06.000]  剛才拿了沒有給錢,那沒有給錢又怎樣?
[00:04:06.000 --> 00:04:09.000]  又沒有人追出來,沒有人發現,那就是沒事了
[00:04:09.000 --> 00:04:13.000]  而且不是很多,不是很貴的東西,那些書籤,那些小東西
[00:04:13.000 --> 00:04:17.000]  但是我的第一個反應就是,回頭去給錢
[00:04:17.000 --> 00:04:21.000]  去到跟別人說,對不起,我沒有給錢,忘記給錢走過去
[00:04:21.000 --> 00:04:24.000]  然後別人又跟我說,對不起,我忘記收你錢
[00:04:24.000 --> 00:04:28.000]  大家很幽默地去處理了這件事
[00:04:28.000 --> 00:04:33.000]  其實這些我會發覺是一個人生裡面的一些路標
[00:04:33.000 --> 00:04:39.000]  當然不會說我去到我的時代,突然間我又拿了一個算盤
[00:04:39.000 --> 00:04:42.000]  你不會說有些東西是完全重複了
[00:04:42.000 --> 00:04:45.000]  但是當有類似的事情發生的時候
[00:04:45.000 --> 00:04:49.000]  這些故事就在你生命裡面產生了一些果效
[00:04:49.000 --> 00:04:51.000]  就讓我跟隨了我媽媽的腳踪
[00:04:51.000 --> 00:04:56.000]  我成為了一個誠實的人,我會去到給錢
[00:04:56.000 --> 00:05:00.000]  所以說其實故事是可以承載很多東西
[00:05:00.000 --> 00:05:05.000]  承載的訊息是多於你去找口說
[00:05:05.000 --> 00:05:09.000]  我教小朋友的時候,你跟他說你要做一個誠實的人
[00:05:09.000 --> 00:05:11.000]  你要做一個乖的小朋友
[00:05:11.000 --> 00:05:16.000]  小朋友哪知道你說什麼,什麼叫乖的小朋友,什麼叫誠實
[00:05:16.000 --> 00:05:20.000]  你要透過一個故事去到承載那個訊息
[00:05:20.000 --> 00:05:22.000]  你跟他說誠實,他不知道是什麼
[00:05:22.000 --> 00:05:24.000]  你跟他說狼來了,他就知道了
[00:05:24.000 --> 00:05:28.000]  你跟他說狼來了,他就知道原來這樣就是不誠實
[00:05:28.000 --> 00:05:30.000]  會有什麼後果
[00:05:30.000 --> 00:05:34.000]  所以故事其實是一個平鋪直敘去到說一些東西
[00:05:34.000 --> 00:05:37.000]  用故事承載你要的訊息
[00:05:37.000 --> 00:05:40.000]  你去到讓那個故事入心
[00:05:40.000 --> 00:05:43.000]  所以很鼓勵大家你要多點去分享故事
[00:05:43.000 --> 00:05:48.000]  分享故事不是說只是大人要跟小朋友分享
[00:05:48.000 --> 00:05:53.000]  其實彼此之間我們是可以去分享我們生命裡面的故事
[00:05:53.000 --> 00:05:56.000]  事實上耶穌都經常用故事
[00:05:56.000 --> 00:05:59.000]  他教的門徒都已經是大人了
[00:05:59.000 --> 00:06:03.000]  一樣可以用故事去承載一個訊息去告訴他
[00:06:03.000 --> 00:06:07.000]  所以大家多點去到跟你身邊的人分享故事
[00:06:07.000 --> 00:06:10.000]  不過我也要提一提父母
[00:06:10.000 --> 00:06:14.000]  分享你的故事不是藉故去教訓他們
[00:06:14.000 --> 00:06:17.000]  不是藉故說我好像你這麼大的時候
[00:06:17.000 --> 00:06:19.000]  我已經出去做事幫補家計了
[00:06:19.000 --> 00:06:21.000]  你躺在沙發那裡
[00:06:21.000 --> 00:06:25.000]  不是乘機用你的生命的經歷去教訓他
[00:06:25.000 --> 00:06:29.000]  而是去分享一些曾經發生過在你身上的事情
[00:06:29.000 --> 00:06:33.000]  好讓他能夠明白一些道理
[00:06:33.000 --> 00:06:36.000]  我又繼續講故事
[00:06:36.000 --> 00:06:38.000]  這次就講關於我兒子
[00:06:38.000 --> 00:06:40.000]  我變成大人了
[00:06:40.000 --> 00:06:42.000]  我生了個兒子
[00:06:42.000 --> 00:06:44.000]  那時候他K3
[00:06:44.000 --> 00:06:46.000]  我就帶著他上學
[00:06:46.000 --> 00:06:48.000]  我經常都遲到
[00:06:48.000 --> 00:06:50.000]  帶小朋友上學要很早的
[00:06:50.000 --> 00:06:51.000]  幼稚園
[00:06:51.000 --> 00:06:54.000]  趕著上學拖著他走的時候
[00:06:54.000 --> 00:06:58.000]  看到前面街市那裡有個婆婆
[00:06:58.000 --> 00:07:03.000]  她在垃圾堆前面彎腰在做這個動作
[00:07:03.000 --> 00:07:05.000]  在做什麼呢?你猜她在做什麼?
[00:07:05.000 --> 00:07:11.000]  她在垃圾堆裡撿一些沒那麼爛的水果來吃
[00:07:11.000 --> 00:07:13.000]  是一些黃皮
[00:07:13.000 --> 00:07:17.000]  摘一粒,捽了一粒肉,然後扔掉
[00:07:17.000 --> 00:07:19.000]  那堆真的很噁心
[00:07:19.000 --> 00:07:24.000]  有些豬肥膏,爛的菜,垃圾在裡面撿
[00:07:24.000 --> 00:07:28.000]  在這個時候我兒子問婆婆在做什麼?
[00:07:28.000 --> 00:07:31.000]  你是家長你怎麼回答呢?
[00:07:31.000 --> 00:07:33.000]  婆婆在做什麼?
[00:07:33.000 --> 00:07:36.000]  我告訴他,婆婆可能很窮
[00:07:36.000 --> 00:07:39.000]  所以在垃圾堆裡撿一些東西吃
[00:07:39.000 --> 00:07:41.000]  好了,講完了
[00:07:41.000 --> 00:07:43.000]  是不是事情結束了?
[00:07:43.000 --> 00:07:45.000]  你怎麼可以…
[00:07:45.000 --> 00:07:48.000]  我心裡覺得還沒結束,你不可以就這樣算了
[00:07:48.000 --> 00:07:50.000]  於是我就跟他說
[00:07:50.000 --> 00:07:53.000]  我們不如買一些水果請婆婆吃
[00:07:53.000 --> 00:07:56.000]  就跟他去了街市買水果
[00:07:56.000 --> 00:08:00.000]  又跟他想,婆婆可能沒牙齒
[00:08:00.000 --> 00:08:03.000]  我們要買一些軟一點的,買香蕉
[00:08:03.000 --> 00:08:07.000]  我當然不會買那些香引提子
[00:08:07.000 --> 00:08:09.000]  那麼貴
[00:08:09.000 --> 00:08:12.000]  我認為我可以負擔得到
[00:08:12.000 --> 00:08:14.000]  而且婆婆是可以吃的
[00:08:14.000 --> 00:08:16.000]  蘋果那些我又怕她咬不到
[00:08:16.000 --> 00:08:20.000]  所以就選了香蕉,然後帶回兒子去送給婆婆
[00:08:20.000 --> 00:08:26.000]  這件事其實對我兒子來說是印象很深刻的
[00:08:26.000 --> 00:08:28.000]  我偶爾問他,他是記得的
[00:08:28.000 --> 00:08:32.000]  問他記不記得那次送一些東西給婆婆,他是記得的
[00:08:32.000 --> 00:08:36.000]  當然有時候他不記得,我就要重述一次那個故事
[00:08:36.000 --> 00:08:39.000]  讓他知道一些道理
[00:08:39.000 --> 00:08:42.000]  對他來說有什麼影響呢?
[00:08:42.000 --> 00:08:45.000]  有很多人都認識我兒子
[00:08:45.000 --> 00:08:48.000]  我都可以很自豪地說我兒子真的很乖
[00:08:48.000 --> 00:08:51.000]  我覺得是真的
[00:08:51.000 --> 00:08:55.000]  其實你不是跟他說你要乖一點,他就會乖
[00:08:55.000 --> 00:08:59.000]  你是要透過你人生的一些經歷
[00:08:59.000 --> 00:09:03.000]  或者你親自帶領他去做一些事情,去讓他入心
[00:09:03.000 --> 00:09:05.000]  他真的很乖,乖到一個地步
[00:09:05.000 --> 00:09:07.000]  有一次我跟他去廁所
[00:09:07.000 --> 00:09:11.000]  然後去完廁所,看到有位伯伯拿著袋子進來廁所
[00:09:11.000 --> 00:09:14.000]  他就跟伯伯說,伯伯我幫你拿著
[00:09:14.000 --> 00:09:17.000]  伯伯就站在旁邊等伯伯去廁所
[00:09:17.000 --> 00:09:20.000]  我跟他說,伯伯你不用站這麼近
[00:09:20.000 --> 00:09:24.000]  但是他很乖,乖到一個地步
[00:09:24.000 --> 00:09:26.000]  我都有點驚訝
[00:09:26.000 --> 00:09:30.000]  這些事情不是你跟他說你要這樣做就這樣做
[00:09:30.000 --> 00:09:34.000]  一定是透過一些故事,透過一些你的經歷
[00:09:34.000 --> 00:09:38.000]  去讓他明白一些做人的道理
[00:09:38.000 --> 00:09:42.000]  其實我們成年人一樣,我們要透過不同的故事
[00:09:42.000 --> 00:09:45.000]  我們去學習,我們去看
[00:09:45.000 --> 00:09:48.000]  聖經裡面記載很多很古老的故事
[00:09:48.000 --> 00:09:53.000]  那些很舊的故事,有些人會問幾千年前那些以色列人
[00:09:53.000 --> 00:09:55.000]  他們發生的事情關我什麼事
[00:09:55.000 --> 00:09:58.000]  那些是古代人
[00:09:58.000 --> 00:10:02.000]  他們那個時代的事情這麼舊,關我什麼事呢?
[00:10:02.000 --> 00:10:04.000]  有什麼教訓可以吸收呢?
[00:10:04.000 --> 00:10:07.000]  不是的,其實是很重要的
[00:10:07.000 --> 00:10:09.000]  有些人很輕視舊約
[00:10:09.000 --> 00:10:12.000]  在聖經的正典還沒定型的時候
[00:10:12.000 --> 00:10:16.000]  有人鼓吹過我們要新約就行,我們要耶穌就行
[00:10:16.000 --> 00:10:19.000]  那些不合時候的,不要他
[00:10:19.000 --> 00:10:21.000]  但其實不是
[00:10:21.000 --> 00:10:25.000]  那些前人的經驗對於我們來說是很重要
[00:10:25.000 --> 00:10:29.000]  那些前人的經驗對於我們來說是教導我們
[00:10:29.000 --> 00:10:31.000]  我們如何面對試探,我們如何面對
[00:10:31.000 --> 00:10:34.000]  好像以色列人一樣,面對困難,面對試探的時候
[00:10:34.000 --> 00:10:37.000]  我們如何跟隨上帝的腳踪
[00:10:37.000 --> 00:10:40.000]  我們如何去做,我們不用再失腳一次
[00:10:40.000 --> 00:10:43.000]  我們不用再跌一次,我們透過別人的經驗
[00:10:43.000 --> 00:10:48.000]  我們可以吸收到一些經驗去幫助我們成長
[00:10:48.000 --> 00:10:50.000]  那我又再講一個故事
[00:10:50.000 --> 00:10:52.000]  我帶兒子去超級市場的時候
[00:10:52.000 --> 00:10:56.000]  看到那些日清意麵,知不知道那是日清意麵呢?
[00:10:56.000 --> 00:11:00.000]  有隻雞印在上面的,不用煮的,煮滾水就可以吃的
[00:11:00.000 --> 00:11:02.000]  那些日清意麵都挺好吃的
[00:11:02.000 --> 00:11:04.000]  我就跟他說,我告訴他
[00:11:04.000 --> 00:11:07.000]  我試過吃了一個星期的日清意麵
[00:11:07.000 --> 00:11:09.000]  一天三餐都是吃日清意麵
[00:11:09.000 --> 00:11:12.000]  但其實不是我想的,不是因為好吃
[00:11:12.000 --> 00:11:16.000]  話說那時候我家人是很喜歡回大陸的
[00:11:16.000 --> 00:11:20.000]  很喜歡回鄉下,不是日本
[00:11:20.000 --> 00:11:24.000]  回鄉下去大陸住,一住一個星期
[00:11:24.000 --> 00:11:27.000]  那時候很悶,已經沒有手機,沒有WIFI
[00:11:27.000 --> 00:11:32.000]  去到那裡,外面全部都是草,田,牛就有幾隻
[00:11:32.000 --> 00:11:34.000]  最多就是新年回去玩炸牛屎
[00:11:34.000 --> 00:11:36.000]  不知道有沒有試過,找炮仗炸牛屎
[00:11:36.000 --> 00:11:38.000]  但是是很悶的
[00:11:38.000 --> 00:11:41.000]  小時候你不能出聲
[00:11:41.000 --> 00:11:44.000]  長大了,長大就不同說法了
[00:11:44.000 --> 00:11:46.000]  死都不肯去
[00:11:46.000 --> 00:11:48.000]  死都不肯去那怎麼辦呢?
[00:11:48.000 --> 00:11:51.000]  我家人就給了我一個星期的飯錢
[00:11:51.000 --> 00:11:54.000]  就叫我自己搞定
[00:11:54.000 --> 00:11:56.000]  於是就回了鄉下
[00:11:56.000 --> 00:11:58.000]  有錢身癢
[00:11:58.000 --> 00:12:02.000]  我一下子就買了我想要的模型
[00:12:02.000 --> 00:12:06.000]  和一個星期份量的日清意麵
[00:12:06.000 --> 00:12:08.000]  那怎麼辦呢?
[00:12:08.000 --> 00:12:10.000]  第一天我就把模型都組裝好
[00:12:10.000 --> 00:12:12.000]  然後開始吃日清意麵
[00:12:12.000 --> 00:12:14.000]  吃了三天我開始後悔了
[00:12:14.000 --> 00:12:16.000]  開始受不了了
[00:12:16.000 --> 00:12:18.000]  早知道就多買一排雞蛋
[00:12:18.000 --> 00:12:20.000]  就是這樣
[00:12:20.000 --> 00:12:23.000]  但是沒辦法,家人不在
[00:12:23.000 --> 00:12:26.000]  那你被迫要繼續吃,就吃了一個星期的日清意麵
[00:12:26.000 --> 00:12:30.000]  這個我告訴我兒子
[00:12:30.000 --> 00:12:34.000]  這件事其實對我有些影響
[00:12:34.000 --> 00:12:36.000]  我現在很孤寒
[00:12:36.000 --> 00:12:38.000]  我很孤寒的一個人
[00:12:38.000 --> 00:12:40.000]  因為很怕,不敢月頭花光錢
[00:12:40.000 --> 00:12:42.000]  很怕要吃日清意麵
[00:12:42.000 --> 00:12:45.000]  但是這個幫助他什麼呢?
[00:12:45.000 --> 00:12:49.000]  幫他認識到爸爸曾經犯過的錯
[00:12:49.000 --> 00:12:51.000]  我現在會給零用錢給兒子
[00:12:51.000 --> 00:12:54.000]  我都會教他很小心地用
[00:12:54.000 --> 00:12:56.000]  你自己好好地分配
[00:12:56.000 --> 00:12:58.000]  不要一次過用完
[00:12:58.000 --> 00:13:00.000]  你要按著你的需要
[00:13:00.000 --> 00:13:02.000]  你想想如果你花光了錢會怎樣
[00:13:02.000 --> 00:13:04.000]  這些是透過一些故事
[00:13:04.000 --> 00:13:06.000]  爸爸曾經失敗過的經驗
[00:13:06.000 --> 00:13:10.000]  去讓他有所成長
[00:13:10.000 --> 00:13:13.000]  所以我覺得有時候和別人分享自己做錯的事
[00:13:13.000 --> 00:13:15.000]  是可以的
[00:13:15.000 --> 00:13:18.000]  沒有人是24小時都英明神武的
[00:13:18.000 --> 00:13:20.000]  你一定是做錯過的
[00:13:20.000 --> 00:13:22.000]  你一定有做錯過的事
[00:13:22.000 --> 00:13:26.000]  當然很多人是不喜歡將自己的黑歷史說出來的
[00:13:26.000 --> 00:13:30.000]  但是你講出來其實是讓人去學習
[00:13:30.000 --> 00:13:32.000]  不要犯同一個錯
[00:13:32.000 --> 00:13:37.000]  不需要他在同一個坑裡卡住
[00:13:37.000 --> 00:13:39.000]  你讓他懂得避開
[00:13:39.000 --> 00:13:41.000]  我覺得這件事是很重要的
[00:13:41.000 --> 00:13:43.000]  大家有沒有想過聖經裡面其實很多人物
[00:13:43.000 --> 00:13:45.000]  他們是做錯過很多事的
[00:13:45.000 --> 00:13:47.000]  很壞的
[00:13:47.000 --> 00:13:49.000]  譬如說阿伯拉罕
[00:13:49.000 --> 00:13:52.000]  他經常說自己是壞老公
[00:13:52.000 --> 00:13:55.000]  說謊說不認自己的老婆是他的妹妹
[00:13:55.000 --> 00:13:57.000]  結果老婆被人搶了
[00:13:57.000 --> 00:13:59.000]  還要兩次
[00:13:59.000 --> 00:14:01.000]  我那天說的時候有個姐妹很大反應
[00:14:01.000 --> 00:14:03.000]  兩次啊
[00:14:03.000 --> 00:14:05.000]  證明了姐妹很生氣
[00:14:05.000 --> 00:14:07.000]  他的兒子也是這樣
[00:14:07.000 --> 00:14:09.000]  說過同一個謊話
[00:14:09.000 --> 00:14:11.000]  還有摩西
[00:14:11.000 --> 00:14:13.000]  摩西是殺人犯
[00:14:13.000 --> 00:14:15.000]  逃犯
[00:14:15.000 --> 00:14:17.000]  大胃王
[00:14:17.000 --> 00:14:19.000]  搶人老婆殺人老公
[00:14:19.000 --> 00:14:23.000]  這麼壞的事記在聖經裡面
[00:14:23.000 --> 00:14:25.000]  這麼醜的事為什麼要記在
[00:14:25.000 --> 00:14:27.000]  為什麼不刪除
[00:14:27.000 --> 00:14:29.000]  刪除了聖經就很好看
[00:14:29.000 --> 00:14:31.000]  但是問題就是
[00:14:31.000 --> 00:14:34.000]  如果我們沒有看過這些故事
[00:14:34.000 --> 00:14:37.000]  我們不能夠從他們身上去吸取經驗
[00:14:37.000 --> 00:14:39.000]  最基本的
[00:14:39.000 --> 00:14:41.000]  起碼我們知道不要這樣
[00:14:41.000 --> 00:14:43.000]  另外就是我們明白
[00:14:43.000 --> 00:14:45.000]  原來上帝的恩典真的很大
[00:14:45.000 --> 00:14:47.000]  大到一個地步
[00:14:47.000 --> 00:14:49.000]  是這樣的人他依然去接納
[00:14:49.000 --> 00:14:51.000]  當他願意悔改的時候
[00:14:51.000 --> 00:14:55.000]  上帝依然接納這樣的罪人
[00:14:55.000 --> 00:14:57.000]  正因為這些故事我們才知道
[00:14:57.000 --> 00:14:59.000]  上帝有多偉大
[00:14:59.000 --> 00:15:01.000]  他的恩典有多大
[00:15:01.000 --> 00:15:03.000]  甚至上帝犧牲自己的獨生子
[00:15:03.000 --> 00:15:05.000]  去拯救我們
[00:15:05.000 --> 00:15:09.000]  回到我們今天的經文
[00:15:09.000 --> 00:15:11.000]  其實我今天的經文
[00:15:11.000 --> 00:15:13.000]  好像說了這麼久
[00:15:13.000 --> 00:15:15.000]  沒有什麼關係
[00:15:15.000 --> 00:15:17.000]  只不過我想告訴大家
[00:15:17.000 --> 00:15:19.000]  其實聖經裡面所說的東西
[00:15:19.000 --> 00:15:21.000]  都是為了我們好
[00:15:21.000 --> 00:15:23.000]  上帝為了我們好的緣故
[00:15:23.000 --> 00:15:25.000]  他記得
[00:15:25.000 --> 00:15:27.000]  他寫下
[00:15:27.000 --> 00:15:29.000]  他願意我們去學習
[00:15:29.000 --> 00:15:31.000]  所有事情都是為了我們好處而去完成
[00:15:31.000 --> 00:15:33.000]  因此我們應該要去到
[00:15:33.000 --> 00:15:35.000]  很好的學習聖經
[00:15:35.000 --> 00:15:37.000]  去看聖經裡面的故事
[00:15:37.000 --> 00:15:39.000]  但是其實看故事
[00:15:39.000 --> 00:15:41.000]  也有一些要學習
[00:15:41.000 --> 00:15:43.000]  幾個層次
[00:15:43.000 --> 00:15:47.000]  我覺得看故事也好
[00:15:47.000 --> 00:15:49.000]  看聖經故事也好
[00:15:49.000 --> 00:15:51.000]  甚至看電影看影評
[00:15:51.000 --> 00:15:53.000]  我覺得都是適合的
[00:15:53.000 --> 00:15:55.000]  你看故事其實是要
[00:15:55.000 --> 00:15:57.000]  有三個層次
[00:15:57.000 --> 00:15:59.000]  最表面的層次是什麼呢
[00:15:59.000 --> 00:16:01.000]  就是看表層所要表達的
[00:16:01.000 --> 00:16:03.000]  舉個例子
[00:16:03.000 --> 00:16:05.000]  我們說一個故事說狼來了
[00:16:05.000 --> 00:16:07.000]  狼來了的意思是說什麼
[00:16:07.000 --> 00:16:09.000]  要誠實
[00:16:09.000 --> 00:16:11.000]  有一個表層的故事就完成了
[00:16:11.000 --> 00:16:13.000]  然後兒童主入學
[00:16:13.000 --> 00:16:15.000]  都是這樣的進度
[00:16:15.000 --> 00:16:17.000]  說薩戈的故事
[00:16:17.000 --> 00:16:19.000]  瑞利薩戈
[00:16:19.000 --> 00:16:21.000]  記得瑞利薩戈是誰嗎
[00:16:21.000 --> 00:16:23.000]  很矮的爬上樹上
[00:16:23.000 --> 00:16:25.000]  然後他見到耶穌
[00:16:25.000 --> 00:16:27.000]  接待他的時候
[00:16:27.000 --> 00:16:29.000]  他就說我要
[00:16:29.000 --> 00:16:31.000]  把財產捐一半給窮人
[00:16:31.000 --> 00:16:33.000]  然後我騙了誰
[00:16:33.000 --> 00:16:35.000]  我就給他四倍
[00:16:35.000 --> 00:16:37.000]  就是說什麼
[00:16:37.000 --> 00:16:39.000]  故事最表面那層
[00:16:39.000 --> 00:16:41.000]  做人要誠實
[00:16:41.000 --> 00:16:43.000]  耶穌喜愛誠實的人
[00:16:43.000 --> 00:16:45.000]  要做好事要捐錢
[00:16:45.000 --> 00:16:47.000]  但是
[00:16:47.000 --> 00:16:49.000]  這個就是表層
[00:16:49.000 --> 00:16:51.000]  另外我們看故事的時候
[00:16:51.000 --> 00:16:53.000]  其實如果大家記得
[00:16:53.000 --> 00:16:55.000]  或者可以重溫我在奸流
[00:16:55.000 --> 00:16:57.000]  講過兩次是關於
[00:16:57.000 --> 00:16:59.000]  耶穌
[00:16:59.000 --> 00:17:01.000]  責備門徒不讓小孩子進前
[00:17:01.000 --> 00:17:03.000]  和少年財主的故事
[00:17:03.000 --> 00:17:05.000]  這兩個故事
[00:17:05.000 --> 00:17:07.000]  如果在說耶穌
[00:17:07.000 --> 00:17:09.000]  責備門徒不讓小孩子進前
[00:17:09.000 --> 00:17:11.000]  這個故事是在說什麼
[00:17:11.000 --> 00:17:13.000]  表面那層
[00:17:13.000 --> 00:17:15.000]  耶穌愛小孩子
[00:17:15.000 --> 00:17:17.000]  是不是 耶穌愛小孩子
[00:17:17.000 --> 00:17:19.000]  就結束了
[00:17:19.000 --> 00:17:21.000]  兒童主義學那裡就可以散會了
[00:17:21.000 --> 00:17:23.000]  少年財主的故事
[00:17:23.000 --> 00:17:25.000]  記不記得是什麼
[00:17:25.000 --> 00:17:27.000]  少年財主的故事
[00:17:27.000 --> 00:17:29.000]  少年財主他跑去
[00:17:29.000 --> 00:17:31.000]  耶穌面前跪下問他
[00:17:31.000 --> 00:17:33.000]  我怎樣可以進入天國
[00:17:33.000 --> 00:17:35.000]  耶穌就叫他
[00:17:35.000 --> 00:17:37.000]  變賣所有財產跟從我
[00:17:37.000 --> 00:17:39.000]  然後他悠悠愁愁地走了
[00:17:39.000 --> 00:17:41.000]  耶穌就說
[00:17:41.000 --> 00:17:43.000]  有錢人進天國比
[00:17:43.000 --> 00:17:45.000]  下陀個針眼更難
[00:17:45.000 --> 00:17:47.000]  是不是
[00:17:47.000 --> 00:17:49.000]  表層的故事就說
[00:17:49.000 --> 00:17:51.000]  原來有錢人進天國很難
[00:17:51.000 --> 00:17:53.000]  再講深一點就是
[00:17:53.000 --> 00:17:55.000]  你要捐錢
[00:17:55.000 --> 00:17:57.000]  做善事不要貪財
[00:17:57.000 --> 00:17:59.000]  不過
[00:17:59.000 --> 00:18:01.000]  我們再看第二點就是
[00:18:01.000 --> 00:18:05.000]  這個故事應該在更加大的脈絡底下去看
[00:18:05.000 --> 00:18:07.000]  記得聽回那兩堂課
[00:18:07.000 --> 00:18:09.000]  其實
[00:18:09.000 --> 00:18:11.000]  小朋友和少年的官
[00:18:11.000 --> 00:18:13.000]  在其他福音書裡面
[00:18:13.000 --> 00:18:15.000]  都是連著去講
[00:18:15.000 --> 00:18:17.000]  小朋友是被拒絕
[00:18:17.000 --> 00:18:19.000]  小朋友是無權無勢
[00:18:19.000 --> 00:18:21.000]  是被阻擋的
[00:18:21.000 --> 00:18:23.000]  但是耶穌說進天國的
[00:18:23.000 --> 00:18:25.000]  就是好像這些小孩子
[00:18:25.000 --> 00:18:27.000]  相反少年財主有權有勢有錢
[00:18:27.000 --> 00:18:29.000]  衝去耶穌面前跪下
[00:18:29.000 --> 00:18:31.000]  這麼大動作都沒有人阻擋
[00:18:31.000 --> 00:18:33.000]  但是耶穌叫他
[00:18:33.000 --> 00:18:35.000]  你要捐財產
[00:18:35.000 --> 00:18:37.000]  他就悠悠愁愁走了
[00:18:37.000 --> 00:18:39.000]  進天國的不是這些人
[00:18:39.000 --> 00:18:41.000]  兩件事是比較
[00:18:41.000 --> 00:18:43.000]  小孩子和財主
[00:18:43.000 --> 00:18:45.000]  有錢和無錢
[00:18:45.000 --> 00:18:47.000]  有權和無權
[00:18:47.000 --> 00:18:49.000]  被人阻擋和沒有人阻擋
