
[00:00:00.000 --> 00:00:03.920]  各位姐妹平安 感謝主
[00:03:59.460 --> 00:04:04.860]  上帝就吩咐他們去領這個如意節晚餐
[00:04:04.860 --> 00:04:07.460]  當時耶和華就吩咐他們
[00:04:07.460 --> 00:04:11.780]  腰間要束帶 腳上要穿鞋
[00:04:11.780 --> 00:04:15.540]  手中要拿杖 要快快地吃
[00:04:15.540 --> 00:04:20.180]  他說腰間要束帶 就是說綁好條腰帶
[00:04:20.180 --> 00:04:24.380]  就是說他一定要穿好整齊的衣服
[00:04:24.380 --> 00:04:27.540]  隨時準備出發
[00:04:27.540 --> 00:04:29.940]  就是說我們作為一個基督徒
[00:04:29.940 --> 00:04:34.020]  我們就要用真理做一條好像腰帶那樣
[00:04:34.020 --> 00:04:37.300]  隨時要來去出發
[00:04:37.300 --> 00:04:42.300]  這個真理就說到我們的耶穌基督
[00:04:42.300 --> 00:04:43.860]  祂的屬性
[00:04:43.860 --> 00:04:48.500]  祂是一位信實是可靠的
[00:04:48.500 --> 00:04:51.500]  祂一定不會背負自己的
[00:04:51.500 --> 00:04:56.460]  當我們信徒說我們用上帝的真理
[00:04:56.460 --> 00:05:00.060]  來作這個腰帶來穿著的時候
[00:05:00.060 --> 00:05:05.460]  就說到我們要有一個有誠信的品格
[00:05:05.460 --> 00:05:09.540]  我們不能夠走去欺騙人的
[00:05:09.540 --> 00:05:12.900]  我們要這樣來對付這個魔鬼
[00:05:12.900 --> 00:05:15.580]  魔鬼是怎樣的?最喜歡是怎樣的?
[00:05:15.580 --> 00:05:18.940]  聖經說他是說方知父
[00:05:18.940 --> 00:05:21.020]  他最喜歡說謊
[00:05:21.020 --> 00:05:25.220]  最喜歡說謊來騙信徒
[00:05:25.220 --> 00:05:29.580]  最喜歡去玩弄一些手段
[00:05:29.580 --> 00:05:31.900]  最喜歡告訴一些信徒
[00:05:31.900 --> 00:05:35.100]  你不行的 你沒有用的
[00:05:35.100 --> 00:05:38.980]  我最近有兩位師琴在曼堂
[00:05:38.980 --> 00:05:42.740]  他們都開始學習學習怎樣做師琴
[00:05:42.740 --> 00:05:45.940]  在一些茶經班裏面有幾位姐妹
[00:05:45.940 --> 00:05:49.940]  又輪流來學習怎樣帶茶經
[00:05:49.940 --> 00:05:51.740]  他們都分別告訴我
[00:05:51.740 --> 00:05:56.340]  每次出來彈琴或者帶茶經的時候
[00:05:56.340 --> 00:05:59.140]  總是有一把聲音告訴他們
[00:05:59.140 --> 00:06:01.660]  你不行的 你沒有用的
[00:06:01.660 --> 00:06:03.820]  你做來做甚麼呢?
[00:06:03.820 --> 00:06:06.940]  我相信很多侍奉的人都試過
[00:06:06.940 --> 00:06:08.500]  我記得我都說過
[00:06:08.500 --> 00:06:09.860]  我最初出來的時候
[00:06:09.860 --> 00:06:13.060]  我真的很害怕很害怕說到
[00:06:13.060 --> 00:06:16.420]  我記得其中一次
[00:06:16.420 --> 00:06:20.900]  就是我最初出來侍奉的時候
[00:06:20.900 --> 00:06:23.900]  我在教會的分堂 在大圍
[00:06:23.900 --> 00:06:26.660]  我一定要提早一個小時出門
[00:06:26.660 --> 00:06:29.700]  一定要克服我裏面的心境
[00:06:29.700 --> 00:06:33.860]  我經常都會有一種聲音告訴我自己
[00:06:33.860 --> 00:06:36.980]  你不行的 你說的那些都不是真理的
[00:06:36.980 --> 00:06:39.220]  你說的那些都不知道是甚麼
[00:06:39.220 --> 00:06:41.180]  沒有人會聽你的
[00:06:41.180 --> 00:06:45.060]  所以通常我會在九龍塘下火車
[00:06:45.060 --> 00:06:47.460]  然後在九龍塘一直走
[00:06:47.460 --> 00:06:49.740]  走半個小時 騎足一趟
[00:06:49.740 --> 00:06:53.460]  我才回到教會
[00:06:53.460 --> 00:06:54.780]  我只記得有一次
[00:06:54.780 --> 00:06:56.660]  那個壓力真的很大
[00:06:56.660 --> 00:06:57.980]  我做噩夢
[00:06:57.980 --> 00:07:00.980]  通常領唱的人你問他們都會的
[00:07:00.980 --> 00:07:02.900]  經常回來又發現
[00:07:02.900 --> 00:07:04.340]  哎呀 慘了 沒有帶詩譜
[00:07:04.340 --> 00:07:08.380]  甚至穿著睡衣回來領唱
[00:07:08.380 --> 00:07:10.540]  我一回到教會的時候
[00:07:10.540 --> 00:07:14.100]  我就看到我們那時候教會最流行的
[00:07:14.100 --> 00:07:16.340]  就是在外面洞一個牌子
[00:07:16.340 --> 00:07:19.540]  今天講完陳麗蟬姑娘
[00:07:19.540 --> 00:07:20.580]  我就好像看到
[00:07:20.580 --> 00:07:24.260]  那些人一看到今天講到陳麗蟬姑娘
[00:07:24.260 --> 00:07:28.500]  於是就說 哇 她講到走了
[00:07:28.500 --> 00:07:30.620]  很清楚那個夢境
[00:07:30.620 --> 00:07:35.020]  就是那些人個個就走去搭182巴士
[00:07:35.020 --> 00:07:39.020]  千萬不要留在大圍 要走
[00:07:39.020 --> 00:07:41.940]  那些人等不到182巴士
[00:07:41.940 --> 00:07:43.300]  個個人就走去
[00:07:43.300 --> 00:07:46.100]  寧願走出獅子山隧道
[00:07:46.100 --> 00:07:49.060]  都不停留在大圍
[00:07:49.060 --> 00:07:51.100]  哇 那隻魔鬼就不斷地來嚇你們
[00:07:51.100 --> 00:07:52.660]  最好就不要講了
[00:07:52.660 --> 00:07:56.820]  最好就不要做那麼多的事情
[00:07:56.820 --> 00:07:59.220]  但是在這裡保祿說
[00:07:59.220 --> 00:08:04.380]  我們要用真理來作大旨 蓄要
[00:08:04.380 --> 00:08:12.260]  我們要在真理上建立一個穩定的根基
[00:08:12.260 --> 00:08:18.660]  上帝是願意使用每一個願意被他使用的人
[00:08:18.660 --> 00:08:20.020]  除了這樣之外
[00:08:20.020 --> 00:08:24.860]  這個真理要用真理來作大旨 蓄要
[00:08:24.860 --> 00:08:28.260]  最好就講到我們要有一個誠信
[00:08:28.260 --> 00:08:31.380]  有一個真實的品格
[00:08:31.380 --> 00:08:38.100]  也都要將我們裡面要用真理來約束我們的心
[00:08:38.100 --> 00:08:44.340]  洗淨一切那些不誠實或者一些虛偽的動機
[00:08:44.340 --> 00:08:49.380]  我們千萬不要落在魔鬼一些虛嚇我們
[00:08:49.380 --> 00:08:56.500]  來講一些不真實的話來欺騙我們
[00:08:56.500 --> 00:09:03.300]  第二方面就要用公義作護心鏡 借控
[00:09:03.300 --> 00:09:08.740]  這個護心鏡就是用來保護我們的心臟
[00:09:08.740 --> 00:09:12.900]  就像一件保護衣一樣
[00:09:12.900 --> 00:09:17.140]  前後都包著我們
[00:09:17.140 --> 00:09:21.620]  這個公義就講到我們每一個信耶穌基督的人
[00:09:21.620 --> 00:09:24.300]  我們已經和耶穌基督聯合了
[00:09:24.300 --> 00:09:26.020]  我們被稱為義
[00:09:26.020 --> 00:09:31.700]  我們是一個蒙恩的義人
[00:09:31.700 --> 00:09:34.540]  但魔鬼最喜歡用什麼手段呢?
[00:09:34.540 --> 00:09:37.980]  它最喜歡來污衊人的心
[00:09:37.980 --> 00:09:43.220]  它最喜歡帶我們去到世俗的世界裡面
[00:09:43.220 --> 00:09:47.980]  去到一些追求物質、追求要美的地方
[00:09:47.980 --> 00:09:51.100]  走在一起的時候 特別是在團契
[00:09:51.100 --> 00:09:54.300]  在弟兄姊妹走在一起的時候 最好講什麼呢?
[00:09:54.300 --> 00:09:59.380]  最好就講一下買房子、買車或者怎樣去裝美
[00:09:59.380 --> 00:10:01.780]  怎樣去追求、怎樣去讀聖經呢?
[00:10:01.780 --> 00:10:05.540]  這些遲些再講
[00:10:05.540 --> 00:10:07.140]  所以我們要很小心
[00:10:07.140 --> 00:10:10.940]  當我們一群信徒聚集在一起的時候
[00:10:10.940 --> 00:10:13.300]  我們所講的是不是一些
[00:10:13.300 --> 00:10:15.620]  真的叫我們在靈性裡面
[00:10:15.620 --> 00:10:19.620]  能夠彼此勉勵的一些說話
[00:10:19.620 --> 00:10:26.980]  我們千萬不要落入一些物質世界的陷阱當中
[00:10:26.980 --> 00:10:32.940]  並且這個公義是要我們有一個乾淨的心
[00:10:32.940 --> 00:10:37.780]  我們每一個人都要來去持守聖潔
[00:10:40.020 --> 00:10:45.780]  第三樣了 第三樣就是用和平的福音
[00:10:45.780 --> 00:10:51.340]  當作這個預備走路的鞋穿在腳上
[00:10:51.340 --> 00:10:56.140]  我剛才那幾幅的圖都是一些卡通公仔
[00:10:56.140 --> 00:11:00.100]  去到這個為什麼會弄了一雙真實的鞋子出來呢?
[00:11:00.100 --> 00:11:03.500]  因為卡通公仔那雙鞋子不對
[00:11:03.500 --> 00:11:08.740]  原來這個羅馬冰的鞋子是用皮做的
[00:11:08.740 --> 00:11:11.820]  就不是一雙短靴子那樣的
[00:11:11.820 --> 00:11:14.740]  它就好像一個涼鞋那樣
[00:11:14.740 --> 00:11:17.900]  不過在底部就會有一些釘
[00:11:17.900 --> 00:11:21.020]  一方面可以來去保護腳
[00:11:21.020 --> 00:11:26.300]  而另一方面就讓它能夠走一些山路
[00:11:26.300 --> 00:11:31.940]  或者一些崎嶇路的時候都能夠穩陣
[00:11:31.940 --> 00:11:36.980]  就好像我們有些球鞋不同的用途
[00:11:36.980 --> 00:11:38.900]  走山路的鞋又不同
[00:11:38.900 --> 00:11:43.540]  他們說底部就會凹凸多些
[00:11:43.540 --> 00:11:48.620]  讓走那些斜路、走山路的時候就穩陣些
[00:11:48.620 --> 00:11:56.500]  我們要記得在路加福音講到浪子
[00:11:56.500 --> 00:12:02.940]  出去了 拿了爸爸的家產之後
[00:12:02.940 --> 00:12:05.420]  花光了 用光了
[00:12:05.420 --> 00:12:09.580]  回去見爸爸的時候 爸爸很開心
[00:12:09.580 --> 00:12:12.540]  立即就叫那些僕人
[00:12:12.540 --> 00:12:18.500]  把一件袍子穿上一件很漂亮的袍子給兒子
[00:12:18.500 --> 00:12:21.900]  另外就幫他戴上這個戒指
[00:12:21.900 --> 00:12:23.700]  恢復他做兒子
[00:12:23.700 --> 00:12:27.580]  這個有錢人的兒子的地位和權柄
[00:12:27.580 --> 00:12:31.780]  還有就把鞋穿在他腳上
[00:12:31.780 --> 00:12:34.140]  找一雙鞋子給他穿
[00:12:34.140 --> 00:12:35.940]  為什麼要這樣?
[00:12:35.940 --> 00:12:41.100]  就是這個鞋子象徵著腳和地
[00:12:41.100 --> 00:12:42.740]  這個地骯髒的
[00:12:42.740 --> 00:12:44.540]  你穿了鞋子的時候
[00:12:44.540 --> 00:12:50.420]  就變成了這個腳和這個骯髒的地就分開了
[00:12:50.420 --> 00:12:56.580]  就代表了他從此以後都不會走錯路
[00:12:56.580 --> 00:13:00.900]  並且藉著這雙鞋子駛到走路的時候
[00:13:00.900 --> 00:13:03.380]  更加的有力
[00:13:04.260 --> 00:13:06.660]  就把這個福音
[00:13:06.660 --> 00:13:11.740]  好像一雙鞋子一樣穿在腳上
[00:13:11.740 --> 00:13:13.860]  福音就是好消息
[00:13:13.860 --> 00:13:16.580]  耶穌基督來到這個世界上
[00:13:16.580 --> 00:13:18.820]  就把這個救恩
[00:13:18.820 --> 00:13:21.980]  這個好消息賜給世人
[00:13:21.980 --> 00:13:26.460]  叫人得到平安
[00:13:26.460 --> 00:13:28.940]  魔鬼最憎的就是什麼?
[00:13:28.940 --> 00:13:30.780]  就是福音
[00:13:30.780 --> 00:13:34.820]  最憎的就是救恩
[00:13:34.820 --> 00:13:40.460]  最憎恨的就是得到真正的和平和和諧
[00:13:40.460 --> 00:13:43.740]  所以保羅就去勸勉我們
[00:13:43.740 --> 00:13:47.660]  就要穿起這個福音的鞋
[00:13:47.660 --> 00:13:51.260]  全一個和平的福音
[00:13:51.260 --> 00:13:54.380]  將一切的鬥爭 一切不好的事
[00:13:54.380 --> 00:13:56.500]  一切是非的鞋
[00:13:56.500 --> 00:13:58.540]  這個紛爭的鞋
[00:13:58.540 --> 00:14:00.620]  你去扔掉
[00:14:00.620 --> 00:14:04.100]  要將這個和平的福音
[00:14:04.100 --> 00:14:07.500]  當做這個鞋來穿上
[00:14:07.500 --> 00:14:11.020]  第四樣
[00:14:11.020 --> 00:14:12.900]  就是將這個信德
[00:14:12.900 --> 00:14:16.220]  當做這個盾牌
[00:14:16.220 --> 00:14:18.460]  這個盾牌很大塊的
[00:14:18.460 --> 00:14:21.540]  大約四尺到兩尺半
[00:14:21.540 --> 00:14:22.900]  很大塊
[00:14:22.900 --> 00:14:26.460]  可以將整個人去遮實
[00:14:26.460 --> 00:14:28.860]  這個盾牌其實我們現在
[00:14:28.860 --> 00:14:30.940]  在兩三年之前
[00:14:30.940 --> 00:14:33.020]  當社會事件的時候
[00:14:33.020 --> 00:14:34.180]  我們都看到
[00:14:34.180 --> 00:14:38.460]  那些警務人員都是打很大的盾牌
[00:14:38.460 --> 00:14:42.740]  可以將整個人去保護著
[00:14:42.740 --> 00:14:45.580]  當時這個羅馬兵的盾牌
[00:14:45.580 --> 00:14:47.660]  它就是兩塊木板
[00:14:47.660 --> 00:14:52.220]  然後有些麻布包著它
[00:14:52.220 --> 00:14:54.180]  它就很好過
[00:14:54.180 --> 00:14:56.580]  當他們出去打仗的時候
[00:14:56.580 --> 00:14:58.220]  它可以將這塊盾牌
[00:14:58.220 --> 00:14:59.860]  走去濕一下水
[00:14:59.860 --> 00:15:03.700]  讓那些麻布沾了水
[00:15:03.700 --> 00:15:05.620]  當敵人射那些箭
[00:15:05.620 --> 00:15:07.620]  有時候那些箭射過來
[00:15:07.620 --> 00:15:10.900]  他們會點了這個火
[00:15:10.900 --> 00:15:14.180]  將盾牌一擋出來的時候
[00:15:14.180 --> 00:15:17.660]  這些火箭射過來的時候
[00:15:17.660 --> 00:15:19.660]  沾到這個濕的麻布的時候
[00:15:19.660 --> 00:15:22.860]  它就會熄滅了
[00:15:22.860 --> 00:15:26.300]  這個魔鬼的火箭
[00:15:26.300 --> 00:15:32.100]  最喜歡令信徒有很多懷疑
[00:15:32.100 --> 00:15:33.780]  很多懷疑
[00:15:33.780 --> 00:15:37.780]  很多不信
[00:15:37.780 --> 00:15:43.780]  當信徒面對各種試探的時候
[00:15:43.780 --> 00:15:46.780]  我們就會想一下
[00:15:46.780 --> 00:15:48.460]  上帝是不是這樣的呢?
[00:15:48.460 --> 00:15:51.300]  我這樣做是不是真的好呢?
[00:15:51.300 --> 00:15:52.700]  為什麼要這樣做呢?
[00:15:52.700 --> 00:15:55.100]  為什麼我不可以跟一般人這樣做呢?
[00:15:55.100 --> 00:15:56.820]  跟一般人這樣做
[00:15:56.820 --> 00:15:59.820]  不就都一樣了嗎?
[00:15:59.820 --> 00:16:02.220]  又或者有時候你想一下
[00:16:02.220 --> 00:16:05.660]  我只喜歡跟一些我自己喜歡的人
[00:16:05.660 --> 00:16:07.180]  來做朋友就行了
[00:16:07.180 --> 00:16:09.260]  其他不合心意的
[00:16:09.260 --> 00:16:11.260]  我用什麼理他呢?
[00:16:11.260 --> 00:16:12.860]  或者當我們面對一些
[00:16:12.860 --> 00:16:15.100]  很惡劣的環境的時候
[00:16:15.100 --> 00:16:17.300]  我們感到心灰意冷
[00:16:17.300 --> 00:16:18.180]  是可以了
[00:16:18.180 --> 00:16:18.980]  是這樣的了
[00:16:18.980 --> 00:16:19.700]  不要理那麼多了
[00:16:19.700 --> 00:16:22.180]  不要做了
[00:16:22.180 --> 00:16:28.300]  但是我們可以將信德當作一個盾牌
[00:16:28.300 --> 00:16:30.020]  信德就是講到
[00:16:30.020 --> 00:16:33.500]  上帝是一位信實的上帝
[00:16:33.500 --> 00:16:35.700]  在《生命記》第七章第九節
[00:16:35.700 --> 00:16:36.780]  它說
[00:16:36.780 --> 00:16:39.180]  上帝向愛祂的人
[00:16:39.180 --> 00:16:42.060]  守祂誡命的人
[00:16:42.060 --> 00:16:44.580]  守約、思、持、愛
[00:16:44.580 --> 00:16:48.180]  直至到千代
[00:16:48.180 --> 00:16:50.740]  上帝向愛祂的人
[00:16:50.740 --> 00:16:53.380]  守祂誡命的人
[00:16:53.380 --> 00:16:55.900]  守約、思、持、愛
[00:16:55.900 --> 00:16:59.220]  直至到千代
[00:16:59.220 --> 00:17:00.820]  信德的盾牌
[00:17:00.820 --> 00:17:03.980]  信德就是上帝的屬性
[00:17:03.980 --> 00:17:09.340]  是上帝一個跟信徒之間的約
[00:17:09.340 --> 00:17:11.460]  亞明是約的時候
[00:17:11.460 --> 00:17:14.140]  就是說那個關係
[00:17:14.140 --> 00:17:16.460]  上帝是一個很愛我們
[00:17:16.460 --> 00:17:18.140]  是一個保護我們
[00:17:18.140 --> 00:17:20.140]  並且賜很多的福氣
[00:17:20.140 --> 00:17:23.820]  很多的恩典給我們的上帝
[00:17:23.820 --> 00:17:25.660]  但是人要怎樣呢?
[00:17:25.660 --> 00:17:29.980]  就是要守祂的誡命
[00:17:29.980 --> 00:17:34.460]  就是做上帝吩咐我們要做的事情
[00:17:34.460 --> 00:17:38.860]  做上帝要我們做的事情
[00:17:38.860 --> 00:17:41.460]  只要我們守祂的誡命
[00:17:41.460 --> 00:17:43.580]  去跟著上帝的指引
[00:17:43.580 --> 00:17:46.140]  在聖經的指引去做的時候
[00:17:46.140 --> 00:17:50.300]  祂一定不會虧待我們的
[00:17:50.300 --> 00:17:51.660]  在以色列民
[00:17:51.660 --> 00:17:53.180]  在曠野那裡
[00:17:53.180 --> 00:17:54.980]  走了四十年
[00:17:54.980 --> 00:17:57.180]  但怎樣形容呢?
[00:17:57.180 --> 00:18:00.260]  他身上的衣服沒有爛過
[00:18:00.260 --> 00:18:03.100]  穿的鞋都沒有爛過
[00:18:03.100 --> 00:18:06.660]  還有腳都沒有腫過
[00:18:06.660 --> 00:18:08.420]  神就是信實的
[00:18:08.420 --> 00:18:10.420]  無論是什麼的環境
[00:18:10.420 --> 00:18:14.660]  因為他跟以色列民納了約
[00:18:14.660 --> 00:18:16.300]  一定會保護他們
[00:18:16.300 --> 00:18:18.100]  所以縱然他們不聽話
[00:18:18.100 --> 00:18:21.980]  上帝都進回自己要做的
[00:18:21.980 --> 00:18:25.060]  就是去保護他們、愛他們
[00:18:25.060 --> 00:18:30.180]  最後一樣
[00:18:30.180 --> 00:18:33.980]  就是保護自己的裝備
[00:18:33.980 --> 00:18:37.420]  就是戴上救恩的頭盔
[00:18:37.420 --> 00:18:39.420]  戴上救恩的頭盔
[00:18:39.420 --> 00:18:41.780]  很明確
[00:18:41.780 --> 00:18:44.180]  頭盔就是用來保護頭
[00:18:44.180 --> 00:18:47.740]  所以坐電單車的人
[00:18:47.740 --> 00:18:49.740]  都要戴上這個頭盔
[00:18:49.740 --> 00:18:52.100]  魔鬼呢
[00:18:52.100 --> 00:18:55.620]  時時都會利用一些不同的思想
[00:18:55.620 --> 00:18:57.300]  來影響我們
[00:18:57.300 --> 00:18:59.300]  時時影響我們的思想
[00:18:59.300 --> 00:19:01.460]  我們知道
[00:19:01.460 --> 00:19:04.540]  這個很有信心的先知
[00:19:04.540 --> 00:19:06.100]  以利亞
[00:19:06.100 --> 00:19:07.780]  他多厲害
[00:19:07.780 --> 00:19:13.500]  一個人就打敗了四百五十個巴力先知
[00:19:13.500 --> 00:19:14.900]  多威風
[00:19:14.900 --> 00:19:16.500]  走這個神蹟
[00:19:16.500 --> 00:19:19.820]  然後又在這個加密山頂
[00:19:19.820 --> 00:19:21.820]  向天父祈禱
[00:19:21.820 --> 00:19:24.220]  求天父下雨
[00:19:24.220 --> 00:19:27.660]  結果雨淌了很久
[00:19:27.660 --> 00:19:30.660]  然後就風風聲聲下雨
[00:19:30.660 --> 00:19:33.580]  當他侍奉去到高峰的時候
[00:19:33.580 --> 00:19:36.860]  人人都覺得這個先知很厲害的時候
[00:19:36.860 --> 00:19:41.020]  但他就被皇后夜洗別
[00:19:41.020 --> 00:19:43.020]  說了一句話
[00:19:43.740 --> 00:19:45.740]  我一定殺死你
[00:19:45.740 --> 00:19:48.500]  就是這句話
[00:19:48.500 --> 00:19:50.700]  嚇到這個以利亞
[00:19:50.700 --> 00:19:51.700]  就想想
[00:19:51.700 --> 00:19:52.460]  死了
[00:19:52.460 --> 00:19:54.220]  我被這個皇后追殺了
[00:19:54.220 --> 00:19:54.900]  死了
[00:19:54.900 --> 00:19:56.420]  我就死了
[00:19:56.420 --> 00:19:59.420]  就是因為這樣一句話
[00:19:59.420 --> 00:20:03.020]  他開始整個人倒下了
[00:20:03.020 --> 00:20:05.020]  他那個沮喪
[00:20:05.020 --> 00:20:06.660]  覺得自己不行
[00:20:06.660 --> 00:20:08.380]  覺得自己從神而來
[00:20:08.380 --> 00:20:09.580]  給他的能力
[00:20:09.580 --> 00:20:11.180]  他自己的信心
[00:20:11.180 --> 00:20:13.180]  什麼都沒有了
[00:20:13.180 --> 00:20:15.460]  結果就躲在山洞裡
[00:20:15.460 --> 00:20:16.740]  不肯出來
[00:20:16.740 --> 00:20:19.540]  要上帝用盡各樣方法
[00:20:19.540 --> 00:20:21.540]  才找他出來侍奉
[00:20:21.540 --> 00:20:25.580]  除了這個沮喪
[00:20:25.580 --> 00:20:29.140]  令我們沒力去幫神做事之外
[00:20:29.140 --> 00:20:30.500]  還有
[00:20:30.500 --> 00:20:34.260]  魔鬼經常用這個抱怨
[00:20:34.260 --> 00:20:36.260]  日訛夜訛
[00:20:36.260 --> 00:20:38.260]  這些東西來攻擊我們
[00:20:39.500 --> 00:20:42.500]  當上帝拯救那些以色列人
[00:20:42.500 --> 00:20:43.940]  出埃及
[00:20:43.940 --> 00:20:47.180]  進這個礦野40年
[00:20:47.180 --> 00:20:49.660]  看到一個很大的神蹟
[00:20:49.660 --> 00:20:51.980]  分開這個紅海
[00:20:51.980 --> 00:20:53.980]  過去了
[00:20:53.980 --> 00:20:55.780]  但是在紅海裡面
[00:20:55.780 --> 00:20:57.620]  就常常有很多的埋怨
[00:20:57.620 --> 00:20:59.300]  又說水苦的
[00:20:59.300 --> 00:21:00.180]  不好喝的
[00:21:00.180 --> 00:21:01.660]  又或者沒東西吃
[00:21:01.660 --> 00:21:03.300]  天天都吃那些麻辣
[00:21:03.300 --> 00:21:05.060]  很多埋怨
[00:21:05.060 --> 00:21:06.060]  甚至
[00:21:06.060 --> 00:21:09.340]  當他們要進入這個迦南地了
[00:21:09.340 --> 00:21:12.100]  約書亞就派了兩個探子
[00:21:12.100 --> 00:21:16.100]  去到這個迦南地的時候
[00:21:16.100 --> 00:21:17.220]  哇
[00:21:17.220 --> 00:21:19.380]  他們看到那個耶利哥城
[00:21:19.380 --> 00:21:20.380]  艾城
[00:21:20.380 --> 00:21:23.260]  哇 他們的城牆很堅固的
[00:21:23.260 --> 00:21:24.740]  住在裡面的人
[00:21:24.740 --> 00:21:26.740]  很高大的
[00:21:26.740 --> 00:21:27.740]  於是
[00:21:27.740 --> 00:21:31.060]  那些探子回來回報的時候
[00:21:31.060 --> 00:21:33.700]  那些以色列人聽了之後怎樣
[00:21:33.700 --> 00:21:35.380]  罵罵
[00:21:35.380 --> 00:21:36.980]  罵罵摩西
[00:21:36.980 --> 00:21:38.140]  對不起 罵罵摩西
[00:21:38.140 --> 00:21:39.540]  你有沒有搞錯
[00:21:39.540 --> 00:21:42.540]  在這個埃及地雖然辛苦
[00:21:42.540 --> 00:21:45.180]  但總好過來這裡
[00:21:45.180 --> 00:21:47.660]  在這個沙漠地又慘
[00:21:47.660 --> 00:21:49.460]  將來還要進入那個迦南地
[00:21:49.460 --> 00:21:51.060]  要和我們打仗
[00:21:51.060 --> 00:21:52.380]  那些敵人
[00:21:52.380 --> 00:21:54.540]  好像巨人那麼大
