
[00:00:00.000 --> 00:00:03.200]  好 靚姐妹我們同心禱告
[00:03:56.440 --> 00:04:03.340]  和當時的世代不要因為大饑荒而來到去死亡慘重
[00:04:03.340 --> 00:04:07.520]  這個是神的計劃 但是更加寶貴的
[00:04:07.520 --> 00:04:10.380]  原來神有更加深遠的計劃
[00:04:10.380 --> 00:04:15.520]  第四代的子孫 阿伯拉罕的第四代的子孫
[00:04:15.520 --> 00:04:20.020]  就會拯救以色列人 離開這個圍爐之間
[00:04:20.020 --> 00:04:24.700]  所以十一節我們可以從這一段再讀起
[00:04:24.700 --> 00:04:30.080]  所以這一大段聖經 其實是去到第四章的經文
[00:04:30.080 --> 00:04:38.280]  所以應該有四個部份 就是摩西他的生命的成長
[00:04:38.280 --> 00:04:42.400]  或者說神將他塑造 由埃及的王子
[00:04:42.400 --> 00:04:46.100]  變成為神的僕人 也可以這麼說
[00:04:46.100 --> 00:04:51.960]  變成為以色列的一位僕人領袖
[00:04:51.960 --> 00:04:57.920]  我們讀一讀經文 第十一節 二章的十一節
[00:04:57.920 --> 00:05:03.800]  後來摩西長大 他出去到他弟兄那裡
[00:05:03.800 --> 00:05:07.800]  我忘記加那個麥克風
[00:05:07.800 --> 00:05:12.100]  看他們的重擔 見一個埃及人
[00:05:12.100 --> 00:05:16.700]  打希伯來人的一個弟兄 他左右觀看
[00:05:16.700 --> 00:05:20.560]  見沒有人 就把埃及人打死了
[00:05:20.560 --> 00:05:24.560]  藏在沙土裡 第二天他出去
[00:05:24.560 --> 00:05:30.740]  見有兩個希伯來人爭鬥 就對那希婦人的說
[00:05:30.740 --> 00:05:33.880]  你為什麼打你同族的人呢?
[00:05:33.880 --> 00:05:39.840]  那人說 誰讓你作我們的首領和審判官呢?
[00:05:39.840 --> 00:05:44.740]  難道你要殺我 像殺那埃及人嗎?
[00:05:44.740 --> 00:05:49.740]  摩西便懼怕 說 這是必是被人知道了
[00:05:49.740 --> 00:05:53.460]  法老聽見這事 就想殺摩西
[00:05:53.460 --> 00:05:58.100]  但摩西躲避法老 逃往米甸地居住
[00:05:58.100 --> 00:06:02.360]  可以說是他自己第一個 其實是逃難
[00:06:02.360 --> 00:06:07.460]  不是昂然的 挺胸昂首的來到出埃及
[00:06:07.460 --> 00:06:11.220]  不是浩浩蕩蕩帶著神的恩典
[00:06:11.220 --> 00:06:14.920]  帶著神的那個權柄 這樣離開埃及
[00:06:14.920 --> 00:06:20.520]  現在是一個逃犯 一個需要亡命的逃犯
[00:06:20.520 --> 00:06:26.140]  可以想象得到那種落魄 那種懼怕 徬徨
[00:06:26.140 --> 00:06:31.800]  第十六節 有一天 他在井旁坐下
[00:06:31.800 --> 00:06:36.360]  米甸的祭司有七個女兒 他們來打水
[00:06:36.360 --> 00:06:40.180]  打滿了槽 要喝父親的群藥
[00:06:40.180 --> 00:06:43.540]  有牧羊的人來 把他們趕走了
[00:06:43.540 --> 00:06:48.400]  摩西卻起來幫助他們 又喝了他們的群藥
[00:06:48.400 --> 00:06:51.800]  他們來到父親留意那裡
[00:06:51.800 --> 00:06:55.740]  他說 今天你們為何來得這麼快呢?
[00:06:55.740 --> 00:07:00.280]  就是說過去都是有些當地的土匪
[00:07:00.280 --> 00:07:07.960]  或者那些流氓 霸佔了那個水源
[00:07:07.960 --> 00:07:14.980]  不排隊 所以欺負那些老弱婦女等等
[00:07:14.980 --> 00:07:19.340]  摩西就幫他們出頭做駕輛
[00:07:19.340 --> 00:07:25.040]  第十九節 他們說 有一個埃及人
[00:07:25.040 --> 00:07:27.960]  救我們脫離牧羊人的手
[00:07:27.960 --> 00:07:31.300]  並且為我們打水 喝了群藥
[00:07:31.300 --> 00:07:36.000]  記住他們所認得出的 摩西是一個埃及人
[00:07:36.000 --> 00:07:39.900]  也就是說整個人都改變了
[00:07:39.900 --> 00:07:43.160]  可能外觀 可能談吐
[00:07:43.160 --> 00:07:49.000]  可能在宮廷裏面的成長氛圍
[00:07:49.000 --> 00:07:55.700]  就變成不是一個落魄的奴隸的希伯來人
[00:07:55.700 --> 00:08:00.760]  當然摩西未必用希伯來話跟他們說
[00:08:02.820 --> 00:08:06.300]  第二十節 他對女兒們說
[00:08:06.300 --> 00:08:10.220]  那個人在哪裡 你們為什麼撇下他呢?
[00:08:10.220 --> 00:08:15.500]  你們去請他來吃飯 摩西甘心和那人同住
[00:08:15.500 --> 00:08:19.500]  那人把他的女兒西波拉給摩西為妻
[00:08:19.500 --> 00:08:24.340]  西波拉生了一個兒子 摩西給他起名叫甲醇
[00:08:24.340 --> 00:08:28.660]  意思說 因我在外邦作了寄居的
[00:08:28.660 --> 00:08:33.240]  第一個兒子就是甲醇 就是在曠野那裏生的
[00:08:33.240 --> 00:08:37.040]  第23節 過了多年
[00:08:37.040 --> 00:08:42.560]  其實總共是40年 摩西在曠野的生活
[00:08:42.560 --> 00:08:45.760]  因為稍後去到第三章
[00:08:45.760 --> 00:08:48.520]  摩西已經是80歲的老人家了
[00:08:48.520 --> 00:08:55.140]  所以這裏簡單介紹完摩西的出埃及記之後
[00:08:55.140 --> 00:09:04.740]  他個人出埃及之後 落戶在米甸的祭司的家裏
[00:09:04.740 --> 00:09:08.620]  甘心樂意成為一個女婿
[00:09:08.620 --> 00:09:13.820]  好像被嫁入這個家庭
[00:09:13.820 --> 00:09:18.540]  對摩西來說 是一個怎樣的心情呢?
[00:09:18.540 --> 00:09:20.840]  固然就是一個牧羊人
[00:09:20.840 --> 00:09:27.560]  由一個在埃及的皇宮長大 他一定不需要怎麼做事
[00:09:27.560 --> 00:09:30.880]  反而就是接觸不同的高級的學問
[00:09:30.880 --> 00:09:37.180]  不同的演說的技巧 管理的那些能力
[00:09:37.180 --> 00:09:40.240]  不斷的來到他 透過不同的經驗
[00:09:40.240 --> 00:09:43.080]  不同的事情 來到他展現
[00:09:43.080 --> 00:09:46.420]  是一個出類拔萃的有為青年
[00:09:46.420 --> 00:09:51.260]  也都是慢慢的 人家都覺得他已經洗了底了
[00:09:51.260 --> 00:09:53.820]  雖然他仍然是希伯來人
[00:09:53.820 --> 00:09:58.020]  但是那個沒得洗的 與生俱來的血統
[00:09:58.020 --> 00:10:01.560]  但是他整個人的舉止談吐
[00:10:01.560 --> 00:10:03.960]  都已經是埃及化的了
[00:10:03.960 --> 00:10:11.700]  所以這七個女士 認出的他是埃及人
[00:10:12.700 --> 00:10:16.700]  不過《留意聖經》有這些伏筆都很重要的
[00:10:16.700 --> 00:10:20.840]  第二章的23節到25節
[00:10:20.840 --> 00:10:24.640]  相信比摩西的描述更加重要
[00:10:24.640 --> 00:10:29.060]  整個《出埃及記》某程度上的約節
[00:10:29.060 --> 00:10:30.600]  就是這一段經文
[00:10:30.600 --> 00:10:35.540]  就是神要紀念他自己的子民
[00:10:35.540 --> 00:10:40.220]  23節 過了多年 埃及王死了
[00:10:40.220 --> 00:10:44.420]  以色列人因作苦工 就嘆息哀求
[00:10:44.420 --> 00:10:47.340]  他們的哀聲達於神
[00:10:47.340 --> 00:10:50.180]  神聽見他們的哀聲
[00:10:50.180 --> 00:10:56.720]  就紀念他與阿伯拉罕、以撒、雅各所納的約
[00:10:56.720 --> 00:11:01.820]  神看顧以色列人 也知道他們的苦情
[00:11:01.820 --> 00:11:03.580]  有好幾個動詞
[00:11:03.580 --> 00:11:10.320]  神聽見 神看顧 神知道
[00:11:10.320 --> 00:11:14.660]  好像知識、情感以至我們人類
[00:11:14.660 --> 00:11:18.940]  可以具備的整個的身心靈的一個人
[00:11:18.940 --> 00:11:23.940]  我們的知識 我們看到 我們看見
[00:11:23.940 --> 00:11:30.740]  我們明白 這樣的全人整個生命的關懷
[00:11:30.740 --> 00:11:36.340]  譬如你去問人一些事情 他根本不想理你的
[00:11:36.340 --> 00:11:41.600]  你不斷說話 他聽到 聽到他的心完全無心裝載
[00:11:41.600 --> 00:11:44.900]  完全那個眼神不屑地看著你
[00:11:44.900 --> 00:11:48.140]  根本裡面在想 你知道他在想其它事情
[00:11:48.140 --> 00:11:51.960]  那你怎麼說 你怎麼流淚呢 他完全無動於衷的
[00:11:51.960 --> 00:11:55.160]  那就不是聽見看見和知道了
[00:11:55.160 --> 00:12:03.060]  所以現在說的是 受苦的哀聲達於神
[00:12:03.060 --> 00:12:07.560]  但是他們很無助 不知道怎麼辦
[00:12:07.560 --> 00:12:13.120]  仍然都是以自己是希伯來人 怎麼可以解脫呢?
[00:12:13.120 --> 00:12:17.300]  是不是集體的逃難 自己就可以逃走呢?
[00:12:17.300 --> 00:12:22.220]  似乎曾經是一個上賓的一個地方的人
[00:12:22.220 --> 00:12:26.700]  現在成為了被拘禁 當然不是有監獄
[00:12:26.700 --> 00:12:31.840]  被嚴謹的看守的一些平民百姓
[00:12:31.840 --> 00:12:36.240]  不過是要做苦工的平民百姓 一定有得給你吃
[00:12:36.240 --> 00:12:38.160]  不然你哪有力氣去做事呢?
[00:12:38.160 --> 00:12:42.700]  但是你已經失去了你們民族的自由
[00:12:42.700 --> 00:12:48.880]  那個自信 還有你們民族自己那種的發展
[00:12:48.880 --> 00:12:53.940]  所以這個哀聲絕對不是開玩笑的
[00:12:53.940 --> 00:12:59.740]  我想我們有沒有見過一些大災難那種哀號呢?
[00:12:59.740 --> 00:13:04.600]  我們沒有機會 比如我們在汶川大地震
[00:13:04.600 --> 00:13:09.940]  我們沒有機會去當地現場去做一個支援
[00:13:09.940 --> 00:13:13.720]  去拯救 或者一些特大的災難
[00:13:13.720 --> 00:13:18.060]  不知道大家在你們成長的經驗有沒有經歷過呢?
[00:13:18.060 --> 00:13:22.020]  我小時候住在九龍塘的小西湖村
[00:13:22.020 --> 00:13:29.280]  試過因為上游 所謂上游就是猛鬼湖的九龍水塘
[00:13:29.280 --> 00:13:35.840]  現在都叫做蓄水湖 因為那時候有一些大的工程
[00:13:35.840 --> 00:13:38.920]  所以試過一場特大的暴雨
[00:13:38.920 --> 00:13:43.840]  所有的山泥隨著那些水都湧下來
[00:13:43.840 --> 00:13:48.400]  因為我們一條大的坑渠 一路出到去
[00:13:48.400 --> 00:13:54.060]  應該是九龍仔、石劍尾、大坑東
[00:13:54.060 --> 00:13:57.700]  就是大坑東球場那裡 一個大的坑
[00:13:57.700 --> 00:14:00.840]  當然是暗渠來的 一路出到去
[00:14:00.840 --> 00:14:04.220]  但是在我們村裡 一夜之間
[00:14:04.220 --> 00:14:06.920]  因為那些雨是非常非常的浩大的
[00:14:06.920 --> 00:14:10.680]  大到一個地步是我們難以想象 那時候我很小
[00:14:10.680 --> 00:14:15.220]  大概六、七歲 突然間半夜
[00:14:15.220 --> 00:14:18.080]  家裡很吵 吵得很厲害
[00:14:18.080 --> 00:14:22.840]  原來周圍的鄰居走上來我們家避難
[00:14:22.840 --> 00:14:28.140]  因為那些水已經高過一間木屋的天台
[00:14:28.140 --> 00:14:35.460]  就是那個頂 你可以想象有差不多10呎高的水
[00:14:35.460 --> 00:14:40.000]  所以我們家是在半山的 當然是走上石級的半山
[00:14:40.000 --> 00:14:42.760]  不是大家想象的半山區
[00:14:42.760 --> 00:14:47.900]  我們一起來看下去 那時候已經很多人了
[00:14:47.900 --> 00:14:52.600]  我看出窗外面 那些水好像紅海那樣
[00:14:52.600 --> 00:14:55.580]  是滿到很恐怖的
[00:14:55.580 --> 00:14:59.900]  所有低於我們的東西全部都沖了
[00:14:59.900 --> 00:15:04.600]  接著過了 應該第二天早上 後來都很晚了
[00:15:04.600 --> 00:15:09.320]  真的沒有雨了 那些村民陸續回到自己家裡
[00:15:09.320 --> 00:15:14.120]  什麼都沒有了 接著我們小朋友周圍去玩
[00:15:14.120 --> 00:15:18.180]  整個坑 坑有我們那時候小時候那麼高
[00:15:18.180 --> 00:15:25.360]  差不多有五呎高 闊度是兩張桌子的一個闊度
[00:15:25.360 --> 00:15:31.240]  大概我想有八呎闊 八呎闊一直延綿很長的
[00:15:31.240 --> 00:15:34.840]  從這裡出到差不多村口 你可以想象
[00:15:34.840 --> 00:15:42.200]  整個坑全部變成了泥沙 完全封滿了
[00:15:42.200 --> 00:15:48.240]  所以那些水是從表面沖下來的 是非常恐怖的
[00:15:48.240 --> 00:15:53.820]  很深的感受到那些居民那種哀號
[00:15:53.820 --> 00:15:56.780]  因為什麼都沒有了 一夜之間沒有了
[00:15:56.780 --> 00:16:05.100]  但是各位你想一下 這裡是在說持續很多年的迫害
[00:16:05.100 --> 00:16:14.040]  那個家的苦工 所以就使他們的哀號來得很實在
[00:16:14.040 --> 00:16:20.020]  所以你想一下 如果你在現在中國有30位的專家
[00:16:20.020 --> 00:16:24.300]  就去了剛果準備提供一些支援
[00:16:24.300 --> 00:16:29.780]  都是非常受保護的 可能在一些技術層面
[00:16:29.780 --> 00:16:36.360]  防護的層面 都未必會直接參與前線的救災
[00:16:36.360 --> 00:16:39.520]  伊波拉的病毒 你可以想象得到
[00:16:39.520 --> 00:16:42.680]  如果你是那個醫護人員 在那個醫院
[00:16:42.680 --> 00:16:46.920]  你看到一個一個倒下 一個一個流血
[00:16:46.920 --> 00:16:52.520]  一個一個失救而死 那種哀號大家會感受到
[00:16:52.520 --> 00:16:56.800]  所以這裡不是因為摩西來哀號
[00:16:56.800 --> 00:17:03.360]  摩西已經落戶了一個米甸的牧羊人的家
[00:17:03.360 --> 00:17:08.520]  來去做女婿 她已經好像淡泊名利那樣
[00:17:08.520 --> 00:17:11.640]  她已經好像是無可奈何地
[00:17:11.640 --> 00:17:19.660]  她自己打了敗仗 要離開埃及王對她的追殺
[00:17:19.660 --> 00:17:24.760]  因為似乎好像她殺了這個埃及人
[00:17:24.760 --> 00:17:29.840]  使得埃及王或者埃及王周邊的那些大臣
[00:17:29.840 --> 00:17:33.420]  有一個警覺 原來這個人是養不熟的
[00:17:33.420 --> 00:17:36.880]  原來這個人的內心是無間道的
[00:17:36.880 --> 00:17:40.880]  原來她的內心深處還是流著希伯來人的血的
[00:17:40.880 --> 00:17:47.640]  那怎麼辦?她現在是我們最內圍栽培的一個人
[00:17:47.640 --> 00:17:51.420]  居然間是這樣的一個反轉
[00:17:51.420 --> 00:17:54.320]  所以一定是追殺是很合理的
[00:17:54.320 --> 00:17:57.840]  不會再說這麼多年的恩情
[00:17:57.840 --> 00:18:00.640]  因為涉及到國家安危的了
[00:18:00.640 --> 00:18:05.000]  所以這裡我們可以看到第一個段落
[00:18:05.000 --> 00:18:09.780]  神怎麼準備 但是神怎麼準備摩西之前
[00:18:09.780 --> 00:18:12.040]  神給我們看到的就是
[00:18:12.040 --> 00:18:16.120]  或者說作者按照神給他的感動
[00:18:16.120 --> 00:18:19.600]  寫下了這一段是很重要的
[00:18:19.600 --> 00:18:23.700]  我想一切的事情帶來的轉機
[00:18:23.700 --> 00:18:29.240]  都是因為人看到神有工作
[00:18:29.240 --> 00:18:33.940]  人看到神從來沒有放棄我們人類
[00:18:33.940 --> 00:18:39.300]  所以雖然這裡不是很多人看的金句
[00:18:39.300 --> 00:18:44.660]  因為19章神同以色列納約那段就是金句
[00:18:44.660 --> 00:18:47.800]  但是其實這一段應該是更加重要
[00:18:47.800 --> 00:18:50.820]  《出埃及記》那個原因
[00:18:50.820 --> 00:18:53.620]  為什麼會有《出埃及記》的原因
[00:18:53.620 --> 00:18:58.920]  就是因為神聽見、神看顧、神知道
[00:18:58.920 --> 00:19:03.020]  是整個生命的投入
[00:19:03.020 --> 00:19:05.720]  這個就是神自己的作為
[00:19:05.720 --> 00:19:08.880]  好了 我們看看這個工程是怎麼來到
[00:19:08.880 --> 00:19:12.840]  拆毀和重建
[00:19:12.840 --> 00:19:16.480]  摩西我們剛才看了 靠一個血氣
[00:19:16.480 --> 00:19:21.820]  來到一往的情深、一番的熱血
[00:19:21.820 --> 00:19:25.100]  做了一個好像很魯莽的舉動
[00:19:25.100 --> 00:19:29.100]  就是將一個埃及人可能在城牢之下
[00:19:29.100 --> 00:19:34.540]  來到去打死了、來到去藏起了、掩飾著
[00:19:34.540 --> 00:19:38.680]  但是原來這件事是有其他人看到
[00:19:38.680 --> 00:19:41.560]  甚至乎是希伯來人看到
[00:19:41.560 --> 00:19:44.400]  而來到去有一點點的不解
[00:19:44.400 --> 00:19:47.380]  為什麼你如果是希伯來人
[00:19:47.380 --> 00:19:51.280]  為什麼你的生活會這麼養尊處優
[00:19:51.280 --> 00:19:54.480]  為什麼你可以來看我們怎麼落魄
[00:19:54.480 --> 00:19:57.880]  為什麼你看完之後你又回到你的皇宮
[00:19:57.880 --> 00:20:00.000]  為什麼你不是和我們一起呢?
[00:20:00.000 --> 00:20:02.240]  所以無論對摩西而言
[00:20:02.240 --> 00:20:06.680]  對希伯來人而言都是一個矛盾
[00:20:06.680 --> 00:20:11.500]  但是摩西很難去解釋他內心的深處
[00:20:11.500 --> 00:20:15.860]  他那份的情、他那份對自己民族的愛
[00:20:15.860 --> 00:20:18.680]  對自己他認識多少呢?
[00:20:18.680 --> 00:20:21.300]  他對耶和華、對阿伯拉罕
[00:20:21.300 --> 00:20:27.500]  這些口傳的歷史傳到他的心靈裏面又有多少呢?
[00:20:27.500 --> 00:20:31.280]  這些我們可能要後面再逐樣逐樣
[00:20:31.280 --> 00:20:33.580]  透過經文給我們看到
[00:20:33.580 --> 00:20:38.940]  但是無論如何 神現在容讓這件事情的發生
[00:20:38.940 --> 00:20:43.880]  一方面 摩西的為人真的有一份這樣
[00:20:43.880 --> 00:20:49.360]  出於愛的坦誠的衝動
[00:20:49.360 --> 00:20:53.980]  總好過一些嘴巴說到真的要付代價
[00:20:53.980 --> 00:20:58.320]  一隻手指都不肯動 明哲保身的人
[00:20:58.320 --> 00:21:04.020]  某個程度很難去透過那個行動
[00:21:04.020 --> 00:21:06.420]  因為神根本看不到你的行動
[00:21:06.420 --> 00:21:12.160]  怎麼知道你真的可以將來去委以重任呢?
[00:21:12.160 --> 00:21:16.420]  當然神絕對不是說讚賞一些衝動、魯莽
[00:21:16.420 --> 00:21:21.400]  但是有時那個衝動的舉手 走出去接受呼召
[00:21:21.400 --> 00:21:27.180]  很想成為傳道人 不同的神學院
[00:21:27.180 --> 00:21:31.180]  總是有大大小小的獻心會
[00:21:31.180 --> 00:21:35.640]  或者我們去夏令營 最後那天的一個獻心會
[00:21:35.640 --> 00:21:43.120]  總是有衝動 當然絕對不讚賞說是不是衝動
[00:21:43.120 --> 00:21:48.040]  但是有時那一刻的感動未必是一個衝動
[00:21:48.040 --> 00:21:52.560]  有時那一刻出於一份很坦誠的愛
[00:21:52.560 --> 00:21:56.140]  雖然那個行動是做錯了
[00:21:56.140 --> 00:22:00.680]  但是真的代表著原來摩西的內心
[00:22:00.680 --> 00:22:04.560]  神對他的驗證完全是沒有看錯的
[00:22:04.560 --> 00:22:07.820]  所以仍然回到我們的心靈
[00:22:07.820 --> 00:22:10.640]  所以我們其實真的不要怪說
[00:22:10.640 --> 00:22:15.040]  教會都不給我機會 教會都不給我侍奉空間
[00:22:15.040 --> 00:22:18.380]  教會都不重用我 教會看不起我
[00:22:18.380 --> 00:22:21.780]  我們都沒得侍奉 那我就不侍奉了
[00:22:21.780 --> 00:22:23.900]  似乎那個邏輯好像很對的
[00:22:23.900 --> 00:22:26.960]  其實在教會其實不是這樣的
[00:22:26.960 --> 00:22:29.120]  應該是剛剛相反
[00:22:29.120 --> 00:22:35.360]  應該是一個默默的、安靜的聚會、禱告
[00:22:35.360 --> 00:22:39.860]  神會在聚會透過不同的人事物
[00:22:39.860 --> 00:22:43.520]  其實你是要全程的聽、全程的看
[00:22:43.520 --> 00:22:47.520]  和全程的知道 你慢慢會有感動的
[00:22:47.520 --> 00:22:52.440]  慢慢神會感動你 你會為著某些事情
[00:22:52.440 --> 00:22:57.800]  按你的感動來禱告 還有你會安靜的去留意
[00:22:57.800 --> 00:23:02.540]  你有什麼可以在這個教會可以被神去用
[00:23:02.540 --> 00:23:05.640]  不是因為你是很聰明、很想大展拳腳
[00:23:05.640 --> 00:23:08.620]  而是你真的很想在這個地方
[00:23:08.620 --> 00:23:13.740]  令到這裡的教會得到一些的幫助
[00:23:13.740 --> 00:23:17.560]  你也有你自己的恩賜 在神的感動裏面
[00:23:17.560 --> 00:23:22.520]  時間也吻合了 你又願意這樣走出來
[00:23:22.520 --> 00:23:28.160]  往往這樣安靜的人 是會被教會的牧者發現的
[00:23:28.160 --> 00:23:32.580]  會被教會的牧者邀請的 經過禱告
[00:23:32.580 --> 00:23:36.660]  覺得這樣的弟兄姊妹真的可以來服侍
[00:23:36.660 --> 00:23:39.600]  而不是大大聲、巴巴閉閉
[00:23:39.600 --> 00:23:42.200]  你給我做什麼 你給我做什麼 你不給我做
[00:23:42.200 --> 00:23:44.700]  那我就不做了 我就來盤劈了
[00:23:44.700 --> 00:23:49.900]  其實不是這樣的 我們真的要求主幫助我們
[00:23:49.900 --> 00:23:54.740]  每個人都是能夠在主的國度裏面
[00:23:54.740 --> 00:23:58.980]  有一點點的服侍 其實是莫大的恩典
[00:23:58.980 --> 00:24:02.900]  有沒有得做都不要緊 而重要的就是
[00:24:02.900 --> 00:24:06.380]  我們必須在那個地方
[00:24:06.380 --> 00:24:10.280]  神讓我們有神的心腸
[00:24:10.280 --> 00:24:12.540]  所以什麼是神的心腸呢?
[00:24:12.540 --> 00:24:18.380]  你想一下 整個民族現在在這樣的情況下
[00:24:18.380 --> 00:24:22.640]  他們能夠做的 只是不斷的哀號
[00:24:22.640 --> 00:24:25.920]  他們不會說 其實我們真的不知道
[00:24:25.920 --> 00:24:29.760]  有多少人一直等候著
[00:24:29.760 --> 00:24:35.860]  阿伯拉罕的英許第四代滿足了 事後滿了
[00:24:35.860 --> 00:24:39.340]  四百年之後就可以離開埃及了
[00:24:39.340 --> 00:24:42.500]  有多少人將創世紀的第十五章
[00:24:42.500 --> 00:24:46.660]  神和阿伯拉罕用一個這麼嚴肅的立約
[00:24:46.660 --> 00:24:52.040]  來這樣去英許了 現在兌現了
[00:24:52.040 --> 00:24:56.800]  有多少的以色列人為了這個英許而禱告呢?
[00:24:56.800 --> 00:25:01.640]  而不灰心 而不會是一種不斷的哀號
[00:25:01.640 --> 00:25:06.060]  咒罵來這樣去嘆息呢?
[00:25:06.060 --> 00:25:09.040]  相信是很少這樣的人
[00:25:09.040 --> 00:25:11.900]  當然我們不知道當時的口傳歷史
[00:25:11.900 --> 00:25:16.620]  去到他們當中是會怎麼樣的 但是無論如何
[00:25:16.620 --> 00:25:22.080]  弟兄姐妹 其實我們不需要憂愁有沒有侍奉
[00:25:22.080 --> 00:25:24.380]  我們準備好我們自己
[00:25:24.380 --> 00:25:28.260]  神自然會感動我們去侍奉
[00:25:28.260 --> 00:25:31.020]  怎麼能夠有這一份的感動呢?
[00:25:31.020 --> 00:25:34.060]  其實就是23到25節
[00:25:34.060 --> 00:25:39.400]  我們應該看到一個地方的困苦
[00:25:39.400 --> 00:25:42.760]  看到一個地方的心靈的哀號
[00:25:42.760 --> 00:25:47.380]  譬如有很多人他們得不到真正的心靈平安
[00:25:47.380 --> 00:25:49.840]  他們可能有表面的平安
[00:25:49.840 --> 00:25:53.200]  例如他衣食無憂 他就表面平安
[00:25:53.200 --> 00:25:57.560]  例如他身體很靚仔 很好 血管又很靚
[00:25:57.560 --> 00:26:03.320]  那就很平安 但是這些是隨時都會失去的
[00:26:03.320 --> 00:26:05.720]  如果有一些突然間的打擊
[00:26:05.720 --> 00:26:08.480]  譬如有一個很大的危機在香港
[00:26:08.480 --> 00:26:12.620]  有很多人失業 那個哀號就很明顯了
[00:26:12.620 --> 00:26:16.660]  那個困苦就很 大家能夠看到了
[00:26:16.660 --> 00:26:20.680]  但是心靈的困苦流離
