
[00:00:00.000 --> 00:00:07.000]  耶穌見他們的信心,就對譚子說:「孩子,你的罪赦了。」
[00:02:23.000 --> 00:02:27.000]  原來英文的翻譯是「去了耶穌的屋」
[00:02:27.000 --> 00:02:29.000]  耶穌在加伯隆租了一個地方
[00:02:29.000 --> 00:02:32.000]  在那裡有聚會,也有自己住的一個地方
[00:02:32.000 --> 00:02:34.000]  十二個門徒跟著祂
[00:02:34.000 --> 00:02:36.000]  這次過了一段時間
[00:02:36.000 --> 00:02:38.000]  耶穌從另一個地方回來
[00:02:38.000 --> 00:02:40.000]  回到加伯隆的屋裡
[00:02:40.000 --> 00:02:43.000]  那些人風聞耶穌來了
[00:02:43.000 --> 00:02:45.000]  很多人聚在一起
[00:02:45.000 --> 00:02:48.000]  聚在一起在耶穌的屋裡聽祂的講道
[00:02:48.000 --> 00:02:51.000]  這班人真的勇等來
[00:02:51.000 --> 00:02:54.000]  聽見耶穌來了,於是要去找耶穌
[00:02:54.000 --> 00:02:57.000]  聽到耶穌講道的時候
[00:02:57.000 --> 00:02:59.000]  就出現了一個情況
[00:02:59.000 --> 00:03:03.000]  屋子被迫得不能進入
[00:03:03.000 --> 00:03:07.000]  這班人來是特意要找耶穌的
[00:03:07.000 --> 00:03:09.000]  是要聽耶穌講道的
[00:03:09.000 --> 00:03:11.000]  有沒有出現過這樣的情況?
[00:03:11.000 --> 00:03:13.000]  有一名講員說
[00:03:13.000 --> 00:03:16.000]  「早點來吧,找個好位置」
[00:03:16.000 --> 00:03:19.000]  他就認真聽
[00:03:19.000 --> 00:03:22.000]  一定要找一個好位置,聽得好
[00:03:22.000 --> 00:03:26.000]  冷氣溫度也差不多,舒舒服服地聽
[00:03:26.000 --> 00:03:28.000]  如果講員不是在錦繡講的
[00:03:28.000 --> 00:03:29.000]  是在別處講的
[00:03:29.000 --> 00:03:31.000]  也要看看有沒有轉播
[00:03:31.000 --> 00:03:33.000]  還是過去聽他講道
[00:03:33.000 --> 00:03:34.000]  也會的
[00:03:34.000 --> 00:03:36.000]  這班人很仰慕耶穌
[00:03:36.000 --> 00:03:38.000]  特意去聽耶穌講道
[00:03:38.000 --> 00:03:41.000]  於是就聚在了耶穌的屋子裡
[00:03:41.000 --> 00:03:43.000]  原來迫到一個地步
[00:03:43.000 --> 00:03:44.000]  有多少人仰慕耶穌?
[00:03:44.000 --> 00:03:47.000]  屋子坐得不僅爆棚
[00:03:47.000 --> 00:03:52.000]  連外面附近的地方也塞滿了人
[00:03:52.000 --> 00:03:53.000]  去到一個地步
[00:03:53.000 --> 00:03:55.000]  基本上無法放人進來
[00:03:55.000 --> 00:03:59.000]  誰知道有人知道耶穌回家了
[00:03:59.000 --> 00:04:02.000]  覺得耶穌除了講道
[00:04:02.000 --> 00:04:04.000]  還有一樣很厲害的
[00:04:04.000 --> 00:04:05.000]  他醫病很厲害
[00:04:05.000 --> 00:04:06.000]  雖然不是醫生
[00:04:06.000 --> 00:04:08.000]  他不用怎麼打針吃藥
[00:04:08.000 --> 00:04:10.000]  他就可以叫人家痊癒
[00:04:10.000 --> 00:04:13.000]  於是就帶了一個病人去見耶穌
[00:04:13.000 --> 00:04:16.000]  這個病人有一個特別的情況
[00:04:16.000 --> 00:04:17.000]  他癱瘓了
[00:04:17.000 --> 00:04:19.000]  癱瘓了就不能自己去
[00:04:19.000 --> 00:04:21.000]  不能自己去
[00:04:21.000 --> 00:04:25.000]  他們很相信耶穌有這種醫治的能力
[00:04:25.000 --> 00:04:30.000]  所以就四個人抬著這個人去見耶穌
[00:04:30.000 --> 00:04:31.000]  他們不是太空閒
[00:04:31.000 --> 00:04:34.000]  他們真的覺得他很厲害
[00:04:34.000 --> 00:04:36.000]  他們真的覺得他很厲害
[00:04:36.000 --> 00:04:37.000]  耶穌是可以的
[00:04:37.000 --> 00:04:38.000]  一定要去找耶穌
[00:04:38.000 --> 00:04:40.000]  不找耶穌就醫不了
[00:04:40.000 --> 00:04:42.000]  就好像誰是名醫
[00:04:42.000 --> 00:04:45.000]  你知道人有這方面的病的時候
[00:04:45.000 --> 00:04:47.000]  你就會介紹他
[00:04:47.000 --> 00:04:49.000]  有朋友病就介紹他
[00:04:49.000 --> 00:04:51.000]  你去見誰他就幫到你
[00:04:51.000 --> 00:04:55.000]  這次他們就帶這個人來給耶穌幫他
[00:04:55.000 --> 00:04:57.000]  他帶這個人來給耶穌幫他的時候
[00:04:57.000 --> 00:04:58.000]  就出現了一個情況
[00:04:58.000 --> 00:05:00.000]  基本上進不去
[00:05:00.000 --> 00:05:01.000]  這四個人自己都進不去
[00:05:01.000 --> 00:05:04.000]  還要擔著擔架
[00:05:04.000 --> 00:05:05.000]  怎樣進去呢
[00:05:05.000 --> 00:05:07.000]  不進去又怎樣呢
[00:05:07.000 --> 00:05:09.000]  他們拆了別人的屋
[00:05:09.000 --> 00:05:11.000]  打完風之後
[00:05:11.000 --> 00:05:14.000]  大家的屋沒有被山竹拆了
[00:05:14.000 --> 00:05:18.000]  但這四個人就拆了耶穌的屋頂
[00:05:18.000 --> 00:05:20.000]  是不是耶穌很欺負呢
[00:05:20.000 --> 00:05:22.000]  去到耶穌的屋就拆了他的屋頂
[00:05:22.000 --> 00:05:24.000]  原來他們的文化
[00:05:24.000 --> 00:05:26.000]  他們建的屋頂是可以拆的
[00:05:26.000 --> 00:05:29.000]  瓦是可以搬走的
[00:05:29.000 --> 00:05:32.000]  他們的確在上面可以曬東西
[00:05:32.000 --> 00:05:35.000]  也可以走上去天台上面
[00:05:35.000 --> 00:05:38.000]  在天台屋頂的時候
[00:05:38.000 --> 00:05:40.000]  大家有些小聚會
[00:05:40.000 --> 00:05:41.000]  祈禱都可以
[00:05:41.000 --> 00:05:44.000]  彼得也去過別人的屋頂祈禱
[00:05:44.000 --> 00:05:46.000]  還見到異象
[00:05:46.000 --> 00:05:50.000]  他們知道這個巧妙
[00:05:50.000 --> 00:05:53.000]  樓梯旁邊會怎樣呢
[00:05:53.000 --> 00:05:55.000]  大家如果有去見到一些丁屋
[00:05:55.000 --> 00:05:57.000]  有些出租給別人的丁屋
[00:05:57.000 --> 00:05:59.000]  旁邊有一排樓梯
[00:05:59.000 --> 00:06:02.000]  他們可以由旁邊那排樓梯走到屋頂
[00:06:02.000 --> 00:06:05.000]  然後拆了別人的屋頂走到下面
[00:06:05.000 --> 00:06:08.000]  但他們知道下面容納不到他們走下去
[00:06:08.000 --> 00:06:13.000]  於是就用四個角把這個人吊了下去
[00:06:13.000 --> 00:06:16.000]  把這個人吊在耶穌基督的面前
[00:06:16.000 --> 00:06:21.000]  因為拆得到天台的瓦片
[00:06:21.000 --> 00:06:24.000]  於是他們看到耶穌基督的位置
[00:06:24.000 --> 00:06:25.000]  聽到聲音
[00:06:25.000 --> 00:06:26.000]  看到位置
[00:06:26.000 --> 00:06:30.000]  可以把這個人吊在耶穌的根前
[00:06:30.000 --> 00:06:33.000]  於是就把這個人吊了下去
[00:06:33.000 --> 00:06:38.000]  這個行動其實是驚四座的
[00:06:38.000 --> 00:06:39.000]  每個人都被他嚇到
[00:06:39.000 --> 00:06:40.000]  「做甚麼事啊」
[00:06:40.000 --> 00:06:43.000]  拆瓦已經覺得有甚麼事吵吵鬧鬧
[00:06:43.000 --> 00:06:46.000]  拆完瓦之後還有人在上面拋了下來
[00:06:46.000 --> 00:06:47.000]  為甚麼拋了一個人下來
[00:06:47.000 --> 00:06:51.000]  這個人來做甚麼的
[00:06:51.000 --> 00:06:53.000]  那些人一害怕有人拋了下來
[00:06:53.000 --> 00:06:55.000]  大家就會讓開位置
[00:06:55.000 --> 00:06:58.000]  於是這個人就被拋了下來
[00:06:58.000 --> 00:07:00.000]  出現了一個情況
[00:07:00.000 --> 00:07:02.000]  這個人被拋下來的時候
[00:07:02.000 --> 00:07:05.000]  大家覺得為甚麼要搞那麼多事
[00:07:05.000 --> 00:07:07.000]  這班人那麼空閒 搞甚麼
[00:07:07.000 --> 00:07:13.000]  但耶穌知道為甚麼這個太子要來見他
[00:07:13.000 --> 00:07:16.000]  於是他就要為他做一些事
[00:07:16.000 --> 00:07:17.000]  你知道一個人來找你
[00:07:17.000 --> 00:07:18.000]  有個原因的
[00:07:18.000 --> 00:07:20.000]  還要那麼艱難來找你
[00:07:20.000 --> 00:07:22.000]  你會特別為他做一些事
[00:07:22.000 --> 00:07:27.000]  其實這四個朋友非常之有愛心有義氣
[00:07:27.000 --> 00:07:29.000]  走過大街大巷
[00:07:29.000 --> 00:07:31.000]  擔著一個人
[00:07:31.000 --> 00:07:34.000]  擔架擔著一個人抬著他過來
[00:07:34.000 --> 00:07:36.000]  都要花點氣力時間
[00:07:36.000 --> 00:07:38.000]  還要抬著他上樓
[00:07:38.000 --> 00:07:40.000]  抬上樓不容易
[00:07:40.000 --> 00:07:43.000]  抬進電梯搬上去容易很多
[00:07:43.000 --> 00:07:46.000]  抬上樓梯你要平衡得很好
[00:07:46.000 --> 00:07:47.000]  前和後
[00:07:47.000 --> 00:07:51.000]  不然那個人就滑梯滑下去
[00:07:51.000 --> 00:07:53.000]  他們是很愛惜這個朋友
[00:07:53.000 --> 00:07:55.000]  真的抬了他上去屋頂
[00:07:55.000 --> 00:07:58.000]  很小心地把他扔下來
[00:07:58.000 --> 00:08:00.000]  扔在耶穌基督的庚前
[00:08:00.000 --> 00:08:01.000]  耶穌基督見到他們的情況
[00:08:01.000 --> 00:08:05.000]  祂很想幫他們做一件事
[00:08:05.000 --> 00:08:08.000]  就是做他們想耶穌為他們做的事
[00:08:08.000 --> 00:08:10.000]  於是耶穌就說了甚麼呢
[00:08:10.000 --> 00:08:13.000]  耶穌被他們這種信心感動了
[00:08:13.000 --> 00:08:14.000]  覺得他們走這條路
[00:08:14.000 --> 00:08:16.000]  想這個方法出來
[00:08:16.000 --> 00:08:20.000]  是很相信耶穌能夠幫到這個太子
[00:08:20.000 --> 00:08:22.000]  才會這樣做
[00:08:22.000 --> 00:08:23.000]  祂說了一句話
[00:08:23.000 --> 00:08:27.000]  「孩子,你的罪赦了」
[00:08:27.000 --> 00:08:28.000]  其實我很不明白
[00:08:28.000 --> 00:08:31.000]  來到是求醫治的
[00:08:31.000 --> 00:08:33.000]  太子來當然是希望
[00:08:33.000 --> 00:08:34.000]  橫著進來
[00:08:34.000 --> 00:08:39.000]  直著站著走出去
[00:08:39.000 --> 00:08:40.000]  為甚麼耶穌會說這句話
[00:08:40.000 --> 00:08:43.000]  「你的罪赦了」
[00:08:43.000 --> 00:08:45.000]  我沒有綁著鎖鏈來
[00:08:45.000 --> 00:08:47.000]  當著這麼多人
[00:08:47.000 --> 00:08:49.000]  你說「你的罪赦了」
[00:08:49.000 --> 00:08:51.000]  你後面還要說甚麼呢
[00:08:51.000 --> 00:08:53.000]  耶穌
[00:08:53.000 --> 00:08:54.000]  耶穌只是說了這句話
[00:08:54.000 --> 00:08:57.000]  「你的罪赦了」
[00:08:57.000 --> 00:08:58.000]  不過外面有些聲音
[00:08:58.000 --> 00:09:00.000]  「他做甚麼」
[00:09:00.000 --> 00:09:02.000]  「這個人說甚麼」
[00:09:02.000 --> 00:09:03.000]  「這個人說甚麼」
[00:09:03.000 --> 00:09:04.000]  「這是褻瀆的說話」
[00:09:04.000 --> 00:09:06.000]  「誰可以赦人的罪」
[00:09:06.000 --> 00:09:09.000]  除了神之外
[00:09:09.000 --> 00:09:12.000]  大家有自責
[00:09:12.000 --> 00:09:14.000]  這個太子
[00:09:14.000 --> 00:09:16.000]  我們當他睡在地上
[00:09:16.000 --> 00:09:19.000]  他沒有特別反應
[00:09:19.000 --> 00:09:22.000]  起碼他沒有說「我沒有罪」
[00:09:22.000 --> 00:09:25.000]  他沒有否認他有罪
[00:09:25.000 --> 00:09:26.000]  他沒有說話
[00:09:26.000 --> 00:09:29.000]  起碼沒有記載他說話
[00:09:29.000 --> 00:09:31.000]  似乎他真的有罪
[00:09:31.000 --> 00:09:33.000]  他也知道自己有罪
[00:09:33.000 --> 00:09:36.000]  但旁邊的人並不是說他沒有罪
[00:09:36.000 --> 00:09:38.000]  只是說
[00:09:38.000 --> 00:09:40.000]  「耶穌這個人是甚麼人來的」
[00:09:40.000 --> 00:09:44.000]  「耶穌有權赦人罪嗎」
[00:09:44.000 --> 00:09:49.000]  「耶穌有權赦免人的罪嗎」
[00:09:49.000 --> 00:09:51.000]  「耶穌有權赦免人的罪嗎」
[00:09:51.000 --> 00:09:54.000]  今天我們回來崇拜
[00:09:54.000 --> 00:09:59.000]  我們是否相信耶穌有權赦免人的罪呢
[00:09:59.000 --> 00:10:04.000]  還是我們習慣地回來聽道
[00:10:04.000 --> 00:10:05.000]  耶穌有權赦免人的罪
[00:10:05.000 --> 00:10:08.000]  與我們沒有甚麼關係
[00:10:08.000 --> 00:10:11.000]  政府沒有追我們稅
[00:10:11.000 --> 00:10:13.000]  沒有說我們有甚麼問題
[00:10:13.000 --> 00:10:15.000]  沒有控訴
[00:10:15.000 --> 00:10:16.000]  沒有罪
[00:10:16.000 --> 00:10:18.000]  耶穌能否赦免罪
[00:10:18.000 --> 00:10:22.000]  與我們好像沒有甚麼關係
[00:10:22.000 --> 00:10:26.000]  這群人也沒有想過與他們自己有沒有關係
[00:10:26.000 --> 00:10:28.000]  不過質疑一件事
[00:10:28.000 --> 00:10:33.000]  「耶穌,你有權赦免人的罪嗎」
[00:10:33.000 --> 00:10:37.000]  耶穌沒有接受他們直接的提問
[00:10:37.000 --> 00:10:39.000]  但知道他們在說甚麼
[00:10:39.000 --> 00:10:43.000]  耶穌只做了一件事
[00:10:43.000 --> 00:10:48.000]  耶穌說了一句話
[00:10:48.000 --> 00:10:50.000]  耶穌說了一句話
[00:10:50.000 --> 00:10:53.000]  祂告訴他們
[00:10:53.000 --> 00:10:56.000]  這個人接下來會怎樣
[00:10:56.000 --> 00:11:00.000]  祂說你們心裏的議論
[00:11:00.000 --> 00:11:03.000]  到底是說哪一句話容易呢
[00:11:03.000 --> 00:11:06.000]  到底是說你的罪赦了
[00:11:06.000 --> 00:11:07.000]  這句話容易嗎
[00:11:07.000 --> 00:11:10.000]  還是說起來
[00:11:10.000 --> 00:11:13.000]  拿著你的擔架走
[00:11:13.000 --> 00:11:16.000]  這句話容易說嗎
[00:11:16.000 --> 00:11:19.000]  醫學界一定不會覺得第二句容易說
[00:11:19.000 --> 00:11:20.000]  就算剛好醫好了
[00:11:20.000 --> 00:11:22.000]  也拿不起自己的擔架走
[00:11:22.000 --> 00:11:23.000]  可能醫好了之後
[00:11:23.000 --> 00:11:26.000]  第一件事要做物理治療
[00:11:26.000 --> 00:11:27.000]  學習走路
[00:11:27.000 --> 00:11:28.000]  這麼久沒有走路了
[00:11:28.000 --> 00:11:29.000]  學習走路
[00:11:29.000 --> 00:11:30.000]  這麼久沒有拉筋了
[00:11:30.000 --> 00:11:31.000]  要去處理一下
[00:11:31.000 --> 00:11:32.000]  拉一下筋
[00:11:32.000 --> 00:11:35.000]  看看肌肉的狀況如何
[00:11:35.000 --> 00:11:38.000]  我不會叫他們拿著這麼多東西
[00:11:38.000 --> 00:11:39.000]  但耶穌說起來
[00:11:39.000 --> 00:11:41.000]  拿著你的玉子酒吧
[00:11:41.000 --> 00:11:43.000]  拿著你的擔架走
[00:11:43.000 --> 00:11:47.000]  這個人就真的拿著擔架走
[00:11:47.000 --> 00:11:48.000]  這個人就是這樣
[00:11:48.000 --> 00:11:49.000]  拿著擔架走
[00:11:49.000 --> 00:11:51.000]  哪一句話容易說呢
[00:11:51.000 --> 00:11:53.000]  你的罪赦了
[00:11:53.000 --> 00:11:54.000]  弟兄姊妹對你來說
[00:11:54.000 --> 00:11:57.000]  哪一句話你容易說呢
[00:11:57.000 --> 00:12:00.000]  第二句我們一定說不到
[00:12:00.000 --> 00:12:02.000]  我們最容易說到的就是
[00:12:02.000 --> 00:12:04.000]  我為你祈禱
[00:12:04.000 --> 00:12:06.000]  我們很真誠地說
[00:12:06.000 --> 00:12:09.000]  這也是我們做得到的
[00:12:09.000 --> 00:12:11.000]  祈禱
[00:12:11.000 --> 00:12:12.000]  我們只能說
[00:12:12.000 --> 00:12:13.000]  我為你祈禱
[00:12:13.000 --> 00:12:14.000]  我們能不能跟他說
[00:12:14.000 --> 00:12:15.000]  我為你祈禱
[00:12:15.000 --> 00:12:17.000]  耶穌一定醫好你的
[00:12:17.000 --> 00:12:20.000]  其實第二句我們也不敢說
[00:12:20.000 --> 00:12:22.000]  如果有一個人真的帶著一個病人
[00:12:22.000 --> 00:12:24.000]  來到你面前
[00:12:24.000 --> 00:12:25.000]  請你為他祈禱的時候
[00:12:25.000 --> 00:12:27.000]  你會怎麼做呢
[00:12:27.000 --> 00:12:28.000]  我相信傳道人
[00:12:28.000 --> 00:12:31.000]  謝牧師特別多這些經驗
[00:12:31.000 --> 00:12:35.000]  謝牧師面對很多長者病人
[00:12:35.000 --> 00:12:40.000]  試過有一個人帶著他媽媽來見我
[00:12:40.000 --> 00:12:42.000]  他媽媽癌症
[00:12:42.000 --> 00:12:47.000]  女兒和女婿都是醫生
[00:12:47.000 --> 00:12:52.000]  女婿是癌科的外科醫生
[00:12:52.000 --> 00:12:56.000]  外母是癌症
[00:12:56.000 --> 00:12:58.000]  那怎麼辦呢
[00:12:58.000 --> 00:13:02.000]  那就是知道將來的路會是怎樣
[00:13:02.000 --> 00:13:12.000]  帶著這位身體有癌症的長輩來見我的時候
[00:13:12.000 --> 00:13:14.000]  他們也知道前面的情況
[00:13:14.000 --> 00:13:17.000]  當然也要求為他們祈禱
[00:13:17.000 --> 00:13:19.000]  我也知道為他們祈禱
[00:13:19.000 --> 00:13:21.000]  我當然求醫治
[00:13:21.000 --> 00:13:23.000]  但另一步我也知道
[00:13:23.000 --> 00:13:27.000]  其實也不是醫得多久
[00:13:27.000 --> 00:13:28.000]  有一個機會
[00:13:28.000 --> 00:13:30.000]  我跟他分享三福
[00:13:30.000 --> 00:13:33.000]  跟他傳福音的時候
[00:13:33.000 --> 00:13:37.000]  這位太太第一次聽福音
[00:13:37.000 --> 00:13:38.000]  女兒有回教會
[00:13:38.000 --> 00:13:41.000]  但他們沒有回來教會
[00:13:41.000 --> 00:13:42.000]  第一次聽福音
[00:13:42.000 --> 00:13:44.000]  她就肯信主
[00:13:44.000 --> 00:13:46.000]  肯信主之後
[00:13:46.000 --> 00:13:48.000]  她真的相信
[00:13:48.000 --> 00:13:50.000]  她不用做治療
[00:13:50.000 --> 00:13:53.000]  身體舒服的日子就真的回教會
[00:13:53.000 --> 00:13:55.000]  很快我們也幫她洗禮
[00:13:55.000 --> 00:13:57.000]  每一次她要做治療
[00:13:57.000 --> 00:13:59.000]  我們也會去醫院探望她
[00:13:59.000 --> 00:14:01.000]  陪她一會
[00:14:01.000 --> 00:14:03.000]  她整條路
[00:14:03.000 --> 00:14:05.000]  她真的很有信心地走
[00:14:05.000 --> 00:14:07.000]  她知道是不舒服的
[00:14:07.000 --> 00:14:09.000]  她特別知道會怎樣不舒服
[00:14:09.000 --> 00:14:11.000]  因為女兒很清楚
[00:14:11.000 --> 00:14:12.000]  女婿也很清楚
[00:14:12.000 --> 00:14:14.000]  她問甚麼她也很清楚
[00:14:14.000 --> 00:14:16.000]  知道路會是怎樣
[00:14:16.000 --> 00:14:18.000]  但她相信主之後
[00:14:18.000 --> 00:14:21.000]  她的表現是很平安
[00:14:21.000 --> 00:14:22.000]  女兒說
[00:14:22.000 --> 00:14:24.000]  其實她知道病症
[00:14:24.000 --> 00:14:26.000]  還沒有回來教會之前
[00:14:26.000 --> 00:14:30.000]  她父母心情非常不好
[00:14:30.000 --> 00:14:32.000]  很多情緒
[00:14:32.000 --> 00:14:34.000]  面容上也被他們知道
[00:14:34.000 --> 00:14:37.000]  生活得很負面
[00:14:37.000 --> 00:14:38.000]  我哪裡也不想去
[00:14:38.000 --> 00:14:40.000]  甚麼人也不想見
[00:14:40.000 --> 00:14:41.000]  求了很久
[00:14:41.000 --> 00:14:42.000]  終於肯回來教會
[00:14:42.000 --> 00:14:45.000]  原來那天他們踏出教會之後
[00:14:45.000 --> 00:14:47.000]  她決了志踏出教會之後
[00:14:47.000 --> 00:14:49.000]  就不同了
[00:14:49.000 --> 00:14:53.000]  她的心情開始願意去接觸治療
[00:14:53.000 --> 00:14:56.000]  治不好也減輕痛苦
[00:14:56.000 --> 00:14:59.000]  心情正面了
[00:14:59.000 --> 00:15:02.000]  原來我們是做不到甚麼
[00:15:02.000 --> 00:15:04.000]  我們只可以帶她來祈禱
[00:15:04.000 --> 00:15:06.000]  只相信一件事
[00:15:06.000 --> 00:15:09.000]  我們只相信神可以治她
[00:15:09.000 --> 00:15:10.000]  如果祂願意
[00:15:10.000 --> 00:15:17.000]  神可以令她平平安安地走前面的路
[00:15:17.000 --> 00:15:20.000]  她真的這樣去做
[00:15:20.000 --> 00:15:24.000]  神是按照著我們的信心去應允我們
[00:15:24.000 --> 00:15:25.000]  這個人來
[00:15:25.000 --> 00:15:26.000]  這個太子來
[00:15:26.000 --> 00:15:29.000]  他也是求一件事
[00:15:29.000 --> 00:15:32.000]  他求能夠得到醫治
[00:15:32.000 --> 00:15:35.000]  我不知道他的信心有多大
[00:15:35.000 --> 00:15:38.000]  加上他四個朋友的信心有多大
[00:15:38.000 --> 00:15:39.000]  不過我好像覺得
[00:15:39.000 --> 00:15:40.000]  在這件事裏
[00:15:40.000 --> 00:15:42.000]  不知道是否其他事
[00:15:42.000 --> 00:15:44.000]  但在這件事裏起碼
[00:15:44.000 --> 00:15:47.000]  他們的信心加起來就爆燈了
[00:15:47.000 --> 00:15:50.000]  這個信心令耶穌基督受感動
[00:15:50.000 --> 00:15:52.000]  耶穌基督的心受到感動
[00:15:52.000 --> 00:15:53.000]  為了他們的信心
[00:15:53.000 --> 00:15:55.000]  願意這樣來
[00:15:55.000 --> 00:15:57.000]  擔著他過來
[00:15:57.000 --> 00:15:58.000]  然後拆屋頂
[00:15:58.000 --> 00:16:00.000]  從屋頂拋他下來
[00:16:00.000 --> 00:16:02.000]  不是三、兩個小時做完的事
[00:16:02.000 --> 00:16:03.000]  他這樣來
[00:16:03.000 --> 00:16:06.000]  把這個人帶到耶穌基督面前的時候
[00:16:06.000 --> 00:16:08.000]  耶穌基督做了第一件事
[00:16:08.000 --> 00:16:10.000]  就是「你的罪赦了」
[00:16:10.000 --> 00:16:13.000]  是否這個人真的有些事做錯了呢
[00:16:13.000 --> 00:16:15.000]  如果你看《馬太福音》
[00:16:15.000 --> 00:16:18.000]  《馬太福音》第五章第二節就是這樣寫的
[00:16:18.000 --> 00:16:20.000]  《馬太福音》第五章第二節就是說
[00:16:20.000 --> 00:16:24.000]  「孩子,放心,你的罪赦了」
[00:16:24.000 --> 00:16:27.000]  他真的在說一些事
[00:16:27.000 --> 00:16:30.000]  是這個癱瘓了的人心裏知道的
[00:16:30.000 --> 00:16:34.000]  他在回應他心裏的一些思想
[00:16:34.000 --> 00:16:35.000]  不只是說
[00:16:35.000 --> 00:16:37.000]  「入得來你都是個罪人」
[00:16:37.000 --> 00:16:39.000]  「其實個個都是罪人」
[00:16:39.000 --> 00:16:40.000]  「好吧好吧,我赦免你的罪」
[00:16:40.000 --> 00:16:42.000]  他是知道他有甚麼事
[00:16:42.000 --> 00:16:45.000]  他的罪到底和他享受了有沒有關係呢
[00:16:45.000 --> 00:16:47.000]  我們不知道,可能有關係
[00:16:47.000 --> 00:16:49.000]  他還會想著「我是有罪」
[00:16:49.000 --> 00:16:50.000]  所以他進來的時候
[00:16:50.000 --> 00:16:51.000]  耶穌基督跟他說
[00:16:51.000 --> 00:16:56.000]  「你放心,你的罪赦了」
[00:16:56.000 --> 00:16:59.000]  於是這個人聽到這句話
[00:16:59.000 --> 00:17:02.000]  其實他還在留心
[00:17:02.000 --> 00:17:03.000]  接著下一句話
[00:17:03.000 --> 00:17:04.000]  耶穌就說
[00:17:04.000 --> 00:17:08.000]  「起來,你的玉子走吧」
[00:17:08.000 --> 00:17:09.000]  他就真的起來
[00:17:09.000 --> 00:17:11.000]  他的玉子走了
[00:17:11.000 --> 00:17:14.000]  有沒有這個信心呢
[00:17:14.000 --> 00:17:16.000]  如果有人跟我們這樣說
[00:17:16.000 --> 00:17:17.000]  我們可能會告訴他
[00:17:17.000 --> 00:17:19.000]  「你不知道我有多痛」
[00:17:19.000 --> 00:17:22.000]  「你是我,你就知道我能不能起來」
[00:17:22.000 --> 00:17:25.000]  但是這個人有這樣的信心
[00:17:25.000 --> 00:17:27.000]  他知道耶穌基督這樣跟他說的時候
[00:17:27.000 --> 00:17:29.000]  他真的起到身
[00:17:29.000 --> 00:17:30.000]  他就起來
[00:17:30.000 --> 00:17:33.000]  他就起來拿著擔架的東西
[00:17:33.000 --> 00:17:34.000]  他走了
[00:17:34.000 --> 00:17:36.000]  他走出去
[00:17:36.000 --> 00:17:39.000]  人們是開一條路讓他走出去
[00:17:39.000 --> 00:17:41.000]  是很擠的,是一間屋
[00:17:41.000 --> 00:17:43.000]  就是說整間屋裏面
[00:17:43.000 --> 00:17:45.000]  那天來聽道的人
[00:17:45.000 --> 00:17:47.000]  都知道有這件事發生
[00:17:47.000 --> 00:17:48.000]  由最近耶穌的人
