
[00:00:00.000 --> 00:00:15.000]  各位弟兄姊妹晚安,我們一起祈禱,感恩我們又能夠在禮堂或線上家中透過Zoom
[00:11:14.000 --> 00:11:16.000]  當時的國家的興衰
[00:11:16.000 --> 00:11:21.000]  對於整個重點是到底神的選民
[00:11:21.000 --> 00:11:26.000]  現在在神的救恩計劃裏面去到哪一點呢?
[00:11:26.000 --> 00:11:28.000]  現在是要被擄了
[00:11:28.000 --> 00:11:30.000]  誰都難不倒的
[00:11:30.000 --> 00:11:33.000]  所以當時末世的先知
[00:11:33.000 --> 00:11:35.000]  譬如耶利米、以西傑
[00:11:35.000 --> 00:11:40.000]  是主催一定要投降巴比倫的
[00:11:40.000 --> 00:11:42.000]  你不投降
[00:11:42.000 --> 00:11:45.000]  你就是等於違背神的旨意
[00:11:45.000 --> 00:11:48.000]  所以耶利米的下場是很慘的
[00:11:48.000 --> 00:11:51.000]  是被眾叛親離的
[00:11:51.000 --> 00:11:53.000]  每個人都說他賣國
[00:11:53.000 --> 00:11:55.000]  但是神的旨意就是說
[00:11:55.000 --> 00:11:57.000]  在這個時候
[00:11:57.000 --> 00:12:00.000]  整個民族一定要被擄到巴比倫
[00:12:00.000 --> 00:12:02.000]  是不能回頭的
[00:12:02.000 --> 00:12:05.000]  但是到了被擄歸回的差不多時間
[00:12:05.000 --> 00:12:09.000]  譬如達爾利他在晚年的時候祈禱
[00:12:09.000 --> 00:12:12.000]  或者有被擄歸回的時間
[00:12:12.000 --> 00:12:15.000]  那些人就想去重建
[00:12:15.000 --> 00:12:19.000]  所以你看到哈該、撒加利亞在這個時候出現
[00:12:19.000 --> 00:12:22.000]  就是他們停頓了不重建
[00:12:22.000 --> 00:12:26.000]  反而就被先知去責罰他們
[00:12:26.000 --> 00:12:27.000]  所以你就可以想像到
[00:12:27.000 --> 00:12:30.000]  原來不同階段的先知
[00:12:30.000 --> 00:12:32.000]  都要有很敏銳的觸覺
[00:12:32.000 --> 00:12:35.000]  就是神在這個時候
[00:12:35.000 --> 00:12:38.000]  對這個民族有什麼的應許
[00:12:38.000 --> 00:12:40.000]  有什麼的吩咐
[00:12:40.000 --> 00:12:44.000]  所以先知就要配合神的時間
[00:12:44.000 --> 00:12:46.000]  現在是責罰
[00:12:46.000 --> 00:12:48.000]  還是安慰
[00:12:48.000 --> 00:12:51.000]  還是鼓勵、加油
[00:12:51.000 --> 00:13:01.000]  先知就要按時間去說神要先知說的工作
[00:13:01.000 --> 00:13:04.000]  所以我們就要留心這些經文
[00:13:04.000 --> 00:13:07.000]  所以第一章頭六節
[00:13:07.000 --> 00:13:11.000]  就是舊事重提
[00:13:11.000 --> 00:13:18.000]  為什麼你們不能夠得到神的祝福呢?
[00:13:18.000 --> 00:13:20.000]  就是因為不順服
[00:13:20.000 --> 00:13:23.000]  現在在這個階段
[00:13:23.000 --> 00:13:25.000]  就是他們已經停頓了
[00:13:25.000 --> 00:13:27.000]  聖殿已經爛尾了
[00:13:27.000 --> 00:13:29.000]  十幾年了
[00:13:29.000 --> 00:13:34.000]  現在怎樣去從根基再去建造呢?
[00:13:34.000 --> 00:13:36.000]  一度就是六節
[00:13:36.000 --> 00:13:38.000]  「大理烏王第二年八月
[00:13:38.000 --> 00:13:41.000]  耶和華的說臨到亦多的孫子
[00:13:41.000 --> 00:13:45.000]  比利加的兒子先知撒加利亞說
[00:13:45.000 --> 00:13:49.000]  耶和華曾向你們列祖大大的發怒」
[00:13:49.000 --> 00:13:51.000]  所以你要對以色列人說
[00:13:51.000 --> 00:13:55.000]  你就是先知撒加利亞
[00:13:55.000 --> 00:13:58.000]  撒加利亞的希伯來的意思
[00:13:58.000 --> 00:14:01.000]  這個字就是神眷顧的意思
[00:14:01.000 --> 00:14:03.000]  如果哈該
[00:14:03.000 --> 00:14:06.000]  希伯來文的意思就是關於節期
[00:14:06.000 --> 00:14:08.000]  所以哈該很多時候
[00:14:08.000 --> 00:14:11.000]  是在重要的節期說話
[00:14:11.000 --> 00:14:14.000]  好像出來做一個代言
[00:14:14.000 --> 00:14:19.000]  我們看到神就和撒加利亞說
[00:14:19.000 --> 00:14:20.000]  所以第三節
[00:14:20.000 --> 00:14:23.000]  「你要對以色列人說
[00:14:23.000 --> 00:14:25.000]  萬君之耶和華如此說
[00:14:25.000 --> 00:14:27.000]  你們要轉向我
[00:14:27.000 --> 00:14:29.000]  我就轉向你們
[00:14:29.000 --> 00:14:32.000]  這是萬君之耶和華說的
[00:14:32.000 --> 00:14:34.000]  不要效法你們列祖
[00:14:34.000 --> 00:14:37.000]  從前的先知呼叫他們說
[00:14:37.000 --> 00:14:40.000]  萬君之耶和華如此說
[00:14:40.000 --> 00:14:44.000]  你們要回頭離開你們的惡道惡行
[00:14:44.000 --> 00:14:47.000]  他們卻不聽也不順從我
[00:14:47.000 --> 00:14:49.000]  這是耶和華說的
[00:14:49.000 --> 00:14:51.000]  你們的列祖在那裡呢
[00:14:51.000 --> 00:14:55.000]  那些先知能不能夠永遠存活嗎
[00:14:55.000 --> 00:14:58.000]  只是我的言語和律例
[00:14:58.000 --> 00:15:02.000]  就是我吩咐我僕人眾先知的
[00:15:02.000 --> 00:15:05.000]  豈不臨到你們列祖嗎
[00:15:05.000 --> 00:15:07.000]  他們就回頭說
[00:15:07.000 --> 00:15:12.000]  萬君之耶和華定義按我們的行動作為
[00:15:12.000 --> 00:15:14.000]  向我們怎樣行
[00:15:14.000 --> 00:15:17.000]  他已照樣行了」
[00:15:17.000 --> 00:15:22.000]  好像幫他們做一些歷史的功課
[00:15:22.000 --> 00:15:26.000]  過去為什麼這個民族
[00:15:26.000 --> 00:15:29.000]  被擄到這麼遠的巴比倫
[00:15:29.000 --> 00:15:35.000]  這個米索波大米的平原地方
[00:15:35.000 --> 00:15:38.000]  即是現在大概是伊拉克那一帶
[00:15:38.000 --> 00:15:41.000]  這樣來到整個國家沒有了
[00:15:41.000 --> 00:15:43.000]  70年沒有了
[00:15:43.000 --> 00:15:46.000]  現在回頭來那五萬多人
[00:15:46.000 --> 00:15:48.000]  其實是很少數
[00:15:48.000 --> 00:15:50.000]  回頭來重建
[00:15:50.000 --> 00:15:52.000]  但是面對一些困難的時候
[00:15:52.000 --> 00:15:55.000]  他們又開始手腳放遠了
[00:15:55.000 --> 00:15:58.000]  好像沒有了那個很強烈的
[00:15:58.000 --> 00:16:02.000]  類似猶太的復國主義
[00:16:02.000 --> 00:16:05.000]  不能夠一鼓作氣了
[00:16:05.000 --> 00:16:08.000]  因為那個氣已經被人打沉了
[00:16:08.000 --> 00:16:11.000]  現在神就興起先知
[00:16:11.000 --> 00:16:15.000]  一方面為什麼要這麼迂迴呢
[00:16:15.000 --> 00:16:18.000]  因為先知的系統
[00:16:18.000 --> 00:16:20.000]  至少在這個民族
[00:16:20.000 --> 00:16:21.000]  在猶太人
[00:16:21.000 --> 00:16:23.000]  其實當時的近東
[00:16:23.000 --> 00:16:26.000]  對於一些能夠講語言的人
[00:16:26.000 --> 00:16:28.000]  都會很尊崇的
[00:16:28.000 --> 00:16:29.000]  都會很敬重的
[00:16:29.000 --> 00:16:31.000]  比如非洲那些巫師
[00:16:31.000 --> 00:16:33.000]  能夠行法術的那些
[00:16:33.000 --> 00:16:37.000]  那些很落後的村子
[00:16:37.000 --> 00:16:39.000]  整個村子最重要的那個人
[00:16:39.000 --> 00:16:41.000]  就是那個巫師
[00:16:41.000 --> 00:16:45.000]  那些祭典就要那個巫師出來
[00:16:45.000 --> 00:16:49.000]  但是這個就是神已經在這個民族
[00:16:49.000 --> 00:16:52.000]  一直興起的積分
[00:16:52.000 --> 00:16:55.000]  所以猶太人他們始終
[00:16:55.000 --> 00:16:57.000]  對先知講的話
[00:16:57.000 --> 00:16:59.000]  他們都是會有尊重的
[00:16:59.000 --> 00:17:01.000]  他們都是會來聆聽的
[00:17:01.000 --> 00:17:03.000]  所以神就在這個時候
[00:17:03.000 --> 00:17:05.000]  就不是向所羅巴伯
[00:17:05.000 --> 00:17:08.000]  不是向大祭司約書亞
[00:17:08.000 --> 00:17:09.000]  來去顯現
[00:17:09.000 --> 00:17:12.000]  反而是興起兩位先知
[00:17:12.000 --> 00:17:14.000]  其實他們是什麼背景的人呢
[00:17:14.000 --> 00:17:17.000]  是不是跟隨上去重建的人呢
[00:17:17.000 --> 00:17:19.000]  聖經又沒有太多的交代
[00:17:19.000 --> 00:17:21.000]  只是告訴我們
[00:17:21.000 --> 00:17:24.000]  所羅巴伯就是在巴比倫
[00:17:24.000 --> 00:17:26.000]  被神的靈感動
[00:17:26.000 --> 00:17:29.000]  來到去上去重建的一個領袖
[00:17:29.000 --> 00:17:31.000]  是省長來的
[00:17:31.000 --> 00:17:32.000]  這個切巴薩
[00:17:32.000 --> 00:17:36.000]  所羅巴伯的另外一個名字就是切巴薩
[00:17:36.000 --> 00:17:38.000]  你就可以想像得到
[00:17:38.000 --> 00:17:41.000]  當時連一些領袖
[00:17:41.000 --> 00:17:44.000]  是當年回歸
[00:17:44.000 --> 00:17:45.000]  回到去
[00:17:45.000 --> 00:17:48.000]  都有一個很大的軟弱
[00:17:48.000 --> 00:17:49.000]  但是現在呢
[00:17:49.000 --> 00:17:51.000]  透過先知的安慰
[00:17:51.000 --> 00:17:53.000]  相信肯定是安慰
[00:17:53.000 --> 00:17:56.000]  因為你們轉向我
[00:17:56.000 --> 00:17:59.000]  我就一定會轉向你們
[00:17:59.000 --> 00:18:02.000]  這是一個很大的安慰
[00:18:02.000 --> 00:18:04.000]  就是說既往不咎
[00:18:04.000 --> 00:18:08.000]  不會再追究他們的問題
[00:18:08.000 --> 00:18:09.000]  在這個時候
[00:18:09.000 --> 00:18:10.000]  是一個安慰的時候
[00:18:10.000 --> 00:18:11.000]  在這個時候
[00:18:11.000 --> 00:18:15.000]  是一個要鼓動大家的心
[00:18:15.000 --> 00:18:17.000]  來看到重建聖殿
[00:18:17.000 --> 00:18:20.000]  是最重要的工作
[00:18:20.000 --> 00:18:24.000]  所以一切的其他的事務
[00:18:24.000 --> 00:18:27.000]  暫時都要分配時間
[00:18:27.000 --> 00:18:29.000]  和優先
[00:18:29.000 --> 00:18:31.000]  哪些是優次
[00:18:31.000 --> 00:18:34.000]  那個次序就要重新排列
[00:18:34.000 --> 00:18:38.000]  所以先知就扮演著這個
[00:18:38.000 --> 00:18:40.000]  這個時候就不是警告
[00:18:40.000 --> 00:18:45.000]  是提出過去的歷史
[00:18:45.000 --> 00:18:47.000]  我們的祖宗
[00:18:47.000 --> 00:18:50.000]  受過的遭遇
[00:18:50.000 --> 00:18:53.000]  但是現在不應該再重蹈覆轍
[00:18:53.000 --> 00:18:55.000]  現在是新一代
[00:18:55.000 --> 00:18:58.000]  而且這是一個重建的時候
[00:18:58.000 --> 00:19:00.000]  所以神就透過先知
[00:19:00.000 --> 00:19:03.000]  來發出安慰的說話
[00:19:03.000 --> 00:19:06.000]  其中第六節的重點就是
[00:19:06.000 --> 00:19:08.000]  人物全非
[00:19:08.000 --> 00:19:11.000]  就是人面全非
[00:19:11.000 --> 00:19:13.000]  但是物都沒有了
[00:19:13.000 --> 00:19:16.000]  但是有的仍然停留的
[00:19:16.000 --> 00:19:18.000]  就是有神的神諭
[00:19:18.000 --> 00:19:20.000]  即是先知的預言
[00:19:20.000 --> 00:19:24.000]  和先知曾經在適當的時候
[00:19:24.000 --> 00:19:25.000]  說適當的話
[00:19:25.000 --> 00:19:27.000]  那個重要
[00:19:27.000 --> 00:19:28.000]  你過了之後
[00:19:28.000 --> 00:19:30.000]  馬後炮 事後孔明
[00:19:30.000 --> 00:19:32.000]  是人都會說的
[00:19:32.000 --> 00:19:36.000]  但是先知最重要的身份
[00:19:36.000 --> 00:19:38.000]  那個價值
[00:19:38.000 --> 00:19:40.000]  就是在適當的時候
[00:19:40.000 --> 00:19:41.000]  未發生之前
[00:19:41.000 --> 00:19:43.000]  提出那個
[00:19:43.000 --> 00:19:46.000]  你可以說是危言聳聽
[00:19:46.000 --> 00:19:47.000]  其實重要的是
[00:19:47.000 --> 00:19:50.000]  將神要說的話
[00:19:50.000 --> 00:19:51.000]  重要的說出來
[00:19:51.000 --> 00:19:54.000]  這個就是先知最重要的
[00:19:54.000 --> 00:19:56.000]  因為最重要的警告
[00:19:56.000 --> 00:19:57.000]  你不出聲
[00:19:57.000 --> 00:19:58.000]  就不知道
[00:19:58.000 --> 00:20:00.000]  怕被人說
[00:20:00.000 --> 00:20:01.000]  怕受牽連
[00:20:01.000 --> 00:20:02.000]  怕得失人
[00:20:02.000 --> 00:20:05.000]  那你就很容易做先知了
[00:20:05.000 --> 00:20:06.000]  但是最重要的時候
[00:20:06.000 --> 00:20:08.000]  你能夠說了
[00:20:08.000 --> 00:20:10.000]  聽不聽就不關你的事了
[00:20:10.000 --> 00:20:12.000]  就是他自己面對神了
[00:20:12.000 --> 00:20:13.000]  這個時候
[00:20:13.000 --> 00:20:15.000]  當那些事情一直演變
[00:20:15.000 --> 00:20:17.000]  原來真的是
[00:20:17.000 --> 00:20:19.000]  真的是這樣發生
[00:20:19.000 --> 00:20:21.000]  所以耶利米後來
[00:20:21.000 --> 00:20:24.000]  被很多猶太人景仰他
[00:20:24.000 --> 00:20:26.000]  因為他在最重要的時候
[00:20:26.000 --> 00:20:29.000]  他不計較自己的名聲
[00:20:29.000 --> 00:20:33.000]  不計較自己生命的安危
[00:20:33.000 --> 00:20:38.000]  都要來勸百姓放手
[00:20:38.000 --> 00:20:39.000]  投降
[00:20:39.000 --> 00:20:41.000]  去到巴比倫
[00:20:41.000 --> 00:20:42.000]  做買賣
[00:20:42.000 --> 00:20:43.000]  蓋房子
[00:20:43.000 --> 00:20:45.000]  生孩子
[00:20:45.000 --> 00:20:49.000]  準備等候70年的回歸
[00:20:49.000 --> 00:20:52.000]  他甚至乎自己都買了一些地
[00:20:52.000 --> 00:20:54.000]  你可以想像得到
[00:20:54.000 --> 00:20:57.000]  簡直是難以想像
[00:20:57.000 --> 00:20:59.000]  那些事情還沒發生
[00:20:59.000 --> 00:21:01.000]  耶路撒冷的先知
[00:21:01.000 --> 00:21:03.000]  那些就是賊孩先知
[00:21:03.000 --> 00:21:06.000]  因為當時西底加王
[00:21:06.000 --> 00:21:09.000]  是非常之極力
[00:21:09.000 --> 00:21:11.000]  想展示信心
[00:21:11.000 --> 00:21:14.000]  我們怎會輸給巴比倫
[00:21:14.000 --> 00:21:16.000]  我們的國家有神
[00:21:16.000 --> 00:21:17.000]  那麼強大
[00:21:17.000 --> 00:21:19.000]  怎會輸給巴比倫呢
[00:21:19.000 --> 00:21:21.000]  所以他當然希望身邊的先知
[00:21:21.000 --> 00:21:22.000]  告訴他們
[00:21:22.000 --> 00:21:24.000]  我們一定打勝仗的
[00:21:24.000 --> 00:21:26.000]  神一定會站在我們這一邊的
[00:21:26.000 --> 00:21:28.000]  我們不需要懼怕的
[00:21:28.000 --> 00:21:30.000]  雖然巴比倫的軍隊
[00:21:30.000 --> 00:21:33.000]  尼布薩拉旦已經在冰林城下
[00:21:33.000 --> 00:21:36.000]  但是不需要怕的
[00:21:36.000 --> 00:21:38.000]  你想想有兩批
[00:21:38.000 --> 00:21:42.000]  一批就是站在西底加王身邊的
[00:21:42.000 --> 00:21:45.000]  但是一些是很孤單的
[00:21:45.000 --> 00:21:48.000]  被王遺棄的
[00:21:48.000 --> 00:21:51.000]  將他放在一個枯井裏面
[00:21:51.000 --> 00:21:55.000]  任由他沒得吃
