
[00:00:00.000 --> 00:00:03.760]  今天講到的這個題目曾經在一兩年前
[00:02:19.920 --> 00:02:21.360]  但是呢
[00:02:21.360 --> 00:02:23.240]  你也做了你的責任
[00:02:23.240 --> 00:02:25.240]  你有均衡飲食
[00:02:25.240 --> 00:02:27.240]  可能有適量的運動
[00:02:27.240 --> 00:02:29.000]  你又知道做足
[00:02:29.000 --> 00:02:30.240]  OK的了
[00:02:30.240 --> 00:02:31.040]  接著我說是的
[00:02:31.040 --> 00:02:32.240]  我猜他也是基督徒
[00:02:32.240 --> 00:02:33.600]  我說其實真的
[00:02:33.600 --> 00:02:35.520]  人的力量很一向都是上帝的恩典
[00:02:35.520 --> 00:02:37.200]  他說絕對是
[00:02:37.200 --> 00:02:39.200]  我收到醫生這句話的時候
[00:02:39.200 --> 00:02:41.280]  回去再想
[00:02:41.280 --> 00:02:42.440]  如果
[00:02:42.440 --> 00:02:43.960]  我的身體
[00:02:43.960 --> 00:02:45.880]  有問題的時候
[00:02:45.880 --> 00:02:48.000]  那我還愛不愛自己的身體呢
[00:02:48.000 --> 00:02:50.000]  或者怎樣愛自己的身體呢
[00:02:50.000 --> 00:02:52.320]  當自己身體沒事的時候
[00:02:52.320 --> 00:02:54.640]  我們就好像很理所當然
[00:02:54.640 --> 00:02:57.440]  去運用它
[00:02:57.440 --> 00:02:58.840]  可能就奴役它
[00:02:58.840 --> 00:03:01.040]  或者又再放縱它
[00:03:01.040 --> 00:03:03.680]  這個就是我們有時忽略的地方
[00:03:03.680 --> 00:03:05.440]  但是倒過來的時候
[00:03:05.440 --> 00:03:08.640]  如果我們真的盡了責任的時候
[00:03:08.640 --> 00:03:09.640]  可能也會有毛病的
[00:03:09.640 --> 00:03:10.200]  大家明白
[00:03:10.200 --> 00:03:11.640]  很多不同的原因
[00:03:11.640 --> 00:03:14.040]  都會令自己身體有問題
[00:03:14.040 --> 00:03:14.800]  我也問自己
[00:03:14.800 --> 00:03:16.320]  那我還怎樣對待我的身體呢
[00:03:16.320 --> 00:03:18.000]  我會用一個什麼態度
[00:03:18.000 --> 00:03:19.560]  去回應他呢
[00:03:19.560 --> 00:03:21.320]  這個是我聽完我的醫生
[00:03:21.320 --> 00:03:22.320]  說完之後
[00:03:22.320 --> 00:03:23.960]  一直在想
[00:03:23.960 --> 00:03:25.640]  是的 我有一個責任盡了
[00:03:25.640 --> 00:03:28.920]  但我不可以只是用一個責任的心
[00:03:28.920 --> 00:03:30.600]  來對待自己
[00:03:30.600 --> 00:03:32.880]  而且我想這樣說的時候
[00:03:32.880 --> 00:03:35.760]  在教徒的愛的實踐當中
[00:03:35.760 --> 00:03:39.720]  其實應該無論是我們愛神
[00:03:39.720 --> 00:03:41.040]  愛自己
[00:03:41.040 --> 00:03:42.480]  或者愛別人都好
[00:03:42.480 --> 00:03:44.680]  無論是信徒或者你的靈社
[00:03:44.680 --> 00:03:47.200]  其實都是出於同一份的愛
[00:03:47.200 --> 00:03:48.240]  這個是我自己的信念
[00:03:48.240 --> 00:03:50.520]  也是我們應該在聖經之中
[00:03:50.520 --> 00:03:53.080]  去尋求一份真實
[00:03:53.080 --> 00:03:55.520]  從上帝而來的愛
[00:03:55.520 --> 00:03:58.800]  來幫助我們去堅持下去
[00:03:58.800 --> 00:04:00.200]  所以當我這樣說的時候
[00:04:00.200 --> 00:04:01.360]  用剛才我自己的例子的時候
[00:04:01.360 --> 00:04:01.800]  是的 沒錯
[00:04:01.800 --> 00:04:03.360]  有一部分是責任
[00:04:03.360 --> 00:04:05.360]  但是責任不能取代你的愛
[00:04:05.360 --> 00:04:07.600]  責任不等於愛
[00:04:07.600 --> 00:04:09.600]  我們繼續要回到
[00:04:09.600 --> 00:04:12.520]  這份愛的根源裡面
[00:04:12.520 --> 00:04:13.960]  特別是在聖經當中
[00:04:13.960 --> 00:04:16.240]  去描述的這份愛裡面
[00:04:16.240 --> 00:04:18.040]  我們去浸淫在裡面
[00:04:18.040 --> 00:04:19.520]  我們去思想
[00:04:19.520 --> 00:04:21.600]  我們去開放自己
[00:04:21.600 --> 00:04:22.560]  去進入
[00:04:22.560 --> 00:04:26.480]  才能夠體會到這份愛的奧秘
[00:04:26.480 --> 00:04:30.040]  然後才懂得怎樣用愛去回應
[00:04:30.040 --> 00:04:32.120]  我們今天就在這兩封當中
[00:04:32.120 --> 00:04:33.200]  一段經文
[00:04:33.200 --> 00:04:34.720]  我們求主幫助我們
[00:04:34.720 --> 00:04:37.040]  用一個開放的心靈
[00:04:37.040 --> 00:04:38.000]  去領受
[00:04:38.000 --> 00:04:40.880]  這個是主耶穌一段臨別陣言
[00:04:40.880 --> 00:04:44.960]  去對門徒的一番語重心長的說話
[00:04:44.960 --> 00:04:47.600]  全部都成為我們在心裡面
[00:04:47.600 --> 00:04:49.960]  常常提醒和引導
[00:04:49.960 --> 00:04:52.720]  我們一起再次一個禱告
[00:04:52.720 --> 00:04:55.680]  主求你幫助弟子們
[00:04:55.680 --> 00:04:58.880]  讓我們今天早上
[00:04:58.880 --> 00:05:03.360]  在你的恩典之下能夠聚集去敬拜
[00:05:03.360 --> 00:05:06.600]  讓我們都能夠全心謙卑
[00:05:06.600 --> 00:05:09.720]  能夠讓聖靈當中引導
[00:05:09.720 --> 00:05:13.800]  我們體察主耶穌你自己今天所說的話
[00:05:13.800 --> 00:05:16.120]  求你保守我們以下的時間
[00:05:16.120 --> 00:05:16.840]  同心禱告
[00:05:16.840 --> 00:05:18.400]  奉主耶穌得聖典至祢頭
[00:05:18.400 --> 00:05:19.000]  阿們
[00:05:19.000 --> 00:05:24.880]  《約翰福音》是一卷都不容易明白的書
[00:05:24.880 --> 00:05:25.720]  大家知道
[00:05:25.720 --> 00:05:27.480]  我們有所謂婦女福音
[00:05:27.480 --> 00:05:29.560]  就是馬太馬可路加
[00:05:29.560 --> 00:05:32.240]  相對的題材是接近一點的
[00:05:32.240 --> 00:05:34.080]  約翰就是用另一種
[00:05:34.080 --> 00:05:36.280]  或者那種愛的語言
[00:05:36.280 --> 00:05:40.880]  的流露出一個福音的表達
[00:05:40.880 --> 00:05:43.680]  特別在十三章至十七章
[00:05:43.680 --> 00:05:45.560]  其實是一個
[00:05:45.560 --> 00:05:47.680]  通常解經家就有一段叫做
[00:05:47.680 --> 00:05:48.960]  farewell sermon
[00:05:48.960 --> 00:05:50.760]  就是耶穌臨走前
[00:05:50.760 --> 00:05:52.960]  要向門徒說一大番的話
[00:05:52.960 --> 00:05:54.520]  包括了和門徒洗腳
[00:05:54.520 --> 00:05:55.800]  在十三章裡面
[00:05:55.800 --> 00:05:57.280]  和後來的禱告
[00:05:57.280 --> 00:06:00.400]  為門徒禱告等等
[00:06:00.400 --> 00:06:01.240]  特別是
[00:06:01.240 --> 00:06:03.320]  祂說的話其實是
[00:06:03.320 --> 00:06:06.600]  當下的門徒是不容易明白的
[00:06:06.600 --> 00:06:09.040]  可能在耶穌復活之後
[00:06:09.040 --> 00:06:10.640]  和祂相遇之後
[00:06:10.640 --> 00:06:13.360]  再進到聖靈降臨
[00:06:13.360 --> 00:06:15.240]  到教會的時期的時候
[00:06:15.240 --> 00:06:17.680]  那時候的約翰的群體
[00:06:17.680 --> 00:06:19.320]  會更加容易
[00:06:19.320 --> 00:06:21.160]  原來主當時這樣說
[00:06:21.160 --> 00:06:22.800]  是這樣的意思
[00:06:22.800 --> 00:06:23.800]  所以很多人都會相信
[00:06:23.800 --> 00:06:24.640]  約翰福音
[00:06:24.640 --> 00:06:25.680]  就不是在約翰
[00:06:25.680 --> 00:06:29.120]  不是在耶穌再生的時候寫成的
[00:06:29.120 --> 00:06:31.520]  而是可能後期甚至去到八九十年
[00:06:31.520 --> 00:06:32.520]  就是公元前
[00:06:32.520 --> 00:06:34.440]  公元後八九十年的時候
[00:06:34.440 --> 00:06:36.760]  後期一點點的教會
[00:06:36.760 --> 00:06:38.440]  已經組成了的時候
[00:06:38.440 --> 00:06:40.120]  再將回耶穌基督
[00:06:40.120 --> 00:06:42.040]  在約翰使徒
[00:06:42.040 --> 00:06:43.400]  領受的說話
[00:06:43.400 --> 00:06:45.160]  再整理得好一點
[00:06:45.160 --> 00:06:48.600]  來成為了一本完整的書卷
[00:06:48.600 --> 00:06:49.760]  我大概可以這樣想
[00:06:49.760 --> 00:06:53.000]  約翰福音的那個章歷
[00:06:53.000 --> 00:06:54.400]  就是說祂說的話
[00:06:54.400 --> 00:06:56.040]  是耶穌生前說的話
[00:06:56.040 --> 00:06:57.400]  但是明的時候
[00:06:57.400 --> 00:06:59.400]  就可能是耶穌死了之後才明白
[00:06:59.400 --> 00:07:01.160]  在這樣的狀態之下
[00:07:01.160 --> 00:07:03.000]  來領悟門徒
[00:07:03.000 --> 00:07:05.760]  有些東西又不明白
[00:07:05.760 --> 00:07:07.720]  一種這樣的章歷
[00:07:07.720 --> 00:07:08.720]  簡單來說就是
[00:07:08.720 --> 00:07:10.200]  這個背景
[00:07:10.200 --> 00:07:11.400]  在十三章一節
[00:07:11.400 --> 00:07:13.080]  耶穌很清楚地說了
[00:07:13.080 --> 00:07:16.160]  祂要離世歸父
[00:07:16.160 --> 00:07:19.200]  祂要回到父那裡
[00:07:19.200 --> 00:07:20.600]  這個是
[00:07:20.600 --> 00:07:21.800]  一定是約翰福音最多的
[00:07:21.800 --> 00:07:23.560]  就是說子
[00:07:23.560 --> 00:07:25.000]  和父之間的關係
[00:07:25.000 --> 00:07:26.520]  說來說去
[00:07:26.520 --> 00:07:28.360]  父又在我裡面
[00:07:28.360 --> 00:07:30.040]  我又在父裡面
[00:07:30.040 --> 00:07:33.160]  這些是約翰福音常常用的字眼
[00:07:33.160 --> 00:07:34.720]  然後又說我來是要完成
[00:07:34.720 --> 00:07:36.360]  我差我來者的使命
[00:07:36.360 --> 00:07:38.920]  我沒有自己的意思
[00:07:38.920 --> 00:07:40.520]  只是遵守差我來
[00:07:40.520 --> 00:07:42.840]  父好像是差遣子來
[00:07:42.840 --> 00:07:46.440]  然後子就完成受差遣的行動
[00:07:46.440 --> 00:07:47.680]  這些都是約翰福音裡面
[00:07:47.680 --> 00:07:51.520]  常常出現的關係的詞彙
[00:07:51.520 --> 00:07:53.280]  所以現在耶穌說明了
[00:07:53.280 --> 00:07:54.840]  我要走了
[00:07:54.840 --> 00:07:55.880]  但是接著說
[00:07:55.880 --> 00:07:57.760]  祂愛門徒愛到底
[00:07:57.760 --> 00:07:59.120]  這個就是一章
[00:07:59.120 --> 00:08:00.200]  十三章一節裡面
[00:08:00.200 --> 00:08:02.400]  如果大家看回頭你會看得到
[00:08:02.400 --> 00:08:05.920]  祂定義要去愛這群門徒
[00:08:05.920 --> 00:08:07.920]  祂不想失落這群門徒
[00:08:07.920 --> 00:08:10.280]  祂要愛到有始有終
[00:08:10.280 --> 00:08:11.800]  去對待這群人
[00:08:11.800 --> 00:08:13.200]  這個就是十三章一節
[00:08:13.200 --> 00:08:15.160]  耶穌已經定義了這麼做
[00:08:15.160 --> 00:08:17.080]  然後就說回了以後
[00:08:17.080 --> 00:08:20.880]  十三章至十七章整段的說話
[00:08:20.880 --> 00:08:22.400]  但是門徒很擔心
[00:08:22.400 --> 00:08:23.600]  你要走了
[00:08:23.600 --> 00:08:24.840]  所以門徒
[00:08:24.840 --> 00:08:27.600]  因不知主往那裡而憂愁
[00:08:27.600 --> 00:08:29.920]  十三章一節你看到就很憂愁
[00:08:29.920 --> 00:08:31.400]  接著其實
[00:08:31.400 --> 00:08:32.080]  幾個門徒
[00:08:32.080 --> 00:08:33.320]  多瑪又問問題
[00:08:33.320 --> 00:08:34.680]  肥利又問問題
[00:08:34.680 --> 00:08:35.840]  下面就是
[00:08:35.840 --> 00:08:37.560]  不嗜迦勒人的猶大
[00:08:37.560 --> 00:08:38.440]  都問問題
[00:08:38.440 --> 00:08:40.200]  在十四章裡面穿插著
[00:08:40.200 --> 00:08:41.680]  門徒很不明白
[00:08:41.680 --> 00:08:44.000]  耶穌的
[00:08:44.000 --> 00:08:45.320]  接下來要做些什麼事
[00:08:45.320 --> 00:08:46.200]  祂何去何從
[00:08:46.200 --> 00:08:47.520]  他們不知道去哪裡
[00:08:47.520 --> 00:08:49.760]  祂說你告訴我
[00:08:49.760 --> 00:08:50.760]  我連你去哪裡都不知道
[00:08:50.760 --> 00:08:52.760]  我怎麼知道這條路走什麼路
[00:08:52.760 --> 00:08:54.560]  這個是門徒當時
[00:08:54.560 --> 00:08:56.000]  一頭霧水
[00:08:56.000 --> 00:08:58.520]  不明白耶穌說要離世升天
[00:08:58.520 --> 00:09:00.520]  歸附那個意思
[00:09:00.520 --> 00:09:04.320]  所以耶穌很明白
[00:09:04.320 --> 00:09:06.600]  祂當時的憂心
[00:09:06.600 --> 00:09:07.400]  所以
[00:09:07.400 --> 00:09:09.040]  譬如十四章十一節就說
[00:09:09.040 --> 00:09:10.160]  你當信我
[00:09:10.160 --> 00:09:11.520]  因為耶穌不住
[00:09:11.520 --> 00:09:14.040]  兼顧他們的信心
[00:09:14.040 --> 00:09:14.840]  其實說到最後的時候
[00:09:14.840 --> 00:09:15.920]  我都會回到這個課題
[00:09:15.920 --> 00:09:18.760]  其實信心很重要
[00:09:18.760 --> 00:09:20.240]  你有信心的時候
[00:09:20.240 --> 00:09:21.880]  才能夠明白
[00:09:21.880 --> 00:09:23.800]  我和父是互為一體的
[00:09:23.800 --> 00:09:25.680]  這個是十四章十一節
[00:09:25.680 --> 00:09:26.920]  你看到就是那個
[00:09:26.920 --> 00:09:27.960]  我在父裡面
[00:09:27.960 --> 00:09:29.000]  父在我裡面
[00:09:29.000 --> 00:09:30.560]  這個關係
[00:09:30.560 --> 00:09:31.720]  其實耶穌基督
[00:09:31.720 --> 00:09:34.520]  由始至終最賞門徒名
[00:09:34.520 --> 00:09:35.480]  就是這件事
[00:09:35.480 --> 00:09:38.120]  其實你讀《約翰福音》的時候
[00:09:38.120 --> 00:09:39.000]  你要明白
[00:09:39.000 --> 00:09:40.200]  那個福音
[00:09:40.200 --> 00:09:41.400]  究竟
[00:09:41.400 --> 00:09:43.480]  我們傳統上理解就是人犯罪
[00:09:43.480 --> 00:09:44.600]  然後
[00:09:44.600 --> 00:09:46.640]  是不是耶穌基督來釘十架
[00:09:46.640 --> 00:09:47.480]  救贖我們
[00:09:47.480 --> 00:09:49.360]  以致我們得永生得救恩
[00:09:49.360 --> 00:09:52.080]  這個一定是對的道理
[00:09:52.080 --> 00:09:53.560]  但是究竟《約翰福音》裡面的演繹
[00:09:53.560 --> 00:09:55.440]  是一種怎樣的方式的演繹呢
[00:09:55.440 --> 00:09:57.000]  其實是一種
[00:09:57.000 --> 00:09:58.920]  祂要和我們分享
[00:09:58.920 --> 00:10:01.200]  這個三一上帝裡面
[00:10:01.200 --> 00:10:02.680]  父和子
[00:10:02.680 --> 00:10:05.320]  這份愛的關係
[00:10:05.320 --> 00:10:06.640]  所以愛的主題
[00:10:06.640 --> 00:10:07.920]  就是《約翰福音》所充滿的
[00:10:07.920 --> 00:10:09.800]  如果我們多些只是看
[00:10:09.800 --> 00:10:11.600]  剛才我所說的傳統的理解
[00:10:11.600 --> 00:10:12.400]  可能我們就會覺得
[00:10:12.400 --> 00:10:13.680]  我們要做得好一點
[00:10:13.680 --> 00:10:15.520]  我們要離開罪
[00:10:15.520 --> 00:10:17.400]  回到耶穌基督的救恩裡面
[00:10:17.400 --> 00:10:18.440]  我們只是從一種
[00:10:18.440 --> 00:10:19.760]  比較道德上
[00:10:19.760 --> 00:10:22.280]  在自己避免犯罪的角度
[00:10:22.280 --> 00:10:23.440]  來看信仰
[00:10:23.440 --> 00:10:24.800]  這是重要的
[00:10:24.800 --> 00:10:26.240]  但不是全部
[00:10:26.240 --> 00:10:27.560]  我們要在《約翰福音》當中
[00:10:27.560 --> 00:10:31.040]  補充這份愛的充滿
[00:10:31.040 --> 00:10:33.240]  和愛的培養
[00:10:33.240 --> 00:10:38.080]  我分三點跟大家去分享
[00:10:38.080 --> 00:10:40.080]  第一個就是愛的源頭
[00:10:40.080 --> 00:10:44.200]  剛才謝主席讀了一段經文
[00:10:44.200 --> 00:10:45.280]  這個是
[00:10:45.280 --> 00:10:47.200]  我用的經文是
[00:10:47.200 --> 00:10:48.080]  《新漢語》譯本
[00:10:48.080 --> 00:10:50.080]  所以跟大家剛才讀的和修本
[00:10:50.080 --> 00:10:51.480]  有少許的不同
[00:10:51.480 --> 00:10:55.280]  但是意思基本上都是一致的
[00:10:55.280 --> 00:10:56.320]  所以第一句就問
[00:10:56.320 --> 00:10:57.360]  耶穌就說
[00:10:57.360 --> 00:10:59.280]  「若果你們愛我」
[00:10:59.280 --> 00:11:01.400]  「就會遵守我的命令」
[00:11:01.400 --> 00:11:03.600]  這個主題去到
[00:11:03.600 --> 00:11:05.240]  二十一節這段最後
[00:11:05.240 --> 00:11:06.920]  其實是首尾呼應
[00:11:06.920 --> 00:11:09.000]  「有了我的命令又遵守」
[00:11:09.000 --> 00:11:10.840]  「就是愛我的人」
[00:11:10.840 --> 00:11:12.440]  所以這個愛還是責任
[00:11:12.440 --> 00:11:14.120]  其實是我們
[00:11:14.120 --> 00:11:17.640]  在這段經文中一個很重要的呼應
[00:11:17.640 --> 00:11:18.320]  就是
[00:11:18.320 --> 00:11:18.960]  頭一句就說
[00:11:18.960 --> 00:11:19.480]  「你愛我」
[00:11:19.480 --> 00:11:21.360]  就自然就會做
[00:11:21.360 --> 00:11:23.240]  或者守我的誡命
[00:11:23.240 --> 00:11:24.400]  但最後一句就說
[00:11:24.400 --> 00:11:25.760]  「你做了 守了」
[00:11:25.760 --> 00:11:26.320]  就證明
[00:11:26.320 --> 00:11:28.200]  好像說就是證明你愛我
[00:11:28.200 --> 00:11:30.040]  那你看你怎樣去看
[00:11:30.040 --> 00:11:32.920]  究竟是哪一樣東西先行的呢
[00:11:32.920 --> 00:11:35.720]  這段經文就要處理這個問題
[00:11:35.720 --> 00:11:38.480]  當然結論就是愛先行
[00:11:38.480 --> 00:11:39.280]  但問題是
[00:11:39.280 --> 00:11:41.120]  其實我們怎樣去體會
[00:11:41.120 --> 00:11:43.840]  愛和責任或者守誡命
[00:11:43.840 --> 00:11:47.040]  兩者之間的關係呢
[00:11:47.040 --> 00:11:48.400]  耶穌要走了
[00:11:48.400 --> 00:11:50.840]  所以又說「我要向父求」
[00:11:50.840 --> 00:11:54.280]  「他就賜你另一位保衛師」
[00:11:54.280 --> 00:11:57.000]  「他永遠與你們同在」
[00:11:57.000 --> 00:11:58.280]  留心
[00:11:58.280 --> 00:11:59.800]  另一位
[00:11:59.800 --> 00:12:00.960]  就是說
[00:12:00.960 --> 00:12:03.000]  保衛師這個字不是
[00:12:03.000 --> 00:12:04.840]  不是聖靈的專詞來的
[00:12:04.840 --> 00:12:06.240]  弟兄姊妹
[00:12:06.240 --> 00:12:07.560]  在約翰一書
[00:12:07.560 --> 00:12:10.920]  用保衛師形容耶穌
[00:12:10.920 --> 00:12:13.560]  在約翰一書的二章一節
[00:12:13.560 --> 00:12:16.280]  但中文譯了做「中保」
[00:12:16.280 --> 00:12:17.400]  因為為什麼會這樣呢
[00:12:17.400 --> 00:12:19.520]  為什麼保衛師譯成中保呢
[00:12:19.520 --> 00:12:21.240]  基本上這個字是很難譯的
[00:12:21.240 --> 00:12:22.840]  因為基本上
[00:12:22.840 --> 00:12:24.440]  全卷的聖經
[00:12:24.440 --> 00:12:25.360]  新約裡面
[00:12:25.360 --> 00:12:26.520]  希列文裡面
[00:12:26.520 --> 00:12:28.000]  只有約翰自己用的
[00:12:28.000 --> 00:12:29.080]  要麼就是約翰呼音
[00:12:29.080 --> 00:12:30.360]  要麼就是約翰書信
[00:12:30.360 --> 00:12:31.320]  所以基本上
[00:12:31.320 --> 00:12:32.480]  約翰自己用的時候
[00:12:32.480 --> 00:12:33.480]  你怎樣譯
[00:12:33.480 --> 00:12:34.200]  其實是
[00:12:34.200 --> 00:12:35.880]  你不能叫做所謂的
[00:12:35.880 --> 00:12:36.840]  Cross-reference
[00:12:36.840 --> 00:12:38.600]  你不能去參照
[00:12:38.600 --> 00:12:41.000]  約翰之外其他保羅
[00:12:41.000 --> 00:12:43.680]  比如馬太等等
[00:12:43.680 --> 00:12:45.720]  其他作者用的方式
[00:12:45.720 --> 00:12:46.960]  你不能參照
[00:12:46.960 --> 00:12:48.840]  所以保衛師其實你可以當一個
[00:12:48.840 --> 00:12:50.640]  其實是一個稱謂而已
[00:12:50.640 --> 00:12:52.680]  實際上什麼意思呢
[00:12:52.680 --> 00:12:55.680]  可能都要從經文裡面的意思
[00:12:55.680 --> 00:12:56.800]  才能夠告訴你
[00:12:56.800 --> 00:12:58.360]  但是他說另一位
[00:12:58.360 --> 00:13:01.080]  就是說級數是相同的
[00:13:01.080 --> 00:13:02.600]  我已經是保衛師了
[00:13:02.600 --> 00:13:05.360]  耶穌是門徒的保衛師
[00:13:05.360 --> 00:13:06.120]  接著呢
[00:13:06.120 --> 00:13:07.280]  我走了
[00:13:07.280 --> 00:13:09.280]  負責猜另一位
[00:13:09.280 --> 00:13:10.120]  的保衛師來了
[00:13:10.120 --> 00:13:13.600]  接著我的角色
[00:13:13.600 --> 00:13:14.600]  有不同的
[00:13:14.600 --> 00:13:15.520]  我現在走了
[00:13:15.520 --> 00:13:17.600]  我短暫離開你們
[00:13:17.600 --> 00:13:20.600]  但是祂永遠與你們同在
[00:13:20.600 --> 00:13:22.960]  這個是相當重要的
[00:13:22.960 --> 00:13:24.880]  就是說當耶穌基督
[00:13:24.880 --> 00:13:27.360]  祂將要離世歸附的時候
[00:13:27.360 --> 00:13:29.080]  其實告訴教會
[00:13:29.080 --> 00:13:31.680]  聖靈是永遠與我們同在的
[00:13:31.680 --> 00:13:33.400]  永遠
[00:13:33.400 --> 00:13:35.440]  問題是我們能不能體驗到聖靈
[00:13:35.440 --> 00:13:37.240]  在我們一起而已
[00:13:37.240 --> 00:13:39.320]  這個是一個很
[00:13:39.320 --> 00:13:42.600]  難以置信的應許
[00:13:42.600 --> 00:13:46.200]  是永遠與我們一起
[00:13:46.200 --> 00:13:49.240]  接著他有些分別的
[00:13:49.240 --> 00:13:51.160]  他說「他就是真理的靈」
[00:13:51.160 --> 00:13:52.800]  然後比較著
[00:13:52.800 --> 00:13:56.840]  世人與門徒之間的分別
[00:13:56.840 --> 00:13:57.920]  「世人不能接受他
[00:13:57.920 --> 00:13:58.800]  因為看不見他
[00:13:58.800 --> 00:14:00.360]  也不認識他
[00:14:00.360 --> 00:14:02.000]  但你們就認識他
[00:14:02.000 --> 00:14:04.600]  因為他跟你們在一起
[00:14:04.600 --> 00:14:06.600]  也要在你們裡面」
[00:14:06.600 --> 00:14:10.880]  就是有一個
[00:14:10.880 --> 00:14:12.400]  不同的分別
[00:14:12.400 --> 00:14:14.920]  世人世界是不認識聖靈
[00:14:14.920 --> 00:14:17.000]  在中間那裏說了
[00:14:17.000 --> 00:14:19.320]  門徒是認識聖靈
[00:14:19.320 --> 00:14:21.720]  聖經有幾個原因的
[00:14:21.720 --> 00:14:22.960]  就是
[00:14:22.960 --> 00:14:24.080]  世人是不認識聖靈
[00:14:24.080 --> 00:14:26.280]  因為他看不見它
[00:14:26.280 --> 00:14:29.880]  他看不見它其實是在說一種
[00:14:29.880 --> 00:14:33.520]  用自己的角度看東西
[00:14:33.520 --> 00:14:35.160]  在判斷
[00:14:35.160 --> 00:14:37.120]  聖靈的意思
[00:14:37.120 --> 00:14:39.360]  所以用自己的思維模式
[00:14:39.360 --> 00:14:41.200]  用自己的價值判斷
[00:14:41.200 --> 00:14:43.240]  其實接受不到有聖靈
[00:14:43.240 --> 00:14:45.840]  這件事的同在
[00:14:45.840 --> 00:14:48.800]  這個是世人一般
[00:14:48.800 --> 00:14:51.120]  其實比較自我為中心
[00:14:51.120 --> 00:14:52.960]  去看一些
[00:14:52.960 --> 00:14:54.240]  我接不接受一個神明
[00:14:54.240 --> 00:14:55.560]  我接不接受一樣東西
[00:14:55.560 --> 00:14:57.280]  其實是由他自己覺得
