
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹,新年快樂
[00:01:38.200 --> 00:01:43.200]  而最嚴重的是包括巴拿巴在內的猶太信徒
[00:01:43.200 --> 00:01:48.200]  這也是因此而跟隨了彼得的做法
[00:01:48.200 --> 00:01:52.200]  我想大家特別留意保羅提出巴拿巴
[00:01:52.200 --> 00:01:55.200]  因為巴拿巴有一個稱呼叫勸慰止
[00:01:55.200 --> 00:01:59.200]  即是說他是一個非常關心人的人
[00:01:59.200 --> 00:02:03.200]  但卻是因為看到彼得這個做法
[00:02:03.200 --> 00:02:08.200]  所以他跟隨一起去做了這個決定
[00:02:08.200 --> 00:02:11.200]  雖然這個例子是很尷尬的
[00:02:11.200 --> 00:02:14.200]  但我可以告訴大家也是必須的
[00:02:14.200 --> 00:02:19.200]  因為保羅是不是不尊重彼得呢
[00:02:19.200 --> 00:02:22.200]  他是不是看不起他呢
[00:02:22.200 --> 00:02:25.200]  我可以肯定的告訴大家當然不是
[00:02:25.200 --> 00:02:28.200]  因為在第二章的第一至第十節
[00:02:28.200 --> 00:02:29.200]  《英靈經文之相》的時候
[00:02:29.200 --> 00:02:34.200]  剛剛才講述了他專程去到耶路撒冷
[00:02:34.200 --> 00:02:38.200]  去和他們這些核心的信徒講明白
[00:02:38.200 --> 00:02:43.200]  讓他們清楚知道在外邦信徒裡面的工作
[00:02:43.200 --> 00:02:47.200]  其實他是非常尊重彼得的
[00:02:47.200 --> 00:02:50.200]  但在這段經文裡面你也看得很清楚
[00:02:50.200 --> 00:02:54.200]  正因為彼得他自己的重要身份
[00:02:54.200 --> 00:02:58.200]  所以他更加需要去正視這個這麼大的問題
[00:02:58.200 --> 00:03:02.200]  因為是會影響心緣
[00:03:02.200 --> 00:03:03.200]  剛才我也提過
[00:03:03.200 --> 00:03:06.200]  連巴拿巴一個這麼有愛心
[00:03:06.200 --> 00:03:08.200]  這麼有智慧的人
[00:03:08.200 --> 00:03:11.200]  他也因此看到彼得這個行徑
[00:03:11.200 --> 00:03:13.200]  而一起拖了下水
[00:03:13.200 --> 00:03:15.200]  所以你就會知道
[00:03:15.200 --> 00:03:17.200]  為什麼保羅在這裡的時候
[00:03:17.200 --> 00:03:19.200]  他特意再講這件事
[00:03:19.200 --> 00:03:21.200]  彼得雖然貴為使徒的代表
[00:03:21.200 --> 00:03:23.200]  但我們始終都要記得
[00:03:23.200 --> 00:03:26.200]  始終我們都是罪人
[00:03:26.200 --> 00:03:28.200]  我們有罪性
[00:03:28.200 --> 00:03:30.200]  當我們一不小心的時候
[00:03:30.200 --> 00:03:33.200]  我們同樣會跌在罪的當中
[00:03:33.200 --> 00:03:35.200]  而且正因為這個身份
[00:03:35.200 --> 00:03:39.200]  我們的影響性會更加的寬廣
[00:03:39.200 --> 00:03:41.200]  所以作為教會的領袖
[00:03:41.200 --> 00:03:47.200]  我們更加需要去留心自己生命的狀況
[00:03:47.200 --> 00:03:48.200]  其實在這裡的時候
[00:03:48.200 --> 00:03:49.200]  在這番經文當中
[00:03:49.200 --> 00:03:51.200]  你會發覺我們要問一個問題
[00:03:51.200 --> 00:03:54.200]  彼得為什麼要這樣做
[00:03:54.200 --> 00:03:56.200]  你就會發覺其實這裡他很清楚的
[00:03:56.200 --> 00:03:58.200]  保羅講得很清楚
[00:03:58.200 --> 00:04:01.200]  他是怕這些猶太的信徒
[00:04:01.200 --> 00:04:03.200]  他怕什麼
[00:04:03.200 --> 00:04:08.200]  他怕的就是他們眼中的那群律法的尺
[00:04:08.200 --> 00:04:11.200]  這群律法的尺背後就問這個問題
[00:04:11.200 --> 00:04:14.200]  為什麼你們要去和這些
[00:04:14.200 --> 00:04:19.200]  被割禮的外邦人一起的聚會
[00:04:19.200 --> 00:04:21.200]  我不知道大家聽了這個話
[00:04:21.200 --> 00:04:24.200]  有沒有似曾相識
[00:04:24.200 --> 00:04:28.200]  其實正如主耶穌
[00:04:28.200 --> 00:04:32.200]  當時給敵對者問的問題是一模一樣的
[00:04:32.200 --> 00:04:34.200]  當時這些巴利塞人
[00:04:34.200 --> 00:04:37.200]  這些祭司和文士都問他
[00:04:37.200 --> 00:04:41.200]  你的門徒為什麼在吃飯之前不用守
[00:04:41.200 --> 00:04:46.200]  你為什麼要和罪人一起坐直
[00:04:46.200 --> 00:04:50.200]  你為什麼要在安息日裡面治病
[00:04:50.200 --> 00:04:52.200]  其實是一模一樣的
[00:04:52.200 --> 00:04:54.200]  頂姐妹我可以告訴大家
[00:04:54.200 --> 00:04:57.200]  我們今天只需要一天去跟隨上帝
[00:04:57.200 --> 00:05:00.200]  我們一天都會繼續去面對這些挑戰
[00:05:00.200 --> 00:05:02.200]  有很多很多的人
[00:05:02.200 --> 00:05:04.200]  他心裡面的時候有不同
[00:05:04.200 --> 00:05:09.200]  他自己認為正確信仰裡面的尺
[00:05:09.200 --> 00:05:10.200]  但是我想告訴大家
[00:05:10.200 --> 00:05:15.200]  這裡你會看到主耶穌選擇面對
[00:05:15.200 --> 00:05:17.200]  所以他在裡面的時候
[00:05:17.200 --> 00:05:18.200]  我們看回四福音
[00:05:18.200 --> 00:05:19.200]  他有很多的教導
[00:05:19.200 --> 00:05:21.200]  我今天不是說那些經文
[00:05:21.200 --> 00:05:22.200]  我不是在這裡詳細說
[00:05:22.200 --> 00:05:26.200]  但是彼得卻是選擇了逃避
[00:05:26.200 --> 00:05:28.200]  他寧願避開
[00:05:28.200 --> 00:05:31.200]  你會發覺其實裡面最簡單的
[00:05:31.200 --> 00:05:34.200]  就是彼得去聚焦在人
[00:05:34.200 --> 00:05:35.200]  你喜不喜歡
[00:05:35.200 --> 00:05:38.200]  那些人開不開心
[00:05:38.200 --> 00:05:40.200]  而保羅去聚焦的是
[00:05:40.200 --> 00:05:43.200]  上帝你是不是喜悅
[00:05:43.200 --> 00:05:46.200]  上帝你是不是認為正確
[00:05:46.200 --> 00:05:47.200]  在這段經文裡面
[00:05:47.200 --> 00:05:50.200]  為什麼我們說這麼重要呢
[00:05:50.200 --> 00:05:52.200]  因為在聖經剛才那段經文當中
[00:05:52.200 --> 00:05:53.200]  他講得很清楚
[00:05:53.200 --> 00:05:58.200]  沒有一個人可以達到律法的完全標準
[00:05:58.200 --> 00:06:01.200]  頂姐妹我再講多一次
[00:06:01.200 --> 00:06:06.200]  沒有一個人可以完全達到律法的完全標準
[00:06:06.200 --> 00:06:13.200]  因為律法是為了要去指出人的罪
[00:06:13.200 --> 00:06:15.200]  甚至乎再嚴重一點
[00:06:15.200 --> 00:06:20.200]  律法是為了要定人的罪
[00:06:20.200 --> 00:06:26.200]  而我們今天聖經不斷教導我們進行律法
[00:06:26.200 --> 00:06:27.200]  目的是什麼呢
[00:06:27.200 --> 00:06:30.200]  是有道可依
[00:06:30.200 --> 00:06:32.200]  有方向可行
[00:06:32.200 --> 00:06:34.200]  所以其實背後裡面就是
[00:06:34.200 --> 00:06:40.200]  你不是去試圖你能夠達到這個標準
[00:06:40.200 --> 00:06:43.200]  而是你要知道上帝要我們怎樣做
[00:06:43.200 --> 00:06:46.200]  你可以去花你一生的努力
[00:06:46.200 --> 00:06:49.200]  我們希望向著這個方向去走
[00:06:49.200 --> 00:06:51.200]  但是頂姐妹請你去記得
[00:06:51.200 --> 00:06:56.200]  你不會達到那個完完全全標準的
[00:06:56.200 --> 00:06:57.200]  因為聖經裡面講得很清楚
[00:06:57.200 --> 00:07:00.200]  保羅說如果人能夠做到的話
[00:07:00.200 --> 00:07:03.200]  那耶穌就是白死了
[00:07:03.200 --> 00:07:06.200]  耶穌是不需要死的
[00:07:06.200 --> 00:07:08.200]  所以你就會發覺一件事
[00:07:08.200 --> 00:07:10.200]  先要出現一個教義
[00:07:10.200 --> 00:07:12.200]  一個很重要的核心信仰
[00:07:12.200 --> 00:07:15.200]  所以沒有一個人可以靠著行律法
[00:07:15.200 --> 00:07:17.200]  在神面前稱義
[00:07:17.200 --> 00:07:20.200]  是這樣的,頂姐妹
[00:07:20.200 --> 00:07:24.200]  所以當我們去明白這個教導的時候
[00:07:24.200 --> 00:07:28.200]  為什麼我們仍然要這麼愚蠢
[00:07:28.200 --> 00:07:32.200]  一直的努力說要達到上帝最後的標準
[00:07:32.200 --> 00:07:37.200]  或者甚至要達到人眼中的標準
[00:07:37.200 --> 00:07:40.200]  其實這個帶來什麼問題呢
[00:07:40.200 --> 00:07:46.200]  你就會發覺其實上帝今天要我們去做的
[00:07:46.200 --> 00:07:52.200]  並不是要去做到在他心目中達到一個什麼的level
[00:07:52.200 --> 00:07:54.200]  他不是,從來都不是
[00:07:54.200 --> 00:07:57.200]  所以你會發覺聖經裡面用一個字就是去用盡
[00:07:57.200 --> 00:08:02.200]  你有沒有盡心盡性盡意盡力去做這件事
[00:08:02.200 --> 00:08:04.200]  我想大家都很明白的
[00:08:04.200 --> 00:08:08.200]  沒有一個人當你去做一件事的時候
[00:08:08.200 --> 00:08:11.200]  你可以去符合所有人心目中的標準
[00:08:11.200 --> 00:08:13.200]  是沒有的
[00:08:13.200 --> 00:08:19.200]  但是上帝要看的就是你有沒有盡力去做
[00:08:19.200 --> 00:08:22.200]  但是當你發覺特別是人的標準
[00:08:22.200 --> 00:08:23.200]  頂姐妹剛才提到
[00:08:23.200 --> 00:08:28.200]  尚且上帝的律法我們都沒辦法可以達到完完全全
[00:08:28.200 --> 00:08:31.200]  更何況人不是上帝
[00:08:31.200 --> 00:08:37.200]  那我們為什麼要去達到人的標準呢
[00:08:37.200 --> 00:08:39.200]  你會發覺很多時候我們人就是這樣
[00:08:39.200 --> 00:08:44.200]  我們慢慢慢慢就會掉回到這個陷阱裡面
[00:08:44.200 --> 00:08:46.200]  譬如在聖經當中我們看到
[00:08:46.200 --> 00:08:49.200]  因著很在乎人的看法
[00:08:49.200 --> 00:08:54.200]  所以若拿就逃避上帝的召命
[00:08:54.200 --> 00:09:00.200]  如果大家還記得若拿為什麼要去逃離上帝
[00:09:00.200 --> 00:09:04.200]  為什麼後來會被上帝抓回頭
[00:09:04.200 --> 00:09:07.200]  其實你看任何一本的聖經書
[00:09:07.200 --> 00:09:09.200]  他都會告訴你原因很簡單
[00:09:09.200 --> 00:09:13.200]  其實他最後就跟上帝說
[00:09:13.200 --> 00:09:17.200]  上帝我知道你有公義但是你很有憐憫
[00:09:17.200 --> 00:09:23.200]  我知道這次你要叫我去跟他們宣告毀滅的信息的時候
[00:09:23.200 --> 00:09:29.200]  我知道最後你是會去原諒他們的
[00:09:29.200 --> 00:09:35.200]  那我的面子放在哪裡
[00:09:35.200 --> 00:09:37.200]  我是你的僕人
[00:09:37.200 --> 00:09:40.200]  我向著他們宣告說上帝要滅亡你們
[00:09:40.200 --> 00:09:44.200]  我又明知道你最後是會原諒他們的
[00:09:44.200 --> 00:09:48.200]  所以你為什麼要我去
[00:09:48.200 --> 00:09:53.200]  他很在乎人怎麼看他
[00:09:53.200 --> 00:09:56.200]  人怎麼看這個才知道
[00:09:56.200 --> 00:09:58.200]  但是他忽略了上帝
[00:09:58.200 --> 00:10:00.200]  你會發覺最微妙的地方就是
[00:10:00.200 --> 00:10:04.200]  他明知道上帝的憐憫
[00:10:04.200 --> 00:10:10.200]  卻是因為這種不喜歡別人對他的看法
[00:10:10.200 --> 00:10:15.200]  他寧願放下上帝的憐憫
[00:10:15.200 --> 00:10:18.200]  第二個,在耶穌的世代當中
[00:10:18.200 --> 00:10:22.200]  為什麼我們說法理賽人或者這些當權者
[00:10:22.200 --> 00:10:25.200]  他們是叫做粉色的墳墓
[00:10:25.200 --> 00:10:27.200]  聖經也說得很清楚
[00:10:27.200 --> 00:10:31.200]  他們常常很喜歡在人的面前
[00:10:31.200 --> 00:10:34.200]  去裝作他是一個很虔誠的人
[00:10:34.200 --> 00:10:36.200]  其實從這些經文當中
[00:10:36.200 --> 00:10:38.200]  我們就會看到原來在信仰裡面
[00:10:38.200 --> 00:10:41.200]  你要在人的面前去裝作一個虔誠的人
[00:10:41.200 --> 00:10:43.200]  是很容易的
[00:10:43.200 --> 00:10:46.200]  你只需要時時的他們的做法
[00:10:46.200 --> 00:10:49.200]  就是將一些經文抱在他的頸上
[00:10:49.200 --> 00:10:51.200]  他們經常站在人的面前
[00:10:51.200 --> 00:10:53.200]  站在最多人的地方的時候
[00:10:53.200 --> 00:10:55.200]  一起禱告
[00:10:55.200 --> 00:10:58.200]  他們經常去做一些
[00:10:58.200 --> 00:11:01.200]  表面上是可以看得到的事情
[00:11:01.200 --> 00:11:05.200]  因為他們在乎人的看法
[00:11:05.200 --> 00:11:11.200]  他們很想去成為人眼中一個很淑齡的人
[00:11:11.200 --> 00:11:15.200]  但是聖經裡面耶穌其實是指責他們
[00:11:15.200 --> 00:11:21.200]  你們沒有去在乎上帝他的看法
[00:11:21.200 --> 00:11:25.200]  所以你們叫做粉色的墳墓
[00:11:25.200 --> 00:11:27.200]  你外表很漂亮
[00:11:27.200 --> 00:11:33.200]  但是心裡面卻是死人的地方
[00:11:33.200 --> 00:11:35.200]  也因為在乎人的看法
[00:11:35.200 --> 00:11:41.200]  所以彼得才會出現在今次經文裡面
[00:11:41.200 --> 00:11:43.200]  所以頂姐妹你會發覺
[00:11:43.200 --> 00:11:49.200]  原來當我們想去達到一些標準的時候
[00:11:49.200 --> 00:11:51.200]  頂姐妹請你小心
[00:11:51.200 --> 00:11:56.200]  原來這個可以是一個陷阱
[00:11:56.200 --> 00:11:59.200]  為什麼我們說我們要向律法死
[00:11:59.200 --> 00:12:01.200]  或者我們要向罪死
[00:12:01.200 --> 00:12:03.200]  原因就是因為
[00:12:03.200 --> 00:12:06.200]  頂姐妹請你在律法的面前
[00:12:06.200 --> 00:12:10.200]  請你謙卑下來
[00:12:10.200 --> 00:12:12.200]  你不會做到的
[00:12:12.200 --> 00:12:14.200]  你死心了
[00:12:14.200 --> 00:12:18.200]  你將你自己的能力放下
[00:12:18.200 --> 00:12:20.200]  正當我們真的去了解到
[00:12:20.200 --> 00:12:22.200]  無論如何怎樣努力
[00:12:22.200 --> 00:12:26.200]  我們都沒有辦法達到上帝的律法標準的時候
[00:12:26.200 --> 00:12:29.200]  請你就謙卑下來
[00:12:29.200 --> 00:12:36.200]  以一個蒙恩罪人的身份去跟隨上帝
[00:12:36.200 --> 00:12:40.200]  我記得聖經裡面有句話我很喜歡
[00:12:40.200 --> 00:12:42.200]  就是我只可以來到主耶穌的面前
[00:12:42.200 --> 00:12:46.200]  跟前跟他說求你憐憫我
[00:12:46.200 --> 00:12:50.200]  因為我是一個罪人
[00:12:50.200 --> 00:12:52.200]  頂姐妹請你記得
[00:12:52.200 --> 00:12:57.200]  我們今天是一個蒙恩的罪人
[00:12:57.200 --> 00:12:59.200]  我們是帶著這份身份
[00:12:59.200 --> 00:13:01.200]  我們沒有什麼好誇
[00:13:01.200 --> 00:13:02.200]  而來到主耶穌的面前
[00:13:02.200 --> 00:13:04.200]  來到上帝的面前
[00:13:04.200 --> 00:13:06.200]  我們去跟隨祂
[00:13:06.200 --> 00:13:09.200]  而很具體的什麼叫跟隨上帝
[00:13:09.200 --> 00:13:11.200]  對於我來說
[00:13:11.200 --> 00:13:17.200]  主啊,我這樣做好嗎?
[00:13:17.200 --> 00:13:19.200]  我應不應該這樣做?
[00:13:19.200 --> 00:13:25.200]  頂姐妹,這就是跟隨上帝
[00:13:25.200 --> 00:13:28.200]  我們不是要達到祂的標準
[00:13:28.200 --> 00:13:32.200]  我們只是想討祂的喜悅
[00:13:32.200 --> 00:13:35.200]  我們今天所做的每一件事的時候
[00:13:35.200 --> 00:13:40.200]  我們有沒有去知道上帝真正的心意
[00:13:40.200 --> 00:13:44.200]  你有沒有問上帝的心意?
[00:13:44.200 --> 00:13:46.200]  就好像主耶穌一樣
[00:13:46.200 --> 00:13:48.200]  我們有沒有好好地去了解
[00:13:48.200 --> 00:13:50.200]  在聖經的話語當中
[00:13:50.200 --> 00:13:53.200]  上帝對我們的吩咐
[00:13:53.200 --> 00:13:57.200]  頂姐妹,不是我們有什麼想法
[00:13:57.200 --> 00:14:00.200]  而去找聖經支持我
[00:14:00.200 --> 00:14:07.200]  而是上帝的說話去根深我們的想法
[00:14:07.200 --> 00:14:09.200]  今天神的說話
[00:14:09.200 --> 00:14:13.200]  我經常說我們是滿有能力的
[00:14:13.200 --> 00:14:15.200]  頂姐妹,今天上帝的說話
[00:14:15.200 --> 00:14:19.200]  在你的生命當中有沒有產生能力?
[00:14:19.200 --> 00:14:23.200]  它有沒有令到你能夠更加轉向於
[00:14:23.200 --> 00:14:26.200]  我們更加願意去追求上帝
[00:14:26.200 --> 00:14:30.200]  而不是這個世界的眼光和標準?
[00:14:30.200 --> 00:14:31.200]  頂姐妹,你知不知道
[00:14:31.200 --> 00:14:34.200]  如果當你能夠去撇下自己
[00:14:34.200 --> 00:14:36.200]  你不再看世人眼中的看法
[00:14:36.200 --> 00:14:39.200]  你只想去滿足上帝的心意
[00:14:39.200 --> 00:14:43.200]  可以產生一個多大的效果
[00:14:43.200 --> 00:14:46.200]  如果大家還記得德蘭修女
[00:14:46.200 --> 00:14:51.200]  她原本是一個富家小姐
[00:14:51.200 --> 00:14:54.200]  我多相信當她當日決定了
[00:14:54.200 --> 00:14:58.200]  她要進入貧民窟裡面去做服侍的時候
[00:14:58.200 --> 00:15:01.200]  我多相信世俗裡面很多的眼光
[00:15:01.200 --> 00:15:02.200]  特別是她那個年代
[00:15:02.200 --> 00:15:06.200]  會有不同的聲音
[00:15:06.200 --> 00:15:09.200]  你不需要這樣作賤自己
[00:15:09.200 --> 00:15:11.200]  你是富家小姐
[00:15:11.200 --> 00:15:13.200]  你這麼有錢
[00:15:13.200 --> 00:15:15.200]  你捐錢就可以了
[00:15:15.200 --> 00:15:18.200]  你不需要去到當中
[00:15:18.200 --> 00:15:20.200]  我也相信當時她的父母
[00:15:20.200 --> 00:15:25.200]  會多麼心痛她這個女兒做的決定
[00:15:25.200 --> 00:15:27.200]  但是就正因為德蘭修女
[00:15:27.200 --> 00:15:32.200]  她並不去看人的眼光
[00:15:32.200 --> 00:15:35.200]  她不看人是否喜歡
[00:15:35.200 --> 00:15:39.200]  她只會知道上帝喜悅她這樣做
[00:15:39.200 --> 00:15:43.200]  所以她就去到貧民窟裡面
[00:15:43.200 --> 00:15:47.200]  去照顧最貧窮的人
[00:15:47.200 --> 00:15:49.200]  如果大家很詳細看過她的自傳
[00:15:49.200 --> 00:15:53.200]  就會知道她所面對的環境絕對不容易
[00:15:53.200 --> 00:15:55.200]  我也很肯定知道
[00:15:55.200 --> 00:15:57.200]  如果她沒有一個這麼清晰的膚照
[00:15:57.200 --> 00:16:02.200]  她沒有辦法可以做到她中老的人
[00:16:02.200 --> 00:16:03.200]  當你有機會見到
[00:16:03.200 --> 00:16:06.200]  儘管她拿了諾貝爾和平獎
[00:16:06.200 --> 00:16:09.200]  但她仍然是這麼謙卑
[00:16:09.200 --> 00:16:12.200]  她仍然只不過覺得她所做的
[00:16:12.200 --> 00:16:14.200]  是她唯一僅有的
[00:16:14.200 --> 00:16:15.200]  弟兄姊妹
[00:16:15.200 --> 00:16:19.200]  這個叫做生命
[00:16:19.200 --> 00:16:21.200]  另外一個大家可能熟悉的人物
[00:16:21.200 --> 00:16:24.200]  叫做力克胡捷
[00:16:24.200 --> 00:16:26.200]  很多人的眼中裡面
[00:16:26.200 --> 00:16:28.200]  如果我們要達到他的標準的時候
[00:16:28.200 --> 00:16:29.200]  這個人是怎樣的
[00:16:29.200 --> 00:16:30.200]  廢的
[00:16:30.200 --> 00:16:32.200]  沒用的
[00:16:32.200 --> 00:16:35.200]  你還有什麼作為呢
[00:16:35.200 --> 00:16:37.200]  在人的眼中裡面的時候
[00:16:37.200 --> 00:16:40.200]  如果我們要達到世人的標準的時候
[00:16:40.200 --> 00:16:42.200]  我們根本什麼都做不到
[00:16:42.200 --> 00:16:47.200]  但卻是因為他認識了上帝的緣故
[00:16:47.200 --> 00:16:49.200]  上帝告訴他
[00:16:49.200 --> 00:16:52.200]  你是寶貝
[00:16:52.200 --> 00:16:55.200]  雖然你有這麼多的缺陷
[00:16:55.200 --> 00:16:58.200]  但你仍然是我的寶貝
[00:16:58.200 --> 00:17:00.200]  雖然你有困難
[00:17:00.200 --> 00:17:02.200]  但你可以突破困難
[00:17:02.200 --> 00:17:05.200]  所以當大家看回力克胡捷
[00:17:05.200 --> 00:17:07.200]  他有機會在網上
[00:17:07.200 --> 00:17:08.200]  在其他地方去做報道會
[00:17:08.200 --> 00:17:10.200]  特別是對中學生
[00:17:10.200 --> 00:17:13.200]  對這些年輕人去做報道的時候
[00:17:13.200 --> 00:17:14.200]  他那種活潑
[00:17:14.200 --> 00:17:15.200]  他那種動力
[00:17:15.200 --> 00:17:17.200]  他那種生命力
[00:17:17.200 --> 00:17:21.200]  是絕對贏過我們今天很多很多人
[00:17:21.200 --> 00:17:25.200]  我們今天是四肢健全的人
[00:17:25.200 --> 00:17:26.200]  弟兄姊妹
[00:17:26.200 --> 00:17:28.200]  原來當我們很努力
[00:17:28.200 --> 00:17:34.200]  我們只是想去活出上帝所喜悅的生命的時候
[00:17:34.200 --> 00:17:38.200]  你生命裡面所綻放的那種能力和爆炸力
[00:17:38.200 --> 00:17:42.200]  是可以這麼厲害的
[00:17:42.200 --> 00:17:46.200]  是在乎於今天究竟你將你的眼光
[00:17:46.200 --> 00:17:49.200]  放在世人的尺上面
[00:17:49.200 --> 00:17:53.200]  還是在上帝的尺上面
[00:17:53.200 --> 00:17:54.200]  弟兄姊妹
[00:17:54.200 --> 00:17:55.200]  我很想強調
[00:17:55.200 --> 00:17:57.200]  特別在近幾年的裡面
[00:17:57.200 --> 00:18:00.200]  一直在網上都經常去說
[00:18:00.200 --> 00:18:01.200]  我們不要在乎人家的眼光
[00:18:01.200 --> 00:18:03.200]  我們要活出自我
[00:18:03.200 --> 00:18:05.200]  我相信也很受人歡迎
[00:18:05.200 --> 00:18:06.200]  弟兄姊妹
[00:18:06.200 --> 00:18:08.200]  在這裡我想再強調
[00:18:08.200 --> 00:18:10.200]  我們不理世人的眼光
[00:18:10.200 --> 00:18:14.200]  不是活出你自己想要的生命
[00:18:14.200 --> 00:18:18.200]  是上帝想要的生命
[00:18:18.200 --> 00:18:21.200]  今天很多人不理世人的眼光
[00:18:21.200 --> 00:18:22.200]  他喜歡自把自為
[00:18:22.200 --> 00:18:24.200]  我喜歡我自己怎麼活就怎麼活
[00:18:24.200 --> 00:18:28.200]  弟兄姊妹,這是錯的
[00:18:28.200 --> 00:18:30.200]  今天我們要問的就是
[00:18:30.200 --> 00:18:32.200]  我們不是要你實現眼光
[00:18:32.200 --> 00:18:37.200]  但是我們要活出上帝想要的生活
[00:18:37.200 --> 00:18:41.200]  上帝很想告訴你
[00:18:41.200 --> 00:18:44.200]  你盡力就好了
[00:18:44.200 --> 00:18:46.200]  很多時候我和弟兄姊妹
[00:18:46.200 --> 00:18:49.200]  很多時候去探病或者其他
[00:18:49.200 --> 00:18:51.200]  我都會說
[00:18:51.200 --> 00:18:53.200]  當一個人最軟弱的時候
[00:18:53.200 --> 00:18:56.200]  就是當你在病床上的時候
[00:18:56.200 --> 00:18:58.200]  我什麼都做不到
[00:18:58.200 --> 00:19:01.200]  我又賺不到錢
[00:19:01.200 --> 00:19:04.200]  我又沒辦法去照顧其他人
[00:19:04.200 --> 00:19:06.200]  我還有什麼可以做呢
[00:19:06.200 --> 00:19:08.200]  很多時候我都告訴他們
[00:19:08.200 --> 00:19:10.200]  你盡力吧
[00:19:10.200 --> 00:19:12.200]  首先什麼叫盡力呢
[00:19:12.200 --> 00:19:16.200]  盡力面對這個疾病盡快好起來
[00:19:16.200 --> 00:19:18.200]  我經常說
[00:19:18.200 --> 00:19:21.200]  我爸爸是一個很好的例子
[00:19:21.200 --> 00:19:24.200]  我爸爸從他退休之後就中風
[00:19:24.200 --> 00:19:28.200]  一中風之後就差不多20年
[00:19:28.200 --> 00:19:29.200]  很多的不方便
[00:19:29.200 --> 00:19:31.200]  很多的行動不方便
[00:19:31.200 --> 00:19:32.200]  很多的事情不方便
[00:19:32.200 --> 00:19:34.200]  但是我爸爸卻是做到一件事
[00:19:34.200 --> 00:19:37.200]  他從中風到離開這個世界
[00:19:37.200 --> 00:19:40.200]  他從來沒有讓我們這群做子女
[00:19:40.200 --> 00:19:42.200]  讓我們身邊的家人擔心的
[00:19:42.200 --> 00:19:44.200]  因為我可以告訴大家
[00:19:44.200 --> 00:19:47.200]  他很努力去活
[00:19:47.200 --> 00:19:50.200]  你很難想像一個這麼嚴重中風的人
[00:19:50.200 --> 00:19:54.200]  竟然仍然堅持每天都要煮飯
[00:19:54.200 --> 00:19:58.200]  我仍然堅持每天早上都要去晨運
[00:19:58.200 --> 00:20:02.200]  我一拐一拐下去都要繼續去
[00:20:02.200 --> 00:20:07.200]  你會發覺原來我們今天只需要盡你的生命
[00:20:07.200 --> 00:20:09.200]  就ok的
[00:20:09.200 --> 00:20:12.200]  你今天當你有記掛的人的時候
[00:20:12.200 --> 00:20:16.200]  你可能在疫情當中沒辦法去探望他的時候
[00:20:16.200 --> 00:20:22.200]  你有沒有盡力的去禱告?
[00:20:22.200 --> 00:20:26.200]  你有沒有盡你的能力去關心他?
[00:20:26.200 --> 00:20:29.200]  如果你知道上帝是喜悅的時候
[00:20:29.200 --> 00:20:33.200]  我相信我們是會去做的
