
[00:00:00.000 --> 00:00:06.000]  今日我們讀出的經文是馬太福音第25章14至30節
[00:03:45.000 --> 00:03:47.000]  那跟大家一起祈禱先吧。
[00:03:47.000 --> 00:04:00.000]  親愛的主,今早我們能夠有美好的敬拜,一切都是因典,你給我們有一個很舒服的天氣,秋天的一個美景的清晨。
[00:04:00.000 --> 00:04:08.000]  我們能夠一班弟兄姊妹,還有家人,還有小朋友,我們能夠來敬拜你,朝見你。
[00:04:08.000 --> 00:04:22.000]  在這個地方,我們能夠和弟兄姊妹一起去敬拜神,這一切都不是偶然的,都是神給我們有身體健康,心靈健壯,我們可以這樣來敬拜。
[00:04:22.000 --> 00:04:27.000]  我們今早思想的這個題目,還待何時?
[00:04:27.000 --> 00:04:40.000]  我們很盼望藉著這個比喻,有三個獨人,我們又見到有一個是面對主人很重的責備的。
[00:04:40.000 --> 00:04:54.000]  我們盼望神幫助我們,讓我們一班熟神的兒女去思想我們侍奉的態度,我們在主的面前是不是已經忘記了我們的初心。
[00:04:54.000 --> 00:05:07.000]  我們一起在主面前等候,特別因為錦宣我們已經走到三十七個年頭,我們下個禮拜就是一個堂慶的聯合崇拜,
[00:05:07.000 --> 00:05:22.000]  真的聚在一些不同的群體,有外籍的肢體,有我們在錦繡堂,或者我們在佳音樓,也有在兒校,在天崇的少年人。
[00:05:22.000 --> 00:05:36.000]  我們的主,我們懇求祢讓我們藉著這一段聖經,是祢自己當年親自向門徒來講解,一段相當相當長的時間。
[00:05:36.000 --> 00:05:49.000]  當我們這一位主人,祢遠行,要我們在地上做買賣的時候,我們盼望神給我們能夠常常有一種愛的動力,
[00:05:49.000 --> 00:06:02.000]  就好像我們的主人在我們身邊督促著我們一樣,但我們知道確實不是的,我們的主是在天上為我們預備家鄉。
[00:06:02.000 --> 00:06:20.000]  今日,當沒有人去督促著我們的時候,我們的心靈是怎樣盼望藉著這段經文,讓我們能夠有反思的空間,一起在祢面前等候,禱告奉耶穌基督的名,阿門。
[00:06:20.000 --> 00:06:49.000]  剛才主席已經讀了三個的福人,這一段聖經,如果你能夠和十九章的路加福音來做一個比對,路加福音第十九章有十個的福人,每個福人的主人都是給他一兩銀來做買賣,和這一段聖經是有一個很明顯的不相同的。
[00:06:49.000 --> 00:07:13.000]  這一段聖經很清楚耶穌告訴我們,祂是按照著祂的福人的財幹來分銀子,所以一個是有五千,一個是二千,另外一個是一千,這樣按照著他們各人的財幹去分銀子,
[00:07:13.000 --> 00:07:37.000]  有什麼特別呢?有什麼我們值得在這一段經文裡面去做一個反思呢?一方面就是這裡第二十五章是三個的比喻,比喻是要帶出一個很重要的主題,比喻裡面可能有很多的細節,他們會講解,但是他只會帶出一個重要的信息,
[00:07:37.000 --> 00:07:53.000]  而且比喻是沒有一個時間的規限的,不會說今天你聽完之後,這一段經文就跟你沒有關係的,不是的,是不斷去問你,不斷給你提醒和反思的。
[00:07:53.000 --> 00:08:15.000]  例如什麼是比喻的結構呢?我試試用一些例子簡單講一講,例如你去圖書館,圖書館有圖書館的守則,例如裡面不准吃東西,例如你不准圈花,但是當你離開了圖書館,那個守則就跟你沒有關係的了,因為你根本不需要再遵守它了,
[00:08:15.000 --> 00:08:36.000]  但是聖經的比喻就很不一樣了,聖經的比喻裡面,他給我們一個類似一個答案,一個主題告訴你,你一定要留心,到底這個比喻帶出的重點,你是不是已經在肝犯呢?
[00:08:36.000 --> 00:09:01.000]  你是不是已經遺亡了呢?這個比喻是在哪個場合講的呢?就是耶穌在這個鑒欖山,24章講到末日的預言,將來,首先最快要應驗的就是在主俠十年,耶穌離開世界之後,整個耶路撒冷就要被毀了,
[00:09:01.000 --> 00:09:21.000]  羅馬的帝國,當時提多將軍就帶兵將整個耶路撒冷移為平地,接著猶太人就被擄到天下了,這個就是很快,在不久的耶穌離開世界之後就發生的,
[00:09:21.000 --> 00:09:42.000]  但是更遠的是耶穌在講的將來的末世要發生的事,當末世過了,耶穌基督就會從天回來,這個就是基督教給我們一個很重要的信仰,我們是等待救贖主耶穌將來要再回來地上的,
[00:09:42.000 --> 00:09:59.000]  基督教你可以說是唯一還沒有應驗的一個真理,是耶穌一定會再回來的,接著就有25章三個的比喻,第一個比喻我就不詳細講了,叫做十同類的比喻,
[00:09:59.000 --> 00:10:21.000]  很平均的,有五個是聰明的同類,有五個是愚拙的同類,聰明的同類就不單止在正常情況下預備油,這些就是和當時的社會背景,他們等候主人回來他們點燈,他們預備一些油燈的油,
[00:10:21.000 --> 00:10:40.000]  希望能夠一直警醒著等候主人去到筵席,有時很晚才回來,你都能夠仍然有那個燈光,強調的就是要警醒等候主人在筵席之後散席回來,
[00:10:40.000 --> 00:11:01.000]  第一個比喻就是你要警醒自己心靈裏面有沒有油,有沒有那個明亮等待到的主人回來,第三個比喻是講到那個審判,萬民的審判,稱為山羊和綿羊的審判,
[00:11:01.000 --> 00:11:20.000]  提到怎樣來到當主人不在的時候,那些僕人會來到照顧一些有需要有困難的弟兄,以致他都不知道原來做了這些事情將來會得到神耶穌基督的賞賜,
[00:11:20.000 --> 00:11:40.000]  但有些人沒有做到,又去到主耶穌面前,他又不知道原來是會受到譴責的,那個就是第三個比喻,中間我們剛才讀的這段經文第二個比喻,就告訴我們這個主人他現在要遠行,
[00:11:40.000 --> 00:12:00.000]  這個當時的社會背景都很簡單的,一些管家,現在這個有錢的大富戶,他現在要遠行去很久的地方,但不會告訴你我什麼時候回來,和我們今天告訴那個菲傭,我下個星期就回來,我現在去公幹,星期六晚上我會回來,
[00:12:00.000 --> 00:12:24.000]  你大概會知道,但當時代不會這麼詳細告訴你,尤其是記住這是一個比喻,是要帶出一個很重要的重點,就是第十九節,二十五章的十九節,
[00:12:24.000 --> 00:12:48.000]  我讀一讀給大家聽,就是這裡,過了許久,強調那個時間,時間可以考驗很多東西,過了許久,那些僕人怎樣去領受這個主人給他們的命令呢?
[00:12:48.000 --> 00:13:15.000]  過了許久就是一個很能夠考驗人心的一個我們要思考的問題,那些僕人的主人就回來和他們去算賬,許久和算賬,兩樣東西來掛勾,但也都是很清楚告訴這三個僕人,
[00:13:15.000 --> 00:13:37.000]  記住這是一個比喻,不是真實發生的,是耶穌透過當時代社會的背景文化,是真實會出現,但現在透過這個比喻,就要來勸勉門徒,在這位主再回來之前,你要怎樣來準備自己呢?
[00:13:37.000 --> 00:14:01.000]  首先就是這個主人會按照著財幹去分那些銀錢給這幾個的僕人來做買賣,而且你看那個價值,中文的和合本就沒有顯示得那麼清楚,雖然那個數量五千,二千和一千,表面上好像那麼少的數目,
[00:14:01.000 --> 00:14:29.000]  但這裡說的是一個希伯來的道量衡,一個Talent,是說的是金的數量的重量,大概是等於七十幾磅的金,不是安士,是當時耶穌的年代,當時做一日的工資是一錢的銀紙,可想而知是天文數字來的,
[00:14:29.000 --> 00:14:50.000]  這個主人是極富有的,重點就是按照著他們的財幹去分這些的銀紙,金紙給他們去做買賣,記住是比喻,就是說這樣的天文數字任你們去發揮,任你們去運用,重點仍然是一樣東西,
[00:14:50.000 --> 00:15:13.000]  三個僕人都領受了主人的吩咐,和真是有一些的本金給他們去運用,要他們去做買賣,細節不要說了,重點仍然是第十九節,過了許久,當然重點有另外一個帶出意義,
[00:15:13.000 --> 00:15:36.000]  就是三個僕人對這個主人的認識為什麼會有不同,頭兩個的僕人趕緊的,立即的去做,而且不會因為那個本金多,會得到更大的一個獲利,
[00:15:36.000 --> 00:15:59.000]  或者那個本金少的,二千的,就會因為那麼少,而得到的獲利那麼少,而帶來那個主人對他有一些的斥責,沒有,是完完全全一樣的稱讚,對得到五千,賺到五千和賺到二千的,
[00:15:59.000 --> 00:16:22.000]  就是告訴我們這裡有兩類的門徒,當然整個的比喻後來的重點是強調第三個的僕人本來一千表面上很少,但其實不是,他對這個主人交託給他的東西,他有一個另外的解釋,
[00:16:22.000 --> 00:16:48.000]  那個解釋是什麼呢?留意一下,第二十四節,「那令一千的也進前來」,就是說三個僕人在這個比喻裡面,最終都要面對主人過了許久之後回來的算賬,
[00:16:48.000 --> 00:17:09.000]  三個僕人都要算賬,怎樣算法呢?第三個僕人他有一番的解釋,他說「主啊,我知道你是一個嚴厲的人,沒有種的地方也要收割,沒有播的地方也要收穫,所以我就害怕你了,
[00:17:09.000 --> 00:17:37.000]  去把你的一千銀子埋藏在地裡,請看你的銀子在這裡。」就是說這段這麼長這麼長這麼長的時間,他是看守著那個地,不是沒有做事的,是看守著的,如果不是被人拿了,不就是連那個本金都沒有了,是不是很認真看守著的,是許久看守著,而不是許久去做買賣,原因是什麼呢?
[00:17:37.000 --> 00:18:03.000]  他所理解的主人是惡的,他怕他的,他不敢去虧蝕這些本金的,比喻裡面的解釋,所以他就想了這個辦法,就是不要用這些本金,用了就怕輸,投資失利,或者做買賣虧本,
[00:18:03.000 --> 00:18:26.000]  你做生意你就會知道,不一定可以成功的,會有失敗的,雖然這個比喻裡面沒有告訴我們失敗會有什麼後果,只是告訴我們你不去用你的本金的後果,就是又惡又懶的僕人,
[00:18:26.000 --> 00:18:51.000]  這樣的意思而已,我們沒有一個第四個的僕人,又拼命去做,又聽主人的吩咐,過了許久,但是最終虧蝕了,怎麼辦呢?如果有這個比喻的第四個僕人就好了,那我們就知道應該怎麼去做了,可惜沒有,不過其實不夠,對不起,其實是不需要第四個僕人,
[00:18:51.000 --> 00:19:15.000]  其實這三個僕人都已經反映了這個比喻,耶穌想贖他的兒女,明白一件事,我們有的才幹,基督徒才可以這樣思考的,你如果不是基督徒,你如果不認識神,
[00:19:15.000 --> 00:19:41.000]  你不會覺得你一切的恩賜、才幹是天上賜給你的,你會覺得你的口才,你會覺得你唱歌的歌喉是屬於自己的,無論是從後天的訓練,得天獨厚的可能與生俱來,你都會認為是屬於你自己的,這樣就不是基督徒說的恩賜了,
[00:19:41.000 --> 00:20:08.000]  或者這裡說的才幹了,這裡有一個很重要的信息,就是你怎麼看神在你生命裡面所給你的一切的,無論是機遇、恩典,還有你自己從小時候成長,與生俱來也好,後天訓練也好,你看這一切都是神賜給你的,而你願意去用,就是這個比喻裡面的教訓了,
[00:20:08.000 --> 00:20:35.000]  你願意在這一位愛你的耶穌裡面,你去用,盡量地用,而且這裡告訴我們,越用就會越有果效,那個不用的一千的僕人,他就不能夠發揮主人給他的本金帶來的成果。
[00:20:35.000 --> 00:21:00.000]  親愛的弟兄姊妹,其實很簡單的,基督徒我們知道要愛人,因為神先愛我們,《約人一書》四章十九節這樣說,我們能夠愛,因為神首先愛我們,所以我們學習去愛,愛愛下,那些不可愛的人你都會愛他,不信你試一下,
[00:21:00.000 --> 00:21:28.000]  你找一個人,可能那個人跟你沒什麼兩句,甚至乎可能有一點誤會、嫌隙,你試一下,基於神對你的愛,你主動向他聊天,第一次很辛苦的,可能他會這樣,有什麼好聊的,類似這樣,但是你試一下,你真的出於一份學習去愛,和他聊天,問候他,
[00:21:28.000 --> 00:21:51.000]  很特別的,你內心裡面會有一種愛的能力,你不斷這樣去做,會帶來你的生命,不知不覺你會有更加那種愛的動力,不信你真的試一下,我自己試過,真的可以的,因為我們裡面有神給我們的生命,
[00:21:51.000 --> 00:22:20.000]  更加就是原來恩賜財幹,你不在主耶穌裡面繼續去用,你就好像這個一千的銀子的這個僕人這樣,他不能夠發揮到主人給他的時間可以帶來的那個獲利,真正的獲利其實是我們的生命的成長和豐富,主人不是在意他能不能賺錢,
[00:22:20.000 --> 00:22:48.000]  這個這麼有錢的大富戶,他不是在意你有沒有能夠賺錢,在意的是按財幹去分量,我想用一個預道故事,都是在一本書裡面看到,都很切合這三個僕人領受主人給他的一個託付,
[00:22:48.000 --> 00:23:16.000]  有一個鄉村,村長有三個兒子,這個村長有一天跟他的三個兒子說,我現在要遠行去另外一個村,去做一些重要的事,我要很久才回來,你們要看守住這條村,令到村民在過冬的時候,他們不會因為天氣冷,他們的內心就會困難了,
[00:23:16.000 --> 00:23:38.000]  這個大兒子是做牧羊的,他很厲害的,那些羊有什麼病,他一看就知道了,他又懂得那些山草藥可以幫這些羊治病,所以村裡面的人都很敬重這個大兒子,因為他可以幫他們的羊看醫生,是羊的醫生,
[00:23:38.000 --> 00:23:59.000]  第二個兒子,原來是做修理,打理那些樹,那些果樹的一個農夫,他又很厲害的,令到那些樹的果子又很豐富的,可能很厲害的園藝等等,第三個兒子就很特別了,他是一個舞蹈家,
[00:23:59.000 --> 00:24:19.000]  原來每一年村裡面有些慶典,他就會帶領村民跳舞,令到整條村在這個慶典裡面很開心的,於是這個爸爸離開了,就祝福他們三個兄弟,要打理這個鄉村了,
[00:24:19.000 --> 00:24:43.000]  爸爸離開之後,沒多久,那個村冬天很大雪,過了一段長時間,雪都沒有停止的跡象,有一天那些村民就來了,就和他幾個兄弟說,我們今年沒有想過一個這麼嚴重的一個嚴寒的冬天,我們的食物差不多吃完了,怎麼辦呢?
[00:24:43.000 --> 00:24:54.000]  你現在還養了很多羊,你可不可以把這些羊給我們,一起來過這個冬天呢?因為現在實在太嚴重了,我們不能夠去別的村裡買食物等等。
[00:24:54.000 --> 00:25:10.000]  這個大兒子說,不行的,我是羊的醫生,這些羊是爸爸給我看著,我不能夠這樣給你們的。後來想了很久,不是的,如果不給,這個村子怎樣過這個冬天呢?
[00:25:10.000 --> 00:25:34.000]  所以想了很久之後,都沒辦法了,都決定把羊屠宰了之後,給所有村民大家來吃,希望都免為其難,過了這個冬天。過了一段時間之後,下雪的情況沒有停止,而且積雪越來越高,越來越深。
[00:25:34.000 --> 00:25:53.000]  村民又來了,我們有這些肉過冬,但是我們現在沒有燃料來去禦寒,來去生火,你能不能夠把這些果樹,這麼多年的,給我們砍了,給我們有柴,可以過到這個冬天呢?
[00:25:53.000 --> 00:26:08.000]  這個大兒子說,不行的,我們不能這樣做的,因為這些樹是很多年的了,我爸爸不准我這樣做。但是想了一段時間之後,如果不是這樣的時候,怎樣可以過這個冬天呢?
[00:26:08.000 --> 00:26:28.000]  所以就把那些樹砍了,分了很多的木頭,來作為冬天的燃料。但是冬天一直都沒有停止,雪一直這樣下。村民的心都冰冷了,為什麼還沒停?
[00:26:28.000 --> 00:26:44.000]  他們都慢慢陸續想,還是不行了,我不能夠再停留在這個村莊裡面了。一個一個,一戶一戶的,希望去鄰近的村莊,來找到生暖和其他的食物等等。
[00:26:44.000 --> 00:27:03.000]  一個一個離開,過了一段時間,差不多春天了,終於爸爸很遠回來,但是看到那個村莊,為什麼這麼寧靜的?和以往那種熱鬧,為什麼好像完全不同了?
[00:27:03.000 --> 00:27:25.000]  爸爸就問幾個兒子,回到家的時候,第一個見他,和他接待他的,就是第三個兒子。剛才都講了,第三個兒子是幫村裡面有大的慶典,來跳舞,他會編排舞蹈。
[00:27:25.000 --> 00:27:47.000]  他看到爸爸回來,很開心,就立即和爸爸講,爸爸,我想了一套舞蹈,等你回來,跳給你看。但是,這個第三個兒子,因為長期太寒冷,太冷了,跳的時候根本跳不動,腳都軟了,就跌倒坐在地上。
[00:27:47.000 --> 00:28:06.000]  爸爸就問,什麼事?幾個兒子就跟著告訴爸爸,因為天氣太寒冷了,我們本來等你回來,但是村民逼我們,要我們把羊和樹給他們,我們現在什麼都沒有了,爸爸。
[00:28:06.000 --> 00:28:23.000]  爸爸就跟他們說,你們做得對,因為在這個冬天這麼嚴寒,那些羊沒有了可以再養,那些樹斬了,我們再重新種,只要那些人能夠渡過寒冷的冬天。
[00:28:23.000 --> 00:28:41.000]  但是第三個兒子,爸爸就責備他,寒冷的時候最需要的就是鼓勵他們的士氣,為什麼你不可以在那個時候來鼓勵他們,勉勵他們不要灰心,繼續等待冬天會過的。
[00:28:41.000 --> 00:29:02.000]  爸爸看到這個情景,四個人就抱著一起哭,因為整條村很多很多的人都走了。親愛的弟兄姊妹,神給你的恩賜有多少呢?神給你有多少人生的機遇,你要去服侍神呢?
[00:29:02.000 --> 00:29:24.000]  你可以在什麼的才幹上看到是神給你的,你不要保留的去服侍,越去付出,帶來的只會越大的一個收穫,是因為令到人的心得到耶穌的愛,會使你能夠得到你自己那份的祝福。
[00:29:24.000 --> 00:29:38.000]  越是不用,就越只會慢慢的萎縮,慢慢本來屬於你的。後面這裡這樣說,第28節,
[00:29:38.000 --> 00:30:01.000]  「把他這一千奪過來,給那有一萬的,因為凡是有的還要加給他,叫他有餘沒有的,連他所有的也要奪過來。把這個無用的僕人雕在外面黑暗裡,在那裡他要哀哭切齒了。」
[00:30:01.000 --> 00:30:22.000]  神學,神的國度的數學,原來是有的會繼續加給他,沒有的,連他僅有的也會被奪過來,給那個有一萬的,原來神國度的數學是這樣的。
[00:30:22.000 --> 00:30:42.000]  我們越去愛,我們越去相信,在一個現在沒有愛的世代,在一個需要信心的世代,基督徒我們有源源不絕神的愛,只要你常懷這個初心,耶穌一定會回來。
[00:30:42.000 --> 00:31:06.000]  這位救贖主仍然是大地的管家,大地的造物主,一切都是在他的計劃,如果我們深信這麼簡單的神學,認定這是真理,我們就在人生裡學習去愛,原來不斷愛,你會繼續更加多德。
[00:31:06.000 --> 00:31:27.000]  願神祝福我們每一位弟兄姊妹,牧師其實相當忙碌的,我做了一年,忙到一個地步,沒辦法想像,每天只能夠睡四五個小時,因為很多部門的事情都要你去做,去想,去策劃,越做越開心,辛苦,但是很開心。
[00:31:27.000 --> 00:31:49.000]  開心因為你能夠為神和為弟兄姊妹去付出,我很心願每一位弟兄姊妹,無論是家兄流的,感宣家的,我們一起為神去付出,我們一起祈禱,多謝主讓我們今早做,能夠真是可以在一個很好的環境去敬拜祢,真是不是必然的。
[00:31:49.000 --> 00:32:18.000]  有很多國家,無論在國內或者其他地方,有些是地震,有些可能是宗教上的政策,會帶來他們不能夠很自由的敬拜,但是我們仍然盼望我們在主面前,我們來求主用我們,使我們能夠成為更多人的祝福,我們將神的愛,神的恩典帶到有需要的人的生命裡面。
[00:32:18.000 --> 00:32:37.000]  使他們得到鼓舞,得到心靈的力量,是一個灰心,是一個無盡等待的人生,仍然有盼望的等待。我們一起在祢面前等候禱告,奉耶穌基督的名,阿們。多謝。
[00:32:37.000 --> 00:32:40.000]  (字幕由 Amara.org 社群提供)

