
[00:00:00.000 --> 00:00:03.340]  我們一起同心的祈禱
[00:03:13.940 --> 00:03:17.300]  要來幫自己的同胞
[00:03:17.300 --> 00:03:19.300]  舉殯
[00:03:19.300 --> 00:03:21.700]  不知在一個曠野
[00:03:21.700 --> 00:03:24.740]  他們是一個火葬
[00:03:24.740 --> 00:03:26.740]  還是一個土葬呢
[00:03:26.740 --> 00:03:32.260]  如果你用一個平均數去計算
[00:03:32.260 --> 00:03:35.940]  40年
[00:03:35.940 --> 00:03:37.940]  60萬
[00:03:37.940 --> 00:03:43.060]  每日要有43個人死
[00:03:43.060 --> 00:03:45.060]  平均數
[00:03:45.060 --> 00:03:50.580]  保羅說曾經有一次瘟疫
[00:03:50.580 --> 00:03:53.940]  哥林多前書記第十章
[00:03:53.940 --> 00:03:57.860]  一天就死了23000人
[00:03:57.860 --> 00:04:02.020]  一天23000人死
[00:04:02.020 --> 00:04:06.340]  但總數是24000人
[00:04:06.340 --> 00:04:09.780]  那個瘟疫有多長呢
[00:04:09.780 --> 00:04:11.780]  有多少日呢
[00:04:11.780 --> 00:04:13.780]  聖經沒有交代
[00:04:13.780 --> 00:04:15.780]  但保羅告訴我們
[00:04:15.780 --> 00:04:18.260]  只是一天神的憤怒
[00:04:18.260 --> 00:04:20.260]  去擊打這些以色列人
[00:04:20.260 --> 00:04:23.220]  就有23000人死
[00:04:23.220 --> 00:04:25.220]  你可以想像得到
[00:04:25.220 --> 00:04:28.580]  那個集體的哀哭
[00:04:28.580 --> 00:04:30.580]  是多麼嚴重
[00:04:30.580 --> 00:04:35.700]  摩西就要做這個禮儀師
[00:04:35.700 --> 00:04:38.980]  幫這些以色列人舉殯
[00:04:38.980 --> 00:04:40.980]  你可以想像得到
[00:04:40.980 --> 00:04:44.500]  他對人生的領悟
[00:04:44.500 --> 00:04:47.220]  他說神啊
[00:04:47.220 --> 00:04:49.220]  祢是我們的居所
[00:04:49.220 --> 00:04:51.620]  是我們的避難所
[00:04:51.620 --> 00:04:54.020]  是我們永恆的家
[00:04:54.020 --> 00:04:57.620]  而且你是永生的主
[00:04:57.620 --> 00:05:00.020]  這個宣告
[00:05:00.020 --> 00:05:05.460]  再襯托他用詩意的對人生的體會
[00:05:05.460 --> 00:05:06.980]  描述
[00:05:06.980 --> 00:05:09.300]  用詩歌的體裁
[00:05:09.300 --> 00:05:11.300]  來講出來
[00:05:11.300 --> 00:05:15.140]  這種高下立見的對比
[00:05:15.140 --> 00:05:17.140]  就很強烈
[00:05:17.140 --> 00:05:20.100]  來襯托出在他面前
[00:05:20.100 --> 00:05:22.740]  目下的每一個以色列人
[00:05:22.740 --> 00:05:24.740]  那種坎坷
[00:05:24.740 --> 00:05:26.740]  困難
[00:05:26.740 --> 00:05:30.260]  很多家庭就是這樣失去了他們的丈夫
[00:05:30.260 --> 00:05:31.780]  父親
[00:05:31.780 --> 00:05:33.300]  兒子
[00:05:33.300 --> 00:05:35.300]  就是這樣來到去
[00:05:35.300 --> 00:05:38.100]  不能夠進入迦南的美地
[00:05:38.100 --> 00:05:45.140]  這個就是詩歌裏面的背景
[00:05:45.140 --> 00:05:47.140]  但是
[00:05:47.140 --> 00:05:49.140]  希伯來人的詩歌
[00:05:49.140 --> 00:05:51.940]  不只是為哀哭而哀哭
[00:05:51.940 --> 00:05:53.940]  在哀哭的背後
[00:05:53.940 --> 00:05:55.940]  仍然認定
[00:05:55.940 --> 00:05:58.980]  做物主的榮耀
[00:05:58.980 --> 00:06:05.380]  第十三節有一個很寶貴的扭轉
[00:06:05.380 --> 00:06:07.380]  耶和說
[00:06:07.380 --> 00:06:09.380]  我們要等到何時
[00:06:09.380 --> 00:06:13.780]  我們要等到何時這個問號
[00:06:13.780 --> 00:06:15.780]  帶進的就是
[00:06:15.780 --> 00:06:17.780]  求神悔改
[00:06:17.780 --> 00:06:20.820]  求你去轉回
[00:06:20.820 --> 00:06:25.140]  為我們的賢固你後悔
[00:06:25.140 --> 00:06:27.860]  這是舊的和合本的翻譯
[00:06:27.860 --> 00:06:30.740]  就是憐憫你的僕人
[00:06:30.740 --> 00:06:33.620]  求神轉回
[00:06:33.620 --> 00:06:36.820]  這個轉回這個字
[00:06:36.820 --> 00:06:40.020]  多數在先知書裏面
[00:06:40.020 --> 00:06:44.500]  都是提到以色列人要歸回悔改
[00:06:44.500 --> 00:06:47.060]  所以很特別就是
[00:06:47.060 --> 00:06:51.940]  摩西帶進那個懇切的禱告
[00:06:51.940 --> 00:06:54.740]  他認定了神的永恆
[00:06:54.740 --> 00:06:58.020]  人的渺小
[00:06:58.020 --> 00:07:00.420]  短暫的人生
[00:07:00.420 --> 00:07:04.980]  而且每一個人在神眼中
[00:07:04.980 --> 00:07:08.020]  這裏說第八節
[00:07:08.020 --> 00:07:10.740]  你將我們的罪孽
[00:07:10.740 --> 00:07:13.140]  擺在你的面前
[00:07:13.140 --> 00:07:15.140]  將我們的忍樂
[00:07:15.140 --> 00:07:18.740]  擺在你的眠光之中
[00:07:18.740 --> 00:07:22.580]  我們因你的怒氣而消滅
[00:07:22.580 --> 00:07:26.180]  因你的憤怒而驚惶
[00:07:26.180 --> 00:07:28.180]  這個是摩西
[00:07:28.180 --> 00:07:31.780]  他很清楚在他面前的
[00:07:31.780 --> 00:07:36.580]  一個生活的困境
[00:07:36.580 --> 00:07:40.100]  沒辦法逃避的一個現實
[00:07:40.100 --> 00:07:43.300]  就是一班現在準備入迦南的人
[00:07:43.300 --> 00:07:46.020]  但是很多
[00:07:46.020 --> 00:07:48.820]  周而復始的對神的背影
[00:07:48.820 --> 00:07:50.980]  對神的埋怨
[00:07:50.980 --> 00:07:52.420]  但是
[00:07:52.420 --> 00:07:54.980]  剛才我們看的就是十三節
[00:07:54.980 --> 00:07:58.180]  摩西在這個現實裏面
[00:07:58.180 --> 00:08:01.460]  居然間帶進一個盼望
[00:08:01.460 --> 00:08:04.260]  就是在神的裏面
[00:08:04.260 --> 00:08:07.540]  原來有一個挽回的因典
[00:08:07.540 --> 00:08:11.140]  是可以讓人有那個盼望
[00:08:11.140 --> 00:08:17.620]  以致生活不再是一個很重的擔子
[00:08:17.620 --> 00:08:21.220]  而是能夠在神的裏面
[00:08:21.220 --> 00:08:24.100]  再一次看回神的榮耀
[00:08:24.100 --> 00:08:28.340]  特別是十六、十七節最後帶進的
[00:08:28.340 --> 00:08:30.500]  我們手所作的
[00:08:30.500 --> 00:08:33.140]  在你的眼中是蒙月
[00:08:33.140 --> 00:08:36.580]  而且在你的眠光之中的
[00:08:36.580 --> 00:08:39.140]  第十六、十七節
[00:08:39.140 --> 00:08:41.140]  願你的作為
[00:08:41.140 --> 00:08:44.100]  向你僕人們顯現
[00:08:44.100 --> 00:08:46.500]  願你的榮耀
[00:08:46.500 --> 00:08:50.180]  向他們的子孫來顯明
[00:08:50.180 --> 00:08:52.020]  就是說這個民族
[00:08:52.020 --> 00:08:55.940]  繼續所做的有盼望的
[00:08:55.940 --> 00:08:58.500]  這一班新生的世代
[00:08:58.500 --> 00:09:04.100]  是會有新的領袖帶他們進迦南英許之地的
[00:09:04.100 --> 00:09:06.260]  接著就是第十七節
[00:09:06.260 --> 00:09:10.020]  願主我們神的恩寵
[00:09:10.020 --> 00:09:12.740]  歸於我們的身上
[00:09:12.740 --> 00:09:15.620]  和我們所做的功
[00:09:15.620 --> 00:09:18.180]  你來去建立
[00:09:18.180 --> 00:09:20.020]  什麼意思呢
[00:09:20.020 --> 00:09:22.180]  就是在神眼中
[00:09:22.180 --> 00:09:26.420]  他閱立的那個工作
[00:09:26.420 --> 00:09:30.500]  那就是說帶進的不只是工作那麼簡單
[00:09:30.500 --> 00:09:33.300]  是工作的那個意義
[00:09:33.300 --> 00:09:39.220]  和你是為誰而作的那個問題
[00:09:39.220 --> 00:09:42.820]  那這個豈不是就是智慧的心靈
[00:09:42.820 --> 00:09:46.580]  這個豈不是就是摩西的禱告裏面
[00:09:46.580 --> 00:09:50.100]  叫人對人生的了解
[00:09:50.100 --> 00:09:52.100]  一個頓悟之後
[00:09:52.100 --> 00:09:56.740]  你就發現既然大家都是那麼短的人生
[00:09:56.740 --> 00:09:59.620]  那我要為誰而活呢
[00:09:59.620 --> 00:10:01.620]  我要怎樣活呢
[00:10:01.620 --> 00:10:04.580]  我要通過什麼的
[00:10:04.580 --> 00:10:07.300]  當然就是通過神
[00:10:07.300 --> 00:10:10.900]  我們更加在新約的信徒
[00:10:10.900 --> 00:10:15.780]  弟兄姊妹我們有這一位的救贖主耶穌
[00:10:15.780 --> 00:10:18.100]  剛才聖餐
[00:10:18.100 --> 00:10:22.420]  這一位的愛子是道成肉身
[00:10:22.420 --> 00:10:25.860]  帶我們進入那個永恆
[00:10:25.860 --> 00:10:28.820]  我們本來不能夠進入永恆
[00:10:28.820 --> 00:10:32.260]  我們只能夠在這個物質的世界
[00:10:32.260 --> 00:10:35.300]  短暫短促的人生
[00:10:35.300 --> 00:10:39.060]  但是當我們有了信仰之後
[00:10:39.060 --> 00:10:41.940]  整個人生就很不同了
[00:10:41.940 --> 00:10:44.420]  我們能夠可以來到去透過
[00:10:44.420 --> 00:10:48.500]  一個祈禱大進的智慧的心靈
[00:10:48.500 --> 00:10:51.940]  來到去再去觀察
[00:10:51.940 --> 00:10:57.620]  再去反思生活裏面的種種的矛盾
[00:10:57.620 --> 00:11:00.580]  種種的痛苦
[00:11:00.580 --> 00:11:04.340]  我們能夠雖然一樣這樣面對
[00:11:04.340 --> 00:11:06.500]  世人就算沒有信仰
[00:11:06.500 --> 00:11:08.420]  同樣都要面對
[00:11:08.420 --> 00:11:10.820]  但是當我們信主的人
[00:11:10.820 --> 00:11:13.060]  好像摩西所講的
[00:11:13.060 --> 00:11:16.900]  你給了我們一個智慧的心靈
[00:11:16.900 --> 00:11:19.700]  就是第十二節
[00:11:19.700 --> 00:11:23.620]  指教我們怎樣去數算
[00:11:23.620 --> 00:11:26.020]  不是你去占卜
[00:11:26.020 --> 00:11:28.340]  不是你去看那個相
[00:11:28.340 --> 00:11:30.100]  你有多少歲命
[00:11:30.100 --> 00:11:32.180]  不是這個數算
[00:11:32.180 --> 00:11:33.860]  重點是
[00:11:33.860 --> 00:11:38.020]  你和人一樣這樣面對生活的挫折
[00:11:38.020 --> 00:11:40.980]  生活上種種的事情
[00:11:40.980 --> 00:11:44.820]  但是有智慧的心靈
[00:11:44.820 --> 00:11:47.700]  就是第十二節的下半節
[00:11:47.700 --> 00:11:53.620]  號召我們得到智慧的心靈
[00:11:53.620 --> 00:11:59.700]  這個就是禱告在神的眼光之中看永恆
[00:11:59.700 --> 00:12:04.500]  和看人那個真真正正你看穿了
[00:12:04.500 --> 00:12:08.500]  人生是短促和痛苦
[00:12:08.500 --> 00:12:12.580]  世人如果不是有一個智慧的心靈
[00:12:12.580 --> 00:12:14.660]  他是不會看到的
[00:12:14.660 --> 00:12:17.220]  他會很緊張他的歲數
[00:12:17.220 --> 00:12:20.020]  他會不斷用很多的寶劍
[00:12:20.020 --> 00:12:21.780]  本來不是錯的
[00:12:21.780 --> 00:12:25.460]  但是他以為他要繼續長命
[00:12:25.460 --> 00:12:29.380]  但是沒有永生在他眼前的時候
[00:12:29.380 --> 00:12:31.140]  那種的計算
[00:12:31.140 --> 00:12:33.780]  其實就是倒數的離開
[00:12:33.780 --> 00:12:37.220]  但是智慧的心靈
[00:12:37.220 --> 00:12:40.420]  就是不單純是數算
[00:12:40.420 --> 00:12:43.380]  而是就算是短促
[00:12:43.380 --> 00:12:48.980]  我們是為主為神而來到去活的時候
[00:12:48.980 --> 00:12:52.740]  相信就會很不同的人生
[00:12:52.740 --> 00:12:58.260]  上次有些例子給我們感覺到人生的那種的短
[00:12:58.260 --> 00:13:01.140]  苦和困難
[00:13:01.140 --> 00:13:03.700]  但是如果我們能夠從其中
[00:13:03.700 --> 00:13:06.820]  對人生有一個領悟的時候
[00:13:06.820 --> 00:13:11.620]  相信是可以帶來一個很大的改變
[00:13:11.620 --> 00:13:13.940]  我曾經講過一個例子
[00:13:13.940 --> 00:13:16.900]  當我再去看它的細節的時候
[00:13:16.900 --> 00:13:23.220]  這一位在貴州的很窮苦的學生
[00:13:23.220 --> 00:13:27.140]  他的故事就是他中學時代
[00:13:27.140 --> 00:13:29.700]  已經患了骨癌
[00:13:29.700 --> 00:13:32.500]  一直在中學來醫治
[00:13:32.580 --> 00:13:34.180]  他姓趙
[00:13:34.180 --> 00:13:35.860]  一個單字叫做黎
[00:13:35.860 --> 00:13:37.620]  趙黎
[00:13:37.620 --> 00:13:40.820]  貴州沒有人不認識他
[00:13:40.820 --> 00:13:43.060]  不是因為他的癌症
[00:13:43.060 --> 00:13:45.140]  而是他一個很強烈
[00:13:45.140 --> 00:13:47.940]  他要上大學的夢
[00:13:47.940 --> 00:13:49.380]  所以他就發奮
[00:13:49.380 --> 00:13:52.500]  多痛他都繼續他的學業
[00:13:52.500 --> 00:13:54.500]  有時候痛到一個地步
[00:13:54.500 --> 00:13:56.340]  是沒有辦法想像的
[00:13:56.340 --> 00:13:58.980]  他都要堅持忍受
[00:13:58.980 --> 00:14:00.500]  就是這樣
[00:14:00.500 --> 00:14:02.500]  得到他的家人
[00:14:02.500 --> 00:14:06.660]  身邊的朋友同學對他的支持
[00:14:06.660 --> 00:14:12.020]  最終去到2012年的6月16號
[00:14:12.020 --> 00:14:14.180]  他要面對高考
[00:14:14.180 --> 00:14:16.900]  但是他做的化療
[00:14:16.900 --> 00:14:18.500]  還有那些的痛
[00:14:18.500 --> 00:14:21.780]  根本上就是沒有可能的
[00:14:21.780 --> 00:14:25.060]  學校特別破例
[00:14:25.060 --> 00:14:27.460]  為他開一個的市場
[00:14:27.460 --> 00:14:31.060]  讓他來考這個市高考
[00:14:31.060 --> 00:14:33.220]  在這樣的痛苦裏面
[00:14:33.220 --> 00:14:35.700]  他仍然的堅持
[00:14:35.700 --> 00:14:39.780]  終於考到544分
[00:14:39.780 --> 00:14:44.740]  是全貴州省可以去到一線的大學
[00:14:44.740 --> 00:14:48.180]  他當然期望有大學可以收他
[00:14:48.180 --> 00:14:49.700]  這個故事輾轉
[00:14:49.700 --> 00:14:53.620]  令到很多人受到感動激勵
[00:14:53.620 --> 00:14:55.940]  所以他同班的同學
[00:14:55.940 --> 00:14:58.500]  很多因為他的故事
[00:14:58.500 --> 00:15:00.740]  很受感動
[00:15:00.740 --> 00:15:02.740]  很發奮的讀書
[00:15:02.740 --> 00:15:04.580]  所以他的同學
[00:15:04.580 --> 00:15:07.540]  大部分都是一線的大學裏面
[00:15:07.540 --> 00:15:09.940]  甚至有些可以離開貴州
[00:15:09.940 --> 00:15:15.140]  去到更加高的級別的大學
[00:15:15.140 --> 00:15:18.420]  是一個超例的故事
[00:15:18.420 --> 00:15:20.020]  他有一樣東西
[00:15:20.020 --> 00:15:21.300]  看他的故事
[00:15:21.300 --> 00:15:23.780]  他自己寫的回憶
[00:15:23.780 --> 00:15:27.140]  他說命運對我是不公平
[00:15:27.140 --> 00:15:29.060]  這個是事實
[00:15:29.060 --> 00:15:33.380]  但是身邊有很多愛我的人
[00:15:33.380 --> 00:15:37.060]  我要為愛我的人去努力
[00:15:37.060 --> 00:15:40.500]  他的人生這麼短暫
[00:15:40.500 --> 00:15:45.300]  2012年6月16號考完高考
[00:15:45.300 --> 00:15:48.500]  貴州一線的貴州大學
[00:15:48.500 --> 00:15:51.220]  當然是貴州的一線大學
[00:15:51.220 --> 00:15:53.300]  就破格的收他
[00:15:53.300 --> 00:15:56.100]  來做大學生
[00:15:56.100 --> 00:15:59.140]  校長鄭強
[00:15:59.140 --> 00:16:02.020]  很出名的一個教育界的校長
[00:16:02.020 --> 00:16:07.060]  親自拿聘書來給他
[00:16:07.060 --> 00:16:12.420]  來使他加入這間大學
[00:16:12.420 --> 00:16:14.660]  但是過了兩天
[00:16:14.660 --> 00:16:18.500]  2012年的8月27號
[00:16:18.500 --> 00:16:22.100]  他就因為這個癌症離世了
[00:16:22.100 --> 00:16:25.940]  始終都沒有真正的開始他的學業
[00:16:25.940 --> 00:16:27.780]  但是他的人生
[00:16:27.780 --> 00:16:29.860]  他那種的努力
[00:16:29.860 --> 00:16:34.100]  和對自己的這麼痛苦的人生
[00:16:34.100 --> 00:16:36.260]  這麼短暫的人生
[00:16:36.260 --> 00:16:39.060]  他很盡力的去活
[00:16:39.060 --> 00:16:41.620]  他知道當然他沒有神
[00:16:41.620 --> 00:16:43.940]  他要為他的家人
[00:16:43.940 --> 00:16:46.020]  為愛他的每一個
[00:16:46.020 --> 00:16:48.820]  來盡心盡力
[00:16:48.820 --> 00:16:55.300]  這就是很重要對人生的一個了解
[00:16:55.300 --> 00:16:57.380]  摩西告訴我們
[00:16:57.380 --> 00:17:01.220]  人其實是要歸回塵土
[00:17:01.220 --> 00:17:03.060]  第三節
[00:17:03.060 --> 00:17:07.540]  你使到世人歸回塵土
[00:17:07.540 --> 00:17:11.460]  這是摩西創世記
[00:17:11.460 --> 00:17:15.300]  一章和二章的第五節
[00:17:15.300 --> 00:17:18.900]  耶和華用泥土做人
[00:17:18.900 --> 00:17:21.540]  摩西很明白
[00:17:21.540 --> 00:17:25.780]  這個人的構造
[00:17:25.780 --> 00:17:28.100]  那個的出處
[00:17:28.100 --> 00:17:31.300]  和那個的歸宿
[00:17:31.300 --> 00:17:32.340]  沒錯
[00:17:32.340 --> 00:17:35.300]  出世之後到離開世界之前
[00:17:35.300 --> 00:17:39.380]  可以是有很多很多的成就
[00:17:39.380 --> 00:17:41.860]  但是如果沒有神眼中
[00:17:41.860 --> 00:17:44.980]  來到他體會合格的
[00:17:44.980 --> 00:17:47.460]  不是在他的面光之中
[00:17:47.460 --> 00:17:52.660]  來賦予的職業、工作
[00:17:52.660 --> 00:17:56.980]  那個就不是我們人生的一個志向的志業
[00:17:56.980 --> 00:17:59.300]  所以vocation這個字
[00:17:59.300 --> 00:18:01.860]  不只是工作這麼簡單
[00:18:01.860 --> 00:18:04.820]  是你人生的一個職志
[00:18:04.820 --> 00:18:06.100]  是你的在
[00:18:06.100 --> 00:18:09.780]  如果用我們信仰的演繹
[00:18:09.780 --> 00:18:11.700]  就是我們在神眼中
[00:18:11.700 --> 00:18:16.500]  神要我們去做的那個事業
[00:18:16.500 --> 00:18:19.700]  我們是為神而做
[00:18:19.700 --> 00:18:23.620]  我們是通過在神的默許
[00:18:23.620 --> 00:18:27.460]  幫助和聖靈的感動裏面
[00:18:27.460 --> 00:18:29.540]  我們去做
[00:18:29.540 --> 00:18:31.700]  求主幫助我們能夠在
[00:18:31.700 --> 00:18:34.900]  一個我們真的充斥著現在
[00:18:34.900 --> 00:18:36.980]  都不知道怎樣來到去
[00:18:36.980 --> 00:18:41.220]  釋放的內心的鬱結
[00:18:41.220 --> 00:18:43.780]  大家看視頻你會看到
[00:18:43.780 --> 00:18:48.660]  有些人已經去到一種爆炸的情況
[00:18:48.660 --> 00:18:50.500]  可能我們看的時候
[00:18:50.500 --> 00:18:52.260]  只會覺得很好笑
[00:18:52.260 --> 00:18:55.860]  或者很不忿這樣的人
[00:18:55.860 --> 00:18:58.660]  但可能他已經去到一個
[00:18:58.660 --> 00:19:04.340]  他自己那個爆的點
[00:19:04.340 --> 00:19:06.980]  他已經不能夠再去面對
[00:19:06.980 --> 00:19:11.860]  更大的那個壓力
[00:19:11.860 --> 00:19:14.900]  我們今天有神的
[00:19:14.900 --> 00:19:16.980]  透過這一篇的詩篇
[00:19:16.980 --> 00:19:19.380]  其實給我們真的有一個很大的
[00:19:19.380 --> 00:19:22.100]  重新再來到反思
[00:19:22.100 --> 00:19:24.660]  生命是不是真的這麼短
[00:19:24.660 --> 00:19:26.660]  是不是真的這麼苦
[00:19:26.660 --> 00:19:28.340]  是不是真的沒有神
[00:19:28.340 --> 00:19:31.460]  我就不能夠有一個更大的榮耀
[00:19:31.460 --> 00:19:33.460]  我的事業呢
[00:19:33.460 --> 00:19:35.940]  這篇詩篇說是
[00:19:35.940 --> 00:19:38.500]  如果你在神以外
[00:19:38.500 --> 00:19:40.260]  做一切的事
[00:19:40.260 --> 00:19:43.220]  那個只是你人生的工作
[00:19:43.220 --> 00:19:45.540]  完結了你的人生
[00:19:45.540 --> 00:19:47.780]  你就會被忘記了
[00:19:47.780 --> 00:19:52.660]  你的一切的成就都仍然會被忘記
[00:19:52.660 --> 00:19:56.340]  但是這篇詩篇告訴我們
[00:19:56.340 --> 00:19:57.860]  我們的主
[00:19:57.860 --> 00:20:01.380]  是那一位憐憫世人的主
[00:20:01.380 --> 00:20:04.340]  他知道我們人生的短促
[00:20:04.340 --> 00:20:10.100]  所以神人摩西在一個這樣的環境裏面
[00:20:10.100 --> 00:20:13.860]  當時沒有聖殿
[00:20:13.860 --> 00:20:15.780]  當時在曠野
[00:20:15.780 --> 00:20:19.060]  他們的回眸都是一些很短暫的
[00:20:19.060 --> 00:20:22.580]  隨時要搬營的一個帳幕
[00:20:22.580 --> 00:20:24.340]  但是摩西
[00:20:24.340 --> 00:20:26.420]  焦聚百姓
[00:20:26.420 --> 00:20:29.060]  來到去禱告
[00:20:29.060 --> 00:20:31.220]  代表著整個民族
[00:20:31.220 --> 00:20:33.860]  向神來到去懇求
[00:20:33.860 --> 00:20:35.460]  13節
[00:20:35.460 --> 00:20:38.180]  求你轉回
[00:20:38.180 --> 00:20:42.580]  為你的僕人後悔
[00:20:42.580 --> 00:20:46.260]  很大的一個信心
[00:20:46.260 --> 00:20:49.540]  很大的一個力量
[00:20:49.540 --> 00:20:52.260]  求神悔改
[00:20:52.260 --> 00:20:55.700]  為了你的子民去悔改
[00:20:55.700 --> 00:20:59.460]  不要將我們本來應得的罪
[00:20:59.460 --> 00:21:01.940]  來懲罰我們
[00:21:01.940 --> 00:21:05.780]  我們是真的值得你去罰的
[00:21:05.780 --> 00:21:09.620]  不過神求你轉回
[00:21:09.620 --> 00:21:11.780]  即是你的心智
[00:21:11.780 --> 00:21:14.500]  心靈一個改變
[00:21:14.500 --> 00:21:16.580]  在說這個的字
[00:21:16.580 --> 00:21:21.540]  是先知呼喚百姓悔改的字
[00:21:21.540 --> 00:21:22.900]  但是摩西在這裏
[00:21:22.900 --> 00:21:25.780]  這樣來到大膽向神求
[00:21:25.780 --> 00:21:30.100]  求神來到去回轉
[00:21:30.100 --> 00:21:34.260]  不要再將我們本來應份的罪
[00:21:34.260 --> 00:21:36.740]  再來懲罰我們
[00:21:36.740 --> 00:21:40.980]  你的憐憫淋到我們每一個
[00:21:40.980 --> 00:21:46.260]  這個就是神人對神的認識
[00:21:46.260 --> 00:21:49.780]  所以他能夠向神有一個這樣的禱告
[00:21:49.780 --> 00:21:51.380]  而這個禱告
[00:21:51.380 --> 00:21:52.820]  大進就是說
[00:21:52.820 --> 00:21:57.540]  使我們能夠得到神的慈愛
[00:21:57.540 --> 00:22:02.020]  得到由神而來的喜樂
[00:22:02.020 --> 00:22:04.660]  當然就加上是平安
[00:22:04.660 --> 00:22:08.500]  不再來到去在那個痛苦
[00:22:08.500 --> 00:22:11.460]  在神的震怒底下
[00:22:11.460 --> 00:22:13.460]  弟兄姊妹
[00:22:13.460 --> 00:22:17.620]  這個是救恩的歷史的一個發展
[00:22:17.620 --> 00:22:21.300]  大進去那個最高峰最高潮的時候
[00:22:21.300 --> 00:22:24.660]  當人子被舉起的時候
[00:22:24.660 --> 00:22:27.620]  就要吸引萬人歸他
[00:22:27.620 --> 00:22:29.220]  他的犧牲
[00:22:29.220 --> 00:22:33.380]  就使我們大進去免去神的憤怒
[00:22:33.380 --> 00:22:36.340]  而得著神的慈愛
[00:22:36.340 --> 00:22:38.500]  我們因信清義
[00:22:38.500 --> 00:22:41.460]  就藉著我們的主耶穌基督
[00:22:41.460 --> 00:22:44.980]  能夠與神和好
[00:22:44.980 --> 00:22:47.860]  我們能夠以神為樂
[00:22:47.860 --> 00:22:51.860]  羅馬書的五章第十一節
[00:22:51.860 --> 00:22:53.540]  不單止和好
[00:22:53.540 --> 00:22:57.140]  我們還更加可以與神一起
[00:22:57.140 --> 00:22:59.700]  更加是以神為樂
