
[00:00:00.000 --> 00:00:03.400]  路加福音第十三章一至九節
[00:02:49.600 --> 00:02:53.600]  剛才主席跟我們讀出的《路加福音》13章1-9節,
[00:02:53.600 --> 00:02:55.600]  去讓大家明白,
[00:02:55.600 --> 00:02:57.600]  在神的恩典底下,
[00:02:57.600 --> 00:03:00.600]  我們應該有甚麼信仰的態度。
[00:03:00.600 --> 00:03:02.600]  我們開之前有個祈禱,
[00:03:02.600 --> 00:03:07.600]  因此我們每一個都處身在聖殿裏,
[00:03:07.600 --> 00:03:10.600]  求祢開我們每一個人的心,
[00:03:10.600 --> 00:03:14.600]  讓祢的話語栽種在我們的心田裏,
[00:03:14.600 --> 00:03:19.600]  好讓我們的生命能夠建立在祢的真理盆石上,
[00:03:19.600 --> 00:03:22.600]  而不是建立在沙土上,
[00:03:22.600 --> 00:03:26.600]  又讓祢的話語成為我們生命的一種動力,
[00:03:26.600 --> 00:03:28.600]  在這個彎曲末謀的世代裏,
[00:03:28.600 --> 00:03:31.600]  我們不會隨風而去,
[00:03:31.600 --> 00:03:33.600]  我們不會隨水漂流,
[00:03:33.600 --> 00:03:35.600]  讓每一個坐在這裏的會友,
[00:03:35.600 --> 00:03:40.600]  他們能夠甘心樂意地過一個很土神喜悅的人生,
[00:03:40.600 --> 00:03:44.600]  我們的祈禱是奉主耶穌的名其及,
[00:03:44.600 --> 00:03:45.600]  阿們。
[00:03:45.600 --> 00:03:49.600]  有人曾經提醒過我,
[00:03:49.600 --> 00:03:53.600]  我們會有很少的會揭聖經,
[00:03:53.600 --> 00:03:55.600]  會不會在講道的時候,
[00:03:55.600 --> 00:03:58.600]  都叫他們拿起本聖經揭一揭呢?
[00:03:58.600 --> 00:04:00.600]  我們就打開本聖經,
[00:04:00.600 --> 00:04:03.600]  揭去《路加福音》第十三章,
[00:04:03.600 --> 00:04:06.600]  有作用的,
[00:04:06.600 --> 00:04:09.600]  因為一會兒講道的時候都要你揭一下揭一下,
[00:04:09.600 --> 00:04:12.600]  當揭到《路加福音》第十三章的時候,
[00:04:12.600 --> 00:04:18.600]  我想先處理一下經文的一些上下文背景,
[00:04:18.600 --> 00:04:21.600]  如果翻開聖經,
[00:04:21.600 --> 00:04:23.600]  見到第十三章第一節開始,
[00:04:23.600 --> 00:04:26.600]  就提到了一個時間,
[00:04:26.600 --> 00:04:28.600]  四個字,
[00:04:28.600 --> 00:04:30.600]  就叫正當那時,
[00:04:30.600 --> 00:04:33.600]  正當那時是一個時間性的詞彙,
[00:04:33.600 --> 00:04:34.600]  為什麼呢?
[00:04:34.600 --> 00:04:36.600]  是指到第十二章,
[00:04:36.600 --> 00:04:40.600]  當耶穌和信徒在講論的時候,
[00:04:40.600 --> 00:04:43.600]  你打開聖經再揭前一點,
[00:04:43.600 --> 00:04:46.600]  我們揭去第十二章的第一節,
[00:04:46.600 --> 00:04:49.600]  在第十二章的第一節就提到了,
[00:04:49.600 --> 00:04:53.600]  原來當時有幾萬人在聚集,
[00:04:53.600 --> 00:04:55.600]  經文怎麼形容呢?
[00:04:55.600 --> 00:04:58.600]  經文說「甚至彼此踐踏」,
[00:04:58.600 --> 00:05:03.600]  一個很容易觸發到人踩人的災難場景,
[00:05:03.600 --> 00:05:06.600]  不過幾萬人聚集在那裡,
[00:05:06.600 --> 00:05:07.600]  有原因的,
[00:05:07.600 --> 00:05:09.600]  就是要聽耶穌的教訓,
[00:05:09.600 --> 00:05:12.600]  所以雖然處境很擠迫,
[00:05:12.600 --> 00:05:14.600]  很擠擁,
[00:05:14.600 --> 00:05:17.600]  但是沒有人會離開,
[00:05:17.600 --> 00:05:20.600]  在一個這麼不容易控制,
[00:05:20.600 --> 00:05:23.600]  幾萬人聚集的場景裡面,
[00:05:23.600 --> 00:05:27.600]  耶穌第一次被人打斷的講論是什麼時候呢?
[00:05:27.600 --> 00:05:29.600]  就是在十二章的十三節,
[00:05:29.600 --> 00:05:32.600]  如果你看一看十二章十三節的時候,
[00:05:32.600 --> 00:05:34.600]  有人插入了耶穌的教訓,
[00:05:34.600 --> 00:05:38.600]  要求耶穌跟他兩兄弟分身教,
[00:05:38.600 --> 00:05:40.600]  耶穌當時就說,
[00:05:40.600 --> 00:05:42.600]  我做這些的嗎?
[00:05:42.600 --> 00:05:43.600]  十二章十四節就說,
[00:05:43.600 --> 00:05:46.600]  誰能我作你們的判官?
[00:05:46.600 --> 00:05:51.600]  然後耶穌就因應這個人提出分身家的請求,
[00:05:51.600 --> 00:05:55.600]  就有之後的經文提醒信徒,
[00:05:55.600 --> 00:05:59.600]  人的生命不在於家道豐富,
[00:05:59.600 --> 00:06:03.600]  人的生命不要聚積財寶在地上,
[00:06:03.600 --> 00:06:06.600]  也不需要為生活而憂慮,
[00:06:06.600 --> 00:06:09.600]  還在第十六節說了一個比喻,
[00:06:09.600 --> 00:06:11.600]  去配合他的講論,
[00:06:11.600 --> 00:06:18.600]  去說明在世的生命不要只顧著錢,
[00:06:18.600 --> 00:06:21.600]  因為你的財寶在哪裡,
[00:06:21.600 --> 00:06:24.600]  你的心就在哪裡。
[00:06:24.600 --> 00:06:27.600]  耶穌第二次被人打斷的講論,
[00:06:27.600 --> 00:06:30.600]  正正在第十三章的第一節,
[00:06:30.600 --> 00:06:36.600]  這次有人將比拉多撒開加利利人士的事件提出來,
[00:06:36.600 --> 00:06:38.600]  來到這裡,
[00:06:38.600 --> 00:06:43.600]  我們會不會對耶穌的處境多了一些概念呢?
[00:06:43.600 --> 00:06:50.600]  原來耶穌在這裡所做的是一個自由的演說,
[00:06:50.600 --> 00:06:52.600]  耶穌跟幾萬人在聊天,
[00:06:52.600 --> 00:06:55.600]  按他自己的心意而說,
[00:06:55.600 --> 00:06:57.600]  有人打斷他嗎?不要緊,
[00:06:57.600 --> 00:06:59.600]  或者有人回應他嗎?也不要緊,
[00:06:59.600 --> 00:07:01.600]  他就隨著被打斷的話題,
[00:07:01.600 --> 00:07:04.600]  再提出一個新的教導,
[00:07:04.600 --> 00:07:08.600]  而這次打斷耶穌的講論是一件什麼事件呢?
[00:07:08.600 --> 00:07:10.600]  打斷耶穌的人,
[00:07:10.600 --> 00:07:15.600]  將一件涉及比拉多的事件提了出來,
[00:07:15.600 --> 00:07:19.600]  究竟這件事件的來龍去脈是怎樣的呢?
[00:07:19.600 --> 00:07:23.600]  我們知道比拉多是羅馬政府派到巴勒斯坦,
[00:07:23.600 --> 00:07:26.600]  管理猶太人的一個巡撫,
[00:07:26.600 --> 00:07:28.600]  他對猶太人沒有好感,
[00:07:28.600 --> 00:07:32.600]  也不尊重猶太人的宗教文化,
[00:07:32.600 --> 00:07:36.600]  甚至私自挪用聖殿的捐款,
[00:07:36.600 --> 00:07:39.600]  去改善當時耶路撒冷的供水系統,
[00:07:39.600 --> 00:07:42.600]  所以猶太人對他很不滿,
[00:07:42.600 --> 00:07:46.600]  不滿到經常去比拉多投訴,
[00:07:46.600 --> 00:07:49.600]  就像今天這樣上街抗議,
[00:07:49.600 --> 00:07:55.600]  比拉多就在這班反對者正在聖殿獻祭的時候,
[00:07:55.600 --> 00:08:00.600]  就派官兵、派士兵去清算他們,
[00:08:00.600 --> 00:08:02.600]  不單單殺了他們,
[00:08:02.600 --> 00:08:08.600]  還將死者的鮮血淋在他們獻給神的祭物上,
[00:08:08.600 --> 00:08:13.600]  猶太人當然認為比拉多是褻瀆他們的信仰,
[00:08:13.600 --> 00:08:16.600]  但是比拉多要做的一個目的,
[00:08:16.600 --> 00:08:19.600]  正正就是要殺一儆百,
[00:08:19.600 --> 00:08:22.600]  所以根本就不會理會猶太人的反對,
[00:08:22.600 --> 00:08:26.600]  猶太人對他恨之入骨,
[00:08:26.600 --> 00:08:30.600]  不過猶太人向耶穌提問這個焦點,
[00:08:30.600 --> 00:08:33.600]  不是討論比拉多,
[00:08:33.600 --> 00:08:35.600]  因為對於猶太人來說,
[00:08:35.600 --> 00:08:39.600]  比拉多是一個外邦人,
[00:08:39.600 --> 00:08:43.600]  一個外邦人不值得猶太人去關心他,
[00:08:43.600 --> 00:08:51.600]  猶太人所關心的是被比拉多殺害的那班猶太人的同胞,
[00:08:51.600 --> 00:08:55.600]  那班被比拉多殺害的同胞,
[00:08:55.600 --> 00:08:58.600]  猶太人認為一個人的生命不應該夭折,
[00:08:58.600 --> 00:09:01.600]  或者不應該早死,
[00:09:01.600 --> 00:09:04.600]  一個人的生命應該接受神的祝福,
[00:09:04.600 --> 00:09:07.600]  生命應該是壽終的,
[00:09:07.600 --> 00:09:10.600]  即是今天的說法就是自然死亡,
[00:09:10.600 --> 00:09:13.600]  如果生命不能夠壽終,
[00:09:13.600 --> 00:09:16.600]  猶太人認為因為他們有罪,
[00:09:16.600 --> 00:09:19.600]  或者因為他們得罪了神的緣故,
[00:09:19.600 --> 00:09:22.600]  所以才會夭折或者有意外,
[00:09:22.600 --> 00:09:27.600]  向耶穌提問的人所提出的問題的核心是什麼呢?
[00:09:27.600 --> 00:09:29.600]  他是問耶穌,
[00:09:29.600 --> 00:09:32.600]  這班被比拉多殺害的人,
[00:09:32.600 --> 00:09:34.600]  他們是不是有罪?
[00:09:34.600 --> 00:09:36.600]  他們是不是得罪神?
[00:09:36.600 --> 00:09:38.600]  是不是被神審判?
[00:09:38.600 --> 00:09:43.600]  以至遭受殺害呢?
[00:09:43.600 --> 00:09:47.600]  所以耶穌第一個回應就是,
[00:09:47.600 --> 00:09:51.600]  經文說,你們以為這些加里利人,
[00:09:51.600 --> 00:09:54.600]  即是這些被殺害的加里利人,
[00:09:54.600 --> 00:09:58.600]  比其他的加里利人更有罪嗎?
[00:09:58.600 --> 00:10:01.600]  所以受這個害嗎?
[00:10:01.600 --> 00:10:03.600]  耶穌的回應就是這樣,
[00:10:03.600 --> 00:10:05.600]  耶穌反問了之後,
[00:10:05.600 --> 00:10:08.600]  然後就馬上提出了一個答案,
[00:10:08.600 --> 00:10:10.600]  不是的,
[00:10:10.600 --> 00:10:12.600]  不是,
[00:10:12.600 --> 00:10:13.600]  不是更有罪,
[00:10:13.600 --> 00:10:15.600]  你們若不悔改,
[00:10:15.600 --> 00:10:19.600]  就同樣要滅亡,
[00:10:19.600 --> 00:10:21.600]  有沒有答到呢?
[00:10:21.600 --> 00:10:23.600]  答了50%
[00:10:23.600 --> 00:10:26.600]  同時耶穌為了要印證自己的觀點,
[00:10:26.600 --> 00:10:29.600]  又再舉了另一個例子去說明,
[00:10:29.600 --> 00:10:30.600]  第四節,
[00:10:30.600 --> 00:10:33.600]  從前西來亞流倒塌了,
[00:10:33.600 --> 00:10:35.600]  壓死了18個人,
[00:10:35.600 --> 00:10:38.600]  你們是不是又以為這些被壓死的人,
[00:10:38.600 --> 00:10:42.600]  比一起住在耶路撒冷的人更有罪?
[00:10:42.600 --> 00:10:44.600]  原來在耶路撒冷之前,
[00:10:44.600 --> 00:10:46.600]  發生過一單倒塌的事件,
[00:10:46.600 --> 00:10:49.600]  倒塌就壓死了18個人,
[00:10:49.600 --> 00:10:51.600]  當時猶太人又認為,
[00:10:51.600 --> 00:10:55.600]  這18個人遭遇了意外而死亡,
[00:10:55.600 --> 00:10:57.600]  是因為他們有罪,
[00:10:57.600 --> 00:10:58.600]  如果不是有罪,
[00:10:58.600 --> 00:11:01.600]  怎會有意外壓死他們呢?
[00:11:01.600 --> 00:11:03.600]  耶穌同樣的回應,
[00:11:03.600 --> 00:11:05.600]  我告訴你們,
[00:11:05.600 --> 00:11:07.600]  不是的,
[00:11:07.600 --> 00:11:09.600]  你們若不悔改,
[00:11:09.600 --> 00:11:12.600]  都照樣要滅亡,
[00:11:12.600 --> 00:11:16.600]  究竟耶穌想表達一個什麼訊息呢?
[00:11:16.600 --> 00:11:20.600]  是不是一種答非所問的感覺呢?
[00:11:20.600 --> 00:11:21.600]  群眾在問祂,
[00:11:21.600 --> 00:11:24.600]  那些死者是不是有罪呢?
[00:11:24.600 --> 00:11:25.600]  耶穌就說,
[00:11:25.600 --> 00:11:27.600]  他們不是有罪,
[00:11:27.600 --> 00:11:30.600]  不過如果你們不敢悔改,
[00:11:30.600 --> 00:11:34.600]  你們都一樣會滅亡,
[00:11:34.600 --> 00:11:38.600]  究竟耶穌想說些什麼呢?
[00:11:38.600 --> 00:11:43.600]  原來耶穌是想告訴幾萬個猶太人知道,
[00:11:43.600 --> 00:11:47.600]  那些加里利人在聖殿無辜被殺,
[00:11:47.600 --> 00:11:51.600]  那些西羅亞人倒塌壓死的18人,
[00:11:51.600 --> 00:11:52.600]  是一樣的,
[00:11:52.600 --> 00:11:54.600]  都不是因為特別有罪,
[00:11:54.600 --> 00:11:58.600]  而遭遇到神的審判,
[00:11:58.600 --> 00:12:03.600]  也不是因為神的審判而令他們死亡,
[00:12:03.600 --> 00:12:04.600]  耶穌想說,
[00:12:04.600 --> 00:12:06.600]  事實上,
[00:12:06.600 --> 00:12:08.600]  在聖殿無辜被殺的人,
[00:12:08.600 --> 00:12:11.600]  和倒塌壓死的18人,
[00:12:11.600 --> 00:12:16.600]  以及圍著耶穌的三萬多猶太人一樣,
[00:12:16.600 --> 00:12:19.600]  在神面前都是罪人,
[00:12:19.600 --> 00:12:22.600]  每一個人都有罪,
[00:12:22.600 --> 00:12:24.600]  而罪無分特別,
[00:12:24.600 --> 00:12:27.600]  或不特別之分,
[00:12:27.600 --> 00:12:30.600]  如果神按照每一個人所犯的罪,
[00:12:30.600 --> 00:12:33.600]  即時施行審判的話,
[00:12:33.600 --> 00:12:35.600]  這樣,
[00:12:35.600 --> 00:12:36.600]  每一個人,
[00:12:36.600 --> 00:12:38.600]  每一個人,
[00:12:38.600 --> 00:12:42.600]  都要立刻面對死亡的情況,
[00:12:42.600 --> 00:12:44.600]  因此耶穌在這裡提出一個
[00:12:44.600 --> 00:12:47.600]  讓所有人都應該要反思的議題,
[00:12:47.600 --> 00:12:48.600]  就是,
[00:12:48.600 --> 00:12:51.600]  我們不是應該要問,
[00:12:51.600 --> 00:12:54.600]  我們為什麼會死?
[00:12:54.600 --> 00:12:56.600]  那些猶太人插嘴,
[00:12:56.600 --> 00:12:57.600]  問為什麼他們會死?
[00:12:57.600 --> 00:12:58.600]  是不是因為他們有罪?
[00:12:58.600 --> 00:12:59.600]  是不是因為神審判?
[00:12:59.600 --> 00:13:00.600]  耶穌說,
[00:13:00.600 --> 00:13:02.600]  我們不是問這個問題,
[00:13:02.600 --> 00:13:04.600]  不是問他們為什麼會死,
[00:13:04.600 --> 00:13:06.600]  而是應該問,
[00:13:06.600 --> 00:13:11.600]  我們應該怎樣去活?
[00:13:11.600 --> 00:13:13.600]  他們為什麼會死?
[00:13:13.600 --> 00:13:15.600]  耶穌不回答這個問題,
[00:13:15.600 --> 00:13:16.600]  耶穌是問,
[00:13:16.600 --> 00:13:18.600]  為什麼我們要生活下去?
[00:13:18.600 --> 00:13:22.600]  耶穌的回應改變了一個提問的含義,
[00:13:22.600 --> 00:13:27.600]  每一個事件都是一個悲劇,
[00:13:27.600 --> 00:13:29.600]  那些獻祭的人,
[00:13:29.600 --> 00:13:30.600]  被拉多殺了,
[00:13:30.600 --> 00:13:31.600]  是一個悲劇,
[00:13:31.600 --> 00:13:32.600]  倒樓死亡,
[00:13:32.600 --> 00:13:33.600]  意外的死亡,
[00:13:33.600 --> 00:13:34.600]  是一個悲劇,
[00:13:34.600 --> 00:13:38.600]  但是這個悲劇同樣凸顯了一個真理,
[00:13:38.600 --> 00:13:39.600]  這個真理就是,
[00:13:39.600 --> 00:13:41.600]  無論有沒有意外也好,
[00:13:41.600 --> 00:13:45.600]  每一個人都要面對死亡,
[00:13:45.600 --> 00:13:46.600]  有意外,
[00:13:46.600 --> 00:13:47.600]  早死了,
[00:13:47.600 --> 00:13:48.600]  沒有意外,
[00:13:48.600 --> 00:13:50.600]  你都要死,
[00:13:50.600 --> 00:13:55.600]  死亡存在於墮落被污染的世界,
[00:13:55.600 --> 00:14:00.600]  死亡可以在毫無徵兆之下就快到了,
[00:14:00.600 --> 00:14:05.600]  死亡可以縮短一個本來可以活得較長久的生命,
[00:14:05.600 --> 00:14:12.600]  最終原來死亡是破壞了神創造的目的,
[00:14:12.600 --> 00:14:15.600]  死亡破壞了神創造的目的,
[00:14:15.600 --> 00:14:19.600]  沒有什麼比這種悲劇更能暴露出,
[00:14:19.600 --> 00:14:24.600]  我們人人都有一死這個事實,
[00:14:24.600 --> 00:14:26.600]  耶穌指出,
[00:14:26.600 --> 00:14:28.600]  應該叫人心思,
[00:14:28.600 --> 00:14:31.600]  或者應該叫猶太人去想清楚,
[00:14:31.600 --> 00:14:35.600]  不是那些個別生命被縮短的問題,
[00:14:35.600 --> 00:14:37.600]  為什麼那些人那麼早死,
[00:14:37.600 --> 00:14:38.600]  為什麼那些人有意外,
[00:14:38.600 --> 00:14:40.600]  不是去想這些,
[00:14:40.600 --> 00:14:43.600]  也不去計較哪一個活得長久一點,
[00:14:43.600 --> 00:14:46.600]  或者哪一個活得短暫一點,
[00:14:46.600 --> 00:14:52.600]  而是人生總有終結這個事實,
[00:14:52.600 --> 00:14:56.600]  這樣就引起了一個更加基本的問題,
[00:14:56.600 --> 00:15:00.600]  究竟人死後會是怎樣,
[00:15:00.600 --> 00:15:04.600]  我們怎樣可以逃避死亡呢,
[00:15:04.600 --> 00:15:10.600]  或者避免死亡成為我們最終的結局呢,
[00:15:10.600 --> 00:15:13.600]  耶穌將一個肉身死亡的問題,
[00:15:13.600 --> 00:15:17.600]  變成一個永恆的懲罰的問題,
[00:15:17.600 --> 00:15:19.600]  聖經在啟示錄說,
[00:15:19.600 --> 00:15:22.600]  這是第二次的死,
[00:15:22.600 --> 00:15:24.600]  所以耶穌極力勸誡,
[00:15:24.600 --> 00:15:28.600]  在場那幾萬個彼此踐踏,
[00:15:28.600 --> 00:15:31.600]  幾乎踐踏的猶太人,
[00:15:31.600 --> 00:15:34.600]  你要悔改,
[00:15:34.600 --> 00:15:38.600]  否則每一個都要滅亡,
[00:15:38.600 --> 00:15:41.600]  不單單是失去肉身的死亡,
[00:15:41.600 --> 00:15:42.600]  耶穌的意思是,
[00:15:42.600 --> 00:15:47.600]  死亡是將人帶到神面前,
[00:15:47.600 --> 00:15:50.600]  死亡將人帶到神面前,
[00:15:50.600 --> 00:15:54.600]  面對一個決定性對付罪的審判,
[00:15:54.600 --> 00:16:01.600]  無論一個人犯了一個雞毛蒜皮的罪,
[00:16:01.600 --> 00:16:05.600]  還是一個很嚴重罪行鋪仙的罪,
[00:16:05.600 --> 00:16:09.600]  除非你能夠立即悔改,
[00:16:09.600 --> 00:16:14.600]  否則將來去到神面前的時候,
[00:16:14.600 --> 00:16:17.600]  你就難以存活了,
[00:16:17.600 --> 00:16:20.600]  耶穌想提出真正永遠令人滅亡的,
[00:16:20.600 --> 00:16:23.600]  不是這一生的死亡,
[00:16:23.600 --> 00:16:30.600]  而是罪惡所帶來的第二次死的審判,
[00:16:30.600 --> 00:16:33.600]  耶穌再次延續上次被人打斷的話題之後,
[00:16:33.600 --> 00:16:36.600]  提出的教訓,上次怎麼說呢?
[00:16:36.600 --> 00:16:37.600]  上次祂說,
[00:16:37.600 --> 00:16:41.600]  你今生所追求的不是財富,
[00:16:41.600 --> 00:16:43.600]  你的財富在哪裡,
[00:16:43.600 --> 00:16:45.600]  你的心在哪裡?
[00:16:45.600 --> 00:16:47.600]  這次是說什麼?
[00:16:47.600 --> 00:16:51.600]  這次是說要避免生命被審判而滅亡,
[00:16:51.600 --> 00:16:54.600]  請你悔改歸回神,
[00:16:54.600 --> 00:17:01.600]  將你的心歸回神裡面,
[00:17:01.600 --> 00:17:03.600]  在這個在世的生命,
[00:17:03.600 --> 00:17:07.600]  請你不要只顧著錢錢錢,
[00:17:07.600 --> 00:17:08.600]  你的財寶在哪裡,
[00:17:08.600 --> 00:17:11.600]  你的心就在哪裡?
[00:17:11.600 --> 00:17:12.600]  這次耶穌說,
[00:17:12.600 --> 00:17:16.600]  如果你想避免被神審判,
[00:17:16.600 --> 00:17:19.600]  請你悔改歸回神,
[00:17:19.600 --> 00:17:23.600]  將你的心歸回神,
[00:17:23.600 --> 00:17:27.600]  甚至是這個人人都有一死面對審判的教訓,
[00:17:27.600 --> 00:17:30.600]  耶穌就跟著說了一個無花果的比喻,
[00:17:30.600 --> 00:17:33.600]  去說明我們今天,
[00:17:33.600 --> 00:17:37.600]  我們在世的一個生活態度,
[00:17:37.600 --> 00:17:39.600]  耶穌說的比喻有一個很好的特色,
[00:17:39.600 --> 00:17:43.600]  就是以當時群眾所能夠認識的所有的事物,
[00:17:43.600 --> 00:17:44.600]  或者物件,
[00:17:44.600 --> 00:17:46.600]  作為一個題材,
[00:17:46.600 --> 00:17:50.600]  所以當時猶太人很明白葡萄園的含義是什麼,
[00:17:50.600 --> 00:17:51.600]  葡萄園的含義是什麼?
[00:17:51.600 --> 00:17:53.600]  在詩篇裡面說,
[00:17:53.600 --> 00:17:55.600]  萬君之神求你轉回,
[00:17:55.600 --> 00:17:58.600]  從天上垂看觀察,
[00:17:58.600 --> 00:18:00.600]  見固這葡萄樹,
[00:18:00.600 --> 00:18:04.600]  詩人是用葡萄樹來比喻以色列的,
[00:18:04.600 --> 00:18:06.600]  在《以太亞書》裡面,
[00:18:06.600 --> 00:18:08.600]  我要為我親愛的唱歌,
[00:18:08.600 --> 00:18:12.600]  我所愛的他的葡萄園之歌,
[00:18:12.600 --> 00:18:17.600]  先知也都以葡萄園來去比喻以色列,
[00:18:17.600 --> 00:18:20.600]  葡萄園也好,葡萄樹也好,
[00:18:20.600 --> 00:18:26.600]  這個是形容以色列這個民族,
[00:18:26.600 --> 00:18:28.600]  對於猶太人來說,
[00:18:28.600 --> 00:18:30.600]  很耳熟能詳,
[00:18:30.600 --> 00:18:36.600]  不過,耶穌卻用了舊約尼加書七章,
[00:18:36.600 --> 00:18:39.600]  作為這次比喻的一個場景,
[00:18:39.600 --> 00:18:40.600]  怎麼說呢?
[00:18:40.600 --> 00:18:42.600]  我有禍了,
[00:18:42.600 --> 00:18:45.600]  我好像夏日收割的果子,
[00:18:45.600 --> 00:18:47.600]  猶如收成之後剩餘的葡萄,
[00:18:47.600 --> 00:18:50.600]  沒有一卦可吃的,
[00:18:50.600 --> 00:18:55.600]  也沒有我心所渴想初熟的無花果。
[00:18:55.600 --> 00:18:57.600]  在尼加書裡面,
[00:18:57.600 --> 00:19:01.600]  先知記載了神在以色列這個果園裡面,
[00:19:01.600 --> 00:19:03.600]  去尋找無花果,
[00:19:03.600 --> 00:19:05.600]  去尋找葡萄,
[00:19:05.600 --> 00:19:08.600]  但是卻一無所獲。
[00:19:08.600 --> 00:19:11.600]  耶穌就借了這個場景,
[00:19:11.600 --> 00:19:14.600]  去說這個無花果樹的比喻,
[00:19:14.600 --> 00:19:17.600]  在這個比喻裡面,
[00:19:17.600 --> 00:19:19.600]  原主走到無花果樹底,
[00:19:19.600 --> 00:19:22.600]  找不到果實。
[00:19:22.600 --> 00:19:24.600]  今天講題就是,
[00:19:24.600 --> 00:19:27.600]  活在神的心意當中。
[00:19:27.600 --> 00:19:29.600]  我們就試一下從這個比喻,
[00:19:29.600 --> 00:19:31.600]  去明白一下,
[00:19:31.600 --> 00:19:33.600]  怎樣活在神的心意當中,
[00:19:33.600 --> 00:19:35.600]  我們必須要有的,
[00:19:35.600 --> 00:19:38.600]  一個三個信仰的態度。
[00:19:38.600 --> 00:19:40.600]  第一個,
[00:19:40.600 --> 00:19:42.600]  活在神的心意當中,
[00:19:42.600 --> 00:19:45.600]  我們要有自覺,
[00:19:45.600 --> 00:19:48.600]  自覺,我們是能夠被神所揀選,
[00:19:48.600 --> 00:19:50.600]  是一個因點。
[00:19:50.600 --> 00:19:53.600]  我們要自覺在被神揀選,
[00:19:53.600 --> 00:19:55.600]  是一個因點。
[00:19:55.600 --> 00:19:58.600]  比喻敘述裡面有一個葡萄園的原主,
[00:19:58.600 --> 00:20:03.600]  將一朵無花果樹栽在葡萄園裡面。
[00:20:03.600 --> 00:20:05.600]  當時巴勒斯坦地的葡萄園,
[00:20:05.600 --> 00:20:08.600]  都有特別的管理和栽種的方法。
[00:20:08.600 --> 00:20:10.600]  為什麼?
[00:20:10.600 --> 00:20:12.600]  因為要栽種上好的葡萄,
[00:20:12.600 --> 00:20:15.600]  希望每一顆葡萄都結出多汁的果子,
[00:20:15.600 --> 00:20:18.600]  每一塊土地都是珍貴的。
