
[00:00:00.000 --> 00:00:04.840]  多謝主讓我們有一個寧靜的晚上
[00:04:55.400 --> 00:04:59.400]  我們太公賣豬仔清末民初
[00:04:59.400 --> 00:05:01.400]  賣豬仔去了美國
[00:05:01.400 --> 00:05:06.400]  現在第三代已經是ABC
[00:05:06.400 --> 00:05:07.400]  樣子就是中國人
[00:05:07.400 --> 00:05:12.400]  但是完全他的思想他的文化都是外國人
[00:05:12.400 --> 00:05:14.400]  你都不可以當他是中國人
[00:05:14.400 --> 00:05:16.400]  完全一樣
[00:05:16.400 --> 00:05:18.400]  猶太人就是這樣
[00:05:18.400 --> 00:05:20.400]  他們秘魯的時間就是痛苦
[00:05:20.400 --> 00:05:22.400]  就是被捆綁
[00:05:22.400 --> 00:05:26.400]  當然要講的就是第一批不是的
[00:05:26.400 --> 00:05:29.400]  第一批就是他們巴比倫帝國
[00:05:29.400 --> 00:05:31.400]  是他們的國賊
[00:05:31.400 --> 00:05:33.400]  要將你們當地
[00:05:33.400 --> 00:05:35.400]  因為要毀滅
[00:05:35.400 --> 00:05:37.400]  要令到你的國家亡
[00:05:37.400 --> 00:05:40.400]  一方面就是可能侵略你的土地
[00:05:40.400 --> 00:05:42.400]  但是那個成本會比較貴
[00:05:42.400 --> 00:05:44.400]  因為你要進軍駐軍
[00:05:44.400 --> 00:05:47.400]  最好就是將你的精英帶過去
[00:05:47.400 --> 00:05:48.400]  同化他
[00:05:48.400 --> 00:05:50.400]  你就沒有那些精英
[00:05:50.400 --> 00:05:53.400]  那個國家慢慢就會消亡
[00:05:53.400 --> 00:05:55.400]  又或者可能就是信仰上
[00:05:55.400 --> 00:05:57.400]  將一些假的
[00:05:57.400 --> 00:06:01.400]  他們自己的假神的信仰
[00:06:01.400 --> 00:06:03.400]  強迫你們去接受洗腦
[00:06:03.400 --> 00:06:06.400]  慢慢又會將你那個國家
[00:06:06.400 --> 00:06:09.400]  又會來到去同化了
[00:06:09.400 --> 00:06:11.400]  這些相對比較容易一點
[00:06:11.400 --> 00:06:14.400]  例如內戰的時候
[00:06:14.400 --> 00:06:16.400]  不是內戰
[00:06:16.400 --> 00:06:18.400]  日本侵華的時候
[00:06:18.400 --> 00:06:21.400]  都有些大東亞的共盟圈
[00:06:21.400 --> 00:06:24.400]  讓整個亞洲區
[00:06:24.400 --> 00:06:27.400]  都要被日本的皇軍
[00:06:27.400 --> 00:06:30.400]  或者那些神道教的思想
[00:06:30.400 --> 00:06:32.400]  來到去灌輸
[00:06:32.400 --> 00:06:34.400]  這些都是
[00:06:34.400 --> 00:06:36.400]  包括現代社會都會這樣
[00:06:36.400 --> 00:06:38.400]  所以古代就會是這樣
[00:06:38.400 --> 00:06:40.400]  所以你就不會奇怪
[00:06:40.400 --> 00:06:42.400]  第一批的猶太人
[00:06:42.400 --> 00:06:44.400]  就是那些精英的年輕人
[00:06:44.400 --> 00:06:46.400]  就是撒德拉米薩
[00:06:46.400 --> 00:06:47.400]  阿伯尼戈
[00:06:47.400 --> 00:06:48.400]  但爾利這四位
[00:06:48.400 --> 00:06:50.400]  是其中的代表
[00:06:50.400 --> 00:06:52.400]  很明顯就是這種策略
[00:06:52.400 --> 00:06:55.400]  所以現在整個秘魯歸回的歷史
[00:06:55.400 --> 00:06:57.400]  是說由主前的
[00:06:57.400 --> 00:07:01.400]  536或535年開始
[00:07:01.400 --> 00:07:05.400]  去到主前的大概420多年
[00:07:05.400 --> 00:07:08.400]  就是尼希米第三批上去重建
[00:07:08.400 --> 00:07:10.400]  有三批的
[00:07:10.400 --> 00:07:12.400]  第一批就是回到上去
[00:07:12.400 --> 00:07:14.400]  什麼都沒有了
[00:07:14.400 --> 00:07:16.400]  回到上去重建神的殿
[00:07:16.400 --> 00:07:19.400]  本來就慶賀了
[00:07:19.400 --> 00:07:21.400]  上去起聖殿
[00:07:21.400 --> 00:07:23.400]  但是起起下下
[00:07:23.400 --> 00:07:26.400]  當地已經在以色列居住的
[00:07:26.400 --> 00:07:28.400]  那些外省人
[00:07:28.400 --> 00:07:30.400]  因為70年了
[00:07:30.400 --> 00:07:32.400]  已經變成為原居民了
[00:07:32.400 --> 00:07:36.400]  干涉這些秘魯回來的猶太人
[00:07:36.400 --> 00:07:38.400]  在這裡做什麼
[00:07:38.400 --> 00:07:42.400]  有什麼文書
[00:07:42.400 --> 00:07:44.400]  你們可以回去重建
[00:07:44.400 --> 00:07:46.400]  起初就想著
[00:07:46.400 --> 00:07:48.400]  跟他們一起合作
[00:07:48.400 --> 00:07:49.400]  來做
[00:07:49.400 --> 00:07:51.400]  但是後來發現猶太人拒絕
[00:07:51.400 --> 00:07:52.400]  不理他們
[00:07:52.400 --> 00:07:54.400]  他們就告官
[00:07:54.400 --> 00:07:56.400]  逼令他們
[00:07:56.400 --> 00:07:58.400]  要找到有一個
[00:07:58.400 --> 00:08:00.400]  王的御子
[00:08:00.400 --> 00:08:02.400]  才可以再重建
[00:08:02.400 --> 00:08:04.400]  就是說他們非法的重建
[00:08:04.400 --> 00:08:06.400]  一停就停工
[00:08:06.400 --> 00:08:08.400]  停了十幾年了
[00:08:08.400 --> 00:08:10.400]  所以就到第二批
[00:08:10.400 --> 00:08:12.400]  似乎就是這個以色拉文士
[00:08:12.400 --> 00:08:15.400]  以色拉記的可能的作者
[00:08:15.400 --> 00:08:18.400]  就是這個以色拉文士
[00:08:18.400 --> 00:08:20.400]  他本身也是一個祭司
[00:08:20.400 --> 00:08:24.400]  他就回去
[00:08:24.400 --> 00:08:26.400]  這個似乎是第二批回去的
[00:08:26.400 --> 00:08:28.400]  過了很多年了
[00:08:28.400 --> 00:08:30.400]  過了我想也不是太久
[00:08:30.400 --> 00:08:33.400]  可能是有五三五之後的
[00:08:33.400 --> 00:08:35.400]  大概二十幾年
[00:08:35.400 --> 00:08:37.400]  就上去了
[00:08:37.400 --> 00:08:39.400]  所以再隔了一段長時間
[00:08:39.400 --> 00:08:41.400]  聖殿也建好了
[00:08:41.400 --> 00:08:43.400]  但是原來聖城耶路撒冷
[00:08:43.400 --> 00:08:46.400]  是還沒有真正的重建
[00:08:46.400 --> 00:08:48.400]  其中還沒有重建的
[00:08:48.400 --> 00:08:50.400]  就是四圍的城牆
[00:08:50.400 --> 00:08:53.400]  所以我們19年去聖地的時候
[00:08:53.400 --> 00:08:57.400]  舊城就有很多的圍牆
[00:08:57.400 --> 00:08:59.400]  和每個圍牆
[00:08:59.400 --> 00:09:00.400]  因為它都很大
[00:09:00.400 --> 00:09:02.400]  就有不同的入口
[00:09:02.400 --> 00:09:04.400]  有不同的樓門
[00:09:04.400 --> 00:09:06.400]  有不同的門
[00:09:06.400 --> 00:09:08.400]  福音書經常說的
[00:09:08.400 --> 00:09:10.400]  比如羊門
[00:09:10.400 --> 00:09:12.400]  糞廠門
[00:09:12.400 --> 00:09:14.400]  魚門等等
[00:09:14.400 --> 00:09:16.400]  其實有很多的入口
[00:09:16.400 --> 00:09:18.400]  就是圍繞著聖城
[00:09:18.400 --> 00:09:20.400]  舊的耶路撒冷的聖殿
[00:09:20.400 --> 00:09:26.400]  所以我們今天在耶路撒冷的聖殿
[00:09:26.400 --> 00:09:28.400]  當然已經沒有了
[00:09:28.400 --> 00:09:32.400]  因為已經變成回教的清真寺
[00:09:32.400 --> 00:09:34.400]  據聞就在它下面
[00:09:34.400 --> 00:09:36.400]  就是那個遺址
[00:09:36.400 --> 00:09:38.400]  就是說連第二個聖殿
[00:09:38.400 --> 00:09:42.400]  就是這個索羅巴伯重建的第二聖殿
[00:09:42.400 --> 00:09:44.400]  都已經拆毀了
[00:09:44.400 --> 00:09:46.400]  這個就是主後的七十年
[00:09:46.400 --> 00:09:49.400]  羅馬的將軍提多將軍
[00:09:49.400 --> 00:09:51.400]  就將整個耶路撒冷
[00:09:51.400 --> 00:09:53.400]  移為平地
[00:09:53.400 --> 00:09:55.400]  所以主耶穌的第二聖殿
[00:09:55.400 --> 00:09:57.400]  就是主耶穌時代
[00:09:57.400 --> 00:10:00.400]  就是大希律王重建
[00:10:00.400 --> 00:10:02.400]  就是重修
[00:10:02.400 --> 00:10:04.400]  用了四十六年的
[00:10:04.400 --> 00:10:06.400]  來到大規模的修葺
[00:10:06.400 --> 00:10:08.400]  就是索羅巴伯
[00:10:08.400 --> 00:10:12.400]  所重建的這個聖殿
[00:10:12.400 --> 00:10:14.400]  索羅門的聖殿
[00:10:14.400 --> 00:10:16.400]  巴比倫人已經拆毀了
[00:10:16.400 --> 00:10:19.400]  所以現在第二個聖殿都沒有了
[00:10:19.400 --> 00:10:23.400]  所以現在我們就在這個歷史的時間軸裡面
[00:10:23.400 --> 00:10:25.400]  我們去研讀
[00:10:25.400 --> 00:10:27.400]  所以一定是一個
[00:10:27.400 --> 00:10:31.400]  經過了七十年的審判
[00:10:31.400 --> 00:10:34.400]  方良神的刑罰
[00:10:34.400 --> 00:10:36.400]  整個以色列國
[00:10:36.400 --> 00:10:38.400]  你認為不可能
[00:10:38.400 --> 00:10:40.400]  那個最重要的中心點
[00:10:40.400 --> 00:10:42.400]  神的殿
[00:10:42.400 --> 00:10:44.400]  神都可以因為那個刑罰
[00:10:44.400 --> 00:10:47.400]  來到被巴比倫人踐踏
[00:10:47.400 --> 00:10:48.400]  移為平地
[00:10:48.400 --> 00:10:50.400]  但是接著呢
[00:10:50.400 --> 00:10:51.400]  七十年
[00:10:51.400 --> 00:10:53.400]  所以如果你在那個時代
[00:10:53.400 --> 00:10:55.400]  你剛好就是
[00:10:55.400 --> 00:10:57.400]  在那個時代
[00:10:57.400 --> 00:11:00.400]  你是一個青年人
[00:11:00.400 --> 00:11:03.400]  你真的要面對整個大時代
[00:11:03.400 --> 00:11:04.400]  問題就是
[00:11:04.400 --> 00:11:06.400]  你信不信耶利米
[00:11:06.400 --> 00:11:08.400]  當時的先知
[00:11:08.400 --> 00:11:10.400]  這些差不多是
[00:11:10.400 --> 00:11:13.400]  國破家亡的時期的先知
[00:11:13.400 --> 00:11:15.400]  所以一涉及到這些
[00:11:15.400 --> 00:11:20.400]  又會有前先知後先知的分野
[00:11:20.400 --> 00:11:23.400]  耶利米就真的沒辦法了
[00:11:23.400 --> 00:11:25.400]  他就是一個悲情的先知
[00:11:25.400 --> 00:11:28.400]  因為正正就是去到他那個時代
[00:11:28.400 --> 00:11:31.400]  神的審判就來到了
[00:11:31.400 --> 00:11:33.400]  所以他的信息
[00:11:33.400 --> 00:11:35.400]  就是象徵著
[00:11:35.400 --> 00:11:37.400]  這個國家的命運
[00:11:37.400 --> 00:11:40.400]  所以一開始要研讀這個秘魯歸回
[00:11:40.400 --> 00:11:43.400]  就要先將這些背景先講了
[00:11:43.400 --> 00:11:44.400]  我們揭一揭去
[00:11:44.400 --> 00:11:47.400]  第25章的耶利米書
[00:11:47.400 --> 00:11:48.400]  和29章
[00:11:48.400 --> 00:11:51.400]  這兩章比較顯著講秘魯
[00:11:51.400 --> 00:11:54.400]  我們先看第25章
[00:11:54.400 --> 00:12:05.400]  耶利米書的第25章
[00:12:05.400 --> 00:12:10.400]  由大王約西亞的兒子約瓦勁
[00:12:10.400 --> 00:12:12.400]  第四年
[00:12:12.400 --> 00:12:14.400]  約西亞是最好的
[00:12:14.400 --> 00:12:18.400]  你可以說是
[00:12:18.400 --> 00:12:20.400]  這個
[00:12:20.400 --> 00:12:22.400]  希西加王之後
[00:12:22.400 --> 00:12:24.400]  最好的一個王
[00:12:24.400 --> 00:12:25.400]  約西亞王
[00:12:25.400 --> 00:12:27.400]  接著他就有
[00:12:27.400 --> 00:12:29.400]  之後有四個王
[00:12:29.400 --> 00:12:30.400]  最後就滅亡了
[00:12:30.400 --> 00:12:32.400]  耶利米書
[00:12:32.400 --> 00:12:34.400]  在舊約的大先知書
[00:12:34.400 --> 00:12:42.400]  相信這些是很難
[00:12:42.400 --> 00:12:44.400]  大家研讀的
[00:12:44.400 --> 00:12:47.400]  因為整本書是52章
[00:12:47.400 --> 00:12:51.400]  耶利米書是舊約最長的先知書
[00:12:51.400 --> 00:12:54.400]  比以塞亞書還要長的66章
[00:12:54.400 --> 00:12:57.400]  因為他有很多的字述
[00:12:57.400 --> 00:12:59.400]  很多他的一些
[00:12:59.400 --> 00:13:03.400]  就是和神和人之間的很多的對話
[00:13:03.400 --> 00:13:05.400]  所以耶利米書是相當難讀的
[00:13:05.400 --> 00:13:07.400]  也是一個很重要的書卷
[00:13:07.400 --> 00:13:09.400]  是一個研讀
[00:13:09.400 --> 00:13:13.400]  那個被老的時期的書卷
[00:13:13.400 --> 00:13:15.400]  第25章
[00:13:15.400 --> 00:13:16.400]  要記住
[00:13:16.400 --> 00:13:18.400]  耶利米的一個特色就是
[00:13:18.400 --> 00:13:22.400]  他會每一次說一些重要的訓話的時候
[00:13:22.400 --> 00:13:25.400]  他會說那個年代那個年份
[00:13:25.400 --> 00:13:28.400]  因為他橫跨的皇帝
[00:13:28.400 --> 00:13:29.400]  是幾朝的
[00:13:29.400 --> 00:13:31.400]  所以他就很exactly
[00:13:31.400 --> 00:13:33.400]  來到去說了
[00:13:33.400 --> 00:13:36.400]  還有耶利米書其中難讀的地方
[00:13:36.400 --> 00:13:38.400]  不是每章順序
[00:13:38.400 --> 00:13:41.400]  有時是頭那些就是順序
[00:13:41.400 --> 00:13:45.400]  中間可以加插是最後的時代
[00:13:45.400 --> 00:13:46.400]  為什麼呢
[00:13:46.400 --> 00:13:49.400]  因為他每一個重要的宣告
[00:13:49.400 --> 00:13:52.400]  他都會有說哪個皇哪一年
[00:13:52.400 --> 00:13:55.400]  所以你就可以做了一個
[00:13:55.400 --> 00:13:56.400]  他的time frame
[00:13:56.400 --> 00:14:00.400]  來到去說某些章是哪一個時代
[00:14:00.400 --> 00:14:01.400]  哪一個皇
[00:14:01.400 --> 00:14:03.400]  約西亞皇之後
[00:14:03.400 --> 00:14:05.400]  他有其實就不是四個兒子
[00:14:05.400 --> 00:14:07.400]  他有些的弟弟都做皇的
[00:14:07.400 --> 00:14:11.400]  因為他沒有繼位
[00:14:11.400 --> 00:14:13.400]  約西亞之後就是約哈斯
[00:14:13.400 --> 00:14:14.400]  約瓦勁
[00:14:14.400 --> 00:14:15.400]  約瓦根
[00:14:15.400 --> 00:14:16.400]  和西底加
[00:14:16.400 --> 00:14:17.400]  四個皇
[00:14:17.400 --> 00:14:18.400]  還有要記住
[00:14:18.400 --> 00:14:20.400]  三個月
[00:14:20.400 --> 00:14:22.400]  十一年
[00:14:22.400 --> 00:14:23.400]  三個月
[00:14:23.400 --> 00:14:24.400]  十一年的
[00:14:24.400 --> 00:14:26.400]  就是約西亞皇之後
[00:14:26.400 --> 00:14:29.400]  有四個皇帝
[00:14:29.400 --> 00:14:30.400]  猶大國
[00:14:30.400 --> 00:14:32.400]  北面已經亡了
[00:14:32.400 --> 00:14:34.400]  猶大國
[00:14:34.400 --> 00:14:37.400]  北面已經被亞述國亡了
[00:14:37.400 --> 00:14:39.400]  南面就是猶大之派
[00:14:39.400 --> 00:14:41.400]  變雅敏之派
[00:14:41.400 --> 00:14:42.400]  這個的
[00:14:42.400 --> 00:14:44.400]  由那個的
[00:14:44.400 --> 00:14:46.400]  又不是耶路撒冷
[00:14:46.400 --> 00:14:49.400]  應該我不知道哪裡開始計算
[00:14:49.400 --> 00:14:50.400]  他那個的
[00:14:50.400 --> 00:14:54.400]  可能就是以那個的巴特利計算
[00:14:54.400 --> 00:14:56.400]  巴特利以南的
[00:14:56.400 --> 00:14:57.400]  全部就是猶大
[00:14:57.400 --> 00:14:59.400]  猶大國度
[00:14:59.400 --> 00:15:01.400]  那麼就
[00:15:01.400 --> 00:15:04.400]  這個就是約西亞皇
[00:15:04.400 --> 00:15:05.400]  的兒子
[00:15:05.400 --> 00:15:06.400]  約瓦勁
[00:15:06.400 --> 00:15:08.400]  約哈斯之後的約瓦勁
[00:15:08.400 --> 00:15:09.400]  第四年
[00:15:09.400 --> 00:15:13.400]  就是巴比倫皇尼布格尼薩的元年
[00:15:13.400 --> 00:15:15.400]  這個就是很清楚了
[00:15:15.400 --> 00:15:17.400]  尼布格尼薩
[00:15:17.400 --> 00:15:21.400]  是巴比倫一個相當強大的君主
[00:15:21.400 --> 00:15:22.400]  因為他
[00:15:22.400 --> 00:15:24.400]  而令到整個帝國
[00:15:24.400 --> 00:15:26.400]  來到去
[00:15:26.400 --> 00:15:27.400]  強大起來
[00:15:27.400 --> 00:15:30.400]  強大就自然四圍吞併
[00:15:30.400 --> 00:15:32.400]  所以開始
[00:15:32.400 --> 00:15:34.400]  就有能力
[00:15:34.400 --> 00:15:36.400]  和以色列來對抗
[00:15:36.400 --> 00:15:37.400]  那麼就
[00:15:37.400 --> 00:15:39.400]  大家如果有印象
[00:15:39.400 --> 00:15:41.400]  二丈亞書三十七章
[00:15:41.400 --> 00:15:43.400]  曾經希西加王
[00:15:43.400 --> 00:15:44.400]  就是
[00:15:44.400 --> 00:15:46.400]  約西亞的老祖宗
[00:15:46.400 --> 00:15:48.400]  開過的國庫
[00:15:48.400 --> 00:15:51.400]  給巴比倫的
[00:15:51.400 --> 00:15:52.400]  領袖
[00:15:52.400 --> 00:15:53.400]  來到去參觀
[00:15:53.400 --> 00:15:55.400]  他們的寶物庫
[00:15:55.400 --> 00:15:58.400]  尤其是聖殿裏面的那些器皿
[00:15:58.400 --> 00:16:00.400]  所以
[00:16:00.400 --> 00:16:01.400]  就招惹了
[00:16:01.400 --> 00:16:03.400]  巴比倫人
[00:16:03.400 --> 00:16:05.400]  有一種羨慕
[00:16:05.400 --> 00:16:07.400]  你們這麼多的器皿
[00:16:07.400 --> 00:16:09.400]  供奉神明的
[00:16:09.400 --> 00:16:10.400]  所以他將來
[00:16:10.400 --> 00:16:12.400]  就要來搶走這些器皿
[00:16:12.400 --> 00:16:14.400]  所以就好像
[00:16:14.400 --> 00:16:16.400]  叫做
[00:16:16.400 --> 00:16:20.400]  居然間在展示自己的
[00:16:20.400 --> 00:16:22.400]  這些國庫
[00:16:22.400 --> 00:16:24.400]  所以令到巴比倫更加
[00:16:24.400 --> 00:16:26.400]  垂涎
[00:16:26.400 --> 00:16:28.400]  這是過去的歷史
[00:16:28.400 --> 00:16:30.400]  現在耶利米就這麼說
[00:16:30.400 --> 00:16:32.400]  耶和華論猶大眾民的話
[00:16:32.400 --> 00:16:34.400]  臨到耶利米
[00:16:34.400 --> 00:16:36.400]  舊約先知
[00:16:36.400 --> 00:16:38.400]  其中一個特色很重要
[00:16:38.400 --> 00:16:39.400]  耶利米書
[00:16:39.400 --> 00:16:41.400]  有人做研究
[00:16:41.400 --> 00:16:44.400]  耶利米書是所有舊約裏面
[00:16:44.400 --> 00:16:46.400]  出現最多的說話
[00:16:46.400 --> 00:16:47.400]  就是
[00:16:47.400 --> 00:16:50.400]  耶和華如此說
[00:16:50.400 --> 00:16:51.400]  七百次
[00:16:51.400 --> 00:16:53.400]  整卷五十二章出現了
[00:16:53.400 --> 00:16:54.400]  七百次
[00:16:54.400 --> 00:16:56.400]  耶和華如此說
[00:16:56.400 --> 00:16:58.400]  如果我們開同工會
[00:16:58.400 --> 00:17:00.400]  突然間吳全說
[00:17:00.400 --> 00:17:02.400]  耶和華如此說
[00:17:02.400 --> 00:17:04.400]  不用再討論了
[00:17:04.400 --> 00:17:06.400]  非常簡單
[00:17:06.400 --> 00:17:08.400]  沒有人需要再爭論了
[00:17:08.400 --> 00:17:09.400]  最麻煩就是
[00:17:09.400 --> 00:17:10.400]  有些東西
[00:17:10.400 --> 00:17:12.400]  到底A好還是B好
[00:17:12.400 --> 00:17:15.400]  大家都要用不同的角度去分析
[00:17:15.400 --> 00:17:17.400]  大家都將最好的
[00:17:17.400 --> 00:17:19.400]  你最有經驗
[00:17:19.400 --> 00:17:20.400]  你的智慧
[00:17:20.400 --> 00:17:22.400]  大家盡量搬出來
[00:17:22.400 --> 00:17:23.400]  但最終沒有定案
[00:17:23.400 --> 00:17:25.400]  可能有些如果涉及嚴重的
[00:17:25.400 --> 00:17:26.400]  大的
[00:17:26.400 --> 00:17:27.400]  例如方向性的
[00:17:27.400 --> 00:17:29.400]  其實最好就是
[00:17:29.400 --> 00:17:31.400]  大家回家祈禱
[00:17:31.400 --> 00:17:32.400]  我們先不要決定
[00:17:32.400 --> 00:17:35.400]  更加不要帶有個人的偏見
[00:17:35.400 --> 00:17:36.400]  大家回去祈禱
[00:17:36.400 --> 00:17:37.400]  去尋求
[00:17:37.400 --> 00:17:38.400]  然後
[00:17:38.400 --> 00:17:40.400]  到真的沒辦法不決定了
[00:17:40.400 --> 00:17:42.400]  我們就一起去決定
[00:17:42.400 --> 00:17:44.400]  所以最簡單就是
[00:17:44.400 --> 00:17:47.400]  突然間耶和華如此說
[00:17:47.400 --> 00:17:48.400]  這樣就簡單了
[00:17:48.400 --> 00:17:49.400]  不需要了
[00:17:49.400 --> 00:17:51.400]  因為是神吩咐的
[00:17:51.400 --> 00:17:52.400]  沒有東西需要改變的
[00:17:52.400 --> 00:17:53.400]  這樣就最簡單了
[00:17:53.400 --> 00:17:54.400]  但當然了
[00:17:54.400 --> 00:17:55.400]  隨著時代
[00:17:55.400 --> 00:17:59.400]  神不想我們人是這樣
[00:17:59.400 --> 00:18:01.400]  我們是有性靈的
[00:18:01.400 --> 00:18:03.400]  我們都是有智慧的
[00:18:03.400 --> 00:18:04.400]  但是
[00:18:04.400 --> 00:18:05.400]  怎樣將我們的智慧
[00:18:05.400 --> 00:18:06.400]  將我們的經驗
[00:18:06.400 --> 00:18:09.400]  將我們各樣的東西
[00:18:09.400 --> 00:18:11.400]  放在神的聖經真理
[00:18:11.400 --> 00:18:13.400]  大家一起去揣摩
[00:18:13.400 --> 00:18:14.400]  和整個群體
[00:18:14.400 --> 00:18:16.400]  一起去尋求
[00:18:16.400 --> 00:18:18.400]  這個反而是一路
[00:18:18.400 --> 00:18:20.400]  在那個時代的演進
[00:18:20.400 --> 00:18:23.400]  就不再像舊約那樣
[00:18:23.400 --> 00:18:24.400]  但是不否定
[00:18:24.400 --> 00:18:26.400]  是真的有感的
