
[00:00:00.000 --> 00:00:03.580]  各位聖誕節平安夜快樂
[00:01:47.980 --> 00:01:49.620]  雖然不是你們
[00:01:49.620 --> 00:01:54.120]  不過是關於耶穌這個聖嬰
[00:01:54.120 --> 00:01:58.480]  因為有一個天使向一群在野外
[00:01:58.480 --> 00:02:01.560]  來到當夜的牧羊人
[00:02:01.560 --> 00:02:03.400]  來顯現
[00:02:03.400 --> 00:02:04.960]  有榮光
[00:02:04.960 --> 00:02:09.220]  一個天使向這群牧羊人顯現
[00:02:09.220 --> 00:02:11.540]  牧羊人在當時代
[00:02:11.540 --> 00:02:16.200]  連他們可以為法庭做見證人都不行
[00:02:16.200 --> 00:02:18.640]  因為是極低下階層
[00:02:18.640 --> 00:02:21.400]  但是伯利恆野外的牧羊人
[00:02:21.400 --> 00:02:24.400]  他們有一個很重要神聖的工作
[00:02:24.400 --> 00:02:26.880]  就是他們看的羊仔
[00:02:26.880 --> 00:02:30.520]  將來是在聖殿裡面獻祭的
[00:02:30.520 --> 00:02:33.640]  所以他們既沒有社會地位
[00:02:33.640 --> 00:02:36.360]  但同時間又很重要
[00:02:36.360 --> 00:02:39.400]  不過無論怎樣說也好
[00:02:39.400 --> 00:02:43.520]  為什麼神要藉著天使
[00:02:43.520 --> 00:02:49.200]  來向一群野外的牧羊人顯現呢?
[00:02:49.200 --> 00:02:51.520]  當時就不會有GPS
[00:02:51.520 --> 00:02:53.640]  更加不會有定位
[00:02:53.640 --> 00:02:55.760]  不會去錯地方
[00:02:55.760 --> 00:02:59.520]  是真的向這群牧羊人來顯現
[00:02:59.520 --> 00:03:01.280]  勞苦大眾
[00:03:01.280 --> 00:03:03.040]  平民階層
[00:03:03.040 --> 00:03:06.360]  為什麼首先要向他們傳福音
[00:03:06.360 --> 00:03:08.760]  關乎萬民的福音
[00:03:08.760 --> 00:03:11.120]  說這個就是救主
[00:03:11.120 --> 00:03:13.040]  主基督
[00:03:13.040 --> 00:03:15.040]  對一個猶太人來說
[00:03:15.040 --> 00:03:17.680]  主基督是一個嬰孩
[00:03:17.680 --> 00:03:19.920]  還要是躺在馬槽裡面
[00:03:19.920 --> 00:03:21.920]  一個馬吃東西的盤子
[00:03:21.920 --> 00:03:26.480]  在那裡很大的一個落差和諷刺
[00:03:26.480 --> 00:03:27.840]  一個聖嬰
[00:03:27.840 --> 00:03:29.560]  一個小朋友BB
[00:03:29.560 --> 00:03:30.880]  包著布的
[00:03:30.880 --> 00:03:34.120]  怎麼可能是我們的主基督呢?
[00:03:34.120 --> 00:03:35.560]  可能這個落差
[00:03:35.560 --> 00:03:37.960]  對牧羊人自己本身
[00:03:37.960 --> 00:03:43.280]  都可能有很大的反感
[00:03:43.280 --> 00:03:47.040]  但是那個陣容又不到他們反感
[00:03:47.040 --> 00:03:49.760]  一個天使和一大隊天兵
[00:03:49.760 --> 00:03:53.240]  來向他們說完那個預言之後
[00:03:53.240 --> 00:03:57.360]  就立刻那些天兵在唱聖詩
[00:03:57.360 --> 00:04:00.880]  至高之處榮耀歸於神
[00:04:00.880 --> 00:04:06.040]  在地上平安歸於他所喜悅的人
[00:04:06.040 --> 00:04:09.680]  或者歸於地上每一個人
[00:04:09.680 --> 00:04:12.120]  這樣的一個歌聲
[00:04:12.120 --> 00:04:15.640]  是由天兵來唱出
[00:04:15.640 --> 00:04:18.840]  這樣帶來什麼意義呢?
[00:04:18.840 --> 00:04:20.840]  這件這麼大的事
[00:04:20.840 --> 00:04:24.640]  有沒有震撼到羅馬帝國裡面的
[00:04:24.640 --> 00:04:26.200]  那個君王
[00:04:26.200 --> 00:04:30.360]  帝國裡面的那些人呢?
[00:04:30.360 --> 00:04:32.360]  似乎很久都去不到
[00:04:32.360 --> 00:04:34.360]  很久都去不到
[00:04:34.360 --> 00:04:37.360]  馬太福音的記載就說
[00:04:37.360 --> 00:04:39.960]  希律王又不安
[00:04:39.960 --> 00:04:43.720]  就差派人去看一下
[00:04:43.720 --> 00:04:45.720]  是不是真的有奇事
[00:04:45.720 --> 00:04:48.120]  已經過了一段很長的時間了
[00:04:48.120 --> 00:04:51.240]  耶穌已經不再是嬰兒了
[00:04:51.240 --> 00:04:53.240]  已經差不多兩歲
[00:04:53.240 --> 00:04:56.240]  兩年裡面
[00:04:56.240 --> 00:04:58.240]  但是在這個時候
[00:04:58.240 --> 00:05:02.360]  這個野外被天使、天君
[00:05:02.360 --> 00:05:04.360]  來到去震動
[00:05:04.360 --> 00:05:05.880]  牧羊的人
[00:05:05.880 --> 00:05:09.720]  真的立即在很懼怕的情況下
[00:05:09.720 --> 00:05:10.840]  定神
[00:05:10.840 --> 00:05:12.840]  立刻就走進去城
[00:05:12.840 --> 00:05:14.840]  因為天使說的
[00:05:14.840 --> 00:05:16.840]  在大衛的城
[00:05:16.840 --> 00:05:18.840]  不是在伯利恆
[00:05:18.840 --> 00:05:19.840]  在大衛的城
[00:05:19.840 --> 00:05:20.840]  他們就立刻知道
[00:05:20.840 --> 00:05:23.840]  就是城裡面伯利恆了
[00:05:23.840 --> 00:05:25.840]  他們就進去城裡面
[00:05:25.840 --> 00:05:27.840]  真的去找那個客店
[00:05:27.840 --> 00:05:29.840]  真的去找有沒有嬰兒
[00:05:29.840 --> 00:05:31.840]  在那個時候出生
[00:05:31.840 --> 00:05:33.840]  可能未必多
[00:05:33.840 --> 00:05:35.840]  但是很難說
[00:05:35.840 --> 00:05:37.840]  他們就看到在馬槽
[00:05:37.840 --> 00:05:39.840]  真的有一個嬰兒
[00:05:40.840 --> 00:05:42.840]  相信藥室
[00:05:42.840 --> 00:05:44.840]  瑪利亞都很震驚
[00:05:44.840 --> 00:05:47.840]  為什麼我的生嬰兒
[00:05:47.840 --> 00:05:50.840]  會成為全球的焦點
[00:05:50.840 --> 00:05:53.840]  為什麼會成為一群牧羊人
[00:05:53.840 --> 00:05:57.840]  走來夜晚來找我
[00:05:57.840 --> 00:05:59.840]  沒有人知道
[00:05:59.840 --> 00:06:01.840]  沒有任何當時的社交媒體
[00:06:01.840 --> 00:06:04.840]  可以來發佈這些消息
[00:06:04.840 --> 00:06:07.840]  但是很準確地
[00:06:07.840 --> 00:06:10.840]  牧羊人就跟著說
[00:06:10.840 --> 00:06:13.840]  第十六節
[00:06:13.840 --> 00:06:15.840]  他們急忙去了
[00:06:15.840 --> 00:06:18.840]  找到瑪利亞和藥室
[00:06:18.840 --> 00:06:22.840]  還有那嬰孩臥在馬槽裡
[00:06:22.840 --> 00:06:23.840]  第十七節
[00:06:23.840 --> 00:06:25.840]  他們看見
[00:06:25.840 --> 00:06:30.840]  就把天使論這孩子的話傳開了
[00:06:30.840 --> 00:06:33.840]  聽見的人都詫異
[00:06:33.840 --> 00:06:36.840]  牧羊的人對他們所說的話
[00:06:36.840 --> 00:06:38.840]  這個詫異
[00:06:38.840 --> 00:06:40.840]  到底是一種匪夷所思
[00:06:40.840 --> 00:06:42.840]  覺得是一件很大
[00:06:42.840 --> 00:06:44.840]  關於猶太人
[00:06:44.840 --> 00:06:46.840]  一個救贖的事
[00:06:46.840 --> 00:06:49.840]  似乎後者居多
[00:06:49.840 --> 00:06:52.840]  不是真的感覺到
[00:06:52.840 --> 00:06:55.840]  有很大跟他們的關係
[00:06:55.840 --> 00:06:58.840]  令他們整個民族很振奮
[00:06:58.840 --> 00:07:01.840]  我們的救主終於降生了
[00:07:01.840 --> 00:07:04.840]  似乎不是這樣
[00:07:05.840 --> 00:07:11.840]  沒有令到當時的白尼恆人
[00:07:11.840 --> 00:07:15.840]  沒有令到當時的羅馬帝國
[00:07:15.840 --> 00:07:19.840]  感覺到一件很大的震驚的事
[00:07:19.840 --> 00:07:24.840]  因為有救主主基督降生在世界
[00:07:24.840 --> 00:07:27.840]  沒有令到很多的人
[00:07:27.840 --> 00:07:29.840]  有這種信心
[00:07:29.840 --> 00:07:33.840]  有這種因為信心而來的行動
[00:07:33.840 --> 00:07:35.840]  來傳揚
[00:07:35.840 --> 00:07:36.840]  沒錯
[00:07:36.840 --> 00:07:38.840]  聖經的描述
[00:07:38.840 --> 00:07:41.840]  牧羊人繼續將他們所聽見
[00:07:41.840 --> 00:07:44.840]  所看見的去傳揚出去
[00:07:44.840 --> 00:07:45.840]  但是
[00:07:45.840 --> 00:07:48.840]  聖經的作者路加告訴我們
[00:07:48.840 --> 00:07:51.840]  不是很多人對這件事
[00:07:51.840 --> 00:07:53.840]  會放在心裏
[00:07:53.840 --> 00:07:56.840]  來跟著繼續傳頌
[00:07:56.840 --> 00:07:58.840]  不多的
[00:07:58.840 --> 00:08:00.840]  但是這段聖經
[00:08:00.840 --> 00:08:02.840]  值得我們去思想的就是
[00:08:02.840 --> 00:08:05.840]  仍然要問這個問題
[00:08:05.840 --> 00:08:10.840]  為什麼神會差遣天使天君
[00:08:10.840 --> 00:08:16.840]  向一班在野外工作的勞工階層
[00:08:16.840 --> 00:08:18.840]  在那個時代
[00:08:18.840 --> 00:08:21.840]  是再平凡不過的普通人
[00:08:21.840 --> 00:08:25.840]  為什麼要向他們顯現
[00:08:25.840 --> 00:08:29.840]  傳遞這個最重要寶貴的信息
[00:08:29.840 --> 00:08:32.840]  而由他們帶這個信息
[00:08:32.840 --> 00:08:35.840]  去讓約瑟馬尼亞
[00:08:35.840 --> 00:08:37.840]  去確認
[00:08:37.840 --> 00:08:42.840]  他們的兒子就是主基督
[00:08:42.840 --> 00:08:45.840]  主基督是一個很大的冒犯
[00:08:45.840 --> 00:08:50.840]  對猶太人來說是非同小可的
[00:08:50.840 --> 00:08:55.840]  不可能你說一個嬰兒是主基督的
[00:08:55.840 --> 00:09:00.840]  是對猶太人來說是一件天大的事
[00:09:00.840 --> 00:09:03.840]  但是由牧羊人的口
[00:09:03.840 --> 00:09:06.840]  首先傳遞這個福音
[00:09:06.840 --> 00:09:09.840]  救主基督
[00:09:09.840 --> 00:09:11.840]  人類的救主
[00:09:11.840 --> 00:09:15.840]  神現在不是再差遣一些先知
[00:09:15.840 --> 00:09:20.840]  一些可以幫助你對聖經有理解的人
[00:09:20.840 --> 00:09:22.840]  一些文士等等
[00:09:22.840 --> 00:09:25.840]  神興起的、差遣的
[00:09:25.840 --> 00:09:28.840]  要來給這個世界的救贖的
[00:09:28.840 --> 00:09:31.840]  就是一個嬰兒
[00:09:31.840 --> 00:09:33.840]  這位主耶穌
[00:09:33.840 --> 00:09:36.840]  降生成為一個人
[00:09:36.840 --> 00:09:40.840]  所以接著的經文就很有趣
[00:09:40.840 --> 00:09:43.840]  路加醫生說到第八天
[00:09:43.840 --> 00:09:45.840]  第八天有什麼事
[00:09:45.840 --> 00:09:48.840]  有一個守生的男嬰
[00:09:48.840 --> 00:09:51.840]  就是要割包皮
[00:09:51.840 --> 00:09:53.840]  行割禮
[00:09:53.840 --> 00:09:56.840]  真真實實的一個男孩
[00:09:56.840 --> 00:09:59.840]  主基督
[00:09:59.840 --> 00:10:03.840]  照足了律法的要求
[00:10:03.840 --> 00:10:05.840]  上到聖殿
[00:10:05.840 --> 00:10:08.840]  準備把他獻給神
[00:10:08.840 --> 00:10:11.840]  第八天的南丁猶太人
[00:10:11.840 --> 00:10:14.840]  必須行割禮
[00:10:14.840 --> 00:10:18.840]  保羅自己也說我是第八天行割禮的
[00:10:18.840 --> 00:10:20.840]  是純正的猶太人
[00:10:20.840 --> 00:10:25.840]  以色列之派、變亞敏之派的猶太人
[00:10:25.840 --> 00:10:29.840]  這樣來清自己的身份
[00:10:29.840 --> 00:10:32.840]  可想而知我們的主耶穌
[00:10:32.840 --> 00:10:34.840]  他就是這樣一個
[00:10:34.840 --> 00:10:37.840]  你無法想像平平無奇的
[00:10:37.840 --> 00:10:45.840]  在馬槽裡成為他的睡床的一個嬰兒
[00:10:45.840 --> 00:10:49.840]  整個現在在我們20世紀、21世紀
[00:10:49.840 --> 00:10:53.840]  小朋友是最大的營銷產業
[00:10:53.840 --> 00:10:55.840]  任何一個小朋友
[00:10:55.840 --> 00:10:59.840]  如果一個物質豐富的世界、國家
[00:10:59.840 --> 00:11:01.840]  小朋友就是最大的焦點
[00:11:01.840 --> 00:11:05.840]  無論他的衣著、教育、飲食
[00:11:05.840 --> 00:11:08.840]  各方面都要是最好的
[00:11:08.840 --> 00:11:11.840]  所以產業鏈是很大很大的
[00:11:11.840 --> 00:11:13.840]  但在那個時代
[00:11:13.840 --> 00:11:20.840]  怎麼可能一個國度可以維繫在一個嬰兒身上
[00:11:20.840 --> 00:11:23.840]  沒有任何的力量、權力
[00:11:23.840 --> 00:11:26.840]  這段聖經再一次提醒我們
[00:11:26.840 --> 00:11:30.840]  我們今天已經不是再相信一個嬰兒這麼簡單
[00:11:30.840 --> 00:11:33.840]  這個嬰兒已經長大了
[00:11:33.840 --> 00:11:36.840]  這個嬰兒已經來到他在十誡上
[00:11:36.840 --> 00:11:40.840]  完成了他的救贖
[00:11:40.840 --> 00:11:44.840]  這個嬰兒正正就是神所宣告的
[00:11:44.840 --> 00:11:48.840]  他擔負了所有人的罪惡
[00:11:48.840 --> 00:11:53.840]  這位就是我們的救贖主耶穌基督
[00:11:53.840 --> 00:11:55.840]  他就是那一位基督
[00:11:55.840 --> 00:12:04.840]  就是神所賜給猶太人和全世界的那一位尼塞亞
[00:12:04.840 --> 00:12:09.840]  他用他自己的生命來擔待我們世人的罪孽
[00:12:09.840 --> 00:12:12.840]  所以求主幫助我們每一位
[00:12:12.840 --> 00:12:18.840]  我們的心靈自己首先因為這個聖嬰而得到平安
[00:12:18.840 --> 00:12:25.840]  心靈裡面真的自己首先與神和好了
[00:12:25.840 --> 00:12:33.840]  然後我們去將這個和好的福音告訴我們所認識的人
[00:12:33.840 --> 00:12:36.840]  不會因為你的身份卑微
[00:12:36.840 --> 00:12:40.840]  你的福音你的信息就成為卑微
[00:12:40.840 --> 00:12:46.840]  這一班牧羊人是第一批聽到這個福音的人
[00:12:46.840 --> 00:12:52.840]  馬太的那些民事已經是很遲很遲才聽到
[00:12:52.840 --> 00:12:54.840]  但是他們熟悉到一個地步
[00:12:54.840 --> 00:13:01.840]  在伯利恆有那個救主尼加書的五章第二節
[00:13:01.840 --> 00:13:07.840]  但是牧羊人已經首先得到這個福音
[00:13:07.840 --> 00:13:10.840]  求主幫助我們在平安夜的晚上
[00:13:10.840 --> 00:13:14.840]  今晚能夠坐滿三百人
[00:13:14.840 --> 00:13:18.840]  希望不是因為疫情還不能夠外遊
[00:13:18.840 --> 00:13:23.840]  是我們大家的心真是渴望救主的降臨
[00:13:23.840 --> 00:13:28.840]  是我們的心靈真的因為有平安
[00:13:28.840 --> 00:13:31.840]  我們的內心真的有這個福氣
[00:13:31.840 --> 00:13:38.840]  所以我們要來到去成為好像牧羊人一樣的傳道者
[00:13:38.840 --> 00:13:42.840]  傳揚這個寶貴平安的福音
[00:13:42.840 --> 00:13:44.840]  願主祝福大家
[00:13:44.840 --> 00:13:47.840]  我們一起進入新的一年的時候
[00:13:47.840 --> 00:13:50.840]  我們繼續讓這個平安的福音
[00:13:50.840 --> 00:13:54.840]  能夠在我們的生命裡面一直流露出去
[00:13:54.840 --> 00:13:56.840]  我們一起感恩祈禱
[00:13:56.840 --> 00:13:58.840]  多謝主
[00:13:58.840 --> 00:14:05.840]  祢就是這樣這麼願意降生在卑微
[00:14:05.840 --> 00:14:07.840]  在困乏
[00:14:07.840 --> 00:14:12.840]  在被人看不上的排擠
[00:14:12.840 --> 00:14:14.840]  那種的白眼
[00:14:14.840 --> 00:14:17.840]  但是親愛的主
[00:14:17.840 --> 00:14:22.840]  祢就是這樣願意擔待世人的罪孽
[00:14:22.840 --> 00:14:24.840]  讓每一個認識祢
[00:14:24.840 --> 00:14:28.840]  在心靈裡面來到去揀選祢的人
[00:14:28.840 --> 00:14:31.840]  都會得著這個平安
[00:14:31.840 --> 00:14:33.840]  這個寶貴的福音
[00:14:33.840 --> 00:14:36.840]  我們獻上衷心的感謝
[00:14:36.840 --> 00:14:38.840]  願祢得到一切的榮耀
[00:14:38.840 --> 00:14:42.840]  我們得著的是從祢而來的
[00:14:42.840 --> 00:14:46.840]  聖靈所賜的平安和喜樂
[00:14:46.840 --> 00:14:49.840]  這樣的感恩奉耶穌基督的名
[00:14:49.840 --> 00:14:51.840]  阿們

