
[00:00:00.000 --> 00:00:04.000]  陳牧師今日的主題是警醒的人有福了
[00:02:52.000 --> 00:02:58.000]  有一本書,我會在不同團契,不同主日學裡介紹過
[00:02:58.000 --> 00:03:01.000]  叫做末日迷蹤
[00:03:01.000 --> 00:03:04.000]  我記得我介紹給團契,主日學的時候
[00:03:04.000 --> 00:03:08.000]  他們都可以在圖書館借到
[00:03:08.000 --> 00:03:11.000]  我們也查過,圖書館應該有三本
[00:03:11.000 --> 00:03:16.000]  不過昨天Winnie幫我找的時候,一本都找不到
[00:03:16.000 --> 00:03:20.000]  所以在這裡呼籲,如果有人借過這本書
[00:03:20.000 --> 00:03:24.000]  看完之後請記得還回圖書館
[00:03:24.000 --> 00:03:27.000]  那本書,我很喜歡
[00:03:27.000 --> 00:03:30.000]  因為它講到末日的時候
[00:03:30.000 --> 00:03:35.000]  按照啟示錄去講當中的一些情況
[00:03:35.000 --> 00:03:39.000]  再加上作者的一些想像
[00:03:39.000 --> 00:03:45.000]  這個故事發生在紐約一班航機上
[00:03:45.000 --> 00:03:48.000]  那時候是晚上
[00:03:49.000 --> 00:03:51.000]  人們都睡了
[00:03:51.000 --> 00:03:54.000]  整架航機都很安靜
[00:03:54.000 --> 00:03:59.000]  突然間聽到有人尖叫
[00:03:59.000 --> 00:04:01.000]  於是人們就問發生什麼事
[00:04:01.000 --> 00:04:03.000]  突然間這麼吵
[00:04:03.000 --> 00:04:05.000]  當人們醒來的時候
[00:04:05.000 --> 00:04:09.000]  這些尖叫聲就越來越多
[00:04:09.000 --> 00:04:10.000]  為什麼呢?
[00:04:10.000 --> 00:04:18.000]  原來會陸續有些人發現原本坐在他身邊的人不見了
[00:04:19.000 --> 00:04:22.000]  不見了也不是很奇怪
[00:04:22.000 --> 00:04:30.000]  而是他發覺坐在他身邊的人的衣服鞋襪全部滑到地上
[00:04:30.000 --> 00:04:34.000]  那個人去了哪裡呢?
[00:04:34.000 --> 00:04:39.000]  不單止在飛機裡面
[00:04:39.000 --> 00:04:44.000]  最不幸的是在機艙飛機師的駕駛那裡
[00:04:44.000 --> 00:04:47.000]  連副機長都不見了
[00:04:47.000 --> 00:04:50.000]  所以機長才大叫得很厲害
[00:04:50.000 --> 00:04:53.000]  是不是有人劫機呢?
[00:04:53.000 --> 00:04:54.000]  又不像呢
[00:04:54.000 --> 00:04:56.000]  發生什麼事呢?
[00:04:56.000 --> 00:05:01.000]  除了紐約
[00:05:01.000 --> 00:05:03.000]  在很多地方
[00:05:03.000 --> 00:05:08.000]  應該說全世界的地方都有類似的情況出現
[00:05:08.000 --> 00:05:13.000]  當時整個交通非常混亂
[00:05:13.000 --> 00:05:18.000]  周圍的人都覺得為什麼會這樣呢?
[00:05:18.000 --> 00:05:21.000]  人們開始看看
[00:05:21.000 --> 00:05:24.000]  不見了的人究竟是什麼人呢?
[00:05:24.000 --> 00:05:30.000]  他們發現原來這些都是相信耶穌基督的人
[00:05:30.000 --> 00:05:33.000]  他們立即記起
[00:05:33.000 --> 00:05:38.000]  原來耶穌基督再來的說法是真的
[00:05:38.000 --> 00:05:40.000]  不是開玩笑的
[00:05:40.000 --> 00:05:43.000]  所以那些人就說
[00:05:43.000 --> 00:05:45.000]  原來在聖經裡面說到
[00:05:45.000 --> 00:05:47.000]  之前的人一直跟他們傳
[00:05:47.000 --> 00:05:50.000]  耶穌基督會再回來的道理
[00:05:50.000 --> 00:05:54.000]  是真真實實的出現了
[00:05:54.000 --> 00:05:57.000]  不過也更加不幸
[00:05:57.000 --> 00:06:00.000]  在傳流在地上的那些人
[00:06:00.000 --> 00:06:03.000]  就有一個牧師在當中
[00:06:03.000 --> 00:06:07.000]  為什麼信耶穌的人都被提升了
[00:06:07.000 --> 00:06:10.000]  為什麼會剩下一個牧師呢?
[00:06:10.000 --> 00:06:12.000]  當我看到這裡的時候
[00:06:12.000 --> 00:06:14.000]  我都停下來想一想
[00:06:14.000 --> 00:06:17.000]  糟了,將來那個是不是我呢?
[00:06:17.000 --> 00:06:20.000]  究竟為什麼會這樣呢?
[00:06:20.000 --> 00:06:24.000]  故事一直發展下去的時候
[00:06:24.000 --> 00:06:27.000]  就說到這個牧師有很多的反省
[00:06:27.000 --> 00:06:31.000]  也有很多曾經說自己是信耶穌基督的人
[00:06:31.000 --> 00:06:36.000]  他有些在行為上的反省和轉變
[00:06:37.000 --> 00:06:43.000]  主在內的道理和信息是真實的
[00:06:43.000 --> 00:06:46.000]  我們就藉著路加福音
[00:06:46.000 --> 00:06:49.000]  剛才Teddy為我們讀出的經文裡面
[00:06:49.000 --> 00:06:52.000]  我們思想在當中的三種態度
[00:06:52.000 --> 00:06:57.000]  第一種呢
[00:06:57.000 --> 00:07:01.000]  我們知道我們要抱著一個警醒的心
[00:07:01.000 --> 00:07:03.000]  去等候主在內
[00:07:03.000 --> 00:07:06.000]  我們也知道這要成為我們生命裡面
[00:07:06.000 --> 00:07:08.000]  一個很重要的部份
[00:07:08.000 --> 00:07:11.000]  在35節開始就這樣說
[00:07:11.000 --> 00:07:15.000]  耶穌說你要束緊腰帶
[00:07:15.000 --> 00:07:18.000]  紮好馬
[00:07:18.000 --> 00:07:22.000]  因為在猶太人的服飾
[00:07:22.000 --> 00:07:26.000]  多數的衣服又闊又長
[00:07:26.000 --> 00:07:28.000]  像一件長袍
[00:07:28.000 --> 00:07:32.000]  所以如果做事來非常不方便
[00:07:32.000 --> 00:07:34.000]  衣服就會被扭曲
[00:07:34.000 --> 00:07:38.000]  很容易會弄傷其他東西
[00:07:38.000 --> 00:07:41.000]  所以當他們做事之前
[00:07:41.000 --> 00:07:45.000]  他們就要用帶子綁起衣服
[00:07:45.000 --> 00:07:48.000]  以至做事做得更加方便
[00:07:48.000 --> 00:07:52.000]  也能夠做事更加有力
[00:07:52.000 --> 00:07:56.000]  所以耶穌說你們要束緊腰帶
[00:07:56.000 --> 00:07:59.000]  就是說他們在等候祂再來的時候
[00:07:59.000 --> 00:08:03.000]  他們要謹慎努力地做事
[00:08:03.000 --> 00:08:06.000]  其實在說束緊腰帶
[00:08:06.000 --> 00:08:09.000]  還有一個意思就是要迫切
[00:08:09.000 --> 00:08:11.000]  有一份迫切感
[00:08:11.000 --> 00:08:13.000]  當耶穌這樣說的時候
[00:08:13.000 --> 00:08:17.000]  他們就記起在出埃及的時候
[00:08:17.000 --> 00:08:20.000]  上帝吩咐那群以色列人
[00:08:20.000 --> 00:08:23.000]  當他們準備要離開埃及的時候
[00:08:23.000 --> 00:08:26.000]  他們吃一個晚餐
[00:08:26.000 --> 00:08:29.000]  祂對以色列人這樣吩咐
[00:08:29.000 --> 00:08:32.000]  你們要這樣吃羔羊
[00:08:32.000 --> 00:08:34.000]  腰間束帶
[00:08:34.000 --> 00:08:36.000]  腳上穿鞋
[00:08:36.000 --> 00:08:38.000]  手中拿杖
[00:08:38.000 --> 00:08:39.000]  快快地吃
[00:08:39.000 --> 00:08:42.000]  這是耶和華的愉悅
[00:08:42.000 --> 00:08:45.000]  耶穌引用這一句話
[00:08:45.000 --> 00:08:47.000]  就要告訴他們
[00:08:47.000 --> 00:08:50.000]  這個救恩就快完成了
[00:08:50.000 --> 00:08:53.000]  就像昔日這一群以色列人
[00:08:53.000 --> 00:08:57.000]  被埃及當奴隸
[00:08:57.000 --> 00:09:01.000]  他們將會脫離埃及人的壓迫
[00:09:01.000 --> 00:09:04.000]  他們將會去到新的地方
[00:09:04.000 --> 00:09:06.000]  成為自由人
[00:09:06.000 --> 00:09:07.000]  但在出去之前
[00:09:07.000 --> 00:09:09.000]  他們吃這個晚餐
[00:09:09.000 --> 00:09:11.000]  他們要抱著一個很迫切的心
[00:09:11.000 --> 00:09:15.000]  耶和華的使者隨時都會來帶他們走
[00:09:15.000 --> 00:09:19.000]  所以耶穌這樣提醒的時候
[00:09:19.000 --> 00:09:21.000]  就說要去看他們
[00:09:21.000 --> 00:09:23.000]  等候他們再來的時候
[00:09:23.000 --> 00:09:28.000]  抱著一個警醒的態度
[00:09:28.000 --> 00:09:30.000]  在等的時候
[00:09:30.000 --> 00:09:32.000]  他們需要怎樣去等呢?
[00:09:32.000 --> 00:09:36.000]  就是在工作方面的提醒
[00:09:36.000 --> 00:09:38.000]  就是要在工作
[00:09:38.000 --> 00:09:39.000]  在侍奉的裏面
[00:09:39.000 --> 00:09:42.000]  他們都要忠心
[00:09:42.000 --> 00:09:44.000]  要忠心
[00:09:44.000 --> 00:09:47.000]  不要閒覽不結果子
[00:09:47.000 --> 00:09:49.000]  這是耶穌基督的教導
[00:09:49.000 --> 00:09:50.000]  要忠心
[00:09:50.000 --> 00:09:53.000]  不要閒覽不結果子
[00:09:53.000 --> 00:09:56.000]  等候我們的主再來的時候
[00:09:56.000 --> 00:09:58.000]  我們要在工作上
[00:09:58.000 --> 00:10:00.000]  在侍奉的層面
[00:10:00.000 --> 00:10:02.000]  在行事的層面裏面
[00:10:02.000 --> 00:10:04.000]  我們要忠心
[00:10:04.000 --> 00:10:05.000]  警醒
[00:10:05.000 --> 00:10:08.000]  等候祂再來
[00:10:08.000 --> 00:10:10.000]  第二方面
[00:10:10.000 --> 00:10:13.000]  除了要緊緊地拉著腰帶之外
[00:10:13.000 --> 00:10:15.000]  還要點燈
[00:10:15.000 --> 00:10:18.000]  燈要點著
[00:10:18.000 --> 00:10:20.000]  我們知道以前的燈
[00:10:20.000 --> 00:10:22.000]  或者我們小時候
[00:10:22.000 --> 00:10:25.000]  如果你的媽媽家裏
[00:10:25.000 --> 00:10:27.000]  會用一些油燈
[00:10:27.000 --> 00:10:29.000]  我們就會知道
[00:10:29.000 --> 00:10:31.000]  這些油燈
[00:10:31.000 --> 00:10:32.000]  說明是油燈
[00:10:32.000 --> 00:10:35.000]  它就一定需要有足夠的油
[00:10:35.000 --> 00:10:36.000]  這盞燈
[00:10:36.000 --> 00:10:37.000]  這個燈芯
[00:10:37.000 --> 00:10:39.000]  才可以去燃點
[00:10:39.000 --> 00:10:43.000]  當那些油用盡了之後
[00:10:43.000 --> 00:10:45.000]  這個燈就會熄滅
[00:10:45.000 --> 00:10:47.000]  所以以前用那些燈的時候
[00:10:47.000 --> 00:10:49.000]  一定要很警醒
[00:10:49.000 --> 00:10:52.000]  因為如果它睜著眼睡覺的時候
[00:10:52.000 --> 00:10:54.000]  這些油燃盡了的時候
[00:10:54.000 --> 00:10:58.000]  那盞燈就熄滅了
[00:10:58.000 --> 00:10:59.000]  這個燈
[00:10:59.000 --> 00:11:00.000]  在聖經裏面
[00:11:00.000 --> 00:11:03.000]  很多時候都用來表徵著
[00:11:03.000 --> 00:11:07.000]  人生的品格
[00:11:07.000 --> 00:11:08.000]  耶穌說
[00:11:08.000 --> 00:11:14.000]  我們的燈要時時地照在人的面前
[00:11:14.000 --> 00:11:17.000]  在我們等候耶穌基督再來的時候
[00:11:17.000 --> 00:11:19.000]  我們要警醒
[00:11:19.000 --> 00:11:22.000]  要保持自己是一個光明
[00:11:22.000 --> 00:11:25.000]  是一個敬虔的屬靈警方
[00:11:25.000 --> 00:11:28.000]  要遠離黑暗的行為
[00:11:28.000 --> 00:11:30.000]  遠離惡事
[00:11:30.000 --> 00:11:33.000]  努力去過一個聖潔
[00:11:33.000 --> 00:11:36.000]  榮神益人的生活
[00:11:36.000 --> 00:11:37.000]  如果是這樣的話
[00:11:37.000 --> 00:11:39.000]  我們的主人耶穌基督
[00:11:39.000 --> 00:11:42.000]  和我們再相見的時候
[00:11:42.000 --> 00:11:45.000]  他看到我們一個這麼忠心的人
[00:11:45.000 --> 00:11:47.000]  在生命的品格裏面
[00:11:47.000 --> 00:11:49.000]  要行出他的要求的時候
[00:11:49.000 --> 00:11:52.000]  我們就會有賞賜
[00:11:52.000 --> 00:11:53.000]  我們又看看
[00:11:53.000 --> 00:11:58.000]  在當中我們有什麼賞賜呢
[00:11:58.000 --> 00:12:00.000]  我再讀一次那段經文
[00:12:00.000 --> 00:12:03.000]  你們要束緊腰帶
[00:12:03.000 --> 00:12:05.000]  燈也要點著
[00:12:05.000 --> 00:12:08.000]  好像伏人等候自己的主人
[00:12:08.000 --> 00:12:11.000]  從婚宴上回來
[00:12:11.000 --> 00:12:13.000]  這段經文
[00:12:13.000 --> 00:12:14.000]  他特意講到
[00:12:14.000 --> 00:12:19.000]  他主人從婚宴上回來的系列
[00:12:19.000 --> 00:12:22.000]  我們中國人去喝酒
[00:12:22.000 --> 00:12:23.000]  只是喝一餐
[00:12:23.000 --> 00:12:25.000]  最多就喝兩餐
[00:12:25.000 --> 00:12:26.000]  男家擺一次
[00:12:26.000 --> 00:12:28.000]  女家又擺一次
[00:12:28.000 --> 00:12:31.000]  但猶太人很特別
[00:12:31.000 --> 00:12:34.000]  他們最少就喝兩天
[00:12:34.000 --> 00:12:37.000]  最多可以喝到七天
[00:12:37.000 --> 00:12:39.000]  並且他出去喝的時候
[00:12:39.000 --> 00:12:41.000]  他在這七天裏面
[00:12:41.000 --> 00:12:42.000]  可以不用回家
[00:12:42.000 --> 00:12:46.000]  所以七天都可以在家裏不用煮飯
[00:12:46.000 --> 00:12:49.000]  當主人告訴伏人
[00:12:49.000 --> 00:12:51.000]  我要出去喝酒
[00:12:51.000 --> 00:12:53.000]  誰要結婚
[00:12:53.000 --> 00:12:58.000]  那些伏人不知道主人何時回來
[00:12:58.000 --> 00:13:02.000]  不知道他會喝兩天還是七天
[00:13:02.000 --> 00:13:06.000]  有一個忠心的伏人
[00:13:06.000 --> 00:13:07.000]  一個好的伏人
[00:13:07.000 --> 00:13:09.000]  在這七天裏面
[00:13:09.000 --> 00:13:12.000]  他一定會如常地清潔家居
[00:13:12.000 --> 00:13:16.000]  如常地準備各方面的東西
[00:13:16.000 --> 00:13:18.000]  但一個不忠心的人
[00:13:18.000 --> 00:13:20.000]  可能在這七天裏面
[00:13:20.000 --> 00:13:23.000]  他就會自己放大假
[00:13:23.000 --> 00:13:27.000]  當中大家有請傭工姐姐
[00:13:27.000 --> 00:13:29.000]  無論是菲律賓還是印尼
[00:13:29.000 --> 00:13:33.000]  可能都試過這樣的情況
[00:13:33.000 --> 00:13:35.000]  你沒有帶鎖匙
[00:13:35.000 --> 00:13:37.000]  回家後
[00:13:37.000 --> 00:13:40.000]  按門鈴
[00:13:40.000 --> 00:13:43.000]  家裏一定有人
[00:13:43.000 --> 00:13:47.000]  但按門鈴都沒有人出來開門
[00:13:47.000 --> 00:13:49.000]  於是你打電話進家裏
[00:13:49.000 --> 00:13:52.000]  但打了一會又沒有人聽
[00:13:52.000 --> 00:13:54.000]  或者再打兩三次之後
[00:13:54.000 --> 00:13:56.000]  都沒有人接通
[00:13:56.000 --> 00:13:59.000]  所以你會站在家裏外
[00:13:59.000 --> 00:14:01.000]  驚慌失措
[00:14:01.000 --> 00:14:03.000]  你試想想那個人去了哪裏
[00:14:03.000 --> 00:14:06.000]  睡了還是出去玩呢
[00:14:06.000 --> 00:14:09.000]  所以心裏就會非常憤怒
[00:14:09.000 --> 00:14:13.000]  咕咕聲
[00:14:13.000 --> 00:14:16.000]  又或者你試過一次
[00:14:16.000 --> 00:14:18.000]  在晚上你出去喝酒
[00:14:18.000 --> 00:14:22.000]  喝到差不多一點多兩點回來
[00:14:22.000 --> 00:14:23.000]  是抵了
[00:14:23.000 --> 00:14:26.000]  這次又忘記帶鎖匙
[00:14:26.000 --> 00:14:27.000]  你心想糟了
[00:14:27.000 --> 00:14:29.000]  一點多兩點
[00:14:29.000 --> 00:14:30.000]  回家後
[00:14:30.000 --> 00:14:32.000]  如果按門鈴
[00:14:32.000 --> 00:14:35.000]  可能兒子女兒又吵醒他們
[00:14:35.000 --> 00:14:37.000]  或者父母又吵醒他們
[00:14:37.000 --> 00:14:40.000]  特別老人家醒了很難睡
[00:14:40.000 --> 00:14:43.000]  怎麼辦呢
[00:14:43.000 --> 00:14:46.000]  難道真的在門外睡嗎
[00:14:46.000 --> 00:14:49.000]  但當你回家後
[00:14:49.000 --> 00:14:52.000]  從氣窗裏看到
[00:14:52.000 --> 00:14:54.000]  燈還未熄
[00:14:54.000 --> 00:14:57.000]  似乎裏面有人還未睡覺
[00:14:57.000 --> 00:14:59.000]  等著你門
[00:14:59.000 --> 00:15:02.000]  於是你走到門口裏面
[00:15:02.000 --> 00:15:06.000]  你輕聲想按鐵閘門
[00:15:06.000 --> 00:15:09.000]  當你還未按鐵閘門的時候
[00:15:09.000 --> 00:15:12.000]  你發覺門已經打開了
[00:15:12.000 --> 00:15:15.000]  你心裏很開心
[00:15:15.000 --> 00:15:17.000]  竟然有人還未睡
[00:15:17.000 --> 00:15:20.000]  並且聽到你的腳步聲的時候
[00:15:20.000 --> 00:15:22.000]  他已經走來開門
[00:15:22.000 --> 00:15:25.000]  一開門你看到的是誰
[00:15:25.000 --> 00:15:27.000]  原來是你的菲律賓姐姐
[00:15:27.000 --> 00:15:30.000]  你會否覺得這個姐姐很忠心
[00:15:30.000 --> 00:15:32.000]  她很警醒
[00:15:32.000 --> 00:15:34.000]  是一個很勤力的姐姐
[00:15:34.000 --> 00:15:36.000]  於是你會開心到
[00:15:36.000 --> 00:15:39.000]  立即從你的手袋裏拿錢包出來
[00:15:39.000 --> 00:15:43.000]  一張一千元紙幣給她
[00:15:43.000 --> 00:15:49.000]  你可以想到主人的興奮
[00:15:49.000 --> 00:15:53.000]  其實就好像耶穌在這裏所講的比喻
[00:15:53.000 --> 00:15:57.000]  主人來了,看見僕人警醒
[00:15:57.000 --> 00:16:00.000]  那些僕人就有福了
[00:16:00.000 --> 00:16:02.000]  我實在告訴你們
[00:16:02.000 --> 00:16:05.000]  主人會叫他們坐直
[00:16:05.000 --> 00:16:07.000]  自己束上腰帶
[00:16:07.000 --> 00:16:10.000]  前來伺候他們
[00:16:10.000 --> 00:16:13.000]  這個聖經講得很誇張
[00:16:13.000 --> 00:16:15.000]  主人見到你這麼辛苦
[00:16:15.000 --> 00:16:16.000]  坐在這裏等我
[00:16:16.000 --> 00:16:19.000]  等門口等到一點多兩點
[00:16:19.000 --> 00:16:20.000]  你很辛苦
[00:16:20.000 --> 00:16:21.000]  你坐下,你坐下
[00:16:21.000 --> 00:16:25.000]  等我進去煲杯深茶給你喝
[00:16:25.000 --> 00:16:28.000]  很誇張吧
[00:16:28.000 --> 00:16:29.000]  但我告訴你
[00:16:29.000 --> 00:16:33.000]  在屬靈層面上一點都不誇張
[00:16:33.000 --> 00:16:34.000]  因為我們知道
[00:16:34.000 --> 00:16:37.000]  主耶穌基督在世界上
[00:16:37.000 --> 00:16:41.000]  祂以祂的生命來服侍我們
[00:16:41.000 --> 00:16:45.000]  為我們釘死在十字架上
[00:16:45.000 --> 00:16:47.000]  而在今天
[00:16:47.000 --> 00:16:51.000]  上帝也差派了聖靈在我們心靈當中
[00:16:51.000 --> 00:16:54.000]  成為了我們的隨時幫助
[00:16:54.000 --> 00:16:56.000]  成為了我們的服侍
[00:16:56.000 --> 00:16:58.000]  但將來呢
[00:16:58.000 --> 00:16:59.000]  將來呢
[00:16:59.000 --> 00:17:00.000]  在這段經文裏面
[00:17:00.000 --> 00:17:02.000]  耶穌繼續告訴我們
[00:17:02.000 --> 00:17:06.000]  是祂會繼續親自來服侍我們
[00:17:06.000 --> 00:17:08.000]  祂究竟怎樣服侍呢
[00:17:08.000 --> 00:17:11.000]  我們不知道
[00:17:11.000 --> 00:17:16.000]  我們只知道這個比喻
[00:17:16.000 --> 00:17:17.000]  就是說
[00:17:17.000 --> 00:17:19.000]  如果我們去警醒
[00:17:19.000 --> 00:17:20.000]  忠心
[00:17:20.000 --> 00:17:22.000]  有一個聖潔的生命
[00:17:22.000 --> 00:17:25.000]  來等候耶穌基督的再來的時候
[00:17:25.000 --> 00:17:30.000]  我們的福氣是非常非常大
[00:17:30.000 --> 00:17:33.000]  而主耶穌基督也都非常寶貴
[00:17:33.000 --> 00:17:37.000]  寶貴我們這個忠心的僕人
[00:17:37.000 --> 00:17:40.000]  所以警醒的等候祂
[00:17:40.000 --> 00:17:44.000]  我們會有一個無比的福氣
[00:17:45.000 --> 00:17:49.000]  這個就是以前的油燈
[00:17:49.000 --> 00:17:51.000]  第二方面
[00:17:51.000 --> 00:17:52.000]  我們看看
[00:17:52.000 --> 00:17:54.000]  在等候祂來的時候
[00:17:54.000 --> 00:17:59.000]  我們要忠於主耶穌基督所託付給我們的事情
[00:17:59.000 --> 00:18:01.000]  正經地說
[00:18:01.000 --> 00:18:02.000]  耶穌說
[00:18:02.000 --> 00:18:08.000]  誰是那個忠心又精明的管家呢
[00:18:08.000 --> 00:18:12.000]  主人就要派他管理自己的家僕
[00:18:12.000 --> 00:18:16.000]  安持、訂量、分量給他們的
[00:18:16.000 --> 00:18:18.000]  主人來到
[00:18:18.000 --> 00:18:20.000]  看見僕人這樣做
[00:18:20.000 --> 00:18:22.000]  那僕人就有福了
[00:18:22.000 --> 00:18:24.000]  我實在告訴你們
[00:18:24.000 --> 00:18:28.000]  主人要派他們管理所有的財產
[00:18:28.000 --> 00:18:31.000]  當主人又有事了
[00:18:31.000 --> 00:18:33.000]  要外出去工作
[00:18:33.000 --> 00:18:35.000]  又或者要去旅行的時候
[00:18:35.000 --> 00:18:38.000]  他就會申付管家
[00:18:38.000 --> 00:18:43.000]  主人你去管理我整個家庭的事務
[00:18:43.000 --> 00:18:45.000]  你要按時
[00:18:45.000 --> 00:18:48.000]  按時的意思就是要準時
[00:18:48.000 --> 00:18:54.000]  將糧食和食物分配給其他下人
[00:18:54.000 --> 00:18:56.000]  還要訂量
[00:18:56.000 --> 00:19:00.000]  按著我吩咐你要怎樣做
[00:19:00.000 --> 00:19:01.000]  怎樣做
[00:19:01.000 --> 00:19:04.000]  去看著其他的下屬
[00:19:04.000 --> 00:19:08.000]  你要管理家庭裡所有的事務
[00:19:08.000 --> 00:19:13.000]  這個管家
[00:19:13.000 --> 00:19:16.000]  他做事的基礎是怎樣呢
[00:19:16.000 --> 00:19:22.000]  他就要按著主人所給他的吩咐去做
[00:19:22.000 --> 00:19:24.000]  他都要很清晰地知道
[00:19:24.000 --> 00:19:28.000]  主人是掌管所有的事務
[00:19:28.000 --> 00:19:29.000]  而他呢
[00:19:29.000 --> 00:19:31.000]  他所要做的事
[00:19:31.000 --> 00:19:36.000]  就只是按著主人的吩咐去做
[00:19:36.000 --> 00:19:38.000]  所以這個管家
[00:19:38.000 --> 00:19:40.000]  他要有一個心態
[00:19:40.000 --> 00:19:43.000]  就是他現在所管理的事
[00:19:43.000 --> 00:19:45.000]  無論是甚麼東西
[00:19:45.000 --> 00:19:48.000]  他都不是主人
[00:19:48.000 --> 00:19:51.000]  正如我們這班信徒
[00:19:51.000 --> 00:19:54.000]  我們也都很清晰地知道
[00:19:54.000 --> 00:19:57.000]  在地上我們所擁有的一切
[00:19:57.000 --> 00:20:00.000]  都是耶穌基督委託給我們
[00:20:00.000 --> 00:20:03.000]  我們只是做一個管家
[00:20:03.000 --> 00:20:05.000]  我們的健康
[00:20:05.000 --> 00:20:07.000]  我們自己的一些成就
[00:20:07.000 --> 00:20:09.000]  我們家裡的財富
[00:20:09.000 --> 00:20:11.000]  我們的子女
[00:20:11.000 --> 00:20:13.000]  全部都不是我們的
[00:20:13.000 --> 00:20:15.000]  是耶穌交給我們
[00:20:15.000 --> 00:20:18.000]  叫我們去託管
[00:20:18.000 --> 00:20:19.000]  我們所做的
[00:20:19.000 --> 00:20:24.000]  是要按時準時地去做每一樣事情
[00:20:24.000 --> 00:20:26.000]  訂量的
[00:20:26.000 --> 00:20:28.000]  按著主人的吩咐
[00:20:28.000 --> 00:20:33.000]  來去處理各樣的事情就行了
[00:20:33.000 --> 00:20:34.000]  各位姐妹
[00:20:34.000 --> 00:20:36.000]  生命當中
[00:20:36.000 --> 00:20:39.000]  不是在乎我們擁有多少東西
[00:20:39.000 --> 00:20:41.000]  因為這些全部都是
[00:20:41.000 --> 00:20:43.000]  上帝來藉著聖靈
[00:20:43.000 --> 00:20:46.000]  所分配給我們的
[00:20:46.000 --> 00:20:48.000]  所以或多或少
[00:20:48.000 --> 00:20:51.000]  都是上帝所給過我們的
[00:20:51.000 --> 00:20:53.000]  上帝的要求
[00:20:53.000 --> 00:20:55.000]  或者耶穌基督的要求
[00:20:55.000 --> 00:20:57.000]  就是要我們善用
[00:20:57.000 --> 00:21:00.000]  祂所給我們的一切
[00:21:00.000 --> 00:21:02.000]  祂給我們的健康
[00:21:02.000 --> 00:21:05.000]  給我們的成就
[00:21:05.000 --> 00:21:07.000]  給我們的家庭子女
[00:21:07.000 --> 00:21:12.000]  我們怎樣去好好的去處理
[00:21:12.000 --> 00:21:14.000]  運用
[00:21:14.000 --> 00:21:18.000]  大家有沒有吃過桂格燕麥片
[00:21:18.000 --> 00:21:20.000]  對不起我幫他買了告白磚
[00:21:20.000 --> 00:21:24.000]  他的創辦人
