
[00:00:00.000 --> 00:00:02.000]  各位大型姊妹平安
[00:03:36.000 --> 00:03:38.000]  當你的團隊或一班弟兄姊妹
[00:03:38.000 --> 00:03:40.000]  他們的性格是很不同的
[00:03:40.000 --> 00:03:42.000]  大家都會知道
[00:03:42.000 --> 00:03:44.000]  有些可能做得快些或慢些
[00:03:44.000 --> 00:03:46.000]  開幸福小組就知道了
[00:03:46.000 --> 00:03:48.000]  整個團隊裏面很辛苦
[00:03:48.000 --> 00:03:50.000]  最初合作的時候
[00:03:50.000 --> 00:03:52.000]  但神都會用
[00:03:52.000 --> 00:03:54.000]  大家在裏面的屬靈
[00:03:54.000 --> 00:03:56.000]  亦都很不同
[00:03:56.000 --> 00:03:58.000]  有些人是很有信心
[00:03:58.000 --> 00:04:00.000]  有些人是很害怕很擔心
[00:04:00.000 --> 00:04:02.000]  但記住一件事
[00:04:02.000 --> 00:04:04.000]  只要在裏面大家是同心
[00:04:04.000 --> 00:04:06.000]  就能夠幫助到
[00:04:06.000 --> 00:04:08.000]  困境裏面的人
[00:04:08.000 --> 00:04:10.000]  在聖經裏面
[00:04:10.000 --> 00:04:12.000]  神就會用好像你所見的巴拉將軍
[00:04:12.000 --> 00:04:14.000]  縱然他雖然是將軍
[00:04:14.000 --> 00:04:16.000]  但他沒有信心也好
[00:04:16.000 --> 00:04:18.000]  就是被底波拉
[00:04:18.000 --> 00:04:20.000]  如何燃點起他心裏面的信心
[00:04:20.000 --> 00:04:22.000]  在裏面
[00:04:22.000 --> 00:04:24.000]  一起帶來以色列裏面
[00:04:24.000 --> 00:04:26.000]  在困苦時期的一個很大的拯救
[00:04:26.000 --> 00:04:28.000]  我們一起看看經文裏面
[00:04:28.000 --> 00:04:30.000]  先看看當時以色列人
[00:04:30.000 --> 00:04:32.000]  被欺壓的一些原因
[00:04:32.000 --> 00:04:34.000]  在裏面我們先看
[00:04:34.000 --> 00:04:36.000]  《伊斯基第四章》第一到第三節
[00:04:36.000 --> 00:04:38.000]  如果可以的話
[00:04:38.000 --> 00:04:40.000]  不如和我一起大聲讀出來
[00:04:40.000 --> 00:04:42.000]  好嗎?
[00:04:42.000 --> 00:04:44.000]  好,預備
[00:04:44.000 --> 00:04:46.000]  1,2,3
[00:04:46.000 --> 00:04:48.000]  「已忽死後,以色列人又行耶和華眼中看迷惡的事
[00:04:48.000 --> 00:04:50.000]  耶和華就把他們賦予在
[00:04:50.000 --> 00:04:52.000]  下所作王的加南王耶賓手中
[00:04:52.000 --> 00:04:54.000]  他的將軍是細細拉
[00:04:54.000 --> 00:04:56.000]  住在外邦人的夏羅切
[00:04:56.000 --> 00:04:58.000]  耶賓王有鐵車
[00:04:58.000 --> 00:05:00.000]  和一把鐵鞋
[00:05:00.000 --> 00:05:02.000]  在他手中
[00:05:02.000 --> 00:05:04.000]  耶賓王有鐵車
[00:05:04.000 --> 00:05:06.000]  九百兩
[00:05:06.000 --> 00:05:08.000]  他大大欺壓以色列人二十年
[00:05:08.000 --> 00:05:10.000]  以色列人就呼求耶和華
[00:05:10.000 --> 00:05:12.000]  聖經裏面形容到
[00:05:12.000 --> 00:05:14.000]  一個之前的士師
[00:05:14.000 --> 00:05:16.000]  死了,以色列人又行
[00:05:16.000 --> 00:05:18.000]  耶和華眼中看迷惡的事
[00:05:18.000 --> 00:05:20.000]  各位頂英姊妹
[00:05:20.000 --> 00:05:22.000]  以色列人
[00:05:22.000 --> 00:05:24.000]  為何落到被欺壓的原因
[00:05:24.000 --> 00:05:26.000]  當你看剛才的經文時
[00:05:26.000 --> 00:05:28.000]  原來是他們先離開了神
[00:05:28.000 --> 00:05:30.000]  他們在裏面
[00:05:30.000 --> 00:05:32.000]  離開神
[00:05:32.000 --> 00:05:34.000]  行自己眼中看迷惡的事
[00:05:34.000 --> 00:05:36.000]  今天很多人
[00:05:36.000 --> 00:05:38.000]  就是這樣,和現代人一樣
[00:05:38.000 --> 00:05:40.000]  他可能信了主
[00:05:40.000 --> 00:05:42.000]  但他心裏面仍對神很藐視
[00:05:42.000 --> 00:05:44.000]  我想怎樣就怎樣
[00:05:44.000 --> 00:05:46.000]  或者我看看神
[00:05:46.000 --> 00:05:48.000]  怎樣去面對我
[00:05:48.000 --> 00:05:50.000]  各位頂英姊妹,你和我可能都經過
[00:05:50.000 --> 00:05:52.000]  有這樣的日子
[00:05:52.000 --> 00:05:54.000]  這樣的時間,但我想讓大家知道
[00:05:54.000 --> 00:05:56.000]  當我們離開神的時候
[00:05:56.000 --> 00:05:58.000]  經文裏面提醒我們一件事
[00:05:58.000 --> 00:06:00.000]  可能神不會在那一刻
[00:06:00.000 --> 00:06:02.000]  再保護我們
[00:06:02.000 --> 00:06:04.000]  但神會管教
[00:06:04.000 --> 00:06:06.000]  你發現到神去管教這班
[00:06:06.000 --> 00:06:08.000]  離開神的意識人的方式
[00:06:08.000 --> 00:06:10.000]  就是容讓在北面
[00:06:10.000 --> 00:06:12.000]  的下所王耶賓
[00:06:12.000 --> 00:06:14.000]  來欺壓他們
[00:06:14.000 --> 00:06:16.000]  但一看經文時
[00:06:16.000 --> 00:06:18.000]  一共欺壓了多久
[00:06:18.000 --> 00:06:20.000]  二十年這麼長的時間
[00:06:20.000 --> 00:06:22.000]  有時我會想,為何不快些悔改呢
[00:06:22.000 --> 00:06:24.000]  不快些馬上回轉呢
[00:06:24.000 --> 00:06:26.000]  但你發現到
[00:06:26.000 --> 00:06:28.000]  人在裏面
[00:06:28.000 --> 00:06:30.000]  對罪
[00:06:30.000 --> 00:06:32.000]  是會慢慢麻木的
[00:06:32.000 --> 00:06:36.000]  當你看經文時
[00:06:36.000 --> 00:06:38.000]  你會發現
[00:06:38.000 --> 00:06:40.000]  耶穌最初是八年
[00:06:40.000 --> 00:06:42.000]  被米索波大米王
[00:06:42.000 --> 00:06:44.000]  欺壓他們
[00:06:44.000 --> 00:06:46.000]  八年他就呼求了
[00:06:46.000 --> 00:06:48.000]  然後在摩訶王再欺壓他們
[00:06:48.000 --> 00:06:50.000]  十八年才呼求
[00:06:50.000 --> 00:06:52.000]  但到今天,竟然在二十年的時間裏
[00:06:52.000 --> 00:06:54.000]  他才是呼求神
[00:06:54.000 --> 00:06:56.000]  原來在裏面
[00:06:56.000 --> 00:06:58.000]  犯罪的日子
[00:06:58.000 --> 00:07:00.000]  有時真是
[00:07:00.000 --> 00:07:02.000]  這種痛苦
[00:07:02.000 --> 00:07:04.000]  是會慢慢越來越麻木
[00:07:04.000 --> 00:07:06.000]  甚至去到一個地步
[00:07:06.000 --> 00:07:08.000]  你和我可能經歷過想逃避
[00:07:08.000 --> 00:07:10.000]  又不想面對
[00:07:10.000 --> 00:07:12.000]  我不知道你有沒有同樣
[00:07:12.000 --> 00:07:14.000]  活在一個這樣的經歷裏
[00:07:14.000 --> 00:07:16.000]  有時自己
[00:07:16.000 --> 00:07:18.000]  對罪這件事已經
[00:07:18.000 --> 00:07:20.000]  慢慢慢慢,算了
[00:07:20.000 --> 00:07:22.000]  遲些會沒事的
[00:07:22.000 --> 00:07:24.000]  但殊不知自己已經跌入了深渦裏
[00:07:24.000 --> 00:07:26.000]  越來越在當中
[00:07:26.000 --> 00:07:28.000]  沒有再和神的關係
[00:07:28.000 --> 00:07:30.000]  越來越遠離
[00:07:30.000 --> 00:07:32.000]  在我自己的教會裏
[00:07:32.000 --> 00:07:34.000]  有一次
[00:07:34.000 --> 00:07:36.000]  在晚上,星期三晚
[00:07:36.000 --> 00:07:38.000]  我們都有祈禱會
[00:07:38.000 --> 00:07:40.000]  一班弟子一起祈禱時
[00:07:40.000 --> 00:07:42.000]  突然有個人走上來教會
[00:07:42.000 --> 00:07:44.000]  我不認識他
[00:07:44.000 --> 00:07:46.000]  他說他見過我
[00:07:46.000 --> 00:07:48.000]  在派對裏面
[00:07:48.000 --> 00:07:50.000]  他說他很想跪在
[00:07:50.000 --> 00:07:52.000]  十字架面前去祈禱
[00:07:52.000 --> 00:07:54.000]  他說
[00:07:54.000 --> 00:07:56.000]  他是一個三十多歲的年青人
[00:07:56.000 --> 00:07:58.000]  原來他正正面對的
[00:07:58.000 --> 00:08:00.000]  就是在他的
[00:08:00.000 --> 00:08:02.000]  前妻裏面
[00:08:02.000 --> 00:08:04.000]  要追他的贍養費
[00:08:04.000 --> 00:08:06.000]  他經濟壓力很大
[00:08:06.000 --> 00:08:08.000]  他也是一個懲教署工作裏面的人
[00:08:08.000 --> 00:08:10.000]  工作壓力大到一個地步
[00:08:10.000 --> 00:08:12.000]  很重要
[00:08:12.000 --> 00:08:14.000]  他咳嗽又很厲害
[00:08:14.000 --> 00:08:16.000]  他說他很想在自己
[00:08:16.000 --> 00:08:18.000]  決定要去自殺之前
[00:08:18.000 --> 00:08:20.000]  他很想在耶穌面前
[00:08:20.000 --> 00:08:22.000]  跟祂說再見
[00:08:22.000 --> 00:08:26.000]  人真的會去到一個地步
[00:08:26.000 --> 00:08:28.000]  原來真的是
[00:08:28.000 --> 00:08:30.000]  走投無路
[00:08:30.000 --> 00:08:32.000]  我捉住他,再跟他聊天時
[00:08:32.000 --> 00:08:34.000]  原來發現他在
[00:08:34.000 --> 00:08:36.000]  中學的時間裏面,他已經認識了
[00:08:36.000 --> 00:08:38.000]  十幾年的時間裏面
[00:08:38.000 --> 00:08:40.000]  十幾二十年的時間裏面
[00:08:40.000 --> 00:08:42.000]  他一直都離開了
[00:08:42.000 --> 00:08:44.000]  一直在自己的生活裏面
[00:08:44.000 --> 00:08:46.000]  被很多罪綁住了
[00:08:46.000 --> 00:08:48.000]  被很多罪綁住了
[00:08:48.000 --> 00:08:50.000]  很感恩
[00:08:50.000 --> 00:08:52.000]  在那一次裏面,在去年九月
[00:08:52.000 --> 00:08:54.000]  我認識了他之後,一直跟他一起
[00:08:54.000 --> 00:08:56.000]  每個星期都會跟他一起見面
[00:08:56.000 --> 00:08:58.000]  聊天
[00:08:58.000 --> 00:09:00.000]  十一月再帶了他去幸福小組
[00:09:00.000 --> 00:09:02.000]  在去年的時候
[00:09:02.000 --> 00:09:04.000]  在幸福小組再一次重新
[00:09:04.000 --> 00:09:06.000]  在位身,在署裏面相處的時候
[00:09:06.000 --> 00:09:08.000]  今天,在裏面
[00:09:08.000 --> 00:09:10.000]  剛剛七月
[00:09:10.000 --> 00:09:12.000]  他很感恩,他已經準備了
[00:09:12.000 --> 00:09:14.000]  他在教會裏面一直成長
[00:09:14.000 --> 00:09:16.000]  過著一個健康的基督徒的生活裏面
[00:09:16.000 --> 00:09:18.000]  他決定在裏面
[00:09:18.000 --> 00:09:20.000]  受洗,受浸,加入教會裏面
[00:09:20.000 --> 00:09:22.000]  各位弟兄姊妹
[00:09:22.000 --> 00:09:24.000]  今天在你們身邊
[00:09:24.000 --> 00:09:26.000]  我不知道會不會同樣都有很多
[00:09:26.000 --> 00:09:28.000]  類似這些朋友
[00:09:28.000 --> 00:09:32.000]  他的生命裏面可能被綁得很緊要
[00:09:32.000 --> 00:09:34.000]  他正正需要在當中
[00:09:34.000 --> 00:09:36.000]  我們去進入他的生命裏面
[00:09:36.000 --> 00:09:38.000]  去讓神的訊息,去鼓勵他
[00:09:38.000 --> 00:09:40.000]  提醒他,但有時你說
[00:09:40.000 --> 00:09:42.000]  可能牧師
[00:09:42.000 --> 00:09:44.000]  我經常提醒我自己
[00:09:44.000 --> 00:09:46.000]  在裏面,會不會有時
[00:09:46.000 --> 00:09:48.000]  我自己離開了神都不知道
[00:09:48.000 --> 00:09:50.000]  或者在裏面
[00:09:50.000 --> 00:09:52.000]  越來越在當中
[00:09:52.000 --> 00:09:54.000]  和神的關係越來越疏遠
[00:09:54.000 --> 00:09:56.000]  我所說的不是犯罪,不一定我們做得很差
[00:09:56.000 --> 00:09:58.000]  或者有時
[00:09:58.000 --> 00:10:00.000]  我想提,會不會有種
[00:10:00.000 --> 00:10:02.000]  自我感覺良好
[00:10:02.000 --> 00:10:04.000]  今天頂姐妹有一個很挑戰的問題
[00:10:04.000 --> 00:10:06.000]  就是我覺得
[00:10:06.000 --> 00:10:08.000]  有時我們在裏面
[00:10:08.000 --> 00:10:10.000]  我都OK,我又回崇拜
[00:10:10.000 --> 00:10:12.000]  我又回團契
[00:10:12.000 --> 00:10:14.000]  或者有小組
[00:10:14.000 --> 00:10:16.000]  我都覺得自己很熱心
[00:10:16.000 --> 00:10:18.000]  我自己都做得不錯
[00:10:18.000 --> 00:10:20.000]  各位頂姐妹
[00:10:20.000 --> 00:10:22.000]  但容若牧師一直想提醒
[00:10:22.000 --> 00:10:24.000]  彼此提醒
[00:10:24.000 --> 00:10:26.000]  會不會我們只不過
[00:10:26.000 --> 00:10:30.000]  自己將耶穌做門徒的標準
[00:10:30.000 --> 00:10:32.000]  降低了
[00:10:32.000 --> 00:10:34.000]  就好像老弟家教會一樣
[00:10:34.000 --> 00:10:36.000]  老弟家教會覺得自己
[00:10:36.000 --> 00:10:38.000]  我都很好
[00:10:38.000 --> 00:10:40.000]  其實他是溫水
[00:10:40.000 --> 00:10:42.000]  以為自己是熱水
[00:10:42.000 --> 00:10:44.000]  保羅就提醒他們
[00:10:44.000 --> 00:10:46.000]  其實你是不冷不熱的溫水
[00:10:46.000 --> 00:10:48.000]  有時比冷水更自知不足
[00:10:48.000 --> 00:10:50.000]  為甚麼
[00:10:50.000 --> 00:10:52.000]  因為你愛這個世界
[00:10:52.000 --> 00:10:54.000]  其實心裏面
[00:10:54.000 --> 00:10:56.000]  你顧念自己
[00:10:56.000 --> 00:10:58.000]  是真正多過真的活出愛
[00:10:58.000 --> 00:11:00.000]  這個正正就是提醒
[00:11:00.000 --> 00:11:02.000]  我自己的生命裏面
[00:11:02.000 --> 00:11:04.000]  做完我一個牧師
[00:11:04.000 --> 00:11:06.000]  我和上帝之間的關係如何
[00:11:06.000 --> 00:11:08.000]  是否我自己遠離了祂
[00:11:08.000 --> 00:11:10.000]  我都不知道
[00:11:10.000 --> 00:11:12.000]  所以我經常提醒我的弟兄姊妹
[00:11:12.000 --> 00:11:14.000]  在當中有一句說話
[00:11:14.000 --> 00:11:16.000]  神的隊友說
[00:11:16.000 --> 00:11:18.000]  老闆叫你千萬不要這樣做
[00:11:18.000 --> 00:11:20.000]  老闆叫你一定會做到死
[00:11:20.000 --> 00:11:22.000]  但耶穌叫你死不做
[00:11:22.000 --> 00:11:24.000]  我不是說老闆叫我們做事不做
[00:11:24.000 --> 00:11:26.000]  不是富哥罵死我的情況
[00:11:26.000 --> 00:11:28.000]  但會不會耶穌真的要求上
[00:11:28.000 --> 00:11:30.000]  我們願意走出去
[00:11:30.000 --> 00:11:32.000]  多走一步
[00:11:32.000 --> 00:11:34.000]  各位弟兄姊妹
[00:11:34.000 --> 00:11:36.000]  各位弟兄姊妹
[00:11:36.000 --> 00:11:40.000]  縱然我們真的面對很多困境裏面的人
[00:11:40.000 --> 00:11:46.000]  但我看到上帝仍然會用很多福音裏面的神的隊友
[00:11:46.000 --> 00:11:48.000]  或者幸福小組裏面的弟兄姊妹
[00:11:48.000 --> 00:11:52.000]  真的幫助在很多犯罪的麻木
[00:11:52.000 --> 00:11:54.000]  或生活裏面在當中已經離開神的人
[00:11:54.000 --> 00:11:58.000]  但如果你真的願意在裏面
[00:11:58.000 --> 00:12:00.000]  讓福音進入到他們的生命
[00:12:00.000 --> 00:12:02.000]  我想告訴你
[00:12:02.000 --> 00:12:04.000]  福音在你生命裏面是一個很大的
[00:12:04.000 --> 00:12:06.000]  不是傳給他們的
[00:12:06.000 --> 00:12:10.000]  是一個很重要的特質
[00:12:10.000 --> 00:12:12.000]  有兩種特質在今日的時詩記裏面
[00:12:12.000 --> 00:12:14.000]  我想和大家分享
[00:12:14.000 --> 00:12:18.000]  第一種特質在第四到第七節裏面
[00:12:18.000 --> 00:12:20.000]  第一樣就是神的隊友
[00:12:20.000 --> 00:12:22.000]  是必定要有高度信靠的
[00:12:22.000 --> 00:12:24.000]  信心的神的隊友
[00:12:24.000 --> 00:12:26.000]  是一定要很有信心的
[00:12:26.000 --> 00:12:28.000]  在這封工作裏面
[00:12:28.000 --> 00:12:30.000]  我一起大聲讀第四到第五節
[00:12:30.000 --> 00:12:32.000]  請大家幫我
[00:12:32.000 --> 00:12:34.000]  預備
[00:12:34.000 --> 00:12:36.000]  1 2 3
[00:12:36.000 --> 00:12:38.000]  有一位女仙之名叫底波拉
[00:12:38.000 --> 00:12:40.000]  是拉多美的妻
[00:12:40.000 --> 00:12:42.000]  當時作以色列的事事
[00:12:42.000 --> 00:12:48.000]  她住在以法連山地拉瑪和伯特利中間
[00:12:48.000 --> 00:12:50.000]  在底波拉的中樹下
[00:12:50.000 --> 00:12:54.000]  以色列人都上她那裏去聽判斷
[00:12:54.000 --> 00:12:56.000]  當面對欺壓的時候
[00:12:56.000 --> 00:12:58.000]  其實今日的人一樣
[00:12:58.000 --> 00:13:00.000]  他們無助無盼望的時候
[00:13:00.000 --> 00:13:04.000]  以色列人就去到南部拉瑪那裏
[00:13:04.000 --> 00:13:06.000]  去找那個事事底波拉
[00:13:06.000 --> 00:13:08.000]  尋求解決方法
[00:13:08.000 --> 00:13:10.000]  可能今日有些人會來找你
[00:13:10.000 --> 00:13:12.000]  或者牧師找傳道
[00:13:12.000 --> 00:13:14.000]  找不同的人
[00:13:14.000 --> 00:13:16.000]  我們看看底波拉當時怎樣
[00:13:16.000 --> 00:13:18.000]  去吩咐他做一個多大的挑戰
[00:13:18.000 --> 00:13:22.000]  我一起大聲讀第六到第七節
[00:13:22.000 --> 00:13:24.000]  預備
[00:13:24.000 --> 00:13:26.000]  1 2 3
[00:13:26.000 --> 00:13:28.000]  拿忽他利的基底師
[00:13:28.000 --> 00:13:32.000]  張亞比拉閹的兒子巴拉趙了來
[00:13:32.000 --> 00:13:35.000]  對他說:耶和華以色列的神
[00:13:35.000 --> 00:13:40.000]  吩咐你說:你率領一萬拿忽他利和西布倫人
[00:13:40.000 --> 00:13:42.000]  上他朴山
[00:13:42.000 --> 00:13:45.000]  我必使耶賓的將軍西西拉
[00:13:45.000 --> 00:13:48.000]  率領他的車輛和全軍
[00:13:48.000 --> 00:13:51.000]  往基遜河到你那裏去
[00:13:51.000 --> 00:13:54.000]  我必將他交在你手中
[00:13:54.000 --> 00:13:58.000]  你發現底波拉提出一些方法
[00:13:58.000 --> 00:14:02.000]  第一件事就是底波拉叫他們在第六節裏
[00:14:02.000 --> 00:14:05.000]  去北面找一個將軍
[00:14:05.000 --> 00:14:08.000]  叫巴拉這個將軍
[00:14:08.000 --> 00:14:12.000]  想著找將軍希望能夠幫忙
[00:14:12.000 --> 00:14:14.000]  但去找他的時候
[00:14:14.000 --> 00:14:15.000]  從來沒有說過要做什麼
[00:14:15.000 --> 00:14:17.000]  你就上去找他
[00:14:17.000 --> 00:14:18.000]  然後就跟他說
[00:14:18.000 --> 00:14:19.000]  第六節裏面
[00:14:19.000 --> 00:14:21.000]  你要帶一萬人
[00:14:21.000 --> 00:14:23.000]  拿忽他利和西布倫人
[00:14:23.000 --> 00:14:26.000]  去一個地方叫他朴山
[00:14:26.000 --> 00:14:28.000]  待會兒會給大家看圖
[00:14:28.000 --> 00:14:30.000]  然後去到他朴山的時候
[00:14:30.000 --> 00:14:31.000]  第七節
[00:14:31.000 --> 00:14:34.000]  神就提醒鼓勵一件事
[00:14:34.000 --> 00:14:35.000]  就跟他說
[00:14:35.000 --> 00:14:36.000]  應許一件事
[00:14:36.000 --> 00:14:41.000]  當你上去面對這九百兩的戰車的時候
[00:14:41.000 --> 00:14:44.000]  我就會將西西拉的軍隊
[00:14:44.000 --> 00:14:45.000]  在裏面
[00:14:45.000 --> 00:14:48.000]  就會交在你手上
[00:14:48.000 --> 00:14:51.000]  但神從來沒有說過要做什麼
[00:14:51.000 --> 00:14:53.000]  沒有說過用什麼方法
[00:14:53.000 --> 00:14:54.000]  總之你去吧
[00:14:54.000 --> 00:14:55.000]  上山上面
[00:14:55.000 --> 00:14:58.000]  我就會將他們交在你手上
[00:14:58.000 --> 00:14:59.000]  如果是你
[00:14:59.000 --> 00:15:01.000]  你是巴拉
[00:15:01.000 --> 00:15:04.000]  你又不知道會發生什麼事
[00:15:04.000 --> 00:15:06.000]  你會不會聽從底波拉的吩咐
[00:15:06.000 --> 00:15:07.000]  去相信
[00:15:07.000 --> 00:15:10.000]  然後說真的會將那些軍隊
[00:15:10.000 --> 00:15:12.000]  那些敵人的軍隊
[00:15:12.000 --> 00:15:13.000]  交在你手裏
[00:15:13.000 --> 00:15:14.000]  今天一樣
[00:15:14.000 --> 00:15:16.000]  當你幸福少了的時候
[00:15:16.000 --> 00:15:18.000]  你都不知道會有什麼事發生
[00:15:18.000 --> 00:15:20.000]  不知道對方有什麼反應
[00:15:20.000 --> 00:15:21.000]  甚至在過程裏面
[00:15:21.000 --> 00:15:23.000]  你都不知道你的朋友會不會來
[00:15:23.000 --> 00:15:25.000]  會不會甩你底
[00:15:25.000 --> 00:15:28.000]  但今天你有沒有這種信心
[00:15:28.000 --> 00:15:30.000]  在神裏面完全相信的
[00:15:30.000 --> 00:15:32.000]  一個高度信仰的信心
[00:15:32.000 --> 00:15:34.000]  在裏面去面對
[00:15:34.000 --> 00:15:36.000]  看這個圖你就會看到
[00:15:36.000 --> 00:15:39.000]  西西拉的軍隊
[00:15:39.000 --> 00:15:41.000]  這裏是在北面
[00:15:41.000 --> 00:15:44.000]  上了去塔朴山上
[00:15:44.000 --> 00:15:46.000]  然後西西拉的軍隊
[00:15:46.000 --> 00:15:48.000]  就在下面
[00:15:48.000 --> 00:15:50.000]  900輛戰車
[00:15:50.000 --> 00:15:52.000]  隨時在下面圍繞著
[00:15:52.000 --> 00:15:54.000]  一攻上來的時候
[00:15:54.000 --> 00:15:57.000]  一萬人就沒有能力去面對
[00:15:57.000 --> 00:16:00.000]  神從來沒有說過任何的方法
[00:16:00.000 --> 00:16:02.000]  或者會發生任何事
[00:16:02.000 --> 00:16:03.000]  但你要做的
[00:16:03.000 --> 00:16:07.000]  就是一個冒險的信心
[00:16:07.000 --> 00:16:10.000]  各位頂姐妹
[00:16:10.000 --> 00:16:12.000]  我想你們都會和我一樣
[00:16:12.000 --> 00:16:14.000]  會經歷過一些很艱難的日子
[00:16:14.000 --> 00:16:16.000]  或者都會曾經試過
[00:16:16.000 --> 00:16:18.000]  很高度信靠神
[00:16:18.000 --> 00:16:21.000]  去得到上帝開路
[00:16:21.000 --> 00:16:23.000]  或者大靈
[00:16:23.000 --> 00:16:24.000]  但如果今天
[00:16:24.000 --> 00:16:26.000]  真的在科幻工作裏面
[00:16:26.000 --> 00:16:28.000]  就去傳道或者
