
[00:00:00.000 --> 00:00:02.000]  好了 各位姐妹晚安
[00:02:14.080 --> 00:02:18.520]  所以在神學家的描述裏面
[00:02:18.520 --> 00:02:21.280]  這個叫做歷史的敘事文體
[00:02:21.280 --> 00:02:25.360]  所以我們大概有一個這樣的觀念
[00:02:25.360 --> 00:02:27.240]  我們這樣看的時候
[00:02:27.240 --> 00:02:31.080]  我們就能夠從裏面的佈局
[00:02:31.080 --> 00:02:33.200]  從經文的發展
[00:02:33.200 --> 00:02:36.600]  我們就能夠看到神的救贖
[00:02:36.600 --> 00:02:41.120]  所以我們就從這個角度去看《出埃及記》
[00:02:41.120 --> 00:02:42.560]  其實很好看的
[00:02:42.560 --> 00:02:46.640]  還有你會看到神的手不斷出現
[00:02:46.640 --> 00:02:49.280]  當然他也透過摩西
[00:02:49.280 --> 00:02:55.240]  透過他被他揀選的人來成為代言人
[00:02:55.240 --> 00:02:57.640]  這個你可以告訴我們
[00:02:57.640 --> 00:03:01.120]  就是在其後的舊約
[00:03:01.120 --> 00:03:02.600]  特別是《先知書》
[00:03:02.600 --> 00:03:06.240]  神就正正式式有一些很清楚
[00:03:06.240 --> 00:03:08.480]  神揀選的代言人
[00:03:08.480 --> 00:03:11.280]  所以這些就是先知的角色
[00:03:11.280 --> 00:03:14.320]  所以這個《出埃及記》
[00:03:14.320 --> 00:03:17.240]  其實整個的主題是很簡單的
[00:03:17.240 --> 00:03:21.000]  因為它是剛剛坐落在以色列人
[00:03:21.000 --> 00:03:26.920]  透過阿富汗
[00:03:26.920 --> 00:03:29.880]  接著就是以色 瓦國
[00:03:29.880 --> 00:03:32.080]  瓦國的兒子 第四代了
[00:03:32.080 --> 00:03:34.560]  第四代就是約瑟
[00:03:34.560 --> 00:03:38.920]  當然約瑟還有11個兄弟
[00:03:38.920 --> 00:03:41.920]  但是以約瑟為重要的單位
[00:03:41.920 --> 00:03:45.360]  約瑟就成為了埃及的宰相
[00:03:45.360 --> 00:03:47.720]  拯救了那個時代
[00:03:47.720 --> 00:03:52.600]  因為大饑荒而來的拯救
[00:03:52.600 --> 00:03:56.120]  所以埃及人就很感謝他
[00:03:56.120 --> 00:04:00.440]  所以他因為約瑟的緣故
[00:04:00.440 --> 00:04:03.960]  這個民族 以色列人或者希伯來人
[00:04:03.960 --> 00:04:08.520]  就可以在埃及很安然的居住
[00:04:08.520 --> 00:04:11.320]  安然居住又怎麼樣呢?
[00:04:11.320 --> 00:04:13.720]  這個是不是一個結局呢?
[00:04:13.720 --> 00:04:15.040]  當然一定不是
[00:04:15.040 --> 00:04:18.600]  所以就是出埃及 就是離開埃及
[00:04:18.600 --> 00:04:22.000]  這個Exodus就是希伯來文
[00:04:22.000 --> 00:04:24.000]  或者叫做離開
[00:04:24.000 --> 00:04:27.480]  所以如果原文的《巴西五經》
[00:04:27.480 --> 00:04:32.160]  每一個一卷書的開頭就是頭一句
[00:04:32.160 --> 00:04:35.120]  所以離開就是出埃及記
[00:04:35.120 --> 00:04:36.480]  所以也是對的
[00:04:36.480 --> 00:04:38.960]  用中文的我們的和合本
[00:04:38.960 --> 00:04:43.240]  出埃及記是一個敘事的記錄
[00:04:43.240 --> 00:04:45.320]  所以這裡告訴我們
[00:04:45.320 --> 00:04:51.160]  就是從埃及離開進入迦南英許之地
[00:04:51.160 --> 00:04:55.360]  大體上這一段書
[00:04:55.360 --> 00:04:58.760]  你可以有很簡單的三個大的段落
[00:04:58.760 --> 00:05:03.320]  一到第十八章就是提到神的救贖
[00:05:03.320 --> 00:05:06.000]  當然就是藉著摩西
[00:05:06.000 --> 00:05:08.760]  這裡就有好幾章
[00:05:08.760 --> 00:05:12.480]  一到第四章就是揀選摩西
[00:05:12.480 --> 00:05:18.880]  接著就開始整理好摩西的心情
[00:05:18.880 --> 00:05:21.280]  他願意成為代言人
[00:05:21.280 --> 00:05:24.840]  又敢於回到埃及
[00:05:24.840 --> 00:05:31.280]  和當時的法老來討價還價
[00:05:31.280 --> 00:05:36.160]  來帶領自己的族民離開埃及
[00:05:36.160 --> 00:05:37.680]  去到英許之地
[00:05:37.680 --> 00:05:43.040]  接著應該就是法老的抵抗
[00:05:43.040 --> 00:05:47.120]  出爾反爾 不肯接受
[00:05:47.120 --> 00:05:53.200]  就帶來神要用那個十災來對付埃及
[00:05:53.200 --> 00:05:57.560]  輾轉以色列人就要過紅海
[00:05:57.560 --> 00:05:59.600]  接著抗野的情況
[00:05:59.600 --> 00:06:01.920]  所以這裡第十八章
[00:06:01.920 --> 00:06:05.600]  就是他們去到西乃山腳的時候
[00:06:05.600 --> 00:06:07.840]  所以第二個大段落
[00:06:07.840 --> 00:06:09.160]  又是很清楚的
[00:06:09.160 --> 00:06:11.440]  就是神和以色列人
[00:06:11.440 --> 00:06:16.080]  以十災為最重要的標準
[00:06:16.080 --> 00:06:18.600]  那個綱領來納約
[00:06:18.600 --> 00:06:24.440]  就是說以色列人不再是一個奴隸的國度
[00:06:24.440 --> 00:06:28.640]  接著就成為神兒女的國度
[00:06:28.640 --> 00:06:31.680]  一直去到二十四章
[00:06:31.680 --> 00:06:35.920]  二十五到四十章就有兩個段落
[00:06:35.920 --> 00:06:42.000]  應該是三十二章做那個分界
[00:06:42.000 --> 00:06:44.880]  就是摩西上西乃山
[00:06:44.880 --> 00:06:47.040]  其實很簡單的
[00:06:47.040 --> 00:06:48.480]  二十五到四十章
[00:06:48.480 --> 00:06:50.680]  我們用同在
[00:06:50.680 --> 00:06:52.520]  什麼叫同在呢?
[00:06:52.520 --> 00:06:58.600]  就是神既然選了希伯來這個民族
[00:06:58.600 --> 00:07:03.880]  神就應許在他們日加拿
[00:07:03.880 --> 00:07:08.080]  以及將來都與這個民族同在
[00:07:08.080 --> 00:07:09.400]  神的同在
[00:07:09.400 --> 00:07:11.600]  所以神的同在
[00:07:11.600 --> 00:07:12.880]  他講了就可以了
[00:07:12.880 --> 00:07:13.680]  但不是的
[00:07:13.680 --> 00:07:16.800]  因為神要住在百姓當中
[00:07:16.800 --> 00:07:19.600]  就需要有一個回望
[00:07:19.600 --> 00:07:22.200]  需要有一些保護
[00:07:22.200 --> 00:07:23.800]  不是保護神
[00:07:23.800 --> 00:07:26.080]  是保護以色列人
[00:07:26.080 --> 00:07:27.920]  因為神的同在
[00:07:27.920 --> 00:07:32.720]  就帶來他們能夠親近這位聖潔的神
[00:07:32.720 --> 00:07:35.640]  所以就需要做一個回望
[00:07:35.640 --> 00:07:38.080]  所以由二十五章到四十章
[00:07:38.080 --> 00:07:42.120]  是在講神頒佈了那些規條
[00:07:42.120 --> 00:07:44.840]  到底那個回望要怎樣做
[00:07:44.840 --> 00:07:49.920]  摩西就領受了那些在山上的設計圖之後
[00:07:49.920 --> 00:07:52.640]  下山之後就突然間三十二章
[00:07:52.640 --> 00:07:56.320]  就有一個金流瀑的事件
[00:07:56.320 --> 00:07:58.240]  就擾攘了一段時間
[00:07:58.240 --> 00:08:01.200]  後來重新再講
[00:08:01.200 --> 00:08:05.440]  這次就不是神講的那個設計圖
[00:08:05.440 --> 00:08:07.800]  而是摩西找了兩個人
[00:08:07.800 --> 00:08:11.840]  給撒列、阿荷利、阿伯兩個設計師
[00:08:11.840 --> 00:08:15.520]  可以做很精細的手工的
[00:08:15.520 --> 00:08:17.480]  這兩個設計師
[00:08:17.480 --> 00:08:21.680]  來帶領著回眾做好那個回望
[00:08:21.680 --> 00:08:24.920]  當然要收集很多的物資
[00:08:24.920 --> 00:08:29.000]  金銀銅或者一些的懷墨
[00:08:29.000 --> 00:08:32.720]  那些的卷、那些的布、海狗皮等等
[00:08:32.720 --> 00:08:34.920]  還有一些木樁等等
[00:08:34.920 --> 00:08:37.880]  這樣來收集就做好了回望
[00:08:37.880 --> 00:08:40.600]  所以整個《春埃及記》
[00:08:40.600 --> 00:08:43.720]  就是大概上是這三個大卷
[00:08:43.720 --> 00:08:50.480]  其實你已經掌握到整本書的脈絡和氣氛
[00:08:50.480 --> 00:08:53.960]  就是說神救了這個民族
[00:08:53.960 --> 00:08:59.160]  神要這個民族從此有一個新的身份定位
[00:08:59.160 --> 00:09:01.440]  就是神的選民
[00:09:01.440 --> 00:09:07.920]  就在眾多當時的加拿大拜偶像的民族當中
[00:09:07.920 --> 00:09:10.160]  他們不是特別的標籤
[00:09:10.160 --> 00:09:11.360]  不是特別的聰明
[00:09:11.360 --> 00:09:13.360]  更加不是特別的敬虔
[00:09:13.360 --> 00:09:15.600]  都是同一般的人一樣
[00:09:15.600 --> 00:09:19.880]  不過只因為有他們的祖宗阿伯拉罕
[00:09:19.880 --> 00:09:26.400]  曾經遇見神 神帶他離開這個加拿大的梧椅
[00:09:26.400 --> 00:09:30.440]  就是有法拉底河 底加里斯河的那個地方
[00:09:30.440 --> 00:09:35.600]  輾轉就去到以色列的地方來去寄居
[00:09:35.600 --> 00:09:40.040]  所以那個約就是從阿伯拉罕開始的
[00:09:40.040 --> 00:09:42.480]  所以現在你可以想像得到
[00:09:42.480 --> 00:09:45.440]  《春埃及記》就等於是神要找數
[00:09:45.440 --> 00:09:49.920]  神的時間到 神的那個計劃的時間到
[00:09:49.920 --> 00:09:54.000]  神就真是以整個的以色列民族
[00:09:54.000 --> 00:09:58.080]  來去拯救他們 離開了這個維羅斯加
[00:09:58.080 --> 00:09:59.800]  就進入加拿大
[00:09:59.800 --> 00:10:03.520]  所以他們不是特別給加拿人特別的蒙恩
[00:10:03.520 --> 00:10:07.080]  特別的蒙愛 特別的與別不同
[00:10:07.080 --> 00:10:11.840]  而是神定義透過阿伯拉罕的子孫
[00:10:11.840 --> 00:10:15.440]  來去施恩給萬族萬民
[00:10:15.440 --> 00:10:18.440]  所以這個也是一個很重要的
[00:10:18.440 --> 00:10:21.240]  在舊約的重要的信息
[00:10:21.240 --> 00:10:25.400]  所以很難怪就是加拿大書第三章
[00:10:25.400 --> 00:10:29.720]  應該是十九節 就說我們信了主耶穌
[00:10:29.720 --> 00:10:34.840]  在耶穌裏面 我們都是阿伯拉罕的子孫
[00:10:34.840 --> 00:10:38.720]  很特別的 其實同外邦人沒有需要這樣說
[00:10:38.720 --> 00:10:43.080]  為什麼要這樣說呢? 當然就是因為加拿大書
[00:10:43.080 --> 00:10:46.080]  有些猶太人還是很死硬
[00:10:46.080 --> 00:10:49.760]  就是說你們不行過禮 不做一些事情
[00:10:49.760 --> 00:10:52.600]  就不像我們這樣蒙恩的
[00:10:52.600 --> 00:10:55.240]  我們是阿伯拉罕的後裔等等
[00:10:55.240 --> 00:10:59.040]  保羅說其實不是 恩訊就可以得到恩典了
[00:10:59.040 --> 00:11:00.720]  不過我們恩訊
[00:11:00.720 --> 00:11:03.640]  我們就是屬靈的阿伯拉罕的子孫
[00:11:03.640 --> 00:11:06.920]  這樣的意思 第三章就是加拿大書
[00:11:09.240 --> 00:11:11.560]  可以和大家講一講這段經文
[00:11:11.560 --> 00:11:15.120]  因為我們都是會看阿伯拉罕
[00:11:15.120 --> 00:11:22.840]  一直都是出埃及 一定是從很遠古的納約
[00:11:22.840 --> 00:11:25.920]  來到出埃及的時候
[00:11:25.920 --> 00:11:29.120]  就兌現 就是說神的時間到
[00:11:29.120 --> 00:11:33.640]  他就進入這個以色列人的那個歷史
[00:11:33.640 --> 00:11:36.800]  所以不是以色列人的發跡史
[00:11:36.800 --> 00:11:39.840]  是神的救贖的歷史
[00:11:39.840 --> 00:11:43.840]  所以大家一定要搞清楚我們看聖經
[00:11:43.840 --> 00:11:48.040]  就不是以色列人的一些他們的過去
[00:11:48.040 --> 00:11:51.160]  例如美國史 例如歐洲史
[00:11:51.160 --> 00:11:53.640]  例如我們的香港歷史
[00:11:53.640 --> 00:11:57.840]  不是 是神救贖的計劃的那個歷史
[00:11:57.840 --> 00:12:02.120]  第三章 看看哪裏 我們不要看那麼多
[00:12:02.120 --> 00:12:06.760]  可能第26節 加拿大書的三章第26節
[00:12:06.760 --> 00:12:11.360]  他說 所以 當然這是回應上文講的
[00:12:11.360 --> 00:12:14.800]  就不是我們行律法就可以得到
[00:12:14.800 --> 00:12:18.320]  律法是我們奎摩的師父來的
[00:12:18.320 --> 00:12:22.880]  引我們去到基督那裏使我們能夠恩信稱義
[00:12:22.880 --> 00:12:27.360]  第25節 這個恩信得救的你既然來到
[00:12:27.360 --> 00:12:30.720]  我們從此就不再是師父的手下
[00:12:30.720 --> 00:12:33.040]  就是說我們不需要再守律法了
[00:12:33.040 --> 00:12:36.400]  律法是引起我們一個的認識
[00:12:36.400 --> 00:12:38.800]  對自己的身心靈的認識
[00:12:38.800 --> 00:12:43.320]  對自己能夠看到自己的一個罪性的認識
[00:12:43.320 --> 00:12:48.000]  看到自己不能夠滿足律法的要求的那個認識
[00:12:48.000 --> 00:12:51.800]  以致使我們去呼求耶穌的那個救恩
[00:12:51.800 --> 00:12:54.840]  耶穌的拯救 所以第26節
[00:12:54.840 --> 00:12:56.800]  就明顯是一個結論
[00:12:56.800 --> 00:13:01.000]  他說 所以 就是說如果我們認識自己的時候
[00:13:01.000 --> 00:13:07.000]  我們就會走到主那裏 以信來得到祂的拯救
[00:13:07.000 --> 00:13:11.600]  所以你們因信基督耶穌 都是臣的兒子
[00:13:11.600 --> 00:13:16.160]  你們受贈不入基督的 都是披戴基督了
[00:13:16.160 --> 00:13:21.800]  並不分猶太人 希臘尼人 自主 圍盧 或者男或者女
[00:13:21.800 --> 00:13:25.080]  因為你們在基督耶穌裏 都成為一了
[00:13:25.080 --> 00:13:31.640]  這個差不多是一個非常不能再改變的一個永恆的真理
[00:13:31.640 --> 00:13:35.080]  任何人在基督裏面是新造的人
[00:13:35.080 --> 00:13:38.840]  不是他自己一個人 是所有信耶穌的人
[00:13:38.840 --> 00:13:43.640]  都在神國度 神眼中 神的救贖裏面
[00:13:43.640 --> 00:13:46.480]  我們就是完全成為一
[00:13:46.480 --> 00:13:48.560]  就是說在主的眼中
[00:13:48.560 --> 00:13:52.080]  再沒有分我們地上的這些身份
[00:13:52.080 --> 00:13:57.880]  民族的階層 或者是性別等等
[00:13:57.880 --> 00:14:00.520]  而是我們大家在神的眼中
[00:14:00.520 --> 00:14:03.920]  我們有不同的恩賜 我們有不同的出身
[00:14:03.920 --> 00:14:08.680]  但是我們在救恩裏面 我們都是神兒女這個身份
[00:14:08.680 --> 00:14:12.760]  所以都是神的兒子 這個身份
[00:14:12.760 --> 00:14:16.600]  當然所以是雙重性 因為我們還活在這個地球
[00:14:16.600 --> 00:14:19.640]  還在我們那個各樣的限制底下
[00:14:19.640 --> 00:14:24.720]  但是我們在神眼中 所以我們在教會
[00:14:24.720 --> 00:14:28.520]  一個有形體的教會 就是教堂
[00:14:28.520 --> 00:14:32.840]  我們去到禮拜堂 神就是要我們不斷去訓練自己
[00:14:32.840 --> 00:14:36.440]  既是六天的一個工作的人
[00:14:36.440 --> 00:14:41.080]  一個家庭的人 一個在社會上的公民
[00:14:41.080 --> 00:14:45.120]  但是一進入到教堂 其實這個是教會
[00:14:45.120 --> 00:14:50.840]  就是在神眼中的那個普世的那個宿命身體
[00:14:50.840 --> 00:14:53.160]  我們就是神的兒子
[00:14:53.160 --> 00:14:56.280]  所以同時具備這兩個身份
[00:14:56.280 --> 00:14:58.880]  所以為什麼往往很多的抗爭
[00:14:58.880 --> 00:15:03.600]  就是我們很多時候沒有刻意去學習
[00:15:03.600 --> 00:15:08.440]  看自己是神兒子 看其他人都是神兒子
[00:15:08.440 --> 00:15:12.560]  這個課題出了一些亂
[00:15:12.560 --> 00:15:15.640]  所以我們很多時候就會有比較
[00:15:15.640 --> 00:15:20.800]  就會有很多很多不同的問題出現
[00:15:20.800 --> 00:15:24.400]  但是其實如果我們這樣明白的時候
[00:15:24.400 --> 00:15:29.240]  我們就不需要看自己過大或者過小
[00:15:29.240 --> 00:15:31.600]  但是其實講到這裡已經足夠了
[00:15:31.600 --> 00:15:33.840]  因為加泰的教會的人
[00:15:33.840 --> 00:15:36.720]  他們只需要這些分別
[00:15:36.720 --> 00:15:40.480]  就是說在救恩裏面不需要再有分別了
[00:15:40.480 --> 00:15:43.400]  怎樣可以得到救恩呢?不是去換取
[00:15:43.400 --> 00:15:47.000]  不是靠自己 而是在救恩裏面
[00:15:47.000 --> 00:15:49.560]  我們就立即是神的兒子了
[00:15:49.560 --> 00:15:52.280]  我們大家都是平等的
[00:15:52.280 --> 00:15:56.120]  在神眼中的那個領袖的身份
[00:15:56.120 --> 00:15:59.280]  不是那個恩賜 不是那個社會地位
[00:15:59.280 --> 00:16:02.720]  不是那個我們與生俱來的那個身份
[00:16:02.720 --> 00:16:06.560]  我經常說我是出生在務工區長大
[00:16:06.560 --> 00:16:08.800]  家裏是有兩個媽媽的
[00:16:08.800 --> 00:16:11.800]  那個成長是非常惡劣的
[00:16:11.800 --> 00:16:14.160]  周邊的環境惡劣
[00:16:14.160 --> 00:16:19.360]  長大已經有附近都有不同的黑社會的字頭的
[00:16:19.360 --> 00:16:22.240]  那些朋友當然不是好朋友
[00:16:22.240 --> 00:16:25.480]  都是我哥那些隔壁的鄰居
[00:16:25.480 --> 00:16:27.560]  都知道他是黑社會的
[00:16:27.560 --> 00:16:30.120]  很多有紋身 又打架
[00:16:30.120 --> 00:16:32.280]  在這樣的環境長大
[00:16:32.280 --> 00:16:36.240]  這樣的環境再加上自己家裏的環境都是很複雜
[00:16:36.240 --> 00:16:40.360]  但是無論如何在救恩裏面
[00:16:40.360 --> 00:16:44.400]  整個曾蕊桂這個人就是神的兒子了
[00:16:44.400 --> 00:16:46.760]  所以你越看自己這個身份
[00:16:46.760 --> 00:16:52.280]  那個寶貴 那個平安 那個盼望就會越來越大了
[00:16:52.280 --> 00:16:54.800]  還有要這樣去看其他人的時候
[00:16:54.800 --> 00:16:56.680]  你就會學會尊重了
[00:16:56.680 --> 00:17:02.640]  不同的弟兄姊妹有他們的那個神愛他們
[00:17:02.640 --> 00:17:08.920]  神擺在你面前和你一起成長的這樣的身份
[00:17:08.920 --> 00:17:10.200]  這樣的學習
[00:17:10.200 --> 00:17:14.520]  這樣看的時候我們就會很立體看到實的榮耀
[00:17:14.520 --> 00:17:17.480]  不然的話 每次都看自己 那就自卑了
[00:17:17.480 --> 00:17:21.560]  或者自大了 或者我們稍微厲害個人一點
[00:17:21.560 --> 00:17:24.640]  我們就會有很多的不可一世 或者很自我
[00:17:24.640 --> 00:17:29.000]  這些全部都是和救恩是會有一個極黨的
[00:17:29.000 --> 00:17:32.240]  但是必須告訴我們 其實已經講完就夠了
[00:17:32.240 --> 00:17:36.600]  但是29節就很特別了
[00:17:36.600 --> 00:17:39.880]  他說 你們既然現在屬乎基督
[00:17:39.880 --> 00:17:43.000]  就是亞伯拉罕的後裔
[00:17:43.000 --> 00:17:47.040]  是照著應許承受產業
[00:17:47.040 --> 00:17:50.360]  這裡就已經給了我們兩個很重要的向導了
[00:17:50.360 --> 00:17:53.640]  其實根本不需要講我們是亞伯拉罕的後裔
[00:17:53.640 --> 00:17:56.600]  實在不是 我們不是以色列人
[00:17:56.600 --> 00:17:58.440]  我們不是希伯來人
[00:17:58.440 --> 00:18:03.040]  但是保羅告訴加拿大教會的人知道
[00:18:03.040 --> 00:18:06.480]  我們原來每一個 無論什麼民族都好
[00:18:06.480 --> 00:18:10.160]  原來在救恩裡面 神預備的耶穌基督
[00:18:10.160 --> 00:18:13.000]  就使得我們是神的兒子 這個我們明白
[00:18:13.000 --> 00:18:16.080]  但是原來 當我們既然現在屬基督
[00:18:16.080 --> 00:18:19.080]  我們就是亞伯拉罕的後裔
[00:18:19.080 --> 00:18:23.960]  就是說 亞伯拉罕那個真蒙應許的兒子
[00:18:23.960 --> 00:18:27.680]  不是以色列 原來是耶穌基督
[00:18:27.680 --> 00:18:31.840]  就是說 神對亞伯拉罕的那個應許
[00:18:31.840 --> 00:18:36.960]  從來沒有停止 甚至不是只是給猶太人
[00:18:36.960 --> 00:18:41.040]  這樣就很特別 我們基督徒就比較少這樣去想
[00:18:41.040 --> 00:18:44.920]  自己是屬靈的 永恆國度裡面的
[00:18:44.920 --> 00:18:47.920]  那個亞伯拉罕的子孫
[00:18:47.920 --> 00:18:50.800]  所以原來我們既是神的兒女
[00:18:50.800 --> 00:18:53.800]  我們原來又是亞伯拉罕的子孫
[00:18:53.800 --> 00:18:56.680]  亞伯拉罕的子孫 其中一樣東西就很重要了
[00:18:56.680 --> 00:18:59.600]  也都是《春拉及記》的主題
[00:18:59.600 --> 00:19:03.400]  我們就是要進入神應許之地
[00:19:03.400 --> 00:19:07.520]  所以我們今天不是地上的應許
[00:19:07.520 --> 00:19:11.080]  是將來永恆的屬靈產業
[00:19:11.080 --> 00:19:16.440]  所以我們應該很期待將來我們是有產業的
[00:19:16.440 --> 00:19:20.040]  所以保羅也是這樣說的
[00:19:20.040 --> 00:19:22.760]  他說 我們信了主耶穌
[00:19:22.760 --> 00:19:25.680]  《聶不鎖宣》第一章是這樣說的
[00:19:25.680 --> 00:19:29.840]  我們將來是有屬天的基業的
[00:19:29.840 --> 00:19:32.200]  當然他沒有說很詳細
[00:19:32.200 --> 00:19:34.800]  到底可不可以再具體一些
[00:19:34.800 --> 00:19:41.400]  是樓宇、樓房、官面、還是王國
[00:19:41.400 --> 00:19:44.520]  他也不知道 或者說不出這麼詳細
[00:19:44.520 --> 00:19:48.120]  《聶不鎖宣》的第一章
[00:19:50.000 --> 00:19:55.760]  由第十三節開始 一章的十三節 《聶不鎖宣》
[00:19:55.760 --> 00:19:58.240]  你們既聽見真理的道
[00:19:58.240 --> 00:20:00.480]  就是信耶穌 報道會
[00:20:00.480 --> 00:20:03.480]  或者有人和我們個別談道 我們信主
[00:20:03.480 --> 00:20:06.560]  就是那叫你們得救的福音
[00:20:06.560 --> 00:20:10.840]  所以真理的道 就是福音 就是耶穌
[00:20:10.840 --> 00:20:12.680]  也信了基督
[00:20:12.680 --> 00:20:15.120]  所以保羅是很清楚的
[00:20:15.120 --> 00:20:18.040]  無論用什麼入手都好
[00:20:18.040 --> 00:20:22.360]  無論談論創造也好 罪惡也好
[00:20:22.360 --> 00:20:24.840]  或者這個世界是很虛空也好
[00:20:24.840 --> 00:20:27.960]  最終是要帶領那個決志者
[00:20:27.960 --> 00:20:32.720]  他知道自己需要迎順基督 向主悔改
[00:20:32.720 --> 00:20:35.280]  順了基督 既然順他
[00:20:35.280 --> 00:20:38.440]  就受了所應許的聖靈為印記
[00:20:38.440 --> 00:20:42.320]  又要讓他知道 他一打開他的心靈相信
[00:20:42.320 --> 00:20:46.480]  這個相信帶來一個非常巨大的改變
[00:20:46.480 --> 00:20:49.200]  就是聖靈會進入他的內心
[00:20:49.200 --> 00:20:53.240]  所以他裏面有一個心 和有一個聖靈
[00:20:53.240 --> 00:20:57.880]  很奇妙地 聖靈就會永遠住在他裏面
[00:20:57.880 --> 00:21:00.680]  一直來孕育他的成長
[00:21:00.680 --> 00:21:03.280]  這個就是聖靈的印記
[00:21:03.280 --> 00:21:04.680]  第十四節
[00:21:04.680 --> 00:21:08.200]  「這聖靈是我們得基業的群聚
[00:21:08.200 --> 00:21:10.480]  直等到神之民被贖
[00:21:10.480 --> 00:21:13.000]  史丹利榮耀 得著稱讚」
[00:21:13.000 --> 00:21:17.160]  原來我們有聖靈作為一個訂金
[00:21:17.160 --> 00:21:18.680]  作為一個群聚
[00:21:18.680 --> 00:21:21.040]  作為一個我們去買東西的時候
[00:21:21.040 --> 00:21:24.320]  一個很重要的一個大的訂金
[00:21:24.320 --> 00:21:25.840]  就是告訴我們
[00:21:25.840 --> 00:21:31.240]  這一位買家一定會兌現他的承諾
[00:21:31.240 --> 00:21:34.800]  就是他一定會到時完成那個交易
[00:21:34.800 --> 00:21:36.680]  現在我們有什麼交易呢?
[00:21:36.680 --> 00:21:40.440]  就是我們是得到基業的一個群聚
[00:21:40.440 --> 00:21:42.480]  聖靈就住在我們裏面
[00:21:42.480 --> 00:21:46.560]  就是說神在這個地球上救贖了我們
[00:21:46.560 --> 00:21:49.840]  祂一定會帶我們進入那個永恆
[00:21:49.840 --> 00:21:52.240]  得著將來永恆的基業
[00:21:52.240 --> 00:21:54.760]  所以基督徒要期望的
[00:21:54.760 --> 00:21:57.840]  是我們得著這個永恆將來的基業
[00:21:57.840 --> 00:22:03.000]  而且最重要的不是我們有多大的儲蓄
[00:22:03.000 --> 00:22:05.720]  而是要使到神的榮耀
[00:22:05.720 --> 00:22:07.280]  得著稱讚
[00:22:07.280 --> 00:22:08.760]  在永恆裏面
[00:22:08.760 --> 00:22:14.520]  還是主永遠得著那個榮耀、得著地上救贖的人
[00:22:14.520 --> 00:22:19.960]  對他的歌頌、對他的敬拜、對他的誇耀
[00:22:19.960 --> 00:22:24.880]  所以這樣就給大家有一個概念
[00:22:24.880 --> 00:22:28.040]  原來舊約講的應許
[00:22:28.040 --> 00:22:32.000]  新約就不是再是物質的以色列地
[00:22:32.000 --> 00:22:36.920]  不是現在的以色列的土地
[00:22:36.920 --> 00:22:40.720]  而是我們將來是有一個永恆的基業
[00:22:40.720 --> 00:22:41.720]  是基督徒
