
[00:00:00.000 --> 00:00:02.000]  (陳志全) 各位節目早安
[00:02:10.000 --> 00:02:12.000]  我不好意思所以我來
[00:02:12.000 --> 00:02:14.000]  第二就是他真的碰巧在人生裏遇到一些問題
[00:02:14.000 --> 00:02:18.000]  他嘗試尋求幫助或答案
[00:02:18.000 --> 00:02:20.000]  通常是這樣
[00:02:20.000 --> 00:02:22.000]  所以剛才我說你要適應很不容易
[00:02:22.000 --> 00:02:24.000]  特別是我成長的時候
[00:02:24.000 --> 00:02:26.000]  有很多字眼在教會講
[00:02:26.000 --> 00:02:28.000]  是很普遍的
[00:02:28.000 --> 00:02:30.000]  很正常的
[00:02:30.000 --> 00:02:32.000]  教會甚麼叫交通
[00:02:32.000 --> 00:02:34.000]  交通
[00:02:34.000 --> 00:02:36.000]  甚麼意思
[00:02:36.000 --> 00:02:42.000]  在教會裏面
[00:02:42.000 --> 00:02:44.000]  你講交通
[00:02:44.000 --> 00:02:46.000]  交通當然不明白
[00:02:46.000 --> 00:02:48.000]  在教會裏面分享
[00:02:48.000 --> 00:02:50.000]  在世界裏甚麼叫交通
[00:02:50.000 --> 00:02:52.000]  就叫搭車
[00:02:52.000 --> 00:02:54.000]  你為甚麼叫我搭車
[00:02:54.000 --> 00:02:56.000]  甚麼叫靈修
[00:02:56.000 --> 00:03:02.000]  你明白嗎
[00:03:02.000 --> 00:03:04.000]  其實我們想說
[00:03:04.000 --> 00:03:06.000]  當我們今天在講無牆的教會的時候
[00:03:06.000 --> 00:03:10.000]  首先我們要拆除我們基督徒
[00:03:10.000 --> 00:03:14.000]  我們自己心裏的那一幅牆線
[00:03:14.000 --> 00:03:18.000]  其實我們是不知不覺之間
[00:03:18.000 --> 00:03:22.000]  我們會建立了很多我們信仰上的牆
[00:03:22.000 --> 00:03:26.000]  我們會覺得來到這個地方的時候
[00:03:26.000 --> 00:03:28.000]  就會有一些東西是有規矩的
[00:03:28.000 --> 00:03:30.000]  你記住
[00:03:30.000 --> 00:03:32.000]  今天試聽我們講的
[00:03:32.000 --> 00:03:34.000]  我不是回來教會變成沒有規矩
[00:03:34.000 --> 00:03:36.000]  我不是在講拆牆就是沒有規矩
[00:03:36.000 --> 00:03:38.000]  我不是在講這件事
[00:03:38.000 --> 00:03:40.000]  而是我們想說的很多時候
[00:03:40.000 --> 00:03:42.000]  我們慢慢慢慢的時候
[00:03:42.000 --> 00:03:44.000]  我們慢慢變成了一個甚麼地方
[00:03:44.000 --> 00:03:46.000]  是一個宗教場所
[00:03:46.000 --> 00:03:50.000]  是一群信耶穌的人
[00:03:50.000 --> 00:03:52.000]  每個星期來到的時候聚集的人
[00:03:52.000 --> 00:03:54.000]  所以很簡單的觀念就是
[00:03:54.000 --> 00:03:56.000]  我不是信耶穌的
[00:03:56.000 --> 00:03:58.000]  我就不來
[00:03:58.000 --> 00:04:00.000]  其實這句說話
[00:04:00.000 --> 00:04:02.000]  我在嘉欣樓
[00:04:02.000 --> 00:04:04.000]  這個地方
[00:04:04.000 --> 00:04:06.000]  在近幾年我聽得最多
[00:04:06.000 --> 00:04:08.000]  有很多
[00:04:08.000 --> 00:04:10.000]  現在我很感恩
[00:04:10.000 --> 00:04:12.000]  因為我早上透過一些講座
[00:04:12.000 --> 00:04:14.000]  透過機會其他緣故
[00:04:14.000 --> 00:04:16.000]  認識了一些街坊
[00:04:16.000 --> 00:04:18.000]  街坊上來之後
[00:04:18.000 --> 00:04:20.000]  很奇怪的
[00:04:20.000 --> 00:04:22.000]  他們的反應基本上都是一致的
[00:04:22.000 --> 00:04:24.000]  我在這裡住了很多年
[00:04:24.000 --> 00:04:26.000]  我從來都不知道
[00:04:26.000 --> 00:04:28.000]  上面有一個這樣的地方
[00:04:28.000 --> 00:04:30.000]  突然間會發現寶藏
[00:04:30.000 --> 00:04:32.000]  原來上面可以坐的
[00:04:32.000 --> 00:04:34.000]  這麼多東西可以學的
[00:04:34.000 --> 00:04:36.000]  原來這裡是這樣的
[00:04:36.000 --> 00:04:38.000]  好像發現一個新大陸一樣
[00:04:38.000 --> 00:04:40.000]  我問他:這麼多年你也經過
[00:04:40.000 --> 00:04:42.000]  為甚麼你不想來
[00:04:42.000 --> 00:04:46.000]  教會來的
[00:04:46.000 --> 00:04:48.000]  你們是教堂
[00:04:48.000 --> 00:04:50.000]  我又不是教徒
[00:04:50.000 --> 00:04:52.000]  那我就不來
[00:04:52.000 --> 00:04:56.000]  你會發覺原來這些就是一些場
[00:04:56.000 --> 00:05:02.000]  我們不只是宗教場所
[00:05:02.000 --> 00:05:04.000]  更加我們不是私人會所
[00:05:06.000 --> 00:05:08.000]  我們是神的家
[00:05:08.000 --> 00:05:10.000]  我們是神的殿
[00:05:10.000 --> 00:05:16.000]  這裡是可以找到上帝的
[00:05:16.000 --> 00:05:24.000]  我們這裡不只是心靈安慰的地方
[00:05:24.000 --> 00:05:28.000]  我們這裡是找到寶貴的舊恩
[00:05:28.000 --> 00:05:34.000]  所以我們要搞清楚
[00:05:34.000 --> 00:05:36.000]  很多時候我們回來之後
[00:05:36.000 --> 00:05:38.000]  慢慢地我們就會開始
[00:05:38.000 --> 00:05:40.000]  當然我經常說傳福音當然有一定的困難
[00:05:40.000 --> 00:05:42.000]  但問題是
[00:05:42.000 --> 00:05:44.000]  很多時候我們心裡就建立了這幅牆
[00:05:44.000 --> 00:05:48.000]  慢慢地就變成我們越來越佛系
[00:05:48.000 --> 00:05:50.000]  來的話就來的
[00:05:50.000 --> 00:05:52.000]  不來就不來的
[00:05:52.000 --> 00:05:56.000]  大弟兄姊妹
[00:05:56.000 --> 00:05:58.000]  我們沒有辦法逼人來的
[00:05:58.000 --> 00:06:00.000]  大弟兄姊妹
[00:06:00.000 --> 00:06:02.000]  你們有沒有禱告
[00:06:02.000 --> 00:06:04.000]  有沒有為了這些朋友禱告
[00:06:04.000 --> 00:06:08.000]  有沒有多走一步
[00:06:08.000 --> 00:06:10.000]  正因為這裡是神的家
[00:06:10.000 --> 00:06:12.000]  神的殿
[00:06:12.000 --> 00:06:14.000]  我們所給予的是寶貴的舊恩
[00:06:14.000 --> 00:06:18.000]  所以我們不惜一切代價
[00:06:18.000 --> 00:06:22.000]  都要完成上帝交給我們的使命
[00:06:22.000 --> 00:06:26.000]  將這個舊恩交到微信者的手上
[00:06:28.000 --> 00:06:34.000]  而去拆去一切讓人無法得到舊恩的阻礙
[00:06:34.000 --> 00:06:38.000]  其實我要為了嘉欣樓
[00:06:38.000 --> 00:06:40.000]  我是已經很感恩的
[00:06:40.000 --> 00:06:44.000]  我們已經不斷地向這個方向向前走
[00:06:44.000 --> 00:06:48.000]  大家知不知道嘉欣樓最厲害的地方是什麼
[00:06:48.000 --> 00:06:50.000]  就是拆門拆牆
[00:06:50.000 --> 00:06:54.000]  大家平時在打乒乓球
[00:06:54.000 --> 00:06:56.000]  不是乒乓球
[00:06:56.000 --> 00:06:58.000]  是打氣墊球
[00:06:58.000 --> 00:07:00.000]  夾公仔機的位置
[00:07:00.000 --> 00:07:02.000]  通往辦公室中間
[00:07:02.000 --> 00:07:04.000]  那裡有一個洞
[00:07:04.000 --> 00:07:06.000]  現在叫一個洞
[00:07:06.000 --> 00:07:08.000]  大家知不知道以前有一個門在那裡
[00:07:08.000 --> 00:07:10.000]  不知道吧
[00:07:10.000 --> 00:07:12.000]  但後來的時間就會發覺
[00:07:12.000 --> 00:07:14.000]  那裡阻礙了人進來
[00:07:14.000 --> 00:07:16.000]  你明不明白
[00:07:16.000 --> 00:07:18.000]  因為一封了之後
[00:07:18.000 --> 00:07:20.000]  前面有一個接待處
[00:07:20.000 --> 00:07:22.000]  人們就覺得辦公室是不會進來的
[00:07:22.000 --> 00:07:24.000]  然後時間就拆了它
[00:07:24.000 --> 00:07:26.000]  打通它
[00:07:26.000 --> 00:07:30.000]  你就會發覺我們做了很多的事
[00:07:30.000 --> 00:07:35.000]  是不斷地將所有阻礙人進來的地方
[00:07:35.000 --> 00:07:37.000]  我們都將它拆掉
[00:07:37.000 --> 00:07:39.000]  所以你會發覺這個工程
[00:07:39.000 --> 00:07:41.000]  其實一直到今天都沒有停過
[00:07:41.000 --> 00:07:46.000]  最近我們很努力地在做的咖啡事工
[00:07:46.000 --> 00:07:48.000]  大英姐妹
[00:07:48.000 --> 00:07:50.000]  咖啡事工真的不是做生意
[00:07:50.000 --> 00:07:52.000]  你弄清楚
[00:07:52.000 --> 00:07:56.000]  咖啡事工不是為了將咖啡給別人
[00:07:56.000 --> 00:08:01.000]  我一直和未來的咖啡大使不斷告訴他們
[00:08:01.000 --> 00:08:03.000]  就是沖一杯咖啡
[00:08:03.000 --> 00:08:05.000]  其實學了之後不是很難
[00:08:05.000 --> 00:08:07.000]  我沖一杯咖啡
[00:08:07.000 --> 00:08:11.000]  由我拿粉到出現咖啡的時候
[00:08:11.000 --> 00:08:13.000]  特別那本叫什麼
[00:08:13.000 --> 00:08:15.000]  我要給你的時候
[00:08:15.000 --> 00:08:17.000]  前後兩分鐘就給了你
[00:08:17.000 --> 00:08:21.000]  所以我鼓勵大英姐妹
[00:08:21.000 --> 00:08:23.000]  學一下拉花
[00:08:23.000 --> 00:08:25.000]  知道為什麼嗎
[00:08:25.000 --> 00:08:31.000]  除了感覺咖啡好喝
[00:08:31.000 --> 00:08:35.000]  另外就是拖延時間
[00:08:35.000 --> 00:08:39.000]  你明白我的意思嗎
[00:08:39.000 --> 00:08:41.000]  你慢慢幫她弄
[00:08:41.000 --> 00:08:43.000]  你用心去弄
[00:08:43.000 --> 00:08:45.000]  你拉一下花線
[00:08:45.000 --> 00:08:47.000]  然後慢慢給她
[00:08:47.000 --> 00:08:49.000]  拉花的時候可以聊天
[00:08:49.000 --> 00:08:51.000]  可以聊天
[00:08:51.000 --> 00:08:53.000]  所以我以前第一次接觸咖啡
[00:08:53.000 --> 00:08:55.000]  我是先接觸手沖咖啡
[00:08:55.000 --> 00:08:57.000]  因為手沖咖啡是不會用機器的
[00:08:57.000 --> 00:08:59.000]  我們是用手慢慢磨的
[00:08:59.000 --> 00:09:01.000]  然後就有很多道理說
[00:09:01.000 --> 00:09:05.000]  因為機器熱度要這樣那樣
[00:09:05.000 --> 00:09:07.000]  然後慢慢磨就要時間
[00:09:07.000 --> 00:09:09.000]  磨完之後倒出來
[00:09:09.000 --> 00:09:11.000]  水又要煲又要時間
[00:09:11.000 --> 00:09:13.000]  慢慢沖又要時間
[00:09:13.000 --> 00:09:15.000]  然後再倒出來
[00:09:15.000 --> 00:09:17.000]  都是時間
[00:09:17.000 --> 00:09:23.000]  為了咖啡可以跟對方打開話盒子
[00:09:23.000 --> 00:09:27.000]  也因為咖啡是一個國際語言
[00:09:27.000 --> 00:09:31.000]  所以無論你信不信
[00:09:31.000 --> 00:09:33.000]  你都會突破第一件事
[00:09:33.000 --> 00:09:35.000]  所以大家會發覺
[00:09:35.000 --> 00:09:37.000]  到遲一點
[00:09:37.000 --> 00:09:41.000]  我們那個house cafe正式開業的時候
[00:09:41.000 --> 00:09:45.000]  我們會長期將玻璃門打開
[00:09:45.000 --> 00:09:47.000]  玻璃門是會打開的
[00:09:47.000 --> 00:09:51.000]  我們會想盡方法
[00:09:51.000 --> 00:09:53.000]  現在人們說來這裡是難的地方
[00:09:53.000 --> 00:09:55.000]  我也不知道誰進來
[00:09:55.000 --> 00:09:57.000]  其實這裡很尷尬那邊也很尷尬
[00:09:57.000 --> 00:09:59.000]  遲一點就會想方法
[00:09:59.000 --> 00:10:03.000]  怎樣讓人們知道原來這裡有咖啡喝
[00:10:03.000 --> 00:10:05.000]  我跟富哥一起聊的時候
[00:10:05.000 --> 00:10:07.000]  其中有一個異象
[00:10:07.000 --> 00:10:09.000]  什麼叫異象?
[00:10:09.000 --> 00:10:11.000]  大家有沒有發覺
[00:10:11.000 --> 00:10:13.000]  這裡才是一個主要集中的地方
[00:10:13.000 --> 00:10:15.000]  以前那裡是走廊
[00:10:15.000 --> 00:10:17.000]  但現在其實很希望
[00:10:17.000 --> 00:10:19.000]  咖啡閣很奇妙
[00:10:19.000 --> 00:10:21.000]  當它設置之後
[00:10:21.000 --> 00:10:23.000]  成為一個聚腳的地方
[00:10:23.000 --> 00:10:25.000]  我們的期望就是
[00:10:25.000 --> 00:10:27.000]  那些朋友
[00:10:27.000 --> 00:10:29.000]  由一杯咖啡
[00:10:29.000 --> 00:10:31.000]  一直走走走走
[00:10:31.000 --> 00:10:35.000]  走進神的殿堂中
[00:10:35.000 --> 00:10:39.000]  頂展門我想說
[00:10:39.000 --> 00:10:46.000]  我們心裡需要拆去一些很傳統的過往的牆
[00:10:46.000 --> 00:10:53.000]  我們才能夠將福音交到人的手上
[00:10:53.000 --> 00:10:55.000]  今天跟大家看的這段經文
[00:10:55.000 --> 00:10:57.000]  其實我簡單的原因就是
[00:10:57.000 --> 00:10:59.000]  因為只有幾句
[00:10:59.000 --> 00:11:01.000]  是耶穌的很重要的榜樣
[00:11:01.000 --> 00:11:05.000]  在上面他還受著其他人的批評
[00:11:05.000 --> 00:11:10.000]  但這段聖經好像突然間沒有理會
[00:11:10.000 --> 00:11:12.000]  然後他形容耶穌是
[00:11:12.000 --> 00:11:15.000]  走遍各城各鄉
[00:11:15.000 --> 00:11:18.000]  頂展門第一件事是走出去
[00:11:18.000 --> 00:11:22.000]  耶穌不是在耶路撒冷
[00:11:22.000 --> 00:11:25.000]  設立了一間教會或會堂
[00:11:25.000 --> 00:11:27.000]  然後叫人來來來
[00:11:27.000 --> 00:11:31.000]  不是,耶穌是走遍各城各鄉
[00:11:31.000 --> 00:11:34.000]  是走出去
[00:11:34.000 --> 00:11:40.000]  福音是主動去尋找
[00:11:40.000 --> 00:11:44.000]  如果大家讀過一點神學的基礎
[00:11:44.000 --> 00:11:47.000]  你會知道今天我們得著救恩
[00:11:47.000 --> 00:11:51.000]  是因為上帝主動啟示自己
[00:11:51.000 --> 00:11:54.000]  不是你去尋找祂
[00:11:54.000 --> 00:11:57.000]  是上帝主動啟示自己
[00:11:57.000 --> 00:12:00.000]  讓你去得著這份救恩
[00:12:00.000 --> 00:12:06.000]  主耶穌在這裡是主動去尋找人回來
[00:12:06.000 --> 00:12:07.000]  頂展門
[00:12:07.000 --> 00:12:11.000]  所以我們今天不是等
[00:12:11.000 --> 00:12:14.000]  不是在這裡等
[00:12:14.000 --> 00:12:19.000]  我們心裡沒有目標
[00:12:19.000 --> 00:12:21.000]  而當你尋找到這個人回來之後
[00:12:21.000 --> 00:12:24.000]  其實有些很清晰的目標要做
[00:12:24.000 --> 00:12:26.000]  第一件事,教訓
[00:12:26.000 --> 00:12:30.000]  用上帝的話語去提醒
[00:12:30.000 --> 00:12:35.000]  我們今天的教會有沒有上帝的話
[00:12:35.000 --> 00:12:37.000]  這是我們的基礎
[00:12:37.000 --> 00:12:39.000]  你記住我們不是罵人
[00:12:39.000 --> 00:12:40.000]  我們不是說人
[00:12:40.000 --> 00:12:43.000]  我們不是批評人
[00:12:43.000 --> 00:12:45.000]  我們是提醒
[00:12:45.000 --> 00:12:48.000]  因為上帝有些東西
[00:12:48.000 --> 00:12:53.000]  在教會當中要我們生活出來
[00:12:53.000 --> 00:12:57.000]  最直接的,對於微信者最受惠的是什麼
[00:12:57.000 --> 00:13:03.000]  是行出愛,活出愛
[00:13:03.000 --> 00:13:05.000]  他來到的時候
[00:13:05.000 --> 00:13:07.000]  感受到的是愛
[00:13:07.000 --> 00:13:13.000]  還是被拒絕
[00:13:13.000 --> 00:13:16.000]  其實在教會裡面很需要的是什麼
[00:13:16.000 --> 00:13:22.000]  是一份欣賞的文化,弟兄姊妹
[00:13:22.000 --> 00:13:25.000]  我們每一個都是罪人
[00:13:25.000 --> 00:13:28.000]  我們會不會做錯事
[00:13:28.000 --> 00:13:30.000]  我們會
[00:13:30.000 --> 00:13:33.000]  但是我想頂展門學一件事
[00:13:33.000 --> 00:13:37.000]  不要放大錯誤
[00:13:37.000 --> 00:13:39.000]  不要放大錯誤
[00:13:39.000 --> 00:13:45.000]  而是我們學會在裡面去欣賞每一個人的特色
[00:13:45.000 --> 00:13:53.000]  小朋友是在欣賞和鼓勵裡面成長的
[00:13:53.000 --> 00:13:59.000]  甚少在責罵和責罰當中成長
[00:13:59.000 --> 00:14:01.000]  記不記得大家在小時候
[00:14:01.000 --> 00:14:03.000]  小朋友的時候
[00:14:03.000 --> 00:14:08.000]  由他開始坐在那裡學走路
[00:14:08.000 --> 00:14:13.000]  我想問大家,你是怎麼做的
[00:14:13.000 --> 00:14:16.000]  沒錯,是鼓勵
[00:14:16.000 --> 00:14:20.000]  你不會拿著藤條,很起來走路
[00:14:20.000 --> 00:14:23.000]  你還不走
[00:14:23.000 --> 00:14:26.000]  然後一跌下來,你想死嗎
[00:14:26.000 --> 00:14:28.000]  我打你,這麼差
[00:14:28.000 --> 00:14:30.000]  是不是這樣
[00:14:30.000 --> 00:14:32.000]  不是
[00:14:32.000 --> 00:14:34.000]  是他開始起來走路的時候
[00:14:34.000 --> 00:14:37.000]  哇,厲害
[00:14:37.000 --> 00:14:39.000]  快點,過來吧
[00:14:39.000 --> 00:14:41.000]  你是鼓勵他
[00:14:41.000 --> 00:14:44.000]  起來吧,再起來吧
[00:14:44.000 --> 00:14:46.000]  弟兄姊妹,今天其實我們每一個人
[00:14:46.000 --> 00:14:49.000]  在最原先的小朋友都沒有長大過
[00:14:49.000 --> 00:14:52.000]  我們都需要鼓勵
[00:14:52.000 --> 00:14:54.000]  我們都需要欣賞
[00:14:54.000 --> 00:14:57.000]  教會是很需要和外面很不同
[00:14:57.000 --> 00:15:00.000]  我們需要這種欣賞文化
[00:15:00.000 --> 00:15:04.000]  欣賞每個弟兄姊妹在裡面的付出
[00:15:04.000 --> 00:15:08.000]  欣賞弟兄姊妹在裡面的我們每一個人的盡力
[00:15:08.000 --> 00:15:14.000]  做得最後在你的標準裡面做得好不好是其次
[00:15:14.000 --> 00:15:21.000]  第二件事,我們要宣講福音
[00:15:21.000 --> 00:15:24.000]  馬福音,第一章第一節
[00:15:24.000 --> 00:15:30.000]  「這是上帝兒子耶穌基督的福音,這福音的開始」
[00:15:30.000 --> 00:15:36.000]  你今天的宣講福音不是講三福四律
[00:15:36.000 --> 00:15:44.000]  你是將耶穌整個的生平去介紹給人聽
[00:15:44.000 --> 00:15:45.000]  做什麼?
[00:15:45.000 --> 00:15:48.000]  耶穌怎樣去愛人
[00:15:48.000 --> 00:15:50.000]  耶穌怎樣去改變人
[00:15:50.000 --> 00:15:53.000]  耶穌怎樣去改變我
[00:15:53.000 --> 00:15:58.000]  整個福音是整個福音書
[00:15:58.000 --> 00:16:02.000]  這個不只是靠嘴巴說
[00:16:02.000 --> 00:16:06.000]  弟兄姊妹,你自己對於主耶穌基督的救恩
[00:16:06.000 --> 00:16:10.000]  你有多深的體會
[00:16:10.000 --> 00:16:16.000]  耶穌基督的救恩是不是真的令你流淚動容
[00:16:16.000 --> 00:16:22.000]  耶穌基督的拯救是不是真的你覺得是非常偉大
[00:16:22.000 --> 00:16:29.000]  第三件事,醫治釋放人
[00:16:29.000 --> 00:16:34.000]  來到教會的人,我們都是受傷的人
[00:16:34.000 --> 00:16:37.000]  我們被罪惡所受傷
[00:16:37.000 --> 00:16:43.000]  我們在世界上被有罪惡的人去令到我受傷
[00:16:43.000 --> 00:16:47.000]  來到的人,無論在肉體上,無論在心靈上
[00:16:47.000 --> 00:16:50.000]  都需要被釋放
[00:16:50.000 --> 00:16:55.000]  釋放人是需要學習的,弟兄姊妹
[00:16:55.000 --> 00:17:00.000]  是要有同理心的
[00:17:00.000 --> 00:17:06.000]  釋放人是需要站第一級的
[00:17:06.000 --> 00:17:10.000]  去感受對方的需要
[00:17:10.000 --> 00:17:14.000]  所以弟兄姊妹,第一件事就是我們有沒有走出去
[00:17:14.000 --> 00:17:17.000]  有沒有做了我們應該做的事
[00:17:17.000 --> 00:17:20.000]  第二件事是漢見
[00:17:20.000 --> 00:17:27.000]  耶穌漢見那些人困苦流離,之後憐憫
[00:17:27.000 --> 00:17:32.000]  你看不見,你不能憐憫
[00:17:32.000 --> 00:17:35.000]  弟兄姊妹,今天在你的生活裏
[00:17:35.000 --> 00:17:39.000]  在你生活的圈子群體裏,在你的鄰居當中
[00:17:39.000 --> 00:17:44.000]  你看見些什麼
[00:17:44.000 --> 00:17:50.000]  我只看見鄰居經常把垃圾放在門口
[00:17:50.000 --> 00:17:58.000]  我只看見鄰居的狗很吵
[00:17:58.000 --> 00:18:01.000]  弟兄姊妹,你看見些什麼
[00:18:01.000 --> 00:18:09.000]  為什麼鄰居的家裡經常都是老人和狗
[00:18:09.000 --> 00:18:16.000]  為什麼鄰居的家裡經常都是家族屋幣
[00:18:16.000 --> 00:18:20.000]  我們今天在我們的生活裏,我們看見什麼
[00:18:20.000 --> 00:18:26.000]  而跟著這件事,有沒有令你產生憐憫
[00:18:26.000 --> 00:18:31.000]  弟兄姊妹,福音工作是需要這份憐憫的心
[00:18:31.000 --> 00:18:37.000]  你都覺得他沒有需要,你何來想將福音給他呢
[00:18:37.000 --> 00:18:41.000]  第三件事,是懇求
[00:18:41.000 --> 00:18:44.000]  你會發覺耶穌最後一句
[00:18:44.000 --> 00:18:48.000]  莊家多,作公的人少,請你不要走得太遠
[00:18:48.000 --> 00:18:54.000]  請求莊家的主打發工人
[00:18:54.000 --> 00:18:57.000]  你今天不是單打獨鬥的,弟兄姊妹
[00:18:57.000 --> 00:19:00.000]  你今天是和上帝同工的
[00:19:00.000 --> 00:19:03.000]  你是和上帝同行的
[00:19:03.000 --> 00:19:06.000]  從來耶穌告訴你什麼
[00:19:06.000 --> 00:19:09.000]  我所擔的,是輕省的
[00:19:09.000 --> 00:19:12.000]  我的擔子是輕省的
[00:19:12.000 --> 00:19:14.000]  而耶穌也告訴你為什麼是輕省的
[00:19:14.000 --> 00:19:19.000]  因為耶穌擔了大部分
[00:19:19.000 --> 00:19:23.000]  你今天去傳福音給人,你今天跟人分享福音
[00:19:23.000 --> 00:19:27.000]  其實上帝在,耶穌在,不過你知不知道
[00:19:27.000 --> 00:19:31.000]  你有沒有邀請主耶穌和你一起來
[00:19:31.000 --> 00:19:36.000]  所以我們經常說,說到快要老掉牙的一句話
[00:19:36.000 --> 00:19:40.000]  就是請你去關心別人之前,好好禱告
[00:19:40.000 --> 00:19:42.000]  好好為對方禱告
[00:19:42.000 --> 00:19:49.000]  求上帝讓你去看見那個位置在哪裡
[00:19:49.000 --> 00:19:53.000]  弟兄姊妹,原來當我們今天說要做無牆教會的時候
[00:19:53.000 --> 00:19:57.000]  不是一句口號,是生命的轉化
[00:19:57.000 --> 00:20:01.000]  我整個生命裡面,我有沒有被改變
[00:20:01.000 --> 00:20:07.000]  我有沒有從神的眼光重新去看我的生活,看我的生命
[00:20:07.000 --> 00:20:12.000]  我能不能夠像這裡所說的,主動去看見一些人
[00:20:12.000 --> 00:20:17.000]  我跟著時間,我看見他們的需要困苦流離
[00:20:17.000 --> 00:20:20.000]  所以我去憐憫他們,到最後我為他們祈禱
[00:20:20.000 --> 00:20:26.000]  我求上帝打發我們能夠去到當中成為他們的幫助
[00:20:26.000 --> 00:20:33.000]  所以這是大家生命裡面,我們拆去平時生活的長線
[00:20:33.000 --> 00:20:37.000]  沒錯,香港人是很忙的
[00:20:37.000 --> 00:20:41.000]  我認同香港人是很忙的
[00:20:41.000 --> 00:20:48.000]  但我也聽過一個大學的老師,也是同工
[00:20:48.000 --> 00:20:54.000]  他說大學生一定很忙,究竟忙什麼
[00:20:54.000 --> 00:20:57.000]  所以很多時候,大家有沒有發覺
[00:20:57.000 --> 00:21:03.000]  每逢大學在他剛剛招生的時候,都會有一個節目
[00:21:03.000 --> 00:21:07.000]  全部學會都擺出來,之後怎樣?
[00:21:07.000 --> 00:21:12.000]  過來參加,為什麼?
[00:21:12.000 --> 00:21:19.000]  就是想他用時間忙在我們認為有價值的東西上
[00:21:19.000 --> 00:21:29.000]  今天為什麼團契越來越有人不想回?
[00:21:29.000 --> 00:21:37.000]  因為回到來的時候,我找不到我認為很有價值的東西
[00:21:37.000 --> 00:21:45.000]  我回到來的時候,如果我真的能夠去找到同路人
