
[00:00:00.000 --> 00:00:05.520]  我們今天依然有我們的顧問牧師陳一華牧師在我們當中正道
[00:03:07.400 --> 00:03:10.400]  來親近主不只
[00:03:10.400 --> 00:03:14.400]  而且能夠可以看到天父
[00:03:14.400 --> 00:03:19.400]  祂自己給我們華語的鼓勵
[00:03:19.400 --> 00:03:21.400]  我們開始先有一個祈禱
[00:03:21.400 --> 00:03:24.400]  我們一起同心祈禱
[00:03:29.400 --> 00:03:32.400]  坐在天上寶座的上帝
[00:03:32.400 --> 00:03:35.400]  我們今天早上眾兒女到你面前
[00:03:35.400 --> 00:03:37.400]  我們願意去敬拜
[00:03:37.400 --> 00:03:39.400]  唱詩讚美
[00:03:39.400 --> 00:03:43.400]  將一切的榮耀重讚都歸給你
[00:03:43.400 --> 00:03:45.400]  因為你是佩德的
[00:03:45.400 --> 00:03:49.400]  你是那一位掌管萬有
[00:03:49.400 --> 00:03:54.400]  你是那一位賜生命的主
[00:03:54.400 --> 00:03:56.400]  也都讓我們能夠透過敬拜
[00:03:56.400 --> 00:03:58.400]  透過崇拜
[00:03:58.400 --> 00:04:00.400]  我們的心靈得到滋潤
[00:04:00.400 --> 00:04:03.400]  我們的眼睛不看到其他
[00:04:03.400 --> 00:04:06.400]  只是單單的看到主耶穌
[00:04:06.400 --> 00:04:08.400]  和你的十字架
[00:04:08.400 --> 00:04:10.400]  今天早上我們敬拜的時候
[00:04:10.400 --> 00:04:13.400]  求你在我們當中
[00:04:13.400 --> 00:04:17.400]  也都讓你僕人口中的說話
[00:04:17.400 --> 00:04:20.400]  心裡的意念在你的面前
[00:04:20.400 --> 00:04:21.400]  蒙你的月亮
[00:04:21.400 --> 00:04:23.400]  奉主名求
[00:04:23.400 --> 00:04:25.400]  阿們
[00:04:25.400 --> 00:04:30.400]  今早的題目和讀過經文
[00:04:30.400 --> 00:04:33.400]  大家都相信都幾熟的了
[00:04:33.400 --> 00:04:36.400]  還記得兩個星期前
[00:04:36.400 --> 00:04:40.400]  香港和全世界很多的地方
[00:04:40.400 --> 00:04:46.400]  大家都很歡欣很雀躍迎接新一年的來臨
[00:04:46.400 --> 00:04:47.400]  2019
[00:04:47.400 --> 00:04:50.400]  不知道在當中有沒有人走出去外面看煙花的
[00:04:50.400 --> 00:04:51.400]  有沒有在這裡
[00:04:51.400 --> 00:04:52.400]  有的舉舉手
[00:04:52.400 --> 00:04:53.400]  咦 這麼乖
[00:04:53.400 --> 00:04:55.400]  我們都沒有出去看煙花
[00:04:55.400 --> 00:04:57.400]  全部在感受
[00:04:57.400 --> 00:04:58.400]  OK OK OK
[00:04:58.400 --> 00:05:00.400]  看電視多了
[00:05:00.400 --> 00:05:01.400]  那麼
[00:05:01.400 --> 00:05:02.400]  對了
[00:05:02.400 --> 00:05:03.400]  煙花很璀璨
[00:05:03.400 --> 00:05:05.400]  很奪目
[00:05:05.400 --> 00:05:07.400]  那麼
[00:05:07.400 --> 00:05:10.400]  全世界很多國家地方人
[00:05:10.400 --> 00:05:14.400]  都很期望新一年的來臨
[00:05:14.400 --> 00:05:16.400]  但是煙花落幕之後
[00:05:16.400 --> 00:05:18.400]  我相信很多人
[00:05:18.400 --> 00:05:20.400]  都是心裡有數的
[00:05:20.400 --> 00:05:21.400]  因為都知道
[00:05:21.400 --> 00:05:23.400]  踏入了2019年
[00:05:23.400 --> 00:05:26.400]  今年不是容易過過一年
[00:05:26.400 --> 00:05:27.400]  大家認同嗎
[00:05:27.400 --> 00:05:29.400]  所以早幾天
[00:05:29.400 --> 00:05:32.400]  長實的大老闆都出來說幾句話了
[00:05:32.400 --> 00:05:33.400]  是不是
[00:05:33.400 --> 00:05:35.400]  那麼大家都知道
[00:05:35.400 --> 00:05:37.400]  原來接下來的這一年裡面
[00:05:37.400 --> 00:05:41.400]  要面對的挑戰難處很多
[00:05:41.400 --> 00:05:43.400]  尤其是在經濟方面
[00:05:43.400 --> 00:05:45.400]  很多人都很擔心
[00:05:45.400 --> 00:05:49.400]  到底2019香港的經濟會怎樣呢
[00:05:49.400 --> 00:05:55.400]  樓市 股市 債券 零售
[00:05:55.400 --> 00:05:57.400]  各樣的情況
[00:05:57.400 --> 00:06:01.400]  會不會走下坡呢
[00:06:01.400 --> 00:06:03.400]  那麼很多人都很擔心
[00:06:03.400 --> 00:06:05.400]  到底這個經濟
[00:06:05.400 --> 00:06:07.400]  會出現一些什麼變化當中
[00:06:07.400 --> 00:06:09.400]  那麼又真的
[00:06:09.400 --> 00:06:11.400]  因為不單止是香港面對
[00:06:11.400 --> 00:06:13.400]  其實全世界都面對的
[00:06:13.400 --> 00:06:15.400]  因為大家都知道
[00:06:15.400 --> 00:06:18.400]  中美的貿易戰影響很大
[00:06:18.400 --> 00:06:20.400]  所以他們談判很多輪
[00:06:20.400 --> 00:06:23.400]  好像現在都沒有見到曙光一際
[00:06:23.400 --> 00:06:26.400]  那麼我們希望他們能夠談判得順利一點
[00:06:26.400 --> 00:06:30.400]  又知道英國又要面對脫歐的問題
[00:06:30.400 --> 00:06:32.400]  那麼我相信
[00:06:32.400 --> 00:06:34.400]  脫脫下又好像不想脫這樣
[00:06:34.400 --> 00:06:37.400]  那麼不知道會不會脫不成
[00:06:37.400 --> 00:06:39.400]  所以也都有這個因素在當中
[00:06:39.400 --> 00:06:41.400]  那麼至於息口呢
[00:06:41.400 --> 00:06:44.400]  也都很擔心會不會聯儲局
[00:06:44.400 --> 00:06:47.400]  不斷地來加息口呢
[00:06:47.400 --> 00:06:49.400]  至於經濟之外
[00:06:49.400 --> 00:06:51.400]  那麼我們都看到
[00:06:51.400 --> 00:06:55.400]  其實國際間很多地區都不是那麼太平的
[00:06:55.400 --> 00:06:57.400]  大家認不認同
[00:06:57.400 --> 00:07:00.400]  當你看到中東一帶的地方
[00:07:00.400 --> 00:07:02.400]  見到敘利亞
[00:07:02.400 --> 00:07:03.400]  見到伊朗
[00:07:03.400 --> 00:07:07.400]  見到那邊的伊斯蘭國
[00:07:07.400 --> 00:07:09.400]  那些的打仗內戰
[00:07:09.400 --> 00:07:10.400]  大家都知道
[00:07:10.400 --> 00:07:14.400]  戰爭真的可以說
[00:07:14.400 --> 00:07:18.400]  隨時都會演變成很多人的死亡
[00:07:18.400 --> 00:07:21.400]  又看到俄羅斯
[00:07:21.400 --> 00:07:22.400]  烏克蘭
[00:07:22.400 --> 00:07:27.400]  也都有很多的鬥爭在當中
[00:07:27.400 --> 00:07:29.400]  那麼其實你看到
[00:07:29.400 --> 00:07:31.400]  在2019年
[00:07:31.400 --> 00:07:33.400]  到底這一年
[00:07:33.400 --> 00:07:35.400]  我們會遇到什麼事情呢
[00:07:35.400 --> 00:07:37.400]  甚至可能會有人覺得
[00:07:37.400 --> 00:07:39.400]  這一年真的
[00:07:39.400 --> 00:07:44.400]  整個香港可能會步入一個逆境的當中
[00:07:44.400 --> 00:07:46.400]  那麼你這樣去描述
[00:07:46.400 --> 00:07:48.400]  也都不是誇張的事情
[00:07:48.400 --> 00:07:50.400]  各位電視節目們
[00:07:50.400 --> 00:07:52.400]  我們面對香港
[00:07:52.400 --> 00:07:53.400]  面對國際
[00:07:53.400 --> 00:07:54.400]  世界各地
[00:07:54.400 --> 00:07:56.400]  都會察覺到原來
[00:07:56.400 --> 00:08:00.400]  未來一年是一個很不穩定
[00:08:00.400 --> 00:08:02.400]  很複雜的一年的時候
[00:08:02.400 --> 00:08:04.400]  那麼我們把鏡頭又轉一轉
[00:08:04.400 --> 00:08:05.400]  不要看那麼遠
[00:08:05.400 --> 00:08:07.400]  看回自己好不好
[00:08:07.400 --> 00:08:08.400]  當我們看回我們自己個人的時候
[00:08:08.400 --> 00:08:10.400]  我們都可能會問一下自己
[00:08:10.400 --> 00:08:12.400]  在2019年當中
[00:08:12.400 --> 00:08:16.400]  自己個人的工作會是怎樣呢
[00:08:16.400 --> 00:08:18.400]  我的職業穩不穩定呢
[00:08:18.400 --> 00:08:21.400]  我的收入穩不穩定呢
[00:08:21.400 --> 00:08:24.400]  或者是我的家人
[00:08:24.400 --> 00:08:27.400]  他們生活得好不好呢
[00:08:27.400 --> 00:08:33.400]  我們的健康會不會都有危機呢
[00:08:33.400 --> 00:08:35.400]  其實很多時候我們都會想
[00:08:35.400 --> 00:08:37.400]  原來在我們個人身上
[00:08:37.400 --> 00:08:40.400]  也都可能會出現一些困難
[00:08:40.400 --> 00:08:42.400]  一些逆境的情況在當中
[00:08:42.400 --> 00:08:44.400]  有時候你發覺
[00:08:44.400 --> 00:08:48.400]  這種情況也都難以避免
[00:08:48.400 --> 00:08:54.400]  所以當我們今早去想這個逆境的時候
[00:08:54.400 --> 00:08:57.400]  我們很快就會看到今早的經文
[00:08:57.400 --> 00:09:00.400]  就是我剛才想大家去看的
[00:09:00.400 --> 00:09:04.400]  《約翰福音》的二十一章
[00:09:04.400 --> 00:09:09.400]  這章經文裏面講述到一個人物
[00:09:09.400 --> 00:09:14.400]  而這個人物亦都經歷很大的逆境
[00:09:14.400 --> 00:09:17.400]  這個人物就是彼得
[00:09:17.400 --> 00:09:19.400]  就是耶穌的門徒
[00:09:19.400 --> 00:09:23.400]  其實耶穌的門徒不是一開始就進入逆境
[00:09:23.400 --> 00:09:27.400]  其實他開始的時候都頗順利的
[00:09:27.400 --> 00:09:31.400]  甚至彼得都有一段時間都頗風光
[00:09:31.400 --> 00:09:32.400]  如果你記得的話
[00:09:32.400 --> 00:09:34.400]  耶穌十二個門徒當中
[00:09:34.400 --> 00:09:37.400]  何時說起這些的名字呢
[00:09:37.400 --> 00:09:39.400]  你會發覺彼得的名字
[00:09:39.400 --> 00:09:43.400]  總是排在頭位的
[00:09:43.400 --> 00:09:44.400]  你有沒有留意到
[00:09:44.400 --> 00:09:48.400]  無論哪本福音書一說起十二個門徒
[00:09:48.400 --> 00:09:49.400]  那個排序
[00:09:49.400 --> 00:09:52.400]  你會發覺彼得總是排在頭位的
[00:09:52.400 --> 00:09:53.400]  換句話說
[00:09:53.400 --> 00:09:56.400]  彼得的名字是反映了他的身份
[00:09:56.400 --> 00:09:57.400]  所以如果你說
[00:09:57.400 --> 00:10:00.400]  彼得是耶穌的大弟子
[00:10:00.400 --> 00:10:02.400]  大家都會贊成
[00:10:02.400 --> 00:10:06.400]  因為他真是耶穌十二個門徒當中
[00:10:06.400 --> 00:10:09.400]  一個很出眾的弟子
[00:10:09.400 --> 00:10:12.400]  還有耶穌十二個門徒當中
[00:10:12.400 --> 00:10:15.400]  有三個人和耶穌很近
[00:10:15.400 --> 00:10:16.400]  你有沒有留意到
[00:10:16.400 --> 00:10:18.400]  這三個人跟隨耶穌
[00:10:18.400 --> 00:10:20.400]  特別近很多
[00:10:20.400 --> 00:10:21.400]  三個人當中
[00:10:21.400 --> 00:10:23.400]  其中一個又是甚麼
[00:10:23.400 --> 00:10:24.400]  又是彼得
[00:10:24.400 --> 00:10:26.400]  彼得雅各約學
[00:10:26.400 --> 00:10:27.400]  你會發覺
[00:10:27.400 --> 00:10:30.400]  彼得又是戰一席奮
[00:10:30.400 --> 00:10:33.400]  甚至彼得這個門徒
[00:10:33.400 --> 00:10:38.400]  他又是經歷很多耶穌的神蹟
[00:10:38.400 --> 00:10:40.400]  譬如你有沒有記得
[00:10:40.400 --> 00:10:43.400]  當耶穌上到山上變相的時候
[00:10:43.400 --> 00:10:44.400]  彼得有沒有奮?
[00:10:44.400 --> 00:10:45.400]  有奮
[00:10:45.400 --> 00:10:47.400]  有時候有些神蹟
[00:10:47.400 --> 00:10:48.400]  其他人都沒有奮
[00:10:48.400 --> 00:10:50.400]  唯獨是他有奮的
[00:10:50.400 --> 00:10:54.400]  就是他真是很膽粗粗
[00:10:54.400 --> 00:10:55.400]  信心爆棚
[00:10:55.400 --> 00:10:58.400]  見到耶穌在海面上走的時候
[00:10:58.400 --> 00:11:00.400]  他就跟耶穌說
[00:11:00.400 --> 00:11:01.400]  如果是你
[00:11:01.400 --> 00:11:03.400]  你就叫我過來
[00:11:03.400 --> 00:11:04.400]  耶穌就說好
[00:11:04.400 --> 00:11:05.400]  你過來吧
[00:11:05.400 --> 00:11:07.400]  他嘗試一下
[00:11:07.400 --> 00:11:10.400]  看看在海面上可不可以行走
[00:11:10.400 --> 00:11:11.400]  大家有印象嗎?
[00:11:11.400 --> 00:11:14.400]  你會發覺彼得這位門徒
[00:11:14.400 --> 00:11:17.400]  他經歷的神蹟也很多
[00:11:17.400 --> 00:11:20.400]  不覺得彼得很多時候
[00:11:20.400 --> 00:11:21.400]  都很多東西說
[00:11:21.400 --> 00:11:22.400]  你有沒有留意到
[00:11:22.400 --> 00:11:24.400]  人家還沒說
[00:11:24.400 --> 00:11:28.400]  他就第一個搶答衝出來
[00:11:28.400 --> 00:11:30.400]  當大家的門徒很憂心
[00:11:30.400 --> 00:11:33.400]  心情低落的時候
[00:11:33.400 --> 00:11:36.400]  知道當中有一個人要出賣耶穌的時候
[00:11:36.400 --> 00:11:38.400]  大家都不說話
[00:11:38.400 --> 00:11:40.400]  那時候的氣氛
[00:11:40.400 --> 00:11:42.400]  真是一種很
[00:11:42.400 --> 00:11:43.400]  怎麼說
[00:11:43.400 --> 00:11:48.400]  是一種大家都很枯燥的氣氛
[00:11:48.400 --> 00:11:50.400]  因為有擔心
[00:11:50.400 --> 00:11:51.400]  誰出賣耶穌
[00:11:51.400 --> 00:11:52.400]  在那時候
[00:11:52.400 --> 00:11:55.400]  彼得就打破了這種沉默的氣氛
[00:11:55.400 --> 00:11:56.400]  第一個說話
[00:11:56.400 --> 00:11:57.400]  他說什麼
[00:11:57.400 --> 00:11:58.400]  主啊
[00:11:58.400 --> 00:11:59.400]  眾人離開你
[00:11:59.400 --> 00:12:00.400]  我還什麼
[00:12:00.400 --> 00:12:04.400]  我還不離開你
[00:12:04.400 --> 00:12:08.400]  所以你發覺彼得有很風光的時候
[00:12:08.400 --> 00:12:10.400]  甚至有一次彼得
[00:12:10.400 --> 00:12:14.400]  他對著這麼多的人
[00:12:14.400 --> 00:12:16.400]  不論是一些群眾
[00:12:16.400 --> 00:12:18.400]  或者是耶穌的門徒
[00:12:18.400 --> 00:12:20.400]  他聽到
[00:12:20.400 --> 00:12:22.400]  人家說耶穌可能是什麼
[00:12:22.400 --> 00:12:24.400]  是先知以利亞
[00:12:24.400 --> 00:12:26.400]  可能是摩西
[00:12:26.400 --> 00:12:28.400]  不過彼得的看法不同
[00:12:28.400 --> 00:12:32.400]  彼得的認訊是很
[00:12:32.400 --> 00:12:34.400]  孤冕堂皇
[00:12:34.400 --> 00:12:35.400]  很清楚
[00:12:35.400 --> 00:12:36.400]  他說你是什麼
[00:12:36.400 --> 00:12:38.400]  你是基督
[00:12:38.400 --> 00:12:40.400]  是永生神的兒子
[00:12:40.400 --> 00:12:42.400]  清不清晰
[00:12:42.400 --> 00:12:43.400]  很清晰
[00:12:43.400 --> 00:12:44.400]  大家記得嗎
[00:12:44.400 --> 00:12:47.400]  所以彼得的認訊是很真實的
[00:12:47.400 --> 00:12:50.400]  難怪耶穌後來都稱讚他
[00:12:50.400 --> 00:12:53.400]  耶穌說彼得你要叫做盤石
[00:12:53.400 --> 00:12:58.400]  因為我的教會就要建立在盤石上面
[00:12:58.400 --> 00:13:02.400]  所以你留意到彼得的風光時刻是有的
[00:13:02.400 --> 00:13:03.400]  是不少的
[00:13:03.400 --> 00:13:08.400]  不過他可能自己做夢都沒有想過
[00:13:08.400 --> 00:13:11.400]  原來沒多久
[00:13:11.400 --> 00:13:16.400]  他整個人從高峰就掉到低谷裏面
[00:13:16.400 --> 00:13:20.400]  原來彼得開始就發覺自己
[00:13:20.400 --> 00:13:30.400]  開始掉入一些挫敗或者失敗的網絡當中
[00:13:30.400 --> 00:13:33.400]  最明顯的跡象
[00:13:33.400 --> 00:13:35.400]  首先在赫西瑪利園
[00:13:35.400 --> 00:13:39.400]  耶穌叫門徒要警醒祈禱
[00:13:39.400 --> 00:13:44.400]  因為他自己快要面對十字架的刑具
[00:13:44.400 --> 00:13:46.400]  他很擔心很害怕
[00:13:46.400 --> 00:13:49.400]  很希望門徒撐他為他祈禱
[00:13:49.400 --> 00:13:53.400]  不過那時候門徒都睡著了
[00:13:53.400 --> 00:13:56.400]  包括彼得都睡著了
[00:13:56.400 --> 00:13:58.400]  所以耶穌回來的時候
[00:13:58.400 --> 00:14:00.400]  他很難過地說
[00:14:00.400 --> 00:14:03.400]  你們心靈固然願意
[00:14:03.400 --> 00:14:06.400]  肉體又願意
[00:14:06.400 --> 00:14:10.400]  所以你看到彼得和其他門徒
[00:14:10.400 --> 00:14:12.400]  祈禱的時候就睡著了
[00:14:12.400 --> 00:14:18.400]  甚至有解經家都覺得彼得就是很衝動的其中一個人
[00:14:18.400 --> 00:14:21.400]  當耶穌被人捉拿的時候
[00:14:21.400 --> 00:14:22.400]  有一幕的情景
[00:14:22.400 --> 00:14:26.400]  我相信大家記性當中都記得
[00:14:26.400 --> 00:14:29.400]  就是有一個人拿出一把刀
[00:14:29.400 --> 00:14:33.400]  把大祭司僕人的耳朵割下來
[00:14:33.400 --> 00:14:36.400]  這個人這麼衝動拿著一把刀
[00:14:36.400 --> 00:14:41.400]  他真是慈孝
[00:14:41.400 --> 00:14:44.400]  來傷人
[00:14:44.400 --> 00:14:48.400]  在香港現在那條罪都挺大的
[00:14:48.400 --> 00:14:53.400]  有人說這個人
[00:14:53.400 --> 00:14:55.400]  承受好估是彼得
[00:14:55.400 --> 00:14:59.400]  因為十二個門徒當中的個性
[00:14:59.400 --> 00:15:02.400]  誰這麼激動這麼衝動呢
[00:15:02.400 --> 00:15:04.400]  明顯可能是彼得
[00:15:04.400 --> 00:15:14.400]  但這兩次的情況都不至於令到彼得覺得自己這麼失敗
[00:15:14.400 --> 00:15:16.400]  直至到第三次
[00:15:16.400 --> 00:15:17.400]  大家記得
[00:15:17.400 --> 00:15:23.400]  這一次是他要面對群眾的壓力
[00:15:23.400 --> 00:15:26.400]  人家質問他是不是耶穌的門徒
[00:15:26.400 --> 00:15:27.400]  大家很熟悉
[00:15:27.400 --> 00:15:33.400]  然後彼得就三次公開否定否認
[00:15:33.400 --> 00:15:35.400]  甚至發毒誓
[00:15:35.400 --> 00:15:36.400]  我不認識這個人
[00:15:36.400 --> 00:15:37.400]  大家有沒有印象
[00:15:37.400 --> 00:15:44.400]  所以當彼得三次公開場合不去認耶穌之後
[00:15:44.400 --> 00:15:48.400]  那一刻耶穌就轉身來
[00:15:48.400 --> 00:15:50.400]  特意看一看他
[00:15:50.400 --> 00:15:54.400]  當他一看到耶穌的眼光的時候
[00:15:54.400 --> 00:15:56.400]  他就馬上醒來
[00:15:56.400 --> 00:15:59.400]  耶穌說公雞未啼之先
[00:15:59.400 --> 00:16:00.400]  你已經沒有了嗎
[00:16:00.400 --> 00:16:02.400]  三次不認我
[00:16:02.400 --> 00:16:06.400]  他就跑出去外面痛哭
[00:16:06.400 --> 00:16:09.400]  各位弟兄姊妹們
[00:16:09.400 --> 00:16:15.400]  當時候彼得那種感受
[00:16:15.400 --> 00:16:18.400]  是很難用說話去形容出來
[00:16:18.400 --> 00:16:20.400]  他從來沒有想過自己這麼大個人
[00:16:20.400 --> 00:16:21.400]  這麼大的兒子
[00:16:21.400 --> 00:16:26.400]  竟然在大庭廣眾當中落得這麼出醜的地步
[00:16:26.400 --> 00:16:27.400]  你明不明白
[00:16:27.400 --> 00:16:30.400]  原本他是一個很成功的人物
[00:16:30.400 --> 00:16:34.400]  原本他覺得自己在這麼多門徒當中
[00:16:34.400 --> 00:16:36.400]  是最勇敢的
[00:16:36.400 --> 00:16:40.400]  但是誰不知他落得一個這樣的地步的時候
[00:16:40.400 --> 00:16:42.400]  那種心情
[00:16:42.400 --> 00:16:47.400]  我相信那一刻的彼得在痛哭的時候
[00:16:47.400 --> 00:16:53.400]  他的心情是很羞愧
[00:16:53.400 --> 00:16:57.400]  很失落
[00:16:57.400 --> 00:16:59.400]  很沮喪
[00:16:59.400 --> 00:17:06.400]  甚至很痛苦
[00:17:06.400 --> 00:17:09.400]  所以他就跑出去痛哭
[00:17:09.400 --> 00:17:14.400]  我相信那一次的事件對彼得來說
[00:17:14.400 --> 00:17:16.400]  是一個很重大的打擊
[00:17:16.400 --> 00:17:19.400]  因為他從來沒有試過
[00:17:19.400 --> 00:17:22.400]  經歷到自己失敗到這樣的田地
[00:17:22.400 --> 00:17:25.400]  還要起獨世不認耶穌為主
[00:17:25.400 --> 00:17:27.400]  你說不認也算了
[00:17:27.400 --> 00:17:28.400]  大家都放過你
[00:17:28.400 --> 00:17:29.400]  還要起獨世
[00:17:29.400 --> 00:17:34.400]  可見到他那種膽怯驚慌的程度
[00:17:34.400 --> 00:17:38.400]  去到一個完全沒有理性的情況
[00:17:38.400 --> 00:17:41.400]  只是希望自己保住自己的生命
[00:17:41.400 --> 00:17:44.400]  各位弟兄姊妹們
[00:17:44.400 --> 00:17:46.400]  那一刻的彼得
[00:17:46.400 --> 00:17:50.400]  我相信在他一生人當中
[00:17:50.400 --> 00:17:55.400]  他是一個覺得自己
[00:17:55.400 --> 00:18:00.400]  差不多好像生不如死的一個人
[00:18:00.400 --> 00:18:03.400]  甚至不想活在這個世界上
[00:18:03.400 --> 00:18:10.400]  很想去躲起來
[00:18:10.400 --> 00:18:12.400]  很想不見人
[00:18:12.400 --> 00:18:16.400]  很想去憎恨自己
[00:18:16.400 --> 00:18:20.400]  甚至有機會的話不如了結自己
[00:18:20.400 --> 00:18:24.400]  因為他不想面對這樣的彼得
[00:18:24.400 --> 00:18:28.400]  原來是一個這麼失敗的人在當中
[00:18:28.400 --> 00:18:32.400]  我想起兩年前美國大選的時候
[00:18:32.400 --> 00:18:33.400]  大家有印象嗎?
[00:18:33.400 --> 00:18:42.400]  當時希拉蕊和一個狂人去競爭總統
[00:18:42.400 --> 00:18:46.400]  結果那個狂人總統贏了
[00:18:46.400 --> 00:18:49.400]  我留意這宗新聞
[00:18:49.400 --> 00:18:53.400]  我發現到希拉蕊自從她敗選之後
[00:18:53.400 --> 00:18:55.400]  她就躲起來了
[00:18:55.400 --> 00:18:56.400]  她藏起來了
[00:18:56.400 --> 00:18:58.400]  她不見任何人
[00:18:58.400 --> 00:19:01.400]  她也借脫所有探訪
[00:19:01.400 --> 00:19:05.400]  她也不接受任何傳媒的訪問
[00:19:05.400 --> 00:19:08.400]  她躲起來了足足兩個月的時間
[00:19:08.400 --> 00:19:11.400]  然後她才出來說一些話
[00:19:11.400 --> 00:19:18.400]  失敗、挫敗對一個人的打擊是非常之大
[00:19:18.400 --> 00:19:20.400]  但今天我們發覺到
[00:19:20.400 --> 00:19:23.400]  無論失敗、挫敗帶來給我們的逆境
[00:19:23.400 --> 00:19:30.400]  其實並不是一個終結的結果
[00:19:30.400 --> 00:19:36.400]  而是更加去考驗我們在失敗、挫敗、逆境當中
[00:19:36.400 --> 00:19:42.400]  如何去面對、如何去克服這種的境況
[00:19:42.400 --> 00:19:44.400]  所以我們都非常之感謝上帝
[00:19:44.400 --> 00:19:46.400]  導完這一段聖經
[00:19:46.400 --> 00:19:51.400]  就是《約翰福音》21章1到11節的時候
[00:19:51.400 --> 00:19:57.400]  原來你發覺彼得不幸中的大幸
[00:19:57.400 --> 00:20:07.400]  是他在逆境當中仍然有所堅持
[00:20:07.400 --> 00:20:16.400]  而這些堅持令彼得將他自己一個很軟弱破碎的人生
[00:20:16.400 --> 00:20:21.400]  後來去轉化成一個很剛強、很豐盛的人生
[00:20:21.400 --> 00:20:24.400]  所以今早牧師很想和大家看看
[00:20:24.400 --> 00:20:29.400]  這段聖經裏面其實有七個秘訣
[00:20:29.400 --> 00:20:36.400]  這七個秘訣就是見到彼得如何轉化了他的逆境
[00:20:36.400 --> 00:20:39.400]  如何去克服他的困難當中
[00:20:39.400 --> 00:20:49.400]  第一個秘訣就是痛哭悔改
[00:20:49.400 --> 00:20:51.400]  這節的經文不是《約翰福音》的
