
[00:00:00.000 --> 00:00:08.000]  (主持人:今天講到的主題是「生命同行與使命傳承」)
[00:04:19.000 --> 00:04:25.000]  可能覺得今天教會裡要找人接班是很難的事
[00:04:25.000 --> 00:04:28.000]  譬如一個主任牧師要退休
[00:04:28.000 --> 00:04:32.000]  那誰是他下一任的接班人呢?
[00:04:32.000 --> 00:04:35.000]  很多時候教會會很頭痕
[00:04:35.000 --> 00:04:38.000]  去想如何找到一個接班人
[00:04:38.000 --> 00:04:40.000]  或者我們不要跟教會說
[00:04:40.000 --> 00:04:44.000]  譬如香港有很多大的家族
[00:04:44.000 --> 00:04:50.000]  商界裡很多大的盛事的商界
[00:04:50.000 --> 00:04:52.000]  王國等等
[00:04:52.000 --> 00:04:55.000]  你見到第一代的人去白手興家
[00:04:55.000 --> 00:04:57.000]  傳到第二代的家族的時候
[00:04:57.000 --> 00:04:58.000]  心裡也會想
[00:04:58.000 --> 00:05:02.000]  他應該沒有他父親那麼聰明
[00:05:02.000 --> 00:05:05.000]  整件事這樣傳遞的時候
[00:05:05.000 --> 00:05:14.000]  往往很多是不能夠按著人的意思去傳下去
[00:05:14.000 --> 00:05:16.000]  但如果看回聖經的時候
[00:05:16.000 --> 00:05:18.000]  特別是今天我們看的經文
[00:05:18.000 --> 00:05:21.000]  以利亞和以撒的關係
[00:05:21.000 --> 00:05:25.000]  可以從一個師徒的關係去思考
[00:05:25.000 --> 00:05:28.000]  相信我們的生命會拉近很多
[00:05:28.000 --> 00:05:31.000]  不只是主任牧師如何交接
[00:05:31.000 --> 00:05:36.000]  也不是億萬富豪如何將生意傳遞的問題
[00:05:36.000 --> 00:05:38.000]  而是回到我們自己的生命
[00:05:38.000 --> 00:05:41.000]  在一個信徒成長的生命裡
[00:05:41.000 --> 00:05:43.000]  其實這種師徒的關係
[00:05:43.000 --> 00:05:48.000]  是應該不能夠失去的
[00:05:48.000 --> 00:05:49.000]  如果說實際一點
[00:05:49.000 --> 00:05:52.000]  可能你作為父母
[00:05:52.000 --> 00:05:56.000]  或是你的兒女
[00:05:56.000 --> 00:05:58.000]  其中一個常常討論的問題
[00:05:58.000 --> 00:06:01.000]  就是今天如何牧養教會的二代
[00:06:01.000 --> 00:06:03.000]  究竟交給學校、教會
[00:06:03.000 --> 00:06:07.000]  還是父母有一個責任要去面對呢?
[00:06:07.000 --> 00:06:11.000]  你是否你兒女的師父呢?
[00:06:11.000 --> 00:06:14.000]  或者不要說家庭的關係
[00:06:14.000 --> 00:06:16.000]  或者你在工作裡
[00:06:16.000 --> 00:06:17.000]  你是否老師
[00:06:17.000 --> 00:06:20.000]  或是做別人的上司等等
[00:06:20.000 --> 00:06:24.000]  你是否能夠做到別人的生命的師父呢?
[00:06:24.000 --> 00:06:26.000]  或者你不一定是做別人的師父
[00:06:26.000 --> 00:06:31.000]  你是否跟隨著一個好的上司來工作呢?
[00:06:31.000 --> 00:06:33.000]  接著可能你發現更多真相的時候
[00:06:33.000 --> 00:06:35.000]  可能你又會更失望
[00:06:35.000 --> 00:06:40.000]  你又會覺得不想只學他的那套東西
[00:06:40.000 --> 00:06:42.000]  可能你會考慮離開
[00:06:42.000 --> 00:06:45.000]  或者你會考慮如何超越他
[00:06:45.000 --> 00:06:49.000]  無論你在做師或是做徒的角色也好
[00:06:49.000 --> 00:06:51.000]  無論你想提攜一個人
[00:06:51.000 --> 00:06:52.000]  扶持一個人也好
[00:06:52.000 --> 00:06:54.000]  或者你想學習一個人身上的東西
[00:06:54.000 --> 00:06:57.000]  或者你想超越青出於藍也好
[00:06:57.000 --> 00:07:00.000]  其實如果回到聖經裡想這些關係的時候
[00:07:00.000 --> 00:07:04.000]  回到我們信徒的很基本的關係的時候
[00:07:04.000 --> 00:07:07.000]  甚至好像我們一個基本的侍奉團隊
[00:07:07.000 --> 00:07:08.000]  譬如敬拜隊
[00:07:08.000 --> 00:07:10.000]  或者我們在不同的教會侍奉裡
[00:07:10.000 --> 00:07:12.000]  你也不只是自一個侍奉
[00:07:12.000 --> 00:07:14.000]  你是有你的團隊
[00:07:14.000 --> 00:07:15.000]  有一些資深過你的信徒
[00:07:15.000 --> 00:07:17.000]  有牧者、有傳徒等等
[00:07:17.000 --> 00:07:19.000]  也有帶著一些剛出信
[00:07:19.000 --> 00:07:21.000]  或者剛出馬路
[00:07:21.000 --> 00:07:23.000]  在侍奉裡學習的人也好
[00:07:23.000 --> 00:07:26.000]  其實都是一種有一個師徒的關係
[00:07:26.000 --> 00:07:28.000]  我要問的就是
[00:07:28.000 --> 00:07:30.000]  或者從這段聖經我們學習的就是
[00:07:30.000 --> 00:07:33.000]  究竟在這些彼此學習
[00:07:33.000 --> 00:07:37.000]  彼此去牧羊的關係裡的時候
[00:07:37.000 --> 00:07:43.000]  其實上帝在當中如何帶領呢?
[00:07:43.000 --> 00:07:45.000]  在亞國書中說
[00:07:45.000 --> 00:07:48.000]  以利亞與我們一樣成情
[00:07:48.000 --> 00:07:49.000]  如果你留心
[00:07:49.000 --> 00:07:51.000]  好像亞國書第三章提到一樣東西
[00:07:51.000 --> 00:07:53.000]  如果你再讀
[00:07:53.000 --> 00:07:55.000]  大家很熟悉的就是他求死
[00:07:55.000 --> 00:08:00.000]  一會兒我也會從他求死的經文開始說起
[00:08:00.000 --> 00:08:02.000]  因為剛才說了
[00:08:02.000 --> 00:08:05.000]  我不能夠在一次講道裡
[00:08:05.000 --> 00:08:06.000]  跟大家分享二十章的聖經
[00:08:06.000 --> 00:08:08.000]  我就會集中在剛才第二章
[00:08:08.000 --> 00:08:12.000]  真的以利亞要攻城身退
[00:08:12.000 --> 00:08:13.000]  以利亞要離開
[00:08:13.000 --> 00:08:16.000]  以利亞要交接接任的位置
[00:08:16.000 --> 00:08:20.000]  跟大家一起深入去看經文裡所說的意思
[00:08:20.000 --> 00:08:23.000]  但是大家知道除了今天讀的經文第二章之外
[00:08:23.000 --> 00:08:26.000]  十七章十八章十九章烈皇記上
[00:08:26.000 --> 00:08:28.000]  大家都是很熟悉的經文
[00:08:28.000 --> 00:08:31.000]  他在加密山上和先知鬥法
[00:08:31.000 --> 00:08:33.000]  巴力亞瑟拉先知鬥法
[00:08:33.000 --> 00:08:36.000]  一個先知敵黨八百幾個先知
[00:08:36.000 --> 00:08:37.000]  八百五十個
[00:08:37.000 --> 00:08:41.000]  然後三年的旱災停止了
[00:08:41.000 --> 00:08:47.000]  全部都是上帝要去警告亞哈王的一件事情
[00:08:47.000 --> 00:08:57.000]  巴力是針對著掌管自然規律的神明
[00:08:57.000 --> 00:08:59.000]  巴力代表什麼呢?
[00:08:59.000 --> 00:09:01.000]  當加南地裡
[00:09:01.000 --> 00:09:02.000]  以色列人去到加南裡
[00:09:02.000 --> 00:09:04.000]  混雜了巴力的信仰
[00:09:04.000 --> 00:09:08.000]  和他信耶和華的信仰混合在一起的時候
[00:09:08.000 --> 00:09:10.000]  表示什麼呢?
[00:09:10.000 --> 00:09:14.000]  巴力代表著繁榮安定
[00:09:14.000 --> 00:09:16.000]  經濟繁榮
[00:09:16.000 --> 00:09:19.000]  掌管自然這件事的神明
[00:09:19.000 --> 00:09:21.000]  到你收割的時候
[00:09:21.000 --> 00:09:22.000]  能夠有豐收
[00:09:22.000 --> 00:09:25.000]  能夠有很好的收成
[00:09:25.000 --> 00:09:28.000]  其實我們不是在一個農作的社會裡
[00:09:28.000 --> 00:09:31.000]  但是回到今天香港也是一個很經濟型的城市
[00:09:31.000 --> 00:09:32.000]  你也很想有bonus
[00:09:32.000 --> 00:09:33.000]  你很想有商量
[00:09:33.000 --> 00:09:34.000]  你很想你的工作
[00:09:34.000 --> 00:09:37.000]  你的公司賺到錢
[00:09:37.000 --> 00:09:40.000]  你究竟在信奉上帝嗎?
[00:09:40.000 --> 00:09:42.000]  今天耶穌就說是馬門
[00:09:42.000 --> 00:09:47.000]  還是舊約裡面巴力宗教那位神明呢?
[00:09:47.000 --> 00:09:51.000]  以利亞要去三年不下雨
[00:09:51.000 --> 00:09:55.000]  不知道是股市下滑還是股災
[00:09:55.000 --> 00:09:57.000]  還是一個怎樣的狀態
[00:09:57.000 --> 00:09:59.000]  97還是08我不知道
[00:09:59.000 --> 00:10:00.000]  三年
[00:10:00.000 --> 00:10:04.000]  然後鬥法才告訴你這件事是耶和華掌管
[00:10:04.000 --> 00:10:06.000]  我叫他下雨才有雨
[00:10:06.000 --> 00:10:08.000]  這是以利亞
[00:10:08.000 --> 00:10:09.000]  但是他回頭求死
[00:10:09.000 --> 00:10:12.000]  因為皇后耶洗別追殺他
[00:10:12.000 --> 00:10:14.000]  以利亞和我們一樣
[00:10:14.000 --> 00:10:15.000]  是性情的人
[00:10:15.000 --> 00:10:17.000]  以利沙又怎樣呢?
[00:10:17.000 --> 00:10:19.000]  以利沙可能你覺得
[00:10:19.000 --> 00:10:21.000]  他也很厲害
[00:10:21.000 --> 00:10:22.000]  接了之後
[00:10:22.000 --> 00:10:23.000]  行了很多神蹟
[00:10:23.000 --> 00:10:25.000]  又幫窮寡婦
[00:10:25.000 --> 00:10:27.000]  又沒有東西吃的給他
[00:10:27.000 --> 00:10:33.000]  一個唯一的兒子的生命死掉了
[00:10:33.000 --> 00:10:34.000]  他又能夠將他復活
[00:10:34.000 --> 00:10:41.000]  又令到外邦將軍乃曼
[00:10:41.000 --> 00:10:43.000]  他患華風的時候
[00:10:43.000 --> 00:10:44.000]  一淹下大河的時候
[00:10:44.000 --> 00:10:46.000]  就能夠康復
[00:10:46.000 --> 00:10:47.000]  這些我們都很熟悉的
[00:10:47.000 --> 00:10:50.000]  從小聽兒童主學都聽過大故事
[00:10:50.000 --> 00:10:52.000]  以利沙又是一個怎樣的人呢?
[00:10:52.000 --> 00:10:53.000]  一會兒我讀的時候
[00:10:53.000 --> 00:10:55.000]  我看到一個
[00:10:55.000 --> 00:10:58.000]  其實以利沙和以利亞都是一樣
[00:10:58.000 --> 00:11:01.000]  和我們是一個性情一樣的人
[00:11:01.000 --> 00:11:03.000]  但上帝在當中
[00:11:03.000 --> 00:11:05.000]  就是使用這兩師徒
[00:11:05.000 --> 00:11:11.000]  在以色列這段表面上是一個很鋒黃的日子
[00:11:11.000 --> 00:11:15.000]  但他是離開上帝最遠的日子
[00:11:15.000 --> 00:11:17.000]  就是阿哈王朝的時候
[00:11:17.000 --> 00:11:20.000]  怎樣使用這兩個先知去接續
[00:11:20.000 --> 00:11:23.000]  去承接上帝的工作呢?
[00:11:23.000 --> 00:11:25.000]  先知做什麼的呢?
[00:11:25.000 --> 00:11:27.000]  先知不只是寫先知書
[00:11:27.000 --> 00:11:31.000]  先知最重要的一個角色
[00:11:31.000 --> 00:11:33.000]  最重要的任務
[00:11:33.000 --> 00:11:35.000]  其實是專講一些不好聽的話
[00:11:35.000 --> 00:11:37.000]  你見到黑教的先知
[00:11:37.000 --> 00:11:39.000]  還要是專對著王來說
[00:11:39.000 --> 00:11:42.000]  這個是由以利亞、以利沙
[00:11:42.000 --> 00:11:45.000]  到後來米該亞、先知等等
[00:11:45.000 --> 00:11:48.000]  都是一個這樣的角色
[00:11:48.000 --> 00:11:51.000]  是要叫百姓迴轉
[00:11:51.000 --> 00:11:56.000]  專心服侍獨一的上帝
[00:11:56.000 --> 00:11:58.000]  你們不能夠三心兩意
[00:11:58.000 --> 00:12:02.000]  既敬拜巴黎又敬拜上帝
[00:12:02.000 --> 00:12:11.000]  不應該受著環境因素影響我們對上帝的專心、心智
[00:12:11.000 --> 00:12:13.000]  我們的心在哪裡呢?
[00:12:13.000 --> 00:12:17.000]  這是先知常常提醒在位的君王
[00:12:17.000 --> 00:12:24.000]  和他所管理的一班百姓的生命
[00:12:24.000 --> 00:12:32.000]  如果我們回去看回以利亞、以利亞沙的故事
[00:12:32.000 --> 00:12:34.000]  當時在遼寒基地
[00:12:34.000 --> 00:12:38.000]  上帝十九將以利亞求死之後
[00:12:38.000 --> 00:12:40.000]  上帝叫你起身吧
[00:12:40.000 --> 00:12:42.000]  回到那裡吧
[00:12:42.000 --> 00:12:48.000]  你從北面的撒米亞逃到差不多河獵山
[00:12:48.000 --> 00:12:51.000]  就是西內半島河獵山
[00:12:51.000 --> 00:12:53.000]  到南下到曠野的地方
[00:12:53.000 --> 00:12:54.000]  你回頭吧
[00:12:54.000 --> 00:12:58.000]  回到那裡接續你的工作
[00:12:58.000 --> 00:13:00.000]  你要做三件事
[00:13:00.000 --> 00:13:06.000]  第一就是高納哈舌作亞南王
[00:13:06.000 --> 00:13:07.000]  即是大馬士革
[00:13:07.000 --> 00:13:09.000]  即是敘利亞的王
[00:13:09.000 --> 00:13:10.000]  第十六支
[00:13:10.000 --> 00:13:11.000]  不單止這樣
[00:13:11.000 --> 00:13:15.000]  你要去高納耶護作以色列王
[00:13:15.000 --> 00:13:19.000]  即是說亞哈王將會玩完
[00:13:19.000 --> 00:13:20.000]  第三
[00:13:20.000 --> 00:13:21.000]  最重要的
[00:13:21.000 --> 00:13:25.000]  並且高納阿伯米荷拉人沙伐的兒子
[00:13:25.000 --> 00:13:32.000]  以利沙作先知接續你
[00:13:32.000 --> 00:13:37.000]  繼承你的身份
[00:13:37.000 --> 00:13:39.000]  我不知道大家聽到這些的時候
[00:13:39.000 --> 00:13:40.000]  如果你是一個人
[00:13:40.000 --> 00:13:44.000]  上帝說每一個人代替你
[00:13:44.000 --> 00:13:45.000]  不用你了
[00:13:45.000 --> 00:13:47.000]  我不知道你心裡是
[00:13:47.000 --> 00:13:49.000]  好啊!正啊!放下吧
[00:13:49.000 --> 00:13:51.000]  不事未宜
[00:13:51.000 --> 00:13:52.000]  我沒有了
[00:13:52.000 --> 00:13:53.000]  原來我收工了
[00:13:53.000 --> 00:13:55.000]  原來我不能夠再做下去了
[00:13:55.000 --> 00:13:57.000]  上帝要我退位讓賢了
[00:13:57.000 --> 00:13:59.000]  你可以想想你即時的反應是哪一種
[00:13:59.000 --> 00:14:01.000]  即是你是脫身那種
[00:14:01.000 --> 00:14:05.000]  還是酸溜溜那種感覺呢?
[00:14:05.000 --> 00:14:08.000]  聖經沒有說到以利亞的反應
[00:14:08.000 --> 00:14:10.000]  聖經沒有說
[00:14:10.000 --> 00:14:11.000]  大概你可以想像
[00:14:11.000 --> 00:14:13.000]  來到這個階段
[00:14:13.000 --> 00:14:14.000]  以利亞的生命
[00:14:14.000 --> 00:14:17.000]  真的可以說
[00:14:17.000 --> 00:14:19.000]  對上帝明白多了
[00:14:19.000 --> 00:14:23.000]  經過了一個好像自己的高峰滑落的時候
[00:14:23.000 --> 00:14:25.000]  上帝再要他重新上路
[00:14:25.000 --> 00:14:30.000]  他明白多了自己做了多少事情
[00:14:30.000 --> 00:14:31.000]  因為之前又說
[00:14:31.000 --> 00:14:32.000]  只有我一個
[00:14:32.000 --> 00:14:34.000]  沒有了先知
[00:14:34.000 --> 00:14:36.000]  以一敵幾百
[00:14:36.000 --> 00:14:39.000]  為上帝大發熱心只有我一個
[00:14:39.000 --> 00:14:40.000]  他看不到
[00:14:40.000 --> 00:14:42.000]  他以為所有事情都背負自己上身
[00:14:42.000 --> 00:14:43.000]  後來上帝告訴他不是
[00:14:43.000 --> 00:14:44.000]  這段經文還有一節
[00:14:44.000 --> 00:14:45.000]  最後那句
[00:14:45.000 --> 00:14:46.000]  第十八節
[00:14:46.000 --> 00:14:48.000]  「但我在以色列中留下七千人
[00:14:48.000 --> 00:14:49.000]  是未曾向巴力屈膝
[00:14:49.000 --> 00:14:51.000]  未曾親吻巴力的」
[00:14:51.000 --> 00:14:53.000]  他看不到
[00:14:53.000 --> 00:14:55.000]  他將焦點放在自己身上
[00:14:55.000 --> 00:14:57.000]  以為只有他一個人獨排眾議
[00:14:57.000 --> 00:14:59.000]  為上帝大發熱心
[00:14:59.000 --> 00:15:00.000]  其實不是的
[00:15:00.000 --> 00:15:01.000]  上帝告訴他
[00:15:01.000 --> 00:15:04.000]  其實有很多人在做事
[00:15:04.000 --> 00:15:06.000]  只是以為只有你
[00:15:06.000 --> 00:15:09.000]  為上帝做事
[00:15:09.000 --> 00:15:10.000]  不是只有你自己
[00:15:10.000 --> 00:15:12.000]  在上帝的角度當中
[00:15:12.000 --> 00:15:16.000]  有更多人為上帝做更大的事
[00:15:16.000 --> 00:15:17.000]  以利亞明白了
[00:15:17.000 --> 00:15:21.000]  所以當說到找一個人接他的時候
[00:15:21.000 --> 00:15:23.000]  聖經沒有什麼特別
[00:15:23.000 --> 00:15:27.000]  去表達到以利亞的反應
[00:15:27.000 --> 00:15:29.000]  後來接著那段經文
[00:15:29.000 --> 00:15:32.000]  講到背景就下去第二章
[00:15:32.000 --> 00:15:33.000]  接著真的找以利沙
[00:15:33.000 --> 00:15:35.000]  下面再接下去的時候
[00:15:35.000 --> 00:15:38.000]  於是以利亞就離開那裡找以利沙
[00:15:38.000 --> 00:15:39.000]  聖經如何介紹以利沙呢?
[00:15:39.000 --> 00:15:41.000]  這裡大概是第一次出現以利沙
[00:15:41.000 --> 00:15:43.000]  講得很神奇
[00:15:43.000 --> 00:15:45.000]  正在耕田
[00:15:45.000 --> 00:15:48.000]  前面有多少頭牛?
[00:15:48.000 --> 00:15:51.000]  一個人最多控制多少頭牛?
[00:15:51.000 --> 00:15:52.000]  如果你耕田
[00:15:52.000 --> 00:15:54.000]  或者你的祖先是耕田的時候
[00:15:54.000 --> 00:15:56.000]  一個人控制一頭牛
[00:15:56.000 --> 00:15:57.000]  前面有多少頭牛?
[00:15:57.000 --> 00:15:59.000]  十二對
[00:15:59.000 --> 00:16:00.000]  乘二
[00:16:00.000 --> 00:16:01.000]  即是二十四頭
[00:16:01.000 --> 00:16:03.000]  然後他自己怎樣?
[00:16:03.000 --> 00:16:05.000]  你想像一對對可能是這樣
[00:16:05.000 --> 00:16:07.000]  然後他就控制第十二對
[00:16:07.000 --> 00:16:11.000]  即是怎樣?
[00:16:11.000 --> 00:16:13.000]  聖經沒有詳細告訴你
[00:16:13.000 --> 00:16:15.000]  他力大無窮
[00:16:15.000 --> 00:16:17.000]  一講就控制二十四頭
[00:16:17.000 --> 00:16:18.000]  怎樣推?推不到
[00:16:18.000 --> 00:16:20.000]  大概應該不是這樣
[00:16:20.000 --> 00:16:22.000]  你可以想像
[00:16:22.000 --> 00:16:25.000]  以利沙是一個經理
[00:16:25.000 --> 00:16:27.000]  一個很厲害
[00:16:27.000 --> 00:16:31.000]  對於管理自己事務很聰明的一個人
[00:16:31.000 --> 00:16:33.000]  他沒有趕人捕人幫他
[00:16:33.000 --> 00:16:35.000]  但是他一趕下場的時候
[00:16:35.000 --> 00:16:39.000]  就能夠做到二十四倍的工作
[00:16:39.000 --> 00:16:42.000]  如果聘請到這樣的人就很棒了
[00:16:42.000 --> 00:16:43.000]  一個人做二十四個人工
[00:16:43.000 --> 00:16:45.000]  可以省下二十四個人工
[00:16:45.000 --> 00:16:46.000]  他一個人下場的時候
[00:16:46.000 --> 00:16:49.000]  二十四頭牛就自動運作
[00:16:49.000 --> 00:16:50.000]  他沒有解釋給你聽怎樣運作
[00:16:50.000 --> 00:16:52.000]  大概不是一個人控制
[00:16:52.000 --> 00:16:54.000]  但你看到他是一個運籌為額
[00:16:54.000 --> 00:17:00.000]  一個很擅長管理的一個農務的人
[00:17:00.000 --> 00:17:01.000]  他很有錢
[00:17:01.000 --> 00:17:02.000]  我相信
[00:17:02.000 --> 00:17:05.000]  一個人下場就有二十四倍的收入
[00:17:05.000 --> 00:17:08.000]  這是以利沙
[00:17:08.000 --> 00:17:10.000]  以利沙經過的時候
[00:17:10.000 --> 00:17:11.000]  把自己的外衣搭在他身上
[00:17:11.000 --> 00:17:12.000]  十九節
[00:17:12.000 --> 00:17:13.000]  然後紅色那裡
[00:17:13.000 --> 00:17:14.000]  以利沙就離開牛
[00:17:14.000 --> 00:17:16.000]  跑到以利沙說
[00:17:16.000 --> 00:17:18.000]  請你讓我先與父母吻別
[00:17:18.000 --> 00:17:19.000]  然後我就跟從你
[00:17:19.000 --> 00:17:20.000]  以利沙對他說
[00:17:20.000 --> 00:17:21.000]  因我對你所做的事
[00:17:21.000 --> 00:17:22.000]  你去吧
[00:17:22.000 --> 00:17:24.000]  然後回來
[00:17:24.000 --> 00:17:26.000]  我不知道大家怎樣讀
[00:17:26.000 --> 00:17:29.000]  怎樣看這段經文
[00:17:29.000 --> 00:17:31.000]  特別是以利沙的回應
[00:17:31.000 --> 00:17:32.000]  因我對你所做的事
[00:17:32.000 --> 00:17:33.000]  你去吧
[00:17:33.000 --> 00:17:35.000]  然後回來
[00:17:35.000 --> 00:17:40.000]  以利沙對他是一個很鼓勵
[00:17:40.000 --> 00:17:44.000]  還是在壓制他的狀態呢?
[00:17:44.000 --> 00:17:46.000]  如果看回和修本
[00:17:46.000 --> 00:17:48.000]  就是我標題那句
[00:17:48.000 --> 00:17:51.000]  我向你做什麼事呢?
[00:17:51.000 --> 00:17:53.000]  可以縮小一點
[00:17:53.000 --> 00:17:55.000]  我向你做什麼事呢?
[00:17:55.000 --> 00:17:57.000]  但和修本不知為何就沒有了問號
[00:17:57.000 --> 00:17:59.000]  就變成了一句直述句
[00:17:59.000 --> 00:18:00.000]  就變成了剛才那句
[00:18:00.000 --> 00:18:02.000]  因我對你所做的事
[00:18:02.000 --> 00:18:03.000]  你去吧
[00:18:03.000 --> 00:18:05.000]  我在讀的時候
[00:18:05.000 --> 00:18:08.000]  想起一個新約引用
[00:18:08.000 --> 00:18:09.000]  一定是這段
[00:18:09.000 --> 00:18:11.000]  我相信這段經文的典故
[00:18:11.000 --> 00:18:12.000]  在路加分第九章最後的時候
[00:18:12.000 --> 00:18:15.000]  記得耶穌和三個人呼召他嗎?
[00:18:15.000 --> 00:18:16.000]  第一個就說
[00:18:16.000 --> 00:18:18.000]  我跟從你
[00:18:18.000 --> 00:18:20.000]  你去哪裡我跟從你
[00:18:20.000 --> 00:18:21.000]  耶穌說
[00:18:21.000 --> 00:18:23.000]  人子沒有枕首的地方
[00:18:23.000 --> 00:18:25.000]  第二個就說
[00:18:25.000 --> 00:18:28.000]  耶穌說你跟從我吧
[00:18:28.000 --> 00:18:30.000]  先讓我埋葬死人吧
[00:18:30.000 --> 00:18:32.000]  第三個就好像
[00:18:32.000 --> 00:18:34.000]  以利沙那樣
[00:18:34.000 --> 00:18:36.000]  你跟從我吧
[00:18:36.000 --> 00:18:37.000]  然後那個人就說
[00:18:37.000 --> 00:18:39.000]  請讓我先和我
[00:18:39.000 --> 00:18:42.000]  先和我farewell 祖父母吧
[00:18:42.000 --> 00:18:43.000]  耶穌就說
[00:18:43.000 --> 00:18:45.000]  手牽著泥
[00:18:45.000 --> 00:18:46.000]  是同一個典故
[00:18:46.000 --> 00:18:49.000]  手牽著泥向汗的人
