
[00:00:00.000 --> 00:00:04.000]  吳美詩姑娘在當中為我們靜悟
[00:02:11.000 --> 00:02:13.000]  試念於他的
[00:02:13.000 --> 00:02:14.000]  耶穌對他說:
[00:02:14.000 --> 00:02:17.000]  你去照樣做吧
[00:02:17.000 --> 00:02:20.000]  時間很公正
[00:02:20.000 --> 00:02:22.000]  請問:早安
[00:02:22.000 --> 00:02:25.000]  多謝朱先生給我的介紹
[00:02:25.000 --> 00:02:28.000]  平時我星期一到星期五
[00:02:28.000 --> 00:02:30.000]  都會在幼稚園那裡侍奉
[00:02:30.000 --> 00:02:34.000]  週末就帶幼稚園軍小綿羊
[00:02:34.000 --> 00:02:36.000]  和幼兒天地
[00:02:36.000 --> 00:02:39.000]  經常都對著小朋友
[00:02:39.000 --> 00:02:42.000]  我發覺小朋友很喜歡聽故事
[00:02:42.000 --> 00:02:47.000]  跟他們用故事來講聖經的真理
[00:02:47.000 --> 00:02:50.000]  他們可以用童真的心
[00:02:50.000 --> 00:02:51.000]  又容易明白
[00:02:51.000 --> 00:02:53.000]  又能夠記在心底裡
[00:02:53.000 --> 00:02:55.000]  曾經何時
[00:02:55.000 --> 00:02:58.000]  我想我們每一個人都喜歡聽故事
[00:02:58.000 --> 00:03:03.000]  所以我今天就選擇用一個講故事的手法
[00:03:03.000 --> 00:03:07.000]  去跟大家講一個耶穌講的很重要的教導
[00:03:07.000 --> 00:03:09.000]  就是「讓我愛」
[00:03:09.000 --> 00:03:13.000]  希望大家都懷著一個童真的心去聽
[00:03:13.000 --> 00:03:18.000]  看得清不清楚?
[00:03:18.000 --> 00:03:20.000]  有些光,不要緊
[00:03:20.000 --> 00:03:24.000]  今天小鳥爸爸和小鳥媽媽
[00:03:24.000 --> 00:03:27.000]  和他們一起在家裡聊天
[00:03:27.000 --> 00:03:32.000]  說起今天他們在城裡見到什麼
[00:03:32.000 --> 00:03:34.000]  他們今天就說
[00:03:34.000 --> 00:03:37.000]  主耶穌和一群門徒
[00:03:37.000 --> 00:03:40.000]  正是因為門徒傳福音有人聽
[00:03:40.000 --> 00:03:42.000]  而歡喜快樂
[00:03:42.000 --> 00:03:47.000]  不過那時候有一個律法師就出來了
[00:03:47.000 --> 00:03:50.000]  他就問了耶穌一個問題
[00:03:50.000 --> 00:03:56.000]  「耶穌老師,我應該做什麼才可以承受永生呢?」
[00:03:56.000 --> 00:04:00.000]  這裡說他想試探耶穌
[00:04:00.000 --> 00:04:03.000]  當然啦,他怎麼會不知道答案呢?
[00:04:03.000 --> 00:04:07.000]  因為律法師就是當時社會上
[00:04:07.000 --> 00:04:11.000]  一個猶太宗教和社會制度裡
[00:04:11.000 --> 00:04:13.000]  一個律法的權威
[00:04:13.000 --> 00:04:16.000]  無論有關律法的什麼問題
[00:04:16.000 --> 00:04:18.000]  他一定會知道
[00:04:18.000 --> 00:04:23.000]  就是說,好像一個很出名的醫生
[00:04:23.000 --> 00:04:25.000]  問一個普通人
[00:04:25.000 --> 00:04:28.000]  「我今天頭痛了,應該吃什麼藥好呢?」
[00:04:28.000 --> 00:04:29.000]  「應該怎麼做好呢?」
[00:04:29.000 --> 00:04:32.000]  大家都會說「你一定知道啦」
[00:04:32.000 --> 00:04:34.000]  這位律法師這樣問
[00:04:34.000 --> 00:04:37.000]  正經說他想試探耶穌
[00:04:37.000 --> 00:04:45.000]  他想知道究竟耶穌和他的門徒所說的天國是什麼呢?
[00:04:45.000 --> 00:04:47.000]  他所說的永生
[00:04:47.000 --> 00:04:52.000]  和我讀的生命記所說的得著生命
[00:04:52.000 --> 00:04:54.000]  是不是又一樣呢?
[00:04:54.000 --> 00:04:57.000]  如果他說錯
[00:04:57.000 --> 00:05:00.000]  如果這個耶穌說錯
[00:05:00.000 --> 00:05:03.000]  我就可以說他所說的
[00:05:03.000 --> 00:05:05.000]  和他的門徒所傳的
[00:05:05.000 --> 00:05:06.000]  都是錯誤的了
[00:05:06.000 --> 00:05:17.000]  不過主耶穌知道他心裡在想什麼
[00:05:17.000 --> 00:05:18.000]  就問他
[00:05:18.000 --> 00:05:22.000]  「你讀律法上是說什麼呢?」
[00:05:22.000 --> 00:05:26.000]  「你平時讀的,一直以來讀的又是什麼呢?」
[00:05:26.000 --> 00:05:29.000]  律法師很空有成竹地跟他說
[00:05:29.000 --> 00:05:31.000]  「我當然知道了」
[00:05:31.000 --> 00:05:38.000]  「就是要盡心盡性盡力盡義愛主你的神」
[00:05:38.000 --> 00:05:41.000]  「又要愛倫如己」
[00:05:41.000 --> 00:05:44.000]  原來這兩句經文
[00:05:44.000 --> 00:05:47.000]  就是猶太人傳統的形訊
[00:05:47.000 --> 00:05:49.000]  即是他們所謂的「事馬」
[00:05:49.000 --> 00:05:52.000]  在律法師很熟悉的生命記六章
[00:05:52.000 --> 00:05:55.000]  四至六節裏面記載
[00:05:55.000 --> 00:05:58.000]  和利未記第十九章十八節
[00:05:58.000 --> 00:06:01.000]  摩西早就教了以色列人
[00:06:01.000 --> 00:06:05.000]  要用全人去敬拜獨一的真神
[00:06:05.000 --> 00:06:07.000]  又在聖潔法典裏面
[00:06:07.000 --> 00:06:10.000]  教導以色列人要愛人如己
[00:06:10.000 --> 00:06:12.000]  律法師心裏想
[00:06:12.000 --> 00:06:14.000]  「我怎會不懂呢?」
[00:06:14.000 --> 00:06:15.000]  不過這個時候
[00:06:15.000 --> 00:06:17.000]  律法師又在想
[00:06:17.000 --> 00:06:21.000]  「究竟哪一個才是我的倫社呢?」
[00:06:21.000 --> 00:06:23.000]  他說愛倫如己
[00:06:23.000 --> 00:06:28.000]  「唉!我只會愛那些和我一樣的人」
[00:06:28.000 --> 00:06:30.000]  「那些平民百姓」
[00:06:30.000 --> 00:06:33.000]  「其他人、婦女、小孩」
[00:06:33.000 --> 00:06:34.000]  「我都不會愛的」
[00:06:34.000 --> 00:06:37.000]  「因為我是一個很尊貴的律法師」
[00:06:37.000 --> 00:06:40.000]  「不會輕易和別人相處」
[00:06:40.000 --> 00:06:43.000]  「不是像耶穌那樣」
[00:06:43.000 --> 00:06:46.000]  「祂和門徒到處去」
[00:06:46.000 --> 00:06:49.000]  「祂插起門徒去每一個村落那裏」
[00:06:49.000 --> 00:06:53.000]  「根本不會選擇哪一個人和他們去住」
[00:06:53.000 --> 00:06:55.000]  聖經記載
[00:06:55.000 --> 00:06:58.000]  「證明自己有理」
[00:06:58.000 --> 00:07:00.000]  律法師的理是甚麼呢?
[00:07:00.000 --> 00:07:02.000]  律法師的理就是
[00:07:02.000 --> 00:07:05.000]  我的倫社就是和我一樣的人
[00:07:05.000 --> 00:07:07.000]  於是他就問耶穌
[00:07:07.000 --> 00:07:10.000]  「哪一個是我的倫社呢?」
[00:07:10.000 --> 00:07:14.000]  耶穌就說了一個故事去回答他
[00:07:14.000 --> 00:07:17.000]  這個故事就是
[00:07:17.000 --> 00:07:22.000]  有一個人從耶路撒冷去耶利哥
[00:07:22.000 --> 00:07:25.000]  耶路撒冷無論是在地理位置上
[00:07:25.000 --> 00:07:29.000]  或者在猶太人心目當中的位置
[00:07:29.000 --> 00:07:31.000]  都是高高在上的
[00:07:31.000 --> 00:07:33.000]  所以我們經常聽到
[00:07:33.000 --> 00:07:37.000]  猶太人上耶路撒冷聖殿去敬拜天父
[00:07:37.000 --> 00:07:40.000]  所以這裡說有一個人
[00:07:40.000 --> 00:07:43.000]  從耶路撒冷走到耶利哥去
[00:07:43.000 --> 00:07:46.000]  不過這個人很不幸
[00:07:46.000 --> 00:07:48.000]  他遇到一些強盜
[00:07:48.000 --> 00:07:51.000]  那些強盜拿了他的財物
[00:07:51.000 --> 00:07:54.000]  也把他打到傷大
[00:07:54.000 --> 00:07:57.000]  聖經說打到他半死
[00:07:57.000 --> 00:08:00.000]  即是說他差不多快死了
[00:08:00.000 --> 00:08:04.000]  這個時候有一個祭司經過
[00:08:04.000 --> 00:08:07.000]  他一定是剛剛完成了
[00:08:07.000 --> 00:08:10.000]  他在耶路撒冷聖殿裏的侍奉
[00:08:10.000 --> 00:08:12.000]  回家休息
[00:08:12.000 --> 00:08:17.000]  因為祭司是在聖殿裏侍奉神的人
[00:08:17.000 --> 00:08:20.000]  受傷的人向他求救
[00:08:20.000 --> 00:08:23.000]  救命呀救命呀幫幫我吧
[00:08:23.000 --> 00:08:26.000]  不過你猜那個人是否理會他呢
[00:08:26.000 --> 00:08:30.000]  雖然這個祭司
[00:08:30.000 --> 00:08:33.000]  他認識知道要愛神也要愛人
[00:08:33.000 --> 00:08:36.000]  還有他知道其實猶太律例
[00:08:36.000 --> 00:08:40.000]  是容許人去救一個半死的人
[00:08:40.000 --> 00:08:44.000]  或者埋葬一些路旁的死人
[00:08:44.000 --> 00:08:46.000]  不過這個祭司心想
[00:08:46.000 --> 00:08:48.000]  我不是一般的百姓
[00:08:48.000 --> 00:08:50.000]  我是聖潔尊貴的祭司
[00:08:50.000 --> 00:08:52.000]  所以我不會做這些事
[00:08:52.000 --> 00:08:53.000]  別騷擾我
[00:08:53.000 --> 00:08:54.000]  我走快兩步
[00:08:54.000 --> 00:08:56.000]  我看不到他
[00:08:56.000 --> 00:08:59.000]  於是他就走了
[00:08:59.000 --> 00:09:03.000]  之後又有一個人經過
[00:09:03.000 --> 00:09:06.000]  這個人是一個利美人
[00:09:06.000 --> 00:09:09.000]  利美人和祭司一樣
[00:09:09.000 --> 00:09:12.000]  耶和華吩咐摩西分別出來
[00:09:12.000 --> 00:09:15.000]  在聖殿裏侍奉祂
[00:09:15.000 --> 00:09:17.000]  所以這個利美人
[00:09:17.000 --> 00:09:19.000]  也可能在耶路撒冷聖殿
[00:09:19.000 --> 00:09:22.000]  完成了他的工作
[00:09:22.000 --> 00:09:23.000]  回家了
[00:09:23.000 --> 00:09:27.000]  他有沒有理會這個受傷的人呢
[00:09:27.000 --> 00:09:29.000]  大家看看
[00:09:29.000 --> 00:09:30.000]  他也是板著臉
[00:09:30.000 --> 00:09:32.000]  當看不到
[00:09:32.000 --> 00:09:33.000]  我看不到我看不到
[00:09:33.000 --> 00:09:34.000]  就走了
[00:09:34.000 --> 00:09:35.000]  為什麼呢
[00:09:35.000 --> 00:09:37.000]  原來他也覺得
[00:09:37.000 --> 00:09:38.000]  不要麻煩我
[00:09:38.000 --> 00:09:41.000]  這個人快要死了
[00:09:41.000 --> 00:09:42.000]  讓他死吧
[00:09:42.000 --> 00:09:43.000]  不要麻煩我
[00:09:43.000 --> 00:09:46.000]  我不喜歡玩這些不潔淨的
[00:09:46.000 --> 00:09:48.000]  不乾淨的事
[00:09:48.000 --> 00:09:50.000]  這個人受了傷
[00:09:50.000 --> 00:09:52.000]  很可憐
[00:09:52.000 --> 00:09:54.000]  大家覺得是不是
[00:09:54.000 --> 00:09:56.000]  他快要死了
[00:09:56.000 --> 00:09:57.000]  不過這個時候
[00:09:57.000 --> 00:10:01.000]  有一個人騎著小驢經過
[00:10:01.000 --> 00:10:02.000]  看一看
[00:10:02.000 --> 00:10:05.000]  原來他是撒瑪利亞人
[00:10:05.000 --> 00:10:08.000]  耶穌一說撒瑪利亞人
[00:10:08.000 --> 00:10:11.000]  在場聽的律法師
[00:10:11.000 --> 00:10:13.000]  和其他門徒
[00:10:13.000 --> 00:10:14.000]  馬上心裏想
[00:10:14.000 --> 00:10:17.000]  撒瑪利亞人
[00:10:17.000 --> 00:10:19.000]  我們不和他來往
[00:10:19.000 --> 00:10:21.000]  我們不會和他做朋友
[00:10:21.000 --> 00:10:24.000]  因為他們不是純正的以色列人
[00:10:24.000 --> 00:10:28.000]  他們是和外邦人生下來的後裔
[00:10:28.000 --> 00:10:30.000]  而且之前
[00:10:30.000 --> 00:10:31.000]  耶穌和我們
[00:10:31.000 --> 00:10:32.000]  即是門徒心想
[00:10:32.000 --> 00:10:35.000]  耶穌和我們經過他們的村
[00:10:35.000 --> 00:10:37.000]  他們不歡迎我們
[00:10:37.000 --> 00:10:39.000]  還拒絕我們
[00:10:39.000 --> 00:10:41.000]  看來這個撒瑪利亞人
[00:10:41.000 --> 00:10:43.000]  都會和剛才的濟斯和利美人一樣
[00:10:43.000 --> 00:10:46.000]  當看不到
[00:10:46.000 --> 00:10:50.000]  不過耶穌的故事繼續說下去
[00:10:50.000 --> 00:10:52.000]  他所說的
[00:10:52.000 --> 00:10:54.000]  剛剛和他想的相反
[00:10:54.000 --> 00:10:55.000]  這個撒瑪利亞人
[00:10:55.000 --> 00:10:57.000]  一見到受傷的人
[00:10:57.000 --> 00:11:00.000]  聖經說他動了慈心
[00:11:00.000 --> 00:11:03.000]  他覺得很難過
[00:11:03.000 --> 00:11:06.000]  很替他傷痛
[00:11:06.000 --> 00:11:08.000]  這個人真是可憐
[00:11:08.000 --> 00:11:10.000]  馬上就去到爐裏
[00:11:10.000 --> 00:11:13.000]  用油和酒
[00:11:13.000 --> 00:11:16.000]  很細心地幫他療傷
[00:11:16.000 --> 00:11:18.000]  不單這樣
[00:11:18.000 --> 00:11:21.000]  還將他放在自己的爐裏
[00:11:21.000 --> 00:11:23.000]  帶他去一個女店
[00:11:23.000 --> 00:11:25.000]  去照顧他
[00:11:25.000 --> 00:11:26.000]  過了一夜之後
[00:11:26.000 --> 00:11:29.000]  可能他趕著要回去工作
[00:11:29.000 --> 00:11:31.000]  或者繼續工作
[00:11:31.000 --> 00:11:33.000]  他還將兩個銀幣
[00:11:33.000 --> 00:11:35.000]  給那個店主
[00:11:35.000 --> 00:11:39.000]  叫他照顧受了傷的人
[00:11:39.000 --> 00:11:40.000]  他就說
[00:11:40.000 --> 00:11:42.000]  你儘管照顧他
[00:11:42.000 --> 00:11:43.000]  如果他用多了
[00:11:43.000 --> 00:11:47.000]  我回來會給你
[00:11:47.000 --> 00:11:50.000]  這是一個承諾
[00:11:50.000 --> 00:11:53.000]  不是向受傷的人說
[00:11:53.000 --> 00:11:55.000]  你用了我多少錢
[00:11:55.000 --> 00:11:57.000]  你用了我多少時間
[00:11:57.000 --> 00:12:01.000]  我回來會跟你算帳
[00:12:01.000 --> 00:12:02.000]  不是這樣
[00:12:02.000 --> 00:12:04.000]  而是向店主說
[00:12:04.000 --> 00:12:05.000]  他用了你多少錢
[00:12:05.000 --> 00:12:06.000]  我會給你
[00:12:06.000 --> 00:12:09.000]  完全沒有計較
[00:12:09.000 --> 00:12:13.000]  是一個真心有愛心的幫助
[00:12:13.000 --> 00:12:15.000]  這個時候
[00:12:15.000 --> 00:12:18.000]  耶穌就反問律法師
[00:12:18.000 --> 00:12:19.000]  你想想
[00:12:19.000 --> 00:12:21.000]  這三個人裏面
[00:12:21.000 --> 00:12:25.000]  哪一個才是落在強盜手中的人的輪舍呢
[00:12:25.000 --> 00:12:28.000]  本來律法師問耶穌的時候
[00:12:28.000 --> 00:12:29.000]  他就問
[00:12:29.000 --> 00:12:31.000]  哪一個是我的輪舍
[00:12:31.000 --> 00:12:35.000]  焦點就放在我的身上
[00:12:35.000 --> 00:12:37.000]  而耶穌就反問
[00:12:37.000 --> 00:12:40.000]  哪一個是受傷的人的輪舍呢
[00:12:40.000 --> 00:12:44.000]  焦點就放在受傷的人身上
[00:12:44.000 --> 00:12:45.000]  即是說
[00:12:45.000 --> 00:12:48.000]  有需要的人的身上
[00:12:48.000 --> 00:12:49.000]  這個時候
[00:12:49.000 --> 00:12:52.000]  律法師只可以死死地說
[00:12:52.000 --> 00:12:55.000]  當然是憐憫人的人
[00:12:55.000 --> 00:12:58.000]  即是有需要的人身上的回應
[00:12:58.000 --> 00:13:01.000]  在有需要的人身上有回應的人
[00:13:01.000 --> 00:13:03.000]  耶穌對他說
[00:13:03.000 --> 00:13:06.000]  你去照樣做吧
[00:13:06.000 --> 00:13:08.000]  大家有沒有發覺
[00:13:08.000 --> 00:13:11.000]  耶穌在回答律法師的問題上
[00:13:11.000 --> 00:13:15.000]  這句已經是第二次他這樣說
[00:13:15.000 --> 00:13:17.000]  第一次是在28節
[00:13:17.000 --> 00:13:19.000]  他很讚賞律法師
[00:13:19.000 --> 00:13:20.000]  回答得很正確
[00:13:20.000 --> 00:13:21.000]  沒錯
[00:13:21.000 --> 00:13:24.000]  我們是要盡心盡性盡義盡力
[00:13:24.000 --> 00:13:25.000]  愛主我們的神
[00:13:25.000 --> 00:13:28.000]  也要愛倫如己
[00:13:28.000 --> 00:13:29.000]  他又說
[00:13:29.000 --> 00:13:31.000]  你去照樣做吧
[00:13:31.000 --> 00:13:34.000]  就會得到永生
[00:13:34.000 --> 00:13:35.000]  這裡耶穌說
[00:13:35.000 --> 00:13:39.000]  你已經分辨到哪一個是你的輪舍
[00:13:39.000 --> 00:13:42.000]  你去照樣做吧
[00:13:42.000 --> 00:13:47.000]  原來知道不等於去做的
[00:13:47.000 --> 00:13:49.000]  這個才是主耶穌教導我們
[00:13:49.000 --> 00:13:52.000]  去愛最重要的一個元素
[00:13:52.000 --> 00:13:55.000]  可能我們知道了很多道理
[00:13:55.000 --> 00:13:57.000]  很多真理和教導
[00:13:57.000 --> 00:14:00.000]  不過我們沒有跟著去做
[00:14:00.000 --> 00:14:02.000]  好像那位律法師
[00:14:02.000 --> 00:14:05.000]  他應該從小到大都背律法
[00:14:05.000 --> 00:14:09.000]  也很認識怎樣才是愛神愛人愛輪舍
[00:14:09.000 --> 00:14:11.000]  但是他沒有跟著去做
[00:14:11.000 --> 00:14:14.000]  所以他不明白耶穌所說
[00:14:14.000 --> 00:14:16.000]  怎樣可以得永生
[00:14:16.000 --> 00:14:19.000]  究竟我們在我們平日的生活裏
[00:14:19.000 --> 00:14:21.000]  會不會對很多有需要的人
[00:14:21.000 --> 00:14:23.000]  視而不見呢
[00:14:23.000 --> 00:14:27.000]  或者我們見到某一些有需要的人的時候
[00:14:27.000 --> 00:14:30.000]  我們會很主動地伸出援手
[00:14:30.000 --> 00:14:34.000]  譬如我們見到一些有需要的媽媽
[00:14:34.000 --> 00:14:36.000]  會不會去幫他們呢
[00:14:36.000 --> 00:14:43.000]  或者見到身體有殘障或缺陷的人
[00:14:43.000 --> 00:14:47.000]  我們會不會主動地去幫他們
[00:14:47.000 --> 00:14:49.000]  當他們上斜路的時候
[00:14:49.000 --> 00:14:51.000]  會不會去幫他們推一下呢
[00:14:51.000 --> 00:14:54.000]  或者我們知道有些老人家身體有病
[00:14:54.000 --> 00:14:56.000]  或者他自己在家裏
[00:14:56.000 --> 00:14:58.000]  會不會去探訪他
[00:14:58.000 --> 00:15:01.000]  或者當他出街的時候
[00:15:01.000 --> 00:15:03.000]  幫忙照顧他們呢
[00:15:03.000 --> 00:15:08.000]  我們的家裏的家傭
[00:15:08.000 --> 00:15:11.000]  街上很多流浪漢
[00:15:11.000 --> 00:15:13.000]  很多清潔工人
[00:15:13.000 --> 00:15:15.000]  其實我們會不會覺得
[00:15:15.000 --> 00:15:17.000]  他跟我們不一樣
[00:15:17.000 --> 00:15:19.000]  我不是他們那樣的
[00:15:19.000 --> 00:15:21.000]  所以不用理會他
[00:15:21.000 --> 00:15:25.000]  不用花錢、花時間去關心他們
[00:15:25.000 --> 00:15:27.000]  我哪有餘錢
[00:15:27.000 --> 00:15:29.000]  哪有空閒的時間
[00:15:29.000 --> 00:15:30.000]  很忙的
[00:15:30.000 --> 00:15:33.000]  有錢我都會留著自己用
[00:15:33.000 --> 00:15:35.000]  或者有空去旅行
[00:15:35.000 --> 00:15:37.000]  叫我服侍他們
[00:15:37.000 --> 00:15:39.000]  不可能的
[00:15:39.000 --> 00:15:42.000]  不過耶穌就不是這樣說的
[00:15:42.000 --> 00:15:43.000]  耶穌說
[00:15:43.000 --> 00:15:48.000]  「你去照樣行吧」
[00:15:48.000 --> 00:15:51.000]  今天跟大家用這個故事
[00:15:51.000 --> 00:15:54.000]  去講一個很簡單的真理
[00:15:54.000 --> 00:15:56.000]  就是讓我們去愛
[00:15:56.000 --> 00:15:58.000]  讓我們把耶穌基督
[00:15:58.000 --> 00:16:00.000]  教導我們的愛
[00:16:00.000 --> 00:16:02.000]  實踐在我們每一天的生活上
[00:16:02.000 --> 00:16:05.000]  最後想跟大家分享一首
[00:16:05.000 --> 00:16:06.000]  我在信仰路上
[00:16:06.000 --> 00:16:08.000]  影響我很深的一首詩歌
[00:16:08.000 --> 00:16:10.000]  也是今天的講題
[00:16:10.000 --> 00:16:12.000]  「讓我愛」
[00:16:12.000 --> 00:16:14.000]  可能這首歌
[00:16:14.000 --> 00:16:20.000]  是一些老一輩的長者會認識
[00:16:20.000 --> 00:16:22.000]  因為他是一個老一輩的崇靈偉人
[00:16:22.000 --> 00:16:24.000]  偽托星社的一首詩歌
[00:16:24.000 --> 00:16:26.000]  希望大家一起去聽
[00:16:26.000 --> 00:16:28.000]  去默想的時候
[00:16:28.000 --> 00:16:30.000]  都會記住當中的內容
[00:16:30.000 --> 00:16:32.000]  去學習耶穌基督
[00:16:32.000 --> 00:16:34.000]  怎樣在世上去分享
[00:16:34.000 --> 00:16:36.000]  祂給世人的愛
[00:16:36.000 --> 00:16:38.000]  (字幕製作:貝爾)
[00:16:38.000 --> 00:16:41.000]  (字幕由 Amara.org 社群提供)

