
[00:00:00.000 --> 00:00:05.300]  今日我們會有本堂的陳勵喬牧師在我們中間宣講神的話語
[00:05:55.000 --> 00:05:57.000]  所以我就說了,
[00:05:57.000 --> 00:06:01.000]  在山下跟著很多人,
[00:06:01.000 --> 00:06:03.000]  這些只是進途,
[00:06:03.000 --> 00:06:06.000]  但當作為門徒,
[00:06:06.000 --> 00:06:09.000]  要更密切地跟著耶穌的時候,
[00:06:09.000 --> 00:06:11.000]  他們就要學習委身,
[00:06:11.000 --> 00:06:13.000]  學習寫記,
[00:06:13.000 --> 00:06:18.000]  在耶穌宣告了,
[00:06:18.000 --> 00:06:22.000]  一開口教訓這一班門徒的時候,
[00:06:22.000 --> 00:06:25.000]  我們小心一點,
[00:06:25.000 --> 00:06:27.000]  仔細一點來數的時候,
[00:06:27.000 --> 00:06:29.000]  我們說八福,
[00:06:29.000 --> 00:06:31.000]  有多少個福字呢?
[00:06:31.000 --> 00:06:34.000]  說明八福,
[00:06:34.000 --> 00:06:35.000]  即是有多少個福字?
[00:06:35.000 --> 00:06:37.000]  這樣都不答?
[00:06:37.000 --> 00:06:39.000]  八個,
[00:06:39.000 --> 00:06:41.000]  不過我告訴你,是錯的,
[00:06:41.000 --> 00:06:43.000]  是有九個的,
[00:06:43.000 --> 00:06:45.000]  在原本的聖經裡面,
[00:06:45.000 --> 00:06:46.000]  對不起,玩玩而已,
[00:06:46.000 --> 00:06:48.000]  原本的聖經裡面是有九個的,
[00:06:48.000 --> 00:06:50.000]  為什麼呢?
[00:06:50.000 --> 00:06:53.000]  因為一開始,
[00:06:53.000 --> 00:06:56.000]  在心靈貧窮的人有福了,
[00:06:56.000 --> 00:06:58.000]  在之前,
[00:06:58.000 --> 00:07:00.000]  原來耶穌一坐下來說話的時候,
[00:07:00.000 --> 00:07:02.000]  第一句就說,
[00:07:02.000 --> 00:07:04.000]  你們有福了,
[00:07:04.000 --> 00:07:08.000]  然後才逐個逐個說出來,
[00:07:08.000 --> 00:07:10.000]  哪些人有福?
[00:07:10.000 --> 00:07:13.000]  先看看這個福,
[00:07:13.000 --> 00:07:15.000]  中國人說,
[00:07:15.000 --> 00:07:18.000]  怎樣才算有福呢?
[00:07:18.000 --> 00:07:21.000]  中國人是有五福的,
[00:07:21.000 --> 00:07:22.000]  五福臨門,
[00:07:22.000 --> 00:07:24.000]  有哪五福?
[00:07:24.000 --> 00:07:28.000]  長壽,
[00:07:28.000 --> 00:07:30.000]  不過現在長壽是不是福呢?
[00:07:30.000 --> 00:07:32.000]  各人自己看,
[00:07:32.000 --> 00:07:33.000]  長壽,
[00:07:33.000 --> 00:07:35.000]  然後富貴,
[00:07:35.000 --> 00:07:37.000]  有錢有福,
[00:07:37.000 --> 00:07:39.000]  還有康寧,
[00:07:39.000 --> 00:07:43.000]  就是說你的身心靈的平安,
[00:07:43.000 --> 00:07:45.000]  都是一種福氣,
[00:07:45.000 --> 00:07:47.000]  然後第四種,
[00:07:47.000 --> 00:07:48.000]  就是浩德,
[00:07:48.000 --> 00:07:51.000]  就是說你一個敦厚的性情,
[00:07:51.000 --> 00:07:54.000]  你懂得去顧念其他人,
[00:07:54.000 --> 00:07:56.000]  原來都是一種福氣,
[00:07:56.000 --> 00:07:58.000]  最後一種,
[00:07:58.000 --> 00:08:00.000]  就是善終,
[00:08:00.000 --> 00:08:02.000]  什麼叫善終?
[00:08:02.000 --> 00:08:04.000]  基督徒百慕金記的,
[00:08:04.000 --> 00:08:07.000]  就是死的時候可以很安詳,
[00:08:07.000 --> 00:08:10.000]  不用受很多的痛苦,
[00:08:10.000 --> 00:08:13.000]  所以中國人的五福臨門,
[00:08:13.000 --> 00:08:15.000]  就是講到長壽,
[00:08:15.000 --> 00:08:16.000]  富貴,
[00:08:16.000 --> 00:08:18.000]  真心靈康泰,
[00:08:18.000 --> 00:08:22.000]  有一種敦厚和平性格的人,
[00:08:22.000 --> 00:08:24.000]  還有善終,
[00:08:24.000 --> 00:08:28.000]  好像都是一種外表的物質,
[00:08:28.000 --> 00:08:33.000]  都是一種對我們生命是好的東西,
[00:08:33.000 --> 00:08:36.000]  但是當你剛才一路看,
[00:08:36.000 --> 00:08:39.000]  耶穌講那八福的時候,
[00:08:39.000 --> 00:08:41.000]  不知道有沒有一額看出來,
[00:08:41.000 --> 00:08:45.000]  覺得第一句就是貧窮的人有福了,
[00:08:45.000 --> 00:08:47.000]  真是慘了,
[00:08:47.000 --> 00:08:49.000]  又或者哀動的人又有福了,
[00:08:49.000 --> 00:08:52.000]  然後接著受逼迫的人有福了,
[00:08:52.000 --> 00:08:54.000]  很淒涼,
[00:08:54.000 --> 00:08:57.000]  這些都是人生裡面的困境,
[00:08:57.000 --> 00:09:00.000]  不是一種福氣,
[00:09:00.000 --> 00:09:03.000]  不過在聖經裡面,
[00:09:03.000 --> 00:09:05.000]  講到那種福氣,
[00:09:05.000 --> 00:09:11.000]  就和我們一般人所看的福是不同的,
[00:09:11.000 --> 00:09:14.000]  聖經講的福,
[00:09:14.000 --> 00:09:17.000]  是一個心靈裡面,
[00:09:17.000 --> 00:09:21.000]  經歷那份很滿足的喜樂,
[00:09:21.000 --> 00:09:25.000]  經歷就算外面狂風大浪也好,
[00:09:25.000 --> 00:09:30.000]  但是心靈仍然可以安穩的,
[00:09:30.000 --> 00:09:33.000]  就好像在啟述錄裡面講的時候,
[00:09:33.000 --> 00:09:36.000]  將來的天國裡面,
[00:09:36.000 --> 00:09:40.000]  上帝要擦乾人一切的眼淚,
[00:09:40.000 --> 00:09:45.000]  在當中將來就有絕對的平安,
[00:09:45.000 --> 00:09:48.000]  我媽媽在生的時候,
[00:09:48.000 --> 00:09:51.000]  有一次她回到家裡,
[00:09:51.000 --> 00:09:53.000]  我媽媽的性格是怎樣呢?
[00:09:53.000 --> 00:09:58.000]  是那些幾人憂天的性情,
[00:09:58.000 --> 00:10:03.000]  下雨的時候又擔心好天,
[00:10:03.000 --> 00:10:05.000]  好天的時候又擔心下雨,
[00:10:05.000 --> 00:10:07.000]  是這樣的性格,
[00:10:07.000 --> 00:10:10.000]  有一天我回到家裡的時候,
[00:10:10.000 --> 00:10:11.000]  她跟我說,
[00:10:11.000 --> 00:10:13.000]  她叫我做阿妹,
[00:10:13.000 --> 00:10:16.000]  今天早上我突然覺得,
[00:10:16.000 --> 00:10:19.000]  我自己很幸福,
[00:10:19.000 --> 00:10:22.000]  我覺得自己很滿足,
[00:10:22.000 --> 00:10:24.000]  我都呆了一言,
[00:10:24.000 --> 00:10:26.000]  她從來都不會講這些話,
[00:10:26.000 --> 00:10:29.000]  她說當她行山完,
[00:10:29.000 --> 00:10:32.000]  坐在某個地方,
[00:10:32.000 --> 00:10:34.000]  有些公園椅子,
[00:10:34.000 --> 00:10:36.000]  她在那裡的時候,
[00:10:36.000 --> 00:10:41.000]  我覺得自己的心靈很舒暢,
[00:10:41.000 --> 00:10:42.000]  覺得很滿足,
[00:10:42.000 --> 00:10:44.000]  我一邊聽話,
[00:10:44.000 --> 00:10:46.000]  一邊問她有什麼發生,
[00:10:46.000 --> 00:10:49.000]  原來在那幾個月裡面,
[00:10:49.000 --> 00:10:52.000]  她認識了一個行山的師奶,
[00:10:52.000 --> 00:10:55.000]  我稱她為教會師奶,
[00:10:55.000 --> 00:10:58.000]  認識了一個教會的朋友,
[00:10:58.000 --> 00:11:01.000]  可能她真的跟他說福音,
[00:11:01.000 --> 00:11:06.000]  所以她對整個過往很多的擔憂,
[00:11:06.000 --> 00:11:08.000]  真的改變了,
[00:11:08.000 --> 00:11:10.000]  特別明顯的是,
[00:11:10.000 --> 00:11:14.000]  當她某一個平安夜,
[00:11:14.000 --> 00:11:15.000]  12月24號,
[00:11:15.000 --> 00:11:20.000]  其實是她地上的最後一個平安夜,
[00:11:20.000 --> 00:11:23.000]  因為過往的平安夜,
[00:11:23.000 --> 00:11:25.000]  我都會跟她去灣仔巡渡,
[00:11:25.000 --> 00:11:27.000]  為她崇拜,
[00:11:27.000 --> 00:11:30.000]  那年因為教會有侍奉,
[00:11:30.000 --> 00:11:31.000]  所以我就告訴她,
[00:11:31.000 --> 00:11:32.000]  媽媽去不了,
[00:11:32.000 --> 00:11:33.000]  我和你去不了,
[00:11:33.000 --> 00:11:35.000]  我又叫我的侄子,
[00:11:35.000 --> 00:11:37.000]  叫我的姐姐陪她,
[00:11:37.000 --> 00:11:39.000]  但每個人都有節目,
[00:11:39.000 --> 00:11:41.000]  所以不陪她,
[00:11:41.000 --> 00:11:44.000]  但其實那時候她已經病了,
[00:11:44.000 --> 00:11:45.000]  那天晚上看過很多醫生,
[00:11:45.000 --> 00:11:47.000]  都不知道是什麼病,
[00:11:47.000 --> 00:11:49.000]  整塊臉腫了下來,
[00:11:49.000 --> 00:11:50.000]  我就說,媽媽,
[00:11:50.000 --> 00:11:52.000]  今年我就和你不去了,
[00:11:52.000 --> 00:11:56.000]  不如25號我和你去吧,
[00:11:56.000 --> 00:11:59.000]  但怎知道那天晚上回來,
[00:11:59.000 --> 00:12:00.000]  她告訴我,
[00:12:00.000 --> 00:12:04.000]  今晚我都去了崇拜,
[00:12:04.000 --> 00:12:06.000]  她說很開心,
[00:12:06.000 --> 00:12:08.000]  我說什麼事這麼開心,
[00:12:08.000 --> 00:12:11.000]  她說那個人講道講得很好,
[00:12:11.000 --> 00:12:13.000]  我問她聽過什麼道,
[00:12:13.000 --> 00:12:15.000]  她說她不知道,
[00:12:15.000 --> 00:12:18.000]  但她經常說平安,
[00:12:18.000 --> 00:12:23.000]  我知道那天晚上她去巡渡慰禮,
[00:12:23.000 --> 00:12:24.000]  去巡渡慰禮,
[00:12:24.000 --> 00:12:26.000]  如果不懂得乘電梯,
[00:12:26.000 --> 00:12:28.000]  要走十幾級樓梯,
[00:12:28.000 --> 00:12:30.000]  再走一條長廊,
[00:12:30.000 --> 00:12:33.000]  再走十幾級樓梯,
[00:12:33.000 --> 00:12:35.000]  才去到禮堂,
[00:12:35.000 --> 00:12:36.000]  她告訴我,
[00:12:36.000 --> 00:12:38.000]  我不懂得乘電梯,
[00:12:38.000 --> 00:12:40.000]  我就跟別人走樓梯,
[00:12:40.000 --> 00:12:43.000]  走到氣來氣喘,
[00:12:43.000 --> 00:12:49.000]  但那個人講道講得很好聽,
[00:12:49.000 --> 00:12:51.000]  她就不斷說平安,
[00:12:51.000 --> 00:12:52.000]  我都很相信,
[00:12:52.000 --> 00:12:56.000]  她真的得到心靈那份平安,
[00:12:56.000 --> 00:12:59.000]  所以在這個基督徒裡面,
[00:12:59.000 --> 00:13:01.000]  講道那種福,
[00:13:01.000 --> 00:13:04.000]  不是真的在外表裡面,
[00:13:04.000 --> 00:13:07.000]  得到任何那些物質,
[00:13:07.000 --> 00:13:10.000]  或者環境有任何改變,
[00:13:10.000 --> 00:13:13.000]  而是當心靈裡面,
[00:13:13.000 --> 00:13:17.000]  有耶穌基督進去的時候,
[00:13:17.000 --> 00:13:20.000]  這個絕對的平安,
[00:13:20.000 --> 00:13:24.000]  沒有人能夠奪去,
[00:13:24.000 --> 00:13:26.000]  所以當在山上,
[00:13:26.000 --> 00:13:28.000]  耶穌一坐下,
[00:13:28.000 --> 00:13:31.000]  一開口跟那班門徒講,
[00:13:31.000 --> 00:13:33.000]  第一句就說福在,
[00:13:33.000 --> 00:13:36.000]  就說你們有福了,
[00:13:36.000 --> 00:13:38.000]  我相信那班門徒,
[00:13:38.000 --> 00:13:39.000]  一聽到的時候,
[00:13:39.000 --> 00:13:41.000]  很開心的,
[00:13:41.000 --> 00:13:42.000]  當我一上來說,
[00:13:42.000 --> 00:13:45.000]  大家你們有福了,
[00:13:45.000 --> 00:13:46.000]  很開心的,
[00:13:46.000 --> 00:13:48.000]  如果我一上來說什麼,
[00:13:48.000 --> 00:13:51.000]  你們有難了,
[00:13:51.000 --> 00:13:55.000]  你就會覺得很慘的,
[00:13:55.000 --> 00:13:57.000]  當你覺得有好東西的時候,
[00:13:57.000 --> 00:14:00.000]  你就會很開心的,
[00:14:00.000 --> 00:14:03.000]  在地鐵站很多時候有東西派,
[00:14:03.000 --> 00:14:05.000]  有一次在灣仔地鐵站,
[00:14:05.000 --> 00:14:09.000]  看到有人湧過去搶東西,
[00:14:09.000 --> 00:14:15.000]  但我又看到在地上有很多小小的紙袋,
[00:14:15.000 --> 00:14:18.000]  我八卦的,
[00:14:18.000 --> 00:14:20.000]  也有一點點貪心的,
[00:14:20.000 --> 00:14:22.000]  究竟有什麼東西,
[00:14:22.000 --> 00:14:24.000]  這麼多人湧去拿,
[00:14:24.000 --> 00:14:27.000]  於是我慢慢走過去拿,
[00:14:27.000 --> 00:14:30.000]  開始聽到那些人講,
[00:14:30.000 --> 00:14:33.000]  他說減肥被吸,減肥被吸,
[00:14:33.000 --> 00:14:37.000]  難怪男男女女都湧去,
[00:14:37.000 --> 00:14:42.000]  我伸手拿到一張小小的紙袋,
[00:14:42.000 --> 00:14:44.000]  於是拆開來看,
[00:14:44.000 --> 00:14:48.000]  裡面寫了什麼字,
[00:14:48.000 --> 00:14:52.000]  上面寫著減肥被吸,
[00:14:52.000 --> 00:14:55.000]  裡面寫了四個字,
[00:14:55.000 --> 00:14:57.000]  多做運動,
[00:14:57.000 --> 00:15:02.000]  難怪人們扔了這麼多在地上,
[00:15:02.000 --> 00:15:04.000]  最終很開心的,
[00:15:04.000 --> 00:15:06.000]  走去拿,又有好東西拿,
[00:15:06.000 --> 00:15:09.000]  誰知道多做運動,
[00:15:09.000 --> 00:15:12.000]  所以想想那群門徒,
[00:15:12.000 --> 00:15:14.000]  當夜珠開始講,
[00:15:14.000 --> 00:15:16.000]  福災,你們有福了,
[00:15:16.000 --> 00:15:20.000]  然後說貧窮的人有福了,
[00:15:20.000 --> 00:15:22.000]  一聽到本來很開心的,
[00:15:22.000 --> 00:15:26.000]  誰知道突然間就說貧窮的人有福了,
[00:15:26.000 --> 00:15:29.000]  貧窮是一種苦,
[00:15:29.000 --> 00:15:35.000]  如何從幸福扯上關係呢?
[00:15:35.000 --> 00:15:40.000]  但這個和合本的修訂本很好,
[00:15:40.000 --> 00:15:46.000]  說到貧窮不是指物質的貧窮,
[00:15:46.000 --> 00:15:52.000]  是指靈裡面貧窮的人有福了,
[00:15:52.000 --> 00:15:56.000]  因為天國是他們的,
[00:15:56.000 --> 00:16:03.000]  貧窮的意思是不足夠,缺乏,
[00:16:03.000 --> 00:16:05.000]  當我們感到不足夠,
[00:16:05.000 --> 00:16:08.000]  或當我們感到缺乏的時候,
[00:16:08.000 --> 00:16:14.000]  理應是會感到很苦,很慘,
[00:16:14.000 --> 00:16:16.000]  但耶穌說,
[00:16:16.000 --> 00:16:19.000]  當人去知道自己,
[00:16:19.000 --> 00:16:24.000]  或承認自己在靈裡面,
[00:16:24.000 --> 00:16:27.000]  是不足夠的時候,
[00:16:27.000 --> 00:16:30.000]  這就是一種福氣,
[00:16:30.000 --> 00:16:33.000]  當人去知道,
[00:16:33.000 --> 00:16:37.000]  或承認自己在靈裡面,
[00:16:37.000 --> 00:16:39.000]  是不足夠的時候,
[00:16:39.000 --> 00:16:43.000]  這是一個福氣,
[00:16:43.000 --> 00:16:45.000]  當我在神樂院讀書的時候,
[00:16:45.000 --> 00:16:47.000]  修了聖樂,
[00:16:47.000 --> 00:16:50.000]  其中一科也要去作曲,
[00:16:50.000 --> 00:16:52.000]  不過這科令我很頭痛,
[00:16:52.000 --> 00:16:54.000]  真的不是我的恩賜,
[00:16:54.000 --> 00:16:58.000]  我記得當要交功課的時候,
[00:16:58.000 --> 00:17:01.000]  我很害怕,
[00:17:01.000 --> 00:17:03.000]  很害怕老師,
[00:17:03.000 --> 00:17:06.000]  在神樂院經常吃飯,
[00:17:06.000 --> 00:17:09.000]  又會見到老師,會碰面,
[00:17:09.000 --> 00:17:11.000]  所以一見到老師在附近,
[00:17:11.000 --> 00:17:14.000]  通常我會暈路走,
[00:17:14.000 --> 00:17:16.000]  有一次又見到那位老師,
[00:17:16.000 --> 00:17:18.000]  在前面走過來,
[00:17:18.000 --> 00:17:21.000]  在道門附近,
[00:17:21.000 --> 00:17:24.000]  準備轉頭走去另一處,
[00:17:24.000 --> 00:17:27.000]  但那位老師在那裡見到我,
[00:17:27.000 --> 00:17:29.000]  就叫我,
[00:17:29.000 --> 00:17:31.000]  不能走了,
[00:17:31.000 --> 00:17:33.000]  他就問我,
[00:17:33.000 --> 00:17:35.000]  你的功課做得怎樣?
[00:17:35.000 --> 00:17:38.000]  時間足夠交功課了,
[00:17:38.000 --> 00:17:42.000]  我真的不行了,
[00:17:42.000 --> 00:17:44.000]  他說不行,
[00:17:44.000 --> 00:17:46.000]  一會兒吃完飯,
[00:17:46.000 --> 00:17:49.000]  一時多到我辦公室找我,
[00:17:49.000 --> 00:17:53.000]  通常當我們覺得不行,
[00:17:53.000 --> 00:17:55.000]  或不足夠的時候,
[00:17:55.000 --> 00:17:57.000]  我們怕去面對,
[00:17:57.000 --> 00:17:59.000]  怕面對被人罵,
[00:17:59.000 --> 00:18:01.000]  怕面對被人笑,
[00:18:01.000 --> 00:18:03.000]  你不行的嗎?
[00:18:03.000 --> 00:18:06.000]  當時為何那麼怕見到老師呢?
[00:18:06.000 --> 00:18:09.000]  怕老師罵你為何還不動,
[00:18:09.000 --> 00:18:11.000]  這麼久都不來找我,
[00:18:11.000 --> 00:18:13.000]  教完你甚麼都不懂,
[00:18:13.000 --> 00:18:16.000]  就是怕這些,
[00:18:16.000 --> 00:18:18.000]  但怎知老師說,
[00:18:18.000 --> 00:18:20.000]  你不行,
[00:18:20.000 --> 00:18:22.000]  那你來找我,
[00:18:22.000 --> 00:18:24.000]  為何不來找我?
[00:18:24.000 --> 00:18:27.000]  其實就像這樣,
[00:18:27.000 --> 00:18:29.000]  耶穌說,
[00:18:29.000 --> 00:18:32.000]  令裡面貧窮的人有福,
[00:18:32.000 --> 00:18:35.000]  當我們知道自己不足夠的時候,
[00:18:35.000 --> 00:18:38.000]  我們就需要找幫手,
[00:18:38.000 --> 00:18:41.000]  但如果地上找的幫手,
[00:18:41.000 --> 00:18:44.000]  他們不能真正幫到我們,
[00:18:44.000 --> 00:18:47.000]  只有上帝,耶穌基督,
[00:18:47.000 --> 00:18:50.000]  祂就可以幫到我們,
[00:18:50.000 --> 00:18:52.000]  所以自知不足,
[00:18:52.000 --> 00:18:55.000]  覺得欠缺的,
[00:18:55.000 --> 00:18:57.000]  這些人就有福了,
[00:18:57.000 --> 00:19:00.000]  我們就懂得去找到耶穌,
[00:19:00.000 --> 00:19:03.000]  來幫助我們,
[00:19:03.000 --> 00:19:06.000]  令裡面貧窮的人有福,
[00:19:06.000 --> 00:19:09.000]  有另一個翻譯,
[00:19:09.000 --> 00:19:12.000]  就是令裡面破產的人,
[00:19:12.000 --> 00:19:18.000]  你覺得自己生命裡一無所有,
[00:19:18.000 --> 00:19:21.000]  這些人是幸福的,
[00:19:21.000 --> 00:19:27.000]  因為天國是他們的,
[00:19:27.000 --> 00:19:32.000]  講完第一幅,
[00:19:32.000 --> 00:19:34.000]  還有七幅,
[00:19:34.000 --> 00:19:36.000]  很害怕,
[00:19:36.000 --> 00:19:38.000]  已經十二點半有多了,
[00:19:38.000 --> 00:19:42.000]  還有七幅,
[00:19:42.000 --> 00:19:45.000]  不過大家不用怕,
[00:19:45.000 --> 00:19:48.000]  今天我們有很多時間,
[00:19:48.000 --> 00:19:51.000]  有一位學者說,
[00:19:51.000 --> 00:19:54.000]  這八幅,
[00:19:54.000 --> 00:19:59.000]  第一幅就是基礎,
[00:19:59.000 --> 00:20:03.000]  是一個心靈的基礎,
[00:20:03.000 --> 00:20:07.000]  他說在令裡面貧窮,
[00:20:07.000 --> 00:20:11.000]  當人覺得自己不行的時候,
[00:20:11.000 --> 00:20:14.000]  有了這幅基礎,
[00:20:14.000 --> 00:20:16.000]  懂得去找上帝的時候,
[00:20:16.000 --> 00:20:18.000]  你就會發覺到,
[00:20:18.000 --> 00:20:22.000]  裡面其他七幅,
[00:20:22.000 --> 00:20:24.000]  他們都可以處理得到,
[00:20:24.000 --> 00:20:26.000]  第一,
[00:20:26.000 --> 00:20:28.000]  第一是對自己,
[00:20:28.000 --> 00:20:31.000]  清心的人有福,
[00:20:31.000 --> 00:20:38.000]  當令裡面覺得自己不足夠的時候,
[00:20:38.000 --> 00:20:41.000]  你去求上帝幫助你,
[00:20:41.000 --> 00:20:46.000]  以致你在心靈裡面,
[00:20:46.000 --> 00:20:52.000]  你會追求那份乾淨,
[00:20:52.000 --> 00:20:55.000]  然後乾淨的時候,
[00:20:55.000 --> 00:20:57.000]  你在罪裡面,
[00:20:57.000 --> 00:21:00.000]  你會懂得去警覺,
[00:21:00.000 --> 00:21:03.000]  清心的人有福,
[00:21:03.000 --> 00:21:07.000]  因為他們必得見上帝,
[00:21:07.000 --> 00:21:11.000]  另一方面就是哀動的人有福,
[00:21:11.000 --> 00:21:16.000]  因為他們必得安慰,
[00:21:16.000 --> 00:21:19.000]  他說當你在靈裡面,
[00:21:19.000 --> 00:21:22.000]  你去倚靠上帝的時候,
[00:21:22.000 --> 00:21:25.000]  我們就會懂得去為自己,
[00:21:25.000 --> 00:21:27.000]  為其他人,
[00:21:27.000 --> 00:21:28.000]  為社會,
[00:21:28.000 --> 00:21:29.000]  為國家,
[00:21:29.000 --> 00:21:31.000]  他們的罪,
[00:21:31.000 --> 00:21:35.000]  你去求這個恩典,
