
[00:00:00.000 --> 00:00:05.000]  各位頂姐妹早安 新年快樂
[00:05:35.000 --> 00:05:41.000]  徬徨空虛 悄然消失遠飛
[00:05:41.000 --> 00:05:45.000]  很厲害 你們馬上彈到歌詞出來
[00:05:45.000 --> 00:05:47.000]  專業就是專業
[00:05:47.000 --> 00:05:49.000]  不用我自己一個唱
[00:05:49.000 --> 00:05:50.000]  一起唱好嗎
[00:05:50.000 --> 00:05:52.000]  我們唱第二節 好嗎
[00:05:52.000 --> 00:05:53.000]  預備起
[00:05:53.000 --> 00:05:59.000]  茫茫人海 找一塊落美夢
[00:05:59.000 --> 00:06:05.000]  無傷痛 無怨恨 沒內容
[00:06:05.000 --> 00:06:12.000]  流浪在世間 試圖找圈難採紅
[00:06:12.000 --> 00:06:18.000]  但千山走遍 仍未見影蹤
[00:06:18.000 --> 00:06:24.000]  直到一天 我再沉細沉著你
[00:06:24.000 --> 00:06:31.000]  徬徨空虛 悄然消失遠飛
[00:06:31.000 --> 00:06:37.000]  與你偶遇 原是我畢生的福氣
[00:06:37.000 --> 00:06:43.000]  如黑夜盡頭 重現神氣
[00:06:43.000 --> 00:06:49.000]  在那一天 我再沉細沉著你
[00:06:49.000 --> 00:06:56.000]  從前孤單 我從此不記起
[00:06:56.000 --> 00:07:02.000]  你似盼望承諾借愛永沒盡期
[00:07:02.000 --> 00:07:09.000]  灰色人生變成絕美
[00:07:09.000 --> 00:07:12.000]  多謝大家 我們唱到這裡
[00:07:13.000 --> 00:07:16.000]  其實是一首很美的詩歌
[00:07:16.000 --> 00:07:18.000]  就是想告訴我們
[00:07:18.000 --> 00:07:20.000]  在我們人生裏面
[00:07:20.000 --> 00:07:22.000]  在一個重重迷霧
[00:07:22.000 --> 00:07:24.000]  甚至乎很困惑的時間
[00:07:24.000 --> 00:07:27.000]  我們能夠和上帝結連
[00:07:27.000 --> 00:07:29.000]  其實是給我們一個很大的福氣
[00:07:29.000 --> 00:07:32.000]  這首詩歌是一首很美的詩歌
[00:07:32.000 --> 00:07:36.000]  不過這首詩歌唯一一個美中不足的地方
[00:07:36.000 --> 00:07:39.000]  是在符國
[00:07:39.000 --> 00:07:44.000]  不是我們沉著耶穌
[00:07:44.000 --> 00:07:47.000]  是耶穌沉著我們
[00:07:47.000 --> 00:07:49.000]  不是我們偶遇耶穌
[00:07:49.000 --> 00:07:51.000]  不是偶然
[00:07:51.000 --> 00:07:57.000]  是耶穌上帝親自向我們顯明他自己
[00:07:57.000 --> 00:08:00.000]  今天你能夠回教會
[00:08:00.000 --> 00:08:02.000]  是什麼原因
[00:08:02.000 --> 00:08:05.000]  是不是你自己走來這個教堂呢
[00:08:05.000 --> 00:08:08.000]  還是有人傳福音給你呢
[00:08:08.000 --> 00:08:11.000]  如果上帝不顯明他自己
[00:08:11.000 --> 00:08:14.000]  又怎會有傳福音的人呢
[00:08:14.000 --> 00:08:16.000]  所以今天在1月6日
[00:08:16.000 --> 00:08:18.000]  我們讀星光引導
[00:08:18.000 --> 00:08:21.000]  馬太福音2章1到12節的經文的時候
[00:08:21.000 --> 00:08:23.000]  我們第一件事再一次提醒
[00:08:23.000 --> 00:08:25.000]  這個是恩典
[00:08:25.000 --> 00:08:27.000]  是上帝顯明
[00:08:27.000 --> 00:08:29.000]  是祂主動
[00:08:29.000 --> 00:08:31.000]  不是我們
[00:08:31.000 --> 00:08:34.000]  我們只是回應
[00:08:34.000 --> 00:08:37.000]  而且這個顯明還要告訴我們
[00:08:37.000 --> 00:08:41.000]  顯明不只是給猶太人
[00:08:41.000 --> 00:08:44.000]  是給世界上所有的人
[00:08:44.000 --> 00:08:46.000]  而博士來
[00:08:46.000 --> 00:08:48.000]  從東方來的博士
[00:08:48.000 --> 00:08:51.000]  是代表著外邦人
[00:08:51.000 --> 00:08:53.000]  上帝這個救恩
[00:08:53.000 --> 00:08:55.000]  不單止向猶太人顯明
[00:08:55.000 --> 00:09:01.000]  也都向外邦人顯明
[00:09:01.000 --> 00:09:05.000]  今天我們在香港
[00:09:05.000 --> 00:09:06.000]  如果按血統
[00:09:06.000 --> 00:09:08.000]  我們都是屬於外邦人
[00:09:08.000 --> 00:09:10.000]  我不知道網上有沒有
[00:09:10.000 --> 00:09:13.000]  或者在座當中有沒有猶太人
[00:09:13.000 --> 00:09:16.000]  大部分我們都是外邦人
[00:09:16.000 --> 00:09:19.000]  我們都明白原來上帝的救恩
[00:09:19.000 --> 00:09:20.000]  都臨到外邦人
[00:09:20.000 --> 00:09:23.000]  對我們來說不是一件驚訝的事
[00:09:23.000 --> 00:09:28.000]  不過在兩千多年前的時間
[00:09:28.000 --> 00:09:32.000]  其實是一個很震撼的訊息
[00:09:32.000 --> 00:09:33.000]  上帝的救恩
[00:09:33.000 --> 00:09:35.000]  不單止給猶太人
[00:09:35.000 --> 00:09:37.000]  也都給外邦人
[00:09:37.000 --> 00:09:41.000]  即是說今天我們都能夠
[00:09:41.000 --> 00:09:45.000]  得到上帝給我們啟示的救恩
[00:09:45.000 --> 00:09:47.000]  不單止給猶太人
[00:09:47.000 --> 00:09:49.000]  不單止給外邦人
[00:09:49.000 --> 00:09:51.000]  更加的在這個經文裏面
[00:09:51.000 --> 00:09:53.000]  我們看到還有兩類人
[00:09:53.000 --> 00:09:55.000]  上帝同樣向他們顯明
[00:09:55.000 --> 00:09:57.000]  這個寶貴的福音
[00:09:57.000 --> 00:09:58.000]  寶貴的救恩
[00:09:58.000 --> 00:10:00.000]  第一類是心懷惡念
[00:10:00.000 --> 00:10:02.000]  叛逆上帝的人
[00:10:02.000 --> 00:10:07.000]  我這裏所說的就是希律王
[00:10:07.000 --> 00:10:10.000]  希律王是一個怎樣的王
[00:10:10.000 --> 00:10:15.000]  他是一個不敬畏上帝的人
[00:10:15.000 --> 00:10:20.000]  我相信大家都會認同我的說法
[00:10:20.000 --> 00:10:22.000]  這位為保權位
[00:10:22.000 --> 00:10:26.000]  他會不惜一切去行惡的一位王
[00:10:26.000 --> 00:10:29.000]  即使他不懂得升將
[00:10:29.000 --> 00:10:34.000]  但是上帝仍然透過這幾位東方尼的博士
[00:10:34.000 --> 00:10:36.000]  告訴他
[00:10:36.000 --> 00:10:40.000]  星光之下引導著他們
[00:10:40.000 --> 00:10:45.000]  來尋找生尼作猶太人的王
[00:10:45.000 --> 00:10:47.000]  這個尼塞亞
[00:10:47.000 --> 00:10:49.000]  告訴希律聽
[00:10:49.000 --> 00:10:51.000]  尼塞亞已經來到
[00:10:51.000 --> 00:10:53.000]  其實都有點奇怪的
[00:10:53.000 --> 00:10:54.000]  是嗎?
[00:10:54.000 --> 00:10:58.000]  即是星光引導這班的博士
[00:10:58.000 --> 00:11:01.000]  去尋找希律王
[00:11:01.000 --> 00:11:06.000]  因為其實希律王是惡人
[00:11:06.000 --> 00:11:09.000]  為何上帝要引導這班博士
[00:11:09.000 --> 00:11:10.000]  去尋找這個惡人
[00:11:10.000 --> 00:11:14.000]  告訴他聖嬰已經誕生
[00:11:14.000 --> 00:11:16.000]  因為上帝不知道這位惡人
[00:11:16.000 --> 00:11:21.000]  會對這位聖嬰有惡意嗎?
[00:11:21.000 --> 00:11:23.000]  會想殺害他嗎?
[00:11:23.000 --> 00:11:24.000]  不過仍然
[00:11:24.000 --> 00:11:25.000]  聖經告訴我們
[00:11:25.000 --> 00:11:28.000]  上帝就引導這班東方博士
[00:11:28.000 --> 00:11:30.000]  先去希律王那裡
[00:11:30.000 --> 00:11:31.000]  告訴他
[00:11:31.000 --> 00:11:34.000]  尼塞亞已經來到
[00:11:34.000 --> 00:11:38.000]  為何上帝要向這位大惡人
[00:11:38.000 --> 00:11:40.000]  顯明基督的來臨
[00:11:40.000 --> 00:11:42.000]  為何一位殘害小聖嬰的人
[00:11:42.000 --> 00:11:44.000]  要讓他知道這個消息
[00:11:44.000 --> 00:11:45.000]  都是那一句
[00:11:45.000 --> 00:11:47.000]  上帝要向所有人
[00:11:47.000 --> 00:11:49.000]  顯明他的救恩
[00:11:49.000 --> 00:11:51.000]  包括犯罪作惡
[00:11:51.000 --> 00:11:56.000]  背叛上帝 敵黨他的人
[00:11:56.000 --> 00:11:59.000]  在今天的經文除了猶太人
[00:11:59.000 --> 00:12:02.000]  外邦人 懷惡念
[00:12:02.000 --> 00:12:04.000]  背叛上帝的人
[00:12:04.000 --> 00:12:09.000]  上帝都向不冷不熱的人
[00:12:09.000 --> 00:12:12.000]  去顯明他的救恩
[00:12:12.000 --> 00:12:13.000]  在經文裡邊
[00:12:13.000 --> 00:12:15.000]  哪些是不冷不熱的人呢?
[00:12:15.000 --> 00:12:19.000]  我指的是那班祭司長和文士
[00:12:19.000 --> 00:12:22.000]  祭司長和文士熟讀聖經
[00:12:22.000 --> 00:12:24.000]  所以當希律王問他們的時候
[00:12:24.000 --> 00:12:26.000]  基督該生在何處
[00:12:26.000 --> 00:12:29.000]  他們二話不說就引經據典地回答
[00:12:29.000 --> 00:12:31.000]  在猶太的伯利恆
[00:12:31.000 --> 00:12:33.000]  很熟
[00:12:33.000 --> 00:12:36.000]  不過對於這些宗教領袖而言
[00:12:36.000 --> 00:12:39.000]  他們日常生活都很宗教
[00:12:39.000 --> 00:12:44.000]  讀聖經 祈禱 講解聖經 獻祭
[00:12:44.000 --> 00:12:45.000]  我們可以相信
[00:12:45.000 --> 00:12:46.000]  在他們的言談之間
[00:12:46.000 --> 00:12:51.000]  常常都會談到尼塞亞來臨的應許
[00:12:51.000 --> 00:12:54.000]  就好像我們每逢聖誕節
[00:12:54.000 --> 00:12:57.000]  我們會說耶穌降生
[00:12:57.000 --> 00:13:02.000]  不過當他們聽到博士說尼塞亞
[00:13:02.000 --> 00:13:06.000]  有關他的聖
[00:13:06.000 --> 00:13:10.000]  希律問他們 他們回答了
[00:13:10.000 --> 00:13:12.000]  如果是一個愛慕上帝的人
[00:13:12.000 --> 00:13:16.000]  他應該是怎樣的呢
[00:13:16.000 --> 00:13:19.000]  是否應該會立即出發
[00:13:19.000 --> 00:13:22.000]  去尋找這位尼塞亞
[00:13:22.000 --> 00:13:24.000]  不過他們沒有
[00:13:24.000 --> 00:13:26.000]  他們沒有甚麼感動
[00:13:26.000 --> 00:13:28.000]  沒有甚麼雀躍
[00:13:28.000 --> 00:13:30.000]  又沒有立即隨從這些博士
[00:13:30.000 --> 00:13:33.000]  一起去找這個小聖嬰
[00:13:33.000 --> 00:13:35.000]  在伯利恆究竟在那裏
[00:13:35.000 --> 00:13:37.000]  去朝拜他
[00:13:37.000 --> 00:13:39.000]  找這位猶太人
[00:13:39.000 --> 00:13:41.000]  應該是引頸學待
[00:13:41.000 --> 00:13:44.000]  等待他來的基督
[00:13:44.000 --> 00:13:46.000]  對於這種反應
[00:13:46.000 --> 00:13:50.000]  就算我是用最正面的想法去想
[00:13:50.000 --> 00:13:54.000]  都只能用不冷不熱來形容他們
[00:13:54.000 --> 00:13:56.000]  同樣地
[00:13:56.000 --> 00:14:00.000]  為何上帝要向這些不冷不熱的宗教領袖
[00:14:00.000 --> 00:14:03.000]  顯明基督已經來臨呢
[00:14:03.000 --> 00:14:05.000]  答案除了同樣是
[00:14:05.000 --> 00:14:07.000]  因著上帝要向世人
[00:14:07.000 --> 00:14:09.000]  所有的人
[00:14:09.000 --> 00:14:11.000]  顯明他自己的救恩
[00:14:11.000 --> 00:14:14.000]  我也聯想到啟示錄當中
[00:14:14.000 --> 00:14:16.000]  上帝差派約翰
[00:14:16.000 --> 00:14:20.000]  寫信給那些不冷不熱的老弟家教會
[00:14:20.000 --> 00:14:23.000]  希望這些不冷不熱的人
[00:14:23.000 --> 00:14:25.000]  都有著一個改變
[00:14:25.000 --> 00:14:28.000]  回轉的機會
[00:14:28.000 --> 00:14:30.000]  頂子梅上帝的愛就是這樣
[00:14:30.000 --> 00:14:33.000]  這麼長闊高深
[00:14:33.000 --> 00:14:36.000]  他愛世間所有的人
[00:14:36.000 --> 00:14:38.000]  即使人處於
[00:14:38.000 --> 00:14:40.000]  不論你是甚麼種族
[00:14:40.000 --> 00:14:42.000]  甚麼膚色
[00:14:42.000 --> 00:14:45.000]  不論你的狀態是處於邪惡
[00:14:45.000 --> 00:14:47.000]  活逆不冷不熱
[00:14:47.000 --> 00:14:51.000]  上帝仍然會向我們顯明他的愛
[00:14:51.000 --> 00:14:52.000]  再說
[00:14:52.000 --> 00:14:55.000]  這幾位博學之士
[00:14:55.000 --> 00:14:57.000]  對於這幾位博學之士來說
[00:14:57.000 --> 00:15:00.000]  當他們知道生下來要作猶太人之王
[00:15:00.000 --> 00:15:06.000]  不是屬於希律王的後代的時候
[00:15:06.000 --> 00:15:08.000]  我心中其實也有一種疑問
[00:15:08.000 --> 00:15:11.000]  為何他們意識不到問題所在
[00:15:11.000 --> 00:15:13.000]  聞不到血腥的味道
[00:15:13.000 --> 00:15:16.000]  他們還好像相信希律的說話
[00:15:16.000 --> 00:15:17.000]  希律跟他們說
[00:15:17.000 --> 00:15:21.000]  你仔細去尋找那個小孩子
[00:15:21.000 --> 00:15:23.000]  找到就來報信
[00:15:23.000 --> 00:15:25.000]  我去拜他
[00:15:25.000 --> 00:15:29.000]  似乎這班博士是相信希律的說話
[00:15:29.000 --> 00:15:31.000]  拜訪耶穌之後
[00:15:31.000 --> 00:15:34.000]  真的打算回去告訴希律
[00:15:34.000 --> 00:15:36.000]  或者可以這樣說
[00:15:36.000 --> 00:15:38.000]  即或人的智慧不足
[00:15:38.000 --> 00:15:42.000]  即或人有時會好心做壞事
[00:15:42.000 --> 00:15:46.000]  但是上帝仍然願意向所有的人
[00:15:46.000 --> 00:15:48.000]  顯明他自己
[00:15:48.000 --> 00:15:50.000]  親愛的弟兄姊妹
[00:15:50.000 --> 00:15:54.000]  無論現在我們有著甚麼身份
[00:15:54.000 --> 00:15:57.000]  保障昔日的猶太人、愛邦人
[00:15:57.000 --> 00:15:59.000]  處於甚麼狀態
[00:15:59.000 --> 00:16:02.000]  我們遠離了上帝
[00:16:02.000 --> 00:16:04.000]  做一些他不喜歡的事
[00:16:04.000 --> 00:16:07.000]  不冷不熱、智慧不足
[00:16:07.000 --> 00:16:10.000]  有時好心做了壞事
[00:16:10.000 --> 00:16:13.000]  今日經文同樣告訴我們
[00:16:13.000 --> 00:16:20.000]  我們都在主耶穌這一顆星的引導之下
[00:16:20.000 --> 00:16:24.000]  這個星光仍然照亮我們
[00:16:24.000 --> 00:16:27.000]  上帝的愛、上帝的救恩和旨意
[00:16:27.000 --> 00:16:31.000]  都要向我們顯明
[00:16:31.000 --> 00:16:33.000]  除了顯明
[00:16:33.000 --> 00:16:36.000]  在讀經文
[00:16:36.000 --> 00:16:40.000]  讓我們反思的另一個重點
[00:16:40.000 --> 00:16:43.000]  是講到人的回應
[00:16:43.000 --> 00:16:46.000]  對於這個星光引導的回應
[00:16:46.000 --> 00:16:48.000]  要講故事裏面的人
[00:16:48.000 --> 00:16:51.000]  對上帝顯明這個救恩的回應
[00:16:51.000 --> 00:16:56.000]  同樣都可以從希律王講起
[00:16:56.000 --> 00:17:00.000]  希律王聽到幾位博士的說話
[00:17:00.000 --> 00:17:03.000]  經文描述他第一個反應是甚麼
[00:17:03.000 --> 00:17:06.000]  心裡不安
[00:17:06.000 --> 00:17:08.000]  對擁有王位的希律來說
[00:17:08.000 --> 00:17:12.000]  彌賽亞的彌林對他來說不是福音
[00:17:12.000 --> 00:17:15.000]  不是覺得高興、不是覺得感恩
[00:17:15.000 --> 00:17:18.000]  他是覺得不安
[00:17:18.000 --> 00:17:19.000]  為甚麼
[00:17:19.000 --> 00:17:24.000]  因為明顯他是憂慮到自己的王位不保
[00:17:24.000 --> 00:17:26.000]  受到威脅
[00:17:26.000 --> 00:17:29.000]  而且要消除這個威脅
[00:17:29.000 --> 00:17:32.000]  要保住他自己的既得利益
[00:17:32.000 --> 00:17:36.000]  他就對上帝的顯明
[00:17:36.000 --> 00:17:39.000]  他的回應就是剷除
[00:17:39.000 --> 00:17:43.000]  即使要剷除的對象是上帝而來的彌賽亞
[00:17:43.000 --> 00:17:46.000]  似乎希律王都在所不惜
[00:17:46.000 --> 00:17:51.000]  希律王腦裡不是沒有上帝
[00:17:51.000 --> 00:17:55.000]  他是那位大興土木修建聖殿的人
[00:17:55.000 --> 00:18:00.000]  到現在要起義剷除從上帝而來的彌賽亞
[00:18:00.000 --> 00:18:04.000]  他也懂得要向博士假冒為善一番
[00:18:04.000 --> 00:18:06.000]  說自己都要去拜他
[00:18:06.000 --> 00:18:09.000]  即是他知道是上帝
[00:18:09.000 --> 00:18:12.000]  不過他就是這樣去硬心
[00:18:12.000 --> 00:18:14.000]  他頭腦知道上帝
[00:18:14.000 --> 00:18:16.000]  但他心中沒有上帝
[00:18:16.000 --> 00:18:19.000]  他心中的上帝就是他自己
[00:18:19.000 --> 00:18:22.000]  因為他認為自己有能力
[00:18:22.000 --> 00:18:27.000]  可以隨己意去殺害這位彌賽亞
[00:18:27.000 --> 00:18:32.000]  至於腦裡那位猶太人所敬拜的上帝
[00:18:32.000 --> 00:18:37.000]  他可能只是當他是一個政治上的工具
[00:18:37.000 --> 00:18:44.000]  他的回應就是硬心 剷除 殺害
[00:18:44.000 --> 00:18:49.000]  繼續維護自己的既得利益
[00:18:49.000 --> 00:18:53.000]  說完希律 我們又說一下祭司長和文士
[00:18:53.000 --> 00:18:58.000]  剛才說過他們是一班不冷不熱的人
[00:18:58.000 --> 00:19:04.000]  這些宗教領袖對彌賽亞可能已經離林的訊息不冷不熱
[00:19:04.000 --> 00:19:10.000]  而他們的回應除了準確答了希律王的問題之外
[00:19:10.000 --> 00:19:12.000]  他們什麼都沒有做
[00:19:12.000 --> 00:19:15.000]  如果說博士是蒙福的話
[00:19:15.000 --> 00:19:20.000]  因上帝透過這顆星去引導這班博士去找到基督
[00:19:20.000 --> 00:19:23.000]  其實這班文士和法利賽人
[00:19:23.000 --> 00:19:27.000]  他們有機會去熟讀律法和先知書
[00:19:27.000 --> 00:19:30.000]  其實他們更有福氣
[00:19:30.000 --> 00:19:34.000]  因為上帝早早已經透過聖經向他們啟示和顯明
[00:19:34.000 --> 00:19:36.000]  不過很可惜
[00:19:36.000 --> 00:19:45.000]  他們就好像一班頭腦上有很多神學知識的一班神學家和牧者
[00:19:45.000 --> 00:19:48.000]  可以回答很多神學的問題
[00:19:48.000 --> 00:19:52.000]  可以在宗教活動上做領導 做得很好
[00:19:52.000 --> 00:20:02.000]  但是那些知識沒有驅使他們和上帝之間建立一種緊密的關係
[00:20:02.000 --> 00:20:04.000]  各位頂姐妹
[00:20:04.000 --> 00:20:08.000]  剛才提到希律他有些既得利益
[00:20:08.000 --> 00:20:15.000]  所以他硬心拒絕 顯明 甚至乎要剷除 殺害
[00:20:15.000 --> 00:20:23.000]  上帝有沒有呼召我們回轉歸向他的時候
[00:20:23.000 --> 00:20:31.000]  可能是因為我們一些不想放下的名利 既得利益
[00:20:31.000 --> 00:20:37.000]  我們好像希律那樣去硬心不回應
[00:20:37.000 --> 00:20:47.000]  文士和法理才人 祭司長這一班腦裏有很多宗教知識
[00:20:47.000 --> 00:20:50.000]  在教會裏面很熱心侍奉
[00:20:50.000 --> 00:20:54.000]  都可以和人說很多關於耶穌的事情
[00:20:54.000 --> 00:21:00.000]  但會不會我們其實心裏面和上帝距離很遠
[00:21:00.000 --> 00:21:06.000]  而至到當上帝的訊息 他們的啟示 他們的呼召回轉來到的時候
[00:21:06.000 --> 00:21:14.000]  我們都好像這一班祭司長 文士等等 都是無動於衷
[00:21:14.000 --> 00:21:19.000]  還是我們好像這幾位博士
[00:21:19.000 --> 00:21:23.000]  博士對於上帝顯明這個回應
[00:21:23.000 --> 00:21:27.000]  他們是千里迢迢來到耶路撒冷
[00:21:27.000 --> 00:21:34.000]  再到伯利恆去找這位生下來作猶太人的王的英孩
[00:21:34.000 --> 00:21:41.000]  他們帶著寶貴的禮物 黃金 玉香 活藥
[00:21:41.000 --> 00:21:44.000]  不單止這樣 聖經描述說他們找到耶穌的時候
[00:21:44.000 --> 00:21:46.000]  他們是非常之歡喜
[00:21:46.000 --> 00:21:53.000]  而且這幾位又有錢 又有學識的成年人
[00:21:53.000 --> 00:22:02.000]  而話不說的就俯伏 俯伏去拜這個小孩子
[00:22:02.000 --> 00:22:08.000]  千里而來非常歡喜 俯伏敬拜 獻上禮物
[00:22:08.000 --> 00:22:15.000]  這些都和我們剛剛所說的希律王 祭司長 文士的回應有著很大的對比
[00:22:15.000 --> 00:22:20.000]  那些本來應該是最近上帝 最認識上帝的人
[00:22:20.000 --> 00:22:24.000]  那一刻和上帝很遠
[00:22:24.000 --> 00:22:27.000]  反而本來和上帝很遠的人
[00:22:27.000 --> 00:22:30.000]  這一刻和上帝很近
[00:22:30.000 --> 00:22:34.000]  就在他腳前俯伏敬拜
[00:22:34.000 --> 00:22:37.000]  各位弟兄姊妹 我們能夠成為基督徒
[00:22:37.000 --> 00:22:40.000]  就好像博士一樣 原本是遠的
[00:22:40.000 --> 00:22:43.000]  去到主面前很近
[00:22:43.000 --> 00:22:45.000]  但當我們成為基督徒之後
[00:22:45.000 --> 00:22:48.000]  會不會慢慢慢慢變成了希律
[00:22:48.000 --> 00:22:52.000]  祭司長和文士好像很近
[00:22:52.000 --> 00:22:56.000]  但其實很遠呢
[00:22:56.000 --> 00:23:01.000]  我們對上帝對我們的顯明
