
[00:00:00.000 --> 00:00:03.000]  門徒中間也起了爭論:
[00:03:35.700 --> 00:03:37.700]  25節這樣說
[00:03:37.700 --> 00:03:39.700]  耶穌說
[00:03:39.700 --> 00:03:42.700]  外邦人有君王為主
[00:03:42.700 --> 00:03:43.700]  治理他們
[00:03:43.700 --> 00:03:47.700]  掌權管他們的稱為恩主
[00:03:47.700 --> 00:03:48.700]  恩主
[00:03:48.700 --> 00:03:51.700]  不是恩典的主人這麼簡單
[00:03:51.700 --> 00:03:53.700]  這個字
[00:03:53.700 --> 00:03:56.700]  其實在希羅世界羅馬帝國的時候
[00:03:56.700 --> 00:03:59.700]  叫做Benefactor
[00:03:59.700 --> 00:04:01.700]  什麼意思呢?
[00:04:01.700 --> 00:04:02.700]  我用一段經文
[00:04:02.700 --> 00:04:04.700]  你就大概會明白
[00:04:04.700 --> 00:04:07.700]  當時世界的背景
[00:04:07.700 --> 00:04:09.700]  就是
[00:04:09.700 --> 00:04:13.700]  我想和大家一起看第七章的《路加福音》
[00:04:13.700 --> 00:04:16.700]  你就大概明白什麼叫做恩主
[00:04:16.700 --> 00:04:18.700]  耶穌這樣舉
[00:04:18.700 --> 00:04:20.700]  列國世界的人
[00:04:20.700 --> 00:04:23.700]  是這樣作事的
[00:04:23.700 --> 00:04:24.700]  但是
[00:04:24.700 --> 00:04:26.700]  屬神的我們這個群體
[00:04:26.700 --> 00:04:29.700]  當然就是將來教會
[00:04:29.700 --> 00:04:33.700]  教會就有另外一套價值觀
[00:04:33.700 --> 00:04:36.700]  第七章的《路加福音》是這麼說的
[00:04:36.700 --> 00:04:38.700]  第一節開始
[00:04:38.700 --> 00:04:41.700]  我讀給大家聽
[00:04:41.700 --> 00:04:43.700]  耶穌對百姓說完之後
[00:04:43.700 --> 00:04:45.700]  就去到加伯隆
[00:04:45.700 --> 00:04:47.700]  有一個白夫長
[00:04:47.700 --> 00:04:49.700]  所寶貴的僕人
[00:04:49.700 --> 00:04:52.700]  他患病差不多要死了
[00:04:52.700 --> 00:04:56.700]  白夫長是羅馬的一個軍人
[00:04:56.700 --> 00:05:00.700]  他手下有100個軍兵士兵
[00:05:00.700 --> 00:05:02.700]  這個白夫長是外邦人
[00:05:02.700 --> 00:05:03.700]  羅馬人
[00:05:03.700 --> 00:05:06.700]  白夫長就風聞關於耶穌的事
[00:05:06.700 --> 00:05:11.700]  就托猶太人幾個長老去求耶穌
[00:05:11.700 --> 00:05:13.700]  來救他的僕人
[00:05:13.700 --> 00:05:16.700]  這些長老就去到耶穌那裡
[00:05:16.700 --> 00:05:18.700]  切切的去求耶穌
[00:05:18.700 --> 00:05:19.700]  為什麼?
[00:05:19.700 --> 00:05:20.700]  還有怎麼求呢?
[00:05:20.700 --> 00:05:22.700]  留意一下這裡
[00:05:22.700 --> 00:05:25.700]  就是恩主這個概念
[00:05:25.700 --> 00:05:26.700]  很重要的
[00:05:26.700 --> 00:05:29.700]  因為長老就求情
[00:05:29.700 --> 00:05:31.700]  為白夫長的僕人
[00:05:31.700 --> 00:05:34.700]  就說你給他行這件事
[00:05:34.700 --> 00:05:36.700]  即是行神蹟
[00:05:36.700 --> 00:05:38.700]  是這個白夫長
[00:05:38.700 --> 00:05:39.700]  他配得的
[00:05:39.700 --> 00:05:40.700]  為什麼呢?
[00:05:40.700 --> 00:05:41.700]  第五節
[00:05:41.700 --> 00:05:43.700]  因為他愛我們的百姓
[00:05:43.700 --> 00:05:46.700]  給我們建造會堂
[00:05:46.700 --> 00:05:48.700]  耶穌就和他們同去
[00:05:48.700 --> 00:05:52.700]  這節聖經就大概解釋了
[00:05:52.700 --> 00:05:54.700]  什麼叫恩主
[00:05:54.700 --> 00:05:55.700]  什麼叫做Benefactor
[00:05:55.700 --> 00:05:57.700]  什麼叫做在羅馬帝國
[00:05:57.700 --> 00:06:01.700]  當時他們是怎樣來運作的呢?
[00:06:01.700 --> 00:06:04.700]  原來一些極有權勢的人
[00:06:04.700 --> 00:06:06.700]  他們會行善事
[00:06:06.700 --> 00:06:08.700]  行這些善事
[00:06:08.700 --> 00:06:12.700]  其實就可能收買了很多窮人
[00:06:12.700 --> 00:06:13.700]  平民百姓
[00:06:13.700 --> 00:06:17.700]  當有錢人或者有權勢的人
[00:06:17.700 --> 00:06:20.700]  他們要做一些事情的時候
[00:06:20.700 --> 00:06:24.700]  其他人就要來回報
[00:06:24.700 --> 00:06:30.700]  回敬這個領導人的恩情
[00:06:30.700 --> 00:06:32.700]  所以這個
[00:06:32.700 --> 00:06:37.700]  例如一些文獻這樣說
[00:06:37.700 --> 00:06:39.700]  該撒的奧古斯都
[00:06:39.700 --> 00:06:42.700]  即是第一任的羅馬皇帝
[00:06:42.700 --> 00:06:44.700]  他就是這個Benefactor
[00:06:44.700 --> 00:06:46.700]  他手下有很多很多的
[00:06:46.700 --> 00:06:49.700]  他給恩惠的人
[00:06:49.700 --> 00:06:52.700]  或者甚至一些國家給他恩惠
[00:06:52.700 --> 00:06:54.700]  那些人就叫做Kain
[00:06:54.700 --> 00:06:56.700]  當這個
[00:06:56.700 --> 00:06:57.700]  例如這個奧古斯都
[00:06:57.700 --> 00:06:59.700]  他有些事情要做
[00:06:59.700 --> 00:07:01.700]  重大的政策要推的時候
[00:07:01.700 --> 00:07:06.700]  那些下面的人就要來為他做很多事情
[00:07:06.700 --> 00:07:07.700]  例如投票
[00:07:07.700 --> 00:07:10.700]  例如給一些好處他
[00:07:10.700 --> 00:07:12.700]  類似這樣
[00:07:12.700 --> 00:07:14.700]  留意一下主耶穌
[00:07:14.700 --> 00:07:17.700]  主耶穌知道世界的人
[00:07:17.700 --> 00:07:20.700]  和世界當時羅馬帝國
[00:07:20.700 --> 00:07:24.700]  是怎樣運作這些權力的分佈
[00:07:24.700 --> 00:07:27.700]  和怎樣收買那些人的心
[00:07:27.700 --> 00:07:33.700]  令到他會得到一定的權柄的能力
[00:07:33.700 --> 00:07:34.700]  留意一下
[00:07:34.700 --> 00:07:37.700]  耶穌在這裡等一下會說的
[00:07:37.700 --> 00:07:40.700]  今天很想集中一個很重要的題目就是
[00:07:40.700 --> 00:07:43.700]  耶穌其實知道一切
[00:07:43.700 --> 00:07:47.700]  很快和大家看看上下文
[00:07:47.700 --> 00:07:50.700]  第一節開始
[00:07:50.700 --> 00:07:53.700]  說一個猶大要賣耶穌
[00:07:53.700 --> 00:07:56.700]  在十二個門徒當中
[00:07:56.700 --> 00:07:59.700]  有一個終於發現
[00:07:59.700 --> 00:08:01.700]  跟耶穌不是很妥當
[00:08:01.700 --> 00:08:04.700]  因為耶穌一而再一而再說自己快要死了
[00:08:04.700 --> 00:08:06.700]  快要被羅馬人
[00:08:06.700 --> 00:08:09.700]  來到去好像懲罰那樣
[00:08:09.700 --> 00:08:11.700]  他開始
[00:08:11.700 --> 00:08:13.700]  想偏了
[00:08:13.700 --> 00:08:16.700]  開始發現
[00:08:16.700 --> 00:08:20.700]  我跟耶穌不是很好
[00:08:20.700 --> 00:08:22.700]  所以他決心
[00:08:22.700 --> 00:08:24.700]  來到去物議
[00:08:24.700 --> 00:08:27.700]  我如果出賣我的主人
[00:08:27.700 --> 00:08:29.700]  你們要給多少錢我
[00:08:29.700 --> 00:08:32.700]  一節到第六節
[00:08:32.700 --> 00:08:34.700]  他們就說
[00:08:34.700 --> 00:08:36.700]  這個第三節
[00:08:36.700 --> 00:08:38.700]  這個時候撒旦進入了
[00:08:38.700 --> 00:08:41.700]  稱為加略人猶大的心裡面
[00:08:41.700 --> 00:08:44.700]  他本來是十二門徒裡面的一個
[00:08:44.700 --> 00:08:47.700]  他去跟祭司長說好了
[00:08:47.700 --> 00:08:50.700]  怎樣可以將耶穌交給他們
[00:08:50.700 --> 00:08:52.700]  這些人就很歡喜
[00:08:52.700 --> 00:08:54.700]  那些祭司長
[00:08:54.700 --> 00:08:56.700]  那些領袖很歡喜
[00:08:56.700 --> 00:08:59.700]  就約定了給他銀子
[00:08:59.700 --> 00:09:01.700]  就應運走機會
[00:09:01.700 --> 00:09:04.700]  趁眾人不在跟前的時候
[00:09:04.700 --> 00:09:06.700]  就將耶穌交給他們
[00:09:06.700 --> 00:09:09.700]  留意主耶穌在後面這樣說
[00:09:09.700 --> 00:09:12.700]  就是第22節
[00:09:12.700 --> 00:09:15.700]  跟那些門徒坐直的時候
[00:09:15.700 --> 00:09:17.700]  耶穌跟他們說
[00:09:17.700 --> 00:09:21.700]  人子固然要照所預定的去世
[00:09:21.700 --> 00:09:24.700]  但是出賣人子的人有禍了
[00:09:24.700 --> 00:09:27.700]  原來耶穌知道誰要出賣他
[00:09:27.700 --> 00:09:30.700]  原來耶穌早就知道有一個
[00:09:30.700 --> 00:09:33.700]  物議暗中的計謀
[00:09:33.700 --> 00:09:35.700]  正在進行
[00:09:35.700 --> 00:09:37.700]  你說多可怕呢?
[00:09:37.700 --> 00:09:40.700]  耶穌跟這十二個最內衛
[00:09:40.700 --> 00:09:42.700]  最愛的門徒一起
[00:09:42.700 --> 00:09:45.700]  但是原來有其中一個
[00:09:45.700 --> 00:09:50.700]  是決心要賣自己這位老師
[00:09:50.700 --> 00:09:52.700]  這位主
[00:09:52.700 --> 00:09:54.700]  你可想而知
[00:09:54.700 --> 00:09:57.700]  在耶穌的內心其實是很痛的
[00:09:57.700 --> 00:10:00.700]  有個人決心要賣你
[00:10:00.700 --> 00:10:02.700]  出賣你
[00:10:02.700 --> 00:10:04.700]  而且是用很少的錢
[00:10:04.700 --> 00:10:07.700]  即是三十塊錢
[00:10:07.700 --> 00:10:12.700]  猶太曾經見過一些香膏
[00:10:12.700 --> 00:10:14.700]  是值三十兩
[00:10:14.700 --> 00:10:18.700]  是兩個完全天價
[00:10:18.700 --> 00:10:20.700]  是很大的落差
[00:10:20.700 --> 00:10:24.700]  即是猶太對數字、對錢
[00:10:24.700 --> 00:10:26.700]  是很敏銳的
[00:10:26.700 --> 00:10:30.700]  但是居然到他自己真正的利益
[00:10:30.700 --> 00:10:32.700]  三十塊錢很少的
[00:10:32.700 --> 00:10:33.700]  他也要
[00:10:33.700 --> 00:10:35.700]  即是說耶穌只是值這麼多
[00:10:35.700 --> 00:10:36.700]  他也要
[00:10:36.700 --> 00:10:37.700]  你想想
[00:10:37.700 --> 00:10:39.700]  多大的一個落差
[00:10:39.700 --> 00:10:41.700]  但是原來耶穌知道
[00:10:41.700 --> 00:10:43.700]  繼續說
[00:10:43.700 --> 00:10:45.700]  去到後面
[00:10:45.700 --> 00:10:49.700]  第廿四節我們稍後會說的最重要的經文
[00:10:49.700 --> 00:10:51.700]  之後就是三十一節了
[00:10:51.700 --> 00:10:54.700]  這次是另一個更加親密的門徒
[00:10:54.700 --> 00:10:55.700]  彼得
[00:10:55.700 --> 00:10:57.700]  耶穌跟彼得說
[00:10:57.700 --> 00:10:58.700]  彼得
[00:10:58.700 --> 00:11:00.700]  留意一下第三十一節
[00:11:00.700 --> 00:11:04.700]  留意一下這些經文的記載
[00:11:04.700 --> 00:11:06.700]  是挺有趣
[00:11:06.700 --> 00:11:08.700]  挺諷刺的
[00:11:08.700 --> 00:11:11.700]  耶穌知道一切
[00:11:11.700 --> 00:11:12.700]  西門
[00:11:12.700 --> 00:11:13.700]  西門
[00:11:13.700 --> 00:11:16.700]  撒旦想要得著你們
[00:11:16.700 --> 00:11:18.700]  好西你們
[00:11:18.700 --> 00:11:20.700]  像西物質一樣
[00:11:20.700 --> 00:11:22.700]  那個西即是打乒乓球
[00:11:22.700 --> 00:11:23.700]  吃西
[00:11:23.700 --> 00:11:24.700]  那個西
[00:11:24.700 --> 00:11:25.700]  就是這個西
[00:11:25.700 --> 00:11:27.700]  所以原來有這個字
[00:11:27.700 --> 00:11:29.700]  好西你們像西物質一樣
[00:11:29.700 --> 00:11:32.700]  但我已經為你祈求
[00:11:32.700 --> 00:11:35.700]  叫你不至於失去信心
[00:11:35.700 --> 00:11:37.700]  你回頭以後
[00:11:37.700 --> 00:11:38.700]  三個你
[00:11:38.700 --> 00:11:41.700]  就要兼顧你的弟兄
[00:11:41.700 --> 00:11:42.700]  你想想
[00:11:42.700 --> 00:11:44.700]  如果你是西門
[00:11:44.700 --> 00:11:47.700]  在座可能有西文
[00:11:47.700 --> 00:11:48.700]  誤會而已
[00:11:48.700 --> 00:11:49.700]  開玩笑
[00:11:49.700 --> 00:11:51.700]  如果你是彼得
[00:11:51.700 --> 00:11:55.700]  耶穌三次這樣跟你說
[00:11:55.700 --> 00:11:56.700]  本來是一個
[00:11:56.700 --> 00:11:58.700]  當時是十一個門徒
[00:11:58.700 --> 00:12:00.700]  因為猶大已經不在了
[00:12:00.700 --> 00:12:02.700]  他出去了找祭司長
[00:12:02.700 --> 00:12:04.700]  當時在樓房
[00:12:04.700 --> 00:12:06.700]  十一個門徒坐直
[00:12:06.700 --> 00:12:07.700]  西門
[00:12:07.700 --> 00:12:08.700]  西門
[00:12:08.700 --> 00:12:09.700]  撒旦要西你們
[00:12:09.700 --> 00:12:11.700]  好像西物質一樣
[00:12:11.700 --> 00:12:13.700]  然後怎麼說
[00:12:13.700 --> 00:12:16.700]  但我已經為你祈禱了
[00:12:16.700 --> 00:12:17.700]  這個你不是說
[00:12:17.700 --> 00:12:19.700]  你代表著他們十一個
[00:12:19.700 --> 00:12:21.700]  現在我就為你們十一個了
[00:12:21.700 --> 00:12:22.700]  不過用你去說
[00:12:22.700 --> 00:12:23.700]  不是
[00:12:23.700 --> 00:12:25.700]  因為是很清楚
[00:12:25.700 --> 00:12:26.700]  很清楚
[00:12:26.700 --> 00:12:28.700]  耶穌說我已經為你祈求
[00:12:28.700 --> 00:12:32.700]  叫你不至於失去信心
[00:12:32.700 --> 00:12:34.700]  你回頭之後
[00:12:34.700 --> 00:12:36.700]  即是說什麼意思
[00:12:36.700 --> 00:12:38.700]  你一定會浮事探
[00:12:38.700 --> 00:12:40.700]  你一定會跌倒
[00:12:40.700 --> 00:12:42.700]  你一定會失去信心
[00:12:42.700 --> 00:12:43.700]  但是
[00:12:43.700 --> 00:12:44.700]  最關鍵的就是
[00:12:44.700 --> 00:12:47.700]  我已經為你祈禱了
[00:12:47.700 --> 00:12:49.700]  所以你是不會跌倒
[00:12:49.700 --> 00:12:52.700]  完全的失去你的信心
[00:12:52.700 --> 00:12:53.700]  你是彼得
[00:12:53.700 --> 00:12:55.700]  你會有什麼回應
[00:12:55.700 --> 00:12:57.700]  你會怎樣
[00:12:57.700 --> 00:12:59.700]  耶穌
[00:12:59.700 --> 00:13:00.700]  不要說笑
[00:13:00.700 --> 00:13:01.700]  現在十一個人坐在那裡
[00:13:01.700 --> 00:13:03.700]  十一個人坐在那裡
[00:13:03.700 --> 00:13:04.700]  你只是和我說
[00:13:04.700 --> 00:13:06.700]  你真的若有所指
[00:13:06.700 --> 00:13:07.700]  不單是若有所指
[00:13:07.700 --> 00:13:09.700]  你是針對我
[00:13:09.700 --> 00:13:11.700]  你想想耶穌
[00:13:11.700 --> 00:13:12.700]  彼得怎樣回應
[00:13:12.700 --> 00:13:14.700]  第三十三節
[00:13:14.700 --> 00:13:15.700]  彼得說
[00:13:15.700 --> 00:13:17.700]  主啊我就是和你下監
[00:13:17.700 --> 00:13:18.700]  和你受死
[00:13:18.700 --> 00:13:19.700]  也是甘心
[00:13:19.700 --> 00:13:20.700]  可想而知
[00:13:20.700 --> 00:13:22.700]  是聽得很明白
[00:13:22.700 --> 00:13:24.700]  如果我在現在這樣說話
[00:13:24.700 --> 00:13:26.700]  我針對某一個人
[00:13:26.700 --> 00:13:27.700]  你馬上就會站起來
[00:13:27.700 --> 00:13:28.700]  不是這樣的
[00:13:28.700 --> 00:13:30.700]  你馬上澄清
[00:13:30.700 --> 00:13:31.700]  因為說的是
[00:13:31.700 --> 00:13:32.700]  你失去你的信心
[00:13:32.700 --> 00:13:34.700]  信仰
[00:13:34.700 --> 00:13:35.700]  還要出賣
[00:13:35.700 --> 00:13:37.700]  否認耶穌
[00:13:37.700 --> 00:13:38.700]  否認你的老師
[00:13:38.700 --> 00:13:40.700]  近乎好像剛才那個
[00:13:40.700 --> 00:13:42.700]  出賣耶穌的人那樣
[00:13:42.700 --> 00:13:44.700]  路加福音
[00:13:44.700 --> 00:13:46.700]  將最重要的經文
[00:13:46.700 --> 00:13:49.700]  頭尾包著兩個門徒
[00:13:49.700 --> 00:13:52.700]  是出賣和否認耶穌
[00:13:52.700 --> 00:13:54.700]  但是耶穌知道
[00:13:54.700 --> 00:13:56.700]  耶穌說我已經為你祈禱了
[00:13:56.700 --> 00:13:59.700]  叫你不至於失去信心
[00:13:59.700 --> 00:14:01.700]  當你回頭之後
[00:14:01.700 --> 00:14:03.700]  即是說跌倒了
[00:14:03.700 --> 00:14:05.700]  即是說真的有離開了
[00:14:05.700 --> 00:14:07.700]  即是說真的信心的危機軟弱了
[00:14:07.700 --> 00:14:09.700]  和真的發生了
[00:14:09.700 --> 00:14:10.700]  真的面對一個
[00:14:10.700 --> 00:14:12.700]  不知道什麼的試探
[00:14:12.700 --> 00:14:14.700]  他會跌倒了
[00:14:14.700 --> 00:14:16.700]  果然耶穌就好像
[00:14:16.700 --> 00:14:18.700]  不放過他這一次機會
[00:14:18.700 --> 00:14:19.700]  為他祈禱
[00:14:19.700 --> 00:14:21.700]  留意聖經怎樣記載
[00:14:21.700 --> 00:14:23.700]  34節
[00:14:23.700 --> 00:14:26.700]  耶穌對彼得說
[00:14:26.700 --> 00:14:28.700]  我告訴你
[00:14:28.700 --> 00:14:29.700]  在今天
[00:14:29.700 --> 00:14:32.700]  因為當時就快半夜了
[00:14:32.700 --> 00:14:33.700]  他們要去
[00:14:33.700 --> 00:14:35.700]  這個喀西瓦里縣
[00:14:35.700 --> 00:14:37.700]  祈禱之後
[00:14:37.700 --> 00:14:40.700]  就有兵兵來捉拿耶穌
[00:14:40.700 --> 00:14:43.700]  耶穌就被拉到祭司長的審問
[00:14:43.700 --> 00:14:44.700]  到第二天
[00:14:44.700 --> 00:14:48.700]  耶穌就要來面對審判
[00:14:48.700 --> 00:14:50.700]  之後就被釘上指甲了
[00:14:51.700 --> 00:14:53.700]  耶穌對彼得說
[00:14:53.700 --> 00:14:54.700]  今天
[00:14:54.700 --> 00:14:57.700]  當天未亮
[00:14:57.700 --> 00:14:59.700]  雞蹄的時候
[00:14:59.700 --> 00:15:01.700]  今天應該很難聽到雞蹄了
[00:15:01.700 --> 00:15:02.700]  即是說
[00:15:02.700 --> 00:15:05.700]  你的電話
[00:15:05.700 --> 00:15:06.700]  還沒響的時候
[00:15:06.700 --> 00:15:09.700]  你就要否認我了
[00:15:09.700 --> 00:15:10.700]  三次否認
[00:15:10.700 --> 00:15:11.700]  一次不夠
[00:15:11.700 --> 00:15:12.700]  兩次不夠
[00:15:12.700 --> 00:15:14.700]  三次
[00:15:14.700 --> 00:15:16.700]  耶穌說的次數
[00:15:16.700 --> 00:15:17.700]  即是說
[00:15:17.700 --> 00:15:20.700]  我知道你會這樣跌倒失敗
[00:15:20.700 --> 00:15:22.700]  我講明給你知道
[00:15:22.700 --> 00:15:24.700]  能夠預知
[00:15:24.700 --> 00:15:27.700]  能夠駕馭一切的耶穌
[00:15:27.700 --> 00:15:30.700]  祂想我們每一個門徒
[00:15:30.700 --> 00:15:32.700]  選擇
[00:15:32.700 --> 00:15:33.700]  要來到去
[00:15:33.700 --> 00:15:35.700]  怎樣在教會服事
[00:15:35.700 --> 00:15:38.700]  因為待會那個最精華的地方
[00:15:38.700 --> 00:15:40.700]  就是24、25節
[00:15:40.700 --> 00:15:43.700]  剛才說了25節最重要的那個字眼
[00:15:43.700 --> 00:15:48.700]  耶穌說我知道這個世界是怎樣運作的
[00:15:48.700 --> 00:15:52.700]  外邦人有稱為君王的
[00:15:52.700 --> 00:15:55.700]  好像主一樣去治理世界
[00:15:55.700 --> 00:15:58.700]  治理自己的群體
[00:15:58.700 --> 00:16:02.700]  那些人就是稱為恩主
[00:16:02.700 --> 00:16:03.700]  即是說
[00:16:03.700 --> 00:16:04.700]  你給他好處
[00:16:04.700 --> 00:16:06.700]  你所謂服事他
[00:16:06.700 --> 00:16:07.700]  原來是有代價的
[00:16:07.700 --> 00:16:09.700]  將來他要幫你
[00:16:09.700 --> 00:16:11.700]  他要完全課你
[00:16:11.700 --> 00:16:15.700]  這些就是世界的羅馬帝國的運作
[00:16:15.700 --> 00:16:18.700]  但是留意一下25節的下面
[00:16:18.700 --> 00:16:19.700]  耶穌怎樣說
[00:16:19.700 --> 00:16:21.700]  第26節
[00:16:21.700 --> 00:16:24.700]  但是你們不可以這樣
[00:16:24.700 --> 00:16:27.700]  你們女頭為大的
[00:16:27.700 --> 00:16:30.700]  都要像年幼
[00:16:30.700 --> 00:16:32.700]  如果你是首領的
[00:16:32.700 --> 00:16:35.700]  都要是服事人
[00:16:35.700 --> 00:16:37.700]  先講了一個原則
[00:16:37.700 --> 00:16:41.700]  在耶穌的群體裏面
[00:16:41.700 --> 00:16:44.700]  必須是要這樣服事的
[00:16:44.700 --> 00:16:46.700]  好像一個逆轉的
[00:16:46.700 --> 00:16:48.700]  世界不是這樣運作的
[00:16:48.700 --> 00:16:50.700]  你不是這個階層
[00:16:50.700 --> 00:16:53.700]  你就不可能做治理者
[00:16:53.700 --> 00:16:55.700]  世界就是這樣
[00:16:55.700 --> 00:16:56.700]  羅馬帝國就是這樣
[00:16:56.700 --> 00:16:59.700]  耶穌說我知道這個世界的運作
[00:16:59.700 --> 00:17:00.700]  不過這個世界的運作
[00:17:00.700 --> 00:17:02.700]  不會帶來愛
[00:17:02.700 --> 00:17:04.700]  不會帶來和平的
[00:17:04.700 --> 00:17:07.700]  只會帶來更多的壓迫
[00:17:07.700 --> 00:17:10.700]  更多的衝突
[00:17:10.700 --> 00:17:15.700]  更多的帶來人與人之間的疏離
[00:17:15.700 --> 00:17:17.700]  但是耶穌的群體
[00:17:17.700 --> 00:17:21.700]  因為耶穌現在建構一個新群體
[00:17:21.700 --> 00:17:25.700]  是一個完全你沒想像的
[00:17:25.700 --> 00:17:27.700]  愛的群體
[00:17:27.700 --> 00:17:29.700]  留意一下耶穌怎樣說
[00:17:29.700 --> 00:17:31.700]  第27節
[00:17:31.700 --> 00:17:37.700]  當耶穌說
[00:17:37.700 --> 00:17:40.700]  為首領的都要像服事人
[00:17:40.700 --> 00:17:41.700]  第27節
[00:17:41.700 --> 00:17:43.700]  是誰大呢?
[00:17:43.700 --> 00:17:45.700]  他用一個坐直
[00:17:45.700 --> 00:17:47.700]  因為沒多久之前
[00:17:47.700 --> 00:17:50.700]  耶穌才洗瞞徒的腳
[00:17:50.700 --> 00:17:52.700]  雖然老家方沒有記載這段經文
[00:17:52.700 --> 00:17:55.700]  我們知道在約翰福音13章有記載
[00:17:55.700 --> 00:17:59.700]  耶穌見到12個的使徒
[00:17:59.700 --> 00:18:02.700]  準備入屋
[00:18:02.700 --> 00:18:03.700]  他們的習俗
[00:18:03.700 --> 00:18:05.700]  因為他們走完路
[00:18:05.700 --> 00:18:07.700]  他們的腳會有塵
[00:18:07.700 --> 00:18:08.700]  會有污糟
[00:18:08.700 --> 00:18:11.700]  通常是最低下的僕人
[00:18:11.700 --> 00:18:12.700]  奴隸
[00:18:12.700 --> 00:18:15.700]  會為自己的主人或賓客
[00:18:15.700 --> 00:18:17.700]  來洗腳
[00:18:17.700 --> 00:18:20.700]  但是當時沒有一個門徒
[00:18:20.700 --> 00:18:22.700]  肯幫其他的門徒洗腳
[00:18:22.700 --> 00:18:24.700]  更加不會幫
[00:18:24.700 --> 00:18:25.700]  我只幫耶穌
[00:18:25.700 --> 00:18:26.700]  其他我不幫
[00:18:26.700 --> 00:18:27.700]  這樣很尷尬
[00:18:27.700 --> 00:18:29.700]  所以大家都不做
