
[00:00:00.000 --> 00:00:04.000]  今天的題目是「結果子的日常生活」
[00:02:06.720 --> 00:02:08.000]  就是乞眼
[00:02:08.000 --> 00:02:09.240]  是短線
[00:02:09.240 --> 00:02:11.000]  忘了他過去的罪
[00:02:11.000 --> 00:02:12.600]  已經得了潔淨
[00:02:12.600 --> 00:02:14.240]  所以弟兄們
[00:02:14.240 --> 00:02:15.880]  要更加努力
[00:02:15.880 --> 00:02:19.480]  使你們的蒙召和避損堅定不移
[00:02:19.480 --> 00:02:21.480]  你們實行這幾樣
[00:02:21.480 --> 00:02:23.400]  就永不失腳
[00:02:23.400 --> 00:02:26.600]  這樣必叫你們豐豐富富地
[00:02:26.600 --> 00:02:28.480]  得以進入我們主
[00:02:28.480 --> 00:02:29.800]  救主耶穌基督
[00:02:29.800 --> 00:02:31.560]  永遠的國度
[00:02:31.560 --> 00:02:33.200]  第十二節
[00:02:33.200 --> 00:02:35.800]  雖然你們已經知道這些事
[00:02:35.800 --> 00:02:39.760]  並且在你們已有的真道上得到堅固
[00:02:39.760 --> 00:02:42.800]  我還是要常常提醒你們這些事
[00:02:42.800 --> 00:02:43.640]  我認為
[00:02:43.640 --> 00:02:46.360]  趁我還在這帳篷的時候
[00:02:46.360 --> 00:02:48.680]  應該激發你們的記憶
[00:02:48.680 --> 00:02:51.560]  因為知道我脫離這帳篷的時候
[00:02:51.560 --> 00:02:52.800]  快到了
[00:02:52.800 --> 00:02:56.000]  正如我們的主耶穌基督所指示我的
[00:02:56.000 --> 00:02:57.800]  我也要盡心竭力
[00:02:57.800 --> 00:02:59.880]  使你們在我去世以後
[00:02:59.880 --> 00:03:01.880]  事常紀念且出一詞
[00:03:01.880 --> 00:03:03.480]  希文獨筆
[00:03:03.480 --> 00:03:05.480]  請林姑娘靜止
[00:03:05.480 --> 00:03:15.480]  各位政協姐妹早晨
[00:03:15.480 --> 00:03:16.480]  早晨
[00:03:16.480 --> 00:03:20.480]  究竟繼續發展下去會怎樣呢
[00:03:20.480 --> 00:03:29.480]  將來怎樣能夠持續下去呢
[00:03:29.480 --> 00:03:33.480]  在全球人口老化這個現實裏面
[00:03:33.480 --> 00:03:35.480]  退休潮已經開始了的年代
[00:03:35.480 --> 00:03:37.480]  以上這兩個問題
[00:03:37.480 --> 00:03:38.480]  都是各行各業
[00:03:38.480 --> 00:03:40.480]  每一個國家每一個機構
[00:03:40.480 --> 00:03:41.480]  都要面對的
[00:03:41.480 --> 00:03:43.480]  在交棒的時候
[00:03:43.480 --> 00:03:47.480]  一個良好的檔案系統
[00:03:47.480 --> 00:03:49.480]  是一個很好的幫手
[00:03:49.480 --> 00:03:51.480]  能夠在交接的時候
[00:03:51.480 --> 00:03:55.480]  避免很多混亂的時間出現
[00:03:55.480 --> 00:03:59.480]  所以能夠幫助進行的項目
[00:03:59.480 --> 00:04:01.480]  項目還沒完成的
[00:04:01.480 --> 00:04:03.480]  因為有這個紀錄
[00:04:03.480 --> 00:04:05.480]  大家都有得跟的時候
[00:04:05.480 --> 00:04:07.480]  都不會有太大的影響
[00:04:07.480 --> 00:04:09.480]  能夠按照這個檔案的紀錄
[00:04:09.480 --> 00:04:12.480]  繼續做下去就可以了
[00:04:12.480 --> 00:04:14.480]  將重要的事情
[00:04:14.480 --> 00:04:17.480]  還有事情裏面的重點
[00:04:17.480 --> 00:04:18.480]  寫下來
[00:04:18.480 --> 00:04:20.480]  讓那些受尊重的領袖
[00:04:20.480 --> 00:04:23.480]  當他們離開了世界的時候
[00:04:23.480 --> 00:04:26.480]  仍然能夠發揮他們的影響力
[00:04:26.480 --> 00:04:29.480]  讓他們的教訓能夠超越時空
[00:04:29.480 --> 00:04:32.480]  向不同的世代來說話
[00:04:32.480 --> 00:04:35.480]  這是聖經遺訓文學的一個特色
[00:04:35.480 --> 00:04:37.480]  在舊約裏面
[00:04:37.480 --> 00:04:38.480]  我們大家都知道
[00:04:38.480 --> 00:04:40.480]  有20個遺訓
[00:04:40.480 --> 00:04:44.480]  記錄在《創世紀》第48至第49章
[00:04:44.480 --> 00:04:46.480]  有摩西的遺訓
[00:04:46.480 --> 00:04:49.480]  他會吩咐以色列人
[00:04:49.480 --> 00:04:53.480]  在《生命紀》第31至34章
[00:04:53.480 --> 00:04:57.480]  而在《約翰福音》第13至17章
[00:04:57.480 --> 00:05:00.480]  耶穌都會向他們的門徒說
[00:05:00.480 --> 00:05:02.480]  當他們離開世界之後
[00:05:02.480 --> 00:05:04.480]  情況會是怎樣
[00:05:04.480 --> 00:05:07.480]  並且預言聖靈會引導他們
[00:05:07.480 --> 00:05:09.480]  彼得後書結合了
[00:05:09.480 --> 00:05:12.480]  書信和遺訓文學
[00:05:12.480 --> 00:05:16.480]  這兩種文學的形式寫下來
[00:05:16.480 --> 00:05:22.480]  今天我選擇了
[00:05:22.480 --> 00:05:26.480]  經文是彼得後書第一章
[00:05:26.480 --> 00:05:29.480]  第一到第15節的組合
[00:05:29.480 --> 00:05:30.480]  大家可以看看
[00:05:30.480 --> 00:05:32.480]  我們會按照這幾個重點
[00:05:32.480 --> 00:05:34.480]  和大家分享
[00:05:34.480 --> 00:05:36.480]  首先可以說
[00:05:36.480 --> 00:05:40.480]  彼得寫給教會的書信
[00:05:40.480 --> 00:05:43.480]  彼得在耶穌基督裏面
[00:05:43.480 --> 00:05:46.480]  是一個在基督裏面的叮嚀
[00:05:46.480 --> 00:05:48.480]  在第一世紀六十年代
[00:05:48.480 --> 00:05:53.480]  當時的尼祿王對基督徒大大迫害
[00:05:53.480 --> 00:05:57.480]  彼得知道自己要宗道的日子
[00:05:57.480 --> 00:05:59.480]  很快會到來
[00:05:59.480 --> 00:06:03.480]  所以在第12至第15節的時候
[00:06:03.480 --> 00:06:08.480]  彼得就直接這樣說
[00:06:08.480 --> 00:06:12.480]  他說雖然你們已經知道這些事
[00:06:12.480 --> 00:06:14.480]  但是我
[00:06:14.480 --> 00:06:17.480]  雖然你們已經知道這些事
[00:06:17.480 --> 00:06:20.480]  並且在你們已有的真道上
[00:06:20.480 --> 00:06:22.480]  得到堅固
[00:06:22.480 --> 00:06:27.480]  但是我還是要常常提醒你們這些事
[00:06:27.480 --> 00:06:29.480]  這封書信可以說是
[00:06:29.480 --> 00:06:32.480]  彼得對教會的離別的叮嚀
[00:06:32.480 --> 00:06:33.480]  他語重心長地
[00:06:33.480 --> 00:06:36.480]  將他重要的教訓再一次寫下來
[00:06:36.480 --> 00:06:38.480]  他很期盼
[00:06:38.480 --> 00:06:39.480]  很期盼什麼呢
[00:06:39.480 --> 00:06:40.480]  當他離世之後
[00:06:40.480 --> 00:06:45.480]  他的教訓在教會裏面仍然能夠發揮作用
[00:06:45.480 --> 00:06:51.480]  仍然能夠成為當時每一代基督徒的提醒和鼓勵
[00:06:51.480 --> 00:06:53.480]  在基督裏
[00:06:53.480 --> 00:06:56.480]  在平安
[00:06:56.480 --> 00:06:57.480]  首先他說
[00:06:57.480 --> 00:06:59.480]  根據書信的內容
[00:06:59.480 --> 00:07:04.480]  彼得後書寫給當時小馬、西亞地區的教會
[00:07:04.480 --> 00:07:07.480]  即是現在土耳其一帶的地方
[00:07:07.480 --> 00:07:09.480]  這是第二封信
[00:07:09.480 --> 00:07:12.480]  究竟當時教會的處境是怎樣呢
[00:07:12.480 --> 00:07:15.480]  以至彼得認為要再次寫多一封信
[00:07:15.480 --> 00:07:17.480]  第一封信還未夠
[00:07:17.480 --> 00:07:19.480]  他要再補充一下
[00:07:19.480 --> 00:07:22.480]  他要再次提醒教會的又是什麼呢
[00:07:22.480 --> 00:07:26.480]  當時小馬、西亞地區是一個多民族地
[00:07:26.480 --> 00:07:28.480]  聚居的地區
[00:07:28.480 --> 00:07:35.480]  原本除了原本居住在當地的原居民之外
[00:07:35.480 --> 00:07:39.480]  還有遷徙入去的希臘人
[00:07:39.480 --> 00:07:45.480]  和在耶路撒冷受到逼迫之前
[00:07:45.480 --> 00:07:48.480]  一直移居向外走
[00:07:48.480 --> 00:07:51.480]  來到這個地區定居下來的猶太人
[00:07:51.480 --> 00:07:53.480]  根據學者的估計
[00:07:53.480 --> 00:07:57.480]  當時在這個地方的猶太人大約有100萬
[00:07:57.480 --> 00:07:59.480]  所以知道為何彼得那麼著緊
[00:07:59.480 --> 00:08:01.480]  寫完前書又寫後書
[00:08:01.480 --> 00:08:06.480]  因為他是一個很愛自己同胞的耶穌基督的門徒
[00:08:06.480 --> 00:08:09.480]  他很著緊同胞
[00:08:09.480 --> 00:08:13.480]  能否順主能否在耶穌基督裏面成長
[00:08:13.480 --> 00:08:21.480]  並繼續向當代的聚居的人傳福音
[00:08:21.480 --> 00:08:25.480]  當時猶太人大約有100萬左右
[00:08:25.480 --> 00:08:28.480]  猶太人聚居在這個地方
[00:08:28.480 --> 00:08:36.480]  但當時教會的基督徒估計大約有4萬至5萬人左右
[00:08:36.480 --> 00:08:38.480]  除了猶太人之外
[00:08:38.480 --> 00:08:41.480]  除了希臘人、猶太人、本地人之外還有甚麼呢
[00:08:41.480 --> 00:08:44.480]  還有羅馬的殖民
[00:08:44.480 --> 00:08:48.480]  羅馬政府要兼顧這個地方的統治
[00:08:48.480 --> 00:08:53.480]  所以有大量的殖民移居到這個地方
[00:08:53.480 --> 00:08:55.480]  在一個多民族的地區
[00:08:55.480 --> 00:09:00.480]  面對不同宗教、不同文化的影響
[00:09:00.480 --> 00:09:05.480]  更加嚴重的是教會受到假教師和異端的攻擊
[00:09:05.480 --> 00:09:08.480]  在後書第二章講得清楚一點
[00:09:08.480 --> 00:09:12.480]  他們散播一些似是而非的異教思想
[00:09:12.480 --> 00:09:15.480]  所以使徒給大家提醒信徒
[00:09:15.480 --> 00:09:21.480]  在錯綜複雜的政治、宗教、文化處境下
[00:09:21.480 --> 00:09:23.480]  基督徒應該怎樣去面對呢
[00:09:23.480 --> 00:09:25.480]  怎樣去自處呢
[00:09:25.480 --> 00:09:29.480]  並且繼續發揮傳福音的使命呢
[00:09:29.480 --> 00:09:31.480]  按照書信的形式
[00:09:31.480 --> 00:09:34.480]  通常開始就會是問候語
[00:09:34.480 --> 00:09:35.480]  這個問候語
[00:09:35.480 --> 00:09:37.480]  第一和第二節的問候語
[00:09:37.480 --> 00:09:41.480]  和彼得前書的問候語大致上是沒有相同
[00:09:41.480 --> 00:09:43.480]  但很值得我們留意的
[00:09:43.480 --> 00:09:46.480]  在這裡表達了一個很重要的思想
[00:09:46.480 --> 00:09:59.480]  因為和平安,是直著神和主耶穌基督而來的
[00:09:59.480 --> 00:10:04.480]  認識這個詞在這封書信裡總共出現了四節
[00:10:04.480 --> 00:10:07.480]  是重要的詞語
[00:10:07.480 --> 00:10:08.480]  除了這節之外
[00:10:08.480 --> 00:10:13.480]  第三節、第八節和第二章的二十節都有講
[00:10:13.480 --> 00:10:20.480]  這個認識指的是一種深入而完全的知識
[00:10:20.480 --> 00:10:25.480]  只有對耶穌基督的福音有深入而完全的認識
[00:10:25.480 --> 00:10:27.480]  我們才可以在生活中
[00:10:27.480 --> 00:10:31.480]  享受到從神而來的恩惠和平安
[00:10:31.480 --> 00:10:34.480]  外面的世界真的很亂
[00:10:34.480 --> 00:10:39.480]  不同的學派的哲學思想和神秘的思想
[00:10:39.480 --> 00:10:41.480]  很多不同的哲學
[00:10:41.480 --> 00:10:43.480]  很多新鮮的理論和知識
[00:10:43.480 --> 00:10:45.480]  真的很吸引
[00:10:45.480 --> 00:10:51.480]  但我們認識了耶穌基督才是最重要的知識
[00:10:51.480 --> 00:10:52.480]  無可否認的
[00:10:52.480 --> 00:10:56.480]  這個實用的知識或者新的知識
[00:10:56.480 --> 00:11:00.480]  新的技能可以令我們學到很多新的技巧
[00:11:00.480 --> 00:11:01.480]  很多新的才能
[00:11:01.480 --> 00:11:03.480]  對新的事物有新的理解
[00:11:03.480 --> 00:11:08.480]  甚至這些新的科技對我們日常生活都很有幫助
[00:11:08.480 --> 00:11:12.480]  我們現在活在IT的年代
[00:11:12.480 --> 00:11:13.480]  我們學到老
[00:11:13.480 --> 00:11:16.480]  做到老學到老
[00:11:16.480 --> 00:11:18.480]  我們家裡有長者
[00:11:18.480 --> 00:11:19.480]  還有媽媽
[00:11:19.480 --> 00:11:21.480]  她身體有一點毛病
[00:11:21.480 --> 00:11:25.480]  她要學用平安鐘
[00:11:25.480 --> 00:11:28.480]  我們記得大家記不記得
[00:11:28.480 --> 00:11:30.480]  不是很久之前的事
[00:11:30.480 --> 00:11:32.480]  我大約十年八載
[00:11:32.480 --> 00:11:35.480]  現在我們用手提電話
[00:11:35.480 --> 00:11:38.480]  我們拿著手提電話
[00:11:38.480 --> 00:11:39.480]  大家有沒有試過
[00:11:39.480 --> 00:11:41.480]  要學聽電話
[00:11:41.480 --> 00:11:42.480]  電話她不懂得聽
[00:11:42.480 --> 00:11:44.480]  我們後來知道原來是這樣的
[00:11:44.480 --> 00:11:46.480]  這樣就聽得到電話
[00:11:46.480 --> 00:11:47.480]  後來怎樣知道
[00:11:47.480 --> 00:11:49.480]  WhatsApp有電話
[00:11:49.480 --> 00:11:51.480]  打長途電話也可以
[00:11:51.480 --> 00:11:52.480]  怎樣聽電話的
[00:11:52.480 --> 00:11:54.480]  原來不是這樣聽的
[00:11:54.480 --> 00:11:55.480]  這樣聽不到的
[00:11:55.480 --> 00:11:56.480]  要怎樣
[00:11:56.480 --> 00:11:57.480]  這樣聽的
[00:11:57.480 --> 00:11:58.480]  要長途上去才聽到
[00:11:58.480 --> 00:12:00.480]  我們經常都有一個學習
[00:12:00.480 --> 00:12:03.480]  其他的學習
[00:12:03.480 --> 00:12:06.480]  對我們生活有很大的幫助
[00:12:06.480 --> 00:12:09.480]  但是我們知道
[00:12:09.480 --> 00:12:11.480]  我們這個學習是沒完沒了的
[00:12:11.480 --> 00:12:14.480]  世神給我們有聰明有智慧
[00:12:14.480 --> 00:12:18.480]  所以我們人可以有很多很多的發明
[00:12:18.480 --> 00:12:20.480]  很多很多的發言
[00:12:20.480 --> 00:12:22.480]  我們由學習用電話
[00:12:22.480 --> 00:12:26.480]  然後我們要學用網上銀行
[00:12:26.480 --> 00:12:29.480]  現在迫著你要學的
[00:12:29.480 --> 00:12:32.480]  在日常生活裏面
[00:12:32.480 --> 00:12:33.480]  很多事我們都需要
[00:12:33.480 --> 00:12:36.480]  但是我們都很感謝
[00:12:36.480 --> 00:12:37.480]  很感恩的
[00:12:37.480 --> 00:12:39.480]  因為很多新的科技
[00:12:39.480 --> 00:12:41.480]  真的對我們的生活有很大的幫助
[00:12:41.480 --> 00:12:44.480]  我家裏有養狗
[00:12:44.480 --> 00:12:47.480]  大家住錦繡都很多人有養狗仔
[00:12:47.480 --> 00:12:50.480]  我養一隻糖狗來的
[00:12:50.480 --> 00:12:51.480]  收養牠
[00:12:51.480 --> 00:12:54.480]  叫做Sammy
[00:12:54.480 --> 00:12:56.480]  我經常叫牠Sam Sam Sam Sam
[00:12:56.480 --> 00:12:59.480]  這個Sammy很有趣
[00:12:59.480 --> 00:13:02.480]  牠喜歡住屋外面
[00:13:02.480 --> 00:13:03.480]  我的鄰居每個人都知道
[00:13:03.480 --> 00:13:05.480]  牠經常都會在閘門前面
[00:13:05.480 --> 00:13:06.480]  看著大便室
[00:13:06.480 --> 00:13:09.480]  看著街上周圍的人
[00:13:09.480 --> 00:13:11.480]  但是牠很奇怪
[00:13:11.480 --> 00:13:14.480]  牠不喜歡住在屋裏面
[00:13:14.480 --> 00:13:15.480]  但是牠喜歡進來
[00:13:15.480 --> 00:13:17.480]  牠喜歡進來怎樣走個圈
[00:13:17.480 --> 00:13:18.480]  走呀周圍望下
[00:13:18.480 --> 00:13:19.480]  然後坐一會
[00:13:19.480 --> 00:13:20.480]  坐幾分鐘
[00:13:20.480 --> 00:13:22.480]  然後牠就走出去
[00:13:23.480 --> 00:13:26.480]  我的地板是淺色的
[00:13:26.480 --> 00:13:28.480]  我的狗是黑色的
[00:13:28.480 --> 00:13:29.480]  大家都知道
[00:13:29.480 --> 00:13:30.480]  不過牠進來後
[00:13:30.480 --> 00:13:31.480]  坐了幾下之後
[00:13:31.480 --> 00:13:33.480]  牠就會看到
[00:13:33.480 --> 00:13:34.480]  嘩
[00:13:34.480 --> 00:13:35.480]  真的
[00:13:35.480 --> 00:13:37.480]  遍地都看到牠的毛
[00:13:37.480 --> 00:13:39.480]  但是牠很奇怪
[00:13:39.480 --> 00:13:41.480]  牠很喜歡有空就進來
[00:13:41.480 --> 00:13:44.480]  但是牠怎樣都不肯住在家裏
[00:13:44.480 --> 00:13:46.480]  我經常都拿著貨包掃
[00:13:46.480 --> 00:13:48.480]  然後拿著吸塵器吸
[00:13:48.480 --> 00:13:49.480]  真的很辛苦
[00:13:49.480 --> 00:13:50.480]  然後我就想
[00:13:50.480 --> 00:13:56.480]  我還是要採用新的產品
[00:13:56.480 --> 00:14:00.480]  我們就要用一個吸塵機械人
[00:14:00.480 --> 00:14:02.480]  這個吸塵機械人
[00:14:02.480 --> 00:14:04.480]  我就去買了
[00:14:04.480 --> 00:14:05.480]  吸塵機械人
[00:14:05.480 --> 00:14:07.480]  我問這個吸塵機械人
[00:14:07.480 --> 00:14:11.480]  那個售貨員
[00:14:11.480 --> 00:14:13.480]  哥哥真的很厲害
[00:14:13.480 --> 00:14:14.480]  他說這個多少錢
[00:14:14.480 --> 00:14:16.480]  我望來望去
[00:14:16.480 --> 00:14:17.480]  然後他說
[00:14:17.480 --> 00:14:20.480]  小姐這個美國隊長
[00:14:20.480 --> 00:14:22.480]  這期最流行
[00:14:22.480 --> 00:14:24.480]  然後我又望下去
[00:14:24.480 --> 00:14:27.480]  他說原價三千多元
[00:14:27.480 --> 00:14:29.480]  現在大減價
[00:14:29.480 --> 00:14:30.480]  去到二千多元
[00:14:30.480 --> 00:14:31.480]  便宜了一千多元
[00:14:31.480 --> 00:14:32.480]  我望下去
[00:14:32.480 --> 00:14:33.480]  然後他說
[00:14:33.480 --> 00:14:34.480]  還有
[00:14:34.480 --> 00:14:36.480]  還是充電
[00:14:36.480 --> 00:14:37.480]  很省電
[00:14:37.480 --> 00:14:41.480]  我說重點是由三千多元變二千多元
[00:14:41.480 --> 00:14:42.480]  真的很開心
[00:14:42.480 --> 00:14:44.480]  將美國隊長接回家
[00:14:44.480 --> 00:14:48.480]  然後我和我的狗Sammy說
[00:14:48.480 --> 00:14:49.480]  Sammy不怕
[00:14:49.480 --> 00:14:50.480]  你喜歡進來
[00:14:50.480 --> 00:14:52.480]  喜歡進來多少轉便坐下
[00:14:52.480 --> 00:14:54.480]  美國隊長很勤力
[00:14:54.480 --> 00:14:55.480]  我只要拿個按鈕
[00:14:55.480 --> 00:14:57.480]  像現在這樣按一下
[00:14:57.480 --> 00:14:58.480]  它就會開工
[00:14:58.480 --> 00:15:00.480]  這些日常生活
[00:15:00.480 --> 00:15:03.480]  這些科技對我們日常生活
[00:15:03.480 --> 00:15:05.480]  有很大的幫助
[00:15:05.480 --> 00:15:07.480]  但是我們要知道
[00:15:07.480 --> 00:15:10.480]  這些新鮮的事物
[00:15:10.480 --> 00:15:11.480]  新的知識
[00:15:11.480 --> 00:15:12.480]  新的理論
[00:15:12.480 --> 00:15:13.480]  新的學習
[00:15:13.480 --> 00:15:15.480]  是幫到我們的生活
[00:15:15.480 --> 00:15:17.480]  我們也要跟著世界
[00:15:17.480 --> 00:15:18.480]  因為我們做基督徒
[00:15:18.480 --> 00:15:19.480]  我們是入世的基督徒
[00:15:19.480 --> 00:15:21.480]  我們入世而得聖
[00:15:21.480 --> 00:15:22.480]  但是
[00:15:22.480 --> 00:15:24.480]  彼得在這裡提醒
[00:15:24.480 --> 00:15:26.480]  他說只有認識耶穌基督
[00:15:26.480 --> 00:15:28.480]  才在一個這麼混亂的世界裏面
[00:15:28.480 --> 00:15:30.480]  經歷從神而來的平安
[00:15:30.480 --> 00:15:33.480]  這是從神而來的恩典
[00:15:33.480 --> 00:15:35.480]  耶穌基督這樣說過
[00:15:35.480 --> 00:15:39.480]  我留下平安給你們
[00:15:39.480 --> 00:15:42.480]  我將我的平安賜給你們
[00:15:42.480 --> 00:15:45.480]  耶穌基督所賜的平安有什麼特別呢
[00:15:45.480 --> 00:15:46.480]  他繼續說
[00:15:46.480 --> 00:15:48.480]  我耶穌基督說
[00:15:48.480 --> 00:15:49.480]  他所賜的平安
[00:15:49.480 --> 00:15:50.480]  耶穌所賜的平安
[00:15:50.480 --> 00:15:52.480]  不像世人所賜的
[00:15:52.480 --> 00:15:55.480]  所以你們心裡不要憂愁
[00:15:55.480 --> 00:15:56.480]  也不要膽怯
[00:15:56.480 --> 00:15:58.480]  所以真正的平安
[00:15:58.480 --> 00:16:02.480]  是由於認識我救主耶穌基督
[00:16:02.480 --> 00:16:05.480]  所以我們在基督裏面
[00:16:05.480 --> 00:16:09.480]  真的要認認真真地成長
[00:16:09.480 --> 00:16:10.480]  接下來是
[00:16:10.480 --> 00:16:12.480]  耶穌基督的教會
[00:16:12.480 --> 00:16:15.480]  其實在當時小夏西亞這個地區
[00:16:15.480 --> 00:16:17.480]  已經建立了三十多年
[00:16:17.480 --> 00:16:19.480]  好像我們感受堂
[00:16:19.480 --> 00:16:21.480]  有三十多年歷史的
[00:16:21.480 --> 00:16:23.480]  彼得連連對當地的基督徒
[00:16:23.480 --> 00:16:25.480]  要發出一次再次的提醒
[00:16:25.480 --> 00:16:28.480]  就是說這些事情是很重要的
[00:16:28.480 --> 00:16:30.480]  耶穌基督令到他們信他的人
[00:16:30.480 --> 00:16:31.480]  是什麼呢
[00:16:31.480 --> 00:16:33.480]  第四節和第三節
[00:16:33.480 --> 00:16:34.480]  他說首先
[00:16:34.480 --> 00:16:35.480]  第四節
[00:16:35.480 --> 00:16:38.480]  脫離一切上從情慾來的敗壞
[00:16:38.480 --> 00:16:42.480]  並且已經將一切關乎生命和虔敬的事
[00:16:42.480 --> 00:16:44.480]  次級惡夢
[00:16:44.480 --> 00:16:45.480]  這兩次的經文告訴我們
[00:16:45.480 --> 00:16:49.480]  耶穌基督是那位滿有能力和很慷慨的神
[00:16:49.480 --> 00:16:54.480]  他十分十分地願意和人分享他的聖潔
[00:16:54.480 --> 00:16:56.480]  因此信主的人才有能力
[00:16:56.480 --> 00:16:59.480]  過入世而得聖的生活
[00:16:59.480 --> 00:17:04.480]  所以彼得勸誡我們要分外努力
[00:17:04.480 --> 00:17:05.480]  接下來他說
[00:17:05.480 --> 00:17:08.480]  在耶穌基督的救贖恩典上
[00:17:08.480 --> 00:17:09.480]  要做好自己
[00:17:09.480 --> 00:17:12.480]  承擔好福音的使命
[00:17:12.480 --> 00:17:15.480]  所以在混亂的世界裏
[00:17:15.480 --> 00:17:17.480]  現在外面的世界很亂
[00:17:17.480 --> 00:17:18.480]  那怎麼辦
[00:17:18.480 --> 00:17:20.480]  最重要的是我們大家都懂得說
[00:17:20.480 --> 00:17:23.480]  他有他亂我們不用怕
[00:17:23.480 --> 00:17:24.480]  我們不要害怕
[00:17:24.480 --> 00:17:26.480]  我們不要亂
[00:17:26.480 --> 00:17:27.480]  我們謹受崗位
[00:17:27.480 --> 00:17:28.480]  然後怎樣
[00:17:28.480 --> 00:17:30.480]  增值自己
[00:17:30.480 --> 00:17:32.480]  怎樣增值自己呢
[00:17:32.480 --> 00:17:34.480]  第五到第七節
[00:17:34.480 --> 00:17:36.480]  請弟兄姊妹出了聖經
[00:17:36.480 --> 00:17:38.480]  我們再讀一次
[00:17:38.480 --> 00:17:40.480]  第五到第七節
[00:17:40.480 --> 00:17:41.480]  彼得勸書第一章
[00:17:41.480 --> 00:17:43.480]  第五到第七節
[00:17:43.480 --> 00:17:45.480]  預備好我們一起
[00:17:45.480 --> 00:17:47.480]  有了信心
[00:17:47.480 --> 00:17:50.480]  又要加上得恆
[00:17:50.480 --> 00:17:52.480]  有了得恆
[00:17:52.480 --> 00:17:54.480]  又要加上知識
[00:17:54.480 --> 00:17:56.480]  有了知識
[00:17:56.480 --> 00:17:58.480]  又要加上節制
[00:17:58.480 --> 00:18:00.480]  有了節制
[00:18:00.480 --> 00:18:02.480]  又要加上忍耐
[00:18:02.480 --> 00:18:04.480]  有了忍耐
[00:18:04.480 --> 00:18:06.480]  又要加上虔敬
[00:18:06.480 --> 00:18:08.480]  有了虔敬
[00:18:08.480 --> 00:18:11.480]  加上愛弟兄的心
[00:18:11.480 --> 00:18:13.480]  有了愛弟兄的心
[00:18:13.480 --> 00:18:17.480]  又要加上愛眾人的心
[00:18:17.480 --> 00:18:19.480]  我們在這裏看到
[00:18:19.480 --> 00:18:21.480]  一個很特別的
