
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹,主女們平安
[00:03:02.160 --> 00:03:06.840]  他知道聖靈是催逼他去耶路撒冷那裡
[00:03:06.840 --> 00:03:09.360]  受困所和遇到患難
[00:03:09.360 --> 00:03:13.320]  就是說聖靈是帶他去受難的
[00:03:13.320 --> 00:03:15.680]  這次有性命危險的時候
[00:03:15.680 --> 00:03:18.120]  他無論如何都要把握這個機會
[00:03:18.120 --> 00:03:20.480]  去將他還沒說完的話說出來
[00:03:20.480 --> 00:03:23.920]  在教會歷史裡面曾經有一段時期
[00:03:23.920 --> 00:03:26.240]  流行一種叫做殉道士情懷
[00:03:26.240 --> 00:03:28.280]  什麼叫殉道士情懷呢
[00:03:28.280 --> 00:03:31.600]  就是那些人覺得我為神殉道
[00:03:31.600 --> 00:03:33.400]  是很偉大的
[00:03:33.400 --> 00:03:35.240]  我為神擺上性命嘛
[00:03:35.240 --> 00:03:37.800]  這件事情不否定是很偉大的
[00:03:37.800 --> 00:03:38.680]  但是呢
[00:03:38.680 --> 00:03:41.800]  他們相對地覺得如果你逃避殉道
[00:03:41.800 --> 00:03:43.920]  你就是非常可恥的
[00:03:44.280 --> 00:03:47.320]  如果你一個人逃避殉道
[00:03:47.320 --> 00:03:48.920]  你去到哪裡教會
[00:03:48.920 --> 00:03:50.760]  你都將會不受歡迎的
[00:03:50.760 --> 00:03:51.560]  那麼
[00:03:51.560 --> 00:03:53.560]  這個就很大問題了
[00:03:53.560 --> 00:03:57.400]  就是當人為了面子的緣故
[00:03:57.400 --> 00:04:00.600]  他們就會追求殉道這種榮譽
[00:04:00.600 --> 00:04:02.680]  就是說主動去殉死
[00:04:02.680 --> 00:04:04.400]  那麼主動去送死
[00:04:04.400 --> 00:04:05.560]  這個問題就大了
[00:04:05.560 --> 00:04:07.680]  就是輕看上帝給你的生命
[00:04:07.680 --> 00:04:10.040]  我要提醒一下保羅的殉道
[00:04:10.040 --> 00:04:11.960]  是有聖靈的帶領的
[00:04:11.960 --> 00:04:13.960]  保羅的殉道是有聖靈的帶領
[00:04:13.960 --> 00:04:15.800]  就是上帝叫他去殉道的
[00:04:15.800 --> 00:04:16.680]  OK
[00:04:16.680 --> 00:04:17.680]  所以呢
[00:04:17.680 --> 00:04:20.000]  就是對於殉道來說
[00:04:20.000 --> 00:04:23.320]  不是說你自己喜歡擺上性命就擺上性命的
[00:04:23.320 --> 00:04:26.040]  這個如果是沒有聖靈帶領的話
[00:04:26.040 --> 00:04:27.440]  其實我個人來說
[00:04:27.440 --> 00:04:28.680]  我是完全不鼓勵的
[00:04:28.680 --> 00:04:29.560]  不可以的
[00:04:29.560 --> 00:04:30.800]  所以呢
[00:04:30.800 --> 00:04:31.880]  特別是在現代
[00:04:31.880 --> 00:04:34.000]  就是大家不會隨便擺上性命的
[00:04:34.000 --> 00:04:37.560]  那麼我認為每一個人都要珍惜上帝給他的生命
[00:04:37.560 --> 00:04:39.280]  所以要搞清楚
[00:04:39.280 --> 00:04:41.040]  這一次就是說這段經文
[00:04:41.040 --> 00:04:42.360]  我們在說保羅
[00:04:42.360 --> 00:04:43.400]  保羅
[00:04:43.400 --> 00:04:44.320]  其實他
[00:04:44.320 --> 00:04:44.920]  第一
[00:04:44.920 --> 00:04:46.880]  他的殉道是有聖靈帶領的
[00:04:46.880 --> 00:04:47.920]  第二就是
[00:04:47.920 --> 00:04:50.640]  其實他也曾經試過很多次逃跑
[00:04:50.640 --> 00:04:53.000]  他遇到一些情況
[00:04:53.000 --> 00:04:55.200]  有人設計陷害他的時候
[00:04:55.200 --> 00:04:57.000]  他也是會逃走的
[00:04:57.000 --> 00:04:57.680]  OK
[00:04:57.680 --> 00:04:59.360]  所以要搞清楚
[00:04:59.360 --> 00:05:02.760]  所以這段經文的重點不是保羅殉道
[00:05:02.760 --> 00:05:03.880]  不是保羅殉道
[00:05:03.880 --> 00:05:06.720]  而是說他對這一群人
[00:05:06.720 --> 00:05:10.400]  他可能是最後一次的糞便
[00:05:10.400 --> 00:05:12.880]  最後一次去跟他們說話了
[00:05:12.880 --> 00:05:14.600]  那麼他會選擇說什麼呢?
[00:05:14.600 --> 00:05:17.880]  最後一次跟他們說話會選擇說什麼呢?
[00:05:17.880 --> 00:05:20.880]  就是接下來我也會放一個月病假
[00:05:20.880 --> 00:05:23.000]  那麼我也有時候也會想
[00:05:23.000 --> 00:05:25.040]  我可能下次跟大家說道
[00:05:25.040 --> 00:05:26.520]  就兩個月之後了
[00:05:26.520 --> 00:05:28.720]  那麼我要選擇說什麼呢?
[00:05:28.720 --> 00:05:30.200]  當我這樣去想的時候
[00:05:30.200 --> 00:05:32.200]  我也發覺我一定會選擇一些
[00:05:32.200 --> 00:05:33.480]  最重要的話
[00:05:33.480 --> 00:05:34.400]  去說的
[00:05:34.400 --> 00:05:36.520]  所以今天篇道我會長一點
[00:05:36.520 --> 00:05:37.920]  那麼
[00:05:37.920 --> 00:05:38.760]  好了
[00:05:38.760 --> 00:05:39.720]  這張照片
[00:05:39.720 --> 00:05:41.280]  這張照片有沒有人見過?
[00:05:41.280 --> 00:05:42.200]  舉手
[00:05:42.920 --> 00:05:43.680]  有些人見過
[00:05:43.680 --> 00:05:45.400]  通常在感受那邊
[00:05:45.400 --> 00:05:47.000]  回家很久才會見過的
[00:05:47.000 --> 00:05:48.840]  或者男士會見得多的
[00:05:48.840 --> 00:05:51.640]  因為他就在樓上
[00:05:51.640 --> 00:05:53.160]  如果要去男廁的話
[00:05:53.160 --> 00:05:54.680]  就一定會經過的
[00:05:54.680 --> 00:05:56.840]  所以姐妹就算過去感受
[00:05:56.840 --> 00:05:58.120]  也未必見過
[00:05:58.120 --> 00:06:01.360]  這張照片是2002年
[00:06:01.360 --> 00:06:03.040]  就是差不多20年了
[00:06:03.040 --> 00:06:05.600]  孫德堂開堂的時候拍的
[00:06:05.600 --> 00:06:07.920]  那麼當中有很多人熟悉的
[00:06:07.920 --> 00:06:09.760]  如果你有機會過去感受就看看
[00:06:09.760 --> 00:06:10.600]  有些人呢
[00:06:10.600 --> 00:06:14.120]  是20年前就已經在感受
[00:06:14.120 --> 00:06:16.400]  正在回感受堂了
[00:06:16.400 --> 00:06:17.760]  但是呢
[00:06:17.760 --> 00:06:20.400]  我認真去看一下教目的時候
[00:06:20.400 --> 00:06:21.840]  發覺差不多都走了
[00:06:21.840 --> 00:06:24.440]  只有謝牧師在這裡
[00:06:24.440 --> 00:06:26.040]  還有一些
[00:06:26.040 --> 00:06:28.200]  鄧傳道又回來了
[00:06:28.200 --> 00:06:29.840]  但是有些退休了
[00:06:29.840 --> 00:06:31.040]  或者離開了我們
[00:06:31.040 --> 00:06:34.240]  或者是正在做義務傳道的工作
[00:06:34.240 --> 00:06:36.560]  那麼我發覺
[00:06:36.560 --> 00:06:39.000]  其實我上次講道也有提過
[00:06:39.000 --> 00:06:41.640]  當牧者這個身份
[00:06:41.640 --> 00:06:43.800]  變成了一個職業的時候
[00:06:43.800 --> 00:06:46.320]  很自然是會有流動的
[00:06:46.320 --> 00:06:49.840]  牧者是會轉職、會離職的
[00:06:49.840 --> 00:06:53.600]  通常在教會裡留得最久的人是什麼人呢?
[00:06:53.600 --> 00:06:55.760]  就是會友
[00:06:55.760 --> 00:06:59.280]  會友是留得比牧者長時間的
[00:06:59.280 --> 00:07:01.400]  我想20多歲的年輕人
[00:07:01.400 --> 00:07:03.760]  你們也不知道經歷了多少個牧者了
[00:07:03.760 --> 00:07:05.560]  但是你還留在這裡的
[00:07:05.560 --> 00:07:06.920]  所以呢
[00:07:07.080 --> 00:07:09.320]  牧者的離開或者轉職
[00:07:09.320 --> 00:07:12.760]  是很常在香港教會裡面發生的
[00:07:12.760 --> 00:07:13.880]  當然了
[00:07:13.880 --> 00:07:15.400]  有些牧者不是去了信徒的
[00:07:15.400 --> 00:07:18.600]  有些可能去了不同地方牧養、退休
[00:07:18.600 --> 00:07:19.760]  但是
[00:07:19.760 --> 00:07:23.600]  當信徒是留得最長時間的人的時候
[00:07:23.600 --> 00:07:25.040]  那麼你們作為信徒
[00:07:25.040 --> 00:07:27.640]  你在教會裡面你有什麼責任呢?
[00:07:27.640 --> 00:07:29.720]  你有什麼責任呢?
[00:07:29.720 --> 00:07:32.880]  那麼我第一點想講的就是
[00:07:32.880 --> 00:07:35.680]  為自己的靈命去負責
[00:07:36.240 --> 00:07:37.320]  25到27節
[00:07:37.320 --> 00:07:40.440]  「我素常在你們中間到處傳講神的道
[00:07:40.440 --> 00:07:44.120]  現在我知道你們眾人以後不再見到我的面了
[00:07:44.120 --> 00:07:46.920]  所以我今天向你們作證
[00:07:46.920 --> 00:07:49.960]  你們中間無論何人死亡罪不在我
[00:07:49.960 --> 00:07:51.800]  因為神一切的旨意
[00:07:51.800 --> 00:07:54.760]  我並沒有退縮不傳給你們的」
[00:07:54.760 --> 00:07:58.560]  這一句似乎很嚴厲又很無情
[00:07:58.560 --> 00:08:02.440]  「你們中間無論何人死亡罪不在我」
[00:08:02.440 --> 00:08:04.840]  就是用廣東話就是你死你死
[00:08:04.840 --> 00:08:06.240]  不關我的事
[00:08:06.240 --> 00:08:08.200]  如果我這麼說的話
[00:08:08.200 --> 00:08:10.520]  基本上我就要收投訴了
[00:08:10.520 --> 00:08:12.920]  這麼說的話傳達人無愛心
[00:08:12.920 --> 00:08:13.880]  保羅可以這麼說
[00:08:13.880 --> 00:08:14.920]  我不可以這麼說
[00:08:14.920 --> 00:08:16.120]  但是
[00:08:16.120 --> 00:08:17.160]  我們要理解
[00:08:17.160 --> 00:08:19.000]  首先要理解這個什麼死
[00:08:19.000 --> 00:08:20.000]  死是什麼
[00:08:20.000 --> 00:08:23.320]  他這個死亡是不是在說肉體的死亡
[00:08:23.320 --> 00:08:25.360]  似乎不是
[00:08:25.360 --> 00:08:26.480]  在說肉體的死亡
[00:08:26.480 --> 00:08:28.680]  為什麼說上文下理是對不上的
[00:08:28.680 --> 00:08:31.160]  25節說傳講神的國
[00:08:31.160 --> 00:08:34.080]  27節又說神一切的旨意
[00:08:34.080 --> 00:08:34.840]  是不是?
[00:08:34.840 --> 00:08:38.280]  如果是關於旨意和神的國的話
[00:08:38.280 --> 00:08:40.280]  你要明白這個死亡
[00:08:40.280 --> 00:08:42.000]  應該不是說肉體的死亡
[00:08:42.000 --> 00:08:43.720]  而是在說屬靈的死亡
[00:08:43.720 --> 00:08:45.760]  屬靈的死亡就是說
[00:08:45.760 --> 00:08:48.440]  如果我這麼說的話
[00:08:48.440 --> 00:08:50.360]  我將我所知道的事情
[00:08:50.360 --> 00:08:52.200]  我全部都告訴你了
[00:08:52.200 --> 00:08:53.280]  我什麼都
[00:08:53.280 --> 00:08:56.400]  就是巨細無遺都告訴你們
[00:08:56.400 --> 00:09:00.080]  你們應該是有足夠的信仰資源
[00:09:00.080 --> 00:09:03.800]  去好好地跟從上帝跟從耶穌的
[00:09:04.440 --> 00:09:05.680]  已經說完了
[00:09:05.680 --> 00:09:06.840]  如果說到這樣
[00:09:06.840 --> 00:09:08.400]  你都不相信耶穌
[00:09:08.400 --> 00:09:10.320]  或者是你離開這個信仰
[00:09:10.320 --> 00:09:12.040]  走向一條滅亡的路
[00:09:12.040 --> 00:09:13.600]  這樣的話
[00:09:13.600 --> 00:09:15.040]  就真的幫不了你了
[00:09:15.040 --> 00:09:16.720]  就真的與我無關了
[00:09:16.720 --> 00:09:19.160]  所以說保羅他不是不負責任
[00:09:19.160 --> 00:09:20.440]  不是免責聲明
[00:09:20.440 --> 00:09:23.560]  不是有一堆以上的內容
[00:09:23.560 --> 00:09:25.160]  什麼什麼的免責聲明
[00:09:25.160 --> 00:09:28.640]  而是他在告訴他們
[00:09:28.640 --> 00:09:31.120]  你們要自取滅亡的話
[00:09:31.120 --> 00:09:32.400]  我是真的沒辦法的
[00:09:32.400 --> 00:09:34.680]  我已經將所有的信仰資源
[00:09:34.680 --> 00:09:36.560]  我所知道的事情都教給你了
[00:09:36.560 --> 00:09:38.560]  其實道理很簡單
[00:09:38.560 --> 00:09:40.240]  就像老師和學生
[00:09:40.240 --> 00:09:42.120]  我們也有些老師
[00:09:42.120 --> 00:09:45.280]  如果老師教書
[00:09:45.280 --> 00:09:46.480]  教得再好也好
[00:09:46.480 --> 00:09:49.720]  他教得天花龍鳳的
[00:09:49.720 --> 00:09:52.200]  學生上課一定不會睡覺的
[00:09:52.200 --> 00:09:54.560]  但是他回到家之後
[00:09:54.560 --> 00:09:56.240]  學生是完全不溫習的
[00:09:56.240 --> 00:09:59.400]  東西一出了課室門口之後
[00:09:59.400 --> 00:10:00.720]  就全部給老師了
[00:10:00.720 --> 00:10:02.320]  那有沒有用呢?
[00:10:03.320 --> 00:10:04.720]  沒有用的嘛
[00:10:04.720 --> 00:10:06.360]  就算老師多好也好
[00:10:06.360 --> 00:10:10.240]  他不可以陪同學生進去考試市場
[00:10:10.240 --> 00:10:13.000]  進去市場也是負責監考的
[00:10:13.000 --> 00:10:14.200]  不會通水的
[00:10:14.200 --> 00:10:14.920]  所以
[00:10:14.920 --> 00:10:17.800]  其實跟考試一樣
[00:10:17.800 --> 00:10:19.120]  跟學生讀書一樣
[00:10:19.120 --> 00:10:20.440]  我們作為信徒
[00:10:20.440 --> 00:10:24.160]  如果自己不認真努力去追求的話
[00:10:24.160 --> 00:10:27.880]  其實就算保羅在你面前教你東西也好
[00:10:27.880 --> 00:10:29.240]  也是沒有用的
[00:10:29.880 --> 00:10:33.120]  所以我們要為自己的靈命去負責任
[00:10:33.120 --> 00:10:34.160]  你信耶穌
[00:10:34.160 --> 00:10:35.720]  你的生命有沒有成長
[00:10:35.720 --> 00:10:37.720]  你會不會順順的離開了
[00:10:37.720 --> 00:10:41.000]  你會不會甚至失去救恩這麼嚴重的話
[00:10:41.000 --> 00:10:43.920]  其實不是我們可以做到什麼的
[00:10:43.920 --> 00:10:45.280]  我們做牧者的
[00:10:45.280 --> 00:10:46.440]  可以教東西
[00:10:46.440 --> 00:10:47.520]  可以講道
[00:10:47.520 --> 00:10:50.040]  可以教大家一些神學的知識
[00:10:50.040 --> 00:10:51.720]  或者開聖經班
[00:10:51.720 --> 00:10:52.880]  什麼寶劍大會
[00:10:52.880 --> 00:10:54.160]  雖然沒有人參加的
[00:10:54.160 --> 00:10:55.800]  就是那些查經班
[00:10:55.800 --> 00:10:57.440]  篤經日營
[00:10:57.440 --> 00:10:58.160]  主日學等等
[00:10:58.160 --> 00:10:59.440]  就是搞很多的活動
[00:10:59.440 --> 00:11:00.160]  OK?
[00:11:00.160 --> 00:11:01.560]  這些是我們牧者的責任
[00:11:01.560 --> 00:11:02.480]  我們要做的
[00:11:02.480 --> 00:11:05.760]  但是如果你們自己不去領受神的道
[00:11:05.760 --> 00:11:07.240]  自己不去學習
[00:11:07.240 --> 00:11:10.320]  其實我們做什麼都沒有用
[00:11:10.320 --> 00:11:12.480]  信徒要自己謀生
[00:11:12.480 --> 00:11:15.320]  一個星期有168個小時
[00:11:15.320 --> 00:11:18.240]  但是回來聽道可能只有半個小時而已
[00:11:18.240 --> 00:11:19.360]  你想想
[00:11:19.360 --> 00:11:21.880]  那167個半小時
[00:11:21.880 --> 00:11:24.000]  你什麼都不做
[00:11:24.000 --> 00:11:25.200]  或者自己不看聖經
[00:11:25.200 --> 00:11:25.680]  不靈修
[00:11:25.680 --> 00:11:26.400]  不讀經
[00:11:26.400 --> 00:11:28.400]  那是不會有效果的
[00:11:28.400 --> 00:11:29.800]  你的靈命不會成長
[00:11:29.800 --> 00:11:31.080]  你的生命不會改變
[00:11:31.080 --> 00:11:33.120]  所以鼓勵大家
[00:11:33.120 --> 00:11:37.680]  你們有一個對自己靈命負責任的責任
[00:11:37.680 --> 00:11:40.000]  但是牧者不是沒有責任的
[00:11:40.000 --> 00:11:41.240]  我不是現在講完
[00:11:41.240 --> 00:11:42.520]  把球交給你們
[00:11:42.520 --> 00:11:43.960]  你們就自己搞定了
[00:11:43.960 --> 00:11:45.640]  我們做牧者的也有責任
[00:11:45.640 --> 00:11:48.240]  我們要好好地去餵養大家
[00:11:48.240 --> 00:11:51.120]  我自己也要用心去看書
[00:11:51.120 --> 00:11:51.840]  去學習
[00:11:51.840 --> 00:11:53.600]  去思考聖經
[00:11:53.600 --> 00:11:56.240]  讓大家可以有適當的教導
[00:11:56.240 --> 00:11:57.320]  但是呢
[00:11:57.440 --> 00:11:59.080]  當我們講完道
[00:11:59.080 --> 00:12:00.200]  大家學完東西
[00:12:00.200 --> 00:12:02.200]  回到自己的職場
[00:12:02.200 --> 00:12:03.960]  回到自己的家
[00:12:03.960 --> 00:12:06.000]  回到自己的人生的生活裡面
[00:12:06.000 --> 00:12:08.960]  你怎麼實踐是你的事情
[00:12:08.960 --> 00:12:11.080]  我不會跟到你
[00:12:11.080 --> 00:12:13.080]  就是你公司那裡
[00:12:13.080 --> 00:12:14.280]  坐在你旁邊告訴你
[00:12:14.280 --> 00:12:15.400]  你現在要這麼做
[00:12:15.400 --> 00:12:16.360]  你在同事面前
[00:12:16.360 --> 00:12:17.400]  你的見證不好
[00:12:17.400 --> 00:12:18.000]  你什麼什麼
[00:12:18.000 --> 00:12:20.920]  不可能我們這樣監督著
[00:12:20.920 --> 00:12:22.920]  是要靠你自己去實踐
[00:12:22.920 --> 00:12:26.360]  所以最後
[00:12:26.360 --> 00:12:27.400]  再提醒一下
[00:12:27.400 --> 00:12:28.480]  保羅不是推卸責任
[00:12:28.480 --> 00:12:30.200]  我們做牧者也不是推卸責任
[00:12:30.200 --> 00:12:31.600]  而是想告訴你
[00:12:31.600 --> 00:12:34.040]  其實大家都有責任
[00:12:34.040 --> 00:12:37.440]  我們所有人都要為自己的靈命
[00:12:37.440 --> 00:12:38.640]  去負責任
[00:12:38.640 --> 00:12:41.320]  第二點想講的就是
[00:12:41.320 --> 00:12:43.320]  信徒領袖的責任
[00:12:43.320 --> 00:12:46.200]  聖靈納你們作全群的監督
[00:12:46.200 --> 00:12:48.440]  你們就當為自己謹慎
[00:12:48.440 --> 00:12:50.160]  也為全群謹慎
[00:12:50.160 --> 00:12:51.720]  牧養神的教會
[00:12:51.720 --> 00:12:54.440]  就是祂用自己血所賣來的
[00:12:54.680 --> 00:12:56.440]  我知道在我離開以後
[00:12:56.440 --> 00:12:59.240]  必有凶暴的豺狼進入你們中間
[00:12:59.240 --> 00:13:00.560]  不顧色羊群
[00:13:00.560 --> 00:13:02.920]  就算你們中間也必有人起來
[00:13:02.920 --> 00:13:04.080]  說撥謀的話
[00:13:04.080 --> 00:13:06.640]  要引誘門徒跟從他們
[00:13:06.640 --> 00:13:08.240]  所以
[00:13:08.240 --> 00:13:10.480]  所以啊
[00:13:10.480 --> 00:13:13.520]  上回去休言
[00:13:13.520 --> 00:13:14.000]  謝謝
[00:13:14.000 --> 00:13:17.560]  所以你們要警醒
[00:13:17.560 --> 00:13:18.920]  紀念我三年之久
[00:13:18.920 --> 00:13:21.080]  晝夜不斷地流淚
[00:13:21.080 --> 00:13:22.120]  勸戒你們
[00:13:22.120 --> 00:13:25.640]  現在我把你們交託
[00:13:25.640 --> 00:13:26.360]  給神
[00:13:26.360 --> 00:13:27.480]  和他恩惠的道
[00:13:27.480 --> 00:13:28.840]  這道能建立你們
[00:13:28.840 --> 00:13:30.720]  使你們和一切誠信的人
[00:13:30.720 --> 00:13:32.000]  同得羈結
[00:13:32.000 --> 00:13:34.480]  就是教會的牧養
[00:13:34.480 --> 00:13:37.440]  不是其實只有一個牧者就可以完成的
[00:13:37.440 --> 00:13:39.480]  而是需要很多信徒領袖的
[00:13:39.480 --> 00:13:41.960]  不同教會有不同的名稱
[00:13:41.960 --> 00:13:43.280]  對於信徒領袖
[00:13:43.280 --> 00:13:44.920]  有些叫唐董
[00:13:44.920 --> 00:13:45.840]  有些叫執事
[00:13:45.840 --> 00:13:46.880]  有些叫組長
[00:13:46.880 --> 00:13:48.200]  有些叫長老
[00:13:48.200 --> 00:13:48.720]  OK
[00:13:48.720 --> 00:13:50.520]  不同的名稱不要緊的
[00:13:50.520 --> 00:13:52.400]  總之就是信徒的領袖
[00:13:52.400 --> 00:13:54.840]  甚至有時候有些無名無份也好
[00:13:54.840 --> 00:13:56.560]  你會發覺他在教會裡面
[00:13:56.560 --> 00:13:59.000]  他有一個很長的時間在這裡服事
[00:13:59.000 --> 00:14:01.080]  或者是他有一個很高的輩分
[00:14:01.080 --> 00:14:04.640]  其實某程度上他已經是一個領袖了
[00:14:04.640 --> 00:14:07.080]  有什麼事會走去問問他
[00:14:07.080 --> 00:14:08.840]  問問他意見
[00:14:08.840 --> 00:14:10.480]  請他幫忙
[00:14:10.480 --> 00:14:12.600]  這些都是一種信徒的領袖
[00:14:12.600 --> 00:14:16.320]  教會的牧養其實不只是只有一個牧者
[00:14:16.320 --> 00:14:19.280]  而是要托賴很多信徒領袖
[00:14:19.280 --> 00:14:21.400]  一同去支撐教會
[00:14:21.400 --> 00:14:24.440]  而且要記住
[00:14:24.440 --> 00:14:25.720]  我在這裡說的是
[00:14:25.720 --> 00:14:28.720]  聖靈納你地作全群的監督
[00:14:28.720 --> 00:14:30.920]  不是說無緣無故
[00:14:30.920 --> 00:14:34.240]  你要相信上帝在背後掌權
[00:14:34.240 --> 00:14:37.080]  就是說祂引領你來到這裡
[00:14:37.080 --> 00:14:39.080]  幫忙去做一個服事
[00:14:39.080 --> 00:14:42.360]  譬如站上台去做主席
[00:14:42.360 --> 00:14:43.200]  做領事
[00:14:43.200 --> 00:14:44.680]  或者是彈樂器的
[00:14:44.680 --> 00:14:48.440]  其實上帝是在帶領你去做這個崗位
[00:14:48.440 --> 00:14:51.920]  不是說你無緣無故就可以站上來
[00:14:51.920 --> 00:14:53.920]  所以不要輕看自己的職份
[00:14:53.920 --> 00:14:56.800]  是聖靈納你作為監督
[00:14:56.800 --> 00:14:58.800]  神親自挑選你
[00:14:58.800 --> 00:15:01.320]  我們不同人有不同的崗位
[00:15:01.320 --> 00:15:02.840]  我們有不同的工作
[00:15:02.840 --> 00:15:05.000]  我們也有不同的特殊性
[00:15:05.000 --> 00:15:07.200]  其實上一次港道已經說過了
[00:15:07.200 --> 00:15:09.840]  不能夠太過重複
[00:15:09.840 --> 00:15:12.200]  但是簡單地說一說
[00:15:12.200 --> 00:15:15.600]  如果我們作為這個
[00:15:15.600 --> 00:15:17.600]  這張麻煩你
[00:15:18.600 --> 00:15:20.600]  我們就是目者
[00:15:20.600 --> 00:15:22.320]  其實作為一個指揮
[00:15:22.320 --> 00:15:24.520]  就好像一個樂團的指揮
[00:15:24.520 --> 00:15:26.720]  我們是在引領那個樂團
[00:15:26.720 --> 00:15:29.440]  他的樂手發揮得淋漓盡致
[00:15:29.440 --> 00:15:32.760]  讓他們可以發揮自己的所長
[00:15:32.760 --> 00:15:34.760]  可以演奏一曲
[00:15:34.760 --> 00:15:36.760]  非常美妙的音樂
[00:15:36.760 --> 00:15:38.320]  去呈獻給上帝
[00:15:38.320 --> 00:15:41.240]  我認為目者的角色就是這樣
[00:15:41.240 --> 00:15:45.000]  目者的角色不是指生曬
[00:15:45.000 --> 00:15:46.760]  只不過是作為一個指導
