
[00:00:00.000 --> 00:00:06.400]  今晚同大家講一個《異屬能詳》聖經裡面大家一定會聽過的故事
[00:02:53.200 --> 00:02:56.200]  就是說其實你發覺
[00:02:56.200 --> 00:02:58.200]  他們第一眼見到的時候
[00:02:58.200 --> 00:03:03.200]  有些像當時的以撒和李百嘉
[00:03:03.200 --> 00:03:08.200]  你會發覺他們一眼就認得
[00:03:08.200 --> 00:03:10.200]  有些惡意在裡面
[00:03:10.200 --> 00:03:15.200]  所以當雅各幫他拉班工作的時候
[00:03:15.200 --> 00:03:17.200]  拉班就非常客氣
[00:03:17.200 --> 00:03:19.200]  就跟他的兒子說
[00:03:19.200 --> 00:03:21.200]  你都幫我做了一個月
[00:03:21.200 --> 00:03:23.200]  這樣的情況下
[00:03:23.200 --> 00:03:25.200]  我沒理由要你白做的
[00:03:25.200 --> 00:03:27.200]  那你要什麼呢
[00:03:27.200 --> 00:03:29.200]  大家看到的時候都不錯
[00:03:29.200 --> 00:03:31.200]  你看看後面的拉班
[00:03:31.200 --> 00:03:33.200]  絕對沒有可能是這樣的
[00:03:33.200 --> 00:03:37.200]  又騙他的兒子的東西
[00:03:37.200 --> 00:03:39.200]  其實他是一個很奸詐的人
[00:03:39.200 --> 00:03:41.200]  就是說這個月裡面
[00:03:41.200 --> 00:03:46.200]  他絕對見到雅各對他的女兒是有心的
[00:03:46.200 --> 00:03:49.200]  他預了雅各怎麼回答的
[00:03:49.200 --> 00:03:52.200]  所以你就會發覺雅各也很不客氣
[00:03:52.200 --> 00:03:54.200]  他說我什麼都不要
[00:03:54.200 --> 00:03:56.200]  你只要把女兒嫁給我就可以了
[00:03:56.200 --> 00:03:57.200]  他說好呀
[00:03:57.200 --> 00:03:59.200]  然後雅各自己提出
[00:03:59.200 --> 00:04:00.200]  因為娶他的緣故
[00:04:00.200 --> 00:04:02.200]  我願意跟你做七年
[00:04:02.200 --> 00:04:05.200]  聖經有一個主角很有趣
[00:04:05.200 --> 00:04:07.200]  因為他愛拉基的緣故
[00:04:07.200 --> 00:04:10.200]  所以他覺得七年是幾日
[00:04:10.200 --> 00:04:11.200]  大家有沒有曾經愛過一個人
[00:04:11.200 --> 00:04:13.200]  愛到這樣的地步
[00:04:13.200 --> 00:04:18.200]  你可以見到雅各對這個女子的一心一意
[00:04:18.200 --> 00:04:22.200]  但是整件事好玩的地方就是
[00:04:22.200 --> 00:04:25.200]  這件事在香港是不會發生的
[00:04:25.200 --> 00:04:27.200]  因為香港是有光污染的
[00:04:27.200 --> 00:04:29.200]  就是說你走到街上
[00:04:29.200 --> 00:04:31.200]  就算沒有任何燈光也好
[00:04:31.200 --> 00:04:32.200]  你都會認得那個人
[00:04:32.200 --> 00:04:33.200]  即是很遠也好
[00:04:33.200 --> 00:04:34.200]  我一晚看過去
[00:04:34.200 --> 00:04:35.200]  就算沒有燈
[00:04:35.200 --> 00:04:37.200]  我都認得那個是Alan
[00:04:37.200 --> 00:04:39.200]  你會認得那個人
[00:04:39.200 --> 00:04:41.200]  但是你曾經去過很黑的地方
[00:04:41.200 --> 00:04:43.200]  是身受不濟五指
[00:04:43.200 --> 00:04:45.200]  大家有沒有試過去過這些地方睡覺
[00:04:45.200 --> 00:04:47.200]  一關燈之後你什麼都看不到
[00:04:47.200 --> 00:04:50.200]  七年之後
[00:04:50.200 --> 00:04:53.200]  當他那晚去洞房的時候
[00:04:53.200 --> 00:05:00.200]  他的舅父拉班就將姐姐推給雅各
[00:05:00.200 --> 00:05:02.200]  然後洞完房
[00:05:02.200 --> 00:05:04.200]  他才說你為什麼騙我
[00:05:04.200 --> 00:05:06.200]  然後舅父就說了
[00:05:06.200 --> 00:05:07.200]  不行的
[00:05:07.200 --> 00:05:08.200]  我們的規矩就是
[00:05:08.200 --> 00:05:10.200]  姐姐不嫁妹妹不嫁
[00:05:10.200 --> 00:05:12.200]  然後因為這個緣故
[00:05:12.200 --> 00:05:14.200]  他為了要再娶這個妹妹
[00:05:14.200 --> 00:05:16.200]  又跟他做了七年
[00:05:16.200 --> 00:05:20.200]  在裡面的時候
[00:05:20.200 --> 00:05:23.200]  其實聖經裡面做了很多很有趣的註腳
[00:05:23.200 --> 00:05:27.200]  當時他介紹這兩姐妹出場的時候
[00:05:27.200 --> 00:05:28.200]  是怎樣的呢
[00:05:28.200 --> 00:05:30.200]  29章第17字
[00:05:30.200 --> 00:05:33.200]  利亞的眼睛沒有神器
[00:05:33.200 --> 00:05:36.200]  拉潔卻生得美貌盡秀
[00:05:36.200 --> 00:05:37.200]  這個是和諧本
[00:05:37.200 --> 00:05:39.200]  另外一個版本是怎樣的呢
[00:05:39.200 --> 00:05:41.200]  利亞雙目無神
[00:05:41.200 --> 00:05:44.200]  拉潔卻體態嬌美
[00:05:44.200 --> 00:05:46.200]  容貌可人
[00:05:46.200 --> 00:05:48.200]  你見到那個比較嗎
[00:05:48.200 --> 00:05:51.200]  我想告訴大家
[00:05:51.200 --> 00:05:52.200]  利亞是怎樣的呢
[00:05:52.200 --> 00:05:55.200]  她是先天書舌
[00:05:55.200 --> 00:05:59.200]  所以雅各一眼就喜歡美女
[00:05:59.200 --> 00:06:04.200]  他完全對這個姐姐一點興趣都沒有
[00:06:04.200 --> 00:06:06.200]  所以這樣的情況下
[00:06:06.200 --> 00:06:08.200]  其實聖經形容她是什麼呢
[00:06:08.200 --> 00:06:10.200]  她是失寵
[00:06:10.200 --> 00:06:12.200]  甚至乎有些譯本告訴你
[00:06:12.200 --> 00:06:15.200]  她是避恨
[00:06:15.200 --> 00:06:20.200]  一個女人嫁了給她的老公
[00:06:20.200 --> 00:06:23.200]  她對我一點愛意都沒有
[00:06:23.200 --> 00:06:27.200]  甚至乎我感覺到她恨我
[00:06:27.200 --> 00:06:32.200]  所以後來就出現在經文裡面
[00:06:32.200 --> 00:06:34.200]  你會發覺這個女人
[00:06:34.200 --> 00:06:39.200]  因為她一直都渴望丈夫的愛
[00:06:39.200 --> 00:06:44.200]  所以令到讓子女生子
[00:06:44.200 --> 00:06:49.200]  成為了爭寵的工具
[00:06:49.200 --> 00:06:53.200]  你從她的子女的改名就見到
[00:06:53.200 --> 00:06:55.200]  其實很可怕的地方是怎樣的呢
[00:06:55.200 --> 00:06:59.200]  你要記住他們是有上帝的人
[00:06:59.200 --> 00:07:01.200]  利亞她生第一個子叫做女辯
[00:07:01.200 --> 00:07:04.200]  女辯的意思就是我有兒子
[00:07:04.200 --> 00:07:09.200]  西冕第二個兒子的意思就是聽見
[00:07:09.200 --> 00:07:10.200]  看不看得到啊
[00:07:10.200 --> 00:07:13.200]  上帝聽見我的祈求
[00:07:13.200 --> 00:07:17.200]  利美的意思就是聯合
[00:07:17.200 --> 00:07:19.200]  但是其實有另外一個譯本譯為
[00:07:19.200 --> 00:07:22.200]  依戀或者戀慕
[00:07:22.200 --> 00:07:24.200]  就是說我現在跟你生了三個了
[00:07:24.200 --> 00:07:26.200]  你還不愛我
[00:07:26.200 --> 00:07:30.200]  第四個尤大讚美
[00:07:30.200 --> 00:07:32.200]  表面上是說很好
[00:07:32.200 --> 00:07:33.200]  我要讚美上帝
[00:07:33.200 --> 00:07:34.200]  其實不是的
[00:07:34.200 --> 00:07:36.200]  你看看妹
[00:07:36.200 --> 00:07:37.200]  我生了第四個了
[00:07:37.200 --> 00:07:39.200]  你看看上帝多麼疼我
[00:07:39.200 --> 00:07:41.200]  我要讚美他
[00:07:41.200 --> 00:07:45.200]  第五個以撒迦獎賞
[00:07:45.200 --> 00:07:47.200]  是因為她做了我的注腳
[00:07:47.200 --> 00:07:50.200]  因為你看看我把我的僕女
[00:07:50.200 --> 00:07:52.200]  我的婢女都送給我老公了
[00:07:52.200 --> 00:07:54.200]  所以上帝獎賞我
[00:07:54.200 --> 00:07:56.200]  你見不見到這個扭曲
[00:07:57.200 --> 00:08:01.200]  第六個西部倫叫尊榮
[00:08:01.200 --> 00:08:04.200]  我幫她生了六個了
[00:08:04.200 --> 00:08:07.200]  現在我的老公一定會尊重我
[00:08:07.200 --> 00:08:09.200]  她生第一個的時候
[00:08:09.200 --> 00:08:11.200]  她說因為我有兒子了
[00:08:11.200 --> 00:08:14.200]  所以我丈夫一定會愛我
[00:08:14.200 --> 00:08:16.200]  生第六個的時候
[00:08:16.200 --> 00:08:21.200]  我現在丈夫一定會尊重我
[00:08:21.200 --> 00:08:23.200]  我不知道特別在座
[00:08:23.200 --> 00:08:25.200]  作為姐妹的你
[00:08:25.200 --> 00:08:28.200]  你覺不覺得這個女人很可憐
[00:08:28.200 --> 00:08:33.200]  她一世裏面
[00:08:33.200 --> 00:08:36.200]  她就是圍著丈夫在轉
[00:08:36.200 --> 00:08:38.200]  她人生裏面的目標
[00:08:38.200 --> 00:08:39.200]  只有一個
[00:08:39.200 --> 00:08:42.200]  我就是要我丈夫愛我
[00:08:42.200 --> 00:08:46.200]  所以你會發覺
[00:08:46.200 --> 00:08:48.200]  她對她的兒子
[00:08:48.200 --> 00:08:50.200]  是一點都不是愛的
[00:08:50.200 --> 00:08:54.200]  她的兒子只是成為了
[00:08:54.200 --> 00:08:57.200]  她達到一些目標的工具
[00:08:57.200 --> 00:09:00.200]  你可以想像
[00:09:00.200 --> 00:09:04.200]  你很難見到一個這樣組合的情況
[00:09:04.200 --> 00:09:07.200]  這個媽媽和這些子女
[00:09:07.200 --> 00:09:10.200]  會得到幸福是不可能的
[00:09:10.200 --> 00:09:13.200]  其實今天有很多作父母的
[00:09:13.200 --> 00:09:15.200]  我們一不小心
[00:09:15.200 --> 00:09:18.200]  其實你和利雅是一樣的
[00:09:18.200 --> 00:09:20.200]  大家有沒有經歷過
[00:09:20.200 --> 00:09:22.200]  如果我們都有子女的話
[00:09:22.200 --> 00:09:23.200]  有時候特別
[00:09:23.200 --> 00:09:25.200]  到我們子女一直讀書的時候
[00:09:25.200 --> 00:09:27.200]  讀哪間學校
[00:09:27.200 --> 00:09:31.200]  然後人們說你的子女考哪間
[00:09:31.200 --> 00:09:33.200]  你考到一間很心儀的
[00:09:33.200 --> 00:09:34.200]  大家都很喜歡的時間
[00:09:34.200 --> 00:09:35.200]  很開心
[00:09:35.200 --> 00:09:38.200]  她考到哪間了
[00:09:38.200 --> 00:09:40.200]  然後時間如果她考不到
[00:09:40.200 --> 00:09:42.200]  心儀的那間又如何
[00:09:42.200 --> 00:09:44.200]  你不要問
[00:09:44.200 --> 00:09:46.200]  再大一點
[00:09:46.200 --> 00:09:49.200]  小學如是 中學如是
[00:09:49.200 --> 00:09:51.200]  去到大學
[00:09:51.200 --> 00:09:53.200]  你知道大學的學位都不容易
[00:09:53.200 --> 00:09:56.200]  你的子女能夠讀到大學的時候
[00:09:56.200 --> 00:09:58.200]  你知道我們人多虛偽
[00:09:58.200 --> 00:10:00.200]  然後人們問你的時候
[00:10:00.200 --> 00:10:01.200]  你的子女怎樣
[00:10:01.200 --> 00:10:06.200]  我們這些是蠢的兒子
[00:10:06.200 --> 00:10:09.200]  不過剛好被她考到大學
[00:10:09.200 --> 00:10:13.200]  其實你是開心的飛起
[00:10:13.200 --> 00:10:15.200]  因為她能夠幫你拿到面子
[00:10:15.200 --> 00:10:18.200]  大學生
[00:10:18.200 --> 00:10:21.200]  但當你的子女考不到的時候
[00:10:21.200 --> 00:10:23.200]  可能倒過來的
[00:10:23.200 --> 00:10:26.200]  是成為你丟架
[00:10:26.200 --> 00:10:27.200]  人們問你的時候
[00:10:27.200 --> 00:10:28.200]  讀成怎樣
[00:10:28.200 --> 00:10:30.200]  不要問了
[00:10:30.200 --> 00:10:33.200]  都不是讀書
[00:10:33.200 --> 00:10:36.200]  但我們要很小心
[00:10:36.200 --> 00:10:40.200]  今天我們這些的心態
[00:10:40.200 --> 00:10:44.200]  其實是很容易出現
[00:10:44.200 --> 00:10:47.200]  我們喜歡和別人比較
[00:10:47.200 --> 00:10:49.200]  慢慢不知不覺之間
[00:10:49.200 --> 00:10:51.200]  我們子女所做的事
[00:10:51.200 --> 00:10:53.200]  成為我們今天
[00:10:53.200 --> 00:10:55.200]  在別人眼中的時候
[00:10:55.200 --> 00:10:58.200]  我是一個有榮譽的人
[00:10:58.200 --> 00:11:01.200]  還是我是一個丟架的人
[00:11:01.200 --> 00:11:02.200]  所以不知不覺之間
[00:11:02.200 --> 00:11:04.200]  你亦都會將這些事
[00:11:04.200 --> 00:11:06.200]  影響你的小朋友
[00:11:06.200 --> 00:11:08.200]  美其名在口中跟他說
[00:11:08.200 --> 00:11:10.200]  你用心讀書
[00:11:10.200 --> 00:11:11.200]  讀好書的時候
[00:11:11.200 --> 00:11:14.200]  對你將來會有好的發展
[00:11:14.200 --> 00:11:16.200]  但其實實際裏面
[00:11:16.200 --> 00:11:19.200]  我們的心是否真的這樣想
[00:11:19.200 --> 00:11:21.200]  還是我們更在乎
[00:11:21.200 --> 00:11:26.200]  究竟他帶著什麼光環給我們
[00:11:26.200 --> 00:11:27.200]  所以弟兄姊妹
[00:11:27.200 --> 00:11:28.200]  你不要小看這件事
[00:11:28.200 --> 00:11:31.200]  其實孩子這些成長
[00:11:31.200 --> 00:11:35.200]  是非常受影響的
[00:11:35.200 --> 00:11:37.200]  我以前去做輔導的時候
[00:11:37.200 --> 00:11:39.200]  我接觸過很多成長的年青人
[00:11:39.200 --> 00:11:42.200]  一些可能出來做初職的人
[00:11:42.200 --> 00:11:44.200]  其實在心裏面
[00:11:44.200 --> 00:11:48.200]  他一生都被這些環繞著
[00:11:48.200 --> 00:11:51.200]  究竟我在爸爸媽媽的眼中
[00:11:51.200 --> 00:11:55.200]  我是什麼
[00:11:55.200 --> 00:11:59.200]  他是不是真的愛我
[00:11:59.200 --> 00:12:02.200]  其實如果這個家庭裏面
[00:12:02.200 --> 00:12:04.200]  沒有這份真正爸爸媽媽
[00:12:04.200 --> 00:12:07.200]  對子女的愛的話
[00:12:07.200 --> 00:12:09.200]  這個小朋友是不會在一個
[00:12:09.200 --> 00:12:13.200]  很健康的環境當中長大的
[00:12:13.200 --> 00:12:16.200]  我曾經去接觸過一些家庭
[00:12:16.200 --> 00:12:17.200]  三兄弟姐妹
[00:12:17.200 --> 00:12:19.200]  三個都這麼厲害
[00:12:19.200 --> 00:12:20.200]  一個是醫生
[00:12:20.200 --> 00:12:22.200]  一個是做大生意
[00:12:22.200 --> 00:12:23.200]  另外一個
[00:12:23.200 --> 00:12:24.200]  我忘記了
[00:12:24.200 --> 00:12:26.200]  總之有兩個都是做大生意的
[00:12:26.200 --> 00:12:27.200]  真的很厲害
[00:12:27.200 --> 00:12:29.200]  其實妹妹已經不假了
[00:12:29.200 --> 00:12:31.200]  她已經是香港裏面
[00:12:31.200 --> 00:12:35.200]  最出名連鎖集團的合夥人
[00:12:35.200 --> 00:12:40.200]  但這個妹妹永遠都在家裏面
[00:12:40.200 --> 00:12:42.200]  面對著哥哥和姐姐
[00:12:42.200 --> 00:12:44.200]  她都抬不起頭
[00:12:44.200 --> 00:12:48.200]  因為她最小
[00:12:48.200 --> 00:12:51.200]  讀書不是最厲害
[00:12:51.200 --> 00:12:52.200]  從小到大的時候
[00:12:52.200 --> 00:12:55.200]  爸爸媽媽都覺得你是最蠢的
[00:12:55.200 --> 00:12:57.200]  所以每次我有機會接觸到
[00:12:57.200 --> 00:12:59.200]  這個姐妹的時候
[00:12:59.200 --> 00:13:00.200]  我都跟她說
[00:13:00.200 --> 00:13:01.200]  說真的
[00:13:01.200 --> 00:13:03.200]  這是比較出來的
[00:13:03.200 --> 00:13:04.200]  我給你一個凳子
[00:13:04.200 --> 00:13:05.200]  你記得多聰明
[00:13:05.200 --> 00:13:08.200]  我想強調的是
[00:13:08.200 --> 00:13:10.200]  但她今天都揮之不去
[00:13:10.200 --> 00:13:13.200]  她已經是幾個小朋友的媽媽
[00:13:13.200 --> 00:13:14.200]  但這件事
[00:13:14.200 --> 00:13:15.200]  她每一次回到家裏
[00:13:15.200 --> 00:13:17.200]  每一次吃飯的時候
[00:13:17.200 --> 00:13:19.200]  她仍然永遠都是那一個
[00:13:19.200 --> 00:13:21.200]  幾歲的小朋友
[00:13:21.200 --> 00:13:22.200]  在媽媽眼中
[00:13:22.200 --> 00:13:25.200]  她永遠都是家裏面最蠢的那個
[00:13:26.200 --> 00:13:29.200]  頂姐妹我要問的就是
[00:13:29.200 --> 00:13:31.200]  在這裏
[00:13:31.200 --> 00:13:34.200]  其實我們看見上帝
[00:13:34.200 --> 00:13:36.200]  祂是一個看顧人
[00:13:36.200 --> 00:13:37.200]  扶持人
[00:13:37.200 --> 00:13:40.200]  幫助困苦人的神
[00:13:40.200 --> 00:13:43.200]  你會發覺
[00:13:43.200 --> 00:13:45.200]  其實祂是看見利雅的苦情
[00:13:45.200 --> 00:13:47.200]  所以祂出手幫助她
[00:13:47.200 --> 00:13:51.200]  但是利雅看不看到
[00:13:51.200 --> 00:13:54.200]  利雅她完全看不到
[00:13:55.200 --> 00:13:57.200]  上帝的出手
[00:13:57.200 --> 00:13:58.200]  只是成為了
[00:13:58.200 --> 00:14:02.200]  祂對其他人耀武揚威的工具
[00:14:02.200 --> 00:14:05.200]  頂姐妹
[00:14:05.200 --> 00:14:08.200]  今天其實我們一個屬於上帝的人
[00:14:08.200 --> 00:14:11.200]  我們究竟為誰而活呢?
[00:14:11.200 --> 00:14:15.200]  我們想討好
[00:14:15.200 --> 00:14:17.200]  讓祂喜悅的對象
[00:14:17.200 --> 00:14:19.200]  究竟是誰呢?
[00:14:19.200 --> 00:14:21.200]  是你的配偶?
[00:14:22.200 --> 00:14:24.200]  是你的子女?
[00:14:24.200 --> 00:14:26.200]  還是其他人?
[00:14:26.200 --> 00:14:30.200]  其實我們今天不知不覺之間
[00:14:30.200 --> 00:14:34.200]  我們就被這件事困住了我們的心靈
[00:14:34.200 --> 00:14:37.200]  很多時候我們爭奪不到
[00:14:37.200 --> 00:14:39.200]  我們再努力都好
[00:14:39.200 --> 00:14:42.200]  我們只想追求到那件事的關注
[00:14:42.200 --> 00:14:43.200]  就好像我一樣
[00:14:43.200 --> 00:14:44.200]  我經常說我小時候
[00:14:44.200 --> 00:14:45.200]  我不是一個讀書的人
[00:14:45.200 --> 00:14:47.200]  因為我記性很差
[00:14:47.200 --> 00:14:48.200]  我到今天的時候
[00:14:48.200 --> 00:14:49.200]  大家覺得我是藉口
[00:14:49.200 --> 00:14:50.200]  我都是這樣說的
[00:14:50.200 --> 00:14:51.200]  我真的記得大家的名字
[00:14:51.200 --> 00:14:52.200]  頭都痛了
[00:14:52.200 --> 00:14:54.200]  所以我很佩服陳牧師
[00:14:54.200 --> 00:14:55.200]  因為牧師真的
[00:14:55.200 --> 00:14:57.200]  每個人都記得大家的名字
[00:14:57.200 --> 00:14:58.200]  站在門口的時候
[00:14:58.200 --> 00:14:59.200]  一叫就叫得出
[00:14:59.200 --> 00:15:00.200]  但是我差到
[00:15:00.200 --> 00:15:03.200]  現在年輕人在唱完歌之後
[00:15:03.200 --> 00:15:04.200]  每次問他之後
[00:15:04.200 --> 00:15:05.200]  下次再見到他
[00:15:05.200 --> 00:15:07.200]  現在他們懂得玩我了
[00:15:07.200 --> 00:15:09.200]  得知到我叫什麼名字
[00:15:09.200 --> 00:15:12.200]  我讀書很差
[00:15:12.200 --> 00:15:14.200]  我記憶力很差
[00:15:14.200 --> 00:15:18.200]  所以我從小到大的時候
[00:15:18.200 --> 00:15:20.200]  我就不放在讀書上
[00:15:20.200 --> 00:15:22.200]  我就放在其他那裡
[00:15:22.200 --> 00:15:23.200]  就是什麼呢
[00:15:23.200 --> 00:15:24.200]  很多表演
[00:15:24.200 --> 00:15:26.200]  就是故事演講比賽
[00:15:26.200 --> 00:15:27.200]  文歌比賽
[00:15:27.200 --> 00:15:29.200]  幫學校做這個做那個
[00:15:29.200 --> 00:15:31.200]  目的我只有一個
[00:15:31.200 --> 00:15:34.200]  我家裡有七兄弟姐妹
[00:15:34.200 --> 00:15:37.200]  你會明白一個七兄弟姐妹的家
[00:15:37.200 --> 00:15:39.200]  媽媽哪有那麼多時間理你
[00:15:39.200 --> 00:15:40.200]  你明白我的意思嗎
[00:15:40.200 --> 00:15:41.200]  接著的情況
[00:15:41.200 --> 00:15:42.200]  我只是做那麼多事
[00:15:42.200 --> 00:15:43.200]  我讀書不厲害
[00:15:43.200 --> 00:15:44.200]  讀書不厲害的時候
[00:15:44.200 --> 00:15:45.200]  我就做其他事
[00:15:45.200 --> 00:15:46.200]  想拿獎
[00:15:46.200 --> 00:15:47.200]  想拿獎做什麼
[00:15:47.200 --> 00:15:49.200]  吸引媽媽的注意
[00:15:50.200 --> 00:15:51.200]  我好記得
[00:15:51.200 --> 00:15:53.200]  我中學的時候
[00:15:53.200 --> 00:15:55.200]  我在學校不知道拿了什麼獎
[00:15:55.200 --> 00:15:56.200]  我好開心
[00:15:56.200 --> 00:15:57.200]  我回家跟媽媽說
[00:15:57.200 --> 00:15:58.200]  媽媽我拿獎了
[00:15:58.200 --> 00:16:00.200]  你會不會來看我頒獎
[00:16:00.200 --> 00:16:02.200]  我媽媽怎麼跟我說
[00:16:02.200 --> 00:16:05.200]  你花多點時間去讀書好過了
[00:16:05.200 --> 00:16:07.200]  搞一些古靈精怪的東西
[00:16:07.200 --> 00:16:09.200]  所以我從小到大的時候
[00:16:09.200 --> 00:16:12.200]  我媽媽是沒有來看過我拿獎的
[00:16:12.200 --> 00:16:16.200]  我到今天都記得這件事
[00:16:16.200 --> 00:16:17.200]  是證明了這件事
[00:16:17.200 --> 00:16:19.200]  在我心目中有多麼重要
[00:16:19.200 --> 00:16:22.200]  但是我很感謝神
[00:16:22.200 --> 00:16:25.200]  今天我不再被困住了
[00:16:25.200 --> 00:16:27.200]  因為我好知道
[00:16:27.200 --> 00:16:30.200]  一直看著我的那個是上帝
[00:16:30.200 --> 00:16:33.200]  上帝一直由我成長
[00:16:33.200 --> 00:16:34.200]  一直看著我
[00:16:34.200 --> 00:16:37.200]  我無論在任何環境當中
[00:16:37.200 --> 00:16:38.200]  祂都照顧我
[00:16:38.200 --> 00:16:40.200]  我以前很生我爸爸的氣
[00:16:40.200 --> 00:16:44.200]  因為我爸爸只會上班、下班和打人
[00:16:45.200 --> 00:16:49.200]  我完全不懂得欣賞我爸爸對家庭的盡力
[00:16:49.200 --> 00:16:51.200]  但是我很感謝神
[00:16:51.200 --> 00:16:53.200]  讓我重新去改變
[00:16:53.200 --> 00:16:55.200]  上帝告訴我
[00:16:55.200 --> 00:16:59.200]  讓我看見爸爸對家庭的忠心
[00:16:59.200 --> 00:17:05.200]  我們如果能夠在這裡脫離困住我們的東西
[00:17:05.200 --> 00:17:09.200]  我們能夠很清楚今天為上帝而活
[00:17:09.200 --> 00:17:12.200]  上帝祂才是我們追求的目標
[00:17:12.200 --> 00:17:14.200]  因為祂從來都不會變
[00:17:14.200 --> 00:17:16.200]  我們就有出路
[00:17:16.200 --> 00:17:22.200]  第二個角色是一個偏心的丈夫 雅各
[00:17:22.200 --> 00:17:26.200]  偏心是雅各的特色
[00:17:26.200 --> 00:17:31.200]  你會發覺這個人的偏心是一直維持到最後的
[00:17:31.200 --> 00:17:35.200]  的確我們要很公平地說
[00:17:35.200 --> 00:17:40.200]  他是被迫和無奈地接受了利雅做他的老婆
[00:17:42.200 --> 00:17:46.200]  所以你可以說他不喜歡是不明白的
[00:17:46.200 --> 00:17:49.200]  但是我想強調
[00:17:49.200 --> 00:17:52.200]  你記住屬於上帝的女兒就是這樣
[00:17:52.200 --> 00:17:54.200]  你除了個人的喜惡之外
[00:17:54.200 --> 00:17:57.200]  你也需要尊重盟約
[00:17:57.200 --> 00:18:00.200]  結婚是一個婚約
[00:18:00.200 --> 00:18:03.200]  婚約是有責任的
