
[00:00:00.000 --> 00:00:04.600]  (主席) 講題是「誰掌管明天」
[00:04:11.700 --> 00:04:13.900]  這個危機
[00:04:13.900 --> 00:04:16.400]  如果你是一個亡國奴
[00:04:16.400 --> 00:04:18.600]  在一個國家裏面
[00:04:18.600 --> 00:04:22.300]  你的勢力已經沒有了
[00:04:22.300 --> 00:04:23.900]  而且
[00:04:23.900 --> 00:04:25.200]  你要面對的就是
[00:04:25.200 --> 00:04:27.000]  你仍然在那個國家裏面
[00:04:27.000 --> 00:04:29.800]  做他們國家的官員
[00:04:29.800 --> 00:04:32.300]  那你會怎樣呢?
[00:04:32.300 --> 00:04:33.600]  聖經就告訴我們
[00:04:33.600 --> 00:04:36.800]  剛才主席也讀了給我們聽
[00:04:36.800 --> 00:04:39.200]  這三個人就被帶到
[00:04:39.200 --> 00:04:43.700]  王尼布格尼撒王的面前
[00:04:43.700 --> 00:04:47.000]  王突然之間有一種
[00:04:47.000 --> 00:04:49.200]  很不捨得要殺他們
[00:04:49.200 --> 00:04:51.200]  其實是證據確鑿的
[00:04:51.200 --> 00:04:55.400]  他們真的沒有拜那個金像
[00:04:55.400 --> 00:04:59.100]  接著有一個很大的危機
[00:04:59.100 --> 00:05:01.700]  一個試探
[00:05:01.700 --> 00:05:05.000]  就是尼布格尼撒王
[00:05:05.000 --> 00:05:09.000]  說了一番很難抗拒的話
[00:05:09.000 --> 00:05:12.200]  沙特拉、米薩、阿拜尼哥
[00:05:12.200 --> 00:05:15.500]  你們之前沒有拜那個金像
[00:05:15.500 --> 00:05:16.600]  是什麼原因呢?
[00:05:16.600 --> 00:05:18.200]  算了,不要緊
[00:05:18.200 --> 00:05:21.200]  現在你就在我的面前
[00:05:21.200 --> 00:05:23.600]  拜這個金像
[00:05:23.600 --> 00:05:26.800]  你拜就既往不咎了
[00:05:26.800 --> 00:05:30.200]  你想想這個的offer
[00:05:30.200 --> 00:05:31.900]  這個的試探
[00:05:31.900 --> 00:05:34.200]  對於三個年輕人
[00:05:34.200 --> 00:05:36.600]  你想想你是亡國奴
[00:05:36.600 --> 00:05:39.300]  你在那個國家裏面做官
[00:05:39.300 --> 00:05:42.600]  現在那個下屬告發你
[00:05:42.600 --> 00:05:44.300]  你現在在王的面前
[00:05:44.300 --> 00:05:47.100]  有一個這麼好的一個
[00:05:47.100 --> 00:05:49.500]  給你可以解脫
[00:05:49.500 --> 00:05:51.000]  不用死
[00:05:51.000 --> 00:05:53.200]  甚至乎既往不咎
[00:05:53.200 --> 00:05:54.500]  不再追究
[00:05:54.500 --> 00:05:56.500]  那怎麼辦呢?
[00:05:56.500 --> 00:05:59.400]  聖經讓我們見到
[00:05:59.400 --> 00:06:02.900]  原來我們這一位做物主
[00:06:02.900 --> 00:06:05.100]  我們這一位的真神
[00:06:05.100 --> 00:06:07.300]  可以在人的心靈裏面
[00:06:07.300 --> 00:06:10.200]  那個信仰的核心裏面
[00:06:10.200 --> 00:06:13.900]  可以有這麼強的一個信念
[00:06:13.900 --> 00:06:18.800]  以致他不懼怕自己的生命受到威脅
[00:06:18.800 --> 00:06:20.700]  這個信仰的真實
[00:06:20.700 --> 00:06:22.700]  就在這裏反映出來
[00:06:22.700 --> 00:06:25.500]  留意一下聖經怎樣說
[00:06:25.500 --> 00:06:28.500]  當尼布格尼撒王跟他說的時候
[00:06:28.500 --> 00:06:30.200]  你們聽到
[00:06:30.200 --> 00:06:32.800]  國、豪、禽、塞、三國禽
[00:06:32.800 --> 00:06:35.100]  鼓和各樣樂器的聲音
[00:06:35.100 --> 00:06:38.300]  你就要服務拜國所做的仗
[00:06:38.300 --> 00:06:39.800]  如果不拜
[00:06:39.800 --> 00:06:41.300]  就立刻要將你們
[00:06:41.300 --> 00:06:43.800]  拋在那個烈火的窯裏面
[00:06:43.800 --> 00:06:46.000]  有哪個神明
[00:06:46.000 --> 00:06:51.100]  能夠救你們脫離我的手呢?
[00:06:51.100 --> 00:06:54.400]  在這個時候生與死
[00:06:54.400 --> 00:06:55.700]  各位朋友
[00:06:55.700 --> 00:06:57.300]  你想想
[00:06:57.300 --> 00:07:01.200]  在你整個生命最高最高的價值的時候
[00:07:01.200 --> 00:07:04.500]  你揀選的是生命馬上沒事
[00:07:04.500 --> 00:07:06.900]  還是你要揀選死亡呢?
[00:07:06.900 --> 00:07:09.400]  死亡就是怎樣都不拜了
[00:07:09.400 --> 00:07:11.600]  留意第十六節
[00:07:11.600 --> 00:07:13.900]  去到第十八節
[00:07:13.900 --> 00:07:18.900]  撒德拉、米撒、阿伯尼哥對王說
[00:07:18.900 --> 00:07:21.200]  尼布格尼撒
[00:07:21.200 --> 00:07:23.400]  這樣稱呼王
[00:07:23.400 --> 00:07:27.800]  可想而知他們當時的內心深處
[00:07:27.800 --> 00:07:29.800]  有更高的王
[00:07:29.800 --> 00:07:32.900]  比你這位君王
[00:07:32.900 --> 00:07:37.800]  偉大的尼布格尼撒的巴比倫王更大
[00:07:37.800 --> 00:07:39.400]  這裡告訴我們
[00:07:39.400 --> 00:07:42.900]  這件事我們不必回答你
[00:07:42.900 --> 00:07:44.500]  即便如此
[00:07:44.500 --> 00:07:47.200]  我們所侍奉的神
[00:07:47.200 --> 00:07:50.200]  因為尼布格尼撒王當時問他
[00:07:50.200 --> 00:07:52.900]  有哪位神明
[00:07:52.900 --> 00:07:58.800]  可以救你們三個脫離我的手
[00:07:58.800 --> 00:08:01.700]  因為已經有很多的士兵捉住了
[00:08:01.700 --> 00:08:05.700]  你可以想像到當時的場景
[00:08:05.700 --> 00:08:08.700]  千軍萬馬面對三個年輕人
[00:08:08.700 --> 00:08:11.400]  捉住去到王的面前
[00:08:11.400 --> 00:08:13.100]  他們的信心
[00:08:13.100 --> 00:08:16.800]  和他們內心裏面的平安
[00:08:16.800 --> 00:08:20.500]  是怎樣來的呢?
[00:08:20.500 --> 00:08:22.300]  各位朋友
[00:08:22.300 --> 00:08:24.600]  你要不要這一份
[00:08:24.600 --> 00:08:27.700]  可以承載你每一個環境
[00:08:27.700 --> 00:08:29.600]  每一個心靈
[00:08:29.600 --> 00:08:31.500]  每一個的明天
[00:08:31.500 --> 00:08:33.500]  有這位造物的主
[00:08:33.500 --> 00:08:36.900]  在你的生命裏面成為你的力量呢?
[00:08:36.900 --> 00:08:39.500]  你看看他們怎樣來回答
[00:08:39.500 --> 00:08:40.900]  就算是這樣
[00:08:40.900 --> 00:08:42.800]  我們所侍奉的神
[00:08:42.800 --> 00:08:47.100]  能夠將我們從這個烈火的搖鐘救出來
[00:08:47.100 --> 00:08:48.200]  王啊
[00:08:48.200 --> 00:08:52.000]  祂必定會救我們脫離你的手
[00:08:52.000 --> 00:08:53.700]  十八節
[00:08:53.700 --> 00:08:56.700]  我們一起將這節聖經重讀一次
[00:08:56.700 --> 00:08:58.400]  「即或不然
[00:08:58.400 --> 00:08:59.300]  王啊
[00:08:59.300 --> 00:09:00.900]  你當知道
[00:09:00.900 --> 00:09:03.900]  我們絕不侍奉你的神明
[00:09:03.900 --> 00:09:07.800]  也不拜你所納的金像」
[00:09:07.800 --> 00:09:12.400]  剛才關教授一而再提到
[00:09:12.400 --> 00:09:15.100]  神的保守
[00:09:15.100 --> 00:09:16.700]  神在他的生命裏面
[00:09:16.700 --> 00:09:18.000]  這一次
[00:09:18.000 --> 00:09:21.100]  他自己都掌控不到自己的生命的
[00:09:21.100 --> 00:09:23.300]  一個這樣的意外
[00:09:23.300 --> 00:09:25.800]  在他的生命裏面
[00:09:25.800 --> 00:09:27.500]  差不多真的會死
[00:09:27.500 --> 00:09:28.600]  來死
[00:09:28.600 --> 00:09:30.500]  真的只有一步的
[00:09:30.500 --> 00:09:32.700]  這樣的一個片刻
[00:09:32.700 --> 00:09:35.600]  神保守著一切
[00:09:35.600 --> 00:09:36.700]  在這裏
[00:09:36.700 --> 00:09:38.300]  聖經記載給我們知道
[00:09:38.300 --> 00:09:42.100]  舊約曾經出現過
[00:09:42.100 --> 00:09:45.100]  神保守他的選民
[00:09:45.100 --> 00:09:46.600]  他的子民
[00:09:46.600 --> 00:09:48.000]  本來已經亡國
[00:09:48.000 --> 00:09:50.800]  亡國就是代表著神對他的民族
[00:09:50.800 --> 00:09:53.000]  他的子民的懲罰
[00:09:53.000 --> 00:09:54.000]  懲罰到一個地步
[00:09:54.000 --> 00:09:57.600]  將他們全部擄到巴比倫
[00:09:57.600 --> 00:10:00.300]  是一個徹底的懲罰
[00:10:00.300 --> 00:10:02.600]  是神藉著外邦的人
[00:10:02.600 --> 00:10:05.300]  去罰自己的國民
[00:10:05.300 --> 00:10:06.900]  這幾個年青人
[00:10:06.900 --> 00:10:09.200]  去到巴比倫
[00:10:09.200 --> 00:10:12.800]  好幾次遭遇很多很多的試探
[00:10:12.800 --> 00:10:14.100]  但是每一次
[00:10:14.100 --> 00:10:16.000]  神都用神跡
[00:10:16.000 --> 00:10:18.400]  去解救他的子民
[00:10:18.400 --> 00:10:21.900]  只是想帶出一個很重要的訊息
[00:10:21.900 --> 00:10:23.800]  就是至高者
[00:10:23.800 --> 00:10:28.000]  在人的國度裏面掌權
[00:10:28.000 --> 00:10:29.300]  至高者
[00:10:29.300 --> 00:10:31.800]  是知道明天
[00:10:31.800 --> 00:10:36.400]  唯有他有能力管理明天
[00:10:36.400 --> 00:10:38.200]  所以他的子民就成為一個
[00:10:38.200 --> 00:10:40.600]  好像示範單位那樣
[00:10:40.600 --> 00:10:43.300]  所以這三個年青人
[00:10:43.300 --> 00:10:45.300]  其實他們三個的名字
[00:10:45.300 --> 00:10:48.800]  是巴比倫王幫他們改的
[00:10:48.800 --> 00:10:52.000]  是和他們的偶像有關的名字
[00:10:52.000 --> 00:10:53.800]  其實他們三個人的名字
[00:10:53.800 --> 00:10:55.600]  叫做哈拿尼亞
[00:10:55.600 --> 00:10:56.700]  米沙利
[00:10:56.700 --> 00:10:58.200]  和阿薩尼亞
[00:10:58.200 --> 00:11:01.100]  是猶太神明的名字
[00:11:01.100 --> 00:11:05.600]  將你們敬拜的真神的名字都改了
[00:11:05.600 --> 00:11:09.100]  要跟我們巴比倫的假神的名字
[00:11:09.100 --> 00:11:10.900]  這樣將他們來到去
[00:11:10.900 --> 00:11:14.100]  完全的希望洗腦改變他們
[00:11:14.100 --> 00:11:15.100]  但是
[00:11:15.100 --> 00:11:17.200]  改變不了的一樣東西就是
[00:11:17.200 --> 00:11:19.400]  這三位年青人
[00:11:19.400 --> 00:11:22.200]  他們裏面很強的
[00:11:22.200 --> 00:11:26.300]  對永生神的認識和觀念
[00:11:26.300 --> 00:11:29.600]  而在他們面對這麼大的
[00:11:29.600 --> 00:11:31.600]  一個這樣的險境的時候
[00:11:31.600 --> 00:11:33.400]  他們都駕馭不了的
[00:11:33.400 --> 00:11:34.400]  不過
[00:11:34.400 --> 00:11:36.600]  他們說了一句很重要
[00:11:36.600 --> 00:11:39.300]  信仰最重要的話
[00:11:39.300 --> 00:11:40.400]  就是
[00:11:40.400 --> 00:11:43.200]  我們無要跟隨
[00:11:43.200 --> 00:11:46.800]  相信這位至高的真神
[00:11:46.800 --> 00:11:49.100]  他們的認信就是說
[00:11:49.100 --> 00:11:52.800]  就算稍後沒有事情發生
[00:11:52.800 --> 00:11:55.500]  就算尼泊爾加尼沙王
[00:11:55.500 --> 00:11:57.900]  你不改變你的態度
[00:11:57.900 --> 00:11:59.300]  因為你是王
[00:11:59.300 --> 00:12:01.100]  你是應該不改變的
[00:12:01.100 --> 00:12:05.000]  否則你怎樣能夠讓你的臣子去臣服呢?
[00:12:05.000 --> 00:12:06.300]  你是應該不改變
[00:12:06.300 --> 00:12:07.300]  你說了
[00:12:07.300 --> 00:12:09.700]  如果我們不去再跪拜
[00:12:09.700 --> 00:12:11.300]  你是不會改變的
[00:12:11.300 --> 00:12:13.100]  但是你不改變不要緊
[00:12:13.100 --> 00:12:16.100]  我們的生命是屬於神
[00:12:16.100 --> 00:12:21.400]  我們不會拜你的金像
[00:12:21.400 --> 00:12:24.800]  也不會來向你下跪
[00:12:24.800 --> 00:12:27.900]  就是來臣服
[00:12:27.900 --> 00:12:29.200]  接著
[00:12:29.200 --> 00:12:32.100]  就有一個神蹟發生
[00:12:32.100 --> 00:12:34.100]  這個神蹟
[00:12:34.100 --> 00:12:35.000]  就是
[00:12:35.000 --> 00:12:38.200]  王果然兌現他的承諾
[00:12:38.200 --> 00:12:41.800]  立即吩咐那些兵兵
[00:12:41.800 --> 00:12:43.300]  要將那個窯
[00:12:43.300 --> 00:12:47.300]  那個燒著的火窯加熱七倍
[00:12:47.300 --> 00:12:49.500]  還有那個王命是很緊急
[00:12:49.500 --> 00:12:51.800]  因為王已經撥然大怒了
[00:12:51.800 --> 00:12:56.200]  沒有人可以在我面前這樣說話的
[00:12:56.200 --> 00:12:59.600]  所以這三個人就必定要死的
[00:12:59.600 --> 00:13:02.300]  王吩咐那些士兵
[00:13:02.300 --> 00:13:05.500]  盡快抬他們丟到那個爐上
[00:13:05.500 --> 00:13:07.200]  果然真的這樣
[00:13:07.200 --> 00:13:09.400]  但是靠近那個爐的時候
[00:13:09.400 --> 00:13:13.300]  那些士兵都燒死了
[00:13:13.300 --> 00:13:14.900]  很奇妙地
[00:13:14.900 --> 00:13:17.900]  有一個神蹟
[00:13:17.900 --> 00:13:20.700]  尼泊爾加尼沙王看到
[00:13:20.700 --> 00:13:24.800]  那個火窯裏面有四個人
[00:13:24.800 --> 00:13:25.800]  覺得很奇怪
[00:13:25.800 --> 00:13:26.900]  明明數手指
[00:13:26.900 --> 00:13:28.800]  三個人
[00:13:28.800 --> 00:13:30.900]  會不會是但爾利呢?
[00:13:30.900 --> 00:13:33.300]  整章聖經沒有記載但爾利
[00:13:33.300 --> 00:13:34.700]  這一位的領袖
[00:13:34.700 --> 00:13:37.300]  這三個青年人的領袖
[00:13:37.300 --> 00:13:39.900]  在其他的六章聖經都有記載
[00:13:39.900 --> 00:13:41.700]  唯獨沒有記載他
[00:13:41.700 --> 00:13:43.300]  那不知道是什麼原因
[00:13:43.300 --> 00:13:45.900]  但是原來不是但爾利
[00:13:45.900 --> 00:13:48.500]  是尼泊爾加尼沙王看到一個人
[00:13:48.500 --> 00:13:50.300]  在裏面來到他走
[00:13:50.300 --> 00:13:52.300]  很逍遙自在的
[00:13:52.300 --> 00:13:55.600]  是一個很大很大的神蹟
[00:13:55.600 --> 00:13:56.700]  親愛的朋友
[00:13:56.700 --> 00:13:58.800]  各位弟兄姊妹
[00:13:58.800 --> 00:14:02.600]  今天我們來到這個福音主日的聚會
[00:14:02.600 --> 00:14:05.500]  我們很想告訴你們
[00:14:05.500 --> 00:14:07.400]  我們這一位的神
[00:14:07.400 --> 00:14:10.900]  創造很多很多的故事
[00:14:10.900 --> 00:14:12.300]  每一個人
[00:14:12.300 --> 00:14:14.800]  如果你和這一位造物的主
[00:14:14.800 --> 00:14:16.500]  來到去同行
[00:14:16.500 --> 00:14:18.400]  你認識祂
[00:14:18.400 --> 00:14:20.500]  你來到去跟隨祂
[00:14:20.500 --> 00:14:24.100]  你都會有你的生命的故事
[00:14:24.100 --> 00:14:26.400]  舊約的神蹟
[00:14:26.400 --> 00:14:30.200]  但爾利書頭六章是六個神蹟
[00:14:30.200 --> 00:14:33.900]  六個都是很特別的神蹟
[00:14:33.900 --> 00:14:37.600]  很想告訴猶太人知道
[00:14:37.600 --> 00:14:42.500]  至高者在人間掌權
[00:14:42.500 --> 00:14:45.400]  我們這一位造物的主宰
[00:14:45.400 --> 00:14:48.000]  曾經行過神蹟
[00:14:48.000 --> 00:14:52.200]  今天仍然會有神的恩典
[00:14:52.200 --> 00:14:53.900]  神的證據
[00:14:53.900 --> 00:14:57.500]  在你、在我的生命裏面
[00:14:57.500 --> 00:14:59.500]  讓我們能夠看到
[00:14:59.500 --> 00:15:03.600]  原來我們跟隨的不是一位過去了的神
[00:15:03.600 --> 00:15:07.500]  更加不是一位沒有能力掌控的神
[00:15:07.500 --> 00:15:09.900]  而是一位管理今日
[00:15:09.900 --> 00:15:11.500]  管理生命
[00:15:11.500 --> 00:15:14.800]  管理永恆的主宰
[00:15:14.800 --> 00:15:16.600]  我們今天跟隨的
[00:15:16.600 --> 00:15:20.400]  就是這一位的真神主耶穌
[00:15:20.400 --> 00:15:24.000]  我預備了有兩個故事跟大家分享
[00:15:24.000 --> 00:15:25.400]  希望讓大家來到去
[00:15:25.400 --> 00:15:28.300]  不斷透過不同的故事
[00:15:28.300 --> 00:15:31.900]  來認識關教授
[00:15:31.900 --> 00:15:33.200]  十六年
[00:15:33.200 --> 00:15:36.400]  由他好像死而復活之後
[00:15:36.400 --> 00:15:39.200]  一直熱心地去服侍
[00:15:39.200 --> 00:15:42.700]  他在華聯會裏面有很多很多的參與
[00:15:42.700 --> 00:15:45.200]  在他自己的宗派的教會
[00:15:45.200 --> 00:15:46.700]  都是一位長老
[00:15:46.700 --> 00:15:48.600]  很多很多的服侍
[00:15:48.600 --> 00:15:52.300]  以及到處在不同的教會去講見證
[00:15:52.300 --> 00:15:53.200]  當他認識了
[00:15:53.200 --> 00:15:55.000]  聽他的故事之後
[00:15:55.000 --> 00:15:57.500]  覺得很受感動
[00:15:57.500 --> 00:16:00.200]  都有很多不同的故事
[00:16:00.200 --> 00:16:03.200]  有一位叫陳修志醫生
[00:16:03.200 --> 00:16:06.900]  其實在1996年已經離開世界
[00:16:06.900 --> 00:16:10.500]  死的時候是45歲
[00:16:10.500 --> 00:16:12.600]  為甚麼會知道他的故事呢?
[00:16:12.600 --> 00:16:15.800]  原來他在大學裏面的一個好朋友
[00:16:15.800 --> 00:16:17.800]  邱志文
[00:16:17.800 --> 00:16:20.300]  這位先生
[00:16:20.300 --> 00:16:25.000]  曾經創辦《號外》雜誌的創辦人
[00:16:25.000 --> 00:16:27.900]  和他是大學裏面的一位很好的朋友
[00:16:27.900 --> 00:16:29.900]  同行了25年
[00:16:29.900 --> 00:16:31.800]  但這位陳修志醫生
[00:16:31.800 --> 00:16:35.200]  是一個皮膚科的專家
[00:16:35.200 --> 00:16:38.800]  愛滋病的研究會都是由他創辦
[00:16:38.800 --> 00:16:41.500]  他一生在他自己成長
[00:16:41.500 --> 00:16:43.300]  自小就在教會長大
[00:16:43.300 --> 00:16:45.800]  在香港的靈良堂長大
[00:16:45.800 --> 00:16:48.600]  他跟隨趙世光牧師
[00:16:48.600 --> 00:16:52.600]  去講見證和去翻譯等等
[00:16:52.600 --> 00:16:54.900]  他很愛主
[00:16:54.900 --> 00:17:00.200]  但是他的好朋友一直都不肯信耶穌
[00:17:00.200 --> 00:17:03.000]  但是當陳修志醫生
[00:17:03.000 --> 00:17:05.000]  真的最後的兩年
[00:17:05.000 --> 00:17:07.200]  他43歲的時候
[00:17:07.200 --> 00:17:10.500]  就發現有胰臟癌
[00:17:10.500 --> 00:17:13.200]  他才發現原來他自己的生命
[00:17:13.200 --> 00:17:15.500]  都不到他的操控
[00:17:15.500 --> 00:17:17.600]  他本來想著50歲
[00:17:17.600 --> 00:17:20.000]  他就已經足夠可以退休
[00:17:20.000 --> 00:17:21.700]  一半時間去傳福音
[00:17:21.700 --> 00:17:24.100]  一半時間去打高球
[00:17:24.100 --> 00:17:26.400]  這樣就去服侍主了
[00:17:26.400 --> 00:17:28.500]  但是43歲
[00:17:28.500 --> 00:17:33.600]  就得了一個差不多絕症的胰臟
[00:17:33.600 --> 00:17:37.700]  他那時候整個人的生命真的改變了
[00:17:37.700 --> 00:17:39.500]  他就覺得過去
[00:17:39.500 --> 00:17:43.800]  雖然都很熱心跟隨趙世光牧師去報道
[00:17:43.800 --> 00:17:45.200]  去翻譯
[00:17:45.200 --> 00:17:47.800]  但是他都覺得他自己的生命
[00:17:47.800 --> 00:17:51.300]  其實都為自己留了很多的部分
[00:17:51.300 --> 00:17:54.300]  沒有真正地去為主去服侍
[00:17:54.300 --> 00:17:57.500]  所以他就在這兩年的裏面
[00:17:57.500 --> 00:18:00.800]  不斷地去講見證
[00:18:00.800 --> 00:18:05.600]  不斷地去調整自己的生命的優先次序
[00:18:05.600 --> 00:18:08.800]  原來這兩年的服侍
[00:18:08.800 --> 00:18:12.900]  是令到他這位好朋友邱先生
[00:18:12.900 --> 00:18:15.900]  後來他又患了絕症
[00:18:15.900 --> 00:18:22.000]  當陳修哲醫生在1996年離開世界的時候
[00:18:22.000 --> 00:18:24.100]  邱先生他的朋友
[00:18:24.100 --> 00:18:26.200]  為了紀念這位好朋友
[00:18:26.200 --> 00:18:30.900]  寫了一本書叫《同行四分一世紀》
[00:18:30.900 --> 00:18:33.400]  這本書講述
[00:18:33.400 --> 00:18:36.400]  他看到這位陳先生
[00:18:36.400 --> 00:18:38.700]  即是他的好朋友陳醫生
[00:18:38.700 --> 00:18:41.300]  那個生命的流露
[00:18:41.300 --> 00:18:43.700]  知道自己身患絕症
[00:18:43.700 --> 00:18:47.400]  但是還是很熱心地
[00:18:47.400 --> 00:18:50.700]  不會介意自己的生命就快結束
[00:18:50.700 --> 00:18:53.400]  很坦誠分享自己的掙扎
[00:18:53.400 --> 00:18:57.100]  分享自己的軟弱和過去
[00:18:57.100 --> 00:19:01.000]  還有到處去跟人講生命的意義
[00:19:01.000 --> 00:19:02.900]  原來在這樣不知不覺間
[00:19:02.900 --> 00:19:07.900]  這兩年就成為這位邱世民朋友
[00:19:07.900 --> 00:19:10.800]  信主的一個改變
[00:19:10.800 --> 00:19:16.500]  因為後來邱先生他自己也患了癌症
[00:19:16.500 --> 00:19:19.500]  陳醫生的太太
[00:19:19.500 --> 00:19:21.100]  即是他的遺孀
[00:19:21.100 --> 00:19:22.600]  就來探望他
[00:19:22.600 --> 00:19:26.200]  因為大家是很好的朋友
[00:19:26.200 --> 00:19:27.300]  去探望他
[00:19:27.300 --> 00:19:29.300]  跟他說福音
[00:19:29.300 --> 00:19:33.400]  這位邱先生願意信主
[00:19:33.400 --> 00:19:36.000]  他告訴他為何他願意信主呢
[00:19:36.000 --> 00:19:38.800]  因為他見到這位好朋友
[00:19:38.800 --> 00:19:43.200]  真的他的內心表達出那種平安
[00:19:43.200 --> 00:19:45.000]  那份喜樂
[00:19:45.000 --> 00:19:46.900]  那份盼望
[00:19:46.900 --> 00:19:49.700]  是他無法不相信有一位真神
[00:19:49.700 --> 00:19:53.100]  令到他的好朋友有這種力量
[00:19:53.100 --> 00:19:55.900]  有這樣的生命力量
[00:19:55.900 --> 00:19:58.300]  來不懼怕死亡
[00:19:58.300 --> 00:20:00.500]  不會覺得我只有四十五歲
[00:20:00.500 --> 00:20:03.100]  為何上天要取我的性命
[00:20:03.100 --> 00:20:05.000]  我一直這樣服侍的
[00:20:05.000 --> 00:20:09.000]  我很有心跟隨這個報道家傳福音
[00:20:09.000 --> 00:20:11.500]  為何會這麼快收回我的性命呢
[00:20:11.500 --> 00:20:14.500]  完全不是這樣的心境
[00:20:14.500 --> 00:20:17.200]  就令到這位邱先生很詫異
[00:20:17.200 --> 00:20:21.700]  為何我的好朋友會這麼有那種信心
[00:20:21.700 --> 00:20:27.000]  這麼強的生命力的盼望呢
[00:20:27.000 --> 00:20:30.900]  各位靈姐妹、各位朋友
