
[00:00:00.000 --> 00:00:03.000]   老師的講題是《你的抉擇》
[00:25:43.000 --> 00:26:05.000]  所以我們只管坦然無懼地來到施恩所補助錢,為了得廉恤蒙恩慰,做隨時的幫助。我們知道這個大祭司他也沒有去聽魔鬼的話,我們更加要靠著神的話語去過一個得勝的生活。
[00:26:05.000 --> 00:26:31.000]  所以我們如何勝過試探呢?是很重要的。首先我們要裝備自己,好像在《耳福所書》六章十至十一節告訴我們,我說要沒了的話,你們要靠著主,依賴祂的大能大力,做剛強的人,要穿戴神所賜的全副軍裝,就能抵挡魔鬼的詭計。
[00:26:31.000 --> 00:27:00.000]  弟兄姊妹,你們有沒有穿戴神所賜的全副軍裝呢?首先我們要依靠主,因為撒旦也不是耶穌的對手。所以我們分分鐘也不能離開神,離開神我們做不到什麼。耶穌基督的上者要用神的話語去對付,何況我們呢?我們只是普通人,我們怎能不讀聖經呢?
[00:27:00.000 --> 00:27:22.000]  所以我們一定要,這本聖經成為我們的武器一樣,可以刺入剖開的,可以辨別這個靈是來自邪靈還是來自聖靈,我們要讀聖經我們才會知道的,因為聖經是我們腳前的燈,路上的光,所以我們要讀聖經。
[00:27:23.000 --> 00:27:47.000]  這個希伯來斯死了十二節,就是告訴我們聖經是聖靈的寶劍,它是可以刺入剖開的,我們能夠看到這個真相是怎樣的,連人的心中的意念都可以刺入剖開,多厲害。
[00:27:47.000 --> 00:28:08.000]  所以我們一定要讀聖經,聖經可以讓我們看到,可以分辨這個邪靈,使使都在我們四周圍,找待機會去帶我們偏離正路,因為它好像刨割的獅子,是二十四小時都不睡覺的。
[00:28:08.000 --> 00:28:37.000]  所以我們更加不能沒有聖經,我們要會用神的話語,我們看到耶穌基督,祂用神的話語,但我們不要低估魔鬼,魔鬼也會用聖經,祂也會用神的話語,所以我們讀聖經不只是用來裝飾的,不是用來剔邪的,放在枕頭裏面,怕晚上睡不著,摸著聖經可能睡得著。
[00:28:37.000 --> 00:28:44.000]  不是做這些作用的,或者有些人買了很多聖經,你去他家裏,看見是鋪了一層的,沒有意思的。
[00:28:44.000 --> 00:28:55.000]  你雖然買了很多那種年代的,或者是不同的譯本的,但你不去看,跟你沒有關係的。
[00:28:55.000 --> 00:29:11.000]  你遇到事情的時候,你都不懂得運用神的聖經,你都不知道原來在裏面是得到很大的安慰的,很大的力量的,你才可以戰勝魔鬼。
[00:29:11.000 --> 00:29:26.000]  所以當我們看到有時候魔鬼的詭計不是為了表面的,其實是暗藏著很多玄機在裏面的。
[00:29:26.000 --> 00:29:42.000]  所以我們不要為了不擇手段就中了魔鬼的詭計。我們在生活裏面,我們會不會是有時候深思熟慮,某些事情為了著數而中了魔鬼的詭計呢?
[00:29:42.000 --> 00:29:54.000]  而不像基督徒的樣式,有時候一些小事,你留意一下,有時候小事,你會快點祈禱,一些不好的意願出現的時候,你就要去祈禱。
[00:29:54.000 --> 00:30:06.000]  惡者隨時都有不同的試探,來到你的身旁去試探你的。我們要多點跟頂天使一起去祈禱,給一些守望,多禱告多力量。
[00:30:06.000 --> 00:30:20.000]  有時候我們不用參加祈禱會,我自己一個人祈禱也行,其實有時候兩三個人祈禱,神就在其中,是更加有力量的,是彼此的提醒,可以堵住破口的。
[00:30:20.000 --> 00:30:28.000]  今天誰不行的時候,我們快點祈禱,去堵住那個破口,免得惡者乘虛而入,這個很重要。
[00:30:28.000 --> 00:30:39.000]  所以教會是需要大家守望的,免得信徒之間出現問題的時候,這個教會就受到難阻,所以很重要。
[00:30:39.000 --> 00:30:58.000]  我們要活出生命的見證,如果信徒只是去教會,人家也知道你是去教會的人,而你如果出見證的時候是判到人的,即是我比他好,為甚麼要去教會呢?是會判到人的,所以我們要活出見證。
[00:30:58.000 --> 00:31:14.000]  我們要行高而好憐憫,要神同行,我們不折角的,會不會在我們的信仰裏面,是為了某些利益而跟人家妥協呢?
[00:31:14.000 --> 00:31:24.000]  你會不會盡全力去抵禦魔鬼的試探呢?我們要靠神的大能,去遵循神的旨意。
[00:31:24.000 --> 00:31:39.000]  今天你面對試探的時候,你是信徒神,還是信徒人呢?你會怎樣選擇呢?我們一起祈禱。
[00:31:39.000 --> 00:32:08.000]  每一天都會有慈愛神,當我們來到祂面前的時候,我看到祢給我們無限的恩惠,最後求祢幫助我們,每一天我們定睛的仰望祢,與祢給我們常有的話語在我們心中,以致我們充滿力量,我們知道怎樣分辨,我們知道怎樣去行在祢旨意當中,求祢在當中透過聖靈去感動我們,去帶領我們,能夠不偏不倚的行在祢旨意當中,直到見到祢。
[00:32:09.000 --> 00:32:12.000]  我們這樣祈禱教授,奉主耶穌基督的名教,阿們。
[00:32:12.000 --> 00:32:14.000]  我們下回見吧 拜拜
[00:32:14.000 --> 00:32:17.000]  (字幕由 Amara.org 社群提供)

