
[00:00:00.000 --> 00:00:05.000]  耶和華的華臨到亞美泰的兒子約拿說
[00:05:22.000 --> 00:05:24.000]  除了這些原因
[00:05:24.000 --> 00:05:27.000]  還有沒有其他的原因
[00:05:27.000 --> 00:05:30.000]  我們是去宣教的呢
[00:05:30.000 --> 00:05:33.000]  今天我們就是透過去看約拿書
[00:05:33.000 --> 00:05:35.000]  我們一起去看看
[00:05:35.000 --> 00:05:38.000]  在當中有沒有新的發現
[00:05:38.000 --> 00:05:44.000]  約拿的名字在希伯來文是「甲子」的意思
[00:05:44.000 --> 00:05:48.000]  所以有一本《釋經》書的名字叫做
[00:05:48.000 --> 00:05:50.000]  「甲子與大禹」
[00:05:50.000 --> 00:05:53.000]  就是約拿與大禹
[00:05:53.000 --> 00:05:56.000]  我們知道每一個先知的名字
[00:05:56.000 --> 00:06:00.000]  是表明他的性情和職務
[00:06:00.000 --> 00:06:02.000]  例如摩西
[00:06:02.000 --> 00:06:05.000]  他的名字是「救」出來的意思
[00:06:05.000 --> 00:06:09.000]  約拿的名字是「甲子」
[00:06:09.000 --> 00:06:11.000]  你會聯想到什麼呢
[00:06:11.000 --> 00:06:17.000]  會不會是性情像甲子般溫馴呢
[00:06:17.000 --> 00:06:20.000]  就好像耶穌也說過
[00:06:20.000 --> 00:06:23.000]  你們要「純良如甲子」
[00:06:23.000 --> 00:06:27.000]  又或者甲子你會想到是傳遞訊息的
[00:06:27.000 --> 00:06:31.000]  就好像挪亞方舟挪亞放出的甲子
[00:06:31.000 --> 00:06:35.000]  傳遞了六地的消息
[00:06:35.000 --> 00:06:37.000]  不過很可惜
[00:06:37.000 --> 00:06:39.000]  如果我們有看過約拿書的都知道
[00:06:39.000 --> 00:06:42.000]  約拿一點都不溫馴
[00:06:42.000 --> 00:06:45.000]  他向神都敢發脾氣
[00:06:45.000 --> 00:06:49.000]  所以很難想像到他的性情溫馴
[00:06:49.000 --> 00:06:52.000]  又很難想像到他傳遞訊息
[00:06:52.000 --> 00:06:55.000]  因為他偏偏是逃避神
[00:06:55.000 --> 00:06:56.000]  不去傳訊息
[00:06:56.000 --> 00:07:00.000]  所以就有約拿書這本書寫下
[00:07:00.000 --> 00:07:03.000]  好像甲子這個名字
[00:07:03.000 --> 00:07:07.000]  就已經開始了約拿書的諷刺
[00:07:07.000 --> 00:07:08.000]  是不是
[00:07:08.000 --> 00:07:11.000]  事實上約拿書這個故事
[00:07:11.000 --> 00:07:13.000]  是充滿著很戲劇的味道
[00:07:13.000 --> 00:07:16.000]  也充滿著諷刺的味道
[00:07:16.000 --> 00:07:17.000]  更加多的
[00:07:17.000 --> 00:07:19.000]  特別我們今天讀這一段
[00:07:19.000 --> 00:07:20.000]  是有對比
[00:07:20.000 --> 00:07:24.000]  是先知約拿和那些水手的對比
[00:07:24.000 --> 00:07:27.000]  顯出約拿的不濟
[00:07:27.000 --> 00:07:29.000]  我們一起先看
[00:07:29.000 --> 00:07:33.000]  第一章一至三節
[00:07:33.000 --> 00:07:35.000]  我們一起讀一讀一至三節
[00:07:35.000 --> 00:07:37.000]  剛才主席也讀了很長
[00:07:37.000 --> 00:07:40.000]  我們也開口讀一下經文
[00:07:40.000 --> 00:07:41.000]  我們準備了
[00:07:41.000 --> 00:07:43.000]  你們收起了聖經沒有
[00:07:43.000 --> 00:07:45.000]  我們可以打開聖經
[00:07:45.000 --> 00:07:48.000]  第一章的一至三節
[00:07:48.000 --> 00:07:50.000]  耶和華的說
[00:07:50.000 --> 00:07:54.000]  臨到亞米泰的兒子約拿說
[00:07:54.000 --> 00:07:57.000]  起來到尼尼尼大城去
[00:07:57.000 --> 00:08:00.000]  向其中的居民宣告
[00:08:00.000 --> 00:08:02.000]  因為他們的惡意
[00:08:02.000 --> 00:08:04.000]  達到我面前
[00:08:04.000 --> 00:08:05.000]  約拿卻起來
[00:08:05.000 --> 00:08:09.000]  逃往他師去躲避約和華
[00:08:09.000 --> 00:08:11.000]  他下到約達
[00:08:11.000 --> 00:08:14.000]  遇見一條船要往他師去
[00:08:14.000 --> 00:08:16.000]  約拿付了船費
[00:08:16.000 --> 00:08:18.000]  就上船
[00:08:18.000 --> 00:08:19.000]  與船上的人
[00:08:19.000 --> 00:08:21.000]  同往他師
[00:08:21.000 --> 00:08:24.000]  為要躲避耶和華
[00:08:24.000 --> 00:08:26.000]  這段經文說到
[00:08:26.000 --> 00:08:27.000]  耶和華的說
[00:08:27.000 --> 00:08:29.000]  臨到約拿
[00:08:29.000 --> 00:08:32.000]  吩咐他去尼尼尼大城傳道
[00:08:32.000 --> 00:08:34.000]  但約拿不肯去
[00:08:34.000 --> 00:08:37.000]  神吩咐他去東北的尼尼尼大城
[00:08:37.000 --> 00:08:42.000]  他偏偏向西方的帕斯去
[00:08:42.000 --> 00:08:44.000]  這是第一個對比
[00:08:44.000 --> 00:08:47.000]  另外如果說到約拿
[00:08:47.000 --> 00:08:49.000]  其實他是甚麼人呢
[00:08:49.000 --> 00:08:50.000]  他真是一個
[00:08:50.000 --> 00:08:53.000]  在以色列被擄之前的先知
[00:08:53.000 --> 00:08:55.000]  他是一個敬虔的人
[00:08:55.000 --> 00:08:57.000]  他亦都很熟悉耶和華
[00:08:57.000 --> 00:09:00.000]  與神很親近的人
[00:09:00.000 --> 00:09:02.000]  但神要他去傳福音
[00:09:02.000 --> 00:09:04.000]  他竟然不去
[00:09:04.000 --> 00:09:06.000]  為甚麼呢
[00:09:06.000 --> 00:09:09.000]  第四章其實有記載
[00:09:09.000 --> 00:09:12.000]  如果我們揭後一點
[00:09:12.000 --> 00:09:15.000]  聖經第四章一至二節
[00:09:15.000 --> 00:09:17.000]  有這樣說
[00:09:17.000 --> 00:09:20.000]  當神察看了尼尼尼大城
[00:09:20.000 --> 00:09:23.000]  他們悔改了的行為
[00:09:23.000 --> 00:09:25.000]  剛才我們說到
[00:09:25.000 --> 00:09:27.000]  神患尼尼尼大城的惡
[00:09:27.000 --> 00:09:29.000]  已經達到神的面前
[00:09:29.000 --> 00:09:31.000]  即是說尼尼尼大城
[00:09:31.000 --> 00:09:36.000]  是一個很邪惡的國家
[00:09:36.000 --> 00:09:38.000]  當中有很多
[00:09:38.000 --> 00:09:42.000]  神都看不過眼的東西
[00:09:42.000 --> 00:09:46.000]  如果我們有時間去看拿紅書
[00:09:46.000 --> 00:09:48.000]  裏面會說到尼尼尼大城
[00:09:48.000 --> 00:09:50.000]  有很多惡行
[00:09:50.000 --> 00:09:52.000]  是神去審判他們的
[00:09:52.000 --> 00:09:57.000]  所以當若拿去到第四章
[00:09:57.000 --> 00:09:59.000]  他後來真的很不願意
[00:09:59.000 --> 00:10:01.000]  無奈都去了尼尼尼大城
[00:10:01.000 --> 00:10:04.000]  去說了五個字
[00:10:04.000 --> 00:10:06.000]  五個希伯來文的字
[00:10:06.000 --> 00:10:08.000]  而尼尼尼大城人
[00:10:08.000 --> 00:10:09.000]  聽了這五個字
[00:10:09.000 --> 00:10:12.000]  竟然全城去悔改的時候
[00:10:12.000 --> 00:10:14.000]  離開了惡道的時候
[00:10:14.000 --> 00:10:16.000]  神改變了心意
[00:10:16.000 --> 00:10:18.000]  說原先要降他們的災難
[00:10:18.000 --> 00:10:19.000]  就不降了
[00:10:19.000 --> 00:10:21.000]  若拿就大大的不悅
[00:10:21.000 --> 00:10:23.000]  甚至發怒
[00:10:23.000 --> 00:10:25.000]  而且向神說出
[00:10:25.000 --> 00:10:27.000]  他心裏面的心底話
[00:10:27.000 --> 00:10:31.000]  說了他出走他師的原因
[00:10:31.000 --> 00:10:34.000]  我們看看不同顏色那段
[00:10:34.000 --> 00:10:35.000]  我知道你有恩惠
[00:10:35.000 --> 00:10:37.000]  有憐憫的神
[00:10:37.000 --> 00:10:38.000]  不輕易發怒
[00:10:38.000 --> 00:10:40.000]  有豐盛的慈愛
[00:10:40.000 --> 00:10:41.000]  並且會改變心意
[00:10:41.000 --> 00:10:43.000]  不降那災難
[00:10:43.000 --> 00:10:45.000]  我就是因為這樣
[00:10:45.000 --> 00:10:49.000]  才急速逃往他師去的
[00:10:49.000 --> 00:10:51.000]  第四章就說到
[00:10:51.000 --> 00:10:54.000]  他為什麼要走人
[00:10:54.000 --> 00:10:58.000]  要走去他師
[00:10:58.000 --> 00:11:01.000]  正正他知道神有憐憫
[00:11:01.000 --> 00:11:04.000]  而且如果他去傳福音
[00:11:04.000 --> 00:11:08.000]  神一定會拯救尼尼尼城的人
[00:11:08.000 --> 00:11:11.000]  所以他拒絕神的差遣
[00:11:11.000 --> 00:11:13.000]  尼尼尼城是亞述的首都
[00:11:13.000 --> 00:11:16.000]  而亞述就是當時以色列人
[00:11:16.000 --> 00:11:18.000]  一個頭號的敵人
[00:11:18.000 --> 00:11:20.000]  他經常用一些很殘忍的方法
[00:11:20.000 --> 00:11:23.000]  去炫耀自己的力量
[00:11:23.000 --> 00:11:26.000]  所以一個這麼邪惡的民族
[00:11:26.000 --> 00:11:29.000]  若拿他覺得這個真的很愚蠢
[00:11:29.000 --> 00:11:30.000]  很不合理
[00:11:30.000 --> 00:11:33.000]  竟然要我去這個國家傳福音
[00:11:33.000 --> 00:11:36.000]  更加諷刺的是
[00:11:36.000 --> 00:11:37.000]  其實若拿都知道
[00:11:37.000 --> 00:11:41.000]  耶和華是創造陸地和海
[00:11:41.000 --> 00:11:42.000]  滄海的神
[00:11:42.000 --> 00:11:45.000]  他是不是真的可以逃避到神呢
[00:11:45.000 --> 00:11:50.000]  所以他應該是失去了理智之下
[00:11:50.000 --> 00:11:52.000]  做了這個決定
[00:11:52.000 --> 00:11:54.000]  其實不單只是一個先知
[00:11:54.000 --> 00:11:55.000]  一個普通的猶太人
[00:11:55.000 --> 00:11:58.000]  我們經常聽到詩篇139篇
[00:11:58.000 --> 00:11:59.000]  說到
[00:11:59.000 --> 00:12:02.000]  我往哪裡去 躲避你的靈
[00:12:02.000 --> 00:12:05.000]  我往哪裡逃 躲避你的面
[00:12:05.000 --> 00:12:07.000]  我若升到天上 你在哪裡
[00:12:07.000 --> 00:12:10.000]  我若躺在陰間 你也在哪裡
[00:12:10.000 --> 00:12:11.000]  是不是
[00:12:11.000 --> 00:12:13.000]  神是無處不在
[00:12:13.000 --> 00:12:19.000]  但是若拿竟然以為可以逃避到神
[00:12:19.000 --> 00:12:22.000]  因為他有想不通的神學問題
[00:12:22.000 --> 00:12:24.000]  他想也想不明白
[00:12:24.000 --> 00:12:28.000]  怎麼會向匿匿未成的人傳福音
[00:12:28.000 --> 00:12:33.000]  在其中有一個拉比
[00:12:33.000 --> 00:12:35.000]  他曾經解釋這個原因
[00:12:35.000 --> 00:12:36.000]  這樣解釋過
[00:12:36.000 --> 00:12:40.000]  他說若拿他是以色列人
[00:12:40.000 --> 00:12:42.000]  他很愛以色列人
[00:12:42.000 --> 00:12:44.000]  愛到一個程度
[00:12:44.000 --> 00:12:49.000]  他想到若他向匿匿未成人傳福音
[00:12:49.000 --> 00:12:53.000]  他們聽到審判的訊息而回轉
[00:12:53.000 --> 00:12:56.000]  但是作為以色列神的選民
[00:12:56.000 --> 00:12:59.000]  他們聽了那麼多次以色列的先知
[00:12:59.000 --> 00:13:01.000]  要回轉的訊息
[00:13:01.000 --> 00:13:03.000]  但是以色列人有沒有回轉
[00:13:03.000 --> 00:13:05.000]  都不回轉
[00:13:05.000 --> 00:13:07.000]  如果他去了匿匿未成
[00:13:07.000 --> 00:13:09.000]  就這樣說了一個訊息
[00:13:09.000 --> 00:13:11.000]  匿匿未成人就回轉
[00:13:11.000 --> 00:13:14.000]  對以色列人來說是一個什麼
[00:13:14.000 --> 00:13:17.000]  是一個很大的諷刺
[00:13:17.000 --> 00:13:19.000]  是一個很大的羞辱
[00:13:19.000 --> 00:13:22.000]  以色列出了那麼多的先知
[00:13:22.000 --> 00:13:24.000]  說了那麼多回轉的訊息
[00:13:24.000 --> 00:13:26.000]  以色列人都不回轉
[00:13:26.000 --> 00:13:29.000]  但是他知道如果他去到匿匿未成
[00:13:29.000 --> 00:13:31.000]  一說訊息
[00:13:31.000 --> 00:13:34.000]  神一定會拯救匿匿未成
[00:13:34.000 --> 00:13:38.000]  對以色列來說是一個羞恥
[00:13:38.000 --> 00:13:40.000]  所以他作為以色列人
[00:13:40.000 --> 00:13:42.000]  他不願意這樣做
[00:13:42.000 --> 00:13:45.000]  寧死都不肯這樣做
[00:13:45.000 --> 00:13:50.000]  他更加不明白神為什麼會這樣對以色列
[00:13:50.000 --> 00:13:52.000]  如果他在新約
[00:13:52.000 --> 00:13:54.000]  他見到主耶穌
[00:13:54.000 --> 00:13:56.000]  我想他都會像保羅一樣
[00:13:56.000 --> 00:13:58.000]  去明白這個神學問題
[00:13:58.000 --> 00:14:01.000]  保羅他在哥倫多前書一章
[00:14:01.000 --> 00:14:03.000]  他就這樣說道
[00:14:03.000 --> 00:14:06.000]  因為十字架的道理
[00:14:06.000 --> 00:14:09.000]  在那滅亡的人是愚蠢
[00:14:09.000 --> 00:14:14.000]  在我們得救的人卻是神的大能
[00:14:14.000 --> 00:14:17.000]  其實耶穌為了救那些罪人
[00:14:17.000 --> 00:14:19.000]  死在十字架上
[00:14:19.000 --> 00:14:21.000]  在那些不信的猶太人眼裡
[00:14:21.000 --> 00:14:24.000]  都是一個很愚蠢的事
[00:14:24.000 --> 00:14:26.000]  他們都想不明白
[00:14:26.000 --> 00:14:29.000]  尼西亞怎麼會這樣來救
[00:14:29.000 --> 00:14:32.000]  但是在得救的人來說
[00:14:32.000 --> 00:14:35.000]  偏偏是顯出神的大能
[00:14:35.000 --> 00:14:37.000]  所以派一個以色列的先知
[00:14:37.000 --> 00:14:39.000]  去他們的頭號敵國
[00:14:39.000 --> 00:14:43.000]  去傳講福音救贖敵人
[00:14:43.000 --> 00:14:45.000]  看上去是一件很愚蠢的事
[00:14:45.000 --> 00:14:49.000]  但偏偏正正顯出神的大能
[00:14:49.000 --> 00:14:52.000]  約拿他不明白
[00:14:52.000 --> 00:14:53.000]  他想不明白
[00:14:53.000 --> 00:14:55.000]  所以他要逃走
[00:14:55.000 --> 00:14:58.000]  他違背神的命令
[00:14:58.000 --> 00:15:01.000]  而神這次要約拿做的行動
[00:15:01.000 --> 00:15:04.000]  是顛覆約拿的價值觀
[00:15:04.000 --> 00:15:06.000]  他不是這樣去看價值
[00:15:06.000 --> 00:15:08.000]  正如十字架的福音
[00:15:08.000 --> 00:15:12.000]  其實是否也顛覆了我們的價值觀
[00:15:12.000 --> 00:15:15.000]  保羅說「智慧人在哪裡?
[00:15:15.000 --> 00:15:18.000]  神豈不是已經使這世上的智慧
[00:15:18.000 --> 00:15:20.000]  變成愚蠢了嗎?
[00:15:20.000 --> 00:15:23.000]  如果世人憑自己的智慧
[00:15:23.000 --> 00:15:25.000]  根本是認識不到神
[00:15:25.000 --> 00:15:28.000]  而神就正正本著自己的智慧
[00:15:28.000 --> 00:15:32.000]  樂意藉著人所傳愚蠢的話
[00:15:32.000 --> 00:15:35.000]  拯救那些信的人」
[00:15:35.000 --> 00:15:37.000]  我們有時也會像約拿一樣
[00:15:37.000 --> 00:15:40.000]  我們用自己人的智慧
[00:15:40.000 --> 00:15:44.000]  人的短暫眼光去看事情
[00:15:44.000 --> 00:15:45.000]  我們是看不明白
[00:15:45.000 --> 00:15:47.000]  甚至不接受
[00:15:47.000 --> 00:15:49.000]  甚至拒絕神
[00:15:49.000 --> 00:15:52.000]  因為神的意念的確高於我們的意念
[00:15:52.000 --> 00:15:55.000]  而神的道路的確高於我們的道路
[00:15:55.000 --> 00:15:58.000]  如果我們單憑自己的智慧
[00:15:58.000 --> 00:16:00.000]  是很難認識到神
[00:16:00.000 --> 00:16:04.000]  很難理解到神的想法
[00:16:04.000 --> 00:16:07.000]  在這裡我跟大家說一個例子
[00:16:07.000 --> 00:16:13.000]  最近我們在紫禮學講了一個事情
[00:16:13.000 --> 00:16:15.000]  不知道大家有沒有去過
[00:16:15.000 --> 00:16:18.000]  科學館裡面有一個鐘錶展覽
[00:16:18.000 --> 00:16:20.000]  你們有沒有去過?
[00:16:20.000 --> 00:16:23.000]  沒有吧?
[00:16:23.000 --> 00:16:25.000]  鐘錶展覽是講什麼的呢?
[00:16:25.000 --> 00:16:29.000]  就是講中國最早的一些鐘錶
[00:16:29.000 --> 00:16:31.000]  為什麼我們會講到這件事呢?
[00:16:31.000 --> 00:16:36.000]  因為我們的課程是「新火相傳的宣教路」
[00:16:36.000 --> 00:16:38.000]  是講到一些宣教士
[00:16:38.000 --> 00:16:40.000]  很早很早
[00:16:40.000 --> 00:16:43.000]  一個耶穌會的宣教士進來中國
[00:16:43.000 --> 00:16:45.000]  就是利瑪竇
[00:16:45.000 --> 00:16:47.000]  他是耶穌會的宣教士
[00:16:47.000 --> 00:16:49.000]  他也是修士
[00:16:49.000 --> 00:16:52.000]  他是一個很有學識
[00:16:52.000 --> 00:16:54.000]  讀了很厲害的數學
[00:16:54.000 --> 00:16:57.000]  所以他對鐘錶很有認識
[00:16:57.000 --> 00:17:01.000]  他身邊又帶了一些鐘錶、小儀器
[00:17:01.000 --> 00:17:06.000]  還有一些樂器、航海的儀器
[00:17:06.000 --> 00:17:10.000]  這個宣教士很尊重中國人
[00:17:10.000 --> 00:17:13.000]  他在十六世紀的時候來到中國
[00:17:13.000 --> 00:17:15.000]  又帶了這些儀器來
[00:17:15.000 --> 00:17:17.000]  有一次他有機會
[00:17:17.000 --> 00:17:20.000]  就是一個皇帝邀請他
[00:17:20.000 --> 00:17:22.000]  邀請他進去皇宮
[00:17:22.000 --> 00:17:25.000]  而他隨身帶的鐘錶
[00:17:25.000 --> 00:17:29.000]  就是這樣送了一個很漂亮的鐘錶給皇上
[00:17:29.000 --> 00:17:34.000]  而皇帝竟然請他做朝廷任用的時鐘杖
[00:17:34.000 --> 00:17:39.000]  所以我們有機會去科學館看看
[00:17:39.000 --> 00:17:41.000]  我們就這樣講起科學館這個鐘錶展
[00:17:41.000 --> 00:17:44.000]  會不會又講到這個宣教士
[00:17:44.000 --> 00:17:47.000]  是這樣將鐘錶帶進來我們中國呢?
[00:17:47.000 --> 00:17:51.000]  其實我想講利瑪竇是為什麼呢?
[00:17:51.000 --> 00:17:53.000]  他曾經做了一個
[00:17:53.000 --> 00:17:58.000]  連他爸爸都覺得他做了一個很蠢的決定
[00:17:58.000 --> 00:18:02.000]  話說利瑪竇的爸爸是一個意大利的貴族
[00:18:02.000 --> 00:18:07.000]  他曾經送他的兒子利瑪竇去羅馬
[00:18:07.000 --> 00:18:09.000]  攻讀法律
[00:18:09.000 --> 00:18:12.000]  誰知利瑪竇在羅馬期間
[00:18:12.000 --> 00:18:14.000]  深受耶穌會的吩咐
[00:18:14.000 --> 00:18:19.000]  耶穌會就是一個天主教的耶穌會
[00:18:19.000 --> 00:18:21.000]  就是那個修士的組織
[00:18:21.000 --> 00:18:23.000]  他三年之後
[00:18:23.000 --> 00:18:27.000]  竟然放下了很有前途的律師行業
[00:18:27.000 --> 00:18:28.000]  一個事業
[00:18:28.000 --> 00:18:31.000]  加入了耶穌會做傳教士
[00:18:31.000 --> 00:18:35.000]  他爸爸聽到這個決定之後就很生氣
[00:18:35.000 --> 00:18:39.000]  要立刻去羅馬阻止他做這個決定
[00:18:39.000 --> 00:18:43.000]  誰知在途中就發起高燒
[00:18:43.000 --> 00:18:47.000]  他突然間這樣發高燒這樣的病
[00:18:47.000 --> 00:18:51.000]  令他驚覺神會不會向我發怒
[00:18:51.000 --> 00:18:54.000]  如果我堅持阻止我兒子奉獻
[00:18:54.000 --> 00:18:56.000]  會不會後果不堪設想呢
[00:18:56.000 --> 00:18:57.000]  所以他就折返
[00:18:57.000 --> 00:19:02.000]  沒有去阻止利瑪竇成為傳教士
[00:19:02.000 --> 00:19:07.000]  所以當這個爸爸憑人的智慧去判斷這個決定
[00:19:07.000 --> 00:19:08.000]  很蠢的
[00:19:08.000 --> 00:19:13.000]  怎麼會有律師不做去做一個傳教士
[00:19:13.000 --> 00:19:17.000]  他一個這麼野蠻之族去傳福音
[00:19:17.000 --> 00:19:19.000]  但是我們幾百年之後
[00:19:19.000 --> 00:19:21.000]  看到利瑪竇所做的
[00:19:21.000 --> 00:19:25.000]  他不單止是將鐘錶帶入中國
[00:19:25.000 --> 00:19:29.000]  他是將福音帶入中國
[00:19:29.000 --> 00:19:34.000]  他在中國進入了朝廷做試廷
[00:19:34.000 --> 00:19:37.000]  他的見證影響了很多士大夫
[00:19:37.000 --> 00:19:40.000]  影響了很多政府的官員
[00:19:40.000 --> 00:19:44.000]  當中有不少人因為他的見證而信主
[00:19:44.000 --> 00:19:47.000]  所以他做的決定在人的眼裏
[00:19:47.000 --> 00:19:49.000]  如果我們用人的智慧去看
[00:19:49.000 --> 00:19:51.000]  是很不合理很愚蠢
[00:19:51.000 --> 00:19:59.000]  但是在天國是有寶貴的意義
[00:19:59.000 --> 00:20:02.000]  其實這樣的例子在我們身邊也有不少
[00:20:02.000 --> 00:20:06.000]  如果我們細心數算一下
[00:20:06.000 --> 00:20:10.000]  所以在這裏我們停一停說到
[00:20:10.000 --> 00:20:14.000]  人的智慧人的眼光有限
[00:20:14.000 --> 00:20:18.000]  我們有時在短暫的時候明白不到
[00:20:18.000 --> 00:20:21.000]  而若拿就選擇了明白不到
[00:20:21.000 --> 00:20:23.000]  他覺得不合理
[00:20:23.000 --> 00:20:25.000]  他就逃避了
[00:20:25.000 --> 00:20:29.000]  而先知逃避神會有什麼結果呢
[00:20:29.000 --> 00:20:31.000]  下面就揭曉了
[00:20:31.000 --> 00:20:33.000]  第二段就比較長
[00:20:33.000 --> 00:20:36.000]  但是他有一個很緊密的結構
[00:20:36.000 --> 00:20:39.000]  我們看看這個緊密的結構
[00:20:39.000 --> 00:20:41.000]  ABCDE
[00:20:41.000 --> 00:20:44.000]  A+B+C+D+
[00:20:44.000 --> 00:20:47.000]  希望你們不要有頭暈
[00:20:47.000 --> 00:20:48.000]  但我想說的是
[00:20:48.000 --> 00:20:51.000]  他原來好像一把線一樣
[00:20:51.000 --> 00:20:53.000]  E是一個軸心的話
[00:20:53.000 --> 00:20:57.000]  這樣對折是有一個對稱的結構
[00:20:57.000 --> 00:21:00.000]  我們叫做線形結構
[00:21:00.000 --> 00:21:05.000]  而這個結構的緊密程度是匪夷所思的
