
[00:00:00.000 --> 00:00:04.000]  在希律作猶太王的時候,
[00:03:09.000 --> 00:03:13.000]  第87頁
[00:03:13.000 --> 00:03:16.000]  伊麗莎白的產期到了,
[00:03:16.000 --> 00:03:18.000]  生了一個兒子,
[00:03:18.000 --> 00:03:23.000]  倫理親屬聽見主向他大師憐憫,
[00:03:23.000 --> 00:03:25.000]  就和他一同歡樂。
[00:03:25.000 --> 00:03:27.000]  到了第八日,
[00:03:27.000 --> 00:03:30.000]  他們來給孩子行割禮,
[00:03:30.000 --> 00:03:32.000]  並要照他父親的名字,
[00:03:32.000 --> 00:03:35.000]  叫他撒加尼亞。
[00:03:35.000 --> 00:03:37.000]  他母親回應說:
[00:03:37.000 --> 00:03:40.000]  「不,要叫他若翰。」
[00:03:40.000 --> 00:03:42.000]  他們對他說:
[00:03:42.000 --> 00:03:45.000]  「你親族中沒有叫這名字的。」
[00:03:45.000 --> 00:03:48.000]  他們就向他父親打手勢,
[00:03:48.000 --> 00:03:51.000]  問這孩子要叫什麼名字?
[00:03:51.000 --> 00:03:53.000]  他要了一塊寫字的板,
[00:03:53.000 --> 00:03:57.000]  寫上「他的名字是若翰。」
[00:03:57.000 --> 00:04:00.000]  他們就都驚訝,
[00:04:00.000 --> 00:04:03.000]  撒加尼亞的口立刻開了,
[00:04:03.000 --> 00:04:04.000]  舌頭也鬆了,
[00:04:04.000 --> 00:04:07.000]  就開始說話稱頌神。
[00:04:07.000 --> 00:04:09.000]  周圍居住的人都懼怕,
[00:04:09.000 --> 00:04:13.000]  這一切的事就傳遍了猶太山區,
[00:04:13.000 --> 00:04:17.000]  凡聽見的人都把這事放在心裡。
[00:04:17.000 --> 00:04:18.000]  他們說:
[00:04:18.000 --> 00:04:21.000]  「這個孩子將來會怎麼樣呢?」
[00:04:21.000 --> 00:04:25.000]  因為有主的手與他同在。
[00:04:25.000 --> 00:04:28.000]  我們很感謝神,
[00:04:28.000 --> 00:04:30.000]  今天有本堂的義務傳道,
[00:04:30.000 --> 00:04:34.000]  陳毅安傳道在我們中間正道。
[00:04:34.000 --> 00:04:36.000]  他今天的講題是:
[00:04:36.000 --> 00:04:38.000]  「不相稱的禱告」。
[00:04:38.000 --> 00:04:40.000]  現在恭請陳毅安傳道。
[00:04:40.000 --> 00:04:46.000]  我們同心一起祈禱。
[00:04:46.000 --> 00:04:47.000]  親愛的主耶穌,
[00:04:47.000 --> 00:04:49.000]  求主祢幫助我們,
[00:04:49.000 --> 00:04:52.000]  讓我們在今天的崇拜裡面,
[00:04:52.000 --> 00:04:55.000]  去明白祢自己的說話,
[00:04:55.000 --> 00:04:59.000]  讓我們的心此刻開放,
[00:04:59.000 --> 00:05:03.000]  讓我們全心全意的去聆聽祢的說話,
[00:05:03.000 --> 00:05:08.000]  幫助孩子都能夠清楚的說出祢的話。
[00:05:08.000 --> 00:05:11.000]  奉主名求,阿們。
[00:05:11.000 --> 00:05:12.000]  丙姐妹早晨,
[00:05:12.000 --> 00:05:14.000]  來到2018年,
[00:05:14.000 --> 00:05:18.000]  我們有一個新的經卷題目,
[00:05:18.000 --> 00:05:20.000]  就是「路家福音」。
[00:05:20.000 --> 00:05:23.000]  不知道大家有沒有看過路一科,
[00:05:23.000 --> 00:05:24.000]  應該看過了吧?
[00:05:24.000 --> 00:05:29.000]  這是一個很慣常在講壇裡面會講的經卷。
[00:05:29.000 --> 00:05:31.000]  不過今年我們就開始,
[00:05:31.000 --> 00:05:36.000]  又是同樣從第一章講到最後,
[00:05:36.000 --> 00:05:38.000]  所以大家將會在未來幾個月,
[00:05:38.000 --> 00:05:41.000]  都會不斷聽到很多路家福音的訊息。
[00:05:41.000 --> 00:05:45.000]  我很慶幸作為整個開始的第一課,
[00:05:45.000 --> 00:05:48.000]  我就講這個路家福音的第一章經文。
[00:05:48.000 --> 00:05:52.000]  先講一點路家福音的背景,
[00:05:52.000 --> 00:05:54.000]  作為一個介紹。
[00:05:54.000 --> 00:05:55.000]  當然大家都知道,
[00:05:55.000 --> 00:05:59.000]  路家福音是四卷福音書的其中一卷。
[00:05:59.000 --> 00:06:00.000]  不過你也知道,
[00:06:00.000 --> 00:06:03.000]  四卷福音書我們可以更加認識多一點。
[00:06:03.000 --> 00:06:04.000]  其實我們說,
[00:06:04.000 --> 00:06:05.000]  如果將它分類的話,
[00:06:05.000 --> 00:06:09.000]  我們就會將馬可福音、路家福音和馬太福音,
[00:06:09.000 --> 00:06:11.000]  就成為一個歸類,
[00:06:11.000 --> 00:06:13.000]  又稱之為「輔類福音」。
[00:06:13.000 --> 00:06:17.000]  因為三卷是很大的關聯的三卷書。
[00:06:17.000 --> 00:06:20.000]  而若翰則是比較後期,
[00:06:20.000 --> 00:06:24.000]  分開一點的經卷。
[00:06:24.000 --> 00:06:28.000]  因此路家福音其實很多時候,
[00:06:28.000 --> 00:06:32.000]  都是取材於最原始的馬可福音。
[00:06:32.000 --> 00:06:37.000]  我們說馬可是第一卷的方書,
[00:06:37.000 --> 00:06:40.000]  然後路家和馬太,
[00:06:40.000 --> 00:06:44.000]  分別是源於這卷書,
[00:06:44.000 --> 00:06:47.000]  再加上一些他們獨家的材料。
[00:06:47.000 --> 00:06:48.000]  所以你會發現,
[00:06:48.000 --> 00:06:53.000]  路家有很多大家在其他方書中找不到的故事,
[00:06:53.000 --> 00:06:55.000]  或者是心評比喻。
[00:06:55.000 --> 00:07:04.000]  就是「律法根據路家醫生筆下所寫的記載」,
[00:07:04.000 --> 00:07:07.000]  他所寫的耶穌福音的心評。
[00:07:07.000 --> 00:07:10.000]  整個耶穌的心評,
[00:07:10.000 --> 00:07:16.000]  他的教導正正就是福音最重要的內容。
[00:07:16.000 --> 00:07:17.000]  因此如果你看到,
[00:07:17.000 --> 00:07:23.000]  在這本第一章的一開始,
[00:07:23.000 --> 00:07:28.000]  路家醫生就立刻很清楚地說明了
[00:07:28.000 --> 00:07:31.000]  整個福音書的目的,
[00:07:31.000 --> 00:07:32.000]  是很特別的,
[00:07:32.000 --> 00:07:36.000]  因為只有路家福音特別提到
[00:07:36.000 --> 00:07:40.000]  整個路家福音的歷史背景。
[00:07:40.000 --> 00:07:41.000]  我們聽聽看吧。
[00:07:41.000 --> 00:07:42.000]  拿方第一章,
[00:07:42.000 --> 00:07:45.000]  頭四節的經文。
[00:07:45.000 --> 00:07:50.000]  (請看第一章)
[00:07:50.000 --> 00:07:54.000]  拿方第一章,第一節。
[00:07:54.000 --> 00:07:56.000]  提阿非羅大人,
[00:07:56.000 --> 00:07:59.000]  有好些人提筆作書,
[00:07:59.000 --> 00:08:01.000]  述說在我們中間所實現的事,
[00:08:01.000 --> 00:08:04.000]  是照傳道的人從起初親眼看見,
[00:08:04.000 --> 00:08:06.000]  又傳給我們的。
[00:08:06.000 --> 00:08:09.000]  即使我從頭到長細考察了,
[00:08:09.000 --> 00:08:12.000]  我也想著安著次序寫給你,
[00:08:12.000 --> 00:08:14.000]  要讓你知道所學的道,
[00:08:14.000 --> 00:08:16.000]  都是確實的。
[00:08:16.000 --> 00:08:18.000]  路家福音是唯一一本書
[00:08:18.000 --> 00:08:21.000]  特別去強調它的歷史性。
[00:08:21.000 --> 00:08:25.000]  一開始他寫給當時的官員,
[00:08:25.000 --> 00:08:28.000]  講述整個福音書的歷史,
[00:08:28.000 --> 00:08:31.000]  全部都是經過資料搜集,
[00:08:31.000 --> 00:08:33.000]  所寫成的短方書。
[00:08:33.000 --> 00:08:36.000]  跟著路家福音的第一章,
[00:08:36.000 --> 00:08:40.000]  正正就開始講述整個耶穌基督的生平。
[00:08:40.000 --> 00:08:41.000]  所以大家都熟悉,
[00:08:41.000 --> 00:08:44.000]  聖誕節必然會講經文。
[00:08:44.000 --> 00:08:45.000]  拿方第一章,
[00:08:45.000 --> 00:08:48.000]  講到耶穌基督降生,
[00:08:48.000 --> 00:08:50.000]  和之前馬尼亞的事件。
[00:08:50.000 --> 00:08:52.000]  跟著第一章,
[00:08:52.000 --> 00:08:55.000]  我們就不再講那麼多聖誕節的事,
[00:08:55.000 --> 00:08:57.000]  因為剛剛才過了聖誕節。
[00:08:57.000 --> 00:09:00.000]  我們嘗試將主題放在
[00:09:00.000 --> 00:09:06.000]  另一對的家長和小朋友身上,
[00:09:06.000 --> 00:09:10.000]  就是撒加利亞和她的小朋友約翰。
[00:09:10.000 --> 00:09:11.000]  很特別的,
[00:09:11.000 --> 00:09:13.000]  整個第一章的經文,
[00:09:13.000 --> 00:09:19.000]  其實是不斷去梅花間蓄地講述
[00:09:19.000 --> 00:09:23.000]  馬尼亞和撒加利亞的各個經歷。
[00:09:23.000 --> 00:09:25.000]  在第五至二十五節,
[00:09:25.000 --> 00:09:28.000]  是天使加巴列向撒加利亞顯現的經文。
[00:09:28.000 --> 00:09:30.000]  然後在第二十六至三十八節,
[00:09:30.000 --> 00:09:32.000]  就是加巴列向馬尼亞顯現的經文。
[00:09:32.000 --> 00:09:34.000]  然後在四十六至五十六節,
[00:09:34.000 --> 00:09:35.000]  就是馬尼亞的土局,
[00:09:35.000 --> 00:09:37.000]  就是大家很熟悉的,
[00:09:37.000 --> 00:09:39.000]  就是朱友玉尊鼠頌的經文。
[00:09:39.000 --> 00:09:41.000]  然後在六十七至七十九節,
[00:09:41.000 --> 00:09:43.000]  就是撒加利亞的土局。
[00:09:43.000 --> 00:09:46.000]  所以是一個非常平衡的結構。
[00:09:46.000 --> 00:09:49.000]  兩個的經文都是去講述
[00:09:49.000 --> 00:09:54.000]  兩個上帝所預備的英雄的故事。
[00:09:54.000 --> 00:09:57.000]  當然,那個故事是有些相反的,
[00:09:57.000 --> 00:09:59.000]  有些不同的經歷。
[00:09:59.000 --> 00:10:02.000]  不過今天我們就嘗試去認識
[00:10:02.000 --> 00:10:04.000]  撒加利亞這一段的經文。
[00:10:04.000 --> 00:10:08.000]  我想其實就是整個有關撒加利亞的故事
[00:10:08.000 --> 00:10:10.000]  其實都非常強調一個重點,
[00:10:10.000 --> 00:10:13.000]  就是這個有關禱告的字眼。
[00:10:13.000 --> 00:10:15.000]  不知道大家有沒有留意到,
[00:10:15.000 --> 00:10:18.000]  實際上路那方面是非常強調
[00:10:18.000 --> 00:10:20.000]  祈禱的一本書來的。
[00:10:20.000 --> 00:10:21.000]  不知道大家有沒有發現,
[00:10:21.000 --> 00:10:25.000]  很多很多有關祈禱的比喻和經文
[00:10:25.000 --> 00:10:27.000]  都是源於路加福音。
[00:10:27.000 --> 00:10:29.000]  路加福音第六章,
[00:10:29.000 --> 00:10:31.000]  耶穌揀選門徒,
[00:10:31.000 --> 00:10:33.000]  是唯有路加福音講述
[00:10:33.000 --> 00:10:38.000]  耶穌之前特別是躲在山上通宵祈禱。
[00:10:38.000 --> 00:10:41.000]  其他三本書都沒有講到這件事情。
[00:10:41.000 --> 00:10:44.000]  第十一章,特別是將整個的主禱文,
[00:10:44.000 --> 00:10:46.000]  很多不同有關禱告的教育
[00:10:46.000 --> 00:10:48.000]  都是放在第十一章裏面。
[00:10:48.000 --> 00:10:50.000]  所以整個路加福音第十一章
[00:10:50.000 --> 00:10:52.000]  都是關乎禱告的。
[00:10:52.000 --> 00:10:53.000]  然後路加福音第十八章,
[00:10:53.000 --> 00:10:56.000]  都是有一個路加福音獨家的
[00:10:56.000 --> 00:10:58.000]  有關禱告的比喻,
[00:10:58.000 --> 00:11:02.000]  瑞利和法理塞人的禱告比喻。
[00:11:02.000 --> 00:11:04.000]  這當然我們日後再探討。
[00:11:04.000 --> 00:11:07.000]  今天我們所思考的第一章,
[00:11:07.000 --> 00:11:14.000]  正正都是特別去強調禱告這個題目。
[00:11:14.000 --> 00:11:17.000]  我想講的不是單單是馬利亞去村主重,
[00:11:17.000 --> 00:11:21.000]  或者之後很大一段的撒加利亞預言的禱告經文,
[00:11:21.000 --> 00:11:25.000]  而是整個撒加利亞遇見天使的故事,
[00:11:25.000 --> 00:11:28.000]  其實都是很強調禱告這件事。
[00:11:28.000 --> 00:11:32.000]  我們看看聖經,福音書,
[00:11:32.000 --> 00:11:34.000]  拿出第一章第五到第十節,
[00:11:34.000 --> 00:11:35.000]  我們一起讀讀。
[00:11:35.000 --> 00:11:37.000]  第五到第十節的經文,
[00:11:37.000 --> 00:11:39.000]  我們一起打開讀一次。
[00:11:39.000 --> 00:11:43.000]  第一章第五到第十節,
[00:11:43.000 --> 00:11:45.000]  好,預備起。
[00:11:45.000 --> 00:11:48.000]  在非凡作者拜託的時候,
[00:11:48.000 --> 00:11:51.000]  他給了方能學的國神基督,
[00:11:51.000 --> 00:11:53.000]  並且給了撒加利亞,
[00:11:53.000 --> 00:11:56.000]  他在其次阿羅的後代,
[00:11:56.000 --> 00:11:58.000]  並且給了耶穌阿媽,
[00:11:58.000 --> 00:12:00.000]  阿母娘的作者,
[00:12:00.000 --> 00:12:02.000]  並且都是耶穌,
[00:12:02.000 --> 00:12:05.000]  所以他們幾個人在大明國裡,
[00:12:05.000 --> 00:12:07.000]  不曉得何時大明,
[00:12:07.000 --> 00:12:10.000]  其次阿母不曉得何時,
[00:12:10.000 --> 00:12:12.000]  而拜耶穌阿媽的神父,
[00:12:12.000 --> 00:12:15.000]  將來也會在大明的大難,
[00:12:15.000 --> 00:12:19.000]  撒加利亞八次在神面前,
[00:12:19.000 --> 00:12:21.000]  他得了神奇之力的安,
[00:12:21.000 --> 00:12:23.000]  照著神奇之力的安,
[00:12:23.000 --> 00:12:24.000]  他就收之,
[00:12:24.000 --> 00:12:26.000]  進到主帝的天堂,
[00:12:26.000 --> 00:12:28.000]  在他安在的時候,
[00:12:28.000 --> 00:12:30.000]  他就發明了一個外衣,
[00:12:30.000 --> 00:12:32.000]  好做,長命百歲。
[00:12:32.000 --> 00:12:34.000]  謝謝。
[00:12:34.000 --> 00:12:38.000]  所以我們知道撒加利亞是一個什麼人,
[00:12:38.000 --> 00:12:40.000]  他根據聖經所記載,
[00:12:40.000 --> 00:12:42.000]  是一個祭司,
[00:12:42.000 --> 00:12:46.000]  祭司是負責什麼的?
[00:12:46.000 --> 00:12:49.000]  他正正就是負責在聖殿裡,
[00:12:49.000 --> 00:12:53.000]  負責在聖所裡燒香,
[00:12:53.000 --> 00:12:58.000]  這是舊日的敬拜傳統,
[00:12:58.000 --> 00:13:03.000]  唯有祭司才可以進到聖殿的聖所裡,
[00:13:03.000 --> 00:13:05.000]  代表眾百姓,
[00:13:05.000 --> 00:13:08.000]  獻上禱告和獻祭,
[00:13:08.000 --> 00:13:10.000]  所以他們說,
[00:13:10.000 --> 00:13:12.000]  外面有一大群人,
[00:13:12.000 --> 00:13:14.000]  一群寄聖物在禱告,
[00:13:14.000 --> 00:13:15.000]  同時,
[00:13:15.000 --> 00:13:19.000]  祭司撒加利亞就在聖殿裡,
[00:13:19.000 --> 00:13:20.000]  幫他們,
[00:13:20.000 --> 00:13:23.000]  將他們的禱告帶到上帝的面前,
[00:13:23.000 --> 00:13:24.000]  在那裡燒香,
[00:13:24.000 --> 00:13:26.000]  在希伯來文裡面,
[00:13:26.000 --> 00:13:28.000]  禱告Tevina這個字,
[00:13:28.000 --> 00:13:31.000]  和燒香的意思是很相似的,
[00:13:31.000 --> 00:13:33.000]  禱告往上升,
[00:13:33.000 --> 00:13:37.000]  正正就是Tevina的意思,
[00:13:37.000 --> 00:13:42.000]  所以當祭司撒加利亞在聖殿裡燒香,
[00:13:42.000 --> 00:13:44.000]  其實正正就是表示了,
[00:13:44.000 --> 00:13:47.000]  我們的禱告能夠藉著這個聖殿,
[00:13:47.000 --> 00:13:48.000]  向上,
[00:13:48.000 --> 00:13:50.000]  往上到上帝裡面去,
[00:13:50.000 --> 00:13:54.000]  所以祭司撒加利亞是一個什麼人呢?
[00:13:54.000 --> 00:13:56.000]  他是一個專業的禱告者,
[00:13:56.000 --> 00:13:58.000]  他是一個專業的mediator,
[00:13:58.000 --> 00:14:00.000]  一個專業的代禱者,
[00:14:00.000 --> 00:14:03.000]  他正正的職責就是將很多人的禱告,
[00:14:03.000 --> 00:14:06.000]  帶到上帝的面前,
[00:14:06.000 --> 00:14:07.000]  一個這樣的人,
[00:14:07.000 --> 00:14:13.000]  他正正就是一個以色列文禱告的負責中補的那個位置,
[00:14:13.000 --> 00:14:14.000]  當然我們說是聖殿,
[00:14:14.000 --> 00:14:17.000]  他在聖殿裡侍奉的那位神聖人員,
[00:14:17.000 --> 00:14:19.000]  因此很特別的,
[00:14:19.000 --> 00:14:20.000]  經文特別強調,
[00:14:20.000 --> 00:14:23.000]  天使向撒加利亞顯現的時候,
[00:14:23.000 --> 00:14:24.000]  正正就是這個時候,
[00:14:24.000 --> 00:14:26.000]  就是當外面很多人在禱告的時候,
[00:14:26.000 --> 00:14:29.000]  很多的禱告聲不斷在傳來的時候,
[00:14:29.000 --> 00:14:32.000]  這個時候撒加利亞就在裡面燒香,
[00:14:32.000 --> 00:14:34.000]  甚至說燒香的時候,
[00:14:34.000 --> 00:14:36.000]  眾百姓在外面禱告,
[00:14:36.000 --> 00:14:37.000]  正正在這個時候,
[00:14:37.000 --> 00:14:44.000]  就突然有主的使者站在香壇的右邊向他顯現,
[00:14:44.000 --> 00:14:48.000]  一個專門禱告的禱告者,
[00:14:48.000 --> 00:14:52.000]  正正在眾人大聲禱告聲不絕的時候,
[00:14:52.000 --> 00:14:56.000]  突然間見到天使在顯現,
[00:14:56.000 --> 00:14:59.000]  告訴你,你的禱告已經應驗了,
[00:14:59.000 --> 00:15:02.000]  你的禱告已經蒙英韻了,
[00:15:02.000 --> 00:15:04.000]  所以很特別,
[00:15:04.000 --> 00:15:08.000]  三個都是有關於禱告的時候,
[00:15:08.000 --> 00:15:09.000]  一個專業的禱告者,
[00:15:09.000 --> 00:15:11.000]  一個禱告的時候,
[00:15:11.000 --> 00:15:13.000]  你的禱告蒙英韻,
[00:15:13.000 --> 00:15:15.000]  就好像你回教會祈禱會,
[00:15:15.000 --> 00:15:16.000]  很多人在祈禱的時候,
[00:15:16.000 --> 00:15:18.000]  突然間天使來到當中,
[00:15:18.000 --> 00:15:20.000]  告訴你,你中了,
[00:15:20.000 --> 00:15:22.000]  你曾經某個某個沒有禱告,
[00:15:22.000 --> 00:15:23.000]  蒙英韻了,
[00:15:23.000 --> 00:15:27.000]  非常之一個很特別的禱告時刻,
[00:15:27.000 --> 00:15:32.000]  因此,經文特別強調禱告的事情,
[00:15:32.000 --> 00:15:34.000]  一個專業的禱告者,
[00:15:34.000 --> 00:15:36.000]  代禱者撒加利亞,
[00:15:36.000 --> 00:15:39.000]  一個禱告聲不絕的時候,
[00:15:39.000 --> 00:15:42.000]  然後告訴你,你的禱告蒙英韻,
[00:15:42.000 --> 00:15:44.000]  不知道你是怎樣,
[00:15:44.000 --> 00:15:45.000]  告訴你,
[00:15:45.000 --> 00:15:47.000]  你某年某日的禱告,
[00:15:47.000 --> 00:15:49.000]  現在中了,
[00:15:49.000 --> 00:15:51.000]  順帶英韻你的禱告了,
[00:15:51.000 --> 00:15:52.000]  於是,
[00:15:52.000 --> 00:15:57.000]  天使就將整個有關將來他的孩子,
[00:15:57.000 --> 00:15:58.000]  約翰的事,
[00:15:58.000 --> 00:16:01.000]  不就一五一十地告訴他們,
[00:16:01.000 --> 00:16:03.000]  不過令人震驚的,
[00:16:03.000 --> 00:16:06.000]  就是撒加利亞的回應,
[00:16:06.000 --> 00:16:08.000]  經文第十八節這樣說,
[00:16:08.000 --> 00:16:10.000]  撒加利亞對天使說,
[00:16:10.000 --> 00:16:13.000]  我憑著什麼可知道這事,
[00:16:13.000 --> 00:16:14.000]  我已經老了,
[00:16:14.000 --> 00:16:18.000]  我的妻子也一年多老了。
[00:16:18.000 --> 00:16:20.000]  撒加利亞的回應是什麼?
[00:16:20.000 --> 00:16:23.000]  我有這樣說過嗎?
[00:16:23.000 --> 00:16:26.000]  一個非常突然的回應,
[00:16:26.000 --> 00:16:28.000]  他完全不記得,
[00:16:28.000 --> 00:16:30.000]  也不太相信,
[00:16:30.000 --> 00:16:36.000]  這個他曾經說過的一個禱告的話。
[00:16:36.000 --> 00:16:38.000]  撒加利亞似乎忘記了,
[00:16:38.000 --> 00:16:42.000]  他曾經這樣禱告過,
[00:16:42.000 --> 00:16:44.000]  甚至乎現在他也不太相信,
[00:16:44.000 --> 00:16:47.000]  這件事情是真的會發生。
[00:16:47.000 --> 00:16:50.000]  不過這也很正常,
[00:16:50.000 --> 00:16:53.000]  有時候我們說話也會忘記自己說了什麼,
[00:16:53.000 --> 00:16:57.000]  通常我們對一些很重要的話都不太記得,
[00:16:57.000 --> 00:16:58.000]  人家聽過就記得,
[00:16:58.000 --> 00:16:59.000]  十年前你說過的話,
[00:16:59.000 --> 00:17:00.000]  會影響我一生,
[00:17:00.000 --> 00:17:01.000]  很鼓勵我,
[00:17:01.000 --> 00:17:02.000]  我沒有說過什麼,
[00:17:02.000 --> 00:17:03.000]  我都不記得,
[00:17:03.000 --> 00:17:05.000]  說過也不知道自己說過什麼,
[00:17:05.000 --> 00:17:06.000]  聽過就知道,
[00:17:06.000 --> 00:17:09.000]  通常很傷人的話都是一樣,
[00:17:09.000 --> 00:17:12.000]  說出來就不太覺得有什麼事情,
[00:17:12.000 --> 00:17:14.000]  聽過就很記得。
[00:17:14.000 --> 00:17:21.000]  對於撒加利亞的震驚和不太記得的回應,
[00:17:21.000 --> 00:17:26.000]  天使加伯列的回應更加令我們出乎意料之內,
[00:17:26.000 --> 00:17:27.000]  天使說什麼?
[00:17:27.000 --> 00:17:30.000]  「我是站在神面前的加伯列,
[00:17:30.000 --> 00:17:32.000]  奉差遣來到你說話,
[00:17:32.000 --> 00:17:33.000]  拜者好色,急報急你,
[00:17:33.000 --> 00:17:34.000]  到了時候,
[00:17:34.000 --> 00:17:35.000]  這些話必然應驗,
[00:17:35.000 --> 00:17:38.000]  不過,只因你不信我的話,
[00:17:38.000 --> 00:17:39.000]  你會成為啞巴,
[00:17:39.000 --> 00:17:40.000]  不能說話,
[00:17:40.000 --> 00:17:43.000]  直到這些事實現的日子。」
[00:17:43.000 --> 00:17:50.000]  天使對於撒加利亞的震驚和冷淡回應,
[00:17:50.000 --> 00:17:52.000]  就要將他變成啞巴,
[00:17:52.000 --> 00:17:53.000]  不能說話,
[00:17:53.000 --> 00:17:54.000]  直到整件事情,
[00:17:54.000 --> 00:17:55.000]  即是約翰出生的時候,
[00:17:55.000 --> 00:17:57.000]  才能夠再說話。
[00:17:57.000 --> 00:17:59.000]  雖然懲罰不是太長,
[00:17:59.000 --> 00:18:00.000]  但也不短,
[00:18:00.000 --> 00:18:02.000]  十個月不能說話,
[00:18:02.000 --> 00:18:03.000]  你想想,
[00:18:03.000 --> 00:18:04.000]  作為丈夫,
[00:18:04.000 --> 00:18:05.000]  太太懷孕,
[00:18:05.000 --> 00:18:09.000]  整個時間說不出話都很不方便,
[00:18:09.000 --> 00:18:10.000]  很多時候,
[00:18:10.000 --> 00:18:12.000]  你幫他檢查醫生,
[00:18:12.000 --> 00:18:14.000]  但都不能做到什麼,
[00:18:14.000 --> 00:18:17.000]  都很不容易。
[00:18:17.000 --> 00:18:18.000]  不過,我們問,
[00:18:18.000 --> 00:18:25.000]  為什麼天使加百列會這麼玻璃心?
[00:18:25.000 --> 00:18:27.000]  為什麼加百列會這麼小器?
[00:18:27.000 --> 00:18:30.000]  為什麼人們一下子不記得,
[00:18:30.000 --> 00:18:31.000]  或者一下子有些震驚,
[00:18:31.000 --> 00:18:35.000]  不是太難以置信?
[00:18:35.000 --> 00:18:39.000]  為什麼會有這麼大的懲罰?
[00:18:39.000 --> 00:18:40.000]  事實上,
[00:18:40.000 --> 00:18:42.000]  我發覺聖經裡有很多這樣的例子,
