
[00:00:00.000 --> 00:00:07.000]  大家好,今晚見到第一節經文的時候,可能都覺得很喜樂
[00:10:07.000 --> 00:10:15.000]  令到他身邊看管著他的警衛軍
[00:10:15.000 --> 00:10:17.000]  這裡用「禦林軍」
[00:10:17.000 --> 00:10:23.000]  警衛軍都是因為保羅去講見證
[00:10:23.000 --> 00:10:26.000]  去分享,去傳福音
[00:10:26.000 --> 00:10:30.000]  所以令到這些警衛軍的人
[00:10:30.000 --> 00:10:36.000]  都能夠聽到保羅為了什麼緣故坐牢
[00:10:36.000 --> 00:10:38.000]  是為基督為福音的緣故
[00:10:38.000 --> 00:10:42.000]  由此可以見到不簡單
[00:10:42.000 --> 00:10:45.000]  在某些書信當中更加看到
[00:10:45.000 --> 00:10:50.000]  有些警衛軍因為保羅的見證而信了耶穌
[00:10:50.000 --> 00:10:56.000]  你可以想像到這樣的情況
[00:10:56.000 --> 00:11:02.000]  是簡直不可思議的事情
[00:11:02.000 --> 00:11:05.000]  他坐牢都能夠帶人信耶穌
[00:11:05.000 --> 00:11:11.000]  這種行徑是上帝一出手
[00:11:11.000 --> 00:11:14.000]  不可能的事情就變成有可能
[00:11:14.000 --> 00:11:16.000]  所以各位親愛的姐妹們
[00:11:16.000 --> 00:11:20.000]  你想想昔日的警衛軍這些人
[00:11:20.000 --> 00:11:23.000]  信耶穌是很困難的
[00:11:23.000 --> 00:11:24.000]  如果我們引申到今天
[00:11:24.000 --> 00:11:26.000]  你可以想一想
[00:11:26.000 --> 00:11:33.000]  如果我們身邊的警察、公安、解放軍
[00:11:33.000 --> 00:11:35.000]  如果他們有機會聽到福音
[00:11:35.000 --> 00:11:37.000]  可以信主
[00:11:37.000 --> 00:11:42.000]  你說這樣的奇妙的作為
[00:11:42.000 --> 00:11:44.000]  是令我們很讚嘆的
[00:11:44.000 --> 00:11:48.000]  因為一般人很難信耶穌
[00:11:48.000 --> 00:11:53.000]  他們這些紀律的人員更加困難
[00:11:53.000 --> 00:11:58.000]  但我見到上帝是沒有困難的事情
[00:11:58.000 --> 00:11:59.000]  所以因為這樣的緣故
[00:11:59.000 --> 00:12:02.000]  保羅感受到他被囚
[00:12:02.000 --> 00:12:04.000]  但福音沒有被囚
[00:12:04.000 --> 00:12:08.000]  福音一樣來到大大的傳開
[00:12:08.000 --> 00:12:11.000]  所以他的心很喜悅
[00:12:11.000 --> 00:12:14.000]  我們再看第十四節
[00:12:14.000 --> 00:12:17.000]  請大家一起讀第十四節
[00:12:17.000 --> 00:12:18.000]  預備起
[00:12:30.000 --> 00:12:32.000]  我們感謝上帝
[00:12:32.000 --> 00:12:35.000]  原來當保羅坐牢的消息
[00:12:35.000 --> 00:12:38.000]  傳回菲律賓的教會的時候
[00:12:38.000 --> 00:12:44.000]  不但沒有打擊他們的信心
[00:12:44.000 --> 00:12:49.000]  不但沒有破壞他們對主的倚靠
[00:12:49.000 --> 00:12:51.000]  相反的
[00:12:51.000 --> 00:12:55.000]  當他們知道他們教會的領袖被捉拿
[00:12:55.000 --> 00:12:58.000]  為福音的緣故、為基督的緣故坐牢
[00:12:58.000 --> 00:13:01.000]  而這些弟兄姊妹收到這些消息的時候
[00:13:01.000 --> 00:13:05.000]  反而更加堅定相信
[00:13:05.000 --> 00:13:11.000]  所以保羅為著弟兄姊妹的堅定信心
[00:13:11.000 --> 00:13:14.000]  而感受到那份喜悅
[00:13:14.000 --> 00:13:16.000]  所以我們見到
[00:13:16.000 --> 00:13:20.000]  這是一個很不簡單的事情
[00:13:20.000 --> 00:13:24.000]  對我們每一個弟兄姊妹來說
[00:13:24.000 --> 00:13:29.000]  在惡劣的環境、困難的境況裡
[00:13:29.000 --> 00:13:33.000]  我們見到我們的信仰
[00:13:33.000 --> 00:13:37.000]  是經歷過考驗、試驗
[00:13:37.000 --> 00:13:39.000]  都仍然屹立不倒
[00:13:39.000 --> 00:13:42.000]  當我們有這樣的體會的時候
[00:13:42.000 --> 00:13:46.000]  那份感恩和喜樂的心
[00:13:46.000 --> 00:13:49.000]  就充滿保羅的內心
[00:13:49.000 --> 00:13:51.000]  所以我想告訴弟兄姊妹
[00:13:51.000 --> 00:13:55.000]  福音的廣傳
[00:13:55.000 --> 00:13:57.000]  信主的人
[00:13:57.000 --> 00:13:59.000]  無論是量和質的增長
[00:13:59.000 --> 00:14:02.000]  從來都不是發生在一些
[00:14:02.000 --> 00:14:08.000]  很風光明媚、很順風順水的時候
[00:14:08.000 --> 00:14:09.000]  相反
[00:14:09.000 --> 00:14:12.000]  福音的量和質的增長
[00:14:12.000 --> 00:14:14.000]  往往就出現在
[00:14:14.000 --> 00:14:19.000]  教會面對迫不及待、考驗困難的時候
[00:14:19.000 --> 00:14:23.000]  我們就見到福音的大能
[00:14:23.000 --> 00:14:26.000]  上帝的作為是沒有停止過
[00:14:26.000 --> 00:14:31.000]  最近我有機會跟一個弟兄交通分享
[00:14:31.000 --> 00:14:33.000]  這位弟兄剛剛在國內
[00:14:33.000 --> 00:14:37.000]  完成了他的福音工作
[00:14:37.000 --> 00:14:38.000]  來到香港
[00:14:38.000 --> 00:14:40.000]  他跟我分享
[00:14:40.000 --> 00:14:43.000]  我看完之後
[00:14:43.000 --> 00:14:47.000]  我為他能夠在國內裡
[00:14:47.000 --> 00:14:50.000]  感應到原來上帝的保守
[00:14:50.000 --> 00:14:52.000]  上帝的工作
[00:14:52.000 --> 00:14:55.000]  不是因著、不會因著
[00:14:55.000 --> 00:14:59.000]  一個困難的環境而受到阻礙
[00:14:59.000 --> 00:15:00.000]  相反
[00:15:00.000 --> 00:15:03.000]  當環境越困難的時候
[00:15:03.000 --> 00:15:06.000]  或者當壓迫越多的時候
[00:15:06.000 --> 00:15:08.000]  原來國內裡的弟兄姊妹
[00:15:08.000 --> 00:15:10.000]  他們的信心
[00:15:10.000 --> 00:15:13.000]  他們追求信仰、學務的心
[00:15:13.000 --> 00:15:16.000]  是更加的火熱
[00:15:16.000 --> 00:15:17.000]  弟兄姊妹們
[00:15:17.000 --> 00:15:19.000]  當我聽到這位弟兄告訴我
[00:15:19.000 --> 00:15:22.000]  某些教會聚會的地方
[00:15:22.000 --> 00:15:25.000]  有不少年輕人
[00:15:25.000 --> 00:15:29.000]  回教會追求信仰的時候
[00:15:29.000 --> 00:15:31.000]  我聽到這些訊息
[00:15:31.000 --> 00:15:32.000]  我心裡感謝神
[00:15:32.000 --> 00:15:36.000]  因為知道福音、信仰、宗教
[00:15:36.000 --> 00:15:41.000]  並不因著外間環境的影響
[00:15:41.000 --> 00:15:44.000]  而受到阻礙
[00:15:44.000 --> 00:15:45.000]  相反
[00:15:45.000 --> 00:15:48.000]  好像保羅這裡所說的
[00:15:48.000 --> 00:15:52.000]  弟兄姊妹的信心更加堅定
[00:15:52.000 --> 00:15:53.000]  更加確信
[00:15:53.000 --> 00:15:57.000]  上帝是掌管萬有的
[00:15:57.000 --> 00:16:00.000]  即使有任何困難、逆境的出現
[00:16:00.000 --> 00:16:03.000]  上帝都能夠保守一切
[00:16:03.000 --> 00:16:06.000]  上帝都能夠顯現祂的作為
[00:16:06.000 --> 00:16:09.000]  所以我們看到這是第三個原因
[00:16:09.000 --> 00:16:12.000]  保羅的心裡充滿了喜樂
[00:16:12.000 --> 00:16:14.000]  我們再看第十九節
[00:16:14.000 --> 00:16:20.000]  預備起
[00:16:20.000 --> 00:16:30.000]  (下段影片播放)
[00:16:30.000 --> 00:16:32.000]  在這裡你會發覺有兩件事
[00:16:32.000 --> 00:16:34.000]  令保羅的心充滿了喜悅
[00:16:34.000 --> 00:16:39.000]  第一就是信徒的代禱
[00:16:39.000 --> 00:16:45.000]  原來當保羅落在困境中
[00:16:45.000 --> 00:16:47.000]  失去了自由
[00:16:47.000 --> 00:16:48.000]  坐牢的時候
[00:16:48.000 --> 00:16:52.000]  他發現他並不孤單
[00:16:52.000 --> 00:16:57.000]  因為外面有很多弟兄姊妹紀念他
[00:16:57.000 --> 00:16:59.000]  很多人紀念他
[00:16:59.000 --> 00:17:02.000]  很多人在代禱
[00:17:02.000 --> 00:17:05.000]  這種情況令保羅更加體會到
[00:17:05.000 --> 00:17:11.000]  原來當他為主受迫不得的時候
[00:17:11.000 --> 00:17:14.000]  在這個過程當中
[00:17:14.000 --> 00:17:17.000]  弟兄姊妹是常常地
[00:17:17.000 --> 00:17:22.000]  懇切地為牧者代禱
[00:17:22.000 --> 00:17:24.000]  紀念和支持他
[00:17:24.000 --> 00:17:27.000]  這種情況令我更加想要回到
[00:17:27.000 --> 00:17:32.000]  弟兄姊妹在教會裡互為肢體的時候
[00:17:32.000 --> 00:17:35.000]  或者在團契、小組
[00:17:35.000 --> 00:17:39.000]  當你發現某些人有特別需要的時候
[00:17:39.000 --> 00:17:42.000]  大家來到懇切地禱告
[00:17:42.000 --> 00:17:44.000]  大家來到互相代求
[00:17:44.000 --> 00:17:48.000]  就有這種在患難中、困難中
[00:17:48.000 --> 00:17:58.000]  那種支持令受困難的弟兄姊妹
[00:17:58.000 --> 00:18:00.000]  仍然感受到
[00:18:00.000 --> 00:18:02.000]  原來他並不孤單
[00:18:02.000 --> 00:18:08.000]  因為仍然有身邊的人來支持他、關心他
[00:18:08.000 --> 00:18:10.000]  也令我想起
[00:18:10.000 --> 00:18:15.000]  最近在自己的群組裡
[00:18:15.000 --> 00:18:16.000]  收到很多WhatsApp
[00:18:16.000 --> 00:18:18.000]  我相信大家都不例外
[00:18:18.000 --> 00:18:21.000]  大家最近收到最多WhatsApp是什麼呢?
[00:18:21.000 --> 00:18:25.000]  我相信都是為一群少年人
[00:18:25.000 --> 00:18:27.000]  能夠早日脫離險境
[00:18:27.000 --> 00:18:30.000]  為十二個少年人和教練
[00:18:30.000 --> 00:18:33.000]  能夠早日走出洞穴
[00:18:33.000 --> 00:18:36.000]  重獲新生來祈禱
[00:18:36.000 --> 00:18:38.000]  大家收到這些代禱事項嗎?
[00:18:38.000 --> 00:18:40.000]  都收到吧?
[00:18:40.000 --> 00:18:41.000]  這就是告訴我們
[00:18:41.000 --> 00:18:44.000]  做完間我們不認識這些朋友
[00:18:44.000 --> 00:18:49.000]  但當他們落在極度困難、危險邊緣的時候
[00:18:49.000 --> 00:18:52.000]  我們作為基督徒就很自發性
[00:18:52.000 --> 00:18:56.000]  我們就會大家不單祈禱
[00:18:56.000 --> 00:18:59.000]  也呼籲弟兄姊妹一起祈禱
[00:18:59.000 --> 00:19:02.000]  這個禱告的力量
[00:19:02.000 --> 00:19:07.000]  就成為了保羅在困境中的一個很大的支持
[00:19:07.000 --> 00:19:10.000]  所以他的心有這份喜悅
[00:19:10.000 --> 00:19:13.000]  我們再看第二個
[00:19:13.000 --> 00:19:17.000]  保羅感受到一個很大的幫助是什麼呢?
[00:19:17.000 --> 00:19:20.000]  原來在困難當中
[00:19:20.000 --> 00:19:25.000]  他經歷到神的力量、神的幫助
[00:19:25.000 --> 00:19:33.000]  所以他極度感覺到自己在逆境當中的時候
[00:19:33.000 --> 00:19:37.000]  他體會到原來耶穌基督的靈
[00:19:37.000 --> 00:19:40.000]  上帝的靈與他同在
[00:19:40.000 --> 00:19:42.000]  這個真是好得無比
[00:19:42.000 --> 00:19:48.000]  原來在一個人最感覺到灰心
[00:19:48.000 --> 00:19:51.000]  感覺到在坐牢當中
[00:19:51.000 --> 00:19:54.000]  意志很消沉
[00:19:54.000 --> 00:19:58.000]  大家都明白這件事情是很容易出現的
[00:19:58.000 --> 00:20:09.000]  其實有多麼惡劣
[00:20:09.000 --> 00:20:15.000]  或者多麼橫蠻無理的人
[00:20:15.000 --> 00:20:19.000]  或者多麼窮凶極惡的人
[00:20:19.000 --> 00:20:21.000]  如果你要困住他
[00:20:21.000 --> 00:20:24.000]  你猜他會害怕嗎?
[00:20:24.000 --> 00:20:25.000]  為什麼呢?
[00:20:25.000 --> 00:20:28.000]  因為當他被困住的時候
[00:20:28.000 --> 00:20:36.000]  他的持久力就會漸漸消沉下來
[00:20:36.000 --> 00:20:42.000]  所以當保羅在坐牢
[00:20:42.000 --> 00:20:45.000]  沒有自由和往來
[00:20:45.000 --> 00:20:47.000]  被孤立的時候
[00:20:47.000 --> 00:20:52.000]  其實他的意志力、個人的支撐
[00:20:52.000 --> 00:20:57.000]  是很容易消沉、灰心下來
[00:20:57.000 --> 00:20:58.000]  但感謝神
[00:20:58.000 --> 00:21:02.000]  在他好像在過著黑暗的日子當中
[00:21:02.000 --> 00:21:03.000]  原來他經歷了什麼?
[00:21:03.000 --> 00:21:06.000]  耶穌基督的靈幫助他
[00:21:06.000 --> 00:21:09.000]  耶穌基督的靈幫助他
[00:21:09.000 --> 00:21:16.000]  就成為他心裏面重新得力的一個秘訣
[00:21:16.000 --> 00:21:18.000]  因為神的靈是我們的幫助
[00:21:18.000 --> 00:21:19.000]  是我們的依靠
[00:21:19.000 --> 00:21:21.000]  所以各位靈性的朋友們
[00:21:21.000 --> 00:21:25.000]  當我們遇到任何困難的時候
[00:21:25.000 --> 00:21:31.000]  當我們個人在一個很低沉的時候
[00:21:31.000 --> 00:21:32.000]  沮喪的時候
[00:21:32.000 --> 00:21:34.000]  我們現在明白
[00:21:34.000 --> 00:21:38.000]  為什麼我們要更多地去禱告、去依靠神
[00:21:38.000 --> 00:21:40.000]  因為在這樣的光景裏
[00:21:40.000 --> 00:21:44.000]  唯有神的靈、聖靈的動功
[00:21:44.000 --> 00:21:49.000]  在我們心裏面再一次加強我們的鬥志
[00:21:49.000 --> 00:21:51.000]  我們的意志力
[00:21:51.000 --> 00:21:55.000]  叫我們不再去消沉下去
[00:21:55.000 --> 00:21:57.000]  所以這個保羅的經歷
[00:21:57.000 --> 00:22:01.000]  也成為了他起落的一個源頭當中
[00:22:01.000 --> 00:22:04.000]  我們再看第23節
[00:22:04.000 --> 00:22:06.000]  第23節
[00:22:06.000 --> 00:22:08.000]  大家找到的時候請一起讀
[00:22:08.000 --> 00:22:09.000]  預備起
[00:22:09.000 --> 00:22:16.000]  同在
[00:22:16.000 --> 00:22:18.000]  因為此時好得無比
[00:22:18.000 --> 00:22:22.000]  保羅其實也有兩手準備
[00:22:22.000 --> 00:22:25.000]  因為他知道坐牢的日子是不容易過的
[00:22:25.000 --> 00:22:26.000]  大家都明白
[00:22:26.000 --> 00:22:28.000]  還有今天不知道什麼
[00:22:28.000 --> 00:22:30.000]  明天是
[00:22:30.000 --> 00:22:32.000]  或者可能過幾天之後
[00:22:32.000 --> 00:22:35.000]  然後上面有命令
[00:22:35.000 --> 00:22:37.000]  就要將他處決都未定
[00:22:37.000 --> 00:22:41.000]  所以在這樣的惶恐
[00:22:41.000 --> 00:22:45.000]  和一個這樣的不安的環境底下
[00:22:45.000 --> 00:22:49.000]  也不能夠自己去掌控底下的時候
[00:22:49.000 --> 00:22:52.000]  保羅已經做好準備
[00:22:52.000 --> 00:22:55.000]  就算我離世都不要緊
[00:22:55.000 --> 00:22:56.000]  為什麼呢
[00:22:56.000 --> 00:23:01.000]  因為我已經完成了神給我的託付
[00:23:01.000 --> 00:23:04.000]  他已經聽從神的話語
[00:23:04.000 --> 00:23:07.000]  來到建立教會去傳福音
[00:23:07.000 --> 00:23:09.000]  其實保羅已經兩隻手
[00:23:09.000 --> 00:23:15.000]  拿著很重的果子去見上帝
[00:23:15.000 --> 00:23:20.000]  他知道如果真的要離開這個世界
[00:23:20.000 --> 00:23:23.000]  他也有一種很恩怨的接受
[00:23:23.000 --> 00:23:25.000]  他說好得無比
[00:23:25.000 --> 00:23:26.000]  為什麼呢
[00:23:26.000 --> 00:23:29.000]  因為與主同在好得無比
[00:23:29.000 --> 00:23:32.000]  不過他這個算盤能不能打響
[00:23:32.000 --> 00:23:33.000]  打不響
[00:23:33.000 --> 00:23:37.000]  因為上帝說時間未到
[00:23:37.000 --> 00:23:39.000]  如果上帝的時間未到
[00:23:39.000 --> 00:23:42.000]  仍然要他留在世間上
[00:23:42.000 --> 00:23:46.000]  再要成為弟兄姊妹背後的鼓勵
[00:23:46.000 --> 00:23:49.000]  祝福和支持的時候
[00:23:49.000 --> 00:23:51.000]  仍然要去牧養弟兄姊妹
[00:23:51.000 --> 00:23:53.000]  仍然要去鼓勵弟兄姊妹
[00:23:53.000 --> 00:23:55.000]  訓練弟兄姊妹的時候
[00:23:55.000 --> 00:23:57.000]  原來他的時間未到
[00:23:57.000 --> 00:23:59.000]  還仍然要生存的時候
[00:23:59.000 --> 00:24:00.000]  他都什麼
[00:24:00.000 --> 00:24:03.000]  他都恩怨的接受
[00:24:03.000 --> 00:24:06.000]  為著弟兄姊妹的緣故
[00:24:06.000 --> 00:24:08.000]  仍然留在世間
[00:24:08.000 --> 00:24:12.000]  他都願意接受上帝的委派
[00:24:12.000 --> 00:24:15.000]  所以在保羅的內心裡
[00:24:15.000 --> 00:24:18.000]  他不需要有任何的恐懼
[00:24:18.000 --> 00:24:19.000]  相反的
[00:24:19.000 --> 00:24:20.000]  他有的是什麼
[00:24:20.000 --> 00:24:22.000]  是那份喜樂的心
[00:24:22.000 --> 00:24:26.000]  因為無論他要離開這個世界
[00:24:26.000 --> 00:24:28.000]  或者上帝要他留在這個世界
[00:24:28.000 --> 00:24:29.000]  繼續作供的時候
[00:24:29.000 --> 00:24:35.000]  他心裡已經有各樣的準備在當中
[00:24:35.000 --> 00:24:37.000]  由此可見
[00:24:37.000 --> 00:24:43.000]  保羅他心裡有那份喜樂的心
[00:24:43.000 --> 00:24:45.000]  是因為他知道
[00:24:45.000 --> 00:24:46.000]  主是什麼
[00:24:46.000 --> 00:24:48.000]  時刻都與他同在
[00:24:48.000 --> 00:24:51.000]  不論在世間或者不在世間
[00:24:51.000 --> 00:24:52.000]  主都什麼
[00:24:52.000 --> 00:24:54.000]  主都與他同在
[00:24:54.000 --> 00:24:58.000]  特別在他極度困局的時候
[00:24:58.000 --> 00:25:00.000]  在患難當中的時候
[00:25:00.000 --> 00:25:02.000]  他經歷主的同在
[00:25:02.000 --> 00:25:04.000]  是更加更加的重要
[00:25:04.000 --> 00:25:06.000]  所以這個就形成了
[00:25:06.000 --> 00:25:09.000]  保羅他心裡有一份喜樂的原因
[00:25:09.000 --> 00:25:11.000]  我們再看第七
[00:25:11.000 --> 00:25:13.000]  第29節
[00:25:13.000 --> 00:25:15.000]  第29節
[00:25:15.000 --> 00:25:16.000]  第25節
[00:25:16.000 --> 00:25:18.000]  第25節
[00:25:18.000 --> 00:25:19.000]  我們找到的時候
[00:25:19.000 --> 00:25:21.000]  一起讀這一節的經文
[00:25:21.000 --> 00:25:22.000]  第25節
[00:25:22.000 --> 00:25:23.000]  預備起
[00:25:23.000 --> 00:25:36.000]  (念經)
[00:25:36.000 --> 00:25:37.000]  感謝神
[00:25:37.000 --> 00:25:40.000]  原來保羅最後一點
[00:25:40.000 --> 00:25:43.000]  他感受到很喜樂的原因是什麼呢
[00:25:43.000 --> 00:25:45.000]  是見到弟兄姊妹
[00:25:45.000 --> 00:25:49.000]  在靈命上面繼續成長
[00:25:49.000 --> 00:25:53.000]  在靈命上面不斷地成長
[00:25:53.000 --> 00:25:56.000]  又長進又喜悅的時候
[00:25:56.000 --> 00:26:02.000]  保羅心裡為這件事感恩
