
[00:00:00.000 --> 00:00:06.620]  各位電視節目平安 在剛剛新的疫情管理
[00:03:25.420 --> 00:03:28.820]  因為人的苦難重壓在他身上
[00:03:28.820 --> 00:03:31.420]  他不知道將來的事
[00:03:31.420 --> 00:03:34.720]  因為將來如何,誰能告訴他呢?
[00:03:34.720 --> 00:03:41.120]  這段時間我跟很多其他公司、機構、教會的管理層一樣
[00:03:41.120 --> 00:03:42.620]  經常開會
[00:03:42.620 --> 00:03:44.620]  我剛剛在週末開會
[00:03:44.620 --> 00:03:51.620]  去決定這一兩星期可能如何處理疫情的限制
[00:03:51.620 --> 00:03:56.420]  星期二林鄭講完之後又要開對會
[00:03:56.420 --> 00:04:02.420]  所以有時我們都不知明天如何逐隔去面對
[00:04:02.420 --> 00:04:05.920]  所以很多不同人的感受
[00:04:05.920 --> 00:04:08.420]  記得有一次去餐廳吃飯
[00:04:08.420 --> 00:04:11.420]  那時剛好不能有晚膳
[00:04:11.420 --> 00:04:14.920]  那餐廳是西餐廳
[00:04:14.920 --> 00:04:17.420]  最銷售得就是晚膳
[00:04:17.420 --> 00:04:22.420]  所以沒有晚膳基本上生意大了七、八成
[00:04:22.420 --> 00:04:24.420]  他們都努力
[00:04:24.420 --> 00:04:28.420]  本來餐廳是中午才開的
[00:04:28.420 --> 00:04:31.420]  老闆就試,開八點早餐
[00:04:31.420 --> 00:04:34.420]  本來很早餐的餐廳改了有八點早餐
[00:04:34.420 --> 00:04:39.420]  叫同事到餐廳附近派單張
[00:04:39.420 --> 00:04:42.420]  我們有八點早餐,有八點早餐
[00:04:42.420 --> 00:04:45.420]  我跟這餐廳都熟,間中都去食
[00:04:45.420 --> 00:04:49.420]  所以有一次專登剛起床,不用上班
[00:04:49.420 --> 00:04:52.420]  試試去食星期六早餐
[00:04:52.420 --> 00:04:57.420]  去到我自己就拿個ipad看資料
[00:04:57.420 --> 00:05:01.420]  看了兩小時,原來只有一、兩桌
[00:05:01.420 --> 00:05:03.420]  即是三、兩個人
[00:05:03.420 --> 00:05:06.420]  其實我懷疑開早餐還是不開早餐
[00:05:06.420 --> 00:05:08.420]  是虧還是賺都不知道
[00:05:08.420 --> 00:05:13.420]  但可能他們都要給員工八小時工作空間
[00:05:13.420 --> 00:05:17.420]  所以我想很多群體都面對很多挑戰
[00:05:17.420 --> 00:05:19.420]  有些群體比較順境
[00:05:19.420 --> 00:05:23.420]  相對影響比較小,有些比較大
[00:05:23.420 --> 00:05:26.420]  所以今日用了聖經裏面三段
[00:05:26.420 --> 00:05:30.420]  一個所謂不動搖或永不動搖的經文
[00:05:30.420 --> 00:05:32.420]  這個永不動搖這三段
[00:05:32.420 --> 00:05:34.420]  剛好在希伯來文
[00:05:34.420 --> 00:05:38.420]  都有一個讀音叫Baa-emot
[00:05:38.420 --> 00:05:39.420]  這兩個字
[00:05:39.420 --> 00:05:42.420]  Baa這字是不
[00:05:42.420 --> 00:05:44.420]  Emot就是動搖
[00:05:44.420 --> 00:05:46.420]  所以有些翻譯是不動搖
[00:05:46.420 --> 00:05:48.420]  有些翻譯是永不動搖
[00:05:48.420 --> 00:05:52.420]  剛好這兩個希臘文的片語加起來
[00:05:52.420 --> 00:05:54.420]  聖經只出現三次
[00:05:54.420 --> 00:05:55.420]  所以很有意思
[00:05:55.420 --> 00:05:59.420]  這三段經文講三個不同的處境
[00:05:59.420 --> 00:06:03.420]  我第一次接觸這個念頭的時候
[00:06:03.420 --> 00:06:05.420]  我記得在二、三年前
[00:06:05.420 --> 00:06:08.420]  我自己在美國讀博士學位
[00:06:08.420 --> 00:06:11.420]  看一些不同名人的講章
[00:06:11.420 --> 00:06:13.420]  有一次看到施暴真的講章
[00:06:13.420 --> 00:06:18.420]  他用港島的標題用了這三段經文
[00:06:18.420 --> 00:06:21.420]  所以我覺得都很好提醒
[00:06:21.420 --> 00:06:24.420]  這個經文第一個永不動搖的人生觀
[00:06:24.420 --> 00:06:26.420]  是惡人的人生觀
[00:06:26.420 --> 00:06:28.420]  這個惡人很驕傲
[00:06:28.420 --> 00:06:30.420]  他說神不會追究
[00:06:30.420 --> 00:06:32.420]  他做的事當神沒有到
[00:06:32.420 --> 00:06:35.420]  他覺得神不會管他、不會罰他
[00:06:35.420 --> 00:06:37.420]  他對人很惡死
[00:06:37.420 --> 00:06:39.420]  他對一切的仇敵
[00:06:39.420 --> 00:06:41.420]  聖經說向他噴氣
[00:06:41.420 --> 00:06:43.420]  說踩人上位
[00:06:43.420 --> 00:06:45.420]  做很多手段
[00:06:45.420 --> 00:06:47.420]  所以他各種手段
[00:06:47.420 --> 00:06:49.420]  什麼污糟、骯髒手段
[00:06:49.420 --> 00:06:51.420]  都做足
[00:06:51.420 --> 00:06:53.420]  又好像短期順利
[00:06:53.420 --> 00:06:55.420]  他突然間心裏跟我說
[00:06:55.420 --> 00:06:57.420]  我必不動搖
[00:06:57.420 --> 00:07:03.420]  永永遠遠世世代代不做災難
[00:07:03.420 --> 00:07:07.420]  所以有些人為了自己不動搖
[00:07:07.420 --> 00:07:09.420]  他希望踩很多人
[00:07:09.420 --> 00:07:12.420]  做很多噁心的手段
[00:07:12.420 --> 00:07:15.420]  世界上有這樣的人出現
[00:07:15.420 --> 00:07:17.420]  在疫情裏面
[00:07:17.420 --> 00:07:19.420]  有些人關心老人家的需要
[00:07:19.420 --> 00:07:21.420]  最近要打針
[00:07:21.420 --> 00:07:23.420]  老人家有沒有事
[00:07:23.420 --> 00:07:25.420]  這些都很大爭議
[00:07:25.420 --> 00:07:28.420]  有些人認為有事的數字很細
[00:07:28.420 --> 00:07:30.420]  但有些人真的擔心
[00:07:30.420 --> 00:07:34.420]  而在這兩三年的疫情裏面
[00:07:34.420 --> 00:07:36.420]  死亡最多的其中一個群體
[00:07:36.420 --> 00:07:38.420]  就是老人院
[00:07:38.420 --> 00:07:40.420]  在加拿大
[00:07:40.420 --> 00:07:42.420]  當時在意大利
[00:07:42.420 --> 00:07:44.420]  都爆過這些事件
[00:07:44.420 --> 00:07:48.420]  因為老人院的老人沒人理會
[00:07:48.420 --> 00:07:50.420]  甚至當時服侍的職員
[00:07:50.420 --> 00:07:52.420]  都很隨便
[00:07:52.420 --> 00:07:54.420]  或者沒有負責任
[00:07:54.420 --> 00:07:58.420]  所以特別在高峰期的時候
[00:07:58.420 --> 00:08:00.420]  死亡個案很深
[00:08:00.420 --> 00:08:02.420]  就是老人院
[00:08:02.420 --> 00:08:04.420]  當然很多老人家
[00:08:04.420 --> 00:08:06.420]  因為很多親友
[00:08:06.420 --> 00:08:08.420]  隔離的政策
[00:08:08.420 --> 00:08:10.420]  不能探望他們
[00:08:10.420 --> 00:08:12.420]  心靈裏面有很多孤單
[00:08:12.420 --> 00:08:14.420]  空虛的情況
[00:08:14.420 --> 00:08:16.420]  所以我們都努力
[00:08:16.420 --> 00:08:18.420]  多走你路
[00:08:18.420 --> 00:08:20.420]  在這個艱難裏面
[00:08:20.420 --> 00:08:22.420]  有些新聞
[00:08:22.420 --> 00:08:24.420]  都有些黑暗的一幕
[00:08:24.420 --> 00:08:28.420]  最近中央批判了
[00:08:28.420 --> 00:08:32.420]  河南鄭州市的書記
[00:08:32.420 --> 00:08:36.420]  前一段時間的水災處理得不好
[00:08:36.420 --> 00:08:40.420]  對死亡人數有瞞騙等等
[00:08:40.420 --> 00:08:44.420]  有時真的當有些官員處理不好
[00:08:44.420 --> 00:08:46.420]  其實問題都很大
[00:08:46.420 --> 00:08:48.420]  我想起一些惡人的故事
[00:08:48.420 --> 00:08:50.420]  有時在現代講就比較敏感
[00:08:50.420 --> 00:08:52.420]  我用聖經的例子
[00:08:52.420 --> 00:08:54.420]  好像聖經裏面
[00:08:54.420 --> 00:08:56.420]  一個大衛遭遇惡人
[00:08:56.420 --> 00:08:58.420]  就是素羅
[00:08:58.420 --> 00:09:02.420]  無端端逼迫年青的大衛
[00:09:02.420 --> 00:09:04.420]  逼迫到程度
[00:09:04.420 --> 00:09:06.420]  去到祭司的地方
[00:09:06.420 --> 00:09:08.420]  竟然見到大衛逃脫
[00:09:08.420 --> 00:09:10.420]  大衛生氣了
[00:09:10.420 --> 00:09:12.420]  他生氣了祭司
[00:09:12.420 --> 00:09:14.420]  命令他的侍衛
[00:09:14.420 --> 00:09:16.420]  要殺死耶和華的祭司
[00:09:16.420 --> 00:09:18.420]  你很難想像
[00:09:18.420 --> 00:09:20.420]  突然間有個執事會主席
[00:09:20.420 --> 00:09:22.420]  叫他的手下
[00:09:22.420 --> 00:09:26.420]  要殺光教會的朱牧師團
[00:09:26.420 --> 00:09:28.420]  很恐怖
[00:09:28.420 --> 00:09:30.420]  所以當時他的手下
[00:09:30.420 --> 00:09:32.420]  記憶很清楚
[00:09:32.420 --> 00:09:34.420]  他手下沒有一個願意伸手
[00:09:34.420 --> 00:09:36.420]  殺耶和華的祭司
[00:09:36.420 --> 00:09:38.420]  他找了一個外邦人
[00:09:38.420 --> 00:09:40.420]  異東人的手下
[00:09:40.420 --> 00:09:42.420]  叫多益
[00:09:42.420 --> 00:09:44.420]  去殺祭司
[00:09:44.420 --> 00:09:46.420]  這個人真是辣
[00:09:46.420 --> 00:09:48.420]  殺了祭司85個人
[00:09:48.420 --> 00:09:54.420]  甚至將整個城市裏的男女
[00:09:54.420 --> 00:09:56.420]  小朋友
[00:09:56.420 --> 00:09:58.420]  特別形容為吃奶的
[00:09:58.420 --> 00:10:00.420]  可能是鷹鞋
[00:10:00.420 --> 00:10:02.420]  牛羊等等都殺了
[00:10:02.420 --> 00:10:04.420]  有時有些惡人
[00:10:04.420 --> 00:10:06.420]  惡到真是想像不到
[00:10:06.420 --> 00:10:10.420]  這就是扫羅
[00:10:10.420 --> 00:10:12.420]  所以當大衛記載這個故事時
[00:10:12.420 --> 00:10:14.420]  他就詩篇說
[00:10:14.420 --> 00:10:16.420]  你為何以作惡自誇
[00:10:16.420 --> 00:10:20.420]  神的慈愛是長存的
[00:10:20.420 --> 00:10:24.420]  神也要毀滅你直到永遠
[00:10:24.420 --> 00:10:26.420]  所以有時我們見到
[00:10:26.420 --> 00:10:28.420]  惡人惡到這麼離譜
[00:10:28.420 --> 00:10:32.420]  心裏面真是有很多不開心憤怒
[00:10:32.420 --> 00:10:34.420]  疫症期間
[00:10:34.420 --> 00:10:38.420]  有些人享受疫症下的安靜
[00:10:38.420 --> 00:10:40.420]  有些人和家人相處多了
[00:10:40.420 --> 00:10:44.420]  我自己的女兒在家中放鬆
[00:10:44.420 --> 00:10:46.420]  有時因為長了教書
[00:10:46.420 --> 00:10:48.420]  長了過夜
[00:10:48.420 --> 00:10:50.420]  我女兒在家中放鬆
[00:10:50.420 --> 00:10:52.420]  可以陪陪太太
[00:10:52.420 --> 00:10:54.420]  有時也有另類的祝福
[00:10:54.420 --> 00:10:58.420]  據說很多頂尖會廚藝都進步了
[00:10:58.420 --> 00:11:02.420]  但疫症裏面真是有很多憂鬱
[00:11:02.420 --> 00:11:06.420]  心情突然爆炸等等的故事
[00:11:06.420 --> 00:11:08.420]  特別在過程中
[00:11:08.420 --> 00:11:12.420]  自己已經覺得苦不開心的時候
[00:11:12.420 --> 00:11:14.420]  覺得其他人離譜出現的時候
[00:11:14.420 --> 00:11:18.420]  那種憤怒、痛楚
[00:11:18.420 --> 00:11:22.420]  那種對神不明白的情緒就會出來
[00:11:22.420 --> 00:11:26.420]  所以當有惡人永不動搖的心態
[00:11:26.420 --> 00:11:30.420]  不是很多基督徒走到那麼黑暗
[00:11:30.420 --> 00:11:32.420]  為何提這些態度呢?
[00:11:32.420 --> 00:11:36.420]  其實更多是提醒我們不要羨慕惡人
[00:11:36.420 --> 00:11:38.420]  不要以惡報惡
[00:11:38.420 --> 00:11:40.420]  甚至不要放縱自己
[00:11:40.420 --> 00:11:42.420]  他都這樣做了
[00:11:42.420 --> 00:11:44.420]  我不行嗎?
[00:11:44.420 --> 00:11:46.420]  他用粗口
[00:11:46.420 --> 00:11:48.420]  為何我不用粗口呢?
[00:11:48.420 --> 00:11:50.420]  他斬人十刀,我斬半刀而已
[00:11:50.420 --> 00:11:52.420]  慢慢我們就變成惡人
[00:11:52.420 --> 00:11:56.420]  或者是我們心靈裏面很大的灰心
[00:11:56.420 --> 00:12:00.420]  詩篇73篇記載
[00:12:00.420 --> 00:12:04.420]  見到惡人很順利的時候的掙扎
[00:12:04.420 --> 00:12:08.420]  他說:看!這就是惡人
[00:12:08.420 --> 00:12:10.420]  他們既是常享安逸
[00:12:10.420 --> 00:12:12.420]  才保便家增
[00:12:12.420 --> 00:12:16.420]  我實在徒然潔淨了我的心
[00:12:16.420 --> 00:12:18.420]  徒然洗手表明無辜
[00:12:18.420 --> 00:12:24.420]  為何要走忠忠直直的路呢?
[00:12:24.420 --> 00:12:30.420]  有人說:忠忠直直,忠衰,黑食
[00:12:30.420 --> 00:12:32.420]  人家玩手段,為何不玩?
[00:12:32.420 --> 00:12:34.420]  人家博夢,為何不博夢呢?
[00:12:34.420 --> 00:12:40.420]  我們有時被惡人的永不動搖觀念
[00:12:40.420 --> 00:12:42.420]  動搖了我們的價值觀
[00:12:42.420 --> 00:12:44.420]  動搖了我們的方向
[00:12:44.420 --> 00:12:49.420]  所以詩人說:至於我,我的腳幾乎失險
[00:12:49.420 --> 00:12:52.420]  我的腳險些滑跌
[00:12:52.420 --> 00:12:57.420]  我見惡人和抗惡人享平安,就心懷不平
[00:12:57.420 --> 00:12:59.420]  我想這幾年很多特映姐妹
[00:12:59.420 --> 00:13:02.420]  不同的態度、不同的分析、不同的角度
[00:13:02.420 --> 00:13:09.420]  但世界、香港很多看不中、覺得很不合理的事都很多
[00:13:09.420 --> 00:13:12.420]  心裏面很多憤怒,不明白
[00:13:12.420 --> 00:13:16.420]  最怕是我們開始失了自己基督徒的路
[00:13:16.420 --> 00:13:20.420]  基督徒的原則,甚至基督徒的信仰
[00:13:20.420 --> 00:13:24.420]  詩人在這個過程當中,他沒有離開神
[00:13:24.420 --> 00:13:28.420]  他思想神的計劃、主權
[00:13:28.420 --> 00:13:34.420]  他讓我進入到神的聖所,思想他們的結局
[00:13:34.420 --> 00:13:40.420]  想想神最終怎樣面對處理惡人的時候
[00:13:40.420 --> 00:13:42.420]  他就開始明白
[00:13:42.420 --> 00:13:45.420]  神實在是將他們安在滑地
[00:13:45.420 --> 00:13:49.420]  使他們掉在沉淪之中
[00:13:49.420 --> 00:13:55.420]  即是越犯惡、越招職的人將來會死得很慘
[00:13:55.420 --> 00:14:01.420]  神的審判、地獄的審判會讓他們死得很慘
[00:14:01.420 --> 00:14:05.420]  為甚麼我們要羨慕惡人呢?
[00:14:05.420 --> 00:14:09.420]  用蘇羅為例,他越走越離開神
[00:14:09.420 --> 00:14:12.420]  後來找了一個膠鬼的婦人
[00:14:12.420 --> 00:14:16.420]  去求問膠鬼的婦人
[00:14:16.420 --> 00:14:18.420]  一個曾經是敬畏神
[00:14:18.420 --> 00:14:23.420]  以色列民族的英雄、國王
[00:14:23.420 --> 00:14:25.420]  被高立的領袖
[00:14:25.420 --> 00:14:29.420]  去投靠一個膠鬼的婦人
[00:14:29.420 --> 00:14:31.420]  去求她幫他
[00:14:31.420 --> 00:14:33.420]  他的結局是怎樣呢?
[00:14:33.420 --> 00:14:39.420]  是伏在自己的刀裏自殺、戰敗
[00:14:39.420 --> 00:14:42.420]  國家破滅而死亡
[00:14:42.420 --> 00:14:45.420]  他的終局是悲慘
[00:14:45.420 --> 00:14:48.420]  所以,針研的一句說話提醒我們
[00:14:48.420 --> 00:14:52.420]  不要為作惡的心懷不平
[00:14:52.420 --> 00:14:55.420]  也不要嫉妒惡人
[00:14:55.420 --> 00:14:59.420]  所以,詩篇有時講惡人的立場
[00:14:59.420 --> 00:15:03.420]  不是每一個基督徒都會跟著惡人走
[00:15:03.420 --> 00:15:09.420]  而是我們可能見到惡人的短暫的威、惡
[00:15:09.420 --> 00:15:11.420]  和順利的時候
[00:15:11.420 --> 00:15:13.420]  我們灰心
[00:15:13.420 --> 00:15:15.420]  我們自己變了節
[00:15:15.420 --> 00:15:18.420]  我們有沒有這樣的危機呢?
[00:15:18.420 --> 00:15:22.420]  第二段永不動搖的經文
[00:15:22.420 --> 00:15:24.420]  是來自詩篇三十篇
[00:15:24.420 --> 00:15:27.420]  大衛是一個寶貴的詩
[00:15:27.420 --> 00:15:32.420]  大衛說:至於我,我凡是平順便說
[00:15:32.420 --> 00:15:35.420]  我永不動搖
[00:15:35.420 --> 00:15:37.420]  經文特別強調
[00:15:37.420 --> 00:15:39.420]  在平順的時候
[00:15:39.420 --> 00:15:41.420]  在亨通的時候
[00:15:41.420 --> 00:15:43.420]  我覺得很行
[00:15:43.420 --> 00:15:46.420]  但詩人繼續說
[00:15:46.420 --> 00:15:50.420]  「耶和華,你曾私恩叫我江山穩固
[00:15:50.420 --> 00:15:54.420]  你掩了面,我就驚慌」
[00:15:54.420 --> 00:15:58.420]  似乎他沒有犯很嚴重的罪
[00:15:58.420 --> 00:16:00.420]  他不是在說大衛犯了
[00:16:00.420 --> 00:16:03.420]  什麼拔絲疤那些嚴重墮落的罪
[00:16:03.420 --> 00:16:08.420]  就是疏忽、輕忽的環境
[00:16:08.420 --> 00:16:12.420]  或者他的安全感放在表面
[00:16:12.420 --> 00:16:14.420]  放在環境
[00:16:14.420 --> 00:16:16.420]  放在他擁有
[00:16:16.420 --> 00:16:18.420]  不是放在神裏面
[00:16:18.420 --> 00:16:22.420]  環境,我們擁有的東西不會有變
[00:16:22.420 --> 00:16:25.420]  股票也不會有變
[00:16:25.420 --> 00:16:27.420]  公司想著
[00:16:27.420 --> 00:16:30.420]  年二十八、年二十九
[00:16:30.420 --> 00:16:33.420]  我做一些貴價的中菜
[00:16:33.420 --> 00:16:36.420]  今年很多人訂了菜
[00:16:36.420 --> 00:16:38.420]  我訂了很多鮑魚
[00:16:38.420 --> 00:16:40.420]  賣了給這些客人
[00:16:40.420 --> 00:16:42.420]  應該賺幾倍
[00:16:42.420 --> 00:16:44.420]  突然有個措施不讓你賣
[00:16:44.420 --> 00:16:48.420]  本來想著賺幾十萬的生意
[00:16:48.420 --> 00:16:50.420]  倒貼回幾十萬
[00:16:50.420 --> 00:16:52.420]  開了年也不可以開工
[00:16:52.420 --> 00:16:56.420]  所以如果我們的平順是看環境
[00:16:56.420 --> 00:16:59.420]  我們就好像那些roller coaster
[00:16:59.420 --> 00:17:02.420]  過山車滾來滾去
[00:17:02.420 --> 00:17:05.420]  特別是如果我們在平順裏面
[00:17:05.420 --> 00:17:07.420]  還輕忽
[00:17:07.420 --> 00:17:10.420]  甚至進入了試探
[00:17:10.420 --> 00:17:12.420]  進入了黑暗的時候
[00:17:12.420 --> 00:17:15.420]  就真的好像詩人說的
[00:17:15.420 --> 00:17:17.420]  神向我們掩面
[00:17:17.420 --> 00:17:19.420]  我們就驚惶
[00:17:19.420 --> 00:17:21.420]  所以這種態度
[00:17:21.420 --> 00:17:24.420]  我形容是多看環境
[00:17:24.420 --> 00:17:27.420]  少看神的永不動搖的觀念
[00:17:27.420 --> 00:17:29.420]  他不是完全離開神
[00:17:29.420 --> 00:17:32.420]  但他望的是
[00:17:32.420 --> 00:17:37.420]  自己擁有環境順亦多過看神
[00:17:37.420 --> 00:17:39.420]  另一個角度就是用中國人的表遞
[00:17:39.420 --> 00:17:41.420]  就是兩腳踏兩船
[00:17:41.420 --> 00:17:43.420]  有些人一腳踏兩船
[00:17:43.420 --> 00:17:45.420]  不知道一隻腳怎樣踏兩船
[00:17:45.420 --> 00:17:47.420]  我當兩腳踏兩船
[00:17:47.420 --> 00:17:49.420]  又想擁有神
[00:17:49.420 --> 00:17:51.420]  但更緊張的是
[00:17:51.420 --> 00:17:53.420]  當兩隻腳踏兩船
[00:17:53.420 --> 00:17:57.420]  神與環境同步
[00:17:57.420 --> 00:18:00.420]  當環境與神的大臉分開
[00:18:00.420 --> 00:18:02.420]  就會撕裂掉入海裏
[00:18:02.420 --> 00:18:04.420]  可能就淹死了
[00:18:04.420 --> 00:18:07.420]  我們有沒有這樣的態度呢
[00:18:07.420 --> 00:18:09.420]  聖經提醒我們
[00:18:09.420 --> 00:18:12.420]  其實我們很多事都不知道
[00:18:12.420 --> 00:18:14.420]  亞伯書說得很好
[00:18:14.420 --> 00:18:17.420]  其實明天如何你們還不知道
[00:18:17.420 --> 00:18:19.420]  你們的生命是甚麼
[00:18:19.420 --> 00:18:23.420]  你們原來是一片雲霧
[00:18:23.420 --> 00:18:26.420]  出現笑事就不見了
[00:18:26.420 --> 00:18:28.420]  記得十二月的時候
[00:18:28.420 --> 00:18:30.420]  香港疫情基本上是零
[00:18:30.420 --> 00:18:33.420]  那時候很多同工聊天聚會
[00:18:33.420 --> 00:18:36.420]  都覺得困了這麼久
[00:18:36.420 --> 00:18:38.420]  希望過年之後可以正常回來
[00:18:38.420 --> 00:18:40.420]  第一次很久沒見
[00:18:40.420 --> 00:18:43.420]  希望重建小組團契
[00:18:43.420 --> 00:18:46.420]  不夠一個月鬆一點
[00:18:46.420 --> 00:18:52.420]  我們連以前的領事的錄影
[00:18:52.420 --> 00:18:54.420]  都可能有爭論
[00:18:54.420 --> 00:18:57.420]  有些教會可能說錄影的人可以進教會
[00:18:57.420 --> 00:18:59.420]  有些教會說不可以
[00:18:59.420 --> 00:19:01.420]  所以我們突然間驚惶
[00:19:01.420 --> 00:19:03.420]  突然間就變
[00:19:03.420 --> 00:19:05.420]  聖經裏面一個很出名的變
[00:19:05.420 --> 00:19:08.420]  就是彼得的經歷
[00:19:08.420 --> 00:19:10.420]  耶穌提醒他
[00:19:10.420 --> 00:19:13.420]  你要警醒
[00:19:13.420 --> 00:19:15.420]  很容易入了迷幻
[00:19:15.420 --> 00:19:17.420]  彼得當然不怕
[00:19:17.420 --> 00:19:18.420]  有甚麼好怕的
[00:19:18.420 --> 00:19:20.420]  耶穌說你死
[00:19:20.420 --> 00:19:22.420]  我為你死都不怕
[00:19:22.420 --> 00:19:23.420]  人家叫我走
[00:19:23.420 --> 00:19:24.420]  我都不會走
[00:19:24.420 --> 00:19:26.420]  哇,多威風
[00:19:26.420 --> 00:19:29.420]  耶穌很看穿人性
[00:19:29.420 --> 00:19:31.420]  人很容易變
[00:19:31.420 --> 00:19:35.420]  耶穌說今夜雞叫已先
[00:19:35.420 --> 00:19:38.420]  你要三次不認我
[00:19:38.420 --> 00:19:40.420]  一個深夜的時候
[00:19:40.420 --> 00:19:42.420]  去到雞叫
[00:19:42.420 --> 00:19:44.420]  其實很短時間
[00:19:44.420 --> 00:19:47.420]  雞叫一聲兩聲很複雜
[00:19:47.420 --> 00:19:49.420]  一個雞叫,一個雞又一叫
[00:19:49.420 --> 00:19:51.420]  一聲兩聲一起叫都不奇怪
[00:19:51.420 --> 00:19:55.420]  但總之雞叫就是很清晨的時候
[00:19:55.420 --> 00:19:57.420]  即是幾個小時
[00:19:57.420 --> 00:19:59.420]  幾個小時我都堅持不到
[00:19:59.420 --> 00:20:00.420]  我睡著覺
[00:20:00.420 --> 00:20:02.420]  醒了已經過了
[00:20:02.420 --> 00:20:05.420]  原來我們要倒的時候
[00:20:05.420 --> 00:20:07.420]  要跌倒的時候
[00:20:07.420 --> 00:20:10.420]  原來幾個小時都撐不到
[00:20:10.420 --> 00:20:12.420]  所以這段時間
[00:20:12.420 --> 00:20:14.420]  我都很緊張自己的心靈
[00:20:14.420 --> 00:20:16.420]  因為很多開會
[00:20:16.420 --> 00:20:19.420]  大家A立場,B立場
[00:20:19.420 --> 00:20:20.420]  要嚴要鬆
[00:20:20.420 --> 00:20:23.420]  有時兩邊都很同工
[00:20:23.420 --> 00:20:24.420]  兩邊都很弟兄姊妹
[00:20:24.420 --> 00:20:26.420]  但可以為嚴鬆
[00:20:26.420 --> 00:20:28.420]  可以吵架開片
[00:20:28.420 --> 00:20:30.420]  說話有時都會來
