
[00:00:00.000 --> 00:00:02.800]  請看我讀出以下的經文
[00:03:12.600 --> 00:03:18.600]  其實我們也不能夠完全安靜 能夠平靜我們的心情
[00:03:18.600 --> 00:03:25.600]  求主你親自去安慰 親自去觸摸我們每一個內心
[00:03:26.600 --> 00:03:29.600]  讓我們一起去養大你的時候
[00:03:29.600 --> 00:03:32.600]  求你親自賜智慧 賜亮光
[00:03:32.600 --> 00:03:36.600]  讓我們有開放的心靈 聆聽的耳朵
[00:03:36.600 --> 00:03:40.600]  讓你的話能夠進到我們心靈當中
[00:03:40.600 --> 00:03:43.600]  垂聽禱告 奉主耶穌的名禁 阿們
[00:03:43.600 --> 00:03:50.600]  和大家分享一個耶穌在復活之後的故事
[00:03:51.600 --> 00:03:56.600]  謝謝主席剛才幫我們讀出這個故事的末段故事
[00:03:56.600 --> 00:03:58.600]  所以如果大家也有教會聖經
[00:03:58.600 --> 00:04:03.600]  或者你可以繼續去翻開著 道家封第24章的經文
[00:04:03.600 --> 00:04:06.600]  整個故事其實是由13節開始
[00:04:06.600 --> 00:04:11.600]  是耶穌在二萬支的路上 陪伴兩個門徒
[00:04:11.600 --> 00:04:14.600]  去走過一段的經歷
[00:04:14.600 --> 00:04:18.600]  這段的經歷相當之不容易
[00:04:19.600 --> 00:04:26.600]  你可以想像 可能也很類似我們今天自己心靈的狀況
[00:04:26.600 --> 00:04:28.600]  甚至你可以想像
[00:04:28.600 --> 00:04:32.600]  其實我們屬於這個地方 香港
[00:04:32.600 --> 00:04:37.600]  也好像進入了一段二萬支的路上一樣
[00:04:37.600 --> 00:04:40.600]  二萬支的路上是一段什麼樣的路程呢?
[00:04:40.600 --> 00:04:44.600]  這段路程是耶穌復活當日
[00:04:45.600 --> 00:04:49.600]  我們今天很熟悉報節的安排
[00:04:49.600 --> 00:04:51.600]  我們有受難時報節的禮儀
[00:04:51.600 --> 00:04:53.600]  因為我們都活在教會時代裏面
[00:04:53.600 --> 00:04:55.600]  我們已經知道發生了什麼事
[00:04:55.600 --> 00:04:58.600]  但大家留意當時這一代的門徒
[00:04:58.600 --> 00:05:01.600]  實時地面對這件事
[00:05:01.600 --> 00:05:04.600]  其實他們一時間根本消化不了這件事
[00:05:04.600 --> 00:05:11.600]  一時間的信仰承載不了當前發生的極大的改變
[00:05:12.600 --> 00:05:15.600]  二萬支的路上是一段
[00:05:15.600 --> 00:05:19.600]  如果用一段我不會詳細讀的經文
[00:05:19.600 --> 00:05:22.600]  好像這兩個門徒的說話
[00:05:22.600 --> 00:05:25.600]  在十九節下至二十四節中間
[00:05:25.600 --> 00:05:27.600]  大概有兩個重點
[00:05:27.600 --> 00:05:33.600]  他講到說我們以色列人數來盼望救贖
[00:05:33.600 --> 00:05:35.600]  以色列的就是他
[00:05:35.600 --> 00:05:37.600]  大家還記得吧
[00:05:37.600 --> 00:05:41.600]  耶穌是光榮 將來又撒冷
[00:05:41.600 --> 00:05:43.600]  萬民夾道歡呼
[00:05:43.600 --> 00:05:45.600]  不足一個星期
[00:05:45.600 --> 00:05:51.600]  他竟然死在當時最羞辱的刑具上
[00:05:51.600 --> 00:05:55.600]  一個等待已久的希望
[00:05:55.600 --> 00:05:57.600]  光明的日子
[00:05:57.600 --> 00:06:02.600]  危險間掉入了一個深淵
[00:06:02.600 --> 00:06:09.600]  一個近乎由失望至絕望的狀況
[00:06:10.600 --> 00:06:13.600]  心情極度低落 極度迷惘
[00:06:13.600 --> 00:06:15.600]  亦找不到出路
[00:06:15.600 --> 00:06:17.600]  不單止這樣
[00:06:17.600 --> 00:06:19.600]  這兩個門徒還說
[00:06:19.600 --> 00:06:21.600]  二十二夕還有
[00:06:21.600 --> 00:06:26.600]  有幾個婦女在早上已經到墳墓那裡
[00:06:26.600 --> 00:06:28.600]  天使向她顯現
[00:06:28.600 --> 00:06:32.600]  然後說你的主已經活著了
[00:06:32.600 --> 00:06:36.600]  為甚麼還要去死人的地方找活人呢
[00:06:36.600 --> 00:06:44.600]  不知道耶穌是生還是死
[00:06:44.600 --> 00:06:47.600]  去到墳墓當中又看不到他的身體
[00:06:47.600 --> 00:06:49.600]  你說他活著的時候
[00:06:49.600 --> 00:06:52.600]  又看不到他向我們任何人顯現
[00:06:52.600 --> 00:06:54.600]  不是失蹤了嗎
[00:06:54.600 --> 00:06:56.600]  還是去了哪裡呢
[00:06:56.600 --> 00:06:58.600]  他們的信仰根本解釋不了
[00:06:58.600 --> 00:07:01.600]  當下即是
[00:07:02.600 --> 00:07:07.600]  在一種轉折中的狀態裡
[00:07:07.600 --> 00:07:12.600]  很大的疑問 很大的質疑
[00:07:12.600 --> 00:07:16.600]  信仰還能否提供答案
[00:07:16.600 --> 00:07:19.600]  去面對現在的衝擊呢
[00:07:19.600 --> 00:07:25.600]  所以不單止是感情上 情感上的失落
[00:07:25.600 --> 00:07:28.600]  其實在認知上 信仰上
[00:07:29.600 --> 00:07:32.600]  他也面對著一個很大的衝擊
[00:07:32.600 --> 00:07:35.600]  這段就是以滿之路上
[00:07:35.600 --> 00:07:38.600]  這兩個門徒面對的狀況
[00:07:38.600 --> 00:07:46.600]  所以當經文說到同一天的時候
[00:07:46.600 --> 00:07:49.600]  我剛才已經說了這個背景
[00:07:49.600 --> 00:07:53.600]  他們帶著這種狀態
[00:07:53.600 --> 00:07:55.600]  帶著這種心情
[00:07:56.600 --> 00:07:59.600]  帶著這種解決不了的問題
[00:07:59.600 --> 00:08:01.600]  帶他回家
[00:08:01.600 --> 00:08:03.600]  由耶路撒冷過完節
[00:08:03.600 --> 00:08:05.600]  回到以滿之路
[00:08:05.600 --> 00:08:07.600]  以滿之路在耶路撒冷的西北部
[00:08:07.600 --> 00:08:09.600]  大概十多公里
[00:08:09.600 --> 00:08:11.600]  但很多的山路
[00:08:11.600 --> 00:08:13.600]  大概要走兩個多小時都不一定
[00:08:13.600 --> 00:08:16.600]  經文還說他們一路走
[00:08:16.600 --> 00:08:22.600]  還一路在傾談一個不解決的問題
[00:08:23.600 --> 00:08:29.600]  他們還繼續在彼此發表大家的想法和看法
[00:08:29.600 --> 00:08:33.600]  抒發他們自己心底裏的鬱結
[00:08:33.600 --> 00:08:40.600]  耶穌就是陪著這兩個門徒
[00:08:40.600 --> 00:08:43.600]  去走這段以滿之路程
[00:08:51.600 --> 00:08:53.600]  他們正在交談的時候
[00:08:53.600 --> 00:08:55.600]  耶穌走過去和他們同行
[00:08:55.600 --> 00:08:57.600]  他們的眼睛模糊
[00:08:57.600 --> 00:08:59.600]  認不出他們
[00:08:59.600 --> 00:09:06.600]  後面還說到這兩個門徒當時面帶著極大的手勇
[00:09:06.600 --> 00:09:10.600]  由於他們的狀態如此
[00:09:10.600 --> 00:09:16.600]  他們被自己的情況困住了
[00:09:16.600 --> 00:09:18.600]  困住了在自己的狀態
[00:09:19.600 --> 00:09:21.600]  當主來到他們面前的時候
[00:09:21.600 --> 00:09:24.600]  他們認不出主來
[00:09:24.600 --> 00:09:28.600]  以為是一個陌生人走到他們面前
[00:09:28.600 --> 00:09:32.600]  他們看不到面前有什麼出路
[00:09:32.600 --> 00:09:35.600]  甚至耶穌親自來到他們面前的時候
[00:09:35.600 --> 00:09:38.600]  想和他們有一個安慰對話
[00:09:38.600 --> 00:09:40.600]  或者給他們一個指引的時候
[00:09:40.600 --> 00:09:44.600]  他們都認不出我們的主同在
[00:09:44.600 --> 00:09:46.600]  來到我們身邊
[00:09:47.600 --> 00:09:51.600]  還給了我們一些小小的提示和指引
[00:09:51.600 --> 00:09:53.600]  他們發現不到
[00:09:53.600 --> 00:09:55.600]  好像我們今天一樣
[00:09:55.600 --> 00:09:58.600]  好像發現不到神在哪裡引導我們
[00:09:58.600 --> 00:10:00.600]  耶穌走過來的時候
[00:10:00.600 --> 00:10:02.600]  或者和我們說話的時候
[00:10:02.600 --> 00:10:04.600]  和我們用經文
[00:10:04.600 --> 00:10:07.600]  和我們有些指示的時候
[00:10:07.600 --> 00:10:11.600]  有時候我們自己都未必能夠預備好自己
[00:10:11.600 --> 00:10:13.600]  去聽到祂的說話
[00:10:13.600 --> 00:10:27.600]  耶穌走過來和我們說
[00:10:27.600 --> 00:10:29.600]  一邊走一邊談
[00:10:29.600 --> 00:10:31.600]  彼此談論的是什麼事呢
[00:10:31.600 --> 00:10:36.600]  大家留心
[00:10:36.600 --> 00:10:38.600]  當時就是剛才說了
[00:10:38.600 --> 00:10:40.600]  他們認不出耶穌
[00:10:41.600 --> 00:10:45.600]  所以耶穌對於他們來說是一個陌生人
[00:10:45.600 --> 00:10:49.600]  所以這兩個門徒其實是名不經傳
[00:10:49.600 --> 00:10:51.600]  在這裡提出了其中一個名字
[00:10:51.600 --> 00:10:53.600]  第十八節
[00:10:53.600 --> 00:10:55.600]  他叫格留巴
[00:10:55.600 --> 00:10:57.600]  大家可以想像一下這句說話的時候
[00:10:57.600 --> 00:10:59.600]  他的禮貌去到哪裡
[00:10:59.600 --> 00:11:01.600]  你是在有生之旅客裡面
[00:11:01.600 --> 00:11:04.600]  唯一一個不知道幾天裡面發生了什麼事
[00:11:04.600 --> 00:11:06.600]  那個人
[00:11:07.600 --> 00:11:11.600]  一句得來一句去的態度
[00:11:11.600 --> 00:11:13.600]  很不客氣
[00:11:13.600 --> 00:11:15.600]  很沒禮貌
[00:11:15.600 --> 00:11:17.600]  一個全城的熱話
[00:11:17.600 --> 00:11:20.600]  你竟然來到做旅客都不知道發生什麼事
[00:11:20.600 --> 00:11:23.600]  怎會這麼不知地的
[00:11:23.600 --> 00:11:25.600]  類似一種這樣的狀態
[00:11:25.600 --> 00:11:29.600]  大家留心
[00:11:29.600 --> 00:11:35.600]  耶穌在這裡以一個不知情者的身份出現
[00:11:36.600 --> 00:11:37.600]  你還繼續問他
[00:11:37.600 --> 00:11:39.600]  是什麼事呢
[00:11:39.600 --> 00:11:41.600]  是什麼事呢
[00:11:41.600 --> 00:11:48.600]  如果你的信仰只是一個理性的答案
[00:11:48.600 --> 00:11:52.600]  或者一個標準的一些知識的時候
[00:11:52.600 --> 00:11:56.600]  耶穌大叔在這裡已經可以和他完結了
[00:11:56.600 --> 00:11:58.600]  終止對話了
[00:11:58.600 --> 00:12:01.600]  耶穌可以在這裡彰顯他的榮耀
[00:12:01.600 --> 00:12:03.600]  告訴他
[00:12:03.600 --> 00:12:05.600]  我就是你那位救贖主
[00:12:05.600 --> 00:12:07.600]  你還不快點跪下仰望我
[00:12:07.600 --> 00:12:09.600]  用他的權柄
[00:12:09.600 --> 00:12:11.600]  用他的說話去教導他一番
[00:12:11.600 --> 00:12:15.600]  最多將他手上的釘痕顯示給他看
[00:12:15.600 --> 00:12:18.600]  告訴他我就是你剛才說的那位
[00:12:18.600 --> 00:12:20.600]  想的那位的復活主
[00:12:20.600 --> 00:12:24.600]  但是他可以在這裡已經不需要這麼辛苦走一段山路
[00:12:24.600 --> 00:12:26.600]  和他走一段旅程
[00:12:26.600 --> 00:12:28.600]  走一段人生的路程
[00:12:28.600 --> 00:12:30.600]  可惜我們的信仰不是這樣
[00:12:30.600 --> 00:12:33.600]  我們的信仰不是一種純粹找一套道理
[00:12:34.600 --> 00:12:35.600]  去做一個道路的活動
[00:12:35.600 --> 00:12:37.600]  一個標準的答案
[00:12:37.600 --> 00:12:39.600]  我們反而很執著
[00:12:39.600 --> 00:12:43.600]  我們很希望講到對一句信仰的知識
[00:12:43.600 --> 00:12:46.600]  去給一些初信的朋友
[00:12:46.600 --> 00:12:49.600]  或者信仰裡面有疑難的朋友知道
[00:12:49.600 --> 00:12:53.600]  就正如主席剛才說的那句故事最後的時候
[00:12:53.600 --> 00:12:55.600]  大家還記得
[00:12:55.600 --> 00:13:00.600]  最終不是耶穌告訴你他是那位復活主
[00:13:01.600 --> 00:13:06.600]  而是信仰最終是怎樣知道耶穌是那位的主呢?
[00:13:06.600 --> 00:13:08.600]  大家還記得嗎?
[00:13:08.600 --> 00:13:10.600]  在什麼場合當中發現?
[00:13:10.600 --> 00:13:13.600]  在祂抹餅的時候
[00:13:13.600 --> 00:13:16.600]  他們才認出他來
[00:13:16.600 --> 00:13:18.600]  這個認出他來很重要
[00:13:18.600 --> 00:13:21.600]  信仰原來是要我們每一個人
[00:13:21.600 --> 00:13:26.600]  按著我們的狀況去尋找必尋見
[00:13:27.600 --> 00:13:31.600]  我們要在當中參與其中
[00:13:31.600 --> 00:13:33.600]  毀身其中
[00:13:33.600 --> 00:13:36.600]  信仰是屬於我們每一個人自己
[00:13:36.600 --> 00:13:38.600]  那條人生的路當中
[00:13:38.600 --> 00:13:40.600]  主祂說我們要預備
[00:13:40.600 --> 00:13:43.600]  然後我們願意走出一步去經歷它
[00:13:43.600 --> 00:13:45.600]  與它相遇
[00:13:45.600 --> 00:13:50.600]  一個真實的和主相遇對話的路的信仰裡面
[00:13:50.600 --> 00:13:56.600]  才是我們每一個信徒真實信仰發生的地方
[00:13:56.600 --> 00:14:00.600]  信仰不只是一些頭腦的知識
[00:14:00.600 --> 00:14:04.600]  信仰是一個真實的和主相遇
[00:14:04.600 --> 00:14:11.600]  一個真實的和主在我們面前和我們相遇
[00:14:11.600 --> 00:14:13.600]  將我們的生命改變
[00:14:13.600 --> 00:14:20.600]  所以耶穌沒有停在十九節裡面
[00:14:20.600 --> 00:14:22.600]  當他們問的時候
[00:14:22.600 --> 00:14:25.600]  耶穌馬上給他們一個答案
[00:14:26.600 --> 00:14:29.600]  耶穌竟然還放下新娘
[00:14:29.600 --> 00:14:32.600]  墮入他們其中
[00:14:32.600 --> 00:14:35.600]  你可以想像耶穌是無所不知的
[00:14:35.600 --> 00:14:37.600]  知道他們心裡想什麼都不明白
[00:14:37.600 --> 00:14:39.600]  其實都不需要聽
[00:14:39.600 --> 00:14:42.600]  但是邀請祂問他們發生什麼事呢
[00:14:42.600 --> 00:14:44.600]  十九節
[00:14:44.600 --> 00:14:47.600]  這是一個故事其中第一個轉捩點
[00:14:47.600 --> 00:14:51.600]  或許耶穌是重視著他們的感受
[00:14:51.600 --> 00:14:53.600]  他們的生活處境
[00:14:54.600 --> 00:14:55.600]  他們在掙扎什麼事
[00:14:55.600 --> 00:14:57.600]  他們在關心什麼事
[00:14:57.600 --> 00:14:59.600]  他們放下不了什麼事
[00:14:59.600 --> 00:15:02.600]  他們過不了自己的什麼事
[00:15:02.600 --> 00:15:04.600]  耶穌重視著我們每一個人
[00:15:04.600 --> 00:15:06.600]  我們現在當刻
[00:15:06.600 --> 00:15:08.600]  生命裡面的掙扎
[00:15:08.600 --> 00:15:10.600]  我們的問題
[00:15:10.600 --> 00:15:12.600]  耶穌邀請他們分享
[00:15:12.600 --> 00:15:14.600]  邀請他們表達
[00:15:14.600 --> 00:15:20.600]  耶穌聆聽他們內心的感受
[00:15:20.600 --> 00:15:22.600]  和生命的故事
[00:15:22.600 --> 00:15:24.600]  等一下我想先停一停
[00:15:24.600 --> 00:15:26.600]  大家可以想一想
[00:15:26.600 --> 00:15:29.600]  一個生命同行的即時
[00:15:29.600 --> 00:15:32.600]  如果耶穌在這裡示範給我們看到
[00:15:32.600 --> 00:15:34.600]  祂如何和我們每一個
[00:15:34.600 --> 00:15:36.600]  走在厭惡思路上的人
[00:15:36.600 --> 00:15:38.600]  同行的時候
[00:15:38.600 --> 00:15:40.600]  祂在這裡作為一個聆聽者
[00:15:40.600 --> 00:15:45.600]  聆聽著我們每一個心底裡的想法
[00:15:50.600 --> 00:15:52.600]  他們將他們的說法
[00:15:52.600 --> 00:15:56.600]  路加福音也將他們引用出來
[00:15:56.600 --> 00:15:59.600]  在十九節下至二十四節
[00:15:59.600 --> 00:16:01.600]  剛才我也簡單地說了兩點
[00:16:01.600 --> 00:16:07.600]  他們希望的頑劣和信仰的很大的疑團
[00:16:07.600 --> 00:16:11.600]  是他們分享自由兩國的重點
[00:16:11.600 --> 00:16:13.600]  但他們在傳福音的時候
[00:16:13.600 --> 00:16:16.600]  也不會引用路加福音第十二十四章
[00:16:16.600 --> 00:16:18.600]  十九節至二十四節
[00:16:19.600 --> 00:16:20.600]  這段經文
[00:16:20.600 --> 00:16:22.600]  因為這段經文是在兩個門徒
[00:16:22.600 --> 00:16:24.600]  眼睛模糊之下
[00:16:24.600 --> 00:16:26.600]  面帶愁容之下
[00:16:26.600 --> 00:16:28.600]  所分享的信仰
[00:16:28.600 --> 00:16:30.600]  你會引用一個最標準的
[00:16:30.600 --> 00:16:32.600]  耶穌所說的話
[00:16:32.600 --> 00:16:34.600]  我們不會用兩個門徒
[00:16:34.600 --> 00:16:36.600]  其實他們也不太清楚
[00:16:36.600 --> 00:16:38.600]  甚至有偏差
[00:16:38.600 --> 00:16:40.600]  甚至有很多情緒之下
[00:16:40.600 --> 00:16:42.600]  對信仰的理解
[00:16:42.600 --> 00:16:44.600]  成為我們傳福音的訊息
[00:16:44.600 --> 00:16:46.600]  但路加很有趣
[00:16:47.600 --> 00:16:49.600]  他把這些說話留下來給我們看
[00:16:49.600 --> 00:16:51.600]  讓我們明白
[00:16:51.600 --> 00:16:53.600]  其實我們可能和他們差不多
[00:16:53.600 --> 00:16:55.600]  我們還是會
[00:16:55.600 --> 00:16:57.600]  還有一種面帶愁容
[00:16:57.600 --> 00:16:59.600]  眼睛模糊
[00:16:59.600 --> 00:17:01.600]  看不見信仰
[00:17:01.600 --> 00:17:03.600]  但我們可以抒發信仰出來
[00:17:03.600 --> 00:17:07.600]  而他們主也會聽我們心底的說話
[00:17:07.600 --> 00:17:10.600]  我由六月開始到最近
[00:17:10.600 --> 00:17:12.600]  剛剛昨天
[00:17:12.600 --> 00:17:14.600]  也有我們接受一個
[00:17:15.600 --> 00:17:17.600]  侍奉人員的訓練日
[00:17:17.600 --> 00:17:19.600]  特別昨天
[00:17:19.600 --> 00:17:21.600]  我們有一個工作坊
[00:17:21.600 --> 00:17:23.600]  我參與其中
[00:17:23.600 --> 00:17:26.600]  聽一個義務的導師
[00:17:26.600 --> 00:17:28.600]  帶中學生去分享
[00:17:28.600 --> 00:17:31.600]  其中他們做了一個很簡單的練習
[00:17:31.600 --> 00:17:33.600]  先說一分鐘
[00:17:33.600 --> 00:17:35.600]  給他們看一些相片
[00:17:35.600 --> 00:17:38.600]  然後即時說一分鐘他們的看法
[00:17:38.600 --> 00:17:40.600]  另一個就是聽
[00:17:40.600 --> 00:17:42.600]  先不准回應
[00:17:42.600 --> 00:17:44.600]  聽完之後
[00:17:44.600 --> 00:17:45.600]  另一個聽完之後
[00:17:45.600 --> 00:17:47.600]  要回應半分鐘
[00:17:47.600 --> 00:17:52.600]  然後請聽完的再分享一點
[00:17:52.600 --> 00:17:54.600]  聽到回應的人
[00:17:54.600 --> 00:17:56.600]  有沒有什麼補充
[00:17:56.600 --> 00:17:58.600]  接著他們做完一個練習之後
[00:17:58.600 --> 00:18:01.600]  就圍圈一起導師帶他們分享
[00:18:01.600 --> 00:18:03.600]  問他們剛才的體會如何
[00:18:03.600 --> 00:18:06.600]  其中我也很深刻
[00:18:06.600 --> 00:18:08.600]  同學也說
[00:18:08.600 --> 00:18:10.600]  這個練習當中
[00:18:10.600 --> 00:18:12.600]  讓我明白到
[00:18:13.600 --> 00:18:15.600]  如何聆聽的重要
[00:18:15.600 --> 00:18:17.600]  聆聽的重要
[00:18:17.600 --> 00:18:19.600]  對方聽我說話的時候
[00:18:19.600 --> 00:18:21.600]  他覺得很大不安
[00:18:21.600 --> 00:18:23.600]  但有些同學也即時
[00:18:23.600 --> 00:18:27.600]  想到自己的生活處境
[00:18:27.600 --> 00:18:29.600]  例如在學校或家庭當中
[00:18:29.600 --> 00:18:33.600]  有時如果對方不聽我的話
[00:18:33.600 --> 00:18:35.600]  不像剛才練習當中
[00:18:35.600 --> 00:18:37.600]  那半分鐘的同學
[00:18:37.600 --> 00:18:40.600]  他的做法是刻意叫同學
[00:18:41.600 --> 00:18:43.600]  回應我所說的話
[00:18:43.600 --> 00:18:45.600]  但在生活真實的處境當中
[00:18:45.600 --> 00:18:47.600]  當發生不了的時候
[00:18:47.600 --> 00:18:50.600]  可能他已經不想再說下去
[00:18:50.600 --> 00:18:52.600]  對話不能再發生
[00:18:52.600 --> 00:18:54.600]  聆聽也不能再發生
[00:18:54.600 --> 00:19:00.600]  另一個令我心中很大的感動
[00:19:00.600 --> 00:19:02.600]  其實倒轉來看
[00:19:02.600 --> 00:19:04.600]  可能對於我來說
[00:19:04.600 --> 00:19:06.600]  我也要學習聆聽
[00:19:06.600 --> 00:19:08.600]  我們自己在同學之間
[00:19:09.600 --> 00:19:11.600]  有很多自己的主見
[00:19:11.600 --> 00:19:13.600]  有很多自己的立場
[00:19:13.600 --> 00:19:15.600]  他說了之後
[00:19:15.600 --> 00:19:17.600]  只顧著將自己的說法
[00:19:17.600 --> 00:19:19.600]  告訴別人
[00:19:19.600 --> 00:19:21.600]  卻沒有空間給別人
[00:19:21.600 --> 00:19:23.600]  去聽回對方的想法
[00:19:23.600 --> 00:19:25.600]  所以說做完練習也提醒了他
[00:19:25.600 --> 00:19:27.600]  他自己也需要有一對
[00:19:27.600 --> 00:19:29.600]  聆聽的耳朵
[00:19:29.600 --> 00:19:33.600]  聆聽是很重要的
[00:19:33.600 --> 00:19:35.600]  所以最近我們也推出了
[00:19:35.600 --> 00:19:37.600]  一個聆聽的運動
[00:19:38.600 --> 00:19:41.600]  可以分享一些我們正在做的事
[00:19:41.600 --> 00:19:43.600]  說到這個故事
[00:19:43.600 --> 00:19:45.600]  剛才說到這兩個門徒
[00:19:45.600 --> 00:19:48.600]  分享完他們的想法
[00:19:48.600 --> 00:19:55.600]  耶穌當然沒有純粹留在聽完那裡
[00:19:55.600 --> 00:19:57.600]  也沒有純粹附和
[00:19:57.600 --> 00:20:00.600]  就這樣認同他們一切的想法和感受
[00:20:00.600 --> 00:20:04.600]  耶穌有帶出他們的生命問題
[00:20:04.600 --> 00:20:06.600]  耶穌對他們說
[00:20:07.600 --> 00:20:08.600]  無知人才所說的一切
[00:20:08.600 --> 00:20:10.600]  說你們信得太遲了
[00:20:10.600 --> 00:20:12.600]  基督不是必須受這些苦難
[00:20:12.600 --> 00:20:14.600]  然後進入他的榮耀嗎
[00:20:14.600 --> 00:20:16.600]  於是從而摩西才知
[00:20:16.600 --> 00:20:18.600]  經上所指著自己的話
[00:20:18.600 --> 00:20:20.600]  都給他們作了解釋
[00:20:20.600 --> 00:20:26.600]  耶穌指出他們的核心問題
[00:20:26.600 --> 00:20:29.600]  信心信得太遲
[00:20:29.600 --> 00:20:33.600]  too late 什麼意思呢
[00:20:33.600 --> 00:20:35.600]  我在想的時候
[00:20:36.600 --> 00:20:37.600]  如果不是信得太遲
[00:20:37.600 --> 00:20:39.600]  反過來是什麼意思呢
[00:20:39.600 --> 00:20:42.600]  是一種準備得好
[00:20:42.600 --> 00:20:46.600]  即是說無論我們在什麼狀況之中
[00:20:46.600 --> 00:20:48.600]  我們都能夠
[00:20:48.600 --> 00:20:50.600]  雖然信心有大有小
[00:20:50.600 --> 00:20:53.600]  都能夠堅持去信
[00:20:53.600 --> 00:20:57.600]  不會將信心放低
[00:20:57.600 --> 00:21:03.600]  或者將它減到最低的指數
[00:21:03.600 --> 00:21:05.600]  仍然去準備好自己
[00:21:05.600 --> 00:21:06.600]  去信
[00:21:06.600 --> 00:21:08.600]  落在任何的情況之中
[00:21:08.600 --> 00:21:10.600]  仍然堅持相信
[00:21:10.600 --> 00:21:14.600]  但都是這樣說
[00:21:14.600 --> 00:21:16.600]  相當不容易
[00:21:16.600 --> 00:21:18.600]  而且信心這個功課
[00:21:18.600 --> 00:21:22.600]  不是人可以給予一個人的
[00:21:22.600 --> 00:21:24.600]  什麼意思呢
[00:21:24.600 --> 00:21:26.600]  我不可以說因為我說完一番信息
[00:21:26.600 --> 00:21:28.600]  或者你有信心
[00:21:28.600 --> 00:21:30.600]  鼓勵了人的時候
[00:21:30.600 --> 00:21:32.600]  信心就會在對方的生命當中
[00:21:32.600 --> 00:21:34.600]  產生出來
[00:21:34.600 --> 00:21:35.600]  不會的
[00:21:35.600 --> 00:21:37.600]  簡單來說
[00:21:37.600 --> 00:21:39.600]  信心是上帝的恩賜
[00:21:39.600 --> 00:21:42.600]  是證明了人內心的工作
[00:21:42.600 --> 00:21:44.600]  改變人
[00:21:44.600 --> 00:21:46.600]  打開人的心
[00:21:46.600 --> 00:21:48.600]  開始漸漸懂得怎樣去信教上帝
[00:21:48.600 --> 00:21:51.600]  信心就是從那裏開始產生出來
[00:21:51.600 --> 00:21:53.600]  那人可以做些什麼呢
