
[00:00:00.000 --> 00:00:04.000]  周小嫻姑娘在我們當中傳講神的話語
[00:06:24.000 --> 00:06:32.000]  對他說:「這一切,權兵和榮華,我都要給你,因為這件事交給我的,
[00:06:32.000 --> 00:06:40.000]  我願意給誰就給誰,你若在我面前下敗,這一切都歸你。」
[00:06:40.000 --> 00:06:48.000]  耶穌回答他說:「天上天下,神父神父,至難求情,萬事萬物,都要祂所說的,祂說。」
[00:06:48.000 --> 00:07:00.000]  魔鬼又令他到耶路撒冷去,叫他站在聖殿頂上,對他說:「你若是神的兒子,從這裡跳下去,
[00:07:00.000 --> 00:07:13.000]  因為經上記著,主要為你命令他的使者保護你,他們要用手托著你,免得你的腳碰在石頭上。」
[00:07:13.000 --> 00:07:19.000]  耶穌回答他說:「經上說,但我知難處理的事也。」
[00:07:19.000 --> 00:07:25.000]  魔鬼用完了各樣的試探,就離開耶穌,再等時機。
[00:07:25.000 --> 00:07:35.000]  我們讀完這段經文,不知道大家有沒有感覺,遇到試探引用聖經,好像特別靈驗。
[00:07:35.000 --> 00:07:51.000]  其實耶穌所引用的這三段經文,是引出了出埃及時的三個不同的試探,我們逐個試探來看。
[00:07:51.000 --> 00:07:59.000]  第一個試探,耶穌引用的經文就是:「人活著,不是單靠食物。」
[00:07:59.000 --> 00:08:07.000]  剛才大家也讀了註腳點,就是:「乃是靠上帝口裡所出的一切」
[00:08:07.000 --> 00:08:15.000]  經文出自《生命記》八章三節,我們一起揭去《生命記》的八章三節。
[00:08:15.000 --> 00:08:31.000]  今天我們會揭《生命記》及《路加福音》比較多一點,大家可以拿電話的經文,或者揭聖經。
[00:08:31.000 --> 00:08:38.000]  雖然耶穌引用的是一節,但我們看,就看整段。
[00:08:38.000 --> 00:08:50.000]  《生命記》我們先回溫一下,這幾天大家都忙過新年,我們熱熱身,回到聖經的世界。
[00:08:50.000 --> 00:09:01.000]  《生命記》講什麼呢?是摩西在抗野頒布給以色列人的律例,也是準備進入應許之地所講的肺腑之言。
[00:09:01.000 --> 00:09:11.000]  摩西除了回顧以色列人在抗野走過的路,也是為抗野有新的一代人已經出來。
[00:09:11.000 --> 00:09:24.000]  他們在抗野走了四十年,已經有新的一代人,他們需要重新理解律法,所以摩西再重新解釋律法給新的一代人聽。
[00:09:24.000 --> 00:09:36.000]  而《生命記》出名的原因,也是因為耶穌在這三次試探中,都用《生命記》書卷的經文去回應摩西。
[00:09:36.000 --> 00:09:42.000]  究竟為什麼耶穌要引用這些經文,就是我們今天講的重點。
[00:09:42.000 --> 00:09:54.000]  大家都看到了,我們一起聽吧,我為大家讀出《生命記》八章一至五節。
[00:09:54.000 --> 00:10:11.000]  「我今日所吩咐你的一切誡明,你們要謹守遵行,好使你們存活,人數增多,可以進去得耶和華向你們列祖起誓應許的那地。
[00:10:11.000 --> 00:10:29.000]  你要記得,這四十年耶和華,你的神在抗野一路引導你,是要磨練你,考驗你,為要知道你的心如何,是否願意遵守他的誡明。
[00:10:29.000 --> 00:10:46.000]  他磨練你,任你飢餓,將你和你列祖所不認識的瑪那賜給你吃,是使你知道人活著,不是單靠食物,乃是靠耶和華口裡所出的一切話。
[00:10:46.000 --> 00:11:03.000]  這四十年,你身上的衣服沒有穿破,你的腳也沒有腫,你心裡要知道,耶和華你的神管教你,像人管教兒女一樣。」
[00:11:03.000 --> 00:11:21.000]  萊特穆斯是其中一個在2015年港九培靈研經會的講員,他在講解《生命記》這段經文時分享,我們讀這段經文是不可能不想起主耶穌的,
[00:11:21.000 --> 00:11:50.000]  因為主耶穌在曠野受試探,就是引用《生命記》八章三節來抵擋魔鬼,所以主耶穌當時是在默想這段經文,我們試想想,當主耶穌記起第五節,耶和華你神管教你,好像人管教兒子一樣,耶穌是誰?
[00:11:50.000 --> 00:12:07.000]  三段記載耶穌在曠野受試探的福音書,都安排了這段經文放在耶穌接受水禮之後,而耶穌受浸的時候,天父在天上有聲音說,大家記不記得說什麼?
[00:12:07.000 --> 00:12:30.000]  「這是我的外子」,所以在耶穌內心和思想確認了祂是人子這個身份之後,聖靈就帶領了耶穌進入曠野,在曠野四十天,四十天很長,又沒有iPhone,電話,電視,什麼都沒有,
[00:12:30.000 --> 00:12:39.000]  在馬可福音記載,耶穌和野獸在一起,斷股也不會在一起玩吧?
[00:12:39.000 --> 00:13:05.000]  默特穆斯猜測耶穌在默想經文,而正正在撒旦挑戰他的時候,耶穌正在默想這段經文,所以撒旦來挑戰他,魔鬼來挑戰他的時候,就說,如果你是神的兒子,為什麼要捱餓?
[00:13:05.000 --> 00:13:26.000]  耶穌真的餓了,聖經也說祂餓了,因為祂已經禁食四十天,昔日神在曠野設馬那,如果你是神的兒子,現在為什麼不吩咐將這些石頭變做餅去充饑呢?
[00:13:26.000 --> 00:13:39.000]  如果你是神的兒子,神的兒子做什麼都可以,但是對耶穌來說,做神的兒子是怎麼一回事呢?是不是做什麼都可以呢?
[00:13:39.000 --> 00:14:04.000]  神在舊約說,以色列是我投生的兒子,而在出埃及之後,這個投生的兒子,就同樣去到曠野四十年,但是以色列這個投生的兒子對神表現是怎麼樣呢?不忠,不聽神的話,是不是?
[00:14:04.000 --> 00:14:30.000]  現在耶穌來了,祂是神的愛子,愛子又在曠野四十天,所以福音書的作者刻意將這四十天和曠野的四十年有一個對應,就好像我們看粵劇,我們一看那些面具的顏色,我們就知道那個人是忠還是奸,是有些記號的。
[00:14:30.000 --> 00:14:43.000]  所以猶太人讀這些經文,一讀到四十,曠野這些字,他們就很自然會想起出埃及,以色列人的經歷。
[00:14:43.000 --> 00:15:09.000]  究竟這個愛子會不會忠於天父呢?會不會聽從生命的訓誨?會不會又重蹈投生的兒子,以色列人又不聽天父的話呢?我們帶入耶穌的位置想想,如果你是神的愛子,你是耶穌,撒旦魔鬼在挑戰著你,你會想什麼呢?
[00:15:09.000 --> 00:15:37.000]  如果他真的在曠野默想著《生命記八章》一至五節這段經文的話,在二至三節,你要紀念耶和華你的神在曠野引導你這四十年,是要撫練你,試驗你,要知道你內心如何,肯守他的誡命不肯,去撫練你,任你飢餓,將你和你列祖所不認識的猛男刺給你吃。
[00:15:37.000 --> 00:15:49.000]  耶穌真的很餓,但是他識破了撒旦的誘惑,他洞悉了真正的試煉是什麼,就是他聽不聽話。
[00:15:49.000 --> 00:16:09.000]  當他知道神當然可以藉著神蹟給他食物,但是有一樣東西比食物更重要的,就是第三節,人活著不是單靠食物,而是靠耶和華,口裡所出的一切話。
[00:16:09.000 --> 00:16:30.000]  所以最重要的是神的兒子耶穌,他是不是肯聽,是不是肯遵從天父的吩咐。當耶穌默想到這段經文的時候,他就在這段話語裡得到力量去通過考驗和試探。
[00:16:30.000 --> 00:16:44.000]  以色列人在抗野肚餓,面對食肉的考驗,有什麼反應,大家記不記得,在抗野裡面,他記載在出埃及記十六章,我們就不揭去出埃及記了。
[00:16:44.000 --> 00:16:53.000]  他們在抗野大起肉心,我為大家讀出幾節經文,記載在這樣:
[00:16:53.000 --> 00:17:04.000]  以色列傳會眾與以林起程,在出埃及之後第二個月十五日,到了以林與西內中間,遜的抗野。
[00:17:04.000 --> 00:17:11.000]  以色列傳會眾在抗野向摩西和阿倫發怨言,以色列人對他們說:
[00:17:11.000 --> 00:17:27.000]  我們寧願在埃及地死在耶和華手中,乃是我們坐在肉窩旁吃餅得飽,你們卻將我們領出來到這抗野,要叫這傳會眾都餓死呀!
[00:17:27.000 --> 00:17:41.000]  他們在抗野發脾氣,發怨言,不斷發怨言,有馬拿吃都未夠,想吃肉,問神要拿肉吃,是嗎?
[00:17:41.000 --> 00:17:50.000]  以色列昔日在這個試探裡面,就是這樣失敗了,但是今天面對同樣的試探,耶穌勝過了。
[00:17:50.000 --> 00:17:59.000]  他引用了《生命記》八章三節,強調要完全依靠上帝那份重要性。
[00:17:59.000 --> 00:18:08.000]  那即是怎樣呀?讀到這裡,我們怎樣應用是今天呀?是否肚餓,我們先不要吃東西,我們去讀經?
[00:18:08.000 --> 00:18:28.000]  我們不會這樣應用,其實這段經文並不是說食物不好,食物其實都是神的恩賜,是忠誠的,而重點是我們不要單靠食物,有很多時候事情是忠誠的,
[00:18:28.000 --> 00:18:43.000]  但如果我們單靠食物取代了神的位置,那就容易令我們陷入試探裡面。我舉個例,我自己很喜歡看書,因為書本裡面有很多知識和經驗,
[00:18:43.000 --> 00:18:58.000]  我學煮飯,讀神學,寫講章,學照顧嬰兒,我都是買書來看,最近做家務,收拾房子,原來也有很多書去看,
[00:18:58.000 --> 00:19:17.000]  但一想到我將要去宣教,我沒有帶著那麼多書,又沒有在香港那麼方便找到相關適當的書來看,我有點不安,所以經常在想怎樣將書帶在身上呢?
[00:19:17.000 --> 00:19:29.000]  但聖靈提醒我,不要單靠書本的知識和經驗,你是不是只靠這件事去做事情呢?
[00:19:29.000 --> 00:19:51.000]  其實看書用知識和經驗來彌補我們的不足,是好事,是忠誠的,但如果我們只靠這件事才做得好一件事的話,我們就要立刻反思一下,去處理一下自己,又調整一下,
[00:19:51.000 --> 00:20:07.000]  因為這件事很容易令我們陷入試探,然後我們又去第二個試探,第二個試探在經文的五節八節,魔鬼說:
[00:20:07.000 --> 00:20:28.000]  「你若向我下拜,我就將一切的權柄和榮華都給你。」吃東西不行,他又用第二招,在這個試探裏魔鬼企圖使耶穌降伏在他的腳前,就是靠他的權勢成為萬國的主宰。
[00:20:28.000 --> 00:20:51.000]  耶穌回答:當然啦,又是引用生命記的經文,我們切去第六章生命記的十三節,是耶穌引用的經文,我為大家讀出:
[00:20:51.000 --> 00:21:06.000]  「你要敬畏耶和華,你的神是奉他,奉他的名起誓。」十四節:「不可隨從別神,就是你們四位民族的眾神明。」
[00:21:06.000 --> 00:21:32.000]  以色列人在抗野時犯了一個很嚴重的罪,大家記不記得?就是當他們去摩西上山,四十天都未下來的時候,他們叫阿倫快點幫我們弄一個金牛毒給我們拜,不知摩西上面怎樣,這個金牛毒就領我們出抗野。
[00:21:32.000 --> 00:21:43.000]  他們叩拜了一個自己人手造的偶像,記載在春埃及記三十二章。
[00:21:43.000 --> 00:22:08.000]  所以在生命記,這段經文的背景,又是以色列人跌倒的另一件事,就是當時抗野裏住了很多不同的人種,好像香港一樣住了很多人種,他們拜各樣各式的神,例如迦南人就是拜巴力。
[00:22:08.000 --> 00:22:32.000]  巴力是泥土、雨水相謀、聖和生殖力的神,所以人們會試探,就是我們敬畏耶和華師封耶和華,耶和華又為我們征戰,賜下安息,不過如果生活無憂,我想我們都要拜下巴力,拜巴力的人看起來很富貴。
[00:22:32.000 --> 00:22:48.000]  以色列人很多時不斷重複,重蹈這種信仰混合主義,他們沒有離棄耶和華,只不過順手拜旁邊的那個。
[00:22:48.000 --> 00:23:04.000]  面對拜偶像的試探,昔日的以色列人又是怎樣呢?常常失敗,但是耶穌在魔鬼的試探裏面,他再次得勝。
[00:23:04.000 --> 00:23:17.000]  他引用生命紀錄章十三節,就是要指出人要單單敬拜獨一的真神,重點在單單這個字。
[00:23:17.000 --> 00:23:40.000]  我們今天其實都是一樣,我們四周都有很多神偶像的誘惑,其他人拜的都很誘惑我們去拜,特別新年很多人去上頭炷香,去黃大仙,去拜那些,不過這些都是低層次的,肉眼看得到的偶像。
[00:23:40.000 --> 00:24:06.000]  現在魔鬼用了一些高層次的誘惑紀錄圖,就是肉眼看不到的偶像,有自我的神,看不到的,我們很喜歡自己,喜歡到最近Facebook情人節有一段片幾十萬人瀏覽,就是男人的男仔對著鏡子約會自己。
[00:24:06.000 --> 00:24:19.000]  因為情人節跟最愛的人一起,他跟自己對著鏡子,為自己吃情人節餐,最愛的因為是自己。
[00:24:19.000 --> 00:24:47.000]  有享樂的神,有玩樂的神,現在的娛樂是以前沒有那麼多的,現在是更加多的。所以我們要更加謹慎防範,而且重點是唯獨,我們記住是單單,我們只是選一個,不可以說我也敬拜耶和華,但是馬底也有一點開放給其他,是不可以的。
[00:24:47.000 --> 00:24:50.000]  聖經這裡說是不可以的。
[00:24:50.000 --> 00:24:55.000]  第三個試探,我們繼續看。
[00:24:55.000 --> 00:25:21.000]  魔鬼又對耶穌說,失敗了,給萬國也不行,他用什麼方法呢?如果你是上帝的兒子,可以在這裡跳下去,那就用激將法,誘惑他不行,就用激將法。如果你是神的兒子,你在這裡跳下去一定沒問題,他還引用經文,因為聖經說一定有天使來接住你的。
[00:25:21.000 --> 00:25:48.000]  魔鬼勸耶穌在這裡跳下去,是說要耶穌按照自己的心意,因著個人的利益,去逼上帝施行其功。就好像以色列人當日在抗耶,為了要喝水,要求上帝施神蹟,他們怕上帝不記得了他們的需要,他們怕上帝不記得了他們,不看顧他們。
[00:25:48.000 --> 00:25:59.000]  所以在這裡,經文,耶穌引用的,生命記,六章十六節。我們又揭去六章十六節。
[00:25:59.000 --> 00:26:17.000]  今次又讀一下,開一下口。六章十六節,我們一起讀。你們不可試探耶和華,你們的神,將你們在馬薩那樣試探他。
[00:26:17.000 --> 00:26:39.000]  馬薩那樣試探他,又記載在出埃及記第十七章。馬薩是一個地方名。當以色列人離開埃及,走了很長的路,覺得很渴望,在抗耶沙漠,又在烈日走那麼遠,他們很心急想找水喝。
[00:26:39.000 --> 00:27:01.000]  於是到了一個地方叫馬薩,又是叫米利巴,以為有水喝,誰知不能喝。他們很辛苦的時候就叫喊,神啊,你到底在哪?質疑神,究竟你是否真的會按照你答應過我們的事去做?
[00:27:01.000 --> 00:27:21.000]  他們開始質疑神的應許。這裡是說生命記的後半節,將你們在馬薩那樣試探他。魔鬼嘗試再令耶穌陷入試探裡面,但是當然魔鬼的詭計又是被耶穌識破了。
[00:27:21.000 --> 00:27:43.000]  面對試探神的誘惑,耶穌拒絕了。在往日以色列人在抗耶失敗過的,今天耶穌勝過了。他引用六章十六節,就是指出我們不要因為不信而去懷疑上帝的信實。
[00:27:43.000 --> 00:28:01.000]  所以我們來一個小小的總結,耶穌所受的三個試探,其實內容都指向以色列人在抗耶所受的試探,分別食肉、拜偶像和試探上帝為主題。
[00:28:01.000 --> 00:28:18.000]  在回應這個試探裡面,我們看到耶穌確實完完全全只是倚靠上帝,祂只是單單敬拜獨一的真神,祂也不會因為不信而去懷疑上帝的信實。
[00:28:18.000 --> 00:28:46.000]  最重要的是,不知道大家有沒有留意到這三個試探有一個共通點,就是耶穌在這個末後,上帝的兒子並沒有像古時以色列投生的兒子那樣不孝不忠去背叛了上帝,忘記了上帝在他們的救恩。
[00:28:46.000 --> 00:29:09.000]  即使魔鬼用什麼招數試探,萬變不離其中,都是嘗試令耶穌像抗耶的以色列人一樣,忘記上帝的主權和作為,讓耶穌偏離上帝的心意和計劃。
[00:29:09.000 --> 00:29:29.000]  所以,魔鬼在以色列人快要結束抗耶四十年的行程,他很苦口婆心地一再叮嚀那群年輕人,千萬不要忘記耶和華,千萬不要忘記耶和華,千萬不要忘記耶和華。
[00:29:29.000 --> 00:29:45.000]  在《生命記》八章中,講了不止三次,我們一起看看,在11-20節,我很快地為大家讀出。
[00:29:45.000 --> 00:30:08.000]  你要謹慎,免得忘記耶和華,你的神,不守他的誡命,典章、律例,就是我今天吩咐你的,免得你吃得飽足,建造上好的房屋,住在其中,你的牛羊增多,你的金銀增多,你擁有的一切全部都增多。
[00:30:08.000 --> 00:30:32.000]  於是你的心高傲,忘記耶和華你的神,祂曾將你從埃及地維奴之家領出來,曾引領你經過那大而可怕的曠野,有火蛇、蠍子、乾旱、無水之地,祂也曾為你使水從堅硬的盆石中流出來,
[00:30:32.000 --> 00:30:58.000]  又在曠野將你列祖所不認識的瑪拿刺給你吃,為要磨練你、考驗你、終究使你享福。你心裡說:「這財富是我的力量,我所能力得來的。」你要記得耶和華,你的神,因為得財富的能力是祂給你的,為要堅守祂向你列祖起誓所立的約。
[00:30:58.000 --> 00:31:23.000]  像今天一樣,你若忘記耶和華你的神,隨從別神,侍奉祂們,敬拜祂們,我今日警告你們,你們必定滅亡。耶和華在你們面前,怎樣使列國滅亡,你們也必照樣滅亡,因為你們不聽從耶和華,你們神的話。
[00:31:23.000 --> 00:31:41.000]  摩西很鄭重地一再警戒新一代的以色列人,結果他們還是沒有聽,所以以色列經歷了亡國,被俘虜到其他國家。
[00:31:41.000 --> 00:32:05.000]  神有恩典,我們是一群追從基督的人,我們也立志要忍受魔鬼試探的人,今日的題目就是忍受試探的人有福了。我們被未信主耶穌,沒有跟隨主耶穌的人有福了,我們知道怎樣忍受試探。
[00:32:05.000 --> 00:32:15.000]  因為主耶穌勝過了,祂為我們預備了出路,我們不用靠自己盲忠忠去找出路。
[00:32:15.000 --> 00:32:37.000]  如何應用呢?保羅也示範了一次如何應用主耶穌的教導。在新約哥林多前書第十章,記載了哥林多教會遇到很多問題,保羅沒有逐樣跟他們說,他講問題的根源,
[00:32:37.000 --> 00:33:00.000]  例如:吃,抗夜倒閉,拜偶像,三個例子都像這個組合,又是說不要試探主,會被蛇所滅。保羅可以逐樣討論教會的問題,但他選擇了由根源說起,因為根源都是一樣,忘記了上帝。
[00:33:00.000 --> 00:33:14.000]  所以經文記載了保羅很鄭重地責備哥林多教會,所有的統統都是從領受而來,為何彷彿誇口不是領受呢?
[00:33:14.000 --> 00:33:34.000]  保羅在十一章緊接時說了什麼呢?就是說「領聖餐」,領聖餐是說什麼呢?就是說「紀念主」,解約就是要紀念主,紀念主拯救我們,就是這個解約。
[00:33:34.000 --> 00:34:01.000]  因為我們忘記了,忘記了是問題,所以方法就是要記起,記起主耶穌,記起主耶穌在我們身上的救恩。所以紀念其實是守約很重要的元素,我們讀詩篇,古人經常呼求主,求祂紀念他,同樣其實主都期望我們常常紀念他的作為。
[00:34:01.000 --> 00:34:10.000]  剛才我坐在一旁也看了大家領聖餐,你們習慣領聖餐的手法是怎樣的呢?
[00:34:10.000 --> 00:34:35.000]  我讀神學院的時候,今天又說神學院了,好像說了很多,如院長私聖餐,我好像平時一樣就去領聖餐,我都好像平時一樣伸手去拿餅,可能我覺得我比較心急,可能又覺得院長辛苦了,這樣遞,我接一半,不用遞那麼遠,沒那麼辛苦。
[00:34:35.000 --> 00:34:57.000]  但院長遞了一半,他停了,沒有把餅給我,他示意我接著,我都呆了,什麼事呢?然後他叫我把手勢轉一轉,然後這樣去拿的手勢,他提醒我要這樣。
[00:34:57.000 --> 00:35:15.000]  剛才你們是怎樣領聖餐的?有沒有留意自己的手勢?我真的沒有留意,但自此之後我就很留意領聖餐的手勢,後來有一次誤會,我有機會聽回如院長說,原來他常常矯正人領聖餐的手勢。
[00:35:15.000 --> 00:35:35.000]  他說領聖餐的手勢是一個很深的神學意義,當人來到主前,雙手是接著餅,是象徵著人接受救恩,完全是白白的領受,不用自己去拿的,是接著的。
[00:35:35.000 --> 00:36:04.000]  人也沒有辦法,也不需要自己去拿的,是接著,是白白的領受。所以自此領聖餐的時候,當我雙手合起來,看著餅在師餐人員的手,落在我的手裡的時候,當我做這個動作,我內心真的有一種暖流,有很深很深的感動,感激的情。
[00:36:04.000 --> 00:36:23.000]  就在裡面湧流出來,我總是覺得裡面有一把聲音,主啊,多謝祢救贖我,不是因為我做了什麼,單單因為祢愛我。
[00:36:23.000 --> 00:36:39.000]  所以在手聖餐的時候,我們就是這樣去回顧,每一次去紀念主對我們每個人的救恩,我們去感恩,原來感恩的意思也是紀念主的意思。
[00:36:39.000 --> 00:36:56.000]  萊特穆斯在解釋《生命記》的時候,他說過這句話,唯一推動我們去愛神的是什麼呢?是神的恩典。《生命記》第八章,他提醒世人不要忘記神,要紀念神的作為。
[00:36:56.000 --> 00:37:14.000]  在《生命記》第六章,也有一個很經典的經文,告訴我們到底人愛神的原因和動力何在。經文呈現著一個以色列人家庭,爸爸教兒子要遵守神的律法,身負他生活。
[00:37:14.000 --> 00:37:30.000]  兒子問爸爸,為什麼我們要做這些事?我們做這些事有什麼意義?我們要這樣做,原因何在?理據何在?爸爸可以不用理兒子的提問,總之你照做,不要問。
[00:37:30.000 --> 00:37:45.000]  但是神的回答方式是,將從前在埃及遺留的故事,將神如何帶領以色列人出埃及的救贖故事,再講一次給兒子聽。
[00:37:45.000 --> 00:38:06.000]  為什麼人要順服神?因為我們是蒙祂救贖的一群。當我們的心被恩典感動,我們內裡就有愛的動力湧流,感恩就會自然在我們內裡湧流。
[00:38:06.000 --> 00:38:26.000]  而當我們感恩,我們也是紀念著神的工作,我們不會忘記神。所以耶穌在曠野面對試探,引用生命的六章和八章的經文,絕對不是隨口說的,不是隨意的,乃是精髓的所在。
[00:38:26.000 --> 00:38:46.000]  希望今天的訊息,幫我們每一位面對試探的時候,都有提醒,有幫助。我在這裡再次祝福大家,新的一年,無論順逆,都不忘感恩,在主的話語裡面,去得力勝過試探。
[00:38:46.000 --> 00:38:49.000]  (字幕由 Amara.org 社群提供)
[00:38:49.000 --> 00:38:52.000]  (字幕由 Amara.org 社群提供)

