
[00:00:00.000 --> 00:00:04.680]  今日是農曆年第一個主日崇拜
[00:01:48.240 --> 00:01:50.320]  他一定拿著牙籤去刮
[00:01:50.320 --> 00:01:52.080]  他不單止刮一片
[00:01:52.080 --> 00:01:54.080]  還要刮兩三片
[00:01:54.080 --> 00:01:57.400]  我一看就覺得
[00:01:57.400 --> 00:01:59.880]  這個伯伯怎麼這樣
[00:01:59.880 --> 00:02:03.360]  去到某一個位置
[00:02:03.360 --> 00:02:05.640]  又刮了兩三塊
[00:02:05.640 --> 00:02:06.640]  刮到口裏
[00:02:06.640 --> 00:02:08.880]  怎知有一塊刮不緊
[00:02:08.880 --> 00:02:10.080]  就掉到地上
[00:02:10.080 --> 00:02:12.320]  然後看一看沒有人發覺
[00:02:12.320 --> 00:02:13.800]  其實我在後面看到的
[00:02:13.800 --> 00:02:18.840]  他一腳就將那塊掉到地上的魚片
[00:02:18.840 --> 00:02:22.160]  一腳就射到角落
[00:02:22.160 --> 00:02:24.160]  沒有人看到
[00:02:24.160 --> 00:02:27.840]  我一看就覺得
[00:02:27.840 --> 00:02:29.600]  這樣也有
[00:02:29.600 --> 00:02:32.200]  同樣在這個地方
[00:02:32.200 --> 00:02:37.280]  那天晚上我們去吃東西睡覺
[00:02:37.280 --> 00:02:41.760]  因為其中一個朋友不舒服發燒
[00:02:41.760 --> 00:02:44.680]  我們就想可不可以先給他一個房間
[00:02:44.680 --> 00:02:47.360]  讓這個朋友休息
[00:02:47.760 --> 00:02:49.760]  但那裡說不行不行
[00:02:49.760 --> 00:02:51.200]  這裡是宿營
[00:02:51.200 --> 00:02:53.000]  一定要集齊一起
[00:02:53.000 --> 00:02:55.120]  我們就一起進房間
[00:02:55.120 --> 00:02:57.640]  怎知被鋪全都未鋪過
[00:02:57.640 --> 00:03:00.320]  可不可以先幫他鋪一張
[00:03:00.320 --> 00:03:02.560]  那些民宿
[00:03:02.560 --> 00:03:04.320]  你們要自己鋪的
[00:03:04.320 --> 00:03:07.760]  讓你們去體驗一下生活
[00:03:07.760 --> 00:03:10.520]  說這麼多
[00:03:10.520 --> 00:03:11.240]  好了不要理那麼多
[00:03:11.240 --> 00:03:12.520]  快點搞定它
[00:03:12.520 --> 00:03:13.600]  好了
[00:03:13.600 --> 00:03:15.200]  講了一些情景
[00:03:15.200 --> 00:03:17.920]  你猜猜我去了哪個地方
[00:03:17.920 --> 00:03:20.000]  給你們幾個提示
[00:03:20.000 --> 00:03:20.640]  好
[00:03:20.640 --> 00:03:22.840]  第一個國內
[00:03:22.840 --> 00:03:24.160]  第二個台灣
[00:03:24.160 --> 00:03:25.560]  第三個韓國
[00:03:25.560 --> 00:03:27.560]  第四個日本
[00:03:27.560 --> 00:03:30.560]  哪裡?台灣
[00:03:30.560 --> 00:03:31.560]  還有呢?
[00:03:31.560 --> 00:03:33.960]  日本
[00:03:33.960 --> 00:03:36.200]  又有人轉頭
[00:03:36.200 --> 00:03:37.920]  不過真的
[00:03:37.920 --> 00:03:39.600]  答案是日本
[00:03:39.600 --> 00:03:44.320]  因為通常人們就覺得
[00:03:44.320 --> 00:03:48.120]  日本的人很斯文
[00:03:48.120 --> 00:03:48.640]  是嗎?
[00:03:48.640 --> 00:03:51.400]  還有很乾淨
[00:03:51.400 --> 00:03:54.520]  為什麼我肯定那個伯伯是日本人呢?
[00:03:54.520 --> 00:03:57.360]  因為我後來就看到他的太太出現了
[00:03:57.360 --> 00:03:58.880]  跟他講話
[00:03:58.880 --> 00:04:00.120]  用日文講話
[00:04:00.120 --> 00:04:04.080]  還有拿著豉油就去買了豉油
[00:04:04.080 --> 00:04:05.840]  但是呢
[00:04:05.840 --> 00:04:07.440]  給我的經歷就是
[00:04:07.440 --> 00:04:11.240]  原來無論給人的外觀感覺
[00:04:11.240 --> 00:04:13.680]  是多麼有禮貌多麼斯文都好
[00:04:13.680 --> 00:04:20.000]  但原來人裡面的人性都是一樣的
[00:04:20.000 --> 00:04:23.320]  待會我們講以利亞
[00:04:23.320 --> 00:04:28.680]  以利亞先知被譽為舊約裡面一個最勇敢
[00:04:28.680 --> 00:04:31.240]  最有能力的先知
[00:04:31.240 --> 00:04:36.640]  他藉著神的能力
[00:04:36.640 --> 00:04:38.160]  行神蹟
[00:04:38.160 --> 00:04:40.160]  他是第一個人
[00:04:40.160 --> 00:04:42.080]  叫寡婦的兒子
[00:04:42.080 --> 00:04:43.560]  死了的兒子
[00:04:43.560 --> 00:04:45.400]  可以翻生的
[00:04:45.400 --> 00:04:49.240]  他又跟450名巴黎先知去鬥法
[00:04:49.240 --> 00:04:52.200]  是非常的厲害
[00:04:52.200 --> 00:04:54.800]  但是呢
[00:04:54.800 --> 00:04:57.960]  他的出身其實很低微
[00:04:57.960 --> 00:05:00.760]  他是一個鄉下人
[00:05:00.760 --> 00:05:03.360]  也沒有受過特別的訓練
[00:05:03.360 --> 00:05:06.520]  但是當他行了很多神蹟
[00:05:06.520 --> 00:05:08.360]  鬥完法之後
[00:05:08.360 --> 00:05:11.960]  當他仰望上帝的能力
[00:05:11.960 --> 00:05:15.160]  一轉眼回看自己的境況的時候
[00:05:15.160 --> 00:05:18.440]  他就突然跌倒下來
[00:05:18.440 --> 00:05:21.880]  他在上帝面前又喊生又喊死
[00:05:21.880 --> 00:05:23.960]  又說武力在侍奉
[00:05:23.960 --> 00:05:26.520]  有一點像成熙
[00:05:26.520 --> 00:05:30.400]  我們今天就從剛才那段經文
[00:05:30.400 --> 00:05:36.320]  我們看一看以利亞先知的性情
[00:05:36.320 --> 00:05:40.400]  我們從那段經文
[00:05:40.400 --> 00:05:43.160]  我們看到他是一個很勇敢
[00:05:43.160 --> 00:05:46.360]  很大膽的人
[00:05:46.360 --> 00:05:52.120]  他對上帝的信靠度非常重要
[00:05:52.120 --> 00:05:56.160]  我們先想像一下
[00:05:56.160 --> 00:06:00.760]  在以利亞一出場的場景
[00:06:00.760 --> 00:06:02.560]  他就說到
[00:06:02.560 --> 00:06:05.720]  以利亞收到上帝的召命
[00:06:05.720 --> 00:06:09.720]  他就去到阿哈王的面前宣告
[00:06:09.720 --> 00:06:14.360]  我講明以利亞是一個鄉下人
[00:06:14.360 --> 00:06:17.360]  那裡是窮鄉僻壤
[00:06:17.360 --> 00:06:20.920]  那些人說話就粗聲粗氣
[00:06:20.920 --> 00:06:23.360]  他就去到王宮
[00:06:23.360 --> 00:06:28.240]  又穿著奇形怪彈的皮衣
[00:06:28.240 --> 00:06:30.520]  戴著鄉下音
[00:06:30.520 --> 00:06:34.800]  粗聲粗氣地對阿哈王這樣說
[00:06:34.800 --> 00:06:37.520]  他粗聲粗氣戴著鄉下音
[00:06:37.520 --> 00:06:40.120]  好像一個命令一樣
[00:06:40.120 --> 00:06:42.720]  總之我不命令這個天
[00:06:42.720 --> 00:06:44.320]  這個天就不會下雨
[00:06:44.320 --> 00:06:46.720]  半滴露水都沒有
[00:06:46.720 --> 00:06:48.440]  他這麼大膽
[00:06:48.440 --> 00:06:53.080]  你猜阿哈王又有什麼反應呢
[00:06:53.080 --> 00:06:55.120]  這個人這麼奇怪
[00:06:55.120 --> 00:06:57.800]  穿著不知什麼皮衣
[00:06:57.800 --> 00:07:01.200]  還說出口音這麼奇怪
[00:07:01.200 --> 00:07:02.960]  當然是很粗聲粗氣
[00:07:02.960 --> 00:07:04.600]  我想像一下
[00:07:04.600 --> 00:07:09.720]  當然是找一些侍應把他扔出街外
[00:07:09.720 --> 00:07:13.480]  我相信以利亞那時剛剛出道
[00:07:13.480 --> 00:07:17.520]  他上帝召他去跟阿哈王說話
[00:07:17.520 --> 00:07:20.120]  竟然說如果我不祈禱的時候
[00:07:20.120 --> 00:07:22.080]  天就不會下雨
[00:07:22.080 --> 00:07:23.920]  我想他冷靜下來的時候
[00:07:23.920 --> 00:07:25.800]  想想都害怕
[00:07:25.800 --> 00:07:27.720]  哇!是不是真的
[00:07:27.720 --> 00:07:31.520]  自己是不是這麼有權威
[00:07:31.520 --> 00:07:33.160]  我記得有一次
[00:07:33.160 --> 00:07:35.000]  有一位太太
[00:07:35.000 --> 00:07:38.520]  她在尋求信仰
[00:07:38.520 --> 00:07:40.920]  她來找一位去祈禱
[00:07:40.920 --> 00:07:44.200]  因為她先生要跟她離婚
[00:07:44.200 --> 00:07:46.120]  離婚的時候
[00:07:46.120 --> 00:07:50.680]  她說明了那層樓不會給她住
[00:07:50.680 --> 00:07:51.680]  賣了她
[00:07:51.680 --> 00:07:54.160]  一人一半分了錢給她
[00:07:54.160 --> 00:07:55.840]  但這位太太很害怕
[00:07:55.840 --> 00:07:57.440]  因為結婚十幾年了
[00:07:57.440 --> 00:07:58.880]  又沒有兒子生
[00:07:58.880 --> 00:08:00.600]  又沒有工作
[00:08:00.600 --> 00:08:02.080]  所以她沒有房子
[00:08:02.080 --> 00:08:03.360]  將來不知怎樣
[00:08:03.360 --> 00:08:06.200]  她的父母又不接受
[00:08:06.200 --> 00:08:08.080]  如果她婚姻跟別人離婚
[00:08:08.080 --> 00:08:09.720]  就不接受她了
[00:08:09.720 --> 00:08:11.360]  很害怕
[00:08:11.360 --> 00:08:12.280]  有一次
[00:08:12.280 --> 00:08:14.000]  我跟她一起祈禱
[00:08:14.000 --> 00:08:16.520]  我說上帝一定為你預備地方
[00:08:16.520 --> 00:08:19.440]  跟著跟她去到法庭外面的時候
[00:08:19.440 --> 00:08:21.440]  準備賞情的時候
[00:08:21.440 --> 00:08:22.640]  我又祈禱了
[00:08:22.640 --> 00:08:25.680]  我說上帝這位姐妹真的很害怕
[00:08:25.680 --> 00:08:29.840]  求你叫她在上午快快脆脆審完
[00:08:29.840 --> 00:08:32.080]  不要再拖到下午了
[00:08:32.080 --> 00:08:35.480]  因為她真的之前住了
[00:08:35.480 --> 00:08:37.800]  那姐妹又問我
[00:08:37.800 --> 00:08:38.760]  她說
[00:08:38.760 --> 00:08:39.680]  是不是真的
[00:08:39.680 --> 00:08:41.600]  耶穌一定給我的
[00:08:41.600 --> 00:08:42.520]  我說真的
[00:08:42.520 --> 00:08:44.320]  就算耶穌不給你住也好
[00:08:44.320 --> 00:08:47.160]  我想辦法幫你找地方住
[00:08:47.160 --> 00:08:49.400]  就算我沒有地方給你住也好
[00:08:49.400 --> 00:08:53.440]  最多一起跟你睡天橋底
[00:08:53.440 --> 00:08:58.720]  有時說完你才發覺大擠
[00:08:58.720 --> 00:09:01.400]  我家人怎會讓她跟我一起住
[00:09:01.400 --> 00:09:02.640]  如果沒有地方給她住
[00:09:02.640 --> 00:09:05.520]  跟她一起睡天橋底怎麼辦
[00:09:05.520 --> 00:09:06.720]  我相信
[00:09:06.720 --> 00:09:09.720]  以利亞當日她也是這樣
[00:09:09.720 --> 00:09:10.400]  好了
[00:09:10.400 --> 00:09:11.560]  真的
[00:09:11.560 --> 00:09:12.440]  她沒有祈禱
[00:09:12.440 --> 00:09:13.920]  為天下瘀祈禱
[00:09:13.920 --> 00:09:17.040]  就真的三年都沒有下雨了
[00:09:17.040 --> 00:09:19.000]  有一天
[00:09:19.000 --> 00:09:19.760]  阿哈
[00:09:19.760 --> 00:09:24.680]  以利亞想見阿哈
[00:09:24.680 --> 00:09:26.360]  於是
[00:09:26.360 --> 00:09:31.680]  阿哈的僕人叫阿哈來
[00:09:31.680 --> 00:09:34.040]  兩個人一見面的時候
[00:09:34.040 --> 00:09:36.920]  阿哈就罵以利亞
[00:09:36.920 --> 00:09:38.960]  最壞都是她
[00:09:38.960 --> 00:09:42.920]  連整個國家都沒有娛樂
[00:09:42.920 --> 00:09:46.520]  以至沒有一口好食給人民
[00:09:46.520 --> 00:09:48.840]  但以利亞這個鄉下人
[00:09:48.840 --> 00:09:50.440]  對著這個皇帝
[00:09:50.440 --> 00:09:51.680]  他竟然說
[00:09:51.680 --> 00:09:52.440]  喂喂喂
[00:09:52.440 --> 00:09:53.960]  你不要搞錯
[00:09:53.960 --> 00:09:57.120]  叫以利亞去到這麼慘的境況
[00:09:57.120 --> 00:09:58.520]  不是我
[00:09:58.520 --> 00:10:02.240]  是你和你的父家
[00:10:02.240 --> 00:10:06.240]  因為你們離棄了耶和華的誡命
[00:10:06.240 --> 00:10:08.400]  去隨從巴黎
[00:10:08.400 --> 00:10:11.800]  是你沒有遵守到耶和華給你的誡命
[00:10:11.800 --> 00:10:13.240]  第一條誡命就是
[00:10:13.240 --> 00:10:16.440]  不可敗偶像
[00:10:16.440 --> 00:10:18.880]  以利亞很大膽地指出
[00:10:18.880 --> 00:10:23.120]  阿哈王的罪證
[00:10:23.120 --> 00:10:25.120]  之後
[00:10:25.120 --> 00:10:28.520]  就說你的耶和華是真的
[00:10:28.520 --> 00:10:35.600]  而阿哈又開始帶領著以色列民去拜巴黎
[00:10:35.600 --> 00:10:41.360]  究竟哪一個神才是真正的上帝呢?
[00:10:41.360 --> 00:10:45.760]  開一個舞林大會來比拼一下
[00:10:45.760 --> 00:10:49.080]  比拼的規則就是
[00:10:49.080 --> 00:10:52.240]  大家都分一頭的牛
[00:10:52.240 --> 00:10:56.600]  然後大家都將這一頭牛切成小塊
[00:10:56.600 --> 00:10:59.000]  放在祭壇上
[00:10:59.000 --> 00:11:01.880]  然後各自去祈禱
[00:11:01.880 --> 00:11:05.520]  看看哪一個人的祭物
[00:11:05.520 --> 00:11:09.840]  被上帝用火燒了之後
[00:11:09.840 --> 00:11:15.880]  就證實那個上帝是真實的了
[00:11:15.880 --> 00:11:19.880]  為甚麼要用火來做這個驗證呢?
[00:11:19.880 --> 00:11:26.880]  因為兩個神都是說自己跟火有關
[00:11:26.880 --> 00:11:30.040]  巴黎就說他是太陽神
[00:11:30.040 --> 00:11:32.240]  是火和風暴的神
[00:11:32.240 --> 00:11:36.920]  也是掌管農作物的神
[00:11:36.920 --> 00:11:38.680]  看不看得到?
[00:11:38.680 --> 00:11:41.800]  其實巴黎才有很多個像
[00:11:41.800 --> 00:11:43.880]  當然要找個漂亮一點的
[00:11:43.880 --> 00:11:47.800]  我覺得他有點像超人裡面的怪獸
[00:11:47.800 --> 00:11:49.680]  帥一點的怪獸
[00:11:49.680 --> 00:11:53.840]  有些火、有些風在那裡
[00:11:53.840 --> 00:11:55.400]  在文獻說
[00:11:55.400 --> 00:12:03.240]  巴黎神說他時時會發出火和電光
[00:12:03.240 --> 00:12:08.880]  他的屋是用火來造成的
[00:12:08.880 --> 00:12:12.640]  但是我們的耶和華又是怎樣?
[00:12:12.640 --> 00:12:15.040]  我們的耶和華更厲害
[00:12:15.040 --> 00:12:17.480]  以風為使者
[00:12:17.480 --> 00:12:20.440]  以火焰為捕獵
[00:12:20.440 --> 00:12:21.400]  即是說
[00:12:21.400 --> 00:12:24.800]  這些全部都是捕人
[00:12:24.800 --> 00:12:28.480]  所以人家說更勝一籌
[00:12:28.480 --> 00:12:33.160]  還有就是當時他們大家都在求雨
[00:12:33.160 --> 00:12:35.080]  巴黎的先知又求雨
[00:12:35.080 --> 00:12:37.320]  以利亞也求雨
[00:12:37.320 --> 00:12:39.400]  但如果大家都去求
[00:12:39.400 --> 00:12:40.920]  如果下雨的時候
[00:12:40.920 --> 00:12:42.800]  歸功給誰呢?
[00:12:42.800 --> 00:12:47.800]  究竟是巴黎先知求成功還是以利亞呢?
[00:12:47.800 --> 00:12:48.880]  不知道
[00:12:48.880 --> 00:12:54.680]  所以就唯有用火來燒祭物去證明
[00:12:54.680 --> 00:12:56.440]  因為火的臨在
[00:12:56.440 --> 00:12:59.080]  就是代表神的臨在
[00:12:59.080 --> 00:13:03.920]  正如摩西去到這個曠野的時候
[00:13:03.920 --> 00:13:08.760]  去見著遠遠的地方有火燒著荊棘
[00:13:08.760 --> 00:13:11.320]  但這個荊棘又沒有燒著
[00:13:11.320 --> 00:13:14.000]  所以說這個地方是聖潔的
[00:13:14.000 --> 00:13:15.880]  要除邪
[00:13:15.880 --> 00:13:19.200]  也就是當所祈禱的神
[00:13:19.200 --> 00:13:21.920]  當火下來的時候
[00:13:21.920 --> 00:13:27.680]  就證明那個上帝是一個真實的上帝
[00:13:27.680 --> 00:13:30.760]  然後才再求雨
[00:13:30.760 --> 00:13:33.400]  開始求雨了
[00:13:33.400 --> 00:13:38.160]  因為巴黎先知有四百五十個
[00:13:38.160 --> 00:13:44.360]  以利亞就把優先權給了巴黎先知
[00:13:44.360 --> 00:13:47.000]  由他先選一頭牛
[00:13:47.000 --> 00:13:48.720]  然後切成小塊
[00:13:48.720 --> 00:13:50.520]  就開始去求了
[00:13:50.520 --> 00:13:51.720]  聖經描述
[00:13:51.720 --> 00:13:55.320]  由早上一直到中午
[00:13:55.320 --> 00:13:57.360]  這些先知就很努力地說
[00:13:57.360 --> 00:14:00.040]  巴黎啊!求你應運我
[00:14:00.040 --> 00:14:01.640]  巴黎啊!
[00:14:01.640 --> 00:14:03.800]  然後越叫越大聲
[00:14:03.800 --> 00:14:05.800]  都沒有回應
[00:14:05.800 --> 00:14:10.200]  然後就用刀刺自己
[00:14:10.200 --> 00:14:11.880]  又不停地跳舞
[00:14:11.880 --> 00:14:16.440]  越來越迫切地去求告巴黎
[00:14:16.440 --> 00:14:18.640]  到了中午的時分
[00:14:18.640 --> 00:14:22.600]  完全沒有動靜
[00:14:22.600 --> 00:14:24.160]  這個時候
[00:14:24.160 --> 00:14:27.400]  以利亞就很得意了
[00:14:27.400 --> 00:14:31.160]  他就走來嘲笑巴黎先知
[00:14:31.160 --> 00:14:33.680]  你們要大聲地叫
[00:14:33.680 --> 00:14:35.120]  大聲地叫
[00:14:35.120 --> 00:14:36.920]  可能你那個巴黎神
[00:14:36.920 --> 00:14:39.480]  可能他們睡了覺
[00:14:39.480 --> 00:14:41.400]  所以一定要大聲地叫
[00:14:41.400 --> 00:14:43.040]  否則他們是不會醒的
[00:14:43.040 --> 00:14:45.320]  又或者他們不知道去了哪裡逛街
[00:14:45.320 --> 00:14:47.400]  所以聽不到你們祈求
[00:14:47.400 --> 00:14:51.640]  你們快點叫吧
[00:14:51.640 --> 00:14:54.240]  其實這個以利亞
[00:14:54.240 --> 00:14:55.600]  他在這裏這樣說
[00:14:55.600 --> 00:14:57.720]  在這裏笑人
[00:14:57.720 --> 00:15:00.400]  他不知道心裏有沒有想過
[00:15:00.400 --> 00:15:03.480]  你一會兒自己去求耶和華的時候
[00:15:03.480 --> 00:15:07.320]  耶和華會不會應運來呢?
[00:15:07.320 --> 00:15:11.400]  可能他都不知道心裏有沒有想過
[00:15:11.400 --> 00:15:13.560]  但是他有信心
[00:15:13.560 --> 00:15:17.000]  耶和華是真正的上帝
[00:15:17.000 --> 00:15:19.880]  我們看看當時的祈禱
[00:15:19.880 --> 00:15:21.960]  祈禱是怎樣的呢?
[00:15:21.960 --> 00:15:23.400]  他說耶和華
[00:15:23.400 --> 00:15:25.280]  阿伯拉罕
[00:15:25.280 --> 00:15:26.480]  以撒
[00:15:26.480 --> 00:15:29.040]  以色列的上帝
[00:15:29.040 --> 00:15:31.120]  求你今日使人知道
[00:15:31.120 --> 00:15:33.480]  你是以色列的上帝
[00:15:33.480 --> 00:15:35.360]  我是你的僕人
[00:15:35.360 --> 00:15:36.680]  我遵照你的話
[00:15:36.680 --> 00:15:38.360]  做這一切的事
[00:15:38.360 --> 00:15:40.040]  求你應運我
[00:15:40.040 --> 00:15:41.240]  耶和華
[00:15:41.240 --> 00:15:42.320]  應運我
[00:15:42.320 --> 00:15:44.240]  使百姓知道你
[00:15:44.240 --> 00:15:46.160]  耶和華是上帝
[00:15:46.160 --> 00:15:50.360]  是你叫他們會心轉意的
[00:15:50.360 --> 00:15:52.480]  以利亞很清晰地
[00:15:52.480 --> 00:15:54.640]  很簡單地宣告
[00:15:54.640 --> 00:15:56.160]  耶和華就是那位
[00:15:56.160 --> 00:15:57.640]  阿伯拉罕
[00:15:57.640 --> 00:15:58.600]  以撒
[00:15:58.600 --> 00:16:00.760]  以色列的上帝
[00:16:00.760 --> 00:16:03.240]  他提醒以色列民
[00:16:03.240 --> 00:16:06.640]  上帝在他的列祖列宗裏面
[00:16:06.640 --> 00:16:10.640]  行了很多奇妙的神蹟
[00:16:10.640 --> 00:16:12.800]  以利亞整個禱告
[00:16:12.800 --> 00:16:15.480]  不同巴黎先知的禱告
[00:16:15.480 --> 00:16:17.280]  由早上到中午
[00:16:17.280 --> 00:16:19.400]  不斷地大叫大叫
[00:16:19.400 --> 00:16:21.080]  長篇大論
[00:16:21.080 --> 00:16:22.640]  他很簡單
[00:16:22.640 --> 00:16:28.880]  很清晰地宣告上帝的名字
[00:16:28.880 --> 00:16:31.840]  當他很簡短地禱告之後
[00:16:31.840 --> 00:16:36.440]  立即有火從天上降下來
[00:16:36.440 --> 00:16:39.920]  燃燒了祂的祭品
[00:16:39.920 --> 00:16:42.560]  不單燃燒了祭品
[00:16:42.560 --> 00:16:45.040]  所有周圍的木、石頭
[00:16:45.040 --> 00:16:49.480]  還有之前他注滿了很多水
[00:16:49.480 --> 00:16:55.360]  讓祂更加著火的程度更加難
[00:16:55.360 --> 00:17:00.960]  但是上帝全部都將它們燒盡
[00:17:00.960 --> 00:17:05.120]  以利亞先知簡單清楚地禱告
[00:17:05.120 --> 00:17:08.280]  上帝立即聽了
[00:17:08.280 --> 00:17:09.960]  他聽了禱告
[00:17:09.960 --> 00:17:15.000]  就表示了上帝是真正的上帝
[00:17:15.000 --> 00:17:21.360]  耶和華說上帝是至高滿有權威的
[00:17:21.360 --> 00:17:26.200]  但是巴黎的假先知
[00:17:26.200 --> 00:17:28.200]  這個偶像
[00:17:28.200 --> 00:17:32.960]  就立即被殺除
[00:17:32.960 --> 00:17:35.880]  以利亞就叫那些以色列民
[00:17:35.880 --> 00:17:38.240]  全部抓住這些巴黎先知
[00:17:38.240 --> 00:17:40.080]  將他們殺除
[00:17:40.080 --> 00:17:40.880]  有些人就說
[00:17:40.880 --> 00:17:43.520]  哇 這個耶和華很殘忍
[00:17:43.520 --> 00:17:45.600]  但其實不是
[00:17:45.600 --> 00:17:46.880]  耶和華這樣做
[00:17:46.880 --> 00:17:48.400]  要以利亞這樣做
[00:17:48.400 --> 00:17:54.040]  目的就好像將民族裡面的一個毒瘤去撤除
[00:17:54.040 --> 00:17:57.160]  就好像我們身體裡面有毒瘤
[00:17:57.160 --> 00:17:59.240]  有癌細胞的時候
[00:17:59.240 --> 00:18:03.680]  醫生一定要將這些毒瘤去撤除
[00:18:03.680 --> 00:18:11.280]  否則這個毒瘤又會慢慢滋生回來
[00:18:11.280 --> 00:18:12.760]  各位姐妹
[00:18:12.760 --> 00:18:15.280]  當你每次去禱告的時候
[00:18:15.280 --> 00:18:18.160]  我們都要憑著信心去求
[00:18:18.160 --> 00:18:23.920]  上帝不會叫我們信心的禱告會落空
[00:18:23.920 --> 00:18:26.600]  祂會用無限的智慧
[00:18:26.600 --> 00:18:29.080]  無限的能力
[00:18:29.080 --> 00:18:34.400]  將我們的禱告作一個最適切的安排
[00:18:34.400 --> 00:18:39.880]  甚至有時是超過我們所想所求的
[00:18:39.880 --> 00:18:41.120]  有時又或者
[00:18:41.120 --> 00:18:44.720]  當我們的禱告方向錯誤了
[00:18:44.720 --> 00:18:48.360]  但上帝又用祂自己無限的恩典
[00:18:48.360 --> 00:18:54.280]  將錯誤的方向去矯正回來
[00:18:54.280 --> 00:18:54.920]  我記得
[00:18:54.920 --> 00:18:57.560]  我不知道在哪一堂我分享過
[00:18:57.560 --> 00:19:00.120]  我在教育學院畢業的時候
[00:19:00.120 --> 00:19:02.760]  出來教書
[00:19:02.760 --> 00:19:09.760]  但當同學每個人都在七月八月都找到學校教書
[00:19:09.760 --> 00:19:13.840]  但我到八月中都找不到
[00:19:13.840 --> 00:19:15.280]  所以我問上帝
[00:19:15.280 --> 00:19:20.360]  我很清楚知道上帝要我入教育學院讀書
[00:19:20.360 --> 00:19:22.200]  但我讀完
[00:19:22.200 --> 00:19:23.480]  我出來畢業
[00:19:23.480 --> 00:19:25.000]  但又不讓我工作
[00:19:25.000 --> 00:19:27.000]  你想怎樣?
[00:19:27.000 --> 00:19:29.520]  心裏面真的很不舒服
[00:19:29.520 --> 00:19:31.520]  但我祈禱上帝
[00:19:31.520 --> 00:19:37.160]  讓我九月一日都可以上學
[00:19:37.160 --> 00:19:40.520]  上帝這次立即答應我禱告
[00:19:40.520 --> 00:19:44.560]  讓我九月一日可以上學
[00:19:44.560 --> 00:19:47.960]  不過只是待課
[00:19:47.960 --> 00:19:50.920]  待到十一月中的時候
[00:19:50.920 --> 00:19:53.200]  有一間中學打電話給我
[00:19:53.200 --> 00:19:54.240]  他說
[00:19:54.240 --> 00:19:57.840]  我們有一個位置
[00:19:57.840 --> 00:20:00.040]  是教中三中國歷史
[00:20:00.040 --> 00:20:01.760]  教現代史
[00:20:01.760 --> 00:20:04.600]  主要教中國的現代史
[00:20:04.600 --> 00:20:10.080]  你可不可以來教?
[00:20:10.080 --> 00:20:11.640]  我求之不得
[00:20:11.640 --> 00:20:14.360]  其實這間中學之前應徵過
[00:20:14.360 --> 00:20:15.560]  不過不可以
[00:20:15.560 --> 00:20:19.240]  因為那間中大畢業出來
[00:20:19.240 --> 00:20:21.440]  他得了一個位置
[00:20:21.440 --> 00:20:25.560]  但他又不太喜歡在那裏教書
[00:20:25.560 --> 00:20:27.400]  他很想找政府工作
[00:20:27.400 --> 00:20:32.040]  政府到十一月中才給了他一個位置
[00:20:32.040 --> 00:20:33.160]  於是他離開
[00:20:33.160 --> 00:20:35.080]  我就進去了
[00:20:35.080 --> 00:20:36.280]  當我回望的時候
[00:20:36.280 --> 00:20:38.440]  我感謝上帝恩典
[00:20:38.440 --> 00:20:41.960]  因為通常一個教育學院畢業出來的學生
