
[00:00:00.000 --> 00:00:08.000]  我們一起簡單祈禱,多謝主再一次我們過了年之後,又恢復有茶經,
[00:03:51.000 --> 00:03:57.000]  你越對波斯帝國的早期某程度是他們的法則史,
[00:03:57.000 --> 00:04:03.000]  他們一直的強大,去到大理烏王是整個波斯帝國最強大的,
[00:04:03.000 --> 00:04:08.000]  當然後來就是希臘亞歷山大這個軍事天才的興起,
[00:04:08.000 --> 00:04:13.000]  所以你可以想像得到由主前的五百多年,
[00:04:13.000 --> 00:04:21.000]  他慢慢將巴比倫,將馬代,來到去吞併,
[00:04:21.000 --> 00:04:24.000]  成立了自己的波斯帝國,
[00:04:24.000 --> 00:04:30.000]  那個版圖去到印度河,去到西面,去到地中海,
[00:04:30.000 --> 00:04:32.000]  很大的版圖,
[00:04:32.000 --> 00:04:40.000]  整個現在的伊朗的地方,一帶甚至可能去到高加索的地方都不出奇了,
[00:04:40.000 --> 00:04:44.000]  你可以想像得到是非常大的帝國,
[00:04:44.000 --> 00:04:48.000]  所以我們看這幾段的歷史,
[00:04:48.000 --> 00:04:52.000]  我們如果純粹看聖經,
[00:04:52.000 --> 00:04:58.000]  我們未必感受到在世界那個風起雲湧,
[00:04:58.000 --> 00:05:03.000]  但是如果我們對古代的波斯帝國的歷史,
[00:05:03.000 --> 00:05:06.000]  或者說歐洲史,因為亞歷山大大帝,
[00:05:06.000 --> 00:05:09.000]  這個希臘的軍事天才,
[00:05:09.000 --> 00:05:12.000]  這樣來到去興起,
[00:05:12.000 --> 00:05:16.000]  當時的波斯帝國和希臘的城邦,
[00:05:16.000 --> 00:05:18.000]  特別是那些斯巴達人,
[00:05:18.000 --> 00:05:20.000]  非常勇悍的,
[00:05:20.000 --> 00:05:25.000]  那個戰爭,好幾場關鍵的戰爭,
[00:05:25.000 --> 00:05:29.000]  我們讀中學的時候都有機會讀過的,歐洲史,
[00:05:29.000 --> 00:05:31.000]  你可以想像到,
[00:05:31.000 --> 00:05:34.000]  聖經給我們看到有三位比較重要的王,
[00:05:34.000 --> 00:05:36.000]  其實應該是四位的,
[00:05:36.000 --> 00:05:39.000]  因為例如古列我們有看過,
[00:05:39.000 --> 00:05:44.000]  這個班布詔書,
[00:05:44.000 --> 00:05:46.000]  某程度就是歌舞昇平,
[00:05:46.000 --> 00:05:51.000]  因為他打拼贏了巴比倫,贏了馬代,
[00:05:51.000 --> 00:05:57.000]  等等,其實馬代王是他的岳父,
[00:05:57.000 --> 00:06:02.000]  所以開始懷柔,後來就吞併了,
[00:06:02.000 --> 00:06:04.000]  跟著他的兒子,
[00:06:04.000 --> 00:06:07.000]  就是在聖經講的第四章,
[00:06:07.000 --> 00:06:13.000]  去到波斯王的阿達舌西,
[00:06:13.000 --> 00:06:18.000]  或者應該叫做阿赫隋魯,
[00:06:18.000 --> 00:06:23.000]  四章第六節,
[00:06:23.000 --> 00:06:25.000]  這個阿赫隋魯,
[00:06:25.000 --> 00:06:27.000]  這些國號好幾代都用的,
[00:06:27.000 --> 00:06:29.000]  所以嚴格來說,
[00:06:29.000 --> 00:06:32.000]  看回那個帝系圖,
[00:06:32.000 --> 00:06:37.000]  第二任的皇帝就應該叫做金拜西二世,
[00:06:37.000 --> 00:06:41.000]  當然他們的代號就是阿赫隋魯,
[00:06:41.000 --> 00:06:43.000]  所以你不要混亂了,
[00:06:43.000 --> 00:06:49.000]  在以斯帖記快要出現的將來的阿赫隋魯,
[00:06:49.000 --> 00:06:51.000]  那個是另外一個王,
[00:06:51.000 --> 00:06:53.000]  所以這個金拜西二世,
[00:06:53.000 --> 00:06:56.000]  其實就是古烈的兒子,
[00:06:56.000 --> 00:07:02.000]  古烈主前的530年離世,
[00:07:02.000 --> 00:07:10.000]  跟著就是這一位金拜西二世做王,
[00:07:10.000 --> 00:07:12.000]  所以在新王登基,
[00:07:12.000 --> 00:07:14.000]  也是當時,
[00:07:14.000 --> 00:07:16.000]  上一次我們講,
[00:07:16.000 --> 00:07:18.000]  猶太的,
[00:07:18.000 --> 00:07:22.000]  特別主要是耶路撒冷的原居民,
[00:07:22.000 --> 00:07:25.000]  就開始感覺到,
[00:07:25.000 --> 00:07:29.000]  這一班上來重建聖殿的人,
[00:07:29.000 --> 00:07:31.000]  不懷好意,
[00:07:31.000 --> 00:07:36.000]  甚至乎如果他們真的能夠成功重建了,
[00:07:36.000 --> 00:07:39.000]  就會對他們有一個威脅,
[00:07:39.000 --> 00:07:42.000]  所以首先用一些比較懷柔的手段,
[00:07:42.000 --> 00:07:44.000]  就是我們一起做,
[00:07:44.000 --> 00:07:47.000]  我們也很想敬拜你們的神,
[00:07:47.000 --> 00:07:51.000]  我們在這個地方已經住了超過70年,
[00:07:51.000 --> 00:07:55.000]  已經在跟隨著敬拜你們的神,
[00:07:55.000 --> 00:07:57.000]  當然又拜耶和華,
[00:07:57.000 --> 00:07:59.000]  又拜自己的偶像,
[00:07:59.000 --> 00:08:01.000]  這個就不在話下了,
[00:08:01.000 --> 00:08:06.000]  所以很決定當時上去的領袖,
[00:08:06.000 --> 00:08:08.000]  索羅巴伯,
[00:08:08.000 --> 00:08:10.000]  他怎樣理解這一班人,
[00:08:10.000 --> 00:08:12.000]  他們就很強烈,
[00:08:12.000 --> 00:08:14.000]  其實他們很少人,
[00:08:14.000 --> 00:08:16.000]  我們講過,
[00:08:16.000 --> 00:08:18.000]  五萬人,
[00:08:18.000 --> 00:08:20.000]  相對於70年在波斯帝國,
[00:08:20.000 --> 00:08:22.000]  在巴比倫帝國,
[00:08:22.000 --> 00:08:24.000]  已經落地生根的猶太人,
[00:08:24.000 --> 00:08:26.000]  被擄的第二第三代,
[00:08:26.000 --> 00:08:28.000]  其實是少得可憐的,
[00:08:28.000 --> 00:08:30.000]  可想而知,
[00:08:30.000 --> 00:08:32.000]  這五萬人,
[00:08:32.000 --> 00:08:35.000]  聖經要記載他們每一個家族,
[00:08:35.000 --> 00:08:38.000]  每一個身份,
[00:08:38.000 --> 00:08:40.000]  可想而知,
[00:08:40.000 --> 00:08:42.000]  在神的眼中,
[00:08:42.000 --> 00:08:44.000]  這班人,
[00:08:44.000 --> 00:08:46.000]  分外顯得寶貴,
[00:08:46.000 --> 00:08:48.000]  他們連根拔起,
[00:08:48.000 --> 00:08:50.000]  回到重建神的殿,
[00:08:50.000 --> 00:08:54.000]  但是相信這個重建,
[00:08:54.000 --> 00:08:57.000]  重建包括心靈的復興,
[00:08:57.000 --> 00:08:59.000]  重建就會帶來,
[00:08:59.000 --> 00:09:03.000]  一定有你的習慣要被打破,
[00:09:03.000 --> 00:09:07.000]  你去到別人的地方,
[00:09:07.000 --> 00:09:09.000]  其實是你自己的國土,
[00:09:09.000 --> 00:09:11.000]  就要面對,
[00:09:11.000 --> 00:09:13.000]  當地人對你的不友善,
[00:09:13.000 --> 00:09:16.000]  所以上一次我們都歸納了,
[00:09:16.000 --> 00:09:17.000]  有幾方面的,
[00:09:17.000 --> 00:09:19.000]  慢慢升級那個反對的,
[00:09:19.000 --> 00:09:21.000]  首先就是一起做,
[00:09:21.000 --> 00:09:24.000]  如果你認定這一班人,
[00:09:24.000 --> 00:09:28.000]  最終他們會蠶食,
[00:09:28.000 --> 00:09:32.000]  宗教的那個純正,
[00:09:32.000 --> 00:09:36.000]  這個是非常之微妙的事情,
[00:09:36.000 --> 00:09:38.000]  所以有時覺得,
[00:09:38.000 --> 00:09:41.000]  再白一點,
[00:09:41.000 --> 00:09:44.000]  如果你有心想在教會裡面,
[00:09:44.000 --> 00:09:46.000]  來到去呼風喚雨,
[00:09:46.000 --> 00:09:48.000]  你找你的同路人,
[00:09:48.000 --> 00:09:51.000]  即是你能夠操控票數的人,
[00:09:51.000 --> 00:09:52.000]  進入那個議會,
[00:09:52.000 --> 00:09:54.000]  哪個權力最大的議會,
[00:09:54.000 --> 00:09:55.000]  進入那個議會,
[00:09:55.000 --> 00:09:59.000]  你慢慢來操縱那個議會,
[00:09:59.000 --> 00:10:01.000]  你就可以操縱整個教會,
[00:10:01.000 --> 00:10:04.000]  這些不是什麼秘密,
[00:10:04.000 --> 00:10:07.000]  所以極之極之要小心,
[00:10:07.000 --> 00:10:09.000]  不要將自己的野心權力,
[00:10:09.000 --> 00:10:12.000]  帶進教會裡面,
[00:10:12.000 --> 00:10:14.000]  這個是非常之,
[00:10:14.000 --> 00:10:17.000]  神是不喜悅的事情,
[00:10:17.000 --> 00:10:20.000]  所以慢慢慢慢,
[00:10:20.000 --> 00:10:22.000]  你就會發現,
[00:10:22.000 --> 00:10:23.000]  如果所羅巴伯,
[00:10:23.000 --> 00:10:26.000]  容讓這一班外族人,
[00:10:26.000 --> 00:10:28.000]  明顯沒有家譜,
[00:10:28.000 --> 00:10:30.000]  不是猶太人的,
[00:10:30.000 --> 00:10:34.000]  容讓他們進入那個重建裡面,
[00:10:34.000 --> 00:10:36.000]  他們的人多,
[00:10:36.000 --> 00:10:38.000]  他們的聲音,
[00:10:38.000 --> 00:10:42.000]  他們那些外族的敬拜假神的觀念,
[00:10:42.000 --> 00:10:45.000]  慢慢慢慢就會蠶食淡化,
[00:10:45.000 --> 00:10:49.000]  猶太人他們要back to the mosaic,
[00:10:49.000 --> 00:10:51.000]  摩西的律法書,
[00:10:51.000 --> 00:10:53.000]  那個的Torah,
[00:10:53.000 --> 00:10:56.000]  那個的摩西五經,
[00:10:56.000 --> 00:10:58.000]  那個的標準,
[00:10:58.000 --> 00:11:00.000]  那個的神的,
[00:11:00.000 --> 00:11:02.000]  在舊約時代的準繩,
[00:11:02.000 --> 00:11:04.000]  如果不是,
[00:11:04.000 --> 00:11:06.000]  神就不會賜福,
[00:11:06.000 --> 00:11:08.000]  這個哈蓋書也有重申這件事,
[00:11:08.000 --> 00:11:12.000]  在他的第二次的講論裡面,
[00:11:12.000 --> 00:11:15.000]  等一下我們也有機會先看哈蓋書,
[00:11:15.000 --> 00:11:17.000]  你就可想而知,
[00:11:17.000 --> 00:11:20.000]  這個是所羅巴伯的堅持,
[00:11:20.000 --> 00:11:22.000]  獨排眾議,
[00:11:22.000 --> 00:11:24.000]  可能未必是獨排,
[00:11:24.000 --> 00:11:26.000]  可能是和一些領袖商討過,
[00:11:26.000 --> 00:11:28.000]  因為至少他們自己回來的時候,
[00:11:28.000 --> 00:11:32.000]  因為你既然是要重建聖殿,
[00:11:32.000 --> 00:11:34.000]  要立根基,
[00:11:34.000 --> 00:11:36.000]  要來獻祭,
[00:11:36.000 --> 00:11:38.000]  哪些人可以獻祭呢?
[00:11:38.000 --> 00:11:40.000]  就是祭司,利美人,
[00:11:40.000 --> 00:11:43.000]  所以他們就要尋查那些家譜,
[00:11:43.000 --> 00:11:45.000]  有些人說自己是,
[00:11:45.000 --> 00:11:47.000]  我也是祭司,
[00:11:47.000 --> 00:11:50.000]  但是那個家譜遺失了,
[00:11:50.000 --> 00:11:53.000]  可能記錄了他的家族,
[00:11:53.000 --> 00:11:55.000]  所以不要緊,
[00:11:55.000 --> 00:11:57.000]  我們不是不信任你,
[00:11:57.000 --> 00:12:01.000]  不過要等待有那個祭司興起,
[00:12:01.000 --> 00:12:05.000]  他能夠用污名土名來決議,
[00:12:05.000 --> 00:12:08.000]  到時候就看一下那個決斷,
[00:12:08.000 --> 00:12:12.000]  到時候就可以讓你們去恢復那個侍奉了,
[00:12:12.000 --> 00:12:15.000]  就是說猶太人他們自己,
[00:12:15.000 --> 00:12:19.000]  很緊張這個這樣的身份,
[00:12:19.000 --> 00:12:22.000]  所以現在外族的當地人,
[00:12:22.000 --> 00:12:24.000]  說要和他們合作,
[00:12:24.000 --> 00:12:26.000]  就是說給材料,
[00:12:26.000 --> 00:12:31.000]  給那些各方面的資源等等,
[00:12:31.000 --> 00:12:33.000]  方便的,
[00:12:33.000 --> 00:12:35.000]  但是猶太人就不肯,
[00:12:35.000 --> 00:12:38.000]  第四章的第三節,
[00:12:38.000 --> 00:12:40.000]  和大家回到記憶,
[00:12:40.000 --> 00:12:42.000]  因為過了兩個禮拜,
[00:12:42.000 --> 00:12:47.000]  但所羅巴伯耶穌亞和其餘以色列的族長對他們說,
[00:12:47.000 --> 00:12:51.000]  我們建造神的殿與你們無關,
[00:12:51.000 --> 00:12:56.000]  我們自己為耶和華以色列的神協力建造,
[00:12:56.000 --> 00:12:59.000]  是照波斯王古列所吩咐的,
[00:12:59.000 --> 00:13:03.000]  你可以想像得到很決絕,
[00:13:03.000 --> 00:13:05.000]  與你們無關的,
[00:13:05.000 --> 00:13:07.000]  我們自己去做,
[00:13:07.000 --> 00:13:09.000]  與你們無關的,
[00:13:09.000 --> 00:13:11.000]  因為我們建造的是神的殿,
[00:13:11.000 --> 00:13:13.000]  我們是猶太人,
[00:13:13.000 --> 00:13:15.000]  我們是神感動我們,
[00:13:15.000 --> 00:13:17.000]  激動我們,
[00:13:17.000 --> 00:13:19.000]  透過古列,
[00:13:19.000 --> 00:13:22.000]  神都用當時的歷史,
[00:13:22.000 --> 00:13:24.000]  神都用當時的列王,
[00:13:24.000 --> 00:13:27.000]  神都用當時最強大的波斯帝國,
[00:13:27.000 --> 00:13:30.000]  來使他們因利成便,
[00:13:30.000 --> 00:13:32.000]  用國家的資源,
[00:13:32.000 --> 00:13:36.000]  所以我們不要抽離了自己的處境,
[00:13:36.000 --> 00:13:39.000]  所以真是風起雲湧,
[00:13:39.000 --> 00:13:41.000]  當時的波斯帝國,
[00:13:41.000 --> 00:13:43.000]  沒錯是很強大,
[00:13:43.000 --> 00:13:45.000]  但是去到第二代,
[00:13:45.000 --> 00:13:46.000]  金拜西,
[00:13:46.000 --> 00:13:48.000]  接著到大理烏是最強大,
[00:13:48.000 --> 00:13:54.000]  其實都已經有列國的城邦勇士,
[00:13:54.000 --> 00:13:55.000]  領袖,
[00:13:55.000 --> 00:14:01.000]  開始興起挑戰波斯帝國的強權,
[00:14:01.000 --> 00:14:03.000]  你可以想像得到,
[00:14:03.000 --> 00:14:05.000]  猶太人的歷史,
[00:14:05.000 --> 00:14:07.000]  重建的重要歷史,
[00:14:07.000 --> 00:14:11.000]  都仍然發生在平衡的時空,
[00:14:11.000 --> 00:14:13.000]  即是神的國度,
[00:14:13.000 --> 00:14:15.000]  藉著一班聖文,
[00:14:15.000 --> 00:14:16.000]  神聖的子民,
[00:14:16.000 --> 00:14:17.000]  回去重建,
[00:14:17.000 --> 00:14:19.000]  回去聖地,
[00:14:19.000 --> 00:14:21.000]  重建聖殿,
[00:14:21.000 --> 00:14:22.000]  重建聖城,
[00:14:22.000 --> 00:14:26.000]  但是原來在周邊的外圍,
[00:14:26.000 --> 00:14:28.000]  有外族人,
[00:14:28.000 --> 00:14:30.000]  有戰爭,
[00:14:30.000 --> 00:14:34.000]  有列強的吞併,
[00:14:34.000 --> 00:14:35.000]  你可以想像的,
[00:14:35.000 --> 00:14:39.000]  戰爭是沒有任何停止過的,
[00:14:39.000 --> 00:14:42.000]  但是在神的聖經裏面,
[00:14:42.000 --> 00:14:45.000]  他著重的是這個時代,
[00:14:45.000 --> 00:14:53.000]  大概如果從以色列記到撒加尼亞書,
[00:14:53.000 --> 00:14:55.000]  大概是150年左右,
[00:14:55.000 --> 00:14:59.000]  之後就再沒有任何的密使,
[00:14:59.000 --> 00:15:02.000]  要到施洗約翰第一個才出現,
[00:15:02.000 --> 00:15:04.000]  就再有神的密使,
[00:15:04.000 --> 00:15:06.000]  你就可以想像得到,
[00:15:06.000 --> 00:15:07.000]  這段時間,
[00:15:07.000 --> 00:15:13.000]  神是感動古列的時代,
[00:15:13.000 --> 00:15:15.000]  但是同時間,
[00:15:15.000 --> 00:15:16.000]  是感動一班人,
[00:15:16.000 --> 00:15:18.000]  其中是以索羅巴伯,
[00:15:18.000 --> 00:15:20.000]  大祭司約書亞,
[00:15:20.000 --> 00:15:23.000]  和兩位先知哈該和撒加尼亞,
[00:15:23.000 --> 00:15:26.000]  當然後期還有馬拉基先知,
[00:15:26.000 --> 00:15:28.000]  你就可以想像得到,
[00:15:28.000 --> 00:15:30.000]  我們讀聖經,
[00:15:30.000 --> 00:15:33.000]  如果能夠有一個平衡的時空,
[00:15:33.000 --> 00:15:35.000]  其實我們看《約翰福音》看過,
[00:15:35.000 --> 00:15:37.000]  要有一個平衡的時空,
[00:15:37.000 --> 00:15:41.000]  來看我們聖經的世界,
[00:15:41.000 --> 00:15:44.000]  雖然好像很平鋪直敘,
[00:15:44.000 --> 00:15:46.000]  但是原來在外面的世界,
[00:15:46.000 --> 00:15:51.000]  是不斷發現充斥著混亂,
[00:15:51.000 --> 00:15:53.000]  吞併,
[00:15:53.000 --> 00:15:56.000]  好像不斷地洗牌,
[00:15:56.000 --> 00:15:59.000]  這些都是那個時代的特色,
[00:15:59.000 --> 00:16:02.000]  所以任何一個時代跟隨主,
[00:16:02.000 --> 00:16:04.000]  都不是容易的,
[00:16:04.000 --> 00:16:07.000]  要有一個很大的決心,
[00:16:07.000 --> 00:16:09.000]  但是現在這個這麼大的工程,
[00:16:09.000 --> 00:16:12.000]  透過五萬人去造成,
[00:16:12.000 --> 00:16:15.000]  五萬人加幾位領袖,
[00:16:15.000 --> 00:16:18.000]  去造成這麼大的工程,
[00:16:18.000 --> 00:16:23.000]  等待真正的聖殿的主,
[00:16:23.000 --> 00:16:25.000]  就是耶穌基督,
[00:16:25.000 --> 00:16:27.000]  其實祂自己就是那個,
[00:16:27.000 --> 00:16:33.000]  來到天上降到地上的那個人,
[00:16:33.000 --> 00:16:37.000]  任被祂駐在我們中間,
[00:16:37.000 --> 00:16:39.000]  充充滿滿有恩典,
[00:16:39.000 --> 00:16:40.000]  有真理,
[00:16:40.000 --> 00:16:43.000]  我們也見過祂的榮光,
[00:16:43.000 --> 00:16:46.000]  乃是赴獨生子的榮光,
[00:16:46.000 --> 00:16:48.000]  所以可想而知,
[00:16:48.000 --> 00:16:50.000]  神在耶穌未來之前,
[00:16:50.000 --> 00:16:55.000]  祂都要恢復敬拜的世界,
[00:16:55.000 --> 00:16:57.000]  那個秩序,
[00:16:57.000 --> 00:17:02.000]  不容讓猶太人散散地離開自己的故土,
[00:17:02.000 --> 00:17:05.000]  所以這裡就是歷史的發展,
[00:17:05.000 --> 00:17:10.000]  就是在甘拜西剛上任的時候,
[00:17:10.000 --> 00:17:13.000]  他的父王,古列大帝死了,
[00:17:13.000 --> 00:17:16.000]  就出現了這個波折,
[00:17:16.000 --> 00:17:19.000]  第四節,四章四節,
[00:17:19.000 --> 00:17:22.000]  那地的民,就是當地的人,
[00:17:22.000 --> 00:17:25.000]  就在猶大人建造的時候,
[00:17:25.000 --> 00:17:27.000]  使他們的手發軟,
[00:17:27.000 --> 00:17:29.000]  擾亂他們,
[00:17:29.000 --> 00:17:32.000]  你不讓我們一起去做,
[00:17:32.000 --> 00:17:36.000]  不容許我們參與你們的敬拜,
[00:17:36.000 --> 00:17:42.000]  就是這麼決絕的一刀兩斷,
[00:17:42.000 --> 00:17:46.000]  沒有任何的來往,
[00:17:46.000 --> 00:17:49.000]  所以他們就不會罷手,
[00:17:49.000 --> 00:17:51.000]  就擾亂他們,
[00:17:51.000 --> 00:17:55.000]  第五節,從波斯王古列年間,
[00:17:55.000 --> 00:17:58.000]  直到波斯王大利烏登基的時候,
[00:17:58.000 --> 00:18:02.000]  賄賣謀士,大利烏是第三個皇帝,
[00:18:02.000 --> 00:18:06.000]  是准許重建的那個,
[00:18:06.000 --> 00:18:08.000]  所以在這裡,
[00:18:08.000 --> 00:18:11.000]  作者或者編輯者,
[00:18:11.000 --> 00:18:13.000]  將整段時間,
[00:18:13.000 --> 00:18:15.000]  由古列開始,
[00:18:15.000 --> 00:18:17.000]  去到大利烏准許重建,
[00:18:17.000 --> 00:18:19.000]  中間就是有甘拜西二世,
[00:18:19.000 --> 00:18:22.000]  原來這麼長的年日,
[00:18:22.000 --> 00:18:24.000]  530至522,
[00:18:24.000 --> 00:18:26.000]  有十幾年,
[00:18:26.000 --> 00:18:29.000]  原來不斷賄賣一些謀士,
[00:18:29.000 --> 00:18:33.000]  用不同的方式,
[00:18:33.000 --> 00:18:36.000]  要敗壞他們的謀算,
[00:18:36.000 --> 00:18:39.000]  就是猶太人的謀算,
[00:18:39.000 --> 00:18:42.000]  用賄賣洗黑錢,
[00:18:42.000 --> 00:18:47.000]  務求讓你的工程不能夠成就,
[00:18:47.000 --> 00:18:51.000]  這個就是你可以說當時的仇敵,
[00:18:51.000 --> 00:18:53.000]  魯修成路,
[00:18:53.000 --> 00:18:55.000]  敬酒不喝,喝罰酒,
[00:18:55.000 --> 00:18:57.000]  說跟你一起做,
[00:18:57.000 --> 00:18:59.000]  你們不肯,
[00:18:59.000 --> 00:19:01.000]  現在就要這樣攻擊你們,
[00:19:01.000 --> 00:19:03.000]  這些都是我們要留意的,
[00:19:03.000 --> 00:19:06.000]  暫時香港的教會,
[00:19:06.000 --> 00:19:08.000]  我暫時都沒有聽過,
[00:19:08.000 --> 00:19:11.000]  不要緊,教會沒有錢,
[00:19:11.000 --> 00:19:13.000]  叫馬會贊助,
[00:19:13.000 --> 00:19:15.000]  這麼多錢,沒問題,
[00:19:15.000 --> 00:19:17.000]  或者在禮拜堂,
[00:19:17.000 --> 00:19:19.000]  平日不用開教會的時間,
[00:19:19.000 --> 00:19:21.000]  沒有聚會,整個禮堂空了,
[00:19:21.000 --> 00:19:23.000]  不如我們找一些生財工具,
[00:19:23.000 --> 00:19:26.000]  開麻將桌抽水,
[00:19:26.000 --> 00:19:28.000]  我暫時沒有聽過,
[00:19:28.000 --> 00:19:30.000]  近乎沒有人會這樣想,
[00:19:30.000 --> 00:19:34.000]  因為明知道一定是大錯特錯,
[00:19:34.000 --> 00:19:36.000]  就不會這樣做,
[00:19:36.000 --> 00:19:38.000]  但是我們都要留意,
[00:19:38.000 --> 00:19:41.000]  骨子裏面我們要問,
[00:19:41.000 --> 00:19:44.000]  世俗有沒有進入教會,
[00:19:44.000 --> 00:19:46.000]  這個後話,
[00:19:46.000 --> 00:19:49.000]  這個是第七章的以色列記,
[00:19:49.000 --> 00:19:52.000]  一直延伸到尼西米記第七章,
[00:19:52.000 --> 00:19:54.000]  都是講這個問題,
[00:19:54.000 --> 00:19:58.000]  世俗有沒有玷污了聖文,
[00:19:58.000 --> 00:20:01.000]  聖殿和聖城,
[00:20:01.000 --> 00:20:04.000]  這三個聖的地方,
[00:20:04.000 --> 00:20:08.000]  就是人,事物,
[00:20:08.000 --> 00:20:11.000]  有沒有被外族玷污,
[00:20:11.000 --> 00:20:14.000]  有,以色列記,
[00:20:14.000 --> 00:20:16.000]  我們快要看的第八章,
[00:20:16.000 --> 00:20:19.000]  有,就是intermarriage,
[00:20:19.000 --> 00:20:22.000]  和外族通婚,
[00:20:22.000 --> 00:20:25.000]  延伸到第十一章,
[00:20:25.000 --> 00:20:28.000]  以色列記都是處理這個問題,
[00:20:28.000 --> 00:20:31.000]  就是世俗不可以進入聖城,
[00:20:31.000 --> 00:20:36.000]  其實應該進入聖文的婚姻關係裏面,
[00:20:36.000 --> 00:20:39.000]  所以這裏就告訴我們,
[00:20:39.000 --> 00:20:41.000]  我們要留心,
[00:20:41.000 --> 00:20:45.000]  但是有一個很大很大的問題,
[00:20:45.000 --> 00:20:51.000]  就是到底舊約這種斷絕關係,
[00:20:51.000 --> 00:20:54.000]  去到主耶穌的新約時代,
[00:20:54.000 --> 00:20:56.000]  怎樣理解,
[00:20:56.000 --> 00:21:00.000]  耶穌說,再沒有分猶太人,
[00:21:00.000 --> 00:21:02.000]  撒瑪利亞人,
[00:21:02.000 --> 00:21:05.000]  保羅說,無論是猶太人,
[00:21:05.000 --> 00:21:09.000]  西古提人,化外人,
[00:21:09.000 --> 00:21:12.000]  圍爐的,自主的,
[00:21:12.000 --> 00:21:15.000]  或者男或者女,
[00:21:15.000 --> 00:21:18.000]  在主耶穌裏面都是一,
[00:21:18.000 --> 00:21:21.000]  那麼這樣的一個轉變,
[00:21:21.000 --> 00:21:23.000]  轉向,
[00:21:23.000 --> 00:21:26.000]  這些就是我們一生要學的功課,
[00:21:26.000 --> 00:21:28.000]  我們如果像舊約的時代,
[00:21:28.000 --> 00:21:30.000]  黎希米的時代,
