
[00:00:00.000 --> 00:00:04.540]  領子妹很感恩在章林期的日子
[00:05:02.240 --> 00:05:04.240]  有時候都還沒有想得很清楚
[00:05:04.240 --> 00:05:07.240]  但是他會說我都是年輕力壯
[00:05:07.240 --> 00:05:10.240]  尚有很多可以嘗試的空間
[00:05:10.240 --> 00:05:11.640]  可以錯的空間
[00:05:11.640 --> 00:05:15.240]  毅然決定做一些事情
[00:05:15.240 --> 00:05:16.840]  我認識一個青年
[00:05:16.840 --> 00:05:19.640]  他在大學裏面本來是在讀化學的
[00:05:19.640 --> 00:05:25.240]  但一直心裏面都有一種很想去宣教的夢
[00:05:25.240 --> 00:05:26.640]  特別是去非洲
[00:05:26.640 --> 00:05:31.040]  於是他特意附修非洲研究在大學裏面
[00:05:31.040 --> 00:05:34.040]  完了之後毅然就放一年時間
[00:05:34.040 --> 00:05:37.040]  去參與一個非洲的宣教一年
[00:05:37.040 --> 00:05:40.040]  他說沒有什麼可以輸人生年輕的階段
[00:05:40.040 --> 00:05:43.040]  就去試一試這個想法
[00:05:43.040 --> 00:05:45.040]  但譬如我們去到中年的時候
[00:05:45.040 --> 00:05:48.640]  譬如大約四十歲或者四十多歲的時候
[00:05:48.640 --> 00:05:52.440]  可能我們就多了不同的考慮
[00:05:52.440 --> 00:05:55.440]  有時候都是站在一個路口當中
[00:05:55.440 --> 00:05:59.640]  究竟我繼續累積在我前半生裏面
[00:05:59.640 --> 00:06:02.040]  累積的功夫特別是在工作裏面
[00:06:02.040 --> 00:06:05.240]  還是毅然去透過這些經驗
[00:06:05.240 --> 00:06:08.040]  我們去試一些新的崗位
[00:06:08.040 --> 00:06:09.840]  新的挑戰
[00:06:09.840 --> 00:06:11.640]  我認識一個母親就是
[00:06:11.640 --> 00:06:14.440]  她以前是做社工的
[00:06:14.440 --> 00:06:17.640]  但就因為要教養兒女
[00:06:17.640 --> 00:06:19.040]  就毅然放下工作
[00:06:19.040 --> 00:06:20.640]  但到四十多歲的時候
[00:06:20.640 --> 00:06:22.240]  她放下十多年
[00:06:22.240 --> 00:06:25.240]  但覺得她要孩子大了
[00:06:25.240 --> 00:06:30.040]  就毅然出來再次進入那個場景當中
[00:06:30.040 --> 00:06:31.040]  去做社工
[00:06:31.040 --> 00:06:33.040]  她心裏面最初投入的時候
[00:06:33.040 --> 00:06:34.040]  都很賤勁
[00:06:34.040 --> 00:06:37.040]  但她覺得如果這一下不投放下去的時候
[00:06:37.040 --> 00:06:39.640]  就不知道什麼時候可以放下去了
[00:06:39.640 --> 00:06:42.040]  所以她覺得應該要把握時機
[00:06:42.040 --> 00:06:46.840]  去為自己的工作事業去闖一闖
[00:06:46.840 --> 00:06:48.440]  但譬如我們去到六十歲
[00:06:48.440 --> 00:06:50.440]  屈落幾歲的時候
[00:06:50.440 --> 00:06:53.240]  即將退休或者退休年紀
[00:06:53.240 --> 00:06:55.240]  可能我們有些人
[00:06:55.240 --> 00:06:57.640]  我們心裏面可能年少當中
[00:06:57.640 --> 00:06:59.840]  都還有一些未完成的夢
[00:06:59.840 --> 00:07:01.640]  我認識一個朋友就是
[00:07:01.640 --> 00:07:02.640]  剛剛退休
[00:07:02.640 --> 00:07:03.840]  他跟我說
[00:07:03.840 --> 00:07:06.040]  其實他小時候裏面很想
[00:07:06.040 --> 00:07:08.040]  其實不是預了這份工作
[00:07:08.040 --> 00:07:09.040]  做到退休的
[00:07:09.040 --> 00:07:10.040]  即是他說
[00:07:10.040 --> 00:07:12.040]  一直都有一個夢想
[00:07:12.040 --> 00:07:13.440]  很想開一間咖啡店
[00:07:13.440 --> 00:07:15.440]  好像很自由自在地
[00:07:15.440 --> 00:07:17.840]  做一些喜歡做的生意
[00:07:17.840 --> 00:07:20.440]  喜歡有空去跟客人聊天
[00:07:20.440 --> 00:07:21.240]  說一下信仰
[00:07:21.240 --> 00:07:23.240]  譬如一種很寫意
[00:07:23.240 --> 00:07:25.240]  但營運得到的生活
[00:07:25.240 --> 00:07:27.240]  但到了退休的時候
[00:07:27.240 --> 00:07:30.240]  很多上面有父母
[00:07:30.240 --> 00:07:31.240]  下面有兒女
[00:07:31.240 --> 00:07:34.240]  很多東西就已經不願意
[00:07:34.240 --> 00:07:35.240]  這樣冒風險了
[00:07:35.240 --> 00:07:37.240]  所以思前想後的時候
[00:07:37.240 --> 00:07:40.840]  都遲遲都未能夠去做這些決定
[00:07:40.840 --> 00:07:42.240]  去毅然踏上
[00:07:42.240 --> 00:07:44.240]  去做一個這麼大的投資
[00:07:44.240 --> 00:07:46.240]  這麼大的轉變
[00:07:46.240 --> 00:07:48.240]  不知道你們又在想什麼
[00:07:48.240 --> 00:07:49.840]  或者在人生當中
[00:07:49.840 --> 00:07:51.840]  是一個什麼狀況
[00:07:51.840 --> 00:07:53.840]  是不是一個要轉變
[00:07:53.840 --> 00:07:56.840]  轉折或者掙扎的當中
[00:07:56.840 --> 00:07:57.840]  迦納告訴我
[00:07:57.840 --> 00:07:59.840]  他無論幾個階段都好
[00:07:59.840 --> 00:08:01.840]  他的人生裏面
[00:08:01.840 --> 00:08:03.840]  都有一句在經文當中
[00:08:03.840 --> 00:08:07.840]  重複了的一個描述
[00:08:07.840 --> 00:08:09.840]  經文裏面分別是第八節
[00:08:09.840 --> 00:08:12.840]  第九節和十四節
[00:08:12.840 --> 00:08:17.840]  聖經都說他是專心跟從耶和華
[00:08:17.840 --> 00:08:19.840]  這個專心跟從耶和華
[00:08:19.840 --> 00:08:20.840]  我覺得譯得更加好
[00:08:20.840 --> 00:08:23.840]  就是我用了一個全心去跟從耶和華
[00:08:23.840 --> 00:08:27.840]  因為那個字本身是一個副詞
[00:08:27.840 --> 00:08:29.840]  其實是Fully Follow
[00:08:29.840 --> 00:08:33.840]  就是完全這樣去跟隨那個意思
[00:08:33.840 --> 00:08:35.840]  全心的意思就是說
[00:08:35.840 --> 00:08:38.840]  他沒有被其他的事情
[00:08:38.840 --> 00:08:41.840]  去佔據了他的心思意念
[00:08:41.840 --> 00:08:43.840]  這個都是不容易的
[00:08:43.840 --> 00:08:47.840]  譬如幾個經文的描述
[00:08:47.840 --> 00:08:49.840]  正正就是說他不同的階段
[00:08:49.840 --> 00:08:51.840]  無論他四十歲的時候
[00:08:51.840 --> 00:08:53.840]  當時都
[00:08:53.840 --> 00:08:57.840]  大家如果熟悉文述的記載
[00:08:57.840 --> 00:08:59.840]  就是那十個兄弟
[00:08:59.840 --> 00:09:01.840]  是回來報惡信
[00:09:01.840 --> 00:09:03.840]  衛獨、迦納和約書亞
[00:09:03.840 --> 00:09:06.840]  就站出來為耶和華說話
[00:09:06.840 --> 00:09:09.840]  那十個兄弟令到百姓都戰驚了
[00:09:09.840 --> 00:09:12.840]  就是膽戰心驚
[00:09:12.840 --> 00:09:16.840]  但是我專心或者全心跟從耶和華
[00:09:16.840 --> 00:09:18.840]  其實意思就是這樣
[00:09:18.840 --> 00:09:23.840]  但是我去專心全心去跟從耶和華
[00:09:23.840 --> 00:09:25.840]  到了去抗耶的日子裏面
[00:09:25.840 --> 00:09:26.840]  其實是更不容易
[00:09:26.840 --> 00:09:31.840]  你記住當上帝懲罰以色列人
[00:09:31.840 --> 00:09:32.840]  抗耶飄流
[00:09:32.840 --> 00:09:34.840]  如果大家讀文述記都很記得
[00:09:34.840 --> 00:09:35.840]  常常都反叛
[00:09:35.840 --> 00:09:36.840]  常常都後悔
[00:09:36.840 --> 00:09:39.840]  又說要回到埃及地
[00:09:39.840 --> 00:09:41.840]  又說這裡不夠吃
[00:09:41.840 --> 00:09:43.840]  那些東西又沒有肉吃等等
[00:09:43.840 --> 00:09:48.840]  你見到很多這些激怒摩西激怒上帝的經歷
[00:09:48.840 --> 00:09:50.840]  在文述當中記載
[00:09:50.840 --> 00:09:56.840]  你記住迦納一直和這班活役的子民一起
[00:09:56.840 --> 00:09:58.840]  有沒有受感染呢?
[00:09:58.840 --> 00:10:00.840]  有沒有被那些人渲染了迦納呢?
[00:10:00.840 --> 00:10:03.840]  這個有時對於迦納來說
[00:10:03.840 --> 00:10:05.840]  他想全心跟從耶和華
[00:10:05.840 --> 00:10:07.840]  其實身邊的人全部都沒有這樣做
[00:10:07.840 --> 00:10:09.840]  對他來說是一個很大的挑戰
[00:10:09.840 --> 00:10:13.840]  自己很專注走自己應該走的路
[00:10:13.840 --> 00:10:17.840]  稍後我會說說抗耶的路是一條怎樣的路
[00:10:17.840 --> 00:10:21.840]  但這個時候聖經都說他是全心跟從耶和華
[00:10:21.840 --> 00:10:24.840]  到了最後一節十四節的時候
[00:10:24.840 --> 00:10:25.840]  到了一個結局
[00:10:25.840 --> 00:10:29.840]  當時剛才說了迦納向約書亞說
[00:10:29.840 --> 00:10:34.840]  這個時候會不會是上帝要承受應許呢?
[00:10:34.840 --> 00:10:38.840]  即是四十五年前說的話會不會今天要承受呢?
[00:10:38.840 --> 00:10:45.840]  十四節結局就是希伯來成為了迦納的產業
[00:10:45.840 --> 00:10:50.840]  直到今天即是約書亞寫的時候的日子
[00:10:50.840 --> 00:10:51.840]  有一個原因的
[00:10:51.840 --> 00:10:55.840]  因為他全心跟從耶和華
[00:10:55.840 --> 00:10:59.840]  即是說無論他打贏仗得到希伯來
[00:10:59.840 --> 00:11:03.840]  或者是跟著維持產權
[00:11:03.840 --> 00:11:09.840]  或者是沒有遺棄或沒有人再次反擊攻佔他的地方
[00:11:09.840 --> 00:11:12.840]  一直維持著都是屬於迦納的地方
[00:11:12.840 --> 00:11:19.840]  整個過程裏面因為他全心跟從耶和華
[00:11:19.840 --> 00:11:22.840]  如果大家心水清的時候都記得
[00:11:22.840 --> 00:11:26.840]  這裏我都會說一點點那個經歷
[00:11:26.840 --> 00:11:29.840]  他全心跟從耶和華
[00:11:29.840 --> 00:11:32.840]  所以他知道那個地方
[00:11:32.840 --> 00:11:34.840]  當時報告回來的時候
[00:11:34.840 --> 00:11:37.840]  如果記得就在文書裏記載
[00:11:37.840 --> 00:11:40.840]  他們要拿一些初熟的葡萄回來
[00:11:40.840 --> 00:11:46.840]  因為他們要查一查那個地方是不是流乃與物資地
[00:11:46.840 --> 00:11:49.840]  其實是說那個地方是不是好好居住的地方
[00:11:49.840 --> 00:11:50.840]  因為是上帝給他的
[00:11:50.840 --> 00:11:52.840]  所以要檢查一下
[00:11:52.840 --> 00:11:55.840]  拿那些當地的收成回來
[00:11:55.840 --> 00:11:57.840]  其實拿回來的時候全部都是很好的
[00:11:57.840 --> 00:12:01.840]  全部都是我們吃的最大顆的葡萄
[00:12:01.840 --> 00:12:03.840]  全部都很甜美
[00:12:03.840 --> 00:12:07.840]  但是另外同時間他們見到的那些亞納族人
[00:12:07.840 --> 00:12:09.840]  也都是很巨大
[00:12:09.840 --> 00:12:11.840]  那些城也都是很堅固
[00:12:11.840 --> 00:12:14.840]  所以同時間那十個兄弟
[00:12:14.840 --> 00:12:16.840]  譬如在文書13章32節說
[00:12:16.840 --> 00:12:19.840]  那個地方是吞吃居民之地
[00:12:19.840 --> 00:12:22.840]  當他體會到上帝的心意
[00:12:22.840 --> 00:12:24.840]  原來果然是流乃與物資地
[00:12:24.840 --> 00:12:27.840]  同時間又被那些環境被那些人嚇怕了
[00:12:27.840 --> 00:12:30.840]  這個地方是吃人的
[00:12:30.840 --> 00:12:35.840]  在新約聖經就說是一個心懷異議
[00:12:35.840 --> 00:12:37.840]  一個雙重心
[00:12:37.840 --> 00:12:41.840]  他不能夠只是在維護上帝的心意
[00:12:41.840 --> 00:12:46.840]  另外他繼續被一些環境因素去嚇怕了他們
[00:12:46.840 --> 00:12:52.840]  以至最終他不能夠全心的跟從而來
[00:12:52.840 --> 00:12:55.840]  向子民報了一個惡信
[00:12:55.840 --> 00:12:57.840]  令到子民很驚動 很驚嚇
[00:12:57.840 --> 00:13:00.840]  以至整班子民去背負上帝
[00:13:00.840 --> 00:13:03.840]  這個就是當時的背景
[00:13:03.840 --> 00:13:09.840]  弟子們我們人生裏面最精壯的年歲的時候
[00:13:09.840 --> 00:13:13.840]  也有沒有全心去跟從上帝
[00:13:13.840 --> 00:13:17.840]  作出最重要的決定和投放呢
[00:13:17.840 --> 00:13:18.840]  大家都是想一想
[00:13:18.840 --> 00:13:26.840]  我們人生當中你將你的年歲投放得最久最多的時候
[00:13:26.840 --> 00:13:28.840]  在什麼事上呢
[00:13:28.840 --> 00:13:32.840]  有些人可能是他放在工作裏面
[00:13:32.840 --> 00:13:36.840]  或者是他自己放在自己一直追求不同的讀書學位裏面
[00:13:36.840 --> 00:13:40.840]  或者是不同的事上 或者是你的兒女上
[00:13:40.840 --> 00:13:43.840]  無論如何我們有沒有在事上
[00:13:43.840 --> 00:13:46.840]  你投放的精力 投放你的心思意念
[00:13:46.840 --> 00:13:49.840]  都是按著上帝的心意而行呢
[00:13:49.840 --> 00:13:53.840]  有沒有好像迦勒一陣我們分享的故事裏面
[00:13:53.840 --> 00:13:57.840]  他不顧一切為上帝而活呢
[00:13:57.840 --> 00:14:01.840]  這個就是我相信我們今天都要問自己的問題
[00:14:01.840 --> 00:14:05.840]  我們接著去看一看迦勒幾個人生的階段
[00:14:05.840 --> 00:14:11.840]  他怎樣都是一樣的全心的跟從耶和華
[00:14:11.840 --> 00:14:13.840]  第一個階段我剛才說了
[00:14:13.840 --> 00:14:16.840]  在他四十歲的時候
[00:14:16.840 --> 00:14:25.840]  他進入迦南地作為一個探子
[00:14:25.840 --> 00:14:31.840]  在文宿13章14章裏面都說了摩西派12個探子窺探迦南地
[00:14:31.840 --> 00:14:34.840]  其中10個就向以色列人報惡信
[00:14:34.840 --> 00:14:36.840]  其中好像文宿13章33節
[00:14:36.840 --> 00:14:39.840]  他說那10個人 所謂10個兄弟這樣說
[00:14:39.840 --> 00:14:42.840]  我們去窺探那裏看見巨人
[00:14:42.840 --> 00:14:44.840]  就是巨人中的那些亞納族人
[00:14:44.840 --> 00:14:48.840]  我們自己眼中看自己好像渣曼一樣脆弱渺小
[00:14:48.840 --> 00:14:54.840]  而在他們眼中都是一樣的形象
[00:14:54.840 --> 00:14:58.840]  即是他們連亞納族人都去窺探
[00:14:58.840 --> 00:14:59.840]  他們只是一個探子
[00:14:59.840 --> 00:15:03.840]  其實基本上他們不會自己大搖大擺在亞納族人面前
[00:15:03.840 --> 00:15:05.840]  但連他們怎樣看以色列人
[00:15:05.840 --> 00:15:08.840]  他都猜到 都了解到他們的心思
[00:15:08.840 --> 00:15:15.840]  是一種很自卑 看自己看得很低的一種價值
[00:15:15.840 --> 00:15:20.840]  連覺得別人看他都是自己很低的一種價值
[00:15:20.840 --> 00:15:26.840]  所以在這個環境 被當地的人嚇怕了他們
[00:15:26.840 --> 00:15:29.840]  他看不到上帝要建立他們
[00:15:29.840 --> 00:15:31.840]  他只見到人比人的時候
[00:15:31.840 --> 00:15:37.840]  他在人面前是一個很渺小 很脆弱的一種形象
[00:15:37.840 --> 00:15:39.840]  加納見到這樣的情況
[00:15:39.840 --> 00:15:40.840]  他施理衣服
[00:15:40.840 --> 00:15:46.840]  他告訴他們 必須領我們進入這個地方
[00:15:46.840 --> 00:15:49.840]  當然單憑加納和以色列的力量
[00:15:49.840 --> 00:15:53.840]  在當時都不能改變這些以色列人的背景
[00:15:53.840 --> 00:15:58.840]  但上帝在審判以色列的時候
[00:15:58.840 --> 00:16:01.840]  他都為了加納給了一個評語
[00:16:01.840 --> 00:16:03.840]  就好像文宋十四章二十四節
[00:16:03.840 --> 00:16:08.840]  唯獨我的僕人加納 因為他另有一個心志
[00:16:08.840 --> 00:16:11.840]  專心 其實都是同一個字 全心跟從耶和華
[00:16:11.840 --> 00:16:14.840]  我要領他進入他所去的那地
[00:16:14.840 --> 00:16:18.840]  他的後裔必得那地為業
[00:16:18.840 --> 00:16:20.840]  所以其實就是憑著這句話
[00:16:20.840 --> 00:16:23.840]  文宋十四章二十四節
[00:16:23.840 --> 00:16:27.840]  去到約書亞記 剛剛我們今天讀的經文的時候
[00:16:27.840 --> 00:16:30.840]  就向約書亞講回這番話
[00:16:30.840 --> 00:16:35.840]  這番話除了講了耶和華應許他
[00:16:35.840 --> 00:16:37.840]  那塊地是一定得到的
[00:16:37.840 --> 00:16:40.840]  他會唯獨加納
[00:16:40.840 --> 00:16:43.840]  全部當時的以色列人都不能進入加納
[00:16:43.840 --> 00:16:47.840]  唯獨加納他會進入這塊亞納族人住的地方
[00:16:47.840 --> 00:16:52.840]  他有個條件的 因為他說加納是另有一個心志
[00:16:52.840 --> 00:16:56.840]  是與眾不同的 與別不同的
[00:16:56.840 --> 00:17:00.840]  所以鄧小平說有時眾人捍衛美的事
[00:17:00.840 --> 00:17:02.840]  要留心去做 就是這個意思
[00:17:02.840 --> 00:17:05.840]  全部人都是活在恐慌之中
[00:17:05.840 --> 00:17:09.840]  當時沒有人夠膽覺得要進入一個嘉南之地
[00:17:09.840 --> 00:17:13.840]  唯獨加納他走出來
[00:17:13.840 --> 00:17:16.840]  他領受了上帝一樣的心志
[00:17:16.840 --> 00:17:19.840]  去到上帝廁果然是嘉南美地
[00:17:19.840 --> 00:17:21.840]  是一個美好之地 那就可以了
[00:17:21.840 --> 00:17:24.840]  那應該我們就進去吧 不需要懼怕那些人
[00:17:24.840 --> 00:17:28.840]  那些堅固的城 上帝必定同在 必定幫助
[00:17:28.840 --> 00:17:31.840]  這個就是另一個心志
[00:17:31.840 --> 00:17:34.840]  去看到事情的真相
[00:17:34.840 --> 00:17:37.840]  事情的真相不是環境來決定
[00:17:37.840 --> 00:17:40.840]  事情的真相是由上帝來決定
[00:17:40.840 --> 00:17:43.840]  上帝的應許要成就 雖然未成就
[00:17:43.840 --> 00:17:47.840]  但那個地方終會成為他們的地方
[00:17:47.840 --> 00:17:50.840]  因為上帝說了一定會成就這件事
[00:17:50.840 --> 00:17:57.840]  所以真相是上帝要成就在我們中間的所有事情
[00:17:57.840 --> 00:18:01.840]  當讀到這裡的時候 大家不知道有沒有留意到
[00:18:01.840 --> 00:18:04.840]  其實我們今天很多香港教會
[00:18:04.840 --> 00:18:11.840]  其實都有很多西方來的宣教士的粉絨
[00:18:11.840 --> 00:18:14.840]  以致我們今天有這麼好的教堂
[00:18:14.840 --> 00:18:17.840]  如果大家都記得 就算是感受堂的背景
[00:18:17.840 --> 00:18:21.840]  都是有西教士在感受堂裡開幼稚園開始
[00:18:21.840 --> 00:18:24.840]  而成立了一間宣道會
[00:18:24.840 --> 00:18:30.840]  當時的宣教運動可以說是大概由十九世紀末到二十世紀中期
[00:18:30.840 --> 00:18:34.840]  可能大家都聽過大得新 一個很出名的宣教士
[00:18:34.840 --> 00:18:38.840]  有一千條的生命都會獻上給中國內地
[00:18:38.840 --> 00:18:43.840]  可能聽過劍橋七傑 七位劍橋大學的精英
[00:18:43.840 --> 00:18:47.840]  他們毅然一起搭上船去到內地
[00:18:47.840 --> 00:18:50.840]  去將福音傳給國內的同胞
[00:18:50.840 --> 00:18:54.840]  在十九世紀最後十年的時間裡
[00:18:54.840 --> 00:18:58.840]  但如果大家都有留心讀這些宣教士歷史
[00:18:58.840 --> 00:19:01.840]  你會知道他們不是一個很浪漫的事情
[00:19:01.840 --> 00:19:05.840]  在整個宣教運動當中 真是死傷無數
[00:19:05.840 --> 00:19:08.840]  很多宣教士不要說去到一個地方
[00:19:08.840 --> 00:19:10.840]  他想去到哪裡宣教
[00:19:10.840 --> 00:19:15.840]  在船的途中都經不起那些風浪 可能已經輕生
[00:19:15.840 --> 00:19:18.840]  或者去到一個東南亞所有的地方
[00:19:18.840 --> 00:19:21.840]  基本上是一種很難適應的對地
[00:19:21.840 --> 00:19:25.840]  習慣住在歐洲或者美國的地方的時候
[00:19:25.840 --> 00:19:28.840]  來到那些風土 那些習俗
[00:19:28.840 --> 00:19:34.840]  特別很多地 香港很多的熱病 傷寒 內那些利疾那些
[00:19:34.840 --> 00:19:39.840]  其實是殺害了很多宣教士來到的生命
[00:19:39.840 --> 00:19:43.840]  如果大家去看看那些在帕馬迪的墳場
[00:19:43.840 --> 00:19:47.840]  你就會留心很多宣教士的命
[00:19:47.840 --> 00:19:53.840]  就留在那些墳地裡 你會發覺很多的生命都很短暫
[00:19:53.840 --> 00:19:56.840]  但是如果不是第一代宣教士來到香港
[00:19:56.840 --> 00:19:58.840]  或者內地或者其他東南亞地方
[00:19:58.840 --> 00:20:03.840]  他們堅持這裡果然是美德之民之地
[00:20:03.840 --> 00:20:07.840]  那樣的時候第二代第三代就不會繼續來了
[00:20:07.840 --> 00:20:10.840]  如果將一個惡信告訴你 回過頭來
[00:20:10.840 --> 00:20:13.840]  向他們的猜拳的總部說
[00:20:13.840 --> 00:20:16.840]  那裡真的是吃人之地來的
[00:20:16.840 --> 00:20:18.840]  很多疾病很多的不知什麼的
[00:20:18.840 --> 00:20:20.840]  奇難雜症很多的水路不服
[00:20:20.840 --> 00:20:22.840]  其實殺害了無數生命的時候
[00:20:22.840 --> 00:20:24.840]  他們就不會再來這個地方
[00:20:24.840 --> 00:20:31.840]  將福音帶給我們可能上一代很多的信主的前輩
[00:20:31.840 --> 00:20:35.840]  其實就是他們堅持全心跟從耶和華
[00:20:35.840 --> 00:20:40.840]  以致福音能夠傳到給很多香港、內地
