
[00:00:00.000 --> 00:00:03.000]  今日有我們本堂的傳道同工
[00:03:38.000 --> 00:03:40.000]  於是有些人覺得
[00:03:40.000 --> 00:03:42.000]  哪裏夠呀
[00:03:42.000 --> 00:03:44.000]  於是就想辦法
[00:03:44.000 --> 00:03:46.000]  看著那些人排隊
[00:03:46.000 --> 00:03:48.000]  想辦法
[00:03:48.000 --> 00:03:51.000]  怎樣能夠買多些口罩
[00:03:51.000 --> 00:03:55.000]  第一次排隊的時候就穿著外套
[00:03:55.000 --> 00:03:56.000]  就去買了
[00:03:56.000 --> 00:04:00.000]  然後帶完兩盒又回到隊尾
[00:04:00.000 --> 00:04:01.000]  脫下外套
[00:04:01.000 --> 00:04:05.000]  第三次可能又帶不同的頸巾去
[00:04:05.000 --> 00:04:09.000]  以致那些店員看不到
[00:04:09.000 --> 00:04:11.000]  看不到 認不到樣子
[00:04:11.000 --> 00:04:14.000]  不過在這些排隊買口罩裏面
[00:04:14.000 --> 00:04:16.000]  都看到很多人性
[00:04:16.000 --> 00:04:19.000]  只是為了自己能夠買多些
[00:04:19.000 --> 00:04:24.000]  不理其他人究竟買不買到
[00:04:24.000 --> 00:04:27.000]  但在這次的疫情裏面
[00:04:27.000 --> 00:04:29.000]  再一次提醒我們
[00:04:29.000 --> 00:04:32.000]  要有健康的身體的時候
[00:04:32.000 --> 00:04:35.000]  我們需要有一個清潔的環境
[00:04:35.000 --> 00:04:38.000]  去阻止這些病毒來傳播
[00:04:38.000 --> 00:04:42.000]  否則我們就會害人害己
[00:04:42.000 --> 00:04:45.000]  剛才文洛跟我們讀出那段經文
[00:04:45.000 --> 00:04:47.000]  亦都告訴我們
[00:04:47.000 --> 00:04:51.000]  信徒若要有一個清潔的靈性的時候
[00:04:51.000 --> 00:04:57.000]  我們就要藉著上帝的憐憫
[00:04:57.000 --> 00:05:00.000]  拒絕所有的自我中心的事情
[00:05:00.000 --> 00:05:02.000]  在第三節裏面就提到
[00:05:02.000 --> 00:05:09.000]  拒絕無知 活逆 惡毒和嫉妒
[00:05:09.000 --> 00:05:11.000]  一定要拒絕這些東西
[00:05:11.000 --> 00:05:16.000]  然後我們才能夠有一個清潔的靈性
[00:05:16.000 --> 00:05:20.000]  才能夠顯出耶穌基督的溫柔
[00:05:20.000 --> 00:05:23.000]  和人去相處的時候
[00:05:23.000 --> 00:05:28.000]  我們才能夠行出耶穌基督的美善
[00:05:28.000 --> 00:05:31.000]  我們看看這段經文
[00:05:31.000 --> 00:05:36.000]  再聽我讀第四到第七節
[00:05:36.000 --> 00:05:41.000]  但到了我們救主神的恩慈和慈愛顯明的時候
[00:05:41.000 --> 00:05:43.000]  祂救了我們
[00:05:43.000 --> 00:05:46.000]  並不是因我們自己所行的義
[00:05:46.000 --> 00:05:49.000]  而是照著祂的憐憫
[00:05:49.000 --> 00:05:54.000]  藉著重生的洗和聖靈的更新
[00:05:54.000 --> 00:05:57.000]  聖靈就是神藉著我們救主耶穌基督
[00:05:57.000 --> 00:06:00.000]  厚厚地囂冠了我們
[00:06:00.000 --> 00:06:02.000]  囂冠在我們身上
[00:06:02.000 --> 00:06:05.000]  好讓我們因祂的恩得清為然
[00:06:05.000 --> 00:06:10.000]  可以憑著永生的盼望成為後者
[00:06:10.000 --> 00:06:14.000]  這四節的經文原來是一句句子
[00:06:14.000 --> 00:06:17.000]  是一句很長很長的句子
[00:06:17.000 --> 00:06:23.000]  卻是一個對耶穌基督信仰的宣告
[00:06:23.000 --> 00:06:27.000]  在第三節裡先描述到信徒
[00:06:27.000 --> 00:06:29.000]  他和平常人一樣
[00:06:29.000 --> 00:06:32.000]  本來是無知的
[00:06:32.000 --> 00:06:36.000]  對上帝的說話對上帝的認識
[00:06:36.000 --> 00:06:37.000]  是不知道的
[00:06:37.000 --> 00:06:40.000]  甚至是活躍抗拒的
[00:06:40.000 --> 00:06:46.000]  而在心靈裡充滿了惡毒和疾毒
[00:06:46.000 --> 00:06:53.000]  但是因為天父的恩慈憐憫
[00:06:53.000 --> 00:06:58.000]  你和我因著上帝的恩慈和憐憫
[00:06:58.000 --> 00:07:02.000]  我們可以成為上帝的後者
[00:07:02.000 --> 00:07:06.000]  然後就說到他怎樣去拯救
[00:07:06.000 --> 00:07:08.000]  有兩方面
[00:07:08.000 --> 00:07:10.000]  因為這是新年
[00:07:10.000 --> 00:07:14.000]  所以就將這兩方面寫成對聯
[00:07:14.000 --> 00:07:16.000]  不過當然不是真的
[00:07:16.000 --> 00:07:18.000]  第一方面第一個步驟
[00:07:18.000 --> 00:07:21.000]  是重新洗滌正思水
[00:07:21.000 --> 00:07:28.000]  就是說到我們藉著重新的洗
[00:07:28.000 --> 00:07:31.000]  和聖靈的更新
[00:07:31.000 --> 00:07:36.000]  我們可以成為天父上帝的後者
[00:07:36.000 --> 00:07:38.000]  這個重新的洗
[00:07:38.000 --> 00:07:41.000]  這個重新的洗
[00:07:41.000 --> 00:07:48.000]  在原本的文字裡應該說是重新的洗作盤
[00:07:48.000 --> 00:07:52.000]  我們知道在舊約的時候
[00:07:52.000 --> 00:07:59.000]  在這個會幕外院裡有兩樣的物板
[00:07:59.000 --> 00:08:02.000]  第一樣就是一進入這個會幕的時候
[00:08:02.000 --> 00:08:06.000]  我們就看到這個祭壇
[00:08:06.000 --> 00:08:10.000]  第二看到的就是這個洗作盤
[00:08:10.000 --> 00:08:17.000]  這個祭壇就是當祭司或者做錯了事的人
[00:08:17.000 --> 00:08:20.000]  他要來去善這個贖罪祭的時候
[00:08:20.000 --> 00:08:27.000]  他會帶著一些上帝吩咐的公牛或者羊
[00:08:27.000 --> 00:08:30.000]  來到這個祭壇上告
[00:08:30.000 --> 00:08:35.000]  然後就按手在這些生畜的頭上告
[00:08:35.000 --> 00:08:40.000]  按手的意思就是將做錯事的人的罪
[00:08:40.000 --> 00:08:44.000]  轉到這些生畜的身上告
[00:08:44.000 --> 00:08:50.000]  然後透過宰殺這些牛或者羊或者甲子
[00:08:50.000 --> 00:08:52.000]  他們流血
[00:08:52.000 --> 00:09:00.000]  於是犯錯事的人的罪就可以得到赦免這個祭壇
[00:09:00.000 --> 00:09:04.000]  在新約的時候主耶穌基督在十字架上
[00:09:04.000 --> 00:09:08.000]  就為我們流血捨身了
[00:09:08.000 --> 00:09:12.000]  第二樣就是這個洗作盤
[00:09:12.000 --> 00:09:16.000]  就是剛才我說的重新的洗
[00:09:16.000 --> 00:09:22.000]  這個洗作盤就是當祭司或者做錯事的人
[00:09:22.000 --> 00:09:27.000]  他去到這個祭壇裡面準備這個獻祭的時候
[00:09:27.000 --> 00:09:32.000]  他就要先在這個洗作盤裡面去洗手
[00:09:32.000 --> 00:09:37.000]  這個洗作盤是一個銅製的
[00:09:37.000 --> 00:09:40.000]  所以在這些盤的旁邊
[00:09:40.000 --> 00:09:43.000]  可能有些東西反射到他
[00:09:43.000 --> 00:09:47.000]  手某一處的地方特別污糟
[00:09:47.000 --> 00:09:50.000]  所以就擦大力一點擦乾淨一點
[00:09:50.000 --> 00:09:53.000]  因為當人不聖潔的時候
[00:09:53.000 --> 00:09:58.000]  去到上帝面前他就會被處死
[00:09:58.000 --> 00:10:03.000]  這個洗作盤就代表信徒的誠信
[00:10:03.000 --> 00:10:07.000]  每一個去到耶穌基督的庚前來侍奉的人
[00:10:07.000 --> 00:10:11.000]  必定要有這個聖潔的生命
[00:10:11.000 --> 00:10:14.000]  然後才蒙月立
[00:10:14.000 --> 00:10:18.000]  這個祭壇就代表了耶穌基督的血
[00:10:18.000 --> 00:10:24.000]  洗作盤就代表了聖靈重新的工作
[00:10:24.000 --> 00:10:27.000]  在這個會幕裡面
[00:10:27.000 --> 00:10:29.000]  在這個愛院裡面
[00:10:29.000 --> 00:10:33.000]  所有的人都可以進去
[00:10:33.000 --> 00:10:37.000]  就表示耶穌基督為罪人所預備的
[00:10:37.000 --> 00:10:41.000]  是一個百搭給過我們的救恩
[00:10:41.000 --> 00:10:45.000]  只要我們接受就可以了
[00:10:45.000 --> 00:10:50.000]  再看這個重新的洗
[00:10:50.000 --> 00:10:51.000]  這個重新的洗
[00:10:51.000 --> 00:10:53.000]  這個洗作盤
[00:10:53.000 --> 00:10:59.000]  是表示到聖靈在我們心靈裡面第一步的工作
[00:10:59.000 --> 00:11:04.000]  原本我們的心靈是死在這個罪裡面
[00:11:04.000 --> 00:11:08.000]  但是因著這個重新的洗
[00:11:08.000 --> 00:11:15.000]  我們可以慢慢進入到上帝的生命裡面
[00:11:15.000 --> 00:11:17.000]  正如保羅所說
[00:11:17.000 --> 00:11:19.000]  若有人在基督裡
[00:11:19.000 --> 00:11:22.000]  他就是新造的人
[00:11:22.000 --> 00:11:27.000]  後事已過都變成新的了
[00:11:27.000 --> 00:11:32.000]  在中信月刊第693期
[00:11:32.000 --> 00:11:35.000]  記載了一個弟兄的見證
[00:11:35.000 --> 00:11:37.000]  是一個美國人
[00:11:37.000 --> 00:11:39.000]  叫做阿波
[00:11:39.000 --> 00:11:43.000]  他說他的家人其實很好的
[00:11:43.000 --> 00:11:46.000]  他爸爸是消防員
[00:11:46.000 --> 00:11:51.000]  他媽媽也是一個媽媽
[00:11:51.000 --> 00:11:57.000]  他家裡環境也不錯
[00:11:57.000 --> 00:12:01.000]  但到了他十五歲的時候
[00:12:01.000 --> 00:12:03.000]  因為結識了一些朋友
[00:12:03.000 --> 00:12:07.000]  又去喝酒又去吸毒
[00:12:07.000 --> 00:12:11.000]  慢慢他覺得吸了毒之後
[00:12:11.000 --> 00:12:15.000]  那種感覺令他很開心
[00:12:15.000 --> 00:12:20.000]  所以那個毒癮就越來越深了
[00:12:20.000 --> 00:12:24.000]  他從十五歲開始吸毒
[00:12:24.000 --> 00:12:26.000]  一直到他三十八歲
[00:12:26.000 --> 00:12:31.000]  他在期間也有幾次被警察抓過
[00:12:31.000 --> 00:12:34.000]  說他吸毒藏毒
[00:12:34.000 --> 00:12:39.000]  但每一次他爸爸媽媽都用很多錢
[00:12:39.000 --> 00:12:43.000]  幫他打贏了官司
[00:12:43.000 --> 00:12:46.000]  到他三十八歲那年
[00:12:46.000 --> 00:12:54.000]  不知道為什麼那次法官不肯給他保釋
[00:12:54.000 --> 00:12:58.000]  並且一定要他去坐牢
[00:12:58.000 --> 00:13:00.000]  他坐牢的時候
[00:13:00.000 --> 00:13:05.000]  他媽媽按照這個時期都會去探望他
[00:13:05.000 --> 00:13:08.000]  每一次他都會跟阿波說
[00:13:08.000 --> 00:13:10.000]  他說媽媽很愛你
[00:13:10.000 --> 00:13:14.000]  你快點改變吧
[00:13:14.000 --> 00:13:18.000]  有一次他媽媽探望他的時候
[00:13:18.000 --> 00:13:20.000]  他回到房間
[00:13:20.000 --> 00:13:24.000]  他心裡突然有一陣酸酸的感覺
[00:13:24.000 --> 00:13:28.000]  覺得自己快四十歲了
[00:13:28.000 --> 00:13:30.000]  好像一事無成一樣
[00:13:30.000 --> 00:13:36.000]  過去他認識的都是喝酒吸毒的朋友
[00:13:36.000 --> 00:13:38.000]  在他坐牢期間
[00:13:38.000 --> 00:13:40.000]  一個人都沒有來探望過他
[00:13:40.000 --> 00:13:43.000]  他覺得這些都不是他真正的朋友
[00:13:43.000 --> 00:13:45.000]  他有兩個女朋友
[00:13:45.000 --> 00:13:47.000]  全部都離開了他
[00:13:47.000 --> 00:13:49.000]  他都有兩個女兒
[00:13:49.000 --> 00:13:51.000]  但一個已經死了
[00:13:51.000 --> 00:13:55.000]  他覺得自己的人生好像很失敗
[00:13:55.000 --> 00:14:00.000]  他在監房裡大哭
[00:14:00.000 --> 00:14:05.000]  無意中看到他桌上有一本聖經
[00:14:05.000 --> 00:14:11.000]  因為監房裡很多時候都會有人跟他們去看聖經
[00:14:11.000 --> 00:14:13.000]  他打開看的時候
[00:14:13.000 --> 00:14:15.000]  剛好是詩篇23篇
[00:14:16.000 --> 00:14:20.000]  「耶和華是我的牧者,我必不自缺乏,
[00:14:20.000 --> 00:14:27.000]  祂使我躺在青草地上,令我在可安潔的水邊;
[00:14:27.000 --> 00:14:32.000]  祂使我的靈魂蘇醒,為自己的命引導我走二路。
[00:14:32.000 --> 00:14:37.000]  我雖然行過死任的幽谷,也不怕遭害,
[00:14:37.000 --> 00:14:44.000]  因為祢與我同在,祢的象,祢的肝都安慰我。」
[00:14:44.000 --> 00:14:53.000]  突然間醒覺到原來上帝是他的生命的牧羊人
[00:14:53.000 --> 00:14:55.000]  上帝會帶領他的
[00:14:55.000 --> 00:15:00.000]  而他自己就像一隻羊
[00:15:00.000 --> 00:15:08.000]  被上帝所帶領、保護、拯救
[00:15:08.000 --> 00:15:12.000]  當他想到這裡的時候
[00:15:12.000 --> 00:15:21.000]  他突然間感到心靈裡有一種很平靜、很釋放的感覺
[00:15:21.000 --> 00:15:28.000]  之後他就開始認認真真地每一次上聖經班
[00:15:28.000 --> 00:15:30.000]  當他刑滿之後
[00:15:30.000 --> 00:15:33.000]  他出獄之後
[00:15:33.000 --> 00:15:38.000]  他就開始參加戒毒治療和赴毒
[00:15:38.000 --> 00:15:41.000]  在上帝一路的引導下
[00:15:41.000 --> 00:15:43.000]  很奇妙的引導下
[00:15:43.000 --> 00:15:48.000]  他竟然成為了戒毒的培訓師
[00:15:48.000 --> 00:15:50.000]  所以你們有興趣的話
[00:15:50.000 --> 00:15:56.000]  可以看看中信第693期
[00:15:56.000 --> 00:16:00.000]  當中信正在出見證的時候
[00:16:00.000 --> 00:16:06.000]  原來他已經做了戒毒培訓師二十年
[00:16:06.000 --> 00:16:08.000]  我們可以看到
[00:16:08.000 --> 00:16:12.000]  因著上帝的憐憫
[00:16:12.000 --> 00:16:19.000]  一個原本心靈要在獨海裡去死去的人
[00:16:19.000 --> 00:16:21.000]  但因著上帝的憐憫
[00:16:21.000 --> 00:16:24.000]  因著重新的洗
[00:16:24.000 --> 00:16:28.000]  他才可以改變過來
[00:16:28.000 --> 00:16:32.000]  所以我們要成為天父的後製
[00:16:32.000 --> 00:16:37.000]  第一步就是除去生命裡的自我心事
[00:16:37.000 --> 00:16:40.000]  要潔淨我們的意念
[00:16:40.000 --> 00:16:42.000]  潔淨我們的行為
[00:16:42.000 --> 00:16:49.000]  第二步就是聖靈的更新
[00:16:49.000 --> 00:16:53.000]  第二方面就是講到聖靈
[00:16:53.000 --> 00:16:57.000]  聖靈挑冠活生生
[00:16:57.000 --> 00:17:00.000]  就是講到聖靈的更新
[00:17:00.000 --> 00:17:03.000]  再讀經文
[00:17:03.000 --> 00:17:05.000]  他救了我們
[00:17:05.000 --> 00:17:08.000]  並不是因為我們自己所行的義
[00:17:08.000 --> 00:17:11.000]  而是招著上帝的憐憫
[00:17:11.000 --> 00:17:13.000]  藉著重新的洗
[00:17:13.000 --> 00:17:15.000]  和聖靈的更新
[00:17:15.000 --> 00:17:19.000]  聖靈就是神藉著我們救主耶穌基督
[00:17:19.000 --> 00:17:22.000]  厚厚地挑冠在我們身上
[00:17:22.000 --> 00:17:26.000]  好讓我們因他的恩得稱為義
[00:17:26.000 --> 00:17:32.000]  可以憑著永生的盼望成為後製
[00:17:32.000 --> 00:17:35.000]  一句長長的句子
[00:17:35.000 --> 00:17:40.000]  更新這個字在整個新約聖經裡
[00:17:40.000 --> 00:17:43.000]  只出現了兩次
[00:17:43.000 --> 00:17:46.000]  第一次就在羅馬書第十二章第二節
[00:17:46.000 --> 00:17:48.000]  我們很熟悉的
[00:17:48.000 --> 00:17:52.000]  就是在這個不要效法者的世界
[00:17:52.000 --> 00:17:55.000]  只要心意更新而變化
[00:17:55.000 --> 00:17:59.000]  我們千萬不要跟隨這個世界的情況
[00:17:59.000 --> 00:18:02.000]  我們的心意一路的更新
[00:18:02.000 --> 00:18:04.000]  一路的改變
[00:18:04.000 --> 00:18:07.000]  第二次就是提多書這裡所講
[00:18:07.000 --> 00:18:09.000]  這個更新是怎樣的
[00:18:09.000 --> 00:18:14.000]  就是將舊有的事情去翻新
[00:18:14.000 --> 00:18:19.000]  大家所住的房子試過翻新嗎
[00:18:19.000 --> 00:18:21.000]  試過裝修嗎
[00:18:21.000 --> 00:18:23.000]  試過了
[00:18:23.000 --> 00:18:28.000]  裝修或者翻新不是搬去另一間房子
[00:18:28.000 --> 00:18:30.000]  而是將你原本的房子
[00:18:30.000 --> 00:18:35.000]  可能那些牆那些油漆已經剝落了
[00:18:35.000 --> 00:18:38.000]  你是重新的再整理
[00:18:38.000 --> 00:18:42.000]  當中的過程很煩的
[00:18:42.000 --> 00:18:45.000]  我們用油漆來做一個例子
[00:18:45.000 --> 00:18:47.000]  雖然我不懂油漆
[00:18:47.000 --> 00:18:49.000]  但是我知道那個道理
[00:18:49.000 --> 00:18:52.000]  那油漆要怎樣
[00:18:52.000 --> 00:18:58.000]  一定要將表層的油漆全都剷除
[00:18:58.000 --> 00:19:01.000]  剷除之後不單止這樣
[00:19:01.000 --> 00:19:06.000]  還要用砂紙去磨磨磨
[00:19:06.000 --> 00:19:09.000]  磨滑整個牆身
[00:19:09.000 --> 00:19:13.000]  以致牆身裡有少許污漬
[00:19:13.000 --> 00:19:16.000]  或者有少許不平的地方
[00:19:16.000 --> 00:19:20.000]  都要磨到平的時候
[00:19:20.000 --> 00:19:23.000]  然後才塗油
[00:19:23.000 --> 00:19:27.000]  這樣塗油塗出來的牆身
[00:19:27.000 --> 00:19:29.000]  就會很滑很亮
[00:19:29.000 --> 00:19:35.000]  而且油漆不會再那麼容易剝落
[00:19:35.000 --> 00:19:39.000]  要讓這個聖靈充滿
[00:19:39.000 --> 00:19:43.000]  第一步是去除了自我中心
[00:19:43.000 --> 00:19:45.000]  潔淨心思意念
[00:19:45.000 --> 00:19:49.000]  將自己裡面都去倒空
[00:19:49.000 --> 00:19:51.000]  什麼都沒有
[00:19:51.000 --> 00:19:53.000]  然後第二步
[00:19:53.000 --> 00:19:57.000]  聖靈才可以去工作
[00:19:57.000 --> 00:20:01.000]  所以剛才我們說重新的洗
[00:20:01.000 --> 00:20:07.000]  不是說將我們舊有的罪性生命拿走
[00:20:07.000 --> 00:20:13.000]  而是上帝恩著他的憐憫和恩慈
[00:20:13.000 --> 00:20:19.000]  以致在我們舊有的污穢生命裡
[00:20:19.000 --> 00:20:22.000]  我們能夠有上帝的聖情
[00:20:22.000 --> 00:20:24.000]  有上帝的生命
[00:20:24.000 --> 00:20:29.000]  並且我們努力去做好一點
[00:20:29.000 --> 00:20:31.000]  我們仍然都是罪人
[00:20:31.000 --> 00:20:35.000]  不過我們是蒙恩的罪人
[00:20:35.000 --> 00:20:38.000]  蒙了上帝的恩典的罪人
[00:20:38.000 --> 00:20:40.000]  所以重新的洗
[00:20:40.000 --> 00:20:46.000]  可以說是裡面的生命和心靈得到潔淨
[00:20:46.000 --> 00:20:51.000]  然後聖靈就去工作了
[00:20:51.000 --> 00:20:52.000]  第六節
[00:20:52.000 --> 00:20:54.000]  聖靈就是神
[00:20:54.000 --> 00:20:58.000]  祂叫我們的救主耶穌基督
[00:20:58.000 --> 00:21:02.000]  厚厚地囂冠在我們身上
[00:21:02.000 --> 00:21:05.000]  什麼叫囂冠?
[00:21:05.000 --> 00:21:07.000]  在錦繡有花園
[00:21:07.000 --> 00:21:08.000]  去澆花
[00:21:08.000 --> 00:21:12.000]  拿水喉囂冠
[00:21:12.000 --> 00:21:16.000]  從上而下去澆下去
[00:21:16.000 --> 00:21:20.000]  祂說這裡厚厚地囂冠
[00:21:20.000 --> 00:21:25.000]  很豐富地賜給我們
[00:21:25.000 --> 00:21:27.000]  聖靈就是耶穌基督
[00:21:27.000 --> 00:21:35.000]  很豐富地賜給我們每一個人的生命
[00:21:35.000 --> 00:21:37.000]  聖靈的更新呢?
[00:21:37.000 --> 00:21:43.000]  有人說這是新鮮的靈性
[00:21:43.000 --> 00:21:47.000]  當我們說我們要被聖靈更新
[00:21:47.000 --> 00:21:51.000]  我們需要有一個新鮮的靈性
[00:21:51.000 --> 00:21:56.000]  在聖靈裡面我們絕對不會吃隔夜飯
[00:21:56.000 --> 00:22:02.000]  因為神給我們的恩典永遠都是新的
[00:22:02.000 --> 00:22:06.000]  不會給了一次就不會再給我們
[00:22:06.000 --> 00:22:11.000]  在荷西亞書第十四章第五節這樣說
[00:22:11.000 --> 00:22:17.000]  耶和華說「我必向以色列如金路」
[00:22:17.000 --> 00:22:26.000]  耶和華對以色列就像金路一樣幫助以色列
[00:22:26.000 --> 00:22:33.000]  意思是金路每一天都有
[00:22:33.000 --> 00:22:38.000]  但雨水呢?雨水是否每天都有?
[00:22:38.000 --> 00:22:40.000]  不會每天都下雨
[00:22:40.000 --> 00:22:43.000]  有時會有很多雨,有時又會沒有雨
[00:22:43.000 --> 00:22:49.000]  但露水是每天都有
[00:22:49.000 --> 00:22:57.000]  但雨水有時會很大雨,會狂風暴雨
[00:22:57.000 --> 00:23:01.000]  就會損害一些資助
[00:23:01.000 --> 00:23:10.000]  但金路卻是每天清晨的時候都來滋潤植物
[00:23:10.000 --> 00:23:17.000]  這是孫信博士在能力的硝冠裡面一直說聖靈的工作
[00:23:17.000 --> 00:23:22.000]  他還說露水為何每天都有呢?
[00:23:22.000 --> 00:23:27.000]  因為露水在晚上或清晨的時候
[00:23:27.000 --> 00:23:31.000]  因為氣溫比較低
[00:23:31.000 --> 00:23:38.000]  晚上或清晨的時候水晶氣因為溫度低了
[00:23:38.000 --> 00:23:40.000]  於是凝結成為水珠
[00:23:40.000 --> 00:23:45.000]  這些水珠就會黏在植物上
[00:23:45.000 --> 00:23:52.000]  所以植物隨時都可以被這些水珠滋潤
[00:23:52.000 --> 00:23:54.000]  孫信博士說
[00:23:54.000 --> 00:23:57.000]  聖靈也好像這樣
[00:23:57.000 --> 00:24:02.000]  隨時隨刻都在我們生命裡面
[00:24:02.000 --> 00:24:05.000]  我們可以按著自己的需要
[00:24:05.000 --> 00:24:08.000]  我們向聖靈去支取無限的力量
[00:24:08.000 --> 00:24:13.000]  我們可以向聖靈去得到無限的智慧
[00:24:13.000 --> 00:24:21.000]  也從聖靈裡面得到無盡的安慰和鼓勵
[00:24:21.000 --> 00:24:26.000]  他也說上帝的恩典是無窮無盡的
[00:24:26.000 --> 00:24:31.000]  但聖靈給我們好像一條很小的管道
[00:24:31.000 --> 00:24:37.000]  將我們從上帝的恩典很大的豐盛的大河
[00:24:37.000 --> 00:24:39.000]  來跟我們連接著
[00:24:39.000 --> 00:24:44.000]  每一天祂給我們足夠的用水
[00:24:44.000 --> 00:24:48.000]  我們每一天都要來吸取馬拿
[00:24:48.000 --> 00:24:55.000]  但我們要時時學習每一天都跟主相交
[00:24:55.000 --> 00:24:59.000]  每一天都學習跟聖靈同在
[00:24:59.000 --> 00:25:02.000]  耶穌說
[00:25:02.000 --> 00:25:08.000]  從祂的福中要流出活水江河來
[00:25:08.000 --> 00:25:12.000]  耶穌說當聖靈臨到的時候
[00:25:12.000 --> 00:25:19.000]  我們每一個信徒在福中都會流出活水江河
[00:25:19.000 --> 00:25:21.000]  這是一個象徵
[00:25:21.000 --> 00:25:26.000]  我們得到聖靈在我們生命裡面來住的時候
[00:25:26.000 --> 00:25:32.000]  會令我們整個人生得到快樂
[00:25:32.000 --> 00:25:37.000]  得到那份很有朝氣很有活力
[00:25:37.000 --> 00:25:41.000]  所以當我們要作耶穌基督信徒的時候
[00:25:41.000 --> 00:25:44.000]  沒理由仍然死氣沉沉
[00:25:44.000 --> 00:25:46.000]  好像隔夜油炸鬼一樣
[00:25:46.000 --> 00:25:50.000]  當我們作為信徒的時候
[00:25:50.000 --> 00:25:52.000]  整個隔夜油炸鬼的時候
[00:25:52.000 --> 00:25:57.000]  我們要檢視聖靈有多少在我們生命裡面
[00:25:57.000 --> 00:26:03.000]  聖靈的活水在我們生命裡面有沒有湧流著呢?
