
[00:00:00.000 --> 00:00:05.400]  早晨 各位節目好 今天很高興來到錦繡花園這個地方
[00:02:19.900 --> 00:02:22.900]  一些的忙亂和憂慮裡面去停一停
[00:02:22.900 --> 00:02:24.900]  重新去思想我們是神兒女
[00:02:24.900 --> 00:02:25.900]  這個寶貴的身份
[00:02:25.900 --> 00:02:28.900]  求主幫助我們去掌握這個福份
[00:02:28.900 --> 00:02:31.900]  讓我們的生命活得像聖經所應許
[00:02:31.900 --> 00:02:33.900]  你兒女那種的蒙福
[00:02:33.900 --> 00:02:34.900]  求主幫助我們
[00:02:34.900 --> 00:02:37.900]  我們禱告奉耶穌基督的名字
[00:02:37.900 --> 00:02:38.900]  阿們
[00:02:38.900 --> 00:02:40.900]  因為我們當說到神兒女的身份
[00:02:40.900 --> 00:02:42.900]  是很無比的一件事
[00:02:42.900 --> 00:02:44.900]  如果大家看到羅馬書裡面
[00:02:44.900 --> 00:02:46.900]  去應許神兒女身份那種特質
[00:02:46.900 --> 00:02:50.900]  就說到世界上沒有東西是控訴神的兒女
[00:02:50.900 --> 00:02:54.900]  也說到當我們不知道怎樣去祈禱
[00:02:54.900 --> 00:02:56.900]  心裡有很多憂慮的時候
[00:02:56.900 --> 00:02:58.900]  聖靈又幫我們祈禱
[00:02:58.900 --> 00:03:00.900]  這些都是神兒女寶貴的身份
[00:03:00.900 --> 00:03:02.900]  我們千萬不要忘記
[00:03:02.900 --> 00:03:04.900]  今天《以弗所書》裡面
[00:03:04.900 --> 00:03:06.900]  正正就是重新提醒我們
[00:03:06.900 --> 00:03:09.900]  《以弗所書》四章第20節裡面說到
[00:03:09.900 --> 00:03:12.900]  我和你都是跟耶穌跟基督的
[00:03:12.900 --> 00:03:14.900]  不可以好像世人那樣
[00:03:14.900 --> 00:03:16.900]  如果我們聽過耶穌的教導
[00:03:16.900 --> 00:03:18.900]  學過他的真理
[00:03:18.900 --> 00:03:20.900]  聖經裡面這樣去形容
[00:03:20.900 --> 00:03:23.900]  是脫去我們從前的舊人
[00:03:23.900 --> 00:03:26.900]  脫去是一個很生活化的形容
[00:03:26.900 --> 00:03:28.900]  說得好像穿衣服一樣
[00:03:28.900 --> 00:03:31.900]  我和你其實每一天都會更換我們的衣服
[00:03:31.900 --> 00:03:35.900]  所以說到脫去是每一天我們都要做的
[00:03:35.900 --> 00:03:37.900]  這個舊人是怎樣來的
[00:03:37.900 --> 00:03:38.900]  我們要清楚
[00:03:38.900 --> 00:03:40.900]  因為當我們知道這個舊人
[00:03:40.900 --> 00:03:41.900]  這個罪人
[00:03:41.900 --> 00:03:42.900]  這種前路是怎樣來的
[00:03:42.900 --> 00:03:44.900]  提醒我們要小心
[00:03:44.900 --> 00:03:45.900]  這種前路是怎樣來的
[00:03:45.900 --> 00:03:47.900]  聖經裡面說到
[00:03:47.900 --> 00:03:49.900]  是因為私慾
[00:03:49.900 --> 00:03:51.900]  私慾是來自世界的
[00:03:51.900 --> 00:03:54.900]  聖經說到各樣的好處都是來自上帝
[00:03:54.900 --> 00:03:56.900]  但唯有這個邪情私慾
[00:03:56.900 --> 00:03:58.900]  身體的私慾是來自撒旦
[00:03:58.900 --> 00:03:59.900]  是來自世界的
[00:03:59.900 --> 00:04:01.900]  這個世界的私慾
[00:04:01.900 --> 00:04:03.900]  慢慢令到我們在世界裡面生活的人
[00:04:03.900 --> 00:04:05.900]  變得大壞
[00:04:05.900 --> 00:04:06.900]  所以我們要留心
[00:04:06.900 --> 00:04:07.900]  世界給了我們價值觀
[00:04:07.900 --> 00:04:09.900]  然後聖經怎樣去提醒我們
[00:04:09.900 --> 00:04:12.900]  在這種價值觀的圍繞裡面
[00:04:12.900 --> 00:04:15.900]  我們要改變我們的心智
[00:04:15.900 --> 00:04:17.900]  即是改變你的看法
[00:04:17.900 --> 00:04:20.900]  然後二十四節裡面再延伸去說
[00:04:20.900 --> 00:04:22.900]  用剛才穿衣服的比喻
[00:04:22.900 --> 00:04:24.900]  我們要穿上新人
[00:04:24.900 --> 00:04:27.900]  那個新人是有神的形象的
[00:04:27.900 --> 00:04:29.900]  我們這樣去看的時候
[00:04:29.900 --> 00:04:32.900]  發覺當我們要去改變和更新
[00:04:32.900 --> 00:04:34.900]  我們不用等到年廿八
[00:04:34.900 --> 00:04:38.900]  我們每一天都可以這樣去更新我們自己
[00:04:38.900 --> 00:04:40.900]  就好像穿衣服換衣服一樣
[00:04:40.900 --> 00:04:43.900]  可能有弟兄姊妹會疑惑
[00:04:43.900 --> 00:04:45.900]  周圍有句說話
[00:04:45.900 --> 00:04:48.900]  江山易改 品性難移
[00:04:48.900 --> 00:04:52.900]  一個人是不是真的可以有這麼大的改變呢
[00:04:52.900 --> 00:04:54.900]  有時候我們都會有這種疑惑
[00:04:54.900 --> 00:04:55.900]  但大家要知道
[00:04:55.900 --> 00:04:57.900]  你知不知道現在耶穌基督
[00:04:57.900 --> 00:04:59.900]  今天在這個世界上的工作是甚麼
[00:04:59.900 --> 00:05:04.900]  我們很清楚耶穌基督在二千年前的工作
[00:05:04.900 --> 00:05:05.900]  即是拯救我們
[00:05:05.900 --> 00:05:07.900]  剛才詩歌都有很多提醒
[00:05:07.900 --> 00:05:08.900]  拯救我們
[00:05:08.900 --> 00:05:10.900]  但知不知道今天耶穌基督在做甚麼
[00:05:10.900 --> 00:05:13.900]  我們有時候都要知道
[00:05:13.900 --> 00:05:15.900]  耶穌現在在做甚麼
[00:05:15.900 --> 00:05:17.900]  我們才可以和祂的工作對照
[00:05:17.900 --> 00:05:22.900]  我們才知道祂現在是一個永活的神
[00:05:22.900 --> 00:05:24.900]  我們要看一看
[00:05:24.900 --> 00:05:27.900]  啟示錄裏面給了我一個很清晰的描述
[00:05:27.900 --> 00:05:29.900]  講到耶穌在做甚麼
[00:05:29.900 --> 00:05:30.900]  在末世的日子
[00:05:30.900 --> 00:05:32.900]  啟示錄第21章裏面
[00:05:32.900 --> 00:05:34.900]  講到坐在寶座的
[00:05:34.900 --> 00:05:35.900]  這樣說
[00:05:35.900 --> 00:05:36.900]  即是我們說耶穌基督
[00:05:36.900 --> 00:05:38.900]  他說看啊
[00:05:38.900 --> 00:05:40.900]  我將一切都更新了
[00:05:40.900 --> 00:05:43.900]  在末世耶穌基督會宣告
[00:05:43.900 --> 00:05:45.900]  祂已經將一切都更新了
[00:05:45.900 --> 00:05:48.900]  所以在耶穌再來之前這段時間
[00:05:48.900 --> 00:05:50.900]  祂不斷都在做一件事
[00:05:50.900 --> 00:05:53.900]  就是祂在更新我們這個世界
[00:05:53.900 --> 00:05:55.900]  更新我和你的生命
[00:05:55.900 --> 00:05:58.900]  所以我們已經知道耶穌基督今天的工作
[00:05:58.900 --> 00:06:00.900]  我們才可以和祂現在對應
[00:06:00.900 --> 00:06:01.900]  去match到
[00:06:01.900 --> 00:06:02.900]  我們才可以看到
[00:06:02.900 --> 00:06:05.900]  信仰的真實
[00:06:05.900 --> 00:06:07.900]  每一天都在我們生命裏面發生
[00:06:07.900 --> 00:06:11.900]  七弟姐妹千萬不要忘記這件事
[00:06:11.900 --> 00:06:12.900]  或者不知道這件事
[00:06:12.900 --> 00:06:14.900]  你要知道耶穌現在不斷地在更新
[00:06:14.900 --> 00:06:16.900]  有點像你的手提電話
[00:06:16.900 --> 00:06:18.900]  不斷地在更新
[00:06:18.900 --> 00:06:19.900]  所以你忘記了更新
[00:06:19.900 --> 00:06:21.900]  你會發覺好像很多事情都不順暢
[00:06:21.900 --> 00:06:24.900]  所以耶穌是不斷地更新我們世界
[00:06:24.900 --> 00:06:26.900]  不斷地更新我和你的生命
[00:06:26.900 --> 00:06:28.900]  所以你和我都可以改變
[00:06:28.900 --> 00:06:29.900]  任何時候都可以改變
[00:06:29.900 --> 00:06:31.900]  只要我們意識到
[00:06:31.900 --> 00:06:32.900]  神是有這樣的工作
[00:06:32.900 --> 00:06:34.900]  然後我們生命和祂的工作
[00:06:34.900 --> 00:06:35.900]  在推照的時候
[00:06:35.900 --> 00:06:39.900]  我們就察覺到更新
[00:06:39.900 --> 00:06:45.900]  在詩篇裏面記述大衛的一個心情
[00:06:45.900 --> 00:06:47.900]  一個禱告
[00:06:47.900 --> 00:06:50.900]  都是在回應這種警報
[00:06:50.900 --> 00:06:52.900]  在詩篇第51篇裏面
[00:06:52.900 --> 00:06:53.900]  有一個很出名的禱告
[00:06:53.900 --> 00:06:55.900]  我們都要學習一下大衛
[00:06:55.900 --> 00:06:57.900]  怎樣去祈禱去更新
[00:06:57.900 --> 00:07:00.900]  第51篇裏面講到大衛這樣祈禱
[00:07:00.900 --> 00:07:04.900]  聖帝啊求祢為我做清潔的心
[00:07:04.900 --> 00:07:09.900]  使我裏面重新有正直的靈
[00:07:09.900 --> 00:07:11.900]  所以見到大衛這個禱告
[00:07:11.900 --> 00:07:13.900]  正正在反映我們生命的狀態
[00:07:13.900 --> 00:07:16.900]  你心裏面是有正直的靈
[00:07:16.900 --> 00:07:19.900]  但是被世界的邪情私慾去破壞
[00:07:19.900 --> 00:07:24.900]  所以大衛的禱告就是重新有正直的靈
[00:07:24.900 --> 00:07:27.900]  所以我們都要學習大衛這種禱告
[00:07:27.900 --> 00:07:28.900]  不斷地去禱告
[00:07:28.900 --> 00:07:31.900]  神去幫助我們去做這個清潔心
[00:07:31.900 --> 00:07:33.900]  然後讓我們重新有正直的靈
[00:07:33.900 --> 00:07:37.900]  每一日我和你都可以這樣去禱告
[00:07:37.900 --> 00:07:40.900]  生命有很多阻礙令到我們忘記了
[00:07:40.900 --> 00:07:43.900]  或者沒有動力去做這個禱告
[00:07:43.900 --> 00:07:45.900]  那個感覺是什麼呢
[00:07:45.900 --> 00:07:46.900]  就是一種遺憾
[00:07:46.900 --> 00:07:49.900]  和大家分享另外一件事
[00:07:49.900 --> 00:07:53.900]  就是當兒子兩歲多的時候
[00:07:53.900 --> 00:07:55.900]  香港有很多父母
[00:07:55.900 --> 00:07:58.900]  都要面對這個選幼稚園
[00:07:58.900 --> 00:08:02.900]  有沒有孫子孫女都面對這些情況
[00:08:02.900 --> 00:08:03.900]  或是子女
[00:08:03.900 --> 00:08:06.900]  現在的幼稚園是很艱難的
[00:08:06.900 --> 00:08:10.900]  大家有沒有看過一些幼稚園面試片
[00:08:10.900 --> 00:08:11.900]  沒有看過嗎
[00:08:11.900 --> 00:08:13.900]  有興趣看一下
[00:08:13.900 --> 00:08:15.900]  比恐怖片還要恐怖
[00:08:15.900 --> 00:08:17.900]  為什麼這樣說呢
[00:08:17.900 --> 00:08:19.900]  就是兩歲多的小朋友
[00:08:19.900 --> 00:08:21.900]  那些面試片是怎樣呢
[00:08:21.900 --> 00:08:23.900]  不是叫他們吃飯
[00:08:23.900 --> 00:08:25.900]  或者洗手那些
[00:08:25.900 --> 00:08:27.900]  去到科學館
[00:08:27.900 --> 00:08:29.900]  然後指著一隻翼龍
[00:08:29.900 --> 00:08:31.900]  然後問小朋友
[00:08:31.900 --> 00:08:33.900]  知不知道這隻翼龍的英文是什麼
[00:08:33.900 --> 00:08:36.900]  小朋友竟然說是terisoria
[00:08:36.900 --> 00:08:38.900]  我自己都不懂
[00:08:38.900 --> 00:08:40.900]  小朋友教我
[00:08:40.900 --> 00:08:42.900]  但這條都不是最恐怖
[00:08:42.900 --> 00:08:44.900]  最恐怖是另外一條
[00:08:44.900 --> 00:08:46.900]  是媽媽拿了一張數學工作紙出來
[00:08:46.900 --> 00:08:49.900]  兩歲多的小朋友竟然會計算加數
[00:08:49.900 --> 00:08:51.900]  兩個位的加數
[00:08:51.900 --> 00:08:53.900]  看到這些恐怖片
[00:08:53.900 --> 00:08:55.900]  父母都心寒
[00:08:55.900 --> 00:08:57.900]  竟然和這些人競爭
[00:08:57.900 --> 00:08:59.900]  近來有一次
[00:08:59.900 --> 00:09:01.900]  我自己的面試
[00:09:01.900 --> 00:09:03.900]  都遇到很大的挫敗
[00:09:03.900 --> 00:09:07.900]  一進到面試的房間
[00:09:07.900 --> 00:09:10.900]  竟然被我看到小學的校長和幼稚園的校長
[00:09:10.900 --> 00:09:14.900]  然後幼稚園的校長就說
[00:09:14.900 --> 00:09:16.900]  小朋友你要快一點
[00:09:16.900 --> 00:09:18.900]  不要賣摸摸
[00:09:18.900 --> 00:09:20.900]  現在面試中
[00:09:20.900 --> 00:09:22.900]  父母在當時遇到這些情況
[00:09:22.900 --> 00:09:26.900]  有種愛你的子女
[00:09:26.900 --> 00:09:28.900]  但又幫不到他
[00:09:28.900 --> 00:09:30.900]  那種愛莫能助的感覺
[00:09:30.900 --> 00:09:32.900]  就會產生那種後悔
[00:09:32.900 --> 00:09:34.900]  人生其實很多這種情況
[00:09:34.900 --> 00:09:36.900]  你遇到一些困難
[00:09:36.900 --> 00:09:37.900]  你很努力去爭取
[00:09:37.900 --> 00:09:40.900]  但到最後和機會可能是失之交臂的時候
[00:09:40.900 --> 00:09:42.900]  產生了很多後悔
[00:09:42.900 --> 00:09:44.900]  我們經常都在這些後悔裏面
[00:09:44.900 --> 00:09:46.900]  去糾纏
[00:09:46.900 --> 00:09:48.900]  你看以色列人出埃及
[00:09:48.900 --> 00:09:50.900]  他們都有這種情況
[00:09:50.900 --> 00:09:52.900]  他們基本上已經看到迦南地
[00:09:52.900 --> 00:09:54.900]  但仍然害怕
[00:09:54.900 --> 00:09:56.900]  看到那個地方
[00:09:56.900 --> 00:09:58.900]  每個人都巨人
[00:09:58.900 --> 00:10:00.900]  我們好像蚱蜢一樣
[00:10:00.900 --> 00:10:02.900]  不要搞那麼多事了
[00:10:02.900 --> 00:10:04.900]  不如走吧
[00:10:04.900 --> 00:10:06.900]  他們走了幾步就開始後悔
[00:10:06.900 --> 00:10:08.900]  然後他們就在抗議裏面兜轉很多年
[00:10:08.900 --> 00:10:10.900]  靖姐妹阻礙我們更新
[00:10:10.900 --> 00:10:12.900]  最大的敵人就是我們心中的後悔
[00:10:12.900 --> 00:10:14.900]  所以靖姐妹為什麼有時候我們更新不到呢
[00:10:14.900 --> 00:10:16.900]  其實我們心裏面有很多的愧疚
[00:10:16.900 --> 00:10:18.900]  是阻礙我們
[00:10:18.900 --> 00:10:20.900]  這些愧疚是怎樣來的呢
[00:10:20.900 --> 00:10:22.900]  因為我們經常去想像
[00:10:22.900 --> 00:10:24.900]  如果當初在那個時刻
[00:10:24.900 --> 00:10:26.900]  我做另外一個決定
[00:10:26.900 --> 00:10:28.900]  可能有一個更好的後果
[00:10:28.900 --> 00:10:32.900]  我就是被這種幻想
[00:10:32.900 --> 00:10:34.900]  去阻礙了自己去前進
[00:10:34.900 --> 00:10:36.900]  我自己都親身經歷
[00:10:36.900 --> 00:10:38.900]  如果那一刻
[00:10:38.900 --> 00:10:40.900]  我是怎樣幫我的小朋友的話
[00:10:40.900 --> 00:10:42.900]  可能當時的面子
[00:10:42.900 --> 00:10:44.900]  就不會是那麼糟糕了
[00:10:44.900 --> 00:10:46.900]  我經常在裏面去責備我自己
[00:10:46.900 --> 00:10:48.900]  令到自己都很難更新
[00:10:48.900 --> 00:10:52.900]  所以靖姐妹我們要小心
[00:10:52.900 --> 00:10:54.900]  這就是世界的價值
[00:10:54.900 --> 00:10:56.900]  阻礙我們去得到
[00:10:56.900 --> 00:10:58.900]  聖經所說的一無掛慮
[00:10:58.900 --> 00:11:00.900]  神兒女的身份
[00:11:00.900 --> 00:11:04.900]  我經常去想像
[00:11:04.900 --> 00:11:06.900]  當初如果
[00:11:06.900 --> 00:11:08.900]  我有另外一個決定
[00:11:08.900 --> 00:11:10.900]  可能有另外一個更好的後果
[00:11:10.900 --> 00:11:12.900]  我自己的反省就是
[00:11:12.900 --> 00:11:14.900]  我們有那麼多的如果
[00:11:14.900 --> 00:11:16.900]  我倒不如相信
[00:11:16.900 --> 00:11:18.900]  當時神已經在眾多的如果裏面
[00:11:18.900 --> 00:11:20.900]  幫我們選擇了最好的那個
[00:11:20.900 --> 00:11:22.900]  就是我們今天
[00:11:22.900 --> 00:11:24.900]  所身處的世界
[00:11:24.900 --> 00:11:26.900]  與其我去想像
[00:11:26.900 --> 00:11:28.900]  一些根本沒有辦法去證實
[00:11:28.900 --> 00:11:30.900]  的假設
[00:11:30.900 --> 00:11:32.900]  我倒不如相信
[00:11:32.900 --> 00:11:34.900]  今天我已經活在神為我們
[00:11:34.900 --> 00:11:36.900]  去選擇最好的一個結果裏面
[00:11:36.900 --> 00:11:38.900]  補充一句
[00:11:38.900 --> 00:11:40.900]  當初雖然是這樣的面試情況
[00:11:40.900 --> 00:11:42.900]  但最後那間學校都收了我兒子
[00:11:42.900 --> 00:11:44.900]  因為上次我在教會
[00:11:44.900 --> 00:11:46.900]  跟大家分享
[00:11:46.900 --> 00:11:48.900]  那些人很擔心
[00:11:48.900 --> 00:11:50.900]  我跟他們說最後那間學校都收了我兒子
[00:11:50.900 --> 00:11:52.900]  因為那間學校有六千人去競爭
[00:11:52.900 --> 00:11:54.900]  所以我自己當時都在壓汗
[00:11:54.900 --> 00:11:58.900]  與其我們相信
[00:11:58.900 --> 00:12:02.900]  可能有其他更好的結果
[00:12:02.900 --> 00:12:04.900]  倒不如相信今天神已經幫我們選擇了最好的
[00:12:08.900 --> 00:12:10.900]  所以弟兄姊妹你可以改變
[00:12:10.900 --> 00:12:12.900]  改變就是我們的福音
[00:12:12.900 --> 00:12:14.900]  我們今天無論在
[00:12:14.900 --> 00:12:16.900]  什麼情況都好
[00:12:16.900 --> 00:12:18.900]  你可以改變
[00:12:18.900 --> 00:12:20.900]  這就是神給我們的福音
[00:12:20.900 --> 00:12:22.900]  亦都是耶穌基督在末世裏面的工作
[00:12:22.900 --> 00:12:24.900]  但可能我們不察覺
[00:12:24.900 --> 00:12:26.900]  其實神在《耳塞亞書》裏面
[00:12:26.900 --> 00:12:28.900]  都給我們一個啟示
[00:12:28.900 --> 00:12:30.900]  讓我們知道
[00:12:30.900 --> 00:12:32.900]  祂的心意是怎樣
[00:12:32.900 --> 00:12:34.900]  原來《耳塞亞書》一早已經講了
[00:12:34.900 --> 00:12:36.900]  耶和華我們的神這樣講
[00:12:36.900 --> 00:12:38.900]  你們不要記念從前的事
[00:12:38.900 --> 00:12:40.900]  都不要記念
[00:12:40.900 --> 00:12:42.900]  古時的事
[00:12:42.900 --> 00:12:44.900]  看啊我要做一件新事
[00:12:44.900 --> 00:12:46.900]  如今要發現
[00:12:46.900 --> 00:12:48.900]  你們豈不知道嗎
[00:12:48.900 --> 00:12:50.900]  我必在曠野開道路
[00:12:50.900 --> 00:12:52.900]  沙漠裏面開光學
[00:12:52.900 --> 00:12:54.900]  原來神更新的心意
[00:12:54.900 --> 00:12:56.900]  由創世到現在都一樣
[00:12:56.900 --> 00:12:58.900]  只不過
[00:12:58.900 --> 00:13:00.900]  有時候我們生命有很多的前類
[00:13:00.900 --> 00:13:02.900]  有很多的顧慮的時候
[00:13:02.900 --> 00:13:04.900]  我們根本沒有留意到
[00:13:04.900 --> 00:13:06.900]  在新的一年我們都不要記念
[00:13:06.900 --> 00:13:08.900]  過去的事
[00:13:08.900 --> 00:13:10.900]  我們要看神在今年
[00:13:10.900 --> 00:13:12.900]  在你和我的生命裏面
[00:13:12.900 --> 00:13:14.900]  去做一些新事
[00:13:14.900 --> 00:13:18.900]  當我們
[00:13:18.900 --> 00:13:20.900]  願意去擁抱
[00:13:20.900 --> 00:13:22.900]  或者期待新的事的時候
[00:13:22.900 --> 00:13:24.900]  我相信大家馬上已經想到
[00:13:24.900 --> 00:13:26.900]  我們生命會有很多
[00:13:26.900 --> 00:13:28.900]  轉變會出現
[00:13:28.900 --> 00:13:30.900]  我們新事和轉變
[00:13:30.900 --> 00:13:32.900]  是分不開的一件事
[00:13:32.900 --> 00:13:34.900]  哥林多前書
[00:13:34.900 --> 00:13:36.900]  哥林多後書裏面
[00:13:36.900 --> 00:13:38.900]  給了我們一個提醒
[00:13:38.900 --> 00:13:40.900]  它說你們總是要
[00:13:40.900 --> 00:13:42.900]  自己審查自己的信心
[00:13:42.900 --> 00:13:44.900]  也要試驗自己的信心
[00:13:44.900 --> 00:13:46.900]  你們不可以棄絕
[00:13:46.900 --> 00:13:48.900]  有基督在你們的心裏
[00:13:48.900 --> 00:13:50.900]  所以我們要審查
[00:13:50.900 --> 00:13:52.900]  我們自己內在的警惕
[00:13:52.900 --> 00:13:54.900]  然後求神的真理
[00:13:54.900 --> 00:13:56.900]  和我們生命的真實
[00:13:56.900 --> 00:13:58.900]  是有一個相遇
[00:13:58.900 --> 00:14:00.900]  然後幫助我們生命
[00:14:00.900 --> 00:14:02.900]  去產生改變
[00:14:02.900 --> 00:14:04.900]  有時候生命的改變
[00:14:04.900 --> 00:14:06.900]  是來得很快
[00:14:06.900 --> 00:14:08.900]  很突然
[00:14:08.900 --> 00:14:10.900]  甚至是令人產生一種抗拒
[00:14:10.900 --> 00:14:12.900]  和大家分享一件
[00:14:12.900 --> 00:14:14.900]  在疫情間的小事
[00:14:14.900 --> 00:14:16.900]  當時我兒子剛出生
[00:14:16.900 --> 00:14:18.900]  沒多久就半歲
[00:14:18.900 --> 00:14:20.900]  所以大家做父母就知道
[00:14:20.900 --> 00:14:22.900]  頭半年
[00:14:22.900 --> 00:14:24.900]  和兒子難離難舍
[00:14:24.900 --> 00:14:26.900]  上班想著他
[00:14:26.900 --> 00:14:28.900]  下班馬上回家看他
[00:14:28.900 --> 00:14:30.900]  有一個星期
[00:14:30.900 --> 00:14:32.900]  星期六和他有一個節目去玩
[00:14:32.900 --> 00:14:34.900]  誰知那個星期三
[00:14:34.900 --> 00:14:36.900]  自己身體有點不舒服
[00:14:36.900 --> 00:14:38.900]  就去看醫生
[00:14:38.900 --> 00:14:40.900]  醫生很快就說
[00:14:40.900 --> 00:14:42.900]  先生你胃痛
[00:14:42.900 --> 00:14:44.900]  胃痛來看醫生是不是想騙病假
[00:14:44.900 --> 00:14:46.900]  沒人知道我是有良善
[00:14:46.900 --> 00:14:48.900]  有忠心的僕人
[00:14:48.900 --> 00:14:50.900]  就去搖曬他
[00:14:50.900 --> 00:14:52.900]  星期四就發覺還是不妥
[00:14:52.900 --> 00:14:54.900]  就去看另一位醫生
[00:14:54.900 --> 00:14:56.900]  醫生就和我說
[00:14:56.900 --> 00:14:58.900]  你應該吃腸胃炎
[00:14:58.900 --> 00:15:00.900]  胃痛
[00:15:00.900 --> 00:15:02.900]  星期四還是不好
[00:15:02.900 --> 00:15:04.900]  星期五就再看
[00:15:04.900 --> 00:15:06.900]  第三位醫生
[00:15:06.900 --> 00:15:08.900]  醫生就說
[00:15:08.900 --> 00:15:10.900]  先生你的盲腸都穿了
[00:15:10.900 --> 00:15:12.900]  來了幾天都痛
[00:15:12.900 --> 00:15:14.900]  我說不是吧
[00:15:14.900 --> 00:15:16.900]  什麼叫盲腸穿了
[00:15:16.900 --> 00:15:18.900]  就是腹膜炎
[00:15:18.900 --> 00:15:20.900]  大家有些知識的話就知道
[00:15:20.900 --> 00:15:22.900]  腹膜炎就是你橫膈膜對下
[00:15:22.900 --> 00:15:24.900]  那些器官就浸在濃水
[00:15:24.900 --> 00:15:26.900]  你趕快去醫院吧
[00:15:26.900 --> 00:15:28.900]  我還記得那星期要港渡
[00:15:28.900 --> 00:15:30.900]  我還問醫生星期日能不能出設院
[00:15:30.900 --> 00:15:32.900]  去港渡
[00:15:32.900 --> 00:15:34.900]  他說你做不去就死了
[00:15:34.900 --> 00:15:38.900]  當時就遇到一些
[00:15:38.900 --> 00:15:40.900]  這樣的轉變
[00:15:40.900 --> 00:15:42.900]  當你有人想著星期六
[00:15:42.900 --> 00:15:44.900]  和兒子慶祝
[00:15:44.900 --> 00:15:46.900]  或者很開心的家庭日
