
[00:00:00.000 --> 00:00:01.640]  我們在節目裡平安
[00:01:47.920 --> 00:01:52.960]  是一些我們會很主動去等待的
[00:01:52.960 --> 00:01:54.200]  主動去等待的事情
[00:01:54.200 --> 00:01:56.160]  通常就是很希望快點發生
[00:01:56.160 --> 00:01:59.360]  也都希望發生了是對自己有好處
[00:01:59.360 --> 00:02:00.960]  自己也有益處
[00:02:00.960 --> 00:02:03.920]  可能是升職加薪
[00:02:03.920 --> 00:02:05.600]  等待著有機會
[00:02:05.600 --> 00:02:09.680]  跟你拍拖多年的愛人結婚
[00:02:09.680 --> 00:02:13.400]  或者是如果一些關係破損了
[00:02:13.400 --> 00:02:17.200]  希望等待到有一天能夠破鏡重圓
[00:02:17.200 --> 00:02:19.120]  能夠改善關係
[00:02:19.120 --> 00:02:21.360]  我們會付很多努力的
[00:02:21.360 --> 00:02:22.720]  如果在這些等待上
[00:02:22.720 --> 00:02:27.440]  希望能夠有一個自己期待的結果會發生
[00:02:27.440 --> 00:02:29.160]  但當然大家都明白
[00:02:29.160 --> 00:02:30.400]  有時候都不一定
[00:02:30.400 --> 00:02:31.960]  有時候都會強差人意
[00:02:31.960 --> 00:02:34.160]  有時候都不是說我們努力了
[00:02:34.160 --> 00:02:37.360]  就會等到一個好的結果
[00:02:37.360 --> 00:02:41.800]  等一會兒大放在我們信仰裏的時候
[00:02:41.800 --> 00:02:45.360]  我們特別在張臨奇的裏面
[00:02:45.360 --> 00:02:48.320]  其實我們又要等些什麼呢?
[00:02:48.320 --> 00:02:50.200]  我們要等待些什麼?
[00:02:50.200 --> 00:02:52.200]  期盼些什麼呢?
[00:02:52.200 --> 00:02:56.000]  張臨奇固然之就是在說張臨
[00:02:56.000 --> 00:02:59.080]  即是將要來臨的事
[00:02:59.080 --> 00:03:01.800]  一些將要來到的事要發生
[00:03:01.800 --> 00:03:04.680]  在信仰當中的事
[00:03:04.680 --> 00:03:07.000]  而我們信徒的回應
[00:03:07.000 --> 00:03:09.560]  就是一個等候、等待
[00:03:09.560 --> 00:03:13.560]  迎接這些將要發生的事
[00:03:14.920 --> 00:03:18.240]  但記住大家其實不是一些所謂
[00:03:18.240 --> 00:03:20.320]  如果大家說每年都要等聖誕
[00:03:20.320 --> 00:03:25.360]  好像剛才陳牧師的文章有提到
[00:03:25.360 --> 00:03:27.000]  大家基本上不用等的
[00:03:27.000 --> 00:03:28.800]  12月25日會發生的
[00:03:28.800 --> 00:03:32.280]  或者是一件在我們教會的節期當中
[00:03:32.280 --> 00:03:34.080]  已經定下了
[00:03:34.080 --> 00:03:34.880]  沒有人會改變
[00:03:34.880 --> 00:03:36.800]  你不會將聖誕節改到第二天發生
[00:03:36.800 --> 00:03:42.400]  所以我們已經很慣性地知道那件事會發生
[00:03:42.400 --> 00:03:45.440]  所以等待不是等待一些客觀事實
[00:03:45.440 --> 00:03:46.560]  或者發生了的事
[00:03:46.560 --> 00:03:48.800]  只是重複一次這麼簡單
[00:03:48.800 --> 00:03:52.960]  等待是要我們這群信徒期盼著的事
[00:03:52.960 --> 00:03:54.440]  渴望著的事
[00:03:54.440 --> 00:03:56.760]  才是一些真正值得
[00:03:56.760 --> 00:04:00.560]  或者我們正在做等待的一個動作
[00:04:00.560 --> 00:04:06.880]  同時間其實等待也不是一種恐懼
[00:04:06.880 --> 00:04:09.080]  在盧家鋒裡面
[00:04:09.080 --> 00:04:13.600]  剛剛上星期的經課就是在讀21章裡面
[00:04:13.600 --> 00:04:16.240]  25至26節等等的經文
[00:04:16.240 --> 00:04:19.080]  他講到天上的萬象震動
[00:04:19.080 --> 00:04:22.600]  世人等待要來的事
[00:04:22.600 --> 00:04:26.520]  就感到很黑昏驚惶
[00:04:26.520 --> 00:04:28.120]  現在的經文繼續講
[00:04:28.120 --> 00:04:30.080]  但是信徒群體
[00:04:30.080 --> 00:04:31.720]  他是要知道
[00:04:31.720 --> 00:04:33.280]  你不是在等那些事
[00:04:33.280 --> 00:04:37.400]  當你看到那些所謂兆頭的事發生的時候
[00:04:37.400 --> 00:04:40.800]  其實你知道主會駕魂來臨
[00:04:40.800 --> 00:04:42.680]  將救恩帶到
[00:04:42.680 --> 00:04:47.960]  那是一個救恩近了的一個記號
[00:04:47.960 --> 00:04:49.960]  也是我們信徒心裡面
[00:04:49.960 --> 00:04:51.720]  應該一直等待著
[00:04:51.720 --> 00:04:53.600]  我們生命的救贖
[00:04:53.600 --> 00:04:55.640]  我們渴望著的一個這樣的
[00:04:55.640 --> 00:04:57.760]  生命的一種釋放
[00:04:57.760 --> 00:05:00.080]  原來是最終會發生的
[00:05:00.080 --> 00:05:03.680]  所以當我們面對著很多的
[00:05:03.680 --> 00:05:07.760]  世界裡面發生的很多混亂的事情
[00:05:07.760 --> 00:05:10.240]  信徒應該和一般的世人
[00:05:10.240 --> 00:05:14.040]  是帶著不同的等待的目標
[00:05:14.040 --> 00:05:16.680]  等待不同的事情
[00:05:16.680 --> 00:05:19.840]  當然我們如何去預備我們自己呢?
[00:05:19.840 --> 00:05:21.720]  我們如何去預備自己呢?
[00:05:21.720 --> 00:05:23.040]  我們有很多裝飾
[00:05:23.040 --> 00:05:26.880]  就好像我們的禮堂也有很多的裝置
[00:05:26.880 --> 00:05:29.280]  裝置是不足夠的,大家明白
[00:05:29.280 --> 00:05:31.320]  最重要的是我們的心靈
[00:05:31.320 --> 00:05:33.240]  是否做好準備呢?
[00:05:33.240 --> 00:05:34.560]  這個準備
[00:05:34.560 --> 00:05:41.440]  都要我們去放下一些不必要的事務
[00:05:41.440 --> 00:05:45.080]  要更好的去意識我們的內心
[00:05:45.080 --> 00:05:48.800]  去測驗主那份大靈
[00:05:48.800 --> 00:05:50.720]  那份的同在
[00:05:50.720 --> 00:05:53.160]  我們等候主的來臨
[00:05:53.160 --> 00:05:59.400]  不是一個過去的事再重溫
[00:05:59.400 --> 00:06:01.400]  也都不是純粹
[00:06:01.400 --> 00:06:03.400]  我們說「再來」的時候
[00:06:03.400 --> 00:06:07.720]  說的是第二次再回來的日子
[00:06:07.720 --> 00:06:10.480]  而我相信當我們的
[00:06:10.480 --> 00:06:14.760]  教會一直留下來的一個節期
[00:06:14.760 --> 00:06:17.200]  讓我們在將臨期去等候
[00:06:17.200 --> 00:06:19.680]  其實是告訴我們今天的信徒
[00:06:19.680 --> 00:06:21.560]  告訴我們今天我們知道
[00:06:21.560 --> 00:06:25.560]  主會臨到、來到我們的生命中間
[00:06:25.560 --> 00:06:28.200]  去轉化、去改變我們
[00:06:28.200 --> 00:06:29.680]  願主親自的幫助
[00:06:29.680 --> 00:06:36.120]  讓我們能夠有這樣的胸懷、心靈去預備
[00:06:36.120 --> 00:06:42.560]  而事實上我們是一群不習慣等待的人
[00:06:42.560 --> 00:06:45.520]  我們可能不喜歡等待
[00:06:45.520 --> 00:06:46.920]  我想到有幾個原因
[00:06:46.920 --> 00:06:51.240]  不知道大家是否都可以歸為其中一些類別
[00:06:51.240 --> 00:06:55.920]  第一種就是我們覺得等待是浪費時間
[00:06:55.920 --> 00:06:57.760]  很不耐煩
[00:06:57.760 --> 00:07:01.840]  不喜歡在這裡翹起雙手
[00:07:01.840 --> 00:07:04.280]  甚麼都不做的狀態
[00:07:04.280 --> 00:07:08.120]  所以我們可能馬上就會有很多行動
[00:07:08.120 --> 00:07:09.760]  馬上就會回應
[00:07:09.760 --> 00:07:14.000]  不想讓自己落在一種停頓的狀態
[00:07:14.000 --> 00:07:15.720]  我不知道你是否這一類的人
[00:07:15.720 --> 00:07:19.880]  或者這一類的性向、習慣生活的人
[00:07:19.880 --> 00:07:25.120]  第二類其實就是一種掩飾
[00:07:25.120 --> 00:07:30.640]  掩蓋一些內心的恐懼和不安
[00:07:30.640 --> 00:07:33.280]  所以我們不能停下來
[00:07:33.280 --> 00:07:40.720]  我們不想停下來去面對自己的內心
[00:07:40.720 --> 00:07:46.120]  就會保持自己表面上很忙碌、很忙亂的狀態
[00:07:46.120 --> 00:07:47.800]  做完東就做西
[00:07:47.800 --> 00:07:49.200]  一件事接一件事
[00:07:49.200 --> 00:07:54.320]  這樣去充斥著自己的時間表
[00:07:54.320 --> 00:07:56.920]  想逃避一種真實的自己
[00:07:56.920 --> 00:08:00.000]  或者我們真正要面對的核心事情
[00:08:00.000 --> 00:08:04.280]  你就用很多表面的事情去遮蓋自己
[00:08:04.280 --> 00:08:06.600]  但有時你會明白這件事只是拖延了
[00:08:06.600 --> 00:08:08.760]  最終的事如果你要面對的話
[00:08:08.760 --> 00:08:10.480]  你最終都要面對
[00:08:10.480 --> 00:08:13.160]  但那時可能你會不知所措
[00:08:13.160 --> 00:08:14.960]  不知道怎樣去反應
[00:08:14.960 --> 00:08:17.440]  第三種我想到的就是
[00:08:17.440 --> 00:08:21.320]  有時我覺得等待或者這種在現代人的心裡
[00:08:21.320 --> 00:08:23.840]  或者是不做事的狀態
[00:08:23.840 --> 00:08:25.680]  就是一種軟弱的狀態
[00:08:25.680 --> 00:08:29.600]  一種弱者的形象
[00:08:29.600 --> 00:08:31.640]  內弱的表現
[00:08:31.640 --> 00:08:33.320]  今天經常說不夠勤奮
[00:08:33.320 --> 00:08:35.160]  現在要勤奮一點
[00:08:35.160 --> 00:08:38.080]  類似這樣的說法
[00:08:38.080 --> 00:08:45.760]  這種不是我們現在在都市裡生活
[00:08:45.760 --> 00:08:48.400]  或者是希望能夠有成果
[00:08:48.400 --> 00:08:51.840]  有勤勞得到的結果的一種心態
[00:08:51.840 --> 00:08:58.920]  是會樂意去接受一種等待的狀態
[00:08:58.920 --> 00:08:59.880]  甚麼都做不到
[00:08:59.880 --> 00:09:02.240]  不是我們想要的狀態
[00:09:02.240 --> 00:09:05.400]  但原來我們有時都要承認
[00:09:05.400 --> 00:09:07.160]  等待就是告訴我們
[00:09:07.160 --> 00:09:08.760]  真的做不到那些事
[00:09:08.760 --> 00:09:11.400]  亦都不在我們的控制範圍之內
[00:09:11.400 --> 00:09:14.160]  所以我們要承認一種
[00:09:14.160 --> 00:09:19.280]  自己在人性的能力當中有一定限制
[00:09:19.280 --> 00:09:22.200]  這就是我們在屬靈裡等待
[00:09:22.200 --> 00:09:24.960]  對於我們生命的寶貴和意義
[00:09:24.960 --> 00:09:27.000]  或者更加是我們有時要
[00:09:27.000 --> 00:09:28.800]  不單只是張臨時期
[00:09:28.800 --> 00:09:31.960]  更加是我們本身作為一個信徒
[00:09:31.960 --> 00:09:33.120]  其實我們生命當中
[00:09:33.120 --> 00:09:36.440]  都要常存一種等待的空間
[00:09:36.440 --> 00:09:37.240]  當我說等待時
[00:09:37.240 --> 00:09:38.560]  大家不要誤會我們不用做事
[00:09:38.560 --> 00:09:39.280]  大家明白
[00:09:39.280 --> 00:09:40.960]  是沒有衝突的
[00:09:40.960 --> 00:09:45.080]  或者有時所謂忙碌有時
[00:09:45.080 --> 00:09:45.920]  安靜有時
[00:09:45.920 --> 00:09:48.440]  其實是有自己生命的節奏
[00:09:48.440 --> 00:09:53.080]  但我們不可以單方面地看自己的屬靈生命
[00:09:53.080 --> 00:09:55.560]  所以盼望我們這段時間的
[00:09:55.560 --> 00:09:57.120]  物相、禱告等等
[00:09:57.120 --> 00:09:58.360]  大家可以為自己
[00:09:58.360 --> 00:09:59.920]  預備迎接聖誕的時候
[00:09:59.920 --> 00:10:03.920]  更多在等待的功課上學習
[00:10:03.920 --> 00:10:06.960]  我接著會用三節經文
[00:10:06.960 --> 00:10:11.200]  就是剛才讀的經文當中
[00:10:11.200 --> 00:10:13.240]  通常我們在盧家鋒第一章
[00:10:13.240 --> 00:10:16.000]  是一個天使的報喜信
[00:10:16.000 --> 00:10:18.600]  就是報喜信給伊麗莎白
[00:10:18.600 --> 00:10:22.080]  以及她是施洗一項的母親
[00:10:22.080 --> 00:10:26.520]  以及瑪利亞耶穌的母親的一個對話中
[00:10:26.520 --> 00:10:28.360]  有時我們在聖誕期間
[00:10:28.360 --> 00:10:30.040]  都會重讀一些經文
[00:10:30.040 --> 00:10:31.920]  無論是天使的報信
[00:10:31.920 --> 00:10:34.520]  或者是兩位女子中
[00:10:34.520 --> 00:10:37.800]  她如何去領受這個訊息
[00:10:37.800 --> 00:10:39.360]  她自己的反應
[00:10:39.360 --> 00:10:43.520]  都是成為我們教會中常常會讀的經課
[00:10:43.520 --> 00:10:47.280]  我今天會從幾節經文跟大家去思考
[00:10:47.280 --> 00:10:50.240]  第三段就會說到剛才我們讀經的時候
[00:10:50.240 --> 00:10:51.760]  讀到的一段經文
[00:10:51.760 --> 00:10:54.120]  第一節想跟大家去思考的
[00:10:54.120 --> 00:10:55.760]  就是
[00:10:55.760 --> 00:11:02.440]  在盧家鋒第一章的三十一節
[00:11:02.440 --> 00:11:07.200]  「看那你要懷孕生子」
[00:11:07.200 --> 00:11:11.040]  「要給他取名叫耶穌」
[00:11:11.040 --> 00:11:13.320]  大家都經常聽到的一節經文
[00:11:13.320 --> 00:11:18.480]  當時是天使第一次跟瑪利亞去報信
[00:11:18.480 --> 00:11:21.040]  將一個訊息報給她
[00:11:21.040 --> 00:11:22.480]  她知道她是非常
[00:11:22.480 --> 00:11:23.840]  如果29節說到她
[00:11:23.840 --> 00:11:25.160]  第一次聽到她叫她的時候
[00:11:25.160 --> 00:11:28.760]  是感到非常慌張不安
[00:11:28.760 --> 00:11:30.800]  然後天使第一句在三十節的安慰
[00:11:30.800 --> 00:11:32.480]  是叫她不要懼怕
[00:11:32.480 --> 00:11:33.600]  然後再說
[00:11:33.600 --> 00:11:36.480]  「你是蒙恩的女子」
[00:11:36.480 --> 00:11:38.520]  「看那你要生子」
[00:11:38.520 --> 00:11:39.480]  「給他取名叫耶穌」
[00:11:39.480 --> 00:11:41.240]  然後當然她介紹給你知道
[00:11:41.240 --> 00:11:43.040]  耶穌有多麼大力量
[00:11:43.040 --> 00:11:47.560]  就是後面再慢慢去介紹給瑪利亞知道
[00:11:47.560 --> 00:11:50.000]  這個報信是相當重要
[00:11:50.000 --> 00:11:51.400]  今天我不知道大家
[00:11:51.400 --> 00:11:53.600]  一天裡面收到多少信息
[00:11:53.600 --> 00:11:56.000]  可能我們無數的信息
[00:11:56.000 --> 00:11:59.920]  你會接收很多信息
[00:11:59.920 --> 00:12:01.440]  可能很多是無關痛癢
[00:12:01.440 --> 00:12:02.400]  或者其實你飛了
[00:12:02.400 --> 00:12:05.200]  或者你立刻掃過了就算了
[00:12:05.200 --> 00:12:07.840]  但是這個報信是很特別
[00:12:07.840 --> 00:12:09.120]  是影響我們一生的
[00:12:09.120 --> 00:12:12.360]  就是當上帝要藉著他的使者
[00:12:12.360 --> 00:12:15.840]  和我們有這樣的相遇的時候
[00:12:15.840 --> 00:12:20.320]  是在提示上帝在生命當中開始工作
[00:12:20.320 --> 00:12:22.720]  這個報信我覺得好像一個動土例
[00:12:22.720 --> 00:12:24.880]  這個工程現在正在開展
[00:12:24.880 --> 00:12:26.520]  在你生命當中的工程
[00:12:26.520 --> 00:12:29.120]  現在正要開始提示你
[00:12:29.120 --> 00:12:31.040]  這個事情要發生
[00:12:31.040 --> 00:12:32.200]  而且這個事情發生
[00:12:32.200 --> 00:12:34.960]  往往不是在我們的期望
[00:12:34.960 --> 00:12:36.960]  和意料之內去發生
[00:12:36.960 --> 00:12:38.680]  所以瑪利亞很懼怕
[00:12:38.680 --> 00:12:42.200]  不知所措地來接收這個信息
[00:12:42.200 --> 00:12:43.400]  他要定一定神
[00:12:43.400 --> 00:12:45.680]  這樣才能想明白究竟發生什麼事
[00:12:45.680 --> 00:12:46.720]  可能他一直
[00:12:46.720 --> 00:12:49.680]  他的人生當中未發生過一樣事情
[00:12:49.680 --> 00:12:54.160]  這是第一次藉著天使來跟他說話
[00:12:54.160 --> 00:12:58.800]  上帝的應許
[00:12:58.800 --> 00:13:00.800]  要發生在我們身上
[00:13:00.800 --> 00:13:03.880]  所以等於我們第一個要思考的
[00:13:03.880 --> 00:13:05.160]  信仰的等待
[00:13:05.160 --> 00:13:06.400]  信仰的等候
[00:13:06.400 --> 00:13:07.960]  其實不是放空
[00:13:07.960 --> 00:13:09.840]  無止境地等
[00:13:09.840 --> 00:13:13.760]  或者是一些漫無目的地等
[00:13:13.760 --> 00:13:18.520]  其實是上帝在我們生命當中的應許
[00:13:18.520 --> 00:13:19.840]  祂要發生
[00:13:19.840 --> 00:13:21.680]  祂要實現
[00:13:21.680 --> 00:13:22.960]  這個應許
[00:13:22.960 --> 00:13:26.560]  亦都是我們人生的使命
[00:13:26.560 --> 00:13:28.960]  或者是我們的身份
[00:13:28.960 --> 00:13:32.480]  或者是我們在世界當中的位置
[00:13:32.480 --> 00:13:36.240]  即使當時的世界都是一個很黑暗的世界
[00:13:36.240 --> 00:13:37.440]  就好像我們今天一樣
[00:13:37.440 --> 00:13:39.920]  都是活在一個黑暗的世界
[00:13:39.920 --> 00:13:43.520]  但是不被這個世界壓倒和影響
[00:13:43.520 --> 00:13:47.280]  我們領受這個從上帝而來
[00:13:47.280 --> 00:13:51.320]  關乎我們生命很寶貴的身份
[00:13:51.320 --> 00:13:53.320]  和使命
[00:13:53.320 --> 00:13:55.880]  他告訴我們已經開始了
[00:13:55.880 --> 00:13:57.320]  已經在發生了
[00:13:57.320 --> 00:14:02.520]  已經啟動了上帝在我們生命當中的作為
[00:14:02.520 --> 00:14:04.200]  我們要如何回應呢?
[00:14:04.200 --> 00:14:06.600]  我們要如何去反應呢?
[00:14:07.320 --> 00:14:13.920]  首先我們要放下我們自己一直以來的操控慾望
[00:14:13.920 --> 00:14:22.520]  然後學習全然地去躺開迎接事實的發展
[00:14:22.520 --> 00:14:26.120]  雖然我們有時也會歌頌瑪利亞
[00:14:26.120 --> 00:14:27.920]  瑪利亞好像很單純
[00:14:27.920 --> 00:14:30.520]  馬上就回應主
[00:14:30.520 --> 00:14:33.920]  但剛才也說了瑪利亞也有懼怕
[00:14:33.920 --> 00:14:39.920]  而我們生命當中更加充滿了很多和上帝爭論
[00:14:39.920 --> 00:14:42.520]  不要這樣
[00:14:42.520 --> 00:14:43.520]  我受不了
[00:14:43.520 --> 00:14:44.520]  其實瑪利亞也受不了
[00:14:44.520 --> 00:14:45.920]  你知道瑪利亞的背景
[00:14:45.920 --> 00:14:47.920]  他還沒有出嫁的時候
[00:14:47.920 --> 00:14:49.520]  現在就要有一個兒子降生
[00:14:49.520 --> 00:14:50.720]  這大家都很熟悉
[00:14:50.720 --> 00:14:52.320]  我不詳細多說
[00:14:52.320 --> 00:14:54.920]  我們有很多人性的掙扎
[00:14:54.920 --> 00:15:00.520]  要成為上帝賜給我們的樣式是怎樣呢?
[00:15:00.520 --> 00:15:05.320]  我們未必很安樂地去行緊
[00:15:05.320 --> 00:15:09.320]  或者是很擁抱上帝想塑造我們的身份
[00:15:09.320 --> 00:15:11.320]  或者實踐那種的召命
[00:15:11.320 --> 00:15:14.320]  我們不是
[00:15:14.320 --> 00:15:17.320]  寧願做回自己
[00:15:17.320 --> 00:15:22.320]  所過去所去渴望或成長的背景下的自己
[00:15:22.320 --> 00:15:26.520]  而不是一個上帝要突然間介入我們生命當中
[00:15:26.520 --> 00:15:31.120]  要我們實踐和行使他交付給我們的任務
[00:15:31.120 --> 00:15:33.120]  而且那個才是我們真實的自己
[00:15:33.120 --> 00:15:34.320]  現在上帝告訴我們
[00:15:34.320 --> 00:15:35.920]  我們要這樣走下去
[00:15:35.920 --> 00:15:38.120]  我們要這樣活下去
[00:15:38.120 --> 00:15:39.520]  這是很不容易的
[00:15:39.520 --> 00:15:41.120]  對於人生當中
[00:15:41.120 --> 00:15:42.520]  很多的吸引
[00:15:42.520 --> 00:15:44.120]  很多的聲音
[00:15:44.120 --> 00:15:46.120]  其實很不容易
[00:15:46.120 --> 00:15:49.520]  我想跟大家分享一個生命的故事
[00:15:49.520 --> 00:15:56.520]  一位民國時期的中國著名的書法家
[00:15:56.520 --> 00:16:00.520]  或者是一位很特別的人物
[00:16:00.520 --> 00:16:03.520]  叫做啟弓先生
[00:16:03.520 --> 00:16:05.520]  大家未必認識他
[00:16:05.520 --> 00:16:08.520]  其實他的名字很響亮
[00:16:08.520 --> 00:16:13.520]  即是原姓愛新覺羅氏
[00:16:13.520 --> 00:16:16.520]  你讀過中國近代史都知道發生甚麼事
[00:16:16.520 --> 00:16:23.520]  他的先祖是雍正皇帝的兒子
[00:16:23.520 --> 00:16:27.520]  所以他有一個極好的皇室的背景
[00:16:27.520 --> 00:16:29.520]  但是如果你看他的故事
[00:16:29.520 --> 00:16:31.520]  其實是他的曾祖父開始
[00:16:31.520 --> 00:16:35.520]  他放棄了這個叫做世澤
[00:16:35.520 --> 00:16:37.520]  他乾澤
[00:16:37.520 --> 00:16:40.520]  以致他要和一般人一樣
[00:16:40.520 --> 00:16:43.520]  他放棄這個特權階級
[00:16:43.520 --> 00:16:46.520]  所以他要靠真材實料
[00:16:46.520 --> 00:16:48.520]  自己去找自己的路
[00:16:48.520 --> 00:16:50.520]  所以要照考科舉
[00:16:50.520 --> 00:16:52.520]  要考進士 入儒能等等
[00:16:52.520 --> 00:16:56.520]  這些都是他先祖幾代前的人這樣去做
[00:16:56.520 --> 00:16:59.520]  到他自己大概講到的故事
[00:16:59.520 --> 00:17:01.520]  就是十歲的時候
[00:17:01.520 --> 00:17:06.520]  他家境突然間跌到一個不濟的狀態
[00:17:06.520 --> 00:17:09.520]  於是他本來讀中學
[00:17:09.520 --> 00:17:10.520]  就要撤學了
[00:17:10.520 --> 00:17:14.520]  他要去工作養活他母親和姑姑
[00:17:14.520 --> 00:17:17.520]  然後就繼續他捱下去
[00:17:17.520 --> 00:17:18.520]  後來很特別
[00:17:18.520 --> 00:17:23.520]  遇到一個很重要很偉大的教育家幫助他
[00:17:23.520 --> 00:17:27.520]  令到他能夠即使未完成中學
[00:17:27.520 --> 00:17:30.520]  都可以進入到當時的婦人大學當中
[00:17:30.520 --> 00:17:32.520]  去開展教學
[00:17:32.520 --> 00:17:38.520]  也都後來成為北京師範大學裏面的一個教育的生涯
[00:17:38.520 --> 00:17:43.520]  他當「畢師大」九十五週年的時候
[00:17:43.520 --> 00:17:46.520]  他贈予了他一句話
[00:17:46.520 --> 00:17:52.520]  就是「學為人師 行為世範」
[00:17:52.520 --> 00:17:55.520]  特別吸引我就是他第一句「學為人師」
[00:17:55.520 --> 00:17:57.520]  那個「學」字
[00:17:57.520 --> 00:17:59.520]  他有這樣的背景
[00:17:59.520 --> 00:18:01.520]  但原來你有機會詳細看
[00:18:01.520 --> 00:18:04.520]  他一路六七十年的人生當中
[00:18:04.520 --> 00:18:06.520]  除了我剛才講他的藝術
[00:18:06.520 --> 00:18:08.520]  成為他最響噹噹的
[00:18:08.520 --> 00:18:13.520]  好像這篇書法那樣提字的一個複製
[00:18:13.520 --> 00:18:17.520]  其實他在人生當中
[00:18:17.520 --> 00:18:22.520]  不住在他的教學裏面去實踐
[00:18:22.520 --> 00:18:26.520]  可以說這是他人生自己的照明
[00:18:26.520 --> 00:18:28.520]  但他知道他沒有這樣
[00:18:28.520 --> 00:18:30.520]  他也都不會搭自己的「朵」出來
[00:18:30.520 --> 00:18:32.520]  他也都沒有這樣的
[00:18:32.520 --> 00:18:33.520]  他又不是甚麼名校
[00:18:33.520 --> 00:18:36.520]  哈佛 耶魯加上畢大畢業
[00:18:36.520 --> 00:18:38.520]  他只是一個中學都未畢業的人
[00:18:38.520 --> 00:18:41.520]  他一路就有人去給他機會
[00:18:41.520 --> 00:18:46.520]  然後就向一些大師一路這樣學習
[00:18:46.520 --> 00:18:49.520]  跟著在同輩之間
[00:18:49.520 --> 00:18:52.520]  亦都彼此建立很多一起自學
[00:18:52.520 --> 00:18:54.520]  一起交流的很多群體
[00:18:54.520 --> 00:18:59.520]  令到可以有很多的機會切磋
[00:18:59.520 --> 00:19:01.520]  跟他的學生跟他的後輩
[00:19:01.520 --> 00:19:03.520]  亦都是以朋友相待
[00:19:03.520 --> 00:19:06.520]  師生平等去教學相長
[00:19:06.520 --> 00:19:08.520]  是用他自己真實的生命
[00:19:08.520 --> 00:19:14.520]  活出了他自己在內心當中的這份使命
[00:19:14.520 --> 00:19:18.520]  這份好像怎樣都不能抹去的
[00:19:18.520 --> 00:19:23.520]  一種生命的方向
[00:19:23.520 --> 00:19:28.520]  其實他的人生都不是一個很順利的人生
[00:19:28.520 --> 00:19:31.520]  去到五六十年代的時候
[00:19:31.520 --> 00:19:33.520]  國內經歷政治浩劫
[00:19:33.520 --> 00:19:35.520]  他都被打為右派
[00:19:35.520 --> 00:19:37.520]  但他說了一句話
[00:19:37.520 --> 00:19:41.520]  人生主要是有過去和有未來
[00:19:41.520 --> 00:19:43.520]  現在那一刻其實很短暫
[00:19:43.520 --> 00:19:45.520]  但他是很實在
[00:19:45.520 --> 00:19:49.520]  已經過去的事還想著做甚麼呢
[00:19:49.520 --> 00:19:52.520]  不要要溫習我們的煩惱
[00:19:52.520 --> 00:19:54.520]  要多想未來
[00:19:54.520 --> 00:19:56.520]  多想前面的路
[00:19:56.520 --> 00:20:00.520]  可能就是這些等等的助有命幫助他
[00:20:00.520 --> 00:20:03.520]  就算是在這個世界當中
[00:20:03.520 --> 00:20:06.520]  遇著多少的衝擊和掙扎的時候
