
[00:00:00.000 --> 00:00:04.000]  提目是「馴服聖靈的差遣」
[00:04:18.000 --> 00:04:21.000]  如果你在大陸
[00:04:21.000 --> 00:04:24.000]  其實可能沒有冷氣炭
[00:04:24.000 --> 00:04:26.000]  但他們是很敬虔的
[00:04:26.000 --> 00:04:28.000]  他們像我們短宣隊去的時候
[00:04:28.000 --> 00:04:29.000]  你會發現
[00:04:29.000 --> 00:04:34.000]  他們是抄聖經的
[00:04:34.000 --> 00:04:38.000]  走很遠的路
[00:04:38.000 --> 00:04:39.000]  去聽信息
[00:04:39.000 --> 00:04:41.000]  然後又走很遠的路回家
[00:04:41.000 --> 00:04:43.000]  所以你如果說20分鐘
[00:04:43.000 --> 00:04:44.000]  他們是不夠的
[00:04:44.000 --> 00:04:46.000]  他們會要求你繼續說
[00:04:46.000 --> 00:04:48.000]  因為他們走這麼艱難的路
[00:04:48.000 --> 00:04:49.000]  來到那個地方
[00:04:49.000 --> 00:04:51.000]  只聽20分鐘
[00:04:51.000 --> 00:04:53.000]  然後可能整個小時
[00:04:53.000 --> 00:04:55.000]  路上跌下去
[00:04:55.000 --> 00:04:57.000]  所以他們是很渴慕的心
[00:04:57.000 --> 00:05:01.000]  但是今天我們科技很進步
[00:05:01.000 --> 00:05:03.000]  你按一下電話
[00:05:03.000 --> 00:05:07.000]  就可以把聖經下載到手機
[00:05:07.000 --> 00:05:08.000]  很方便
[00:05:08.000 --> 00:05:09.000]  隨時等車
[00:05:09.000 --> 00:05:10.000]  你可以看聖經
[00:05:10.000 --> 00:05:13.000]  但是我們由於太方便的時候
[00:05:13.000 --> 00:05:16.000]  可能也未必每天看
[00:05:16.000 --> 00:05:17.000]  因為太方便
[00:05:17.000 --> 00:05:18.000]  隨時都可以看到
[00:05:18.000 --> 00:05:21.000]  或者你家的書櫃有很多的聖經
[00:05:21.000 --> 00:05:22.000]  不同的譯本
[00:05:22.000 --> 00:05:24.000]  但是可能都碰到
[00:05:24.000 --> 00:05:27.000]  你未必可以好好地去研究
[00:05:27.000 --> 00:05:30.000]  因為太多繁瑣的事情要去做
[00:05:30.000 --> 00:05:32.000]  今天我們有這麼好的環境
[00:05:32.000 --> 00:05:35.000]  在教會裏面我們去敬拜
[00:05:35.000 --> 00:05:37.000]  我們是很自由的
[00:05:37.000 --> 00:05:38.000]  你去唱現代詩也可以
[00:05:38.000 --> 00:05:39.000]  唱傳統詩也可以
[00:05:39.000 --> 00:05:41.000]  總之就是敬拜神
[00:05:41.000 --> 00:05:45.000]  當我們各方面很豐富的時候
[00:05:45.000 --> 00:05:47.000]  其實我們的心
[00:05:47.000 --> 00:05:49.000]  會不會好像初期教會一樣
[00:05:49.000 --> 00:05:53.000]  他們真的預備好心去敬拜呢
[00:05:53.000 --> 00:05:54.000]  一星期我們見到一起的時候
[00:05:54.000 --> 00:05:55.000]  很開心
[00:05:55.000 --> 00:05:56.000]  很多事情要說
[00:05:56.000 --> 00:05:58.000]  但是我們有多少時間
[00:05:58.000 --> 00:06:00.000]  我們真的早點到
[00:06:00.000 --> 00:06:03.000]  去預備心去祈禱
[00:06:03.000 --> 00:06:08.000]  去等候神對你的說話呢
[00:06:08.000 --> 00:06:11.000]  其實我們傳統農工去準備訊息
[00:06:11.000 --> 00:06:13.000]  也不容易的
[00:06:13.000 --> 00:06:15.000]  信來好像20分鐘
[00:06:15.000 --> 00:06:17.000]  兩小時過去
[00:06:17.000 --> 00:06:20.000]  但在當中其實我們預備很多時間
[00:06:20.000 --> 00:06:23.000]  我們把草拼好給你們吃
[00:06:23.000 --> 00:06:24.000]  但是你們會不會想著
[00:06:24.000 --> 00:06:26.000]  我喜歡來就來吧
[00:06:26.000 --> 00:06:28.000]  我現在沒空就不來吧
[00:06:28.000 --> 00:06:30.000]  我們心裡可能也想著
[00:06:30.000 --> 00:06:32.000]  有什麼約會
[00:06:32.000 --> 00:06:35.000]  我們的心是怎樣的呢
[00:06:35.000 --> 00:06:38.000]  當耶穌基督離開的時候
[00:06:38.000 --> 00:06:39.000]  這班門徒
[00:06:39.000 --> 00:06:40.000]  有120個人
[00:06:40.000 --> 00:06:42.000]  他們就整整的去禱告
[00:06:42.000 --> 00:06:44.000]  因為耶穌說要等候聖年
[00:06:44.000 --> 00:06:46.000]  他們就集合在裏面
[00:06:46.000 --> 00:06:48.000]  去禱告等候
[00:06:48.000 --> 00:06:51.000]  總之我們有事的時候
[00:06:51.000 --> 00:06:53.000]  我們就會很熱心的去禱告
[00:06:53.000 --> 00:06:55.000]  就好像世俗的人
[00:06:55.000 --> 00:07:00.000]  希望阿良吧
[00:07:00.000 --> 00:07:02.000]  但是我們是不是這樣的心呢
[00:07:02.000 --> 00:07:04.000]  今天我們去到神的面前
[00:07:04.000 --> 00:07:05.000]  我們怎樣去等候呢
[00:07:05.000 --> 00:07:06.000]  今天我們說
[00:07:06.000 --> 00:07:08.000]  信奉聖靈的差遣
[00:07:08.000 --> 00:07:10.000]  聖靈的降下
[00:07:10.000 --> 00:07:12.000]  其實有一班人
[00:07:12.000 --> 00:07:14.000]  他們真的很聽耶穌的吩咐
[00:07:14.000 --> 00:07:16.000]  他們去等候
[00:07:16.000 --> 00:07:18.000]  他們去禱告
[00:07:18.000 --> 00:07:19.000]  出去教會的時候
[00:07:19.000 --> 00:07:21.000]  他們在耶路撒冷
[00:07:21.000 --> 00:07:26.000]  都遇到一個大跌打
[00:07:26.000 --> 00:07:29.000]  那些人就四散了
[00:07:29.000 --> 00:07:32.000]  有些信主的人
[00:07:32.000 --> 00:07:34.000]  未必可以走在一起
[00:07:34.000 --> 00:07:36.000]  但是因為這樣逼他們四散的時候
[00:07:36.000 --> 00:07:40.000]  福音又傳到別處
[00:07:40.000 --> 00:07:43.000]  這些人不是躲起來不做事
[00:07:43.000 --> 00:07:46.000]  他們繼續延展神的國度
[00:07:46.000 --> 00:07:48.000]  把神的話語傳出去
[00:07:48.000 --> 00:07:50.000]  所以你看到教會的建立
[00:07:50.000 --> 00:07:55.000]  是經歷像婦女生產的苦
[00:07:55.000 --> 00:07:57.000]  是很痛苦的
[00:07:57.000 --> 00:07:58.000]  所以你看到
[00:07:58.000 --> 00:08:00.000]  剛剛我們讀的聖經裏面
[00:08:00.000 --> 00:08:04.000]  是保羅
[00:08:04.000 --> 00:08:07.000]  他會見到超然的異象
[00:08:07.000 --> 00:08:09.000]  為甚麼他會見到呢
[00:08:09.000 --> 00:08:11.000]  不是偶然的
[00:08:11.000 --> 00:08:14.000]  今天神都會和你說話
[00:08:14.000 --> 00:08:16.000]  不是偶然的
[00:08:16.000 --> 00:08:17.000]  今天神和你說話
[00:08:17.000 --> 00:08:19.000]  是問題你有沒有看聖經
[00:08:19.000 --> 00:08:22.000]  你看聖經肯定有話要和你說
[00:08:22.000 --> 00:08:25.000]  很多時候我們掛念看電視
[00:08:25.000 --> 00:08:27.000]  或者很多工作的時候
[00:08:27.000 --> 00:08:30.000]  可能聖靈的聲音就變得很微小
[00:08:30.000 --> 00:08:34.000]  微小到你都聽不到
[00:08:34.000 --> 00:08:36.000]  好像你老婆在叫你
[00:08:36.000 --> 00:08:40.000]  有些事她總是聽不到
[00:08:40.000 --> 00:08:41.000]  聽不到的
[00:08:41.000 --> 00:08:44.000]  微小的聲音
[00:08:44.000 --> 00:08:46.000]  今天我們讀了聖經的時候
[00:08:46.000 --> 00:08:50.000]  我們見到有異象
[00:08:50.000 --> 00:08:53.000]  他見到超然的異象
[00:08:53.000 --> 00:08:59.000]  但這些異象其實是否先知才可以領受呢
[00:08:59.000 --> 00:09:04.000]  或者是全道人才可以領受呢
[00:09:04.000 --> 00:09:08.000]  但我們看今年的29章18節
[00:09:08.000 --> 00:09:20.000]  他怎樣說呢
[00:09:20.000 --> 00:09:23.000]  沒有異象民就放肆
[00:09:23.000 --> 00:09:26.000]  可見經文是對大家說的
[00:09:26.000 --> 00:09:28.000]  所以經文不是只對先知
[00:09:28.000 --> 00:09:30.000]  不是只對全道人同工說的
[00:09:30.000 --> 00:09:32.000]  而是全人類
[00:09:32.000 --> 00:09:34.000]  今天我們信了主的人
[00:09:34.000 --> 00:09:36.000]  神同樣是和你說
[00:09:36.000 --> 00:09:40.000]  沒有異象民就放肆
[00:09:40.000 --> 00:09:41.000]  所以顯然的
[00:09:41.000 --> 00:09:45.000]  神今天同樣可以和你說話
[00:09:45.000 --> 00:09:49.000]  你可以像保羅一樣見到異象
[00:09:49.000 --> 00:09:50.000]  不知道是不是超然
[00:09:50.000 --> 00:09:52.000]  但是見到異象
[00:09:52.000 --> 00:09:56.000]  但你有沒有在神裡面尋求呢
[00:09:56.000 --> 00:10:02.000]  甚至在第二章17節裡
[00:10:02.000 --> 00:10:03.000]  都說到
[00:10:03.000 --> 00:10:05.000]  在幕後的日子
[00:10:05.000 --> 00:10:06.000]  我要將我的靈
[00:10:06.000 --> 00:10:08.000]  挑冠凡血肉之軀的
[00:10:08.000 --> 00:10:11.000]  你們的兒女要說預言
[00:10:11.000 --> 00:10:13.000]  你們的少年要見異象
[00:10:13.000 --> 00:10:17.000]  你們的老人要做夷蒙
[00:10:17.000 --> 00:10:20.000]  在第二章
[00:10:20.000 --> 00:10:22.000]  聖靈講行在等候
[00:10:22.000 --> 00:10:26.000]  然後聖靈講行之後
[00:10:26.000 --> 00:10:28.000]  就發生很奇怪的事
[00:10:28.000 --> 00:10:32.000]  同時再次用經文提醒弟兄姊妹
[00:10:32.000 --> 00:10:35.000]  我們可以見到異象
[00:10:35.000 --> 00:10:36.000]  很顯然的
[00:10:36.000 --> 00:10:39.000]  如果你揭開聖經第十章
[00:10:39.000 --> 00:10:44.000]  你會見到的是哥尼留
[00:10:44.000 --> 00:10:46.000]  哥尼留是外邦人
[00:10:46.000 --> 00:10:48.000]  不是猶太人
[00:10:48.000 --> 00:10:50.000]  但他又是說到
[00:10:50.000 --> 00:10:53.000]  大概在下午三點的時候
[00:10:53.000 --> 00:10:56.000]  他見到異象
[00:10:56.000 --> 00:10:57.000]  他做什麼呢
[00:10:57.000 --> 00:11:00.000]  他形容自己是一個虔誠人
[00:11:00.000 --> 00:11:01.000]  他全家都敬畏神
[00:11:01.000 --> 00:11:03.000]  但他不是猶太人
[00:11:03.000 --> 00:11:05.000]  他是外邦人
[00:11:05.000 --> 00:11:07.000]  他是一個白夫長
[00:11:07.000 --> 00:11:12.000]  他常常向神禱告
[00:11:12.000 --> 00:11:15.000]  你要見到異象
[00:11:15.000 --> 00:11:17.000]  你要神跟你說話
[00:11:17.000 --> 00:11:19.000]  你要親近神
[00:11:19.000 --> 00:11:20.000]  神就親近你
[00:11:20.000 --> 00:11:23.000]  所以你必須要看聖經
[00:11:23.000 --> 00:11:26.000]  神就透過聖經對你說話
[00:11:26.000 --> 00:11:30.000]  所以哥尼留很驚惶
[00:11:30.000 --> 00:11:33.000]  他見到異象
[00:11:33.000 --> 00:11:34.000]  他問什麼事呢
[00:11:34.000 --> 00:11:36.000]  天使對他說
[00:11:36.000 --> 00:11:38.000]  你的禱告和你的修制
[00:11:38.000 --> 00:11:40.000]  已經達到神面前
[00:11:40.000 --> 00:11:42.000]  夢紀念了
[00:11:42.000 --> 00:11:45.000]  現在你派人去約柏
[00:11:45.000 --> 00:11:48.000]  去找一個叫彼得的
[00:11:48.000 --> 00:11:51.000]  於是他就聽了神的吩咐
[00:11:51.000 --> 00:11:53.000]  就去了
[00:11:53.000 --> 00:11:54.000]  弟兄姊妹
[00:11:54.000 --> 00:11:57.000]  我們平時看聖經
[00:11:57.000 --> 00:11:59.000]  我們有沒有立刻的行動呢
[00:11:59.000 --> 00:12:01.000]  這裡立刻有行動
[00:12:01.000 --> 00:12:03.000]  因為他是外邦人
[00:12:03.000 --> 00:12:06.000]  可能有很多神的話語他不明白
[00:12:06.000 --> 00:12:11.000]  神必須透過彼得告訴他
[00:12:11.000 --> 00:12:16.000]  同時彼得也見到異象
[00:12:16.000 --> 00:12:20.000]  彼得在這些人還沒來之前
[00:12:20.000 --> 00:12:23.000]  他也是去祈禱
[00:12:23.000 --> 00:12:24.000]  在祈禱的時候
[00:12:24.000 --> 00:12:27.000]  神給他看到什麼呢
[00:12:27.000 --> 00:12:29.000]  他看到一些食物
[00:12:29.000 --> 00:12:32.000]  因為那時候他肚餓的時候
[00:12:32.000 --> 00:12:34.000]  人家煮飯吃東西的時候
[00:12:34.000 --> 00:12:36.000]  他看到異象
[00:12:36.000 --> 00:12:38.000]  他看到什麼異象呢
[00:12:38.000 --> 00:12:40.000]  當他祈禱的時候
[00:12:40.000 --> 00:12:41.000]  他看到的異象
[00:12:41.000 --> 00:12:44.000]  神給他看到的就是那些食物
[00:12:44.000 --> 00:12:46.000]  在布包著
[00:12:46.000 --> 00:12:48.000]  那些食物全部都是他
[00:12:48.000 --> 00:12:50.000]  從小到大的傳統裡
[00:12:50.000 --> 00:12:51.000]  告訴他
[00:12:51.000 --> 00:12:53.000]  這些是不潔的東西
[00:12:53.000 --> 00:12:55.000]  他不可以吃的
[00:12:55.000 --> 00:12:58.000]  這張是記載在第十章裡
[00:12:58.000 --> 00:12:59.000]  他在說道
[00:12:59.000 --> 00:13:02.000]  在布包著爬蟲
[00:13:02.000 --> 00:13:03.000]  走獸
[00:13:03.000 --> 00:13:05.000]  天上的飛鳥
[00:13:05.000 --> 00:13:07.000]  叫他拿來吃
[00:13:07.000 --> 00:13:09.000]  怎麼吃呢
[00:13:09.000 --> 00:13:11.000]  過往日子到現在
[00:13:11.000 --> 00:13:13.000]  這些都是不潔的
[00:13:13.000 --> 00:13:15.000]  但是在年年有三次被他看到
[00:13:15.000 --> 00:13:17.000]  然後這個人就拍門
[00:13:17.000 --> 00:13:20.000]  根本沒有時間去想
[00:13:20.000 --> 00:13:21.000]  立刻就拍門
[00:13:21.000 --> 00:13:23.000]  然後聖靈就感動他
[00:13:23.000 --> 00:13:25.000]  跟著他去
[00:13:25.000 --> 00:13:27.000]  是這麼快的
[00:13:27.000 --> 00:13:29.000]  你看到的就是
[00:13:29.000 --> 00:13:31.000]  看到異象
[00:13:31.000 --> 00:13:35.000]  你也可以看到的
[00:13:35.000 --> 00:13:37.000]  今天我們來看看
[00:13:37.000 --> 00:13:39.000]  保羅究竟
[00:13:39.000 --> 00:13:45.000]  要怎麼去馴服聖靈呢
[00:13:45.000 --> 00:13:47.000]  在這個旅程裡
[00:13:47.000 --> 00:13:50.000]  你會看到
[00:13:50.000 --> 00:13:52.000]  其實他本來
[00:13:52.000 --> 00:13:54.000]  是要留在亞西亞的
[00:13:54.000 --> 00:13:55.000]  但是你會發現
[00:13:55.000 --> 00:13:57.000]  他又去佛羅里加
[00:13:57.000 --> 00:13:58.000]  又去加拿大
[00:13:58.000 --> 00:13:59.000]  你會看到
[00:13:59.000 --> 00:14:03.000]  他去到美西亞
[00:14:03.000 --> 00:14:06.000]  他本來
[00:14:06.000 --> 00:14:08.000]  他繼續想去比特利
[00:14:08.000 --> 00:14:10.000]  但是聖靈禁止了
[00:14:10.000 --> 00:14:12.000]  比特利
[00:14:12.000 --> 00:14:13.000]  聖靈禁止他
[00:14:13.000 --> 00:14:16.000]  不去了
[00:14:16.000 --> 00:14:17.000]  他在
[00:14:17.000 --> 00:14:20.000]  訪問兩個城市
[00:14:20.000 --> 00:14:22.000]  以哥廉和比西大的時候
[00:14:22.000 --> 00:14:24.000]  在安提亞的時候
[00:14:24.000 --> 00:14:25.000]  他訪問這段時間
[00:14:25.000 --> 00:14:28.000]  可見他第一次去的時候
[00:14:28.000 --> 00:14:31.000]  是有跟那些人傳福音的
[00:14:31.000 --> 00:14:33.000]  那些人是有印象的
[00:14:33.000 --> 00:14:37.000]  知道福音是怎麼回事的
[00:14:37.000 --> 00:14:39.000]  然後他就計劃
[00:14:39.000 --> 00:14:41.000]  要去以弗所
[00:14:41.000 --> 00:14:45.000]  但是聖靈就不讓他去
[00:14:45.000 --> 00:14:47.000]  他只能向北
[00:14:47.000 --> 00:14:49.000]  向北他就先去佛羅里加
[00:14:49.000 --> 00:14:51.000]  他會看到去佛羅里加
[00:14:51.000 --> 00:14:52.000]  去西北
[00:14:52.000 --> 00:14:55.000]  去加拿大那些地方
[00:14:55.000 --> 00:14:59.000]  他需要改他的計劃
[00:14:59.000 --> 00:15:00.000]  第一次
[00:15:00.000 --> 00:15:03.000]  你都有一個計劃的
[00:15:03.000 --> 00:15:06.000]  你想著行程是怎麼樣的
[00:15:06.000 --> 00:15:08.000]  今年裡面有什麼目標的
[00:15:08.000 --> 00:15:09.000]  無論你在工作的崗位
[00:15:09.000 --> 00:15:11.000]  或者你自己在屬靈的靈情上
[00:15:11.000 --> 00:15:14.000]  你可能有一個目標的
[00:15:14.000 --> 00:15:16.000]  但是有時候
[00:15:16.000 --> 00:15:18.000]  你覺得這是屬靈的角度的事
[00:15:18.000 --> 00:15:19.000]  沒錯
[00:15:19.000 --> 00:15:20.000]  我做得沒錯
[00:15:20.000 --> 00:15:22.000]  但是為什麼呢
[00:15:22.000 --> 00:15:24.000]  傳福音是好事
[00:15:24.000 --> 00:15:27.000]  但是又是難阻的
[00:15:27.000 --> 00:15:28.000]  這裡寫著
[00:15:28.000 --> 00:15:30.000]  耶穌的靈去禁止
[00:15:30.000 --> 00:15:33.000]  可能作者要強調
[00:15:33.000 --> 00:15:38.000]  是耶穌基督去猜探聖靈的工作
[00:15:38.000 --> 00:15:42.000]  所以特別寫耶穌的靈去禁止
[00:15:42.000 --> 00:15:44.000]  神要難阻
[00:15:44.000 --> 00:15:45.000]  可能那個時候
[00:15:45.000 --> 00:15:48.000]  那裡的人還沒準備好
[00:15:48.000 --> 00:15:50.000]  但是如果神沒有難阻的時候
[00:15:50.000 --> 00:15:52.000]  其實很快可能
[00:15:52.000 --> 00:15:55.000]  我們亞洲人組已經是不得福音了
[00:15:55.000 --> 00:15:58.000]  不過在這樣轉折之下
[00:15:58.000 --> 00:16:01.000]  他想進比推尼
[00:16:01.000 --> 00:16:02.000]  結果又是向西
[00:16:02.000 --> 00:16:03.000]  去到特羅夏
[00:16:03.000 --> 00:16:07.000]  你見到是很有趣的
[00:16:07.000 --> 00:16:09.000]  神沒有開路
[00:16:09.000 --> 00:16:12.000]  結果他們想進比推尼
[00:16:12.000 --> 00:16:13.000]  又去到特羅夏
[00:16:13.000 --> 00:16:15.000]  然後聖靈警告他們
[00:16:15.000 --> 00:16:16.000]  他們要等候
[00:16:16.000 --> 00:16:17.000]  到底要做什麼呢
[00:16:17.000 --> 00:16:19.000]  去哪裡好呢
[00:16:19.000 --> 00:16:21.000]  但他們不是什麼都不做的
[00:16:21.000 --> 00:16:25.000]  他們繼續是同神有交流的
[00:16:25.000 --> 00:16:27.000]  同神彼此等候的
[00:16:27.000 --> 00:16:31.000]  記得我自己剛上學畢業的時候
[00:16:31.000 --> 00:16:34.000]  其實每個同學都會找工場的
[00:16:34.000 --> 00:16:36.000]  其實我自己就覺得
[00:16:36.000 --> 00:16:38.000]  可能機構比較適合我
[00:16:38.000 --> 00:16:40.000]  我喜歡做兒童工作
[00:16:40.000 --> 00:16:45.000]  所以那時候已經申請了機構
[00:16:45.000 --> 00:16:47.000]  都請了我
[00:16:47.000 --> 00:16:49.000]  但是很奇怪
[00:16:49.000 --> 00:16:51.000]  我又不可以留下
[00:16:51.000 --> 00:16:53.000]  因為我簽證的問題
[00:16:53.000 --> 00:16:55.000]  因為我生長的地方在台灣
[00:16:55.000 --> 00:16:56.000]  我必須要回台灣
[00:16:56.000 --> 00:16:58.000]  但我心裡仍然想著
[00:16:58.000 --> 00:17:02.000]  我要繼續做這個工作
[00:17:02.000 --> 00:17:07.000]  剛好他們請了這班人
[00:17:07.000 --> 00:17:10.000]  但要去台灣受訓
[00:17:10.000 --> 00:17:12.000]  我不死心
[00:17:12.000 --> 00:17:14.000]  我繼續要去台灣受訓
[00:17:14.000 --> 00:17:15.000]  不過我要付錢
[00:17:15.000 --> 00:17:18.000]  因為聘請你不用錢
[00:17:18.000 --> 00:17:19.000]  是職員
[00:17:19.000 --> 00:17:21.000]  但因為我本來要聘請
[00:17:21.000 --> 00:17:22.000]  但我不行
[00:17:22.000 --> 00:17:26.000]  所以我回去還沒打工就要付錢
[00:17:26.000 --> 00:17:29.000]  當時也挺貴的
[00:17:29.000 --> 00:17:32.000]  於是就跟他們一起訓練
[00:17:32.000 --> 00:17:33.000]  訓練之後
[00:17:33.000 --> 00:17:35.000]  台灣的做法是怎樣呢
[00:17:35.000 --> 00:17:37.000]  跟香港不同
[00:17:37.000 --> 00:17:39.000]  要自籌經費
[00:17:39.000 --> 00:17:42.000]  那時候自己想想自己有沒有本事
[00:17:42.000 --> 00:17:44.000]  未來的道路怎麼辦
[00:17:44.000 --> 00:17:46.000]  但有一天很奇怪
[00:17:46.000 --> 00:17:49.000]  我曾經幫過他在教會
[00:17:49.000 --> 00:17:51.000]  他忽然打電話給我
[00:17:51.000 --> 00:17:54.000]  他說在台東有一個需要
[00:17:54.000 --> 00:17:56.000]  其實我好像鄉下女
[00:17:56.000 --> 00:17:59.000]  但沒出過這麼遠門
[00:17:59.000 --> 00:18:00.000]  因為在我印象裡
[00:18:00.000 --> 00:18:02.000]  去台東是很恐怖的事
[00:18:02.000 --> 00:18:04.000]  因為覺得那裡黑社會的人比較多
[00:18:04.000 --> 00:18:06.000]  自己很沒有安全感
[00:18:06.000 --> 00:18:07.000]  所以我記得那時候
[00:18:07.000 --> 00:18:09.000]  要叫弟弟陪我去
[00:18:09.000 --> 00:18:11.000]  看看那個地方怎樣
[00:18:11.000 --> 00:18:13.000]  我去台東的地方
[00:18:13.000 --> 00:18:17.000]  看看那些黑命運環境
[00:18:17.000 --> 00:18:21.000]  於是那個地方就是我第一個沒有的地方
[00:18:21.000 --> 00:18:23.000]  而且做著做著
[00:18:23.000 --> 00:18:25.000]  我就退休了
[00:18:25.000 --> 00:18:28.000]  原來神給我做的點
[00:18:28.000 --> 00:18:29.000]  不是機構
[00:18:29.000 --> 00:18:30.000]  是木會
[00:18:30.000 --> 00:18:32.000]  其實我想都想不到
[00:18:32.000 --> 00:18:34.000]  其實神的道路
[00:18:34.000 --> 00:18:36.000]  不是我們自己想像的
[00:18:36.000 --> 00:18:38.000]  我們自己覺得不行的
[00:18:38.000 --> 00:18:39.000]  但神又開路
[00:18:39.000 --> 00:18:41.000]  又要推你去
[00:18:41.000 --> 00:18:44.000]  變成你要去做木會的工作
[00:18:44.000 --> 00:18:46.000]  雖然我去幾個不同的教會
[00:18:46.000 --> 00:18:49.000]  但始終不是去機構
[00:18:49.000 --> 00:18:52.000]  在教會裡是木會
