
[00:00:00.000 --> 00:00:02.000]  大型姊妹早晨
[00:03:47.680 --> 00:03:50.960]  你原來是可以與祂一起去受苦
[00:03:50.960 --> 00:03:53.200]  團契的意思是一起 一同去受苦
[00:03:53.200 --> 00:03:54.720]  所以團契的意思是
[00:03:54.720 --> 00:03:58.720]  相交分享 一同去分受一些東西
[00:03:58.720 --> 00:04:00.240]  有另一個翻譯說
[00:04:00.240 --> 00:04:03.120]  將團契翻譯為「共融」
[00:04:03.120 --> 00:04:06.480]  共融 可能更加表達到團契的意思
[00:04:06.480 --> 00:04:08.480]  團契就是一種共融的關係
[00:04:08.480 --> 00:04:11.360]  融入了 不是說我融入了你
[00:04:11.360 --> 00:04:14.800]  大家融入 大家融洽
[00:04:14.800 --> 00:04:19.680]  大家有一種混在一起的關係感覺
[00:04:19.680 --> 00:04:21.680]  這樣就更加表達到團契
[00:04:21.680 --> 00:04:24.720]  所以說團契並不是一個組織
[00:04:24.720 --> 00:04:27.040]  但是我們教會這麼大
[00:04:27.040 --> 00:04:28.480]  總要有組織的
[00:04:28.480 --> 00:04:30.880]  總要有些東西去分
[00:04:30.880 --> 00:04:33.280]  譬如某個年紀的一班
[00:04:33.280 --> 00:04:35.280]  或者某種特性的一班
[00:04:35.280 --> 00:04:37.280]  我們有婦女團契的
[00:04:37.280 --> 00:04:39.120]  其實應該可以有男士團契
[00:04:39.120 --> 00:04:40.880]  不過通常都是失敗的男士團契
[00:04:40.880 --> 00:04:42.240]  因為男人不喜歡說話
[00:04:42.240 --> 00:04:44.240]  但是如果是男士團契
[00:04:44.240 --> 00:04:46.240]  可以去喝喝吃吃 又可以組織起來
[00:04:46.240 --> 00:04:47.040]  真的很有趣
[00:04:47.040 --> 00:04:49.440]  但是不同的年紀
[00:04:49.440 --> 00:04:52.640]  甚至有些商人團契
[00:04:52.640 --> 00:04:54.640]  可能是做生意的一班
[00:04:54.640 --> 00:04:56.240]  比較合得來
[00:04:56.240 --> 00:04:58.640]  有些弟兄姊妹說生意經的時候
[00:04:58.640 --> 00:05:00.000]  我是不能回答的
[00:05:00.000 --> 00:05:03.040]  所以不同的團契有它的功用
[00:05:03.040 --> 00:05:04.560]  但是說真的
[00:05:04.560 --> 00:05:06.800]  你是不是說落戶了某一個團契
[00:05:06.800 --> 00:05:09.200]  你就跟旁邊那個沒有關係呢
[00:05:09.200 --> 00:05:12.560]  這個團契跟那個團契根本就不認識
[00:05:12.560 --> 00:05:13.600]  是不是這樣呢?
[00:05:13.600 --> 00:05:15.120]  就不是的
[00:05:15.120 --> 00:05:16.880]  你只要是基督徒
[00:05:16.880 --> 00:05:19.120]  不論你是什麼年紀
[00:05:19.120 --> 00:05:19.840]  什麼人種
[00:05:19.840 --> 00:05:23.120]  你是在哪裡信的
[00:05:23.120 --> 00:05:26.080]  你都應該是跟你的弟兄姊妹
[00:05:26.080 --> 00:05:28.080]  是有一種共融的關係
[00:05:28.080 --> 00:05:29.600]  是一個團契來的
[00:05:29.600 --> 00:05:30.960]  OK
[00:05:30.960 --> 00:05:32.480]  在二次大戰期間
[00:05:32.480 --> 00:05:34.320]  德國有一個很出名的神學家
[00:05:34.320 --> 00:05:35.440]  他叫潘霍華
[00:05:35.440 --> 00:05:38.880]  他寫了一本書叫做《團契生活》
[00:05:38.880 --> 00:05:39.680]  很薄的
[00:05:39.680 --> 00:05:41.600]  我們讀神學的都要看的
[00:05:41.600 --> 00:05:42.880]  你們都可以看的
[00:05:42.880 --> 00:05:44.560]  不是什麼高深莫測的東西
[00:05:44.560 --> 00:05:45.280]  很薄
[00:05:45.280 --> 00:05:47.200]  但是《團契生活》這本書
[00:05:47.200 --> 00:05:48.960]  就是說了一些很重要的東西
[00:05:48.960 --> 00:05:50.560]  什麼是團契?
[00:05:50.560 --> 00:05:52.880]  團契就是透過耶穌基督
[00:05:52.880 --> 00:05:56.880]  並在耶穌基督裡面那種甜美和諧的生活
[00:05:56.880 --> 00:05:58.880]  所謂的團契不多不少
[00:05:58.880 --> 00:05:59.840]  正是這樣
[00:05:59.840 --> 00:06:01.360]  無論是短暫的
[00:06:01.360 --> 00:06:02.480]  一次性的
[00:06:02.480 --> 00:06:03.520]  經年累月的
[00:06:03.520 --> 00:06:05.840]  還是每天都有的團契
[00:06:05.840 --> 00:06:06.960]  都是這樣
[00:06:06.960 --> 00:06:09.200]  我們唯獨透過耶穌基督
[00:06:09.200 --> 00:06:11.280]  也是在耶穌基督裡面
[00:06:11.280 --> 00:06:13.040]  我們才彼此相熟
[00:06:13.040 --> 00:06:15.840]  團契最重要的本質
[00:06:15.840 --> 00:06:16.880]  就是共融
[00:06:16.880 --> 00:06:18.960]  共融的最重要的本質就是
[00:06:18.960 --> 00:06:22.800]  透過耶穌基督在耶穌基督裡面生活
[00:06:22.800 --> 00:06:28.400]  所以耶穌和生活這兩點在團契裡面是分不開的
[00:06:28.400 --> 00:06:31.600]  你有團契你就要在團契裡面有生活
[00:06:31.600 --> 00:06:34.960]  你的團契也是融入了你的生活
[00:06:34.960 --> 00:06:37.200]  不是說星期一至六
[00:06:37.200 --> 00:06:38.640]  我就在外面生活
[00:06:38.640 --> 00:06:40.080]  星期日回來
[00:06:40.080 --> 00:06:41.600]  我就掛著另一個面孔
[00:06:41.600 --> 00:06:43.760]  或者是認識你十幾年了
[00:06:43.760 --> 00:06:45.360]  我也不知道你做哪一行
[00:06:45.360 --> 00:06:48.000]  或者我不知道你日常生活是怎樣的
[00:06:48.000 --> 00:06:53.360]  這些就是生活和信仰分割了
[00:06:53.360 --> 00:06:55.120]  但其實是要生活
[00:06:55.120 --> 00:06:58.560]  有些人幻想來到教會的時候
[00:06:58.560 --> 00:07:00.160]  進來教會應該是怎樣的呢?
[00:07:00.160 --> 00:07:03.200]  每個人都像天使一樣的面孔
[00:07:03.200 --> 00:07:05.760]  你隱約看到頭頂有個光圈
[00:07:05.760 --> 00:07:08.160]  每個人都是好人
[00:07:08.160 --> 00:07:10.240]  進到教會裡面沒有鬥爭的
[00:07:10.240 --> 00:07:11.360]  沒有不開心的
[00:07:11.360 --> 00:07:15.840]  每個人都像小天使一樣
[00:07:15.840 --> 00:07:17.360]  人畜無害的
[00:07:17.360 --> 00:07:18.880]  一群羊咩咩
[00:07:18.880 --> 00:07:21.840]  但事實上教會是不是這樣的呢?
[00:07:21.840 --> 00:07:23.840]  我回到教會二十多年
[00:07:23.840 --> 00:07:26.560]  我的很大的感覺就是基督徒都是罪人
[00:07:26.560 --> 00:07:29.680]  其實很多人都是三尖八角
[00:07:29.680 --> 00:07:31.760]  我自問我也是三尖八角的
[00:07:31.760 --> 00:07:33.520]  我經常都會刺到不少人
[00:07:33.520 --> 00:07:36.880]  我相信有很多人對我都很生氣的
[00:07:36.880 --> 00:07:40.000]  但原來教會就是這樣的
[00:07:40.000 --> 00:07:42.000]  教會都是人聚集的地方
[00:07:42.000 --> 00:07:43.680]  有人的地方就有問題
[00:07:43.680 --> 00:07:47.520]  剛才說我信主初期就在細胞小組成長
[00:07:47.520 --> 00:07:51.920]  細胞小組的特色就是很快就可以開始侍奉
[00:07:51.920 --> 00:07:55.120]  其實浸信會也是很快就可以洗禮
[00:07:55.120 --> 00:07:56.720]  洗禮可以很快就可以侍奉
[00:07:56.720 --> 00:07:58.880]  我開始做組長帶茶經
[00:07:59.200 --> 00:08:02.240]  後來轉了教會去了另一間教會
[00:08:02.240 --> 00:08:04.480]  我又很快就做了團長
[00:08:04.480 --> 00:08:07.520]  到現在成為了牧者
[00:08:07.520 --> 00:08:11.600]  我有很久的帶領性崗位的侍奉經驗
[00:08:11.600 --> 00:08:16.320]  但我會發覺帶領一個團體是真的很麻煩
[00:08:16.320 --> 00:08:19.360]  在團體裏面例如安排周會
[00:08:19.360 --> 00:08:21.120]  團體的本質是什麼?
[00:08:21.120 --> 00:08:21.920]  耶穌嘛
[00:08:21.920 --> 00:08:24.480]  那你就一定要茶經的了
[00:08:24.480 --> 00:08:25.840]  要帶茶經
[00:08:25.840 --> 00:08:27.120]  好啊,你茶了幾次
[00:08:27.120 --> 00:08:28.720]  然後開始有弟兄姊妹投訴
[00:08:28.720 --> 00:08:30.320]  你每次都茶經很悶
[00:08:30.320 --> 00:08:32.000]  可不可以有些活動
[00:08:32.000 --> 00:08:32.720]  好好好
[00:08:32.720 --> 00:08:34.880]  然後我就搞一些outing
[00:08:34.880 --> 00:08:36.080]  出去玩玩
[00:08:36.080 --> 00:08:37.760]  玩了幾次有些就說
[00:08:37.760 --> 00:08:39.600]  每次都玩不如坐下來吃飯
[00:08:39.600 --> 00:08:41.200]  好好好,坐下來吃飯
[00:08:41.200 --> 00:08:43.520]  吃了幾次飯然後又有人投訴
[00:08:43.520 --> 00:08:45.040]  你每次都是玩和吃飯
[00:08:45.040 --> 00:08:46.240]  可不可以茶經
[00:08:46.240 --> 00:08:47.920]  其實很難服侍的
[00:08:47.920 --> 00:08:48.880]  真的有些弟兄姊妹
[00:08:48.880 --> 00:08:49.680]  坦白說
[00:08:49.680 --> 00:08:51.920]  不停地有不同的要求
[00:08:51.920 --> 00:08:54.480]  還有有些弟兄姊妹
[00:08:54.480 --> 00:08:56.160]  每個人的性格都不同
[00:08:56.160 --> 00:08:57.920]  有些好動有些好靜
[00:08:57.920 --> 00:08:59.680]  有些喜歡玩有些喜歡聊天
[00:08:59.680 --> 00:09:01.680]  有些喜歡坐下來吃飯
[00:09:01.680 --> 00:09:04.080]  最慘的就是有些很追求真理的
[00:09:04.080 --> 00:09:06.640]  每次茶經都會說一些問題
[00:09:06.640 --> 00:09:08.000]  有些就在釣魚
[00:09:08.000 --> 00:09:09.440]  那怎麼辦呢?
[00:09:09.440 --> 00:09:10.480]  還有
[00:09:10.480 --> 00:09:13.280]  有些就在做很穩定的工作
[00:09:13.280 --> 00:09:16.080]  收入不錯
[00:09:16.080 --> 00:09:17.360]  一至五
[00:09:17.360 --> 00:09:19.280]  有些就上輪班
[00:09:19.280 --> 00:09:21.200]  收入沒有那麼高
[00:09:21.200 --> 00:09:24.000]  你安排的活動要走到兩邊是很困難的
[00:09:24.000 --> 00:09:25.360]  是很困難的
[00:09:25.360 --> 00:09:26.400]  你去那邊
[00:09:26.400 --> 00:09:27.600]  這邊又說嫌貴
[00:09:27.920 --> 00:09:28.880]  你去那邊
[00:09:28.880 --> 00:09:30.720]  那邊又說有些這麼低級的東西
[00:09:30.720 --> 00:09:31.920]  不要叫我去
[00:09:31.920 --> 00:09:33.920]  我又說搞短孫
[00:09:33.920 --> 00:09:34.960]  坐飛機去的那些
[00:09:34.960 --> 00:09:37.120]  有些嫌貴
[00:09:37.120 --> 00:09:38.000]  有些說沒有假期
[00:09:38.000 --> 00:09:38.800]  好了
[00:09:38.800 --> 00:09:40.800]  我不在公眾假期搞了
[00:09:40.800 --> 00:09:42.400]  我在閒日那裡搞了
[00:09:42.400 --> 00:09:44.640]  然後那些就說你在閒日搞
[00:09:44.640 --> 00:09:46.080]  你怎麼參與呢?
[00:09:46.080 --> 00:09:49.360]  總之是很多很困難很麻煩
[00:09:49.360 --> 00:09:52.160]  我想起摩西帶著以色列人出埃及就是這樣
[00:09:52.160 --> 00:09:53.760]  最近說沒有肉吃
[00:09:53.760 --> 00:09:54.720]  那裡說沒有水喝
[00:09:54.720 --> 00:09:57.040]  接著這班就說你霸佔了先知位來做
[00:09:57.200 --> 00:09:58.720]  還要造反
[00:09:58.720 --> 00:10:00.560]  所以其實是很困難
[00:10:00.560 --> 00:10:01.360]  頭也戴上了
[00:10:01.360 --> 00:10:03.440]  你會發覺團契
[00:10:03.440 --> 00:10:06.640]  Colonial本身就是一種生活
[00:10:06.640 --> 00:10:11.200]  你的生活是融入了教會的生活裡面
[00:10:11.200 --> 00:10:13.440]  並且是會發生很多的衝突
[00:10:13.440 --> 00:10:14.640]  很多的麻煩
[00:10:14.640 --> 00:10:15.440]  很多的東西
[00:10:15.440 --> 00:10:18.320]  如果一個團契裡面是完全沒有衝突的
[00:10:18.320 --> 00:10:22.080]  完全是大家沒有意見的
[00:10:22.080 --> 00:10:24.080]  其實團契又很死
[00:10:24.080 --> 00:10:26.560]  可能大家都是不將他的生活
[00:10:26.560 --> 00:10:28.560]  或者不將他所有東西帶回來
[00:10:28.560 --> 00:10:31.840]  只不過是人道的靈魂不在
[00:10:31.840 --> 00:10:35.760]  其實我們在這個群體裡面
[00:10:35.760 --> 00:10:37.760]  我們這麼困難
[00:10:37.760 --> 00:10:39.040]  要融入是這麼困難
[00:10:39.040 --> 00:10:40.560]  或者有這麼多東西的時候
[00:10:40.560 --> 00:10:44.480]  我們是不是應該抽離一點呢?
[00:10:44.480 --> 00:10:47.520]  正所謂你不放這麼多心機進去
[00:10:47.520 --> 00:10:49.520]  就不會有這麼大的傷害
[00:10:49.520 --> 00:10:50.720]  也不是的
[00:10:50.720 --> 00:10:54.560]  其實團契我們說的是一種共融的關係的話
[00:10:54.560 --> 00:10:57.040]  你一定要將你的生活帶進去
[00:10:57.040 --> 00:10:59.360]  並且你不要怕會有衝突
[00:10:59.360 --> 00:11:01.040]  你不要怕有衝突
[00:11:01.040 --> 00:11:02.560]  有衝突是正常的
[00:11:02.560 --> 00:11:04.960]  大家有事情要談
[00:11:04.960 --> 00:11:06.160]  有事情要討論
[00:11:06.160 --> 00:11:07.440]  這是正常的
[00:11:07.440 --> 00:11:12.640]  在潘博華的團契生活裡面
[00:11:12.640 --> 00:11:14.080]  另外有一套這樣說
[00:11:14.080 --> 00:11:15.520]  他說一個團契
[00:11:15.520 --> 00:11:19.040]  除非遭到各種的不快和醜惡
[00:11:19.040 --> 00:11:21.040]  因而陷入極大的失望
[00:11:21.520 --> 00:11:25.520]  就不知道在上帝面前應該怎麼走
[00:11:25.520 --> 00:11:27.520]  但經歷了這些事之後
[00:11:27.520 --> 00:11:31.440]  就開始憑著信心找上帝給的應許
[00:11:31.440 --> 00:11:35.360]  所以這些失望越早臨到個人和團契當中
[00:11:35.360 --> 00:11:37.040]  對兩者就越有利
[00:11:37.040 --> 00:11:40.480]  剛才也是潘博華說的
[00:11:40.480 --> 00:11:43.360]  甜美和諧的生活
[00:11:43.360 --> 00:11:45.040]  轉過頭來說
[00:11:45.040 --> 00:11:48.240]  一定要遭受到各種的不快和醜惡
[00:11:48.240 --> 00:11:49.360]  為什麼呢?
[00:11:49.360 --> 00:11:53.440]  因為現實就是你不遭受過這些不快和醜惡的話
[00:11:53.440 --> 00:11:55.920]  其實你是去不了甜美的生活的
[00:11:55.920 --> 00:11:56.800]  是不是?
[00:11:56.800 --> 00:11:58.320]  可能兩夫妻一樣
[00:11:58.320 --> 00:11:59.200]  你不吵架的話
[00:11:59.200 --> 00:12:00.560]  你怎麼會進入甜美的生活呢?
[00:12:00.560 --> 00:12:02.000]  你總要先吵架
[00:12:02.000 --> 00:12:05.280]  如果結婚之前還是很沮喪的
[00:12:05.280 --> 00:12:07.440]  大家相敬如賓
[00:12:07.440 --> 00:12:08.640]  很和諧的樣子
[00:12:08.640 --> 00:12:11.520]  你結婚之後吵架了你就知道味道
[00:12:11.520 --> 00:12:13.040]  有時候有些事情是
[00:12:13.040 --> 00:12:14.640]  你經歷過衝突
[00:12:14.640 --> 00:12:15.840]  你經歷過矛盾
[00:12:15.840 --> 00:12:19.040]  你才知道原來那個人是這樣的
[00:12:19.520 --> 00:12:21.680]  或者你知道怎樣去到
[00:12:21.680 --> 00:12:24.640]  和他保持一個恰當的距離
[00:12:24.640 --> 00:12:26.880]  或者是你了解他的真性情
[00:12:26.880 --> 00:12:29.840]  團契之中就是需要這樣
[00:12:29.840 --> 00:12:32.800]  我們要面對那些不愉快的醜惡
[00:12:32.800 --> 00:12:34.880]  我們要面對失望
[00:12:34.880 --> 00:12:36.800]  一開始對那個人就很有期望
[00:12:36.800 --> 00:12:39.360]  發覺原來他都不是我想像中的那樣
[00:12:39.360 --> 00:12:42.080]  是好事來的
[00:12:42.080 --> 00:12:44.000]  打破了你的幻想之後
[00:12:44.000 --> 00:12:45.680]  其實你更加明白
[00:12:45.680 --> 00:12:46.960]  原來這個人是怎樣
[00:12:46.960 --> 00:12:49.600]  他在你面前是更加真實
[00:12:49.600 --> 00:12:52.240]  更加是一個活生生的人
[00:12:52.240 --> 00:12:54.640]  不是一個你想像中的圖畫
[00:12:54.640 --> 00:12:56.080]  我剛才都說了
[00:12:56.080 --> 00:12:57.440]  我都三尖八角的
[00:12:57.440 --> 00:12:58.640]  我都三尖八角
[00:12:58.640 --> 00:13:00.560]  我不怕被人知道
[00:13:00.560 --> 00:13:02.400]  有時候我是有一些軟弱
[00:13:02.400 --> 00:13:04.560]  或者是有一些掘雷錘的地方
[00:13:04.560 --> 00:13:07.120]  或者是有一些我做不到的地方
[00:13:07.120 --> 00:13:08.080]  有很多時候
[00:13:08.080 --> 00:13:09.680]  特別是目者
[00:13:09.680 --> 00:13:13.840]  人家總會對目者有一個完美的期望
[00:13:13.840 --> 00:13:15.920]  你是目者來的
[00:13:15.920 --> 00:13:17.600]  為什麼會發脾氣
[00:13:17.600 --> 00:13:18.960]  為什麼會生氣
[00:13:18.960 --> 00:13:19.920]  為什麼會軟弱
[00:13:19.920 --> 00:13:21.600]  為什麼會犯罪
[00:13:21.600 --> 00:13:24.320]  為什麼你會累
[00:13:24.320 --> 00:13:25.280]  為什麼你會生病
[00:13:25.280 --> 00:13:26.960]  差不多是這樣
[00:13:26.960 --> 00:13:28.880]  為什麼你回不來
[00:13:28.880 --> 00:13:32.560]  但是你明白他是人
[00:13:32.560 --> 00:13:34.880]  然後打破了這些時候
[00:13:34.880 --> 00:13:37.920]  我覺得我和弟兄姊妹之間的關係是比較真實的
[00:13:37.920 --> 00:13:39.760]  我不怕告訴他我軟弱
[00:13:39.760 --> 00:13:41.280]  我不怕告訴他我失望
[00:13:41.280 --> 00:13:43.840]  我不怕告訴他我都不夠信心
[00:13:43.840 --> 00:13:45.840]  然後大家一起去祈禱
[00:13:45.840 --> 00:13:47.440]  大家一起互相去支持
[00:13:47.440 --> 00:13:50.640]  所以這些東西原來是越早看到的
[00:13:50.640 --> 00:13:52.000]  就越好
[00:13:52.000 --> 00:13:54.000]  越早看到就越好
[00:13:54.000 --> 00:13:56.240]  當我們遇到不愉快的事
[00:13:56.240 --> 00:13:58.080]  當我們遇到不好的事
[00:13:58.080 --> 00:13:59.840]  有些人可能會選擇逃避
[00:13:59.840 --> 00:14:01.840]  有些人會選擇忍一步
[00:14:01.840 --> 00:14:02.880]  就是忍一忍
[00:14:02.880 --> 00:14:03.760]  大事化小
[00:14:03.760 --> 00:14:04.800]  小事化無
[00:14:04.800 --> 00:14:06.400]  忍一時風平浪靜
[00:14:06.400 --> 00:14:07.920]  退一步海闊天空
[00:14:07.920 --> 00:14:10.160]  有些人會選擇離開
[00:14:10.160 --> 00:14:12.480]  有些人選擇不再回這個團計
[00:14:12.480 --> 00:14:14.240]  這麼多團計我慢慢選擇
[00:14:14.240 --> 00:14:15.840]  是不是這樣的呢
[00:14:15.840 --> 00:14:16.880]  不是的
[00:14:16.880 --> 00:14:18.320]  我覺得是要面對
[00:14:18.320 --> 00:14:21.120]  我們要面對團計發生的事
[00:14:21.120 --> 00:14:22.800]  今天的經文說到
[00:14:22.800 --> 00:14:24.560]  我們要彼此相愛
[00:14:24.560 --> 00:14:26.800]  先找回經文
[00:14:26.800 --> 00:14:36.160]  我們要彼此相愛
[00:14:36.160 --> 00:14:39.760]  這就是你們從起初所聽到的訊息
[00:14:39.760 --> 00:14:41.120]  不要像該人
[00:14:41.120 --> 00:14:42.400]  他是屬那惡者
[00:14:42.400 --> 00:14:43.760]  殺了自己弟弟
[00:14:43.760 --> 00:14:45.360]  為什麼殺了他呢
[00:14:45.360 --> 00:14:47.440]  因為自己的行為是邪惡的
[00:14:47.440 --> 00:14:49.760]  而弟弟的行為是正直的
[00:14:49.760 --> 00:14:50.640]  弟兄們
[00:14:50.640 --> 00:14:52.720]  世人若恨你們不要驚訝
[00:14:52.720 --> 00:14:56.640]  因為我們知道我們已經出死入生了
[00:14:56.640 --> 00:14:58.320]  因為我們愛弟兄
[00:14:58.320 --> 00:15:01.200]  沒有愛心的仍住在死中
[00:15:01.200 --> 00:15:03.280]  凡恨自己弟兄的
[00:15:03.280 --> 00:15:04.400]  就是殺人的
[00:15:04.400 --> 00:15:05.840]  你們知道凡殺人的
[00:15:05.840 --> 00:15:07.920]  沒有永生在他裡面
[00:15:07.920 --> 00:15:09.760]  基督為我們寫明
[00:15:09.760 --> 00:15:12.240]  我們從此就知道何為愛
[00:15:12.240 --> 00:15:14.640]  我們也當為弟兄寫明
[00:15:14.640 --> 00:15:16.720]  其實約翰一書的作者
[00:15:16.720 --> 00:15:20.720]  他用一種很二元對立的方式去寫作
[00:15:20.720 --> 00:15:22.560]  什麼叫二元對立呢
[00:15:22.560 --> 00:15:24.720]  其實我們了解這個世界
[00:15:24.720 --> 00:15:27.200]  你總是將一些東西分成兩邊的二元
[00:15:27.200 --> 00:15:29.200]  譬如男人和女人
[00:15:29.200 --> 00:15:30.720]  高和矮
[00:15:30.720 --> 00:15:32.080]  肥和瘦
[00:15:32.080 --> 00:15:33.920]  有很多東西是分成二元的
[00:15:33.920 --> 00:15:34.880]  相對的
[00:15:34.880 --> 00:15:38.560]  他用一種非黑即白的方式去描述
[00:15:38.560 --> 00:15:41.520]  他在描述弟兄姐妹之間的關係
[00:15:41.520 --> 00:15:45.360]  他也在用舊約的一個人物
[00:15:45.360 --> 00:15:47.680]  象徵性的人物就是該人
[00:15:47.680 --> 00:15:51.120]  他用該人來象徵一種邪惡
[00:15:51.120 --> 00:15:53.280]  其實一說就是了
[00:15:53.280 --> 00:15:55.360]  就像我們說的踩浪
[00:15:55.360 --> 00:15:57.360]  踩浪象徵什麼呢?
[00:15:57.360 --> 00:15:58.480]  兇殘
[00:15:58.480 --> 00:16:00.400]  狐狸呢?
[00:16:00.400 --> 00:16:01.360]  狡猾
[00:16:01.360 --> 00:16:05.440]  我們有一種對象徵性是很肯定的
[00:16:05.440 --> 00:16:06.480]  譬如我稱讚一個姐妹
[00:16:06.480 --> 00:16:07.920]  你很像狐狸
[00:16:07.920 --> 00:16:10.400]  我想她是很不高興的
[00:16:10.400 --> 00:16:14.640]  你會知道她是有一種負面的象徵
[00:16:14.640 --> 00:16:17.920]  一說比如說秦始皇或者紂王
[00:16:17.920 --> 00:16:19.760]  你就知道是一個暴君
[00:16:19.760 --> 00:16:21.680]  如此類推
[00:16:21.680 --> 00:16:26.000]  該人就是象徵著屬於魔鬼的邪惡的惡者
[00:16:26.000 --> 00:16:29.360]  他用一個很極端的方法去比較
[00:16:29.360 --> 00:16:30.560]  愛弟兄
