
[00:00:00.000 --> 00:00:03.400]  今日我要講的題目是「皆美的侍奉」
[00:02:45.200 --> 00:02:48.200]  但是天父仍必掌管
[00:02:48.200 --> 00:02:51.200]  我們這一位的三一真神
[00:02:51.200 --> 00:02:53.200]  我們一班弟兄姊妹今早
[00:02:53.200 --> 00:02:56.200]  來到朝見敬拜祢
[00:02:56.200 --> 00:02:58.200]  多謝祢讓我們能夠行上
[00:02:58.200 --> 00:03:00.200]  可以在禮拜堂這個地方
[00:03:00.200 --> 00:03:03.200]  我們來到去有心靈的安靜
[00:03:03.200 --> 00:03:06.200]  去朝見和敬拜
[00:03:06.200 --> 00:03:10.200]  是我們人最需要最需要的地方
[00:03:10.200 --> 00:03:13.200]  我們心靈需要有淨土
[00:03:13.200 --> 00:03:16.200]  我們需要來到去在造物的主宰的面前
[00:03:16.200 --> 00:03:19.200]  去省察和去尋問
[00:03:19.200 --> 00:03:22.200]  祢在我們生命裏面的那個意義
[00:03:22.200 --> 00:03:24.200]  求主施恩
[00:03:24.200 --> 00:03:27.200]  讓我們再一次來聆聽祢的真道的時候
[00:03:27.200 --> 00:03:29.200]  藉著舍圖保羅
[00:03:29.200 --> 00:03:31.200]  他在《羅馬書》所講的
[00:03:31.200 --> 00:03:33.200]  讓我們能夠去明白
[00:03:33.200 --> 00:03:35.200]  亦都在我們自己
[00:03:35.200 --> 00:03:37.200]  現在我們這個時代
[00:03:37.200 --> 00:03:39.200]  我們在這個處境
[00:03:39.200 --> 00:03:42.200]  我們應該怎樣來去為主而活
[00:03:42.200 --> 00:03:46.200]  求主的聖靈來去幫助我們明白
[00:03:46.200 --> 00:03:48.200]  我們一起在祢面前等候
[00:03:48.200 --> 00:03:51.200]  禱告奉耶穌基督的名
[00:03:51.200 --> 00:03:54.200]  選取了這一段聖經
[00:03:54.200 --> 00:04:01.200]  舍圖保羅在十五章的十四節
[00:04:01.200 --> 00:04:03.200]  一直去到第二十一節
[00:04:03.200 --> 00:04:07.200]  這段聖經其中的特別之處
[00:04:07.200 --> 00:04:10.200]  就是在這個時候
[00:04:10.200 --> 00:04:12.200]  講了十五章
[00:04:12.200 --> 00:04:15.200]  保羅才正式講
[00:04:15.200 --> 00:04:18.200]  為什麼他要寫《羅馬書》
[00:04:18.200 --> 00:04:23.200]  以及想帶出一個很重要的邀請
[00:04:23.200 --> 00:04:25.200]  就是羅馬的教會
[00:04:25.200 --> 00:04:28.200]  其實本來不是保羅去建立
[00:04:28.200 --> 00:04:33.200]  保羅亦都不是太認識裏面的教會
[00:04:33.200 --> 00:04:36.200]  但十六章亦都有二十多個人
[00:04:36.200 --> 00:04:39.200]  保羅是逐個問安的
[00:04:39.200 --> 00:04:42.200]  那牽涉到另外一個問題
[00:04:42.200 --> 00:04:44.200]  因為裏面的組合
[00:04:44.200 --> 00:04:46.200]  有男有女
[00:04:46.200 --> 00:04:49.200]  有猶太人有外邦人
[00:04:49.200 --> 00:04:52.200]  有貴族有奴隸
[00:04:52.200 --> 00:04:56.200]  那個組合本身已經是反映福音的大能
[00:04:56.200 --> 00:04:58.200]  不過在這個時候
[00:04:58.200 --> 00:05:02.200]  舍圖保羅邀請羅馬教會
[00:05:02.200 --> 00:05:08.200]  參與在他這個傳福音的聖公上
[00:05:08.200 --> 00:05:11.200]  然後在十六節
[00:05:11.200 --> 00:05:15.200]  保羅又用了兩個自己在耶穌的面前
[00:05:15.200 --> 00:05:18.200]  在他自己的侍奉裏面
[00:05:18.200 --> 00:05:21.200]  他用兩個自己的身份
[00:05:21.200 --> 00:05:25.200]  來稱呼自己正在做的事
[00:05:25.200 --> 00:05:27.200]  基督耶穌的服役
[00:05:27.200 --> 00:05:32.200]  以及神福音的祭司
[00:05:32.200 --> 00:05:35.200]  這個就很值得我們大家一起去思想一下
[00:05:35.200 --> 00:05:38.200]  以及去搜尋一下
[00:05:38.200 --> 00:05:40.200]  在新約裏面
[00:05:40.200 --> 00:05:43.200]  當然我們先看保羅的書信
[00:05:43.200 --> 00:05:45.200]  十三卷的保羅書信
[00:05:45.200 --> 00:05:47.200]  唯一一處
[00:05:47.200 --> 00:05:50.200]  保羅稱呼自己是祭司
[00:05:50.200 --> 00:05:53.200]  接著我再比較詳細再看看新約
[00:05:53.200 --> 00:05:56.200]  到底有多少講關於祭司呢
[00:05:56.200 --> 00:05:57.200]  很多的
[00:05:57.200 --> 00:06:01.200]  當然福音書就真是那些祭司
[00:06:01.200 --> 00:06:04.200]  在政見裏面侍奉的祭司
[00:06:04.200 --> 00:06:05.200]  但是書信
[00:06:05.200 --> 00:06:07.200]  去到書信
[00:06:07.200 --> 00:06:11.200]  只有兩處地方提到祭司
[00:06:11.200 --> 00:06:14.200]  其中一處就是彼得前書
[00:06:14.200 --> 00:06:15.200]  第二章
[00:06:15.200 --> 00:06:17.200]  我們是有君尊的祭司
[00:06:17.200 --> 00:06:22.200]  藉著耶穌基督獻上神所預立的靈祭
[00:06:22.200 --> 00:06:24.200]  我們是君尊的祭司
[00:06:24.200 --> 00:06:26.200]  即是說斯圖彼得
[00:06:26.200 --> 00:06:29.200]  在當時教會開始受苦了
[00:06:29.200 --> 00:06:30.200]  面對碧巴勒
[00:06:30.200 --> 00:06:33.200]  仍然勸勉教會
[00:06:33.200 --> 00:06:36.200]  我們好像出埃及的時候
[00:06:36.200 --> 00:06:39.200]  神和以色列人納約的時候
[00:06:39.200 --> 00:06:41.200]  這樣的身份
[00:06:41.200 --> 00:06:43.200]  好像是一個新的子民的身份
[00:06:43.200 --> 00:06:45.200]  因為耶穌的緣故
[00:06:45.200 --> 00:06:49.200]  我們是在地上作眾人的祭司
[00:06:49.200 --> 00:06:52.200]  我們要呈獻的是屬靈的祭
[00:06:52.200 --> 00:06:53.200]  獻給神的
[00:06:53.200 --> 00:06:56.200]  教會本身就是那個聖殿
[00:06:56.200 --> 00:06:58.200]  或者叫那個靈宮
[00:06:58.200 --> 00:07:01.200]  一個Spiritual House 靈宮
[00:07:01.200 --> 00:07:03.200]  屬靈的宮殿
[00:07:03.200 --> 00:07:06.200]  那個是彼得前書唯一一次講
[00:07:06.200 --> 00:07:07.200]  當然了
[00:07:07.200 --> 00:07:09.200]  去到啟示錄
[00:07:09.200 --> 00:07:11.200]  聖經又再將那個寓意
[00:07:11.200 --> 00:07:12.200]  又告訴我們
[00:07:12.200 --> 00:07:16.200]  我們在神面前作君尊的祭司
[00:07:16.200 --> 00:07:18.200]  然後聖經新約
[00:07:18.200 --> 00:07:20.200]  只是唯一一次
[00:07:20.200 --> 00:07:22.200]  就是使徒保羅
[00:07:22.200 --> 00:07:24.200]  稱呼自己
[00:07:24.200 --> 00:07:27.200]  現在正在做的手頭的工作
[00:07:27.200 --> 00:07:29.200]  或者他在人生裏面
[00:07:29.200 --> 00:07:33.200]  是甚麼是他認為最重要的東西
[00:07:33.200 --> 00:07:35.200]  以這個身份
[00:07:35.200 --> 00:07:38.200]  來表達他自己現在做的
[00:07:38.200 --> 00:07:41.200]  很值得我們今天一起思想一下
[00:07:41.200 --> 00:07:43.200]  皆美的侍奉
[00:07:43.200 --> 00:07:48.200]  特別是這幾個星期裏面
[00:07:48.200 --> 00:07:51.200]  不同的目者都問
[00:07:51.200 --> 00:07:54.200]  怎樣來回應社會的議題呢
[00:07:54.200 --> 00:07:57.200]  講甚麼都可能不對
[00:07:57.200 --> 00:08:02.200]  應該怎樣來更加客觀地去分析
[00:08:02.200 --> 00:08:04.200]  一方面也不是講台
[00:08:04.200 --> 00:08:06.200]  我們要講政治
[00:08:06.200 --> 00:08:10.200]  也不應該將自己個人的政治取向
[00:08:10.200 --> 00:08:12.200]  藉著講道來講解
[00:08:12.200 --> 00:08:14.200]  這個要嚴守
[00:08:14.200 --> 00:08:16.200]  但是
[00:08:16.200 --> 00:08:19.200]  這個時代需要甚麼訊息呢
[00:08:19.200 --> 00:08:21.200]  仍然是一定要問的問題
[00:08:21.200 --> 00:08:26.200]  必須回應這個社會現在的需要
[00:08:26.200 --> 00:08:30.200]  思想了很久很久
[00:08:30.200 --> 00:08:32.200]  我應該怎樣來去
[00:08:32.200 --> 00:08:34.200]  代表整個教會
[00:08:34.200 --> 00:08:38.200]  去回應這個社會的需要呢
[00:08:38.200 --> 00:08:42.200]  很重的心放在我的內心
[00:08:42.200 --> 00:08:44.200]  看到這位的使徒
[00:08:44.200 --> 00:08:48.200]  不是不知道當時羅馬的帝國
[00:08:48.200 --> 00:08:50.200]  羅馬的世界
[00:08:50.200 --> 00:08:53.200]  所面對的困難問題
[00:08:53.200 --> 00:08:56.200]  當時他寫羅馬書的時候
[00:08:56.200 --> 00:08:58.200]  是這個格魯雕
[00:08:58.200 --> 00:09:00.200]  差不多末年了
[00:09:00.200 --> 00:09:04.200]  就快去到尼祿王的作王了
[00:09:04.200 --> 00:09:07.200]  即是第四位的羅馬皇帝
[00:09:07.200 --> 00:09:10.200]  很快就進入尼祿王
[00:09:10.200 --> 00:09:13.200]  Leo這個皇帝
[00:09:13.200 --> 00:09:17.200]  他的晚年是極度的瘋癲
[00:09:17.200 --> 00:09:21.200]  來迫害教會
[00:09:21.200 --> 00:09:25.200]  本來想將舊的羅馬城
[00:09:25.200 --> 00:09:27.200]  因為他好大起功
[00:09:27.200 --> 00:09:28.200]  要來拆了它
[00:09:28.200 --> 00:09:31.200]  建一個新的皇宮
[00:09:31.200 --> 00:09:34.200]  但就被當時的羅馬的元老院
[00:09:34.200 --> 00:09:37.200]  不准他這樣做
[00:09:37.200 --> 00:09:40.200]  而且也追究他為何要這樣做
[00:09:40.200 --> 00:09:44.200]  他就將羅馬的舊城焚燒
[00:09:44.200 --> 00:09:46.200]  來嫁禍給基督徒
[00:09:46.200 --> 00:09:49.200]  所以那個時代也是保羅、遜道
[00:09:49.200 --> 00:09:52.200]  和彼得這班的使徒
[00:09:52.200 --> 00:09:56.200]  準備面對大規模明顯的迫害的時代
[00:09:56.200 --> 00:09:59.200]  即是保羅寫羅馬書的時候
[00:09:59.200 --> 00:10:03.200]  還不是一個很明顯大規模的迫害
[00:10:03.200 --> 00:10:06.200]  所以使徒他們在那個時代
[00:10:06.200 --> 00:10:12.200]  他們不是不知道帝國種種的問題
[00:10:12.200 --> 00:10:15.200]  例如他們南征北討
[00:10:15.200 --> 00:10:17.200]  在新約的保羅書信
[00:10:17.200 --> 00:10:20.200]  時時都講一些海船
[00:10:20.200 --> 00:10:23.200]  借這些當時很普遍的
[00:10:23.200 --> 00:10:26.200]  當時的世界的情況
[00:10:26.200 --> 00:10:30.200]  來講述基督的救恩的德性
[00:10:30.200 --> 00:10:32.200]  是甚麼意思呢?
[00:10:32.200 --> 00:10:35.200]  因為羅馬帝國是強大到一個地步
[00:10:35.200 --> 00:10:39.200]  去到哪個國家都打贏別人
[00:10:39.200 --> 00:10:40.200]  贏了之後
[00:10:40.200 --> 00:10:45.200]  就將那些俘虜帶回羅馬自己的地方
[00:10:45.200 --> 00:10:51.200]  來到他們有兩旁很多當時羅馬的少女
[00:10:51.200 --> 00:10:57.200]  兩旁列隊去殺那些鮮花
[00:10:57.200 --> 00:11:02.200]  以至軍人海船回來的時候
[00:11:02.200 --> 00:11:04.200]  就充滿了榮耀
[00:11:04.200 --> 00:11:07.200]  因為打勝仗
[00:11:07.200 --> 00:11:14.200]  那些戰利品和戰俘就隨著在那個隊伍的後面
[00:11:14.200 --> 00:11:20.200]  臨後的一章就已經講這樣的場景
[00:11:20.200 --> 00:11:22.200]  也有其他的經卷
[00:11:22.200 --> 00:11:25.200]  不詳細再這樣來引用
[00:11:25.200 --> 00:11:29.200]  即是意味著使徒他們
[00:11:29.200 --> 00:11:34.200]  是清楚知道當時的世界
[00:11:34.200 --> 00:11:37.200]  是需要甚麼
[00:11:37.200 --> 00:11:42.200]  那就來到一個很重要、嚴肅的問題
[00:11:42.200 --> 00:11:46.200]  使徒他們寫信給當時羅馬的帝國
[00:11:46.200 --> 00:11:48.200]  羅馬的教會
[00:11:48.200 --> 00:11:50.200]  這位使徒
[00:11:50.200 --> 00:11:53.200]  他用了十六章聖經
[00:11:53.200 --> 00:11:56.200]  來將救恩講解
[00:11:56.200 --> 00:11:58.200]  其中告訴我們
[00:11:58.200 --> 00:12:03.200]  萬民唯有福音可以拯救
[00:12:03.200 --> 00:12:06.200]  萬民都是在神的面前
[00:12:06.200 --> 00:12:07.200]  是罪人
[00:12:07.200 --> 00:12:09.200]  虧缺神的榮耀
[00:12:09.200 --> 00:12:12.200]  只有唯一的出路就是
[00:12:12.200 --> 00:12:15.200]  在律法以外
[00:12:15.200 --> 00:12:18.200]  神的兒
[00:12:18.200 --> 00:12:20.200]  藉著他的愛子耶穌
[00:12:20.200 --> 00:12:23.200]  可以將人來拯救
[00:12:23.200 --> 00:12:25.200]  也只需要藉著人
[00:12:25.200 --> 00:12:27.200]  打開他的心靈
[00:12:27.200 --> 00:12:29.200]  相信、明白
[00:12:29.200 --> 00:12:32.200]  救恩和他的生命關係
[00:12:32.200 --> 00:12:34.200]  人信就可以得到
[00:12:34.200 --> 00:12:36.200]  就是這麼簡單
[00:12:36.200 --> 00:12:38.200]  但其中不簡單的就是
[00:12:38.200 --> 00:12:42.200]  必須要有傳的人
[00:12:42.200 --> 00:12:46.200]  保羅說如果人未聽明白福音
[00:12:46.200 --> 00:12:48.200]  他就不能夠去信
[00:12:48.200 --> 00:12:51.200]  不能夠去求告神
[00:12:51.200 --> 00:12:54.200]  不求告神就不能夠得救
[00:12:54.200 --> 00:12:58.200]  所以需要有傳道的人
[00:12:58.200 --> 00:13:00.200]  我們回到十五章
[00:13:00.200 --> 00:13:03.200]  收集今天我們講的題目的時候
[00:13:03.200 --> 00:13:08.200]  很精彩、很美麗、很重要
[00:13:08.200 --> 00:13:10.200]  值得我們大家一起
[00:13:10.200 --> 00:13:13.200]  我們來思想這位使徒
[00:13:13.200 --> 00:13:16.200]  他在神面前的專一
[00:13:16.200 --> 00:13:18.200]  剛才已經講了
[00:13:18.200 --> 00:13:21.200]  很簡單再做一個很簡單的分段
[00:13:21.200 --> 00:13:23.200]  一到第十一章
[00:13:23.200 --> 00:13:26.200]  或者一到第八章
[00:13:26.200 --> 00:13:28.200]  救恩
[00:13:28.200 --> 00:13:32.200]  藉著耶穌基督的犧牲在十字架
[00:13:32.200 --> 00:13:34.200]  就成就了
[00:13:34.200 --> 00:13:36.200]  人接受耶穌
[00:13:36.200 --> 00:13:38.200]  可以得到救恩
[00:13:38.200 --> 00:13:41.200]  不僅僅是外邦人
[00:13:41.200 --> 00:13:43.200]  連猶太人一樣
[00:13:43.200 --> 00:13:46.200]  第九章一直到第十一章
[00:13:46.200 --> 00:13:48.200]  整三章聖經
[00:13:48.200 --> 00:13:50.200]  引述很多舊約的經文
[00:13:50.200 --> 00:13:55.200]  來講述猶太人同樣在罪惡底下
[00:13:55.200 --> 00:13:58.200]  必須要藉著耶穌
[00:13:58.200 --> 00:14:03.200]  他們要立的是自己的行律法的義
[00:14:03.200 --> 00:14:05.200]  而不是信基督的義
[00:14:05.200 --> 00:14:10.200]  所以比外邦人更加遲認識耶穌
[00:14:10.200 --> 00:14:14.200]  外邦人如果深深看到自己是一個罪人
[00:14:14.200 --> 00:14:17.200]  看到耶穌是他的救贖主
[00:14:17.200 --> 00:14:19.200]  就馬上解決這個問題
[00:14:19.200 --> 00:14:21.200]  只需要他求告耶穌的名
[00:14:21.200 --> 00:14:23.200]  就可以得救
[00:14:23.200 --> 00:14:27.200]  這是很重要的保羅的宣告啟示
[00:14:27.200 --> 00:14:29.200]  十二章
[00:14:29.200 --> 00:14:31.200]  馬上告訴我們
[00:14:31.200 --> 00:14:34.200]  既然我們明白了救恩之後
[00:14:34.200 --> 00:14:38.200]  我們大家必須要問自己
[00:14:38.200 --> 00:14:42.200]  你應該怎樣看自己這個新的生命
[00:14:42.200 --> 00:14:44.200]  新的身份呢?
[00:14:44.200 --> 00:14:46.200]  十二章的第一節
[00:14:46.200 --> 00:14:48.200]  保羅邀請我們每一個
[00:14:48.200 --> 00:14:51.200]  以神的慈悲
[00:14:51.200 --> 00:14:53.200]  不是神的命令
[00:14:53.200 --> 00:14:55.200]  邀請我們
[00:14:55.200 --> 00:14:56.200]  弟兄姊妹
[00:14:56.200 --> 00:14:59.200]  我們是活的祭
[00:14:59.200 --> 00:15:03.200]  我們要呈獻給這位神
[00:15:03.200 --> 00:15:05.200]  你的生命
[00:15:05.200 --> 00:15:07.200]  由你信主的那一刻
[00:15:07.200 --> 00:15:09.200]  呈獻給神
[00:15:09.200 --> 00:15:12.200]  應該怎樣來為神而活
[00:15:12.200 --> 00:15:14.200]  神給你的智慧
[00:15:14.200 --> 00:15:16.200]  神給你各樣的才幹
[00:15:16.200 --> 00:15:17.200]  你的恩賜
[00:15:17.200 --> 00:15:21.200]  怎樣來為神而活呢?
[00:15:21.200 --> 00:15:22.200]  這個活祭的生命
[00:15:22.200 --> 00:15:25.200]  首先就要在你的倫理裏
[00:15:25.200 --> 00:15:26.200]  怎樣為人
[00:15:26.200 --> 00:15:28.200]  十二章全章
[00:15:28.200 --> 00:15:30.200]  就已經講這些了
[00:15:30.200 --> 00:15:33.200]  其中不斷發展的就是
[00:15:33.200 --> 00:15:35.200]  那個愛的生命
[00:15:35.200 --> 00:15:37.200]  不可為惡所成
[00:15:37.200 --> 00:15:40.200]  反而要以善成惡
[00:15:40.200 --> 00:15:42.200]  很多的教導
[00:15:42.200 --> 00:15:43.200]  十二章
[00:15:43.200 --> 00:15:44.200]  保羅強調
[00:15:44.200 --> 00:15:47.200]  很想羅馬的教會
[00:15:47.200 --> 00:15:50.200]  你看到你自己是一個活祭
[00:15:50.200 --> 00:15:52.200]  必須這樣去理解
[00:15:52.200 --> 00:15:54.200]  自己是一個活祭
[00:15:54.200 --> 00:15:57.200]  然後每一個羅馬的信徒
[00:15:57.200 --> 00:16:01.200]  都在品格上去建立自己
[00:16:01.200 --> 00:16:05.200]  來成為在神眼中的喜悅
[00:16:05.200 --> 00:16:08.200]  聖潔的活祭
[00:16:08.200 --> 00:16:10.200]  等一下我會和大家看看舊約
[00:16:10.200 --> 00:16:12.200]  對於獻祭
[00:16:12.200 --> 00:16:13.200]  對於祭司
[00:16:13.200 --> 00:16:15.200]  大家要有些輪廓
[00:16:15.200 --> 00:16:18.200]  因為似圖他這樣引述
[00:16:18.200 --> 00:16:20.200]  講這些舊約的典故
[00:16:20.200 --> 00:16:22.200]  應該是立刻令到你
[00:16:22.200 --> 00:16:23.200]  有一個觸慮旁通
[00:16:23.200 --> 00:16:25.200]  你立刻去回想
[00:16:25.200 --> 00:16:28.200]  舊約是怎樣講獻祭的呢?
[00:16:28.200 --> 00:16:30.200]  舊約是怎樣講祭生的呢?
[00:16:30.200 --> 00:16:34.200]  人家一講少少一個這樣的比喻
[00:16:34.200 --> 00:16:38.200]  就已經想帶出一個很重要的訊息了
[00:16:38.200 --> 00:16:42.200]  好,和大家揭一揭文掃記
[00:16:42.200 --> 00:16:45.200]  這些經文可能你從來都沒有機會揭
[00:16:45.200 --> 00:16:47.200]  或者你都不懂得揭
[00:16:47.200 --> 00:16:49.200]  手提電話就容易一點
[00:16:49.200 --> 00:16:51.200]  十八章的文掃記
[00:16:51.200 --> 00:17:00.200]  十八章不能夠詳細讀這麼多了
[00:17:00.200 --> 00:17:02.200]  由第八節開始
[00:17:02.200 --> 00:17:07.200]  大家找到就聽一聽這段經文
[00:17:07.200 --> 00:17:10.200]  耶和華吩咐亞倫說
[00:17:10.200 --> 00:17:13.200]  看那我已將歸我的舉制
[00:17:13.200 --> 00:17:16.200]  就是以色列人一切分別為聖之物
[00:17:16.200 --> 00:17:18.200]  交給你照管
[00:17:18.200 --> 00:17:22.200]  我把受高的份賜給你和你的子孫
[00:17:22.200 --> 00:17:25.200]  作為永遠當得的份
[00:17:25.200 --> 00:17:28.200]  這是至聖的供物中所給你的
[00:17:28.200 --> 00:17:30.200]  一切獻給我
[00:17:30.200 --> 00:17:33.200]  為至聖的數制、贖罪制、贖獻制
[00:17:33.200 --> 00:17:36.200]  其中所有不被火燒的供物
[00:17:36.200 --> 00:17:40.200]  都要歸你和你的子孫
[00:17:40.200 --> 00:17:44.200]  就是說整個如果燒了在祭壇
[00:17:44.200 --> 00:17:45.200]  一定不是歸你
[00:17:45.200 --> 00:17:47.200]  因為已經燒了
[00:17:47.200 --> 00:17:50.200]  燒了就是那些香呈獻上天上
[00:17:50.200 --> 00:17:51.200]  就不是歸你
[00:17:51.200 --> 00:17:53.200]  哪些是燒了的呢?
[00:17:53.200 --> 00:17:55.200]  當然就是繁祭
[00:17:55.200 --> 00:17:59.200]  或者每年的贖罪日的贖罪制
[00:17:59.200 --> 00:18:02.200]  就不可以吃了
[00:18:02.200 --> 00:18:04.200]  神和亞倫說
[00:18:04.200 --> 00:18:09.200]  一切獻給神的至聖的供物
[00:18:09.200 --> 00:18:11.200]  來列舉的數制
[00:18:11.200 --> 00:18:13.200]  數制就是獻那些麵粉
[00:18:13.200 --> 00:18:17.200]  或者一些地上初熟的土產
[00:18:17.200 --> 00:18:20.200]  贖罪制、贖獻制
[00:18:20.200 --> 00:18:23.200]  贖罪制和贖獻制其實是同一個制
[00:18:23.200 --> 00:18:25.200]  有些是大的罪
[00:18:25.200 --> 00:18:27.200]  有些是比較輕的罪
[00:18:27.200 --> 00:18:30.200]  其中所有不被火燒的供物
[00:18:30.200 --> 00:18:32.200]  就是獻祭的那些祭物
[00:18:32.200 --> 00:18:35.200]  都要歸你和你的子孫
[00:18:35.200 --> 00:18:39.200]  你要把它當作至聖之物來吃
[00:18:39.200 --> 00:18:41.200]  凡是藍丁都可以吃
[00:18:41.200 --> 00:18:43.200]  你要以這祭物為聖
[00:18:43.200 --> 00:18:45.200]  這也是你的
[00:18:45.200 --> 00:18:48.200]  以色列人所獻的舉祭和饒祭
[00:18:48.200 --> 00:18:50.200]  我以賜給你和你的兒女
[00:18:50.200 --> 00:18:52.200]  作為永遠當得的墳
[00:18:52.200 --> 00:18:55.200]  你家中任何潔淨的人都可以吃
[00:18:55.200 --> 00:18:57.200]  凡是最好的新油
[00:18:57.200 --> 00:18:59.200]  最好的新酒和五穀
[00:18:59.200 --> 00:19:03.200]  就是以色列人獻給耶和華的初熟之物
[00:19:03.200 --> 00:19:04.200]  我都賜給你
[00:19:04.200 --> 00:19:06.200]  一直在說
[00:19:06.200 --> 00:19:08.200]  向亞倫說的
[00:19:08.200 --> 00:19:10.200]  好像聘書一樣
[00:19:10.200 --> 00:19:12.200]  有什麼要做
[00:19:12.200 --> 00:19:14.200]  告訴你怎樣做
[00:19:14.200 --> 00:19:20.200]  這個職份有什麼待遇
[00:19:20.200 --> 00:19:22.200]  很有趣的一章聖經
[00:19:22.200 --> 00:19:26.200]  全章都是說祭司利美人
[00:19:26.200 --> 00:19:30.200]  不過其實第22節才是最重要
[00:19:30.200 --> 00:19:33.200]  我們再讀一點
[00:19:33.200 --> 00:19:35.200]  第13節開始
[00:19:35.200 --> 00:19:37.200]  凡他們從地上所帶來
[00:19:37.200 --> 00:19:39.200]  給耶和華的初熟之物
[00:19:39.200 --> 00:19:41.200]  也都要歸給你
[00:19:41.200 --> 00:19:44.200]  你家中任何潔淨的人都可以吃
[00:19:44.200 --> 00:19:46.200]  以色列人中一切永獻的
[00:19:46.200 --> 00:19:48.200]  都必歸給你
[00:19:48.200 --> 00:19:50.200]  他們所有奉給耶和華的
[00:19:50.200 --> 00:19:52.200]  無論是人是生畜
[00:19:52.200 --> 00:19:55.200]  凡是投胎的都要歸給你
[00:19:55.200 --> 00:19:56.200]  但是人的長子
[00:19:56.200 --> 00:19:58.200]  一定要熟出來
[00:19:58.200 --> 00:19:59.200]  不潔淨生畜
[00:19:59.200 --> 00:20:01.200]  投生的也都要熟出來
[00:20:01.200 --> 00:20:03.200]  其中一個月以上所當屬的
[00:20:03.200 --> 00:20:05.200]  要照你的股價
[00:20:05.200 --> 00:20:07.200]  按姓所的四克勒
[00:20:07.200 --> 00:20:09.200]  五個四克勒銀紙
[00:20:09.200 --> 00:20:10.200]  將它贖回
[00:20:10.200 --> 00:20:12.200]  一個四克勒就是二十貴拉
[00:20:12.200 --> 00:20:15.200]  但是投生的牛或者投生的綿羊
[00:20:15.200 --> 00:20:16.200]  或投生的山羊
[00:20:16.200 --> 00:20:18.200]  卻是不可以贖的
[00:20:18.200 --> 00:20:20.200]  因為他們都是聖的
